,FLARE_TYPE,COINCIDENCE,g_s_1,g_s_2,g_s_3,g_s_4,g_s_5,g_s_6,g_s_7,g_s_8,g_s_9,g_s_10,g_s_11,g_s_12,g_s_13,g_s_14,g_s_15
400,M,False,3426.1,6285.5,6766.6,5982.5,6242.6,9621.4,7260.0,6859.8,8580.5,5476.6,10546.0,9091.3,7299.1,11456.0,14286.0
401,M,False,37261.0,44343.0,42836.0,31904.0,42840.0,46520.0,40802.0,41615.0,39518.0,40951.0,41293.0,45182.0,52199.0,46745.0,46499.0
402,M,False,11578.0,6804.6,12514.0,4987.0,5736.7,4073.8,6059.0,4051.0,4698.3,4797.1,4905.9,4073.3,5441.4,3709.4,4860.2
403,M,False,142610.0,149220.0,126300.0,175760.0,178440.0,194690.0,135520.0,250660.0,197620.0,179430.0,245680.0,177470.0,274870.0,300370.0,310740.0
404,M,False,2282.0,2224.5,2136.8,1783.2,2355.4,2513.1,2502.2,2111.7,2775.1,3604.4,4783.5,4177.4,3817.8,3900.1,3844.4
405,M,False,352.37,238.83,229.42,218.83,226.23,230.51,228.39,632.67,488.46,460.57,480.39,591.32,572.59,547.59,592.58
406,M,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
407,M,False,480.09,497.39,986.29,1055.3,1014.5,1057.0,1113.5,1185.2,1239.7,1304.7,1312.2,1302.3,1237.1,1318.2,1283.0
408,M,False,237.25,240.68,235.18,239.22,237.01,245.47,232.78,114.38,228.56,206.64,213.69,100.3,97.035,0.0,0.0
409,M,False,11829.0,8908.7,5119.4,5566.2,8288.1,10468.0,9333.9,10449.0,10269.0,11181.0,10622.0,8612.8,9702.7,8923.1,10681.0
410,M,False,3027.7,3163.3,3023.4,2310.0,2313.4,2411.6,2289.6,2308.7,2499.8,2403.6,2618.5,3099.3,2799.3,2876.4,2885.4
411,M,True,180.74,365.14,369.1,392.13,218.85,213.86,234.56,275.83,278.7,231.7,315.32,302.31,246.94,300.11,258.9
412,M,False,369.1,392.13,218.85,213.86,234.56,275.83,278.7,231.7,315.32,302.31,246.94,300.11,258.9,269.0,282.62
413,M,False,282.49,313.11,609.92,617.12,759.82,725.21,569.35,562.05,532.22,711.73,900.32,747.7,1031.1,806.58,875.99
414,M,True,363630.0,542610.0,242170.0,294180.0,644180.0,649070.0,729490.0,888340.0,958900.0,1013700.0,810210.0,995440.0,1037500.0,947440.0,949370.0
415,M,True,171350.0,184980.0,176750.0,164850.0,161230.0,180050.0,173850.0,185520.0,183240.0,191980.0,188560.0,173680.0,194780.0,175260.0,143380.0
416,M,False,199450.0,239520.0,240680.0,251500.0,268890.0,319480.0,331970.0,288670.0,291190.0,279540.0,295020.0,284520.0,254530.0,252780.0,303690.0
417,M,False,312880.0,311500.0,292070.0,312620.0,324550.0,303040.0,286330.0,298710.0,300120.0,334710.0,321390.0,320140.0,307990.0,306460.0,316030.0
418,M,False,324550.0,303040.0,286330.0,298710.0,300120.0,334710.0,321390.0,320140.0,307990.0,306460.0,316030.0,335760.0,335220.0,322070.0,302920.0
419,M,False,302600.0,323670.0,317330.0,306610.0,292180.0,263870.0,238350.0,281000.0,277150.0,287250.0,305880.0,267100.0,282020.0,303120.0,306260.0
420,M,True,547120.0,506840.0,517920.0,474170.0,516240.0,564130.0,566780.0,533690.0,556860.0,477850.0,472950.0,515100.0,506550.0,587620.0,590700.0
421,M,False,510520.0,483590.0,519820.0,548060.0,510500.0,500630.0,529170.0,529680.0,530940.0,511520.0,508120.0,540350.0,543810.0,566740.0,529500.0
422,M,True,503200.0,504480.0,511140.0,525450.0,577980.0,619120.0,670000.0,651740.0,627920.0,575980.0,529700.0,554290.0,559220.0,567990.0,559090.0
423,M,True,891640.0,867380.0,887670.0,808790.0,811930.0,799290.0,817080.0,808580.0,921320.0,811300.0,829070.0,790480.0,804990.0,837420.0,783970.0
424,M,True,742610.0,749860.0,751930.0,774680.0,830860.0,849830.0,767610.0,797540.0,793070.0,910290.0,841850.0,875100.0,849330.0,867560.0,762640.0
425,M,False,751930.0,774680.0,830860.0,849830.0,767610.0,797540.0,793070.0,910290.0,841850.0,875100.0,849330.0,867560.0,762640.0,791700.0,799320.0
426,M,False,793070.0,910290.0,841850.0,875100.0,849330.0,867560.0,762640.0,791700.0,799320.0,813370.0,856340.0,845080.0,855000.0,834890.0,786100.0
427,M,False,787070.0,862230.0,889320.0,779360.0,765120.0,749790.0,795540.0,760240.0,623050.0,738930.0,847030.0,813150.0,708440.0,835140.0,789420.0
428,M,False,623050.0,738930.0,847030.0,813150.0,708440.0,835140.0,789420.0,834200.0,860910.0,801630.0,679750.0,699730.0,658010.0,663160.0,732270.0
429,M,False,750510.0,707700.0,671350.0,747010.0,744720.0,826430.0,801470.0,894320.0,929670.0,893700.0,742920.0,936770.0,922850.0,983950.0,851300.0
430,M,False,763950.0,807290.0,735980.0,738080.0,738300.0,725430.0,738210.0,751040.0,762940.0,698920.0,620870.0,631040.0,693060.0,659260.0,666800.0
431,M,False,555130.0,567870.0,550490.0,572130.0,586150.0,591090.0,569660.0,554220.0,522940.0,563010.0,514900.0,507340.0,459150.0,525060.0,553170.0
432,M,False,569660.0,554220.0,522940.0,563010.0,514900.0,507340.0,459150.0,525060.0,553170.0,500010.0,505210.0,484300.0,496290.0,446990.0,526310.0
433,M,True,471850.0,421310.0,382570.0,361070.0,323690.0,361700.0,410850.0,397690.0,382410.0,416710.0,350620.0,337290.0,398650.0,366490.0,383410.0
434,M,True,406820.0,425380.0,476900.0,508970.0,491360.0,445570.0,461160.0,484370.0,551980.0,499960.0,520410.0,527620.0,444060.0,397840.0,493580.0
435,M,False,423470.0,432240.0,494390.0,435460.0,263040.0,258110.0,269360.0,246260.0,265960.0,276270.0,299640.0,269600.0,257940.0,285670.0,254680.0
436,M,False,291020.0,255940.0,262420.0,273110.0,265610.0,296330.0,251070.0,272740.0,252810.0,299910.0,269610.0,285030.0,290080.0,332490.0,245940.0
437,M,False,299910.0,269610.0,285030.0,290080.0,332490.0,245940.0,289570.0,259530.0,216950.0,242350.0,233290.0,386060.0,414520.0,292200.0,301190.0
438,M,False,292200.0,301190.0,311350.0,237330.0,257270.0,257700.0,282810.0,395050.0,398720.0,316730.0,340700.0,344920.0,309290.0,331950.0,286960.0
439,M,False,331950.0,286960.0,396910.0,261960.0,372600.0,307450.0,295770.0,279740.0,259880.0,257850.0,208460.0,224440.0,336320.0,323440.0,260370.0
440,M,False,242150.0,243540.0,244050.0,252380.0,256240.0,307610.0,309320.0,267830.0,309290.0,309300.0,297920.0,332230.0,244100.0,328920.0,349750.0
441,M,False,256240.0,307610.0,309320.0,267830.0,309290.0,309300.0,297920.0,332230.0,244100.0,328920.0,349750.0,431180.0,418880.0,452100.0,433960.0
442,M,False,433960.0,512070.0,331790.0,449510.0,600920.0,553900.0,543190.0,577030.0,549370.0,627760.0,558040.0,703660.0,711580.0,769940.0,865290.0
443,M,True,2810.1,807.61,619.95,338.37,502.16,125.36,254.23,126.51,397.44,445.98,485.89,139.3,197.16,545.39,850.99
444,M,False,3317.3,6496.9,3012.2,3753.5,1287.2,1504.3,2805.8,3304.9,2187.7,2523.4,1852.1,2721.7,2128.4,2104.0,5514.0
445,M,True,2933.7,3716.9,1711.2,4717.8,2594.3,2795.5,2053.3,2893.6,2125.5,3542.3,9003.0,2708.7,2639.2,1578.0,1641.4
446,M,True,2708.7,2639.2,1578.0,1641.4,1711.7,1743.5,1775.6,2769.7,2682.1,2731.0,2279.5,1392.1,2693.1,3064.8,2246.1
447,M,True,20864.0,18716.0,18869.0,21274.0,19409.0,16639.0,14769.0,18734.0,16691.0,18283.0,16009.0,16212.0,17752.0,20690.0,21504.0
448,M,False,20499.0,21906.0,22546.0,22431.0,23434.0,23785.0,25579.0,24322.0,23303.0,24375.0,23935.0,26744.0,31246.0,35042.0,36101.0
449,M,False,26744.0,31246.0,35042.0,36101.0,30621.0,31683.0,29691.0,32301.0,35777.0,31537.0,36806.0,37625.0,33240.0,30684.0,32101.0
450,M,False,22144.0,23154.0,20680.0,22019.0,20570.0,21920.0,21408.0,23851.0,23481.0,23038.0,22002.0,24504.0,24462.0,22872.0,24928.0
451,M,False,41933.0,43324.0,42192.0,41503.0,42827.0,44990.0,46247.0,44994.0,42667.0,42410.0,44927.0,44033.0,42710.0,44758.0,41230.0
452,M,True,44638.0,38005.0,33821.0,38504.0,36974.0,34723.0,40541.0,32676.0,31958.0,43079.0,35438.0,30429.0,22587.0,28191.0,33150.0
453,M,True,63867.0,62841.0,64219.0,64705.0,61701.0,65906.0,88970.0,91861.0,51310.0,50749.0,45597.0,56841.0,56006.0,47595.0,61718.0
454,M,False,29834.0,37868.0,55042.0,46957.0,45538.0,40885.0,47918.0,74548.0,65279.0,52164.0,51293.0,74438.0,59531.0,77634.0,67166.0
455,M,False,33331.0,29971.0,26841.0,29654.0,38243.0,25127.0,30838.0,31230.0,31310.0,29540.0,30354.0,30654.0,34779.0,33233.0,36359.0
456,M,True,36341.0,32927.0,30257.0,35298.0,36234.0,36144.0,33146.0,37525.0,37663.0,35219.0,34837.0,32541.0,36167.0,38790.0,37102.0
457,M,False,39663.0,41772.0,37731.0,35992.0,36742.0,38562.0,35816.0,37910.0,36302.0,36640.0,39092.0,37250.0,35096.0,37233.0,38586.0
458,M,False,30639.0,28242.0,35963.0,25293.0,23055.0,21776.0,16254.0,20451.0,26572.0,26528.0,23982.0,19555.0,29712.0,23684.0,25985.0
459,M,False,1436.0,1782.2,1733.2,1598.5,1614.3,1642.3,1668.7,2098.0,1666.6,2115.4,2638.7,2937.0,2410.4,2085.0,1811.3
460,M,True,77203.0,88969.0,74311.0,77078.0,88506.0,88801.0,90739.0,89804.0,97226.0,87017.0,77100.0,87251.0,89740.0,86907.0,96669.0
461,M,True,9019.4,8621.1,9170.4,9286.5,10443.0,10412.0,8637.4,8698.1,7885.1,8427.0,8769.9,7693.9,7866.3,8003.8,8277.3
462,M,False,87417.0,82331.0,103100.0,105360.0,101370.0,105920.0,92994.0,101400.0,102070.0,99170.0,105670.0,87568.0,86590.0,95663.0,95550.0
463,M,True,308750.0,279810.0,266600.0,258750.0,306350.0,298040.0,304560.0,295760.0,307170.0,311680.0,321880.0,260090.0,271560.0,265930.0,263160.0
464,M,True,71205.0,74299.0,85189.0,78029.0,80419.0,81398.0,86670.0,90247.0,77611.0,85438.0,79774.0,78005.0,80407.0,78704.0,77155.0
465,M,False,37641.0,41520.0,41357.0,39710.0,40859.0,43925.0,40250.0,44778.0,38122.0,41470.0,40787.0,48362.0,40917.0,47109.0,38221.0
466,M,False,128360.0,107140.0,85614.0,82987.0,87840.0,104470.0,125760.0,102130.0,141380.0,154020.0,148190.0,94311.0,108380.0,127270.0,119810.0
467,M,False,3977.9,4023.8,4073.2,5143.4,4159.5,5264.8,4814.7,5053.2,5125.7,4065.2,5176.3,5160.8,5185.1,6289.6,7314.3
468,M,False,54032.0,49245.0,57835.0,53309.0,49271.0,50934.0,62677.0,60165.0,65459.0,59199.0,64886.0,51648.0,56948.0,58638.0,59438.0
469,M,False,50724.0,53027.0,49236.0,46420.0,46858.0,43669.0,47673.0,48570.0,49847.0,52785.0,50545.0,44782.0,59344.0,59430.0,58767.0
470,M,False,4229.2,5149.3,4483.4,3946.8,4220.5,4652.5,4381.4,4904.4,4608.5,4766.9,4291.4,4700.9,4410.1,4609.5,4430.4
471,M,False,17409.0,18762.0,16937.0,16150.0,16338.0,13935.0,13811.0,14212.0,13743.0,12962.0,12494.0,14837.0,14604.0,10445.0,12357.0
472,M,False,0.0,19038.0,13076.0,0.0,17404.0,1323.1,9884.6,5659.5,12125.0,3848.6,6036.9,8021.2,2574.1,6188.5,7138.0
473,M,True,16177.0,15138.0,15810.0,15654.0,12557.0,14775.0,17053.0,12316.0,15557.0,16559.0,16407.0,13891.0,15084.0,15368.0,15470.0
474,M,False,14263.0,14216.0,12762.0,11715.0,11917.0,13826.0,14025.0,14887.0,11416.0,11584.0,11810.0,12930.0,14954.0,14622.0,13825.0
475,M,False,14187.0,17359.0,16523.0,16346.0,17696.0,18725.0,19328.0,20871.0,19782.0,23761.0,22094.0,19683.0,19630.0,19422.0,19044.0
476,M,False,3026.9,2742.7,2148.6,2013.4,2023.2,2681.1,1960.0,1857.5,1855.6,2555.9,2519.6,3145.3,2864.9,2878.8,2651.1
477,M,False,0.0,2190.8,0.0,0.0,0.0,604.77,0.0,6448.5,0.0,589.27,484.68,2270.1,0.0,0.0,871.64
478,M,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
479,M,False,0.0,0.0,1071.7,0.0,0.0,1173.1,1453.1,0.0,1487.3,5606.7,5222.3,5225.9,0.0,258.43,3817.2
480,M,False,4527.0,505.29,9733.6,40442.0,9587.7,32315.0,44376.0,42023.0,37914.0,81152.0,72688.0,89809.0,88717.0,93400.0,64405.0
481,M,False,25734.0,17646.0,14039.0,17774.0,20860.0,15747.0,18276.0,16966.0,19899.0,15494.0,14589.0,16287.0,19830.0,19681.0,11096.0
482,M,True,2355.2,2736.6,2443.1,2547.1,2685.9,3221.8,2640.4,3528.2,3583.8,3652.9,3697.3,3585.5,5447.4,4563.7,7892.4
483,M,False,14337.0,13218.0,17449.0,10600.0,10448.0,11631.0,11754.0,11616.0,11805.0,11788.0,11750.0,11856.0,11937.0,12142.0,10297.0
484,M,True,9801.8,10856.0,10111.0,7888.1,7738.6,8976.2,7727.4,11983.0,12207.0,15493.0,12827.0,11479.0,14694.0,16375.0,20679.0
485,M,True,31040.0,31494.0,41555.0,38875.0,31441.0,35872.0,43159.0,36479.0,37066.0,36849.0,38867.0,32533.0,32755.0,35096.0,41589.0
486,M,False,28130.0,30096.0,28184.0,32091.0,32757.0,32582.0,30545.0,36388.0,39078.0,42015.0,48059.0,48691.0,49593.0,53871.0,52263.0
487,M,True,81198.0,79421.0,83969.0,82131.0,84505.0,79727.0,81779.0,65156.0,67551.0,82720.0,82085.0,80987.0,81604.0,74059.0,74027.0
488,M,False,82131.0,84505.0,79727.0,81779.0,65156.0,67551.0,82720.0,82085.0,80987.0,81604.0,74059.0,74027.0,66875.0,65606.0,79385.0
489,M,False,80987.0,81604.0,74059.0,74027.0,66875.0,65606.0,79385.0,86835.0,98241.0,89237.0,91198.0,96706.0,105200.0,107780.0,101970.0
490,M,False,67491.0,67782.0,101720.0,103480.0,81169.0,76336.0,84125.0,74006.0,92772.0,80839.0,90477.0,89067.0,92617.0,102890.0,107160.0
491,M,True,76233.0,68827.0,76399.0,74236.0,75543.0,74107.0,82223.0,83496.0,83579.0,88523.0,78770.0,77779.0,79938.0,73430.0,71040.0
492,M,True,50068.0,51543.0,52536.0,47709.0,54019.0,53588.0,59562.0,51730.0,52452.0,49998.0,38635.0,39685.0,40589.0,43891.0,36465.0
493,M,False,32556.0,35448.0,38799.0,35422.0,35327.0,32259.0,31740.0,32710.0,32803.0,35656.0,34956.0,38901.0,42537.0,36081.0,34240.0
494,M,False,17328.0,19610.0,19051.0,21075.0,20748.0,23708.0,22361.0,23061.0,23561.0,20919.0,20185.0,20607.0,20553.0,20342.0,27669.0
495,M,False,8011.0,7875.7,8196.4,7886.5,7713.9,8392.7,9719.9,9255.8,8981.9,8671.6,9707.9,10056.0,10321.0,11478.0,10685.0
496,M,False,23024.0,12307.0,8907.5,13583.0,22383.0,12878.0,23782.0,40643.0,22026.0,20860.0,33052.0,24989.0,28373.0,19229.0,29334.0
497,M,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
498,M,True,57.013,61.502,87.581,118.33,121.81,209.6,179.86,190.29,208.83,257.43,257.93,210.37,217.77,238.75,262.65
499,M,False,134.12,150.96,165.6,168.5,157.55,174.39,165.93,200.81,168.24,215.65,152.52,155.78,133.59,138.19,101.55
500,M,False,168.24,215.65,152.52,155.78,133.59,138.19,101.55,96.037,84.253,82.486,75.377,66.686,84.29,66.922,69.902
501,M,False,275.13,271.58,228.67,166.22,206.89,256.72,398.69,348.96,251.55,442.96,366.02,223.06,219.95,203.83,180.13
502,M,False,6177.9,3971.2,3940.5,1561.3,4693.8,1367.3,945.68,785.7,1225.7,825.76,1555.9,844.18,537.45,1075.0,1563.1
503,M,True,24742.0,24674.0,24075.0,26356.0,23716.0,23899.0,22076.0,23843.0,19740.0,20000.0,21648.0,26440.0,20973.0,22219.0,21744.0
504,M,False,21744.0,21889.0,21871.0,21160.0,22220.0,23426.0,27150.0,25041.0,26910.0,28055.0,25922.0,24392.0,24789.0,24877.0,24198.0
505,M,False,36300.0,41638.0,43699.0,43910.0,45278.0,36101.0,20023.0,5734.4,11483.0,16633.0,20678.0,44749.0,20578.0,6422.6,30874.0
506,M,True,3152.2,3409.1,2889.5,3177.1,4043.0,3744.4,3699.2,4142.8,6124.9,5087.2,5208.3,5489.3,5304.6,5881.0,5965.7
507,M,False,26014.0,30210.0,42971.0,47633.0,28939.0,41007.0,22225.0,32038.0,22260.0,20843.0,36737.0,22308.0,14286.0,26886.0,19390.0
508,M,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
509,M,True,137510.0,133390.0,128090.0,122930.0,139130.0,133070.0,120100.0,119920.0,113520.0,119520.0,118670.0,111730.0,99740.0,112210.0,103160.0
510,M,False,140570.0,142550.0,119800.0,115320.0,108710.0,123940.0,120440.0,113800.0,126360.0,146520.0,125130.0,119450.0,121250.0,131160.0,126900.0
511,M,False,120440.0,113800.0,126360.0,146520.0,125130.0,119450.0,121250.0,131160.0,126900.0,120290.0,131810.0,129670.0,124610.0,119530.0,137910.0
512,M,True,7768.1,8101.8,7976.9,9687.5,9442.1,9749.0,10035.0,10246.0,9445.6,9637.0,9648.3,9635.4,9675.8,7480.4,7585.4
513,M,False,4918.5,3467.1,4853.3,4810.6,3552.5,3414.8,3413.4,3206.8,3232.2,3236.9,3341.1,3146.8,3148.5,3169.7,3044.2
514,M,False,79356.0,87450.0,111000.0,101430.0,98376.0,97743.0,87451.0,83454.0,81495.0,86620.0,86777.0,77687.0,77361.0,85498.0,93584.0
515,M,False,39824.0,39151.0,30036.0,36443.0,39718.0,40968.0,36461.0,35035.0,38034.0,34763.0,41563.0,40480.0,37746.0,34883.0,33728.0
516,M,False,4504.7,3828.8,10420.0,2221.4,0.0,5536.0,0.0,2472.0,0.0,606.94,8898.7,3877.1,0.0,2980.5,0.0
517,M,True,575.21,886.79,917.04,869.78,840.65,851.83,859.14,789.54,1327.9,1143.9,1128.4,1100.9,1134.0,1352.0,1183.4
518,M,False,12494.0,12244.0,12582.0,11854.0,12833.0,12586.0,12515.0,10356.0,11048.0,10576.0,10039.0,10387.0,11085.0,9128.9,16298.0
519,M,True,5747.8,6370.6,7367.3,8632.5,8087.8,8243.5,8762.8,8233.1,8533.0,7768.0,8553.3,7448.2,7778.9,8379.0,7295.1
520,M,True,9683.9,9873.7,10988.0,9074.4,11460.0,11775.0,10258.0,12205.0,11457.0,12800.0,11758.0,13858.0,15580.0,13751.0,13693.0
521,M,False,19674.0,17849.0,19242.0,19588.0,20644.0,19074.0,19109.0,22385.0,24437.0,23682.0,25030.0,22703.0,25334.0,23892.0,24855.0
522,M,True,37229.0,38499.0,38150.0,39578.0,37420.0,34976.0,39872.0,34987.0,35159.0,34644.0,33403.0,34300.0,29501.0,36118.0,33663.0
523,M,False,42662.0,38500.0,37426.0,49818.0,51635.0,54201.0,45820.0,54225.0,41879.0,37431.0,42540.0,45282.0,45666.0,42567.0,41423.0
524,M,True,93157.0,72586.0,79922.0,74262.0,77713.0,80137.0,74951.0,69443.0,94648.0,90659.0,81577.0,88552.0,85984.0,99021.0,82278.0
525,M,False,110950.0,95952.0,108510.0,105940.0,106220.0,116220.0,121540.0,126290.0,109190.0,140090.0,127000.0,122770.0,128160.0,141970.0,134650.0
526,M,True,77387.0,67725.0,86562.0,82042.0,77956.0,65638.0,76882.0,88087.0,90503.0,92006.0,88079.0,84834.0,80909.0,64529.0,84163.0
527,M,False,39033.0,39002.0,37351.0,36803.0,40448.0,38039.0,33175.0,36350.0,33194.0,28554.0,33728.0,35923.0,38028.0,36250.0,35454.0
528,M,False,8154.9,9365.7,5302.4,6340.2,7456.6,10716.0,15580.0,12264.0,11492.0,7939.0,8025.3,5435.9,6684.9,5858.8,6231.0
529,M,False,14035.0,16022.0,15921.0,16413.0,15329.0,15237.0,15589.0,16119.0,15595.0,15196.0,14282.0,11192.0,14865.0,12237.0,13279.0
530,M,False,4596.5,4513.1,4642.7,4773.2,4630.5,4549.2,2962.1,2884.6,4227.0,4173.9,5617.5,4353.2,4294.8,4118.0,6079.5
531,M,True,72271.0,65188.0,64708.0,58518.0,57856.0,54904.0,52922.0,50276.0,54960.0,60128.0,56753.0,53888.0,55337.0,48756.0,50090.0
532,M,True,57308.0,51125.0,54445.0,48886.0,51735.0,51504.0,56018.0,60304.0,58350.0,56658.0,48814.0,58084.0,61897.0,57054.0,59429.0
533,M,True,897.16,871.87,857.19,869.65,905.43,937.99,919.66,918.39,934.57,924.66,912.58,1038.4,756.34,959.99,826.45
534,M,True,52411.0,59519.0,59787.0,55917.0,54661.0,62131.0,56153.0,57507.0,62499.0,70154.0,59268.0,59477.0,57420.0,58575.0,50983.0
535,M,True,57983.0,63619.0,60491.0,60158.0,63969.0,66099.0,58255.0,70555.0,66726.0,59998.0,63614.0,56966.0,63288.0,62082.0,57729.0
536,M,False,59998.0,63614.0,56966.0,63288.0,62082.0,57729.0,58531.0,56528.0,58292.0,55061.0,60700.0,61705.0,54504.0,56225.0,57681.0
537,M,True,1917.3,2015.4,2193.9,2186.5,2369.8,2399.8,2786.3,2316.5,2511.2,2566.2,2240.2,3897.2,2459.6,3199.7,2506.2
538,M,True,61466.0,64066.0,63325.0,66228.0,59896.0,74939.0,75508.0,77648.0,76411.0,75524.0,80066.0,86531.0,80539.0,75077.0,81466.0
539,M,False,77648.0,76411.0,75524.0,80066.0,86531.0,80539.0,75077.0,81466.0,80811.0,83422.0,72007.0,64666.0,68837.0,74654.0,73320.0
540,M,False,2459.6,3199.7,2506.2,2726.9,2760.0,2854.0,2934.6,4765.4,4149.9,4860.5,4488.6,5170.9,2106.7,2865.3,3163.7
541,M,False,86531.0,80539.0,75077.0,81466.0,80811.0,83422.0,72007.0,64666.0,68837.0,74654.0,73320.0,72397.0,63326.0,66165.0,72174.0
542,M,False,80811.0,83422.0,72007.0,64666.0,68837.0,74654.0,73320.0,72397.0,63326.0,66165.0,72174.0,69265.0,72815.0,67735.0,70821.0
543,M,False,3020.9,2563.8,2494.1,2396.0,2371.6,2324.3,2299.7,2107.3,2192.9,1724.8,1713.8,1618.1,1700.0,1014.0,1089.4
544,M,True,70911.0,80842.0,71794.0,76123.0,78061.0,70434.0,74733.0,71974.0,73615.0,72122.0,78854.0,86746.0,83599.0,74618.0,81273.0
545,M,True,89587.0,92523.0,87091.0,97116.0,66471.0,68509.0,80712.0,77678.0,80815.0,75184.0,76059.0,73377.0,70339.0,70753.0,83455.0
546,M,False,101390.0,109800.0,93510.0,90210.0,92481.0,112040.0,103100.0,98039.0,91921.0,91145.0,99722.0,104620.0,100820.0,102030.0,106230.0
547,M,True,102030.0,106230.0,100880.0,105790.0,116060.0,97183.0,114620.0,110210.0,118120.0,124110.0,130590.0,131060.0,138060.0,131690.0,134460.0
548,M,True,100500.0,87325.0,88155.0,87446.0,93975.0,82652.0,100030.0,111550.0,90835.0,88302.0,85560.0,76346.0,87610.0,84485.0,83237.0
549,M,True,43801.0,47198.0,53466.0,57510.0,62790.0,61494.0,58435.0,56651.0,58264.0,65036.0,59827.0,41216.0,40937.0,35992.0,33984.0
550,M,False,22966.0,22476.0,20662.0,22051.0,23674.0,25250.0,24344.0,26295.0,24867.0,28256.0,24021.0,22603.0,29573.0,24338.0,25236.0
551,M,False,24384.0,22923.0,24051.0,21341.0,19439.0,21615.0,16856.0,20205.0,17870.0,20885.0,20534.0,19913.0,19010.0,22389.0,21712.0
552,M,False,30644.0,20812.0,38225.0,34764.0,35227.0,54516.0,59362.0,76628.0,152430.0,136770.0,113740.0,145020.0,145850.0,129120.0,87095.0
553,M,True,0.0,0.0,115.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.9,2161.2,2227.6,2268.9,2390.8
554,M,False,2099.7,2117.4,1140.2,1095.9,0.0,0.0,1034.4,0.0,0.0,0.0,0.0,0.0,1070.1,0.0,0.0
555,M,True,18686.0,12122.0,25801.0,20157.0,9604.6,2790.9,503.86,1189.5,36430.0,5144.3,5033.2,8933.4,4129.7,23965.0,4689.3
556,M,False,25801.0,20157.0,9604.6,2790.9,503.86,1189.5,36430.0,5144.3,5033.2,8933.4,4129.7,23965.0,4689.3,23202.0,22495.0
557,M,False,16563.0,14911.0,16214.0,15885.0,13165.0,16516.0,19142.0,20813.0,17611.0,18501.0,18754.0,20761.0,23421.0,21770.0,20110.0
558,M,True,8287.7,7285.6,7021.3,4627.5,3750.1,4904.7,4587.0,4425.5,3754.2,3840.7,3809.4,3760.3,3920.8,3680.7,3926.5
559,M,False,5681.9,5832.2,6254.0,5962.1,6463.8,6324.4,7120.3,6603.8,6727.0,6725.8,6473.9,6579.7,5970.7,5754.9,5876.2
560,M,False,22969.0,23375.0,22441.0,22697.0,22473.0,22416.0,23118.0,27506.0,29531.0,27933.0,26343.0,26953.0,30554.0,26374.0,26954.0
561,M,False,2829.9,3184.5,3274.1,3078.7,3371.2,3081.8,3335.3,3609.0,4209.7,3774.6,3955.3,3739.7,3619.3,3302.8,3629.1
562,M,False,9159.9,6301.6,7825.9,736.82,1767.3,2055.7,367.68,4484.3,963.13,270.48,160.03,33409.0,498.91,1012.0,675.4
563,M,False,26263.0,26611.0,31603.0,30339.0,26681.0,31000.0,22135.0,22325.0,30786.0,30878.0,32213.0,26673.0,27596.0,28532.0,35808.0
564,M,False,0.0,0.0,0.0,320.92,0.0,0.0,0.0,324.51,316.93,324.18,321.39,307.42,323.21,333.39,338.26
565,M,False,7017.2,7139.9,8519.0,7417.7,8057.3,7825.0,8040.0,9362.0,8836.0,8136.5,7579.5,8132.9,8448.7,8042.3,8363.2
566,M,False,28149.0,29185.0,31360.0,30846.0,29310.0,27661.0,27034.0,30073.0,27917.0,31188.0,30885.0,30546.0,32855.0,31918.0,32220.0
567,M,True,45148.0,38055.0,38227.0,41497.0,39899.0,38665.0,38394.0,39685.0,39940.0,36915.0,38158.0,43998.0,39660.0,41177.0,38478.0
568,M,False,47837.0,43689.0,40721.0,41790.0,48243.0,48672.0,46941.0,41998.0,47328.0,39768.0,37320.0,33434.0,39977.0,39831.0,45620.0
569,M,False,9442.0,9588.9,9348.3,6879.6,6815.5,6804.5,6950.9,6718.1,7009.7,6918.4,6799.3,6735.0,6810.6,6765.3,6720.9
570,M,True,60530.0,43139.0,44265.0,44663.0,62392.0,59204.0,51329.0,50427.0,43730.0,52965.0,55682.0,57423.0,53345.0,54722.0,57494.0
571,M,False,62392.0,59204.0,51329.0,50427.0,43730.0,52965.0,55682.0,57423.0,53345.0,54722.0,57494.0,65545.0,61601.0,53868.0,54667.0
572,M,True,9131.0,8852.8,8766.3,8540.5,9135.1,9548.5,8567.1,8777.3,9117.4,8700.0,8796.8,8876.7,8778.0,9085.5,8848.0
573,M,False,7383.5,7408.5,8556.8,13352.0,14913.0,13264.0,13068.0,13367.0,13603.0,13644.0,14309.0,13303.0,12870.0,13804.0,13446.0
574,M,False,8556.8,13352.0,14913.0,13264.0,13068.0,13367.0,13603.0,13644.0,14309.0,13303.0,12870.0,13804.0,13446.0,13131.0,13452.0
