,FLARE_TYPE,COINCIDENCE,MEANGBH_1,MEANGBH_2,MEANGBH_3,MEANGBH_4,MEANGBH_5,MEANGBH_6,MEANGBH_7,MEANGBH_8,MEANGBH_9,MEANGBH_10,MEANGBH_11,MEANGBH_12,MEANGBH_13,MEANGBH_14,MEANGBH_15
0,X,False,77.032,77.983,78.456,77.285,77.846,77.209,76.979,75.615,75.668,75.677,75.705,74.292,74.487,73.89,74.337
1,X,False,72.767,72.836,72.742,72.625,72.476,71.903,71.951,71.819,71.611,70.733,70.66,71.185,70.878,71.055,70.651
2,X,False,43.583,43.314,43.31,43.411,43.413,44.212,44.314,44.205,44.153,44.346,44.235,44.404,44.121,44.297,44.006
3,X,False,68.637,69.47,69.624,69.945,69.497,70.11,71.31,70.927,70.188,70.1,69.802,70.722,70.838,70.673,70.19
4,X,True,69.928,69.586,70.441,70.751,70.922,70.149,70.51,69.82,69.844,69.147,69.491,69.318,69.632,69.656,69.392
5,X,False,39.934,40.32,41.281,40.263,41.194,40.751,40.811,40.672,40.577,40.507,41.048,41.072,40.656,40.766,40.625
6,X,True,43.407,42.791,42.537,42.434,41.737,41.973,42.245,42.072,42.751,42.476,42.608,42.622,43.172,43.715,43.627
7,X,False,59.814,60.255,59.904,60.302,59.895,60.067,60.44,60.837,60.315,60.779,60.331,60.482,60.682,60.807,60.313
8,X,False,60.067,60.44,60.837,60.315,60.779,60.331,60.482,60.682,60.807,60.313,60.153,60.041,59.504,58.999,59.119
9,X,False,56.958,56.773,57.003,57.085,57.313,57.702,57.943,58.21,58.573,59.076,59.271,59.248,59.625,59.644,60.247
10,X,False,39.573,39.463,39.73,39.197,39.719,39.464,39.49,40.768,40.963,41.242,41.374,42.004,42.553,42.452,43.484
11,X,True,49.429,45.02,42.869,38.761,35.353,35.481,33.626,30.971,30.886,31.346,30.315,29.885,30.151,30.789,30.705
12,X,True,50.418,50.548,50.835,50.851,50.882,50.874,51.241,50.841,50.822,50.957,50.85,49.984,49.537,49.41,48.913
13,X,False,35.407,34.687,34.5,34.861,34.72,34.37,34.753,34.359,34.195,33.888,33.738,33.638,33.322,32.988,33.265
14,X,False,49.664,49.558,49.519,49.283,49.522,49.588,49.233,49.592,49.435,49.498,49.816,49.642,49.899,50.117,50.518
15,X,False,65.067,64.835,65.433,65.911,66.286,65.857,65.549,65.149,64.817,64.593,64.127,63.324,62.82,62.39,62.028
16,X,False,66.801,67.613,67.692,67.809,68.519,68.463,68.679,68.908,69.229,69.543,69.802,69.759,69.369,68.807,68.474
17,X,False,45.517,45.372,45.092,44.697,44.45,44.875,44.8,45.0,44.784,44.252,44.336,44.11,44.392,44.314,44.454
18,X,False,57.091,57.434,57.763,58.229,58.611,59.005,59.11,59.437,59.077,59.391,59.427,59.034,59.052,58.475,58.112
19,X,False,21.894,22.405,22.366,22.389,22.851,22.67,22.886,22.887,22.363,21.824,22.786,22.991,22.348,23.938,24.573
20,X,False,34.002,33.589,33.961,34.578,34.815,35.071,35.225,35.254,35.599,35.821,35.833,36.854,37.032,37.741,37.564
21,X,False,35.537,35.819,35.407,36.21,36.717,35.913,37.365,36.743,37.661,38.608,38.231,37.941,38.387,38.28,38.633
22,X,False,35.53,36.956,35.529,37.085,35.66,35.633,35.436,35.715,36.464,36.837,35.472,35.81,35.88,35.92,35.996
23,X,True,59.806,59.724,59.802,59.927,59.76,59.798,59.568,59.549,59.143,58.998,58.599,58.392,58.324,57.948,58.039
24,X,True,54.653,54.574,54.571,54.396,54.151,53.888,53.916,53.864,53.833,53.819,54.033,54.139,54.212,54.019,54.026
25,X,True,49.835,50.002,50.147,50.314,50.554,50.721,50.862,51.038,50.91,50.925,51.035,50.755,50.419,50.164,49.843
26,X,False,47.999,47.512,47.682,47.83,47.714,47.685,48.317,48.467,48.996,49.521,49.743,50.439,50.508,51.129,51.965
27,X,False,54.681,54.694,54.308,54.097,54.124,53.877,53.801,53.757,53.821,53.712,53.855,53.767,53.91,53.843,53.816
28,X,True,57.209,56.84,56.312,56.113,56.536,57.481,57.781,58.074,58.883,59.933,60.962,61.966,62.251,62.781,63.102
29,X,False,42.29,41.744,44.034,42.796,53.705,40.268,36.808,33.895,32.327,30.482,30.866,31.482,31.618,31.095,31.929
30,X,True,74.477,75.662,74.949,74.852,74.526,74.188,74.256,74.826,74.013,74.403,75.308,75.253,75.175,75.054,75.674
31,X,True,75.674,75.092,74.88,74.591,74.171,74.436,74.477,74.116,73.992,73.054,74.334,74.15,73.62,73.759,73.696
32,X,False,73.185,74.428,74.397,73.623,74.297,74.668,73.863,73.292,73.713,75.045,74.286,74.417,74.722,74.369,73.832
33,X,False,38.984,39.558,39.402,39.114,38.879,40.53,40.141,39.554,39.588,38.472,37.65,37.855,37.093,37.54,38.219
34,M,False,62.333,62.781,62.429,61.171,61.188,60.876,61.378,60.703,61.127,61.566,62.524,61.423,63.167,63.936,63.102
35,M,False,48.468,46.638,48.74,50.162,49.295,48.858,47.116,44.778,44.561,44.841,44.347,43.214,45.003,43.606,43.587
36,M,False,39.771,39.371,39.346,39.4,38.819,38.981,38.73,38.951,39.222,39.686,39.466,39.769,40.125,40.357,41.094
37,M,True,31.663,27.586,32.655,27.728,27.39,26.325,26.289,27.866,27.997,32.253,28.723,29.113,28.755,29.492,29.328
38,M,False,35.611,35.276,35.262,35.234,35.137,35.972,34.607,34.601,34.346,34.363,34.354,34.582,34.485,33.597,33.738
39,M,False,32.576,32.508,32.791,32.557,32.028,31.855,32.802,32.411,32.232,32.527,32.057,32.565,32.314,32.96,32.395
40,M,False,41.403,40.112,41.637,41.425,42.028,41.0,41.307,41.305,41.734,41.526,42.415,42.23,41.538,41.122,41.546
41,M,True,77.349,78.803,77.425,77.272,78.757,80.294,79.92,79.739,79.204,80.134,80.272,80.305,80.577,79.063,77.318
42,M,True,79.392,79.369,80.432,81.244,81.344,80.51,80.711,81.11,80.477,79.913,79.665,78.707,78.486,77.854,76.874
43,M,False,56.309,55.372,54.719,53.708,52.797,52.653,52.612,52.571,52.513,52.754,52.728,52.607,52.962,53.937,54.981
44,M,False,66.699,67.047,67.005,66.912,67.524,67.046,67.374,68.005,68.578,68.185,68.644,69.116,69.152,69.016,69.406
45,M,True,62.152,62.466,62.375,62.339,62.707,63.362,62.834,62.584,62.283,62.172,61.523,61.702,61.826,61.979,62.204
46,M,True,63.688,63.421,62.902,62.298,62.505,62.774,63.024,63.073,63.821,64.161,63.725,63.708,64.222,64.635,64.873
47,M,False,61.964,62.105,61.72,61.582,62.038,62.147,62.105,62.46,62.859,63.065,63.118,63.285,63.683,63.8,63.708
48,M,False,65.197,64.636,65.396,63.986,64.453,64.584,64.458,64.088,64.111,64.557,64.572,64.247,63.938,64.411,64.834
49,M,False,62.953,63.62,63.837,62.918,63.672,63.77,64.882,65.845,66.595,67.024,67.103,68.736,69.635,70.607,70.868
50,M,False,40.81,41.467,40.617,40.498,40.555,40.582,40.483,40.519,40.64,41.042,40.548,40.588,40.577,40.847,41.134
51,M,True,58.381,58.377,58.353,57.709,57.163,56.742,56.282,55.802,54.327,53.719,53.363,52.986,52.709,53.073,53.344
52,M,True,53.601,53.991,53.007,52.795,53.512,53.511,53.311,53.388,53.36,53.226,53.764,53.499,53.163,52.528,52.346
53,M,False,53.212,53.287,54.009,54.095,54.194,54.689,55.299,55.727,55.546,55.596,55.213,54.808,54.951,54.613,54.339
54,M,False,55.299,55.727,55.546,55.596,55.213,54.808,54.951,54.613,54.339,53.798,53.593,53.354,53.489,52.942,52.715
55,M,False,56.12,55.63,56.066,56.175,56.639,56.684,56.422,56.267,56.551,56.646,56.196,56.034,55.631,55.862,56.44
56,M,False,49.002,49.61,49.56,50.059,50.584,50.701,50.727,50.964,51.101,50.208,49.998,49.743,48.821,47.955,47.837
57,M,True,48.882,48.953,48.58,47.992,48.213,49.05,48.252,47.356,48.323,48.921,48.877,48.709,48.454,48.629,49.844
58,M,False,49.24,49.423,48.655,49.525,48.399,48.608,48.68,48.356,48.629,48.257,47.997,48.57,48.407,48.476,48.555
59,M,False,45.721,45.168,45.989,44.738,44.329,44.317,43.493,43.344,43.798,43.741,43.241,42.67,43.045,43.629,43.256
60,M,False,39.887,39.968,40.336,40.651,41.178,41.362,41.752,41.174,42.716,42.511,42.381,42.051,43.252,42.099,40.789
61,M,False,42.716,42.511,42.381,42.051,43.252,42.099,40.789,41.842,41.86,42.795,43.271,44.037,41.337,38.033,41.712
62,M,True,66.752,66.171,66.813,67.189,67.211,67.309,67.822,68.063,68.543,68.483,68.903,69.019,69.159,69.533,69.15
63,M,False,69.533,69.15,69.265,69.293,69.121,69.127,69.017,68.944,68.928,68.818,68.924,68.772,68.625,68.595,68.512
64,M,True,54.884,56.21,56.834,57.645,58.39,58.393,59.422,59.134,58.864,58.243,57.944,57.075,56.311,56.113,55.825
65,M,False,52.923,53.445,53.682,53.27,53.736,53.016,52.883,53.336,54.174,53.905,53.821,53.826,52.915,52.954,53.283
66,M,False,34.666,35.098,34.674,35.091,35.13,34.889,35.636,35.141,34.696,34.512,34.494,35.425,35.083,36.01,35.609
67,M,False,39.082,39.608,39.802,39.553,39.605,39.483,39.848,39.962,39.668,39.765,39.799,40.27,40.265,40.134,40.316
68,M,False,44.471,44.778,45.017,45.34,45.985,46.337,46.234,46.309,46.22,46.176,46.018,46.047,46.135,45.723,46.027
69,M,False,76.203,74.988,73.113,72.58,71.47,70.113,69.024,69.128,69.075,69.83,69.416,69.409,71.449,72.309,73.486
70,M,True,41.942,42.685,42.902,42.76,42.918,43.491,43.485,43.323,42.778,42.243,42.197,41.725,41.655,41.128,40.983
71,M,False,42.222,42.439,42.227,42.635,42.627,42.558,42.918,43.002,43.376,43.813,43.946,44.508,44.633,45.021,45.306
72,M,True,38.789,37.78,39.433,39.576,38.806,38.85,38.517,38.261,38.393,38.595,38.453,38.09,37.801,39.032,38.579
73,M,False,43.441,44.001,44.055,43.668,45.278,44.069,43.907,44.684,43.979,44.374,44.817,43.437,44.146,43.6,44.747
74,M,False,48.554,47.727,47.602,47.451,47.489,47.538,47.758,47.898,48.205,47.945,48.261,48.336,48.464,48.498,48.325
75,M,False,31.306,31.335,32.025,33.04,30.953,30.628,31.143,30.992,32.024,32.569,31.4,30.601,30.792,31.379,30.545
76,M,False,55.614,55.13,54.856,54.615,54.343,54.476,54.372,54.358,53.993,54.158,54.478,54.607,54.878,54.812,55.712
77,M,False,51.269,51.558,51.381,51.44,51.776,52.552,52.697,53.037,53.197,53.617,53.367,53.95,54.121,54.372,54.683
78,M,True,73.832,74.298,74.687,74.506,75.313,75.841,76.459,76.988,78.133,78.211,78.639,78.727,79.979,79.411,80.029
79,M,True,77.924,77.945,77.961,78.314,78.209,78.106,77.68,77.048,76.742,76.5,76.116,76.449,76.266,75.736,75.352
80,M,False,60.225,60.248,60.402,60.717,61.059,61.745,62.146,62.535,63.217,63.07,63.295,62.83,63.014,62.981,62.89
81,M,True,74.135,73.404,74.002,73.681,73.728,73.488,73.414,72.888,72.884,72.953,73.272,72.149,72.164,71.604,71.944
82,M,False,69.93,69.95,70.452,70.121,70.016,69.854,68.949,68.767,68.404,67.849,67.352,66.652,66.488,66.486,66.091
83,M,True,50.525,50.639,50.356,49.371,48.843,48.852,48.424,48.426,48.589,48.263,48.258,48.036,48.235,48.434,48.434
84,M,False,47.48,47.537,47.517,47.91,48.033,48.091,48.184,48.367,47.561,47.454,46.904,46.506,46.435,46.057,45.832
85,M,True,49.7,49.248,49.233,49.161,49.001,49.074,49.102,48.409,48.256,48.512,47.829,47.54,47.689,47.444,47.627
86,M,False,44.825,44.476,44.33,43.576,43.162,42.024,41.201,40.524,39.695,39.361,38.585,38.545,37.863,37.85,37.828
87,M,False,38.913,38.887,39.45,39.606,40.002,40.536,40.683,40.544,41.061,40.614,40.597,40.335,39.946,39.274,38.927
88,M,True,71.121,70.128,70.5,70.65,70.639,70.373,70.378,69.98,69.486,68.836,69.461,68.916,68.531,68.675,68.175
89,M,True,58.443,58.61,58.822,59.118,59.479,59.873,60.913,61.891,62.502,62.667,62.832,62.525,61.438,59.84,59.428
90,M,False,55.99,54.985,54.43,54.152,54.049,54.368,54.407,54.762,56.327,57.212,57.09,57.251,58.07,58.512,58.306
91,M,True,52.731,52.758,52.759,52.844,52.662,52.748,53.115,53.203,52.934,52.837,52.885,53.649,53.307,53.368,53.791
92,M,False,47.916,48.074,48.829,49.313,49.871,49.226,49.617,49.517,49.659,49.634,49.597,49.259,48.423,48.327,47.958
93,M,False,34.612,34.931,35.071,35.037,34.881,34.956,35.33,35.438,34.8,35.214,35.005,34.847,34.926,35.163,35.224
94,M,True,49.17,49.265,49.497,49.688,49.778,50.503,50.793,50.951,50.93,51.114,51.352,51.201,51.206,50.667,49.965
95,M,True,43.348,42.944,42.551,42.028,41.234,41.152,40.397,40.407,40.234,40.413,40.2,40.343,40.328,40.367,40.038
96,M,True,41.803,42.515,41.743,42.124,41.974,42.471,42.05,42.733,42.481,42.789,42.032,42.603,42.947,42.584,42.998
97,M,False,45.558,45.349,45.268,45.328,45.043,45.127,44.792,45.795,45.659,45.779,46.142,46.471,46.724,46.675,47.115
98,M,False,38.275,38.455,38.545,38.384,38.048,37.998,37.891,37.029,36.303,35.681,35.943,35.63,35.191,35.244,35.451
99,M,True,48.531,48.485,48.14,48.1,47.65,47.361,48.102,49.242,48.016,48.673,48.663,49.091,49.39,50.037,50.658
100,M,False,48.1,47.65,47.361,48.102,49.242,48.016,48.673,48.663,49.091,49.39,50.037,50.658,52.199,51.487,51.972
101,M,False,48.673,48.663,49.091,49.39,50.037,50.658,52.199,51.487,51.972,51.518,52.192,51.156,51.146,50.822,51.687
102,M,False,52.199,51.487,51.972,51.518,52.192,51.156,51.146,50.822,51.687,50.668,50.592,49.981,51.698,50.533,50.735
103,M,False,50.305,50.603,50.535,51.13,51.477,51.298,51.723,51.843,52.328,52.232,52.541,52.642,52.772,52.486,52.475
104,M,True,51.686,51.718,51.414,51.62,51.769,51.652,52.013,51.775,51.963,52.102,51.786,51.762,51.569,51.793,51.632
105,M,False,53.489,49.761,49.641,52.657,52.787,51.306,50.973,50.974,51.681,53.053,52.863,49.727,50.005,51.372,51.366
106,M,False,57.884,57.725,57.605,57.863,57.654,57.672,58.415,57.801,57.924,58.058,58.052,58.217,58.343,58.73,58.67
107,M,False,60.3,60.454,60.958,61.199,60.973,61.004,60.858,60.828,60.856,61.054,61.049,60.863,61.187,60.879,61.012
108,M,True,63.951,62.95,62.923,62.476,62.615,63.113,63.142,61.632,60.575,61.176,60.321,60.355,60.005,60.629,60.857
109,M,True,60.247,62.166,62.594,60.744,64.852,64.169,61.556,64.231,63.894,63.683,62.193,63.03,64.81,63.723,63.984
110,M,False,68.465,68.731,68.392,67.464,67.499,67.538,66.863,65.786,65.091,65.266,66.067,65.638,66.048,66.051,65.132
111,M,False,54.41,54.148,53.453,52.729,51.912,51.375,51.185,51.147,50.866,51.274,51.062,51.994,52.389,53.137,53.053
112,M,False,34.934,35.181,35.287,35.316,35.333,35.476,35.403,35.497,35.654,36.031,36.107,36.079,36.149,36.564,36.637
113,M,False,31.361,31.16,31.296,31.237,30.969,31.085,31.284,31.008,31.133,30.912,30.644,30.498,30.556,30.693,30.288
114,M,True,31.52,32.194,31.997,31.779,32.251,32.462,32.605,33.72,33.594,33.355,33.584,34.027,34.464,34.399,34.788
115,M,True,36.698,36.447,37.155,37.364,36.514,36.576,36.306,36.275,36.215,36.49,37.317,37.326,36.406,36.197,36.623
116,M,True,40.915,40.802,40.843,41.037,41.237,41.491,41.348,41.786,41.538,41.381,41.398,41.291,41.814,41.871,42.195
117,M,True,46.693,45.953,46.505,45.861,45.637,45.573,45.307,45.847,45.143,45.862,45.779,45.779,45.781,45.217,45.151
118,M,True,47.046,47.154,47.231,47.797,47.355,47.162,47.206,46.93,46.734,46.527,46.335,45.931,45.986,45.647,45.444
119,M,True,46.49,46.336,46.529,46.548,46.51,46.585,46.465,46.629,46.922,46.906,47.033,47.037,47.202,47.46,47.585
120,M,False,50.517,50.458,50.209,50.198,49.698,49.649,49.469,49.622,49.453,49.273,49.163,49.204,49.313,49.085,49.159
121,M,False,49.543,49.796,50.09,50.448,50.436,50.55,50.801,51.153,51.277,51.553,51.906,51.838,52.225,52.489,52.594
122,M,False,50.609,50.544,50.762,51.11,51.425,51.433,51.756,52.083,52.165,52.793,52.76,52.8,52.917,53.195,52.923
123,M,False,44.715,44.678,44.52,44.593,45.039,45.338,45.766,45.659,45.791,45.959,46.138,46.059,45.747,45.515,45.336
124,M,True,31.571,32.177,32.251,31.736,32.385,33.15,32.105,33.145,32.711,32.943,33.6,33.185,34.451,33.443,33.299
125,M,False,41.191,41.782,42.215,42.614,43.042,43.241,43.562,43.623,43.483,43.698,43.576,43.558,43.583,43.414,43.694
126,M,False,37.073,38.556,37.685,37.703,38.554,38.433,38.29,38.491,38.278,37.899,38.227,38.405,38.706,38.902,40.065
127,M,True,70.828,71.533,71.964,71.401,71.677,70.609,69.908,69.082,67.888,68.114,70.104,69.033,67.317,67.608,69.335
128,M,False,79.738,79.715,80.463,80.587,79.604,80.572,80.347,79.342,79.208,80.207,81.529,82.296,80.95,82.38,83.083
129,M,True,32.315,32.335,32.387,32.136,32.175,32.214,32.094,32.391,31.992,32.216,31.989,32.429,32.141,32.248,32.173
130,M,False,33.617,33.734,34.05,33.972,34.289,33.945,33.842,33.387,33.391,33.202,33.648,34.052,34.182,34.044,34.4
131,M,False,35.101,35.334,35.402,35.213,35.746,35.49,35.884,35.969,35.88,35.9,36.033,35.988,36.12,36.129,35.743
132,M,True,44.509,44.296,44.325,44.136,44.362,44.523,44.615,44.505,44.311,44.005,44.343,44.077,43.933,43.819,43.707
133,M,False,43.485,43.269,43.284,43.19,42.904,42.77,43.082,43.25,43.359,43.38,43.746,43.698,43.979,44.164,44.511
134,M,False,37.785,38.071,38.26,38.303,38.605,38.296,38.804,38.365,38.814,38.189,37.906,37.943,38.186,37.932,37.881
135,M,False,44.153,42.239,42.314,45.281,45.183,45.771,45.772,46.21,46.584,46.762,46.763,46.574,46.432,46.271,45.887
136,M,False,61.113,61.192,61.198,60.915,60.311,60.102,59.721,59.359,58.816,57.973,57.589,57.314,56.81,56.019,55.886
137,M,False,36.198,36.514,36.841,36.996,37.727,38.545,39.154,38.927,39.434,39.841,40.027,40.035,40.358,40.039,39.984
138,M,True,35.354,35.216,35.219,35.632,35.174,35.059,35.512,36.179,36.046,36.254,35.82,36.007,36.398,36.833,37.17
139,M,True,53.57,54.265,54.562,54.035,54.272,54.652,55.67,54.952,54.838,54.895,54.988,54.136,54.263,53.286,53.328
140,M,False,54.265,54.562,54.035,54.272,54.652,55.67,54.952,54.838,54.895,54.988,54.136,54.263,53.286,53.328,54.084
141,M,False,54.147,54.334,54.584,54.518,55.23,54.928,55.294,55.865,56.267,56.838,56.966,56.487,57.041,57.031,57.175
142,M,True,56.966,56.487,57.041,57.031,57.175,57.428,57.489,57.362,57.497,57.259,57.574,57.644,57.778,57.578,58.13
143,M,False,57.489,57.362,57.497,57.259,57.574,57.644,57.778,57.578,58.13,57.483,58.615,58.31,57.479,57.297,56.678
144,M,False,57.479,57.297,56.678,57.357,57.424,57.927,57.653,58.729,58.714,59.429,59.733,59.355,59.146,59.292,58.653
145,M,False,57.63,57.752,57.074,56.879,57.183,57.004,57.456,57.585,58.026,57.987,58.373,59.158,59.539,59.07,59.617
146,M,False,58.89,58.934,58.535,58.525,58.667,58.906,58.713,59.197,59.136,58.958,59.371,59.932,60.271,60.5,60.237
147,M,False,59.007,59.386,59.397,59.039,59.762,59.547,59.814,60.255,59.904,60.302,59.895,60.067,60.44,60.837,60.315
148,M,False,65.233,65.041,65.003,64.745,64.363,64.228,63.698,63.699,63.304,62.98,62.486,62.034,61.606,61.608,61.306
149,M,False,63.846,63.716,63.036,63.16,62.776,62.011,61.671,61.254,60.501,60.367,60.282,60.211,60.305,61.05,60.85
150,M,False,42.663,42.0,41.314,40.96,40.875,40.656,40.732,40.611,40.81,40.693,41.171,41.807,41.923,42.654,43.058
151,M,True,65.327,66.198,65.436,66.422,66.038,65.964,67.226,67.757,67.86,67.371,68.007,68.748,70.234,71.311,72.345
152,M,False,77.622,78.001,78.6,78.827,78.296,77.459,76.9,77.87,78.069,76.292,75.433,75.024,75.173,74.708,75.103
153,M,False,71.77,73.219,73.553,73.414,72.738,72.787,73.552,72.119,70.954,70.008,68.861,70.195,69.141,69.277,68.847
154,M,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,M,False,55.258,55.11,55.568,55.322,55.567,55.057,54.806,54.448,54.341,53.677,53.215,53.071,52.558,51.237,51.046
156,M,True,51.413,51.393,51.482,51.241,51.637,52.017,51.673,50.996,51.069,50.805,50.764,50.653,50.961,50.415,50.52
157,M,True,56.265,56.705,56.607,56.846,56.883,56.792,56.859,57.285,57.122,56.637,56.832,56.61,56.467,56.291,56.517
158,M,False,57.122,56.637,56.832,56.61,56.467,56.291,56.517,56.785,56.57,56.763,56.843,56.652,57.026,57.464,57.928
159,M,False,61.689,62.289,62.921,63.424,63.68,63.983,63.914,64.65,64.778,64.555,64.852,64.716,64.798,64.417,64.192
160,M,False,64.816,65.02,65.222,65.675,66.169,66.258,66.335,66.66,67.233,67.486,67.762,67.831,67.715,68.211,68.417
161,M,False,33.902,33.516,33.587,33.513,33.745,33.671,33.893,34.033,34.142,34.391,34.682,35.026,35.267,34.823,35.097
162,M,False,37.84,38.145,38.518,38.558,38.584,38.954,39.053,39.387,39.389,39.744,40.14,40.212,40.5,40.681,40.544
163,M,True,0.0,0.0,0.0,0.0,0.0,6.1435,23.444,20.917,24.473,22.262,22.591,22.022,26.729,27.43,27.483
164,M,False,38.973,38.305,38.38,38.199,37.517,36.339,32.679,33.519,34.384,33.486,34.555,35.715,36.044,33.687,34.714
165,M,False,38.804,37.662,36.482,38.113,36.342,36.137,36.269,36.533,38.749,37.261,38.735,38.343,40.099,40.571,41.638
166,M,False,61.355,61.181,61.475,61.576,61.714,61.693,61.955,62.11,62.247,62.279,62.134,62.396,62.351,62.484,62.639
167,M,True,45.005,44.199,44.382,44.477,44.195,43.099,43.406,43.05,42.568,43.022,42.863,43.683,43.671,43.295,44.255
168,M,False,49.198,49.201,48.652,48.634,48.684,48.057,48.506,48.829,47.883,48.46,48.393,48.903,48.473,48.205,48.054
169,M,True,47.054,47.395,47.583,47.424,48.061,48.214,47.722,47.576,47.483,47.679,47.997,47.74,47.536,47.716,48.001
170,M,False,47.151,47.415,48.204,48.648,48.62,48.753,49.126,49.649,49.446,49.565,50.313,49.939,50.244,49.857,49.972
171,M,True,55.029,55.917,55.829,56.253,56.188,55.522,55.777,55.777,56.142,55.895,55.901,55.871,55.357,55.134,55.237
172,M,False,54.752,55.223,55.591,55.759,55.646,56.563,57.026,57.139,56.842,57.367,57.415,56.758,57.377,57.146,57.424
173,M,True,62.626,62.825,63.386,63.779,64.013,64.326,64.55,64.987,65.284,64.768,64.883,65.803,65.891,65.601,66.188
174,M,False,69.806,69.71,68.849,68.448,68.172,67.892,67.172,66.694,66.712,66.735,66.548,66.209,66.44,65.866,65.834
175,M,False,66.032,66.053,65.998,66.365,66.244,66.494,66.716,67.036,66.758,66.575,66.541,66.605,66.654,66.715,66.681
176,M,True,66.551,66.605,66.635,66.427,66.336,66.377,66.29,66.159,66.646,66.901,67.152,67.786,68.85,69.148,69.605
177,M,True,70.024,70.248,69.296,69.584,69.212,69.403,68.643,68.47,68.647,68.659,68.059,67.93,67.793,68.189,67.754
178,M,True,67.793,68.189,67.754,67.833,67.574,68.027,68.072,67.838,68.403,68.017,68.198,68.479,68.951,69.388,69.584
179,M,True,68.951,69.388,69.584,69.78,70.354,70.146,70.641,71.111,71.291,71.257,72.015,72.354,72.535,73.455,73.1
180,M,True,69.057,69.269,69.845,70.036,70.404,70.971,71.183,71.775,71.876,72.245,72.19,72.143,72.796,72.727,72.412
181,M,False,72.245,72.19,72.143,72.796,72.727,72.412,72.684,72.978,72.741,72.655,73.006,73.073,72.822,73.122,72.861
182,M,False,72.684,72.978,72.741,72.655,73.006,73.073,72.822,73.122,72.861,72.565,72.033,72.403,71.927,71.579,71.561
183,M,True,72.861,72.565,72.033,72.403,71.927,71.579,71.561,71.471,70.888,70.958,70.902,70.695,70.854,70.305,70.182
184,M,True,71.927,71.579,71.561,71.471,70.888,70.958,70.902,70.695,70.854,70.305,70.182,69.313,69.543,69.481,69.101
185,M,False,69.714,69.388,70.037,70.9,71.724,72.092,72.15,72.484,73.049,72.724,73.354,73.31,72.974,72.861,72.772
186,M,False,28.517,29.584,29.386,30.397,30.62,31.35,30.587,31.356,29.49,28.458,28.559,32.234,29.104,31.377,28.867
187,M,True,71.573,71.959,72.028,71.768,71.72,71.984,71.448,71.72,72.319,72.446,72.774,72.707,72.508,72.717,72.882
188,M,False,71.72,71.984,71.448,71.72,72.319,72.446,72.774,72.707,72.508,72.717,72.882,73.175,73.461,73.157,72.94
189,M,False,72.707,72.508,72.717,72.882,73.175,73.461,73.157,72.94,72.823,73.497,73.304,73.404,73.403,73.662,74.524
190,M,True,69.663,70.126,70.1,70.43,70.849,71.773,71.847,72.691,73.015,73.15,72.878,72.988,72.913,73.103,73.612
191,M,False,72.691,73.015,73.15,72.878,72.988,72.913,73.103,73.612,73.346,73.843,74.161,74.051,74.445,74.228,74.599
192,M,True,73.482,73.945,74.169,73.938,74.056,74.256,73.873,73.821,74.0,74.018,73.469,73.426,73.619,73.518,72.87
193,M,False,73.873,73.821,74.0,74.018,73.469,73.426,73.619,73.518,72.87,72.94,72.679,72.036,72.279,71.437,70.711
194,M,True,69.65,69.781,70.104,70.41,71.158,71.588,71.486,72.012,71.882,71.82,72.089,72.142,71.761,71.431,71.134
195,M,False,72.142,71.761,71.431,71.134,70.76,71.14,71.344,70.812,70.798,70.83,70.693,70.71,70.517,70.201,70.795
196,M,True,70.698,70.241,69.893,70.31,70.31,70.098,70.523,69.973,70.586,71.083,70.612,70.513,70.864,70.849,70.452
197,M,False,66.906,66.381,66.554,66.749,66.858,66.469,66.369,66.52,67.199,67.045,67.089,67.272,67.557,67.667,67.738
198,M,False,67.15,67.158,66.669,66.086,66.121,66.14,66.029,65.876,66.604,65.743,64.905,64.634,64.232,63.959,63.412
199,M,False,32.594,32.71,32.735,32.742,32.644,33.079,33.469,33.029,33.312,33.434,33.211,33.572,33.866,33.873,34.747
200,M,True,61.367,61.419,61.608,61.397,61.257,61.312,60.678,60.308,60.043,60.024,60.251,59.804,59.88,60.154,59.942
201,M,True,55.925,55.374,54.833,54.458,54.669,54.393,55.114,53.277,53.408,53.566,53.377,50.701,49.983,53.262,52.868
202,M,False,53.023,53.69,53.796,53.548,53.818,54.28,52.972,52.999,53.263,53.687,52.738,52.987,52.341,52.1,52.155
203,M,False,52.341,52.1,52.155,52.162,51.655,51.594,51.341,51.991,51.99,51.657,50.881,50.692,50.549,50.893,51.242
204,M,True,52.598,52.235,52.755,52.291,52.287,52.367,52.542,52.468,52.616,52.507,52.756,52.204,52.75,52.519,52.358
205,M,False,54.64,55.185,55.122,55.291,55.57,55.708,55.531,55.564,55.594,55.676,55.796,55.557,55.473,55.598,55.593
206,M,False,55.708,55.531,55.564,55.594,55.676,55.796,55.557,55.473,55.598,55.593,55.072,54.843,54.689,54.597,54.292
207,M,False,56.287,55.857,55.649,55.633,55.339,55.228,55.015,54.702,54.586,54.377,54.183,54.352,54.47,54.794,55.144
208,M,False,39.072,39.06,38.92,38.606,38.485,38.289,38.36,38.095,38.089,37.749,37.839,37.981,37.8,37.607,37.77
