,FLARE_TYPE,COINCIDENCE,MEANGBH_1,MEANGBH_2,MEANGBH_3,MEANGBH_4,MEANGBH_5,MEANGBH_6,MEANGBH_7,MEANGBH_8,MEANGBH_9,MEANGBH_10,MEANGBH_11,MEANGBH_12,MEANGBH_13,MEANGBH_14,MEANGBH_15
520,M,True,56.195,56.279,56.389,56.241,55.965,56.105,56.545,56.206,56.135,56.308,56.062,55.333,54.944,54.833,54.718
521,M,False,58.146,57.742,59.189,59.792,60.79,61.103,61.954,61.312,60.965,60.513,60.752,60.43,59.109,58.422,58.282
522,M,True,64.017,63.132,62.176,62.19,62.437,61.823,61.037,60.456,60.199,59.588,59.844,60.303,60.536,61.879,61.941
523,M,False,63.302,62.701,62.253,62.274,62.171,62.149,62.446,62.629,62.485,62.543,62.301,62.433,62.623,63.039,62.781
524,M,True,67.616,66.987,66.705,66.109,65.522,64.892,64.432,63.84,63.792,63.821,63.814,64.879,64.926,65.399,65.897
525,M,False,65.466,66.253,66.805,67.54,68.045,68.929,69.499,69.459,69.396,69.311,68.958,68.101,67.074,65.982,65.216
526,M,True,46.812,46.944,47.028,47.083,47.331,47.234,47.111,46.987,46.585,46.875,46.93,47.24,47.126,46.932,47.001
527,M,False,44.74,44.124,44.077,43.995,44.169,44.294,44.378,44.306,44.717,44.762,45.287,45.498,45.78,45.448,45.039
528,M,False,35.358,34.931,35.2,35.139,35.566,35.488,35.173,35.023,35.203,34.944,34.676,35.46,34.89,34.863,34.568
529,M,False,68.002,68.77,69.92,70.558,70.939,70.898,71.28,70.821,70.895,70.746,70.244,70.167,69.27,69.812,69.905
530,M,False,52.948,52.382,52.097,51.422,50.792,50.482,49.851,49.361,48.721,49.184,48.99,48.924,49.128,49.173,49.329
531,M,True,69.541,68.459,68.786,68.623,68.631,69.06,68.681,68.854,68.225,68.537,68.776,68.494,68.516,68.877,68.807
532,M,True,66.719,66.214,66.836,66.641,67.219,67.527,67.682,68.031,67.978,68.018,68.563,68.958,69.253,68.842,68.817
533,M,True,59.865,59.557,59.358,58.725,58.39,59.599,57.731,56.495,55.619,54.922,54.761,54.737,54.067,55.324,54.874
534,M,True,63.398,63.101,62.551,63.036,62.465,61.744,61.955,61.96,61.886,62.434,61.928,62.415,62.782,62.926,62.989
535,M,True,64.403,63.971,63.999,64.3,64.663,64.403,64.346,64.409,63.752,63.676,62.988,62.529,62.253,62.058,61.969
536,M,False,63.676,62.988,62.529,62.253,62.058,61.969,61.607,61.94,62.219,62.883,63.1,63.27,63.997,64.536,65.147
537,M,True,58.525,59.567,58.644,59.708,59.059,59.256,57.974,57.167,57.402,55.551,55.656,55.442,54.137,54.32,53.271
538,M,True,64.181,63.955,63.695,63.402,63.384,63.052,62.343,62.265,62.395,62.789,62.987,63.901,63.811,64.455,64.621
539,M,False,62.265,62.395,62.789,62.987,63.901,63.811,64.455,64.621,64.824,64.825,65.016,65.138,64.494,64.613,64.335
540,M,False,54.137,54.32,53.271,52.97,52.914,52.493,52.898,53.361,55.192,55.38,53.826,53.014,53.929,53.386,52.925
541,M,False,63.901,63.811,64.455,64.621,64.824,64.825,65.016,65.138,64.494,64.613,64.335,63.958,63.622,63.055,62.575
542,M,False,64.824,64.825,65.016,65.138,64.494,64.613,64.335,63.958,63.622,63.055,62.575,62.901,62.481,62.108,61.451
543,M,False,52.799,53.072,51.63,51.706,50.955,52.021,50.396,51.498,52.066,50.694,49.826,50.498,49.0,49.513,50.789
544,M,True,63.465,63.553,64.021,63.727,63.989,64.462,64.276,64.497,64.857,64.359,64.34,64.714,64.246,64.418,64.129
545,M,True,63.023,62.644,62.399,62.881,63.139,63.126,63.906,63.615,63.978,64.277,64.756,65.281,65.094,65.285,64.963
546,M,False,61.176,60.97,61.162,61.063,61.185,61.027,60.987,61.102,60.858,61.254,61.155,61.202,60.779,61.01,60.913
547,M,True,61.01,60.913,60.469,60.766,60.622,60.855,60.887,60.89,60.905,61.061,61.08,61.347,62.337,62.203,62.398
548,M,True,55.543,55.287,55.106,55.549,55.866,55.561,55.858,55.43,55.237,55.388,55.516,55.562,55.578,56.201,56.801
549,M,True,51.296,51.095,51.079,50.584,50.764,50.895,51.134,51.247,50.987,51.246,51.806,51.885,51.589,52.045,52.307
550,M,False,49.433,49.379,49.315,49.609,49.918,49.04,49.34,48.65,49.108,49.587,49.088,48.904,49.14,49.552,49.072
551,M,False,49.61,48.961,49.415,48.901,48.873,49.404,50.903,48.734,48.972,48.296,48.282,48.41,49.208,49.531,50.077
552,M,False,36.621,37.225,36.353,36.764,37.928,35.748,35.356,36.001,34.842,33.43,33.403,33.101,32.739,32.72,32.463
553,M,True,38.042,38.081,38.091,38.048,38.455,38.482,38.67,38.448,38.523,38.784,38.86,39.216,39.539,39.345,39.684
554,M,False,37.989,38.375,38.585,39.095,39.287,39.964,39.625,39.922,40.367,40.436,40.511,40.53,40.078,39.959,39.638
555,M,True,31.171,30.713,31.559,30.337,31.103,30.835,30.104,30.07,29.648,28.887,28.326,27.966,26.725,27.654,27.118
556,M,False,31.559,30.337,31.103,30.835,30.104,30.07,29.648,28.887,28.326,27.966,26.725,27.654,27.118,27.203,28.531
557,M,False,45.302,45.142,44.719,45.526,45.46,45.612,46.237,46.89,46.819,47.228,47.483,47.88,47.746,48.608,48.664
558,M,True,52.861,52.996,52.736,51.851,51.719,51.926,50.999,50.627,50.147,50.154,50.199,49.974,49.374,49.12,49.221
559,M,False,48.342,47.929,47.57,47.368,47.711,47.664,47.664,48.219,48.084,48.56,48.852,48.431,48.469,48.296,48.615
560,M,False,66.918,66.483,66.466,65.853,64.937,64.342,64.155,64.199,63.803,63.794,64.123,64.317,64.711,65.107,65.633
561,M,False,43.504,43.721,43.684,43.3,43.739,43.328,43.542,43.463,43.98,44.061,44.382,44.664,44.268,43.977,44.544
562,M,False,48.628,48.619,50.659,52.477,50.424,51.025,50.881,52.311,51.16,51.386,53.355,53.305,52.344,52.275,52.742
563,M,False,51.696,51.92,51.729,51.752,51.765,52.203,52.634,52.026,52.543,52.569,52.889,53.208,53.348,53.601,54.607
564,M,False,40.901,40.858,40.039,39.868,39.659,39.338,39.111,38.758,38.723,38.502,39.007,38.294,38.485,38.326,38.208
565,M,False,66.635,65.492,64.913,64.656,64.86,64.27,64.203,64.832,64.942,64.439,64.49,65.008,65.347,65.381,65.421
566,M,False,66.095,65.823,66.94,67.148,68.256,68.028,68.441,68.979,69.069,69.622,69.478,69.44,68.524,67.31,66.243
567,M,True,57.561,57.83,58.766,59.379,60.585,61.324,62.23,62.757,62.7,62.789,61.876,61.089,60.146,59.374,57.674
568,M,False,60.214,60.259,59.929,60.042,59.635,58.738,57.603,57.535,57.041,56.793,56.454,55.797,55.624,55.96,54.932
569,M,False,44.62,44.42,44.619,44.282,44.261,44.144,44.135,43.858,43.688,43.959,43.772,43.886,44.183,43.989,44.008
570,M,True,55.143,55.172,54.646,54.839,54.629,54.462,54.121,54.038,54.401,54.231,54.134,54.172,54.603,54.844,55.332
571,M,False,54.629,54.462,54.121,54.038,54.401,54.231,54.134,54.172,54.603,54.844,55.332,55.284,55.609,55.84,55.809
572,M,True,39.92,39.394,39.526,39.643,39.691,39.68,39.945,39.783,39.536,39.956,40.307,40.228,40.641,40.835,40.713
573,M,False,41.239,41.079,41.304,41.48,41.362,41.258,40.75,40.766,40.259,40.162,39.666,39.412,39.605,39.045,39.265
574,M,False,41.304,41.48,41.362,41.258,40.75,40.766,40.259,40.162,39.666,39.412,39.605,39.045,39.265,39.383,39.346
575,M,True,36.82,37.856,36.486,36.625,36.014,35.962,35.507,35.674,36.083,36.011,36.306,36.214,36.033,35.63,36.774
576,M,False,36.771,37.705,36.943,37.176,37.713,37.079,37.827,37.967,38.001,37.886,37.642,37.272,36.643,37.494,37.482
577,M,True,45.351,45.497,45.716,43.949,45.099,44.274,44.565,43.905,44.454,45.757,45.668,44.691,46.533,47.037,49.706
578,M,False,49.85,48.775,48.782,48.103,49.796,49.098,49.058,48.611,48.445,46.695,47.637,48.088,48.519,47.553,48.426
579,M,True,47.428,46.826,46.872,46.268,46.582,46.816,47.356,46.974,46.495,46.615,46.895,46.819,46.415,46.299,45.997
580,M,True,46.874,46.727,46.998,47.42,48.047,48.139,48.256,48.288,49.792,50.48,50.455,50.734,51.142,52.073,52.271
581,M,False,51.879,52.201,52.044,52.081,51.951,53.062,53.03,53.358,52.889,53.073,53.322,53.382,53.888,53.819,53.224
582,M,True,52.985,53.173,53.494,54.178,54.88,55.383,55.016,55.368,54.884,53.862,53.878,53.686,53.246,52.267,52.233
583,M,False,53.878,53.686,53.246,52.267,52.233,51.434,51.098,51.737,52.54,52.037,51.535,51.962,52.036,51.675,51.704
584,M,False,51.84,51.47,52.119,52.612,52.091,52.32,51.96,52.278,52.255,51.839,51.281,52.648,51.914,51.946,52.161
585,M,False,56.806,55.927,56.337,55.17,54.815,54.887,54.159,54.053,53.51,53.404,53.667,53.277,52.814,53.647,54.078
586,M,False,53.419,53.619,53.519,53.768,53.635,53.916,53.753,54.358,54.687,54.937,54.881,55.354,56.332,55.972,56.267
587,M,False,59.508,59.59,58.971,58.985,58.988,60.023,59.781,59.835,59.67,59.612,60.14,59.965,60.09,60.286,60.945
588,M,True,82.51,81.531,80.377,80.168,79.661,79.356,78.751,77.833,77.559,78.8,78.619,79.516,80.815,81.352,81.526
589,M,True,81.526,82.569,82.925,83.33,82.739,81.876,81.531,79.65,77.892,76.999,76.671,76.483,76.93,77.367,78.445
590,M,False,82.739,81.876,81.531,79.65,77.892,76.999,76.671,76.483,76.93,77.367,78.445,78.077,78.129,78.385,78.604
591,M,False,76.671,76.483,76.93,77.367,78.445,78.077,78.129,78.385,78.604,80.11,80.131,80.734,81.185,81.204,81.675
592,M,False,76.93,77.367,78.445,78.077,78.129,78.385,78.604,80.11,80.131,80.734,81.185,81.204,81.675,82.316,82.559
593,M,False,80.734,81.185,81.204,81.675,82.316,82.559,82.214,81.917,82.076,81.971,82.268,82.853,81.836,82.196,82.15
594,M,False,82.15,81.822,81.708,81.242,80.766,80.594,80.645,80.662,80.089,79.559,79.068,79.173,79.517,78.914,77.849
595,M,True,73.349,74.898,75.039,74.878,74.263,74.07,73.613,73.117,72.358,71.503,71.347,71.219,70.726,71.266,71.904
596,M,True,74.583,75.337,74.965,75.406,75.695,76.698,76.768,76.925,76.575,77.059,77.714,77.174,77.635,76.808,75.971
597,M,False,74.414,74.141,74.554,75.386,74.233,75.212,75.116,75.224,75.908,76.531,76.834,76.844,76.379,75.953,75.517
598,M,True,72.91,72.485,72.178,72.081,71.706,71.571,71.411,71.558,70.954,71.896,71.552,76.954,77.529,76.865,76.363
599,M,False,72.178,72.081,71.706,71.571,71.411,71.558,70.954,71.896,71.552,76.954,77.529,76.865,76.363,78.438,75.572
600,M,True,66.133,65.531,65.905,65.338,64.491,65.138,64.543,64.088,64.016,64.558,64.171,63.644,63.184,63.221,64.228
601,M,False,63.221,64.228,64.232,63.947,63.75,64.388,63.218,63.756,64.089,63.555,63.676,63.56,63.158,63.264,62.447
602,M,True,56.509,57.132,56.897,57.352,57.443,57.674,57.707,57.931,58.04,57.591,57.135,57.696,56.704,56.149,55.692
603,M,True,53.332,52.93,52.916,52.852,52.832,52.631,52.443,52.414,51.756,52.037,52.412,52.828,52.689,52.723,53.01
604,M,False,50.309,50.062,49.753,49.628,49.811,49.486,49.277,49.452,49.37,49.191,49.054,49.034,48.414,48.506,48.231
605,M,True,44.017,43.535,43.196,43.314,43.381,42.898,42.789,42.626,43.654,42.183,41.706,41.957,42.331,41.21,41.251
606,M,False,57.675,58.005,57.688,58.682,58.151,57.971,58.039,58.207,58.31,59.281,58.892,59.607,58.996,57.997,57.589
607,M,True,38.648,38.869,39.048,39.427,40.34,41.246,42.291,43.442,44.051,44.57,45.027,45.225,45.483,44.813,44.197
608,M,False,40.38,40.142,40.669,40.705,40.681,40.562,40.665,41.264,41.474,41.741,41.777,41.963,42.961,43.293,43.43
609,M,False,44.546,45.116,45.491,45.184,45.69,45.678,45.689,46.208,46.86,46.986,47.611,48.111,47.726,47.885,47.6
610,M,False,39.774,39.344,41.239,41.07,41.104,40.399,40.998,40.467,40.999,42.39,41.135,42.856,44.077,44.656,48.029
611,M,False,47.261,48.972,47.228,46.873,46.196,45.862,47.138,47.01,45.534,46.561,44.951,47.51,47.239,47.135,45.384
612,M,False,62.746,64.36,65.964,66.845,68.095,68.258,68.199,67.988,66.768,65.483,64.402,63.164,62.338,62.017,61.236
613,M,False,46.37,47.489,47.459,47.237,47.807,47.84,47.44,46.933,45.395,45.077,44.279,43.586,43.854,43.124,43.322
614,M,False,55.278,54.309,53.47,53.341,52.831,51.744,51.586,51.646,50.904,50.845,51.511,51.949,52.715,52.754,53.187
615,M,False,42.851,43.205,43.445,43.149,43.432,43.347,43.13,43.01,43.065,43.025,42.668,43.178,43.483,43.699,43.135
616,C,True,31.845,32.292,32.342,32.382,32.629,33.428,33.548,33.483,33.397,33.743,33.45,33.48,33.534,33.292,32.575
617,C,True,57.706,58.327,60.324,60.732,59.373,56.722,57.29,57.199,56.814,56.451,55.608,54.85,56.357,57.163,55.163
618,C,False,41.484,41.019,40.872,40.44,40.276,40.267,40.168,40.47,40.12,39.484,39.47,39.582,39.4,39.437,39.124
619,C,False,37.194,37.363,37.851,38.331,38.022,37.182,37.67,36.197,36.587,37.579,35.776,36.654,36.199,35.496,35.475
620,C,False,35.412,35.307,35.743,35.61,35.474,35.62,35.96,36.377,35.962,36.381,36.001,35.885,35.572,35.402,35.095
621,C,False,19.86,20.769,19.74,20.553,21.306,19.902,20.649,19.293,20.936,23.65,23.248,22.592,22.913,24.432,25.08
622,C,False,35.397,36.458,35.019,33.011,32.625,32.889,34.035,34.107,33.709,34.381,34.135,35.812,34.339,34.976,35.489
623,C,False,55.685,54.694,57.012,57.176,57.776,57.067,60.093,60.297,60.411,61.248,60.389,61.792,61.619,60.318,61.082
624,C,False,58.635,57.63,57.436,57.115,56.776,55.626,55.834,56.164,56.718,56.256,56.01,56.44,56.062,56.067,56.265
625,C,True,65.42,65.408,65.462,65.771,65.606,65.784,65.678,65.33,65.046,64.811,64.882,64.329,64.505,64.43,64.011
626,C,False,62.313,62.631,63.063,63.386,63.796,63.612,63.443,63.618,63.757,64.145,63.811,63.886,63.919,63.067,62.987
627,C,False,64.026,63.895,63.923,63.535,63.063,62.933,61.83,61.888,60.916,60.834,60.656,61.815,60.852,61.011,61.537
628,C,False,33.295,33.16,33.095,31.633,30.767,30.388,32.727,29.287,30.215,30.014,31.797,30.121,31.381,31.256,29.991
629,C,False,47.799,47.841,48.452,48.403,48.376,48.435,48.505,48.27,48.279,47.968,47.728,47.825,47.257,47.001,46.888
630,C,True,50.145,51.905,52.091,52.396,51.95,55.051,53.707,51.976,54.448,52.519,53.655,51.882,50.971,51.31,50.688
631,C,True,41.796,42.094,42.066,42.154,41.87,41.675,42.051,42.19,42.663,42.713,42.416,42.685,41.901,42.356,41.712
632,C,False,51.557,52.031,51.615,51.625,50.972,50.926,51.224,51.515,50.716,51.02,50.959,50.606,50.319,48.937,50.717
633,C,False,62.092,62.446,63.481,63.871,64.743,66.442,67.221,67.721,69.451,70.648,70.195,70.899,71.513,71.957,72.153
634,C,False,41.204,41.345,42.026,41.823,42.207,42.422,42.868,43.671,43.816,44.241,43.934,44.507,43.78,43.704,43.236
635,C,True,39.408,38.962,39.303,38.811,37.965,38.718,38.831,39.633,39.311,39.845,39.861,39.623,39.714,40.367,40.801
636,C,False,67.209,67.409,67.771,67.576,67.682,68.079,68.422,68.462,68.99,68.594,67.741,68.529,68.623,68.547,68.799
637,C,False,58.779,58.796,58.677,58.922,59.267,59.558,60.507,61.429,62.29,62.397,63.507,64.07,63.349,63.014,62.068
638,C,False,52.667,52.914,52.114,51.16,51.859,50.759,50.265,48.81,48.298,47.971,48.032,47.659,47.557,46.871,47.403
639,C,False,66.175,67.053,67.602,67.632,67.491,67.14,66.067,65.236,65.262,64.04,64.085,64.986,62.452,61.62,62.501
640,C,False,62.929,62.863,61.766,61.051,60.795,60.065,59.587,58.655,59.003,58.767,58.914,58.708,58.855,59.643,59.892
641,C,False,41.645,41.273,41.139,40.857,40.746,40.719,40.315,39.974,39.762,39.775,39.607,39.336,39.2,39.071,38.825
642,C,True,61.55,60.511,59.714,58.905,58.92,58.693,58.267,56.661,55.718,55.587,56.555,57.57,58.444,59.607,60.881
643,C,False,35.307,35.179,35.516,35.628,35.775,36.169,36.003,36.045,36.725,36.96,37.297,36.299,36.393,36.763,36.432
644,C,False,65.473,65.521,66.314,65.382,62.822,63.976,65.519,64.473,64.735,64.307,65.481,65.818,67.355,68.933,70.337
645,C,False,32.407,32.245,33.213,34.014,33.515,34.314,34.866,34.902,34.992,35.432,35.776,35.7,35.211,36.386,34.802
646,C,False,35.369,35.23,35.361,35.066,35.211,35.415,35.481,35.389,35.538,35.479,35.231,35.421,35.145,35.099,35.238
647,C,True,58.732,58.305,58.512,59.024,58.444,58.983,59.011,58.615,58.246,57.914,57.573,58.364,57.564,57.862,57.66
648,C,False,65.126,65.887,66.803,67.722,69.015,66.884,64.895,64.947,64.998,64.524,63.295,63.277,63.205,63.024,63.305
649,C,False,59.112,59.138,59.799,59.902,60.16,60.459,60.678,60.649,60.399,60.47,59.573,58.709,58.141,57.834,57.475
650,C,False,39.408,38.962,39.303,38.811,37.965,38.718,38.831,39.633,39.311,39.845,39.861,39.623,39.714,40.367,40.801
651,C,False,0.0,24.792,39.908,12.176,25.295,24.733,15.134,20.129,17.377,13.383,17.677,18.364,15.899,24.083,20.605
652,C,True,63.062,63.276,63.723,63.972,64.034,64.143,64.401,64.593,64.813,64.52,64.286,63.847,64.279,64.429,64.388
653,C,False,73.426,73.518,74.065,76.374,80.259,81.408,83.033,84.902,86.439,84.006,83.585,84.483,87.415,88.773,87.057
654,C,False,37.27,35.2,34.704,37.563,37.002,35.061,34.205,37.468,36.201,33.132,34.619,33.985,34.031,34.15,32.414
655,C,False,34.227,37.556,38.727,38.362,37.022,37.518,36.196,41.26,36.567,38.833,37.616,37.386,39.441,38.821,38.831
656,C,False,60.256,60.122,60.108,61.262,62.331,63.481,62.447,63.783,64.57,65.559,63.928,61.434,60.355,60.287,63.016
657,C,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.336,30.64,45.671,26.689,23.716
658,C,False,60.775,61.747,60.87,61.166,62.112,62.389,62.832,63.505,63.473,64.363,65.234,65.397,66.139,66.609,66.88
659,C,False,65.746,65.814,66.524,66.392,66.658,66.466,67.409,68.146,68.721,68.888,69.175,69.709,69.546,68.986,68.462
660,C,False,26.483,26.693,26.745,27.404,27.859,29.08,28.785,30.077,29.676,29.515,28.979,29.385,28.547,28.134,28.115
661,C,False,59.098,59.08,59.404,59.109,59.092,58.913,59.257,59.606,60.393,60.794,61.817,62.353,63.52,63.793,63.857
662,C,False,55.369,54.533,55.135,55.412,55.237,55.112,54.4,54.412,54.309,54.166,53.862,53.876,53.067,52.868,52.719
663,C,False,30.521,29.927,29.949,29.989,29.96,29.889,29.712,30.173,29.995,30.622,30.573,30.717,31.254,30.95,30.61
664,C,False,52.433,53.828,54.771,53.936,54.516,55.64,56.369,57.546,58.655,58.784,58.536,58.861,58.702,59.429,59.758
665,C,False,32.268,32.784,33.436,33.596,33.408,33.326,32.308,31.816,31.492,30.894,30.462,29.857,29.382,29.3,28.864
666,C,True,44.788,44.81,42.482,42.663,43.023,45.514,44.902,48.3,49.146,44.062,40.28,40.758,45.537,42.706,44.372
667,C,False,49.442,49.17,49.294,49.452,49.273,49.16,49.196,48.993,49.229,49.401,49.287,49.457,49.43,49.245,49.416
668,C,False,42.304,41.581,40.793,41.927,39.819,41.838,39.867,40.38,40.057,41.356,40.761,41.831,40.185,40.581,43.808
669,C,False,56.49,56.129,56.24,55.976,55.646,55.068,54.907,54.049,53.35,52.606,52.337,52.137,52.049,52.082,52.144
670,C,False,42.699,42.578,40.048,41.988,42.26,41.807,41.622,41.329,41.171,41.183,40.958,40.809,40.663,40.712,40.487
671,C,False,60.702,60.875,59.412,60.461,60.871,62.326,61.757,60.294,60.867,60.249,61.812,60.843,60.037,61.579,61.732
672,C,False,50.842,50.227,49.954,49.394,48.839,49.068,49.612,49.609,50.134,51.288,51.909,52.99,53.375,53.814,54.582
673,C,False,33.093,33.201,33.86,33.905,33.868,33.833,33.889,33.911,34.307,34.2,34.414,33.939,34.253,33.942,33.771
674,C,True,40.155,39.787,39.829,38.797,38.217,37.794,37.177,37.244,37.22,36.582,36.253,36.153,36.12,36.159,36.498
675,C,False,28.669,28.059,28.018,29.348,29.005,28.379,28.954,29.569,29.565,29.694,28.919,29.299,29.332,29.742,30.231
676,C,False,65.945,66.639,66.652,67.381,67.492,67.378,67.786,67.605,67.369,67.255,67.503,67.305,67.8,67.396,67.838
677,C,False,69.126,68.592,68.551,68.345,67.845,67.295,67.682,67.471,67.671,67.489,67.745,67.139,66.59,66.532,65.602
678,C,False,49.852,49.606,49.698,49.675,50.029,50.242,50.024,50.184,50.572,50.935,50.835,51.143,51.22,51.283,51.806
679,C,False,67.931,69.151,69.561,69.727,70.197,70.688,71.67,72.065,71.913,71.956,72.227,71.178,71.266,71.537,71.789
680,C,False,53.811,53.884,53.832,54.018,54.048,54.07,53.244,52.873,52.507,52.016,51.393,49.933,49.132,48.096,47.733
681,C,False,34.747,34.724,34.44,34.54,34.258,34.177,34.936,35.569,36.035,36.38,36.807,37.088,37.115,37.079,36.651
682,C,True,38.172,38.624,37.411,37.504,36.82,36.801,36.739,36.885,36.829,37.978,37.659,37.85,37.384,37.783,37.901
683,C,False,39.75,41.087,41.586,41.007,40.938,40.489,40.706,40.767,39.615,42.001,40.597,40.319,40.518,39.985,40.04
684,C,False,58.145,58.981,56.044,54.997,54.198,53.52,52.253,50.444,49.109,49.222,47.952,49.419,50.948,47.279,50.473
685,C,False,57.171,58.701,59.221,59.091,59.881,59.231,59.078,58.197,58.653,58.161,56.549,56.231,55.642,56.534,55.118
686,C,False,30.988,30.888,31.988,32.087,32.411,33.348,34.913,35.549,36.631,37.677,38.303,37.691,37.578,37.354,37.738
687,C,False,45.92,45.722,45.942,44.951,45.408,45.237,44.823,44.966,45.088,44.967,46.076,45.623,45.601,44.905,44.446
688,C,False,42.187,41.922,42.804,41.955,41.548,41.832,40.358,41.835,41.184,41.944,41.422,42.37,44.022,43.101,42.211
689,C,True,43.583,42.86,41.834,41.644,44.003,42.959,42.655,40.957,43.006,41.19,42.572,40.766,41.96,40.776,40.037
690,C,False,39.493,39.348,39.543,39.7,39.536,39.591,39.938,40.582,41.147,41.429,41.593,41.753,41.97,42.202,42.56
691,C,False,42.18,42.376,42.08,41.842,42.07,42.088,41.925,42.109,42.307,42.276,42.21,41.846,42.109,42.162,42.518
692,C,False,57.679,57.145,56.714,56.365,55.793,55.232,54.778,53.957,54.856,54.028,53.114,52.466,52.116,51.758,52.419
693,C,False,67.825,67.916,67.401,68.499,67.98,67.872,68.128,67.474,66.916,66.171,65.037,64.851,64.6,64.109,63.429
694,C,False,38.052,38.176,37.532,37.751,37.608,37.862,37.343,37.127,37.695,37.623,38.653,38.82,39.47,39.304,38.997
695,C,False,63.663,63.953,64.547,64.504,64.252,64.323,64.952,64.484,65.274,64.95,64.31,64.711,64.992,65.49,66.054
696,C,False,34.027,33.835,33.491,33.203,33.115,33.079,32.742,32.868,32.542,32.75,32.645,32.417,32.371,32.585,32.361
697,C,False,60.743,60.996,61.424,61.386,60.915,60.269,59.794,59.317,58.705,58.299,57.265,57.291,57.291,56.847,56.745
698,C,False,33.41,33.154,32.762,31.492,31.528,31.101,31.0,31.193,31.437,31.228,31.643,32.701,32.732,33.017,33.55
699,C,False,31.845,32.292,32.342,32.382,32.629,33.428,33.548,33.483,33.397,33.743,33.45,33.48,33.534,33.292,32.575
700,C,False,42.051,42.19,42.663,42.713,42.416,42.685,41.901,42.356,41.712,41.906,42.176,42.727,42.799,42.647,42.417
701,C,False,47.797,48.922,47.474,47.602,47.528,47.578,46.51,45.416,46.631,46.342,45.748,45.883,46.548,46.062,46.407
702,C,False,58.723,58.073,57.859,57.949,56.813,56.563,55.632,55.052,54.847,54.637,53.797,53.455,52.709,52.738,52.015
703,C,False,46.721,46.166,46.088,45.505,45.192,44.872,45.024,45.206,45.747,46.103,46.605,47.021,48.051,49.111,49.413
704,C,False,64.65,63.46,63.385,62.921,61.334,60.51,60.297,60.208,58.858,60.005,59.48,57.732,56.845,57.044,57.464
705,C,False,51.798,51.866,51.822,51.771,51.904,52.04,51.994,52.057,52.025,51.993,52.027,52.074,52.116,51.83,51.756
706,C,False,68.319,68.455,67.745,67.79,66.798,66.884,65.744,67.144,66.034,66.723,66.592,65.687,65.712,65.074,64.041
707,C,False,63.727,63.534,63.665,54.453,64.127,64.232,64.556,64.72,64.731,64.89,65.138,65.246,65.42,65.408,65.462
708,C,False,32.017,31.9,31.943,31.706,31.638,31.378,31.385,31.927,31.564,31.164,31.497,31.692,31.346,32.261,32.328
709,C,False,62.659,63.427,63.288,63.856,64.21,64.943,65.649,64.774,64.752,65.273,65.305,64.547,64.094,64.296,64.185
710,C,False,65.42,65.408,65.462,65.771,65.606,65.784,65.678,65.33,65.046,64.811,64.882,64.329,64.505,64.43,64.011
711,C,False,47.473,47.696,48.222,48.641,48.946,49.102,49.497,49.378,49.439,49.541,49.435,49.563,49.609,49.56,49.587
712,C,False,59.69,59.967,59.705,59.673,59.564,59.182,58.081,57.628,56.759,56.089,55.262,54.959,54.289,54.133,53.748
713,C,False,38.4,37.97,39.084,39.042,39.731,40.196,40.647,40.618,40.17,40.407,39.797,39.764,39.594,38.169,38.275
714,C,False,47.599,46.732,46.9,47.052,47.915,47.419,46.862,47.003,47.164,47.07,47.373,47.237,46.836,46.726,46.51
715,C,False,51.216,51.375,50.927,51.865,52.053,52.74,52.873,53.302,53.585,54.643,55.388,55.73,56.282,57.53,57.42
716,C,False,38.078,37.961,38.746,38.153,37.955,37.832,39.334,37.963,37.816,38.544,38.145,39.136,39.303,40.282,40.213
717,C,False,24.655,25.312,31.517,35.311,31.891,33.308,33.469,34.062,35.567,35.84,35.721,34.622,35.454,33.132,32.266
718,C,False,62.164,61.892,62.214,62.529,62.428,63.151,64.946,63.783,64.336,65.483,66.49,66.932,67.846,68.092,68.149
719,C,False,61.627,62.219,61.931,62.36,63.055,62.638,63.61,63.134,63.981,63.755,63.852,64.812,65.469,65.293,65.243
720,C,False,42.427,42.563,42.814,43.183,43.689,44.007,44.345,45.461,45.935,46.045,46.732,47.307,47.304,47.325,47.692
721,C,False,38.559,38.348,37.472,37.469,37.177,37.105,36.221,35.948,36.17,36.646,36.372,36.272,35.989,36.066,36.215
722,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.925,27.338,27.88,26.609,26.304,25.065,28.291,27.365
723,C,False,50.145,51.905,52.091,52.396,51.95,55.051,53.707,51.976,54.448,52.519,53.655,51.882,50.971,51.31,50.688
724,C,False,60.962,62.357,61.528,62.198,62.453,62.914,63.022,63.172,63.33,63.321,63.179,63.081,64.148,64.17,64.246
725,C,False,36.204,36.274,36.411,35.943,35.418,36.549,35.366,34.718,34.256,33.787,33.106,32.928,32.622,32.581,33.161
726,C,False,46.733,47.032,46.907,47.556,46.705,47.307,47.511,47.536,47.923,48.302,48.328,48.227,47.803,47.699,47.717
727,C,False,34.169,34.433,36.146,33.154,33.43,34.0,33.793,34.251,35.887,38.401,34.759,35.516,35.39,35.612,37.829
728,C,False,73.209,74.214,74.221,74.122,73.911,73.241,72.274,72.224,71.017,71.072,71.204,69.05,69.79,69.593,68.206
