,FLARE_TYPE,COINCIDENCE,d_l_f_1,d_l_f_2,d_l_f_3,d_l_f_4,d_l_f_5,d_l_f_6,d_l_f_7,d_l_f_8,d_l_f_9,d_l_f_10,d_l_f_11,d_l_f_12,d_l_f_13,d_l_f_14,d_l_f_15
682,C,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
683,C,False,258.37,259.19,259.29,20.413,21.282,20.616,20.248,21.19,20.248,19.313,19.313,18.974,19.313,18.385,17.889
684,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
685,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
686,C,False,141.34,251.75,178.14,138.14,167.71,198.04,142.67,162.54,227.84,305.31,293.17,133.84,190.56,259.68,216.25
687,C,False,312.7,314.45,318.98,306.85,314.43,315.74,322.98,307.32,314.78,314.86,312.63,316.69,322.8,321.26,318.56
688,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
689,C,True,17.617,44.894,57.66,35.59,91.653,35.363,27.74,30.599,41.835,17.358,21.208,21.588,43.577,30.78,18.496
690,C,False,277.19,276.08,275.55,279.05,281.13,282.68,282.37,283.85,282.53,281.36,283.68,287.28,291.31,291.48,290.28
691,C,False,339.31,333.98,330.8,332.89,336.14,335.03,334.6,330.56,328.61,335.08,336.86,359.3,360.51,364.58,377.54
692,C,False,44.654,45.607,45.452,46.369,46.53,46.129,46.757,47.877,48.124,48.551,48.275,49.217,50.216,49.827,50.336
693,C,False,140.59,115.22,103.32,97.407,92.791,91.929,96.047,97.607,101.51,109.5,111.53,112.06,110.28,109.66,103.69
694,C,False,246.77,246.37,245.84,0.0,247.28,0.0,247.32,0.0,247.79,247.74,24.021,246.32,246.32,0.0,247.34
695,C,False,1080.7,1079.0,1080.4,1075.6,1076.9,1078.1,1082.3,1072.6,1073.6,1075.5,1076.1,1077.7,1071.5,1079.0,1084.5
696,C,False,567.89,526.31,171.87,185.73,158.72,181.9,176.83,181.63,529.71,530.37,529.74,529.55,530.22,529.38,528.98
697,C,False,327.66,326.77,326.24,326.6,326.76,327.8,329.1,329.05,330.66,330.25,329.84,328.84,328.29,327.83,328.21
698,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699,C,False,19.996,20.925,20.159,20.793,22.293,23.105,21.721,16.551,22.164,21.538,22.184,22.004,22.159,22.752,21.87
700,C,False,184.02,182.67,180.67,181.19,182.06,180.81,182.05,180.17,180.34,180.0,178.23,177.53,178.66,177.72,180.69
701,C,False,593.16,582.63,598.1,601.29,624.86,618.97,616.29,606.4,599.27,610.74,602.69,531.23,594.26,617.27,602.93
702,C,False,175.27,176.35,177.57,177.69,174.98,174.45,173.21,173.39,172.25,171.48,172.86,169.96,170.31,168.65,171.23
703,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
704,C,False,127.12,128.1,128.1,128.1,127.52,128.28,127.82,128.97,129.14,129.21,131.79,132.44,131.9,131.88,130.17
705,C,False,399.96,396.01,398.49,398.78,403.4,402.02,395.61,397.52,398.89,400.22,403.98,404.17,404.32,405.11,407.45
706,C,False,148.16,148.72,148.7,150.09,149.78,149.78,151.63,151.01,153.1,153.95,153.6,151.57,152.31,151.93,155.12
707,C,False,648.82,645.82,649.2,644.79,642.51,648.92,644.83,647.9,645.54,647.3,640.8,640.44,644.64,643.8,646.24
708,C,False,35.693,35.434,35.171,36.139,36.139,35.171,34.928,34.928,35.171,35.171,36.139,36.139,35.171,35.903,36.139
709,C,False,205.3,200.82,194.71,197.25,197.31,189.44,209.44,219.23,228.98,434.4,466.09,479.52,391.29,488.72,439.91
710,C,False,644.64,643.8,646.24,645.5,643.62,645.0,646.26,655.62,650.32,645.09,646.78,650.03,659.46,666.07,665.11
711,C,False,232.98,232.6,230.2,228.18,230.24,228.53,227.69,229.94,232.29,231.76,236.31,232.89,229.93,236.18,235.66
712,C,False,1333.4,1336.0,1340.0,1342.0,1343.0,1340.7,1339.7,1341.1,1341.6,1341.0,1340.8,1341.9,1344.9,1343.6,1343.3
713,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
714,C,False,217.59,218.25,220.09,222.02,224.5,224.56,221.76,222.86,222.77,222.65,221.74,224.38,227.33,228.17,229.27
715,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
716,C,False,704.95,711.66,710.37,716.27,671.4,611.32,718.0,677.75,718.79,720.31,727.57,727.46,734.21,733.47,735.73
717,C,False,93.173,86.358,82.966,81.611,81.749,62.301,68.3,81.608,73.811,57.192,91.239,63.428,56.639,77.657,72.768
718,C,False,77.857,80.118,82.686,80.834,80.394,85.354,89.973,98.127,85.141,79.788,83.857,77.939,84.046,80.953,75.777
719,C,False,220.31,219.2,217.13,221.21,220.84,223.02,221.87,221.39,222.65,222.47,221.09,223.65,225.75,225.76,225.23
720,C,False,849.62,844.39,847.24,844.95,840.26,844.08,842.31,848.19,842.72,847.74,849.42,850.72,846.48,847.6,842.57
721,C,False,583.72,588.08,609.73,548.15,586.59,562.39,547.53,560.57,561.88,556.76,611.71,573.74,579.07,550.76,576.62
722,C,False,52.691,36.627,40.946,57.655,45.134,46.714,64.861,47.041,42.956,73.924,50.789,69.123,48.402,37.773,20.851
723,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
724,C,False,280.64,281.66,280.85,281.43,282.53,281.95,281.1,281.03,282.26,282.17,282.71,285.55,285.42,284.95,284.58
725,C,False,26.558,25.681,28.199,17.166,27.668,24.321,30.889,25.499,25.221,30.617,24.571,23.841,24.542,28.562,50.114
726,C,False,514.59,518.88,518.84,522.18,539.2,524.44,530.67,524.59,523.13,521.77,535.82,532.13,532.05,531.34,520.7
727,C,False,0.0,0.0,0.0,0.0,0.0,450.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
728,C,False,177.28,175.11,176.79,178.42,180.19,178.51,177.07,178.32,178.41,177.59,179.23,179.65,184.06,187.15,187.86
729,C,False,0.0,71.512,71.868,71.868,72.801,72.801,55.176,73.055,0.0,0.0,48.663,74.673,74.673,74.33,75.273
730,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
731,C,False,63.0,63.0,63.0,64.008,64.008,64.008,63.008,62.032,63.032,65.031,64.031,65.069,65.069,67.119,65.123
732,C,False,365.04,364.64,364.21,366.05,365.6,365.87,366.06,363.84,365.13,362.79,363.02,361.55,363.87,365.08,365.27
733,C,False,17.617,44.894,57.66,35.59,91.653,35.363,27.74,30.599,41.835,17.358,21.208,21.588,43.577,30.78,18.496
734,C,False,580.11,580.96,582.59,582.96,582.8,583.55,581.79,582.26,581.7,580.5,581.6,581.91,579.36,578.85,578.45
735,C,False,253.84,254.2,255.91,255.64,258.64,257.17,256.06,254.23,251.99,250.11,250.69,249.13,249.35,251.51,250.89
736,C,False,10.777,0.0,21.179,41.787,0.0,29.056,20.224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
737,C,False,605.47,604.24,604.06,597.83,595.66,600.82,599.83,600.89,601.97,603.8,607.49,605.81,609.32,610.77,608.41
738,C,False,68.007,68.819,65.523,65.23,65.931,66.517,67.088,67.052,68.025,69.92,70.963,71.601,72.517,73.306,74.869
739,C,False,23.465,32.73,33.22,32.25,34.012,10.017,11.853,13.038,12.042,0.0,0.0,13.038,0.0,14.117,13.038
740,C,False,63.087,92.185,132.1,98.082,85.105,80.907,132.1,133.42,132.5,133.82,133.42,133.02,133.42,133.42,133.42
741,C,False,222.89,225.16,226.72,227.12,227.36,228.29,229.15,228.67,230.44,230.64,231.25,231.39,232.38,232.56,231.05
742,C,False,63.688,68.869,69.486,69.602,67.701,64.825,70.421,63.309,63.955,63.942,60.347,59.56,59.665,56.378,58.908
743,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
744,C,False,373.23,368.6,364.04,351.51,354.97,351.13,348.8,351.38,351.43,352.85,347.79,347.23,351.61,349.65,348.9
745,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
746,C,False,13.892,29.967,28.792,0.0,317.62,0.0,0.0,389.89,0.0,0.0,225.79,0.0,180.95,0.0,0.0
747,C,False,236.81,237.27,237.0,237.96,238.14,237.85,238.37,238.61,238.59,238.28,238.9,239.73,240.72,240.38,240.6
748,C,False,942.27,501.81,938.85,502.78,523.04,504.48,501.67,502.58,501.52,507.63,508.6,507.94,361.72,356.68,369.88
749,C,True,432.85,440.46,444.51,452.98,459.25,453.99,459.43,454.7,462.54,467.16,476.97,485.26,489.12,490.9,509.87
750,C,False,316.23,316.26,345.95,295.34,323.37,322.05,307.1,330.89,351.36,345.04,266.62,274.58,434.48,436.46,449.17
751,C,False,236.31,235.5,234.36,237.31,235.34,235.1,236.32,236.23,236.42,236.49,235.34,234.76,235.84,235.35,237.07
752,C,False,506.55,509.08,504.47,515.83,527.42,527.93,517.13,514.67,514.71,527.22,526.63,511.79,515.9,515.84,519.75
753,C,False,761.95,762.17,762.47,762.79,762.05,762.34,761.81,761.22,762.14,762.26,760.85,761.47,760.43,760.08,760.35
754,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
755,C,False,229.88,299.38,241.81,296.2,151.37,186.62,255.89,90.611,141.72,186.82,121.48,0.0,350.65,351.54,369.56
756,C,False,281.93,283.16,280.0,281.44,281.52,282.16,280.9,280.74,280.61,279.49,281.92,283.62,284.72,285.49,286.37
757,C,False,100.83,101.3,105.14,105.51,105.45,103.96,105.21,99.977,102.01,104.78,99.345,96.887,102.71,101.76,102.01
758,C,False,28.518,31.753,32.433,46.872,46.872,47.074,48.052,48.052,48.052,48.508,47.539,47.539,47.539,48.508,47.539
759,C,False,116.97,108.42,23.198,99.924,20.809,21.729,18.406,17.231,20.961,4.9202,21.024,0.0,6.0828,0.0,20.056
760,C,False,273.17,272.72,272.69,273.71,273.47,273.33,273.54,273.39,274.71,274.2,272.4,271.79,272.44,273.86,273.47
761,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
762,C,False,245.79,244.37,245.09,241.52,240.61,241.52,238.75,241.68,244.4,241.03,237.7,232.69,231.89,227.52,228.62
763,C,False,428.5,425.58,428.84,430.43,431.82,430.17,429.25,428.56,423.54,423.48,424.99,428.34,428.34,426.48,430.48
764,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
765,C,False,57.112,160.9,31.929,40.054,40.374,54.025,166.28,431.17,147.7,47.491,26.168,56.707,66.969,82.017,28.501
766,C,True,209.95,210.45,210.32,187.77,195.15,195.25,211.01,196.62,209.0,208.0,208.0,208.28,208.0,208.0,207.0
767,C,False,172.11,174.08,172.88,175.88,177.47,178.87,178.66,177.28,179.48,178.96,181.5,183.76,179.89,175.92,178.47
768,C,True,150.87,151.05,150.52,150.14,148.89,150.43,151.34,147.31,145.54,144.48,143.34,141.25,142.49,141.6,138.5
769,C,False,895.6,898.02,905.77,914.88,916.63,915.42,920.81,923.49,927.01,933.0,934.41,939.28,941.55,945.5,945.68
770,C,False,64.933,49.287,19.18,20.439,31.058,42.835,27.124,27.94,30.62,43.299,38.748,37.011,50.364,62.69,44.176
771,C,False,44.873,45.354,45.4,45.379,46.035,45.092,20.098,21.019,29.982,29.315,27.501,257.85,258.02,130.31,19.201
772,C,False,185.73,185.43,184.3,182.44,185.25,184.02,185.66,185.73,186.12,184.3,184.53,184.64,186.56,185.51,186.61
773,C,False,179.03,180.28,180.28,181.53,183.44,185.0,185.95,186.6,187.56,0.0,0.0,0.0,0.0,0.0,0.0
774,C,False,115.41,121.08,116.94,113.4,109.59,111.69,110.32,107.85,105.17,108.39,112.84,110.75,105.04,105.49,106.57
775,C,False,209.95,210.45,210.32,187.77,195.15,195.25,211.01,196.62,209.0,208.0,208.0,208.28,208.0,208.0,207.0
776,C,False,406.48,406.41,406.79,407.69,406.93,406.85,406.8,406.83,407.08,407.13,407.08,407.21,407.28,407.4,407.38
777,C,False,144.01,145.19,145.72,145.83,144.62,145.08,145.17,146.66,146.52,149.31,149.88,152.28,153.74,154.59,153.76
778,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
779,C,False,240.62,238.95,238.76,248.53,255.61,253.78,251.92,249.7,251.37,253.55,257.1,258.93,260.34,261.8,261.78
780,C,False,786.91,784.65,788.21,788.18,788.47,784.8,784.38,784.46,784.78,785.32,787.2,785.88,788.17,786.23,789.3
781,C,False,336.23,338.33,343.79,352.72,350.17,360.47,362.27,367.4,378.38,376.35,375.69,376.85,387.16,384.28,386.07
782,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
783,C,False,10.198,10.198,9.2195,11.18,10.44,9.2195,9.2195,9.2195,9.2195,10.198,9.2195,0.0,0.0,0.0,0.0
784,C,False,202.56,199.28,201.94,205.29,206.01,207.72,206.3,208.13,210.2,208.42,198.93,198.3,200.89,201.82,205.01
785,C,False,143.66,143.66,143.66,144.53,144.53,143.18,143.18,143.59,143.59,144.47,144.47,144.47,144.47,143.13,144.01
786,C,False,205.41,208.06,210.83,202.24,205.49,212.94,213.58,213.52,219.89,222.64,231.33,241.63,251.58,240.15,248.53
787,C,False,604.83,618.71,617.89,612.26,621.12,618.93,614.97,618.48,619.2,622.08,626.21,628.35,626.81,627.45,628.95
788,C,False,38.466,44.1,39.029,60.583,37.695,47.411,67.678,71.914,72.162,78.57,68.972,67.938,64.495,61.494,62.295
789,C,False,27.501,257.85,258.02,130.31,19.201,17.53,17.66,17.39,15.264,16.408,12.198,13.216,18.863,24.268,24.607
790,C,False,223.02,226.12,225.02,226.42,225.42,225.66,229.16,224.7,225.08,226.02,226.63,229.4,226.2,226.49,227.8
791,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
792,C,False,82.305,80.948,80.792,85.859,85.29,86.585,88.206,89.438,89.719,89.641,91.043,94.109,95.484,95.219,96.474
793,C,False,150.87,151.05,150.52,150.14,148.89,150.43,151.34,147.31,145.54,144.48,143.34,141.25,142.49,141.6,138.5
794,C,False,472.18,473.06,472.5,473.14,472.83,472.6,472.67,473.08,471.85,472.45,472.46,472.57,472.0,472.58,472.34
795,C,False,243.54,244.11,244.84,242.22,243.28,241.12,235.35,238.9,239.86,239.96,238.48,234.85,237.46,237.47,236.97
796,C,False,48.545,43.403,45.437,43.893,42.012,42.012,43.878,42.0,44.429,44.135,42.0,42.241,42.0,41.012,41.012
797,C,False,466.88,467.14,467.35,466.71,467.28,466.77,467.45,467.61,466.61,467.5,468.99,469.72,470.11,469.72,467.54
798,C,False,198.57,195.36,201.85,202.66,205.44,207.17,202.45,202.04,205.24,207.08,207.58,201.11,201.68,200.84,202.54
799,C,False,587.38,586.14,583.59,584.84,583.18,583.97,579.03,580.18,581.22,577.78,577.09,577.65,576.51,577.99,576.97
800,B,True,80.985,90.059,90.459,94.701,95.687,91.302,94.838,96.095,98.862,92.338,98.827,98.845,99.44,100.44,101.92
801,B,False,211.66,215.23,214.53,210.91,206.83,205.37,205.93,206.66,209.71,203.56,199.52,202.6,202.36,202.89,204.52
802,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
803,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
804,B,True,17.357,15.234,18.891,19.179,18.006,42.302,18.937,9.0531,28.544,15.869,18.714,30.024,19.367,14.628,57.877
805,B,True,94.709,93.694,90.301,90.445,91.215,89.42,83.567,81.329,87.787,83.527,84.83,81.443,80.694,82.737,82.895
806,B,False,227.63,228.54,232.02,235.1,238.01,235.64,226.88,233.41,234.37,232.31,231.72,233.49,232.15,231.32,234.93
807,B,False,423.03,423.8,423.56,423.83,423.62,423.67,423.55,423.33,423.39,423.9,424.74,423.71,423.59,423.91,423.84
808,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
809,B,False,44.407,44.407,43.417,42.426,43.566,44.407,44.407,44.553,44.553,44.721,44.721,44.721,44.911,45.891,45.706
810,B,True,472.25,478.55,482.32,487.31,493.52,496.78,501.84,500.12,506.99,510.15,520.13,520.02,521.99,523.92,524.57
811,B,False,0.0,0.0,0.0,0.0,25.456,0.0,0.0,0.0,0.0,29.53,0.0,0.0,0.0,0.0,0.0
812,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
813,B,False,70.841,86.469,87.892,55.354,81.982,82.995,47.552,47.451,84.88,88.287,86.97,84.708,83.366,82.437,81.125
814,B,False,5.6569,0.0,0.0,23.601,99.905,55.67,0.0,0.0,23.601,23.022,23.022,0.0,22.804,0.0,0.0
815,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6158,0.0,0.0,0.0,0.0,0.0,0.0
816,B,True,37.202,38.013,37.202,36.62,36.62,37.202,37.443,38.275,38.275,39.129,38.242,39.115,39.115,39.962,39.446
817,B,True,70.495,70.415,70.802,72.174,70.33,71.931,71.458,70.316,70.229,69.507,69.573,69.799,69.766,70.037,70.488
818,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.77,10.44,9.4868,0.0,0.0,0.0,0.0
819,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820,B,False,86.621,87.48,88.172,89.014,90.345,91.531,91.748,92.897,93.645,95.164,95.898,96.794,97.371,98.537,99.807
821,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822,B,True,245.38,245.14,242.72,243.44,241.65,242.43,244.66,243.48,243.64,238.28,237.1,237.33,237.44,236.85,236.98
823,B,False,64.419,65.186,64.058,64.964,67.457,66.408,67.86,71.785,69.423,68.168,69.117,71.917,74.172,77.804,73.691
824,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
825,B,True,150.63,150.23,150.68,150.95,151.74,152.89,153.06,152.76,154.31,153.98,154.99,155.67,157.12,156.97,156.43
826,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
827,B,True,97.824,98.81,99.506,100.53,99.392,99.753,100.35,100.49,99.703,101.0,99.652,101.53,102.25,102.74,98.737
828,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
829,B,True,264.29,265.26,264.88,266.1,264.58,261.17,260.92,262.05,260.37,255.39,253.49,254.08,256.33,256.07,257.15
830,B,True,327.77,329.31,329.12,329.23,332.92,344.88,341.99,342.32,348.01,350.84,354.26,356.07,363.44,367.47,369.55
831,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
832,B,False,161.51,160.27,161.61,159.49,160.32,160.85,162.65,162.22,162.47,162.25,164.37,164.64,162.28,163.58,164.87
833,B,False,97.316,98.861,100.78,101.15,100.89,98.54,94.224,94.899,93.765,93.15,90.092,93.602,94.157,96.179,98.995
834,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.033,0.0,0.0,0.0,0.0,0.0,0.0
837,B,True,79.807,81.644,79.826,78.985,75.275,76.26,82.892,79.883,77.471,82.955,88.433,81.701,76.463,63.128,75.099
838,B,True,24.187,91.782,0.0,82.65,79.534,78.601,83.71,85.197,88.377,89.902,90.213,90.267,87.269,87.6,86.813
839,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841,B,False,139.01,0.0,138.75,139.01,139.98,140.25,140.25,139.98,139.98,139.98,140.94,139.98,139.71,140.25,142.17
842,B,True,32.062,32.062,32.062,32.062,32.016,32.016,31.016,32.335,31.016,30.017,30.067,30.067,30.067,29.069,30.017
843,B,False,103.09,102.47,101.86,104.96,106.31,106.7,107.81,107.25,108.61,109.17,110.01,110.79,112.64,110.5,109.94
844,B,True,0.0,62.092,62.423,62.935,63.557,64.792,63.982,66.9,67.962,67.317,67.629,68.633,70.568,69.61,70.82
845,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846,B,True,249.99,243.12,241.57,244.67,245.91,245.51,244.24,246.04,245.38,247.07,245.83,244.55,245.42,244.97,243.99
847,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848,B,False,189.31,189.8,190.2,189.8,189.63,189.58,189.28,189.3,190.73,191.13,192.1,192.89,193.12,192.91,190.67
849,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
850,B,False,18.439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
851,B,False,544.35,540.13,546.94,558.85,558.13,559.32,554.44,554.99,566.16,565.92,565.01,567.13,560.7,567.51,564.68
852,B,False,132.6,131.4,131.73,130.19,126.41,126.5,126.87,126.78,129.6,133.5,134.35,134.62,136.81,138.1,139.19
853,B,False,61.311,60.948,64.619,65.121,67.362,68.896,68.05,68.791,69.939,69.516,68.515,68.635,67.402,67.893,66.716
854,B,False,157.44,140.0,136.45,138.27,136.88,135.17,131.01,129.82,128.93,126.62,128.28,125.92,123.59,125.13,128.44
855,B,True,0.0,0.0,0.0,0.0,0.0,0.0,124.42,26.249,0.0,0.0,16.401,0.0,0.0,98.886,97.358
856,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
857,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
858,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
859,B,False,78.339,78.343,79.405,79.31,79.62,67.922,80.509,80.523,80.281,80.281,81.253,80.281,80.281,80.281,80.523
860,B,True,0.0,97.637,97.637,98.478,111.8,113.15,113.15,114.04,114.93,115.84,117.17,117.62,117.62,119.42,120.31
861,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
862,B,False,82.152,0.0,0.0,85.212,85.212,0.0,0.0,87.144,88.142,89.14,89.14,90.139,91.088,92.087,92.087
863,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.783,0.0,0.0,0.0,0.0,0.0,0.0,0.0
864,B,False,0.0,70.838,72.863,74.33,74.33,76.485,76.485,76.485,77.897,78.645,80.808,80.808,81.566,82.329,83.738
865,B,False,125.94,125.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2195
866,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.166
867,B,False,96.928,99.197,101.57,103.44,97.502,95.486,100.44,96.414,103.03,102.71,103.05,102.59,104.06,105.82,108.02
868,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
869,B,False,29.744,30.908,29.48,30.052,25.028,28.364,28.331,27.205,30.131,28.926,31.061,32.112,31.916,31.713,33.445
870,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.847,22.472,22.472,21.541
871,B,False,80.425,80.056,79.61,79.575,79.688,78.996,78.883,78.674,79.07,79.57,80.392,80.992,82.509,82.329,83.029
872,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
873,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
874,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
875,B,False,48.021,103.57,45.793,47.17,47.17,47.17,45.793,45.793,45.793,45.793,46.325,46.872,0.0,0.0,0.0
876,B,True,157.57,157.9,158.31,156.75,157.44,157.34,156.53,157.01,155.45,154.28,152.54,152.83,153.22,154.21,153.36
877,B,False,180.93,186.39,190.92,192.54,194.97,195.75,191.78,188.24,183.91,186.28,186.64,192.44,180.22,175.33,174.37
878,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
879,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
880,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
881,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
882,B,False,270.63,271.85,272.13,269.63,272.48,276.77,275.15,276.16,274.04,278.29,276.68,279.83,278.31,280.68,282.69
883,B,False,51.258,26.541,6.0828,0.0,15.0,0.0,0.0,0.0,12.166,41.067,0.0,13.153,51.151,0.0,0.0
884,B,False,0.0,0.0,26.823,35.171,38.471,37.397,38.93,37.227,35.44,35.44,35.894,36.553,36.62,0.0,38.013
885,B,True,301.33,305.91,261.16,287.9,321.3,298.3,285.6,288.37,291.65,328.18,325.89,321.34,303.23,350.98,29.155
886,B,False,9.4868,8.544,8.9443,8.9443,8.9443,8.2462,0.0,0.0,0.0,0.0,8.6023,9.2195,8.6023,8.9443,8.9443
887,B,True,57.544,47.316,33.056,16.125,34.113,16.643,34.485,33.246,35.542,15.811,16.643,16.643,39.911,43.366,52.279
888,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3852
889,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
890,B,False,395.57,412.2,412.15,450.61,446.03,400.17,72.784,81.896,85.355,89.347,120.62,118.27,114.59,102.34,102.44
