,FLARE_TYPE,COINCIDENCE,MEANJZD_1,MEANJZD_2,MEANJZD_3,MEANJZD_4,MEANJZD_5,MEANJZD_6,MEANJZD_7,MEANJZD_8,MEANJZD_9,MEANJZD_10,MEANJZD_11,MEANJZD_12,MEANJZD_13,MEANJZD_14,MEANJZD_15
1238,B,False,0.71402,0.27102,0.24103,0.15152,0.11316,-0.18273,-0.44826,0.11811,0.049727,-0.36331,0.25063,-0.25421,0.075644,-0.16633,0.29625
1239,B,False,-0.037656,-0.12924,-0.046675,-0.088855,0.011945,-0.09017,-0.066593,0.097036,-0.067733,-0.068174,-0.080719,-0.13133,-0.044524,-0.17455,-0.1441
1240,B,False,0.10865,-0.0023233,0.083159,0.17076,0.058775,0.21561,0.14795,0.06343,0.12369,0.041739,0.074595,0.042064,0.066859,0.14391,0.082905
1241,B,False,0.31197,0.40295,0.43943,0.3506,0.3603,0.32846,0.36619,0.28487,0.2578,0.3995,0.38534,0.31541,0.38264,0.44499,0.40019
1242,B,False,0.33155,0.29594,0.64473,0.38452,0.3741,0.13748,0.17875,0.16515,-0.31961,-0.58008,-0.45001,-0.44092,-0.6912,-0.51167,-0.43787
1243,B,True,-0.38455,-0.24589,-0.20964,-0.226,-0.38066,-0.31479,-0.6127,-0.52334,-0.63689,-0.46037,-0.67383,-0.70451,-0.51271,-0.60921,-0.68956
1244,B,False,-0.1127,-0.15224,-0.093768,-0.071349,-0.079092,-0.041037,-0.047522,-0.053467,-0.072884,-0.11644,-0.045131,-0.10232,-0.11617,-0.22306,-0.20899
1245,B,False,-0.10767,0.25459,-0.0071683,-0.1727,-0.11952,-0.26233,-0.17335,-0.2339,-0.25543,-0.12861,-0.16835,-0.0771,-0.075759,-0.28796,-0.081513
1246,B,False,0.29845,0.35813,0.2463,0.20386,0.31418,0.21197,0.23932,0.17337,0.25725,0.14717,0.146,0.40147,0.20957,0.38367,0.19032
1247,B,False,-0.64357,-0.69148,-0.28884,-0.41155,-0.687,-0.74187,-0.22197,-0.22177,-0.36683,-0.13017,-0.038945,0.00032396,0.70743,0.010866,-0.033201
1248,B,False,0.17399,0.14832,0.13619,0.12926,0.047605,0.22763,0.15833,0.14098,0.096509,0.021764,0.12484,0.28379,0.18984,0.23363,0.10098
1249,B,True,0.90321,0.78931,0.69819,0.46352,0.41333,0.49829,0.57013,0.54126,0.55894,0.67179,0.58692,0.55865,0.50022,0.55859,0.41569
1250,B,False,0.4912,0.53266,0.43626,0.47014,0.46019,0.42371,0.4866,0.472,0.44496,0.5246,0.47503,0.41233,0.71399,0.41425,0.49621
1251,B,False,0.12735,0.14293,0.19244,0.18172,0.26514,0.28069,0.35356,0.26924,0.33614,0.39945,0.36891,0.30077,0.34305,0.31185,0.28116
1252,B,False,-0.070721,-0.080895,-0.17402,-0.14208,-0.13166,-0.08527,-0.034061,-0.10711,-0.14791,-0.12863,-0.18432,-0.18943,-0.13891,-0.13259,-0.078829
1253,B,False,-0.051773,-0.24936,-0.25523,-0.30833,0.03926,0.029791,-0.19362,-0.086989,-0.3025,-0.15391,-0.2078,-0.040048,-0.086348,-0.18967,-0.21756
1254,B,False,0.57624,0.44142,0.29414,0.48614,0.26987,0.14626,0.47562,0.54771,0.48849,0.35872,0.41017,0.16526,0.26336,0.42021,0.33886
1255,B,False,0.49028,0.4206,0.36974,0.40462,0.50316,0.38311,0.44093,0.46544,0.52807,0.38451,0.45431,0.48527,0.53743,0.4737,0.43133
1256,B,True,0.49153,0.44677,0.49794,0.47406,0.45542,0.45557,0.49207,0.39059,0.25429,0.30928,0.28259,0.34088,0.30019,0.26966,0.21268
1257,B,False,0.11854,0.20062,0.26825,0.28111,0.34495,0.13919,0.40566,0.015122,0.082713,0.050675,-0.16859,-0.19918,-0.38556,-0.49753,-0.38972
1258,B,False,0.1413,0.14469,0.38267,0.13525,0.26504,0.3822,0.46009,0.40847,0.4845,0.49806,0.65649,0.36014,0.6064,0.64191,0.6056
1259,B,False,-0.06421,-0.11159,-0.034034,0.018475,-0.084405,-0.053152,-0.066659,0.031176,-0.1288,-0.0020858,-0.048619,-0.043286,-0.035869,0.056349,-0.064001
1260,B,False,0.57228,0.37897,0.52033,0.3921,0.64064,0.74866,0.30898,0.47622,0.86037,0.2664,0.77685,0.41821,0.44435,0.59363,0.24678
1261,B,False,-0.052028,0.010431,0.20021,0.10589,-0.05334,0.034752,-0.043764,0.0044975,0.00051935,0.012337,0.062462,0.071778,-4.5101e-05,0.076252,-0.055631
1262,B,False,0.24469,0.20388,0.26218,0.38246,0.34052,0.4761,0.4196,0.29562,0.20562,0.16331,0.25129,0.15311,0.1355,0.15707,0.16896
1263,B,False,-0.096613,-0.099815,-0.12797,-0.12083,-0.084189,-0.067991,-0.023679,0.019133,-0.082346,-0.077977,-0.13533,-0.14793,-0.12084,-0.098588,-0.013273
1264,B,False,-0.048398,-0.066359,0.033022,0.038817,-0.065763,0.010426,-0.027284,-0.04714,-0.066819,-0.013698,-0.077676,-0.078616,-0.070508,-0.094521,-0.095904
1265,B,False,0.12871,0.11969,0.22451,0.26354,0.21823,0.14219,0.17831,0.2983,0.21965,0.16636,0.01708,0.14163,0.010389,-0.021929,0.10446
1266,B,False,0.53678,0.71491,0.38651,-0.23069,0.048078,0.48286,0.71223,0.079289,0.36761,0.23411,0.50783,0.68229,0.50442,0.24883,0.34909
1267,B,False,0.013134,0.36967,0.13888,-0.1032,-0.066151,-0.091058,-0.31353,-0.070625,-0.1047,-0.024981,-0.11928,-0.092902,0.096881,-0.2441,-0.39709
1268,B,False,-0.057712,-0.030898,-0.20145,-0.24033,-0.29219,-0.30202,-0.25725,-0.17664,-0.10384,-0.20964,-0.086303,-0.12339,-0.071908,-0.098004,-0.067291
1269,B,False,0.15119,0.027532,0.064875,0.049978,0.14349,0.10555,0.10361,0.16877,0.12023,0.094153,0.11513,0.14675,0.20039,0.18591,0.079595
1270,B,False,-0.88339,-0.91209,-0.065376,-1.3027,0.39469,0.73113,0.84067,0.42674,0.46889,0.87822,0.7195,0.2835,0.73536,0.15311,-0.022209
1271,B,False,-0.33403,-0.27819,-0.28049,-0.29674,-0.20861,-0.35151,-0.41132,-0.43296,-0.45141,-0.4738,-0.31691,-0.27146,-0.36308,-0.29385,-0.31131
1272,B,False,0.37302,0.33821,0.31878,0.32373,0.37991,0.47115,0.42802,0.46063,0.37681,0.37446,0.44121,0.60415,0.56638,0.4937,0.48731
1273,B,False,0.13848,-0.049951,-0.07291,-0.18752,-0.095385,0.028951,-0.038637,-0.033497,-0.015135,-0.036046,0.065212,0.047941,0.028277,0.14529,0.10973
1274,B,False,-0.048699,-0.064879,-0.016414,-0.11202,-0.16198,-0.076624,-0.13249,-0.1494,-0.083873,-0.12691,-0.23341,-0.072915,-0.14072,-0.068302,0.025725
1275,B,False,0.015719,0.19781,0.26525,-0.011089,0.082132,0.081038,-0.01505,0.17488,0.014757,0.0783,0.34315,0.22509,0.34171,0.63156,0.27587
1276,B,True,-0.22342,-0.21882,-0.24358,-0.22383,-0.19164,-0.12647,-0.16346,-0.18618,-0.11553,-0.14622,-0.078165,-0.081069,-0.043499,-0.036212,-0.053629
1277,B,True,-0.49164,-0.26978,-0.25742,-0.70804,-0.37683,-0.57481,-0.52658,-0.52464,-0.51276,-0.28394,-0.80208,-0.52652,-0.72759,-0.50523,-0.22988
1278,B,True,-4.6184,-1.3448,0.55373,-0.2085,2.0127,3.2331,2.0926,2.1974,1.9712,2.8889,2.5748,2.7857,-0.19042,-0.18763,-1.5158
1279,B,False,0.10497,0.080203,0.0082903,0.052462,-0.075334,-0.016776,0.065451,-0.072942,-0.051721,-0.041913,-0.0094577,-0.040551,0.11498,-0.014278,0.058025
1280,B,False,-0.014699,-0.13542,-0.11912,0.13674,0.047169,0.084916,0.18069,0.27703,0.22045,0.24529,0.20951,0.23817,0.24068,0.20144,0.27924
1281,B,False,-0.27002,-0.24708,-0.083265,-0.1703,-0.22997,-0.2476,-0.31645,-0.17401,-0.34952,-0.35073,-0.53201,-0.39392,-0.26698,-0.25133,-0.25054
1282,B,False,0.52437,0.49153,0.44677,0.49794,0.47406,0.45542,0.45557,0.49207,0.39059,0.25429,0.30928,0.28259,0.34088,0.30019,0.26966
1283,B,False,0.064999,0.0023145,-0.02721,-0.0015729,0.13897,-0.14614,0.071015,0.12425,0.25594,0.18073,0.18877,0.19561,0.17201,0.17933,-0.031258
1284,B,False,-0.071779,-0.01995,-0.28096,-0.20664,-0.20527,-0.29094,-0.17742,-0.22918,0.026839,-0.28568,-0.11828,-0.056759,-0.11238,-0.13065,-0.23845
1285,B,False,-0.29752,-0.26625,-0.30113,-0.19642,-0.22943,-0.22708,-0.1714,-0.21547,-0.24439,-0.32465,-0.2072,-0.26969,-0.18596,-0.22119,-0.22243
1286,B,False,0.19418,0.19706,0.1154,0.10848,0.032241,0.073244,0.30958,0.28715,0.22641,0.3016,0.14036,0.23206,0.15522,0.14949,0.33609
1287,B,False,0.20862,0.21963,0.21423,0.28038,0.25489,0.27823,0.24025,0.2385,0.23506,0.28031,0.33691,0.43691,0.39707,0.3985,0.34155
1288,B,False,0.45767,0.44121,0.28213,0.68445,0.0051013,0.32003,0.29364,0.16031,0.30857,0.2156,0.19522,0.59453,0.22976,0.41551,0.17763
1289,B,False,0.49776,0.48356,0.39844,0.28636,0.38098,0.44668,0.37025,0.68553,0.55453,0.3932,0.39128,0.58188,0.33576,0.23171,0.13156
1290,B,False,-0.06361,-0.07998,-0.10571,-0.05978,-0.10082,-0.097762,-0.13145,-0.1177,-0.11977,-0.10371,-0.14996,-0.14831,-0.21178,-0.16555,-0.19213
1291,B,False,0.072121,-0.087936,-0.17419,-0.079955,-0.042568,-0.1959,-0.21143,-0.24317,-0.2464,-0.33753,0.079712,1.1405,-0.75906,0.12275,-0.50682
1292,B,False,-0.18153,-0.21598,-0.14544,-0.1719,-0.13107,-0.0048764,-0.030675,-0.15425,-0.12416,-0.21934,-0.065763,-0.014665,-0.067476,-0.080982,-0.010249
1293,B,False,-0.2011,-0.15807,-0.12822,-0.22528,-0.20861,-0.20517,-0.20594,-0.15022,-0.17247,-0.18854,-0.26979,-0.25966,-0.17277,-0.14248,-0.19393
1294,B,False,-0.045576,-0.1609,-0.039808,0.15337,0.20527,0.074544,0.0064737,0.12552,0.31147,0.10752,0.28014,0.28357,0.28284,0.31482,0.26525
1295,B,False,0.0019674,0.039472,-0.09746,-0.069374,-0.074159,-0.11381,-0.15193,-0.1536,-0.053383,-0.04925,-0.14979,-0.17573,-0.30944,-0.24069,-0.10652
1296,B,False,0.40435,0.2835,0.76358,0.75971,0.9525,1.3801,1.2719,1.0578,0.80361,0.5568,0.24035,0.073636,0.46363,0.58385,0.23434
1297,B,False,-0.17081,-0.050522,-0.21054,-0.32952,-0.30537,-0.48855,-0.37208,-0.12553,-0.21373,-0.42791,-0.5167,-0.1584,-0.17365,-0.31918,-0.20043
1298,B,False,0.074883,0.052081,0.10394,-0.054447,-0.034954,-0.018824,-0.12131,-0.28911,-0.070881,-0.044093,-0.020943,-0.079584,-0.088113,0.0015648,0.085105
1299,B,False,-0.040194,-0.061937,-0.086083,-0.077661,0.027237,-0.0044189,-0.029717,0.03938,0.019431,0.028475,-0.0083477,0.01993,0.077805,-0.012479,-0.033454
1300,B,False,-0.29792,-0.32322,-0.31688,-0.2966,-0.26884,-0.28167,-0.24148,-0.16471,-0.23973,-0.186,-0.14468,-0.096832,-0.076644,-0.028745,-0.061393
1301,B,False,-0.25943,-0.31989,-0.40275,-0.29822,-0.54625,-0.058335,-0.69809,-0.42414,-0.82025,-0.16226,0.1088,-0.09464,-0.25115,-0.16008,-0.56177
1302,B,False,-0.10943,-0.10585,-0.11048,-0.15072,-0.06208,-0.050051,-0.05592,-0.026117,0.039471,0.071981,0.036794,-0.07309,-0.090856,-0.078502,-0.060147
1303,B,False,0.13713,0.010374,-0.061214,0.018249,0.035467,-0.07679,0.053047,-0.04967,0.0099894,0.062548,0.045137,-0.080737,0.046177,-0.052666,-0.12541
1304,B,True,0.097333,0.096655,0.047372,-0.01943,0.025912,0.066022,-0.00093073,0.060685,-0.054773,-0.13334,-0.052118,0.08355,-0.010812,-0.041631,0.0027249
1305,B,False,0.6639,0.43858,0.37943,0.36006,0.40383,0.51585,0.40011,0.30135,0.33518,0.22347,0.18637,0.2106,0.27529,0.21184,0.12554
1306,B,False,-0.013083,-0.065363,-0.06194,0.078814,0.0082871,0.074137,0.16204,0.093299,0.079366,0.063352,0.072189,0.097123,0.060281,0.14713,0.095919
1307,B,False,0.063331,0.030044,0.14446,0.11506,0.096659,0.15502,0.17661,0.15276,0.11279,0.088683,-0.0054826,-0.13913,-0.0594,0.0092329,0.051157
1308,B,False,-0.13815,0.09486,-0.025643,0.11263,-0.20501,-0.11633,-0.021072,-0.047913,-0.2583,-0.22398,-0.22279,-0.38419,-0.25024,-0.27812,-0.11791
1309,B,False,-0.33583,-0.12607,-0.24112,0.12071,-0.013413,0.051202,0.066548,0.16563,-0.038308,-0.051459,-0.124,-0.26872,-0.3031,-0.37855,-0.23083
1310,B,False,0.078256,0.076157,0.028577,0.078533,0.072233,0.055067,0.075345,0.059149,0.13971,0.10977,0.060762,0.036225,-0.044143,-0.022554,-0.012636
1311,B,False,0.0,0.0,0.0,0.0,0.0,-0.4396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1312,B,True,-0.16354,-0.23197,-0.18328,-0.10927,-0.091383,-0.15543,0.11202,-0.043789,0.0819,0.062965,0.0034123,0.00029977,0.16299,-0.0070175,0.070196
1313,B,False,-0.013205,-0.074593,0.0054102,-0.06279,-0.093294,-0.026774,-0.020376,-0.12745,-0.069474,-0.017035,-0.079019,0.067982,0.04085,-0.089839,-0.1096
1314,B,False,-0.14256,-0.12851,-0.17981,-0.067013,-0.13463,-0.21662,-0.17552,-0.21505,-0.26523,-0.28742,-0.22465,-0.37015,-0.31745,-0.28202,-0.28977
1315,B,False,-0.15811,-0.18432,-0.13432,-0.11412,-0.2141,-0.11835,-0.1006,-0.13478,-0.15412,-0.12876,-0.18551,-0.092744,-0.12968,-0.084231,-0.128
1316,B,True,0.0088751,0.46975,0.88104,-0.33775,0.69023,0.5807,0.54156,-0.37874,-0.34906,0.045194,0.11386,0.14404,0.52636,0.3587,0.003305
1317,B,True,-0.10062,-0.018714,-0.40006,-0.46274,0.017765,0.10831,0.49224,0.50365,0.76439,0.99948,0.25871,0.44534,0.10841,-0.12584,0.32647
1318,B,False,0.62889,0.81223,0.24763,0.5178,0.13313,0.40435,0.2835,0.76358,0.75971,0.9525,1.3801,1.2719,1.0578,0.80361,0.5568
1319,B,False,0.0021131,0.0087092,0.038232,0.025088,0.03465,0.063504,0.12444,0.10901,0.14656,0.0091497,-0.0034151,0.055057,0.00017849,0.030127,0.027778
1320,B,False,-0.093356,0.041515,0.010825,0.17433,0.088281,0.1612,-0.047955,0.032043,0.075965,0.035366,-0.14539,-0.12748,0.01864,-0.11087,0.12015
1321,B,True,0.45492,0.76544,0.86547,0.32067,-0.19717,0.56019,0.74221,0.62935,0.8061,0.43603,0.62622,0.082146,0.090933,0.34529,0.59282
1322,B,False,-0.2036,-0.36242,-0.25619,-0.33067,-0.28593,-0.1752,-0.22777,-0.17483,-0.12855,-0.10377,-0.091788,-0.18274,-0.11835,-0.13137,-0.15301
1323,B,False,0.23733,0.32157,0.3662,0.29168,0.17222,0.14833,0.23058,0.26025,0.25808,0.29534,0.1983,0.2018,0.23964,0.22261,0.24313
1324,B,False,0.11227,0.18471,0.077247,0.093928,0.08125,0.20049,0.14478,0.15369,0.18906,0.10276,0.19661,0.23006,0.20738,0.21603,0.16313
1325,B,False,1.0423,0.85553,1.3949,0.99216,1.2058,0.84793,0.99989,0.87169,0.87769,0.67565,0.53706,1.23,0.62019,0.75119,1.5388
1326,B,True,0.03607,0.17539,0.13321,0.24776,0.35785,0.27156,0.38677,0.10573,0.11038,0.18859,0.092174,0.36249,0.20566,0.39843,0.23398
1327,B,True,-1.0055,-0.80556,-1.0118,-0.46174,-0.3642,-0.3762,-0.4361,-0.57827,-0.24321,-0.17938,-0.47294,-0.16395,-0.38378,-0.12443,-0.42142
1328,B,True,-0.13001,-0.14808,-0.16359,-0.21777,-0.13994,-0.10575,-0.0052905,-0.039984,-0.055653,-0.067607,-0.2081,-0.021717,-0.03246,0.078482,-0.067252
1329,B,True,0.44882,0.37499,0.34264,0.20657,0.44626,0.3734,0.35891,0.28279,0.32293,0.21797,0.3372,0.25601,0.23645,0.33674,0.26367
1330,B,False,-0.23636,0.015594,0.046923,-0.16632,-0.30474,-0.46099,-0.4539,-0.3979,-0.33756,-0.73448,-0.68143,-0.73768,-0.77657,-0.88506,-0.89747
1331,B,False,0.18741,-0.14443,-0.048559,-0.054419,-0.10334,0.059082,-0.11868,0.0537,0.12352,-0.077493,0.010601,-0.11115,0.0056966,-0.10842,-0.036125
1332,B,False,0.074208,0.18442,0.20654,-0.1678,0.1133,0.066938,-0.032997,0.0050684,0.19946,0.061768,-0.020114,0.24664,0.16347,0.25952,0.16751
1333,B,False,0.15692,0.010913,0.015098,0.10241,0.16129,0.082191,0.080268,0.14917,0.00050949,0.10732,-0.02363,0.10881,0.069567,0.14729,0.21978
1334,B,True,-0.029278,-0.098054,-0.03455,0.021272,-0.016363,-0.049554,-0.042965,0.02784,-0.028586,-0.020785,0.028981,0.0052885,-0.018392,0.010307,0.021157
1335,B,False,0.6193,0.83465,0.70061,0.60617,0.61565,0.6369,0.61532,0.54213,0.50666,0.50587,0.61431,0.60278,0.53473,0.58824,0.53374
1336,B,False,1.0925,1.1862,1.1963,1.1679,1.1054,0.77194,1.0455,1.2472,0.89417,0.98129,1.0162,0.7256,0.80293,0.7947,0.77785
1337,B,False,-0.24538,-0.30674,-0.29369,0.027964,-0.06451,-0.11957,0.11377,0.082365,-0.46456,-0.03645,0.12611,-0.022836,-0.29275,-0.085859,-0.0065123
1338,B,False,-0.45658,-0.35406,-0.33694,-0.1915,-0.43575,-0.15857,-0.2647,-0.10305,-0.1098,-0.087187,-0.005002,0.080455,-0.18644,0.09532,-0.19153
1339,B,True,-0.23865,-0.28376,-0.23614,-0.31187,-0.35151,-0.18971,-0.41989,-0.31821,-0.25935,-0.23298,-0.14714,-0.10028,0.046725,-0.23312,-0.23006
1340,B,False,0.20287,0.15445,0.16751,0.20591,0.2352,0.17562,0.19775,0.15255,0.15621,0.17201,0.198,0.12396,0.19576,0.21038,0.20248
1341,B,False,-1.9248,0.046824,0.037614,0.70789,0.80707,0.55739,0.63975,0.66113,0.39159,0.47023,0.36773,0.4707,0.51068,0.52468,0.80977
1342,B,False,0.12466,0.26181,0.33512,0.23959,0.22266,0.12832,0.13597,0.14445,0.15607,0.12857,0.27596,0.24218,0.10134,0.19201,0.13216
1343,B,False,0.25204,0.25701,0.27559,0.29122,0.23893,0.17794,0.16949,0.16148,0.16481,0.083203,0.018007,0.14968,0.12322,0.30616,0.14547
1344,B,False,-0.17477,-0.17329,-0.12347,-0.18976,-0.16395,-0.21427,-0.2476,-0.18298,-0.1385,-0.1,-0.095513,-0.14167,-0.033313,-0.054982,-0.090709
1345,B,True,0.47166,0.479,0.69525,0.69013,0.73868,0.48161,0.98777,0.71674,1.0084,1.0531,0.80323,0.76678,0.68374,0.93834,0.52672
1346,B,False,-0.072165,-0.050935,-0.012459,0.036277,-0.0035795,-0.029207,-0.0087323,0.014167,0.039544,0.041478,0.027359,0.0021253,-0.041458,-0.0049973,-0.037425
1347,B,True,-0.2429,-0.22971,-0.26762,-0.25641,-0.2992,-0.20701,-0.19404,-0.18072,-0.21275,-0.1771,-0.22086,-0.29751,-0.22107,-0.18238,-0.17257
1348,B,False,-0.067723,-0.0041016,-0.11236,-0.11157,-0.12725,-0.12786,-0.031014,-0.14615,-0.10991,-0.14767,-0.10294,-0.16431,-0.059853,-0.087084,-0.20463
1349,B,False,1.2716,1.4176,1.4574,0.77617,1.1222,1.0348,0.8807,0.731,1.1148,0.92303,0.58949,1.084,0.90572,0.9751,0.68761
1350,B,False,0.82751,0.85962,0.91319,0.88457,0.71271,0.69158,0.69691,0.60332,0.62612,0.62165,0.49725,0.43666,0.41962,0.34369,0.26781
1351,B,False,-0.36116,-0.7564,-0.49703,0.0071554,0.095334,-0.18557,0.44825,-0.14342,-0.12601,0.082295,-0.24926,-0.11842,-0.16129,-0.28662,-0.051968
1352,B,False,-0.20671,-0.079016,-0.12674,-0.14077,-0.20969,-0.14635,0.0055931,0.031388,0.034945,-0.036961,0.17309,0.1309,0.04192,0.17046,0.52323
1353,B,False,0.5486,0.95991,0.55851,0.49187,0.47722,0.69588,1.0952,0.64157,0.82117,0.75876,0.91537,0.68143,0.6485,1.0933,0.94939
1354,B,False,0.058815,0.030593,0.080602,0.064192,-0.091784,-0.15239,-0.08976,0.085646,-0.065817,-0.11088,0.32549,0.15697,0.017323,0.055386,0.17943
1355,B,False,-0.31544,-0.12898,-0.1605,-0.068119,-0.075006,-0.39595,-0.14101,-0.22263,-0.010202,-0.15674,-0.083505,0.19204,0.17976,0.25292,-0.088756
1356,B,False,0.37491,0.36714,0.35904,0.31877,0.33898,0.19824,0.29399,0.34232,0.28292,0.26952,0.33511,0.22121,0.39963,0.32283,0.33954
1357,B,False,0.2396,0.27559,0.2939,0.21034,0.2304,0.27046,0.26322,0.26994,0.29329,0.2606,0.22912,0.20162,0.24029,0.17587,0.13143
1358,B,False,-0.19131,-0.27627,-0.13837,-0.2434,-0.21639,-0.29557,-0.41411,-0.35902,-0.36813,-0.414,-0.55245,-0.35708,-0.51376,-0.43789,-0.48417
1359,B,False,-0.051201,-0.039615,-0.044354,-0.070788,0.10426,-0.0021635,-0.057845,-0.018212,-0.12474,0.0016028,0.015745,-0.060519,-0.063149,-0.056484,-0.17601
1360,B,False,0.4558,0.5715,1.0513,0.81958,0.51179,0.39987,0.53691,0.3371,0.66638,0.5053,0.68835,0.89279,0.73844,0.74804,0.69764
1361,B,False,0.17346,0.33107,0.28457,0.22966,0.082392,0.046344,-0.054533,0.30371,0.19948,0.24787,0.14616,0.20637,0.13037,0.033157,0.21763
1362,B,False,-0.18203,-0.18225,-0.18599,-0.18349,-0.32527,-0.17274,-0.15334,-0.20172,-0.27176,-0.22892,-0.26133,-0.18764,-0.26726,-0.17809,-0.18535
1363,B,False,0.077187,0.018485,0.0038251,-0.07507,-0.10097,-0.02285,0.064874,0.12059,0.17505,0.22914,0.21694,0.27136,0.33446,0.32575,0.2637
1364,B,True,0.63497,0.54967,0.53227,0.44885,0.17986,0.30751,0.53107,0.37628,0.16569,0.19346,0.20057,0.085186,0.27754,0.30213,0.42261
1365,B,False,-0.086708,-0.045715,-0.07233,-0.046154,-0.069245,-0.056318,-0.070853,-0.051388,-0.095969,-0.0933,-0.065542,-0.053665,-0.093694,-0.086739,-0.053016
1366,B,True,0.19819,0.0046175,0.20219,0.035172,0.18579,0.45734,0.20318,0.32601,-0.065168,0.21973,-0.070859,-0.0043691,-0.094212,-0.28232,0.028039
1367,B,True,0.46471,0.63886,0.55595,0.57819,0.5486,0.95991,0.55851,0.49187,0.47722,0.69588,1.0952,0.64157,0.82117,0.75876,0.91537
1368,B,True,-0.25603,-0.12834,-0.24702,0.27691,0.16738,0.12654,0.057521,-0.30731,-0.42167,-0.34417,-0.39246,-0.47728,0.11896,0.0067418,0.068626
1369,B,False,-0.16864,-0.53114,-0.27986,-0.20486,0.091999,0.20753,0.03567,0.39206,0.049774,-0.033878,-0.037794,0.45897,0.11878,-0.20101,0.46696
1370,B,False,0.010427,-0.0024248,0.047549,-0.051468,-0.045113,-0.001015,-0.20208,-0.14582,-0.31166,-0.12337,-0.077409,-0.16424,-0.16354,0.06205,-0.018138
1371,B,False,-0.063257,-0.078489,-0.034323,-0.07019,-0.16253,-0.013618,0.036369,0.013039,-0.025304,0.072987,-0.1802,-0.029807,0.0060961,-0.050634,-0.075908
1372,B,False,-0.12812,-0.17672,-0.12759,-0.12848,-0.16411,-0.090399,-0.063813,-0.082564,-0.057561,-0.055044,-0.091447,-0.079035,-0.091197,-0.035298,-0.030566
1373,B,False,-0.15048,-0.10174,-0.11092,-0.21849,-0.036884,0.033909,0.17539,-0.043842,-0.083123,0.020875,-0.13627,0.06177,0.1487,0.041722,-0.084399
1374,B,False,-0.13412,-0.099216,-0.12213,-0.13229,-0.10291,-0.10005,-0.13766,-0.12878,-0.024,-0.045497,-0.044361,-0.057762,-0.058263,-0.057264,-0.095092
1375,B,False,0.2704,0.21184,0.17423,0.16903,0.24535,0.22007,0.12339,0.071961,0.15411,0.039512,0.18752,0.11615,0.0538,0.095007,0.13406
1376,B,False,-0.14781,-0.14077,-0.11051,-0.11699,-0.15607,-0.14018,-0.12694,-0.15427,-0.19314,-0.19284,-0.14179,-0.17477,-0.15088,-0.20166,-0.18949
1377,B,False,-0.12372,0.48733,1.0814,-0.62363,0.72335,-0.12321,-0.18207,-0.036498,-0.40521,0.4398,0.59832,0.47243,-0.073738,0.27858,0.44386
1378,B,False,0.21515,0.16298,0.13921,0.094875,0.15344,0.14704,0.15494,0.19185,0.10431,0.14545,0.15282,0.15023,0.15166,0.16337,0.084922
1379,B,False,-0.10433,-0.10889,-0.14079,-0.10734,-0.11674,-0.064761,-0.11678,-0.16002,-0.10347,-0.13865,-0.13437,-0.1923,-0.17893,-0.15261,-0.16413
1380,B,False,0.36884,0.34056,0.25707,0.27243,0.27076,0.28797,0.34896,0.3853,0.33433,0.29226,0.28552,0.36224,0.36028,0.23917,0.28457
1381,B,False,-0.33753,0.079712,1.1405,-0.75906,0.12275,-0.50682,-0.041316,-0.4091,0.50355,-0.32328,-0.79793,-0.65014,-1.601,-0.52831,-1.527
1382,B,False,0.18393,0.2732,0.22536,0.22245,0.11294,0.15342,0.44013,0.42568,0.37539,0.33044,0.47383,0.44634,0.28217,0.35177,0.28089
1383,B,False,-0.075353,-0.059528,-0.094995,-0.095395,-0.0909,-0.099181,-0.12437,-0.041453,-0.089684,-0.085247,-0.11152,-0.10453,-0.10022,-0.12414,-0.13891
1384,B,False,0.26412,0.11499,0.13642,0.0083389,0.011371,-0.045192,-0.16974,-0.056265,-0.04984,-0.10189,-0.10275,-0.031443,-0.035865,-0.020025,0.029331
1385,B,False,1.2934,0.63553,0.94774,0.25689,1.201,1.4439,1.2766,0.74969,0.91675,1.1222,1.2214,0.90341,1.4787,1.7971,2.0306
1386,B,False,0.090267,0.053774,0.051312,0.056977,0.34372,0.19217,0.15615,0.058675,0.2502,0.15366,0.24663,0.33501,0.21076,0.15327,0.2812
1387,B,False,-0.14613,-0.11077,-0.13731,-0.11288,-0.10439,-0.08695,-0.12895,-0.1709,-0.11637,-0.092601,-0.079702,-0.089762,-0.10364,-0.13411,-0.17644
1388,B,False,0.058167,-0.010126,-0.015486,0.00070181,-0.079406,-0.040009,0.045718,0.0051931,0.043843,0.057883,0.035849,0.094737,0.11172,0.01587,0.033265
1389,B,False,-0.44886,-0.28157,-0.26083,-0.44403,-0.25568,-0.38474,-0.19263,-0.38697,-0.42361,-0.40876,-0.10128,-0.14762,-0.15822,-0.21266,-0.19668
1390,B,False,-0.080559,-0.048834,-0.068227,-0.071474,-0.058675,-0.14567,-0.22135,-0.18065,-0.20937,-0.2147,-0.19491,-0.06684,-0.086114,-0.11567,-0.049445
1391,B,False,0.39074,0.31834,0.36944,0.41522,0.30955,0.44079,0.52319,0.41592,0.53025,0.60508,0.57074,0.40754,0.36957,0.41233,0.29701
1392,B,False,0.16378,0.16634,0.19414,0.20366,0.19392,0.20997,0.12287,0.19779,0.19289,0.22303,0.22249,0.2453,0.31215,0.35156,0.31474
