,FLARE_TYPE,COINCIDENCE,AREA_ACR_1,AREA_ACR_2,AREA_ACR_3,AREA_ACR_4,AREA_ACR_5,AREA_ACR_6,AREA_ACR_7,AREA_ACR_8,AREA_ACR_9,AREA_ACR_10,AREA_ACR_11,AREA_ACR_12,AREA_ACR_13,AREA_ACR_14,AREA_ACR_15
0,X,False,942.44,945.31,946.55,947.42,946.52,952.37,956.45,961.74,962.37,964.36,967.04,972.08,974.66,977.48,987.6
1,X,False,1395.5,1401.9,1407.3,1400.0,1403.0,1400.9,1394.0,1391.5,1393.2,1402.8,1403.5,1403.3,1407.7,1406.7,1407.3
2,X,False,1095.0,1098.4,1088.3,1080.2,1072.5,1068.5,1067.0,1065.7,1060.9,1067.1,1068.1,1057.4,1055.7,1049.4,1048.0
3,X,False,1386.9,1386.2,1382.2,1379.6,1383.7,1374.7,1375.0,1373.1,1367.6,1366.2,1370.8,1367.5,1364.2,1355.4,1354.7
4,X,True,1212.4,1213.1,1209.6,1208.1,1209.1,1207.2,1209.3,1205.2,1198.6,1193.4,1194.3,1199.2,1194.6,1194.6,1194.3
5,X,False,2655.3,2643.5,2650.9,2666.4,2653.7,2677.6,2665.3,2675.5,2685.6,2672.9,2670.2,2676.8,2666.4,2683.9,2672.8
6,X,True,1139.0,1143.0,1148.1,1152.5,1139.4,1141.1,1151.3,1150.2,1152.7,1156.0,1161.1,1163.3,1167.0,1169.1,1171.5
7,X,False,1704.3,1713.0,1720.5,1724.5,1730.8,1737.0,1736.2,1744.9,1751.8,1754.5,1765.4,1765.0,1769.2,1771.8,1769.6
8,X,False,1737.0,1736.2,1744.9,1751.8,1754.5,1765.4,1765.0,1769.2,1771.8,1769.6,1774.8,1794.5,1803.3,1813.3,1820.7
9,X,False,4558.6,4560.0,4566.9,4569.7,4568.4,4577.0,4573.3,4577.3,4588.0,4584.5,4589.8,4576.3,4578.4,4572.3,4577.1
10,X,False,827.95,838.45,846.02,842.72,844.96,844.17,848.82,855.06,855.22,855.09,857.4,849.34,852.39,854.7,853.81
11,X,True,411.93,429.1,431.68,451.05,460.05,471.16,488.28,500.65,511.52,522.36,542.84,535.65,543.37,545.45,559.03
12,X,True,1909.1,1909.1,1930.8,1933.3,1923.0,1923.1,1911.3,1915.0,1927.2,1930.3,1925.7,1928.7,1926.2,1921.8,1917.1
13,X,False,2157.9,2143.0,2145.5,2129.3,2143.0,2130.9,2143.4,2129.2,2119.7,2153.2,2142.3,2149.7,2134.4,2145.9,2150.3
14,X,False,2338.0,2334.4,2333.7,2322.2,2331.7,2330.6,2329.5,2330.5,2341.4,2348.8,2335.4,2346.9,2346.0,2338.5,2340.2
15,X,False,2366.6,2373.5,2376.2,2379.1,2375.3,2382.6,2373.1,2373.9,2378.5,2375.9,2389.5,2388.3,2385.5,2389.6,2381.6
16,X,False,2177.5,2171.4,2176.2,2170.5,2169.6,2172.4,2156.9,2162.0,2163.1,2160.8,2153.3,2150.3,2154.7,2143.4,2143.0
17,X,False,1513.6,1504.7,1490.5,1504.4,1515.5,1520.5,1513.4,1515.6,1522.4,1530.7,1526.7,1540.3,1543.5,1549.3,1563.5
18,X,False,4538.5,4545.5,4556.8,4566.7,4556.3,4563.3,4552.4,4542.2,4552.1,4541.3,4540.3,4534.5,4523.9,4524.5,4515.7
19,X,False,89.82,89.58,103.24,108.87,112.23,116.21,127.03,146.89,148.47,172.25,184.82,196.32,216.42,228.94,239.73
20,X,False,1443.5,1410.5,1388.7,1368.6,1357.7,1313.1,1307.9,1268.6,1256.4,1215.1,1170.7,1166.5,1113.7,1130.9,1086.4
21,X,False,408.5,402.58,400.8,386.99,383.22,380.21,385.79,391.58,388.11,369.87,361.2,367.25,366.53,367.46,355.51
22,X,False,3656.5,3642.1,3649.7,3652.5,3648.5,3618.7,3639.0,3642.6,3627.4,3663.8,3640.4,3615.8,3609.5,3624.0,3618.7
23,X,True,5911.5,5936.1,5950.8,5953.5,5966.9,5943.3,5967.2,5977.6,5993.4,5987.3,6006.0,6019.0,6030.6,6029.4,6034.1
24,X,True,7153.5,7126.6,7138.2,7136.3,7138.4,7142.9,7123.0,7132.4,7127.3,7134.1,7145.1,7145.7,7145.3,7145.6,7144.8
25,X,True,6808.2,6833.4,6837.2,6823.0,6802.2,6818.7,6800.4,6793.5,6787.0,6775.5,6772.6,6789.2,6801.7,6794.2,6768.0
26,X,False,1408.9,1417.1,1412.1,1404.9,1410.3,1421.9,1411.1,1405.2,1414.8,1415.7,1421.1,1424.3,1429.1,1420.3,1424.1
27,X,False,4611.6,4591.7,4591.9,4591.2,4591.1,4591.1,4580.7,4575.2,4551.7,4530.2,4531.2,4528.6,4531.4,4518.8,4514.1
28,X,True,1213.8,1218.6,1229.8,1233.9,1236.6,1238.1,1235.1,1235.2,1248.2,1250.0,1251.1,1243.8,1245.9,1247.1,1249.6
29,X,False,188.9,215.99,242.22,259.14,277.4,306.41,320.53,342.53,365.3,380.2,402.92,428.13,443.41,468.13,494.22
30,X,True,1483.2,1492.0,1492.9,1494.1,1500.9,1491.2,1493.9,1495.1,1502.2,1502.3,1507.4,1500.1,1496.6,1499.5,1506.8
31,X,True,1506.8,1510.1,1509.8,1512.0,1516.2,1523.8,1536.0,1541.4,1540.6,1550.5,1550.6,1554.4,1556.7,1552.5,1556.2
32,X,False,1720.3,1725.2,1730.7,1735.6,1749.3,1749.7,1752.2,1757.9,1763.3,1776.5,1778.4,1783.4,1771.6,1788.2,1788.8
33,X,False,1763.1,1759.3,1756.6,1767.5,1767.5,1776.2,1764.9,1778.9,1772.9,1781.5,1789.1,1782.0,1766.0,1742.9,1732.3
34,M,False,164.03,171.01,171.18,169.53,173.93,174.22,175.39,174.06,179.17,177.46,180.69,179.62,180.73,183.35,186.05
35,M,False,48.476,50.121,51.489,51.712,53.285,60.28,68.363,70.523,79.266,81.741,84.341,85.827,94.964,91.788,86.795
36,M,False,471.86,473.45,470.63,468.91,471.01,467.64,468.27,466.94,468.47,474.34,468.43,467.53,468.07,468.53,478.99
37,M,True,63.677,65.126,61.973,61.163,63.613,60.48,61.802,65.313,65.083,63.054,68.145,68.555,67.272,65.431,66.757
38,M,False,422.14,430.61,428.99,424.92,424.41,420.07,420.92,437.04,430.28,426.21,431.96,435.4,446.71,442.76,442.94
39,M,False,528.4,515.14,514.26,518.12,516.2,510.46,510.05,520.75,523.44,525.65,520.31,515.51,524.21,520.53,514.67
40,M,False,242.96,240.66,243.66,245.29,250.75,242.25,241.13,242.16,239.23,246.74,268.4,262.21,277.66,282.63,282.99
41,M,True,301.05,302.57,302.68,309.29,315.17,318.66,321.97,325.36,333.53,341.74,343.77,351.51,355.08,358.79,362.05
42,M,True,837.61,844.88,848.57,853.25,854.26,856.14,861.7,863.81,871.75,879.8,882.63,885.37,890.22,887.46,885.0
43,M,False,348.72,356.13,351.15,358.8,356.2,360.24,368.74,377.71,389.7,398.77,413.02,418.68,414.26,417.41,426.04
44,M,False,1096.3,1101.1,1103.3,1101.4,1102.9,1102.7,1098.7,1095.4,1099.1,1102.1,1097.4,1098.1,1101.6,1101.6,1105.0
45,M,True,1106.2,1103.5,1105.1,1111.4,1119.1,1122.2,1121.9,1130.1,1124.7,1123.7,1120.8,1117.0,1125.8,1124.8,1124.6
46,M,True,720.14,716.9,722.06,710.82,713.41,717.54,726.02,731.0,730.64,726.72,727.23,725.72,721.57,719.9,722.64
47,M,False,1120.8,1117.8,1119.2,1125.9,1129.7,1130.4,1125.9,1132.2,1131.8,1129.0,1128.0,1127.8,1129.6,1135.2,1135.4
48,M,False,707.44,707.71,711.83,716.97,709.54,707.1,711.13,709.24,709.12,712.15,709.35,711.97,711.27,714.69,718.43
49,M,False,744.29,745.41,748.02,750.46,753.06,761.18,764.8,766.61,763.47,767.84,772.55,773.89,775.92,777.91,781.9
50,M,False,591.66,597.54,594.07,591.11,595.15,600.49,600.84,598.06,600.26,599.6,594.63,601.62,608.1,596.26,594.66
51,M,True,2066.4,2068.2,2067.2,2071.6,2070.9,2072.3,2067.8,2073.1,2082.0,2086.1,2087.6,2099.8,2106.3,2099.5,2117.7
52,M,True,913.34,918.82,915.47,907.71,919.64,924.02,924.82,936.15,943.4,938.19,939.72,951.08,961.3,967.18,966.14
53,M,False,2116.0,2116.9,2112.2,2113.0,2114.2,2111.5,2107.0,2114.2,2126.5,2128.0,2129.0,2126.2,2132.9,2132.4,2127.5
54,M,False,2107.0,2114.2,2126.5,2128.0,2129.0,2126.2,2132.9,2132.4,2127.5,2130.6,2132.5,2121.0,2124.4,2134.4,2139.6
55,M,False,962.46,961.67,960.64,961.95,961.5,958.65,961.15,959.74,952.79,951.18,952.5,950.32,953.79,944.69,943.63
56,M,False,1960.8,1949.7,1934.4,1922.2,1921.4,1909.2,1905.0,1889.1,1892.5,1874.5,1865.0,1871.7,1879.3,1873.1,1865.3
57,M,True,1281.5,1292.0,1289.6,1273.5,1283.8,1297.3,1298.7,1316.8,1291.1,1294.0,1289.5,1288.9,1302.8,1308.6,1301.8
58,M,False,1376.0,1366.3,1356.9,1361.9,1379.8,1374.1,1381.0,1383.1,1400.6,1422.2,1442.3,1451.4,1443.2,1460.8,1467.3
59,M,False,1553.4,1555.7,1562.7,1555.0,1563.2,1553.5,1570.2,1570.6,1562.9,1558.1,1566.6,1566.7,1579.1,1582.0,1582.4
60,M,False,1673.5,1681.9,1682.8,1698.6,1687.1,1680.9,1671.7,1677.9,1677.4,1682.7,1692.5,1685.7,1702.8,1698.3,1693.1
61,M,False,1677.4,1682.7,1692.5,1685.7,1702.8,1698.3,1693.1,1687.4,1688.0,1708.8,1698.0,1694.2,1708.1,1694.5,1675.9
62,M,True,1334.0,1340.0,1338.2,1343.0,1340.0,1335.7,1336.9,1342.9,1347.5,1343.9,1348.3,1344.0,1350.0,1355.8,1356.0
63,M,False,1355.8,1356.0,1361.0,1361.8,1364.2,1369.3,1361.9,1368.9,1368.1,1372.9,1376.0,1378.6,1387.7,1385.0,1390.5
64,M,True,917.15,916.4,911.38,909.64,904.76,905.35,905.42,908.92,918.44,909.05,902.75,898.31,890.65,891.72,885.89
65,M,False,865.09,859.22,863.81,867.32,862.7,861.49,860.24,863.45,860.64,866.82,856.09,859.24,866.51,862.88,860.96
66,M,False,972.48,978.25,985.97,994.31,1015.0,1017.5,1023.6,1026.4,1026.4,1032.2,1045.9,1054.1,1032.1,1041.2,1042.2
67,M,False,925.79,913.59,913.87,916.37,920.37,937.13,944.06,943.99,938.59,949.27,938.81,944.73,938.51,942.41,960.28
68,M,False,1497.8,1498.5,1498.5,1497.0,1496.2,1518.8,1516.1,1522.1,1522.4,1535.0,1543.8,1528.5,1552.3,1551.6,1557.9
69,M,False,1566.1,1565.8,1579.9,1579.7,1584.4,1591.1,1586.8,1590.0,1591.1,1592.0,1595.1,1599.4,1595.4,1596.7,1594.1
70,M,True,1319.1,1320.0,1319.3,1330.9,1327.8,1338.8,1337.9,1340.7,1352.9,1352.3,1342.7,1356.1,1362.1,1359.1,1357.1
71,M,False,1467.9,1472.8,1482.0,1488.8,1492.7,1515.5,1515.7,1511.1,1535.2,1534.1,1528.4,1527.5,1526.4,1540.5,1543.9
72,M,True,821.33,822.2,822.33,831.99,840.72,844.95,853.13,856.12,859.45,882.23,888.76,892.36,894.49,889.81,903.97
73,M,False,1030.3,1030.6,1033.3,1024.9,1022.7,1025.5,999.1,1016.8,999.16,1007.6,1009.0,1009.8,1008.4,1009.7,997.28
74,M,False,967.03,961.84,970.55,968.1,968.71,972.8,965.37,966.01,958.39,959.92,952.49,947.01,944.22,946.1,939.77
75,M,False,576.92,598.13,609.4,606.47,616.51,634.77,640.65,661.28,659.4,682.13,680.69,696.35,707.45,715.61,703.2
76,M,False,463.96,469.34,473.51,475.15,480.81,481.88,473.26,479.31,474.15,473.56,475.97,474.51,486.7,489.62,483.5
77,M,False,783.91,786.62,788.56,794.25,796.53,800.34,802.06,810.69,820.15,810.03,811.99,813.31,811.99,817.83,820.95
78,M,True,1312.6,1315.8,1319.0,1314.3,1320.8,1322.2,1319.7,1317.9,1321.2,1317.6,1316.9,1316.1,1315.3,1311.5,1310.5
79,M,True,1275.3,1276.6,1281.5,1276.5,1278.3,1280.2,1276.4,1283.7,1281.2,1278.7,1283.6,1280.6,1280.3,1275.3,1273.9
80,M,False,1082.4,1080.5,1077.7,1080.6,1088.0,1085.1,1083.9,1085.0,1081.0,1082.1,1077.4,1083.4,1082.3,1086.9,1091.4
81,M,True,1258.7,1261.4,1263.2,1259.1,1259.5,1256.6,1253.7,1254.1,1247.0,1250.9,1247.2,1247.8,1248.0,1247.1,1256.2
82,M,False,1295.9,1288.1,1285.5,1288.6,1280.8,1285.6,1283.1,1290.1,1291.5,1293.6,1297.1,1297.6,1307.0,1298.7,1298.6
83,M,True,1186.0,1192.3,1194.5,1199.2,1203.1,1185.1,1184.5,1186.6,1186.7,1183.7,1184.0,1168.5,1169.7,1166.9,1155.9
84,M,False,1130.7,1136.4,1137.5,1135.4,1129.5,1133.1,1141.3,1138.6,1132.0,1138.4,1133.6,1140.6,1139.6,1127.7,1128.4
85,M,True,793.81,784.72,781.24,782.59,783.14,772.29,779.84,768.83,769.32,767.59,773.08,766.89,758.73,759.61,766.38
86,M,False,636.85,632.89,623.87,620.17,619.15,622.31,621.47,619.18,628.3,623.79,620.82,619.55,618.99,618.32,609.02
87,M,False,601.24,600.68,600.56,594.34,593.35,597.51,595.7,591.15,594.07,595.52,591.6,596.41,590.8,594.4,591.15
88,M,True,1445.3,1444.3,1442.3,1444.4,1441.6,1440.9,1441.8,1447.7,1454.9,1457.2,1450.3,1453.5,1456.7,1451.7,1455.0
89,M,True,1126.4,1133.6,1132.3,1134.2,1126.1,1121.5,1118.9,1109.1,1116.6,1114.2,1111.6,1112.5,1109.3,1107.7,1109.8
90,M,False,1045.9,1049.5,1056.9,1050.4,1047.0,1053.6,1058.9,1064.3,1060.1,1066.5,1075.0,1070.2,1065.2,1071.1,1065.1
91,M,True,1024.0,1020.2,1018.8,1024.6,1025.1,1019.7,1030.0,1030.1,1025.5,1022.0,1022.3,1021.6,1023.1,1024.9,1019.5
92,M,False,1035.1,1045.8,1053.7,1058.8,1057.0,1062.4,1062.5,1066.1,1066.3,1064.6,1056.8,1071.5,1068.4,1064.8,1062.2
93,M,False,1010.3,1010.4,1016.8,1028.7,1033.8,1035.3,1034.4,1021.6,1017.3,1013.4,1005.8,1011.6,1004.7,1006.4,1002.7
94,M,True,2040.7,2043.7,2044.2,2035.9,2042.8,2028.4,2021.7,2030.4,2040.2,2027.5,2031.6,2014.3,2018.9,2025.6,2016.8
95,M,True,1847.8,1842.9,1831.0,1851.7,1849.2,1853.5,1849.8,1860.8,1855.8,1876.9,1865.4,1863.6,1882.9,1893.7,1881.4
96,M,True,1938.6,1934.3,1924.4,1917.5,1915.1,1907.9,1918.0,1918.4,1910.8,1899.0,1893.6,1904.5,1910.1,1912.9,1920.0
97,M,False,1936.7,1920.8,1934.4,1936.5,1952.9,1934.5,1935.7,1936.0,1934.4,1939.1,1937.0,1930.1,1935.5,1935.1,1945.0
98,M,False,1898.1,1903.5,1898.4,1898.0,1887.4,1884.1,1882.8,1889.6,1890.7,1887.8,1880.2,1895.5,1891.7,1887.4,1893.4
99,M,True,1944.6,1955.6,1954.8,1957.1,1959.3,1949.3,1945.7,1941.7,1929.1,1917.5,1929.2,1929.2,1939.7,1937.2,1953.9
100,M,False,1957.1,1959.3,1949.3,1945.7,1941.7,1929.1,1917.5,1929.2,1929.2,1939.7,1937.2,1953.9,1947.6,1931.6,1938.0
101,M,False,1917.5,1929.2,1929.2,1939.7,1937.2,1953.9,1947.6,1931.6,1938.0,1949.8,1939.3,1933.4,1937.4,1921.1,1918.7
102,M,False,1947.6,1931.6,1938.0,1949.8,1939.3,1933.4,1937.4,1921.1,1918.7,1910.2,1920.7,1930.3,1924.4,1922.1,1922.2
103,M,False,1932.6,1947.4,1945.2,1942.5,1938.5,1947.1,1946.0,1960.2,1942.4,1938.1,1942.0,1941.0,1942.6,1942.9,1935.7
104,M,True,1910.3,1908.9,1920.3,1917.4,1923.4,1921.3,1920.7,1924.0,1927.3,1927.5,1929.2,1930.3,1924.1,1924.4,1930.9
105,M,False,112.11,118.26,118.37,128.37,131.39,134.09,142.6,144.47,153.28,158.53,158.82,157.32,164.68,162.79,171.5
106,M,False,1813.9,1821.5,1827.2,1817.9,1826.1,1813.8,1811.8,1815.5,1818.6,1807.4,1812.8,1814.4,1816.9,1809.2,1810.8
107,M,False,1907.0,1904.7,1903.5,1896.4,1894.2,1889.2,1888.7,1893.8,1879.6,1884.3,1885.4,1886.3,1880.9,1888.2,1894.9
108,M,True,474.34,479.95,484.63,487.91,491.1,492.55,491.26,490.35,489.68,491.35,494.87,493.44,494.36,491.55,497.64
109,M,True,512.29,510.17,510.18,506.13,511.76,507.86,503.47,505.01,504.22,504.41,504.12,503.44,502.59,505.61,511.13
110,M,False,596.86,596.81,598.51,599.61,601.62,596.36,599.81,604.32,607.5,607.67,602.2,604.78,611.18,618.48,620.89
111,M,False,1571.7,1570.2,1566.4,1557.2,1559.1,1561.8,1557.1,1565.2,1546.7,1543.7,1542.7,1541.6,1530.0,1525.9,1519.4
112,M,False,2075.3,2073.5,2052.0,2065.2,2047.5,2043.2,2038.1,2022.8,2027.9,2024.0,2026.4,2026.3,2021.9,2003.1,2010.2
113,M,False,1677.7,1667.5,1665.7,1665.1,1664.8,1665.2,1666.9,1660.1,1647.5,1651.5,1645.5,1640.3,1646.6,1636.0,1623.9
114,M,True,1644.2,1663.0,1676.1,1699.7,1709.5,1708.0,1735.2,1761.0,1790.4,1816.8,1841.4,1864.6,1895.1,1931.4,1951.2
115,M,True,2586.3,2597.9,2599.1,2603.8,2593.7,2594.8,2595.9,2582.5,2589.4,2600.4,2594.2,2583.5,2592.2,2589.0,2579.0
116,M,True,2677.0,2689.9,2672.2,2668.8,2652.5,2655.2,2664.4,2653.0,2652.8,2647.2,2645.7,2639.3,2664.1,2666.8,2676.6
117,M,True,2569.8,2572.0,2571.3,2576.4,2585.4,2580.8,2593.4,2583.6,2578.4,2567.2,2570.0,2563.3,2554.0,2548.5,2556.4
118,M,True,2644.5,2648.6,2652.7,2651.2,2643.4,2650.8,2657.8,2660.4,2660.7,2661.6,2659.9,2666.9,2666.5,2659.3,2649.3
119,M,True,2721.6,2714.9,2721.9,2714.1,2725.8,2717.6,2733.4,2742.8,2733.6,2746.6,2752.1,2746.8,2738.8,2731.7,2728.2
120,M,False,2813.6,2829.4,2832.6,2838.7,2849.9,2839.3,2847.1,2848.0,2856.1,2846.6,2845.0,2841.0,2837.2,2834.3,2839.3
121,M,False,2849.5,2838.1,2849.2,2840.6,2843.1,2832.5,2818.6,2826.9,2823.3,2814.6,2810.5,2824.6,2816.9,2819.6,2817.9
122,M,False,2847.5,2837.2,2838.5,2831.6,2844.0,2844.1,2853.5,2846.1,2850.9,2851.6,2847.8,2845.2,2860.8,2836.3,2853.6
123,M,False,1338.6,1344.7,1337.7,1352.2,1357.6,1360.9,1348.1,1356.8,1354.0,1351.8,1349.3,1340.9,1343.9,1346.6,1353.8
124,M,True,1140.1,1139.3,1148.3,1148.2,1176.7,1199.3,1205.3,1212.1,1208.7,1229.9,1224.7,1234.3,1222.6,1245.1,1246.9
125,M,False,682.6,680.66,671.08,688.9,688.16,690.11,686.52,689.9,685.45,690.34,695.08,690.88,684.62,681.56,684.19
126,M,False,969.08,963.89,957.68,945.08,939.11,932.29,929.52,918.17,916.05,914.9,898.0,891.0,875.34,857.25,847.64
127,M,True,200.48,202.23,200.37,204.19,202.48,204.54,208.7,214.33,215.36,214.21,216.85,217.15,217.26,217.61,216.53
128,M,False,355.36,351.23,355.33,354.32,349.97,349.52,349.98,353.04,354.98,355.93,359.31,357.81,364.74,363.95,360.48
129,M,True,1488.7,1462.2,1476.3,1493.4,1506.3,1505.1,1520.8,1512.8,1502.1,1518.9,1522.1,1499.3,1506.9,1529.5,1520.9
130,M,False,1633.8,1630.4,1636.1,1644.1,1645.5,1663.7,1656.5,1655.4,1665.7,1660.8,1667.6,1674.3,1663.3,1671.6,1670.2
131,M,False,1709.3,1743.2,1729.6,1720.6,1738.9,1749.5,1750.4,1742.4,1726.0,1733.5,1739.6,1739.5,1752.9,1764.6,1766.4
132,M,True,2069.3,2066.8,2074.2,2075.3,2064.2,2066.8,2065.0,2060.0,2056.5,2049.1,2054.2,2061.0,2051.5,2055.4,2058.8
133,M,False,2062.0,2061.9,2055.2,2060.7,2060.5,2070.1,2072.9,2072.6,2090.4,2079.5,2075.4,2080.2,2085.1,2106.1,2104.1
134,M,False,2162.9,2156.9,2175.0,2169.1,2179.5,2179.7,2192.4,2199.2,2196.3,2206.4,2211.4,2218.0,2210.5,2217.1,2209.5
135,M,False,2410.3,2419.8,2423.5,2413.0,2423.6,2440.5,2432.2,2456.2,2453.4,2462.8,2450.7,2446.7,2441.1,2433.1,2426.5
136,M,False,3163.2,3155.2,3152.7,3168.1,3185.4,3173.5,3181.6,3183.6,3199.6,3194.2,3190.8,3188.0,3202.6,3207.2,3194.3
137,M,False,691.43,697.62,696.77,702.24,693.41,701.58,695.03,703.94,701.47,708.1,715.96,705.47,692.41,691.09,697.86
138,M,True,1176.8,1174.9,1180.3,1192.9,1183.5,1188.1,1198.6,1195.6,1195.5,1188.0,1190.1,1189.5,1199.4,1199.2,1181.6
139,M,True,1324.4,1318.6,1328.9,1331.2,1338.5,1338.6,1344.0,1338.6,1351.9,1347.6,1352.3,1363.3,1366.5,1372.6,1371.1
140,M,False,1318.6,1328.9,1331.2,1338.5,1338.6,1344.0,1338.6,1351.9,1347.6,1352.3,1363.3,1366.5,1372.6,1371.1,1378.6
141,M,False,1379.1,1379.7,1378.8,1390.4,1388.8,1386.5,1402.3,1395.5,1403.8,1414.5,1422.0,1430.2,1433.0,1428.8,1440.4
142,M,True,1422.0,1430.2,1433.0,1428.8,1440.4,1457.6,1455.4,1461.0,1463.7,1469.9,1468.4,1472.3,1479.5,1500.0,1500.6
143,M,False,1455.4,1461.0,1463.7,1469.9,1468.4,1472.3,1479.5,1500.0,1500.6,1501.2,1493.0,1493.5,1499.6,1504.2,1500.2
144,M,False,1499.6,1504.2,1500.2,1496.2,1498.7,1516.3,1531.5,1539.4,1532.9,1540.7,1535.1,1531.9,1540.9,1550.0,1552.1
145,M,False,1561.7,1564.0,1565.5,1566.5,1558.5,1564.7,1566.1,1554.6,1548.2,1556.3,1547.8,1545.9,1553.2,1543.8,1551.8
146,M,False,1552.4,1552.7,1555.8,1557.7,1559.2,1554.8,1556.2,1560.3,1565.0,1583.3,1581.0,1575.4,1565.0,1582.7,1590.2
147,M,False,1696.2,1694.9,1698.2,1707.9,1698.2,1702.1,1704.3,1713.0,1720.5,1724.5,1730.8,1737.0,1736.2,1744.9,1751.8
148,M,False,2305.8,2305.8,2318.0,2324.1,2329.6,2329.8,2323.2,2327.5,2324.1,2329.2,2337.7,2338.5,2341.4,2340.9,2338.9
149,M,False,2392.0,2393.1,2392.3,2391.0,2386.6,2379.4,2365.0,2366.0,2363.1,2377.9,2370.5,2365.8,2363.2,2359.5,2356.8
150,M,False,1829.9,1834.8,1830.7,1836.6,1821.3,1821.8,1813.5,1791.1,1784.9,1778.4,1771.8,1761.5,1761.2,1746.4,1737.1
151,M,True,643.42,642.78,649.99,649.82,652.33,651.34,647.81,650.08,647.75,643.19,644.01,645.56,645.29,648.74,648.24
152,M,False,241.33,238.86,237.77,239.33,237.13,236.79,238.27,236.42,233.02,232.99,233.53,232.32,229.89,231.89,229.86
153,M,False,639.78,640.43,646.18,641.45,642.53,648.51,644.51,646.13,650.04,647.6,648.03,650.4,647.33,644.13,645.68
154,M,True,51.417,62.687,77.743,89.404,118.04,144.87,159.48,181.77,208.4,229.31,246.42,266.62,280.87,304.77,331.12
155,M,False,1053.2,1054.1,1054.8,1043.4,1049.7,1047.7,1042.6,1033.2,1036.7,1032.5,1022.4,1022.2,1024.2,1030.8,1025.8
156,M,True,2067.3,2070.2,2078.0,2072.6,2067.8,2065.3,2073.3,2059.8,2064.5,2070.7,2066.0,2059.1,2060.8,2058.9,2045.3
157,M,True,2094.8,2101.6,2109.1,2100.5,2095.7,2096.5,2097.9,2100.0,2098.3,2103.2,2110.5,2103.8,2104.1,2104.9,2106.8
158,M,False,2098.3,2103.2,2110.5,2103.8,2104.1,2104.9,2106.8,2110.5,2106.3,2106.5,2097.2,2106.4,2104.5,2112.9,2117.4
159,M,False,2231.7,2241.9,2241.2,2248.2,2241.3,2253.9,2254.2,2246.4,2251.9,2261.7,2254.0,2249.7,2241.8,2239.4,2245.2
160,M,False,2265.8,2258.2,2250.0,2249.3,2245.7,2241.8,2242.4,2242.3,2241.1,2235.1,2233.4,2223.5,2217.9,2217.5,2220.8
161,M,False,1120.0,1101.4,1108.4,1112.2,1098.0,1097.3,1088.4,1090.3,1086.1,1089.9,1074.3,1078.1,1078.7,1071.0,1060.4
162,M,False,1571.3,1579.6,1584.8,1590.3,1574.4,1583.0,1580.9,1594.7,1590.7,1584.3,1600.3,1596.7,1602.3,1610.2,1610.3
163,M,True,24.064,22.884,29.174,31.193,39.36,39.356,39.535,41.207,44.593,51.633,47.815,44.269,40.95,43.802,39.151
164,M,False,120.22,129.13,139.43,140.1,155.31,161.87,169.43,171.8,160.37,162.62,171.69,194.94,180.47,184.31,194.27
165,M,False,227.84,232.43,248.39,246.39,233.11,234.96,248.92,248.68,233.23,237.31,243.1,259.83,258.02,256.92,266.53
166,M,False,1298.9,1293.2,1291.3,1297.1,1302.9,1310.8,1320.2,1321.2,1319.3,1325.5,1323.7,1326.7,1331.4,1341.8,1344.1
167,M,True,275.47,271.31,271.49,273.95,272.23,275.42,276.44,282.61,278.65,281.54,283.54,288.71,290.86,292.81,290.62
168,M,False,443.28,447.58,452.91,457.88,458.22,469.9,471.5,476.6,482.09,489.16,475.67,475.41,477.24,482.45,483.41
169,M,True,804.45,804.58,805.17,808.15,817.36,823.3,823.29,818.78,817.34,813.4,810.97,812.52,805.93,811.96,811.39
170,M,False,830.29,831.18,834.02,834.34,833.1,841.63,831.18,835.86,844.17,840.75,844.63,841.69,841.4,841.8,841.96
171,M,True,1009.0,1014.0,1012.2,1011.7,1017.3,1022.7,1024.1,1027.3,1014.7,1026.5,1035.6,1043.1,1050.4,1059.0,1069.9
172,M,False,1139.5,1143.0,1153.4,1156.2,1161.4,1173.0,1175.8,1180.8,1182.6,1186.7,1199.0,1192.7,1208.9,1221.1,1226.6
173,M,True,1408.6,1404.7,1404.4,1406.1,1410.7,1424.8,1420.5,1426.6,1429.7,1430.1,1435.3,1438.8,1447.1,1445.8,1451.9
174,M,False,1506.5,1514.5,1517.4,1521.9,1531.8,1531.5,1535.2,1533.0,1529.3,1531.4,1535.3,1540.2,1545.6,1550.9,1553.0
175,M,False,1545.2,1541.7,1550.4,1547.9,1552.0,1560.8,1570.7,1578.1,1580.5,1602.7,1605.0,1607.8,1614.9,1614.2,1616.7
176,M,True,1699.6,1705.9,1711.7,1711.2,1724.9,1717.9,1726.3,1728.3,1724.6,1727.5,1737.3,1733.3,1740.8,1753.3,1752.5
177,M,True,1761.4,1772.0,1768.2,1765.9,1777.1,1781.8,1783.4,1796.7,1795.3,1793.4,1792.1,1797.9,1799.9,1801.3,1803.9
178,M,True,1799.9,1801.3,1803.9,1809.0,1817.6,1812.2,1816.1,1820.1,1823.2,1824.6,1831.0,1838.4,1835.4,1846.9,1848.4
179,M,True,1835.4,1846.9,1848.4,1851.2,1859.9,1855.7,1863.7,1864.4,1868.8,1872.7,1878.2,1874.5,1881.4,1872.3,1877.5
