,FLARE_TYPE,COINCIDENCE,MEANJZH_1,MEANJZH_2,MEANJZH_3,MEANJZH_4,MEANJZH_5,MEANJZH_6,MEANJZH_7,MEANJZH_8,MEANJZH_9,MEANJZH_10,MEANJZH_11,MEANJZH_12,MEANJZH_13,MEANJZH_14,MEANJZH_15
0,X,False,0.022205,0.021724,0.022539,0.023239,0.024222,0.023233,0.023516,0.023874,0.024104,0.023511,0.024399,0.024345,0.023762,0.023774,0.023181
1,X,False,-0.0036212,-0.0037767,-0.0037094,-0.0030731,-0.0026788,-0.0031772,-0.0034954,-0.0033839,-0.0033109,-0.0036003,-0.0035588,-0.0038925,-0.0037955,-0.0036588,-0.0042898
2,X,False,0.014918,0.014699,0.014306,0.014452,0.014625,0.014985,0.014894,0.015452,0.015311,0.015436,0.015486,0.015837,0.015543,0.015458,0.015603
3,X,False,0.006875,0.006112,0.0059356,0.0061404,0.0065258,0.0058851,0.0060678,0.0056883,0.0059153,0.0051044,0.005381,0.0074065,0.0062071,0.0073228,0.0057741
4,X,True,0.014583,0.016122,0.016697,0.01694,0.017502,0.016689,0.01741,0.017551,0.018187,0.018166,0.018761,0.018381,0.018528,0.018143,0.017456
5,X,False,0.0011629,0.0021336,-0.00037754,0.0011515,0.0011015,0.00055166,0.00024627,0.00079262,0.00073111,0.00049679,0.0012203,0.00075533,0.00081466,0.001262,0.0014914
6,X,True,-0.020673,-0.019924,-0.020424,-0.020339,-0.021371,-0.020168,-0.021251,-0.020736,-0.020737,-0.022603,-0.021677,-0.021321,-0.021134,-0.022053,-0.022586
7,X,False,-0.033816,-0.03346,-0.032106,-0.032672,-0.032561,-0.031694,-0.033009,-0.032496,-0.031975,-0.032008,-0.031481,-0.031985,-0.032647,-0.032105,-0.031374
8,X,False,-0.031694,-0.033009,-0.032496,-0.031975,-0.032008,-0.031481,-0.031985,-0.032647,-0.032105,-0.031374,-0.031293,-0.030815,-0.030465,-0.030643,-0.029413
9,X,False,0.0095649,0.0095283,0.0095258,0.0098069,0.0095646,0.0097648,0.00983,0.010058,0.010259,0.010167,0.010054,0.010618,0.010714,0.010963,0.011221
10,X,False,-0.004922,-0.0095317,-0.008448,-0.007431,-0.0095639,-0.010024,-0.021119,-0.010747,-0.011063,-0.022133,-0.011239,-0.022146,-0.011593,-0.0099597,-0.0078664
11,X,True,0.00066591,0.0018514,0.0026573,0.0010243,0.0016997,2.3025e-05,0.0020141,0.0013774,0.0025724,0.0021338,0.001605,0.0012581,0.0012844,0.001297,0.0018168
12,X,True,-0.010708,-0.010774,-0.011211,-0.011213,-0.011614,-0.010797,-0.010595,-0.010395,-0.010488,-0.010229,-0.011851,-0.010845,-0.0099195,-0.010103,-0.0094348
13,X,False,-0.0044399,-0.00407,-0.0020353,-0.0027942,-0.0017931,-0.0025972,-0.00143,-0.0018489,-0.0017924,-0.0029113,-0.0037936,-0.0036315,-0.0019009,-0.0026821,-0.0032386
14,X,False,0.010704,0.010827,0.010799,0.010854,0.011938,0.011943,0.012339,0.012707,0.011799,0.011418,0.012409,0.011997,0.012149,0.012098,0.012473
15,X,False,0.0084404,0.0081428,0.0078152,0.0091983,0.0083803,0.0077028,0.007764,0.0081991,0.0077661,0.0077719,0.0077758,0.0076521,0.0073889,0.007344,0.007353
16,X,False,0.0097552,0.011344,0.011755,0.011532,0.012172,0.012182,0.011876,0.01161,0.011374,0.011527,0.011413,0.011214,0.011631,0.011146,0.011068
17,X,False,0.0087187,0.0089337,0.0092435,0.0087867,0.0088053,0.0088081,0.0085263,0.0087526,0.0086766,0.0088011,0.0086762,0.0081218,0.0084506,0.0087916,0.0087493
18,X,False,0.013756,0.013999,0.014159,0.014613,0.014998,0.015436,0.015729,0.01575,0.015742,0.015818,0.016188,0.015693,0.015728,0.015018,0.015115
19,X,False,0.00024922,-2.4541e-05,3.1736e-05,0.0004371,0.00024753,-0.00015752,0.0004254,0.00034504,4.4533e-05,0.00014333,0.00067253,0.00040785,0.00034967,-0.00037666,-0.00063892
20,X,False,0.0038556,0.0031738,0.0043151,0.0041996,0.0045109,0.0046258,0.0045331,0.0042038,0.0039802,0.0043853,0.0023413,0.0038824,0.0036041,0.0029575,0.0015509
21,X,False,0.018434,0.019108,0.02214,0.019958,0.019073,0.01939,0.0191,0.021025,0.020403,0.019395,0.017377,0.018727,0.018232,0.019614,0.018546
22,X,False,-0.0062506,0.00014976,-0.0058481,0.0007632,-0.0056829,-0.0054376,-0.0050429,-0.0054671,0.0010671,0.0005005,-0.0048862,-0.0047302,-0.0045878,-0.0046858,-0.0044799
23,X,True,-0.0059824,-0.0057342,-0.0061871,-0.0063538,-0.0061374,-0.0062951,-0.0059667,-0.0062029,-0.0061624,-0.0056659,-0.0053108,-0.005421,-0.0055498,-0.0053166,-0.0050888
24,X,True,-0.0020418,-0.0020319,-0.0018199,-0.0020982,-0.0020946,-0.0020769,-0.0019749,-0.0020556,-0.0020565,-0.0021601,-0.0022331,-0.0021158,-0.0022513,-0.0020882,-0.0021291
25,X,True,-0.00025176,-8.36e-05,-0.00030012,-0.00021518,-0.00023822,-0.00021943,-0.00029999,-0.00026131,-0.00039528,0.00010911,0.0002436,0.00037852,0.00023647,0.00044107,0.00053778
26,X,False,0.021382,0.021503,0.020623,0.020972,0.021413,0.021942,0.021977,0.02288,0.023669,0.024172,0.025075,0.025629,0.025423,0.025943,0.027062
27,X,False,0.0076518,0.0077101,0.0075538,0.0075152,0.0073377,0.0071992,0.0070574,0.0072059,0.0073566,0.0069604,0.007105,0.0068243,0.0066264,0.0066117,0.0064202
28,X,True,0.039084,0.038283,0.038009,0.037844,0.038609,0.039391,0.040136,0.041341,0.043606,0.044144,0.045821,0.045585,0.046331,0.047211,0.047049
29,X,False,0.0010429,-0.0057684,-0.0020477,-0.0032164,-0.01619,-0.004547,-0.0040626,-0.0043775,-0.0055756,-0.0048032,-0.0052322,-0.0057916,-0.0065709,-0.0073284,-0.0085682
30,X,True,-0.049463,-0.052103,-0.050887,-0.051803,-0.051872,-0.05125,-0.051666,-0.050092,-0.050049,-0.045717,-0.050263,-0.050484,-0.051915,-0.051068,-0.052287
31,X,True,-0.052287,-0.053185,-0.052893,-0.053353,-0.054114,-0.053579,-0.054257,-0.053729,-0.053786,-0.053903,-0.053557,-0.053429,-0.052966,-0.052719,-0.05375
32,X,False,-0.060344,-0.058802,-0.057984,-0.057236,-0.058917,-0.058482,-0.056472,-0.057003,-0.058202,-0.061102,-0.055586,-0.056656,-0.061061,-0.060755,-0.055785
33,X,False,-0.0063132,-0.0099084,-0.0096551,-0.0078208,-0.0081492,-0.010055,-0.0084667,-0.0032482,-0.0072696,-0.0046876,-0.0079637,-0.0077139,-0.0062154,-0.0030108,-0.0062049
34,M,False,-0.026659,-0.024196,-0.026369,-0.026217,-0.026725,-0.026867,-0.027216,-0.028334,-0.027015,-0.026173,-0.026737,-0.025435,-0.026662,-0.025532,-0.027277
35,M,False,-0.0064976,-0.0057177,-0.0065572,-0.010217,-0.0056703,-0.0063757,-0.01078,-0.0039551,-0.0043629,-0.0032129,-0.0030532,-0.0026649,-0.0030194,-0.0021203,-0.0011659
36,M,False,-0.0049118,-0.0053353,-0.0053082,-0.0054182,-0.0057139,-0.0057834,-0.0058997,-0.0057495,-0.0059262,-0.0059734,-0.0059149,-0.0057965,-0.005463,-0.0058695,-0.0057758
37,M,True,0.016684,0.010916,0.0013572,0.010165,0.010823,0.010471,0.010261,0.011386,0.010755,0.017234,0.012101,0.011393,0.011476,0.011797,0.012169
38,M,False,-0.0037179,-0.0034453,-0.0030137,-0.003199,-0.0030677,-0.0023736,-0.0031126,-0.0032003,-0.003782,-0.0035045,-0.0030692,-0.0031631,-0.0031288,-0.0031236,-0.0032535
39,M,False,0.0018861,0.0055616,0.0053871,0.0059129,0.0052655,0.0050152,0.0049166,0.0047521,0.0047108,0.0008411,0.0046856,0.0043448,0.0038147,0.0039683,0.0032067
40,M,False,-0.0037638,-0.002347,-0.0031427,-0.0032725,-0.0022553,-0.0020712,-0.0043524,-0.0016189,-0.0021197,-0.0010521,-0.0025688,-0.0032072,-0.0022016,-0.0038168,-0.0032564
41,M,True,-0.00030998,-0.0015713,-0.0012342,1.3662e-05,0.0002971,0.00065768,6.1675e-05,-0.0018761,-0.0021404,-0.00022526,0.0017793,0.0015088,0.0020543,0.0032294,0.0034772
42,M,True,0.023756,0.023815,0.027231,0.027663,0.027466,0.026179,0.026071,0.02538,0.024124,0.023988,0.024483,0.024321,0.023711,0.025981,0.024304
43,M,False,-0.0076828,-0.008361,-0.0078693,-0.0087395,-0.008233,-0.0088157,-0.0089231,-0.0092828,-0.0097398,-0.0093724,-0.0093122,-0.0091856,-0.0094582,-0.0099308,-0.011141
44,M,False,0.024031,0.02442,0.024724,0.024394,0.025005,0.026673,0.026697,0.026951,0.027154,0.027114,0.026967,0.027368,0.027049,0.026754,0.026207
45,M,True,0.018995,0.019456,0.019125,0.018527,0.018641,0.017998,0.018294,0.018046,0.017834,0.017317,0.016794,0.016584,0.016208,0.016541,0.016217
46,M,True,-0.0067793,-0.0072091,-0.0071953,-0.0070432,-0.0071065,-0.0072345,-0.0070104,-0.0068124,-0.0071522,-0.0077452,-0.0075077,-0.0073983,-0.0071022,-0.0079905,-0.0081277
47,M,False,0.015445,0.016053,0.0163,0.016241,0.016423,0.016137,0.01574,0.015958,0.01629,0.016596,0.017344,0.017594,0.017203,0.017581,0.017362
48,M,False,-0.0091515,-0.0086477,-0.0086764,-0.0087024,-0.008379,-0.0080729,-0.0077082,-0.008757,-0.0079067,-0.0074925,-0.0080138,-0.0070201,-0.0071183,-0.0073235,-0.0074058
49,M,False,-0.0051232,-0.006,-0.0061297,-0.0056425,-0.0050636,-0.0040599,-0.0048532,-0.0043387,-0.0047784,-0.0045449,-0.0040789,-0.0042055,-0.0037365,-0.0044933,-0.0056901
50,M,False,0.015326,0.013093,0.015037,0.015426,0.015841,0.015244,0.014881,0.014743,0.014281,0.013658,0.014358,0.013797,0.013609,0.013151,0.013301
51,M,True,0.010289,0.0099012,0.010256,0.0099906,0.0099658,0.010075,0.0095404,0.0095265,0.0088894,0.008762,0.0088566,0.0085204,0.008624,0.0086254,0.0084229
52,M,True,-0.0079595,-0.0073091,-0.0064708,-0.0064154,-0.0065838,-0.0040905,-0.0041311,-0.0039011,-0.0045405,-0.0043937,-0.0057709,-0.0050639,-0.0049087,-0.0045827,-0.0057196
53,M,False,0.0080919,0.0077534,0.0077601,0.0082142,0.0081132,0.0080372,0.0080389,0.0079266,0.0077434,0.0076605,0.0077702,0.0072813,0.0074515,0.0076484,0.0076721
54,M,False,0.0080389,0.0079266,0.0077434,0.0076605,0.0077702,0.0072813,0.0074515,0.0076484,0.0076721,0.0078322,0.0075363,0.0077838,0.0075537,0.0075111,0.0078073
55,M,False,-0.0018904,-0.0019252,-0.0015698,-0.0023438,-0.0019426,-0.0022243,-0.0026687,-0.0026669,-0.0026822,-0.0023226,-0.002244,-0.0023109,-0.0021294,-0.0024597,-0.0023278
56,M,False,0.0074564,0.0074939,0.0075353,0.0076127,0.0074771,0.0077045,0.0071871,0.0067937,0.0069117,0.0065108,0.006599,0.006481,0.0063222,0.0058584,0.0065151
57,M,True,0.0012645,0.00055802,-0.00066535,4.3361e-05,-9.6714e-05,0.0038592,0.00045854,0.001086,0.0010508,0.0039242,0.0042962,0.0043383,0.0017822,0.0019178,0.0028829
58,M,False,0.0083845,0.0087,0.0070107,0.009097,0.0097131,0.0096178,0.0089001,0.0075967,0.0098624,0.0088386,0.009648,0.0091817,0.0094652,0.0094189,0.0095565
59,M,False,0.0060898,0.0061372,0.0076923,0.007863,0.0077464,0.0080478,0.0075799,0.0066875,0.007009,0.0078792,0.0084034,0.0081369,0.0080352,0.0090192,0.0096847
60,M,False,0.010013,0.0097739,0.011471,0.0128,0.012999,0.013294,0.013382,0.01475,0.014797,0.015928,0.015097,0.015101,0.016578,0.015044,0.014131
61,M,False,0.014797,0.015928,0.015097,0.015101,0.016578,0.015044,0.014131,0.014538,0.014256,0.016515,0.016809,0.01645,0.016849,0.010687,0.015818
62,M,True,0.0019606,0.0014404,0.0021085,0.0021657,0.0019485,0.0019223,0.001406,0.0017429,0.0012663,0.00045385,0.00089182,0.00076645,0.00082339,0.00081342,0.0009928
63,M,False,0.00081342,0.0009928,0.00078659,0.00095325,0.0011605,0.0014908,0.00098025,0.0012286,0.0016493,0.0021034,0.0018722,0.0021099,0.0023632,0.0018789,0.0016986
64,M,True,-0.020425,-0.020957,-0.020797,-0.021647,-0.022704,-0.023214,-0.02337,-0.023449,-0.024173,-0.023316,-0.023319,-0.022075,-0.021629,-0.021101,-0.021014
65,M,False,-0.013272,-0.020443,-0.020445,-0.020228,-0.015653,-0.015183,-0.014189,-0.020711,-0.020364,-0.014665,-0.019936,-0.019641,-0.018754,-0.018796,-0.018908
66,M,False,-8.7899e-05,-0.0010391,-0.0023525,0.0066103,-0.00081472,-0.0018122,-0.00054145,-0.0029026,-0.0019521,-0.00054869,-0.00083413,0.00069906,0.0004987,-0.00091382,-0.00023305
67,M,False,0.00589,0.0059243,0.0057016,0.005942,0.005999,0.005953,0.006024,0.0058676,0.0056716,0.0056399,0.0059163,0.0056121,0.0059258,0.0058327,0.0055678
68,M,False,0.0043208,0.0043001,0.0043374,0.0044034,0.0052077,0.0045076,0.0041337,0.0043159,0.004648,0.0046935,0.0047465,0.0043654,0.004479,0.004443,0.0043775
69,M,False,-0.01051,-0.0095444,-0.00926,-0.0091223,-0.0082481,-0.0082799,-0.008119,-0.0083963,-0.0083495,-0.0082386,-0.0073843,-0.008385,-0.0090016,-0.0094164,-0.0097167
70,M,True,0.0050027,0.0052284,0.005319,0.0053401,0.0059279,0.0063194,0.006478,0.0062062,0.0061058,0.0057956,0.005315,0.0054042,0.0051442,0.0048446,0.0044913
71,M,False,0.0048481,0.004931,0.0052625,0.005452,0.0051662,0.0055496,0.0054049,0.0054298,0.0054662,0.0059281,0.0059151,0.0058469,0.006489,0.006917,0.0073943
72,M,True,0.0074503,0.029232,0.0059643,0.0015544,0.0024171,0.0050974,0.006895,0.010017,0.0098178,0.010819,0.010808,0.0099401,0.012233,0.01097,0.0134
73,M,False,0.018528,0.017641,0.017115,0.018319,0.018399,0.017026,0.0183,0.015862,0.017614,0.017385,0.017653,0.016603,0.018803,0.01867,0.019285
74,M,False,0.0097703,0.0089129,0.0096197,0.0094931,0.0097488,0.0097549,0.0099431,0.010179,0.010846,0.010928,0.010867,0.010918,0.010611,0.010982,0.01112
75,M,False,0.00032333,-0.0016494,-0.00025506,-0.00056654,-0.0014339,-0.00056895,0.00017232,0.00081296,0.0010224,0.0018579,0.0029779,0.00098438,0.0014787,0.00056171,0.0035027
76,M,False,0.014738,0.014503,0.014037,0.013667,0.013235,0.013131,0.013411,0.012868,0.012796,0.01345,0.012806,0.013542,0.013444,0.01343,0.013957
77,M,False,0.0023582,0.0024307,0.0026806,0.0021318,0.0020489,0.0024711,0.0031081,0.0022894,0.0028982,0.002767,0.0029364,0.0026297,0.0037465,0.0029592,0.0028467
78,M,True,-0.0017884,-0.0010882,-0.0012102,-0.00069062,-0.00093327,-0.00064868,0.00033684,0.00073651,0.00073555,0.0017241,0.0023864,0.0026378,0.0014257,0.0013496,0.0021775
79,M,True,0.032541,0.033748,0.033472,0.033318,0.03402,0.033765,0.032771,0.032617,0.033049,0.032629,0.032025,0.03192,0.032392,0.03305,0.033012
80,M,False,0.017381,0.017725,0.018196,0.018252,0.018289,0.018335,0.018767,0.019267,0.019509,0.019972,0.020501,0.02065,0.020501,0.020554,0.020105
81,M,True,0.032631,0.033139,0.033153,0.032849,0.032456,0.032875,0.032068,0.031608,0.032461,0.03174,0.031198,0.031289,0.031293,0.032391,0.03189
82,M,False,0.031239,0.03353,0.034282,0.03378,0.034426,0.034484,0.033936,0.034301,0.032293,0.033209,0.032577,0.032024,0.031674,0.030529,0.030513
83,M,True,0.019357,0.019339,0.019025,0.018728,0.018605,0.018486,0.018432,0.01835,0.018537,0.018144,0.018258,0.018655,0.018275,0.018215,0.018375
84,M,False,0.017188,0.017226,0.016898,0.016822,0.016537,0.016859,0.017162,0.016748,0.016724,0.016796,0.016618,0.016366,0.016409,0.01622,0.016038
85,M,True,-0.0026255,-0.0025911,-0.0024967,-0.0025831,-0.0022056,-0.0021038,-0.0026891,-0.0027275,-0.002234,-0.0026623,-0.0025896,-0.0030592,-0.0031952,-0.0023837,-0.0034102
86,M,False,-0.003846,-0.0038335,-0.0035323,-0.0037006,-0.0032127,-0.0030231,-0.0026485,-0.0022707,-0.0024299,-0.0017708,-0.002142,-0.0018149,-0.0018053,-0.0019291,-0.0018883
87,M,False,-0.0021549,-0.0026014,-0.0025648,-0.0030125,-0.0029238,-0.0031767,-0.0033607,-0.0030313,-0.0028216,-0.0030548,-0.0024028,-0.0025603,-0.0025206,-0.0029864,-0.0024969
88,M,True,-0.0014641,-0.0013295,-0.0020975,-0.0016883,-0.0010415,-0.00081105,-0.0010127,-0.0010579,-0.00048461,-0.00065085,-0.00030928,-0.00042669,-0.0005726,-4.3764e-05,-0.00068512
89,M,True,0.0098359,0.010353,0.0098498,0.0096615,0.0089188,0.0088026,0.008906,0.0095199,0.0090917,0.0093424,0.0087018,0.0089822,0.0089927,0.0080763,0.0079966
90,M,False,0.0089234,0.0083326,0.0083873,0.0085925,0.008579,0.0080127,0.0082539,0.0087792,0.0091368,0.0096427,0.0087584,0.0092255,0.01011,0.0093898,0.0093186
91,M,True,0.0071604,0.0073698,0.0068792,0.0071459,0.0070645,0.006878,0.0068821,0.0075875,0.0075521,0.0075896,0.0069047,0.0074183,0.0072228,0.0069317,0.0073187
92,M,False,0.0057163,0.0066135,0.0060058,0.0066148,0.0049197,0.0060806,0.0062224,0.0064418,0.0059634,0.006836,0.0067547,0.0067156,0.0066964,0.0067225,0.0060277
93,M,False,-0.0019396,-0.0020951,-0.0017475,-0.0020122,-0.0023354,-0.0020747,-0.0021321,-0.002375,-0.0023463,-0.0019736,-0.0016391,-0.0015486,-0.0024184,-0.0018733,-0.0015974
94,M,True,0.0037169,0.0037843,0.0036967,0.0036344,0.0035206,0.0034907,0.0035223,0.0034066,0.0034409,0.0037433,0.0033743,0.0034416,0.0037022,0.0040065,0.0038832
95,M,True,0.0047297,0.0046287,0.0049743,0.0048532,0.0046332,0.0051213,0.0047267,0.0049733,0.0046504,0.0051344,0.0048098,0.0048002,0.0051104,0.0049379,0.0048234
96,M,True,-0.0067457,-0.0090913,-0.0078478,-0.0070742,-0.0069252,-0.005979,-0.011854,-0.0084532,-0.007838,-0.0077779,-0.0052512,-0.0081803,-0.010696,-0.0097427,-0.010182
97,M,False,-0.006913,-0.0064888,-0.0074789,-0.0054943,-0.0041099,-0.0057319,-0.0092483,-0.0050638,-0.0058705,-0.0084891,-0.007235,-0.0079966,-0.0074062,-0.011987,-0.0067367
98,M,False,0.00065957,0.00096513,0.00015239,0.0010804,0.000543,0.0007572,0.0013623,0.00089162,0.00089265,0.0011599,0.00075133,0.00062279,0.0013282,0.00044576,0.0011241
99,M,True,-0.0081979,-0.014669,-0.0080827,-0.0084158,-0.0076466,-0.0080628,-0.005725,-0.007506,-0.0080508,-0.0037046,-0.0027942,-0.0036805,-0.0071375,-0.0027534,-0.0082037
100,M,False,-0.0084158,-0.0076466,-0.0080628,-0.005725,-0.007506,-0.0080508,-0.0037046,-0.0027942,-0.0036805,-0.0071375,-0.0027534,-0.0082037,-0.0092813,-0.01023,-0.0058976
101,M,False,-0.0037046,-0.0027942,-0.0036805,-0.0071375,-0.0027534,-0.0082037,-0.0092813,-0.01023,-0.0058976,-0.0037543,-0.0077527,-0.0089999,-0.0081654,-0.018194,-0.0076293
102,M,False,-0.0092813,-0.01023,-0.0058976,-0.0037543,-0.0077527,-0.0089999,-0.0081654,-0.018194,-0.0076293,-0.01316,-0.0071018,-0.012594,-0.0079775,-0.0061287,-0.013785
103,M,False,-0.012688,-0.013439,-0.01272,-0.013083,-0.012495,-0.013074,-0.013058,-0.012728,-0.010504,-0.011963,-0.012844,-0.012777,-0.011831,-0.012773,-0.012284
104,M,True,-0.0052658,-0.0056284,-0.0058068,-0.0042537,-0.0038684,-0.0039888,-0.0057151,-0.0060008,-0.003762,-0.0032499,-0.001451,-0.0028576,-0.0044216,-0.0039244,-0.0065555
105,M,False,-0.0086483,-0.011818,-0.012398,-0.011267,-0.010602,-0.010098,-0.0098104,-0.010074,-0.01098,-0.011452,-0.011793,-0.014637,-0.014995,-0.013053,-0.014345
106,M,False,-0.006639,-0.0061653,-0.0057403,-0.0053101,-0.006259,-0.0075363,-0.0084426,-0.0072698,-0.0078823,-0.0067026,-0.0072265,-0.0069251,-0.0064369,-0.006218,-0.0050284
107,M,False,-0.0063997,-0.0061476,-0.0065924,-0.0069542,-0.0067155,-0.0067831,-0.0065097,-0.0069162,-0.0067564,-0.0068282,-0.0068966,-0.0067504,-0.0069534,-0.0066849,-0.0060125
108,M,True,-0.014509,-0.014266,-0.013229,-0.015031,-0.014628,-0.015973,-0.015758,-0.014933,-0.01424,-0.013004,-0.012572,-0.014195,-0.014217,-0.014803,-0.015099
109,M,True,-0.013309,-0.02165,-0.021628,-0.013669,-0.022151,-0.022805,-0.014684,-0.022161,-0.022874,-0.02287,-0.022778,-0.022675,-0.023204,-0.023438,-0.021951
110,M,False,-0.030799,-0.031781,-0.031694,-0.031392,-0.031312,-0.030601,-0.031085,-0.030171,-0.029398,-0.02982,-0.029276,-0.02943,-0.029267,-0.028652,-0.029638
111,M,False,-0.01484,-0.014196,-0.014624,-0.013613,-0.012844,-0.012024,-0.011677,-0.011573,-0.011526,-0.011543,-0.011708,-0.012528,-0.01248,-0.013379,-0.01307
112,M,False,-0.0009104,-0.0010871,-0.0011294,-0.00127,-0.0011957,-0.0010395,-0.0010513,-0.0012349,-0.0011326,-0.0014975,-0.0015323,-0.0014318,-0.0016383,-0.0018793,-0.0022214
113,M,False,-0.0023779,-0.0022372,-0.0022215,-0.0021398,-0.0020199,-0.0017058,-0.0017418,-0.0018072,-0.001854,-0.001609,-0.0014659,-0.0012634,-0.0017582,-0.0019874,-0.0016662
114,M,True,-0.0032041,-0.0039294,-0.0026339,-0.0021957,-0.0039863,-0.0063965,-0.0023522,-0.0085027,-0.0014927,-0.002864,-0.0053678,-0.0072042,-0.0086329,-0.0067597,-0.0077105
115,M,True,0.0025505,-0.0006541,0.0034591,0.0046324,0.003887,-0.00080989,0.00010964,-0.00080908,-0.00026046,-0.0026387,0.0041589,-9.2892e-05,-0.0015533,0.00046029,-0.00039785
116,M,True,0.0015256,0.001603,0.0024388,0.0019106,0.0023221,0.0016821,0.0027949,0.0019843,0.0028388,0.0028314,0.0026652,0.0024221,0.0018459,0.0026363,0.0016749
117,M,True,-0.0019464,0.0005082,-0.0015083,0.0006542,0.00050842,0.00035654,0.00020244,-0.0020673,0.00077714,-0.00073572,-0.0010198,-0.0016889,-0.001617,0.00017311,-0.00025675
118,M,True,-0.00012962,-0.00017774,-0.00015086,-0.00028177,-0.00047002,-0.00039556,-0.00024259,-0.00063753,-0.0008531,-0.00093607,-0.00089922,-0.0005848,-0.0007999,-0.00039233,-0.00043704
119,M,True,-0.00050749,-0.00049918,-0.00060586,-0.00045476,-0.00054623,-0.00081866,-0.00066821,-0.00081293,-0.0007453,-0.00059382,-0.0004465,-0.00057182,-0.00089525,-0.00078567,-0.00041656
120,M,False,-0.0012214,-0.0012735,-0.0014644,-0.0015485,-0.0013808,-0.0014359,-0.0015328,-0.0015481,-0.001525,-0.0018054,-0.0018189,-0.0018523,-0.0017271,-0.0015783,-0.0015837
121,M,False,-0.0011545,-0.0011149,-0.0013525,-0.0013472,-0.001479,-0.00139,-0.00099921,-0.0012515,-0.0014749,-0.0016611,-0.0015366,-0.001563,-0.0015076,-0.0014777,-0.0013293
122,M,False,-0.0015939,-0.0012656,-0.0013322,-0.0010922,-0.0011908,-0.0011081,-0.00075894,-0.0011376,-0.0013211,-0.0013541,-0.0013583,-0.00078718,-0.00072605,-0.0006068,-0.00037071
123,M,False,0.00069462,0.00097924,0.0011161,0.0012639,0.00090897,0.00073721,0.0010957,0.001139,0.0009786,0.00098898,0.0011138,0.0012453,0.00083538,0.00067046,0.0013179
124,M,True,-0.0058852,-0.0059835,-0.0054235,-0.0059253,-0.0054117,-0.0071821,-0.005743,-0.0050463,-0.0054293,-0.0050371,-0.0031199,-0.0050917,-0.005694,-0.0056753,-0.0049413
125,M,False,0.0044904,0.0045649,0.0043448,0.0045045,0.004532,0.0046212,0.0051835,0.004498,0.0039765,0.0040132,0.0040845,0.0037192,0.0032278,0.0033111,0.0028774
126,M,False,-0.0085598,-0.0039278,-0.0088755,-0.0099118,-0.0053303,-0.0055782,-0.0058111,-0.0063688,-0.0066391,-0.0066626,-0.0073387,-0.0080228,-0.007367,-0.0077091,-0.0075753
127,M,True,0.0050616,0.004367,0.0056502,0.0064522,0.0069756,0.008225,0.0089473,0.0093767,0.0095951,0.010423,0.010207,0.010243,0.0096384,0.0091437,0.012187
128,M,False,0.029687,0.03036,0.030937,0.031589,0.02993,0.030523,0.030533,0.031129,0.030037,0.030062,0.029903,0.028354,0.028204,0.027472,0.028385
129,M,True,0.0040692,0.0052919,0.0041421,0.0028349,0.0027438,0.0027292,0.0023016,0.0028005,0.0022349,0.0024432,0.0023286,0.0028888,0.0026714,0.0024069,0.0017773
130,M,False,0.0017674,0.0019048,0.0029249,0.0035293,0.0034251,0.0035885,0.0032488,0.0033037,0.0034333,0.0027644,0.0030827,0.0032024,0.0032943,0.0030906,0.0029173
131,M,False,0.0022575,0.0033436,0.003662,0.0023608,0.0031355,0.0038678,0.0037128,0.0036483,0.0025425,0.0028788,0.0034081,0.002965,0.0026944,0.0029939,0.0030739
132,M,True,0.0032755,0.0036322,0.0035463,0.0034327,0.0034206,0.0032216,0.0034747,0.0032141,0.0031928,0.00291,0.0031283,0.0029642,0.0028115,0.0029018,0.003227
133,M,False,0.0028118,0.0026302,0.0028169,0.0025828,0.0027593,0.0027577,0.0022356,0.0025518,0.0028495,0.0028353,0.0032545,0.0036393,0.003325,0.0038277,0.0039544
134,M,False,-0.0070898,-0.0071838,-0.0072203,-0.0072909,-0.0071266,-0.0072122,-0.006897,-0.0071608,-0.0065223,-0.0068179,-0.0068551,-0.0069815,-0.0070142,-0.0066651,-0.0066435
135,M,False,-0.0062347,-0.0049927,-0.0049747,-0.0061678,-0.0061768,-0.0063216,-0.00621,-0.0061314,-0.0060087,-0.0060145,-0.0057988,-0.0060406,-0.0057397,-0.0055765,-0.0055004
136,M,False,-0.0096141,-0.010068,-0.010013,-0.0096274,-0.0095993,-0.0098635,-0.009525,-0.0091302,-0.0090061,-0.0086227,-0.0086847,-0.0079959,-0.0082728,-0.0083673,-0.0080809
137,M,False,-0.00075282,-0.00077926,-0.00016733,-0.00039749,-0.0005097,-0.00062904,-0.0014595,-0.00091001,-0.0010588,-0.0010522,-0.0010948,-0.001422,-0.00061652,1.6376e-05,-0.00014384
138,M,True,-0.013419,-0.010169,-0.014286,-0.010633,-0.011617,-0.011236,-0.011039,-0.011535,-0.011466,-0.010665,-0.012293,-0.011376,-0.016205,-0.01234,-0.012024
139,M,True,-0.019662,-0.020619,-0.020318,-0.021559,-0.021069,-0.021108,-0.021452,-0.022066,-0.021541,-0.02227,-0.021964,-0.022043,-0.021984,-0.021834,-0.021901
140,M,False,-0.020619,-0.020318,-0.021559,-0.021069,-0.021108,-0.021452,-0.022066,-0.021541,-0.02227,-0.021964,-0.022043,-0.021984,-0.021834,-0.021901,-0.022426
