,FLARE_TYPE,COINCIDENCE,MEANJZH_1,MEANJZH_2,MEANJZH_3,MEANJZH_4,MEANJZH_5,MEANJZH_6,MEANJZH_7,MEANJZH_8,MEANJZH_9,MEANJZH_10,MEANJZH_11,MEANJZH_12,MEANJZH_13,MEANJZH_14,MEANJZH_15
1159,B,False,0.0041595,0.0016582,0.002561,0.0033789,0.00017435,0.00078441,-6.045e-05,-0.0004024,0.0018228,0.00052654,-0.00071671,-0.0011034,-0.0012161,-0.00098363,-0.0015172
1160,B,False,-0.0037501,-0.0026583,-0.0044072,-0.0027225,-0.0027512,-0.0039404,-0.0019962,-0.0026617,-0.003764,-0.0033708,-0.0019639,-0.0016798,-0.0016916,-0.0030032,-0.0021325
1161,B,False,-0.00063133,-0.0010063,-0.00045415,-0.00075885,-0.0010032,-0.0011018,-0.00099595,-0.0014187,-0.0015085,-0.0011989,-0.0017945,-0.0019481,-0.0020213,-0.0018721,-0.0020736
1162,B,False,0.0055636,0.0049906,0.004915,0.0046999,0.0028691,0.0031374,0.0036224,0.0029453,0.0034428,0.0026223,0.0017072,0.0016748,0.0018569,0.0017536,0.0011569
1163,B,True,0.0041925,0.0031978,0.0034787,0.0036703,0.0034904,0.0038144,0.0031945,0.0033968,0.0036243,0.0038576,0.003853,0.0043061,0.0036789,0.0038741,0.0038615
1164,B,True,-0.014884,-0.014801,-0.015864,-0.015748,-0.014092,-0.014909,-0.0154,-0.014796,-0.015483,-0.015246,-0.014883,-0.014571,-0.014473,-0.014436,-0.014604
1165,B,True,0.0043159,0.004933,0.0068529,0.0057598,0.0040117,0.0042736,0.0045057,0.0031321,0.004224,0.0040064,0.0048692,0.0078264,0.0060002,0.0060426,0.0058825
1166,B,False,0.0025967,0.00082009,0.0043518,0.0043418,0.0029445,0.0018598,0.0038885,0.0060751,0.0038603,0.0046285,0.0051575,0.0013999,0.001528,0.0052552,0.0039713
1167,B,False,0.0035138,0.0038949,0.0034932,0.0027634,0.003008,0.0027715,0.0026713,0.0025477,0.0029351,0.0022127,0.0024478,0.0031468,0.003449,0.0027506,0.0031538
1168,B,False,0.0073125,0.0069268,0.0071578,0.007436,0.0070053,0.007192,0.0072825,0.0070123,0.0070644,0.0069005,0.0070501,0.0067933,0.006883,0.0066403,0.0061817
1169,B,False,-0.0024984,-0.0042646,-0.0066665,-0.0057746,-0.0059,-0.0058232,-0.0047619,-0.0052245,-0.0049736,-0.0051205,-0.0033597,-0.0037801,-0.0046327,-0.0056597,-0.0048315
1170,B,False,0.0027684,0.0026927,0.0031122,0.0032213,0.0032444,0.0033891,0.0032096,0.0033944,0.0037396,0.0037915,0.0039906,0.0040343,0.0038986,0.0042147,0.0038795
1171,B,False,-0.0010524,-0.00098116,-0.00083139,-0.00064205,-0.00047184,-0.00023547,0.00021798,0.00085407,0.00072321,0.0013199,0.0015122,0.001249,0.0010719,0.0012113,0.0011483
1172,B,False,0.00092644,0.00073326,0.00079286,0.00086441,0.00065372,0.00093675,0.0011386,0.0015687,0.0013762,0.0017896,0.0019868,0.0015582,0.0017255,0.0016733,0.0015149
1173,B,False,0.0033868,0.0028493,0.0019611,0.0011736,0.001712,0.0023092,0.0035094,0.0029437,0.0027671,0.0023535,0.0025702,0.0046964,0.0026233,0.0026282,0.0010761
1174,B,False,0.0001103,0.00063249,0.00018925,0.00021177,0.00082996,0.00016862,0.00054568,0.00027506,0.00058354,-3.7111e-05,0.00094932,0.00072868,0.00011253,-0.00090265,-0.00056098
1175,B,False,0.0020154,0.0034728,0.003169,0.003826,0.0028522,0.003318,0.0020065,0.0029785,0.002923,0.0026871,0.0042136,0.0029581,0.0021699,0.0021219,0.0025807
1176,B,True,-0.0019239,-0.0017352,-0.0020268,-0.0018123,-0.0018013,-0.0017325,-0.0019225,-0.0022665,-0.0015526,-0.0014146,-0.0019048,-0.0016016,-0.0017728,-0.0015862,-0.0012533
1177,B,False,0.010017,0.0088997,0.0059813,0.00397,0.0046614,0.0067002,0.0084804,0.009092,0.0083695,0.0098379,0.0093343,0.0081832,0.0075033,0.0064225,0.0059444
1178,B,True,0.0024758,0.0019009,0.0013199,0.0030399,0.0014149,0.00089972,0.0010521,0.001272,0.0013577,0.0014184,0.0014974,0.0014257,0.0032937,0.0037273,0.0027648
1179,B,True,0.0046564,0.0048262,0.0038133,0.0042556,0.0044863,0.0034601,0.0039049,0.0038147,0.006003,0.0040571,0.006882,0.0042681,0.0032146,0.0041165,0.0050828
1180,B,False,-0.012149,-0.013076,-0.014713,-0.017835,-0.0087143,-0.01585,-0.015221,-0.014949,-0.015244,-0.01379,-0.013282,-0.013119,-0.013791,-0.012573,-0.010549
1181,B,False,-2.3841e-05,-0.0011613,0.002279,-0.00040773,-0.0028101,-0.0022443,0.00078935,-0.0026449,-0.0039525,-0.003138,-0.0022565,-0.0041654,-0.00093649,-0.00012047,-0.0015517
1182,B,True,-0.00017041,0.00022591,-0.0002809,0.0005327,7.4045e-05,0.00036523,-6.0952e-05,-0.00073772,-0.0013365,-0.001064,-0.0013111,-0.0013384,-0.0011876,-0.001318,-0.0016245
1183,B,False,0.0049818,0.0056219,0.0053661,0.005146,0.0054075,0.0050498,0.0053588,0.0051273,0.0054376,0.0052008,0.004397,0.0046007,0.0046883,0.0044985,0.0044439
1184,B,False,0.0017523,0.001912,0.0017993,0.0014481,0.0011018,0.0010535,0.0011666,0.0018567,0.0016632,0.0020235,0.0022599,0.0017903,0.0020994,0.0023738,0.0022094
1185,B,False,0.0051995,0.0053322,0.0053509,0.0050865,0.0046674,0.0045116,0.0043934,0.0042389,0.0041672,0.0037452,0.0028198,0.0023348,0.00203,0.001864,0.0020405
1186,B,False,-0.0017086,-0.0012507,-0.0012111,-0.00088161,-0.00048068,-0.0010006,-0.001199,-0.0010994,0.00033704,-0.0004686,-2.2887e-05,-0.00014238,7.1039e-05,-0.00032101,-0.00022502
1187,B,False,0.002196,0.002395,0.00248,0.0022848,0.0023106,0.0025304,0.0025168,0.002359,0.0024192,0.0023169,0.0019941,0.0019703,0.0022085,0.0022775,0.0024862
1188,B,False,0.0090973,0.0057557,0.0045681,0.0060562,0.006999,0.0064208,0.0057941,0.0065225,0.005232,0.0045388,0.0050407,0.0058849,0.0053985,0.0039257,0.0030657
1189,B,False,-0.002356,-0.0022763,-0.0025685,-0.0021932,-0.0028172,-0.00275,-0.0022718,-0.0029065,-0.0026242,-0.0027006,-0.0025586,-0.0024878,-0.0022962,-0.0025114,-0.0024725
1190,B,True,-0.0030296,-0.0031628,-0.0030348,-0.0035466,-0.0035093,-0.0038453,-0.0036902,-0.0038735,-0.0037659,-0.0036265,-0.0036523,-0.0035603,-0.0033008,-0.0031422,-0.0030074
1191,B,False,0.0048487,0.0038853,0.0042621,0.0039652,0.0042692,0.0048588,0.0055713,0.0047642,0.0044824,0.0045317,0.0046041,0.0047699,0.0052834,0.0054773,0.0057456
1192,B,True,0.004078,0.0024293,0.0040498,0.0036062,0.0032338,0.00077757,0.0026001,0.0006555,0.00055882,0.00084249,0.0013234,0.0030831,0.0030364,0.003626,0.0012746
1193,B,False,-0.0065639,-0.0063547,-0.0056746,-0.0077086,-0.0063585,-0.0047674,-0.0047439,-0.0056745,-0.0068177,-0.0063742,-0.0069191,-0.009464,-0.008736,-0.010373,-0.0072988
1194,B,True,0.001137,0.0011695,0.0010547,0.0011201,0.00065831,0.00033997,0.00059345,0.0010534,0.00069937,0.00095112,0.0011979,0.0014975,0.0013254,0.0013733,0.0014138
1195,B,False,0.012616,0.011566,0.011705,0.010668,0.010734,0.0097374,0.010269,0.0095328,0.0092362,0.008912,0.009072,0.0091621,0.0082556,0.0084978,0.0083373
1196,B,False,-0.0052025,-0.0056298,-0.0054132,-0.0042719,-0.0044956,-0.0040117,-0.0037009,-0.0048226,-0.0046872,-0.0042672,-0.0042117,-0.0041799,-0.004141,-0.0034466,-0.003371
1197,B,False,-0.0012866,-0.0014593,-0.00042957,-0.0010806,-6.1233e-05,-0.00077818,-9.6172e-05,-0.0013555,-0.0011893,-0.0011558,-0.00042383,0.00017093,-0.00014146,0.0001706,5.0575e-05
1198,B,False,0.00011253,-0.00090265,-0.00056098,-0.00010046,-0.00037796,-0.00028654,-0.0021964,-0.001883,-0.0021747,-0.0021204,-0.001192,-0.002221,-0.00076326,-6.4003e-05,-0.00075942
1199,B,True,0.0047088,0.0052029,0.0055765,0.0055486,0.0045258,0.0043864,0.0043241,0.0046266,0.0046258,0.0046636,0.0042657,0.0032969,0.0040701,0.0048082,0.0056626
1200,B,False,-0.010206,-0.0089114,-0.0094508,-0.0096147,-0.0088996,-0.0089835,-0.0092322,-0.0093033,-0.0078275,-0.0095735,-0.010184,-0.0099954,-0.0093041,-0.010183,-0.0091905
1201,B,False,-0.0077383,-0.00785,-0.0082714,-0.0084636,-0.0089531,-0.0084014,-0.0093944,-0.010511,-0.011306,-0.011882,-0.011666,-0.011999,-0.013157,-0.012821,-0.012356
1202,B,False,0.0037261,0.0037228,0.0024906,0.001942,0.0026079,0.0023341,0.0020444,0.0016128,0.0015422,0.0021815,0.0022592,0.0017153,0.0013449,0.0020098,0.001796
1203,B,False,-0.0014535,-0.0017919,-0.0021281,-0.0015606,-0.0020294,-0.0023995,-0.0024129,-0.0023498,-0.0017289,-0.0017929,-0.0018312,-0.0018637,-0.0016575,-0.0012819,-0.0017938
1204,B,False,0.00020817,4.3676e-05,0.0015578,0.00029005,4.8874e-05,-0.00072766,-0.0012868,-0.0021397,-0.0022736,-0.0018136,-0.003461,0.0011156,-0.00237,-0.0023541,-0.0019044
1205,B,False,-0.0024611,-0.0013481,0.0012391,-0.0039079,-0.0042785,-0.0031107,-0.0015371,-0.0045037,-0.0031979,-0.0028736,-0.0025142,-0.0045942,-0.0045267,-0.0031191,-0.0011896
1206,B,True,0.00085803,9.675e-05,-0.00029407,0.0002672,0.00043919,0.00097573,0.00088952,0.0011375,0.00079616,0.0014767,0.0013442,0.00063587,0.0009287,0.0015341,0.0015209
1207,B,False,-0.013881,-0.013914,-0.013641,-0.010967,-0.012555,-0.013138,-0.013074,-0.013993,-0.013394,-0.013493,-0.011754,-0.013582,-0.013168,-0.014886,-0.014746
1208,B,False,-0.015939,-0.016867,-0.01847,-0.019602,-0.022766,-0.024637,-0.025079,-0.026776,-0.025233,-0.029265,-0.029933,-0.030777,-0.032876,-0.035111,-0.033611
1209,B,False,0.0034948,0.003363,0.0033096,0.00252,0.0029558,0.002439,0.0033691,0.002327,0.0028333,0.0031136,0.0032749,0.0031532,0.0036242,0.0036113,0.0031914
1210,B,False,-0.0090228,-0.010389,-0.011813,-0.010693,-0.011283,-0.0096263,-0.011419,-0.0078639,-0.013401,-0.016679,-0.016212,-0.020393,-0.020936,-0.020905,-0.022837
1211,B,False,0.0019456,0.0022035,0.0026688,0.0020099,0.0023846,0.0019224,0.0021578,0.0032014,0.0028086,0.0028319,0.0029873,0.0028008,0.0026003,0.0025513,0.0022138
1212,B,False,0.0046261,0.00098993,0.0009911,0.001389,0.0018662,0.0014652,0.0042825,0.0018744,0.0028232,0.001588,0.0085197,0.0016828,0.0018904,0.0025258,0.0038415
1213,B,False,0.0030112,0.0029844,0.0028595,0.0028591,0.0028953,0.0027932,0.0027844,0.0030386,0.0032011,0.0035639,0.0033253,0.0032903,0.0033961,0.0036709,0.003791
1214,B,False,-0.0017315,-0.0016431,-0.001986,-0.0021527,-0.0022041,-0.0023203,-0.0027689,-0.0025216,-0.0024965,-0.002552,-0.0025199,-0.0033535,-0.0036677,-0.0031426,-0.0025997
1215,B,False,-0.00023097,-0.0011044,-0.00046351,0.00015353,0.0011632,-0.00027053,-0.00045718,-0.00038954,7.3316e-05,0.00083416,0.0012268,0.0015594,0.00057355,0.0010662,0.0018662
1216,B,False,-0.020745,-0.021536,-0.021576,-0.013818,-0.013295,-0.022358,-0.022626,-0.01768,-0.017174,-0.017002,-0.017183,-0.023767,-0.024565,-0.023508,-0.023583
1217,B,True,-0.0073329,-0.0068539,-0.0069429,-0.0068778,-0.0070764,-0.0076132,-0.0074282,-0.0071097,-0.0073691,-0.0071085,-0.0067828,-0.0068952,-0.0076787,-0.0076209,-0.0071555
1218,B,True,-0.004284,-0.0038326,-0.0040525,-0.0034383,-0.0038692,-0.0036459,-0.0037341,-0.0034671,-0.0030669,-0.0022076,-0.0028057,-0.0027449,-0.0026289,-0.0029301,-0.0023095
1219,B,False,-0.0014412,-0.0016129,-0.0015222,-0.0018168,-0.0019509,-0.0025685,-0.0024583,-0.0027964,-0.002786,-0.0018792,-0.002248,-0.0025779,-0.0026806,-0.0023427,-0.0022439
1220,B,False,-0.0033512,-0.0034574,-0.003545,-0.0030191,-0.0031428,-0.002992,-0.0030546,-0.0031302,-0.0027851,-0.0030825,-0.0031719,-0.0030073,-0.0031855,-0.0032116,-0.0032386
1221,B,False,0.0026588,0.00043425,0.0011358,0.00058981,-0.00035986,-0.00055066,0.0015893,0.0013488,0.0023977,0.00019504,0.0023285,0.0017996,0.0026363,0.0018785,0.0016217
1222,B,False,-0.00069888,-0.0010191,-0.00086522,-0.0011043,-0.00070331,-0.00044419,-0.0011876,-0.0016913,-0.0010734,-0.0013759,-0.001512,-0.0018541,-0.0015319,-0.0016947,-0.0018149
1223,B,False,-0.010733,-0.0098507,-0.01188,-0.012577,-0.012197,-0.012728,-0.012497,-0.012548,-0.012094,-0.011065,-0.011511,-0.01206,-0.012573,-0.012016,-0.0121
1224,B,False,-0.0069487,-0.012266,-0.012014,-0.0089317,-0.0080048,-0.011639,-0.010538,-0.010063,-0.010663,-0.010853,-0.014276,-0.012677,-0.0093244,-0.0084204,-0.011397
1225,B,False,-0.0049155,-0.0016177,0.0068879,0.0042591,0.0037414,0.0034562,0.00675,0.0065338,0.0050446,0.00571,0.007669,0.0052717,0.0019404,0.0032825,0.0066086
1226,B,False,0.0036416,0.0032957,0.0043284,0.0038776,0.0032955,0.0031809,0.0035104,0.0034175,0.0030356,0.0032477,0.0037373,0.0034527,0.0032404,0.0034844,0.0035917
1227,B,True,-0.0011515,-0.0017359,-0.0013659,-0.0016233,-0.0016295,-0.0018323,-0.0015995,-0.001745,-0.0017712,-0.0015917,-0.0015187,-0.0018437,-0.0020851,-0.0023649,-0.0021749
1228,B,False,0.002528,0.0021271,0.0026519,0.0026741,0.0029198,0.002465,0.003004,0.0026053,0.0026432,0.0028658,0.0033153,0.0029772,0.0029094,0.0030692,0.0024647
1229,B,False,-0.00072786,-0.00114,-0.00076003,-0.00069416,-0.00084299,-0.00097927,-0.00099857,-0.00086342,-0.0010543,-0.0009217,-0.0011232,-0.0013254,-0.0012613,-0.0010919,-0.0012157
1230,B,False,-0.0043278,-0.0054632,-0.0033149,-0.00094518,-0.00076825,0.00017932,0.00032039,0.0024463,0.00059471,0.0017515,0.00237,-0.00022532,-0.00089641,-0.00055169,0.00061649
1231,B,True,0.0036767,0.0046561,0.0042033,0.004667,0.0038875,0.0037033,0.0048341,0.0053662,0.005154,0.0042434,0.0051516,0.0043669,0.0039412,0.002998,0.0037145
1232,B,False,0.0061396,0.0058775,0.0056613,0.0060224,0.0058215,0.0064974,0.0062434,0.006327,0.0068866,0.0068304,0.0074425,0.0064883,0.0070907,0.0067844,0.0064874
1233,B,False,-0.0052456,-0.0054625,-0.0047738,-0.0045921,-0.0042919,-0.0050351,-0.0052859,-0.0047358,-0.0047893,-0.0053872,-0.0056753,-0.0056229,-0.0055797,-0.0055034,-0.0051565
1234,B,False,-0.0056744,-0.0080867,-0.0085255,-0.0032843,-0.0068616,-0.0066222,-0.0088489,-0.0014287,-0.0065422,-0.0050372,-0.0058236,-0.0045057,-0.0012574,6.1027e-05,-0.00056054
1235,B,False,0.0036892,0.0030622,0.0028762,0.0023584,0.0019153,0.0017157,0.0011715,0.0016258,0.0011354,0.0013674,0.00097384,0.00083482,0.00091354,0.0015525,0.0017947
1236,B,False,-0.00087856,-0.0010359,-0.0016457,-0.00072081,-0.00091709,-0.00083344,0.00017103,-0.00053051,-0.00031112,-0.00049113,-0.00031625,-0.00023572,-0.00092857,-0.00090208,-0.00072805
1237,B,True,-0.00078469,-0.00077841,-0.00071159,-0.00087978,-0.00086183,-0.001127,-0.00068237,-0.00085878,-0.00099107,-0.00078495,-0.00093596,-0.00099001,-0.00048943,-0.00042774,-0.00052563
1238,B,False,-0.0023614,-0.0014188,7.1732e-05,-0.0037026,-0.0015107,-0.00086989,-0.0046989,0.0023727,-0.0048822,0.0032886,-0.0049155,-0.0016177,0.0068879,0.0042591,0.0037414
1239,B,False,-0.0072703,-0.007131,-0.0073823,-0.0075432,-0.0062994,-0.0063166,-0.0070516,-0.0072026,-0.0070915,-0.006091,-0.0064067,-0.0076945,-0.0080017,-0.0070005,-0.0073854
1240,B,False,0.0045794,0.0046437,0.0041799,0.0035996,0.0035564,0.0030849,0.0030061,0.0040986,0.0041546,0.0042111,0.0040264,0.0042226,0.0044167,0.0040907,0.0040045
1241,B,False,-0.00071356,-0.0012144,-0.0012511,-0.00079728,-0.00072995,-0.00059184,-0.00051087,-0.0010707,-0.0011583,-0.00012817,-0.0002513,-0.0007771,-0.0010571,-0.00082749,-0.00044948
1242,B,False,0.0095172,0.0074329,0.0096201,0.0088677,0.0093298,0.0098926,0.008653,0.0087817,0.0086864,0.006102,0.0075517,0.0077435,0.0060298,0.0077678,0.0082192
1243,B,True,0.0095599,0.010083,0.0095143,0.0098537,0.010817,0.0087786,0.0089965,0.0082837,0.0095537,0.010224,0.0097694,0.010434,0.00962,0.010302,0.0098445
1244,B,False,-0.0072639,-0.0071279,-0.0065437,-0.006679,-0.0068103,-0.0070078,-0.0072915,-0.0067312,-0.0067457,-0.0067135,-0.0067316,-0.0071866,-0.0072252,-0.0068227,-0.0061561
1245,B,False,-0.0048635,-0.0058652,-0.0031335,-0.0031919,-0.0030233,-0.0036366,-0.0042191,-0.0041574,-0.0034696,-0.0036687,-0.0035327,-0.0034789,-0.0027751,-0.002624,-0.0021219
1246,B,False,0.0066337,0.0064886,0.0063195,0.0068302,0.0058219,0.0068395,0.0073045,0.0079789,0.0075504,0.0073764,0.0067079,0.0063313,0.0072343,0.0065045,0.0061278
1247,B,False,0.0069356,0.0088705,0.0089137,0.0076617,0.0065053,0.0060371,0.0092929,0.0037583,0.0042615,0.004737,0.0039792,0.0029404,0.0029679,0.002374,0.0034779
1248,B,False,-0.00083794,-0.00077909,-0.001103,-0.0011437,-0.00058789,-0.00123,-0.0011279,-0.0009265,-0.0010844,-0.0013412,-0.0015406,-0.0016421,-0.0013274,-0.0018476,-0.0021451
1249,B,True,-0.0070353,-0.0073843,-0.0073737,-0.0034251,-0.0054168,-0.0057453,-0.0054028,-0.0041981,-0.0035445,-0.0036711,-0.0031417,-0.0024336,-0.003614,-0.0019685,-0.0012548
1250,B,False,-0.0025131,-0.0045652,-0.0044646,-0.0043604,-0.0049696,-0.00454,-0.0042809,-0.0058561,-0.0044911,-0.0051061,-0.0061085,-0.0054207,-0.0058135,-0.0047634,-0.0051148
1251,B,False,-0.022763,-0.02057,-0.020244,-0.018154,-0.018012,-0.016128,-0.013995,-0.013613,-0.013473,-0.011659,-0.01181,-0.012223,-0.012636,-0.013651,-0.012466
1252,B,False,-0.00032725,-7.5444e-05,5.2628e-05,0.00036989,0.00030145,0.00011391,0.00034041,0.00069964,0.00011461,-2.8892e-05,-4.2666e-05,-0.00075606,0.0018224,-8.2384e-05,-0.00077512
1253,B,False,-0.0075677,-0.0068561,-0.0081438,-0.0078598,-0.00879,-0.0086631,-0.0089508,-0.0068417,-0.0076382,-0.0080188,-0.0075973,-0.0096684,-0.0084254,-0.0077316,-0.0069611
1254,B,False,-0.010579,-0.012558,-0.01252,-0.012148,-0.011819,-0.011776,-0.011772,-0.010364,-0.0084368,-0.0072747,-0.0063447,-0.0067168,-0.0054058,-0.0053748,-0.006503
1255,B,False,0.0059647,0.0062054,0.0062136,0.0058206,0.0059026,0.0051271,0.0059145,0.0059546,0.0062313,0.0051694,0.005538,0.0059531,0.0058034,0.0056011,0.0052776
1256,B,True,-0.011281,-0.011615,-0.011339,-0.012633,-0.01287,-0.012924,-0.013084,-0.013249,-0.014125,-0.013838,-0.014023,-0.013643,-0.013023,-0.013753,-0.014307
1257,B,False,0.0029773,0.0032515,0.0026307,0.0039299,0.0055054,0.0036825,0.002867,0.0020771,0.00018477,2.586e-05,0.0026015,0.0026712,0.00089597,0.0013001,0.0010969
1258,B,False,-0.011561,-0.01191,-0.01381,-0.015048,-0.0144,-0.015617,-0.015284,-0.013965,-0.014675,-0.012565,-0.013487,-0.012338,-0.012176,-0.014814,-0.011985
1259,B,False,0.0011946,0.001428,0.00088591,0.00059502,0.0010428,0.00082278,0.0010567,0.00056114,0.0011819,0.00079934,0.00057163,0.00057451,0.00070006,0.00010373,0.00083834
1260,B,False,0.013141,0.0089978,0.0068899,0.00585,0.0051578,0.0070186,0.0033772,1.7427e-05,0.0014656,0.0025383,0.0018256,0.0038263,0.0027543,0.002515,0.0018266
1261,B,False,-0.0025228,-0.0028371,-0.0031341,-0.0028783,-0.0024845,-0.0030697,-0.0025115,-0.0024609,-0.0020156,-0.00338,-0.0031756,-0.0030551,-0.0015841,-0.0021171,-0.0017122
1262,B,False,-0.0093453,-0.010415,-0.009423,-0.0097906,-0.0095893,-0.010479,-0.0088975,-0.0099401,-0.01029,-0.0098247,-0.0099457,-0.010699,-0.012582,-0.013185,-0.013974
1263,B,False,-0.0016295,-0.0018323,-0.0015995,-0.001745,-0.0017712,-0.0015917,-0.0015187,-0.0018437,-0.0020851,-0.0023649,-0.0021749,-0.002122,-0.0020847,-0.0024089,-0.0028273
1264,B,False,-0.0035475,-0.0033793,-0.0033164,-0.0025106,-0.0033838,-0.0030551,-0.0035438,-0.0027116,-0.0036969,-0.0038469,-0.0034059,-0.0030537,-0.0036752,-0.0038914,-0.0038992
1265,B,False,-0.00098177,-0.00091969,-0.0012206,-0.0014911,-0.0010982,-0.0010653,-0.00068965,-0.0010545,-0.0006065,-0.00025958,-0.0011184,-0.00061601,-0.0012768,-0.0014484,-0.00093597
1266,B,False,0.010254,0.012148,0.010143,-0.0015165,0.0031081,0.0033444,0.0047501,0.0022963,0.0069069,0.0055104,0.0036055,0.0033242,0.0023515,0.0012403,0.0039815
1267,B,False,-0.0073159,-0.0070447,-0.0068978,-0.0090381,-0.0092661,-0.011947,-0.013037,-0.014729,-0.013669,-0.014183,-0.015736,-0.015396,-0.014427,-0.01357,-0.014
1268,B,False,0.01009,0.0099528,0.0099632,0.010207,0.0089144,0.009673,0.007951,0.0072896,0.007908,0.0076332,0.0072212,0.0065266,0.0066581,0.0058621,0.0065134
1269,B,False,-0.00099238,-0.0014588,-0.0010195,-0.0011488,-0.00095965,-0.0012495,-0.0011273,-0.0013817,-0.0011527,-0.0012135,-0.00095266,-0.0015217,-0.00097872,-0.00084485,-0.0007713
1270,B,False,-0.0092227,-0.0061861,-0.0075678,-0.0030699,3.5828e-05,0.0029583,0.0025756,0.0029426,0.0024918,0.0044862,0.0062633,0.0071272,0.0080795,0.0061408,0.0091784
1271,B,False,-0.0094557,-0.0093972,-0.0098649,-0.010063,-0.009059,-0.0096056,-0.0098749,-0.0099681,-0.0093613,-0.008477,-0.0077293,-0.0082581,-0.007825,-0.0073181,-0.007349
1272,B,False,0.0043458,0.0043427,0.0049975,0.0031576,0.0044344,0.0034944,0.0029901,0.0036766,0.0044991,0.0047207,0.0046635,0.0050118,0.0060997,0.0061703,0.0062899
1273,B,False,-0.008168,-0.0090888,-0.010007,-0.0091308,-0.0083125,-0.0078483,-0.0077863,-0.0061263,-0.0059466,-0.0064899,-0.0052995,-0.0052415,-0.005425,-0.0051291,-0.0050769
1274,B,False,0.017577,0.016504,0.015237,0.016849,0.016592,0.016571,0.015507,0.016376,0.015516,0.013305,0.012535,0.010353,0.011425,0.010803,0.010578
1275,B,False,-0.0073971,-0.0079851,-0.0069235,-0.0064426,-0.0091717,-0.0075824,-0.006213,-0.0066282,-0.007587,-0.0062401,-0.006347,-0.0065747,-0.0063186,-0.0075105,-0.0070499
1276,B,True,-0.00016326,-0.00030074,-0.00050119,-0.00047576,-0.00021495,-0.00036119,3.354e-05,-1.2595e-05,-0.00034304,-8.302e-05,-0.00052175,-0.00059415,-0.00035038,-2.2908e-05,0.00030631
1277,B,True,0.0039096,0.0027,0.002302,0.0045487,0.0028158,0.0043377,0.0038283,0.0046963,0.003937,0.0032155,0.0054983,0.0032537,0.0046693,0.0036407,0.0030572
1278,B,True,-0.035759,-0.0056945,0.020801,0.011311,0.033181,0.045785,0.033628,0.035709,0.023018,0.030185,0.042978,0.037499,-0.00057749,0.00012274,0.0063719
1279,B,False,0.003953,0.0039725,0.0051155,0.0046591,0.0053912,0.0050583,0.0046241,0.0059447,0.0061445,0.0060172,0.0055552,0.0060813,0.0046664,0.0046701,0.0060222
1280,B,False,0.0025023,0.0021808,0.0026962,0.0026424,0.0027663,0.0024364,0.0026603,0.0032029,0.0031936,0.0036714,0.0040546,0.0031922,0.0029717,0.0030897,0.0035998
1281,B,False,0.016326,0.016508,0.016628,0.015902,0.018129,0.017632,0.016048,0.016659,0.016844,0.014937,0.015793,0.015563,0.014489,0.01312,0.012661
1282,B,False,-0.011526,-0.011281,-0.011615,-0.011339,-0.012633,-0.01287,-0.012924,-0.013084,-0.013249,-0.014125,-0.013838,-0.014023,-0.013643,-0.013023,-0.013753
1283,B,False,0.0047025,0.0059639,0.0054183,0.0068998,0.0063349,0.0075701,0.0072797,0.0070514,0.0083063,0.0072559,0.0077353,0.0075342,0.0062391,0.0069443,0.007721
1284,B,False,-0.0019449,-0.0024996,-0.0024008,-0.0030776,0.0037829,-0.0020471,0.00069615,0.00079442,-0.0031219,-0.0032443,0.0013444,-0.0031428,-0.0030957,-0.0036718,-0.0032595
1285,B,False,-0.0089304,-0.0089528,-0.0091427,-0.0087854,-0.0087736,-0.0086597,-0.0087576,-0.0085512,-0.0085363,-0.0083512,-0.0086539,-0.0084312,-0.0086747,-0.0087599,-0.0087674
1286,B,False,-0.014791,-0.015349,-0.015277,-0.015003,-0.015374,-0.01639,-0.015844,-0.014847,-0.015528,-0.014772,-0.014694,-0.015221,-0.015934,-0.016589,-0.016671
1287,B,False,0.0010058,0.001066,0.0011387,0.0017179,0.0015316,0.0013611,0.0015859,0.0020432,0.0017373,0.0017064,0.00082564,0.0010054,0.0022226,0.0018305,0.0020364
1288,B,False,0.0073101,0.0066883,0.0089774,0.0064403,0.0064713,0.0060914,0.0061179,0.0023871,0.0050709,0.0038157,0.0030306,0.0045305,0.0029573,0.0023642,0.0029378
1289,B,False,-0.0077129,-0.0087581,-0.009272,-0.0083638,-0.0090228,-0.010389,-0.011813,-0.010693,-0.011283,-0.0096263,-0.011419,-0.0078639,-0.013401,-0.016679,-0.016212
1290,B,False,0.0011361,0.00058947,0.0011206,0.0010711,0.001211,0.0013818,0.0016597,0.0013545,0.0018279,0.0014439,0.0017837,0.001743,0.0026295,0.0023858,0.0026564
1291,B,False,-0.0037132,-4.0935e-06,-0.0021761,-0.0019491,-0.0011379,-0.001702,-0.00088376,-0.00035952,0.0016704,0.00063193,0.00045194,-0.010002,0.015216,0.001706,-0.0018872
1292,B,False,0.0034461,0.0037478,0.0044113,0.0049418,0.004875,0.0040468,0.0043113,0.0039673,0.0043871,0.0048607,0.003929,0.0034126,0.0037289,0.003713,0.0033236
1293,B,False,-0.007786,-0.0077625,-0.0075867,-0.0071073,-0.0069316,-0.0066963,-0.00693,-0.0072534,-0.0069936,-0.0069244,-0.0071549,-0.0072593,-0.0067333,-0.006918,-0.0066978
