,FLARE_TYPE,COINCIDENCE,SHRGT45_1,SHRGT45_2,SHRGT45_3,SHRGT45_4,SHRGT45_5,SHRGT45_6,SHRGT45_7,SHRGT45_8,SHRGT45_9,SHRGT45_10,SHRGT45_11,SHRGT45_12,SHRGT45_13,SHRGT45_14,SHRGT45_15
814,B,False,11.869,12.078,10.366,10.99,10.769,29.016,33.41,9.8196,10.049,10.789,10.929,11.091,12.779,12.369,11.751
815,B,True,13.307,12.398,13.179,13.707,13.456,12.603,12.395,11.158,12.285,11.366,11.17,11.3,12.1,12.45,11.417
816,B,True,35.519,35.822,36.178,35.569,35.451,36.022,36.522,36.437,36.673,35.895,35.912,35.624,35.246,35.121,36.136
817,B,True,33.556,24.189,25.298,26.686,38.792,24.466,23.881,22.988,36.891,23.368,25.912,24.795,26.608,24.665,25.09
818,B,True,11.149,10.945,10.482,10.509,10.921,10.08,10.812,10.185,10.802,11.398,10.882,10.619,10.951,10.011,11.104
819,B,False,4.0536,4.3245,4.4451,4.8454,5.0637,4.7821,5.1006,5.0443,4.7926,5.2566,5.2233,4.9482,5.183,5.0605,6.0055
820,B,False,8.6246,8.3696,5.9983,7.1716,6.6235,7.3513,9.5751,9.9545,10.259,9.2136,8.8467,8.6128,8.7282,9.9366,11.801
821,B,True,9.8686,10.253,9.8793,10.286,10.212,9.921,10.677,10.461,9.5812,9.9728,10.343,10.743,10.206,10.364,10.19
822,B,True,17.459,15.562,16.441,14.901,15.024,14.432,14.568,14.304,14.747,13.131,13.943,13.239,13.737,14.354,15.242
823,B,False,25.86,26.749,28.214,27.724,26.71,26.858,28.215,26.877,24.347,25.891,24.935,24.319,26.529,26.862,27.015
824,B,True,22.775,22.897,22.481,21.376,21.745,22.789,23.782,24.743,22.998,22.066,22.316,22.168,21.412,22.104,23.425
825,B,True,21.602,21.277,20.719,20.046,20.176,20.893,21.542,21.386,21.86,20.894,21.081,20.046,20.637,20.231,20.47
826,B,True,9.638,9.2706,9.2469,8.2722,8.9183,8.6075,8.6302,9.7064,8.8077,9.3245,9.2163,9.6513,9.5554,9.284,9.249
827,B,True,5.0932,5.5105,4.4618,4.9049,5.0897,5.2018,4.9682,4.7606,4.8473,4.6441,4.3374,4.2487,4.2364,4.1501,4.674
828,B,True,33.028,33.184,32.689,33.239,33.75,33.421,34.388,34.228,34.361,33.912,33.3,33.997,35.502,35.683,33.587
829,B,True,34.608,34.904,36.819,34.494,33.78,32.867,32.759,33.493,32.586,33.728,33.161,33.202,33.635,34.106,34.321
830,B,True,57.283,56.58,57.011,55.817,55.632,56.067,55.497,54.869,54.891,56.358,54.295,54.419,53.681,55.083,53.885
831,B,True,40.354,36.745,35.731,35.975,36.325,37.392,32.732,28.269,28.987,29.7,30.459,28.249,28.798,26.241,20.857
832,B,False,38.342,38.469,38.822,38.287,38.223,38.403,38.311,38.683,39.53,39.41,38.888,38.616,38.901,38.888,39.636
833,B,False,37.38,37.391,37.286,38.103,38.452,37.785,39.112,38.912,38.129,37.026,37.1,36.18,37.081,37.034,37.095
834,B,True,3.3243,3.384,3.477,3.0251,3.1643,3.2755,3.0201,2.9538,3.2884,2.5492,2.9359,2.997,2.8986,2.8497,2.821
835,B,False,4.4336,4.1917,4.3218,4.1422,3.8911,4.51,4.3033,4.24,4.0444,4.0308,4.5551,3.7973,3.9225,3.975,4.2125
836,B,False,18.091,17.788,17.894,22.182,22.153,21.757,17.634,18.603,15.587,17.055,17.836,16.822,19.384,17.098,16.55
837,B,True,13.224,13.27,14.079,12.904,12.719,12.266,12.645,13.677,13.112,13.55,13.526,15.135,14.08,13.642,14.893
838,B,True,18.994,20.136,20.78,21.177,20.492,18.991,21.967,21.3,20.515,23.355,21.213,21.514,18.78,21.503,22.078
839,B,False,3.9344,3.3659,3.5831,3.9216,4.1537,5.1948,7.0962,4.1841,5.573,6.348,5.1464,4.8216,3.8,3.9863,3.2922
840,B,False,5.4749,4.3371,4.7775,3.9698,4.0411,4.3949,3.2468,4.2001,3.2797,5.1008,3.8769,4.9667,4.0829,5.5283,6.2908
841,B,False,6.3011,5.4637,5.6751,6.3372,5.8847,5.521,5.6184,5.3099,4.8978,4.5214,5.9108,5.3684,5.1953,4.5758,4.0379
842,B,True,42.442,42.725,41.325,40.921,43.993,39.631,40.694,39.165,39.026,38.957,39.323,36.32,36.877,37.359,39.666
843,B,False,11.672,11.013,11.618,11.339,11.922,11.671,11.213,10.601,10.795,10.887,11.934,11.008,10.575,10.681,9.8808
844,B,True,23.174,23.398,20.941,20.391,20.744,21.361,19.4,17.644,29.426,20.181,17.756,18.343,18.267,19.924,17.53
845,B,True,22.193,20.316,20.946,20.164,22.661,24.039,21.658,25.074,29.003,25.912,28.697,32.292,32.465,32.336,27.726
846,B,True,44.165,44.062,43.615,43.534,42.167,40.414,44.818,43.17,42.213,43.066,45.905,46.213,45.883,43.83,45.642
847,B,False,2.7047,2.4242,1.772,1.7313,2.4756,1.5898,1.6971,1.8386,2.1094,1.8306,1.2591,1.6712,1.2758,1.2418,1.1321
848,B,False,20.609,20.551,21.036,20.429,19.038,20.257,19.488,18.374,16.356,17.031,18.228,19.14,19.094,15.777,17.77
849,B,False,3.7945,4.7382,4.5161,4.6569,4.739,3.2392,5.3167,3.1674,4.8055,3.5129,3.1202,3.1343,4.0685,3.9604,3.1485
850,B,False,27.749,28.549,28.076,28.938,27.882,26.198,26.643,27.15,26.882,26.6,26.741,26.654,27.083,26.498,25.108
851,B,False,52.929,51.557,51.865,52.978,51.125,46.376,47.948,48.372,49.515,51.2,47.713,49.461,49.131,51.363,49.734
852,B,False,33.463,34.862,35.938,35.745,35.835,35.987,36.781,35.941,36.612,37.23,37.773,37.792,37.519,37.566,37.343
853,B,False,35.273,35.043,34.115,34.599,36.061,35.103,33.218,35.264,32.075,30.363,32.041,31.217,29.513,29.994,29.916
854,B,False,28.361,28.792,29.546,29.59,29.169,30.116,29.903,29.768,30.184,31.434,30.626,30.317,31.024,29.42,30.656
855,B,True,27.057,27.549,28.487,24.983,25.858,26.143,26.489,26.662,29.605,30.452,27.883,27.474,27.52,28.178,28.608
856,B,True,4.1973,3.2389,3.1395,4.038,3.6315,4.5916,4.1667,4.4356,4.457,6.853,5.5441,4.6632,3.925,5.1356,6.0224
857,B,False,6.442,5.0738,4.9044,4.6987,5.1988,5.1408,6.2032,6.2724,4.5483,5.3456,6.4054,6.3782,6.5135,6.6878,6.7469
858,B,False,8.7101,8.5069,7.8574,8.6433,7.4391,7.729,8.1419,8.3779,9.1555,9.6481,8.2983,8.3664,8.8506,8.4382,7.7833
859,B,False,62.118,62.602,62.007,62.312,62.057,62.009,62.509,61.637,61.666,60.808,61.518,61.372,61.16,61.703,62.534
860,B,True,20.217,20.84,18.329,18.058,19.451,16.335,17.809,14.854,10.009,10.213,12.63,13.333,16.455,18.862,15.92
861,B,False,4.1965,4.4196,3.6539,4.7855,4.9542,4.5223,4.2802,4.8206,5.2987,5.152,4.7376,4.7304,2.8453,3.389,4.1383
862,B,False,11.854,12.944,11.863,11.686,9.7438,9.7461,7.851,7.3893,9.2886,8.1909,9.6723,10.198,12.504,14.517,14.852
863,B,True,17.467,18.97,18.962,19.862,25.939,31.235,26.448,29.048,30.233,25.529,33.78,37.353,35.499,41.357,36.147
864,B,False,16.119,19.424,17.697,19.92,11.144,12.725,23.407,14.251,15.113,18.182,13.753,13.054,13.278,17.275,14.508
865,B,False,18.415,18.643,19.357,19.546,21.145,20.29,20.063,20.185,21.476,20.205,20.309,20.735,20.352,19.339,19.516
866,B,True,7.4738,8.2257,7.3936,7.644,7.5164,8.7594,6.0714,5.9976,7.0344,8.1193,8.7325,9.7675,9.0748,9.3015,9.1362
867,B,False,33.628,34.995,35.056,34.391,34.699,34.978,33.386,35.495,35.99,37.826,35.204,33.402,32.713,33.643,34.041
868,B,False,37.349,36.53,35.436,35.031,36.333,35.44,36.359,36.449,36.946,36.935,36.871,38.239,36.957,36.711,37.745
869,B,False,15.625,14.019,15.79,15.819,14.87,15.082,14.398,14.679,15.234,14.996,16.251,16.064,14.992,16.239,15.079
870,B,False,67.618,67.229,66.085,66.364,66.207,66.561,65.944,66.077,65.678,66.167,66.476,66.244,65.993,65.528,66.15
871,B,False,46.326,46.418,45.052,45.254,42.45,42.595,42.865,42.788,42.462,43.975,44.278,44.773,45.516,45.681,46.361
872,B,False,11.372,10.583,10.929,12.186,12.523,11.711,12.381,13.239,12.832,13.049,13.272,14.416,14.07,13.914,14.498
873,B,False,0.73678,0.77876,0.99865,1.0993,1.2268,1.2339,1.3797,1.3356,1.0455,1.0243,0.64958,0.87944,0.94649,1.401,1.0098
874,B,True,21.241,20.326,18.526,19.826,19.686,18.0,19.402,19.974,20.277,20.315,20.081,20.974,22.139,21.978,22.188
875,B,False,13.169,7.0155,6.7715,6.3549,5.2874,3.9216,7.8829,9.8913,12.078,9.2031,7.7008,6.3679,7.0406,7.947,6.1159
876,B,True,34.47,36.42,37.62,39.042,38.978,37.816,39.492,38.494,38.845,39.013,37.688,37.117,36.376,34.967,34.102
877,B,False,16.549,16.978,17.151,16.395,18.092,17.723,16.446,17.705,17.396,15.875,15.893,16.559,16.893,17.134,15.147
878,B,False,14.348,14.815,14.377,15.54,14.221,13.61,12.871,13.482,13.315,11.222,12.389,13.253,15.131,13.772,12.63
879,B,True,7.2559,6.2399,7.684,8.0266,11.205,8.1943,10.015,10.214,10.982,11.986,8.3775,7.9937,7.6555,5.0626,7.1781
880,B,True,16.23,17.917,18.24,17.249,17.975,18.303,18.0,18.035,18.23,17.249,17.697,17.008,16.159,17.217,17.296
881,B,False,4.5194,3.9021,4.6541,3.6341,4.3699,5.0312,4.5665,4.6941,4.2852,4.1353,4.7746,4.8433,4.7435,4.3247,4.7443
882,B,False,44.065,44.153,44.111,44.292,44.214,43.589,44.607,44.52,44.737,44.233,44.688,45.423,45.058,45.05,44.232
883,B,False,16.001,13.201,15.543,18.326,12.933,15.945,14.727,15.688,10.156,22.398,9.8442,12.506,14.026,21.665,16.787
884,B,False,53.4,52.951,53.216,53.047,52.925,53.168,52.874,53.283,53.322,53.828,53.911,54.342,54.894,55.065,55.216
885,B,True,52.871,54.219,54.875,56.685,57.548,55.626,57.488,58.595,55.903,56.145,55.422,55.436,55.675,56.867,53.853
886,B,False,4.7536,5.1164,3.9061,5.0702,5.9844,6.1454,6.172,6.0501,6.1739,6.7899,7.5147,6.2053,7.3241,8.7892,9.7183
887,B,True,28.109,26.941,27.565,28.349,28.994,28.934,29.151,28.377,29.602,29.697,29.805,31.195,31.64,31.774,32.457
888,B,False,11.245,13.13,20.038,20.547,17.975,15.832,17.2,20.389,19.234,21.204,23.638,22.75,25.399,26.251,29.684
889,B,False,2.8736,2.2509,3.1845,2.9775,2.4377,2.8331,3.0986,2.598,2.7168,2.1338,2.1223,2.3904,2.1976,2.2671,2.3565
890,B,False,17.673,17.788,17.695,18.138,18.051,18.068,17.684,17.354,17.835,17.821,18.166,18.266,17.484,17.682,17.659
891,B,True,9.4723,9.6988,9.5486,8.8335,9.7266,9.4875,9.2509,8.9718,8.8436,9.5788,8.9798,9.2078,9.8773,9.3034,9.138
892,B,False,15.023,16.597,15.268,15.871,16.628,17.071,16.871,17.164,17.469,14.791,15.228,17.002,18.153,16.974,17.705
893,B,False,4.9575,4.8159,3.8748,3.7267,2.707,1.1994,2.3192,0.13141,1.1421,0.69061,1.2146,0.85575,1.5134,2.7144,0.60914
894,B,False,10.083,10.181,9.9491,8.8115,10.748,12.439,11.431,11.347,10.798,8.818,9.1004,9.3161,9.0115,9.7161,10.187
895,B,False,14.234,13.871,12.78,12.441,13.251,12.321,12.525,12.018,13.221,14.057,13.899,13.642,13.754,13.83,13.534
896,B,True,50.207,51.526,52.029,52.359,52.051,50.627,51.163,50.615,50.048,50.076,49.953,50.46,49.72,50.042,49.094
897,B,False,44.244,44.448,43.368,43.817,43.659,43.788,43.474,44.379,44.998,45.474,45.472,44.881,46.06,46.659,46.763
898,B,True,8.098,8.9109,7.3707,8.1505,9.3081,10.185,9.2558,9.9295,10.051,9.0569,9.2318,8.519,9.018,9.632,9.066
899,B,False,20.424,21.06,21.84,20.754,20.273,19.929,20.383,19.757,19.467,18.614,18.329,18.906,17.838,18.761,18.264
900,B,True,19.781,20.584,21.302,20.753,21.515,21.211,21.759,20.204,20.594,20.843,20.855,20.523,21.697,20.62,21.888
901,B,False,15.689,15.35,16.918,18.238,16.366,15.049,14.641,15.58,16.805,17.267,16.902,18.233,17.83,17.825,18.925
902,B,False,10.64,11.21,11.292,15.619,16.98,15.665,16.905,17.356,18.019,15.961,14.851,18.16,18.923,19.696,19.485
903,B,False,2.1785,2.8631,1.7627,1.2586,1.5788,1.9807,1.4548,1.6619,1.1429,1.5022,1.2133,1.9769,1.6079,1.7768,1.6184
904,B,True,10.552,10.285,10.118,9.3514,9.884,10.258,9.0726,9.9192,9.3095,9.06,10.054,10.543,9.5506,10.114,10.027
905,B,True,39.979,40.351,40.27,40.69,40.364,40.286,40.615,40.611,40.705,41.036,40.666,40.799,40.308,39.802,39.364
906,B,False,5.8131,5.742,4.9089,4.5349,4.733,4.5246,4.5319,3.9186,3.7523,4.2745,5.1538,4.7578,4.3753,5.0081,5.3068
907,B,False,20.201,19.128,19.39,20.249,20.099,20.046,20.059,19.561,19.77,21.579,21.501,21.955,21.455,21.132,20.249
908,B,False,43.498,42.248,42.324,42.415,42.634,42.863,42.44,42.814,42.846,42.313,42.452,42.55,42.881,42.119,41.78
909,B,False,25.846,26.215,26.485,26.308,26.758,26.794,26.474,26.241,26.1,25.786,25.158,25.42,25.208,24.974,24.737
910,B,True,32.795,31.721,31.913,32.756,34.468,33.57,33.538,34.106,35.191,34.459,34.637,35.012,35.657,35.063,36.133
911,B,False,58.792,59.712,58.383,59.627,59.097,60.535,59.525,58.955,58.373,57.809,57.507,57.446,57.67,57.458,56.678
912,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7619,0.0,37.333
913,B,False,4.3128,4.1685,3.6536,2.697,2.0708,2.3331,2.3457,2.0122,3.2435,3.115,3.9683,4.9148,5.792,7.7357,5.4545
914,B,True,11.443,10.209,10.392,9.5091,9.6414,10.671,11.083,10.522,9.8759,9.7948,10.663,9.4257,9.8599,10.001,9.6733
915,B,True,3.3612,3.6309,3.6935,4.1404,4.0116,3.5235,3.5196,3.4084,3.7774,3.8528,3.9226,3.8789,3.6494,3.7505,3.8131
916,B,False,22.661,24.039,21.658,25.074,29.003,25.912,28.697,32.292,32.465,32.336,27.726,29.251,30.328,34.151,25.56
917,B,True,17.295,17.495,17.755,17.258,18.324,17.622,17.648,19.244,18.914,17.65,17.875,17.825,18.476,17.916,17.247
918,B,True,36.458,34.406,34.094,31.899,30.965,31.559,32.107,29.558,28.399,33.057,33.2,31.248,31.088,32.44,35.194
919,B,True,47.464,47.155,47.218,46.647,46.573,46.478,45.466,45.141,44.8,44.185,43.625,43.539,44.918,45.472,46.195
920,B,True,37.498,38.088,40.647,37.634,44.323,40.304,45.243,43.157,45.906,41.612,46.812,46.728,45.22,44.789,49.872
921,B,False,23.201,24.16,18.026,23.399,19.088,16.119,19.424,17.697,19.92,11.144,12.725,23.407,14.251,15.113,18.182
922,B,False,41.179,40.962,38.135,38.493,40.36,40.834,41.305,42.953,44.855,41.344,41.551,42.524,41.315,42.624,43.543
923,B,True,6.7239,6.6406,11.614,12.237,16.586,15.644,11.654,17.191,15.777,16.759,14.239,16.247,14.583,17.104,15.187
924,B,False,25.418,25.219,25.28,25.914,25.836,26.593,26.317,26.582,25.97,25.815,26.033,25.511,26.475,26.467,25.965
925,B,False,39.572,39.365,40.535,40.015,39.952,40.586,40.995,40.11,40.76,39.819,39.441,39.682,39.665,38.788,38.438
926,B,False,25.683,24.144,25.617,26.209,25.506,24.07,24.808,23.956,23.461,22.275,23.391,25.149,24.737,24.564,23.644
927,B,True,10.157,9.8073,10.446,11.422,10.47,10.074,11.01,10.414,9.9931,9.9617,9.2626,9.922,10.272,10.01,9.4394
928,B,True,58.589,59.018,59.524,59.168,58.899,59.344,58.629,58.726,58.918,58.448,58.25,58.567,58.12,57.735,58.249
929,B,False,15.759,15.749,16.039,15.181,14.466,16.405,16.87,15.621,16.088,16.69,16.268,17.581,16.67,17.582,15.74
930,B,False,52.757,53.42,53.173,53.618,54.479,54.635,55.355,54.314,54.013,53.977,54.765,55.171,54.507,53.533,53.131
931,B,False,58.176,56.207,56.157,55.528,57.716,57.179,56.696,53.66,54.491,55.355,54.861,54.916,55.8,53.936,54.437
932,B,True,18.486,20.476,19.106,18.81,19.235,17.452,16.59,17.085,17.795,18.485,18.62,17.931,17.144,18.29,18.01
933,B,False,29.966,26.773,21.116,19.127,17.819,26.514,23.114,19.229,21.129,22.916,20.583,17.947,19.955,20.533,18.601
934,B,False,1.0268,1.3272,2.2654,2.2152,1.6604,1.6429,1.8255,2.0649,3.0612,2.6559,2.3643,2.0669,2.0028,3.2453,2.0624
935,B,True,31.46,31.659,31.052,30.804,30.891,31.078,30.4,30.471,31.35,31.02,31.369,31.388,30.738,31.629,30.379
936,B,False,36.119,36.143,35.164,35.025,35.545,35.721,35.515,34.009,34.703,34.326,35.214,35.744,35.92,36.296,37.251
937,B,False,33.974,33.061,33.288,33.599,33.153,33.65,33.205,31.961,32.549,32.244,32.335,32.213,32.551,32.73,33.267
938,B,True,20.525,21.733,19.607,20.953,21.708,18.173,15.093,18.613,20.219,19.265,19.569,19.415,17.917,21.286,21.426
939,B,True,20.791,17.326,15.513,14.651,11.813,11.244,11.68,11.314,13.32,13.357,12.243,10.48,11.65,14.364,15.255
940,B,False,18.667,19.078,17.944,17.711,17.16,16.932,16.922,16.638,16.369,16.172,15.709,15.779,16.058,15.103,15.518
941,B,False,18.763,18.138,16.999,17.559,17.938,20.744,21.184,20.631,20.767,21.055,19.778,18.811,18.904,19.862,19.299
942,B,False,28.45,28.359,28.099,28.412,27.911,27.938,28.65,28.227,27.321,26.557,25.977,25.111,26.856,26.428,26.047
943,B,False,0.45455,0.59374,0.45788,0.78813,0.96022,0.91143,1.081,0.98105,1.056,0.5268,0.59024,0.78282,0.52237,0.41449,0.30422
944,B,False,12.733,13.635,13.429,13.116,13.132,13.244,13.296,12.704,13.659,13.849,12.607,14.456,13.447,13.905,13.119
945,B,False,33.412,33.105,33.955,34.684,35.491,35.322,35.513,35.679,35.766,34.673,35.215,35.354,35.345,34.778,34.274
946,B,True,41.142,42.32,42.562,43.415,43.891,43.655,43.165,43.42,43.465,43.533,43.398,43.587,43.502,43.307,43.279
947,B,False,27.462,26.012,27.942,27.68,28.861,29.074,28.32,28.231,28.039,29.684,28.352,27.277,27.762,26.167,27.345
948,B,False,0.27045,0.66473,0.40664,0.30664,0.4438,0.42998,0.32853,0.39914,0.47596,0.60231,0.63148,0.21655,0.32607,0.34059,0.39915
949,B,True,8.9818,8.9984,8.8105,8.2232,8.6773,8.9571,9.0018,8.9495,8.7044,8.5809,8.5,8.6785,8.5868,8.4562,8.8194
950,B,True,20.851,20.008,20.902,20.498,21.149,21.375,20.927,19.292,20.475,20.828,20.382,20.891,20.273,19.222,19.168
951,B,True,28.976,29.959,30.26,30.407,30.438,30.325,30.821,31.326,30.503,31.45,32.53,32.517,33.125,33.404,33.095
952,B,False,3.3781,4.1965,4.4196,3.6539,4.7855,4.9542,4.5223,4.2802,4.8206,5.2987,5.152,4.7376,4.7304,2.8453,3.389
953,B,False,12.893,12.763,11.115,11.368,12.009,11.214,10.497,10.74,9.4057,11.081,11.344,11.487,12.721,11.915,11.664
954,B,False,12.116,11.322,13.102,12.354,12.582,9.6862,12.357,12.498,11.436,13.134,13.517,12.822,11.749,11.913,13.527
955,B,True,21.435,22.659,22.329,21.952,21.315,21.463,22.093,22.134,22.409,22.444,23.699,24.892,24.645,24.134,24.547
956,B,False,5.6223,6.4984,4.7594,6.5217,6.1969,6.5995,8.781,10.163,8.7928,9.1096,9.0461,9.2479,7.9616,6.1893,6.671
957,B,True,3.726,3.1555,3.5283,3.7707,3.7756,3.0364,2.5696,2.8729,2.6857,3.1435,3.3426,3.5036,3.6489,3.3075,3.8158
958,B,False,4.5014,5.4776,4.6924,5.9244,6.1482,5.8084,6.9472,7.4652,7.9433,7.5592,7.8196,6.9609,7.5511,7.3837,6.871
959,B,True,30.588,30.296,30.955,31.645,31.798,32.38,32.916,32.062,33.04,32.659,32.453,30.953,32.618,31.633,32.858
960,B,False,38.073,37.953,36.824,37.531,36.89,36.964,36.283,36.757,36.608,36.595,36.531,37.293,37.364,36.282,36.82
961,B,False,43.495,43.089,43.11,43.326,43.032,44.132,42.518,42.722,43.135,42.738,42.963,43.262,42.486,42.679,42.108
962,B,False,16.766,15.558,16.36,12.318,13.356,14.896,14.669,11.842,13.345,13.344,16.688,15.202,12.042,12.278,12.132
963,B,False,66.004,65.635,65.73,66.647,65.429,65.185,65.185,65.427,65.506,65.805,65.672,65.793,66.157,66.234,65.964
964,B,True,7.4811,7.0399,7.1829,6.8559,6.7316,6.1967,5.5531,5.3426,5.9844,6.2947,5.7146,5.9643,6.0457,6.7271,6.7486
965,B,True,19.832,21.39,22.812,22.215,24.783,24.055,25.0,25.909,24.858,26.015,25.221,23.653,23.245,21.708,20.917
966,B,False,7.4088,7.3755,7.0504,6.7809,6.9341,7.421,7.1469,6.5247,6.1868,6.2597,7.1567,6.5928,6.4182,6.6008,7.2876
967,B,False,50.132,49.228,50.165,49.623,49.737,49.155,49.49,49.608,47.613,48.835,48.481,47.073,48.081,47.843,47.185
968,B,True,3.0698,2.878,2.0664,1.822,3.4509,2.9325,3.2183,2.9889,2.5193,2.3088,2.2891,1.6111,2.0393,1.86,2.3762
969,B,False,22.561,22.758,22.184,21.63,21.26,20.625,20.113,20.148,19.289,20.058,18.569,19.691,20.256,20.162,20.214
970,B,True,26.975,27.501,28.731,28.663,27.818,28.332,27.748,25.433,25.84,27.628,27.07,26.526,24.511,23.7,23.399
971,B,True,37.961,38.352,37.994,37.815,38.931,37.823,38.897,38.763,38.108,38.276,37.416,37.572,37.447,37.652,38.017
972,B,True,26.436,26.429,25.501,25.045,26.118,26.256,24.613,25.447,24.702,25.331,25.771,26.431,26.957,27.515,28.024
973,B,True,16.254,15.99,16.767,14.161,14.319,16.92,16.565,14.377,13.988,12.705,12.616,14.567,12.1,12.709,10.808
974,B,False,1.3023,0.89708,2.389,3.232,3.6469,4.2238,4.5374,4.7327,4.1038,3.8153,6.6837,4.9219,4.2468,2.7827,2.0432
975,B,False,14.364,15.255,14.966,15.042,15.778,14.888,13.488,16.165,19.233,19.81,21.545,21.528,23.629,23.179,20.72
976,B,True,2.9484,3.5711,3.2088,3.4552,3.2883,3.7454,3.6092,4.0851,3.5959,3.497,3.5348,2.3199,4.0374,4.188,3.1049
977,B,False,24.783,24.055,25.0,25.909,24.858,26.015,25.221,23.653,23.245,21.708,20.917,19.462,19.879,17.525,16.313
978,B,False,4.4234,4.7901,4.5719,5.0244,4.2806,4.4584,5.2257,4.3331,4.2494,4.6361,4.1066,4.5259,5.1095,4.973,4.145
979,B,False,16.33,16.319,17.132,17.59,17.594,17.991,18.041,17.888,19.225,17.555,17.912,17.35,17.138,16.928,17.861
980,B,False,34.021,33.87,30.075,34.235,34.176,30.973,28.78,32.744,30.565,25.661,29.198,28.095,26.179,29.271,22.429
981,B,True,20.187,20.143,19.876,19.752,19.662,20.24,19.691,19.0,20.01,20.209,20.047,19.722,19.945,19.532,19.662
982,B,True,13.996,14.311,14.315,13.822,14.997,14.861,15.13,14.691,14.349,14.404,14.947,15.685,15.685,15.332,14.916
983,B,True,3.8171,4.1718,3.9916,3.5037,3.954,4.364,4.269,3.9342,4.0263,4.3722,4.7508,3.8909,4.0391,3.726,4.1857
984,B,True,30.332,30.278,30.696,30.379,30.052,29.719,29.159,29.974,30.256,28.723,29.791,30.27,29.593,29.268,29.471
985,B,False,8.3398,6.7943,8.0326,7.9345,6.2749,6.0379,5.9683,5.7184,6.1253,6.212,7.0894,8.0695,8.1076,7.8853,8.9042
986,B,False,7.8564,7.2721,7.0258,6.914,6.0437,5.9674,7.2582,7.2727,6.2963,6.723,6.5167,7.4277,5.376,5.6094,5.4319
987,B,False,11.554,12.19,11.904,11.269,10.823,10.806,11.168,11.553,11.257,11.331,11.919,11.995,12.133,12.717,12.314
988,B,True,28.475,28.707,28.713,28.979,28.025,28.707,28.379,29.078,29.475,28.596,27.229,28.578,29.247,28.891,29.261
989,B,True,2.6229,2.8456,3.2643,3.3473,2.4179,2.113,1.8505,2.1744,2.6667,2.6595,3.1378,3.2406,3.4935,4.0655,3.5012
990,B,False,4.1404,4.0116,3.5235,3.5196,3.4084,3.7774,3.8528,3.9226,3.8789,3.6494,3.7505,3.8131,3.9218,3.6236,3.4533
991,B,True,36.833,36.777,36.073,36.793,37.764,38.262,39.225,38.841,37.722,37.625,38.346,37.915,39.11,37.219,38.111
992,B,False,11.269,12.488,12.355,12.161,12.192,12.429,12.798,12.743,13.616,12.12,12.889,12.799,13.381,11.702,11.915
993,B,False,14.301,13.447,15.514,15.693,12.45,14.161,14.878,15.353,16.219,16.997,16.574,20.123,20.31,20.493,16.345
994,B,False,27.228,26.962,26.872,27.182,27.799,25.808,26.549,25.523,26.319,26.901,27.486,27.166,27.973,25.772,26.778
995,B,False,28.911,28.621,28.983,29.088,28.754,29.465,27.792,28.888,29.675,29.688,29.058,27.417,28.723,28.945,28.801
996,B,False,16.457,17.178,16.242,15.465,20.058,18.305,15.199,15.082,13.531,17.586,17.277,17.782,18.038,18.161,19.994
997,B,False,33.052,33.256,33.671,34.195,34.207,34.08,34.41,33.75,33.109,32.555,31.246,31.481,32.014,32.567,32.688
998,B,False,4.4083,1.3158,2.3315,2.7978,2.1634,1.0917,2.3404,1.4459,2.3666,0.73462,0.36298,0.93126,0.66196,0.61538,1.7795
999,B,False,13.454,13.057,13.859,14.455,14.832,14.906,14.986,15.089,14.801,14.442,14.502,13.912,14.495,14.523,14.437
1000,B,False,38.904,38.841,39.903,40.948,39.804,41.554,41.636,41.092,40.138,41.914,40.147,36.375,35.986,32.696,33.473
1001,B,True,6.4742,5.3355,5.297,5.5988,5.528,4.9598,4.7104,5.0165,4.1762,4.4814,4.5878,4.863,3.7858,5.001,5.4321
1002,B,False,14.52,14.569,13.949,15.681,15.95,14.709,17.087,15.004,14.492,15.918,16.069,14.735,13.971,14.584,14.957
1003,B,False,17.34,18.522,19.695,19.894,22.714,23.526,23.759,24.714,23.6,21.139,21.386,22.852,24.639,24.29,23.148
