,FLARE_TYPE,COINCIDENCE,SAVNCPP_1,SAVNCPP_2,SAVNCPP_3,SAVNCPP_4,SAVNCPP_5,SAVNCPP_6,SAVNCPP_7,SAVNCPP_8,SAVNCPP_9,SAVNCPP_10,SAVNCPP_11,SAVNCPP_12,SAVNCPP_13,SAVNCPP_14,SAVNCPP_15
1227,B,True,1301700000000.0,934340000000.0,779750000000.0,600560000000.0,541180000000.0,563040000000.0,718670000000.0,670910000000.0,485650000000.0,385870000000.0,186540000000.0,109280000000.0,469440000000.0,448370000000.0,791790000000.0
1228,B,False,2627500000000.0,2246200000000.0,2992700000000.0,3519100000000.0,3737500000000.0,3210500000000.0,4239200000000.0,3557800000000.0,3649900000000.0,3923500000000.0,4326700000000.0,3815000000000.0,3265700000000.0,3476100000000.0,2871900000000.0
1229,B,False,656130000000.0,501270000000.0,752230000000.0,707130000000.0,133490000000.0,362270000000.0,662140000000.0,2176000000000.0,881820000000.0,1489800000000.0,694490000000.0,533230000000.0,264590000000.0,418540000000.0,466350000000.0
1230,B,False,662830000000.0,899320000000.0,727530000000.0,1062900000000.0,664060000000.0,711580000000.0,329470000000.0,1010200000000.0,350180000000.0,969700000000.0,1504200000000.0,1103100000000.0,784380000000.0,674100000000.0,969620000000.0
1231,B,True,2354400000000.0,2943400000000.0,2409500000000.0,2620700000000.0,2499900000000.0,2910400000000.0,2844000000000.0,2925600000000.0,2795700000000.0,2052500000000.0,2717800000000.0,2223900000000.0,2323800000000.0,1884200000000.0,2034400000000.0
1232,B,False,1510100000000.0,1920200000000.0,2280400000000.0,2346300000000.0,2208800000000.0,2491200000000.0,2181600000000.0,2341500000000.0,2294800000000.0,2162200000000.0,2294400000000.0,2395800000000.0,2661900000000.0,2554200000000.0,2451000000000.0
1233,B,False,830130000000.0,540030000000.0,944380000000.0,785460000000.0,986590000000.0,466540000000.0,476100000000.0,463900000000.0,651440000000.0,583930000000.0,334120000000.0,266650000000.0,646450000000.0,112770000000.0,356910000000.0
1234,B,False,292520000000.0,234990000000.0,256400000000.0,126710000000.0,221560000000.0,216350000000.0,279410000000.0,134730000000.0,250730000000.0,272090000000.0,384350000000.0,428430000000.0,507350000000.0,348970000000.0,262840000000.0
1235,B,False,2344900000000.0,2179000000000.0,1760900000000.0,2034300000000.0,1617500000000.0,1926400000000.0,1226300000000.0,1031700000000.0,830650000000.0,1322700000000.0,1204100000000.0,1490600000000.0,395430000000.0,617860000000.0,674150000000.0
1236,B,False,355130000000.0,385630000000.0,209510000000.0,326220000000.0,415240000000.0,209730000000.0,692110000000.0,290730000000.0,467030000000.0,320320000000.0,401060000000.0,611640000000.0,242440000000.0,266940000000.0,293940000000.0
1237,B,True,2086300000000.0,2704800000000.0,2250500000000.0,2205100000000.0,1938300000000.0,2558600000000.0,1990700000000.0,1951300000000.0,1276800000000.0,815220000000.0,1236600000000.0,1013900000000.0,1375100000000.0,1075600000000.0,1224600000000.0
1238,B,False,706550000000.0,806920000000.0,1097900000000.0,629900000000.0,1311600000000.0,850580000000.0,520730000000.0,558420000000.0,425480000000.0,552690000000.0,309590000000.0,392880000000.0,1102600000000.0,532700000000.0,1138100000000.0
1239,B,False,966200000000.0,1265700000000.0,1590800000000.0,1279700000000.0,212820000000.0,620090000000.0,591970000000.0,659090000000.0,581530000000.0,841550000000.0,540110000000.0,1168200000000.0,1457400000000.0,1175700000000.0,973680000000.0
1240,B,False,1920900000000.0,2524700000000.0,2040600000000.0,1520500000000.0,2022800000000.0,1792300000000.0,1644500000000.0,2754400000000.0,2989300000000.0,3451600000000.0,3091100000000.0,3310500000000.0,3786400000000.0,3504700000000.0,3487700000000.0
1241,B,False,3352900000000.0,4154800000000.0,4457200000000.0,3539900000000.0,3517300000000.0,3175800000000.0,3516000000000.0,2726300000000.0,2497100000000.0,4010200000000.0,4033000000000.0,3458100000000.0,4351600000000.0,5199800000000.0,4755700000000.0
1242,B,False,1494700000000.0,1001300000000.0,1533000000000.0,1519600000000.0,1651000000000.0,1890200000000.0,1607400000000.0,1449700000000.0,1558300000000.0,1059300000000.0,1044800000000.0,1156300000000.0,922090000000.0,1085600000000.0,1099300000000.0
1243,B,True,1067300000000.0,1238300000000.0,906630000000.0,663190000000.0,1299800000000.0,877390000000.0,1788000000000.0,1555300000000.0,1882800000000.0,1342600000000.0,2014000000000.0,2065700000000.0,1459200000000.0,1873500000000.0,2126100000000.0
1244,B,False,2310800000000.0,2260900000000.0,1437000000000.0,1922200000000.0,2149600000000.0,2125300000000.0,2423300000000.0,1999900000000.0,1586600000000.0,1998700000000.0,1943800000000.0,2639900000000.0,2821800000000.0,2667600000000.0,2248400000000.0
1245,B,False,1107600000000.0,1661700000000.0,816150000000.0,1192300000000.0,931580000000.0,1062400000000.0,599150000000.0,1000300000000.0,890270000000.0,866700000000.0,647890000000.0,604690000000.0,273570000000.0,953610000000.0,358010000000.0
1246,B,False,2672200000000.0,2692000000000.0,2480500000000.0,3346900000000.0,2329500000000.0,3064300000000.0,2681300000000.0,3643400000000.0,3560600000000.0,3106000000000.0,2807900000000.0,2280900000000.0,2962400000000.0,2371600000000.0,2745300000000.0
1247,B,False,584520000000.0,627650000000.0,518470000000.0,408070000000.0,637840000000.0,706570000000.0,504620000000.0,223150000000.0,355020000000.0,337400000000.0,412000000000.0,187240000000.0,730220000000.0,147350000000.0,467100000000.0
1248,B,False,833800000000.0,694790000000.0,638690000000.0,611230000000.0,523520000000.0,1026700000000.0,701470000000.0,631210000000.0,418230000000.0,94208000000.0,533030000000.0,1223800000000.0,831520000000.0,1004900000000.0,538870000000.0
1249,B,True,2667600000000.0,2326400000000.0,2017100000000.0,1401700000000.0,1222200000000.0,1496000000000.0,1719100000000.0,1615000000000.0,1793300000000.0,2156100000000.0,1887000000000.0,1893400000000.0,1817500000000.0,2114700000000.0,1650600000000.0
1250,B,False,1849600000000.0,2028200000000.0,1727300000000.0,1796800000000.0,1716500000000.0,1664400000000.0,1865900000000.0,1829700000000.0,1757000000000.0,2128700000000.0,2107100000000.0,1666800000000.0,2855200000000.0,1700000000000.0,2028400000000.0
1251,B,False,7536900000000.0,5733000000000.0,6343200000000.0,5639700000000.0,5615600000000.0,4449200000000.0,4897400000000.0,3711900000000.0,3639200000000.0,3468400000000.0,3148100000000.0,3416900000000.0,3008800000000.0,3507200000000.0,2640900000000.0
1252,B,False,1268200000000.0,1458100000000.0,3102700000000.0,2530000000000.0,2329700000000.0,1502800000000.0,599290000000.0,1924100000000.0,2643600000000.0,2311100000000.0,3307900000000.0,3488500000000.0,3285800000000.0,2443100000000.0,1475100000000.0
1253,B,False,527840000000.0,384030000000.0,809800000000.0,606570000000.0,673910000000.0,577070000000.0,1006600000000.0,480190000000.0,567010000000.0,736890000000.0,470810000000.0,1022700000000.0,411750000000.0,354890000000.0,408490000000.0
1254,B,False,2490500000000.0,1933000000000.0,1289000000000.0,2208800000000.0,1244900000000.0,1398500000000.0,2363100000000.0,2774400000000.0,2480400000000.0,1873800000000.0,2167000000000.0,878960000000.0,1417500000000.0,2201000000000.0,1731000000000.0
1255,B,False,4258700000000.0,4166100000000.0,4455900000000.0,3919800000000.0,4302100000000.0,3471500000000.0,4391500000000.0,4727000000000.0,4514100000000.0,3179000000000.0,3762700000000.0,4031600000000.0,4448000000000.0,4174800000000.0,3978400000000.0
1256,B,True,9210000000000.0,9278000000000.0,9249700000000.0,11330000000000.0,11169000000000.0,11002000000000.0,10311000000000.0,10588000000000.0,10447000000000.0,9112000000000.0,9960600000000.0,9125900000000.0,8680500000000.0,9209500000000.0,10188000000000.0
1257,B,False,712540000000.0,683170000000.0,667720000000.0,843350000000.0,1336200000000.0,1058200000000.0,1029800000000.0,865270000000.0,349460000000.0,442130000000.0,890230000000.0,938850000000.0,476200000000.0,586160000000.0,471450000000.0
1258,B,False,1333300000000.0,1545400000000.0,1575800000000.0,1597700000000.0,1508000000000.0,1993200000000.0,2170000000000.0,1903500000000.0,2796200000000.0,2406000000000.0,2659100000000.0,2120800000000.0,2506100000000.0,2894200000000.0,2888800000000.0
1259,B,False,171550000000.0,295820000000.0,94185000000.0,50362000000.0,230250000000.0,141750000000.0,186100000000.0,83448000000.0,336680000000.0,5389600000.0,124870000000.0,107270000000.0,89097000000.0,137490000000.0,160670000000.0
1260,B,False,1253000000000.0,571760000000.0,590020000000.0,501760000000.0,762860000000.0,1030900000000.0,488310000000.0,703230000000.0,1303100000000.0,854390000000.0,1181700000000.0,826810000000.0,745700000000.0,931620000000.0,394510000000.0
1261,B,False,683410000000.0,792270000000.0,1164800000000.0,845050000000.0,573910000000.0,767440000000.0,537120000000.0,560170000000.0,238620000000.0,948300000000.0,811520000000.0,893720000000.0,243760000000.0,476820000000.0,169890000000.0
1262,B,False,2346100000000.0,2238500000000.0,2074600000000.0,2719500000000.0,2439100000000.0,3413900000000.0,3053400000000.0,2186000000000.0,3152800000000.0,2868000000000.0,2742600000000.0,1706500000000.0,3492200000000.0,3020600000000.0,4166700000000.0
1263,B,False,541180000000.0,563040000000.0,718670000000.0,670910000000.0,485650000000.0,385870000000.0,186540000000.0,109280000000.0,469440000000.0,448370000000.0,791790000000.0,856540000000.0,702330000000.0,574420000000.0,592350000000.0
1264,B,False,3363600000000.0,3115100000000.0,2541700000000.0,1699700000000.0,2273400000000.0,1969600000000.0,3215500000000.0,2214300000000.0,2624700000000.0,2786900000000.0,2522600000000.0,2607900000000.0,3929500000000.0,3746700000000.0,3548200000000.0
1265,B,False,379480000000.0,508140000000.0,664060000000.0,733540000000.0,584800000000.0,731760000000.0,570850000000.0,749070000000.0,557080000000.0,410080000000.0,582050000000.0,476230000000.0,703590000000.0,742470000000.0,571210000000.0
1266,B,False,1050900000000.0,1116800000000.0,1355100000000.0,292120000000.0,287280000000.0,611340000000.0,993150000000.0,108440000000.0,848800000000.0,513010000000.0,720030000000.0,925240000000.0,711180000000.0,347240000000.0,463510000000.0
1267,B,False,2259200000000.0,1521900000000.0,1615600000000.0,2773100000000.0,2481500000000.0,2786500000000.0,3033100000000.0,3545600000000.0,3064900000000.0,3534800000000.0,4381700000000.0,4186600000000.0,4093000000000.0,3742300000000.0,3624600000000.0
1268,B,False,6367900000000.0,6769600000000.0,6443200000000.0,7282800000000.0,7149400000000.0,8391800000000.0,6849000000000.0,5721400000000.0,6436700000000.0,6687400000000.0,6940900000000.0,5600900000000.0,6768700000000.0,6626400000000.0,6683600000000.0
1269,B,False,1415800000000.0,961760000000.0,724770000000.0,536720000000.0,765930000000.0,726540000000.0,886220000000.0,891640000000.0,1110800000000.0,1124500000000.0,990280000000.0,773640000000.0,1040400000000.0,1030300000000.0,1200400000000.0
1270,B,False,1258600000000.0,829470000000.0,1017600000000.0,1467100000000.0,504640000000.0,980250000000.0,1205700000000.0,625210000000.0,700660000000.0,1295700000000.0,1153800000000.0,809440000000.0,1062000000000.0,603410000000.0,321290000000.0
1271,B,False,4769800000000.0,5941000000000.0,5403100000000.0,5348100000000.0,4200900000000.0,4625100000000.0,4426100000000.0,4965300000000.0,4037500000000.0,4241800000000.0,2906600000000.0,3975200000000.0,4445100000000.0,3931100000000.0,4322400000000.0
1272,B,False,2438500000000.0,2293100000000.0,1899700000000.0,1943500000000.0,2270800000000.0,2830400000000.0,2553500000000.0,2736800000000.0,2678300000000.0,2715300000000.0,2554200000000.0,3357500000000.0,3358000000000.0,2889200000000.0,3131900000000.0
1273,B,False,2457700000000.0,2785700000000.0,2992800000000.0,2717000000000.0,2465400000000.0,2013000000000.0,2332300000000.0,1634800000000.0,1943000000000.0,2188800000000.0,1816100000000.0,1825200000000.0,2170500000000.0,1743300000000.0,2184600000000.0
1274,B,False,4201400000000.0,3736500000000.0,4131100000000.0,4499400000000.0,4598500000000.0,4944600000000.0,4879400000000.0,4446700000000.0,5027200000000.0,3655400000000.0,3557000000000.0,1888000000000.0,2432900000000.0,2339600000000.0,1815200000000.0
1275,B,False,655550000000.0,710550000000.0,507550000000.0,434190000000.0,861030000000.0,701960000000.0,507220000000.0,414100000000.0,632140000000.0,532060000000.0,652930000000.0,754030000000.0,632970000000.0,859600000000.0,700870000000.0
1276,B,True,3776100000000.0,3723500000000.0,4080600000000.0,3737800000000.0,3216800000000.0,2126300000000.0,2741700000000.0,3151200000000.0,1965400000000.0,2493900000000.0,1353100000000.0,1407100000000.0,763020000000.0,652110000000.0,1378400000000.0
1277,B,True,678690000000.0,332460000000.0,309340000000.0,808180000000.0,415190000000.0,578960000000.0,543170000000.0,538110000000.0,525630000000.0,278920000000.0,774320000000.0,523310000000.0,751950000000.0,497050000000.0,229060000000.0
1278,B,True,326780000000.0,116300000000.0,48174000000.0,22072000000.0,214120000000.0,413420000000.0,333350000000.0,542890000000.0,397040000000.0,443550000000.0,665620000000.0,599420000000.0,60663000000.0,66362000000.0,570270000000.0
1279,B,False,2540500000000.0,2085600000000.0,2720400000000.0,1987900000000.0,3368200000000.0,3479600000000.0,3248700000000.0,4864600000000.0,5460200000000.0,5181700000000.0,4081400000000.0,4079900000000.0,2744200000000.0,3326400000000.0,4406800000000.0
1280,B,False,1442000000000.0,1317700000000.0,1655500000000.0,1423000000000.0,1892300000000.0,1088800000000.0,1723000000000.0,2073900000000.0,2314500000000.0,3074200000000.0,2886400000000.0,2259400000000.0,2208200000000.0,2080700000000.0,2502500000000.0
1281,B,False,4767400000000.0,4079400000000.0,4154500000000.0,4239000000000.0,5643300000000.0,5089100000000.0,4583000000000.0,5446500000000.0,5878300000000.0,4124300000000.0,4383700000000.0,4761700000000.0,4227000000000.0,3886100000000.0,3676800000000.0
1282,B,False,10423000000000.0,9210000000000.0,9278000000000.0,9249700000000.0,11330000000000.0,11169000000000.0,11002000000000.0,10311000000000.0,10588000000000.0,10447000000000.0,9112000000000.0,9960600000000.0,9125900000000.0,8680500000000.0,9209500000000.0
1283,B,False,1129500000000.0,1777500000000.0,1810400000000.0,2192800000000.0,1754800000000.0,2742800000000.0,2646000000000.0,2443900000000.0,2521900000000.0,2068400000000.0,1989800000000.0,2135700000000.0,1340100000000.0,2368000000000.0,2547900000000.0
1284,B,False,112900000000.0,224930000000.0,447560000000.0,347060000000.0,565500000000.0,482640000000.0,282020000000.0,386150000000.0,44018000000.0,488330000000.0,198960000000.0,167510000000.0,205840000000.0,549220000000.0,459630000000.0
1285,B,False,3816900000000.0,3432300000000.0,3976900000000.0,3555600000000.0,3427100000000.0,3032600000000.0,3265600000000.0,3162400000000.0,3529000000000.0,3059200000000.0,3136400000000.0,2902400000000.0,3112800000000.0,3371800000000.0,3502800000000.0
1286,B,False,611410000000.0,597220000000.0,632290000000.0,325240000000.0,341670000000.0,955940000000.0,909010000000.0,839930000000.0,658640000000.0,889890000000.0,406510000000.0,664720000000.0,436480000000.0,637970000000.0,916200000000.0
1287,B,False,4001100000000.0,4156900000000.0,3394100000000.0,4486400000000.0,3976600000000.0,4049900000000.0,3724300000000.0,4149000000000.0,4475000000000.0,5217500000000.0,4976900000000.0,6734600000000.0,6950500000000.0,6594200000000.0,5779100000000.0
1288,B,False,502360000000.0,504980000000.0,321530000000.0,780410000000.0,193080000000.0,396770000000.0,335910000000.0,180710000000.0,446680000000.0,235020000000.0,208800000000.0,631400000000.0,251430000000.0,451350000000.0,179460000000.0
1289,B,False,1878900000000.0,2173700000000.0,1961700000000.0,2217200000000.0,2307000000000.0,2524800000000.0,2513100000000.0,2940900000000.0,3045800000000.0,2559600000000.0,2827700000000.0,1633600000000.0,2453700000000.0,3142200000000.0,2865100000000.0
1290,B,False,2890200000000.0,1661200000000.0,2709000000000.0,2754900000000.0,3278400000000.0,3811400000000.0,4214000000000.0,3335300000000.0,4052900000000.0,3137600000000.0,3625000000000.0,3702500000000.0,5316500000000.0,4912900000000.0,5300800000000.0
1291,B,False,160400000000.0,562380000000.0,342900000000.0,147180000000.0,258020000000.0,307080000000.0,318510000000.0,374740000000.0,441930000000.0,383440000000.0,159550000000.0,1042700000000.0,897920000000.0,152840000000.0,238740000000.0
1292,B,False,1418800000000.0,1166200000000.0,796310000000.0,1225600000000.0,935640000000.0,1191600000000.0,1646700000000.0,1432200000000.0,1761600000000.0,1932000000000.0,1669800000000.0,1482100000000.0,1982000000000.0,1791700000000.0,1521300000000.0
1293,B,False,4877400000000.0,4921600000000.0,4684000000000.0,4208900000000.0,4110600000000.0,3577800000000.0,3975300000000.0,4423200000000.0,3689300000000.0,3650200000000.0,4162900000000.0,5294300000000.0,3970700000000.0,4951800000000.0,5295200000000.0
1294,B,False,2899600000000.0,2018700000000.0,1711600000000.0,1902600000000.0,1950500000000.0,3788000000000.0,3547800000000.0,3109100000000.0,2948500000000.0,3187300000000.0,3768600000000.0,2687400000000.0,3671200000000.0,1941600000000.0,2108100000000.0
1295,B,False,4406500000000.0,3795100000000.0,3086900000000.0,3424900000000.0,3887200000000.0,3848100000000.0,3347700000000.0,3531100000000.0,3808900000000.0,3164200000000.0,3374800000000.0,3856700000000.0,2604900000000.0,2545500000000.0,2491100000000.0
1296,B,False,475600000000.0,367000000000.0,418110000000.0,755670000000.0,909920000000.0,782470000000.0,715070000000.0,583230000000.0,518830000000.0,572230000000.0,366700000000.0,61749000000.0,323990000000.0,431570000000.0,233740000000.0
1297,B,False,956320000000.0,551880000000.0,1220200000000.0,950520000000.0,917720000000.0,1485400000000.0,1209400000000.0,743830000000.0,1197300000000.0,1412300000000.0,1769300000000.0,1056800000000.0,1405000000000.0,2026100000000.0,2010900000000.0
1298,B,False,1825100000000.0,2702900000000.0,2227700000000.0,2530300000000.0,2318400000000.0,2594900000000.0,3032200000000.0,2188000000000.0,1932600000000.0,1840500000000.0,1309000000000.0,1484400000000.0,1477500000000.0,1705600000000.0,1688000000000.0
1299,B,False,742390000000.0,642250000000.0,879310000000.0,1022000000000.0,278880000000.0,157500000000.0,483350000000.0,398360000000.0,671520000000.0,563650000000.0,322030000000.0,445890000000.0,862380000000.0,124240000000.0,356300000000.0
1300,B,False,2991000000000.0,4021000000000.0,4154800000000.0,3851600000000.0,4342900000000.0,3865500000000.0,3996400000000.0,3751400000000.0,3590000000000.0,3565600000000.0,3266300000000.0,3734400000000.0,3527800000000.0,3572200000000.0,3489800000000.0
1301,B,False,373290000000.0,466490000000.0,769410000000.0,433430000000.0,779470000000.0,209080000000.0,914410000000.0,680690000000.0,1104900000000.0,1074400000000.0,683990000000.0,501210000000.0,355170000000.0,377690000000.0,764860000000.0
1302,B,False,1144700000000.0,1927900000000.0,1324500000000.0,1556700000000.0,1167800000000.0,722250000000.0,1242700000000.0,267640000000.0,1893400000000.0,1750800000000.0,1760100000000.0,1621700000000.0,910770000000.0,789860000000.0,600620000000.0
1303,B,False,410010000000.0,833980000000.0,205930000000.0,367440000000.0,443380000000.0,228840000000.0,626700000000.0,560040000000.0,688770000000.0,613630000000.0,464220000000.0,869000000000.0,780610000000.0,185230000000.0,365590000000.0
1304,B,True,3731300000000.0,3616300000000.0,3139900000000.0,3300300000000.0,4095800000000.0,3492000000000.0,3065800000000.0,3296100000000.0,3211700000000.0,2667800000000.0,2976200000000.0,3671200000000.0,3024800000000.0,3708900000000.0,3783200000000.0
1305,B,False,1294100000000.0,977440000000.0,1006200000000.0,1236600000000.0,1117800000000.0,1520500000000.0,1260600000000.0,1009300000000.0,1302400000000.0,1117900000000.0,819030000000.0,787650000000.0,1088300000000.0,817380000000.0,720470000000.0
1306,B,False,1207100000000.0,375450000000.0,353160000000.0,425150000000.0,853260000000.0,398020000000.0,867750000000.0,647640000000.0,433350000000.0,342300000000.0,1759600000000.0,634590000000.0,486020000000.0,836950000000.0,563890000000.0
1307,B,False,842200000000.0,970140000000.0,1059800000000.0,839260000000.0,872590000000.0,827110000000.0,651330000000.0,653550000000.0,710750000000.0,975020000000.0,904250000000.0,586820000000.0,880870000000.0,852870000000.0,695070000000.0
1308,B,False,102840000000.0,75073000000.0,23519000000.0,92483000000.0,164750000000.0,171710000000.0,19413000000.0,77703000000.0,193570000000.0,178380000000.0,183230000000.0,316780000000.0,212980000000.0,226760000000.0,120470000000.0
1309,B,False,2060000000000.0,1346000000000.0,1518700000000.0,1092900000000.0,2380500000000.0,895360000000.0,2512100000000.0,3127800000000.0,1188900000000.0,2197600000000.0,2063500000000.0,1606700000000.0,1798300000000.0,2310100000000.0,1389800000000.0
1310,B,False,779350000000.0,716570000000.0,804350000000.0,859500000000.0,725800000000.0,536620000000.0,692030000000.0,531470000000.0,1236800000000.0,946000000000.0,516420000000.0,398990000000.0,546270000000.0,641190000000.0,114120000000.0
1311,B,False,0.0,0.0,0.0,0.0,0.0,1907100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1312,B,True,857860000000.0,1213500000000.0,1268000000000.0,1566500000000.0,1733100000000.0,2950200000000.0,1408900000000.0,475610000000.0,2076600000000.0,2598300000000.0,1994200000000.0,1467100000000.0,1732700000000.0,2071300000000.0,1708000000000.0
1313,B,False,861040000000.0,651210000000.0,749520000000.0,629090000000.0,599080000000.0,282060000000.0,499600000000.0,793500000000.0,434700000000.0,236130000000.0,493590000000.0,425590000000.0,892150000000.0,545400000000.0,661420000000.0
1314,B,False,1119700000000.0,1260000000000.0,953330000000.0,724250000000.0,1166000000000.0,1226100000000.0,874030000000.0,1142600000000.0,1272300000000.0,1352300000000.0,1102100000000.0,1718500000000.0,1436800000000.0,1297600000000.0,1554300000000.0
1315,B,False,2830700000000.0,3545700000000.0,2640000000000.0,1911700000000.0,2922900000000.0,2988100000000.0,1367900000000.0,2993200000000.0,3089100000000.0,3015600000000.0,2903400000000.0,4076500000000.0,4222000000000.0,4297200000000.0,4485800000000.0
1316,B,True,39020000000.0,156050000000.0,289000000000.0,290770000000.0,233600000000.0,201060000000.0,206990000000.0,480170000000.0,340140000000.0,66318000000.0,131940000000.0,49114000000.0,189350000000.0,138010000000.0,3626900000.0
1317,B,True,1165500000000.0,739900000000.0,882010000000.0,1794000000000.0,958180000000.0,1725100000000.0,1491700000000.0,1839500000000.0,2377800000000.0,2331800000000.0,2978900000000.0,2974000000000.0,2835200000000.0,2489800000000.0,3786500000000.0
1318,B,False,365950000000.0,432900000000.0,400280000000.0,345860000000.0,421650000000.0,475600000000.0,367000000000.0,418110000000.0,755670000000.0,909920000000.0,782470000000.0,715070000000.0,583230000000.0,518830000000.0,572230000000.0
1319,B,False,1351800000000.0,1083700000000.0,1498200000000.0,1931600000000.0,1572200000000.0,2134200000000.0,1958800000000.0,1651700000000.0,2716500000000.0,1994900000000.0,1405000000000.0,1987100000000.0,745210000000.0,2191900000000.0,2153700000000.0
1320,B,False,675780000000.0,651720000000.0,985480000000.0,1225300000000.0,623260000000.0,1137800000000.0,347970000000.0,228160000000.0,1028400000000.0,1636400000000.0,2392900000000.0,943140000000.0,2073100000000.0,817250000000.0,963150000000.0
1321,B,True,417280000000.0,669440000000.0,776070000000.0,281500000000.0,356200000000.0,504160000000.0,661600000000.0,554220000000.0,689470000000.0,411250000000.0,633520000000.0,523760000000.0,164110000000.0,316950000000.0,547370000000.0
1322,B,False,2484400000000.0,3610400000000.0,3408200000000.0,3378500000000.0,3270900000000.0,2478500000000.0,3369700000000.0,2449800000000.0,2116300000000.0,2143400000000.0,2559900000000.0,3047200000000.0,1679300000000.0,2539400000000.0,2360600000000.0
1323,B,False,1750000000000.0,2021800000000.0,2247000000000.0,2648300000000.0,2416500000000.0,2303600000000.0,2845900000000.0,3438000000000.0,4188700000000.0,5238800000000.0,4884300000000.0,4324400000000.0,3938100000000.0,2692700000000.0,3750100000000.0
1324,B,False,3329100000000.0,3251200000000.0,2511800000000.0,3379500000000.0,4387700000000.0,4864300000000.0,4510800000000.0,4108100000000.0,5729800000000.0,5107800000000.0,4751300000000.0,4517400000000.0,4524100000000.0,2825000000000.0,3468900000000.0
1325,B,False,1145400000000.0,1037300000000.0,1804300000000.0,1280200000000.0,1648100000000.0,1174100000000.0,1394800000000.0,1174900000000.0,1239100000000.0,925730000000.0,746630000000.0,1762000000000.0,940540000000.0,1116400000000.0,2218600000000.0
1326,B,True,5300600000000.0,5363800000000.0,4773200000000.0,4843700000000.0,7132200000000.0,5432000000000.0,6809400000000.0,5901200000000.0,5290000000000.0,5892100000000.0,5951700000000.0,6105800000000.0,6763000000000.0,5853000000000.0,6081800000000.0
1327,B,True,1099800000000.0,1144100000000.0,1594300000000.0,796180000000.0,710050000000.0,802690000000.0,962810000000.0,1344200000000.0,591400000000.0,703160000000.0,1127000000000.0,509250000000.0,930570000000.0,618690000000.0,1504700000000.0
1328,B,True,427900000000.0,494310000000.0,571370000000.0,745740000000.0,487220000000.0,368750000000.0,167220000000.0,147200000000.0,206870000000.0,248340000000.0,786920000000.0,127210000000.0,358240000000.0,556760000000.0,414820000000.0
1329,B,True,4055000000000.0,3446900000000.0,3144300000000.0,2295300000000.0,3995000000000.0,3358900000000.0,3191200000000.0,3628400000000.0,3544700000000.0,3579300000000.0,3936300000000.0,3199700000000.0,3078600000000.0,3805000000000.0,2685100000000.0
1330,B,False,723530000000.0,253090000000.0,450500000000.0,457540000000.0,531040000000.0,821890000000.0,780190000000.0,679750000000.0,566340000000.0,1206000000000.0,1094600000000.0,1136800000000.0,1174900000000.0,1341800000000.0,1392600000000.0
1331,B,False,911200000000.0,905540000000.0,216060000000.0,777620000000.0,899810000000.0,147740000000.0,290320000000.0,606340000000.0,561160000000.0,671130000000.0,955130000000.0,719520000000.0,397910000000.0,484850000000.0,565470000000.0
1332,B,False,248630000000.0,887240000000.0,869210000000.0,629790000000.0,640880000000.0,675860000000.0,481270000000.0,546980000000.0,862420000000.0,220700000000.0,676710000000.0,910490000000.0,604710000000.0,987970000000.0,657360000000.0
1333,B,False,4118100000000.0,5122300000000.0,3273900000000.0,2459400000000.0,3453800000000.0,3492700000000.0,3025900000000.0,2764500000000.0,2816600000000.0,2257900000000.0,2360200000000.0,1868400000000.0,2067300000000.0,2139000000000.0,2301600000000.0
1334,B,True,7205700000000.0,6136600000000.0,4987900000000.0,3037000000000.0,6953500000000.0,3319300000000.0,7649800000000.0,6328400000000.0,4898500000000.0,2551700000000.0,5177000000000.0,5152300000000.0,7535200000000.0,5982600000000.0,7556000000000.0
1335,B,False,1846300000000.0,2468900000000.0,2108000000000.0,1861900000000.0,1883700000000.0,1933900000000.0,1880400000000.0,1700400000000.0,1615800000000.0,1649600000000.0,2052800000000.0,2036100000000.0,1863800000000.0,2066800000000.0,1873300000000.0
1336,B,False,4601400000000.0,4486800000000.0,4281000000000.0,4075900000000.0,3745200000000.0,2578200000000.0,3504300000000.0,4240500000000.0,3110200000000.0,3476100000000.0,3711300000000.0,2657100000000.0,2978700000000.0,3004400000000.0,2998400000000.0
1337,B,False,780760000000.0,539810000000.0,1319600000000.0,1194900000000.0,1223000000000.0,853940000000.0,1022300000000.0,1037100000000.0,1448300000000.0,1521900000000.0,1208800000000.0,1750400000000.0,1749000000000.0,1975700000000.0,1627600000000.0
1338,B,False,478630000000.0,373610000000.0,367780000000.0,205540000000.0,467230000000.0,172990000000.0,299930000000.0,123480000000.0,131630000000.0,101490000000.0,142410000000.0,240830000000.0,203050000000.0,133210000000.0,217900000000.0
1339,B,True,1118500000000.0,1297500000000.0,1309100000000.0,1710500000000.0,1679000000000.0,1541300000000.0,2049900000000.0,1644000000000.0,1340400000000.0,1417500000000.0,1726200000000.0,1836100000000.0,1624100000000.0,1615900000000.0,1876700000000.0
1340,B,False,3548000000000.0,3248200000000.0,3225600000000.0,3358800000000.0,3470600000000.0,2921000000000.0,3254300000000.0,2920800000000.0,3876200000000.0,3884700000000.0,3986700000000.0,3399300000000.0,3997000000000.0,4138200000000.0,3997000000000.0
