,FLARE_TYPE,COINCIDENCE,TOTUSJZ_21,TOTUSJZ_22,TOTUSJZ_23,TOTUSJZ_24,TOTUSJZ_25,TOTUSJZ_26,TOTUSJZ_27,TOTUSJZ_28,TOTUSJZ_29,TOTUSJZ_30,TOTUSJZ_31,TOTUSJZ_32,TOTUSJZ_33,TOTUSJZ_34,TOTUSJZ_35,TOTUSJZ_36,TOTUSJZ_37,TOTUSJZ_38,TOTUSJZ_39,TOTUSJZ_40,TOTUSJZ_41,TOTUSJZ_42,TOTUSJZ_43,TOTUSJZ_44,TOTUSJZ_45,TOTUSJZ_46,TOTUSJZ_47,TOTUSJZ_48,TOTUSJZ_49,TOTUSJZ_50,TOTUSJZ_51,TOTUSJZ_52,TOTUSJZ_53,TOTUSJZ_54,TOTUSJZ_55,TOTUSJZ_56,TOTUSJZ_57,TOTUSJZ_58,TOTUSJZ_59,TOTUSJZ_60,TOTUSJZ_61,TOTUSJZ_62,TOTUSJZ_63,TOTUSJZ_64,TOTUSJZ_65,TOTUSJZ_66,TOTUSJZ_67,TOTUSJZ_68,TOTUSJZ_69,TOTUSJZ_70,TOTUSJZ_71,TOTUSJZ_72,TOTUSJZ_73,TOTUSJZ_74,TOTUSJZ_75,TOTUSJZ_76,TOTUSJZ_77,TOTUSJZ_78,TOTUSJZ_79,TOTUSJZ_80,TOTUSJZ_81,TOTUSJZ_82,TOTUSJZ_83,TOTUSJZ_84,TOTUSJZ_85,TOTUSJZ_86,TOTUSJZ_87,TOTUSJZ_88,TOTUSJZ_89,TOTUSJZ_90,TOTUSJZ_91,TOTUSJZ_92,TOTUSJZ_93,TOTUSJZ_94,TOTUSJZ_95,TOTUSJZ_96,TOTUSJZ_97,TOTUSJZ_98,TOTUSJZ_99,TOTUSJZ_100
859,B,False,8097200000000.0,8132200000000.0,8268500000000.0,8168400000000.0,7871900000000.0,8161500000000.0,8169300000000.0,8178600000000.0,8269200000000.0,8325500000000.0,8135900000000.0,7910000000000.0,8158200000000.0,8545200000000.0,8084200000000.0,8012100000000.0,8103500000000.0,7894000000000.0,8040300000000.0,7849000000000.0,7864900000000.0,7961500000000.0,7842400000000.0,7995100000000.0,8491100000000.0,8161600000000.0,7863100000000.0,8096300000000.0,8263300000000.0,8742100000000.0,9022800000000.0,8844900000000.0,8814600000000.0,9576700000000.0,8791800000000.0,9467900000000.0,9359200000000.0,8581900000000.0,9720600000000.0,8796300000000.0,8668100000000.0,9070200000000.0,8615800000000.0,9288400000000.0,8336700000000.0,8136100000000.0,8335200000000.0,8537000000000.0,8381500000000.0,9025900000000.0,8912400000000.0,8110000000000.0,7944200000000.0,7950800000000.0,8567900000000.0,9076900000000.0,9415900000000.0,9067000000000.0,8449600000000.0,8571800000000.0,8643600000000.0,8967800000000.0,8051700000000.0,8577800000000.0,8108200000000.0,8008600000000.0,7959200000000.0,7802400000000.0,7739500000000.0,8138100000000.0,8351900000000.0,8798800000000.0,8362300000000.0,8181000000000.0,8197000000000.0,8235400000000.0,7837200000000.0,7648100000000.0,7527000000000.0,7414800000000.0
860,B,False,3458100000000.0,3276800000000.0,3278800000000.0,3335100000000.0,3232100000000.0,3358000000000.0,3280800000000.0,3284900000000.0,3379500000000.0,3258800000000.0,3241200000000.0,3143300000000.0,3180800000000.0,3283300000000.0,3177000000000.0,3055800000000.0,3030500000000.0,2912600000000.0,3061600000000.0,3005400000000.0,2858200000000.0,2865700000000.0,2949100000000.0,2897400000000.0,2862000000000.0,2937900000000.0,2886900000000.0,2908400000000.0,2944900000000.0,2973500000000.0,2977200000000.0,3072500000000.0,2972800000000.0,2953900000000.0,2920400000000.0,3007300000000.0,3004700000000.0,2996400000000.0,3048800000000.0,2955900000000.0,3064500000000.0,2987200000000.0,3021000000000.0,3008000000000.0,2922500000000.0,3015200000000.0,3059400000000.0,2948500000000.0,2853000000000.0,2986900000000.0,3070500000000.0,2994300000000.0,2971800000000.0,2969400000000.0,3071700000000.0,3071200000000.0,3064000000000.0,3086100000000.0,3344200000000.0,3437700000000.0,3497900000000.0,3597900000000.0,3630800000000.0,3735800000000.0,3543200000000.0,3871800000000.0,3908200000000.0,3927300000000.0,4125600000000.0,4226200000000.0,4161900000000.0,4510700000000.0,4454400000000.0,4469300000000.0,4395100000000.0,4379400000000.0,4426600000000.0,4570000000000.0,4349900000000.0,4489600000000.0
861,B,False,8252700000000.0,8463000000000.0,8342000000000.0,8597700000000.0,8096600000000.0,8247500000000.0,8327600000000.0,8253100000000.0,8144400000000.0,8068600000000.0,7902000000000.0,7844400000000.0,8138500000000.0,8008600000000.0,7937600000000.0,7928500000000.0,7962200000000.0,8131000000000.0,8223300000000.0,8015600000000.0,8354000000000.0,8350900000000.0,8471200000000.0,8535900000000.0,8617400000000.0,8634500000000.0,8365600000000.0,8463800000000.0,8459500000000.0,8513700000000.0,8603300000000.0,8433100000000.0,8332900000000.0,8260200000000.0,8301700000000.0,7962500000000.0,8369000000000.0,8761000000000.0,8603500000000.0,8653100000000.0,8660500000000.0,8869700000000.0,8658700000000.0,8464700000000.0,8865200000000.0,8522200000000.0,8637300000000.0,8848200000000.0,8925300000000.0,8673200000000.0,8306100000000.0,8373100000000.0,8465100000000.0,8167900000000.0,8616100000000.0,8498400000000.0,8383300000000.0,8154600000000.0,8332200000000.0,8204800000000.0,8199900000000.0,8340600000000.0,8599200000000.0,8686200000000.0,8560500000000.0,8395700000000.0,8374300000000.0,8689400000000.0,8786200000000.0,8806100000000.0,8550700000000.0,8342600000000.0,8234400000000.0,7800800000000.0,7812500000000.0,7407300000000.0,7469700000000.0,7743000000000.0,7611600000000.0,7466200000000.0
862,B,False,17782000000000.0,18220000000000.0,18402000000000.0,18554000000000.0,18806000000000.0,18929000000000.0,19064000000000.0,19386000000000.0,20356000000000.0,20489000000000.0,21340000000000.0,21251000000000.0,21479000000000.0,20891000000000.0,20571000000000.0,19919000000000.0,19126000000000.0,19361000000000.0,18321000000000.0,19014000000000.0,18096000000000.0,17922000000000.0,18107000000000.0,17860000000000.0,18101000000000.0,18205000000000.0,18474000000000.0,18580000000000.0,18527000000000.0,18274000000000.0,18482000000000.0,18371000000000.0,18143000000000.0,17815000000000.0,17947000000000.0,17811000000000.0,17791000000000.0,17904000000000.0,17390000000000.0,17327000000000.0,17276000000000.0,16898000000000.0,16658000000000.0,16552000000000.0,16139000000000.0,15634000000000.0,16141000000000.0,15766000000000.0,15650000000000.0,15492000000000.0,15290000000000.0,15257000000000.0,15660000000000.0,15413000000000.0,15303000000000.0,15216000000000.0,15262000000000.0,15613000000000.0,15544000000000.0,15442000000000.0,15607000000000.0,15620000000000.0,15360000000000.0,15611000000000.0,16100000000000.0,16826000000000.0,16091000000000.0,16512000000000.0,16077000000000.0,16121000000000.0,16192000000000.0,16167000000000.0,15909000000000.0,15766000000000.0,14818000000000.0,14867000000000.0,14706000000000.0,14608000000000.0,14450000000000.0,14471000000000.0
863,B,False,3055800000000.0,2936500000000.0,2843400000000.0,2733700000000.0,3111300000000.0,3198900000000.0,3473300000000.0,3621400000000.0,3740000000000.0,3750100000000.0,3853500000000.0,4301000000000.0,4593300000000.0,4919500000000.0,4703000000000.0,4758400000000.0,4742300000000.0,5339200000000.0,5191300000000.0,5437700000000.0,5221100000000.0,5485500000000.0,5494700000000.0,5335300000000.0,5365700000000.0,5542600000000.0,5240400000000.0,4928500000000.0,5234100000000.0,5321200000000.0,5040200000000.0,5180000000000.0,5168300000000.0,5267600000000.0,5250000000000.0,5459500000000.0,5693600000000.0,5938900000000.0,5776700000000.0,6022000000000.0,6360000000000.0,6326100000000.0,6417800000000.0,6595300000000.0,6946600000000.0,7069000000000.0,7059200000000.0,6939300000000.0,7146200000000.0,7231900000000.0,7496700000000.0,7738800000000.0,7881200000000.0,8053900000000.0,8287300000000.0,8004900000000.0,8215300000000.0,8422400000000.0,8509600000000.0,9013300000000.0,8731300000000.0,8440000000000.0,8423400000000.0,8924800000000.0,9101900000000.0,9336500000000.0,9644300000000.0,9558400000000.0,9512100000000.0,9443500000000.0,9648600000000.0,9556900000000.0,9578800000000.0,9390600000000.0,9207300000000.0,9073900000000.0,8613400000000.0,9022800000000.0,8654200000000.0,8774400000000.0
864,B,False,5119500000000.0,5171100000000.0,5112300000000.0,4949600000000.0,5084000000000.0,5026500000000.0,5035100000000.0,5041500000000.0,5148400000000.0,5150200000000.0,5159700000000.0,5186800000000.0,5076100000000.0,4891600000000.0,4988500000000.0,5008100000000.0,4961800000000.0,4907600000000.0,4903300000000.0,5018500000000.0,4973600000000.0,4972500000000.0,4853000000000.0,4960100000000.0,4729800000000.0,4915700000000.0,5099500000000.0,4953200000000.0,5108600000000.0,4959400000000.0,4876500000000.0,4809900000000.0,5057500000000.0,4935900000000.0,4945000000000.0,5098800000000.0,5005500000000.0,4994000000000.0,5028400000000.0,5100800000000.0,5264400000000.0,5135900000000.0,5417600000000.0,5326500000000.0,5369100000000.0,5374100000000.0,5176300000000.0,5148300000000.0,5188300000000.0,5238500000000.0,5110900000000.0,5048100000000.0,5077700000000.0,5126300000000.0,5271300000000.0,5256200000000.0,5045000000000.0,5146300000000.0,5217400000000.0,5515500000000.0,5546700000000.0,5719700000000.0,5603700000000.0,5535000000000.0,5511100000000.0,5464500000000.0,5672900000000.0,5455900000000.0,5422900000000.0,5258900000000.0,5397300000000.0,5130900000000.0,5095100000000.0,4978500000000.0,5131100000000.0,5072100000000.0,4969300000000.0,4907400000000.0,4803100000000.0,4866600000000.0
865,B,True,6951500000000.0,7248500000000.0,7260900000000.0,7460800000000.0,7476600000000.0,7816600000000.0,7723000000000.0,7678600000000.0,7900100000000.0,7685400000000.0,7631300000000.0,7729100000000.0,7898500000000.0,7523500000000.0,7603200000000.0,7536100000000.0,7571300000000.0,7458700000000.0,7537300000000.0,7457100000000.0,7837100000000.0,7603900000000.0,7564200000000.0,7657100000000.0,7688900000000.0,7746500000000.0,7852800000000.0,7860100000000.0,7658500000000.0,7546000000000.0,7495200000000.0,7307100000000.0,7034700000000.0,7039700000000.0,7235100000000.0,7081200000000.0,7460100000000.0,7292800000000.0,7196600000000.0,7386400000000.0,7133900000000.0,6986200000000.0,7332200000000.0,7593100000000.0,7680500000000.0,7645000000000.0,7748800000000.0,7926100000000.0,7756100000000.0,7663000000000.0,7861500000000.0,7638400000000.0,7896300000000.0,7478500000000.0,7975000000000.0,7674500000000.0,7529700000000.0,7648900000000.0,7355800000000.0,7550700000000.0,7375600000000.0,7361100000000.0,7666700000000.0,7721500000000.0,7918500000000.0,7885100000000.0,7973600000000.0,7964400000000.0,7844500000000.0,7816100000000.0,7976000000000.0,8261600000000.0,8407300000000.0,8348400000000.0,8309200000000.0,8509800000000.0,8580000000000.0,8680900000000.0,8677500000000.0,8516600000000.0
866,B,False,2871000000000.0,3105400000000.0,3200900000000.0,3403400000000.0,3326200000000.0,3407000000000.0,3173600000000.0,3127800000000.0,3102700000000.0,3021200000000.0,3069300000000.0,3006100000000.0,2959700000000.0,2952500000000.0,2988600000000.0,2897900000000.0,2921400000000.0,2803200000000.0,2966200000000.0,2901700000000.0,2855400000000.0,2756400000000.0,2903200000000.0,2824900000000.0,2867400000000.0,2679100000000.0,2739100000000.0,2737400000000.0,2754000000000.0,2754700000000.0,2678700000000.0,2667000000000.0,2589500000000.0,2737400000000.0,2768400000000.0,2931200000000.0,2718200000000.0,2807600000000.0,2790200000000.0,2682100000000.0,2586800000000.0,2763200000000.0,2725300000000.0,2701000000000.0,2840700000000.0,2782600000000.0,2867400000000.0,2668500000000.0,2591700000000.0,2778900000000.0,2802000000000.0,2867300000000.0,3048300000000.0,3272200000000.0,3263200000000.0,3515800000000.0,3719700000000.0,3569900000000.0,3737800000000.0,4136000000000.0,4451500000000.0,4632100000000.0,5154400000000.0,5028800000000.0,5277500000000.0,5304200000000.0,5467500000000.0,5711300000000.0,5721500000000.0,5979500000000.0,6259500000000.0,6151500000000.0,6653200000000.0,6682600000000.0,6921800000000.0,7093600000000.0,6899500000000.0,7120800000000.0,7371000000000.0,7386400000000.0
867,B,False,8500700000000.0,8502200000000.0,8397800000000.0,8414000000000.0,8590400000000.0,8430600000000.0,8607000000000.0,8685200000000.0,8596900000000.0,8942500000000.0,9549100000000.0,9272200000000.0,9975100000000.0,10204000000000.0,10548000000000.0,10716000000000.0,10861000000000.0,10788000000000.0,10609000000000.0,10756000000000.0,10878000000000.0,11239000000000.0,10534000000000.0,10712000000000.0,10651000000000.0,10859000000000.0,10925000000000.0,10924000000000.0,11173000000000.0,11210000000000.0,11634000000000.0,11713000000000.0,11897000000000.0,11854000000000.0,11648000000000.0,11623000000000.0,11801000000000.0,11962000000000.0,11395000000000.0,11269000000000.0,11860000000000.0,12101000000000.0,12333000000000.0,13057000000000.0,12987000000000.0,12991000000000.0,13041000000000.0,13182000000000.0,13026000000000.0,13229000000000.0,13072000000000.0,13016000000000.0,12792000000000.0,12464000000000.0,12297000000000.0,12540000000000.0,12910000000000.0,12945000000000.0,12850000000000.0,12993000000000.0,13362000000000.0,13184000000000.0,13038000000000.0,12687000000000.0,12985000000000.0,12835000000000.0,12833000000000.0,13146000000000.0,13011000000000.0,13004000000000.0,12571000000000.0,12683000000000.0,12670000000000.0,12670000000000.0,12730000000000.0,12604000000000.0,12627000000000.0,12795000000000.0,12759000000000.0,13030000000000.0
868,B,True,3703000000000.0,3701300000000.0,4248500000000.0,4058500000000.0,3412600000000.0,4115400000000.0,3655700000000.0,4109000000000.0,3773700000000.0,4365000000000.0,4189400000000.0,4011000000000.0,4064400000000.0,3786300000000.0,4114900000000.0,4085200000000.0,3969500000000.0,4028200000000.0,4120700000000.0,4087800000000.0,4290100000000.0,4140000000000.0,4731800000000.0,4687400000000.0,4398200000000.0,4796600000000.0,4240900000000.0,4414200000000.0,4461200000000.0,4758000000000.0,4867800000000.0,4813100000000.0,4633500000000.0,4576400000000.0,5093500000000.0,4711700000000.0,5887400000000.0,5994900000000.0,5516000000000.0,5400100000000.0,5248400000000.0,5773400000000.0,5276400000000.0,5658300000000.0,5546900000000.0,5460800000000.0,5708200000000.0,5653800000000.0,5245700000000.0,5700200000000.0,5785800000000.0,5597100000000.0,5644400000000.0,5704100000000.0,5632500000000.0,5852700000000.0,5665200000000.0,5718800000000.0,5492500000000.0,5469800000000.0,5522100000000.0,5404900000000.0,5314000000000.0,5140100000000.0,5258600000000.0,5262900000000.0,5060700000000.0,5104900000000.0,5027300000000.0,5508500000000.0,4862700000000.0,4691400000000.0,4625100000000.0,4938900000000.0,4947200000000.0,5715600000000.0,5064900000000.0,5299000000000.0,5272200000000.0,5314100000000.0
869,B,False,12495000000000.0,12275000000000.0,12602000000000.0,12771000000000.0,12449000000000.0,12812000000000.0,12586000000000.0,12670000000000.0,13189000000000.0,13122000000000.0,12729000000000.0,13098000000000.0,13160000000000.0,12945000000000.0,12782000000000.0,12953000000000.0,13108000000000.0,13052000000000.0,13527000000000.0,13712000000000.0,13379000000000.0,12966000000000.0,13363000000000.0,13560000000000.0,13615000000000.0,13538000000000.0,13098000000000.0,12847000000000.0,12599000000000.0,12636000000000.0,13039000000000.0,12665000000000.0,12447000000000.0,12638000000000.0,12894000000000.0,12947000000000.0,13476000000000.0,12911000000000.0,12834000000000.0,13204000000000.0,13297000000000.0,13039000000000.0,13029000000000.0,12656000000000.0,12486000000000.0,12538000000000.0,12686000000000.0,12568000000000.0,12527000000000.0,12515000000000.0,12335000000000.0,12271000000000.0,12239000000000.0,12340000000000.0,12680000000000.0,12480000000000.0,12426000000000.0,12403000000000.0,12330000000000.0,12554000000000.0,12477000000000.0,12869000000000.0,13330000000000.0,13122000000000.0,13132000000000.0,13374000000000.0,13415000000000.0,13191000000000.0,12948000000000.0,12838000000000.0,13310000000000.0,13084000000000.0,13251000000000.0,13323000000000.0,13423000000000.0,13234000000000.0,13243000000000.0,13222000000000.0,13272000000000.0,13021000000000.0
870,B,False,5514700000000.0,5493700000000.0,5587500000000.0,5418300000000.0,5283400000000.0,5539600000000.0,5309500000000.0,5593000000000.0,5380000000000.0,5419800000000.0,5332800000000.0,5270800000000.0,5452500000000.0,5604600000000.0,5302700000000.0,5381300000000.0,5380600000000.0,5270000000000.0,5494800000000.0,6294200000000.0,6005900000000.0,5985800000000.0,6132100000000.0,6290200000000.0,6326400000000.0,6471200000000.0,6706500000000.0,6819700000000.0,6758000000000.0,6768300000000.0,6916400000000.0,6739300000000.0,6904900000000.0,7048000000000.0,6971600000000.0,6706900000000.0,6545100000000.0,6683600000000.0,6374300000000.0,6251900000000.0,6379700000000.0,6684900000000.0,6816900000000.0,6809100000000.0,6497200000000.0,6517500000000.0,6625600000000.0,7225700000000.0,6546900000000.0,6588100000000.0,6693400000000.0,6757200000000.0,6699600000000.0,6709900000000.0,6841900000000.0,6583200000000.0,6966900000000.0,6783800000000.0,6927600000000.0,6580500000000.0,6572400000000.0,6538100000000.0,6426000000000.0,6366300000000.0,6369000000000.0,6183700000000.0,5990300000000.0,5806900000000.0,5815600000000.0,5818000000000.0,5932400000000.0,6101600000000.0,6164000000000.0,5854000000000.0,5718600000000.0,5988500000000.0,6274000000000.0,6259600000000.0,6593900000000.0,6391800000000.0
871,B,True,15219000000000.0,14860000000000.0,14898000000000.0,15359000000000.0,15492000000000.0,15832000000000.0,16190000000000.0,16210000000000.0,16532000000000.0,16514000000000.0,16424000000000.0,16361000000000.0,16503000000000.0,16280000000000.0,16369000000000.0,16221000000000.0,16397000000000.0,16003000000000.0,16077000000000.0,16220000000000.0,16157000000000.0,16039000000000.0,16439000000000.0,15637000000000.0,15250000000000.0,15148000000000.0,15305000000000.0,15547000000000.0,15463000000000.0,15313000000000.0,15470000000000.0,15646000000000.0,15599000000000.0,15981000000000.0,16081000000000.0,16041000000000.0,15686000000000.0,15920000000000.0,15612000000000.0,15584000000000.0,15797000000000.0,15752000000000.0,15695000000000.0,15810000000000.0,15674000000000.0,15723000000000.0,15720000000000.0,15904000000000.0,15432000000000.0,15432000000000.0,15467000000000.0,15502000000000.0,15609000000000.0,15568000000000.0,15925000000000.0,15737000000000.0,15517000000000.0,15232000000000.0,15591000000000.0,15850000000000.0,15701000000000.0,15598000000000.0,15182000000000.0,15392000000000.0,15409000000000.0,15475000000000.0,15533000000000.0,15370000000000.0,15652000000000.0,15400000000000.0,15927000000000.0,15579000000000.0,15180000000000.0,15282000000000.0,15203000000000.0,14860000000000.0,14677000000000.0,14343000000000.0,14297000000000.0,14216000000000.0
872,B,True,8373200000000.0,8907300000000.0,9650400000000.0,9343500000000.0,9766800000000.0,9697600000000.0,9551400000000.0,9104400000000.0,9180500000000.0,10162000000000.0,9449400000000.0,9505100000000.0,8869100000000.0,8888400000000.0,9149200000000.0,10066000000000.0,10294000000000.0,8993400000000.0,9787600000000.0,8765800000000.0,9416400000000.0,7968400000000.0,7613400000000.0,7755100000000.0,7786000000000.0,8648400000000.0,7362700000000.0,6919800000000.0,7296000000000.0,7693600000000.0,7234600000000.0,7854100000000.0,7416500000000.0,6323800000000.0,6586500000000.0,6663300000000.0,6691300000000.0,6297700000000.0,6281000000000.0,6260200000000.0,6042800000000.0,6303400000000.0,6077200000000.0,6003700000000.0,6180400000000.0,6563700000000.0,6192400000000.0,7302300000000.0,7058600000000.0,6243800000000.0,7208100000000.0,7133500000000.0,6785100000000.0,6378200000000.0,6782400000000.0,6303600000000.0,6555100000000.0,6089300000000.0,5863400000000.0,5094200000000.0,4866100000000.0,4605700000000.0,4767100000000.0,5033600000000.0,4671500000000.0,4510300000000.0,5020400000000.0,4183700000000.0,5047000000000.0,4299500000000.0,4202500000000.0,4821000000000.0,3888700000000.0,3903200000000.0,3427800000000.0,3236800000000.0,3852500000000.0,4107300000000.0,2660000000000.0,3158500000000.0
873,B,False,11216000000000.0,11329000000000.0,11703000000000.0,11271000000000.0,11495000000000.0,11159000000000.0,11524000000000.0,11314000000000.0,11178000000000.0,10816000000000.0,10901000000000.0,10743000000000.0,10899000000000.0,10910000000000.0,10905000000000.0,10960000000000.0,10863000000000.0,10649000000000.0,10646000000000.0,10445000000000.0,10801000000000.0,10686000000000.0,10664000000000.0,10924000000000.0,10796000000000.0,10934000000000.0,10689000000000.0,10684000000000.0,10628000000000.0,10647000000000.0,10363000000000.0,10623000000000.0,10693000000000.0,10749000000000.0,10901000000000.0,10791000000000.0,11023000000000.0,10980000000000.0,10572000000000.0,10545000000000.0,10611000000000.0,10761000000000.0,10610000000000.0,10677000000000.0,10703000000000.0,10739000000000.0,10742000000000.0,10763000000000.0,10823000000000.0,10614000000000.0,10337000000000.0,10555000000000.0,10537000000000.0,10671000000000.0,10449000000000.0,10426000000000.0,10362000000000.0,10261000000000.0,10038000000000.0,9703100000000.0,9702300000000.0,9845900000000.0,9551300000000.0,9486400000000.0,9466800000000.0,9446100000000.0,9501800000000.0,9234200000000.0,9283700000000.0,9336900000000.0,9176600000000.0,9221700000000.0,9268400000000.0,9328600000000.0,9283500000000.0,9127500000000.0,9228500000000.0,9109200000000.0,9342500000000.0,9496900000000.0
874,B,False,1856400000000.0,1887100000000.0,1812100000000.0,1868300000000.0,1852600000000.0,1961100000000.0,2027300000000.0,1920100000000.0,2018800000000.0,2027200000000.0,2129500000000.0,2035800000000.0,2078300000000.0,2207700000000.0,2292400000000.0,2212800000000.0,2066400000000.0,2116600000000.0,2180500000000.0,2238300000000.0,2117000000000.0,2322600000000.0,2228600000000.0,2102500000000.0,2144000000000.0,2061200000000.0,1910900000000.0,2063200000000.0,1949300000000.0,1936300000000.0,1943500000000.0,1870800000000.0,1858500000000.0,1670500000000.0,1628900000000.0,1661000000000.0,1572900000000.0,1615500000000.0,1644500000000.0,1585000000000.0,1683500000000.0,1615200000000.0,1592500000000.0,1597900000000.0,1600600000000.0,1527700000000.0,1666200000000.0,1780100000000.0,1924700000000.0,1909100000000.0,2129600000000.0,2121500000000.0,2168800000000.0,2156700000000.0,1949200000000.0,1687700000000.0,1662400000000.0,1519900000000.0,1503200000000.0,1384100000000.0,1317600000000.0,1476100000000.0,1416700000000.0,1346700000000.0,1291900000000.0,1329900000000.0,1373800000000.0,1415000000000.0,1403700000000.0,1414000000000.0,1543200000000.0,1611800000000.0,1665600000000.0,1655000000000.0,1659400000000.0,1762400000000.0,1780900000000.0,1770900000000.0,1729900000000.0,1818700000000.0
875,B,False,6653700000000.0,6220900000000.0,6405100000000.0,6906600000000.0,7125300000000.0,7140300000000.0,7356200000000.0,7545900000000.0,7597100000000.0,7504700000000.0,7568600000000.0,7340100000000.0,7215200000000.0,7502000000000.0,7314700000000.0,7248000000000.0,7374700000000.0,7421600000000.0,7422800000000.0,7618100000000.0,7523600000000.0,7342100000000.0,7337900000000.0,7041400000000.0,7196400000000.0,7282500000000.0,7236000000000.0,7253600000000.0,7384100000000.0,7178200000000.0,7158300000000.0,6917700000000.0,7081500000000.0,7128700000000.0,6809000000000.0,6902600000000.0,7148800000000.0,6862500000000.0,6799400000000.0,6687700000000.0,6860500000000.0,6745600000000.0,6660400000000.0,6796100000000.0,6737800000000.0,6742900000000.0,6830800000000.0,6820600000000.0,6949000000000.0,7103800000000.0,7193600000000.0,6944500000000.0,7332600000000.0,7113100000000.0,7268200000000.0,7337200000000.0,7489800000000.0,7507300000000.0,7615500000000.0,7582400000000.0,7547600000000.0,7824800000000.0,7813900000000.0,7984800000000.0,7668000000000.0,7995500000000.0,7564200000000.0,7593500000000.0,7702700000000.0,8016000000000.0,7983600000000.0,8022300000000.0,7851200000000.0,7831500000000.0,7810200000000.0,7626000000000.0,7855600000000.0,7748900000000.0,7935900000000.0,7914300000000.0
876,B,False,840460000000.0,754240000000.0,850750000000.0,874200000000.0,804960000000.0,743650000000.0,798770000000.0,747630000000.0,808610000000.0,751410000000.0,766940000000.0,788610000000.0,860800000000.0,842880000000.0,887090000000.0,792590000000.0,819200000000.0,818700000000.0,824680000000.0,871520000000.0,898440000000.0,866530000000.0,977410000000.0,930280000000.0,992380000000.0,1077700000000.0,1045300000000.0,1010700000000.0,955580000000.0,997290000000.0,1111900000000.0,1016300000000.0,1068000000000.0,1156700000000.0,1147700000000.0,1249800000000.0,1422200000000.0,1295300000000.0,1402600000000.0,1397900000000.0,1513800000000.0,1628900000000.0,1545400000000.0,1566700000000.0,1595500000000.0,1510300000000.0,1491700000000.0,1562900000000.0,1599900000000.0,1719300000000.0,1691500000000.0,1809800000000.0,1786700000000.0,2078500000000.0,1999600000000.0,2103800000000.0,2169100000000.0,2269400000000.0,2355200000000.0,2382100000000.0,2194900000000.0,2348700000000.0,2300300000000.0,2266400000000.0,2430800000000.0,2512700000000.0,2603100000000.0,2543000000000.0,2442200000000.0,2806700000000.0,2942900000000.0,2926900000000.0,2832700000000.0,2760000000000.0,2740200000000.0,2908900000000.0,2978800000000.0,3240500000000.0,3407000000000.0,3643700000000.0
877,B,True,18079000000000.0,18345000000000.0,18292000000000.0,18420000000000.0,18600000000000.0,18587000000000.0,18781000000000.0,18453000000000.0,17327000000000.0,17658000000000.0,17253000000000.0,17075000000000.0,17336000000000.0,17266000000000.0,17184000000000.0,16588000000000.0,16755000000000.0,16861000000000.0,16955000000000.0,16867000000000.0,16959000000000.0,18820000000000.0,17913000000000.0,18164000000000.0,18132000000000.0,17669000000000.0,18015000000000.0,18059000000000.0,18260000000000.0,18108000000000.0,18421000000000.0,18449000000000.0,18996000000000.0,18439000000000.0,18633000000000.0,18885000000000.0,18953000000000.0,19024000000000.0,18502000000000.0,18104000000000.0,18106000000000.0,19347000000000.0,18021000000000.0,19269000000000.0,18542000000000.0,18817000000000.0,18923000000000.0,17787000000000.0,18303000000000.0,17571000000000.0,16668000000000.0,17791000000000.0,17061000000000.0,17676000000000.0,18100000000000.0,16907000000000.0,17103000000000.0,17292000000000.0,18247000000000.0,17878000000000.0,17861000000000.0,20180000000000.0,18105000000000.0,17853000000000.0,18594000000000.0,18029000000000.0,17611000000000.0,17122000000000.0,17587000000000.0,17334000000000.0,17777000000000.0,16769000000000.0,17537000000000.0,17641000000000.0,17507000000000.0,17130000000000.0,16029000000000.0,16439000000000.0,16060000000000.0,15605000000000.0
878,B,False,10290000000000.0,10329000000000.0,10397000000000.0,10823000000000.0,11098000000000.0,11561000000000.0,11565000000000.0,11259000000000.0,10902000000000.0,10790000000000.0,11387000000000.0,11690000000000.0,11312000000000.0,11478000000000.0,11477000000000.0,11126000000000.0,11309000000000.0,11064000000000.0,11075000000000.0,10452000000000.0,10671000000000.0,10336000000000.0,10339000000000.0,10356000000000.0,10207000000000.0,10400000000000.0,10330000000000.0,10250000000000.0,10280000000000.0,10393000000000.0,10481000000000.0,10672000000000.0,11116000000000.0,11443000000000.0,11716000000000.0,11872000000000.0,12093000000000.0,12424000000000.0,12141000000000.0,12467000000000.0,13173000000000.0,13371000000000.0,13349000000000.0,13725000000000.0,14196000000000.0,14411000000000.0,14859000000000.0,15016000000000.0,14909000000000.0,15192000000000.0,14812000000000.0,14725000000000.0,14780000000000.0,15140000000000.0,15872000000000.0,16088000000000.0,15986000000000.0,15838000000000.0,15798000000000.0,15876000000000.0,15639000000000.0,16570000000000.0,16662000000000.0,16617000000000.0,16808000000000.0,17000000000000.0,17198000000000.0,17152000000000.0,17102000000000.0,17053000000000.0,17211000000000.0,17334000000000.0,17206000000000.0,17166000000000.0,17016000000000.0,16876000000000.0,16979000000000.0,17259000000000.0,17124000000000.0,17072000000000.0
