,FLARE_TYPE,COINCIDENCE,TOTUSJZ_21,TOTUSJZ_22,TOTUSJZ_23,TOTUSJZ_24,TOTUSJZ_25,TOTUSJZ_26,TOTUSJZ_27,TOTUSJZ_28,TOTUSJZ_29,TOTUSJZ_30,TOTUSJZ_31,TOTUSJZ_32,TOTUSJZ_33,TOTUSJZ_34,TOTUSJZ_35,TOTUSJZ_36,TOTUSJZ_37,TOTUSJZ_38,TOTUSJZ_39,TOTUSJZ_40,TOTUSJZ_41,TOTUSJZ_42,TOTUSJZ_43,TOTUSJZ_44,TOTUSJZ_45,TOTUSJZ_46,TOTUSJZ_47,TOTUSJZ_48,TOTUSJZ_49,TOTUSJZ_50,TOTUSJZ_51,TOTUSJZ_52,TOTUSJZ_53,TOTUSJZ_54,TOTUSJZ_55,TOTUSJZ_56,TOTUSJZ_57,TOTUSJZ_58,TOTUSJZ_59,TOTUSJZ_60,TOTUSJZ_61,TOTUSJZ_62,TOTUSJZ_63,TOTUSJZ_64,TOTUSJZ_65,TOTUSJZ_66,TOTUSJZ_67,TOTUSJZ_68,TOTUSJZ_69,TOTUSJZ_70,TOTUSJZ_71,TOTUSJZ_72,TOTUSJZ_73,TOTUSJZ_74,TOTUSJZ_75,TOTUSJZ_76,TOTUSJZ_77,TOTUSJZ_78,TOTUSJZ_79,TOTUSJZ_80,TOTUSJZ_81,TOTUSJZ_82,TOTUSJZ_83,TOTUSJZ_84,TOTUSJZ_85,TOTUSJZ_86,TOTUSJZ_87,TOTUSJZ_88,TOTUSJZ_89,TOTUSJZ_90,TOTUSJZ_91,TOTUSJZ_92,TOTUSJZ_93,TOTUSJZ_94,TOTUSJZ_95,TOTUSJZ_96,TOTUSJZ_97,TOTUSJZ_98,TOTUSJZ_99,TOTUSJZ_100
351,M,False,0.0,0.0,0.0,0.0,1105800000.0,6280900000.0,1064600000.0,3314100000.0,8658100000.0,15920000000.0,36213000000.0,66403000000.0,85808000000.0,204480000000.0,248880000000.0,265740000000.0,293510000000.0,361160000000.0,410170000000.0,613620000000.0,815870000000.0,915040000000.0,1060400000000.0,1313600000000.0,1818500000000.0,2025500000000.0,2449000000000.0,2612000000000.0,3305100000000.0,3027500000000.0,3551300000000.0,3649500000000.0,3575700000000.0,3733700000000.0,3569700000000.0,3617800000000.0,3649800000000.0,3730400000000.0,3847500000000.0,3767300000000.0,4185000000000.0,4128500000000.0,4545800000000.0,4228300000000.0,4448700000000.0,4277100000000.0,4536900000000.0,4458300000000.0,4524200000000.0,4885400000000.0,4576500000000.0,5348200000000.0,5433400000000.0,5699600000000.0,5796600000000.0,6067400000000.0,6239800000000.0,7000100000000.0,7122600000000.0,6742600000000.0,7093200000000.0,7387300000000.0,7298500000000.0,7474000000000.0,7942800000000.0,7506300000000.0,7993600000000.0,8001900000000.0,7957000000000.0,8472000000000.0,8880100000000.0,9016900000000.0,9721000000000.0,12255000000000.0,9938800000000.0,10649000000000.0,11888000000000.0,11868000000000.0,11237000000000.0,13014000000000.0
352,M,False,41871000000000.0,41884000000000.0,40587000000000.0,43175000000000.0,42575000000000.0,40748000000000.0,42171000000000.0,44345000000000.0,43858000000000.0,42620000000000.0,42335000000000.0,43046000000000.0,42447000000000.0,43451000000000.0,43618000000000.0,43262000000000.0,43570000000000.0,45759000000000.0,43369000000000.0,41563000000000.0,42516000000000.0,42745000000000.0,43578000000000.0,44313000000000.0,44429000000000.0,45086000000000.0,44579000000000.0,44481000000000.0,45776000000000.0,43750000000000.0,44883000000000.0,44873000000000.0,45461000000000.0,46114000000000.0,47565000000000.0,46679000000000.0,48021000000000.0,50014000000000.0,50327000000000.0,50414000000000.0,51925000000000.0,52014000000000.0,53039000000000.0,53660000000000.0,53628000000000.0,53970000000000.0,54481000000000.0,53224000000000.0,53894000000000.0,53396000000000.0,53259000000000.0,52186000000000.0,49520000000000.0,50329000000000.0,50579000000000.0,51922000000000.0,51749000000000.0,50755000000000.0,49757000000000.0,50974000000000.0,51083000000000.0,48778000000000.0,48675000000000.0,49027000000000.0,51876000000000.0,49718000000000.0,49640000000000.0,50620000000000.0,50398000000000.0,50667000000000.0,51567000000000.0,50674000000000.0,51103000000000.0,50864000000000.0,51883000000000.0,51408000000000.0,52173000000000.0,53123000000000.0,52978000000000.0,53029000000000.0
353,M,True,46114000000000.0,47565000000000.0,46679000000000.0,48021000000000.0,50014000000000.0,50327000000000.0,50414000000000.0,51925000000000.0,52014000000000.0,53039000000000.0,53660000000000.0,53628000000000.0,53970000000000.0,54481000000000.0,53224000000000.0,53894000000000.0,53396000000000.0,53259000000000.0,52186000000000.0,49520000000000.0,50329000000000.0,50579000000000.0,51922000000000.0,51749000000000.0,50755000000000.0,49757000000000.0,50974000000000.0,51083000000000.0,48778000000000.0,48675000000000.0,49027000000000.0,51876000000000.0,49718000000000.0,49640000000000.0,50620000000000.0,50398000000000.0,50667000000000.0,51567000000000.0,50674000000000.0,51103000000000.0,50864000000000.0,51883000000000.0,51408000000000.0,52173000000000.0,53123000000000.0,52978000000000.0,53029000000000.0,54700000000000.0,55431000000000.0,54652000000000.0,56797000000000.0,57973000000000.0,57106000000000.0,57586000000000.0,59477000000000.0,59844000000000.0,61642000000000.0,61633000000000.0,60984000000000.0,61003000000000.0,60991000000000.0,60917000000000.0,60812000000000.0,60317000000000.0,60484000000000.0,60266000000000.0,60417000000000.0,59417000000000.0,58751000000000.0,58829000000000.0,60471000000000.0,58946000000000.0,58811000000000.0,59136000000000.0,59546000000000.0,58780000000000.0,60013000000000.0,59831000000000.0,60066000000000.0,60865000000000.0
354,M,True,53628000000000.0,53970000000000.0,54481000000000.0,53224000000000.0,53894000000000.0,53396000000000.0,53259000000000.0,52186000000000.0,49520000000000.0,50329000000000.0,50579000000000.0,51922000000000.0,51749000000000.0,50755000000000.0,49757000000000.0,50974000000000.0,51083000000000.0,48778000000000.0,48675000000000.0,49027000000000.0,51876000000000.0,49718000000000.0,49640000000000.0,50620000000000.0,50398000000000.0,50667000000000.0,51567000000000.0,50674000000000.0,51103000000000.0,50864000000000.0,51883000000000.0,51408000000000.0,52173000000000.0,53123000000000.0,52978000000000.0,53029000000000.0,54700000000000.0,55431000000000.0,54652000000000.0,56797000000000.0,57973000000000.0,57106000000000.0,57586000000000.0,59477000000000.0,59844000000000.0,61642000000000.0,61633000000000.0,60984000000000.0,61003000000000.0,60991000000000.0,60917000000000.0,60812000000000.0,60317000000000.0,60484000000000.0,60266000000000.0,60417000000000.0,59417000000000.0,58751000000000.0,58829000000000.0,60471000000000.0,58946000000000.0,58811000000000.0,59136000000000.0,59546000000000.0,58780000000000.0,60013000000000.0,59831000000000.0,60066000000000.0,60865000000000.0,62879000000000.0,62072000000000.0,62218000000000.0,62501000000000.0,64144000000000.0,63720000000000.0,64149000000000.0,64072000000000.0,64911000000000.0,64444000000000.0,64781000000000.0
355,M,True,65484000000000.0,65503000000000.0,66725000000000.0,65459000000000.0,65103000000000.0,65772000000000.0,65656000000000.0,64724000000000.0,65351000000000.0,65190000000000.0,66105000000000.0,65921000000000.0,65800000000000.0,65720000000000.0,66037000000000.0,66203000000000.0,66404000000000.0,66836000000000.0,67148000000000.0,67714000000000.0,68216000000000.0,67607000000000.0,68765000000000.0,70338000000000.0,70884000000000.0,70296000000000.0,72284000000000.0,73195000000000.0,73142000000000.0,72494000000000.0,72246000000000.0,69951000000000.0,69587000000000.0,69087000000000.0,67126000000000.0,66079000000000.0,65720000000000.0,64448000000000.0,63781000000000.0,63386000000000.0,62928000000000.0,62176000000000.0,63224000000000.0,62853000000000.0,63412000000000.0,62466000000000.0,61872000000000.0,61627000000000.0,61902000000000.0,61278000000000.0,61803000000000.0,62542000000000.0,62350000000000.0,62412000000000.0,62294000000000.0,62181000000000.0,62818000000000.0,63503000000000.0,63855000000000.0,64334000000000.0,64390000000000.0,64453000000000.0,63468000000000.0,63791000000000.0,64233000000000.0,65138000000000.0,66398000000000.0,66828000000000.0,67485000000000.0,69857000000000.0,71153000000000.0,72443000000000.0,73266000000000.0,73435000000000.0,73759000000000.0,73913000000000.0,73094000000000.0,72386000000000.0,71981000000000.0,70748000000000.0
356,M,False,67607000000000.0,68765000000000.0,70338000000000.0,70884000000000.0,70296000000000.0,72284000000000.0,73195000000000.0,73142000000000.0,72494000000000.0,72246000000000.0,69951000000000.0,69587000000000.0,69087000000000.0,67126000000000.0,66079000000000.0,65720000000000.0,64448000000000.0,63781000000000.0,63386000000000.0,62928000000000.0,62176000000000.0,63224000000000.0,62853000000000.0,63412000000000.0,62466000000000.0,61872000000000.0,61627000000000.0,61902000000000.0,61278000000000.0,61803000000000.0,62542000000000.0,62350000000000.0,62412000000000.0,62294000000000.0,62181000000000.0,62818000000000.0,63503000000000.0,63855000000000.0,64334000000000.0,64390000000000.0,64453000000000.0,63468000000000.0,63791000000000.0,64233000000000.0,65138000000000.0,66398000000000.0,66828000000000.0,67485000000000.0,69857000000000.0,71153000000000.0,72443000000000.0,73266000000000.0,73435000000000.0,73759000000000.0,73913000000000.0,73094000000000.0,72386000000000.0,71981000000000.0,70748000000000.0,69316000000000.0,69961000000000.0,69190000000000.0,68950000000000.0,68193000000000.0,67618000000000.0,68054000000000.0,67331000000000.0,67280000000000.0,67382000000000.0,67547000000000.0,67411000000000.0,67822000000000.0,68453000000000.0,68029000000000.0,68564000000000.0,68083000000000.0,68297000000000.0,69476000000000.0,69703000000000.0,69140000000000.0
357,M,False,69587000000000.0,69087000000000.0,67126000000000.0,66079000000000.0,65720000000000.0,64448000000000.0,63781000000000.0,63386000000000.0,62928000000000.0,62176000000000.0,63224000000000.0,62853000000000.0,63412000000000.0,62466000000000.0,61872000000000.0,61627000000000.0,61902000000000.0,61278000000000.0,61803000000000.0,62542000000000.0,62350000000000.0,62412000000000.0,62294000000000.0,62181000000000.0,62818000000000.0,63503000000000.0,63855000000000.0,64334000000000.0,64390000000000.0,64453000000000.0,63468000000000.0,63791000000000.0,64233000000000.0,65138000000000.0,66398000000000.0,66828000000000.0,67485000000000.0,69857000000000.0,71153000000000.0,72443000000000.0,73266000000000.0,73435000000000.0,73759000000000.0,73913000000000.0,73094000000000.0,72386000000000.0,71981000000000.0,70748000000000.0,69316000000000.0,69961000000000.0,69190000000000.0,68950000000000.0,68193000000000.0,67618000000000.0,68054000000000.0,67331000000000.0,67280000000000.0,67382000000000.0,67547000000000.0,67411000000000.0,67822000000000.0,68453000000000.0,68029000000000.0,68564000000000.0,68083000000000.0,68297000000000.0,69476000000000.0,69703000000000.0,69140000000000.0,69865000000000.0,70805000000000.0,70087000000000.0,70725000000000.0,70386000000000.0,70583000000000.0,69542000000000.0,70083000000000.0,70689000000000.0,70837000000000.0,71226000000000.0
358,M,False,63468000000000.0,63791000000000.0,64233000000000.0,65138000000000.0,66398000000000.0,66828000000000.0,67485000000000.0,69857000000000.0,71153000000000.0,72443000000000.0,73266000000000.0,73435000000000.0,73759000000000.0,73913000000000.0,73094000000000.0,72386000000000.0,71981000000000.0,70748000000000.0,69316000000000.0,69961000000000.0,69190000000000.0,68950000000000.0,68193000000000.0,67618000000000.0,68054000000000.0,67331000000000.0,67280000000000.0,67382000000000.0,67547000000000.0,67411000000000.0,67822000000000.0,68453000000000.0,68029000000000.0,68564000000000.0,68083000000000.0,68297000000000.0,69476000000000.0,69703000000000.0,69140000000000.0,69865000000000.0,70805000000000.0,70087000000000.0,70725000000000.0,70386000000000.0,70583000000000.0,69542000000000.0,70083000000000.0,70689000000000.0,70837000000000.0,71226000000000.0,70799000000000.0,71335000000000.0,71459000000000.0,71089000000000.0,70607000000000.0,70319000000000.0,70245000000000.0,70587000000000.0,70638000000000.0,70644000000000.0,70443000000000.0,69447000000000.0,70232000000000.0,69417000000000.0,69959000000000.0,69468000000000.0,69058000000000.0,68065000000000.0,67932000000000.0,67495000000000.0,66983000000000.0,66974000000000.0,66794000000000.0,66791000000000.0,67044000000000.0,67232000000000.0,66980000000000.0,67577000000000.0,68048000000000.0,68325000000000.0
359,M,False,57174000000000.0,57395000000000.0,57667000000000.0,59630000000000.0,60532000000000.0,60614000000000.0,62185000000000.0,61842000000000.0,62286000000000.0,61594000000000.0,62058000000000.0,61120000000000.0,60115000000000.0,59192000000000.0,59127000000000.0,58105000000000.0,57809000000000.0,57105000000000.0,56625000000000.0,56874000000000.0,56266000000000.0,56024000000000.0,55506000000000.0,55261000000000.0,54541000000000.0,55131000000000.0,54383000000000.0,54288000000000.0,54463000000000.0,54552000000000.0,54465000000000.0,54331000000000.0,55004000000000.0,55717000000000.0,55780000000000.0,55805000000000.0,56673000000000.0,56688000000000.0,57183000000000.0,57366000000000.0,56927000000000.0,56299000000000.0,55346000000000.0,54778000000000.0,53726000000000.0,52975000000000.0,51466000000000.0,51075000000000.0,50442000000000.0,49809000000000.0,50061000000000.0,49845000000000.0,49790000000000.0,49550000000000.0,49023000000000.0,49009000000000.0,48831000000000.0,48938000000000.0,48832000000000.0,48625000000000.0,49665000000000.0,50437000000000.0,51129000000000.0,50808000000000.0,50549000000000.0,51770000000000.0,52350000000000.0,52311000000000.0,52282000000000.0,52246000000000.0,52002000000000.0,51831000000000.0,50970000000000.0,51184000000000.0,50816000000000.0,50579000000000.0,50175000000000.0,50819000000000.0,49958000000000.0,49825000000000.0
360,M,True,111150000000000.0,113820000000000.0,116340000000000.0,115640000000000.0,118090000000000.0,118240000000000.0,116640000000000.0,115720000000000.0,115590000000000.0,113060000000000.0,112540000000000.0,111460000000000.0,109220000000000.0,109000000000000.0,109090000000000.0,108960000000000.0,107520000000000.0,106220000000000.0,108590000000000.0,106000000000000.0,105300000000000.0,105410000000000.0,105380000000000.0,106890000000000.0,106180000000000.0,106520000000000.0,107220000000000.0,108070000000000.0,110120000000000.0,115630000000000.0,112260000000000.0,113430000000000.0,113980000000000.0,114400000000000.0,115920000000000.0,116460000000000.0,116720000000000.0,115880000000000.0,117940000000000.0,118000000000000.0,117860000000000.0,117820000000000.0,117650000000000.0,118550000000000.0,120420000000000.0,119920000000000.0,121970000000000.0,121050000000000.0,121650000000000.0,121530000000000.0,120820000000000.0,121570000000000.0,120180000000000.0,120600000000000.0,119040000000000.0,119850000000000.0,118950000000000.0,119960000000000.0,117060000000000.0,117800000000000.0,119480000000000.0,118110000000000.0,119540000000000.0,120660000000000.0,118360000000000.0,119850000000000.0,119880000000000.0,120460000000000.0,120800000000000.0,123410000000000.0,124400000000000.0,126940000000000.0,127900000000000.0,130070000000000.0,132070000000000.0,132360000000000.0,135350000000000.0,137230000000000.0,138700000000000.0,138090000000000.0
361,M,True,119920000000000.0,121970000000000.0,121050000000000.0,121650000000000.0,121530000000000.0,120820000000000.0,121570000000000.0,120180000000000.0,120600000000000.0,119040000000000.0,119850000000000.0,118950000000000.0,119960000000000.0,117060000000000.0,117800000000000.0,119480000000000.0,118110000000000.0,119540000000000.0,120660000000000.0,118360000000000.0,119850000000000.0,119880000000000.0,120460000000000.0,120800000000000.0,123410000000000.0,124400000000000.0,126940000000000.0,127900000000000.0,130070000000000.0,132070000000000.0,132360000000000.0,135350000000000.0,137230000000000.0,138700000000000.0,138090000000000.0,142490000000000.0,142470000000000.0,142140000000000.0,142610000000000.0,141180000000000.0,140470000000000.0,138260000000000.0,136830000000000.0,135640000000000.0,132880000000000.0,130060000000000.0,128380000000000.0,127460000000000.0,127990000000000.0,126680000000000.0,127070000000000.0,125610000000000.0,123800000000000.0,124490000000000.0,123130000000000.0,124240000000000.0,125470000000000.0,126030000000000.0,125260000000000.0,128230000000000.0,127780000000000.0,125710000000000.0,126420000000000.0,129560000000000.0,130750000000000.0,131140000000000.0,132410000000000.0,134050000000000.0,136170000000000.0,139540000000000.0,140670000000000.0,144240000000000.0,146120000000000.0,149600000000000.0,153540000000000.0,155440000000000.0,156660000000000.0,158290000000000.0,159960000000000.0,161000000000000.0
362,M,False,148630000000000.0,149360000000000.0,150590000000000.0,150620000000000.0,152230000000000.0,152220000000000.0,151760000000000.0,152110000000000.0,152960000000000.0,153650000000000.0,154780000000000.0,155530000000000.0,154330000000000.0,154600000000000.0,154930000000000.0,156880000000000.0,156350000000000.0,156710000000000.0,157920000000000.0,158630000000000.0,158860000000000.0,158340000000000.0,159140000000000.0,159040000000000.0,157090000000000.0,156830000000000.0,156100000000000.0,155790000000000.0,155840000000000.0,154570000000000.0,154270000000000.0,153340000000000.0,152490000000000.0,151640000000000.0,152370000000000.0,151500000000000.0,151380000000000.0,153020000000000.0,154180000000000.0,154020000000000.0,155400000000000.0,155590000000000.0,157090000000000.0,158490000000000.0,159040000000000.0,159570000000000.0,161760000000000.0,164280000000000.0,165410000000000.0,166130000000000.0,168780000000000.0,170380000000000.0,170730000000000.0,171310000000000.0,170530000000000.0,169240000000000.0,169120000000000.0,167500000000000.0,164390000000000.0,163210000000000.0,161800000000000.0,159290000000000.0,157400000000000.0,155550000000000.0,153950000000000.0,153310000000000.0,152330000000000.0,150280000000000.0,149000000000000.0,148910000000000.0,147690000000000.0,147960000000000.0,147920000000000.0,149020000000000.0,148140000000000.0,149360000000000.0,148060000000000.0,149160000000000.0,150830000000000.0,152570000000000.0
363,M,False,56567000000000.0,56677000000000.0,55601000000000.0,54796000000000.0,54371000000000.0,53285000000000.0,53540000000000.0,53507000000000.0,53016000000000.0,53779000000000.0,53496000000000.0,52878000000000.0,52544000000000.0,52004000000000.0,52772000000000.0,53486000000000.0,53096000000000.0,52890000000000.0,52955000000000.0,53048000000000.0,53229000000000.0,53395000000000.0,53598000000000.0,53789000000000.0,53014000000000.0,52597000000000.0,52202000000000.0,51573000000000.0,51577000000000.0,50972000000000.0,50917000000000.0,50055000000000.0,49150000000000.0,49275000000000.0,49316000000000.0,48591000000000.0,49359000000000.0,49437000000000.0,48793000000000.0,48294000000000.0,48277000000000.0,48128000000000.0,48502000000000.0,47975000000000.0,47766000000000.0,47800000000000.0,48280000000000.0,47973000000000.0,48162000000000.0,47842000000000.0,48300000000000.0,48532000000000.0,48684000000000.0,49123000000000.0,49592000000000.0,47990000000000.0,47889000000000.0,48091000000000.0,48159000000000.0,47968000000000.0,47792000000000.0,47535000000000.0,48141000000000.0,47901000000000.0,47970000000000.0,47709000000000.0,48125000000000.0,47845000000000.0,47890000000000.0,47491000000000.0,46962000000000.0,46226000000000.0,46647000000000.0,46129000000000.0,46668000000000.0,46638000000000.0,46814000000000.0,46405000000000.0,46143000000000.0,45904000000000.0
364,M,True,55096000000000.0,55289000000000.0,55018000000000.0,54987000000000.0,54412000000000.0,54502000000000.0,54141000000000.0,54048000000000.0,53506000000000.0,53165000000000.0,52923000000000.0,53458000000000.0,53377000000000.0,52951000000000.0,52963000000000.0,53240000000000.0,52529000000000.0,53160000000000.0,52972000000000.0,53342000000000.0,53094000000000.0,53299000000000.0,53510000000000.0,53864000000000.0,53527000000000.0,52644000000000.0,54016000000000.0,53073000000000.0,53409000000000.0,53135000000000.0,53096000000000.0,53779000000000.0,54411000000000.0,54247000000000.0,54430000000000.0,54299000000000.0,55180000000000.0,54679000000000.0,55199000000000.0,55251000000000.0,55090000000000.0,54961000000000.0,54925000000000.0,53813000000000.0,53233000000000.0,52880000000000.0,52736000000000.0,52010000000000.0,51390000000000.0,50899000000000.0,50354000000000.0,50630000000000.0,50686000000000.0,51226000000000.0,51214000000000.0,51203000000000.0,51048000000000.0,50915000000000.0,50988000000000.0,50454000000000.0,50194000000000.0,50293000000000.0,50558000000000.0,50969000000000.0,50920000000000.0,51139000000000.0,51630000000000.0,51060000000000.0,50498000000000.0,50274000000000.0,50371000000000.0,50192000000000.0,49848000000000.0,50020000000000.0,50138000000000.0,49722000000000.0,49803000000000.0,49873000000000.0,49548000000000.0,49869000000000.0
365,M,False,53506000000000.0,53165000000000.0,52923000000000.0,53458000000000.0,53377000000000.0,52951000000000.0,52963000000000.0,53240000000000.0,52529000000000.0,53160000000000.0,52972000000000.0,53342000000000.0,53094000000000.0,53299000000000.0,53510000000000.0,53864000000000.0,53527000000000.0,52644000000000.0,54016000000000.0,53073000000000.0,53409000000000.0,53135000000000.0,53096000000000.0,53779000000000.0,54411000000000.0,54247000000000.0,54430000000000.0,54299000000000.0,55180000000000.0,54679000000000.0,55199000000000.0,55251000000000.0,55090000000000.0,54961000000000.0,54925000000000.0,53813000000000.0,53233000000000.0,52880000000000.0,52736000000000.0,52010000000000.0,51390000000000.0,50899000000000.0,50354000000000.0,50630000000000.0,50686000000000.0,51226000000000.0,51214000000000.0,51203000000000.0,51048000000000.0,50915000000000.0,50988000000000.0,50454000000000.0,50194000000000.0,50293000000000.0,50558000000000.0,50969000000000.0,50920000000000.0,51139000000000.0,51630000000000.0,51060000000000.0,50498000000000.0,50274000000000.0,50371000000000.0,50192000000000.0,49848000000000.0,50020000000000.0,50138000000000.0,49722000000000.0,49803000000000.0,49873000000000.0,49548000000000.0,49869000000000.0,49337000000000.0,50078000000000.0,49886000000000.0,50169000000000.0,49746000000000.0,49886000000000.0,49863000000000.0,49480000000000.0
366,M,False,49345000000000.0,49512000000000.0,49467000000000.0,49019000000000.0,49046000000000.0,49321000000000.0,49383000000000.0,49317000000000.0,48997000000000.0,49495000000000.0,49541000000000.0,49971000000000.0,50816000000000.0,50866000000000.0,51367000000000.0,51653000000000.0,51249000000000.0,52141000000000.0,52173000000000.0,51897000000000.0,52011000000000.0,51915000000000.0,51254000000000.0,51600000000000.0,51713000000000.0,51336000000000.0,51385000000000.0,52224000000000.0,52159000000000.0,52353000000000.0,52194000000000.0,51679000000000.0,51419000000000.0,51591000000000.0,51518000000000.0,51677000000000.0,52456000000000.0,51597000000000.0,51316000000000.0,50473000000000.0,50768000000000.0,50721000000000.0,50893000000000.0,50499000000000.0,50717000000000.0,50057000000000.0,50339000000000.0,50380000000000.0,50221000000000.0,50899000000000.0,49971000000000.0,49530000000000.0,49863000000000.0,49557000000000.0,49646000000000.0,49246000000000.0,48779000000000.0,49123000000000.0,49246000000000.0,50315000000000.0,50211000000000.0,50180000000000.0,50086000000000.0,49890000000000.0,49575000000000.0,50067000000000.0,49371000000000.0,49529000000000.0,49511000000000.0,49105000000000.0,49530000000000.0,49779000000000.0,48781000000000.0,49511000000000.0,49571000000000.0,49168000000000.0,49075000000000.0,48915000000000.0,48175000000000.0,47673000000000.0
367,M,False,78462000000000.0,78043000000000.0,77687000000000.0,78397000000000.0,78032000000000.0,77484000000000.0,76757000000000.0,76619000000000.0,76490000000000.0,76669000000000.0,77880000000000.0,77676000000000.0,77286000000000.0,77324000000000.0,76680000000000.0,76824000000000.0,76183000000000.0,76526000000000.0,77588000000000.0,77603000000000.0,77686000000000.0,77644000000000.0,78298000000000.0,79479000000000.0,79100000000000.0,77794000000000.0,78791000000000.0,79799000000000.0,78322000000000.0,76908000000000.0,76962000000000.0,76842000000000.0,76523000000000.0,75897000000000.0,75076000000000.0,75435000000000.0,75302000000000.0,75592000000000.0,75607000000000.0,75958000000000.0,75626000000000.0,75847000000000.0,76380000000000.0,77447000000000.0,78482000000000.0,79123000000000.0,78518000000000.0,81076000000000.0,80497000000000.0,81932000000000.0,83211000000000.0,83234000000000.0,84738000000000.0,85526000000000.0,85614000000000.0,86635000000000.0,86515000000000.0,86878000000000.0,86408000000000.0,85564000000000.0,85883000000000.0,84746000000000.0,84576000000000.0,84613000000000.0,83472000000000.0,83607000000000.0,83354000000000.0,83716000000000.0,83136000000000.0,82464000000000.0,83698000000000.0,83363000000000.0,84162000000000.0,84892000000000.0,86406000000000.0,86765000000000.0,87369000000000.0,88222000000000.0,88479000000000.0,89579000000000.0
368,M,True,109920000000000.0,109270000000000.0,109740000000000.0,111610000000000.0,110380000000000.0,109830000000000.0,109900000000000.0,110320000000000.0,110450000000000.0,110060000000000.0,110060000000000.0,107990000000000.0,108010000000000.0,107290000000000.0,106970000000000.0,105800000000000.0,105400000000000.0,105760000000000.0,105740000000000.0,105800000000000.0,105410000000000.0,106950000000000.0,107240000000000.0,107230000000000.0,107700000000000.0,108390000000000.0,108830000000000.0,108880000000000.0,109320000000000.0,110800000000000.0,111370000000000.0,111240000000000.0,112190000000000.0,112760000000000.0,111930000000000.0,112260000000000.0,111550000000000.0,112940000000000.0,114550000000000.0,114990000000000.0,114750000000000.0,113750000000000.0,112840000000000.0,112800000000000.0,113690000000000.0,113630000000000.0,114110000000000.0,112090000000000.0,113200000000000.0,113000000000000.0,112860000000000.0,113450000000000.0,112720000000000.0,111760000000000.0,112220000000000.0,111720000000000.0,111590000000000.0,111940000000000.0,111930000000000.0,113050000000000.0,112370000000000.0,112730000000000.0,112690000000000.0,112940000000000.0,113480000000000.0,113640000000000.0,113930000000000.0,115090000000000.0,115470000000000.0,116650000000000.0,118480000000000.0,119300000000000.0,120930000000000.0,123090000000000.0,122580000000000.0,123030000000000.0,121610000000000.0,122810000000000.0,121920000000000.0,121420000000000.0
369,M,True,34156000000000.0,34254000000000.0,35086000000000.0,35415000000000.0,36205000000000.0,36540000000000.0,37059000000000.0,36457000000000.0,37195000000000.0,37035000000000.0,37891000000000.0,38675000000000.0,38724000000000.0,38894000000000.0,39656000000000.0,39993000000000.0,39881000000000.0,40275000000000.0,40465000000000.0,40671000000000.0,41456000000000.0,41430000000000.0,42061000000000.0,42119000000000.0,41456000000000.0,41207000000000.0,40691000000000.0,40369000000000.0,40300000000000.0,40082000000000.0,40278000000000.0,40287000000000.0,40562000000000.0,40889000000000.0,40162000000000.0,41422000000000.0,41380000000000.0,41336000000000.0,42154000000000.0,41752000000000.0,41956000000000.0,42816000000000.0,43476000000000.0,43928000000000.0,44052000000000.0,45446000000000.0,45535000000000.0,45537000000000.0,46559000000000.0,46536000000000.0,47329000000000.0,47827000000000.0,47480000000000.0,47514000000000.0,48191000000000.0,48706000000000.0,48726000000000.0,49626000000000.0,49899000000000.0,49577000000000.0,49862000000000.0,49816000000000.0,49940000000000.0,50578000000000.0,49736000000000.0,49522000000000.0,49109000000000.0,50431000000000.0,50199000000000.0,50084000000000.0,49188000000000.0,49291000000000.0,49248000000000.0,49334000000000.0,49021000000000.0,48047000000000.0,49002000000000.0,48976000000000.0,48635000000000.0,49117000000000.0
370,M,False,105760000000000.0,105740000000000.0,105800000000000.0,105410000000000.0,106950000000000.0,107240000000000.0,107230000000000.0,107700000000000.0,108390000000000.0,108830000000000.0,108880000000000.0,109320000000000.0,110800000000000.0,111370000000000.0,111240000000000.0,112190000000000.0,112760000000000.0,111930000000000.0,112260000000000.0,111550000000000.0,112940000000000.0,114550000000000.0,114990000000000.0,114750000000000.0,113750000000000.0,112840000000000.0,112800000000000.0,113690000000000.0,113630000000000.0,114110000000000.0,112090000000000.0,113200000000000.0,113000000000000.0,112860000000000.0,113450000000000.0,112720000000000.0,111760000000000.0,112220000000000.0,111720000000000.0,111590000000000.0,111940000000000.0,111930000000000.0,113050000000000.0,112370000000000.0,112730000000000.0,112690000000000.0,112940000000000.0,113480000000000.0,113640000000000.0,113930000000000.0,115090000000000.0,115470000000000.0,116650000000000.0,118480000000000.0,119300000000000.0,120930000000000.0,123090000000000.0,122580000000000.0,123030000000000.0,121610000000000.0,122810000000000.0,121920000000000.0,121420000000000.0,120040000000000.0,120190000000000.0,118620000000000.0,119710000000000.0,119350000000000.0,118510000000000.0,117570000000000.0,117000000000000.0,118240000000000.0,117750000000000.0,118120000000000.0,117880000000000.0,118150000000000.0,118670000000000.0,118650000000000.0,118990000000000.0,118190000000000.0
