,FLARE_TYPE,COINCIDENCE,MEANGAM_21,MEANGAM_22,MEANGAM_23,MEANGAM_24,MEANGAM_25,MEANGAM_26,MEANGAM_27,MEANGAM_28,MEANGAM_29,MEANGAM_30,MEANGAM_31,MEANGAM_32,MEANGAM_33,MEANGAM_34,MEANGAM_35,MEANGAM_36,MEANGAM_37,MEANGAM_38,MEANGAM_39,MEANGAM_40,MEANGAM_41,MEANGAM_42,MEANGAM_43,MEANGAM_44,MEANGAM_45,MEANGAM_46,MEANGAM_47,MEANGAM_48,MEANGAM_49,MEANGAM_50,MEANGAM_51,MEANGAM_52,MEANGAM_53,MEANGAM_54,MEANGAM_55,MEANGAM_56,MEANGAM_57,MEANGAM_58,MEANGAM_59,MEANGAM_60,MEANGAM_61,MEANGAM_62,MEANGAM_63,MEANGAM_64,MEANGAM_65,MEANGAM_66,MEANGAM_67,MEANGAM_68,MEANGAM_69,MEANGAM_70,MEANGAM_71,MEANGAM_72,MEANGAM_73,MEANGAM_74,MEANGAM_75,MEANGAM_76,MEANGAM_77,MEANGAM_78,MEANGAM_79,MEANGAM_80,MEANGAM_81,MEANGAM_82,MEANGAM_83,MEANGAM_84,MEANGAM_85,MEANGAM_86,MEANGAM_87,MEANGAM_88,MEANGAM_89,MEANGAM_90,MEANGAM_91,MEANGAM_92,MEANGAM_93,MEANGAM_94,MEANGAM_95,MEANGAM_96,MEANGAM_97,MEANGAM_98,MEANGAM_99,MEANGAM_100
717,B,True,42.681,40.943,38.26,42.341,42.22,41.274,45.134,44.767,44.163,43.054,44.039,42.069,41.391,41.412,40.929,42.015,37.381,38.651,46.012,41.355,40.287,43.468,40.664,40.289,41.658,42.02,41.836,40.908,41.747,41.104,41.743,43.373,43.002,43.128,42.971,43.881,43.109,43.575,45.812,44.888,46.794,50.325,51.902,51.717,48.502,48.27,47.324,48.07,47.511,47.838,47.451,42.655,43.139,41.699,42.332,44.525,44.957,44.634,44.886,44.225,44.278,44.509,43.908,43.199,41.561,43.2,42.543,40.035,40.583,39.668,39.585,44.169,43.436,44.047,45.442,45.621,47.178,46.947,45.886,44.492
718,B,False,57.15,57.387,57.447,57.07,56.409,56.139,55.5,54.861,54.813,54.776,54.645,54.371,53.794,53.826,54.29,54.445,54.857,55.559,56.204,56.501,57.109,57.613,57.59,58.03,58.056,58.44,58.161,58.229,58.28,57.985,57.973,57.759,57.413,57.383,57.781,57.273,56.956,57.028,56.831,56.867,56.934,56.824,56.906,56.815,56.459,56.177,56.234,56.07,56.154,56.1,56.059,56.18,56.054,56.033,56.16,55.798,56.177,56.343,56.615,56.261,56.164,56.227,56.314,56.277,56.273,56.096,56.288,56.642,56.765,57.223,57.264,57.073,56.871,57.162,57.668,57.995,58.022,58.148,57.899,58.074
719,B,False,55.984,56.101,56.263,56.139,56.326,56.068,56.203,55.984,55.976,56.378,56.195,55.993,55.839,55.949,55.947,55.767,55.837,55.754,55.598,55.629,55.557,55.616,55.641,55.893,55.641,55.815,55.888,55.763,55.796,55.858,55.82,55.993,56.117,56.09,56.127,55.889,56.057,56.171,56.214,56.25,56.164,56.143,56.282,56.148,56.231,56.335,55.893,56.017,55.685,55.557,55.501,55.437,55.176,54.941,55.026,54.828,54.559,54.459,54.489,54.324,54.152,54.186,54.044,54.166,54.193,54.076,54.15,54.061,53.984,53.674,53.978,54.075,53.957,53.965,53.94,54.047,54.419,54.267,54.223,54.162
720,B,True,56.368,55.991,55.797,55.143,56.134,55.305,55.565,55.032,55.132,55.08,55.794,55.253,55.149,55.586,55.254,54.416,54.152,54.001,53.512,53.54,53.129,52.998,53.515,53.685,52.993,53.311,52.749,52.547,53.262,53.262,52.852,52.542,51.93,52.901,52.149,51.643,51.807,50.914,51.526,51.458,51.22,50.466,50.313,51.148,49.89,49.686,49.8,49.298,48.767,48.962,48.562,48.524,47.628,47.985,47.486,47.697,47.088,48.217,47.733,47.505,47.917,47.97,48.431,47.904,47.677,47.428,47.597,47.589,46.898,46.601,46.844,46.279,46.188,47.167,46.515,47.027,47.227,47.64,47.204,47.292
721,B,True,43.82,44.33,44.03,43.197,44.079,44.354,43.996,43.878,44.12,44.107,44.235,44.29,43.982,43.585,44.049,43.904,43.34,43.657,44.075,43.761,43.796,43.985,43.505,42.982,43.88,43.537,43.671,43.919,44.4,44.525,44.179,44.603,44.346,44.164,44.086,44.137,44.157,44.64,44.026,43.934,44.224,44.335,43.976,43.797,44.384,45.003,44.972,45.41,45.761,45.751,45.779,46.108,46.135,46.691,46.628,46.886,46.717,46.87,46.951,46.674,46.856,46.736,47.009,46.537,46.445,46.178,46.48,46.909,46.794,46.465,46.855,46.838,47.399,47.267,47.288,48.24,48.254,48.017,48.196,48.143
722,B,False,54.064,54.718,55.905,54.225,55.282,56.302,56.718,56.831,55.872,55.625,56.539,56.307,57.476,56.153,55.516,56.019,55.983,51.759,56.59,56.952,56.879,57.841,57.166,57.135,56.614,56.488,56.689,56.125,56.03,55.951,55.964,55.778,55.32,55.208,55.364,56.524,55.558,56.042,54.664,54.826,55.638,55.023,55.76,55.754,55.852,54.955,55.469,54.814,53.455,54.675,55.105,54.057,54.562,54.659,54.732,54.615,56.382,55.468,56.054,56.011,55.199,55.133,55.555,55.799,55.096,54.591,55.321,54.175,53.931,54.053,54.119,53.682,52.039,52.142,53.206,52.757,50.977,51.533,51.882,52.445
723,B,False,26.043,25.909,25.955,26.52,26.106,26.274,25.577,25.836,25.744,25.743,25.516,25.465,25.291,25.573,25.603,25.494,25.304,25.514,25.178,25.273,24.941,25.498,25.186,25.029,25.36,25.166,25.209,25.345,25.217,25.794,25.664,25.357,25.018,25.29,25.266,25.358,25.375,25.286,25.387,25.439,25.364,25.58,25.456,25.759,25.52,25.329,25.356,25.529,25.426,25.426,24.99,24.845,25.172,24.908,25.299,25.227,25.419,25.312,25.353,25.38,25.597,25.765,25.879,25.473,25.929,25.974,26.148,26.316,26.279,26.622,26.388,26.217,26.228,25.857,25.935,25.828,25.885,26.167,25.968,26.155
724,B,False,35.824,35.775,35.53,35.572,35.879,35.693,35.684,35.984,35.914,36.15,35.669,36.043,35.961,36.45,36.585,36.218,36.155,35.894,35.938,36.185,35.857,35.546,35.582,35.675,35.656,35.802,35.703,35.88,35.658,35.01,35.271,34.865,34.952,34.951,35.013,34.966,35.03,34.886,34.703,34.622,34.767,34.672,34.586,34.512,34.521,34.472,34.605,34.585,34.561,34.564,34.622,34.575,34.419,34.635,34.447,34.04,33.929,33.894,33.788,33.52,33.694,33.766,33.532,33.502,33.638,33.804,33.931,34.051,33.984,33.804,33.754,34.005,34.163,33.847,33.785,33.866,33.559,33.562,33.566,33.349
725,B,False,33.344,35.014,36.61,33.722,31.389,31.965,31.645,31.41,30.62,29.468,30.159,29.578,29.152,28.491,28.626,28.019,27.765,27.002,27.398,27.151,29.025,30.671,29.082,28.375,29.579,30.15,30.032,30.067,28.415,28.264,34.028,33.784,32.198,30.787,32.193,30.803,32.972,31.516,31.526,32.773,32.697,32.517,30.435,31.868,31.17,31.143,29.516,29.748,30.404,30.255,29.916,29.889,30.728,31.859,31.594,30.267,29.767,31.207,31.273,31.759,30.245,30.682,31.363,30.516,29.499,28.961,29.545,30.284,31.412,31.586,30.233,30.406,31.257,31.119,30.741,30.384,31.048,31.965,31.409,31.845
726,B,False,33.448,33.2,32.594,33.072,33.41,33.551,33.861,34.317,34.182,34.558,34.396,34.136,32.974,33.479,33.592,33.919,33.993,33.691,34.106,34.214,33.576,33.715,33.801,34.191,34.516,34.967,35.467,34.88,35.13,36.076,36.567,36.277,37.032,38.002,38.003,37.384,36.52,36.314,36.77,36.574,37.521,37.272,36.709,37.261,36.989,36.291,36.405,37.781,37.253,37.525,36.813,36.586,36.646,36.736,37.047,36.802,36.743,36.134,36.954,37.045,37.596,38.072,37.265,36.424,36.5,36.505,35.756,36.083,36.372,36.73,37.047,37.017,36.703,37.299,38.252,38.64,38.917,38.54,39.267,39.293
727,B,False,38.676,39.02,39.649,40.263,39.82,41.132,40.746,40.697,39.642,39.206,39.425,39.289,38.745,38.68,37.755,37.77,37.886,38.097,38.039,38.274,39.075,39.038,39.065,39.767,39.865,38.949,38.747,39.258,39.182,39.573,39.751,38.751,39.032,39.007,38.979,38.971,38.869,39.702,39.423,39.139,39.138,38.352,37.883,38.249,38.084,37.829,39.029,38.084,38.487,38.145,38.118,37.485,38.242,38.556,39.023,38.207,37.977,38.312,38.016,38.001,38.632,37.179,36.948,37.131,38.338,38.32,38.301,38.788,39.235,39.394,39.997,40.191,39.672,38.242,38.143,38.303,39.028,38.35,38.333,37.989
728,B,True,52.547,53.262,53.262,52.852,52.542,51.93,52.901,52.149,51.643,51.807,50.914,51.526,51.458,51.22,50.466,50.313,51.148,49.89,49.686,49.8,49.298,48.767,48.962,48.562,48.524,47.628,47.985,47.486,47.697,47.088,48.217,47.733,47.505,47.917,47.97,48.431,47.904,47.677,47.428,47.597,47.589,46.898,46.601,46.844,46.279,46.188,47.167,46.515,47.027,47.227,47.64,47.204,47.292,47.063,47.169,47.316,46.996,46.902,47.269,46.929,47.61,47.838,47.683,46.888,47.132,47.326,47.905,47.846,47.63,47.629,47.853,47.617,47.83,47.564,47.831,47.84,47.4,47.85,47.754,47.285
729,B,False,55.942,55.966,56.673,55.858,55.592,55.35,55.305,54.772,54.856,54.455,53.6,53.309,53.74,53.243,53.308,53.032,52.853,53.352,53.05,53.585,53.763,53.961,53.812,53.486,53.61,53.475,53.37,53.827,54.085,53.813,53.694,53.681,54.142,54.857,54.219,54.101,54.439,55.041,54.759,54.504,54.088,53.819,54.207,54.275,53.996,53.45,53.517,53.227,53.269,52.655,52.906,50.764,50.72,51.056,51.874,51.534,52.439,52.085,52.312,52.602,52.942,53.243,53.137,52.848,52.604,52.376,52.163,52.461,52.755,52.087,52.081,51.827,51.653,52.028,52.121,52.119,51.777,51.607,51.831,51.169
730,B,True,32.619,32.358,32.486,33.922,34.567,33.71,33.008,33.197,33.189,33.151,33.581,33.167,33.066,32.77,32.695,32.469,32.431,31.34,31.043,31.434,31.86,32.096,32.579,32.519,32.313,32.702,33.092,33.813,33.393,33.61,34.147,34.264,34.222,33.788,33.489,33.442,33.618,33.24,33.141,32.494,32.557,31.684,32.517,32.782,32.415,32.149,33.011,32.897,31.356,31.827,32.675,32.477,32.565,32.226,31.794,32.194,32.346,32.009,32.018,31.643,31.364,31.225,31.264,31.122,31.165,31.184,30.997,30.895,30.875,31.483,31.671,31.755,31.702,31.84,32.05,32.486,33.038,32.728,33.075,32.856
731,B,False,37.403,37.526,37.768,37.398,37.994,37.862,37.589,38.431,38.302,37.828,37.761,37.553,37.92,37.847,38.273,37.9,37.89,37.748,37.482,37.633,37.281,36.974,36.95,36.118,36.489,36.384,35.392,35.264,34.862,35.16,34.727,34.485,34.392,34.266,34.675,35.313,34.921,35.091,35.028,36.021,35.331,34.878,34.994,34.522,34.419,35.409,35.378,34.485,34.191,34.339,34.23,33.696,33.534,32.807,33.039,32.591,33.862,33.08,32.007,32.267,31.672,31.699,32.141,32.109,32.15,31.654,31.336,31.094,31.414,30.696,31.649,31.445,31.405,31.325,32.043,31.985,31.167,31.185,31.057,31.476
732,B,True,40.984,40.684,41.169,41.158,41.238,40.404,41.677,41.542,41.703,41.573,41.011,41.105,42.218,41.711,43.244,43.109,43.516,43.018,42.891,41.766,41.071,41.035,41.827,42.458,43.739,42.73,43.708,42.938,44.139,42.747,42.935,43.767,43.477,43.753,43.6,43.841,44.676,44.685,44.696,44.747,44.381,45.499,45.379,45.704,44.398,44.728,45.059,44.767,44.48,44.106,45.647,44.959,45.089,44.816,44.25,45.188,43.925,45.369,44.869,45.6,46.873,46.285,46.591,46.366,46.375,46.67,46.742,45.981,46.713,45.55,45.554,45.292,45.183,45.137,45.346,45.772,46.182,46.349,46.835,46.499
733,B,False,40.58,39.562,40.383,40.231,40.777,39.572,40.186,39.926,40.429,40.442,40.798,40.586,41.07,40.285,40.819,40.829,40.788,40.231,40.984,40.684,41.169,41.158,41.238,40.404,41.677,41.542,41.703,41.573,41.011,41.105,42.218,41.711,43.244,43.109,43.516,43.018,42.891,41.766,41.071,41.035,41.827,42.458,43.739,42.73,43.708,42.938,44.139,42.747,42.935,43.767,43.477,43.753,43.6,43.841,44.676,44.685,44.696,44.747,44.381,45.499,45.379,45.704,44.398,44.728,45.059,44.767,44.48,44.106,45.647,44.959,45.089,44.816,44.25,45.188,43.925,45.369,44.869,45.6,46.873,46.285
734,B,False,46.907,46.582,47.121,46.343,45.534,46.071,44.849,45.81,45.771,46.184,46.291,45.4,44.492,45.514,45.4,44.867,46.023,46.862,46.394,46.54,47.26,47.392,45.94,45.886,45.896,46.197,47.462,47.203,47.431,47.515,47.337,46.814,45.783,45.446,46.132,45.683,47.043,48.074,46.511,48.098,48.464,48.837,48.251,47.608,48.127,48.904,48.198,47.38,48.592,47.481,47.331,48.085,48.293,47.742,47.213,47.189,47.245,46.852,45.929,46.877,46.867,47.664,47.301,46.845,47.117,48.407,47.881,48.406,48.861,48.537,48.189,48.32,49.079,48.802,49.023,49.083,49.426,49.308,49.392,49.747
735,B,False,26.332,26.57,26.155,26.0,26.345,26.087,25.58,25.75,25.737,25.94,25.587,25.455,25.721,25.356,25.477,25.453,25.217,25.114,24.973,25.054,24.448,24.866,25.346,24.998,24.864,24.692,25.209,25.008,25.189,25.264,25.416,24.94,25.179,25.079,25.129,25.149,24.757,24.569,24.56,24.35,24.209,24.358,24.299,24.408,24.265,24.393,24.215,24.443,24.428,24.316,24.322,24.359,24.377,24.209,24.544,24.508,24.756,24.214,24.134,24.242,24.162,24.247,24.206,24.277,24.401,24.301,24.307,24.195,24.178,24.158,24.156,24.222,24.258,24.059,24.16,23.828,23.937,23.58,23.315,23.417
736,B,True,32.754,32.44,33.077,33.052,32.441,33.301,33.202,33.131,33.327,33.622,33.456,33.85,33.838,34.239,34.196,33.653,33.417,32.844,33.04,33.03,32.738,33.292,33.549,33.095,33.746,33.364,33.577,33.567,33.583,33.629,33.676,33.493,33.996,33.809,33.518,33.646,34.287,34.342,33.906,34.217,34.248,34.504,34.648,34.505,34.072,34.545,34.524,34.589,34.661,34.804,34.977,35.104,35.227,34.91,35.719,35.295,35.181,35.145,35.674,35.796,35.6,36.286,36.224,36.104,36.171,36.043,37.003,36.841,37.168,36.323,36.709,36.722,37.192,36.956,37.172,36.855,37.11,37.071,37.284,37.123
737,B,True,46.901,47.072,46.809,46.8,46.786,46.741,46.903,47.095,47.377,47.563,47.591,47.771,47.612,48.003,47.884,47.873,48.075,48.269,48.417,48.582,48.732,48.658,48.807,48.779,48.819,48.519,48.444,48.279,48.327,48.182,48.098,48.19,48.317,48.119,48.686,49.071,49.286,49.138,49.22,49.224,49.475,49.947,49.729,49.682,49.679,49.611,49.99,49.87,49.934,49.894,50.104,49.832,49.851,49.583,49.788,49.76,50.179,50.1,50.025,50.0,49.859,49.721,49.97,49.863,49.975,50.213,50.369,50.455,50.91,51.147,51.195,51.552,51.823,51.777,51.837,51.553,51.239,51.448,51.657,51.554
738,B,False,27.318,27.495,27.389,27.624,27.637,27.535,27.183,27.929,27.876,27.82,27.824,27.722,27.482,27.761,28.507,28.319,28.043,29.078,28.629,28.562,28.716,28.503,28.514,28.272,27.905,28.542,28.215,28.297,28.228,27.475,27.68,27.492,27.259,27.644,28.187,28.155,28.422,28.603,29.279,29.123,29.887,30.18,30.093,29.916,30.072,30.251,30.751,30.638,32.189,31.09,31.452,31.016,31.25,31.702,31.29,31.062,31.057,31.578,31.336,31.705,31.046,30.807,31.709,31.479,31.68,31.314,30.98,31.923,32.401,31.225,30.26,32.421,33.613,33.771,34.204,33.072,34.14,35.538,35.241,35.4
739,B,False,36.014,36.425,36.343,36.36,36.447,36.514,36.733,36.531,36.711,36.758,36.867,36.962,37.075,37.031,37.058,37.025,36.886,36.718,36.912,36.849,36.781,36.459,36.868,36.649,36.677,36.533,36.426,36.268,36.199,36.586,36.318,36.27,36.402,36.165,36.381,36.584,36.482,36.536,36.754,36.71,36.93,36.887,36.857,37.076,36.741,36.96,37.07,37.259,37.25,36.931,37.446,37.497,37.677,37.515,37.574,37.752,37.801,37.696,38.184,38.103,37.619,37.952,37.929,37.81,37.919,38.106,38.155,38.339,38.507,38.828,38.674,38.981,39.16,39.464,39.536,39.559,39.73,39.754,39.835,39.621
740,B,False,50.566,51.014,51.065,50.998,51.408,51.572,51.37,51.33,51.477,51.353,50.802,51.018,51.37,51.076,50.708,50.666,51.07,50.62,50.804,50.826,50.99,51.58,51.348,51.49,51.331,51.374,51.782,51.443,51.621,51.932,52.089,52.088,52.002,51.89,52.313,52.504,52.385,52.78,53.297,53.337,52.892,53.142,53.153,53.052,53.524,52.943,52.846,52.615,52.301,52.152,52.375,51.695,51.579,51.542,51.791,51.962,52.981,52.859,53.067,53.693,53.668,54.157,54.323,54.25,53.544,53.692,53.73,52.78,52.979,52.535,52.717,52.392,52.111,51.964,52.01,51.651,51.488,50.979,50.431,50.483
741,B,False,38.684,38.748,38.719,38.675,38.696,38.718,38.553,38.468,38.496,38.118,38.141,38.349,38.259,38.174,38.254,38.352,38.165,37.849,37.913,37.887,37.766,37.957,38.04,38.295,38.276,37.945,38.01,38.048,38.318,38.464,38.545,38.472,38.347,38.314,38.132,38.256,38.142,38.098,38.169,38.194,37.961,38.175,38.169,38.016,38.035,38.143,38.0,37.732,37.969,37.761,37.728,37.716,38.186,37.57,37.81,38.173,37.275,37.679,38.017,38.226,37.932,37.92,37.803,37.84,37.723,37.839,38.304,38.429,38.777,38.228,37.859,38.157,38.36,38.487,38.848,38.398,38.691,38.666,38.571,38.575
742,B,False,55.792,55.882,55.794,55.783,55.808,55.389,55.388,55.355,55.193,55.152,55.247,55.029,54.914,54.841,55.21,54.893,55.01,54.146,53.811,53.399,53.653,52.924,53.053,51.975,52.665,52.146,51.847,50.326,50.346,51.21,50.531,49.799,49.854,49.91,49.953,49.841,50.03,49.961,49.196,49.832,49.472,49.586,50.431,49.014,49.319,49.2,49.128,48.641,48.259,48.307,48.769,48.599,48.153,48.404,48.689,49.243,48.096,48.232,47.353,48.065,47.723,47.784,47.623,47.483,47.17,47.562,47.62,47.44,47.206,47.159,47.124,47.155,47.221,47.215,47.222,47.39,47.252,47.181,47.589,47.975
743,B,True,32.753,36.584,44.384,38.597,42.262,43.428,43.015,41.957,44.678,44.408,46.87,47.353,47.426,47.967,49.363,49.469,51.944,52.204,51.912,52.033,53.457,54.818,54.932,55.075,56.458,56.912,57.321,58.19,58.58,58.871,59.383,59.37,59.997,60.486,60.701,60.384,60.251,60.447,60.225,60.352,60.119,60.173,60.41,60.611,60.853,60.712,60.48,60.066,60.218,60.872,61.097,61.063,61.211,60.102,59.442,58.659,58.366,58.333,57.946,57.396,56.264,55.387,55.073,54.029,54.266,53.632,52.958,52.685,52.832,52.558,51.734,51.553,50.243,50.203,50.01,50.67,50.652,49.448,49.73,49.62
744,B,False,28.73,29.674,29.795,30.182,29.538,29.682,30.006,29.756,28.865,28.668,27.549,28.984,29.375,28.709,28.977,28.616,28.078,28.665,28.662,28.382,27.932,27.13,27.004,27.58,27.309,27.129,27.332,28.058,28.02,27.621,27.293,27.739,28.368,27.967,28.288,28.127,28.084,28.263,28.047,28.242,28.829,30.43,30.671,29.473,28.923,29.404,28.809,28.589,28.518,28.51,28.357,28.41,29.417,28.729,28.707,29.449,30.01,30.451,29.235,29.038,29.291,29.702,30.004,29.106,28.624,28.652,28.925,28.569,28.943,29.011,28.837,28.839,28.374,28.544,28.821,28.44,29.17,29.354,29.421,29.637
745,B,True,32.717,32.7,31.823,31.399,31.458,31.59,32.594,32.692,32.772,32.941,33.539,33.032,33.592,35.089,34.574,34.681,34.932,33.307,34.166,34.704,34.549,34.807,34.89,34.66,34.079,32.637,32.533,33.782,33.172,33.017,31.944,32.302,33.398,33.706,34.342,32.894,33.94,34.258,34.39,33.968,34.614,34.805,34.951,33.552,33.588,35.221,35.496,34.193,34.299,34.969,34.522,34.742,35.225,37.091,37.219,36.518,36.035,36.522,37.309,36.857,36.414,35.798,35.196,39.327,39.267,40.227,40.699,40.992,41.084,40.444,41.402,41.426,41.048,40.65,41.381,39.676,42.31,41.902,40.797,40.807
746,B,True,26.894,27.144,27.025,26.929,26.946,26.765,26.86,26.836,26.782,26.903,26.573,26.822,26.725,26.821,26.675,26.749,26.562,26.531,26.517,26.605,26.596,26.296,26.641,26.403,26.301,26.258,26.329,26.185,26.308,26.498,26.612,26.464,26.538,26.653,26.868,26.777,26.523,26.804,26.61,26.52,26.137,25.882,26.084,25.971,25.747,26.155,26.129,26.355,26.036,25.925,26.317,26.262,25.905,26.688,26.403,26.186,26.112,26.433,26.517,26.661,26.661,26.492,26.326,26.484,26.409,26.318,26.553,26.432,26.226,26.215,26.281,26.731,26.57,26.451,26.277,26.541,26.166,26.723,26.705,26.712
747,B,True,35.225,35.309,35.348,35.414,35.474,35.879,35.565,35.617,35.803,35.801,35.754,35.919,35.801,36.004,36.11,36.282,35.976,36.385,36.83,36.794,36.944,36.767,36.563,37.282,37.48,37.513,37.4,37.727,37.661,37.476,37.801,37.384,37.93,37.772,38.156,38.599,38.338,38.415,38.61,38.728,39.301,39.616,39.574,39.131,39.642,39.759,39.75,39.532,39.992,39.782,39.285,39.947,40.534,39.777,40.331,40.3,40.744,41.295,40.879,41.552,41.314,40.521,40.113,40.397,40.255,40.172,39.936,39.655,40.187,40.182,39.768,39.421,38.888,38.61,38.876,38.969,38.698,38.614,38.796,39.181
748,B,True,47.414,46.417,45.778,45.831,46.398,46.869,46.195,45.517,45.783,46.061,45.577,45.97,45.846,45.996,45.843,45.97,46.073,46.094,45.414,45.442,45.036,45.949,46.137,46.307,47.19,47.732,47.661,47.308,46.92,47.829,47.849,47.595,48.22,47.994,47.632,47.191,46.892,46.542,46.333,45.669,45.44,45.597,44.927,45.012,44.323,44.487,44.429,44.185,44.302,44.715,44.094,44.683,43.788,44.042,43.749,43.671,43.1,42.937,42.759,43.349,42.945,42.415,42.851,42.602,43.038,41.978,43.557,43.639,43.861,43.997,43.921,43.146,42.459,43.343,43.873,43.394,42.781,42.924,43.185,43.32
749,B,True,56.718,57.039,56.848,56.81,56.958,56.544,56.357,56.359,55.877,55.834,55.972,55.324,55.406,54.939,55.079,55.595,55.189,55.411,55.184,54.981,55.197,55.681,55.729,55.652,55.483,55.656,55.497,55.371,55.492,55.733,55.583,55.622,55.265,55.188,55.596,55.375,55.462,55.115,55.07,54.325,54.292,54.504,54.027,53.993,53.988,53.889,54.404,54.852,54.863,55.052,54.785,54.88,55.376,55.156,54.978,55.002,54.987,55.05,55.213,55.135,55.073,55.005,54.629,54.603,54.17,54.058,54.415,54.675,54.505,55.054,54.809,54.822,54.802,54.676,54.936,55.12,55.41,55.526,55.663,55.758
750,B,False,40.908,41.747,41.104,41.743,43.373,43.002,43.128,42.971,43.881,43.109,43.575,45.812,44.888,46.794,50.325,51.902,51.717,48.502,48.27,47.324,48.07,47.511,47.838,47.451,42.655,43.139,41.699,42.332,44.525,44.957,44.634,44.886,44.225,44.278,44.509,43.908,43.199,41.561,43.2,42.543,40.035,40.583,39.668,39.585,44.169,43.436,44.047,45.442,45.621,47.178,46.947,45.886,44.492,44.108,43.93,44.74,43.932,44.077,44.771,45.777,45.573,45.679,46.039,45.392,43.43,45.138,46.014,45.369,45.578,44.874,45.0,44.386,44.401,45.269,44.958,45.21,44.932,45.46,45.378,46.974
751,B,False,50.785,50.699,50.908,51.245,50.746,49.679,49.684,49.654,50.69,49.45,49.582,48.718,49.751,49.498,50.055,49.42,49.675,48.23,49.614,49.653,49.128,49.879,49.658,50.706,50.807,50.803,50.147,51.048,50.031,50.519,51.336,51.393,51.813,50.321,51.074,50.915,50.944,50.633,50.61,50.647,49.783,49.061,49.291,50.062,49.804,49.458,48.834,49.104,49.119,48.414,49.264,49.124,49.567,49.558,49.028,50.096,50.328,51.011,51.788,51.396,51.768,50.427,50.727,50.953,50.739,51.587,51.6,51.192,50.6,51.198,51.874,50.631,51.055,50.992,51.655,50.514,50.489,50.602,51.083,51.035
752,B,True,37.314,35.235,36.272,36.637,38.415,38.773,39.135,40.122,39.081,40.522,39.497,39.305,38.786,38.473,38.711,36.418,34.403,34.506,32.962,33.916,34.246,33.123,32.469,33.424,34.212,33.355,32.223,31.448,32.916,32.035,33.012,32.943,32.07,32.729,33.549,31.925,32.957,33.241,32.641,33.708,34.468,35.145,34.01,33.442,34.573,35.102,36.255,34.171,34.406,33.012,34.061,32.706,33.117,32.584,32.107,32.912,32.28,32.099,33.101,33.561,33.52,34.189,33.509,33.974,35.483,34.586,34.977,35.111,35.799,34.739,34.766,33.999,34.395,34.684,34.297,34.673,34.117,34.835,34.174,33.862
753,B,False,43.141,42.726,42.965,42.417,42.2,42.245,42.61,42.562,42.366,42.142,41.593,41.593,41.416,41.753,41.848,42.062,42.379,42.861,43.098,43.23,43.373,44.056,44.31,43.516,43.829,44.052,44.085,43.807,43.606,43.996,43.848,44.211,44.188,44.06,44.293,44.322,44.127,44.018,43.832,43.656,43.772,43.25,42.997,43.165,43.243,43.061,43.316,43.222,43.341,43.339,43.625,43.874,43.891,43.864,43.47,43.387,43.774,43.756,43.532,43.425,42.851,43.045,43.441,43.662,43.886,43.709,44.006,43.646,44.035,43.843,43.476,43.773,43.704,43.541,43.186,43.142,43.096,42.919,43.193,43.033
754,B,False,50.523,51.574,52.161,53.043,53.156,53.849,54.613,54.961,55.473,54.821,54.764,54.917,54.47,54.26,53.951,53.346,52.614,51.74,51.353,50.267,49.604,48.997,48.554,48.513,48.488,47.961,48.022,48.495,48.271,48.087,48.711,48.478,48.101,47.998,48.081,48.215,47.581,47.514,47.761,48.277,48.576,49.592,50.301,50.783,51.827,52.069,52.922,53.399,54.011,54.417,54.075,53.985,54.092,53.818,53.452,52.926,51.945,50.833,49.5,48.618,48.075,47.923,48.78,50.407,51.069,52.132,52.049,51.969,52.676,52.161,52.933,52.744,53.363,52.469,51.805,51.693,51.514,51.672,51.425,51.54
755,B,True,36.541,37.208,36.226,35.802,34.489,35.681,35.532,35.529,35.499,35.347,35.661,35.218,35.295,35.428,35.364,35.606,35.226,35.266,35.552,35.49,35.376,35.214,35.165,35.287,35.478,35.512,35.569,35.51,35.424,35.277,35.631,35.563,35.626,35.722,35.425,35.706,35.461,35.456,35.43,35.16,34.998,34.932,34.521,34.317,34.627,34.436,34.537,34.763,34.944,36.696,36.78,34.892,34.898,34.8,34.593,34.568,34.487,34.584,34.636,34.645,34.601,34.567,34.67,34.308,34.313,34.327,34.144,34.052,34.205,34.273,34.171,34.115,34.256,34.097,34.268,34.446,34.603,34.595,34.371,34.486
756,B,False,43.158,43.031,43.469,43.221,43.027,42.831,42.614,42.178,42.538,42.127,42.585,42.225,42.193,41.844,41.697,41.054,40.981,40.716,40.872,40.292,39.732,39.873,39.157,39.9,40.719,40.233,40.389,40.784,40.582,40.762,40.337,41.001,41.427,40.608,41.188,41.598,40.984,41.103,41.391,40.98,40.523,40.378,40.23,40.324,39.883,39.848,39.733,40.108,40.197,39.344,39.773,39.638,39.181,38.588,38.429,38.24,38.66,38.577,38.41,38.369,37.718,37.787,38.438,37.711,37.769,37.66,37.681,37.9,38.007,37.534,37.917,37.784,37.579,37.39,37.815,38.148,38.147,38.375,37.968,37.882
