,FLARE_TYPE,COINCIDENCE,ABSNJZH_21,ABSNJZH_22,ABSNJZH_23,ABSNJZH_24,ABSNJZH_25,ABSNJZH_26,ABSNJZH_27,ABSNJZH_28,ABSNJZH_29,ABSNJZH_30,ABSNJZH_31,ABSNJZH_32,ABSNJZH_33,ABSNJZH_34,ABSNJZH_35,ABSNJZH_36,ABSNJZH_37,ABSNJZH_38,ABSNJZH_39,ABSNJZH_40,ABSNJZH_41,ABSNJZH_42,ABSNJZH_43,ABSNJZH_44,ABSNJZH_45,ABSNJZH_46,ABSNJZH_47,ABSNJZH_48,ABSNJZH_49,ABSNJZH_50,ABSNJZH_51,ABSNJZH_52,ABSNJZH_53,ABSNJZH_54,ABSNJZH_55,ABSNJZH_56,ABSNJZH_57,ABSNJZH_58,ABSNJZH_59,ABSNJZH_60,ABSNJZH_61,ABSNJZH_62,ABSNJZH_63,ABSNJZH_64,ABSNJZH_65,ABSNJZH_66,ABSNJZH_67,ABSNJZH_68,ABSNJZH_69,ABSNJZH_70,ABSNJZH_71,ABSNJZH_72,ABSNJZH_73,ABSNJZH_74,ABSNJZH_75,ABSNJZH_76,ABSNJZH_77,ABSNJZH_78,ABSNJZH_79,ABSNJZH_80,ABSNJZH_81,ABSNJZH_82,ABSNJZH_83,ABSNJZH_84,ABSNJZH_85,ABSNJZH_86,ABSNJZH_87,ABSNJZH_88,ABSNJZH_89,ABSNJZH_90,ABSNJZH_91,ABSNJZH_92,ABSNJZH_93,ABSNJZH_94,ABSNJZH_95,ABSNJZH_96,ABSNJZH_97,ABSNJZH_98,ABSNJZH_99,ABSNJZH_100
983,B,False,9.6229,9.3385,7.4841,4.2254,12.154,13.29,15.382,19.997,9.3782,20.151,24.78,14.594,12.531,13.556,17.302,16.776,13.314,12.42,14.79,9.9872,20.889,21.363,14.323,15.085,14.346,14.124,9.2117,12.969,9.2549,13.816,10.876,8.4316,20.761,13.88,17.345,15.046,13.532,8.1083,11.592,10.502,12.452,8.2132,11.523,7.1682,12.912,5.4328,12.637,10.136,5.2822,6.6825,2.9082,1.5488,1.9794,7.2958,3.0206,0.36154,7.0793,0.28241,2.9797,4.7756,3.9942,4.8544,5.0056,8.3264,8.0096,2.1314,2.2836,5.6111,9.0428,10.365,11.879,13.076,11.887,4.0949,16.254,13.702,20.342,18.717,20.846,5.7847
984,B,False,166.48,167.93,177.16,172.57,184.73,180.0,186.19,179.29,185.3,176.33,170.2,165.91,171.56,170.31,165.29,164.83,167.41,177.25,173.72,160.07,161.54,161.35,162.54,153.72,157.71,157.01,160.78,163.98,157.31,147.66,155.93,150.57,153.66,154.97,169.29,158.24,160.89,161.91,157.23,157.29,150.18,147.77,144.65,138.13,136.3,128.99,136.52,126.96,121.19,133.48,118.72,117.87,126.26,129.6,131.06,126.14,129.05,133.68,135.0,137.16,134.98,138.36,137.48,135.87,142.81,139.44,144.81,131.62,139.85,136.74,142.92,147.64,147.15,137.0,138.45,126.27,127.52,112.89,117.2,113.64
985,B,False,71.723,68.979,64.808,80.282,73.798,71.269,69.587,69.721,65.374,65.926,69.652,71.9,72.077,77.085,79.497,79.852,72.306,85.114,92.026,95.148,95.505,103.2,104.13,96.399,91.572,89.897,91.38,86.034,89.157,92.373,86.655,82.277,77.326,74.762,77.693,77.755,72.5,68.07,66.192,65.547,70.184,65.567,64.11,66.396,71.015,73.588,68.06,73.158,67.596,74.11,74.61,89.395,89.655,94.116,94.902,98.645,91.728,81.062,85.512,86.332,92.184,89.576,90.04,84.208,97.117,85.066,88.282,86.765,83.945,95.238,78.392,72.123,85.119,73.595,79.234,80.743,71.399,63.36,66.508,63.281
986,B,False,10.878,9.9335,14.469,10.093,8.4349,13.747,5.0846,4.0778,9.0767,3.1801,1.0451,9.1265,6.8294,5.1843,1.0064,2.0174,0.44316,1.635,12.88,20.487,22.316,20.595,22.477,28.671,32.589,38.203,36.913,40.82,36.981,45.795,41.366,34.628,36.051,40.329,36.145,36.456,41.362,32.648,40.471,40.749,34.015,29.169,34.585,30.75,35.183,26.716,23.903,21.384,17.11,8.7069,10.112,6.6394,11.325,11.332,5.9257,9.9874,17.72,10.454,8.0146,2.0516,2.5974,1.7653,12.223,11.742,8.4788,9.9394,7.6115,16.512,13.74,11.822,7.3081,11.07,11.191,4.9994,3.5033,8.3953,8.588,9.2905,3.6414,2.4956
987,B,False,19.96,31.645,23.863,24.106,26.674,19.647,27.788,30.619,31.562,23.342,20.116,27.345,22.681,12.589,2.2316,2.6439,8.1543,20.113,13.421,17.881,22.995,16.815,16.363,24.178,25.348,19.758,9.3616,10.208,12.267,35.518,17.887,40.638,31.34,44.465,43.57,39.158,35.061,46.099,40.609,33.578,30.529,28.982,32.799,29.584,37.149,45.827,55.872,53.695,50.17,42.992,42.476,56.456,11.641,41.994,36.632,11.486,6.8658,25.786,43.465,13.365,15.85,6.6365,7.751,11.61,2.0496,3.691,3.1193,19.572,11.362,44.293,22.02,14.678,56.912,47.024,45.122,36.96,39.1,79.036,37.68,54.243
988,B,True,59.369,58.366,65.013,62.197,63.245,68.879,67.511,72.877,63.844,70.63,65.578,62.35,63.274,71.678,74.128,64.246,66.316,71.472,66.022,62.575,63.267,61.815,58.106,63.592,71.295,68.943,68.771,74.668,65.533,65.611,62.326,64.996,58.459,64.991,46.276,51.333,54.592,51.124,46.965,36.69,38.968,30.258,31.164,29.491,28.512,19.509,26.769,25.166,26.434,27.007,23.357,22.984,21.129,23.252,28.833,18.105,25.503,31.453,17.505,29.844,35.14,32.559,42.707,38.606,38.742,40.207,44.568,48.564,47.673,41.085,39.405,32.096,30.206,38.231,47.325,42.372,51.444,41.421,44.662,43.379
989,B,False,35.584,35.14,46.616,35.77,39.449,41.326,41.81,32.083,34.886,37.702,37.373,37.135,29.571,29.292,24.47,33.92,28.689,22.587,26.748,26.234,31.825,33.288,35.507,40.242,30.464,33.808,30.931,41.874,28.728,47.301,42.578,6.3215,17.131,19.79,4.7281,3.2896,17.465,23.296,36.732,26.923,41.407,33.3,37.921,44.86,51.002,56.519,59.691,48.271,72.981,72.673,70.305,77.292,73.172,68.093,63.4,51.181,50.097,38.662,45.736,47.309,61.186,54.091,60.751,66.208,67.254,68.331,69.778,69.108,83.403,90.332,59.179,63.322,50.964,36.122,50.296,52.768,62.72,64.267,51.097,59.613
990,B,False,230.61,248.08,232.52,236.95,232.31,245.43,215.67,245.48,242.79,241.77,237.72,258.02,266.85,240.74,245.55,245.21,247.98,262.63,252.7,250.84,271.5,256.84,258.13,279.65,289.08,291.91,292.06,285.97,293.37,305.56,292.16,287.6,285.95,289.73,289.38,278.04,294.23,288.46,287.98,296.24,302.5,305.21,325.03,335.28,341.41,347.4,335.17,327.13,344.29,347.77,332.77,357.16,317.71,352.55,350.97,346.67,330.76,334.6,321.76,333.14,330.06,325.3,323.95,329.11,334.51,338.01,341.03,336.26,339.98,323.64,323.62,321.65,312.9,313.84,313.54,305.87,309.7,306.3,315.33,313.62
991,B,False,48.015,58.38,71.677,94.988,92.856,91.543,102.79,104.24,92.705,107.29,75.938,79.907,87.973,90.206,88.246,94.679,118.77,118.22,109.08,118.6,134.77,144.01,131.58,136.94,143.53,131.78,127.63,124.39,131.89,158.2,133.75,139.36,163.89,168.3,181.38,194.07,217.01,198.8,218.08,217.99,225.25,210.72,250.28,233.72,195.1,237.19,259.37,231.94,236.13,232.38,224.82,247.41,244.54,237.7,228.86,231.86,219.9,215.04,215.44,186.88,211.17,219.79,200.69,224.88,195.34,168.99,164.82,139.88,161.26,142.61,133.49,138.87,166.45,149.65,158.34,181.74,158.38,159.92,183.83,176.56
992,B,False,22.487,21.394,17.567,21.589,20.161,25.867,13.118,10.571,11.761,12.611,17.477,16.289,9.8991,6.505,18.352,16.057,10.227,16.293,8.8709,15.154,18.176,8.9868,27.56,36.321,31.149,28.666,18.797,21.731,32.664,27.761,29.827,18.596,23.278,21.639,26.667,32.742,50.64,46.208,48.111,43.086,50.485,56.524,51.084,52.925,55.362,60.924,50.041,47.606,53.814,56.753,47.648,47.926,56.23,67.748,67.346,62.25,64.169,53.281,68.514,44.258,79.199,49.517,41.182,42.074,52.268,92.67,70.002,80.208,81.312,61.667,76.261,59.184,68.581,53.619,77.152,93.863,69.297,87.94,97.36,115.99
993,B,False,2.1451,6.9547,1.9584,1.634,1.4883,2.4708,3.0784,4.2029,2.1417,0.79434,3.0137,1.0179,0.75935,4.4865,4.0807,4.4518,3.7528,5.4684,3.6526,4.2217,4.3052,3.6826,0.080745,5.5021,2.4243,0.9721,2.6585,1.4453,1.5838,2.0831,0.87715,1.8452,4.1194,2.085,6.2341,3.4487,5.3916,4.7853,3.547,2.8578,1.8574,3.1823,2.3637,9.0504,17.337,11.819,11.921,10.887,10.755,9.9054,12.884,9.4385,5.3793,2.1878,3.2225,1.0056,0.69553,0.041217,2.2789,11.215,7.4114,6.8843,8.6138,8.0533,8.5501,8.0428,9.6247,8.7513,9.6348,4.1626,7.307,6.7443,7.7307,10.447,6.2363,8.0637,6.9021,5.2352,3.1087,2.5844
994,B,True,15.542,11.795,31.244,21.437,12.036,24.879,35.461,20.396,24.49,14.854,11.97,18.003,27.477,23.671,28.699,20.339,16.646,8.7707,9.918,13.463,16.363,21.386,27.777,25.096,21.193,26.193,28.585,16.865,23.514,10.483,14.864,15.879,21.217,18.348,16.195,7.0554,8.5421,12.649,12.774,8.568,8.2817,15.131,17.341,13.778,17.011,10.847,20.753,16.486,15.643,18.09,16.986,19.064,15.642,20.032,11.647,0.92141,9.6629,16.192,21.751,15.624,12.788,12.766,17.813,22.408,17.899,16.798,20.422,31.521,26.6,31.74,27.459,26.082,27.331,30.573,29.138,29.226,39.987,27.691,12.651,30.509
995,B,False,33.263,34.879,34.372,45.463,45.507,44.161,43.87,39.67,43.277,45.743,46.1,42.871,51.11,49.415,49.183,49.053,45.015,48.498,46.516,49.576,52.16,50.937,48.326,41.771,33.132,20.678,34.565,34.938,34.527,38.341,36.096,36.222,32.577,31.952,38.507,35.547,28.461,37.902,33.834,42.491,43.958,45.986,44.924,40.229,42.424,43.702,40.344,43.537,42.603,45.129,47.685,45.473,40.255,40.442,46.555,39.382,44.635,36.375,37.852,41.867,39.623,40.573,37.338,41.481,40.791,41.551,42.244,36.496,30.411,35.729,35.207,40.509,36.34,35.3,40.2,32.735,38.377,37.471,37.614,39.472
996,B,False,31.404,25.822,21.907,36.366,22.243,23.549,21.26,21.552,26.589,10.124,15.029,19.187,9.5464,10.368,1.6379,2.9442,4.0061,0.60868,6.5385,5.6849,2.6018,0.34086,4.6149,15.674,4.689,7.3185,1.4204,7.7875,12.616,7.6876,11.207,7.499,17.262,15.496,16.162,16.877,21.696,16.953,14.341,8.1251,6.2348,7.6642,3.7758,6.8529,4.6848,9.6828,13.888,13.22,0.37996,5.5949,19.133,10.928,16.636,0.96343,8.7547,14.857,21.613,22.376,14.252,16.739,15.948,8.2079,17.712,17.206,23.352,20.309,25.114,19.734,14.118,11.509,6.6033,13.673,5.6134,6.3743,17.268,8.7639,7.1013,3.4871,7.7081,6.0024
997,B,False,103.92,95.735,118.53,115.03,117.88,117.95,118.29,112.21,124.38,139.31,144.5,147.46,148.57,153.61,167.08,158.88,148.23,137.22,139.74,150.08,95.586,142.49,141.73,147.76,123.05,153.68,140.25,91.864,79.465,80.387,154.03,85.705,86.24,155.01,165.42,160.58,164.51,160.48,168.15,163.7,103.28,101.86,170.95,178.16,141.72,134.15,132.53,136.28,190.35,192.84,186.45,192.34,190.18,195.02,189.16,175.69,174.13,186.49,191.51,181.27,183.67,173.29,163.46,172.3,166.59,161.48,152.27,156.23,161.1,159.93,174.96,163.86,167.02,164.63,167.73,135.34,150.8,172.91,181.12,172.32
998,B,False,23.117,28.157,26.022,28.928,22.369,24.315,25.938,31.636,34.288,36.914,37.9,36.205,40.822,33.479,36.861,29.142,29.297,32.116,32.735,32.035,24.197,24.685,26.93,27.461,25.963,23.675,24.694,25.758,25.144,20.952,27.432,23.269,22.048,26.439,22.82,24.351,26.147,26.628,28.73,32.449,30.066,30.727,28.621,31.832,33.826,32.952,29.159,31.001,33.415,36.5,37.88,39.372,38.434,39.65,41.405,41.511,40.601,47.079,45.077,40.814,38.552,38.228,35.209,34.065,32.249,30.826,28.325,33.397,35.096,35.537,35.811,36.425,36.637,38.712,38.936,37.543,36.006,39.032,34.449,34.47
999,B,False,59.139,59.545,68.825,69.998,65.622,62.846,63.378,57.195,57.063,59.098,52.019,46.857,47.726,50.037,48.263,46.0,42.339,44.905,46.156,43.326,40.23,47.286,51.366,47.328,47.819,46.185,54.915,61.217,67.373,64.748,57.769,57.067,59.641,60.067,61.868,56.414,51.411,51.115,53.583,66.156,66.461,66.821,64.703,71.204,64.903,74.007,69.181,63.137,70.528,68.043,70.741,66.601,60.915,63.336,55.396,54.979,55.513,57.123,62.193,61.181,61.655,54.628,55.128,54.351,47.588,49.818,42.688,43.657,39.908,47.046,53.19,54.813,54.407,58.871,57.807,58.987,59.367,60.562,58.51,59.926
1000,B,False,1.519,3.7697,1.5877,0.88395,2.1523,1.8995,1.4489,2.2142,2.1306,2.5706,1.6149,5.2659,2.5542,0.82123,1.8037,0.80528,3.1219,2.0117,4.9458,3.0392,2.78,4.4246,7.9049,1.6268,0.66834,3.4693,3.9516,5.5966,7.1779,16.077,14.218,10.268,7.9705,3.2443,2.4722,3.9852,1.6524,0.95923,4.6713,0.24005,0.37038,1.2085,3.8155,1.2908,3.8012,9.485,0.73821,4.0127,7.1496,5.0749,8.1799,2.8663,4.904,14.735,19.956,25.772,18.116,21.689,31.31,33.464,36.432,43.936,37.428,37.182,35.489,48.064,47.776,61.959,68.901,76.711,72.28,74.433,82.002,79.949,78.178,72.801,72.98,65.885,71.079,74.059
1001,B,False,5.9094,7.0177,3.7529,3.3489,1.6444,1.3297,1.2742,4.4211,0.71067,3.5217,1.6017,4.2602,4.7917,3.6623,0.62735,0.17172,1.4427,0.21377,1.6002,0.86888,0.12955,0.63574,1.637,2.6888,2.2425,5.5929,4.8834,1.9966,1.6172,4.3123,4.0513,3.9596,0.1165,1.0545,1.3498,2.3546,1.6899,0.29293,0.25474,0.3227,1.4051,0.86382,2.1974,0.78474,2.7696,0.25711,3.1596,3.6709,5.3014,3.7507,1.4702,6.3673,5.96,6.1126,5.5304,8.1749,10.029,10.515,9.8642,9.7404,9.0612,4.9935,7.8085,8.6544,7.1336,7.3197,7.7452,3.6177,5.4777,3.5325,1.866,2.8603,5.8351,7.3706,0.7684,0.19553,2.2823,0.64395,1.9376,0.29988
1002,B,False,186.49,191.51,181.27,183.67,173.29,163.46,172.3,166.59,161.48,152.27,156.23,161.1,159.93,174.96,163.86,167.02,164.63,167.73,135.34,150.8,172.91,181.12,172.32,178.04,186.59,173.19,177.47,128.98,149.18,137.86,166.81,170.77,176.05,167.93,166.31,177.1,175.64,166.34,152.81,153.26,148.3,134.33,138.1,136.81,141.78,142.23,137.95,148.81,153.53,147.78,154.83,148.86,141.95,135.7,134.16,137.69,133.52,134.36,114.19,113.74,89.451,96.913,107.49,109.69,93.044,92.686,94.848,94.292,97.959,100.82,94.385,97.404,99.578,99.192,94.264,88.397,101.66,98.524,95.32,95.118
1003,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.098633,0.24748,0.25044,0.16769,0.089318,0.34156,0.086201,0.24697,1.27,1.1868,1.8325,2.3298,5.1996,4.015,4.7606,7.7,7.0046,12.224,0.020142,1.6944,19.952,38.159,89.447,16.72,64.017,3.6279,31.051,1.6044,0.42252,10.837,17.059,39.484,11.515,74.696,11.041,46.72,71.156,70.816,74.125,113.32,26.475,66.601,126.25,101.57,105.22,52.224,61.882,77.304,45.397,74.248,147.79,78.408,117.69,118.17,101.8,90.382,71.412,72.969,73.018
1004,B,True,118.85,129.56,125.95,118.69,108.95,99.609,94.89,82.685,92.693,90.743,83.338,87.99,88.988,88.784,93.386,105.16,101.08,96.289,96.04,102.32,98.139,41.303,105.58,103.45,103.83,112.61,115.21,120.39,119.81,122.57,117.91,113.97,116.73,123.5,118.05,122.23,124.2,119.2,121.33,120.32,126.32,124.43,121.97,117.24,116.83,111.59,107.29,100.92,105.74,97.881,102.01,107.91,99.838,102.14,101.11,95.308,101.47,95.312,97.982,99.272,90.494,90.374,51.292,70.17,70.169,82.349,83.322,78.498,81.131,74.933,114.21,89.633,79.773,80.972,84.913,84.181,90.332,88.236,81.358,81.057
1005,B,True,49.397,52.199,42.492,42.106,48.85,47.606,48.509,39.234,45.207,40.028,37.084,36.658,34.605,35.981,32.857,34.495,40.545,42.273,48.018,52.849,54.946,46.107,60.955,58.97,51.958,54.547,40.971,49.412,48.718,57.773,39.507,48.556,53.968,47.543,51.109,48.181,44.613,48.181,35.517,30.231,31.704,33.122,30.239,30.608,33.746,26.003,28.111,29.154,27.402,40.786,38.592,40.375,48.91,44.729,48.638,49.249,48.104,46.808,44.831,48.009,43.814,46.844,39.89,54.166,50.242,56.133,62.425,54.353,56.087,60.287,44.262,47.849,46.661,40.353,42.195,37.113,32.02,36.118,28.631,39.824
1006,B,False,77.928,65.684,61.466,69.584,59.19,55.687,44.888,47.085,70.345,52.515,65.15,69.318,63.242,59.738,62.007,58.3,60.605,59.396,50.338,50.554,59.09,51.083,55.4,66.834,67.766,58.803,59.176,60.006,66.497,62.516,61.191,61.947,63.171,62.025,60.858,77.65,92.858,92.881,85.605,80.621,82.183,82.722,70.761,76.642,79.072,79.019,75.945,74.861,67.947,65.573,68.694,71.669,66.146,70.987,74.427,71.661,66.834,63.374,46.879,49.207,43.397,51.92,56.809,47.163,34.936,45.997,36.603,31.868,47.578,45.329,40.263,36.234,24.433,29.228,33.373,36.868,41.889,44.893,46.511,52.458
1007,B,False,2.2631,3.6861,5.5634,4.0994,6.5353,3.0279,9.2325,6.5208,5.5397,1.7444,3.0547,3.6888,4.1583,3.4975,1.4735,0.53162,4.8892,0.49278,4.5863,6.5804,7.9829,8.6104,8.557,8.6124,9.194,3.9955,2.3513,1.4058,7.2917,5.9957,4.3802,1.8124,0.55083,4.0537,2.2767,1.3464,1.1204,0.53551,1.053,0.70885,4.6841,4.7724,5.0156,8.4897,10.416,7.2883,7.5418,6.2588,6.9696,6.3249,4.6922,3.2147,1.6041,6.038,3.2719,1.2899,5.853,5.0015,2.2652,4.3344,6.924,4.0206,3.7426,2.7254,0.39939,4.6485,6.2439,3.6183,0.90419,4.7902,3.1564,3.0161,4.0659,3.7376,3.4869,4.8184,4.9895,2.5533,4.5851,5.6578
1008,B,False,26.514,28.338,22.38,22.363,24.657,30.01,19.173,25.957,27.389,29.523,29.257,24.623,29.297,29.936,23.881,24.961,21.325,27.904,39.739,31.838,27.4,29.475,29.98,28.641,21.198,26.65,26.901,26.856,25.943,24.721,28.969,29.168,36.276,34.473,35.674,40.288,41.364,42.246,42.892,42.504,44.27,42.124,35.249,30.965,33.356,32.563,30.162,29.815,36.74,33.204,25.291,22.03,29.163,28.827,29.844,26.087,27.943,25.876,28.498,24.925,19.332,26.432,20.232,19.747,11.981,16.307,19.282,16.263,13.234,14.538,9.1746,15.568,15.856,16.091,23.105,24.592,18.292,20.355,16.793,16.426
1009,B,False,0.93258,3.4961,9.9775,7.3543,1.6614,13.011,14.4,22.776,9.6252,7.5103,4.3606,19.133,20.334,4.3275,18.946,20.287,28.45,36.61,32.604,35.259,35.74,31.339,31.763,37.481,41.51,34.825,19.744,42.588,41.786,44.807,43.798,30.732,36.39,21.826,38.042,38.927,35.07,32.789,14.425,29.91,29.844,42.03,39.496,49.591,46.313,49.954,51.762,51.216,39.712,57.671,55.559,61.178,64.159,62.918,64.561,69.953,65.596,68.414,62.298,70.736,71.216,68.252,60.531,59.027,63.743,69.343,69.197,74.344,77.183,73.316,80.909,70.861,77.828,74.206,69.17,69.417,78.597,90.835,97.559,89.103
1010,B,False,24.439,25.779,25.288,27.91,27.62,27.784,31.146,33.697,31.667,33.683,32.375,33.638,32.718,31.308,31.529,36.957,27.603,31.989,33.385,32.09,35.431,34.478,36.289,32.673,37.434,37.314,29.616,26.225,30.438,37.244,35.983,33.324,36.664,36.533,33.664,33.966,34.856,37.182,33.614,32.256,31.018,32.559,33.865,36.072,35.686,35.593,32.559,32.78,33.709,32.727,31.637,29.781,32.632,32.794,29.843,28.328,25.56,25.977,24.575,24.602,26.362,20.451,24.793,26.689,25.044,27.25,30.506,31.248,32.371,31.54,34.179,39.663,35.917,35.725,33.983,38.942,39.975,33.818,36.461,36.123
1011,B,True,25.105,19.075,16.267,16.825,19.021,29.276,25.624,24.234,23.357,20.975,22.536,25.726,24.473,26.784,26.387,25.531,27.986,27.32,26.22,22.063,27.803,22.295,20.538,18.402,11.93,11.921,19.152,23.443,29.691,29.967,31.081,30.595,31.337,29.024,29.853,31.058,35.575,35.255,36.465,37.423,37.93,32.037,29.882,34.586,30.892,26.157,27.145,34.373,32.94,25.668,20.941,21.033,28.154,23.939,24.928,32.385,34.325,33.608,27.181,33.637,32.48,33.094,37.458,33.703,29.119,26.908,30.221,24.722,33.657,38.076,29.841,26.481,28.34,27.093,37.456,34.325,31.297,31.64,36.735,40.116
1012,B,False,41.578,45.69,48.115,44.466,44.649,42.555,49.636,50.72,49.895,51.996,49.058,52.006,56.427,56.668,59.312,59.493,56.635,60.861,57.161,58.174,57.702,54.733,53.133,50.825,43.962,58.514,46.127,42.367,35.138,44.224,50.063,39.036,35.258,29.279,23.459,25.961,22.029,29.213,24.95,26.594,34.442,40.881,46.38,44.643,47.637,27.19,43.264,38.761,34.197,31.22,36.738,36.595,33.205,32.548,38.509,32.059,28.066,34.471,40.384,28.558,31.084,23.911,27.86,29.618,23.236,22.641,27.654,32.467,31.609,37.378,35.465,31.032,33.993,43.78,36.73,43.238,38.407,37.113,29.95,37.407
1013,B,False,25.367,34.589,22.986,27.436,22.431,14.462,33.804,23.59,19.857,24.289,13.307,29.498,35.083,35.741,35.493,29.696,38.203,43.647,49.305,47.336,36.86,38.545,43.993,32.104,32.874,17.916,30.26,30.636,30.499,25.925,25.608,37.26,29.132,41.04,38.73,43.464,49.059,40.01,34.517,40.232,43.97,41.976,42.032,47.656,49.803,50.574,50.64,47.1,59.728,53.593,56.692,47.944,56.274,62.436,58.893,68.902,73.815,77.952,78.333,83.623,80.314,82.641,90.451,96.807,106.6,116.8,106.72,121.22,116.48,120.95,153.62,147.61,136.64,151.6,151.21,149.76,143.33,165.03,158.8,165.68
1014,B,False,4.1316,0.24005,6.4654,5.0102,0.74451,6.6246,1.7112,9.7343,6.6841,4.7744,8.7484,6.1399,6.2267,5.9273,7.9511,2.7553,4.305,12.933,4.0077,10.343,3.0982,2.384,0.94402,8.3265,4.1275,3.3416,5.3898,4.7562,7.2983,14.873,17.832,21.475,21.948,18.055,21.76,10.919,20.014,29.373,25.225,18.609,28.692,17.99,12.868,19.825,21.244,20.946,23.597,31.764,32.965,39.691,52.646,47.825,44.495,51.837,51.277,49.733,44.729,47.694,47.313,46.018,58.374,58.767,59.055,57.081,64.007,58.072,66.095,64.334,62.785,56.235,56.544,53.456,57.23,66.598,59.758,67.346,63.153,70.645,67.863,81.282
1015,B,True,19.866,19.998,19.365,14.873,20.429,19.313,15.265,16.739,14.754,14.129,15.245,17.305,11.963,16.485,17.286,19.821,18.028,14.48,16.15,19.985,18.173,22.927,22.326,23.346,19.855,19.3,18.637,16.63,19.579,19.508,22.705,20.982,25.948,22.747,27.763,22.43,26.004,28.866,28.418,28.806,26.019,21.112,21.437,20.566,21.029,30.433,25.035,28.397,24.901,24.091,19.236,21.197,22.41,26.937,21.397,19.967,20.138,28.578,21.286,23.367,19.325,27.008,23.475,20.391,22.585,24.254,22.944,27.981,25.276,27.933,32.456,28.908,29.471,34.824,35.23,34.785,31.482,31.565,31.377,24.49
1016,B,False,71.472,66.022,62.575,63.267,61.815,58.106,63.592,71.295,68.943,68.771,74.668,65.533,65.611,62.326,64.996,58.459,64.991,46.276,51.333,54.592,51.124,46.965,36.69,38.968,30.258,31.164,29.491,28.512,19.509,26.769,25.166,26.434,27.007,23.357,22.984,21.129,23.252,28.833,18.105,25.503,31.453,17.505,29.844,35.14,32.559,42.707,38.606,38.742,40.207,44.568,48.564,47.673,41.085,39.405,32.096,30.206,38.231,47.325,42.372,51.444,41.421,44.662,43.379,45.748,52.378,59.09,51.401,49.194,50.297,51.142,53.513,59.417,61.012,64.385,62.579,60.64,62.904,74.394,74.957,73.798
1017,B,False,66.273,63.724,63.377,57.725,69.514,65.265,56.772,61.044,66.522,61.046,59.772,60.379,63.565,67.665,67.361,65.232,63.709,58.791,59.361,60.669,61.997,68.035,69.976,58.902,64.435,60.321,69.882,73.981,73.002,67.74,68.352,64.011,68.327,64.975,65.134,69.518,65.681,61.178,53.515,53.349,51.335,46.015,47.729,51.975,54.613,49.503,60.341,57.707,58.625,55.905,52.018,49.947,53.309,47.762,49.662,55.191,53.915,57.21,45.407,48.002,48.695,52.971,52.817,51.179,51.038,46.939,54.95,53.462,54.45,51.738,47.359,41.085,40.959,46.624,40.065,41.66,45.943,42.662,45.242,47.271
1018,B,False,0.59282,1.1586,0.42355,1.135,0.060616,0.035524,0.12252,2.8161,4.8135,5.1945,1.8009,1.7619,1.9026,4.0726,1.8223,4.5607,4.2264,2.5521,1.6382,1.714,0.78717,0.26796,0.17815,2.3965,1.3164,2.4555,4.5312,1.9701,1.2568,0.55584,1.3782,0.78032,0.17419,0.49005,1.6428,0.90588,0.4871,1.0616,3.884,4.0293,4.4603,5.3209,3.5956,4.7783,3.2675,3.5455,1.8524,2.6791,0.094439,1.2692,2.6001,2.2909,2.5662,1.2062,0.62693,3.0206,1.0067,2.5334,4.5433,4.2712,2.8759,5.0008,5.135,5.3165,4.0799,4.1579,5.3171,3.2244,2.7019,4.2767,3.1591,5.2404,5.4742,2.1208,3.9476,0.21762,2.7571,3.0315,4.9874,9.0314
1019,B,True,186.14,194.57,179.18,188.74,189.26,195.84,180.04,184.29,180.0,176.48,185.68,179.68,176.38,176.44,172.88,175.95,180.46,178.04,184.54,173.29,176.92,165.78,171.49,176.9,170.0,173.38,169.38,173.36,173.96,176.8,176.64,185.87,179.3,170.81,166.08,175.01,158.14,159.86,163.62,176.16,171.49,176.61,178.77,179.44,172.21,169.58,173.74,177.09,171.96,173.49,175.51,169.22,174.53,177.6,173.92,189.6,199.99,193.32,196.07,190.14,189.79,196.06,195.19,197.67,190.19,187.77,189.41,185.54,183.64,188.63,191.29,194.79,192.87,203.51,196.82,196.61,198.65,194.88,188.46,189.98
1020,B,False,7.2198,6.4269,7.0581,7.511,6.5837,7.5695,7.1725,3.0224,4.16,6.5619,7.5007,10.185,8.8822,15.063,15.415,15.027,16.665,12.738,13.94,14.197,9.6561,9.2142,9.1557,7.302,3.5431,1.6591,1.5998,4.6345,6.1995,4.1186,5.9077,8.3991,4.6345,6.6036,3.4767,4.5136,3.4186,2.3658,1.9902,4.1524,11.411,7.9496,5.8889,5.0323,3.46,4.2347,5.614,0.40463,1.9653,6.3794,10.22,6.7914,3.9649,7.4281,5.6865,2.0794,3.8055,7.982,11.66,8.9412,8.3809,12.647,17.145,14.578,6.7084,12.561,11.925,0.945,1.4014,2.7592,19.701,15.035,26.376,28.9,23.658,26.205,24.28,33.0,39.046,45.488
