,FLARE_TYPE,COINCIDENCE,AREA_ACR_21,AREA_ACR_22,AREA_ACR_23,AREA_ACR_24,AREA_ACR_25,AREA_ACR_26,AREA_ACR_27,AREA_ACR_28,AREA_ACR_29,AREA_ACR_30,AREA_ACR_31,AREA_ACR_32,AREA_ACR_33,AREA_ACR_34,AREA_ACR_35,AREA_ACR_36,AREA_ACR_37,AREA_ACR_38,AREA_ACR_39,AREA_ACR_40,AREA_ACR_41,AREA_ACR_42,AREA_ACR_43,AREA_ACR_44,AREA_ACR_45,AREA_ACR_46,AREA_ACR_47,AREA_ACR_48,AREA_ACR_49,AREA_ACR_50,AREA_ACR_51,AREA_ACR_52,AREA_ACR_53,AREA_ACR_54,AREA_ACR_55,AREA_ACR_56,AREA_ACR_57,AREA_ACR_58,AREA_ACR_59,AREA_ACR_60,AREA_ACR_61,AREA_ACR_62,AREA_ACR_63,AREA_ACR_64,AREA_ACR_65,AREA_ACR_66,AREA_ACR_67,AREA_ACR_68,AREA_ACR_69,AREA_ACR_70,AREA_ACR_71,AREA_ACR_72,AREA_ACR_73,AREA_ACR_74,AREA_ACR_75,AREA_ACR_76,AREA_ACR_77,AREA_ACR_78,AREA_ACR_79,AREA_ACR_80,AREA_ACR_81,AREA_ACR_82,AREA_ACR_83,AREA_ACR_84,AREA_ACR_85,AREA_ACR_86,AREA_ACR_87,AREA_ACR_88,AREA_ACR_89,AREA_ACR_90,AREA_ACR_91,AREA_ACR_92,AREA_ACR_93,AREA_ACR_94,AREA_ACR_95,AREA_ACR_96,AREA_ACR_97,AREA_ACR_98,AREA_ACR_99,AREA_ACR_100
0,X,False,1012.6,1014.5,1012.9,1017.4,1017.5,1025.4,1031.0,1033.0,1033.4,1035.8,1038.3,1037.4,1037.2,1031.1,1035.0,1041.5,1038.8,1041.5,1043.0,1046.9,1041.9,1039.3,1034.6,1040.0,1038.9,1039.3,1040.6,1038.0,1040.0,1040.1,1049.4,1046.0,1049.1,1055.7,1060.0,1065.8,1067.6,1067.1,1069.1,1069.7,1074.1,1078.2,1076.0,1082.6,1082.1,1085.8,1089.6,1102.7,1107.0,1105.4,1107.0,1112.1,1115.4,1122.5,1126.7,1121.8,1116.8,1113.9,1111.7,1111.3,1108.6,1110.4,1111.7,1116.7,1117.6,1124.3,1125.4,1132.0,1132.6,1130.7,1134.3,1134.1,1129.1,1131.1,1132.5,1132.2,1128.7,1124.7,1122.6,1120.5
1,X,False,1400.8,1403.3,1403.1,1401.6,1402.4,1408.9,1408.9,1408.4,1408.9,1414.6,1417.4,1415.6,1420.3,1424.5,1417.7,1427.3,1430.3,1431.7,1435.2,1438.0,1443.2,1451.2,1447.1,1448.9,1444.6,1443.2,1449.8,1450.9,1457.2,1463.3,1458.3,1459.9,1449.8,1459.8,1459.6,1461.0,1459.3,1461.7,1476.6,1477.2,1473.2,1469.4,1471.6,1469.1,1467.1,1472.5,1469.4,1473.8,1471.7,1475.5,1478.1,1474.0,1475.7,1476.9,1491.8,1489.4,1490.4,1486.6,1482.3,1489.7,1499.5,1505.9,1511.0,1516.0,1516.5,1514.5,1518.7,1525.7,1534.7,1536.5,1534.2,1538.8,1539.9,1547.9,1551.2,1543.2,1547.4,1547.1,1545.7,1549.7
2,X,False,1032.7,1028.7,1034.8,1029.4,1018.3,1021.3,1014.1,1021.3,1020.8,1021.4,1019.9,1021.1,1014.1,1011.0,1006.6,1009.3,1017.7,1012.3,1008.6,1011.4,1009.1,1008.7,1011.6,1009.0,995.06,994.94,1000.5,992.95,982.94,986.84,984.94,987.53,982.25,974.62,979.12,978.21,982.07,983.36,973.95,975.18,965.14,957.94,964.15,956.34,949.77,937.07,935.26,940.44,935.17,942.83,941.66,944.15,944.22,944.01,940.81,938.57,943.07,945.21,945.16,948.39,944.18,955.71,956.6,960.19,951.33,950.07,941.33,944.45,949.43,950.08,948.24,950.67,949.08,949.24,951.36,965.91,965.19,971.31,960.67,960.06
3,X,False,1347.5,1343.6,1349.8,1348.7,1344.4,1333.5,1332.5,1329.6,1338.2,1338.1,1338.6,1342.0,1343.4,1345.5,1343.2,1340.6,1339.5,1342.8,1346.8,1345.2,1342.7,1336.3,1334.5,1330.4,1331.0,1338.8,1332.2,1332.7,1338.4,1336.2,1325.6,1329.3,1315.8,1308.4,1306.8,1299.8,1299.4,1297.0,1297.8,1299.8,1299.8,1298.5,1297.3,1295.8,1284.9,1285.2,1288.1,1292.9,1293.6,1286.0,1280.4,1283.3,1279.8,1276.1,1274.1,1269.3,1264.0,1265.1,1268.9,1261.3,1261.3,1266.8,1265.0,1258.8,1261.7,1259.1,1255.5,1259.7,1260.4,1264.9,1262.4,1261.3,1254.0,1256.9,1262.8,1257.6,1257.8,1256.5,1254.7,1249.1
4,X,True,1194.0,1193.4,1195.4,1198.9,1194.1,1193.6,1188.7,1195.8,1192.5,1194.2,1198.0,1192.4,1188.7,1185.1,1183.0,1189.4,1183.4,1182.8,1188.1,1188.8,1186.1,1188.3,1181.0,1174.3,1176.6,1174.3,1179.5,1189.5,1181.9,1180.7,1179.4,1180.6,1180.5,1186.3,1169.7,1174.4,1174.3,1165.2,1165.1,1162.1,1167.0,1163.3,1156.4,1153.1,1152.6,1150.2,1148.1,1147.6,1147.7,1146.4,1141.1,1135.2,1136.0,1137.8,1137.8,1140.3,1134.3,1142.3,1140.5,1145.9,1138.1,1127.7,1127.6,1127.3,1130.8,1126.4,1133.6,1132.3,1134.2,1126.1,1121.5,1118.9,1109.1,1116.6,1114.2,1111.6,1112.5,1109.3,1107.7,1109.8
5,X,True,1952.9,1934.5,1935.7,1936.0,1934.4,1939.1,1937.0,1930.1,1935.5,1935.1,1945.0,1942.0,1937.7,1936.9,1936.9,1934.5,1929.9,1934.3,1937.0,1946.9,1944.6,1955.6,1954.8,1957.1,1959.3,1949.3,1945.7,1941.7,1929.1,1917.5,1929.2,1929.2,1939.7,1937.2,1953.9,1947.6,1931.6,1938.0,1949.8,1939.3,1933.4,1937.4,1921.1,1918.7,1910.2,1920.7,1930.3,1924.4,1922.1,1922.2,1917.1,1919.5,1913.5,1927.1,1939.1,1938.1,1937.0,1941.9,1944.7,1933.4,1929.3,1935.5,1934.1,1936.9,1932.3,1932.6,1947.4,1945.2,1942.5,1938.5,1947.1,1946.0,1960.2,1942.4,1938.1,1942.0,1941.0,1942.6,1942.9,1935.7
6,X,False,2652.5,2655.2,2664.4,2653.0,2652.8,2647.2,2645.7,2639.3,2664.1,2666.8,2676.6,2667.5,2673.4,2673.0,2658.1,2666.7,2650.0,2650.1,2653.3,2657.8,2665.5,2654.9,2649.5,2656.2,2670.6,2670.4,2653.3,2635.8,2655.9,2655.8,2663.4,2670.6,2666.7,2653.2,2647.2,2648.9,2646.1,2665.3,2669.1,2665.5,2667.9,2666.8,2676.1,2667.4,2669.5,2664.4,2665.6,2677.5,2688.0,2682.1,2667.2,2677.7,2685.2,2678.1,2688.3,2675.1,2679.5,2683.0,2676.0,2673.6,2666.8,2665.9,2660.7,2666.1,2676.2,2673.6,2660.2,2663.0,2657.5,2643.6,2644.2,2648.2,2646.6,2637.3,2644.0,2630.4,2612.5,2601.7,2625.6,2619.9
7,X,False,1049.4,1046.6,1044.5,1038.2,1035.0,1030.7,1034.3,1035.8,1043.2,1043.4,1051.0,1047.5,1051.7,1047.9,1040.8,1046.5,1043.9,1033.8,1046.3,1040.6,1037.7,1041.6,1043.8,1050.2,1034.9,1034.5,1034.0,1033.7,1034.8,1043.6,1028.3,1033.0,1042.9,1033.6,1033.8,1018.3,1020.5,1009.2,994.56,997.72,989.77,970.17,964.14,973.15,969.72,948.55,951.14,946.26,942.09,946.82,936.82,910.87,920.04,924.97,917.35,905.69,904.98,922.25,910.51,892.95,902.66,898.11,887.01,893.02,902.17,894.85,887.03,882.09,872.05,877.45,859.06,857.48,859.94,860.06,860.02,879.05,877.5,860.81,863.44,862.47
8,X,True,1203.2,1208.9,1206.0,1198.4,1205.2,1203.8,1208.3,1213.1,1214.2,1212.8,1214.8,1205.1,1218.2,1205.1,1219.0,1216.5,1215.5,1215.5,1217.6,1219.0,1232.4,1231.9,1238.5,1237.6,1233.1,1241.9,1249.8,1246.9,1246.9,1251.6,1259.1,1245.6,1250.4,1243.1,1249.8,1255.1,1253.2,1258.4,1260.8,1259.3,1267.1,1280.7,1268.8,1274.7,1272.1,1272.2,1276.3,1291.1,1293.0,1291.4,1299.9,1308.1,1303.2,1304.3,1301.2,1295.6,1292.9,1306.7,1308.6,1314.7,1318.2,1328.6,1325.4,1324.4,1318.6,1328.9,1331.2,1338.5,1338.6,1344.0,1338.6,1351.9,1347.6,1352.3,1363.3,1366.5,1372.6,1371.1,1378.6,1379.1
9,X,False,2253.4,2264.9,2259.6,2275.7,2277.2,2280.1,2292.5,2296.4,2306.3,2317.2,2318.1,2340.0,2330.0,2332.7,2319.6,2337.6,2353.3,2347.9,2355.9,2361.5,2362.9,2363.2,2362.6,2361.5,2375.2,2366.9,2359.6,2361.4,2366.2,2370.2,2367.7,2381.6,2387.5,2395.9,2404.8,2398.5,2423.8,2418.6,2423.1,2432.1,2434.9,2449.0,2451.0,2453.1,2463.6,2471.5,2483.4,2493.3,2504.5,2501.9,2499.2,2495.4,2495.2,2489.4,2504.0,2512.9,2508.6,2517.4,2528.3,2511.9,2522.1,2517.0,2515.1,2526.7,2517.8,2516.0,2518.0,2514.5,2514.3,2525.4,2524.6,2521.3,2525.9,2522.7,2533.2,2534.0,2550.7,2557.2,2553.5,2553.6
10,X,False,4560.4,4567.4,4572.8,4567.0,4560.7,4565.0,4557.4,4549.4,4560.0,4542.1,4543.8,4534.7,4539.5,4529.8,4527.0,4522.5,4544.6,4536.2,4538.2,4544.4,4541.0,4532.7,4532.4,4536.8,4531.7,4538.5,4545.0,4528.0,4536.4,4542.2,4545.7,4548.1,4543.2,4541.6,4547.5,4540.6,4550.3,4549.9,4545.1,4542.7,4556.2,4558.1,4565.0,4578.7,4577.8,4590.6,4600.3,4605.0,4592.5,4609.8,4601.1,4603.3,4609.5,4607.4,4614.4,4621.5,4624.5,4616.7,4614.9,4633.9,4625.2,4625.0,4624.6,4614.8,4614.9,4617.9,4626.1,4617.0,4628.7,4628.0,4633.9,4627.2,4628.8,4611.9,4617.2,4617.2,4622.6,4601.3,4601.9,4583.1
11,X,False,851.65,853.81,854.5,848.93,842.9,843.95,844.58,838.53,842.17,847.52,839.93,836.2,834.69,831.33,834.88,834.35,841.82,840.51,839.39,845.16,841.13,839.88,847.5,843.13,845.74,839.31,838.89,840.94,843.3,844.31,855.29,851.77,847.34,853.43,853.54,855.16,861.25,852.66,847.09,847.47,851.64,850.69,834.13,828.09,825.63,823.04,811.89,811.49,810.04,813.17,814.12,810.57,811.24,810.86,805.27,805.53,796.68,791.96,795.56,789.12,774.16,767.84,754.68,750.89,747.56,751.53,749.03,720.54,712.29,718.89,727.89,716.97,712.23,697.89,703.03,696.82,699.46,698.45,693.84,685.93
12,X,True,1920.9,1921.7,1921.2,1917.5,1931.1,1918.2,1931.4,1926.7,1916.0,1913.4,1902.0,1914.4,1912.8,1921.0,1910.9,1903.6,1908.2,1898.7,1899.6,1903.0,1904.0,1897.2,1896.1,1908.0,1904.4,1891.6,1895.2,1903.5,1893.2,1891.1,1900.9,1892.8,1895.2,1898.5,1900.3,1892.8,1900.9,1904.2,1902.9,1890.6,1876.9,1888.8,1898.3,1900.1,1916.3,1920.1,1910.3,1913.5,1922.0,1921.1,1908.7,1907.4,1928.7,1926.4,1921.2,1907.4,1894.0,1893.5,1913.3,1905.4,1895.5,1898.6,1906.9,1926.3,1924.1,1930.8,1937.3,1941.1,1938.1,1944.9,1966.9,1959.1,1969.3,1962.6,1969.3,1961.5,1964.3,1955.9,1953.9,1953.6
13,X,False,2149.3,2144.3,2127.9,2123.9,2130.3,2123.3,2101.0,2131.7,2125.9,2102.9,2122.4,2103.9,2105.2,2094.8,2080.6,2080.3,2091.0,2073.6,2061.7,2052.4,2051.6,2039.5,2029.0,1996.4,1977.9,1955.8,1949.0,1910.0,1890.8,1877.2,1857.2,1845.3,1818.1,1785.0,1745.9,1732.1,1701.3,1666.5,1636.2,1588.4,1556.9,1516.6,1483.5,1434.6,1402.9,1361.6,1331.6,1283.4,1262.5,1233.8,1192.7,1146.8,1121.3,1062.3,1040.9,1007.7,966.72,936.09,905.98,872.51,839.89,812.67,784.76,757.35,726.14,697.2,678.33,652.26,646.09,618.81,606.65,574.03,563.12,541.43,513.73,501.82,482.14,464.82,445.3,429.32
14,X,False,2362.2,2372.1,2366.0,2375.1,2386.3,2398.9,2390.3,2399.9,2406.1,2402.7,2399.1,2406.5,2412.2,2408.8,2412.8,2417.9,2417.6,2413.8,2417.0,2419.0,2407.2,2412.8,2430.0,2434.0,2450.3,2450.2,2448.0,2444.3,2454.5,2460.0,2477.0,2474.8,2473.3,2476.0,2477.8,2481.4,2484.8,2490.1,2502.0,2496.3,2495.5,2501.8,2494.3,2503.9,2505.1,2503.5,2485.5,2479.9,2479.0,2479.7,2490.3,2484.2,2490.2,2483.9,2488.2,2493.5,2487.0,2487.5,2489.1,2483.8,2480.4,2470.0,2485.2,2479.8,2486.5,2486.1,2478.5,2471.9,2460.7,2474.3,2457.8,2446.3,2456.5,2447.1,2445.3,2455.9,2458.4,2452.3,2454.4,2459.7
15,X,False,2142.2,2147.3,2148.6,2154.4,2158.4,2159.9,2168.1,2165.6,2168.9,2173.7,2166.3,2168.3,2166.8,2166.0,2174.4,2170.9,2163.7,2161.7,2154.1,2163.2,2162.3,2156.2,2164.2,2163.9,2160.3,2166.7,2172.8,2179.6,2180.1,2179.4,2173.8,2173.6,2173.7,2179.7,2172.8,2168.8,2164.1,2158.1,2163.7,2174.2,2176.3,2176.2,2166.2,2164.5,2175.6,2175.9,2167.9,2169.6,2180.3,2181.5,2175.9,2168.9,2165.5,2152.1,2156.7,2151.8,2142.9,2158.6,2156.0,2142.2,2144.8,2147.8,2146.7,2140.1,2139.5,2135.7,2134.2,2125.7,2131.3,2120.8,2129.3,2131.8,2131.1,2127.3,2134.2,2133.3,2136.9,2141.6,2132.2,2137.7
16,X,False,1552.3,1563.1,1571.9,1572.6,1574.7,1572.9,1570.8,1578.8,1574.5,1567.7,1576.1,1573.5,1573.6,1561.3,1574.2,1574.8,1574.1,1571.5,1570.5,1572.6,1579.9,1577.5,1567.2,1575.0,1565.6,1563.6,1579.1,1576.9,1568.3,1580.4,1572.3,1569.7,1572.5,1565.4,1560.0,1571.8,1560.5,1573.5,1584.0,1581.6,1569.5,1569.6,1563.3,1567.2,1551.0,1561.0,1565.5,1561.0,1546.6,1547.4,1550.3,1550.4,1551.8,1568.3,1570.1,1557.7,1563.4,1565.0,1559.7,1542.9,1546.5,1543.0,1548.9,1541.0,1550.0,1558.0,1560.5,1557.0,1555.4,1565.4,1568.2,1569.9,1559.6,1561.4,1543.2,1546.8,1554.0,1561.7,1551.0,1562.4
17,X,False,4479.4,4484.0,4480.1,4474.5,4470.5,4483.4,4476.6,4468.8,4470.3,4464.1,4455.4,4448.3,4439.2,4443.2,4436.2,4427.0,4430.4,4417.0,4409.2,4404.0,4399.9,4387.4,4390.8,4379.3,4388.4,4385.2,4375.5,4381.5,4380.9,4385.5,4384.4,4395.9,4389.7,4381.7,4405.7,4401.2,4408.2,4415.4,4409.0,4418.2,4416.7,4421.7,4430.8,4428.8,4429.2,4432.5,4434.8,4443.7,4436.8,4451.7,4445.6,4446.0,4465.4,4455.6,4462.6,4463.9,4454.2,4442.3,4423.5,4427.9,4420.5,4419.4,4407.7,4404.5,4400.7,4412.2,4414.5,4400.0,4404.3,4399.0,4390.7,4388.1,4383.8,4383.0,4385.5,4393.1,4395.6,4400.5,4394.2,4396.7
18,X,False,348.02,361.11,382.23,384.62,380.45,394.01,409.24,418.47,444.26,458.87,471.05,479.85,497.49,512.56,525.44,544.05,572.38,586.52,621.19,616.18,644.91,669.42,686.44,711.68,724.44,750.33,769.17,778.79,797.74,807.24,833.2,846.58,860.03,870.19,899.0,906.0,906.5,910.79,914.66,902.19,899.21,903.41,900.92,904.06,907.81,894.83,890.77,891.51,896.75,901.01,897.98,910.52,906.07,914.57,918.89,922.33,936.99,939.19,932.27,946.38,942.04,951.34,956.66,949.31,964.27,966.4,968.59,956.88,954.77,957.93,949.31,955.99,956.11,951.09,951.88,954.34,958.0,951.69,961.33,958.79
19,X,True,805.75,800.26,795.91,790.86,788.86,790.03,791.68,780.34,779.14,770.73,760.41,755.6,760.34,751.5,755.04,755.07,750.55,753.16,755.1,756.35,758.18,759.85,761.57,762.09,761.33,770.01,776.26,777.8,772.55,775.01,774.53,769.13,773.68,777.45,779.55,780.02,786.53,793.13,793.24,790.9,791.18,786.54,797.35,799.3,802.99,808.32,798.42,801.13,803.34,807.09,804.04,805.07,807.95,804.64,814.96,809.06,805.13,798.92,803.19,803.83,803.27,810.22,801.6,802.31,807.8,809.48,806.07,807.53,810.85,810.45,815.72,815.5,820.39,815.71,811.86,813.17,808.83,805.7,799.31,802.64
20,X,False,1100.4,1098.3,1108.4,1096.8,1089.4,1075.1,1062.1,1030.7,1010.2,996.84,982.08,958.56,949.98,905.96,888.48,874.37,857.64,826.66,814.77,814.38,790.7,781.7,776.47,769.46,748.95,738.1,745.15,733.98,717.32,695.55,701.8,694.12,676.83,657.22,664.41,650.46,655.65,644.44,646.69,642.37,633.95,632.16,624.69,621.7,615.51,616.87,619.66,621.74,627.05,631.89,641.79,649.41,648.5,648.02,634.38,620.99,620.44,599.32,590.44,601.52,601.58,601.93,597.18,588.8,606.44,609.91,610.31,594.16,597.07,596.09,595.8,594.02,596.41,586.54,580.27,583.25,574.88,572.13,564.45,577.89
21,X,True,22.778,27.644,33.455,49.091,59.496,60.484,74.491,78.022,89.891,105.44,113.01,127.91,146.12,155.71,169.74,181.25,188.13,197.63,212.95,210.64,223.03,223.8,228.99,230.38,224.58,232.75,233.03,245.26,239.54,251.82,256.66,261.39,261.77,262.0,246.95,273.8,264.51,257.46,271.46,258.34,265.87,280.98,291.86,285.37,290.46,299.31,299.85,311.16,313.44,317.83,321.07,334.47,331.88,344.21,341.77,348.53,358.07,360.74,368.82,380.95,381.03,385.32,411.08,401.04,400.88,412.53,418.64,425.42,431.52,432.55,440.73,447.76,434.22,439.92,428.23,427.32,433.21,441.98,429.53,427.37
22,X,False,60.484,74.491,78.022,89.891,105.44,113.01,127.91,146.12,155.71,169.74,181.25,188.13,197.63,212.95,210.64,223.03,223.8,228.99,230.38,224.58,232.75,233.03,245.26,239.54,251.82,256.66,261.39,261.77,262.0,246.95,273.8,264.51,257.46,271.46,258.34,265.87,280.98,291.86,285.37,290.46,299.31,299.85,311.16,313.44,317.83,321.07,334.47,331.88,344.21,341.77,348.53,358.07,360.74,368.82,380.95,381.03,385.32,411.08,401.04,400.88,412.53,418.64,425.42,431.52,432.55,440.73,447.76,434.22,439.92,428.23,427.32,433.21,441.98,429.53,427.37,420.53,417.1,426.41,422.85,420.88
23,X,False,396.04,412.35,416.95,410.14,413.26,416.31,416.9,421.01,422.56,416.84,417.1,425.54,423.36,426.99,423.73,429.59,433.69,430.43,432.22,431.41,439.9,435.07,426.86,425.92,426.72,426.95,423.75,420.52,410.21,412.62,414.78,410.79,416.93,420.59,416.15,416.86,410.31,408.11,414.42,411.87,411.67,413.74,414.77,413.32,404.78,409.03,414.94,413.39,421.1,421.42,421.8,420.63,416.55,414.5,411.98,419.18,427.35,435.37,433.01,438.72,457.16,468.13,463.12,462.4,480.22,521.6,514.05,545.24,544.4,567.75,557.95,561.59,558.71,554.79,569.52,577.19,585.77,607.44,612.01,613.96
24,X,False,3633.5,3616.5,3612.6,3642.9,3627.1,3659.8,3638.7,3629.8,3633.9,3628.6,3629.5,3639.2,3661.3,3644.2,3665.3,3674.2,3659.3,3661.7,3660.1,3673.1,3663.6,3663.0,3658.6,3664.6,3658.9,3663.1,3670.1,3661.8,3683.5,3672.3,3689.0,3711.5,3733.4,3740.3,3732.4,3720.7,3709.3,3735.3,3736.1,3741.3,3757.9,3769.0,3783.3,3799.9,3811.7,3824.0,3818.1,3821.3,3843.6,3842.9,3844.1,3873.9,3869.2,3861.5,3857.3,3875.3,3887.2,3911.5,3917.1,3898.1,3917.6,3930.2,3931.3,3966.9,3983.7,3995.5,3983.2,3992.0,4011.2,4025.2,4027.8,4019.0,4027.1,4034.8,4034.4,4034.0,4027.4,4049.0,4058.6,4075.8
25,X,True,6773.3,6753.9,6758.1,6742.8,6748.4,6746.3,6752.1,6728.1,6721.8,6707.1,6690.4,6681.2,6672.8,6667.8,6640.0,6623.3,6614.1,6595.2,6552.6,6547.9,6534.7,6547.8,6552.7,6527.6,6507.2,6504.5,6496.0,6504.5,6504.5,6470.4,6461.8,6458.3,6442.9,6436.7,6448.2,6440.6,6459.4,6440.9,6457.5,6480.6,6490.7,6492.6,6490.8,6494.2,6481.7,6486.6,6498.3,6506.3,6525.8,6545.1,6541.1,6537.6,6531.5,6510.3,6508.4,6499.2,6451.9,6444.2,6443.1,6443.1,6462.6,6449.2,6450.9,6426.8,6416.1,6405.6,6418.4,6418.5,6407.7,6412.3,6402.8,6390.3,6384.3,6398.6,6346.8,6330.6,6344.3,6347.7,6350.5,6345.8
26,X,False,1406.2,1408.0,1408.7,1410.7,1415.0,1421.4,1417.3,1426.7,1423.4,1427.1,1435.7,1427.5,1428.7,1428.2,1419.9,1418.4,1427.8,1425.9,1436.9,1448.1,1443.8,1444.4,1458.8,1456.2,1455.4,1456.7,1462.6,1458.9,1449.6,1451.3,1455.8,1454.1,1464.8,1454.5,1443.4,1452.2,1456.3,1442.5,1440.7,1445.6,1448.2,1446.5,1459.7,1459.8,1457.9,1456.7,1457.3,1466.5,1464.2,1467.1,1468.9,1470.9,1476.3,1475.2,1476.8,1472.3,1466.6,1463.6,1466.1,1459.5,1467.6,1472.8,1477.7,1476.8,1471.4,1486.4,1491.7,1494.8,1491.0,1498.8,1489.2,1483.6,1490.6,1494.7,1488.7,1489.7,1496.2,1498.8,1505.9,1511.6
27,X,True,1536.0,1541.4,1540.6,1550.5,1550.6,1554.4,1556.7,1552.5,1556.2,1560.0,1566.5,1566.3,1561.1,1564.8,1560.7,1558.1,1570.0,1574.1,1571.4,1572.4,1573.0,1580.7,1587.5,1580.8,1575.6,1574.5,1568.6,1571.7,1570.7,1568.9,1565.0,1560.7,1562.5,1556.7,1554.4,1552.5,1543.5,1536.7,1536.1,1532.3,1530.2,1535.4,1534.5,1531.2,1535.1,1543.0,1555.7,1554.2,1551.2,1545.7,1547.6,1544.7,1544.2,1545.2,1546.3,1545.6,1545.1,1547.4,1544.4,1543.1,1541.1,1542.3,1543.5,1542.3,1542.1,1540.3,1548.2,1543.8,1559.3,1560.3,1566.0,1568.9,1562.2,1572.0,1578.1,1582.6,1592.8,1606.6,1607.8,1618.1
28,X,False,67.067,72.476,84.365,93.241,96.02,102.75,109.18,120.86,115.36,127.41,127.34,139.81,141.18,152.38,166.91,165.38,164.65,171.25,181.84,180.48,180.69,183.97,186.12,194.36,197.19,209.53,199.57,209.15,210.45,216.35,215.33,213.66,231.09,240.37,248.09,254.63,257.81,255.52,259.11,261.69,257.3,261.94,274.72,271.37,268.79,269.09,262.31,265.23,270.15,281.7,287.32,297.62,296.21,303.16,299.28,301.97,307.35,304.01,300.89,289.3,286.6,281.87,288.31,296.21,298.67,282.65,271.93,272.26,275.51,272.66,277.04,276.15,275.08,278.32,278.27,270.93,277.9,286.25,281.34,277.99
29,X,False,1310.1,1305.3,1303.0,1300.8,1294.9,1294.9,1293.6,1295.1,1287.3,1285.1,1292.0,1282.5,1281.9,1276.4,1279.6,1279.9,1277.6,1276.5,1271.3,1275.6,1265.5,1264.1,1268.3,1264.5,1266.9,1264.4,1264.9,1257.3,1256.3,1262.8,1257.0,1258.4,1270.2,1267.4,1273.3,1258.4,1263.7,1261.7,1266.7,1268.9,1267.0,1267.5,1264.6,1272.3,1270.7,1273.4,1271.3,1275.1,1275.2,1280.4,1285.8,1288.9,1289.3,1290.8,1290.5,1291.9,1294.6,1293.0,1296.0,1299.2,1302.0,1303.0,1300.6,1292.7,1285.0,1292.0,1282.3,1282.4,1283.6,1286.1,1282.4,1278.9,1278.9,1283.6,1275.9,1265.8,1265.5,1265.2,1261.6,1257.3
30,M,False,186.39,185.09,188.04,186.3,192.57,187.92,189.12,191.81,193.17,184.59,185.67,188.96,189.12,190.05,187.69,187.75,191.87,191.67,192.89,194.41,200.6,203.71,208.05,207.79,211.48,212.09,216.84,216.12,219.59,214.51,211.53,212.64,210.53,215.49,213.87,212.66,213.52,220.09,218.7,215.28,222.57,221.45,221.84,229.94,233.9,238.26,238.05,244.66,241.47,247.37,252.19,254.77,254.94,255.59,259.64,260.99,268.99,275.01,273.46,269.05,270.93,271.36,272.97,272.12,276.34,274.28,275.12,277.69,281.17,278.79,277.38,279.65,281.6,278.58,282.78,284.17,281.94,282.94,281.06,275.22
31,M,False,118.45,121.33,122.23,121.59,133.86,132.26,132.33,148.48,147.2,151.4,150.79,163.02,171.16,170.23,174.97,180.74,188.84,187.81,187.42,199.9,198.34,212.71,217.47,222.52,227.67,236.38,236.95,243.19,239.98,254.2,249.26,255.77,248.31,263.41,259.08,262.12,268.97,263.73,268.6,270.43,265.17,259.24,259.59,262.55,265.05,260.25,269.89,270.52,268.1,266.98,268.2,272.49,276.26,272.97,270.06,270.89,264.63,273.73,269.55,269.79,265.29,267.75,263.78,263.33,256.06,256.87,248.9,250.77,248.94,254.65,244.93,244.23,247.8,250.75,237.31,247.99,244.36,249.27,242.11,243.46
32,M,False,477.75,486.74,480.76,484.55,481.04,476.4,477.21,470.75,473.42,472.32,477.74,482.56,477.63,484.1,483.53,486.3,481.91,486.61,489.66,492.27,493.29,499.28,495.3,499.62,501.78,496.57,498.08,503.31,500.63,498.75,492.32,494.14,491.89,491.43,489.03,495.27,490.88,493.6,495.83,493.77,498.51,503.37,510.85,512.68,509.98,509.42,502.57,497.84,505.14,503.28,505.99,513.02,517.44,517.88,516.83,524.49,521.27,531.13,538.5,539.91,534.01,539.22,537.32,543.87,543.02,540.58,544.84,545.79,540.05,541.41,540.03,548.57,553.53,549.31,556.93,562.35,567.76,564.69,564.01,563.84
33,M,False,709.87,709.59,705.74,703.29,704.65,707.67,705.11,704.2,703.09,706.26,700.21,700.24,704.06,705.6,705.99,706.54,705.92,706.91,701.53,701.01,697.34,697.83,706.0,703.39,702.85,702.27,706.66,703.54,703.5,706.1,712.89,710.05,711.2,707.92,703.84,704.02,702.05,708.13,700.34,699.26,696.7,693.24,688.63,684.57,684.6,688.69,686.01,683.98,684.32,686.8,683.69,684.05,682.87,684.19,681.35,680.04,673.29,664.74,667.37,666.7,662.91,664.17,663.85,663.62,668.96,666.18,664.4,664.71,668.53,665.35,666.28,664.89,667.07,669.35,674.24,670.08,668.49,661.52,667.64,668.4
34,M,False,272.69,269.48,271.23,284.96,289.02,291.59,287.46,288.93,298.75,307.99,310.82,320.32,324.51,335.62,337.4,338.67,353.19,361.64,366.49,371.89,373.88,376.61,385.02,388.92,392.53,392.39,403.2,423.94,444.18,446.18,447.85,458.27,473.72,501.99,528.1,532.24,551.95,556.81,573.32,580.76,584.22,584.63,602.96,619.11,616.01,623.83,615.24,620.88,628.47,627.64,642.67,644.01,643.19,642.61,653.13,661.36,659.07,652.88,654.9,661.79,672.51,680.61,675.01,673.91,681.16,691.29,692.82,684.43,688.37,686.73,682.88,690.36,687.41,691.69,700.8,728.56,738.6,744.71,739.63,745.5
