,FLARE_TYPE,COINCIDENCE,TOTUSJH_21,TOTUSJH_22,TOTUSJH_23,TOTUSJH_24,TOTUSJH_25,TOTUSJH_26,TOTUSJH_27,TOTUSJH_28,TOTUSJH_29,TOTUSJH_30,TOTUSJH_31,TOTUSJH_32,TOTUSJH_33,TOTUSJH_34,TOTUSJH_35,TOTUSJH_36,TOTUSJH_37,TOTUSJH_38,TOTUSJH_39,TOTUSJH_40,TOTUSJH_41,TOTUSJH_42,TOTUSJH_43,TOTUSJH_44,TOTUSJH_45,TOTUSJH_46,TOTUSJH_47,TOTUSJH_48,TOTUSJH_49,TOTUSJH_50,TOTUSJH_51,TOTUSJH_52,TOTUSJH_53,TOTUSJH_54,TOTUSJH_55,TOTUSJH_56,TOTUSJH_57,TOTUSJH_58,TOTUSJH_59,TOTUSJH_60,TOTUSJH_61,TOTUSJH_62,TOTUSJH_63,TOTUSJH_64,TOTUSJH_65,TOTUSJH_66,TOTUSJH_67,TOTUSJH_68,TOTUSJH_69,TOTUSJH_70,TOTUSJH_71,TOTUSJH_72,TOTUSJH_73,TOTUSJH_74,TOTUSJH_75,TOTUSJH_76,TOTUSJH_77,TOTUSJH_78,TOTUSJH_79,TOTUSJH_80,TOTUSJH_81,TOTUSJH_82,TOTUSJH_83,TOTUSJH_84,TOTUSJH_85,TOTUSJH_86,TOTUSJH_87,TOTUSJH_88,TOTUSJH_89,TOTUSJH_90,TOTUSJH_91,TOTUSJH_92,TOTUSJH_93,TOTUSJH_94,TOTUSJH_95,TOTUSJH_96,TOTUSJH_97,TOTUSJH_98,TOTUSJH_99,TOTUSJH_100
190,M,False,362.33,368.0,384.71,391.46,381.45,405.18,404.92,403.78,413.33,436.04,460.57,481.67,471.23,473.19,484.03,511.62,521.45,530.16,551.12,548.04,566.31,587.73,579.25,587.09,585.14,553.6,542.54,558.64,566.16,555.72,571.63,565.55,575.33,577.67,573.39,601.43,612.73,630.44,622.41,621.61,626.95,631.27,648.08,640.67,663.78,630.91,611.08,614.78,617.15,627.8,653.37,639.16,642.24,658.63,658.01,655.47,649.29,637.26,652.58,669.11,675.27,676.9,714.07,722.96,744.83,781.69,799.95,805.23,815.34,804.28,839.24,824.92,884.06,878.65,859.22,875.13,865.07,893.63,919.97,920.78
191,M,False,555.11,538.18,512.91,534.58,542.39,536.87,540.44,532.53,539.9,535.95,516.5,519.06,526.98,522.48,520.64,526.14,534.54,541.82,540.17,547.14,567.42,564.21,565.14,569.71,574.61,572.42,564.71,570.76,582.06,575.58,593.4,588.23,610.35,608.05,613.6,612.74,608.02,611.48,665.54,627.54,631.42,628.17,610.32,620.93,637.28,672.52,673.39,696.38,708.84,724.57,728.55,720.06,719.23,743.61,765.14,775.56,765.57,766.87,762.97,754.37,748.38,749.54,747.15,761.97,763.13,776.28,800.4,813.54,811.42,808.29,819.64,845.15,892.99,904.93,954.76,980.48,1022.8,1040.5,1054.5,1047.1
192,M,False,1696.6,1199.0,1237.9,1236.4,1224.7,1219.1,1223.8,1215.1,1209.8,1205.1,1208.7,1211.5,1200.6,1192.6,1193.2,1211.8,1185.2,1209.0,1197.1,1212.3,1194.6,1194.0,1210.1,1195.3,1192.3,1184.0,1175.1,1177.2,1175.0,1150.7,1158.0,1115.2,1116.3,1113.6,1110.9,1115.4,1098.3,1102.7,1108.2,1114.2,1129.1,1165.4,1152.9,1190.2,1193.9,1220.8,1245.7,1255.6,1249.3,1249.7,1201.3,1181.4,1161.6,1148.3,1140.4,1132.6,1116.4,1113.0,1115.1,1099.5,1095.2,1091.8,1072.8,1084.2,1088.7,1104.4,1095.8,1100.2,1111.9,1101.1,1090.5,1116.6,1100.1,1101.8,1114.8,1116.9,1112.8,1112.0,1078.3,1091.0
193,M,False,1796.7,1820.3,1804.4,1791.7,1790.1,1794.2,1815.5,1798.2,1831.1,1811.5,1818.3,1841.1,1860.6,1887.5,1886.7,1873.9,1881.2,1913.4,1896.1,1909.9,1931.9,1937.7,1927.1,1949.3,1914.4,1900.5,1902.2,1913.3,1900.3,1913.6,1910.6,1898.5,1905.7,1900.2,1914.2,1909.2,1923.6,1905.9,1949.3,1947.3,1973.3,1943.3,1944.9,1967.8,1932.0,1933.9,1947.7,1933.5,1930.8,1932.7,1936.7,1932.8,1926.7,1906.0,1893.2,1907.9,1896.1,1871.3,1886.8,1895.5,1894.8,1905.0,1888.0,1880.1,1860.1,1851.0,1836.0,1837.2,1830.7,1842.4,1849.9,1858.0,1869.0,1865.0,1875.8,1875.9,1878.9,1902.8,1909.0,1887.3
194,M,False,3438.2,3459.3,3494.6,3533.1,3584.0,3572.0,3556.0,3608.7,3633.6,3656.8,3711.7,3623.3,3601.6,3602.3,3593.7,3564.5,3581.3,3561.3,3511.2,3452.5,3388.8,3323.8,3280.1,3289.1,3301.3,3309.7,3351.3,3387.2,3348.2,3406.8,3428.7,3451.8,3475.7,3489.7,3514.9,3527.4,3514.1,3494.8,3436.0,3413.2,3392.6,3406.9,3371.4,3350.3,3353.3,3339.9,3319.2,3332.7,3334.7,3308.5,3305.9,3275.6,3262.7,3280.6,3295.2,3263.3,3291.5,3306.5,3316.1,3305.4,3370.6,3438.6,3496.1,3494.0,3510.8,3498.6,3544.3,3552.1,3558.7,3557.3,3611.6,3601.4,3647.1,3607.6,3664.7,3629.4,3620.5,3676.4,3700.3,3731.9
195,M,False,2854.2,2862.7,2814.6,2805.6,2751.2,2742.1,2751.7,2706.6,2712.2,2677.5,2673.2,2664.6,2663.3,2643.7,2611.0,2607.8,2592.9,2586.8,2568.4,2557.6,2562.0,2605.9,2594.7,2596.8,2605.9,2558.0,2584.3,2624.2,2619.0,2620.9,2626.5,2644.2,2631.6,2639.7,2664.1,2648.3,2678.0,2681.9,2696.1,2731.4,2738.7,2731.6,2700.4,2744.1,2691.0,2700.5,2686.1,2636.2,2592.0,2589.9,3080.6,3101.0,2567.7,2544.5,2529.7,2499.2,2511.0,2499.4,2494.0,2503.2,2436.4,2478.7,2500.4,2507.8,2508.2,2461.2,2497.1,2513.8,2479.3,2476.2,2476.3,2413.9,2396.1,2429.0,2422.0,2376.7,2382.6,2375.0,2384.3,2414.9
196,M,False,2116.6,2109.4,2139.3,2155.3,2167.2,2185.5,2153.7,2139.9,2168.2,2118.3,2107.7,2078.9,2073.9,2059.4,2074.1,2063.2,2051.2,2051.3,2041.0,2067.6,2068.7,2082.0,2077.5,2073.8,2087.9,2091.5,2141.7,2146.3,2165.3,2191.7,2178.5,2198.5,2199.3,2251.4,2218.6,2228.1,2223.9,2226.2,2253.7,2252.0,2263.9,2236.9,2219.5,2191.3,2168.3,2161.2,2167.5,2156.3,2214.7,2206.8,2238.2,2234.1,2242.2,2236.9,2266.4,2273.1,2251.0,2235.8,2239.6,2244.7,2173.9,2161.8,2151.0,2176.2,2152.4,2100.0,2084.3,2078.0,2053.9,2030.5,2049.8,2041.4,2020.1,2043.0,2025.2,1984.4,1996.9,1992.3,2002.9,2006.0
197,M,False,2267.0,2208.8,2203.6,2261.0,2226.3,2192.0,2210.7,2262.7,2245.4,2230.2,2221.0,2210.4,2268.8,2240.2,2204.5,2203.1,2222.6,2226.2,2255.0,2257.0,2230.7,2235.3,2291.3,2238.6,2259.5,2292.8,2374.7,2389.1,2394.1,2403.3,2380.6,2389.9,2399.3,2386.9,2382.4,2344.8,2313.1,2282.4,2300.4,2296.0,2318.6,2297.7,2250.6,2238.3,2245.8,2238.9,2274.9,2291.4,2169.4,2149.3,2231.1,2113.9,2095.7,2133.5,2131.4,2155.7,2236.9,2248.8,2248.9,2255.8,2311.1,2278.5,2237.6,2225.0,2202.1,2217.9,2183.0,2166.0,2144.2,2168.8,2138.4,2146.7,2179.2,2129.4,2170.9,2180.9,2208.1,2192.1,2216.2,2207.9
198,M,True,1917.3,1907.2,1934.3,1899.8,1907.8,1915.5,1927.0,1888.7,1897.4,1884.3,1938.0,1936.4,1920.5,1903.6,1920.0,1857.7,1810.4,1798.0,1814.1,1813.8,1801.9,1778.6,1783.7,1767.2,1766.5,1768.9,1753.0,1736.2,1743.3,1713.4,1715.2,1715.7,1747.4,1749.1,1769.6,1764.8,1784.6,1821.5,1851.6,1862.3,1867.2,1881.5,1871.5,1853.0,1864.0,1853.4,1862.3,1840.5,1824.1,1824.9,1824.4,1814.2,1818.3,1806.7,1808.2,1802.4,1801.3,1803.7,1822.2,1790.5,1795.1,1801.8,1794.9,1759.5,1766.6,1781.1,1774.5,1736.7,1709.7,1741.8,1720.5,1700.1,1718.4,1693.4,1672.0,1686.3,1639.9,1669.6,1653.8,1651.9
199,M,False,1801.3,1803.7,1822.2,1790.5,1795.1,1801.8,1794.9,1759.5,1766.6,1781.1,1774.5,1736.7,1709.7,1741.8,1720.5,1700.1,1718.4,1693.4,1672.0,1686.3,1639.9,1669.6,1653.8,1651.9,1653.3,1672.6,1686.8,1674.6,1694.0,1690.3,1696.1,1742.6,1738.5,1714.9,1729.3,1711.3,1722.3,1721.2,1725.8,1757.7,1745.7,1738.8,1692.3,1686.6,1679.9,1693.6,1671.6,1661.0,1685.1,1654.2,1653.1,1625.1,1604.2,1584.5,1607.5,1602.0,1561.7,1561.8,1578.7,1544.5,1518.5,1534.7,1542.0,1546.6,1527.3,1495.7,1527.8,1530.3,1521.7,1539.4,1535.4,1555.5,1555.6,1585.9,1600.1,1587.0,1602.4,1588.2,1581.0,1572.8
200,M,False,12.067,17.247,27.345,35.753,28.7,41.152,41.128,43.126,44.992,52.362,49.516,69.04,60.335,63.159,77.186,71.526,74.199,92.081,105.7,95.542,120.94,112.36,130.18,130.65,150.61,125.81,168.8,200.93,207.14,189.84,189.85,208.93,284.54,255.57,276.93,333.28,334.72,372.41,383.51,402.34,433.19,428.63,423.82,464.73,432.28,461.29,473.32,489.35,456.28,469.23,472.87,467.95,477.17,471.81,514.61,511.97,533.73,535.25,560.59,608.74,580.23,597.27,637.0,699.37,752.73,726.05,717.56,712.87,725.0,729.23,716.21,745.98,748.63,740.44,749.09,753.93,793.16,776.29,763.5,782.58
201,M,False,991.03,967.88,965.13,955.45,934.46,915.01,903.64,910.58,907.09,905.13,915.81,938.94,948.93,965.81,989.4,989.38,996.44,977.27,981.4,974.35,964.63,935.69,926.33,913.07,908.43,874.96,874.31,860.94,852.21,850.92,833.37,831.37,841.48,832.68,823.85,822.41,821.69,824.11,818.36,825.01,809.79,792.92,799.0,808.04,802.73,812.22,812.6,839.54,841.85,846.35,838.91,827.89,844.0,846.8,826.85,809.71,791.74,788.99,776.02,750.5,740.16,723.92,707.76,699.72,690.21,693.02,715.52,701.49,690.77,695.17,690.8,696.36,694.76,695.47,700.06,706.33,702.44,712.52,692.07,701.55
202,M,False,442.83,446.48,439.54,446.96,441.0,435.64,437.35,445.69,448.64,455.61,464.35,460.6,453.62,466.89,481.31,476.06,479.16,477.41,485.35,493.22,468.46,475.64,469.33,458.15,458.6,460.05,449.74,449.3,451.48,434.18,441.35,441.5,428.42,429.97,426.77,428.79,433.53,416.65,430.86,421.04,416.16,413.34,413.98,424.27,428.19,425.87,434.72,435.23,440.1,445.17,455.9,459.64,463.72,460.27,452.09,454.47,451.05,440.03,438.36,433.2,434.56,439.62,441.56,424.89,423.42,416.79,409.66,405.61,404.84,416.58,418.63,414.79,413.78,413.08,407.37,406.47,405.02,412.15,405.38,395.66
203,M,False,2323.4,2309.8,2361.0,2349.5,2389.8,2397.9,2407.5,2410.8,2377.2,2368.8,2388.0,2408.2,2387.8,2455.9,2468.2,2443.7,2444.0,2450.4,2434.1,2497.4,2527.3,2530.4,2508.2,2556.5,2525.2,2579.4,2555.1,2524.1,2595.2,2530.6,2530.1,2493.9,2516.3,2536.3,2539.9,2532.0,2490.0,2473.4,2442.1,2450.0,2448.0,2402.7,2414.3,2444.6,2495.1,2479.5,2484.7,2503.0,2503.1,2497.6,2480.1,2509.4,2499.8,2541.7,2525.8,2526.4,2516.2,2527.9,2494.8,2485.6,2443.1,2488.8,2446.2,2443.1,2427.7,2398.5,2421.0,2353.3,2417.2,2409.0,2312.6,2302.1,2342.9,2316.1,2316.3,2256.9,2226.7,2255.9,2195.4,2200.8
204,M,False,1297.6,1314.5,1305.5,1285.7,1239.5,1235.5,1249.0,1262.5,1222.7,1233.6,1212.0,1191.9,1141.5,1168.0,1161.9,1169.7,1128.5,1132.9,1103.1,1112.6,1110.1,1134.0,1109.5,1101.4,1105.5,1095.8,1091.5,1081.9,1051.7,1074.1,1091.7,1086.0,1076.9,1065.9,1057.4,1039.1,1021.1,1037.4,975.55,1000.4,964.37,947.43,977.04,926.27,935.4,934.67,886.16,883.41,856.7,839.78,807.91,833.47,835.03,778.95,791.52,794.69,783.5,758.22,769.46,768.9,774.32,757.53,744.36,743.69,725.99,750.62,690.98,742.71,723.24,732.81,723.82,709.8,703.33,674.08,671.35,678.66,670.58,648.17,644.23,640.7
205,M,False,502.69,505.06,506.91,517.12,513.44,530.08,561.14,575.39,570.95,584.02,577.7,592.07,585.29,594.83,581.77,589.77,592.66,592.73,623.22,612.53,624.23,634.98,618.62,624.01,638.36,628.38,632.46,617.83,618.29,605.79,598.16,611.47,613.47,608.77,620.24,603.99,591.64,592.13,616.83,630.16,602.1,609.98,617.12,609.82,633.55,598.76,619.41,617.91,617.04,623.16,638.95,626.38,625.96,621.06,628.0,641.07,645.8,642.43,635.21,643.27,637.09,629.92,612.34,608.11,609.1,620.34,618.02,612.47,616.88,609.11,632.87,640.79,620.56,625.24,617.28,626.54,635.18,639.64,638.85,636.68
206,M,False,422.55,440.82,438.12,470.26,455.31,458.21,456.74,478.42,497.03,512.57,521.94,557.59,548.87,577.45,552.1,539.21,543.97,558.07,531.96,544.68,533.88,528.8,526.16,532.79,586.16,555.37,549.68,584.03,554.62,556.27,564.31,580.01,603.07,589.53,618.56,622.5,631.73,629.46,662.74,658.3,686.96,691.46,700.47,719.11,764.48,736.79,751.95,751.24,745.31,787.7,739.08,735.37,737.88,751.71,746.96,758.23,754.13,757.52,759.16,781.89,779.17,770.33,781.04,785.68,824.93,817.48,826.17,846.05,871.49,897.56,945.75,972.56,1002.7,1013.8,1017.8,1016.1,1026.7,1044.7,1053.4,1066.5
207,M,False,2107.4,2137.9,2129.6,2165.7,2172.3,2203.8,2216.6,2249.3,2285.7,2252.8,2215.0,2244.7,2223.8,2224.1,2200.9,2223.3,2282.2,2243.4,2277.5,2319.8,2282.7,2274.4,2300.8,2354.6,2351.9,2381.3,2391.1,2395.1,2433.6,2459.0,2457.9,2522.8,2536.4,2520.2,2554.3,2571.1,2528.7,2477.1,2468.1,2524.0,2481.9,2510.0,2489.4,2474.6,2501.6,2515.8,2594.9,2577.6,2646.3,2616.0,2697.4,2733.1,2717.8,2764.7,2832.9,2810.7,2858.4,2844.6,2857.3,2898.7,2943.0,3047.3,3003.8,3000.4,3009.1,3054.1,3098.6,3035.1,3092.6,3064.0,3097.7,3084.8,3096.2,3091.3,3147.0,3132.7,3179.4,3176.4,3219.5,3197.8
208,M,False,1201.2,1205.3,1243.5,1265.7,1275.4,1286.8,1282.1,1327.2,1331.3,1368.8,1368.4,1378.8,1389.7,1412.9,1429.8,1415.7,1406.4,1378.8,1386.9,1394.4,1396.9,1403.5,1438.2,1451.6,1448.3,1476.6,1499.1,1494.2,1507.3,1530.1,1552.9,1576.1,1582.9,1577.0,1590.8,1574.3,1618.8,1624.8,1644.7,1655.6,1650.1,1621.8,1650.6,1648.4,1673.4,1658.0,1657.4,1675.3,1671.8,1657.7,1687.7,1856.0,1685.7,1676.4,1678.0,1690.7,1675.9,1705.4,1680.0,1668.8,1669.3,1642.4,1637.6,1610.3,1639.6,1618.4,1623.2,1588.6,1589.5,1612.2,1591.8,1607.4,1598.8,1600.3,1626.1,1658.4,1676.3,1667.5,1653.2,1655.5
209,M,True,1569.1,1560.2,1571.7,1580.2,1567.4,1558.2,1538.0,1564.8,1533.8,1525.7,1548.4,1554.9,1563.2,1545.3,1559.4,1572.4,1568.2,1550.8,1553.2,1558.9,1541.6,1509.4,1548.4,1569.5,1542.1,1559.7,1558.6,1583.8,1579.2,1591.2,1614.8,1603.5,1627.3,1627.0,1601.9,1628.8,1613.3,1606.6,1616.1,1629.1,1603.5,1622.3,1658.5,1670.5,1644.1,1650.2,1642.3,1625.2,1606.8,1603.9,1605.0,1613.7,1600.9,1604.2,1596.6,1596.1,1581.6,1573.0,1565.6,1553.7,1541.3,1522.7,1538.3,1521.5,1521.8,1525.8,1516.3,1510.6,1500.6,1510.2,1509.0,1519.5,1507.9,1490.5,1505.6,1483.9,1486.2,1470.2,1479.9,1460.2
210,M,False,1580.2,1567.4,1558.2,1538.0,1564.8,1533.8,1525.7,1548.4,1554.9,1563.2,1545.3,1559.4,1572.4,1568.2,1550.8,1553.2,1558.9,1541.6,1509.4,1548.4,1569.5,1542.1,1559.7,1558.6,1583.8,1579.2,1591.2,1614.8,1603.5,1627.3,1627.0,1601.9,1628.8,1613.3,1606.6,1616.1,1629.1,1603.5,1622.3,1658.5,1670.5,1644.1,1650.2,1642.3,1625.2,1606.8,1603.9,1605.0,1613.7,1600.9,1604.2,1596.6,1596.1,1581.6,1573.0,1565.6,1553.7,1541.3,1522.7,1538.3,1521.5,1521.8,1525.8,1516.3,1510.6,1500.6,1510.2,1509.0,1519.5,1507.9,1490.5,1505.6,1483.9,1486.2,1470.2,1479.9,1460.2,1472.1,1477.1,1471.0
211,M,False,1832.0,1826.6,1822.3,1791.6,1810.0,1782.4,1745.8,1765.0,1735.4,1741.0,1738.3,1723.7,1728.3,1725.3,1699.6,1672.3,1689.9,1703.9,1729.4,1743.2,1766.9,1774.5,1772.2,1784.5,1761.1,1773.3,1761.2,1732.1,1723.9,1695.0,1675.1,1678.3,1660.7,1667.1,1674.2,1666.8,1646.6,1666.3,1678.2,1685.8,1664.5,1662.4,1673.8,1680.4,1666.1,1677.1,1682.4,1672.9,1649.1,1667.6,1718.1,1708.8,1738.5,1765.1,1781.2,1775.6,1826.4,1803.7,1818.3,1828.6,1823.1,1805.4,1816.2,1834.4,1810.1,1829.4,1859.7,1861.1,1885.6,1916.2,1927.8,1930.1,1949.9,1959.4,1965.7,1988.6,1947.3,1948.2,1961.3,1967.6
212,M,True,1523.9,1516.7,1522.7,1519.7,1544.0,1554.7,1544.5,1559.9,1563.0,1560.7,1551.8,1591.4,1602.3,1565.2,1555.5,1564.2,1536.6,1534.5,1518.9,1559.2,1547.9,1545.4,1562.6,1560.7,1571.6,1594.6,1583.6,1576.4,1581.3,1593.0,1619.8,1616.9,1633.1,1662.5,1668.3,1663.7,1643.3,1642.9,1629.0,1612.4,1615.6,1618.1,1646.6,1630.1,1637.4,1630.1,1657.5,1649.6,1668.9,1658.9,1651.5,1636.7,1640.7,1655.3,1644.1,1620.6,1645.6,1615.6,1616.0,1607.9,1595.5,1583.8,1581.9,1605.2,1608.5,1566.2,1564.6,1563.8,1552.6,1561.2,1542.4,1534.0,1513.0,1494.3,1467.3,1456.2,1457.9,1448.4,1452.8,1460.3
213,M,False,1457.9,1448.4,1452.8,1460.3,1461.4,1503.4,1517.1,1524.3,1544.3,1567.9,1568.1,1549.8,1550.6,1554.6,1540.6,1537.0,1516.7,1525.7,1526.7,1531.0,1506.3,1496.2,1479.3,1480.7,1516.8,1536.9,1595.7,1637.6,1664.7,1706.8,1700.0,1708.7,1703.2,1719.9,1731.2,1715.0,1694.4,1680.6,1679.0,1653.7,1640.3,1608.1,1590.3,1599.0,1593.2,1584.0,1578.6,1580.6,1577.9,1540.6,1556.6,1544.3,1537.6,1507.6,1476.3,1480.3,1478.5,1461.7,1450.3,1462.9,1464.2,1473.5,1474.8,1475.1,1465.3,1452.6,1466.8,1452.3,1450.8,1431.8,1437.4,1436.9,1422.3,1440.7,1423.7,1438.5,1413.2,1444.8,1414.5,1396.6
214,M,True,2224.5,2214.1,2227.6,2205.0,2182.6,2180.8,2188.2,2161.6,2181.6,2197.5,2202.9,2226.5,2250.1,2278.4,2281.9,2299.9,2336.1,2357.2,2413.6,2415.0,2401.6,2419.4,2457.0,2423.2,2454.1,2426.5,2437.7,2428.2,2419.3,2399.9,2385.5,2377.8,2387.9,2391.5,2393.8,2345.2,2330.7,2318.3,2282.7,2312.7,2311.8,2356.3,2336.7,2362.2,2335.2,2357.5,2398.0,2379.6,2377.3,2389.4,2431.2,2488.5,2482.9,2475.3,2489.1,2486.4,2515.2,2533.3,2530.3,2528.5,2538.2,2516.7,2518.1,2510.2,2472.4,2475.3,2461.8,2487.2,2503.5,2528.9,2548.9,2572.0,2584.6,2638.2,2671.0,2717.4,2703.4,2723.0,2746.3,2763.3
215,M,False,2638.2,2671.0,2717.4,2703.4,2723.0,2746.3,2763.3,2748.8,2759.0,2789.6,2754.6,2731.4,2687.4,2626.2,2653.5,2618.3,2587.0,2549.3,2546.2,2532.6,2498.8,2519.5,2533.2,2526.5,2519.3,2524.6,2553.9,2578.5,2578.8,2563.4,2576.5,2611.8,2627.5,2662.0,2651.6,2629.6,2636.7,2653.4,2723.3,2755.2,2805.4,2860.0,2923.6,2934.6,2972.6,2999.5,3002.5,2991.2,2995.7,2999.8,3012.4,2995.9,2977.8,2953.1,2957.2,2920.4,2926.5,2880.7,2918.3,2916.5,2906.9,2898.1,2943.7,2917.2,2958.0,2958.0,3024.1,3034.8,3057.1,3057.5,3055.2,3057.2,3093.0,3123.5,3093.2,3104.2,3098.3,3102.0,3099.9,3088.6
216,M,True,2627.5,2662.0,2651.6,2629.6,2636.7,2653.4,2723.3,2755.2,2805.4,2860.0,2923.6,2934.6,2972.6,2999.5,3002.5,2991.2,2995.7,2999.8,3012.4,2995.9,2977.8,2953.1,2957.2,2920.4,2926.5,2880.7,2918.3,2916.5,2906.9,2898.1,2943.7,2917.2,2958.0,2958.0,3024.1,3034.8,3057.1,3057.5,3055.2,3057.2,3093.0,3123.5,3093.2,3104.2,3098.3,3102.0,3099.9,3088.6,3037.4,3039.9,3016.9,3035.8,3053.1,3041.7,3080.9,3125.4,3100.8,3068.1,3080.2,3114.9,3138.1,3149.8,3151.2,3192.4,3251.7,3235.7,3251.3,3289.2,3285.1,3315.0,3290.9,3269.2,3245.1,3186.1,3230.6,3240.5,3222.4,3266.2,3243.5,3277.3
217,M,True,4022.1,4059.0,4113.1,4053.9,4035.8,4037.0,4023.5,4022.1,4045.7,4040.7,3971.7,3929.0,3971.0,3975.6,4027.4,4041.5,4094.5,4114.9,4178.5,4234.1,4347.5,4383.7,4394.0,4375.1,4334.5,4366.0,4355.5,4317.7,4325.1,4244.5,4208.4,4124.8,4064.1,4014.2,3984.3,3928.6,3906.8,3895.8,3916.6,3936.6,3929.4,4015.9,4080.8,4079.4,4081.5,4123.2,4163.5,4171.3,4147.2,4169.5,4183.0,4148.3,4103.0,4127.4,4138.1,4185.3,4176.3,4156.4,4144.6,4150.7,4152.8,4133.9,4142.1,4144.9,4134.6,4110.9,4114.0,4117.2,4055.6,3994.7,3963.0,3893.1,3908.3,3893.7,3853.5,3827.3,3773.8,3783.4,3772.8,3794.5
218,M,False,1636.1,1747.1,1732.8,1789.3,1853.8,1826.3,1814.8,1884.7,1905.3,1908.0,1913.5,1927.5,1960.7,1925.5,2006.9,1946.1,2005.6,2021.5,1907.4,1943.2,1928.9,1980.9,1950.8,1966.8,1966.7,1874.6,1950.4,1877.7,1929.0,1919.0,1937.6,2057.6,2038.4,2080.5,1942.3,1969.9,1841.9,1944.3,1983.7,1928.3,1984.5,2056.1,2088.3,2052.1,1923.4,1919.8,1984.7,2118.4,2063.5,1957.0,2016.9,2119.5,2070.2,1896.8,1930.3,2121.5,2094.3,1931.5,2080.5,2045.3,2141.0,2122.4,2010.4,2087.0,2090.2,2043.4,2224.9,2253.8,2192.2,2122.0,2151.4,2134.7,2085.4,2114.2,2137.4,2070.4,1995.1,2062.5,1993.7,1998.4
219,M,False,1913.5,1927.5,1960.7,1925.5,2006.9,1946.1,2005.6,2021.5,1907.4,1943.2,1928.9,1980.9,1950.8,1966.8,1966.7,1874.6,1950.4,1877.7,1929.0,1919.0,1937.6,2057.6,2038.4,2080.5,1942.3,1969.9,1841.9,1944.3,1983.7,1928.3,1984.5,2056.1,2088.3,2052.1,1923.4,1919.8,1984.7,2118.4,2063.5,1957.0,2016.9,2119.5,2070.2,1896.8,1930.3,2121.5,2094.3,1931.5,2080.5,2045.3,2141.0,2122.4,2010.4,2087.0,2090.2,2043.4,2224.9,2253.8,2192.2,2122.0,2151.4,2134.7,2085.4,2114.2,2137.4,2070.4,1995.1,2062.5,1993.7,1998.4,2031.4,1910.2,1938.1,1891.3,1864.0,1813.0,1806.2,1859.7,1778.9,1822.4
220,M,True,1928.9,1980.9,1950.8,1966.8,1966.7,1874.6,1950.4,1877.7,1929.0,1919.0,1937.6,2057.6,2038.4,2080.5,1942.3,1969.9,1841.9,1944.3,1983.7,1928.3,1984.5,2056.1,2088.3,2052.1,1923.4,1919.8,1984.7,2118.4,2063.5,1957.0,2016.9,2119.5,2070.2,1896.8,1930.3,2121.5,2094.3,1931.5,2080.5,2045.3,2141.0,2122.4,2010.4,2087.0,2090.2,2043.4,2224.9,2253.8,2192.2,2122.0,2151.4,2134.7,2085.4,2114.2,2137.4,2070.4,1995.1,2062.5,1993.7,1998.4,2031.4,1910.2,1938.1,1891.3,1864.0,1813.0,1806.2,1859.7,1778.9,1822.4,1837.2,2138.5,2124.0,2136.9,2174.9,2244.4,2079.4,2139.7,2337.2,2145.1
221,M,False,2043.4,2224.9,2253.8,2192.2,2122.0,2151.4,2134.7,2085.4,2114.2,2137.4,2070.4,1995.1,2062.5,1993.7,1998.4,2031.4,1910.2,1938.1,1891.3,1864.0,1813.0,1806.2,1859.7,1778.9,1822.4,1837.2,2138.5,2124.0,2136.9,2174.9,2244.4,2079.4,2139.7,2337.2,2145.1,2118.8,2200.9,2173.4,2197.3,2147.3,2115.4,2097.8,2080.5,2043.4,2058.2,2075.3,2061.9,2154.6,2160.0,2256.0,2235.9,2094.1,2071.8,2202.3,2128.2,2174.9,2298.5,2357.0,2441.0,2310.6,2405.5,2451.7,2359.4,2447.9,2386.8,2309.8,2379.4,2429.0,2335.5,2380.3,2355.3,2336.4,2338.1,2337.7,2311.8,2298.6,2325.3,2225.2,2312.8,2474.5
222,M,False,1910.2,1938.1,1891.3,1864.0,1813.0,1806.2,1859.7,1778.9,1822.4,1837.2,2138.5,2124.0,2136.9,2174.9,2244.4,2079.4,2139.7,2337.2,2145.1,2118.8,2200.9,2173.4,2197.3,2147.3,2115.4,2097.8,2080.5,2043.4,2058.2,2075.3,2061.9,2154.6,2160.0,2256.0,2235.9,2094.1,2071.8,2202.3,2128.2,2174.9,2298.5,2357.0,2441.0,2310.6,2405.5,2451.7,2359.4,2447.9,2386.8,2309.8,2379.4,2429.0,2335.5,2380.3,2355.3,2336.4,2338.1,2337.7,2311.8,2298.6,2325.3,2225.2,2312.8,2474.5,2435.0,2262.7,2300.3,2358.1,2262.5,2212.8,2182.5,2170.9,2165.9,2149.8,2127.6,2072.0,2111.8,2064.8,2017.6,1940.8
