,FLARE_TYPE,COINCIDENCE,TOTUSJH_21,TOTUSJH_22,TOTUSJH_23,TOTUSJH_24,TOTUSJH_25,TOTUSJH_26,TOTUSJH_27,TOTUSJH_28,TOTUSJH_29,TOTUSJH_30,TOTUSJH_31,TOTUSJH_32,TOTUSJH_33,TOTUSJH_34,TOTUSJH_35,TOTUSJH_36,TOTUSJH_37,TOTUSJH_38,TOTUSJH_39,TOTUSJH_40,TOTUSJH_41,TOTUSJH_42,TOTUSJH_43,TOTUSJH_44,TOTUSJH_45,TOTUSJH_46,TOTUSJH_47,TOTUSJH_48,TOTUSJH_49,TOTUSJH_50,TOTUSJH_51,TOTUSJH_52,TOTUSJH_53,TOTUSJH_54,TOTUSJH_55,TOTUSJH_56,TOTUSJH_57,TOTUSJH_58,TOTUSJH_59,TOTUSJH_60,TOTUSJH_61,TOTUSJH_62,TOTUSJH_63,TOTUSJH_64,TOTUSJH_65,TOTUSJH_66,TOTUSJH_67,TOTUSJH_68,TOTUSJH_69,TOTUSJH_70,TOTUSJH_71,TOTUSJH_72,TOTUSJH_73,TOTUSJH_74,TOTUSJH_75,TOTUSJH_76,TOTUSJH_77,TOTUSJH_78,TOTUSJH_79,TOTUSJH_80,TOTUSJH_81,TOTUSJH_82,TOTUSJH_83,TOTUSJH_84,TOTUSJH_85,TOTUSJH_86,TOTUSJH_87,TOTUSJH_88,TOTUSJH_89,TOTUSJH_90,TOTUSJH_91,TOTUSJH_92,TOTUSJH_93,TOTUSJH_94,TOTUSJH_95,TOTUSJH_96,TOTUSJH_97,TOTUSJH_98,TOTUSJH_99,TOTUSJH_100
0,X,False,2896.2,2870.1,2887.6,2875.9,2898.0,2935.1,2953.9,2976.7,3007.1,3016.0,2997.0,2995.3,3004.6,3027.1,2994.7,3012.6,2998.1,2951.0,2951.9,2948.1,2933.1,2881.8,2868.3,2887.0,2883.9,2884.4,2862.4,2878.7,2890.6,2879.2,2895.8,2929.5,2918.0,2905.7,2906.7,2900.7,2920.9,2937.3,2925.1,2953.3,2964.2,2940.4,2955.3,2965.8,2952.3,2933.7,2930.1,2904.9,2907.4,2897.8,2896.2,2907.6,2911.8,2930.0,2931.0,2919.1,2930.9,2986.1,2973.9,3021.6,3030.0,3046.9,3059.1,3080.0,3091.8,3076.5,3072.1,3084.8,3096.1,3096.8,3107.1,3094.3,3088.6,3071.4,3020.0,3020.6,2997.3,2960.5,2962.6,2981.7
1,X,False,2990.4,3009.3,2996.7,3006.9,2981.9,2967.1,2971.7,2962.4,2956.2,2929.4,2950.9,2918.8,2881.1,2892.8,2853.5,2857.9,2885.4,2917.1,2937.0,2995.6,3023.9,3031.5,3066.1,3040.0,3072.0,3060.1,3055.8,3032.8,3001.5,2966.7,2979.9,2955.4,2889.4,2843.9,2861.7,2888.5,2875.4,2851.4,2855.9,2845.6,2836.0,2828.6,2846.7,2863.2,2879.7,2891.8,2907.8,2912.6,2879.3,2888.4,2893.2,2896.5,2941.5,2984.0,3012.5,3003.9,3040.0,3073.4,3066.1,3095.6,3111.5,3106.0,3093.0,3130.5,3131.0,3179.1,3211.2,3240.0,3241.6,3271.2,3308.4,3358.7,3424.3,3456.1,3479.9,3564.4,3612.1,3631.6,3618.5,3601.6
2,X,False,2165.9,2150.1,2125.6,2121.9,2083.2,2120.3,2142.8,2105.2,2116.1,2160.8,2166.0,2167.4,2134.5,2152.9,2166.2,2191.5,2165.6,2178.4,2202.7,2213.8,2204.9,2210.1,2205.8,2197.8,2205.1,2229.9,2258.5,2295.4,2313.4,2346.0,2382.2,2359.7,2397.8,2434.3,2434.8,2440.5,2439.5,2425.0,2433.1,2422.0,2398.6,2405.1,2377.6,2411.9,2372.0,2423.6,2400.9,2426.9,2445.9,2451.4,2443.4,2473.4,2524.5,2570.9,2588.3,2636.2,2677.2,2710.5,2650.3,2597.8,2667.3,2526.6,2658.9,2709.7,2667.9,2618.2,2671.9,2634.5,2676.9,2657.4,2559.5,2557.5,2699.3,2747.5,2750.7,2743.2,2605.5,2780.3,2773.0,2814.8
3,X,False,1703.7,1696.2,1689.1,1700.5,1694.5,1673.5,1727.6,1681.2,1672.0,1664.6,1660.6,1645.1,1632.4,1638.0,1680.0,1706.9,1762.1,1806.2,1844.5,1865.2,1835.8,1810.1,1742.2,1709.3,1662.6,1660.7,1657.5,1626.4,1608.4,1594.2,1557.1,1557.3,1585.1,1549.0,1594.6,1578.4,1586.3,1605.6,1634.8,1652.8,1616.8,1628.1,1661.6,1667.1,1653.3,1655.0,1643.6,1620.5,1626.7,1584.0,1597.4,1586.9,1588.9,1601.6,1593.1,1586.2,1594.2,1599.4,1596.5,1591.9,1604.3,1596.6,1604.0,1604.4,1607.6,1624.2,1601.9,1604.6,1594.2,1568.2,1559.9,1570.6,1534.6,1513.7,1489.6,1454.2,1477.3,1485.1,1496.8,1495.0
4,X,True,1618.7,1638.7,1647.9,1645.3,1621.2,1610.8,1587.8,1603.9,1584.4,1601.2,1593.0,1584.8,1566.1,1557.5,1569.7,1564.3,1612.3,1668.4,1684.7,1739.9,1691.1,1665.5,1629.8,1594.0,1551.6,1585.0,1545.8,1524.5,1519.1,1500.3,1503.8,1458.6,1448.2,1434.1,1439.3,1461.4,1451.4,1480.9,1461.1,1482.5,1492.8,1488.5,1450.7,1445.9,1448.9,1456.9,1442.2,1437.6,1416.9,1392.7,1403.5,1392.4,1413.7,1408.4,1416.7,1431.3,1424.3,1436.3,1427.8,1416.6,1439.4,1439.3,1422.0,1432.9,1417.2,1434.5,1406.4,1399.9,1386.0,1381.7,1335.8,1350.3,1369.5,1383.4,1369.3,1407.6,1406.5,1396.3,1398.5,1436.6
5,X,True,4858.5,4769.5,4838.5,4893.6,4845.9,4662.5,4854.2,4781.4,4683.6,4879.0,4907.2,4649.9,4780.4,4745.9,4630.7,4658.2,4694.3,4833.8,4820.3,4983.7,5038.6,5124.7,5022.9,5102.3,5101.0,5168.6,5076.3,5179.8,5124.3,4755.6,4794.7,4828.3,5306.6,4844.8,5405.8,5342.2,5378.9,5020.6,4951.2,5336.4,5434.2,5439.1,5359.4,5170.2,5113.6,5211.5,5136.9,5444.8,5216.1,5247.7,5352.6,5209.2,5264.2,5395.3,5159.2,5219.7,5152.3,5096.5,5113.4,5208.0,5310.8,5146.0,5211.1,5163.3,5143.9,5166.5,5177.5,5129.6,5163.3,5145.5,5065.5,5037.4,5082.3,5105.5,5010.7,5030.7,5011.4,5092.2,4980.8,5025.6
6,X,False,5361.5,5298.4,5366.3,5398.1,5409.4,5347.4,5331.4,5371.2,5336.2,5329.0,5397.6,5291.4,5359.6,5295.4,5345.3,5285.0,5350.9,5306.4,5405.1,5334.4,5336.0,5255.7,5308.0,5294.0,5288.9,5246.5,5247.8,5303.3,5331.9,5295.8,5290.5,5492.4,5450.9,5385.1,5399.0,5409.2,5398.4,5401.7,5470.4,5344.6,5450.6,5400.1,5266.3,5359.4,5286.2,5276.8,5327.4,5273.2,5217.1,5196.1,5200.4,5208.9,5245.2,5244.5,5275.5,5212.3,5247.4,5359.2,5362.1,5325.9,5384.5,5354.2,5386.7,5369.1,5329.2,5367.6,5321.8,5333.7,5384.8,5426.2,5369.5,5384.5,5349.0,5392.3,5471.8,5350.3,5426.9,5478.8,5496.2,5498.4
7,X,False,1586.7,1601.9,1682.2,1685.7,1649.6,1660.7,1790.2,1761.1,1686.1,1713.9,1692.8,1692.4,1650.3,1646.0,1654.0,1599.2,1583.7,1593.4,1601.1,1536.0,1588.1,1573.7,1578.0,1561.4,1537.6,1512.9,1428.9,1512.9,1507.8,1514.7,1476.6,1479.7,1492.6,1532.9,1461.3,1482.4,1485.9,1448.7,1512.0,1397.5,1416.4,1352.0,1318.7,1352.7,1340.6,1303.3,1351.7,1246.6,1258.4,1292.9,1264.1,1285.1,1271.7,1268.2,1256.8,1281.5,1154.2,1269.3,1228.4,1246.1,1241.2,1145.4,1165.9,1119.3,1133.8,1075.4,1078.7,1052.5,999.52,980.83,930.87,971.92,805.36,749.82,744.75,726.89,640.78,625.62,598.05,552.18
8,X,True,2270.0,2237.4,2257.8,2305.7,2301.5,2310.5,2310.4,2273.7,2355.5,2398.4,2435.0,2415.7,2412.7,2366.9,2346.0,2335.2,2333.5,2317.4,2350.8,2336.0,2419.3,2430.6,2479.6,2533.0,2553.7,2479.3,2538.3,2498.8,2520.3,2597.8,2627.9,2602.4,2625.9,2589.3,2605.1,2605.1,2657.5,2638.1,2670.0,2677.0,2743.2,2801.8,2790.2,2793.6,2764.5,2802.7,2818.1,2791.3,2793.5,2895.5,2870.2,2895.1,2958.2,2976.2,3014.1,3040.8,3122.0,3161.6,3171.1,3180.8,3154.8,3156.4,3145.1,3196.1,3173.1,3182.1,3196.8,3228.5,3292.6,3262.0,3326.3,3291.5,3391.0,3381.1,3409.2,3406.1,3396.2,3471.4,3528.5,3509.4
9,X,False,6732.5,6877.3,6762.6,6844.0,6941.0,6980.8,6926.9,6791.9,6880.4,6884.8,6865.0,6855.5,6854.2,6759.7,6787.3,6687.7,6672.7,6730.4,6827.3,6851.3,6748.2,6713.2,6711.7,6904.0,6691.4,6835.0,6830.3,6894.2,6906.1,6899.1,6911.8,6946.8,6886.8,6818.4,6837.5,6813.8,6810.9,6750.2,6625.7,6602.5,6579.3,6659.3,6674.4,6628.9,6534.3,6618.7,6556.5,6664.8,6610.8,6623.9,6604.6,6590.5,6554.6,6589.0,6696.2,6680.6,6656.0,6621.6,6714.4,6713.9,6675.0,6651.8,6618.7,6689.6,6652.0,6729.8,6749.7,6713.0,6694.9,6720.9,6643.8,6678.4,6719.5,6731.2,6743.6,6873.9,6901.9,6951.3,6916.2,6954.7
10,X,False,7126.3,7204.4,7290.3,7256.2,8451.2,7355.1,7310.4,7289.8,7281.4,7280.4,7179.4,7146.8,7155.3,7048.6,7050.3,7001.5,7024.6,6984.7,7029.9,7045.0,7123.2,7093.6,7072.6,7137.3,7112.0,7124.7,7054.1,7112.2,7090.0,7072.1,7044.7,7001.6,6995.0,7028.5,7013.1,6996.3,6954.1,7033.3,7037.9,6981.2,6960.1,7011.9,6999.5,6940.2,6989.2,6979.6,6992.0,6995.5,7016.5,7054.9,7073.7,7167.0,7205.6,7220.7,7240.5,7252.6,7203.1,7132.2,7164.5,7106.9,7088.6,7072.3,6986.1,6922.8,6911.9,6846.7,6776.4,6769.1,6624.4,6623.0,6610.7,6578.7,6538.5,6552.6,6588.1,6590.3,6581.9,6525.1,6511.0,6606.1
11,X,False,1642.9,1665.4,1644.7,1643.9,1633.8,1653.0,1689.1,1726.4,1743.0,1737.1,1714.6,1745.2,1749.1,1787.9,1790.6,1748.4,1746.0,1794.2,1811.5,1764.6,1727.2,1765.8,1743.3,1756.6,1740.2,1757.3,1699.1,1719.4,1717.6,1712.8,1751.0,1789.2,1802.2,1763.8,1717.6,1746.0,1757.6,1753.1,1764.5,1776.1,1795.3,1788.2,1734.0,1685.7,1814.7,1816.1,1884.6,1818.0,1820.8,1919.5,1940.6,1880.5,1890.4,1893.6,1958.3,1938.2,1919.7,1776.6,1880.0,1903.0,1848.5,1800.4,1804.7,1804.4,1775.6,1775.0,1734.4,1751.1,1726.0,1737.3,1743.8,1666.7,1752.0,1749.0,1759.2,1772.2,1763.2,1691.6,1830.7,1838.7
12,X,True,3618.4,3624.3,3622.0,3640.3,3644.0,3658.3,3701.5,3687.9,3662.9,3621.4,3651.4,3614.5,3563.2,3593.2,3526.1,3511.8,3512.2,3475.3,3489.1,3482.3,3494.7,3501.4,3490.8,3484.4,3450.6,3458.0,3454.0,3456.3,3410.8,3437.1,3438.6,3437.2,3420.9,3439.0,3449.7,3517.4,3478.6,3520.9,3546.9,3566.9,3570.0,3551.5,3529.5,3553.2,3491.7,3530.8,3513.6,3523.8,3466.8,3554.7,3531.4,3565.0,3577.6,3593.0,3604.1,3643.0,3644.2,3667.1,3693.3,3710.5,3623.8,3637.8,3615.7,3551.8,3627.6,3640.4,3587.4,3658.6,3679.9,3625.7,3603.2,3673.4,3664.3,3682.9,3680.5,3659.3,3771.8,3799.1,3777.5,3844.8
13,X,False,3487.5,3484.6,3479.6,3315.9,3424.2,3343.5,3357.0,3265.3,3167.4,3048.0,2956.4,2931.5,2742.8,2642.6,2631.5,2502.1,2546.1,2547.3,2316.0,2303.9,2191.4,2128.5,2100.4,2074.4,2029.6,1955.7,1859.4,1782.8,1815.5,1646.5,1597.6,1578.3,1498.8,1461.1,1417.3,1363.0,1345.6,1310.4,1245.0,1255.0,1252.5,1197.2,1215.8,1156.1,1141.1,1222.8,1092.3,1031.8,1006.0,962.23,1047.8,901.22,835.52,801.19,762.33,716.83,659.85,624.17,697.74,619.03,592.04,581.64,648.43,591.09,639.18,603.97,659.52,598.73,519.88,521.29,638.72,502.95,482.68,474.53,518.4,447.25,441.43,412.5,399.26,382.9
14,X,False,5762.0,5565.9,5655.7,5644.0,5610.8,5569.4,5584.9,5558.1,5494.3,5497.6,5427.3,5562.3,5532.0,5422.1,5497.6,5406.2,5372.9,5409.4,5342.7,5413.4,5344.0,5362.8,5368.8,5419.5,5351.6,5437.8,5533.6,5545.2,5572.9,5477.0,5475.8,5521.6,5518.8,5478.6,5813.2,5398.7,5382.9,5371.7,5377.8,5377.1,5339.0,5270.5,5274.7,5203.6,5236.5,5238.0,5198.1,5269.2,5202.8,5183.1,5239.2,5196.8,5298.1,5322.8,5306.5,5279.8,5187.5,5294.4,5284.9,5286.2,5301.1,5387.0,5357.3,5328.0,5348.4,5372.3,5333.9,5355.1,5370.3,5314.2,5386.2,5353.9,5305.1,5307.8,5259.7,5271.8,5335.7,5271.1,5206.9,5189.7
15,X,False,3170.1,3166.5,3163.4,3176.5,3231.8,3223.3,3256.8,3253.8,3258.8,3280.6,3319.4,3316.5,3331.4,3328.2,3334.7,3307.1,3339.4,3322.3,3349.3,3360.9,3340.3,3320.7,3323.8,3288.2,3248.3,3246.1,3233.6,3205.1,3207.2,3199.2,3210.2,3222.4,3252.1,3274.1,3265.2,3277.9,3307.5,3297.3,3329.8,3357.8,3366.6,3373.3,3388.4,3421.2,3420.0,3457.5,3454.7,3438.2,3403.5,3420.6,3442.1,3405.6,3384.6,3384.5,3335.4,3313.5,3308.9,3320.0,3325.4,3304.5,3278.7,3272.1,3233.2,3280.1,3228.5,3235.6,3252.3,3231.6,3212.5,3210.0,3219.0,3226.0,3224.2,3252.3,3244.2,3246.5,3273.5,3224.1,3245.8,3195.6
16,X,False,3320.7,3379.3,3411.7,3360.6,3358.8,3395.1,3400.3,3446.3,3465.7,3480.0,3502.6,3494.9,3524.3,3534.0,3544.4,3536.1,3533.5,3502.9,3482.5,3636.9,3459.3,3441.0,3403.8,3387.9,3390.6,3379.4,3395.1,3381.3,3420.7,3436.1,3398.7,3421.6,3382.4,3385.2,3425.7,3419.6,3436.6,3597.1,3418.4,3396.8,3442.5,3397.6,3388.5,3385.4,3432.8,3414.9,3377.4,3470.4,3466.0,3493.4,3413.1,3460.7,3403.1,3393.3,3410.0,3361.2,3365.7,3331.6,3338.1,3324.0,3327.3,3286.9,3283.2,3247.5,3247.9,3289.6,3220.6,3254.4,3180.0,3164.8,3199.7,3144.6,3171.2,3171.5,3190.4,3171.5,3233.6,3265.7,3274.8,3274.3
17,X,False,7364.1,7255.4,7177.1,7144.4,7076.8,7097.0,7046.9,7135.6,7040.3,6997.7,7105.0,7106.2,7069.7,7077.7,7109.9,7037.2,7028.3,6981.0,7009.1,7002.5,6987.0,7005.9,6898.1,6905.5,6843.8,6920.2,6905.4,6832.6,6765.6,6841.0,6718.4,6795.9,6797.0,6754.5,6874.7,6897.7,6839.5,6956.5,6997.9,7156.6,7095.9,7193.1,7244.7,7353.6,7401.8,7393.3,7494.7,7396.2,7424.9,7413.4,7448.4,7387.5,7320.9,7242.1,7228.6,7135.4,6962.7,6870.8,6775.1,6688.9,6638.3,6602.7,6597.4,6622.4,6574.2,6608.6,6578.0,6621.2,6663.2,6671.6,6706.5,6631.2,6688.2,6677.2,6705.7,6762.0,6753.7,6653.8,6729.5,6706.5
18,X,False,290.72,310.05,299.82,315.12,320.05,340.24,331.78,333.16,325.64,326.03,339.84,314.01,313.29,321.79,341.75,351.06,360.66,366.02,378.33,392.26,396.99,413.6,437.69,469.06,460.01,475.77,492.75,480.44,491.01,513.27,526.31,526.31,532.08,563.58,596.96,654.42,695.82,736.96,800.71,887.07,966.87,1047.9,1074.2,1097.7,1148.6,1267.0,1237.8,1333.1,1381.0,1373.6,1367.4,1402.3,1429.9,1480.1,1479.4,1533.3,1562.0,1595.5,1669.9,1656.3,1714.1,1714.1,1773.5,1840.2,1823.2,1796.0,1816.9,1772.7,1803.8,1756.8,1792.4,1772.5,1756.0,1710.0,1772.1,1779.1,1778.9,1808.0,1915.3,1858.8
19,X,True,1132.0,1109.7,1127.8,1107.4,1104.8,1095.4,1095.7,1085.7,1077.0,1071.2,1059.6,1078.6,1104.5,1098.5,1091.2,1090.4,1095.9,1107.5,1103.7,1085.6,1112.9,1107.0,1142.6,1156.2,1152.5,1164.7,1152.7,1185.6,1187.5,1178.6,1227.3,1182.3,1181.4,1169.6,1130.0,1169.0,1166.7,1158.0,1152.0,1157.1,1160.6,1149.4,1172.7,1153.5,1185.7,1131.8,1152.5,1186.1,1203.7,1216.6,1212.5,1210.3,1222.1,1206.0,1200.2,1199.4,1192.9,1264.2,1249.0,1242.7,1217.4,1225.0,1230.7,1214.7,1216.2,1218.1,1214.4,1214.0,1205.7,1216.6,1210.4,1231.7,1218.9,1206.9,1228.2,1209.6,1225.4,1224.9,1219.7,1213.7
20,X,False,1675.2,1584.2,1547.2,1506.1,1405.5,1377.7,1336.1,1269.2,1247.0,1209.5,1198.2,1210.3,1203.7,1228.5,1239.2,1250.2,1254.7,1279.6,1285.7,1289.4,1270.5,1287.4,1273.6,1253.3,1256.9,1250.9,1264.8,1255.7,1230.2,1229.9,1236.5,1207.9,1187.8,1182.6,1168.8,1181.0,1200.6,1208.4,1188.8,1180.6,1177.8,1188.6,1196.3,1205.4,1209.8,1204.1,1220.5,1239.8,1263.8,1276.4,1328.0,1323.6,1321.8,1317.6,1332.6,1326.7,1335.9,1336.7,1344.6,1318.4,1293.9,1288.6,1289.5,1267.1,1256.6,1219.0,1196.6,1190.4,1179.4,1171.4,1156.4,1147.2,1155.0,1151.7,1160.1,1153.0,1176.0,1171.4,1185.9,1188.2
21,X,True,0.0,0.0,0.0,0.0,0.29528,0.14086,0.12624,0.63021,0.34236,0.58431,1.0864,0.75824,0.62241,1.6356,0.49133,1.6392,0.98263,1.4866,3.6841,3.6187,6.9597,16.343,32.816,50.145,74.371,117.26,136.88,166.75,168.21,179.67,217.13,221.93,262.25,274.42,308.24,298.31,340.31,388.76,447.34,481.08,479.43,479.15,551.32,561.24,616.27,650.71,614.96,650.29,654.25,681.67,688.05,728.09,731.91,747.13,729.69,782.76,760.84,741.54,783.71,840.99,797.04,813.89,855.84,857.21,840.89,880.01,902.59,876.19,892.36,921.64,945.96,971.84,974.96,988.98,1018.3,1013.7,1048.8,1050.1,1075.7,1083.5
22,X,False,0.14086,0.12624,0.63021,0.34236,0.58431,1.0864,0.75824,0.62241,1.6356,0.49133,1.6392,0.98263,1.4866,3.6841,3.6187,6.9597,16.343,32.816,50.145,74.371,117.26,136.88,166.75,168.21,179.67,217.13,221.93,262.25,274.42,308.24,298.31,340.31,388.76,447.34,481.08,479.43,479.15,551.32,561.24,616.27,650.71,614.96,650.29,654.25,681.67,688.05,728.09,731.91,747.13,729.69,782.76,760.84,741.54,783.71,840.99,797.04,813.89,855.84,857.21,840.89,880.01,902.59,876.19,892.36,921.64,945.96,971.84,974.96,988.98,1018.3,1013.7,1048.8,1050.1,1075.7,1083.5,1057.3,1087.0,1091.7,1077.7,1078.1
23,X,False,1347.9,1353.9,1393.1,1339.8,1356.2,1369.3,1356.0,1342.7,1346.4,1379.1,1476.4,1393.7,1399.6,1374.0,1395.6,1380.1,1394.9,1377.6,1393.8,1399.7,1418.6,1437.0,1437.4,1418.7,1394.7,1377.7,1412.9,1407.9,1424.1,1435.3,1414.6,1408.9,1421.0,1447.3,1436.8,1453.3,1452.2,1359.6,1454.9,1372.5,1366.5,1366.0,1387.4,1418.6,1399.1,1518.5,1457.3,1524.4,1519.1,1496.0,1546.1,1552.7,1561.0,1588.5,1572.3,1583.2,1699.3,1624.0,1652.8,1608.4,1648.7,1644.5,1673.8,1663.7,1683.5,1681.7,1698.1,1764.4,1780.4,1786.1,1804.4,1801.7,1813.8,1789.9,1814.9,1809.4,1843.2,1839.9,1850.1,1873.5
24,X,False,6485.6,6800.2,6450.7,6377.6,6423.3,6346.5,6444.4,6435.2,6504.8,6545.5,6560.1,6608.5,6588.2,6620.9,6678.8,6804.2,6745.6,6780.6,6779.1,6852.6,6780.8,6728.3,6712.7,6758.0,6784.9,6851.1,6842.5,6861.6,6890.4,6852.9,6820.9,6847.1,6882.9,6793.8,6895.9,6926.3,7056.3,7097.1,7138.6,7175.3,7248.9,7313.4,7427.3,7580.7,7651.4,7618.2,7755.3,7669.0,7565.3,7491.2,7528.3,7524.8,7425.3,7431.8,7415.2,7429.4,7355.3,7437.2,7347.0,7422.5,7382.3,7401.2,7554.6,7664.6,7656.6,7718.0,7845.7,7869.3,7879.3,7988.9,8006.1,8068.3,8117.4,8086.7,8045.3,8078.1,8186.7,8246.5,8174.3,8245.9
25,X,True,13737.0,13737.0,13734.0,13714.0,13790.0,13685.0,13656.0,13640.0,13732.0,13873.0,13984.0,13938.0,13929.0,13952.0,14178.0,14124.0,14249.0,14082.0,14300.0,14314.0,14339.0,14276.0,14253.0,14237.0,14230.0,14223.0,14243.0,14254.0,14328.0,14252.0,14170.0,14232.0,14255.0,14126.0,14227.0,14195.0,14289.0,14252.0,14252.0,14233.0,14169.0,14171.0,14074.0,14157.0,14132.0,14085.0,13935.0,13812.0,13749.0,13537.0,13601.0,13767.0,13563.0,13633.0,13785.0,13910.0,13843.0,13929.0,14017.0,13900.0,14132.0,14095.0,14070.0,14175.0,14070.0,13906.0,13727.0,13726.0,13663.0,13550.0,13430.0,13494.0,13481.0,13542.0,13491.0,13359.0,13119.0,13171.0,13197.0,13105.0
26,X,False,4255.9,4210.4,4201.7,4223.2,4245.2,4214.7,4244.8,4302.0,4288.9,4301.0,4268.4,4300.8,4271.9,4292.8,4252.3,4290.2,4272.0,4261.4,4295.1,4298.5,4235.1,4241.0,4230.5,4251.6,4239.9,4249.8,4288.0,4257.7,4237.1,4308.0,4280.3,4348.7,4352.1,4337.6,4307.1,4254.4,4252.9,4215.7,4197.7,4134.7,4150.4,4119.0,4071.9,4052.9,4047.7,4014.4,3984.6,4010.8,4015.5,4004.5,4032.4,4041.9,3997.7,4041.1,4061.4,4054.0,4053.5,4013.8,3995.2,3980.8,3911.9,3897.6,3825.5,3826.4,3767.4,3724.9,3712.2,3677.3,3670.5,3639.9,3617.8,3627.7,3602.9,3643.2,3593.4,3612.2,3600.6,3608.2,3601.5,3591.5
27,X,True,6084.2,6064.7,6058.6,6080.6,6087.7,6071.2,6144.4,6158.7,6161.8,6101.7,6180.4,6301.1,6161.3,6110.5,6109.2,6259.8,5972.5,6232.5,6313.7,6404.1,6376.8,6308.6,6352.4,6458.3,6490.4,6560.3,6645.0,6607.8,6598.2,6569.6,6486.8,6490.7,6528.7,6467.4,6486.9,6478.5,6438.1,6482.2,6485.0,6538.7,6557.2,6554.8,6666.7,6701.5,6680.6,6655.8,6593.4,6686.8,6692.7,6654.2,6638.0,6685.4,6626.1,6642.8,6560.3,6618.4,6682.0,6682.4,6748.0,6766.1,6723.2,6643.8,6633.0,6686.6,6530.4,6537.6,6579.4,6481.3,6618.1,6506.0,6610.5,6616.6,6688.0,6796.1,6663.9,6590.3,6620.4,6619.6,6589.1,6589.2
28,X,False,202.58,222.55,266.68,253.0,270.01,276.58,283.9,343.71,352.77,326.06,358.42,389.22,391.78,393.21,391.68,437.88,459.17,435.62,464.37,480.06,471.45,475.39,487.05,484.13,506.06,492.47,501.68,500.32,501.11,512.15,549.72,553.66,562.45,555.48,555.34,556.31,508.59,554.42,559.67,545.21,599.25,593.49,615.75,629.32,620.0,560.53,588.94,645.22,588.51,570.73,593.8,576.77,609.58,577.27,620.02,628.79,589.71,588.86,596.71,599.18,605.05,581.57,610.53,603.99,585.56,619.45,623.74,611.18,644.18,715.48,686.99,638.56,658.44,664.26,622.49,654.28,645.96,650.26,644.02,653.98
29,X,False,2499.1,2509.6,2525.8,2503.2,2484.0,2455.6,2441.5,2399.4,2377.9,2382.3,2369.3,2363.1,2352.3,2317.9,2333.1,2297.0,2314.7,2306.9,2316.7,2316.4,2333.1,2343.4,2355.8,2346.5,2332.0,2339.3,2326.5,2344.8,2333.4,2335.7,2380.6,2366.0,2360.9,2366.2,2353.9,2336.5,2312.5,2308.0,2321.9,2321.9,2310.8,2344.2,2335.3,2361.6,2380.7,2412.5,2445.8,2457.2,2472.7,2528.8,2541.3,2543.7,2555.6,2579.3,2542.8,2507.8,2472.4,2448.5,2423.2,2419.5,2409.0,2395.9,2420.6,2396.5,2394.8,2370.9,2365.5,2336.6,2328.3,2305.5,2292.9,2266.7,2240.3,2235.8,2228.2,2217.9,2260.2,2265.0,2299.6,2271.8
30,M,False,746.78,725.78,737.03,640.67,771.89,761.52,752.27,748.9,758.36,751.74,769.05,781.84,749.65,733.74,722.85,713.2,724.36,736.41,753.2,753.94,770.36,792.67,808.12,797.8,799.93,784.12,782.65,777.07,775.47,778.12,808.08,811.22,808.25,794.77,798.77,793.45,807.48,812.16,798.17,777.68,785.85,804.51,808.28,803.14,787.78,827.48,834.88,845.1,852.04,863.67,883.41,900.2,904.11,902.55,890.67,891.38,896.51,857.0,927.34,915.23,903.46,909.62,909.52,892.12,888.18,887.84,881.54,877.56,857.81,833.04,856.16,854.7,871.15,868.25,908.85,916.25,922.56,932.96,919.03,905.01
31,M,False,334.07,317.1,350.31,340.69,348.98,355.37,338.42,361.46,354.47,372.27,380.58,422.22,435.85,472.58,472.79,512.95,513.86,507.45,554.2,540.46,560.66,531.6,573.87,522.35,547.32,550.18,562.53,539.75,590.15,598.19,610.37,621.44,646.46,651.21,638.36,648.29,661.74,636.83,665.86,660.77,644.52,673.71,671.14,666.99,693.8,689.03,710.4,694.59,689.26,716.86,724.49,729.24,735.7,708.83,721.97,771.6,749.66,756.17,765.05,732.89,743.41,752.08,709.55,740.82,703.81,685.08,678.32,719.19,690.17,662.23,665.56,667.09,630.6,640.18,647.15,662.07,648.67,652.17,642.23,611.31
32,M,False,967.45,958.59,966.32,947.72,950.63,957.42,963.64,944.51,942.78,925.03,925.13,903.17,891.43,896.15,899.23,900.51,886.55,889.62,897.68,891.17,889.84,894.33,900.18,901.05,899.8,900.88,903.63,905.62,909.05,910.74,915.06,916.34,916.42,926.01,912.9,906.36,900.29,885.75,892.27,893.62,879.67,882.83,869.41,854.6,846.76,853.44,850.8,843.81,851.33,846.89,848.2,848.96,860.44,848.18,868.35,863.24,865.81,874.36,871.12,887.48,884.76,873.22,881.47,866.5,865.58,855.22,840.4,821.45,820.91,799.08,798.73,808.17,799.42,800.06,811.24,812.97,813.49,810.25,820.27,815.44
