,FLARE_TYPE,COINCIDENCE,MEANGBZ_21,MEANGBZ_22,MEANGBZ_23,MEANGBZ_24,MEANGBZ_25,MEANGBZ_26,MEANGBZ_27,MEANGBZ_28,MEANGBZ_29,MEANGBZ_30,MEANGBZ_31,MEANGBZ_32,MEANGBZ_33,MEANGBZ_34,MEANGBZ_35,MEANGBZ_36,MEANGBZ_37,MEANGBZ_38,MEANGBZ_39,MEANGBZ_40,MEANGBZ_41,MEANGBZ_42,MEANGBZ_43,MEANGBZ_44,MEANGBZ_45,MEANGBZ_46,MEANGBZ_47,MEANGBZ_48,MEANGBZ_49,MEANGBZ_50,MEANGBZ_51,MEANGBZ_52,MEANGBZ_53,MEANGBZ_54,MEANGBZ_55,MEANGBZ_56,MEANGBZ_57,MEANGBZ_58,MEANGBZ_59,MEANGBZ_60,MEANGBZ_61,MEANGBZ_62,MEANGBZ_63,MEANGBZ_64,MEANGBZ_65,MEANGBZ_66,MEANGBZ_67,MEANGBZ_68,MEANGBZ_69,MEANGBZ_70,MEANGBZ_71,MEANGBZ_72,MEANGBZ_73,MEANGBZ_74,MEANGBZ_75,MEANGBZ_76,MEANGBZ_77,MEANGBZ_78,MEANGBZ_79,MEANGBZ_80,MEANGBZ_81,MEANGBZ_82,MEANGBZ_83,MEANGBZ_84,MEANGBZ_85,MEANGBZ_86,MEANGBZ_87,MEANGBZ_88,MEANGBZ_89,MEANGBZ_90,MEANGBZ_91,MEANGBZ_92,MEANGBZ_93,MEANGBZ_94,MEANGBZ_95,MEANGBZ_96,MEANGBZ_97,MEANGBZ_98,MEANGBZ_99,MEANGBZ_100
726,B,False,119.14,120.89,122.74,121.34,120.67,120.28,120.12,120.95,122.97,123.18,125.14,124.76,128.06,129.3,132.73,134.52,134.95,134.45,134.39,134.07,134.75,132.79,132.88,130.21,129.95,126.24,128.41,126.4,125.47,125.1,122.91,123.16,120.99,118.1,118.54,119.56,120.29,121.16,122.96,123.13,121.46,121.91,124.13,122.27,123.56,125.13,123.64,122.68,123.65,123.79,125.04,124.91,127.09,125.73,125.56,124.8,124.57,125.73,124.52,123.33,122.94,120.19,121.21,122.19,120.2,121.23,122.54,121.6,121.78,120.33,120.26,121.05,121.57,119.32,117.27,117.61,118.86,120.39,121.06,121.8
727,B,False,137.97,136.56,137.0,135.71,137.1,133.48,135.1,134.27,135.97,138.54,140.28,144.66,145.77,148.98,151.33,153.45,153.87,155.32,154.35,155.22,153.82,152.72,153.6,149.14,148.16,150.53,148.89,145.62,146.62,143.83,143.47,147.1,146.62,145.5,144.18,143.67,145.78,144.98,144.41,146.31,146.27,148.24,147.73,146.2,148.3,151.37,146.77,147.64,146.84,148.16,146.66,148.65,146.06,147.34,150.35,149.95,150.83,148.02,146.98,149.89,146.34,151.6,153.88,153.57,151.57,153.62,154.57,153.4,156.3,155.25,156.55,160.01,163.12,165.92,166.01,165.33,168.81,168.52,163.83,168.32
728,B,True,54.592,52.933,57.309,51.721,51.627,55.63,54.736,57.846,55.132,55.501,56.636,58.886,56.581,57.047,56.616,55.953,59.625,55.71,58.649,58.192,59.845,58.454,61.023,63.585,61.942,59.964,62.871,62.209,62.911,62.59,61.162,58.459,61.096,59.774,63.337,65.067,63.975,61.05,58.319,58.763,58.797,61.205,58.503,57.593,57.794,61.077,58.059,60.274,59.337,59.115,58.762,60.557,60.141,60.092,60.882,61.472,63.666,62.162,63.361,61.829,64.504,63.814,61.806,61.34,62.65,60.743,63.983,65.196,61.674,62.095,63.614,63.343,62.566,62.388,63.151,64.33,66.024,66.917,67.009,63.281
729,B,False,93.112,94.739,94.503,96.173,98.401,98.573,98.591,100.71,100.07,100.74,103.58,103.86,102.45,104.06,103.79,105.31,106.39,103.75,104.17,103.03,104.5,103.48,104.14,105.68,107.08,108.79,109.05,106.88,107.46,107.35,108.26,107.41,106.94,105.32,106.34,106.66,105.25,103.78,103.72,104.01,104.18,104.01,102.91,102.95,103.44,104.6,105.34,105.6,108.05,110.6,111.6,114.23,116.01,116.68,116.41,114.92,113.59,111.6,110.22,106.78,105.94,105.1,105.73,105.52,104.78,104.29,105.99,106.7,106.11,107.69,107.62,110.12,110.99,109.9,109.25,109.49,109.9,110.25,110.76,110.64
730,B,True,132.91,133.38,133.31,129.61,129.41,130.59,131.82,134.3,134.6,136.7,137.57,138.43,139.3,140.8,140.17,141.14,137.98,139.45,136.76,133.23,132.05,129.72,127.52,128.03,127.87,128.35,126.88,125.27,125.08,127.4,126.89,126.95,129.29,132.38,134.12,133.69,132.78,131.02,132.1,130.12,127.84,128.73,124.74,124.93,123.94,125.74,122.69,123.24,125.23,122.9,122.44,122.47,121.53,121.94,123.41,121.51,121.77,120.82,121.78,122.34,123.13,122.93,124.76,125.98,124.86,126.53,126.1,127.97,130.58,130.96,132.4,134.96,137.52,138.66,137.16,137.03,134.58,134.69,132.5,132.18
731,B,False,128.7,127.1,127.42,128.58,125.98,125.25,124.68,121.89,121.69,120.92,121.12,120.02,119.01,119.08,118.14,119.86,117.56,118.37,120.07,118.15,118.79,119.55,119.86,122.99,122.04,122.89,124.69,125.52,127.05,128.86,130.98,134.79,134.64,136.3,137.01,136.92,137.02,135.93,135.19,132.68,132.48,130.86,128.25,127.74,125.78,121.74,121.57,122.59,123.86,122.79,122.69,123.05,124.6,127.02,127.75,130.76,128.89,132.42,135.5,135.74,137.87,138.64,138.96,138.5,136.87,140.22,141.02,138.52,136.86,136.54,135.18,135.43,136.6,137.33,133.45,131.44,131.65,132.07,132.37,131.85
732,B,True,123.56,125.26,125.73,126.46,125.66,126.7,127.27,128.73,126.1,126.92,126.64,126.53,121.88,123.45,124.52,123.4,124.32,121.92,123.96,124.01,126.05,125.11,125.47,124.3,123.92,123.0,123.61,122.22,121.19,121.71,120.97,119.64,117.8,116.64,115.68,114.47,114.12,113.31,112.61,113.67,112.54,113.96,114.89,114.37,117.26,119.36,120.69,124.74,127.06,129.39,128.17,129.0,127.8,128.73,128.93,128.29,127.05,125.62,124.21,122.65,122.49,121.12,119.78,118.14,118.61,117.76,118.25,119.15,117.97,116.92,116.76,118.08,118.45,119.74,120.06,121.82,121.5,118.62,118.32,119.41
733,B,False,126.76,126.49,123.09,124.01,121.86,123.35,122.85,120.09,118.51,118.18,116.14,117.71,115.92,117.73,116.65,118.59,118.47,119.18,123.56,125.26,125.73,126.46,125.66,126.7,127.27,128.73,126.1,126.92,126.64,126.53,121.88,123.45,124.52,123.4,124.32,121.92,123.96,124.01,126.05,125.11,125.47,124.3,123.92,123.0,123.61,122.22,121.19,121.71,120.97,119.64,117.8,116.64,115.68,114.47,114.12,113.31,112.61,113.67,112.54,113.96,114.89,114.37,117.26,119.36,120.69,124.74,127.06,129.39,128.17,129.0,127.8,128.73,128.93,128.29,127.05,125.62,124.21,122.65,122.49,121.12
734,B,False,130.48,132.7,132.77,134.97,137.5,135.9,138.31,138.06,136.5,135.23,134.37,135.95,138.02,137.13,136.77,140.06,135.39,130.37,127.4,126.69,125.86,125.9,130.16,130.66,134.1,133.29,127.93,129.82,131.81,131.58,134.57,138.56,140.69,145.11,142.54,146.54,142.16,138.04,138.36,133.89,131.9,129.18,129.69,130.71,129.39,127.98,128.12,128.36,124.49,126.72,127.65,127.01,124.63,126.13,127.6,126.31,125.5,127.61,129.92,127.74,127.8,124.79,124.2,126.97,128.03,123.98,125.81,125.11,124.27,123.58,124.7,126.74,123.94,126.06,124.79,124.24,124.45,126.36,126.21,124.76
735,B,False,110.78,108.8,109.99,111.35,110.72,111.48,112.3,111.19,109.81,111.29,110.64,111.97,109.33,108.58,109.49,108.96,112.13,113.09,112.79,113.66,119.4,118.55,116.3,115.21,114.77,114.23,112.79,112.96,110.54,111.63,111.19,110.56,107.8,106.0,104.98,103.11,102.75,102.89,104.32,105.04,104.68,103.82,103.91,107.06,107.68,107.86,107.28,107.42,107.9,106.26,107.76,108.07,109.42,109.85,108.45,108.65,108.35,109.55,107.11,106.11,105.58,104.32,102.21,100.97,99.155,98.604,96.061,94.882,96.29,96.582,96.351,97.866,98.838,100.72,100.63,101.51,100.77,99.33,98.693,97.196
736,B,True,113.21,113.75,113.39,112.8,113.39,113.6,111.49,111.18,112.54,113.06,113.59,112.22,113.85,114.7,114.75,116.22,117.55,118.32,117.85,119.03,120.29,120.36,120.75,121.57,121.91,123.68,123.19,122.06,122.84,122.27,121.63,122.09,120.25,117.65,118.53,117.43,114.91,112.73,111.78,110.36,109.5,108.8,105.98,107.13,109.01,109.37,109.41,111.05,112.13,113.55,116.48,117.27,119.13,120.93,121.62,123.5,124.85,125.18,123.67,123.79,124.53,122.42,121.54,120.23,117.59,116.81,114.81,114.47,112.67,114.59,112.57,111.66,111.16,111.74,111.51,111.36,111.2,110.68,110.66,111.34
737,B,True,86.728,86.598,86.572,86.663,86.556,86.164,86.813,87.738,88.666,90.195,90.892,91.07,91.543,91.599,92.028,91.425,90.299,90.422,89.408,88.158,86.846,86.098,85.447,84.983,85.019,85.409,85.58,85.344,85.816,85.614,85.855,85.457,85.141,86.01,87.586,88.631,89.864,90.391,90.552,90.471,90.307,90.086,89.846,90.004,89.751,90.335,89.839,91.02,91.035,91.426,90.748,91.131,91.109,91.624,90.39,89.548,88.596,88.797,88.317,88.579,88.37,88.493,88.443,88.135,88.675,88.564,88.713,88.908,88.32,87.936,88.455,88.305,88.334,89.632,90.532,91.239,91.108,91.31,91.432,91.326
738,B,False,61.985,61.594,60.417,59.78,59.365,60.223,61.775,59.879,59.204,59.849,60.668,60.431,61.572,61.402,60.371,60.733,60.063,60.872,60.365,62.082,63.326,63.7,64.741,69.74,72.412,67.05,65.64,65.269,66.916,70.788,66.72,67.834,69.357,70.796,69.599,68.201,66.372,68.534,66.974,66.466,67.765,76.136,65.532,66.816,76.455,66.346,65.382,66.39,67.146,65.515,68.6,70.179,69.741,71.592,70.741,69.772,85.045,84.666,100.27,96.608,86.295,74.503,80.531,90.688,84.039,78.253,82.146,96.405,96.556,94.05,86.695,66.227,91.023,69.292,81.374,68.231,91.367,87.864,68.171,68.796
739,B,False,84.578,84.825,84.897,84.895,85.736,86.255,87.59,88.803,89.333,90.114,91.18,91.304,90.511,91.146,91.428,91.042,90.851,90.257,89.765,90.121,90.076,89.498,89.106,88.865,89.286,89.685,89.34,89.628,89.096,88.826,88.914,88.89,88.843,89.136,89.309,89.748,89.711,89.64,89.701,90.609,89.703,91.48,91.752,91.909,92.615,92.745,93.627,94.87,96.175,97.652,97.533,97.831,98.302,99.142,98.925,98.181,98.716,98.538,97.873,97.23,96.178,94.956,94.373,93.975,93.838,93.715,94.231,94.965,95.509,96.263,97.153,97.447,98.525,99.062,99.494,99.419,99.726,99.485,99.183,99.001
740,B,False,99.559,98.088,98.032,98.256,97.188,96.48,97.536,97.61,97.12,97.741,99.33,99.036,98.942,99.791,101.47,101.32,102.08,103.78,102.8,102.28,102.51,100.1,101.41,100.91,102.06,102.16,101.32,101.36,101.37,101.17,100.89,99.734,99.403,99.881,98.573,98.524,98.95,97.825,96.142,95.584,96.723,96.256,95.826,96.164,96.039,96.347,97.27,97.867,99.279,100.79,100.57,103.63,104.78,106.02,106.23,106.54,103.69,103.56,101.88,100.89,99.334,96.739,94.635,93.552,95.113,94.19,94.523,96.58,95.468,96.651,96.895,97.451,98.592,99.578,100.11,102.19,103.67,105.77,107.12,107.02
741,B,False,77.835,77.133,77.508,78.193,78.246,77.78,78.478,78.676,78.202,79.078,79.471,79.238,78.986,79.265,79.844,80.692,80.53,81.416,81.047,81.451,81.615,81.663,82.242,81.38,81.582,81.602,81.347,80.289,80.123,79.151,79.144,79.59,79.234,79.726,80.139,79.905,80.289,81.754,82.458,83.09,83.281,83.948,84.894,85.613,85.258,86.266,86.647,86.454,87.13,87.355,87.786,88.521,88.514,89.023,87.951,89.14,88.463,88.879,88.717,88.796,88.667,88.88,88.915,89.001,88.61,88.642,88.65,88.933,88.807,89.149,89.048,88.681,88.748,87.802,87.979,88.962,89.165,89.91,90.2,89.84
742,B,False,41.562,46.115,49.46,49.896,47.56,50.56,49.489,50.338,46.052,48.839,51.121,50.818,48.21,47.894,49.414,51.462,53.815,52.057,55.065,57.72,56.877,55.345,56.923,56.66,63.656,59.074,64.361,55.442,57.659,59.208,63.609,64.339,63.953,62.815,61.822,60.879,60.466,68.105,69.305,62.139,58.212,62.787,68.742,61.504,62.097,53.97,58.962,57.106,54.054,56.059,58.178,55.307,55.313,57.486,58.259,59.241,57.759,54.568,56.105,52.962,55.035,56.308,54.079,53.574,55.681,53.076,55.342,55.457,57.228,56.469,57.599,56.982,58.393,57.638,57.442,58.296,58.803,57.16,58.351,58.218
743,B,True,50.158,43.193,61.895,71.985,54.858,74.486,65.153,56.639,75.607,101.46,109.41,105.94,92.61,84.566,88.137,87.589,92.592,83.08,78.161,76.557,77.441,68.111,63.169,59.525,65.689,62.117,60.624,58.095,55.664,55.159,53.263,53.624,51.903,51.356,49.773,52.692,50.799,50.606,50.203,52.298,48.243,47.631,48.033,44.63,45.033,45.771,44.812,47.112,43.428,48.637,47.335,46.82,50.48,46.389,51.724,48.663,48.297,47.825,50.705,50.093,55.952,49.113,52.912,51.565,51.964,54.78,52.573,60.053,54.065,52.319,52.773,54.99,58.103,59.272,60.773,54.025,55.732,48.073,52.717,51.063
744,B,False,112.09,108.82,107.58,107.93,107.57,106.86,107.73,109.41,108.15,106.65,106.98,107.67,106.2,108.31,109.25,110.19,108.01,107.67,110.66,109.83,110.18,112.32,111.53,111.56,109.86,111.84,110.42,110.59,111.22,111.73,115.23,114.49,114.39,110.7,106.97,103.39,103.02,103.29,100.26,98.941,100.32,98.095,100.76,97.744,101.08,101.51,100.62,103.12,103.3,105.41,105.91,108.49,105.31,106.08,107.11,105.0,106.73,106.31,101.68,99.222,99.045,98.888,96.221,94.496,93.312,93.26,92.934,93.47,91.884,90.7,91.112,92.903,92.417,90.173,90.524,88.153,89.525,90.69,89.398,88.513
745,B,True,131.61,132.95,135.11,139.9,143.21,144.19,142.03,142.82,140.05,138.62,135.54,132.81,129.94,125.27,124.03,121.11,118.81,122.14,123.32,121.52,123.57,126.07,126.13,126.2,129.88,133.65,138.15,137.17,137.47,141.44,143.76,141.32,139.02,138.81,137.99,139.67,137.15,137.52,138.15,133.96,131.04,132.61,129.55,130.81,129.38,129.15,130.42,134.95,136.05,132.92,135.36,134.72,134.71,130.09,133.04,130.94,129.4,132.46,130.91,128.1,127.27,127.97,125.69,125.86,122.51,123.17,119.36,116.61,115.61,116.06,115.61,118.39,122.76,124.84,126.04,126.98,128.25,132.73,135.94,136.18
746,B,True,107.2,106.79,106.69,107.75,107.55,107.43,107.57,107.38,107.51,107.34,108.36,106.83,107.14,107.36,107.7,107.25,107.86,106.67,107.49,107.65,107.44,107.74,106.77,106.69,107.07,105.28,105.56,105.01,103.59,102.95,102.21,100.83,100.33,99.949,98.508,99.126,98.498,96.705,96.453,95.243,96.727,96.123,96.706,98.066,98.502,98.923,99.191,98.719,99.349,99.089,99.085,100.57,100.76,101.32,101.94,101.33,99.525,97.79,97.55,97.339,96.047,95.982,95.711,95.338,93.326,93.649,91.339,89.961,89.681,89.604,88.97,87.537,88.072,87.408,86.909,87.303,88.462,88.585,90.289,88.797
747,B,True,89.947,89.392,88.835,89.386,88.243,87.212,88.034,86.349,86.383,86.317,87.123,88.843,88.972,88.247,86.966,86.92,87.774,88.468,89.257,90.963,91.705,94.115,95.3,94.954,95.464,95.031,94.557,94.215,93.559,93.272,90.862,90.84,89.619,89.718,89.052,88.122,89.051,87.612,87.348,87.541,86.289,85.473,87.702,88.484,88.521,88.916,90.487,91.016,91.008,91.432,92.322,91.132,93.551,94.915,93.79,93.902,94.602,93.066,94.637,91.572,91.512,95.179,95.907,96.262,97.571,95.86,95.294,95.556,94.308,95.278,95.488,94.232,95.372,96.365,96.985,98.59,98.914,102.11,102.17,102.7
748,B,True,115.08,117.49,116.76,114.84,117.83,115.79,118.3,120.79,124.07,123.02,123.69,126.97,126.86,125.35,125.82,127.57,126.81,125.25,125.67,125.42,125.75,125.1,124.4,121.8,121.25,116.41,113.63,114.52,115.27,113.75,115.64,115.05,113.95,112.94,113.26,115.2,114.47,115.35,117.1,115.38,116.53,118.32,119.15,117.87,117.64,117.99,116.82,116.8,115.55,117.95,118.05,117.77,118.21,118.36,114.69,116.21,113.83,112.96,113.54,114.04,112.53,110.99,111.56,110.32,109.15,109.5,107.37,104.32,103.46,102.96,103.88,101.93,102.84,103.06,104.23,104.13,103.68,104.67,104.05,104.36
749,B,True,104.45,104.57,105.08,106.02,107.68,110.0,111.55,111.64,114.01,114.87,114.72,116.06,114.69,115.94,115.94,112.78,113.19,111.11,111.18,109.78,109.45,107.96,107.42,107.47,107.31,106.5,106.77,106.54,106.25,106.08,105.97,106.55,107.01,108.34,108.09,109.07,110.26,111.73,112.68,115.33,116.57,116.32,117.75,118.57,119.18,119.72,117.42,115.57,114.21,112.06,112.25,111.03,107.91,107.91,108.6,107.07,107.24,107.39,107.13,108.34,109.17,111.58,113.85,115.59,116.14,116.52,115.62,113.87,113.87,112.1,113.63,113.59,112.51,111.47,108.94,107.93,106.86,106.03,104.96,103.66
750,B,False,140.87,139.14,148.07,148.32,151.59,149.37,149.98,151.65,149.62,152.22,147.6,146.39,146.37,137.56,127.18,121.3,124.12,134.09,135.61,139.58,135.12,135.42,129.89,128.84,148.61,139.17,143.47,141.34,136.36,137.24,138.66,135.22,137.36,135.43,137.71,134.98,137.53,139.96,134.96,139.41,145.79,142.38,145.77,148.01,139.07,145.44,145.36,143.45,138.3,134.71,128.58,129.42,131.63,132.49,133.07,132.13,126.63,126.23,127.18,129.58,130.42,130.6,126.34,126.01,131.32,133.31,133.72,141.09,144.67,148.19,147.49,143.4,147.27,148.97,147.7,149.58,146.16,143.5,142.9,143.94
751,B,False,55.189,56.51,58.321,56.571,57.644,60.116,56.517,58.748,56.488,56.814,59.019,61.765,58.982,59.626,58.15,56.881,58.922,61.846,60.438,58.542,64.249,64.155,65.309,61.423,61.97,59.515,57.184,60.068,61.151,59.389,60.668,57.221,61.389,61.894,60.525,62.137,61.522,61.515,58.19,58.14,58.355,59.777,59.991,59.982,61.023,61.174,60.662,62.63,61.87,64.867,61.527,61.686,61.607,63.801,64.048,63.731,63.082,63.335,64.707,64.917,65.259,66.281,64.648,63.922,65.927,63.28,63.7,63.529,63.231,62.643,64.73,63.188,63.487,65.135,65.855,69.083,68.794,68.913,66.722,68.683
752,B,True,117.47,117.9,117.26,113.66,108.62,106.22,106.74,104.64,99.377,105.5,110.28,107.11,107.55,103.66,104.12,103.64,105.88,107.96,104.82,108.04,109.6,110.62,111.8,115.15,117.21,114.75,119.14,124.51,121.5,117.09,119.71,122.84,122.18,119.23,118.96,118.52,118.04,117.55,120.25,116.61,115.26,111.51,110.15,109.79,106.83,108.2,108.0,110.24,109.72,115.08,111.1,113.42,111.39,108.3,108.25,108.33,108.46,110.59,103.23,101.61,100.33,97.391,98.087,95.748,94.668,98.184,97.712,96.529,100.21,98.2,98.984,96.783,97.358,100.1,104.18,103.05,102.91,102.29,103.11,100.84
753,B,False,112.13,113.81,112.99,114.49,114.9,114.85,113.86,113.56,113.1,113.17,114.63,114.18,114.46,112.69,112.42,112.93,113.41,112.82,113.88,114.8,114.71,114.26,114.6,115.94,116.43,115.34,114.75,114.16,114.13,113.5,113.18,111.57,110.96,110.75,111.43,110.87,110.44,108.66,108.69,108.47,107.91,108.02,108.76,108.21,107.8,109.27,109.12,108.58,108.44,108.78,108.39,108.05,108.73,108.71,109.22,109.07,108.48,109.31,110.12,110.06,110.47,109.84,109.86,110.01,109.63,110.55,111.53,113.19,113.54,114.09,114.2,114.3,113.61,114.77,115.17,113.41,114.28,114.16,113.27,111.27
754,B,False,120.58,118.89,115.73,112.96,111.36,108.12,104.02,101.84,100.65,102.14,102.13,102.63,103.27,103.62,104.25,106.01,107.56,110.32,112.48,115.94,118.95,120.4,121.47,121.09,121.31,121.59,122.14,122.3,122.52,123.02,121.74,123.2,124.14,123.74,123.67,122.72,124.95,123.41,123.07,121.41,119.22,117.23,113.81,112.59,108.19,107.83,105.47,103.93,103.19,102.41,102.46,103.61,103.42,104.8,107.84,110.13,113.67,116.23,120.34,121.88,122.76,122.03,118.24,112.96,109.97,107.05,105.62,106.17,104.26,105.49,103.46,104.34,103.8,105.9,108.53,108.11,109.83,110.18,110.45,110.53
755,B,True,124.55,122.66,126.56,127.77,134.74,128.75,128.97,128.82,128.5,128.64,128.95,129.27,128.37,128.76,130.01,129.71,130.92,130.58,129.85,129.42,130.09,130.04,130.13,129.3,128.49,128.02,127.95,127.38,127.45,127.88,127.12,127.63,128.33,129.37,130.48,131.57,132.33,132.89,134.27,135.51,135.52,135.62,136.88,135.91,134.8,134.73,134.13,132.13,130.76,124.32,123.31,129.82,129.67,129.52,131.51,132.67,134.75,134.64,135.58,135.95,135.75,136.39,137.21,138.67,140.95,140.24,140.54,140.07,139.8,140.59,140.61,140.32,140.26,139.95,139.32,139.63,139.33,138.81,139.93,140.59
756,B,False,116.12,116.84,115.19,114.99,116.39,117.17,117.13,119.27,118.72,117.8,114.87,114.79,115.65,115.18,118.06,119.23,118.14,117.89,118.14,118.34,120.27,120.36,123.1,122.57,122.84,125.05,126.57,126.37,128.67,128.18,128.4,128.67,125.87,127.13,126.33,123.64,125.08,123.52,124.79,126.91,126.86,129.06,126.92,124.77,126.33,127.4,126.52,124.81,125.0,127.67,127.61,127.45,128.77,128.08,128.44,128.61,125.75,124.98,123.52,122.38,122.73,120.86,121.1,121.55,120.72,119.67,118.9,119.14,116.84,117.95,116.53,117.0,117.65,117.26,117.24,117.86,117.95,117.78,119.3,118.09
757,B,True,103.46,98.065,98.09,100.2,95.273,93.532,94.929,96.407,97.426,95.019,96.572,97.171,99.79,98.805,99.388,99.748,99.108,99.445,99.211,100.61,98.237,97.636,95.35,97.276,96.162,96.286,94.505,93.515,93.432,90.969,91.663,89.966,91.653,91.579,90.499,92.804,93.919,92.958,93.741,94.035,95.684,97.167,98.895,99.311,100.02,99.03,98.826,98.511,99.677,100.02,100.11,97.533,97.946,96.516,96.472,93.379,93.082,91.694,90.263,91.384,89.684,89.437,89.687,90.769,90.95,91.324,91.429,91.424,91.998,92.347,91.147,92.984,92.956,93.402,95.732,95.631,94.674,93.457,95.107,96.348
758,B,True,84.829,84.222,83.891,83.6,83.533,83.715,83.35,83.324,83.551,82.506,81.536,81.63,82.875,83.253,83.748,83.337,83.341,83.358,83.159,83.299,82.235,82.37,81.994,81.522,81.123,81.443,81.384,80.459,79.933,79.386,78.602,77.532,77.027,77.183,77.802,77.267,77.293,77.879,78.143,78.02,79.676,80.05,79.523,81.095,81.749,82.863,83.347,83.903,84.478,84.256,83.123,83.018,82.804,81.956,80.778,80.486,80.476,79.314,78.862,78.73,78.825,78.554,78.608,78.511,77.782,77.795,77.617,77.616,78.114,78.241,78.198,78.156,78.235,77.986,78.408,78.831,79.084,79.224,79.432,79.541
759,B,False,106.28,105.56,104.51,103.1,105.41,105.75,105.05,102.89,105.46,105.54,105.85,107.43,107.59,107.77,107.94,109.5,106.9,106.24,103.54,102.99,103.15,101.18,101.29,99.261,99.287,99.302,98.339,97.967,97.961,97.333,97.131,96.958,97.556,97.153,96.214,96.223,96.649,95.535,96.51,96.931,98.691,97.557,97.384,97.313,95.469,95.807,93.872,93.198,91.691,91.336,90.063,88.462,86.808,84.482,84.039,84.405,84.161,83.747,83.995,84.281,85.173,85.728,85.554,86.904,87.534,88.036,88.51,89.576,88.158,87.679,87.849,85.171,83.971,81.33,81.641,79.856,78.827,79.23,78.515,77.145
760,B,False,57.48,64.911,54.753,55.954,56.356,99.199,56.662,56.585,54.309,57.648,54.668,50.939,55.33,54.918,56.099,56.531,56.462,55.788,55.865,55.322,61.928,62.675,57.714,63.07,60.429,62.405,63.511,60.151,62.474,76.395,69.694,66.457,64.517,65.967,65.447,69.097,69.552,67.535,68.594,68.37,69.455,71.099,68.198,74.015,76.27,73.17,72.828,77.764,79.682,88.019,76.02,80.257,77.769,77.588,72.004,77.111,74.96,73.946,75.173,75.135,76.933,71.865,77.414,70.418,70.694,73.462,74.196,83.027,72.422,72.555,71.687,74.218,73.008,74.134,71.692,79.179,78.155,72.221,72.695,71.948
761,B,True,120.76,121.16,120.67,119.9,121.6,121.08,122.88,124.23,125.83,124.84,125.69,129.35,130.04,131.69,132.69,131.83,130.45,129.33,127.85,127.77,126.65,128.5,127.01,124.41,125.71,128.26,129.57,129.83,128.98,128.17,128.13,128.56,130.04,129.62,128.2,128.96,128.1,128.3,127.81,130.18,132.1,131.81,133.14,132.02,131.58,130.96,131.0,130.53,129.7,126.52,125.99,123.97,123.38,124.92,123.41,124.48,123.06,124.11,125.29,125.0,127.65,127.83,127.34,126.43,127.89,126.38,126.16,124.74,125.76,126.28,123.28,124.06,124.2,123.37,120.57,118.45,116.8,117.86,117.73,117.0
762,B,False,135.2,136.91,135.09,139.38,134.9,135.98,129.42,124.27,123.27,125.78,125.09,122.04,114.73,115.74,116.65,117.47,120.31,119.66,121.71,122.37,128.16,125.21,124.4,129.17,128.08,129.57,132.06,130.72,130.22,132.4,135.75,137.93,133.77,138.28,138.63,136.31,129.71,127.8,128.66,128.84,133.42,134.36,132.97,134.32,131.69,133.38,130.26,127.2,126.34,129.17,128.16,124.58,125.14,121.47,123.17,125.35,125.76,126.02,124.31,125.25,122.66,121.42,124.0,120.73,118.45,118.54,119.36,115.28,114.12,113.89,121.33,120.47,121.21,116.72,118.4,118.73,123.03,125.27,132.06,130.55
763,B,False,91.206,92.612,89.775,89.988,90.355,89.508,86.517,84.312,85.401,85.772,83.886,84.989,84.396,87.573,81.158,83.529,81.835,82.45,83.846,83.739,84.796,87.17,87.027,86.369,86.323,85.631,86.066,86.045,86.28,85.377,84.223,81.47,81.916,82.086,84.745,83.786,83.534,84.788,84.886,84.331,87.964,87.345,88.551,87.416,86.6,85.521,87.001,92.855,85.953,85.435,86.309,83.101,84.644,82.294,83.307,85.427,84.918,82.59,81.738,81.639,85.217,87.432,86.75,85.852,89.427,89.409,90.597,90.833,91.029,91.597,87.288,85.494,90.084,88.807,90.468,91.309,87.793,79.662,78.484,78.408
764,B,True,67.786,67.835,67.217,67.204,66.075,66.185,65.54,65.556,65.25,64.383,65.116,64.61,65.314,64.866,64.442,64.876,65.931,66.267,66.747,66.518,66.944,66.335,67.592,67.456,67.418,67.162,67.443,66.602,67.499,67.119,66.382,66.129,66.294,66.508,66.922,68.1,67.169,67.49,68.032,68.25,68.739,68.896,69.094,69.763,69.11,69.381,69.316,68.976,68.286,68.431,68.701,69.194,69.308,69.334,69.174,69.929,69.655,69.985,70.441,71.59,72.591,73.265,73.539,73.718,74.819,74.185,73.786,73.939,74.688,74.482,74.499,74.117,73.796,74.09,72.849,73.144,72.0,71.644,70.825,70.697
765,B,False,108.87,105.94,104.93,106.7,105.23,107.47,104.93,103.86,104.72,102.42,102.82,103.85,102.52,100.48,103.03,102.28,99.673,101.68,100.9,102.01,101.84,101.44,103.09,104.61,106.93,103.44,104.25,107.71,108.68,108.22,108.39,106.7,106.04,107.64,109.5,109.77,110.26,109.59,107.24,107.21,107.75,108.26,105.81,105.27,103.9,103.61,103.0,101.81,103.76,103.21,103.35,104.75,105.54,106.73,107.75,108.14,109.77,113.43,114.62,117.16,119.98,122.14,123.05,124.17,122.89,123.24,122.82,121.25,121.82,120.53,120.88,118.45,115.44,113.15,113.55,112.9,111.4,110.38,111.96,112.51
