,FLARE_TYPE,COINCIDENCE,d_l_f_21,d_l_f_22,d_l_f_23,d_l_f_24,d_l_f_25,d_l_f_26,d_l_f_27,d_l_f_28,d_l_f_29,d_l_f_30,d_l_f_31,d_l_f_32,d_l_f_33,d_l_f_34,d_l_f_35,d_l_f_36,d_l_f_37,d_l_f_38,d_l_f_39,d_l_f_40,d_l_f_41,d_l_f_42,d_l_f_43,d_l_f_44,d_l_f_45,d_l_f_46,d_l_f_47,d_l_f_48,d_l_f_49,d_l_f_50,d_l_f_51,d_l_f_52,d_l_f_53,d_l_f_54,d_l_f_55,d_l_f_56,d_l_f_57,d_l_f_58,d_l_f_59,d_l_f_60,d_l_f_61,d_l_f_62,d_l_f_63,d_l_f_64,d_l_f_65,d_l_f_66,d_l_f_67,d_l_f_68,d_l_f_69,d_l_f_70,d_l_f_71,d_l_f_72,d_l_f_73,d_l_f_74,d_l_f_75,d_l_f_76,d_l_f_77,d_l_f_78,d_l_f_79,d_l_f_80,d_l_f_81,d_l_f_82,d_l_f_83,d_l_f_84,d_l_f_85,d_l_f_86,d_l_f_87,d_l_f_88,d_l_f_89,d_l_f_90,d_l_f_91,d_l_f_92,d_l_f_93,d_l_f_94,d_l_f_95,d_l_f_96,d_l_f_97,d_l_f_98,d_l_f_99,d_l_f_100
987,B,False,80.967,62.143,83.598,40.613,83.285,86.744,89.35,90.512,88.799,87.291,92.401,92.501,109.19,107.41,113.12,124.32,125.32,124.31,123.76,126.8,131.02,130.02,139.69,143.61,136.54,147.58,150.85,151.08,147.54,150.3,144.23,140.62,141.95,142.09,140.3,139.32,141.87,143.8,145.62,147.63,148.66,151.19,153.57,156.85,155.8,158.43,159.84,159.86,164.23,163.72,164.42,160.54,156.99,161.12,162.35,157.85,156.39,158.27,161.22,166.99,168.22,157.11,155.14,156.31,159.61,159.53,162.15,162.2,165.02,167.22,168.69,166.87,162.55,169.49,167.97,167.19,168.97,171.39,172.33,173.63
988,B,True,241.53,239.79,239.97,243.67,249.52,249.83,253.11,253.44,249.89,255.04,256.24,251.65,251.0,250.51,252.74,249.1,251.84,256.18,252.64,257.63,257.01,257.53,256.81,257.3,257.26,259.14,260.17,262.15,261.9,262.06,262.15,262.59,261.37,261.58,261.46,260.86,263.01,262.54,262.58,263.43,264.71,263.93,264.29,265.26,264.88,266.1,264.58,261.17,260.92,262.05,260.37,255.39,253.49,254.08,256.33,256.07,257.15,259.95,261.51,261.84,262.99,261.43,260.1,258.4,257.42,255.59,254.9,252.4,250.8,246.75,244.2,243.94,242.37,241.74,242.84,243.34,242.64,243.28,243.88,239.67
989,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.831,0.0,70.831,0.0,0.0,0.0,0.0,0.0,73.062,73.926,0.0,68.737,67.801,70.132,71.422,70.803,71.4,71.4,72.201,75.045,75.074,75.012,72.374,74.929,74.207,76.351,77.155,77.051,76.826,76.227,77.078,77.994,58.146,56.119,81.879,83.915,84.566,84.081,85.303,83.897,84.294,87.067,88.885,90.02,90.695,91.707,92.71,94.122,92.204,95.159,96.598,94.775,94.826,96.177,95.62,95.275,96.158,97.494,97.455,95.784,98.696,100.31,100.93,104.22,103.8,104.66,105.12,105.27,106.82,106.44,101.63,102.87
990,B,False,220.6,221.27,219.25,217.04,220.59,218.64,215.91,214.72,210.71,214.31,216.22,209.81,209.35,208.66,210.26,212.47,209.35,205.85,204.05,203.63,198.35,198.42,198.62,199.95,200.15,199.17,197.39,198.75,198.69,195.41,196.3,195.34,196.4,196.6,197.02,194.3,194.55,194.46,195.24,194.58,191.0,188.78,187.97,184.6,183.0,181.8,181.66,183.64,181.61,183.15,184.06,185.52,185.41,184.99,184.37,183.38,183.53,183.22,187.03,184.51,183.1,185.27,184.84,188.09,189.3,190.04,189.88,190.13,189.57,190.21,189.43,189.99,191.27,189.96,190.09,190.91,189.78,190.86,191.73,192.71
991,B,False,244.89,244.72,245.62,247.61,247.76,248.34,249.59,248.18,249.52,249.72,251.11,251.42,251.23,251.58,251.75,252.4,252.94,253.41,254.55,254.25,253.95,253.72,253.9,253.26,252.22,252.23,252.09,252.83,253.55,253.72,253.37,253.48,253.11,253.97,254.21,254.22,254.15,254.55,255.06,254.78,255.23,254.49,255.48,255.93,256.03,255.81,256.12,256.58,256.68,259.0,259.35,259.93,261.5,261.8,262.68,262.52,262.05,262.92,262.58,262.87,262.83,262.98,262.94,264.26,264.9,265.86,264.13,265.73,264.64,264.25,264.52,263.79,264.27,262.6,263.73,263.58,262.11,263.14,263.81,263.88
992,B,False,0.0,0.0,0.0,0.0,70.694,11.662,10.63,10.63,10.0,12.166,40.497,32.064,48.831,76.163,9.4469,9.8995,12.042,23.683,12.042,27.239,83.201,80.589,82.187,78.319,74.725,64.816,64.576,62.02,64.824,65.65,65.769,67.178,67.51,69.032,90.77,75.683,80.112,98.603,100.06,98.6,100.51,100.13,102.51,102.97,104.5,106.47,109.47,110.14,109.79,113.33,110.65,107.42,113.53,111.59,111.48,112.79,111.09,110.4,89.802,91.327,112.65,90.657,112.43,112.33,112.06,114.68,93.023,94.428,92.318,91.615,90.784,99.943,112.2,119.15,120.32,122.56,124.06,124.13,125.54,124.19
993,B,False,16.497,0.0,16.978,8.0623,0.0,8.0623,8.544,8.9443,8.9443,7.6158,8.0623,8.9443,8.544,8.0623,83.394,83.291,83.344,83.471,84.606,85.584,86.052,87.052,88.051,88.091,87.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
994,B,True,214.67,214.67,215.64,215.64,214.9,216.61,216.61,217.59,217.82,217.59,193.34,183.69,177.16,180.83,182.99,187.6,190.5,190.88,200.35,199.29,197.69,195.74,197.54,196.78,193.46,222.69,194.01,175.09,173.04,172.26,168.52,168.8,170.33,157.61,155.97,158.24,156.55,158.49,159.39,160.28,163.28,178.1,164.26,165.38,165.14,167.09,172.66,165.09,162.91,169.52,171.95,175.9,171.78,172.85,175.04,174.58,162.76,164.25,163.13,165.21,172.22,167.34,167.05,165.3,164.14,166.06,155.1,149.96,144.72,128.88,123.29,131.65,131.61,137.9,138.21,138.83,142.76,147.9,130.42,130.85
995,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.133,0.0,74.148,74.148,75.313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.035,86.377,85.44,86.729,84.309,85.235,82.462,81.939,83.774,85.615,84.694,84.694,85.615,86.006,87.321,85.088,86.006,86.406,86.406,86.925,86.006,86.925,86.925,88.238,88.238
996,B,False,27.893,27.893,27.893,27.893,27.893,26.926,26.926,26.926,26.926,26.926,26.926,27.203,26.926,27.203,27.203,27.203,26.926,26.926,25.962,26.926,26.926,26.926,26.926,26.926,26.926,26.926,25.0,25.0,25.0,25.0,25.298,25.298,25.298,25.298,24.352,25.298,24.352,24.352,24.352,23.409,23.409,23.409,23.409,23.409,23.409,23.409,23.409,23.409,22.472,23.409,23.77,23.77,23.77,23.77,23.77,22.472,22.472,22.472,22.472,22.472,21.541,21.932,21.932,21.932,21.932,21.932,21.932,21.932,21.932,21.932,21.541,22.361,22.361,21.932,21.932,21.541,21.932,21.932,21.932,21.932
997,B,False,118.61,119.26,119.22,120.07,120.27,121.94,121.06,122.33,122.04,122.34,122.36,122.44,123.2,123.14,123.35,123.75,124.41,125.31,124.99,125.64,125.11,127.08,125.73,127.33,127.2,128.2,128.93,129.58,129.24,130.15,129.74,130.81,131.49,131.56,131.99,132.36,132.6,133.52,134.18,134.37,133.63,134.9,133.53,132.96,133.51,132.85,132.86,135.5,135.66,134.72,134.96,135.09,135.44,135.05,136.66,136.68,137.47,137.52,137.3,138.28,137.81,138.02,138.96,139.46,139.55,140.05,139.56,139.44,139.6,139.54,141.01,138.97,138.89,139.09,138.29,139.27,138.58,139.02,139.53,140.56
998,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
999,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,0.0,0.0,0.0,78.791,79.202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.46,181.46,0.0,0.0,0.0,0.0
1000,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.589,54.745,55.109,55.543,56.69,57.019,57.394,58.429,59.876,58.778,59.036,61.212,61.989,62.718,63.579,64.456,65.448,65.383,66.996,67.626,67.589,68.47,69.82,70.091,70.893,71.742,73.294,73.407,73.975,75.337,75.869,75.869,76.21,76.558,77.916,77.635,73.993,71.821,72.763,72.725,70.883,71.512,69.588,69.851,68.763,68.375,70.33,69.598,70.57,69.825,68.901,68.038
1001,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1002,B,False,137.52,137.3,138.28,137.81,138.02,138.96,139.46,139.55,140.05,139.56,139.44,139.6,139.54,141.01,138.97,138.89,139.09,138.29,139.27,138.58,139.02,139.53,140.56,139.7,139.51,139.45,139.07,137.97,130.6,137.06,136.6,136.46,136.71,136.2,137.37,135.95,136.8,136.69,138.26,137.84,137.67,138.06,137.6,137.04,136.29,135.37,124.73,124.42,142.45,140.58,141.12,142.39,141.6,139.34,138.4,138.77,138.69,138.82,139.54,136.73,134.81,134.08,131.21,132.38,132.76,130.65,130.44,130.06,80.577,129.39,130.19,130.39,130.26,130.8,130.35,82.723,129.74,129.08,82.544,83.022
1003,B,False,33.729,34.535,34.098,33.079,38.53,35.73,67.308,91.788,201.8,0.0,58.704,39.829,43.054,40.833,50.508,39.423,39.984,89.651,90.753,94.63,98.043,100.69,105.42,107.63,111.44,112.46,113.55,115.68,118.78,125.84,125.94,128.18,135.89,139.04,144.91,150.3,153.7,158.16,161.65,166.81,173.5,178.01,180.66,187.85,189.87,191.34,189.31,50.075,44.136,49.827,54.358,42.554,42.609,46.603,56.423,57.678,50.283,48.468,55.286,52.06,53.565,56.326,54.531,61.167,49.502,69.317,267.59,53.408,45.88,52.535,64.314,52.611,45.88,49.84,45.88,49.283,46.174,50.77,50.259,46.121
1004,B,True,77.037,79.304,80.396,84.318,82.652,82.002,84.22,85.079,85.6,85.84,86.223,85.697,86.763,87.293,86.902,87.667,87.598,86.786,86.585,86.704,86.34,89.644,90.42,90.467,89.232,91.01,91.279,89.916,91.256,90.31,89.971,90.715,90.125,90.532,91.207,89.381,89.255,89.856,92.655,93.477,93.477,93.477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.544,88.544,0.0,0.0,0.0,0.0,0.0,91.417,92.358,92.358,92.027,0.0,92.358,93.425,94.895,98.005,0.0,0.0,0.0,98.005,98.813,98.813,98.005,0.0,6.3246,98.6,97.801,98.005
1005,B,True,189.21,189.57,189.2,189.56,190.38,190.94,191.36,191.02,191.08,189.89,190.75,190.87,191.11,192.33,192.49,192.73,190.89,192.63,191.41,191.39,191.55,191.35,190.72,191.34,191.28,191.35,191.27,191.69,190.81,190.59,190.89,191.1,189.99,191.35,191.34,192.26,192.29,192.36,192.34,192.43,192.83,192.34,192.34,192.34,192.11,193.08,192.8,192.64,192.53,192.44,192.48,192.38,192.42,192.48,192.23,192.35,192.85,192.67,192.77,193.58,194.05,194.05,193.08,192.85,192.85,192.85,192.97,192.85,191.66,191.32,191.88,192.85,192.63,191.66,192.17,191.38,192.85,191.92,192.63,192.63
1006,B,False,54.803,72.509,67.234,75.569,130.6,130.6,130.6,131.49,113.44,0.0,0.0,0.0,32.847,0.0,0.0,0.0,91.679,69.005,92.574,79.056,93.472,79.597,82.715,82.87,83.706,78.874,81.703,65.598,89.534,84.89,72.934,74.362,78.965,86.193,69.414,89.595,103.93,94.349,82.82,63.69,79.11,58.631,83.861,0.0,30.017,34.859,43.29,38.079,33.541,28.529,49.078,59.279,62.887,36.235,25.672,52.174,27.052,28.309,21.496,26.567,0.0,32.757,34.271,28.31,27.739,27.647,26.019,40.617,40.626,0.0,43.566,44.102,33.377,32.558,0.0,31.064,38.897,0.0,0.0,27.019
1007,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1008,B,False,0.0,65.376,66.37,66.483,65.49,66.37,0.0,67.365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1009,B,False,59.909,61.247,61.311,60.948,64.619,65.121,67.362,68.896,68.05,68.791,69.939,69.516,68.515,68.635,67.402,67.893,66.716,65.905,66.067,64.765,66.161,67.518,67.151,67.275,67.096,67.153,66.634,64.635,64.994,64.55,64.802,65.164,65.058,65.83,66.423,73.768,74.764,73.477,75.16,75.183,74.369,77.21,77.321,80.136,80.264,77.871,75.743,77.11,77.11,78.206,77.088,76.577,76.789,78.023,79.371,79.093,78.875,82.925,80.632,79.984,80.58,79.324,80.425,80.8,80.568,83.906,79.64,79.519,79.922,78.11,79.701,80.511,81.908,80.544,81.439,80.05,78.674,81.37,80.336,81.323
1010,B,False,45.467,34.79,118.2,189.82,192.49,89.017,113.11,154.62,66.117,59.459,152.03,141.45,108.1,70.096,69.252,164.02,151.25,131.51,0.0,18.441,18.193,12.755,0.0,59.729,18.844,71.92,42.349,28.247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1011,B,True,12.166,0.0,0.0,0.0,0.0,0.0,0.0,9.4868,0.0,0.0,0.0,0.0,9.4868,8.2462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0711,7.2691,6.0828,0.0,8.0623,0.0,0.0,0.0,0.0,174.14,173.14,174.14,175.7,176.61,176.27,176.61,176.5,177.0,178.65,177.61,177.0,180.0,180.0,181.01,179.0,181.0,181.0,182.0,182.0,183.0,184.0,186.01,186.02,187.02,186.01,187.01,188.02,189.04,189.04,190.04,191.04,192.04,192.02,192.04,192.01,194.76,195.3,195.12,196.21,196.08,196.06,197.06
1012,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1013,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,29.698,29.0,29.0,27.042,25.402,28.284,15.89,0.0,33.377,33.734,32.757,28.284,0.0,0.0,20.518,0.0,22.361,22.361,0.0,0.0,0.0,25.06,0.0,0.0,0.0,0.0,0.0,22.361,0.0,25.554,23.345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.674,36.674,35.511,0.0,35.511,0.0,0.0,23.345,22.627,0.0,0.0,0.0,25.08,0.0,27.514,26.571,25.298,25.456,24.035,23.087,25.456,26.173
1014,B,False,104.69,104.69,104.69,105.57,105.57,105.48,105.57,106.47,106.47,106.47,106.38,106.38,106.38,106.38,107.38,107.38,107.38,106.3,107.3,107.3,107.3,107.3,108.3,108.23,107.3,107.23,107.23,108.17,108.23,108.23,108.23,108.23,108.17,108.23,107.23,107.23,107.17,107.17,107.17,108.12,108.17,107.17,107.12,108.12,117.9,118.91,120.75,124.04,123.9,125.43,126.49,127.05,129.68,129.63,129.48,127.97,128.54,129.49,128.94,133.26,129.0,130.03,132.09,135.08,133.34,133.87,135.11,134.76,134.36,132.12,133.89,132.97,132.48,131.81,132.41,135.13,133.09,133.21,135.39,134.28
1015,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1016,B,False,256.18,252.64,257.63,257.01,257.53,256.81,257.3,257.26,259.14,260.17,262.15,261.9,262.06,262.15,262.59,261.37,261.58,261.46,260.86,263.01,262.54,262.58,263.43,264.71,263.93,264.29,265.26,264.88,266.1,264.58,261.17,260.92,262.05,260.37,255.39,253.49,254.08,256.33,256.07,257.15,259.95,261.51,261.84,262.99,261.43,260.1,258.4,257.42,255.59,254.9,252.4,250.8,246.75,244.2,243.94,242.37,241.74,242.84,243.34,242.64,243.28,243.88,239.67,237.76,238.96,237.69,236.37,240.07,241.51,242.88,242.74,243.74,244.97,243.18,244.09,243.65,242.92,247.0,243.9,248.35
1017,B,False,0.0,0.0,0.0,19.235,18.439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1018,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1019,B,True,238.33,241.53,241.97,238.01,240.26,242.79,244.06,246.59,246.13,245.63,250.24,251.34,249.18,254.15,257.63,256.69,257.05,256.4,252.17,253.35,254.07,253.5,257.93,264.7,260.85,266.78,265.82,267.3,269.86,270.08,268.12,269.51,270.6,268.6,270.65,264.76,264.21,263.62,265.2,266.08,263.61,263.8,270.68,273.69,270.18,268.5,266.77,266.13,262.97,265.03,269.19,270.51,270.71,269.27,272.69,269.66,272.49,275.31,274.12,274.1,268.94,264.12,261.29,260.53,262.9,262.49,260.55,262.51,267.48,265.73,256.5,257.16,254.12,258.83,256.09,251.67,250.48,254.11,253.05,256.71
1020,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1021,B,True,104.87,114.35,115.41,116.28,115.88,118.8,119.04,119.31,120.17,121.82,121.82,123.06,123.55,124.77,125.72,126.88,127.88,125.62,126.06,126.04,128.51,128.42,128.86,131.13,129.73,131.35,130.42,130.08,133.39,134.95,135.7,136.63,137.04,136.7,138.27,139.85,141.01,142.71,143.28,144.53,146.56,147.02,147.52,148.46,149.55,150.37,151.68,152.03,152.72,153.47,153.61,153.83,154.2,154.42,154.97,154.59,154.06,154.0,156.2,156.39,156.68,158.22,158.69,161.03,160.23,151.86,160.88,162.61,163.28,165.07,165.9,166.79,167.07,168.72,170.32,170.75,171.35,171.92,174.14,173.11
1022,B,True,172.2,172.8,172.8,172.8,172.8,172.8,172.8,173.6,173.6,172.8,174.2,174.2,172.8,173.4,172.8,173.6,175.0,174.2,174.81,175.6,174.81,174.81,174.81,174.81,176.21,176.21,176.21,176.21,175.41,176.2,176.21,176.21,175.41,175.41,176.21,176.21,176.21,175.6,176.21,176.21,176.82,176.82,176.82,177.61,177.61,177.61,177.61,177.61,178.22,177.43,178.22,179.01,179.01,179.11,179.24,179.01,179.01,177.77,174.62,179.05,178.31,178.83,179.62,179.62,179.23,178.71,178.55,179.51,179.81,178.75,178.61,178.96,179.06,178.92,179.2,179.23,176.64,177.26,177.26,177.88
1023,B,False,68.179,67.108,64.316,63.698,61.176,62.159,72.077,50.425,70.778,75.801,59.909,61.247,61.311,60.948,64.619,65.121,67.362,68.896,68.05,68.791,69.939,69.516,68.515,68.635,67.402,67.893,66.716,65.905,66.067,64.765,66.161,67.518,67.151,67.275,67.096,67.153,66.634,64.635,64.994,64.55,64.802,65.164,65.058,65.83,66.423,73.768,74.764,73.477,75.16,75.183,74.369,77.21,77.321,80.136,80.264,77.871,75.743,77.11,77.11,78.206,77.088,76.577,76.789,78.023,79.371,79.093,78.875,82.925,80.632,79.984,80.58,79.324,80.425,80.8,80.568,83.906,79.64,79.519,79.922,78.11
1024,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.616,21.19,21.541,19.698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.19,19.925,0.0,19.925,0.0,20.248,20.248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1025,B,False,153.18,154.74,154.29,154.62,156.5,157.09,158.82,159.03,157.75,159.43,160.21,160.25,160.42,162.92,163.17,162.36,161.84,164.49,166.34,167.02,167.65,164.68,165.11,168.24,168.82,170.02,169.69,171.06,172.82,172.18,171.81,172.46,174.99,172.74,171.36,171.69,174.26,174.45,174.58,175.72,174.41,175.62,177.97,178.6,175.96,175.67,177.76,179.86,180.33,181.94,180.3,180.71,170.8,170.82,169.63,166.92,171.77,171.99,176.24,178.07,178.99,187.15,187.46,188.44,188.39,186.81,188.17,189.62,189.0,190.72,191.31,192.95,192.08,191.4,192.5,193.29,192.82,193.16,191.1,189.57
1026,B,False,152.62,148.93,150.82,150.53,155.37,161.72,156.87,162.01,159.95,155.56,155.0,154.9,156.17,155.37,161.56,162.88,159.42,156.49,157.2,155.64,164.9,165.96,166.43,166.53,166.97,169.55,166.63,168.69,166.57,168.49,171.77,169.04,169.38,168.84,173.13,164.96,165.17,165.41,167.64,164.89,163.94,163.31,144.44,165.49,164.84,165.71,168.87,167.03,169.56,152.05,153.34,154.86,165.17,144.95,152.9,157.48,154.76,154.77,166.66,166.53,165.82,164.49,159.85,159.37,160.05,163.59,163.63,164.84,159.8,160.5,161.16,161.9,165.63,161.86,161.96,166.63,167.57,156.53,168.04,158.69
