index,nar,time_start,xray_class,time_peak,time_end,COINCIDENCE,USFLUX,MEANGAM,MEANGBT,MEANGBZ,MEANGBH,MEANJZD,TOTUSJZ,MEANJZH,TOTUSJH,ABSNJZH,SAVNCPP,MEANPOT,TOTPOT,MEANSHR,SHRGT45,R_VALUE,AREA_ACR,g_s,slf,d_l_f
0,11065,2010-05-03 09:48:00,N,not applicable,not applicable,False,7.94363888888889e+20,28.329685185185188,131.0475925925926,129.27277777777775,48.26887037037037,0.3746557462962963,1160113888888.889,-0.002606435925925926,49.335833333333326,3.842691666666666,287380727777.7778,1727.2814814814815,3.0783925925925927e+21,23.160962962962962,3.2618111111111117,0.0,55.4515925925926,0.0,0.0,0.0
1,11070,2010-05-06 15:48:00,N,not applicable,not applicable,False,5.897703389830509e+20,37.52105084745763,168.1571186440678,167.16338983050846,83.19659322033897,-0.23413492881355932,1000429830508.4746,-0.014308088135593224,53.01791525423729,12.09730847457627,452529661016.94916,2711.2898305084746,3.0583016949152544e+21,25.340254237288136,9.237406779661018,0.5561237288135593,37.659576271186445,0.0,0.052098305084745763,0.07579830508474576
2,11071,2010-05-08 21:48:00,N,not applicable,not applicable,False,5.837576271186441e+20,31.26184745762712,154.49271186440677,152.2735593220339,66.58393220338984,-0.19197275423728813,829878135593.2203,-0.0013658740169491526,43.63381355932203,2.744639084745763,194583474576.27118,2425.4050847457625,2.7244322033898304e+21,23.792898305084744,4.546913559322034,0.49856949152542374,28.925745762711863,0.0,0.059844067796610174,0.0847457627118644
3,11073,2010-06-03 06:00:00,N,not applicable,not applicable,False,6.473485285714284e+20,34.36302857142857,135.2042142857143,133.97281428571432,64.4925,0.7582705714285713,1219237285714.2856,0.004043936771428572,53.78331428571428,3.7724809857142865,607490971428.5714,1888.232857142857,2.735421428571428e+21,23.876671428571427,7.212645714285713,0.4695728571428572,102.43049428571427,0.0,0.0,0.0
4,11074,2010-05-30 18:00:00,N,not applicable,not applicable,False,2.4946545454545455e+21,31.812484848484846,104.6089090909091,105.9069393939394,47.3749696969697,-0.16024062727272728,2775324242424.242,-0.0020988063636363636,142.14878787878789,7.395033333333333,641271818181.8182,2446.057575757576,1.1978766666666667e+22,24.836545454545455,7.395160606060606,1.481387878787879,50.598,0.0,0.35847878787878784,0.5664333333333335
5,11083,2010-06-18 12:48:00,N,not applicable,not applicable,False,3.914266666666667e+20,34.81375438596491,133.65649122807017,132.99929824561403,61.64128070175439,0.9308893157894738,790316842105.2632,-0.015229875438596491,34.73917543859649,10.722557894736843,621430000000.0,1663.3789473684212,1.5769052631578947e+21,24.992807017543857,8.58512456140351,1.9438052631578946,49.035,0.0,0.0,0.0
6,11085,2010-06-28 18:00:00,N,not applicable,not applicable,False,8.062591525423729e+20,29.356949152542366,140.0513559322034,138.85135593220338,56.54762711864406,0.9071047118644066,1323826101694.9153,0.003693851389830509,59.11822033898305,5.270174406779661,705349661016.9491,1623.3050847457628,2.919910169491526e+21,21.722711864406786,3.263347457627119,1.1359728813559322,84.18781355932204,0.0,0.0,0.0
7,11088,2010-07-13 15:36:00,N,not applicable,not applicable,False,6.145057627118643e+20,30.762152542372885,141.33745762711868,139.9350847457627,59.3194406779661,-0.05948614440677965,819020338983.0509,0.006693654830508475,40.46098305084747,6.227033627118644,491435559322.0339,2218.250847457627,2.6732000000000005e+21,23.145254237288135,3.531220338983051,0.3055525423728814,31.16786440677966,0.0,0.0,0.0
8,11090,2010-07-27 15:36:00,N,not applicable,not applicable,False,1.2024406779661016e+21,29.210118644067794,121.58542372881358,120.48983050847455,45.549050847457636,0.43396279661016945,1965810169491.5254,0.0005404554847457625,81.50445762711863,2.7240328813559325,503978813559.322,1658.2593220338983,4.71611186440678e+21,24.50937288135593,4.3259338983050855,1.3943661016949151,72.14408474576271,0.0,0.0,0.0
9,11104,2010-08-30 05:24:00,N,not applicable,not applicable,False,1.0708015254237289e+21,30.826237288135594,127.36677966101695,126.30288135593221,53.43581355932203,0.9370650847457627,1927962711864.4067,0.0049262588135593225,81.1520847457627,9.22832881355932,946899661016.9491,1843.086440677966,4.517671186440678e+21,23.88389830508475,3.5427813559322034,0.2081135593220339,103.48289830508476,0.0,0.0,0.0
10,11114,2010-10-15 19:36:00,N,not applicable,not applicable,False,1.193075e+21,28.593833333333336,131.76666666666668,131.74450000000004,51.67168333333333,-0.6646355518333334,1474160000000.0,-0.0014468968333333331,75.64348333333335,4.983537416666667,604364866666.6666,1985.9550000000002,4.606816666666667e+21,22.711383333333334,3.544481333333333,0.55296,31.532249999999998,0.0,0.0,0.0
11,11116,2010-10-18 21:48:00,N,not applicable,not applicable,False,4.120634426229508e+20,38.341459016393436,163.24163934426232,160.86491803278693,95.80818032786883,0.7825788624590164,624179016393.4426,-0.02544270491803279,38.410754098360655,13.800549180327872,422382950819.6721,3768.3934426229503,2.7559032786885243e+21,24.81568852459016,6.564656229508197,0.7949672131147542,29.808999999999994,0.0,0.14747868852459017,0.32123278688524587
12,11118,2010-10-23 06:00:00,N,not applicable,not applicable,False,7.444331147540983e+20,30.064819672131147,118.19459016393442,117.62540983606557,47.98862295081967,0.29648101639344265,1427280327868.8525,0.0033806237704918033,58.70113114754098,4.521493737704918,366429852459.0164,1745.101639344262,3.072477049180328e+21,24.685245901639348,4.570401639344262,0.05368688524590164,71.56683606557377,0.0,0.0,0.0
13,11122,2010-11-08 20:36:00,N,not applicable,not applicable,False,1.741457627118644e+21,49.243033898305086,150.08847457627118,146.02745762711862,92.08079661016949,0.6362651186440678,3012884745762.712,0.00019585401694915248,166.1028813559322,6.112041694915255,849690847457.6271,5843.681355932204,1.9778474576271188e+22,34.34247457627119,22.240881355932203,2.129747457627119,95.778,263.6823728813559,38.59591525423729,196.52864406779662
14,11136,2010-12-26 12:48:00,N,not applicable,not applicable,False,2.8043034482758616e+21,31.943413793103446,117.45741379310346,119.32896551724136,54.260482758620704,-0.35085225862068964,3200555172413.793,0.00573929827586207,179.7810344827586,21.304293103448277,915147586206.8966,3135.137931034483,1.580019827586207e+22,24.96724137931035,8.67648275862069,2.5101741379310343,72.8983275862069,20.80939655172414,16.39612413793104,37.55335862068966
15,11137,2010-12-27 21:12:00,N,not applicable,not applicable,False,8.369218644067797e+20,33.398305084745765,152.0552542372881,151.1549152542373,71.10854237288135,1.3163393220338986,1624357627118.644,-0.007321012881355931,79.90023728813561,8.38035186440678,916261016949.1526,2021.4237288135594,3.534488135593221e+21,23.15957627118644,4.927099999999999,0.5359203389830509,91.56554237288135,0.0,0.0,0.0
16,11143,2011-01-09 20:24:00,N,not applicable,not applicable,False,9.709054237288138e+20,31.729525423728816,146.56508474576273,146.19966101694914,64.58877966101696,0.8681786440677965,1670659322033.8982,-0.000804735779661017,78.4471186440678,3.0173649661016944,713772203389.8306,1847.1152542372881,3.8609610169491527e+21,22.036050847457627,3.536835593220339,0.0,133.61796610169492,0.0,0.0,0.0
17,11144,2011-01-10 12:48:00,N,not applicable,not applicable,False,5.0196677966101696e+20,29.437627118644066,168.41389830508479,164.95050847457628,70.7491186440678,-0.5530626220338984,731971525423.7288,-0.0034812402033898306,39.81616949152542,2.7566575932203388,234130050847.45764,2757.1694915254234,2.494535593220339e+21,21.91281355932203,3.0073279661016943,0.5679644067796611,28.81803389830508,0.0,0.0,0.0
18,11148,2011-01-19 06:36:00,N,not applicable,not applicable,False,2.7970122807017545e+21,35.55959649122807,133.24719298245614,134.3119298245614,65.95282456140352,-0.012796561403508771,3127049122807.0176,-0.0007539547543859649,165.95929824561404,4.40951701754386,480157236842.1053,4289.122807017544,2.0679526315789474e+22,27.02729824561403,9.536729824561407,1.5973192982456141,94.21578947368421,422.4019298245614,21.278438596491227,116.82456140350877
19,11151,2011-01-28 22:36:00,N,not applicable,not applicable,False,9.575128813559323e+20,28.732440677966103,139.59050847457627,140.08389830508472,52.40776271186441,-0.21748727796610165,1271150847457.6272,-0.0064867044067796606,68.24767796610169,8.754569491525425,331914627118.64404,2219.122033898305,3.936072881355931e+21,22.424084745762713,4.0058189830508475,1.2538254237288136,28.894542372881354,0.0,0.0,0.0
20,11154,2011-02-09 11:48:00,N,not applicable,not applicable,False,9.478194736842106e+20,30.763842105263155,123.2619298245614,120.76526315789474,57.49184210526315,0.32393443859649124,1040454210526.3158,-0.002454603912280702,55.512228070175446,3.4234828421052637,290165035087.7193,2878.550877192983,5.08911403508772e+21,23.755122807017543,2.5903463157894735,0.0,26.167175438596487,0.0,0.7842754385964912,1.455122807017544
21,11155,2011-02-10 05:48:00,N,not applicable,not applicable,False,1.6710894444444444e+20,31.380185185185184,162.28129629629632,156.97629629629628,70.13761111111111,1.1803362592592592,374603148148.14813,-0.0017613681666666663,18.08167037037037,1.3874293333333332,210037366666.66666,2419.62962962963,8.899951851851853e+20,24.369981481481485,6.355294444444444,0.49702592592592587,15.177259259259259,0.0,0.0,0.0
22,11167,2011-03-07 03:00:00,N,not applicable,not applicable,False,1.9446864406779656e+21,37.8913559322034,148.87881355932203,147.61898305084745,75.95698305084747,0.7608688135593221,3667181355932.2036,-0.002836197288135594,174.75983050847458,9.065481355932205,1239787796610.1694,2614.650847457627,1.079627288135593e+22,26.469559322033902,10.045416949152543,1.5845728813559323,171.86542372881357,0.966822033898305,10.55449152542373,17.461966101694916
23,11168,2011-03-05 13:48:00,N,not applicable,not applicable,False,,,,,,,,,,,,,,,,,,,,
24,11174,2011-03-20 13:36:00,N,not applicable,not applicable,False,3.5118857142857145e+20,47.53357142857143,79.49800000000002,87.13814285714285,37.74285714285715,-1.7210142857142858,450265714285.7143,0.009136571428571428,20.84971428571428,5.239642857142857,552407142857.1428,2002.3571428571431,1.6797985714285713e+21,33.293,23.83414285714286,0.0,7.265542857142856,0.0,0.0,0.0
25,11177,2011-03-27 01:00:00,N,not applicable,not applicable,False,4.930961363636365e+21,32.67845454545454,129.55750000000003,128.68568181818182,54.16781818181817,0.6087595454545455,7874413636363.637,-0.00448035681818182,367.5618181818182,35.371545454545455,2498636363636.364,2426.0499999999997,2.537920454545454e+22,26.793977272727272,8.496006818181819,2.062913636363636,262.1461363636364,44.63545454545454,13.312920454545456,47.06816363636364
26,11179,2011-03-24 21:24:00,N,not applicable,not applicable,False,9.172295555555556e+20,41.2876,149.698,148.404,71.72222222222221,-0.1549749288888889,1765521555555.5557,-0.002354754,83.58315555555555,5.308234888888889,411184511111.1111,2708.733333333333,5.681322222222221e+21,30.01322222222223,18.86262222222222,1.3144,61.66804444444446,0.5467777777777778,0.6034888888888889,0.6978
27,11187,2011-04-11 21:24:00,N,not applicable,not applicable,False,1.9038135593220343e+21,34.43372881355932,141.74271186440677,141.11203389830507,65.33901694915254,0.4126940847457627,3296666101694.915,0.01031909491525424,161.40118644067798,30.496237288135593,1630547796610.1694,2445.471186440678,9.654405084745763e+21,26.351728813559326,8.325540677966101,2.333183050847458,146.0035593220339,0.0,1.4918983050847456,1.989728813559322
28,11188,2011-04-09 03:24:00,N,not applicable,not applicable,False,1.0768984745762711e+21,45.795966101694916,145.00386440677968,142.89723728813559,83.90455932203389,0.8289637966101694,2150791525423.7288,-0.002188078474576271,107.65545762711865,7.97610745762712,775967966101.695,3277.938983050848,7.901077966101695e+21,31.82733898305085,18.793472881355928,0.8030203389830508,78.73469491525424,68.10857627118645,13.270983050847457,36.78376271186441
29,11189,2011-04-10 23:12:00,N,not applicable,not applicable,False,1.942077966101695e+22,40.61089830508474,120.63491525423728,120.74067796610169,60.42533898305084,0.21503410169491527,33009813559322.035,-0.0005499086440677966,1534.7440677966101,50.42658474576271,3647898813559.3223,3458.3033898305084,1.482477966101695e+23,31.974220338983052,18.536389830508472,3.6969593220338988,1190.440677966102,2036.4193220338982,48.885677966101696,417.4354237288135
