,FLARE_TYPE,COINCIDENCE,TOTUSJZ_1,TOTUSJZ_2,TOTUSJZ_3,TOTUSJZ_4,TOTUSJZ_5,TOTUSJZ_6,TOTUSJZ_7,TOTUSJZ_8,TOTUSJZ_9,TOTUSJZ_10,TOTUSJZ_11,TOTUSJZ_12,TOTUSJZ_13,TOTUSJZ_14,TOTUSJZ_15,TOTUSJZ_16,TOTUSJZ_17,TOTUSJZ_18,TOTUSJZ_19,TOTUSJZ_20,TOTUSJZ_21,TOTUSJZ_22,TOTUSJZ_23,TOTUSJZ_24,TOTUSJZ_25,TOTUSJZ_26,TOTUSJZ_27,TOTUSJZ_28,TOTUSJZ_29,TOTUSJZ_30,TOTUSJZ_31,TOTUSJZ_32,TOTUSJZ_33,TOTUSJZ_34,TOTUSJZ_35,TOTUSJZ_36,TOTUSJZ_37,TOTUSJZ_38,TOTUSJZ_39,TOTUSJZ_40,TOTUSJZ_41,TOTUSJZ_42,TOTUSJZ_43,TOTUSJZ_44,TOTUSJZ_45,TOTUSJZ_46,TOTUSJZ_47,TOTUSJZ_48,TOTUSJZ_49,TOTUSJZ_50,TOTUSJZ_51,TOTUSJZ_52,TOTUSJZ_53,TOTUSJZ_54,TOTUSJZ_55
0,X,False,49798000000000.0,50329000000000.0,50637000000000.0,49921000000000.0,50534000000000.0,50522000000000.0,50492000000000.0,49582000000000.0,49678000000000.0,49648000000000.0,50103000000000.0,49338000000000.0,49572000000000.0,49211000000000.0,49586000000000.0,50519000000000.0,50319000000000.0,49752000000000.0,49966000000000.0,50085000000000.0,50922000000000.0,50942000000000.0,50376000000000.0,49654000000000.0,50547000000000.0,51145000000000.0,50856000000000.0,51043000000000.0,51550000000000.0,51609000000000.0,50719000000000.0,50858000000000.0,51123000000000.0,51273000000000.0,50707000000000.0,51158000000000.0,50725000000000.0,50391000000000.0,49966000000000.0,50342000000000.0,50646000000000.0,49627000000000.0,49441000000000.0,49985000000000.0,50232000000000.0,50239000000000.0,50037000000000.0,50601000000000.0,51112000000000.0,51312000000000.0,51398000000000.0,52256000000000.0,52154000000000.0,52339000000000.0,52313000000000.0
1,X,False,62324000000000.0,61686000000000.0,62797000000000.0,61799000000000.0,62366000000000.0,61484000000000.0,60860000000000.0,61379000000000.0,60785000000000.0,60778000000000.0,60279000000000.0,60809000000000.0,60777000000000.0,60657000000000.0,59731000000000.0,59688000000000.0,60548000000000.0,61117000000000.0,59936000000000.0,59512000000000.0,59792000000000.0,59305000000000.0,59386000000000.0,59493000000000.0,58784000000000.0,58263000000000.0,58137000000000.0,57350000000000.0,57628000000000.0,57292000000000.0,57848000000000.0,57375000000000.0,57059000000000.0,57167000000000.0,56480000000000.0,56871000000000.0,56788000000000.0,57647000000000.0,58497000000000.0,59042000000000.0,59281000000000.0,59190000000000.0,58978000000000.0,58100000000000.0,57238000000000.0,56914000000000.0,57162000000000.0,56851000000000.0,56865000000000.0,56554000000000.0,56578000000000.0,56314000000000.0,56117000000000.0,55842000000000.0,56069000000000.0
2,X,False,41675000000000.0,42121000000000.0,42426000000000.0,42106000000000.0,42148000000000.0,42000000000000.0,41958000000000.0,40262000000000.0,40524000000000.0,39574000000000.0,39596000000000.0,39292000000000.0,39103000000000.0,38603000000000.0,39214000000000.0,38895000000000.0,38787000000000.0,39039000000000.0,39549000000000.0,39744000000000.0,39425000000000.0,38616000000000.0,38239000000000.0,37830000000000.0,37811000000000.0,38404000000000.0,38543000000000.0,38092000000000.0,38112000000000.0,39008000000000.0,38613000000000.0,37997000000000.0,37663000000000.0,37482000000000.0,37760000000000.0,37750000000000.0,37185000000000.0,37496000000000.0,37959000000000.0,38692000000000.0,37985000000000.0,37964000000000.0,37348000000000.0,36720000000000.0,37173000000000.0,37355000000000.0,38156000000000.0,37931000000000.0,38183000000000.0,38910000000000.0,39603000000000.0,38972000000000.0,39544000000000.0,40492000000000.0,40485000000000.0
3,X,False,35737000000000.0,35971000000000.0,36350000000000.0,36574000000000.0,35810000000000.0,35741000000000.0,35486000000000.0,35319000000000.0,35563000000000.0,34874000000000.0,34928000000000.0,34605000000000.0,34093000000000.0,33953000000000.0,34239000000000.0,34121000000000.0,34036000000000.0,34649000000000.0,34651000000000.0,34397000000000.0,34067000000000.0,34070000000000.0,33867000000000.0,33687000000000.0,33657000000000.0,33521000000000.0,34301000000000.0,33574000000000.0,33596000000000.0,33557000000000.0,32971000000000.0,32368000000000.0,32608000000000.0,32575000000000.0,33144000000000.0,33983000000000.0,35113000000000.0,37022000000000.0,37927000000000.0,38615000000000.0,37185000000000.0,35771000000000.0,33426000000000.0,32350000000000.0,31135000000000.0,31107000000000.0,31604000000000.0,31441000000000.0,31282000000000.0,31127000000000.0,30861000000000.0,30584000000000.0,30909000000000.0,30496000000000.0,31201000000000.0
4,X,True,29136000000000.0,29650000000000.0,29585000000000.0,28928000000000.0,28517000000000.0,28694000000000.0,28929000000000.0,28712000000000.0,28745000000000.0,28643000000000.0,28832000000000.0,28881000000000.0,29159000000000.0,29415000000000.0,29388000000000.0,28688000000000.0,28982000000000.0,28940000000000.0,28652000000000.0,28987000000000.0,28034000000000.0,28444000000000.0,28777000000000.0,28852000000000.0,28806000000000.0,28572000000000.0,28149000000000.0,28830000000000.0,28234000000000.0,28646000000000.0,28728000000000.0,28926000000000.0,28903000000000.0,29242000000000.0,29509000000000.0,29878000000000.0,31276000000000.0,32717000000000.0,33572000000000.0,34842000000000.0,33367000000000.0,32060000000000.0,30510000000000.0,28814000000000.0,27952000000000.0,28276000000000.0,27383000000000.0,27614000000000.0,27682000000000.0,27365000000000.0,27682000000000.0,27491000000000.0,27525000000000.0,27504000000000.0,27652000000000.0
5,X,False,78539000000000.0,78771000000000.0,82272000000000.0,77766000000000.0,81167000000000.0,78763000000000.0,79547000000000.0,79900000000000.0,80598000000000.0,82043000000000.0,83969000000000.0,83841000000000.0,83459000000000.0,82580000000000.0,81985000000000.0,82788000000000.0,83135000000000.0,83071000000000.0,83102000000000.0,82754000000000.0,84481000000000.0,83994000000000.0,85342000000000.0,85888000000000.0,86079000000000.0,85656000000000.0,85732000000000.0,85878000000000.0,86054000000000.0,86844000000000.0,86961000000000.0,87027000000000.0,87495000000000.0,86001000000000.0,87164000000000.0,85194000000000.0,87339000000000.0,86625000000000.0,88869000000000.0,87798000000000.0,87836000000000.0,86492000000000.0,88201000000000.0,88000000000000.0,87891000000000.0,87089000000000.0,87038000000000.0,87002000000000.0,88688000000000.0,89290000000000.0,90122000000000.0,92908000000000.0,93170000000000.0,91290000000000.0,91273000000000.0
6,X,True,35637000000000.0,35277000000000.0,35231000000000.0,35187000000000.0,34494000000000.0,35486000000000.0,35745000000000.0,34954000000000.0,35664000000000.0,35150000000000.0,35298000000000.0,35427000000000.0,35830000000000.0,35629000000000.0,35063000000000.0,35089000000000.0,35074000000000.0,34410000000000.0,34692000000000.0,34358000000000.0,34832000000000.0,34486000000000.0,34935000000000.0,35926000000000.0,36230000000000.0,36648000000000.0,36953000000000.0,35907000000000.0,37985000000000.0,37839000000000.0,39046000000000.0,38301000000000.0,38936000000000.0,38570000000000.0,38380000000000.0,37975000000000.0,37362000000000.0,37294000000000.0,37912000000000.0,38218000000000.0,39538000000000.0,39736000000000.0,40287000000000.0,40611000000000.0,41998000000000.0,41114000000000.0,41637000000000.0,41684000000000.0,41782000000000.0,42561000000000.0,42931000000000.0,42965000000000.0,43621000000000.0,43251000000000.0,43158000000000.0
7,X,False,139290000000000.0,138110000000000.0,137690000000000.0,137290000000000.0,137280000000000.0,137530000000000.0,135440000000000.0,135610000000000.0,135170000000000.0,134840000000000.0,134080000000000.0,134870000000000.0,132480000000000.0,133520000000000.0,134020000000000.0,133980000000000.0,133980000000000.0,133640000000000.0,135160000000000.0,134830000000000.0,135230000000000.0,137770000000000.0,139250000000000.0,140580000000000.0,211280000000000.0,146670000000000.0,147240000000000.0,147410000000000.0,147250000000000.0,148100000000000.0,146090000000000.0,145030000000000.0,144740000000000.0,142350000000000.0,140830000000000.0,140550000000000.0,140430000000000.0,139010000000000.0,139590000000000.0,139890000000000.0,140850000000000.0,140760000000000.0,140310000000000.0,140840000000000.0,140140000000000.0,140310000000000.0,138840000000000.0,139820000000000.0,139750000000000.0,140240000000000.0,138840000000000.0,138620000000000.0,138050000000000.0,139160000000000.0,139630000000000.0
8,X,False,23656000000000.0,23585000000000.0,23836000000000.0,23698000000000.0,23614000000000.0,24062000000000.0,24083000000000.0,23827000000000.0,23767000000000.0,24350000000000.0,23599000000000.0,24428000000000.0,24126000000000.0,24137000000000.0,24651000000000.0,24182000000000.0,24463000000000.0,24961000000000.0,25035000000000.0,24618000000000.0,24699000000000.0,25006000000000.0,24917000000000.0,24816000000000.0,25060000000000.0,25069000000000.0,25700000000000.0,26601000000000.0,26748000000000.0,26912000000000.0,26310000000000.0,27245000000000.0,27042000000000.0,27795000000000.0,27879000000000.0,26962000000000.0,27185000000000.0,28338000000000.0,28082000000000.0,27149000000000.0,27078000000000.0,27035000000000.0,27147000000000.0,27543000000000.0,27466000000000.0,27481000000000.0,27091000000000.0,26754000000000.0,27031000000000.0,27154000000000.0,27517000000000.0,27663000000000.0,27635000000000.0,27353000000000.0,26656000000000.0
9,X,True,71239000000000.0,70460000000000.0,69888000000000.0,69884000000000.0,70080000000000.0,69678000000000.0,69982000000000.0,69079000000000.0,69033000000000.0,68690000000000.0,69133000000000.0,69276000000000.0,69803000000000.0,69375000000000.0,69822000000000.0,69292000000000.0,68325000000000.0,68867000000000.0,69250000000000.0,69551000000000.0,69382000000000.0,70494000000000.0,69705000000000.0,70116000000000.0,71512000000000.0,71517000000000.0,71649000000000.0,71110000000000.0,70026000000000.0,68910000000000.0,69067000000000.0,68445000000000.0,67463000000000.0,68014000000000.0,66561000000000.0,66956000000000.0,66686000000000.0,66542000000000.0,66232000000000.0,65888000000000.0,66019000000000.0,67228000000000.0,67021000000000.0,68086000000000.0,65728000000000.0,65676000000000.0,65893000000000.0,67478000000000.0,65617000000000.0,66314000000000.0,66771000000000.0,66049000000000.0,67285000000000.0,68312000000000.0,68238000000000.0
10,X,False,65433000000000.0,64448000000000.0,63143000000000.0,64089000000000.0,63393000000000.0,61806000000000.0,62613000000000.0,61620000000000.0,59112000000000.0,59545000000000.0,58417000000000.0,57755000000000.0,56658000000000.0,56463000000000.0,55517000000000.0,56000000000000.0,55554000000000.0,55244000000000.0,54133000000000.0,54622000000000.0,53238000000000.0,52917000000000.0,51816000000000.0,50158000000000.0,51356000000000.0,49183000000000.0,50503000000000.0,48709000000000.0,47758000000000.0,45884000000000.0,44032000000000.0,43034000000000.0,40943000000000.0,38261000000000.0,39080000000000.0,38872000000000.0,37164000000000.0,37907000000000.0,35278000000000.0,37686000000000.0,35029000000000.0,34151000000000.0,34360000000000.0,34749000000000.0,33394000000000.0,32380000000000.0,31259000000000.0,30241000000000.0,31315000000000.0,28914000000000.0,27849000000000.0,27181000000000.0,26028000000000.0,26109000000000.0,25530000000000.0
11,X,False,93272000000000.0,93831000000000.0,93295000000000.0,94041000000000.0,93858000000000.0,93922000000000.0,93002000000000.0,93676000000000.0,94797000000000.0,95137000000000.0,95466000000000.0,94278000000000.0,94688000000000.0,95933000000000.0,94658000000000.0,96528000000000.0,97341000000000.0,95571000000000.0,96096000000000.0,97035000000000.0,97602000000000.0,95890000000000.0,95653000000000.0,95764000000000.0,95159000000000.0,95665000000000.0,94059000000000.0,94859000000000.0,93991000000000.0,94151000000000.0,93201000000000.0,94862000000000.0,95220000000000.0,95028000000000.0,95530000000000.0,95194000000000.0,95887000000000.0,96069000000000.0,95527000000000.0,97549000000000.0,98088000000000.0,98324000000000.0,97669000000000.0,99549000000000.0,98910000000000.0,101410000000000.0,101230000000000.0,102200000000000.0,102080000000000.0,100200000000000.0,98987000000000.0,98218000000000.0,96720000000000.0,94820000000000.0,94945000000000.0
12,X,False,84623000000000.0,84824000000000.0,84991000000000.0,85015000000000.0,84970000000000.0,84765000000000.0,83690000000000.0,83620000000000.0,83344000000000.0,83254000000000.0,83287000000000.0,83042000000000.0,82427000000000.0,82397000000000.0,82651000000000.0,83512000000000.0,82977000000000.0,82679000000000.0,84620000000000.0,85379000000000.0,85677000000000.0,86099000000000.0,86303000000000.0,85769000000000.0,85180000000000.0,84437000000000.0,84159000000000.0,85202000000000.0,84918000000000.0,84398000000000.0,84413000000000.0,85166000000000.0,83339000000000.0,82952000000000.0,83554000000000.0,82947000000000.0,83526000000000.0,84250000000000.0,83392000000000.0,83103000000000.0,83701000000000.0,83483000000000.0,83982000000000.0,84302000000000.0,85055000000000.0,85995000000000.0,84995000000000.0,85935000000000.0,85689000000000.0,84632000000000.0,85700000000000.0,86600000000000.0,86196000000000.0,86024000000000.0,86596000000000.0
13,X,False,64394000000000.0,64189000000000.0,63461000000000.0,63958000000000.0,63323000000000.0,63652000000000.0,63480000000000.0,62928000000000.0,63355000000000.0,62951000000000.0,62544000000000.0,63039000000000.0,62235000000000.0,62103000000000.0,61687000000000.0,61068000000000.0,61004000000000.0,61409000000000.0,61067000000000.0,61591000000000.0,61858000000000.0,62914000000000.0,62165000000000.0,62956000000000.0,64330000000000.0,63605000000000.0,64177000000000.0,64427000000000.0,64769000000000.0,65036000000000.0,65452000000000.0,65436000000000.0,65371000000000.0,65355000000000.0,65250000000000.0,64941000000000.0,65287000000000.0,64037000000000.0,64916000000000.0,65185000000000.0,64303000000000.0,63635000000000.0,63619000000000.0,63334000000000.0,62932000000000.0,62343000000000.0,62010000000000.0,61523000000000.0,61507000000000.0,61201000000000.0,61534000000000.0,61463000000000.0,62211000000000.0,62661000000000.0,62089000000000.0
14,X,False,56665000000000.0,57062000000000.0,57488000000000.0,56582000000000.0,55657000000000.0,55671000000000.0,56107000000000.0,56219000000000.0,56126000000000.0,56198000000000.0,55719000000000.0,54785000000000.0,55866000000000.0,56353000000000.0,57606000000000.0,57317000000000.0,57383000000000.0,57265000000000.0,56530000000000.0,57226000000000.0,56970000000000.0,57419000000000.0,57407000000000.0,57000000000000.0,56912000000000.0,57863000000000.0,57242000000000.0,58073000000000.0,57649000000000.0,58298000000000.0,59478000000000.0,58873000000000.0,59159000000000.0,59674000000000.0,59240000000000.0,59637000000000.0,59528000000000.0,59132000000000.0,59210000000000.0,68133000000000.0,58446000000000.0,58600000000000.0,56192000000000.0,56698000000000.0,56897000000000.0,56589000000000.0,56641000000000.0,56627000000000.0,56158000000000.0,55905000000000.0,55190000000000.0,55291000000000.0,54243000000000.0,54894000000000.0,55561000000000.0
15,X,False,147390000000000.0,147620000000000.0,148030000000000.0,147540000000000.0,146660000000000.0,149390000000000.0,147710000000000.0,148640000000000.0,147650000000000.0,147240000000000.0,147460000000000.0,146950000000000.0,147890000000000.0,148740000000000.0,147860000000000.0,148210000000000.0,148020000000000.0,148830000000000.0,147220000000000.0,146080000000000.0,145660000000000.0,143550000000000.0,143380000000000.0,142050000000000.0,141580000000000.0,141280000000000.0,140090000000000.0,140990000000000.0,141350000000000.0,139900000000000.0,141520000000000.0,141580000000000.0,141050000000000.0,141350000000000.0,140910000000000.0,140030000000000.0,138960000000000.0,138630000000000.0,139150000000000.0,139220000000000.0,139250000000000.0,139580000000000.0,138130000000000.0,138960000000000.0,138810000000000.0,138770000000000.0,138410000000000.0,137670000000000.0,136680000000000.0,137380000000000.0,136020000000000.0,136830000000000.0,137190000000000.0,136190000000000.0,136680000000000.0
16,X,False,2493500000000.0,2532300000000.0,2529200000000.0,2542700000000.0,2730600000000.0,2952400000000.0,3021100000000.0,3029100000000.0,3056500000000.0,3203700000000.0,3487500000000.0,3661000000000.0,3939500000000.0,4170300000000.0,4645500000000.0,5147700000000.0,5338200000000.0,5164900000000.0,5823000000000.0,6491100000000.0,6770000000000.0,7112700000000.0,6600900000000.0,6915400000000.0,7176200000000.0,7470100000000.0,7146100000000.0,7182800000000.0,6908700000000.0,6922200000000.0,7383300000000.0,6684700000000.0,6946800000000.0,7099900000000.0,7589100000000.0,7938900000000.0,8119700000000.0,8341000000000.0,8680700000000.0,8980500000000.0,9189800000000.0,9589400000000.0,10160000000000.0,11014000000000.0,10489000000000.0,11047000000000.0,11320000000000.0,10732000000000.0,10703000000000.0,11290000000000.0,11722000000000.0,11016000000000.0,11058000000000.0,11564000000000.0,11916000000000.0
17,X,False,34943000000000.0,34333000000000.0,34220000000000.0,34072000000000.0,33697000000000.0,33488000000000.0,33331000000000.0,33124000000000.0,33545000000000.0,33764000000000.0,34520000000000.0,35044000000000.0,34259000000000.0,34801000000000.0,34599000000000.0,34927000000000.0,34111000000000.0,33438000000000.0,32986000000000.0,33542000000000.0,32962000000000.0,30318000000000.0,29953000000000.0,30279000000000.0,27435000000000.0,27459000000000.0,26078000000000.0,24889000000000.0,24868000000000.0,23940000000000.0,24101000000000.0,24055000000000.0,23784000000000.0,24456000000000.0,24630000000000.0,24603000000000.0,24636000000000.0,25536000000000.0,25265000000000.0,24925000000000.0,24905000000000.0,24610000000000.0,24447000000000.0,23606000000000.0,23860000000000.0,23700000000000.0,23668000000000.0,23488000000000.0,22791000000000.0,22190000000000.0,22518000000000.0,22067000000000.0,21511000000000.0,21222000000000.0,21262000000000.0
18,X,False,15700000000000.0,15896000000000.0,16638000000000.0,16549000000000.0,17290000000000.0,17115000000000.0,17558000000000.0,18021000000000.0,18926000000000.0,19495000000000.0,19636000000000.0,20181000000000.0,19608000000000.0,19862000000000.0,18800000000000.0,19439000000000.0,20083000000000.0,19363000000000.0,19278000000000.0,20842000000000.0,19233000000000.0,19201000000000.0,19656000000000.0,19077000000000.0,19903000000000.0,20076000000000.0,19352000000000.0,19552000000000.0,20467000000000.0,19849000000000.0,21849000000000.0,20321000000000.0,20164000000000.0,20653000000000.0,20118000000000.0,20205000000000.0,20636000000000.0,20531000000000.0,20878000000000.0,20841000000000.0,21028000000000.0,21294000000000.0,20643000000000.0,20494000000000.0,19939000000000.0,19620000000000.0,19915000000000.0,19800000000000.0,20072000000000.0,20437000000000.0,19789000000000.0,21153000000000.0,19710000000000.0,19951000000000.0,19500000000000.0
19,X,False,98157000000000.0,103340000000000.0,99194000000000.0,105470000000000.0,100640000000000.0,103280000000000.0,103800000000000.0,106440000000000.0,109820000000000.0,112270000000000.0,108440000000000.0,112340000000000.0,111690000000000.0,111880000000000.0,112160000000000.0,113290000000000.0,111830000000000.0,112640000000000.0,109890000000000.0,108700000000000.0,106260000000000.0,111140000000000.0,106310000000000.0,105280000000000.0,106880000000000.0,104510000000000.0,105530000000000.0,105820000000000.0,105570000000000.0,106820000000000.0,108160000000000.0,109150000000000.0,107840000000000.0,107710000000000.0,109780000000000.0,112440000000000.0,111770000000000.0,111400000000000.0,111810000000000.0,111470000000000.0,111520000000000.0,110270000000000.0,110540000000000.0,110310000000000.0,111850000000000.0,112930000000000.0,113900000000000.0,113260000000000.0,114490000000000.0,113200000000000.0,113020000000000.0,113770000000000.0,114450000000000.0,111610000000000.0,114860000000000.0
20,X,True,229980000000000.0,229180000000000.0,229780000000000.0,229390000000000.0,229360000000000.0,228850000000000.0,227230000000000.0,227370000000000.0,225920000000000.0,226540000000000.0,227690000000000.0,227900000000000.0,228280000000000.0,229270000000000.0,229530000000000.0,231000000000000.0,231350000000000.0,232000000000000.0,233970000000000.0,234180000000000.0,235210000000000.0,234620000000000.0,234890000000000.0,235010000000000.0,235460000000000.0,234930000000000.0,233900000000000.0,233670000000000.0,235170000000000.0,235530000000000.0,236290000000000.0,235260000000000.0,236460000000000.0,235560000000000.0,239430000000000.0,236890000000000.0,238880000000000.0,237440000000000.0,239820000000000.0,239750000000000.0,240770000000000.0,241030000000000.0,240750000000000.0,239350000000000.0,239550000000000.0,240730000000000.0,240660000000000.0,241070000000000.0,241470000000000.0,239660000000000.0,239870000000000.0,240940000000000.0,240770000000000.0,239290000000000.0,239880000000000.0
21,X,False,73913000000000.0,73094000000000.0,72386000000000.0,71981000000000.0,70748000000000.0,69316000000000.0,69961000000000.0,69190000000000.0,68950000000000.0,68193000000000.0,67618000000000.0,68054000000000.0,67331000000000.0,67280000000000.0,67382000000000.0,67547000000000.0,67411000000000.0,67822000000000.0,68453000000000.0,68029000000000.0,68564000000000.0,68083000000000.0,68297000000000.0,69476000000000.0,69703000000000.0,69140000000000.0,69865000000000.0,70805000000000.0,70087000000000.0,70725000000000.0,70386000000000.0,70583000000000.0,69542000000000.0,70083000000000.0,70689000000000.0,70837000000000.0,71226000000000.0,70799000000000.0,71335000000000.0,71459000000000.0,71089000000000.0,70607000000000.0,70319000000000.0,70245000000000.0,70587000000000.0,70638000000000.0,70644000000000.0,70443000000000.0,69447000000000.0,70232000000000.0,69417000000000.0,69959000000000.0,69468000000000.0,69058000000000.0,68065000000000.0
22,X,True,51874000000000.0,51750000000000.0,51438000000000.0,51322000000000.0,51030000000000.0,50499000000000.0,49847000000000.0,48887000000000.0,48101000000000.0,48117000000000.0,47866000000000.0,47367000000000.0,46957000000000.0,46471000000000.0,46569000000000.0,46977000000000.0,46846000000000.0,46588000000000.0,47660000000000.0,48229000000000.0,47740000000000.0,48322000000000.0,48881000000000.0,48022000000000.0,48125000000000.0,48547000000000.0,47568000000000.0,47584000000000.0,47886000000000.0,48011000000000.0,48186000000000.0,48141000000000.0,47699000000000.0,47978000000000.0,48175000000000.0,48083000000000.0,47826000000000.0,48207000000000.0,47871000000000.0,47969000000000.0,48433000000000.0,48992000000000.0,49127000000000.0,48770000000000.0,48710000000000.0,48923000000000.0,49353000000000.0,49150000000000.0,48706000000000.0,48946000000000.0,48598000000000.0,49287000000000.0,48937000000000.0,49109000000000.0,49570000000000.0
23,X,False,1589900000000.0,1620600000000.0,2069600000000.0,2232500000000.0,3192800000000.0,2418400000000.0,2422000000000.0,2061700000000.0,2105800000000.0,2212600000000.0,2485200000000.0,2741200000000.0,3018700000000.0,3306600000000.0,3665600000000.0,3673400000000.0,4031700000000.0,4843500000000.0,5520100000000.0,5983700000000.0,6241000000000.0,7495300000000.0,6902000000000.0,6930700000000.0,7253000000000.0,7404400000000.0,7580300000000.0,8034300000000.0,7529500000000.0,7485700000000.0,7757000000000.0,7831300000000.0,9383200000000.0,8157600000000.0,7975200000000.0,8374400000000.0,8487300000000.0,8763700000000.0,9282200000000.0,9604400000000.0,10311000000000.0,10387000000000.0,10802000000000.0,10742000000000.0,10901000000000.0,11351000000000.0,11596000000000.0,11729000000000.0,12254000000000.0,12632000000000.0,12809000000000.0,13539000000000.0,13817000000000.0,14517000000000.0,14831000000000.0
24,X,True,83022000000000.0,80732000000000.0,79908000000000.0,79695000000000.0,79693000000000.0,80766000000000.0,81477000000000.0,82386000000000.0,82312000000000.0,82458000000000.0,83244000000000.0,83221000000000.0,81851000000000.0,82042000000000.0,83544000000000.0,82895000000000.0,81509000000000.0,81882000000000.0,82898000000000.0,82816000000000.0,83316000000000.0,83058000000000.0,83771000000000.0,83938000000000.0,83665000000000.0,83718000000000.0,83671000000000.0,83877000000000.0,83575000000000.0,83195000000000.0,83671000000000.0,84411000000000.0,83379000000000.0,82980000000000.0,81646000000000.0,83104000000000.0,82735000000000.0,82587000000000.0,82639000000000.0,82993000000000.0,81600000000000.0,81504000000000.0,81388000000000.0,80913000000000.0,81503000000000.0,81687000000000.0,83056000000000.0,82228000000000.0,81975000000000.0,82256000000000.0,82718000000000.0,83050000000000.0,83785000000000.0,82937000000000.0,83247000000000.0
25,X,True,83544000000000.0,82895000000000.0,81509000000000.0,81882000000000.0,82898000000000.0,82816000000000.0,83316000000000.0,83058000000000.0,83771000000000.0,83938000000000.0,83665000000000.0,83718000000000.0,83671000000000.0,83877000000000.0,83575000000000.0,83195000000000.0,83671000000000.0,84411000000000.0,83379000000000.0,82980000000000.0,81646000000000.0,83104000000000.0,82735000000000.0,82587000000000.0,82639000000000.0,82993000000000.0,81600000000000.0,81504000000000.0,81388000000000.0,80913000000000.0,81503000000000.0,81687000000000.0,83056000000000.0,82228000000000.0,81975000000000.0,82256000000000.0,82718000000000.0,83050000000000.0,83785000000000.0,82937000000000.0,83247000000000.0,83615000000000.0,81931000000000.0,82538000000000.0,82466000000000.0,82681000000000.0,82127000000000.0,83059000000000.0,83567000000000.0,84346000000000.0,84166000000000.0,83482000000000.0,83320000000000.0,83898000000000.0,83793000000000.0
26,X,False,41858000000000.0,41911000000000.0,41804000000000.0,39742000000000.0,39668000000000.0,39051000000000.0,38807000000000.0,38711000000000.0,38579000000000.0,38300000000000.0,35136000000000.0,34915000000000.0,35438000000000.0,34932000000000.0,33414000000000.0,31383000000000.0,29943000000000.0,29966000000000.0,28252000000000.0,28244000000000.0,27261000000000.0,26844000000000.0,25833000000000.0,26461000000000.0,25231000000000.0,24285000000000.0,23801000000000.0,24116000000000.0,23203000000000.0,21695000000000.0,23159000000000.0,22394000000000.0,22673000000000.0,21644000000000.0,21818000000000.0,20615000000000.0,20636000000000.0,20442000000000.0,19825000000000.0,19560000000000.0,19952000000000.0,18426000000000.0,17672000000000.0,17357000000000.0,15919000000000.0,14667000000000.0,15847000000000.0,12166000000000.0,11856000000000.0,10615000000000.0,10365000000000.0,9294800000000.0,8956400000000.0,7904400000000.0,7786000000000.0
27,M,False,12649000000000.0,13373000000000.0,13292000000000.0,13027000000000.0,13225000000000.0,13733000000000.0,13383000000000.0,12590000000000.0,12624000000000.0,12455000000000.0,12453000000000.0,12191000000000.0,11823000000000.0,11880000000000.0,12386000000000.0,11868000000000.0,12038000000000.0,11639000000000.0,11420000000000.0,11286000000000.0,11349000000000.0,10814000000000.0,11385000000000.0,7551100000000.0,12463000000000.0,12021000000000.0,12281000000000.0,11983000000000.0,12355000000000.0,12164000000000.0,12154000000000.0,12572000000000.0,12047000000000.0,12296000000000.0,12235000000000.0,11680000000000.0,12224000000000.0,12097000000000.0,12685000000000.0,12546000000000.0,12985000000000.0,12957000000000.0,13048000000000.0,12889000000000.0,12891000000000.0,12840000000000.0,12227000000000.0,12417000000000.0,12592000000000.0,12638000000000.0,12653000000000.0,12474000000000.0,12590000000000.0,12212000000000.0,12104000000000.0
28,M,False,3090500000000.0,2990900000000.0,3006800000000.0,3806200000000.0,3278800000000.0,3845900000000.0,4191500000000.0,3759700000000.0,3732700000000.0,3847200000000.0,4206600000000.0,4795100000000.0,4564700000000.0,4634700000000.0,4862800000000.0,5079700000000.0,5450300000000.0,4710300000000.0,5234400000000.0,5212500000000.0,6057500000000.0,5909000000000.0,6306900000000.0,5751100000000.0,6194700000000.0,6284600000000.0,6131800000000.0,6376600000000.0,6235600000000.0,6434200000000.0,6070800000000.0,7052500000000.0,7184900000000.0,7751500000000.0,7584800000000.0,8251200000000.0,8047800000000.0,8205500000000.0,8638000000000.0,8549300000000.0,8880000000000.0,8500500000000.0,9023600000000.0,8426400000000.0,8623400000000.0,8591900000000.0,9004700000000.0,8618600000000.0,9623200000000.0,9699500000000.0,9794900000000.0,10518000000000.0,10734000000000.0,10795000000000.0,10910000000000.0
