,FLARE_TYPE,COINCIDENCE,TOTUSJZ_1,TOTUSJZ_2,TOTUSJZ_3,TOTUSJZ_4,TOTUSJZ_5,TOTUSJZ_6,TOTUSJZ_7,TOTUSJZ_8,TOTUSJZ_9,TOTUSJZ_10,TOTUSJZ_11,TOTUSJZ_12,TOTUSJZ_13,TOTUSJZ_14,TOTUSJZ_15,TOTUSJZ_16,TOTUSJZ_17,TOTUSJZ_18,TOTUSJZ_19,TOTUSJZ_20,TOTUSJZ_21,TOTUSJZ_22,TOTUSJZ_23,TOTUSJZ_24,TOTUSJZ_25,TOTUSJZ_26,TOTUSJZ_27,TOTUSJZ_28,TOTUSJZ_29,TOTUSJZ_30,TOTUSJZ_31,TOTUSJZ_32,TOTUSJZ_33,TOTUSJZ_34,TOTUSJZ_35,TOTUSJZ_36,TOTUSJZ_37,TOTUSJZ_38,TOTUSJZ_39,TOTUSJZ_40,TOTUSJZ_41,TOTUSJZ_42,TOTUSJZ_43,TOTUSJZ_44,TOTUSJZ_45,TOTUSJZ_46,TOTUSJZ_47,TOTUSJZ_48,TOTUSJZ_49,TOTUSJZ_50,TOTUSJZ_51,TOTUSJZ_52,TOTUSJZ_53,TOTUSJZ_54,TOTUSJZ_55
374,M,True,62218000000000.0,62501000000000.0,64144000000000.0,63720000000000.0,64149000000000.0,64072000000000.0,64911000000000.0,64444000000000.0,64781000000000.0,63787000000000.0,64611000000000.0,63743000000000.0,63739000000000.0,64955000000000.0,63987000000000.0,65141000000000.0,66305000000000.0,66477000000000.0,65070000000000.0,65201000000000.0,65484000000000.0,65503000000000.0,66725000000000.0,65459000000000.0,65103000000000.0,65772000000000.0,65656000000000.0,64724000000000.0,65351000000000.0,65190000000000.0,66105000000000.0,65921000000000.0,65800000000000.0,65720000000000.0,66037000000000.0,66203000000000.0,66404000000000.0,66836000000000.0,67148000000000.0,67714000000000.0,68216000000000.0,67607000000000.0,68765000000000.0,70338000000000.0,70884000000000.0,70296000000000.0,72284000000000.0,73195000000000.0,73142000000000.0,72494000000000.0,72246000000000.0,69951000000000.0,69587000000000.0,69087000000000.0,67126000000000.0
375,M,False,65503000000000.0,66725000000000.0,65459000000000.0,65103000000000.0,65772000000000.0,65656000000000.0,64724000000000.0,65351000000000.0,65190000000000.0,66105000000000.0,65921000000000.0,65800000000000.0,65720000000000.0,66037000000000.0,66203000000000.0,66404000000000.0,66836000000000.0,67148000000000.0,67714000000000.0,68216000000000.0,67607000000000.0,68765000000000.0,70338000000000.0,70884000000000.0,70296000000000.0,72284000000000.0,73195000000000.0,73142000000000.0,72494000000000.0,72246000000000.0,69951000000000.0,69587000000000.0,69087000000000.0,67126000000000.0,66079000000000.0,65720000000000.0,64448000000000.0,63781000000000.0,63386000000000.0,62928000000000.0,62176000000000.0,63224000000000.0,62853000000000.0,63412000000000.0,62466000000000.0,61872000000000.0,61627000000000.0,61902000000000.0,61278000000000.0,61803000000000.0,62542000000000.0,62350000000000.0,62412000000000.0,62294000000000.0,62181000000000.0
376,M,False,65800000000000.0,65720000000000.0,66037000000000.0,66203000000000.0,66404000000000.0,66836000000000.0,67148000000000.0,67714000000000.0,68216000000000.0,67607000000000.0,68765000000000.0,70338000000000.0,70884000000000.0,70296000000000.0,72284000000000.0,73195000000000.0,73142000000000.0,72494000000000.0,72246000000000.0,69951000000000.0,69587000000000.0,69087000000000.0,67126000000000.0,66079000000000.0,65720000000000.0,64448000000000.0,63781000000000.0,63386000000000.0,62928000000000.0,62176000000000.0,63224000000000.0,62853000000000.0,63412000000000.0,62466000000000.0,61872000000000.0,61627000000000.0,61902000000000.0,61278000000000.0,61803000000000.0,62542000000000.0,62350000000000.0,62412000000000.0,62294000000000.0,62181000000000.0,62818000000000.0,63503000000000.0,63855000000000.0,64334000000000.0,64390000000000.0,64453000000000.0,63468000000000.0,63791000000000.0,64233000000000.0,65138000000000.0,66398000000000.0
377,M,False,63224000000000.0,62853000000000.0,63412000000000.0,62466000000000.0,61872000000000.0,61627000000000.0,61902000000000.0,61278000000000.0,61803000000000.0,62542000000000.0,62350000000000.0,62412000000000.0,62294000000000.0,62181000000000.0,62818000000000.0,63503000000000.0,63855000000000.0,64334000000000.0,64390000000000.0,64453000000000.0,63468000000000.0,63791000000000.0,64233000000000.0,65138000000000.0,66398000000000.0,66828000000000.0,67485000000000.0,69857000000000.0,71153000000000.0,72443000000000.0,73266000000000.0,73435000000000.0,73759000000000.0,73913000000000.0,73094000000000.0,72386000000000.0,71981000000000.0,70748000000000.0,69316000000000.0,69961000000000.0,69190000000000.0,68950000000000.0,68193000000000.0,67618000000000.0,68054000000000.0,67331000000000.0,67280000000000.0,67382000000000.0,67547000000000.0,67411000000000.0,67822000000000.0,68453000000000.0,68029000000000.0,68564000000000.0,68083000000000.0
378,M,False,66003000000000.0,66377000000000.0,65952000000000.0,65562000000000.0,64835000000000.0,64913000000000.0,64392000000000.0,62641000000000.0,60876000000000.0,60503000000000.0,60042000000000.0,59870000000000.0,58969000000000.0,58427000000000.0,58070000000000.0,58117000000000.0,57702000000000.0,57391000000000.0,57324000000000.0,57552000000000.0,57174000000000.0,57395000000000.0,57667000000000.0,59630000000000.0,60532000000000.0,60614000000000.0,62185000000000.0,61842000000000.0,62286000000000.0,61594000000000.0,62058000000000.0,61120000000000.0,60115000000000.0,59192000000000.0,59127000000000.0,58105000000000.0,57809000000000.0,57105000000000.0,56625000000000.0,56874000000000.0,56266000000000.0,56024000000000.0,55506000000000.0,55261000000000.0,54541000000000.0,55131000000000.0,54383000000000.0,54288000000000.0,54463000000000.0,54552000000000.0,54465000000000.0,54331000000000.0,55004000000000.0,55717000000000.0,55780000000000.0
379,M,True,92347000000000.0,93721000000000.0,94007000000000.0,94216000000000.0,94122000000000.0,95344000000000.0,96068000000000.0,94882000000000.0,94124000000000.0,96896000000000.0,96503000000000.0,97549000000000.0,97081000000000.0,98368000000000.0,100050000000000.0,101610000000000.0,102490000000000.0,102200000000000.0,104610000000000.0,108200000000000.0,111150000000000.0,113820000000000.0,116340000000000.0,115640000000000.0,118090000000000.0,118240000000000.0,116640000000000.0,115720000000000.0,115590000000000.0,113060000000000.0,112540000000000.0,111460000000000.0,109220000000000.0,109000000000000.0,109090000000000.0,108960000000000.0,107520000000000.0,106220000000000.0,108590000000000.0,106000000000000.0,105300000000000.0,105410000000000.0,105380000000000.0,106890000000000.0,106180000000000.0,106520000000000.0,107220000000000.0,108070000000000.0,110120000000000.0,115630000000000.0,112260000000000.0,113430000000000.0,113980000000000.0,114400000000000.0,115920000000000.0
380,M,True,106520000000000.0,107220000000000.0,108070000000000.0,110120000000000.0,115630000000000.0,112260000000000.0,113430000000000.0,113980000000000.0,114400000000000.0,115920000000000.0,116460000000000.0,116720000000000.0,115880000000000.0,117940000000000.0,118000000000000.0,117860000000000.0,117820000000000.0,117650000000000.0,118550000000000.0,120420000000000.0,119920000000000.0,121970000000000.0,121050000000000.0,121650000000000.0,121530000000000.0,120820000000000.0,121570000000000.0,120180000000000.0,120600000000000.0,119040000000000.0,119850000000000.0,118950000000000.0,119960000000000.0,117060000000000.0,117800000000000.0,119480000000000.0,118110000000000.0,119540000000000.0,120660000000000.0,118360000000000.0,119850000000000.0,119880000000000.0,120460000000000.0,120800000000000.0,123410000000000.0,124400000000000.0,126940000000000.0,127900000000000.0,130070000000000.0,132070000000000.0,132360000000000.0,135350000000000.0,137230000000000.0,138700000000000.0,138090000000000.0
381,M,False,153250000000000.0,153080000000000.0,149500000000000.0,147710000000000.0,146680000000000.0,146610000000000.0,145630000000000.0,143980000000000.0,143270000000000.0,143810000000000.0,144100000000000.0,142460000000000.0,141910000000000.0,142870000000000.0,142190000000000.0,143090000000000.0,144300000000000.0,145960000000000.0,147560000000000.0,148260000000000.0,148630000000000.0,149360000000000.0,150590000000000.0,150620000000000.0,152230000000000.0,152220000000000.0,151760000000000.0,152110000000000.0,152960000000000.0,153650000000000.0,154780000000000.0,155530000000000.0,154330000000000.0,154600000000000.0,154930000000000.0,156880000000000.0,156350000000000.0,156710000000000.0,157920000000000.0,158630000000000.0,158860000000000.0,158340000000000.0,159140000000000.0,159040000000000.0,157090000000000.0,156830000000000.0,156100000000000.0,155790000000000.0,155840000000000.0,154570000000000.0,154270000000000.0,153340000000000.0,152490000000000.0,151640000000000.0,152370000000000.0
382,M,False,52359000000000.0,52907000000000.0,53279000000000.0,53462000000000.0,52642000000000.0,53373000000000.0,53557000000000.0,53665000000000.0,53713000000000.0,53464000000000.0,54570000000000.0,54290000000000.0,54525000000000.0,54596000000000.0,54823000000000.0,55466000000000.0,55355000000000.0,55936000000000.0,55217000000000.0,55579000000000.0,56567000000000.0,56677000000000.0,55601000000000.0,54796000000000.0,54371000000000.0,53285000000000.0,53540000000000.0,53507000000000.0,53016000000000.0,53779000000000.0,53496000000000.0,52878000000000.0,52544000000000.0,52004000000000.0,52772000000000.0,53486000000000.0,53096000000000.0,52890000000000.0,52955000000000.0,53048000000000.0,53229000000000.0,53395000000000.0,53598000000000.0,53789000000000.0,53014000000000.0,52597000000000.0,52202000000000.0,51573000000000.0,51577000000000.0,50972000000000.0,50917000000000.0,50055000000000.0,49150000000000.0,49275000000000.0,49316000000000.0
383,M,True,53883000000000.0,54196000000000.0,54283000000000.0,54468000000000.0,54405000000000.0,54121000000000.0,54542000000000.0,54354000000000.0,54067000000000.0,54384000000000.0,54747000000000.0,54881000000000.0,54973000000000.0,55439000000000.0,55631000000000.0,55714000000000.0,55500000000000.0,55404000000000.0,55111000000000.0,54685000000000.0,54890000000000.0,54971000000000.0,54786000000000.0,54471000000000.0,53825000000000.0,53893000000000.0,53408000000000.0,53819000000000.0,53526000000000.0,52830000000000.0,53242000000000.0,53550000000000.0,53802000000000.0,53652000000000.0,54466000000000.0,53471000000000.0,53527000000000.0,53699000000000.0,53134000000000.0,53820000000000.0,53110000000000.0,52751000000000.0,53304000000000.0,52986000000000.0,53207000000000.0,53612000000000.0,53738000000000.0,53425000000000.0,53200000000000.0,53075000000000.0,52658000000000.0,52911000000000.0,53077000000000.0,53682000000000.0,53336000000000.0
384,M,False,55364000000000.0,55262000000000.0,55273000000000.0,55186000000000.0,55243000000000.0,55716000000000.0,55429000000000.0,54900000000000.0,55068000000000.0,54920000000000.0,55474000000000.0,55601000000000.0,55096000000000.0,55289000000000.0,55018000000000.0,54987000000000.0,54412000000000.0,54502000000000.0,54141000000000.0,54048000000000.0,53506000000000.0,53165000000000.0,52923000000000.0,53458000000000.0,53377000000000.0,52951000000000.0,52963000000000.0,53240000000000.0,52529000000000.0,53160000000000.0,52972000000000.0,53342000000000.0,53094000000000.0,53299000000000.0,53510000000000.0,53864000000000.0,53527000000000.0,52644000000000.0,54016000000000.0,53073000000000.0,53409000000000.0,53135000000000.0,53096000000000.0,53779000000000.0,54411000000000.0,54247000000000.0,54430000000000.0,54299000000000.0,55180000000000.0,54679000000000.0,55199000000000.0,55251000000000.0,55090000000000.0,54961000000000.0,54925000000000.0
385,M,False,50498000000000.0,50274000000000.0,50371000000000.0,50192000000000.0,49848000000000.0,50020000000000.0,50138000000000.0,49722000000000.0,49803000000000.0,49873000000000.0,49548000000000.0,49869000000000.0,49337000000000.0,50078000000000.0,49886000000000.0,50169000000000.0,49746000000000.0,49886000000000.0,49863000000000.0,49480000000000.0,49345000000000.0,49512000000000.0,49467000000000.0,49019000000000.0,49046000000000.0,49321000000000.0,49383000000000.0,49317000000000.0,48997000000000.0,49495000000000.0,49541000000000.0,49971000000000.0,50816000000000.0,50866000000000.0,51367000000000.0,51653000000000.0,51249000000000.0,52141000000000.0,52173000000000.0,51897000000000.0,52011000000000.0,51915000000000.0,51254000000000.0,51600000000000.0,51713000000000.0,51336000000000.0,51385000000000.0,52224000000000.0,52159000000000.0,52353000000000.0,52194000000000.0,51679000000000.0,51419000000000.0,51591000000000.0,51518000000000.0
386,M,False,76155000000000.0,75293000000000.0,74633000000000.0,74445000000000.0,75049000000000.0,76260000000000.0,77513000000000.0,77598000000000.0,77338000000000.0,78204000000000.0,78943000000000.0,78731000000000.0,79737000000000.0,80030000000000.0,79122000000000.0,78921000000000.0,78896000000000.0,78447000000000.0,78577000000000.0,78328000000000.0,78462000000000.0,78043000000000.0,77687000000000.0,78397000000000.0,78032000000000.0,77484000000000.0,76757000000000.0,76619000000000.0,76490000000000.0,76669000000000.0,77880000000000.0,77676000000000.0,77286000000000.0,77324000000000.0,76680000000000.0,76824000000000.0,76183000000000.0,76526000000000.0,77588000000000.0,77603000000000.0,77686000000000.0,77644000000000.0,78298000000000.0,79479000000000.0,79100000000000.0,77794000000000.0,78791000000000.0,79799000000000.0,78322000000000.0,76908000000000.0,76962000000000.0,76842000000000.0,76523000000000.0,75897000000000.0,75076000000000.0
387,M,True,105890000000000.0,105920000000000.0,106200000000000.0,106760000000000.0,106300000000000.0,107410000000000.0,107970000000000.0,108270000000000.0,107200000000000.0,107870000000000.0,108780000000000.0,108230000000000.0,108140000000000.0,108110000000000.0,108720000000000.0,108610000000000.0,108860000000000.0,109470000000000.0,108780000000000.0,108540000000000.0,109920000000000.0,109270000000000.0,109740000000000.0,111610000000000.0,110380000000000.0,109830000000000.0,109900000000000.0,110320000000000.0,110450000000000.0,110060000000000.0,110060000000000.0,107990000000000.0,108010000000000.0,107290000000000.0,106970000000000.0,105800000000000.0,105400000000000.0,105760000000000.0,105740000000000.0,105800000000000.0,105410000000000.0,106950000000000.0,107240000000000.0,107230000000000.0,107700000000000.0,108390000000000.0,108830000000000.0,108880000000000.0,109320000000000.0,110800000000000.0,111370000000000.0,111240000000000.0,112190000000000.0,112760000000000.0,111930000000000.0
388,M,True,32590000000000.0,32745000000000.0,33861000000000.0,34094000000000.0,34230000000000.0,35105000000000.0,35387000000000.0,35542000000000.0,34519000000000.0,35051000000000.0,34993000000000.0,34804000000000.0,34229000000000.0,34561000000000.0,34422000000000.0,34252000000000.0,33763000000000.0,34277000000000.0,34583000000000.0,34007000000000.0,34156000000000.0,34254000000000.0,35086000000000.0,35415000000000.0,36205000000000.0,36540000000000.0,37059000000000.0,36457000000000.0,37195000000000.0,37035000000000.0,37891000000000.0,38675000000000.0,38724000000000.0,38894000000000.0,39656000000000.0,39993000000000.0,39881000000000.0,40275000000000.0,40465000000000.0,40671000000000.0,41456000000000.0,41430000000000.0,42061000000000.0,42119000000000.0,41456000000000.0,41207000000000.0,40691000000000.0,40369000000000.0,40300000000000.0,40082000000000.0,40278000000000.0,40287000000000.0,40562000000000.0,40889000000000.0,40162000000000.0
389,M,False,109470000000000.0,108780000000000.0,108540000000000.0,109920000000000.0,109270000000000.0,109740000000000.0,111610000000000.0,110380000000000.0,109830000000000.0,109900000000000.0,110320000000000.0,110450000000000.0,110060000000000.0,110060000000000.0,107990000000000.0,108010000000000.0,107290000000000.0,106970000000000.0,105800000000000.0,105400000000000.0,105760000000000.0,105740000000000.0,105800000000000.0,105410000000000.0,106950000000000.0,107240000000000.0,107230000000000.0,107700000000000.0,108390000000000.0,108830000000000.0,108880000000000.0,109320000000000.0,110800000000000.0,111370000000000.0,111240000000000.0,112190000000000.0,112760000000000.0,111930000000000.0,112260000000000.0,111550000000000.0,112940000000000.0,114550000000000.0,114990000000000.0,114750000000000.0,113750000000000.0,112840000000000.0,112800000000000.0,113690000000000.0,113630000000000.0,114110000000000.0,112090000000000.0,113200000000000.0,113000000000000.0,112860000000000.0,113450000000000.0
390,M,True,144690000000000.0,143600000000000.0,143250000000000.0,144240000000000.0,143560000000000.0,143600000000000.0,143770000000000.0,142800000000000.0,142920000000000.0,143160000000000.0,143080000000000.0,143860000000000.0,142760000000000.0,144030000000000.0,143740000000000.0,143010000000000.0,142750000000000.0,142870000000000.0,144630000000000.0,143860000000000.0,144680000000000.0,144040000000000.0,144070000000000.0,144500000000000.0,145010000000000.0,143860000000000.0,143270000000000.0,143830000000000.0,144030000000000.0,144390000000000.0,144880000000000.0,145660000000000.0,145180000000000.0,144990000000000.0,145100000000000.0,144730000000000.0,145240000000000.0,145380000000000.0,145240000000000.0,144320000000000.0,145520000000000.0,146130000000000.0,146240000000000.0,147260000000000.0,148000000000000.0,148260000000000.0,148420000000000.0,148910000000000.0,150580000000000.0,151250000000000.0,151230000000000.0,152430000000000.0,152680000000000.0,152430000000000.0,152250000000000.0
391,M,True,138910000000000.0,139240000000000.0,137900000000000.0,138140000000000.0,138320000000000.0,137890000000000.0,135970000000000.0,134730000000000.0,134230000000000.0,132120000000000.0,132700000000000.0,130860000000000.0,131440000000000.0,132950000000000.0,132980000000000.0,132310000000000.0,133050000000000.0,132710000000000.0,131470000000000.0,131960000000000.0,131460000000000.0,131220000000000.0,132420000000000.0,131560000000000.0,130760000000000.0,129660000000000.0,129990000000000.0,129510000000000.0,130160000000000.0,128280000000000.0,128000000000000.0,126930000000000.0,128030000000000.0,128110000000000.0,127230000000000.0,128110000000000.0,128080000000000.0,128460000000000.0,126680000000000.0,125470000000000.0,126580000000000.0,126080000000000.0,126540000000000.0,125960000000000.0,126920000000000.0,127320000000000.0,126750000000000.0,126370000000000.0,125110000000000.0,125230000000000.0,126080000000000.0,126250000000000.0,126820000000000.0,126260000000000.0,127470000000000.0
392,M,False,44393000000000.0,44659000000000.0,44488000000000.0,44641000000000.0,44211000000000.0,43947000000000.0,43936000000000.0,44167000000000.0,44430000000000.0,43982000000000.0,44104000000000.0,44461000000000.0,44353000000000.0,43768000000000.0,43970000000000.0,44332000000000.0,44316000000000.0,43839000000000.0,43380000000000.0,43697000000000.0,43922000000000.0,44088000000000.0,44411000000000.0,44698000000000.0,45174000000000.0,44899000000000.0,44975000000000.0,44554000000000.0,43975000000000.0,44642000000000.0,44467000000000.0,44733000000000.0,44632000000000.0,44607000000000.0,44469000000000.0,44674000000000.0,44686000000000.0,44495000000000.0,44587000000000.0,45320000000000.0,45733000000000.0,45989000000000.0,45732000000000.0,45200000000000.0,44827000000000.0,44573000000000.0,44666000000000.0,43916000000000.0,43847000000000.0,43715000000000.0,44046000000000.0,43554000000000.0,43901000000000.0,44147000000000.0,44176000000000.0
393,M,False,121090000000000.0,119650000000000.0,119270000000000.0,118140000000000.0,118410000000000.0,116720000000000.0,116220000000000.0,115700000000000.0,114530000000000.0,114240000000000.0,112820000000000.0,112800000000000.0,111920000000000.0,111770000000000.0,111700000000000.0,110200000000000.0,111240000000000.0,109950000000000.0,108420000000000.0,108320000000000.0,107610000000000.0,108270000000000.0,107730000000000.0,107270000000000.0,107730000000000.0,107700000000000.0,107190000000000.0,108310000000000.0,108660000000000.0,108690000000000.0,108980000000000.0,109040000000000.0,107680000000000.0,108200000000000.0,107540000000000.0,106630000000000.0,106220000000000.0,104370000000000.0,103690000000000.0,102330000000000.0,101220000000000.0,101360000000000.0,100200000000000.0,99741000000000.0,99786000000000.0,99479000000000.0,98168000000000.0,97104000000000.0,97671000000000.0,97177000000000.0,97407000000000.0,96543000000000.0,96367000000000.0,96717000000000.0,95996000000000.0
394,M,False,70255000000000.0,70989000000000.0,69929000000000.0,70177000000000.0,70330000000000.0,70381000000000.0,71034000000000.0,70970000000000.0,70118000000000.0,69949000000000.0,69335000000000.0,69080000000000.0,67985000000000.0,67805000000000.0,66680000000000.0,67278000000000.0,67432000000000.0,66622000000000.0,66484000000000.0,65504000000000.0,66249000000000.0,65315000000000.0,65567000000000.0,66080000000000.0,66228000000000.0,66664000000000.0,67397000000000.0,68115000000000.0,68983000000000.0,69483000000000.0,70504000000000.0,70787000000000.0,70749000000000.0,70820000000000.0,70649000000000.0,70566000000000.0,70358000000000.0,69737000000000.0,69567000000000.0,69678000000000.0,68318000000000.0,68487000000000.0,67036000000000.0,67595000000000.0,66435000000000.0,65684000000000.0,65222000000000.0,65124000000000.0,64777000000000.0,65252000000000.0,65054000000000.0,64698000000000.0,65059000000000.0,64603000000000.0,65038000000000.0
395,M,False,65228000000000.0,65841000000000.0,65254000000000.0,65015000000000.0,65043000000000.0,65027000000000.0,64571000000000.0,63929000000000.0,62707000000000.0,62436000000000.0,61719000000000.0,61865000000000.0,62477000000000.0,62643000000000.0,62735000000000.0,62916000000000.0,62705000000000.0,62881000000000.0,63127000000000.0,62905000000000.0,63165000000000.0,63561000000000.0,63551000000000.0,63551000000000.0,64834000000000.0,64715000000000.0,66078000000000.0,66089000000000.0,66224000000000.0,65512000000000.0,65685000000000.0,63967000000000.0,63545000000000.0,63256000000000.0,61809000000000.0,61108000000000.0,61032000000000.0,60783000000000.0,59894000000000.0,59898000000000.0,60056000000000.0,59875000000000.0,60384000000000.0,60445000000000.0,61498000000000.0,60934000000000.0,60769000000000.0,61808000000000.0,60694000000000.0,60974000000000.0,60643000000000.0,60353000000000.0,60298000000000.0,60625000000000.0,60387000000000.0
396,M,False,41654000000000.0,42166000000000.0,43412000000000.0,43214000000000.0,42678000000000.0,43072000000000.0,43101000000000.0,42669000000000.0,42614000000000.0,42029000000000.0,40901000000000.0,40429000000000.0,39800000000000.0,39640000000000.0,39249000000000.0,38578000000000.0,38507000000000.0,38557000000000.0,38249000000000.0,38360000000000.0,38973000000000.0,39158000000000.0,39406000000000.0,40551000000000.0,41068000000000.0,41397000000000.0,41815000000000.0,41734000000000.0,42001000000000.0,41813000000000.0,41278000000000.0,40935000000000.0,40680000000000.0,40740000000000.0,40684000000000.0,39617000000000.0,39647000000000.0,40068000000000.0,40274000000000.0,39446000000000.0,39849000000000.0,39827000000000.0,39356000000000.0,40217000000000.0,40554000000000.0,40340000000000.0,40366000000000.0,40089000000000.0,39958000000000.0,40152000000000.0,40578000000000.0,40181000000000.0,40143000000000.0,40063000000000.0,40226000000000.0
397,M,False,45648000000000.0,45517000000000.0,45660000000000.0,45133000000000.0,45083000000000.0,46125000000000.0,46518000000000.0,46835000000000.0,47782000000000.0,48535000000000.0,48163000000000.0,48621000000000.0,48252000000000.0,47486000000000.0,47199000000000.0,46522000000000.0,45821000000000.0,45726000000000.0,45724000000000.0,45686000000000.0,45374000000000.0,44627000000000.0,44584000000000.0,44819000000000.0,44756000000000.0,44855000000000.0,45612000000000.0,46158000000000.0,46104000000000.0,46419000000000.0,46917000000000.0,46915000000000.0,47548000000000.0,47809000000000.0,48284000000000.0,48709000000000.0,49440000000000.0,49137000000000.0,48172000000000.0,47881000000000.0,47892000000000.0,47948000000000.0,47823000000000.0,47829000000000.0,48256000000000.0,48237000000000.0,48117000000000.0,47399000000000.0,47850000000000.0,47443000000000.0,47649000000000.0,47242000000000.0,47193000000000.0,47213000000000.0,47141000000000.0
398,M,False,4397000000000.0,4650300000000.0,6323800000000.0,5319000000000.0,6170100000000.0,6133800000000.0,6165200000000.0,7254400000000.0,8117700000000.0,7431400000000.0,8601800000000.0,8888800000000.0,9184000000000.0,9731900000000.0,10494000000000.0,10173000000000.0,12355000000000.0,12484000000000.0,12672000000000.0,12657000000000.0,15058000000000.0,13635000000000.0,14716000000000.0,15382000000000.0,15340000000000.0,15214000000000.0,14995000000000.0,16246000000000.0,17068000000000.0,17765000000000.0,17959000000000.0,18397000000000.0,18562000000000.0,18742000000000.0,20250000000000.0,20544000000000.0,19375000000000.0,19901000000000.0,19337000000000.0,21186000000000.0,20833000000000.0,21140000000000.0,22068000000000.0,21591000000000.0,21809000000000.0,22524000000000.0,22814000000000.0,24440000000000.0,24370000000000.0,24368000000000.0,23704000000000.0,26006000000000.0,24913000000000.0,27897000000000.0,26243000000000.0
399,M,False,44509000000000.0,44097000000000.0,45071000000000.0,45292000000000.0,45842000000000.0,45777000000000.0,45823000000000.0,46860000000000.0,46136000000000.0,46080000000000.0,45830000000000.0,46199000000000.0,46171000000000.0,45894000000000.0,46319000000000.0,46796000000000.0,46632000000000.0,46694000000000.0,47040000000000.0,46295000000000.0,46169000000000.0,45780000000000.0,44717000000000.0,44600000000000.0,44466000000000.0,44881000000000.0,44317000000000.0,43980000000000.0,44498000000000.0,44508000000000.0,45194000000000.0,46181000000000.0,47040000000000.0,48275000000000.0,49623000000000.0,49878000000000.0,49804000000000.0,48651000000000.0,48301000000000.0,48189000000000.0,48057000000000.0,46947000000000.0,47144000000000.0,47403000000000.0,47410000000000.0,47196000000000.0,47246000000000.0,47718000000000.0,46789000000000.0,46474000000000.0,46633000000000.0,46259000000000.0,45710000000000.0,45864000000000.0,45951000000000.0
400,M,False,46319000000000.0,46719000000000.0,46149000000000.0,45843000000000.0,45239000000000.0,47080000000000.0,45403000000000.0,44589000000000.0,45089000000000.0,45195000000000.0,45156000000000.0,45303000000000.0,45740000000000.0,45704000000000.0,45881000000000.0,45864000000000.0,45839000000000.0,46236000000000.0,46983000000000.0,46884000000000.0,47328000000000.0,49944000000000.0,49984000000000.0,52026000000000.0,50615000000000.0,51839000000000.0,52115000000000.0,51682000000000.0,49551000000000.0,48074000000000.0,47945000000000.0,47424000000000.0,46988000000000.0,47589000000000.0,47666000000000.0,47794000000000.0,47341000000000.0,47446000000000.0,48478000000000.0,48195000000000.0,48607000000000.0,48458000000000.0,49330000000000.0,49018000000000.0,49896000000000.0,50288000000000.0,51582000000000.0,50772000000000.0,51544000000000.0,51330000000000.0,52440000000000.0,52690000000000.0,54169000000000.0,54416000000000.0,54404000000000.0
401,M,False,7808300000000.0,7821500000000.0,7714200000000.0,7818500000000.0,9098700000000.0,9325100000000.0,9555500000000.0,9751500000000.0,9917300000000.0,10305000000000.0,10487000000000.0,10925000000000.0,11333000000000.0,11482000000000.0,12136000000000.0,12361000000000.0,12243000000000.0,12491000000000.0,13145000000000.0,13685000000000.0,13378000000000.0,13716000000000.0,13986000000000.0,13794000000000.0,14317000000000.0,14728000000000.0,14523000000000.0,14909000000000.0,15036000000000.0,15188000000000.0,15254000000000.0,15379000000000.0,15210000000000.0,15464000000000.0,15394000000000.0,15413000000000.0,15867000000000.0,15963000000000.0,15836000000000.0,16110000000000.0,15973000000000.0,16366000000000.0,16624000000000.0,16953000000000.0,17080000000000.0,16861000000000.0,16254000000000.0,16604000000000.0,17673000000000.0,17177000000000.0,17616000000000.0,18077000000000.0,18709000000000.0,18885000000000.0,18344000000000.0
402,M,False,13926000000000.0,13087000000000.0,13137000000000.0,13864000000000.0,13340000000000.0,13676000000000.0,13503000000000.0,13739000000000.0,13389000000000.0,13213000000000.0,14921000000000.0,14369000000000.0,14155000000000.0,14326000000000.0,13422000000000.0,13524000000000.0,14125000000000.0,13764000000000.0,14085000000000.0,13395000000000.0,12686000000000.0,12669000000000.0,12781000000000.0,13600000000000.0,14170000000000.0,13764000000000.0,13584000000000.0,13591000000000.0,13245000000000.0,13169000000000.0,12900000000000.0,12394000000000.0,12496000000000.0,11888000000000.0,11523000000000.0,12649000000000.0,12274000000000.0,11857000000000.0,11650000000000.0,11341000000000.0,11459000000000.0,11683000000000.0,10456000000000.0,11027000000000.0,9675400000000.0,9829400000000.0,9067900000000.0,9581400000000.0,9553200000000.0,8651400000000.0,7962200000000.0,7566900000000.0,7387300000000.0,6901400000000.0,7819800000000.0
