index,nar,time_start,xray_class,time_peak,time_end,USFLUX,MEANGAM,MEANGBT,MEANGBZ,MEANGBH,MEANJZD,TOTUSJZ,MEANJZH,TOTUSJH,ABSNJZH,SAVNCPP,MEANPOT,TOTPOT,MEANSHR,SHRGT45,R_VALUE,AREA_ACR,g_s,slf,d_l_f
0,11065,2010-05-03 09:48:00,N,not applicable,not applicable,7.943638888888891e+20,28.32968518518518,131.04759259259257,129.27277777777775,48.26887037037039,0.3746557462962962,1160113888888.889,-0.002606435925925926,49.335833333333326,3.8426916666666653,287380727777.7778,1727.2814814814813,3.0783925925925927e+21,23.16096296296296,3.2618111111111117,,55.45159259259259,,,
1,11070,2010-05-06 15:48:00,N,not applicable,not applicable,5.8977033898305094e+20,37.521050847457644,168.1571186440678,167.16338983050852,83.19659322033895,-0.23413492881355932,1000429830508.4746,-0.01430808813559322,53.0179152542373,12.097308474576275,452529661016.94916,2711.2898305084755,3.0583016949152534e+21,25.340254237288136,9.237406779661015,2.0507062499999997,37.659576271186445,,3.0738,4.4721
2,11071,2010-05-08 21:48:00,N,not applicable,not applicable,5.83757627118644e+20,31.261847457627123,154.49271186440677,152.27355932203386,66.58393220338985,-0.19197275423728813,829878135593.2203,-0.0013658740169491524,43.63381355932203,2.744639084745763,194583474576.27118,2425.4050847457625,2.7244322033898304e+21,23.792898305084737,4.546913559322035,2.262738461538462,28.925745762711852,,3.5308,5.0
3,11073,2010-06-03 06:00:00,N,not applicable,not applicable,6.567303913043478e+20,34.861043478260875,137.1636956521739,135.9144492753623,65.42717391304348,0.7692600000000002,1236907391304.348,0.004102544550724638,54.56278260869565,3.8271546231884064,616295188405.7971,1915.5985507246367,2.775065217391304e+21,24.222710144927532,7.317176811594203,2.988190909090909,103.91499420289854,,,
4,11074,2010-05-30 18:00:00,N,not applicable,not applicable,2.494654545454545e+21,31.812484848484846,104.60890909090912,105.90693939393938,47.3749696969697,-0.16024062727272725,2775324242424.242,-0.002098806363636363,142.1487878787879,7.395033333333333,641271818181.8182,2446.0575757575757,1.1978766666666667e+22,24.836545454545455,7.395160606060606,2.7158777777777785,50.598,,5.914899999999999,9.346150000000002
5,11083,2010-06-18 12:48:00,N,not applicable,not applicable,3.9142666666666675e+20,34.81375438596492,133.65649122807014,132.99929824561406,61.64128070175438,0.9308893157894738,790316842105.2632,-0.015229875438596493,34.73917543859649,10.722557894736841,621430000000.0,1663.3789473684214,1.5769052631578955e+21,24.992807017543857,8.58512456140351,2.2159379999999995,49.035,,,
6,11085,2010-06-28 18:00:00,N,not applicable,not applicable,8.06259152542373e+20,29.356949152542363,140.0513559322034,138.85135593220338,56.547627118644044,0.9071047118644068,1323826101694.9153,0.0036938513898305088,59.11822033898305,5.2701744067796605,705349661016.9491,1623.3050847457628,2.9199101694915264e+21,21.722711864406783,3.2633474576271175,1.8114162162162155,84.18781355932204,,,
7,11088,2010-07-13 15:36:00,N,not applicable,not applicable,6.145057627118643e+20,30.762152542372874,141.33745762711865,139.93508474576268,59.31944067796609,-0.05948614440677965,819020338983.0509,0.006693654830508476,40.46098305084745,6.227033627118643,491435559322.0339,2218.2508474576275,2.673200000000001e+21,23.14525423728815,3.531220338983051,2.25345,31.167864406779668,,,
8,11090,2010-07-27 15:36:00,N,not applicable,not applicable,1.2024406779661013e+21,29.210118644067805,121.58542372881358,120.48983050847455,45.54905084745763,0.4339627966101694,1965810169491.5254,0.0005404554847457622,81.50445762711864,2.7240328813559325,503978813559.322,1658.2593220338981,4.7161118644067794e+21,24.509372881355933,4.325933898305084,2.2852111111111104,72.14408474576271,,,
9,11104,2010-08-30 05:24:00,N,not applicable,not applicable,1.0708015254237293e+21,30.826237288135598,127.36677966101699,126.30288135593221,53.43581355932203,0.9370650847457626,1927962711864.4067,0.004926258813559322,81.1520847457627,9.228328813559319,946899661016.9491,1843.0864406779665,4.517671186440678e+21,23.88389830508474,3.5427813559322026,1.5348375,103.48289830508477,,,
10,11114,2010-10-15 19:36:00,N,not applicable,not applicable,1.1930750000000006e+21,28.59383333333333,131.76666666666665,131.7445,51.67168333333333,-0.6646355518333334,1474160000000.0,-0.0014468968333333331,75.64348333333335,4.983537416666667,604364866666.6666,1985.9550000000004,4.606816666666668e+21,22.71138333333334,3.544481333333335,2.21184,31.532249999999994,,,
11,11116,2010-10-18 21:48:00,N,not applicable,not applicable,4.1206344262295074e+20,38.341459016393436,163.24163934426235,160.86491803278693,95.80818032786883,0.7825788624590165,624179016393.4426,-0.0254427049180328,38.41075409836065,13.800549180327868,422382950819.6721,3768.3934426229507,2.7559032786885243e+21,24.81568852459017,6.564656229508195,1.796037037037037,29.809000000000005,,2.24905,4.8988000000000005
12,11118,2010-10-23 06:00:00,N,not applicable,not applicable,7.44433114754098e+20,30.06481967213114,118.1945901639344,117.6254098360656,47.98862295081966,0.2964810163934426,1427280327868.8525,0.003380623770491804,58.701131147540984,4.521493737704917,366429852459.0164,1745.1016393442617,3.0724770491803275e+21,24.685245901639345,4.5704016393442615,1.63745,71.56683606557374,,,
13,11122,2010-11-08 20:36:00,N,not applicable,not applicable,1.7414576271186437e+21,49.243033898305086,150.08847457627118,146.02745762711865,92.08079661016949,0.6362651186440678,3012884745762.712,0.0001958540169491523,166.1028813559322,6.112041694915255,849690847457.6271,5843.6813559322045,1.977847457627119e+22,34.34247457627118,22.240881355932206,2.41644423076923,95.77800000000003,263.68237288135595,38.59591525423728,196.52864406779662
14,11136,2010-12-26 12:48:00,N,not applicable,not applicable,2.8043034482758616e+21,31.943413793103442,117.45741379310351,119.3289655172414,54.26048275862068,-0.3508522586206897,3200555172413.793,0.0057392982758620705,179.78103448275863,21.304293103448273,915147586206.8966,3135.1379310344823,1.5800198275862077e+22,24.96724137931034,8.67648275862069,3.235335555555555,72.89832758620693,67.0525,17.942928301886802,41.09612830188678
15,11137,2010-12-27 21:12:00,N,not applicable,not applicable,8.369218644067797e+20,33.39830508474576,152.0552542372881,151.15491525423735,71.10854237288135,1.3163393220338986,1624357627118.644,-0.007321012881355931,79.90023728813563,8.380351864406778,916261016949.1526,2021.4237288135591,3.53448813559322e+21,23.159576271186435,4.9271,1.9762062500000004,91.56554237288134,,,
