,FLARE_TYPE,COINCIDENCE,slf_1,slf_2,slf_3,slf_4,slf_5,slf_6,slf_7,slf_8,slf_9,slf_10,slf_11,slf_12,slf_13,slf_14,slf_15,slf_16,slf_17,slf_18,slf_19,slf_20,slf_21,slf_22,slf_23,slf_24,slf_25,slf_26,slf_27,slf_28,slf_29,slf_30,slf_31,slf_32,slf_33,slf_34,slf_35
1587,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1588,B,False,2.7454,2.8049,2.803,2.8214,2.8005,2.81,2.8125,2.8452,2.8735,2.8837,2.9056,3.0772,3.2245,3.159,3.1943,2.9628,2.9596,3.0879,3.1334,3.3177,3.9305,3.2512,3.246,3.262,3.3582,3.4294,3.3888,3.4421,3.3422,3.3144,3.2608,3.3694,3.6943,3.4654,3.1229
1589,B,False,19.351,19.528,19.528,18.97,18.89,19.105,18.848,19.334,19.298,19.17,19.144,20.573,20.632,20.114,19.98,20.532,19.548,19.87,19.66,20.181,20.45,20.474,20.028,19.889,20.101,20.696,20.447,20.536,20.947,20.37,20.37,20.594,20.019,19.002,18.912
1590,B,False,29.002,27.964,27.813,27.72,27.773,27.548,27.486,27.685,28.304,28.571,28.669,28.63,28.661,27.942,28.132,27.594,27.887,27.803,28.844,28.495,28.917,29.081,29.666,30.215,30.311,29.929,30.375,29.929,30.364,30.561,30.631,31.161,31.514,31.197,31.36
1591,B,False,3.123,2.1236,1.8951,1.958,2.2823,1.8234,1.3565,1.0599,1.3156,2.5395,5.063,4.9349,3.2548,3.4205,4.2259,3.6084,5.8359,7.1033,0.0,6.137,0.0,0.0,10.834,17.491,0.0,8.8115,3.5809,49.863,0.0,0.0,6.3637,0.0,18.382,0.0,0.0
1592,B,False,51.677,51.466,56.843,53.247,52.043,49.512,51.585,48.63,51.052,58.801,50.135,47.72,46.383,45.856,45.996,43.33,42.838,38.628,34.958,31.218,38.675,31.172,31.687,30.778,31.088,32.518,34.602,32.229,30.427,27.034,30.983,25.231,24.748,21.691,23.171
1593,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6077,2.806,2.1485,0.0,2.1005,2.8461,0.0,0.0
1594,B,False,32.229,31.821,31.079,31.359,31.255,31.616,31.793,31.265,31.216,30.076,31.113,31.057,32.67,32.436,32.217,31.945,31.758,33.358,33.162,32.957,32.919,32.876,33.131,32.796,32.707,32.574,31.919,32.982,33.604,33.098,33.255,33.696,33.082,32.161,32.709
1595,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1596,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1597,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1598,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1599,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1600,B,False,24.051,23.167,22.689,21.615,21.172,21.785,21.255,21.324,21.202,21.031,20.642,20.473,19.66,19.639,19.865,18.341,18.097,18.025,18.19,18.07,18.08,17.884,17.926,18.007,17.468,18.045,18.163,17.548,18.282,18.24,18.007,18.282,18.59,18.319,17.64
1601,B,True,32.375,33.655,35.377,36.905,36.083,35.782,38.719,39.806,41.865,45.02,25.844,44.563,46.712,48.312,43.633,44.726,30.618,28.848,52.677,33.064,0.0,18.659,9.5616,26.156,42.822,47.616,8.836,8.82,8.7947,8.6857,7.888,43.282,47.704,50.294,51.467
1602,B,False,5.7118,5.7613,5.7416,5.83,5.9277,5.8423,5.9096,6.0147,6.0762,5.9756,5.7638,5.8517,5.8571,5.9191,5.891,5.7832,5.7819,5.7088,5.7162,5.6038,5.7085,5.6612,5.8456,5.9603,6.1978,6.0297,5.9818,5.9698,6.0244,6.0576,5.9708,6.1361,6.1092,6.2291,6.24
1603,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1604,B,False,12.202,10.923,11.301,11.86,13.553,11.401,13.932,18.028,18.328,18.201,18.414,17.85,17.459,17.222,18.204,17.862,17.709,17.034,17.019,17.355,17.742,13.61,12.884,14.181,12.462,12.39,14.214,13.988,13.447,12.271,6.8188,5.6795,8.9016,9.1716,5.2726
1605,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1606,B,False,0.0,0.0,0.0,0.0,0.0,37.444,38.863,38.924,37.78,36.329,35.526,35.939,36.385,36.107,34.805,34.558,33.875,33.999,33.004,31.129,30.878,29.863,29.405,28.601,28.121,28.063,27.135,26.93,26.904,26.515,26.473,25.933,26.051,26.019,25.867
1607,B,False,9.5645,7.5856,7.5469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1608,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0408,0.0,0.0,0.0,0.0,0.0,0.0
1609,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1610,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1611,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1612,B,False,105.05,97.876,96.689,83.72,76.187,76.308,74.342,72.066,70.834,73.637,72.715,75.409,82.329,71.347,80.07,0.0,85.349,80.681,0.0,85.608,5.8232,5.2244,5.0234,5.5965,76.053,73.9,82.145,0.0,0.0,87.128,85.028,87.584,86.637,89.859,0.0
1613,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1614,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1615,B,False,26.281,25.968,26.365,28.451,28.714,26.959,28.347,27.378,28.555,25.863,24.44,25.617,24.606,25.625,25.543,25.919,25.452,25.066,25.429,23.755,23.558,22.981,22.492,22.363,21.383,20.792,20.289,20.542,20.151,19.366,20.032,19.943,20.276,20.365,19.94
1616,B,False,129.41,55.029,26.578,0.0,48.037,7.5837,0.0,8.9515,14.957,6.1454,7.8524,87.757,163.34,22.875,56.314,60.664,32.509,8.1592,24.107,1.0458,3.1562,15.617,5.6135,51.04,12.2,55.681,12.796,4.1586,4.9123,21.231,13.405,9.3598,29.68,18.817,28.242
1617,B,False,14.361,14.966,15.474,15.901,15.032,13.645,13.952,14.515,14.915,16.993,15.586,15.25,15.443,14.87,14.657,14.393,13.638,13.296,13.04,12.764,10.857,14.958,14.281,14.658,12.733,13.167,11.173,13.655,15.757,11.895,16.587,8.3567,15.781,15.965,15.829
1618,B,False,69.666,67.702,69.215,70.534,77.643,74.431,75.597,78.661,78.206,80.18,83.72,90.63,92.08,89.93,87.86,82.036,93.541,93.889,89.835,93.515,91.736,91.304,93.508,101.24,107.64,110.08,129.07,130.61,126.73,120.67,73.025,80.706,81.473,74.889,84.352
1619,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.286,70.626,62.025,59.457,49.851,46.838,36.933,38.812,36.814,35.084,32.842,31.233,30.399,30.308,31.792,31.635,30.475
1620,B,True,3.2745,3.1276,2.9877,3.2153,3.6284,3.6062,2.9892,3.0776,3.205,3.2661,3.1501,3.0921,3.1,3.1878,3.2398,3.3196,3.7553,3.696,3.2204,3.1216,3.2295,3.1667,3.3367,3.5694,3.6168,3.5997,3.2845,3.6193,3.5839,3.6523,3.6685,3.6635,3.661,3.6597,3.6809
1621,B,False,20.512,27.017,26.629,26.181,26.327,26.948,27.002,27.744,27.741,27.51,27.182,27.257,28.033,28.048,27.754,28.859,28.631,28.403,29.039,29.163,29.155,29.206,29.901,30.18,30.677,30.852,31.762,31.865,31.803,32.284,32.847,33.282,33.367,33.227,33.36
1622,B,False,65.144,56.942,77.725,76.47,74.673,68.377,57.999,57.125,67.929,65.997,54.876,56.621,54.5,59.353,61.898,60.849,60.191,59.562,57.108,55.492,55.127,57.356,55.876,58.099,58.281,54.933,62.779,57.502,58.64,56.777,55.455,54.535,54.101,51.768,52.848
1623,B,False,22.687,22.76,22.973,23.497,23.655,24.316,24.159,24.111,24.376,24.211,24.175,25.275,24.946,24.526,24.21,24.493,25.49,25.91,26.228,25.381,25.581,25.187,25.374,24.951,24.526,24.678,25.707,25.414,25.477,25.751,26.088,25.124,25.887,26.234,25.361
1624,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.444,38.863,38.924,37.78,36.329,35.526,35.939,36.385,36.107,34.805,34.558,33.875,33.999,33.004,31.129,30.878,29.863,29.405,28.601,28.121,28.063,27.135,26.93,26.904
1625,B,False,9.1214,8.7245,0.0,7.2642,8.1838,8.0308,6.5834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626,B,False,26.25,25.808,24.816,24.785,24.366,23.998,23.854,23.74,24.509,24.977,25.411,25.501,26.007,25.977,26.243,26.129,26.345,26.351,26.499,25.747,25.46,25.577,25.751,25.049,24.37,24.821,25.464,26.171,25.499,25.576,25.508,25.542,25.304,25.592,25.716
1627,B,False,0.0,0.0,0.0,0.0,0.0,0.0,31.164,32.836,125.89,73.992,72.508,75.568,0.0,96.514,76.035,0.0,0.0,24.588,20.727,22.3,25.339,23.802,16.831,65.048,68.386,62.985,63.355,62.027,62.548,60.736,64.655,63.565,62.499,64.468,63.296
1628,B,False,3.2667,3.7164,3.8119,3.7927,3.7607,3.7886,3.8537,3.3395,3.7774,3.8652,3.8548,4.376,3.8618,3.8126,4.5391,4.4615,4.4695,4.573,4.5927,3.9093,3.8205,4.5391,3.8092,3.8299,3.5266,3.6292,3.5636,3.5856,3.6292,3.7835,4.012,3.7581,4.0393,4.1035,4.1086
1629,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1630,B,False,11.005,10.947,10.98,10.901,10.861,10.937,10.612,10.596,10.607,10.226,10.063,10.024,10.185,9.7966,10.323,10.332,10.2,9.8662,9.9988,10.07,10.24,10.302,10.313,10.538,10.773,10.379,10.456,10.505,10.488,10.777,10.89,10.846,10.412,10.668,10.244
1631,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1632,B,False,2.7076,2.8036,2.8977,2.9572,2.9378,2.8881,2.8465,3.5479,4.0599,2.5443,0.0,0.0,3.8942,2.8089,2.9456,5.4699,5.532,0.0,0.0,5.1271,3.7146,3.5997,3.9864,4.9532,4.5502,5.1193,0.0,0.0,0.0,5.1068,0.0,0.0,0.0,0.0,0.0
1633,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1634,B,False,13.134,12.977,13.264,14.163,14.615,14.571,15.077,15.313,15.882,15.849,16.204,16.178,16.191,15.89,16.261,16.641,17.152,18.615,18.567,18.253,18.306,20.088,19.317,18.495,18.538,18.152,19.492,19.746,19.54,19.118,18.73,18.209,17.354,18.954,19.389
1635,B,False,16.121,15.777,15.934,16.196,15.676,15.652,15.298,15.453,15.324,15.422,16.359,16.745,16.806,17.243,17.557,17.488,18.209,17.854,17.433,18.598,18.614,18.246,19.77,20.446,19.617,20.748,20.818,21.834,21.447,22.414,22.416,22.759,22.364,20.816,22.666
1636,B,False,4.668,4.2035,3.9402,4.039,4.3051,3.9507,3.9878,4.0544,3.9117,4.0016,3.9208,4.0504,3.9223,4.4065,4.2286,4.1039,3.9306,3.9426,4.12,4.2556,3.9561,3.986,4.0729,4.1261,4.0768,3.963,4.0337,4.092,4.0536,4.1999,3.697,3.5244,3.3318,3.6271,3.3613
1637,B,False,20.222,14.102,19.595,23.897,58.365,57.623,63.845,62.861,67.479,49.24,69.244,65.916,70.069,65.481,66.11,63.691,91.592,77.171,73.186,73.837,68.047,83.995,85.18,91.593,95.353,103.77,105.35,115.22,96.3,123.68,118.4,113.91,121.01,114.68,119.69
1638,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9253,3.0083,0.0,2.9364,2.7204,2.7486,2.7777,0.0
1639,B,False,34.934,31.195,34.153,34.195,36.483,36.449,33.752,34.291,34.954,35.275,32.161,32.293,31.91,30.512,30.488,29.851,31.157,30.393,30.269,29.29,30.408,29.726,28.371,28.364,27.676,27.34,26.822,26.818,27.042,27.117,25.893,26.358,25.975,25.521,24.951
1640,B,False,23.834,23.845,24.289,24.099,23.831,23.777,23.532,23.336,23.753,23.643,24.067,23.62,23.495,23.751,23.365,23.438,23.049,23.37,23.458,23.75,24.169,23.992,24.374,24.205,24.09,24.113,24.025,24.339,24.585,23.615,23.999,24.3,24.828,24.347,24.635
1641,B,False,2.1659,2.1939,2.1254,2.0682,2.3293,2.4561,2.1019,2.2636,2.2371,2.2158,2.2133,2.3355,2.4038,2.3043,2.2719,2.6154,2.1733,2.1903,2.4331,2.2449,2.5069,2.3104,2.211,2.1777,2.4459,2.1862,2.1957,2.5087,2.2044,1.774,2.8223,2.7783,2.1404,2.207,2.2033
1642,B,False,16.747,16.894,16.646,16.381,16.443,15.827,15.727,15.529,15.704,15.753,16.275,16.0,15.78,15.829,16.27,16.205,15.848,16.37,16.035,16.092,16.338,16.134,16.18,15.86,16.075,16.26,16.172,16.471,16.571,16.914,17.157,17.017,17.167,17.242,17.202
1643,B,False,15.342,15.349,14.877,15.443,15.411,15.701,15.821,16.326,15.759,16.042,16.373,16.18,16.491,16.558,16.076,15.851,15.718,15.358,15.425,15.619,15.033,15.06,15.033,13.74,13.521,13.22,13.676,13.77,13.525,13.448,14.017,12.621,11.079,12.511,12.56
1644,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1645,B,False,20.634,21.732,20.062,19.656,19.773,21.331,23.951,23.857,23.674,23.416,23.176,23.057,23.223,24.334,24.03,22.916,24.334,22.996,21.295,22.401,21.302,22.293,21.773,21.294,21.173,20.253,20.817,21.047,19.98,20.128,20.927,20.705,20.729,20.711,20.211
1646,B,False,7.6987,8.1657,8.2396,7.8239,7.1262,8.9688,8.4024,7.49,7.3036,7.6609,7.4654,7.5153,7.152,7.1406,7.0094,6.4032,6.9049,5.828,6.2508,6.0648,6.5893,5.3232,5.8344,5.2641,5.4487,5.8513,5.2547,5.0538,5.4354,5.498,5.7149,5.1819,5.1701,5.0844,5.6468
1647,B,False,17.184,17.132,17.306,17.211,17.212,17.217,17.146,17.046,17.02,17.201,17.221,17.078,17.193,17.321,17.483,17.672,17.647,17.756,17.564,17.715,17.877,17.711,17.743,17.678,17.879,17.788,17.96,17.78,17.827,17.75,17.957,18.064,17.718,17.642,17.548
1648,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.331,26.472,25.794,25.665,25.031,24.324,24.715,24.408,24.051,23.167,22.689,21.615,21.172,21.785,21.255,21.324,21.202,21.031,20.642,20.473,19.66,19.639,19.865,18.341,18.097,18.025
1649,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1650,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1651,B,False,25.031,24.324,24.715,24.408,24.051,23.167,22.689,21.615,21.172,21.785,21.255,21.324,21.202,21.031,20.642,20.473,19.66,19.639,19.865,18.341,18.097,18.025,18.19,18.07,18.08,17.884,17.926,18.007,17.468,18.045,18.163,17.548,18.282,18.24,18.007
1652,B,False,0.0,0.0,0.0,26.331,26.472,25.794,25.665,25.031,24.324,24.715,24.408,24.051,23.167,22.689,21.615,21.172,21.785,21.255,21.324,21.202,21.031,20.642,20.473,19.66,19.639,19.865,18.341,18.097,18.025,18.19,18.07,18.08,17.884,17.926,18.007
1653,B,False,2.6474,2.5545,9.5218,10.16,9.9819,9.1889,11.846,10.386,12.722,9.9235,18.682,9.8848,9.8532,9.2285,11.076,18.132,12.712,17.92,17.82,18.014,18.047,18.118,18.234,18.144,18.421,18.558,18.317,18.371,0.0,0.0,18.249,18.426,0.0,0.0,0.0
1654,B,False,26.243,25.774,25.085,25.218,25.742,25.418,25.016,24.634,24.802,24.303,24.946,23.284,23.072,22.592,22.615,23.464,22.975,23.78,23.979,23.816,24.731,24.558,24.454,23.894,23.694,23.655,23.796,23.822,23.934,24.33,23.503,23.281,23.509,23.886,24.129
1655,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9178,1.6494,0.0,0.0,0.0,0.0
1656,B,False,17.599,17.855,17.335,16.561,16.56,15.796,15.655,15.496,15.558,15.351,15.218,15.697,15.464,15.657,15.523,15.235,14.953,15.064,14.969,14.616,14.793,14.935,15.131,15.291,15.348,15.46,15.677,15.19,15.504,15.444,15.347,15.075,15.245,15.283,15.048
1657,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1658,B,False,18.761,17.979,18.146,18.624,18.55,18.879,19.133,19.103,18.705,18.673,18.734,18.521,18.814,19.039,19.205,19.827,20.016,20.352,20.96,21.544,21.152,21.334,21.368,21.595,22.027,22.182,22.364,22.58,22.615,22.663,22.809,22.762,22.319,22.546,22.963
1659,B,False,26.52,26.763,25.58,26.114,27.27,26.39,26.568,26.004,24.608,22.82,22.371,21.603,23.461,22.481,22.094,20.5,20.411,23.056,20.278,22.464,21.144,22.492,22.403,21.944,22.665,24.374,24.192,25.265,25.812,28.314,29.502,27.677,25.934,25.464,24.687
1660,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1661,B,False,12.777,12.722,12.622,12.88,12.646,12.392,12.65,12.8,13.043,12.83,13.099,13.174,13.626,14.0,13.816,13.674,13.867,14.499,13.933,13.553,13.871,14.337,14.823,14.539,14.476,14.369,14.228,14.428,14.254,14.059,13.956,14.259,14.542,14.555,15.052
1662,B,False,48.222,48.431,47.353,46.577,47.835,48.118,47.465,47.664,46.371,46.057,45.917,46.949,48.183,48.78,48.78,48.515,48.213,47.472,46.024,48.694,48.416,48.497,47.814,49.341,49.913,51.033,52.021,52.301,50.554,51.554,52.346,51.78,53.218,53.079,51.401
1663,B,False,62.683,64.357,69.292,69.625,72.356,75.976,78.081,75.241,81.269,84.883,79.948,79.688,80.972,82.333,83.04,85.274,84.161,82.417,86.457,78.943,78.348,102.69,104.94,118.55,121.21,115.72,117.65,126.96,0.0,139.28,139.92,117.86,117.86,133.95,126.29
1664,B,False,3.5161,3.4206,3.4674,3.7353,3.7353,3.5475,3.6426,0.0,0.0,0.0,3.5161,3.6811,0.0,0.0,0.0,0.0,3.6802,3.3047,3.3185,0.0,0.0,0.0,0.0,20.568,20.479,20.21,3.0239,0.0,3.3836,2.9245,0.0,0.0,0.0,0.0,0.0
1665,B,False,14.597,15.844,22.314,17.982,19.875,23.919,25.975,25.785,27.27,34.566,57.328,7.7282,19.182,8.0437,90.524,32.579,85.603,129.41,55.029,26.578,0.0,48.037,7.5837,0.0,8.9515,14.957,6.1454,7.8524,87.757,163.34,22.875,56.314,60.664,32.509,8.1592
1666,B,False,29.998,26.876,26.663,26.692,30.309,28.745,26.155,25.739,27.259,27.986,25.426,26.814,26.305,26.766,27.863,34.449,32.084,38.646,41.174,41.2,42.231,41.454,33.642,31.355,32.025,29.931,24.838,24.874,25.019,24.794,25.399,25.69,26.238,28.046,30.482
1667,B,False,8.6617,8.921,9.0044,9.192,8.8192,8.8395,8.586,8.9857,9.0689,9.5277,9.5043,9.3899,9.4471,9.1267,9.0701,9.0904,9.1199,9.0373,8.9969,9.2263,9.2699,9.5453,9.8944,9.8435,9.8184,10.052,10.573,10.514,10.257,10.199,10.347,10.3,10.492,10.567,10.894
1668,B,False,24.466,24.569,24.374,25.034,25.137,24.126,23.845,23.917,23.877,24.83,24.745,24.507,24.813,24.193,23.19,23.465,23.151,22.888,23.011,22.96,22.966,22.568,22.585,22.548,22.667,23.007,23.016,22.357,22.028,22.457,22.081,22.974,22.543,22.339,22.387
1669,B,False,3.2749,3.1956,3.1489,3.3054,3.8908,3.8985,3.3473,3.1495,3.6184,3.1794,3.7941,3.5982,2.9723,0.0,3.5468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1670,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3282,3.1759,2.9009,0.0,0.0,0.0,0.0,0.0,0.0,2.8079,0.0,0.0,0.0,0.0,0.0,0.0,2.5604,0.0,0.0,0.0,0.0,2.5604,0.0
1671,B,False,16.734,16.505,16.41,15.829,15.858,15.78,15.979,16.235,16.138,15.89,16.172,15.523,15.088,15.174,15.244,15.059,15.148,15.046,15.299,15.517,15.683,15.722,15.854,16.371,16.812,16.481,16.016,16.505,16.503,16.182,15.931,16.532,16.55,15.853,15.5
1672,B,False,5.2127,5.3212,4.8737,4.5676,4.7715,4.6885,4.7948,4.4023,4.1692,3.8367,3.7196,3.6125,3.3521,3.4292,3.0857,3.1283,3.1175,3.1956,2.9635,3.2799,3.1245,3.2199,2.8532,2.8985,3.2108,2.7826,2.7759,2.6909,2.8079,2.7891,2.7891,2.7769,2.4297,2.6422,2.86
1673,B,False,21.496,20.506,20.815,20.779,21.281,21.241,20.996,20.96,19.871,19.696,19.361,20.837,19.389,19.688,19.444,19.939,19.838,19.315,19.512,19.53,18.851,18.902,18.943,19.15,18.851,19.177,19.605,20.413,20.869,21.16,20.88,20.66,20.779,20.377,20.721
1674,B,False,18.316,18.155,18.065,18.193,18.224,18.041,17.786,17.691,17.809,17.802,17.998,18.08,18.068,18.15,17.971,17.858,18.045,18.098,18.058,17.924,17.82,17.65,17.895,17.824,17.9,17.753,17.779,17.787,17.764,17.896,17.99,17.974,17.887,17.955,17.767
1675,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1676,B,False,12.097,12.21,12.075,12.836,12.124,11.887,11.952,11.47,11.656,12.395,12.533,11.72,12.389,12.168,12.23,12.509,12.376,12.216,12.344,12.664,12.314,11.741,10.493,10.764,12.305,12.371,11.848,12.048,11.812,12.245,12.316,11.733,11.819,11.895,11.357
