,FLARE_TYPE,COINCIDENCE,AREA_ACR_1,AREA_ACR_2,AREA_ACR_3,AREA_ACR_4,AREA_ACR_5,AREA_ACR_6,AREA_ACR_7,AREA_ACR_8,AREA_ACR_9,AREA_ACR_10,AREA_ACR_11,AREA_ACR_12,AREA_ACR_13,AREA_ACR_14,AREA_ACR_15,AREA_ACR_16,AREA_ACR_17,AREA_ACR_18,AREA_ACR_19,AREA_ACR_20,AREA_ACR_21,AREA_ACR_22,AREA_ACR_23,AREA_ACR_24,AREA_ACR_25,AREA_ACR_26,AREA_ACR_27,AREA_ACR_28,AREA_ACR_29,AREA_ACR_30,AREA_ACR_31,AREA_ACR_32,AREA_ACR_33,AREA_ACR_34,AREA_ACR_35
303,M,False,413.5,391.52,404.07,387.11,395.0,405.08,421.08,431.81,456.81,461.79,487.19,517.36,535.03,554.52,576.61,609.76,628.52,654.31,677.68,694.31,729.51,735.19,775.67,785.64,796.76,823.87,841.06,853.69,861.18,881.23,899.54,912.47,938.08,940.42,968.25
304,M,False,405.08,421.08,431.81,456.81,461.79,487.19,517.36,535.03,554.52,576.61,609.76,628.52,654.31,677.68,694.31,729.51,735.19,775.67,785.64,796.76,823.87,841.06,853.69,861.18,881.23,899.54,912.47,938.08,940.42,968.25,988.54,1008.8,1015.6,1025.3,1036.6
305,M,False,1015.6,1025.3,1036.6,1061.1,1072.2,1109.9,1141.2,1170.9,1188.2,1228.1,1267.6,1280.2,1328.9,1334.5,1383.7,1432.3,1443.8,1442.0,1481.9,1500.0,1517.8,1538.1,1557.8,1585.1,1621.2,1635.8,1642.1,1668.9,1693.4,1718.2,1732.8,1730.0,1781.0,1792.6,1816.7
306,M,False,1432.3,1443.8,1442.0,1481.9,1500.0,1517.8,1538.1,1557.8,1585.1,1621.2,1635.8,1642.1,1668.9,1693.4,1718.2,1732.8,1730.0,1781.0,1792.6,1816.7,1833.9,1856.2,1877.3,1937.3,1941.3,1973.9,1992.0,2025.1,2050.4,2088.2,2117.2,2103.0,2115.1,2120.4,2139.6
307,M,True,2374.0,2367.8,2373.9,2386.1,2396.3,2398.9,2406.2,2400.3,2403.7,2394.0,2387.6,2408.7,2414.4,2413.4,2406.8,2420.0,2422.8,2406.9,2397.7,2397.2,2395.6,2388.1,2377.0,2386.9,2375.3,2392.0,2386.1,2390.9,2396.4,2404.5,2396.0,2388.9,2374.8,2380.7,2380.4
308,M,False,2400.3,2403.7,2394.0,2387.6,2408.7,2414.4,2413.4,2406.8,2420.0,2422.8,2406.9,2397.7,2397.2,2395.6,2388.1,2377.0,2386.9,2375.3,2392.0,2386.1,2390.9,2396.4,2404.5,2396.0,2388.9,2374.8,2380.7,2380.4,2377.7,2378.6,2380.2,2393.3,2400.4,2403.4,2398.3
309,M,True,2696.8,2708.5,2703.9,2703.6,2714.9,2716.6,2720.6,2726.0,2746.6,2753.0,2755.9,2772.5,2776.0,2790.7,2798.7,2797.3,2798.8,2800.8,2809.8,2794.1,2800.0,2812.6,2817.1,2829.7,2835.1,2845.8,2850.5,2860.3,2872.2,2878.0,2886.0,2895.8,2899.7,2895.2,2890.7
310,M,False,2878.0,2886.0,2895.8,2899.7,2895.2,2890.7,2896.1,2911.2,2918.6,2936.9,2949.1,2947.7,2943.7,2946.7,2962.8,2968.5,2972.5,2971.9,2980.1,2989.1,2988.2,2978.3,2986.2,2975.0,2970.4,2986.0,3012.1,3018.5,3031.5,3028.5,3042.2,3033.2,3034.8,3043.4,3054.0
311,M,True,1411.0,1410.9,1416.7,1425.7,1421.6,1417.4,1412.9,1411.8,1412.6,1408.0,1410.3,1420.1,1425.4,1426.0,1426.2,1421.2,1424.4,1417.5,1428.3,1434.7,1435.7,1437.2,1446.5,1453.0,1441.7,1454.0,1449.2,1444.6,1445.1,1453.8,1451.2,1458.6,1451.4,1460.5,1460.8
312,M,True,3378.1,3374.2,3380.3,3392.3,3384.0,3401.6,3399.2,3412.0,3416.9,3417.5,3430.7,3450.7,3445.6,3451.3,3453.8,3456.7,3455.0,3454.9,3468.1,3466.4,3462.4,3466.9,3473.8,3460.8,3473.5,3469.8,3475.1,3479.4,3491.2,3502.7,3522.4,3525.1,3531.5,3527.1,3543.6
313,M,False,3450.7,3445.6,3451.3,3453.8,3456.7,3455.0,3454.9,3468.1,3466.4,3462.4,3466.9,3473.8,3460.8,3473.5,3469.8,3475.1,3479.4,3491.2,3502.7,3522.4,3525.1,3531.5,3527.1,3543.6,3545.1,3553.2,3564.6,3573.0,3587.6,3596.7,3592.4,3598.6,3595.3,3601.2,3592.7
314,M,False,3543.6,3545.1,3553.2,3564.6,3573.0,3587.6,3596.7,3592.4,3598.6,3595.3,3601.2,3592.7,3595.4,3601.3,3593.1,3595.1,3590.4,3591.2,3600.4,3602.3,3605.4,3601.6,3597.5,3598.3,3598.0,3604.2,3615.1,3621.4,3617.2,3602.6,3602.8,3600.5,3595.4,3598.3,3594.9
315,M,False,1495.0,1504.1,1502.6,1512.5,1507.6,1506.4,1502.3,1501.6,1510.4,1517.6,1506.9,1506.9,1511.3,1510.8,1513.4,1517.0,1519.2,1519.4,1520.4,1527.2,1520.2,1522.5,1528.2,1523.5,1517.8,1526.5,1537.5,1539.0,1541.3,1543.1,1551.0,1551.2,1554.9,1554.1,1553.3
316,M,False,3605.4,3601.6,3597.5,3598.3,3598.0,3604.2,3615.1,3621.4,3617.2,3602.6,3602.8,3600.5,3595.4,3598.3,3594.9,3611.8,3605.4,3602.1,3601.2,3603.8,3603.7,3607.2,3615.8,3596.9,3597.3,3593.3,3581.3,3589.4,3590.8,3589.6,3579.7,3592.2,3582.9,3589.8,3603.7
317,M,False,3602.1,3601.2,3603.8,3603.7,3607.2,3615.8,3596.9,3597.3,3593.3,3581.3,3589.4,3590.8,3589.6,3579.7,3592.2,3582.9,3589.8,3603.7,3608.6,3611.0,3614.0,3606.7,3610.9,3620.6,3611.5,3587.9,3601.5,3610.3,3630.3,3628.7,3641.1,3655.9,3665.9,3669.3,3663.3
318,M,False,1622.2,1621.7,1614.2,1611.2,1622.9,1615.2,1618.1,1616.3,1615.7,1620.0,1626.1,1625.3,1628.7,1633.0,1633.0,1650.1,1647.4,1648.3,1647.5,1649.6,1655.5,1655.1,1647.0,1649.1,1657.5,1652.7,1650.7,1648.7,1650.0,1643.7,1641.9,1644.3,1643.4,1645.5,1638.0
319,M,True,3883.0,3888.5,3893.9,3894.4,3907.7,3909.3,3920.9,3935.1,3947.3,3949.5,3961.4,3967.1,3968.1,3963.6,3967.8,3984.5,3973.9,3980.6,3987.3,3984.7,3982.9,3991.8,3992.4,3998.5,3998.2,3996.7,3990.8,3989.9,3990.4,3984.0,3980.2,3972.6,3963.7,3970.1,3973.8
320,M,False,3990.4,3984.0,3980.2,3972.6,3963.7,3970.1,3973.8,3972.5,3981.7,3980.0,3986.2,3980.3,3982.1,3985.6,3982.5,3992.1,3987.2,3988.0,3987.9,3993.6,3994.1,3990.7,3990.3,3993.6,3991.3,3998.3,4008.0,4014.5,4017.6,4015.6,4020.7,4021.9,4015.6,4025.2,4034.9
321,M,False,4015.6,4020.7,4021.9,4015.6,4025.2,4034.9,4030.1,4030.6,4019.9,4029.6,4038.5,4042.4,4038.7,4042.9,4035.7,4041.7,4038.8,4029.0,4033.0,4040.9,4021.1,4024.4,4021.5,4021.6,4015.3,3995.5,3996.0,3990.5,3981.4,3979.7,3971.6,3975.1,3988.0,3975.4,3971.0
322,M,False,3930.7,3937.0,3941.4,3941.3,3951.1,3935.2,3936.3,3927.8,3941.1,3933.1,3942.3,3944.4,3949.2,3940.2,3937.4,3934.4,3932.0,3925.4,3903.1,3908.6,3892.4,3887.4,3877.8,3870.8,3863.1,3861.0,3857.6,3853.6,3848.6,3845.1,3840.7,3831.9,3834.2,3817.0,3808.4
323,M,True,3365.6,3370.8,3363.8,3356.6,3347.3,3340.3,3329.4,3313.2,3302.0,3289.1,3299.9,3287.7,3279.1,3273.9,3282.6,3277.9,3272.0,3255.7,3264.6,3278.1,3292.5,3287.5,3278.0,3288.6,3278.6,3270.6,3276.8,3272.1,3267.7,3271.9,3278.2,3287.2,3280.3,3273.6,3273.5
324,M,False,3271.9,3278.2,3287.2,3280.3,3273.6,3273.5,3276.1,3284.4,3293.9,3294.8,3276.8,3280.3,3289.4,3278.6,3279.2,3289.5,3284.5,3285.2,3301.5,3288.3,3288.9,3289.8,3289.1,3298.3,3288.6,3284.6,3282.8,3294.9,3295.6,3297.8,3282.3,3278.6,3265.8,3255.3,3259.5
325,M,False,2240.6,2241.0,2234.0,2241.8,2235.6,2237.5,2230.5,2230.0,2222.2,2233.4,2226.3,2233.1,2226.7,2211.6,2216.3,2211.2,2210.3,2211.9,2209.8,2201.9,2201.1,2187.4,2182.4,2173.5,2160.7,2147.5,2145.4,2137.6,2134.9,2134.0,2134.2,2148.8,2146.9,2134.0,2138.2
326,M,True,1080.7,1084.9,1084.8,1082.2,1091.9,1088.6,1109.1,1108.5,1107.9,1113.2,1120.0,1130.2,1134.1,1139.4,1138.3,1148.9,1149.7,1148.8,1158.7,1163.9,1166.6,1169.9,1169.7,1173.4,1171.7,1170.6,1159.6,1156.3,1160.2,1157.4,1165.2,1160.1,1155.4,1158.4,1154.4
327,M,True,1356.5,1364.6,1365.9,1368.0,1378.3,1389.7,1391.8,1395.6,1402.4,1400.4,1408.4,1410.0,1412.3,1413.5,1419.5,1425.5,1432.4,1436.4,1450.8,1454.4,1453.0,1449.3,1444.2,1439.7,1445.6,1440.9,1448.2,1460.2,1468.9,1468.2,1469.4,1468.9,1476.8,1480.2,1485.0
328,M,True,1432.4,1436.4,1450.8,1454.4,1453.0,1449.3,1444.2,1439.7,1445.6,1440.9,1448.2,1460.2,1468.9,1468.2,1469.4,1468.9,1476.8,1480.2,1485.0,1484.4,1486.0,1485.8,1490.7,1488.0,1496.8,1506.4,1514.9,1523.7,1528.9,1528.7,1526.5,1531.7,1536.9,1544.4,1551.6
329,M,True,1620.8,1620.4,1617.8,1608.9,1601.8,1595.8,1599.2,1598.2,1595.7,1595.7,1588.4,1591.7,1589.8,1579.1,1574.4,1571.2,1570.4,1575.7,1586.3,1589.0,1594.1,1599.2,1604.6,1603.5,1602.9,1603.6,1606.4,1609.6,1614.3,1626.6,1619.1,1621.3,1613.4,1617.1,1612.4
330,M,True,1595.8,1599.2,1598.2,1595.7,1595.7,1588.4,1591.7,1589.8,1579.1,1574.4,1571.2,1570.4,1575.7,1586.3,1589.0,1594.1,1599.2,1604.6,1603.5,1602.9,1603.6,1606.4,1609.6,1614.3,1626.6,1619.1,1621.3,1613.4,1617.1,1612.4,1610.8,1608.1,1617.2,1615.7,1619.1
331,M,False,1599.2,1604.6,1603.5,1602.9,1603.6,1606.4,1609.6,1614.3,1626.6,1619.1,1621.3,1613.4,1617.1,1612.4,1610.8,1608.1,1617.2,1615.7,1619.1,1619.7,1624.0,1624.7,1636.6,1641.4,1641.2,1646.0,1650.3,1645.0,1642.9,1650.9,1658.9,1660.8,1663.8,1666.6,1671.1
332,M,True,1774.2,1777.1,1784.2,1775.2,1777.6,1783.1,1785.0,1789.4,1788.8,1796.1,1802.2,1800.6,1808.9,1807.9,1808.4,1804.7,1812.9,1817.0,1824.0,1820.6,1825.1,1824.6,1828.9,1825.9,1830.4,1832.2,1840.7,1844.0,1852.3,1844.7,1842.0,1843.6,1845.9,1840.5,1839.3
333,M,False,1837.7,1836.0,1836.4,1840.6,1841.1,1840.3,1835.4,1835.1,1842.4,1849.8,1857.3,1866.7,1873.1,1879.1,1872.1,1879.5,1886.1,1891.7,1890.7,1899.8,1907.1,1913.4,1912.5,1909.4,1902.6,1906.5,1910.7,1907.4,1909.7,1898.8,1909.6,1905.2,1907.1,1906.2,1898.2
334,M,False,1840.3,1835.4,1835.1,1842.4,1849.8,1857.3,1866.7,1873.1,1879.1,1872.1,1879.5,1886.1,1891.7,1890.7,1899.8,1907.1,1913.4,1912.5,1909.4,1902.6,1906.5,1910.7,1907.4,1909.7,1898.8,1909.6,1905.2,1907.1,1906.2,1898.2,1893.6,1893.8,1892.7,1891.3,1888.4
335,M,False,1913.4,1912.5,1909.4,1902.6,1906.5,1910.7,1907.4,1909.7,1898.8,1909.6,1905.2,1907.1,1906.2,1898.2,1893.6,1893.8,1892.7,1891.3,1888.4,1888.1,1880.6,1874.8,1884.9,1876.3,1868.8,1869.8,1882.3,1884.3,1888.6,1890.6,1890.5,1879.6,1877.9,1894.7,1887.7
336,M,False,1298.4,1296.5,1301.1,1300.2,1293.9,1297.2,1300.4,1301.7,1294.9,1299.5,1299.1,1303.0,1311.4,1303.9,1304.6,1307.1,1315.2,1312.9,1311.9,1312.9,1315.7,1322.4,1316.5,1313.1,1311.7,1312.1,1308.2,1308.6,1316.1,1319.7,1319.5,1324.8,1345.7,1352.3,1356.2
337,M,False,672.54,681.65,680.37,680.02,681.65,685.42,674.52,660.39,662.04,670.42,660.7,656.44,655.55,638.76,650.31,645.09,643.6,647.18,648.47,633.61,631.24,636.08,625.91,623.84,619.0,624.48,614.66,614.69,612.61,612.19,616.25,609.99,607.31,605.02,596.05
338,M,False,2658.9,2655.6,2665.4,2671.3,2683.8,2679.1,2676.5,2681.1,2678.9,2675.1,2678.5,2666.2,2669.5,2673.0,2678.2,2685.4,2683.4,2693.3,2697.4,2705.2,2702.5,2700.6,2706.3,2714.3,2716.2,2708.1,2715.4,2707.0,2690.4,2689.7,2696.3,2680.4,2682.3,2679.1,2667.6
339,M,False,1065.9,1065.1,1059.7,1057.6,1056.9,1054.0,1037.3,1028.4,997.84,978.79,967.51,951.49,956.78,947.29,919.39,916.74,902.66,885.53,896.01,882.82,865.66,870.08,861.27,852.33,826.83,812.23,808.29,800.65,771.37,775.61,798.64,797.38,801.32,796.84,785.45
340,M,False,251.77,249.69,244.61,241.04,240.38,245.52,234.59,236.32,231.34,228.4,225.84,222.77,218.52,218.95,220.35,214.63,207.49,206.06,205.22,200.93,204.42,211.51,211.01,204.68,204.37,199.0,199.1,193.74,191.39,185.97,194.92,188.91,188.56,192.02,188.76
341,M,False,2542.8,2550.8,2558.8,2554.1,2551.8,2562.0,2542.3,2555.6,2548.2,2548.6,2548.5,2548.3,2536.1,2526.1,2534.1,2527.8,2533.9,2521.2,2517.9,2524.1,2521.7,2521.6,2511.7,2508.0,2496.3,2484.1,2483.7,2474.1,2462.3,2452.9,2448.4,2432.7,2429.5,2414.1,2397.2
342,M,True,124.69,122.58,127.6,123.17,125.95,125.0,127.94,125.21,131.02,128.96,133.86,137.48,138.52,159.17,163.74,165.18,161.3,168.79,177.2,182.02,179.55,184.71,179.01,182.57,186.86,182.24,182.4,184.26,185.1,189.09,192.76,194.23,196.8,200.98,206.72
343,M,True,196.88,200.1,193.38,194.74,196.74,193.5,196.3,197.42,190.99,191.77,195.32,194.43,192.35,195.21,191.65,193.26,191.25,190.49,187.77,191.5,190.72,191.97,189.52,193.63,198.13,199.54,203.15,207.41,206.67,209.57,210.45,214.7,218.39,223.04,224.97
344,M,True,218.39,223.04,224.97,224.55,221.26,221.09,227.34,230.13,232.95,234.02,236.08,232.37,232.33,227.42,227.2,232.73,230.87,229.31,234.37,230.7,237.23,242.26,244.95,238.47,230.25,232.85,237.85,242.53,251.88,245.37,242.22,243.67,235.92,241.06,248.77
345,M,False,423.74,432.68,443.49,446.21,440.83,441.86,440.11,446.07,450.72,447.52,451.14,457.03,457.84,459.92,460.63,461.98,465.67,469.25,466.88,467.88,473.79,477.01,471.59,476.72,475.34,480.91,481.25,494.75,498.03,503.27,508.9,503.3,511.62,520.06,519.23
346,M,True,760.53,769.98,767.33,773.66,771.33,772.14,773.86,774.35,781.77,786.91,793.97,795.22,794.97,794.81,801.53,804.45,806.97,810.01,819.84,818.17,823.43,829.88,828.17,830.87,839.63,844.47,836.38,838.59,834.46,833.06,839.66,848.31,841.51,845.21,846.26
347,M,False,87.041,89.725,80.913,80.731,82.774,87.34,80.397,81.995,79.613,84.938,83.727,77.585,77.794,78.556,74.381,69.331,68.37,72.698,71.33,70.875,71.376,73.95,69.931,72.425,64.154,74.429,78.43,89.51,91.525,95.68,89.351,91.631,96.509,102.99,100.71
348,M,True,1017.5,1021.1,1015.4,1004.6,1001.2,1013.7,1016.9,1015.1,1002.0,1013.5,1018.7,1016.6,1017.6,1008.0,1012.0,1002.8,1010.9,1003.2,1004.2,1007.9,1003.0,1002.5,1008.4,1011.0,1006.3,994.09,985.82,987.68,975.42,992.56,992.29,980.03,978.32,971.23,961.79
349,M,True,945.69,932.75,919.73,908.55,917.42,903.03,904.42,903.98,913.31,910.01,916.92,910.96,902.28,905.97,901.18,896.57,909.3,897.87,890.51,904.3,914.57,905.36,909.26,914.92,910.47,917.08,927.18,931.95,937.4,931.04,925.0,919.33,924.24,928.1,932.75
350,M,False,1030.6,1028.8,1023.0,1026.4,1022.2,1018.7,1016.5,1014.0,1018.6,1008.8,1009.7,1010.7,1018.4,1026.7,1015.6,992.22,993.1,988.26,991.28,964.92,937.51,918.46,907.45,888.95,882.48,872.4,857.34,844.42,844.04,811.79,822.31,799.68,789.15,779.8,788.4
351,M,False,502.69,508.01,511.08,515.16,512.17,509.45,509.55,508.53,514.66,513.46,509.66,507.27,509.63,507.03,506.22,516.24,518.29,520.62,524.43,532.37,531.08,533.23,539.42,543.11,536.09,536.81,532.99,543.01,537.97,540.29,533.11,536.29,538.82,541.13,539.88
352,M,False,751.77,748.48,750.41,750.88,756.42,755.98,746.64,750.76,744.79,746.12,752.83,761.24,768.54,769.72,764.75,768.88,767.45,770.55,771.45,765.99,768.74,768.33,765.17,770.55,773.98,781.01,779.28,776.39,780.04,784.44,779.7,783.49,787.11,794.35,795.02
353,M,False,815.5,820.39,815.71,811.86,813.17,808.83,805.7,799.31,802.64,796.9,807.4,801.63,804.28,802.64,802.4,803.93,795.28,795.2,795.5,797.45,795.99,788.92,792.03,788.06,794.29,789.81,790.08,786.42,786.57,783.16,770.6,772.83,774.16,776.08,770.07
354,M,False,864.42,859.37,853.0,852.57,848.13,850.46,838.03,839.42,837.71,851.03,845.18,846.32,840.24,838.66,840.59,848.94,843.52,847.88,856.77,851.44,842.59,841.89,833.84,844.51,830.05,832.05,826.52,821.46,831.95,833.01,832.38,834.11,839.98,844.41,840.1
355,M,False,463.15,468.74,463.37,453.92,456.78,456.7,457.39,455.77,460.81,463.79,464.1,464.65,474.47,478.38,476.45,491.13,496.98,502.15,503.35,502.79,510.74,511.77,516.46,522.15,520.96,528.53,540.19,540.27,549.67,549.5,563.79,570.63,580.65,587.16,581.19
356,M,False,2009.2,2019.6,2016.8,2027.3,2034.9,2039.9,2038.7,2031.1,2023.2,2052.8,2057.7,2072.6,2076.1,2081.6,2087.2,2097.3,2080.0,2079.0,2075.5,2074.3,2080.6,2093.8,2104.3,2095.0,2100.1,2113.8,2104.6,2112.7,2122.8,2130.8,2123.8,2114.1,2118.9,2150.0,2151.0
357,M,False,1529.8,1531.8,1534.2,1537.0,1539.2,1546.1,1550.2,1545.1,1534.9,1537.9,1538.2,1527.5,1527.2,1525.6,1526.2,1536.0,1533.4,1530.6,1520.9,1528.7,1518.7,1525.2,1519.5,1519.9,1498.9,1497.3,1491.4,1493.5,1489.8,1489.0,1487.3,1486.4,1476.9,1466.6,1464.7
358,M,True,1183.6,1184.1,1175.0,1167.4,1160.7,1158.5,1158.7,1158.1,1155.4,1151.2,1144.9,1150.0,1147.4,1137.9,1142.5,1145.5,1143.3,1129.1,1138.7,1135.5,1126.6,1136.6,1135.2,1124.1,1136.6,1121.8,1111.8,1106.6,1113.5,1110.3,1104.3,1103.4,1102.0,1104.1,1095.2
359,M,False,1042.2,1030.0,1028.1,1021.7,1018.9,1015.0,1004.6,1007.5,1007.2,998.13,994.12,995.3,993.05,995.84,1009.0,986.45,991.57,992.81,992.54,1007.3,1000.4,1016.8,1019.5,1006.3,1018.2,1009.3,1013.7,1010.5,1012.4,1004.6,1004.7,1002.8,968.26,976.69,991.91
360,M,False,2355.4,2340.4,2352.8,2362.7,2386.2,2388.1,2378.0,2350.5,2360.3,2351.0,2346.7,2365.8,2348.4,2345.4,2317.3,2332.3,2329.4,2332.2,2332.9,2326.4,2345.1,2334.3,2333.7,2319.4,2317.0,2323.1,2293.9,2309.5,2291.7,2295.1,2295.2,2280.3,2271.9,2286.6,2286.3
361,M,False,2263.4,2276.0,2281.5,2271.4,2262.2,2256.3,2249.4,2248.4,2252.5,2253.9,2269.3,2262.7,2262.0,2267.7,2291.9,2289.8,2291.0,2293.9,2312.3,2313.3,2306.8,2315.4,2302.8,2301.0,2313.8,2304.6,2292.0,2304.4,2306.3,2308.1,2320.3,2312.0,2308.2,2335.4,2350.2
362,M,False,892.89,897.06,898.17,893.77,883.64,880.12,882.98,877.89,885.6,884.76,890.26,887.43,889.38,901.73,897.6,898.65,898.7,898.99,896.43,896.43,903.04,892.28,899.88,901.92,908.11,912.62,912.09,912.24,916.92,924.69,921.01,926.51,927.4,926.5,943.61
363,M,False,3078.0,3090.0,3083.5,3091.5,3098.8,3107.5,3110.0,3107.2,3105.2,3115.3,3110.5,3115.7,3119.9,3116.9,3124.2,3125.5,3138.5,3143.5,3157.9,3162.3,3158.7,3158.6,3157.4,3147.9,3158.2,3165.5,3174.3,3175.3,3151.5,3155.2,3151.4,3156.7,3157.5,3161.5,3164.5
364,M,True,426.41,422.85,420.88,422.17,423.7,408.5,402.58,400.8,386.99,383.22,380.21,385.79,391.58,388.11,369.87,361.2,367.25,366.53,367.46,355.51,353.36,349.65,342.75,341.31,359.18,396.04,412.35,416.95,410.14,413.26,416.31,416.9,421.01,422.56,416.84
365,M,True,411.87,411.67,413.74,414.77,413.32,404.78,409.03,414.94,413.39,421.1,421.42,421.8,420.63,416.55,414.5,411.98,419.18,427.35,435.37,433.01,438.72,457.16,468.13,463.12,462.4,480.22,521.6,514.05,545.24,544.4,567.75,557.95,561.59,558.71,554.79
366,M,True,585.77,607.44,612.01,613.96,602.28,616.84,622.84,648.88,657.31,667.63,677.95,675.14,675.53,671.9,706.32,717.17,700.4,697.83,701.31,719.48,727.24,708.44,713.53,706.52,727.55,711.56,696.35,719.51,727.12,718.82,716.75,725.51,732.86,738.78,738.03
367,M,True,3013.3,3007.7,3002.6,3000.4,3003.1,3009.8,3002.8,3009.1,3012.4,3008.3,3009.2,2999.5,3003.3,2984.5,2983.4,2975.9,2975.8,2970.1,2975.9,2999.3,2966.5,2978.9,2996.4,3000.5,3000.2,3010.6,3009.5,3024.0,3022.4,3019.6,3030.5,3032.4,3019.0,3038.3,3031.9
368,M,True,716.75,725.51,732.86,738.78,738.03,741.63,748.86,776.2,768.69,773.68,766.45,773.53,771.57,767.95,765.23,772.9,765.54,761.26,775.95,781.46,793.97,798.24,798.9,794.58,797.38,784.23,784.16,773.28,777.07,790.97,780.24,804.01,800.22,811.33,813.49
369,M,False,182.56,183.31,180.68,180.32,180.76,175.47,175.22,175.68,174.54,174.12,175.86,176.45,175.28,174.01,172.52,173.33,172.43,171.51,173.8,170.35,168.61,169.18,168.59,168.21,169.13,171.08,170.4,168.41,169.47,168.38,164.65,164.86,166.33,167.6,169.39
370,M,False,829.94,826.42,818.91,821.35,831.41,842.78,848.2,844.82,835.43,842.1,841.34,846.39,848.38,844.73,847.37,846.87,840.83,847.37,853.11,858.22,855.91,874.44,854.74,848.11,852.47,863.07,861.24,864.21,864.7,861.78,857.05,859.72,852.53,867.81,860.42
371,M,False,3055.4,3053.0,3059.4,3039.4,3043.5,3046.3,3044.4,3040.6,3052.5,3042.2,3049.1,3043.6,3039.6,3064.4,3052.8,3050.6,3057.8,3059.9,3065.4,3070.7,3055.8,3048.8,3049.2,3043.8,3042.7,3040.7,3052.1,3058.3,3077.0,3072.5,3084.5,3087.6,3077.4,3078.3,3088.4
372,M,False,846.91,852.89,863.14,873.65,868.18,878.42,874.02,867.62,884.18,882.33,892.27,891.23,891.31,887.2,882.08,894.77,896.82,889.11,886.58,887.07,894.54,896.69,887.74,891.03,890.81,893.79,894.8,899.2,898.38,917.23,922.53,921.81,933.31,925.77,930.72
373,M,False,3045.2,3018.5,2981.7,2957.3,2935.0,2895.4,2858.0,2807.5,2738.8,2688.8,2638.5,2603.5,2565.2,2528.1,2471.2,2441.3,2441.1,2360.9,2336.2,2267.2,2215.9,2169.5,2117.0,2051.5,2032.2,1988.4,1927.6,1856.9,1779.6,1741.1,1683.7,1656.2,1590.7,1556.2,1490.6
374,M,False,1110.1,1113.2,1106.1,1115.3,1123.7,1121.6,1110.2,1114.3,1113.0,1115.0,1108.8,1111.6,1117.1,1113.3,1115.3,1122.9,1134.7,1123.4,1115.9,1116.0,1119.7,1117.7,1120.5,1124.7,1115.9,1109.9,1101.9,1097.5,1101.4,1087.4,1087.8,1102.3,1105.5,1101.0,1091.7
375,M,False,517.44,528.68,535.74,538.78,541.64,534.94,548.47,553.99,568.75,569.17,587.27,585.31,593.22,625.15,637.25,645.49,649.02,663.47,661.9,670.71,670.13,691.17,690.05,709.19,720.82,726.69,727.63,732.66,736.35,730.25,743.33,740.04,738.93,740.49,759.75
376,M,True,154.48,157.77,157.22,164.96,165.81,160.68,164.53,164.75,169.01,164.11,163.95,165.88,167.67,164.47,169.62,168.33,172.14,180.66,179.86,181.04,176.47,171.47,181.08,177.57,177.85,179.27,176.01,183.07,191.1,200.46,205.65,212.12,234.16,234.73,240.82
377,M,False,273.22,272.84,266.06,265.68,271.53,269.84,262.02,269.79,265.84,263.55,272.25,272.83,279.44,280.31,286.33,277.83,283.83,280.49,281.26,287.93,292.07,289.77,290.91,294.7,298.61,305.46,303.23,305.59,311.56,316.21,312.6,321.69,319.08,319.44,330.91
378,M,False,835.31,816.39,813.87,801.54,804.18,794.32,795.31,791.5,776.83,773.35,767.62,759.6,755.68,751.4,751.4,739.15,743.19,738.29,721.91,718.44,708.45,704.97,701.63,704.67,702.05,701.64,701.88,694.04,682.29,682.8,684.37,680.26,683.26,684.42,682.23
379,M,False,1608.5,1605.4,1605.2,1624.0,1635.5,1631.5,1620.4,1622.6,1624.2,1637.0,1630.5,1639.4,1641.6,1646.6,1636.3,1633.1,1639.2,1644.2,1640.5,1640.2,1650.2,1647.1,1661.0,1661.6,1683.2,1696.3,1684.4,1691.9,1689.9,1690.6,1690.0,1706.1,1700.0,1681.4,1685.0
380,M,False,2307.6,2309.3,2309.8,2306.1,2335.1,2344.0,2363.2,2387.0,2415.6,2435.2,2448.0,2491.1,2484.3,2487.5,2492.3,2518.8,2517.4,2522.2,2544.3,2536.9,2526.6,2528.4,2537.0,2543.9,2565.2,2579.0,2594.9,2598.4,2606.5,2612.3,2603.8,2613.5,2613.5,2601.3,2606.8
381,M,True,1439.9,1436.9,1449.5,1443.7,1457.0,1459.7,1454.4,1452.4,1456.5,1445.7,1440.2,1437.4,1435.1,1435.7,1435.6,1433.8,1442.0,1439.9,1454.0,1459.3,1454.5,1447.3,1452.5,1452.8,1445.9,1447.3,1449.6,1452.2,1445.5,1437.8,1449.2,1440.4,1440.4,1435.5,1425.7
382,M,False,1449.5,1443.7,1457.0,1459.7,1454.4,1452.4,1456.5,1445.7,1440.2,1437.4,1435.1,1435.7,1435.6,1433.8,1442.0,1439.9,1454.0,1459.3,1454.5,1447.3,1452.5,1452.8,1445.9,1447.3,1449.6,1452.2,1445.5,1437.8,1449.2,1440.4,1440.4,1435.5,1425.7,1425.8,1425.1
383,M,False,1449.6,1452.2,1445.5,1437.8,1449.2,1440.4,1440.4,1435.5,1425.7,1425.8,1425.1,1425.0,1417.4,1419.0,1410.8,1411.8,1424.5,1422.3,1422.4,1417.7,1416.6,1417.8,1419.8,1418.9,1406.7,1419.3,1413.5,1412.3,1412.6,1409.7,1408.2,1414.6,1429.2,1432.6,1425.7
