,FLARE_TYPE,COINCIDENCE,AREA_ACR_1,AREA_ACR_2,AREA_ACR_3,AREA_ACR_4,AREA_ACR_5,AREA_ACR_6,AREA_ACR_7,AREA_ACR_8,AREA_ACR_9,AREA_ACR_10,AREA_ACR_11,AREA_ACR_12,AREA_ACR_13,AREA_ACR_14,AREA_ACR_15,AREA_ACR_16,AREA_ACR_17,AREA_ACR_18,AREA_ACR_19,AREA_ACR_20,AREA_ACR_21,AREA_ACR_22,AREA_ACR_23,AREA_ACR_24,AREA_ACR_25,AREA_ACR_26,AREA_ACR_27,AREA_ACR_28,AREA_ACR_29,AREA_ACR_30,AREA_ACR_31,AREA_ACR_32,AREA_ACR_33,AREA_ACR_34,AREA_ACR_35
1519,B,False,474.64,472.78,478.95,486.41,487.69,489.4,483.31,483.73,478.75,476.34,479.1,476.33,474.55,479.61,484.27,487.07,483.88,483.72,482.44,480.37,485.04,487.02,484.38,483.63,483.73,481.89,481.3,477.89,478.61,479.06,481.13,486.84,482.93,486.84,487.27
1520,B,False,72.766,70.105,69.11,72.448,67.977,66.601,65.733,64.879,64.201,65.981,63.699,61.372,60.042,58.106,55.328,56.018,55.229,51.638,51.719,52.187,51.911,50.414,50.859,49.694,50.602,49.102,49.515,49.305,50.528,50.846,48.946,48.717,48.06,46.599,46.706
1521,B,False,120.77,117.66,114.63,117.58,118.58,119.59,121.87,123.83,125.14,127.95,129.89,131.77,134.96,134.01,129.89,132.4,132.29,135.74,134.8,137.14,137.44,135.75,138.01,138.2,141.72,143.45,148.53,149.51,149.68,157.78,161.88,163.55,164.24,164.44,163.03
1522,B,False,163.9,165.56,174.14,182.95,186.32,191.92,194.48,199.33,202.84,206.32,205.77,211.3,212.71,219.39,227.84,228.69,234.79,233.15,234.23,236.71,238.69,236.94,235.6,232.85,236.65,244.32,243.26,244.98,246.4,244.31,245.69,247.95,252.06,252.17,253.47
1523,B,False,277.83,276.28,278.48,277.43,275.86,278.95,275.4,277.87,279.96,278.67,276.57,277.75,276.16,276.2,274.25,274.47,277.87,277.88,279.97,279.11,277.66,285.79,289.08,292.53,292.17,298.72,297.34,302.59,305.21,302.12,304.06,305.28,302.1,303.17,303.61
1524,B,False,58.701,51.492,56.226,48.033,53.333,59.981,72.604,72.725,70.299,73.576,79.947,87.732,84.797,92.063,101.53,97.342,93.41,93.334,86.227,98.03,96.82,102.33,103.47,105.4,98.489,97.636,93.259,99.892,98.838,89.672,93.274,99.751,103.21,103.2,96.722
1525,B,False,49.554,52.109,54.947,60.804,61.605,62.927,66.535,72.054,74.356,74.992,75.385,77.52,80.18,83.26,86.208,88.831,89.997,93.905,94.936,97.576,100.09,97.507,100.9,101.08,105.5,107.51,108.62,111.96,111.92,111.59,112.12,111.81,112.23,110.48,110.99
1526,B,False,135.98,134.77,135.09,135.52,133.16,133.62,136.18,135.2,132.8,132.96,134.67,134.9,129.55,131.58,131.25,132.97,136.28,135.54,139.6,140.25,141.25,141.42,141.6,143.65,139.87,138.65,138.94,139.02,138.31,138.58,136.53,136.23,135.34,136.6,138.45
1527,B,False,186.49,190.93,193.48,198.31,199.67,200.31,200.47,209.02,209.93,213.15,213.12,213.69,219.6,212.74,214.19,214.7,212.08,217.64,224.96,228.06,236.37,229.28,235.87,234.04,236.63,233.35,236.18,240.05,251.36,249.52,248.97,242.64,238.61,238.34,240.66
1528,B,False,292.31,291.84,289.18,290.52,289.61,287.21,287.06,287.81,287.74,291.45,292.13,290.22,291.07,291.2,287.01,284.26,285.11,284.83,281.31,281.19,283.83,282.96,286.59,280.13,278.29,275.26,268.22,270.87,270.75,267.5,265.49,264.84,262.6,263.84,264.04
1529,B,False,344.39,345.52,344.73,346.86,347.66,343.16,347.4,348.38,339.66,339.95,336.94,336.68,334.1,329.57,326.39,330.48,329.78,327.36,320.32,322.33,322.67,320.57,320.38,319.6,323.65,316.07,312.81,315.55,307.16,305.4,295.95,288.84,289.55,297.01,294.1
1530,B,False,119.58,120.92,120.59,120.11,120.38,120.82,120.1,120.12,119.85,120.43,120.39,119.12,119.54,119.99,119.52,120.81,118.94,120.89,121.82,119.75,119.63,120.3,123.74,124.47,130.09,131.78,130.52,128.63,130.63,131.92,130.94,129.87,130.4,128.86,127.54
1531,B,False,79.28,80.35,77.746,76.663,77.148,75.46,75.972,73.784,73.85,77.497,77.693,76.298,78.028,77.222,75.876,74.279,73.399,73.949,75.546,74.839,73.571,74.483,72.658,75.034,74.363,77.669,78.495,81.389,82.302,82.662,84.611,84.342,84.416,84.964,84.228
1532,B,False,202.02,197.81,193.01,195.07,190.28,192.02,191.15,185.79,185.6,183.93,181.27,179.84,176.45,177.45,176.29,173.5,173.21,174.13,174.32,174.03,173.23,173.55,171.78,173.8,174.22,173.62,175.18,178.56,177.99,174.12,172.65,169.86,169.19,170.71,166.13
1533,B,False,368.54,369.34,371.02,368.73,368.72,368.57,365.8,366.9,365.58,369.63,371.2,366.1,363.43,366.34,364.35,360.14,362.9,358.71,358.69,361.97,358.76,360.69,357.89,359.06,356.84,358.99,354.71,356.98,356.47,357.27,351.82,357.14,360.06,359.99,358.7
1534,B,False,20.436,20.795,21.246,22.78,24.642,24.668,26.38,28.142,30.184,30.214,30.608,30.636,32.901,36.819,37.637,39.945,43.883,46.927,48.24,49.461,51.005,53.433,52.465,52.613,53.458,53.7,55.505,56.894,59.689,60.068,61.786,65.408,64.804,64.249,66.83
1535,B,False,454.63,452.97,451.1,453.06,452.35,458.34,454.98,459.21,458.91,459.66,455.8,454.28,454.28,455.6,454.4,454.92,456.82,457.28,463.5,465.24,462.44,459.52,461.08,461.55,459.63,454.89,457.47,460.71,465.57,465.1,467.23,467.12,466.62,464.23,467.69
1536,B,False,220.9,219.4,218.82,220.05,217.46,214.56,216.69,215.13,218.77,219.96,222.38,222.98,225.43,227.39,230.78,233.39,230.75,233.54,235.44,237.28,237.92,239.0,238.15,242.49,243.6,242.22,241.46,238.73,241.64,248.42,244.99,243.92,242.93,247.15,248.61
1537,B,False,285.96,286.34,289.81,294.72,291.31,292.02,297.48,299.46,303.07,305.71,309.91,308.35,309.3,309.13,307.43,308.99,304.94,308.41,308.06,311.31,312.8,312.16,310.69,309.41,311.5,309.31,307.4,305.98,307.09,307.09,307.7,308.39,306.71,303.85,303.47
1538,B,False,192.17,192.21,193.96,193.61,194.35,190.77,191.95,195.13,192.6,192.1,191.89,195.5,198.32,194.68,197.27,193.48,190.48,191.75,189.37,189.17,191.57,193.24,189.63,190.07,187.78,190.73,191.85,192.71,192.82,192.23,187.6,187.69,186.1,184.63,186.26
1539,B,False,45.585,46.329,46.034,46.921,45.735,46.531,47.374,48.775,48.643,48.798,48.167,47.906,48.073,46.414,46.024,45.51,45.902,46.712,45.979,46.434,49.438,48.121,49.786,50.243,50.192,50.552,50.323,48.881,51.971,53.057,51.111,51.811,51.994,51.368,52.408
1540,B,False,206.79,212.11,206.95,221.03,223.7,223.01,209.95,208.23,216.72,219.0,210.97,214.94,204.95,206.32,211.01,211.6,221.27,207.5,197.85,204.42,203.69,206.37,205.7,202.72,204.2,203.61,203.08,211.55,211.76,210.79,225.38,214.08,215.51,222.59,225.04
1541,B,False,240.23,243.5,246.92,246.12,244.61,244.69,245.47,241.66,245.68,247.17,245.74,246.87,251.69,250.55,247.77,249.01,250.44,246.67,251.72,248.21,250.27,252.75,250.64,247.55,246.94,245.41,249.95,248.92,248.29,249.32,245.45,240.91,242.45,243.39,241.06
1542,B,False,212.98,212.35,214.55,211.56,214.62,215.36,214.45,214.84,213.11,212.62,211.55,212.81,212.58,212.85,211.71,212.52,213.16,213.28,210.94,209.22,210.63,209.14,206.51,207.33,207.3,208.04,205.76,201.57,202.17,200.01,201.62,200.24,198.82,196.29,200.98
1543,B,False,101.08,110.92,115.95,126.68,130.26,129.65,149.82,152.76,151.14,168.24,180.83,190.16,205.49,207.62,212.63,205.49,210.51,209.37,218.37,214.67,217.28,211.99,206.08,218.25,213.47,203.95,219.48,225.4,235.87,244.47,246.31,250.76,245.56,242.75,246.24
1544,B,False,353.42,357.45,357.64,360.2,364.03,361.77,360.46,368.06,362.76,356.87,363.15,357.22,359.45,363.68,364.07,363.15,360.59,358.13,364.84,361.72,360.8,357.75,358.64,360.09,368.67,372.5,373.77,374.08,372.47,373.06,372.83,372.45,372.96,371.47,370.59
1545,B,False,313.81,314.52,313.85,312.49,317.21,317.68,315.16,320.3,323.26,322.8,320.44,319.28,321.47,323.08,328.44,328.08,324.56,325.41,325.83,329.47,330.21,330.28,325.72,328.41,329.55,332.11,331.96,324.79,329.78,331.86,336.0,337.86,341.03,337.1,337.67
1546,B,False,159.11,154.27,159.28,155.23,159.26,156.01,158.53,161.95,160.86,159.57,158.71,154.74,154.69,154.09,152.17,156.31,154.75,153.4,152.47,157.2,152.39,153.63,149.75,151.35,148.75,147.01,147.47,150.7,149.39,144.49,141.94,141.37,139.11,137.74,138.38
1547,B,False,195.46,192.38,200.07,200.28,206.31,204.87,204.64,205.62,211.9,211.76,219.5,218.87,222.29,229.15,235.9,235.48,240.37,240.74,237.46,239.19,238.1,244.77,243.7,247.89,244.74,241.42,242.69,248.37,256.76,254.9,260.74,267.98,267.47,263.25,267.68
1548,B,False,117.81,109.52,106.48,109.15,109.97,104.12,107.18,107.01,106.01,106.9,103.63,106.28,113.88,109.42,108.2,109.09,107.85,107.75,113.58,113.23,109.18,110.41,112.3,113.38,116.84,109.45,108.93,106.75,110.49,109.39,102.37,93.116,88.532,86.451,87.976
1549,B,False,410.97,413.64,417.34,416.27,417.98,422.19,424.26,422.83,421.95,423.36,427.32,424.85,417.52,418.42,418.51,422.58,427.59,426.11,430.62,427.98,425.45,424.67,426.72,426.99,430.63,424.44,425.56,422.77,419.93,422.28,423.06,423.09,425.0,426.73,425.34
1550,B,False,388.73,389.05,393.92,398.18,398.0,398.8,404.7,402.52,402.35,405.03,408.94,412.31,409.39,411.39,417.68,423.39,417.64,416.83,412.71,413.98,419.88,426.3,425.44,425.88,424.63,419.83,422.19,423.14,422.82,422.58,423.41,424.42,424.35,422.73,424.68
1551,B,False,368.8,367.69,369.29,372.67,369.29,376.2,375.56,379.0,379.51,379.15,383.03,383.38,380.72,381.05,382.65,389.14,388.52,384.52,385.49,385.72,386.52,386.54,383.82,382.27,384.09,389.73,386.95,384.97,387.9,385.53,384.78,377.21,381.34,380.46,377.38
1552,B,False,1476.1,1475.1,1482.5,1476.6,1483.2,1489.3,1494.2,1487.8,1488.3,1488.2,1488.3,1488.4,1486.7,1486.6,1483.0,1483.3,1485.8,1491.7,1484.3,1490.7,1492.6,1494.6,1494.3,1491.5,1490.9,1480.9,1475.5,1480.1,1485.9,1487.1,1492.9,1494.1,1489.9,1490.1,1491.3
1553,B,False,88.689,91.679,91.177,91.483,86.629,85.877,92.069,92.197,89.357,89.514,94.139,94.019,94.043,96.714,99.214,99.294,97.229,95.734,94.035,97.13,93.398,91.579,93.083,91.321,90.729,91.792,91.07,91.792,93.906,94.867,93.856,93.605,95.012,92.09,93.193
1554,B,False,207.37,210.22,209.11,209.24,212.16,209.07,208.84,213.78,213.37,213.56,212.37,213.26,217.19,219.15,214.02,214.33,213.67,220.24,225.15,226.09,228.02,219.29,219.6,220.94,220.44,219.46,218.08,217.07,218.7,221.49,225.4,220.81,222.91,222.59,224.75
1555,B,False,72.479,74.91,73.062,71.756,68.016,66.7,64.066,66.159,62.945,62.658,62.892,60.38,61.029,61.598,62.193,63.742,61.709,61.473,61.071,60.418,59.046,62.793,59.333,57.207,56.613,57.037,54.564,51.512,50.083,50.431,50.347,48.02,50.97,52.505,49.515
1556,B,False,44.734,45.965,46.232,44.194,44.844,46.262,46.582,47.52,48.367,47.972,49.735,50.535,52.483,53.668,54.161,53.945,54.306,54.956,54.638,54.429,55.878,55.993,55.782,54.285,53.312,53.48,52.753,53.687,54.342,53.085,54.159,52.865,51.807,49.978,50.048
1557,B,False,104.98,104.4,104.89,106.53,106.48,109.44,106.65,106.75,104.63,105.98,106.21,106.1,106.02,105.01,103.21,103.65,101.51,105.1,105.83,104.53,103.88,104.15,107.07,105.43,104.62,107.95,105.12,103.75,105.17,106.79,108.87,108.92,107.49,108.85,110.35
1558,B,False,215.4,215.01,214.06,220.07,216.28,213.49,212.35,212.68,213.81,212.18,212.37,212.35,212.97,209.89,207.31,210.22,212.49,209.93,210.9,211.78,215.09,215.08,217.66,219.58,217.13,216.56,214.23,210.09,209.95,209.27,210.59,212.3,211.59,211.77,210.12
1559,B,False,464.05,463.99,461.4,466.46,468.28,469.76,468.64,469.78,474.13,471.92,477.13,477.6,469.35,467.73,465.64,466.45,463.11,469.0,463.01,460.03,460.43,458.46,464.26,461.6,459.58,457.1,459.64,458.45,456.24,460.45,457.45,459.59,461.36,463.48,460.66
1560,B,False,441.07,438.69,436.17,434.81,432.49,431.23,428.08,430.44,434.71,428.76,429.23,429.06,425.09,423.5,425.9,426.45,423.0,423.58,422.97,419.1,421.68,421.49,421.52,419.02,413.7,413.24,416.62,417.44,416.47,416.34,416.24,409.73,411.43,415.2,414.59
1561,B,False,218.3,218.47,222.32,215.65,216.34,214.95,215.31,218.61,219.42,218.51,219.64,225.02,225.01,224.73,222.28,220.98,218.64,219.08,222.46,223.77,226.91,226.2,224.73,224.93,223.8,223.28,226.65,223.02,227.65,221.04,222.96,222.61,225.53,230.53,229.56
1562,B,False,38.114,37.991,39.333,40.245,40.426,41.08,42.768,43.467,43.732,42.706,41.204,41.902,43.378,44.037,43.914,42.63,41.949,41.484,40.24,39.861,39.829,38.93,39.201,38.3,38.872,38.405,38.718,38.9,38.998,39.441,38.931,38.334,38.126,37.528,36.886
1563,B,False,156.3,156.13,155.45,156.47,155.7,155.38,153.65,157.21,155.54,155.87,158.65,154.82,155.47,158.37,163.12,164.8,165.8,161.05,162.86,164.09,167.24,166.67,167.18,168.5,169.74,168.73,170.87,169.19,169.69,172.72,174.3,178.25,180.17,182.49,185.94
1564,B,False,253.84,251.66,248.69,244.91,241.45,235.53,232.07,232.39,227.15,231.53,230.1,231.28,227.73,228.03,223.13,222.85,223.32,219.83,221.85,225.26,227.13,223.25,224.55,223.79,222.82,223.85,225.6,221.27,220.37,220.3,218.97,219.62,214.25,211.1,210.48
1565,B,False,326.46,329.42,331.22,331.58,325.61,328.74,325.39,321.24,328.99,329.13,330.07,331.78,333.44,334.06,335.0,331.5,334.86,335.99,332.8,332.86,331.38,332.12,333.13,337.01,342.73,344.08,348.48,347.13,349.52,355.51,356.77,351.89,351.25,358.7,357.06
1566,B,False,53.392,54.958,53.01,53.471,54.327,53.725,53.479,54.205,54.575,52.798,53.04,51.805,49.638,49.84,50.159,50.274,50.749,50.9,50.142,49.347,48.286,47.642,49.452,52.489,49.385,50.693,49.377,49.329,49.933,50.39,50.396,51.947,52.109,50.698,50.18
1567,B,False,223.77,220.82,228.51,230.34,231.32,233.87,237.45,234.67,226.95,219.6,227.97,218.58,215.88,218.42,218.73,209.96,206.44,208.5,209.68,203.59,202.31,198.58,192.26,198.11,193.83,197.8,194.49,194.14,187.11,185.28,187.53,189.36,191.63,189.05,182.85
1568,B,False,197.65,197.13,196.42,195.52,197.09,196.96,204.81,200.3,197.63,197.63,196.97,197.01,197.71,196.44,200.01,197.92,196.83,193.43,191.0,202.03,195.4,201.27,198.37,203.19,207.36,204.39,204.17,203.7,206.86,209.49,212.76,215.46,216.82,213.28,211.96
1569,B,False,498.11,494.6,489.99,495.98,480.42,483.74,478.48,484.65,491.08,488.07,499.96,494.58,498.26,503.37,499.94,496.28,494.09,493.37,496.97,490.62,490.96,486.24,485.39,489.86,486.98,484.86,480.33,472.9,475.59,477.98,471.59,471.34,470.36,466.05,464.84
1570,B,False,328.12,327.16,333.1,333.27,333.51,330.48,328.29,329.59,333.24,334.21,336.65,334.36,339.08,340.97,342.6,346.31,347.6,347.43,347.43,350.04,353.63,357.7,364.06,365.32,366.77,362.44,363.07,362.45,361.81,365.34,367.98,369.09,367.92,375.15,380.82
1571,B,False,70.848,70.97,68.223,69.437,70.907,69.122,69.133,68.125,66.907,66.845,69.839,66.261,69.356,64.854,66.595,67.601,64.39,67.87,64.072,65.211,60.873,59.592,60.626,61.262,59.754,57.283,57.863,55.2,51.39,49.465,53.736,52.256,52.131,53.339,51.624
1572,B,False,318.56,330.13,346.73,370.07,390.53,412.68,432.49,451.54,469.77,485.39,509.72,523.36,528.71,548.73,551.02,559.67,580.55,589.08,603.21,612.95,627.67,636.5,628.67,626.77,642.76,634.84,641.26,665.79,665.31,662.81,676.51,690.12,684.98,690.45,680.5
1573,B,False,87.949,87.652,87.138,86.903,87.455,87.637,85.784,85.586,86.852,85.351,85.852,89.135,90.836,91.168,89.099,89.746,91.508,90.47,90.479,90.412,90.849,89.103,90.929,90.751,90.52,90.614,91.567,91.271,92.919,97.067,96.723,95.655,93.369,95.224,97.479
1574,B,False,323.55,318.65,318.67,322.31,322.43,321.02,321.0,321.11,321.42,318.91,323.4,322.33,320.72,319.39,323.76,315.51,323.61,320.23,318.49,315.11,317.87,321.04,316.82,311.49,312.48,312.51,311.07,312.25,314.56,311.45,315.24,310.92,308.5,312.61,314.26
1575,B,False,476.15,473.01,471.97,474.15,467.98,467.86,469.86,469.12,470.85,470.2,470.65,471.46,469.95,471.31,467.54,463.04,465.46,468.97,468.75,467.64,465.22,468.79,468.78,463.1,465.48,470.83,469.46,465.07,465.49,468.34,461.76,472.58,474.74,471.69,469.55
1576,B,False,1159.1,1166.0,1167.8,1165.5,1166.3,1170.2,1164.9,1162.1,1167.9,1158.9,1166.7,1162.0,1163.7,1172.4,1167.6,1177.7,1178.4,1184.3,1180.9,1179.0,1184.0,1181.7,1177.2,1174.5,1172.9,1184.1,1187.8,1182.9,1178.9,1176.7,1185.2,1177.3,1173.7,1183.9,1184.0
1577,B,False,423.03,423.8,427.72,422.8,419.98,418.63,421.69,420.99,422.02,424.19,418.39,421.82,419.14,415.54,412.42,413.09,406.23,405.75,399.27,395.18,392.28,394.96,394.56,391.94,398.3,394.64,389.39,391.66,389.67,393.11,388.08,382.2,384.95,381.81,381.74
1578,B,False,396.67,411.25,410.93,416.18,412.45,415.51,416.35,422.53,419.7,414.81,414.24,423.15,427.66,424.5,420.89,424.04,416.38,417.58,414.32,425.25,432.85,433.49,432.77,430.07,433.06,435.41,436.08,441.97,442.02,447.56,449.9,453.02,449.65,453.11,457.44
1579,B,False,326.25,326.16,324.9,326.03,321.06,317.24,321.28,318.54,319.86,319.76,323.08,323.01,318.36,320.09,318.99,320.86,322.72,319.31,318.08,317.46,320.09,315.92,316.42,314.93,318.4,319.11,319.63,322.41,322.93,325.25,322.3,324.68,322.57,323.44,324.41
1580,B,False,91.798,89.403,94.744,95.081,96.146,87.813,84.997,86.553,84.772,80.146,73.479,91.036,92.256,86.958,97.732,93.193,109.38,107.66,112.08,122.79,126.25,141.37,136.94,148.87,156.42,156.94,165.25,165.03,165.83,175.12,183.77,185.24,173.56,170.96,182.26
1581,B,False,326.49,325.73,325.36,321.31,320.92,326.21,321.45,322.67,325.36,328.42,327.33,319.86,319.52,318.81,317.37,315.56,316.69,317.05,311.1,307.97,306.61,302.29,301.86,298.2,296.49,296.88,296.31,297.55,292.72,290.76,288.82,289.97,288.51,291.45,290.1
1582,B,False,60.021,60.433,59.619,59.147,58.168,58.658,59.244,55.862,54.482,55.544,56.779,56.056,54.596,55.365,54.656,54.7,53.443,54.53,52.093,52.349,52.231,51.553,50.326,49.76,49.799,49.336,49.246,47.873,47.524,46.526,47.495,44.559,43.499,44.03,44.614
1583,B,False,478.03,477.44,477.13,476.39,475.81,476.5,477.07,479.74,478.53,477.59,475.83,475.5,475.42,476.25,477.76,481.43,486.18,485.04,483.39,482.52,477.28,477.44,477.54,481.65,475.24,475.62,475.25,479.01,477.58,472.8,475.43,470.32,472.72,474.46,476.15
1584,B,False,451.06,452.38,446.05,451.18,447.89,450.05,452.07,451.23,455.15,455.19,454.21,457.03,455.36,459.63,454.99,451.97,453.17,458.28,459.98,460.27,460.99,463.45,460.97,459.98,462.34,465.45,467.42,468.67,466.63,457.55,454.36,461.63,460.06,457.58,462.01
1585,B,False,210.63,210.08,207.08,208.65,210.82,214.23,213.33,214.57,213.47,211.46,212.07,208.55,209.01,207.13,211.94,213.43,211.41,208.57,209.17,208.86,209.73,206.31,208.69,208.85,208.71,205.35,205.12,203.95,203.95,201.06,202.07,206.86,204.73,203.17,200.24
1586,B,False,382.12,386.96,384.11,386.46,385.55,390.66,387.08,393.83,397.03,399.36,397.13,400.11,403.63,402.51,397.28,398.63,397.76,399.36,403.69,404.64,404.31,404.81,404.48,404.13,399.72,396.75,396.28,403.39,402.1,402.19,400.45,404.58,403.96,406.67,405.48
1587,B,False,138.17,137.57,138.98,140.96,141.13,142.62,140.66,142.79,140.26,139.89,143.04,143.29,141.22,141.08,142.86,143.88,143.25,137.79,141.31,137.78,135.35,135.8,138.37,137.36,138.13,135.76,137.14,137.05,136.29,138.29,138.71,138.92,136.33,137.99,140.27
1588,B,False,545.62,546.82,548.65,542.52,537.01,542.15,533.62,532.34,537.93,533.27,535.27,528.76,527.77,521.92,523.5,521.66,527.31,521.94,515.56,517.53,513.57,514.58,522.32,523.43,527.73,527.26,523.42,523.48,523.44,531.06,532.56,533.04,528.5,519.63,514.22
1589,B,False,56.953,57.017,56.584,58.536,60.913,61.914,61.303,62.764,64.204,63.979,65.424,64.065,62.661,64.425,63.522,63.008,63.259,64.466,63.872,64.28,66.111,65.542,66.127,65.41,64.541,63.169,62.303,63.097,61.946,61.238,61.448,61.691,61.666,61.907,63.308
1590,B,False,245.99,248.06,244.14,244.81,247.61,240.42,238.96,236.95,242.71,243.39,243.19,243.63,242.34,241.7,242.18,242.05,237.64,239.91,234.84,234.12,237.55,233.62,228.71,231.63,231.61,231.54,230.31,227.33,226.15,221.47,219.88,218.48,217.33,211.77,211.16
1591,B,False,77.162,81.827,88.67,93.898,89.23,84.682,90.486,85.863,80.615,82.542,74.553,75.983,81.059,80.697,84.093,89.03,85.235,95.504,96.142,103.24,105.63,110.9,102.76,97.278,95.178,105.89,99.677,90.164,96.022,99.37,100.85,88.578,101.16,100.76,94.475
1592,B,False,250.4,247.69,247.22,249.72,251.92,254.14,254.77,254.48,253.94,254.13,254.71,259.26,264.51,272.64,272.82,270.73,275.3,269.65,272.13,276.02,280.07,283.6,288.71,289.02,291.05,297.28,298.2,303.23,310.48,310.63,313.61,314.48,317.02,321.56,319.52
1593,B,False,77.966,75.777,74.593,75.513,75.268,75.433,71.386,72.889,70.975,75.611,74.427,73.103,72.359,72.006,70.913,76.257,76.104,75.447,76.811,75.037,76.299,75.072,76.693,78.995,79.251,79.648,77.449,80.585,78.005,82.453,81.355,83.254,80.465,84.34,82.803
1594,B,False,284.57,287.3,285.33,288.34,285.01,282.07,285.5,282.9,282.78,284.37,285.23,283.15,279.89,281.87,279.46,283.91,280.22,279.15,277.27,275.91,273.13,272.74,269.63,269.37,264.42,265.94,263.78,262.67,261.93,261.98,263.35,264.76,262.01,263.23,259.52
1595,B,False,60.163,60.698,61.308,58.197,59.123,59.1,60.747,60.48,57.646,57.483,57.575,58.394,59.384,60.055,60.043,61.459,59.984,62.453,62.598,63.024,61.716,62.933,63.686,61.929,62.295,62.605,61.005,61.508,58.939,56.795,56.129,56.404,56.59,61.714,60.083
1596,B,False,26.74,25.886,25.398,26.154,26.031,28.855,28.172,28.608,28.073,29.184,29.372,26.888,28.332,26.122,26.209,26.37,24.779,25.436,28.78,28.272,30.498,30.959,31.613,31.782,32.118,31.932,30.995,31.0,31.727,31.565,33.806,35.156,35.514,36.506,35.018
1597,B,False,84.512,84.05,83.864,84.095,83.246,83.392,80.972,81.679,81.957,81.366,82.143,81.763,80.308,79.008,79.082,79.191,79.1,77.739,77.914,78.929,78.925,79.749,79.212,80.201,80.609,80.902,81.697,80.323,80.624,81.489,81.351,82.019,81.043,82.017,81.193
1598,B,False,47.643,47.233,49.055,48.312,47.474,47.921,46.282,47.509,47.934,45.807,44.414,43.581,44.498,44.907,44.447,44.386,45.768,44.157,42.696,42.646,42.123,42.538,41.284,41.838,41.95,40.243,41.138,42.895,41.453,40.756,39.438,40.641,40.385,42.96,43.488
1599,B,False,488.7,496.26,488.09,489.31,483.55,485.05,483.52,481.16,480.18,480.26,483.22,482.16,478.01,470.03,470.84,470.38,468.6,467.41,466.8,466.93,467.96,457.59,460.11,451.07,452.93,441.92,440.8,443.38,436.85,432.54,428.12,423.76,421.77,422.84,428.7
1600,B,False,213.47,203.95,219.48,225.4,235.87,244.47,246.31,250.76,245.56,242.75,246.24,248.96,249.03,255.93,253.59,257.58,260.69,267.88,271.51,283.54,280.88,285.72,296.64,306.32,301.63,292.61,293.36,309.62,314.99,311.05,314.67,321.55,323.47,320.87,315.71
1601,B,True,159.67,159.45,165.28,165.24,165.28,165.09,165.35,165.7,167.12,167.21,166.47,166.69,168.89,166.39,168.18,170.85,175.5,175.49,176.84,175.0,173.99,174.63,172.19,171.62,175.42,178.07,181.61,181.98,182.34,182.41,184.44,181.85,183.58,185.64,186.37
1602,B,False,391.75,386.84,383.79,375.56,371.54,374.07,371.23,372.6,374.62,373.94,377.05,375.49,375.41,373.85,374.47,369.23,370.84,363.9,361.45,359.62,356.39,357.75,355.62,364.13,361.72,362.97,362.94,361.34,361.17,358.61,361.68,358.73,361.71,358.52,354.76
1603,B,False,214.45,214.84,213.11,212.62,211.55,212.81,212.58,212.85,211.71,212.52,213.16,213.28,210.94,209.22,210.63,209.14,206.51,207.33,207.3,208.04,205.76,201.57,202.17,200.01,201.62,200.24,198.82,196.29,200.98,196.23,199.87,202.95,196.5,196.07,195.57
1604,B,False,180.51,186.76,195.3,189.55,188.74,187.87,188.8,184.44,186.49,190.93,193.48,198.31,199.67,200.31,200.47,209.02,209.93,213.15,213.12,213.69,219.6,212.74,214.19,214.7,212.08,217.64,224.96,228.06,236.37,229.28,235.87,234.04,236.63,233.35,236.18
1605,B,False,39.994,40.521,44.828,38.149,36.529,37.057,36.572,40.353,39.554,36.823,36.082,43.784,44.498,43.26,47.099,51.825,51.278,50.148,50.257,53.519,57.63,50.663,55.031,54.072,56.251,57.678,50.889,50.414,53.762,59.855,56.282,58.709,61.8,66.0,61.285
1606,B,False,156.31,161.36,163.9,165.56,174.14,182.95,186.32,191.92,194.48,199.33,202.84,206.32,205.77,211.3,212.71,219.39,227.84,228.69,234.79,233.15,234.23,236.71,238.69,236.94,235.6,232.85,236.65,244.32,243.26,244.98,246.4,244.31,245.69,247.95,252.06
1607,B,False,273.35,280.13,277.58,272.94,278.53,277.37,274.91,278.5,278.97,269.71,275.05,276.77,278.84,271.77,272.73,269.7,272.65,273.98,270.09,270.83,268.48,263.71,260.9,254.14,255.78,255.34,255.79,251.29,250.75,251.28,249.03,250.14,244.36,245.62,244.0
1608,B,False,276.73,280.39,278.52,282.28,280.03,279.17,277.68,277.44,272.85,268.29,265.71,266.86,265.36,263.09,264.31,261.54,259.51,260.91,264.92,272.58,267.65,261.22,260.0,254.88,258.7,260.52,259.05,258.24,257.16,262.18,261.34,261.33,263.86,264.81,263.85
1609,B,False,257.8,262.93,265.96,272.91,268.39,273.49,286.07,283.53,285.28,283.16,284.63,291.63,296.74,291.25,295.37,295.12,288.95,289.45,291.69,289.98,287.24,286.17,283.51,280.87,277.9,272.34,266.17,270.72,278.62,274.71,273.18,281.4,282.11,280.32,279.02
1610,B,False,60.893,61.936,64.809,65.6,67.713,67.715,68.78,66.715,69.349,67.168,66.22,67.479,65.856,65.98,68.085,66.418,65.17,63.39,66.549,67.648,68.236,69.012,67.53,63.441,69.041,69.366,69.965,69.951,72.9,72.47,68.86,72.14,71.007,75.955,69.344
