,FLARE_TYPE,COINCIDENCE,MEANGBH_1,MEANGBH_2,MEANGBH_3,MEANGBH_4,MEANGBH_5,MEANGBH_6,MEANGBH_7,MEANGBH_8,MEANGBH_9,MEANGBH_10,MEANGBH_11,MEANGBH_12,MEANGBH_13,MEANGBH_14,MEANGBH_15,MEANGBH_16,MEANGBH_17,MEANGBH_18,MEANGBH_19,MEANGBH_20
1160,B,False,72.059,71.592,70.255,70.131,69.583,68.756,68.103,67.182,66.941,66.704,66.405,66.197,65.863,65.025,64.852,64.179,64.902,65.022,63.953,64.106
1161,B,False,35.006,35.178,34.478,34.269,32.967,34.009,34.599,35.258,35.43,35.824,35.406,36.554,37.526,37.856,38.241,38.764,40.081,39.459,40.105,39.452
1162,B,False,48.058,47.46,47.048,46.841,46.025,45.561,45.538,45.481,45.362,45.19,44.818,44.902,44.971,45.075,44.827,44.971,44.878,44.703,44.638,44.799
1163,B,False,67.257,68.161,67.404,66.791,65.809,65.158,64.918,65.742,63.588,62.783,62.919,63.183,63.873,63.882,63.785,63.496,62.128,62.663,63.445,62.759
1164,B,False,49.454,49.492,49.352,49.58,49.373,49.325,49.635,50.061,50.333,49.599,49.553,49.87,49.778,49.846,49.733,49.607,49.796,49.443,49.737,49.892
1165,B,True,35.668,35.768,35.857,35.82,35.854,35.924,35.751,35.015,34.884,34.57,33.872,33.461,33.093,32.692,32.086,32.305,32.181,32.082,32.262,32.384
1166,B,False,66.107,65.743,66.849,65.172,66.161,65.42,65.677,64.706,64.035,64.226,63.914,62.722,61.59,61.98,61.088,60.348,60.781,59.986,60.126,60.039
1167,B,True,37.732,37.625,36.604,37.913,37.799,39.551,36.313,37.598,34.652,36.134,36.685,35.282,35.854,35.667,37.114,35.21,35.921,35.091,33.862,34.553
1168,B,False,79.615,78.272,80.068,76.076,75.448,75.689,77.467,76.14,79.116,82.523,78.96,81.81,83.117,86.465,82.334,83.639,87.383,88.688,91.225,93.368
1169,B,True,34.062,34.086,33.476,33.127,33.066,32.967,33.058,32.784,33.157,32.532,32.324,32.929,33.47,33.437,34.363,33.347,33.66,33.791,33.906,34.105
1170,B,False,50.252,48.994,49.086,48.397,47.76,47.349,47.258,47.244,46.357,46.285,45.894,46.136,45.305,45.04,45.465,45.313,45.693,46.574,46.492,47.025
1171,B,False,34.21,34.454,34.602,34.703,35.085,34.808,35.375,34.392,34.6,34.836,34.531,34.171,34.507,34.82,34.583,34.666,34.886,35.27,35.392,35.106
1172,B,False,43.843,44.728,43.963,43.694,44.777,43.904,43.471,43.596,44.263,43.777,42.544,43.615,43.564,44.878,44.335,44.754,44.434,45.67,45.303,44.628
1173,B,False,56.464,57.277,57.595,58.393,58.664,58.828,58.664,58.833,59.529,59.914,60.245,60.9,61.163,60.542,61.697,61.244,59.466,59.734,58.969,59.469
1174,B,True,69.457,70.045,69.778,70.182,70.668,71.12,70.785,70.806,70.982,71.323,72.102,71.006,70.336,70.756,69.877,70.901,70.846,69.949,69.399,70.263
1175,B,False,56.995,56.455,58.739,57.557,59.67,58.403,57.092,57.783,55.868,60.204,59.006,58.706,58.914,61.676,62.579,64.787,65.555,67.238,66.679,64.962
1176,B,False,57.81,57.315,58.138,58.32,58.637,59.213,59.136,59.917,60.163,61.317,62.208,62.351,63.107,63.155,63.213,63.568,63.478,63.762,63.622,63.597
1177,B,False,51.061,51.423,51.075,50.092,49.762,50.694,48.775,48.924,48.01,48.437,47.177,47.347,47.34,47.589,46.791,47.736,47.648,47.518,46.419,47.0
1178,B,False,53.311,52.553,51.824,51.762,51.781,51.357,51.395,51.049,51.091,50.831,50.828,50.838,50.992,50.925,50.776,51.666,52.008,51.861,52.523,53.038
1179,B,False,38.433,38.162,38.936,38.292,39.048,39.913,39.965,42.307,42.405,43.427,43.562,41.74,41.529,40.691,39.161,39.339,37.572,38.354,36.814,34.933
1180,B,False,80.063,79.367,84.102,83.368,83.136,84.28,86.619,86.633,87.841,85.899,89.355,89.062,89.672,86.86,86.293,88.997,90.124,86.205,89.212,86.729
1181,B,True,43.425,43.416,43.873,43.785,44.532,44.117,43.837,43.526,43.779,43.645,44.529,45.599,45.23,45.804,46.085,46.746,46.437,46.601,46.798,47.273
1182,B,False,67.201,68.843,66.381,67.045,67.78,68.612,69.766,69.299,70.935,73.614,72.108,73.024,73.568,72.211,69.312,72.36,70.331,68.538,68.139,68.861
1183,B,False,51.05,50.366,49.745,49.034,48.807,48.709,48.692,48.049,47.834,47.822,47.377,47.748,47.335,47.386,47.105,46.956,47.011,46.768,46.658,46.923
1184,B,False,67.131,67.475,66.718,66.144,69.093,68.228,67.936,69.164,67.245,68.341,68.029,68.505,68.736,69.184,68.269,68.613,69.288,68.521,69.225,67.91
1185,B,False,28.641,28.626,28.848,28.843,28.849,28.93,28.82,28.569,28.64,28.304,27.948,27.469,27.403,26.543,26.488,25.869,25.348,25.457,25.1,25.289
1186,B,False,29.742,28.644,29.599,28.775,28.528,29.199,31.114,31.932,32.507,35.391,35.256,37.717,40.417,42.893,48.363,55.718,50.208,62.562,59.477,50.342
1187,B,False,33.213,33.209,33.145,33.175,33.32,33.425,33.348,33.74,33.215,33.615,33.534,33.667,33.742,34.237,34.293,34.44,34.086,34.823,35.034,35.533
1188,B,False,40.72,40.329,41.077,39.722,39.186,38.885,38.635,39.475,39.349,39.211,40.036,39.923,40.225,41.17,40.988,41.296,41.073,41.835,42.151,42.391
1189,B,False,30.949,30.938,31.21,31.29,31.42,31.068,30.624,29.811,29.596,29.423,30.02,30.29,30.143,29.908,29.924,29.87,29.799,29.368,28.983,28.676
1190,B,False,54.135,54.186,54.802,56.841,56.853,54.894,54.461,56.522,55.928,56.092,56.389,54.31,53.797,51.954,52.53,52.316,51.936,51.992,50.474,51.119
1191,B,True,45.259,44.882,43.527,43.751,43.538,42.929,42.388,42.21,41.62,41.456,40.858,41.057,40.24,39.658,40.31,39.637,39.875,39.813,40.747,40.592
1192,B,True,61.554,61.552,61.263,61.47,61.173,60.843,60.187,60.11,59.796,59.003,58.789,59.265,58.871,57.529,58.014,58.02,57.824,58.85,58.699,58.52
1193,B,False,23.766,23.943,24.128,24.469,24.677,25.445,25.118,25.704,26.437,26.822,25.706,25.739,25.618,23.928,24.121,23.775,23.868,23.735,22.919,21.904
1194,B,False,45.138,45.11,45.286,44.792,45.021,44.767,45.238,45.53,45.298,45.026,45.672,45.593,45.798,45.142,45.581,46.001,46.705,46.794,46.686,47.055
1195,B,False,39.601,39.374,39.921,39.378,41.794,41.971,42.373,42.12,42.796,43.631,42.272,42.414,42.669,43.211,42.814,44.002,43.91,44.896,46.075,44.54
1196,B,False,39.848,40.126,39.763,39.463,39.33,39.275,38.987,38.822,38.736,38.94,37.815,38.497,38.488,38.448,38.786,39.37,39.219,38.688,39.878,39.713
1197,B,False,73.896,75.205,76.832,77.826,78.21,79.991,80.233,80.348,80.218,79.237,78.25,78.504,77.4,76.383,75.127,74.499,73.692,74.179,74.004,72.703
1198,B,False,73.237,73.613,76.225,75.267,74.226,72.583,72.938,71.319,71.895,70.986,73.047,70.414,67.746,65.249,63.998,62.971,64.693,64.009,64.449,64.394
1199,B,False,87.214,87.131,85.325,85.456,82.24,80.008,82.509,83.831,85.72,84.249,82.431,84.791,83.151,82.299,82.866,85.174,83.303,85.967,86.661,88.528
1200,B,False,29.877,31.609,32.219,30.304,30.729,31.24,30.789,30.808,30.25,30.783,30.931,29.48,30.594,29.951,30.88,31.006,30.332,30.745,31.058,32.03
1201,B,True,29.115,28.727,28.622,28.981,28.275,28.36,28.615,28.529,28.224,28.841,28.816,28.09,28.222,28.16,28.105,27.868,27.755,28.966,28.54,28.292
1202,B,False,34.45,34.281,34.129,34.297,34.242,34.288,33.614,33.34,33.729,33.594,33.941,33.85,33.21,33.081,32.84,32.829,33.043,32.526,33.014,33.62
1203,B,False,31.774,31.469,31.44,31.246,31.345,31.136,31.278,31.293,31.067,31.066,31.33,31.173,31.61,31.663,31.498,31.207,31.305,31.014,31.008,31.328
1204,B,False,71.031,68.503,67.502,65.807,64.761,64.58,69.872,71.895,73.301,75.801,76.174,76.84,77.651,77.34,79.057,79.107,80.631,78.451,77.831,78.155
1205,B,True,41.359,41.628,41.873,41.329,40.886,39.662,41.337,41.219,41.394,41.338,41.488,41.334,40.892,40.684,41.335,40.227,40.486,39.893,39.233,39.485
1206,B,False,69.949,69.399,70.263,69.526,68.925,68.102,68.984,68.306,68.855,69.505,69.085,69.221,68.585,69.032,68.676,68.951,70.525,70.241,70.178,69.988
1207,B,False,39.702,39.446,39.505,39.563,39.329,39.727,40.01,39.073,39.029,39.219,39.327,38.744,38.008,38.11,38.389,38.053,38.523,38.958,38.627,37.919
1208,B,False,58.573,61.672,62.537,62.041,60.072,56.364,62.042,63.694,61.819,63.04,66.29,64.629,61.402,57.128,59.984,58.378,58.193,57.631,57.023,54.58
1209,B,False,43.402,41.629,40.392,40.046,39.51,38.759,38.53,38.729,38.186,38.015,38.087,38.007,37.828,37.508,37.431,38.02,38.046,38.036,38.517,38.997
1210,B,False,37.327,36.376,36.768,37.125,36.515,35.726,34.959,35.536,35.023,34.61,33.903,34.439,33.082,32.912,33.546,34.238,35.237,35.36,34.61,35.827
1211,B,True,41.758,42.165,41.949,42.253,42.146,42.187,42.405,42.404,42.999,43.115,42.704,42.952,42.817,42.767,43.309,43.141,43.04,43.199,42.994,43.549
1212,B,False,82.5,86.086,87.388,88.876,90.115,86.891,84.654,87.935,85.227,85.069,87.214,87.131,85.325,85.456,82.24,80.008,82.509,83.831,85.72,84.249
1213,B,False,42.356,41.812,43.293,42.189,42.526,42.681,42.348,42.954,42.462,42.579,42.913,41.93,42.002,43.018,42.467,42.488,41.855,42.181,42.444,42.519
1214,B,False,58.445,58.074,58.86,58.724,58.682,59.33,59.554,58.874,59.089,59.615,59.444,58.966,58.749,59.079,58.202,58.803,58.795,58.721,58.58,57.95
1215,B,False,60.118,60.796,61.655,61.532,61.679,62.742,61.947,61.697,61.373,60.668,59.758,59.287,58.861,58.135,57.82,57.905,58.188,58.101,56.983,57.963
1216,B,False,61.327,60.143,57.977,58.535,56.827,57.637,57.519,57.818,59.573,60.674,64.069,64.58,65.435,64.311,64.527,65.033,64.088,63.556,61.719,60.098
1217,B,True,42.731,43.298,44.296,44.193,44.427,44.113,43.407,43.702,44.263,44.222,43.498,43.977,42.467,41.599,41.855,43.868,43.636,44.771,43.403,44.413
1218,B,False,46.915,46.9,47.462,47.868,47.28,47.38,47.297,47.337,47.357,47.615,48.021,48.189,48.681,48.625,48.721,48.982,49.089,50.02,50.654,50.45
1219,B,False,60.529,61.654,59.832,58.646,58.895,57.624,58.332,58.275,58.635,58.862,60.6,61.017,59.024,60.589,61.701,62.129,61.272,62.067,59.679,59.287
1220,B,False,47.026,47.403,47.156,47.386,46.805,47.269,47.125,47.656,47.627,46.992,47.027,47.149,46.998,48.5,48.856,48.534,48.439,48.899,47.899,47.37
1221,B,False,83.758,80.922,83.57,84.545,81.323,78.124,77.645,77.425,78.618,77.866,77.286,77.104,74.185,72.01,71.536,72.809,73.374,71.351,70.875,72.93
1222,B,False,40.711,40.271,40.098,40.112,40.083,39.949,39.598,39.168,39.46,39.609,38.933,38.947,39.323,37.91,38.381,38.197,38.543,37.802,37.824,36.997
1223,B,True,80.207,81.746,83.613,82.546,83.964,83.2,83.364,83.731,80.247,79.761,82.34,79.95,78.865,77.756,76.604,75.5,76.654,75.599,73.999,73.382
1224,B,False,65.235,66.466,65.625,65.86,66.258,66.929,66.957,65.736,64.847,64.748,66.198,65.473,65.143,64.699,64.549,63.785,63.888,64.074,63.12,64.704
1225,B,False,84.347,84.569,82.744,80.161,79.747,77.581,74.933,71.923,70.631,70.105,69.95,69.576,68.021,69.257,69.048,70.068,70.488,70.696,71.322,71.591
1226,B,False,35.831,35.064,35.686,35.449,35.688,36.26,36.08,36.028,35.922,36.11,36.394,36.112,35.662,35.541,35.456,35.224,34.363,34.131,33.978,33.69
1227,B,False,47.355,47.148,46.517,46.905,46.483,47.995,48.657,45.967,44.96,43.836,45.486,48.569,45.904,47.261,48.363,48.024,47.92,49.869,48.341,48.837
1228,B,False,56.947,58.732,59.362,59.118,59.144,59.933,60.042,59.372,61.079,61.724,62.834,63.711,64.911,65.373,66.553,67.6,67.952,68.106,70.417,71.246
1229,B,False,40.227,40.58,40.485,40.194,40.435,40.353,41.048,40.73,40.439,41.048,40.944,41.089,40.597,39.744,39.732,39.715,40.16,40.253,40.287,40.049
1230,B,True,65.419,65.363,64.581,65.443,65.929,66.91,67.254,67.978,68.324,68.959,69.56,70.546,71.332,71.824,71.932,72.339,72.698,71.842,71.768,71.019
1231,B,False,45.514,46.375,46.45,45.648,46.616,46.102,46.621,46.296,46.878,47.68,48.228,49.778,50.536,51.517,52.368,52.381,52.956,51.264,49.44,49.507
1232,B,False,71.091,72.952,74.274,77.094,77.031,78.056,77.974,77.811,75.508,74.91,75.038,76.495,73.916,74.534,70.949,70.989,69.054,67.757,69.373,70.469
1233,B,False,27.189,27.463,27.338,27.705,26.963,27.383,26.538,25.964,26.588,26.106,26.636,26.672,26.448,26.773,28.48,28.516,28.849,27.908,28.51,27.777
1234,B,False,75.385,75.588,69.325,71.843,68.964,67.438,63.859,63.703,63.782,65.171,65.572,63.737,61.147,62.536,61.836,62.542,66.521,66.665,68.196,65.652
1235,B,False,83.155,82.082,80.947,80.456,79.855,78.708,79.26,78.126,77.441,76.598,76.716,76.643,76.68,77.359,76.598,75.907,77.251,78.252,78.402,78.317
1236,B,False,28.275,28.36,28.615,28.529,28.224,28.841,28.816,28.09,28.222,28.16,28.105,27.868,27.755,28.966,28.54,28.292,29.247,29.151,29.48,29.683
1237,B,False,35.251,35.636,35.84,36.762,35.766,36.617,36.648,36.982,35.985,36.331,36.287,35.995,36.208,36.118,36.271,36.332,35.835,35.567,35.996,35.81
1238,B,False,35.335,36.545,37.041,36.555,36.754,36.815,37.692,37.569,38.709,39.444,40.178,40.921,41.166,41.077,41.487,42.325,42.498,41.92,42.22,41.746
1239,B,False,59.603,59.709,60.853,60.247,63.836,62.815,62.805,63.448,63.568,64.406,66.05,67.221,65.604,65.451,67.294,66.168,66.611,68.309,71.568,70.876
1240,B,False,69.951,70.682,71.65,71.898,72.445,72.431,72.056,71.465,70.858,69.478,68.709,68.888,68.182,68.334,67.633,66.619,66.799,67.013,66.877,67.406
1241,B,False,41.555,41.491,41.518,41.431,41.371,41.431,41.782,41.212,40.452,40.457,41.332,40.623,40.405,40.241,41.104,40.807,40.595,41.046,41.047,41.314
1242,B,False,71.341,68.576,64.347,62.379,62.86,61.814,62.231,64.087,63.618,67.134,69.925,76.321,75.342,73.798,76.698,78.483,79.07,83.923,83.836,80.035
1243,B,False,56.967,57.806,58.417,59.305,58.406,58.093,57.212,56.466,57.245,56.789,56.42,56.386,54.658,53.992,53.556,52.617,53.184,53.557,52.993,52.56
1244,B,False,67.293,68.109,67.684,67.564,67.995,67.781,68.715,68.345,67.585,68.597,68.553,70.068,70.149,69.247,69.339,69.92,70.33,71.176,70.851,70.51
1245,B,False,47.536,49.507,50.578,51.379,52.48,52.24,51.524,50.43,49.46,47.531,46.813,46.456,45.411,44.65,44.394,43.946,44.451,45.716,45.401,46.766
1246,B,False,80.891,82.295,82.31,81.664,79.743,79.074,78.048,78.499,79.038,77.318,77.035,76.976,76.508,75.329,75.307,72.392,71.313,72.362,73.664,75.559
1247,B,False,36.216,38.688,38.395,38.137,38.36,36.655,36.876,38.671,39.077,38.356,38.437,37.772,38.771,36.802,36.667,39.289,39.738,40.376,40.779,41.631
1248,B,True,39.796,39.876,39.995,39.659,39.646,39.328,39.657,39.418,38.998,38.994,38.801,38.625,38.596,37.982,38.119,37.676,38.107,37.255,37.04,36.571
1249,B,True,39.804,40.606,39.494,38.516,38.453,37.528,38.903,40.398,40.865,38.859,38.629,38.771,40.858,41.099,40.422,39.008,38.013,39.382,40.695,41.896
1250,B,True,64.548,60.64,63.626,71.897,74.758,71.67,77.135,79.304,79.625,85.337,84.215,75.751,65.942,65.804,81.918,67.318,80.018,67.719,76.185,75.545
1251,B,False,68.964,68.077,68.676,69.765,68.75,69.374,69.541,68.145,67.765,68.122,68.104,68.648,68.112,68.175,66.839,66.513,67.503,67.371,67.32,66.445
1252,B,False,49.552,47.458,46.41,45.399,44.67,44.505,43.357,42.145,41.483,41.324,40.723,40.175,39.445,39.423,39.054,38.879,38.258,38.215,38.089,37.526
1253,B,False,54.425,56.181,56.358,55.884,56.167,56.541,56.337,56.23,55.651,56.336,55.596,55.659,55.423,54.869,55.56,54.781,53.948,53.527,53.148,52.498
1254,B,False,65.993,65.419,65.363,64.581,65.443,65.929,66.91,67.254,67.978,68.324,68.959,69.56,70.546,71.332,71.824,71.932,72.339,72.698,71.842,71.768
1255,B,False,79.447,79.187,78.769,78.376,77.476,76.657,75.65,76.204,76.847,76.751,76.094,77.273,77.149,77.066,77.526,78.223,78.38,79.819,79.162,79.452
1256,B,False,34.611,34.85,34.775,33.856,37.799,33.279,36.297,36.837,34.387,33.792,38.324,34.315,33.614,33.482,34.485,33.979,34.359,33.703,34.953,35.111
1257,B,False,31.29,31.268,31.775,31.249,31.321,30.934,31.401,32.408,31.703,31.673,31.372,31.638,31.098,31.248,31.077,31.75,31.604,31.786,32.178,32.788
1258,B,False,50.165,50.773,50.853,50.81,51.245,51.748,52.108,51.193,52.298,51.921,53.022,53.559,54.474,55.542,55.833,57.856,57.896,57.855,58.39,58.712
1259,B,False,58.054,58.973,59.768,60.464,60.772,61.153,60.654,60.254,60.965,59.984,59.412,58.903,57.98,57.899,58.062,57.685,56.941,56.908,56.604,57.054
1260,B,False,80.15,78.385,79.051,78.735,80.478,80.398,78.407,77.294,75.391,75.769,75.386,73.715,72.372,70.882,74.988,73.912,74.467,72.882,74.066,72.717
1261,B,False,62.259,62.746,63.783,64.557,67.131,67.475,66.718,66.144,69.093,68.228,67.936,69.164,67.245,68.341,68.029,68.505,68.736,69.184,68.269,68.613
1262,B,False,27.431,27.364,27.586,27.82,27.781,27.955,28.183,28.184,28.461,28.293,28.847,28.922,29.156,28.943,28.992,28.817,28.67,28.491,28.301,27.859
1263,B,False,26.458,27.331,27.311,27.47,27.474,28.459,29.115,29.349,30.089,31.28,30.974,30.856,31.184,32.395,31.239,28.858,31.07,30.379,28.19,28.908
1264,B,False,56.059,57.093,57.817,58.77,59.218,58.857,59.314,59.421,58.895,57.062,55.623,55.761,54.477,53.963,52.31,51.864,52.077,51.896,51.226,51.866
1265,B,False,45.429,45.489,45.489,45.545,45.023,44.613,45.058,44.3,44.194,44.134,43.867,43.833,43.526,42.794,42.604,42.376,42.272,41.849,41.436,41.262
1266,B,False,79.076,78.917,79.864,79.791,78.126,77.68,76.89,76.467,74.47,74.261,73.182,72.172,71.355,72.313,71.02,71.384,70.433,72.207,72.343,71.414
1267,B,False,41.934,42.218,42.272,42.375,44.042,43.747,44.664,44.57,44.992,45.812,45.064,44.855,44.088,44.103,43.663,43.21,42.644,42.192,41.547,41.079
1268,B,False,43.086,43.724,43.041,42.897,42.142,43.444,41.725,41.664,41.462,41.271,40.297,39.675,40.078,40.891,41.695,41.58,41.773,41.565,42.343,42.57
1269,B,False,64.141,64.585,65.252,65.807,65.541,64.483,65.388,65.084,63.781,63.401,64.004,64.81,63.837,63.221,62.568,62.057,62.575,62.724,62.819,60.705
1270,B,False,31.415,31.393,30.999,30.805,31.113,30.853,30.736,30.998,31.876,31.894,32.013,32.117,32.348,32.16,32.06,32.027,32.142,31.556,31.919,32.349
1271,B,False,36.651,36.868,36.861,36.057,36.442,35.98,35.978,35.407,34.629,34.032,33.564,33.612,33.364,33.162,33.205,32.883,33.364,33.56,33.137,32.818
1272,B,False,81.499,83.614,86.184,83.16,83.493,85.906,85.52,83.701,84.287,82.17,80.342,77.301,76.538,75.711,77.214,74.124,73.246,71.457,69.84,69.196
1273,B,False,48.099,48.224,48.701,49.171,49.064,48.717,48.997,49.332,49.287,48.869,49.169,49.456,49.672,49.46,49.733,49.776,49.885,50.055,50.747,51.096
1274,B,False,34.6,33.691,34.608,34.627,33.43,34.068,34.223,35.828,35.041,34.213,34.304,34.767,36.261,35.412,35.288,35.284,35.516,35.9,35.908,36.492
1275,B,True,53.544,54.532,53.911,54.182,53.157,52.793,53.392,52.836,53.488,53.438,53.914,54.584,53.909,54.286,54.551,53.889,53.73,53.192,53.626,53.479
1276,B,False,31.003,30.035,29.308,28.996,29.137,29.002,29.605,29.801,29.513,30.805,29.486,28.545,28.446,29.203,28.589,32.535,29.903,29.411,30.227,31.042
1277,B,False,40.422,41.498,41.259,42.383,42.346,42.059,41.625,40.344,39.852,39.363,42.652,39.552,41.296,40.496,39.968,41.559,41.655,43.175,42.288,42.314
1278,B,False,24.353,25.007,24.535,24.552,24.129,24.672,25.617,26.72,27.084,27.383,28.061,28.598,29.118,29.629,30.307,29.841,30.118,28.619,28.224,27.807
1279,B,False,41.55,40.588,39.797,40.026,39.869,40.544,41.653,43.324,43.586,43.954,41.602,42.172,42.53,43.549,43.578,44.147,42.623,42.547,42.316,40.192
1280,B,False,63.274,61.313,61.683,61.669,59.108,59.74,59.985,59.852,59.097,60.423,57.662,57.247,57.613,57.126,57.278,58.782,59.874,57.086,58.116,58.682
1281,B,False,40.355,39.956,40.281,40.242,40.615,40.764,41.016,41.326,41.491,41.984,42.848,42.888,43.092,43.739,44.763,45.07,46.027,46.107,46.922,46.946
1282,B,False,0.0,0.0,0.0,0.0,0.0,19.702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1283,B,True,57.842,57.695,58.302,57.941,57.61,58.539,57.512,55.894,56.931,57.509,57.288,56.749,56.076,55.128,54.936,54.877,55.476,55.767,55.474,55.855
1284,B,False,35.548,36.174,36.04,36.349,37.096,36.561,36.818,37.881,37.813,38.393,39.054,38.55,39.109,39.368,39.176,39.561,39.412,38.995,39.525,39.593
1285,B,False,40.495,40.992,40.989,40.123,40.678,41.105,41.797,41.213,42.446,42.024,41.746,41.463,41.268,41.197,41.079,40.95,39.79,39.07,38.952,39.071
1286,B,False,38.088,38.388,38.441,38.203,38.199,37.939,38.505,38.74,39.12,39.533,39.171,39.441,40.187,39.664,39.682,39.513,39.52,38.452,37.816,37.544
1287,B,True,60.068,59.926,65.657,66.28,62.259,64.72,61.147,64.007,65.227,65.024,62.838,62.059,60.086,57.978,59.458,59.09,58.508,57.881,59.344,58.222
1288,B,True,59.798,62.092,61.514,63.442,66.972,70.783,73.274,71.938,74.633,79.59,79.345,79.129,80.268,77.596,82.631,80.497,83.264,82.71,85.61,84.408
1289,B,False,98.516,101.19,102.56,107.5,99.888,100.16,101.43,98.06,94.172,97.491,99.265,98.319,97.431,99.934,101.57,97.465,101.65,93.8,94.088,92.051
1290,B,False,54.49,54.058,54.043,54.022,53.338,53.274,53.347,52.767,53.619,53.449,53.957,54.287,54.489,53.285,54.816,54.544,54.357,54.982,55.586,56.464
1291,B,False,64.285,65.54,63.601,64.779,64.655,64.425,62.636,62.926,64.458,64.012,63.929,63.385,63.954,62.988,64.627,64.187,64.574,64.039,64.298,63.448
1292,B,True,91.214,87.772,88.609,88.928,84.468,85.844,83.702,81.551,83.886,80.422,81.587,82.834,82.583,88.334,86.76,84.159,85.296,86.703,86.873,88.14
1293,B,False,48.719,48.123,47.587,46.816,47.026,47.161,46.902,46.504,46.294,46.579,46.367,45.818,45.04,45.642,45.264,45.627,44.96,45.38,45.019,45.878
1294,B,False,70.176,71.228,71.225,70.679,70.077,71.037,70.459,71.155,71.204,71.218,70.97,70.443,70.138,69.877,70.375,70.236,69.809,69.264,69.608,68.305
1295,B,False,64.066,64.632,64.012,64.5,64.32,64.354,64.464,65.416,64.321,64.169,64.816,65.294,66.183,65.736,64.753,65.362,65.693,66.098,66.908,68.125
1296,B,False,57.27,55.728,54.009,59.665,58.188,59.529,60.279,62.409,61.952,62.543,63.328,64.724,61.95,63.857,65.299,67.87,68.455,69.653,68.476,70.775
1297,B,True,57.153,57.593,57.58,57.591,59.574,59.114,60.441,61.307,60.921,61.294,62.657,61.273,62.452,62.758,62.635,62.785,62.12,63.816,64.19,63.881
1298,B,True,29.873,28.661,28.604,27.882,29.53,28.46,28.611,28.936,28.253,26.952,28.396,29.211,30.531,27.076,29.307,31.305,29.555,32.278,32.275,32.293
1299,B,True,35.15,34.309,34.263,34.283,33.697,35.583,36.143,34.257,35.284,35.695,35.351,35.988,35.378,34.231,35.42,35.265,34.206,34.022,35.298,33.919
1300,B,True,62.844,62.889,62.302,62.119,62.362,62.142,63.054,63.165,63.929,63.965,64.284,64.025,64.444,65.112,65.033,64.511,64.309,63.968,63.263,62.161
1301,B,False,44.619,44.772,46.24,47.17,47.357,46.529,46.541,47.541,48.072,49.554,49.086,50.165,49.01,49.345,48.196,48.143,44.607,44.604,43.537,42.163
1302,B,False,40.662,38.228,42.118,40.284,42.742,42.387,44.4,41.965,43.556,41.354,43.259,41.377,41.163,41.314,40.58,41.007,41.383,40.077,40.503,39.778
1303,B,False,64.229,65.271,64.574,66.219,64.739,66.967,66.32,66.297,66.381,65.326,65.926,67.015,65.715,64.355,65.122,63.582,65.736,63.621,63.354,63.544
1304,B,False,77.703,76.685,75.115,75.135,75.191,74.669,74.683,75.76,78.075,78.743,82.208,84.076,86.095,86.643,86.955,87.474,86.857,88.233,87.023,85.233
1305,B,True,33.278,33.535,33.93,34.22,33.931,33.918,33.773,32.912,32.661,33.211,32.104,32.49,32.054,32.116,31.91,31.515,31.651,31.527,31.992,31.869
1306,B,False,60.816,61.081,60.158,60.515,60.954,62.638,63.578,62.891,62.585,62.891,62.035,62.263,62.11,61.92,62.093,61.55,61.404,62.315,62.051,62.14
1307,B,False,56.015,57.786,58.88,59.049,59.768,60.203,60.907,61.2,62.004,61.923,62.219,62.751,62.898,62.819,62.945,63.67,63.148,63.164,62.475,62.5
1308,B,False,87.035,86.841,90.098,88.516,87.458,84.844,82.942,82.487,83.174,84.488,84.302,81.155,83.752,80.66,81.663,80.905,78.632,77.88,78.511,80.342
1309,B,False,27.933,27.403,27.797,27.277,27.023,26.283,27.407,27.495,26.192,25.808,26.404,25.175,24.948,25.411,24.242,24.218,24.764,27.419,25.591,25.859
1310,B,True,40.151,40.798,41.038,41.901,41.575,41.979,42.032,42.268,42.523,43.256,44.024,45.1,44.776,45.289,45.787,45.674,47.236,47.063,47.359,48.197
1311,B,False,44.356,43.815,43.7,43.498,42.863,42.916,43.178,43.556,43.087,43.221,43.406,43.798,44.048,44.755,45.147,45.576,46.438,46.502,47.004,46.48
1312,B,False,51.774,64.029,66.987,61.7,65.173,65.557,68.077,69.375,67.818,66.803,70.094,70.488,70.801,76.546,76.531,76.454,79.284,79.048,77.949,77.28
1313,B,False,71.107,70.029,70.007,70.257,70.762,70.091,69.752,70.81,70.911,71.949,72.513,70.816,69.674,70.248,70.515,71.232,71.737,72.248,71.39,70.763
1314,B,False,33.617,33.661,33.158,32.859,32.677,32.537,33.008,33.028,32.198,31.649,32.131,32.193,32.171,32.661,31.591,32.195,32.196,32.451,32.307,32.593
1315,B,False,32.152,32.516,32.976,32.322,32.208,32.665,32.412,32.032,31.759,31.352,30.686,31.585,31.319,31.267,30.599,30.71,30.235,30.871,29.972,29.902
1316,B,True,89.323,85.719,86.845,85.496,84.408,85.192,83.717,80.089,79.734,79.758,77.044,76.347,74.303,76.318,74.714,75.623,75.963,76.872,76.03,76.357
1317,B,False,31.246,30.866,32.181,30.962,30.124,30.768,30.563,29.742,30.1,30.246,30.169,30.468,29.902,30.265,29.967,29.308,30.124,29.093,29.138,29.379
