,FLARE_TYPE,COINCIDENCE,MEANGBH_1,MEANGBH_2,MEANGBH_3,MEANGBH_4,MEANGBH_5,MEANGBH_6,MEANGBH_7,MEANGBH_8,MEANGBH_9,MEANGBH_10,MEANGBH_11,MEANGBH_12,MEANGBH_13,MEANGBH_14,MEANGBH_15,MEANGBH_16,MEANGBH_17,MEANGBH_18,MEANGBH_19,MEANGBH_20
0,X,False,77.032,77.983,78.456,77.285,77.846,77.209,76.979,75.615,75.668,75.677,75.705,74.292,74.487,73.89,74.337,74.245,74.746,73.917,73.307,72.424
1,X,False,72.767,72.836,72.742,72.625,72.476,71.903,71.951,71.819,71.611,70.733,70.66,71.185,70.878,71.055,70.651,70.993,70.954,70.371,70.776,71.25
2,X,False,43.583,43.314,43.31,43.411,43.413,44.212,44.314,44.205,44.153,44.346,44.235,44.404,44.121,44.297,44.006,43.91,43.524,43.576,43.366,43.15
3,X,False,68.637,69.47,69.624,69.945,69.497,70.11,71.31,70.927,70.188,70.1,69.802,70.722,70.838,70.673,70.19,70.575,70.852,71.021,71.336,71.64
4,X,True,69.928,69.586,70.441,70.751,70.922,70.149,70.51,69.82,69.844,69.147,69.491,69.318,69.632,69.656,69.392,68.827,68.607,67.945,68.489,68.526
5,X,False,39.934,40.32,41.281,40.263,41.194,40.751,40.811,40.672,40.577,40.507,41.048,41.072,40.656,40.766,40.625,40.809,40.915,40.802,40.843,41.037
6,X,True,43.407,42.791,42.537,42.434,41.737,41.973,42.245,42.072,42.751,42.476,42.608,42.622,43.172,43.715,43.627,43.994,44.256,44.148,44.179,44.393
7,X,False,59.814,60.255,59.904,60.302,59.895,60.067,60.44,60.837,60.315,60.779,60.331,60.482,60.682,60.807,60.313,60.153,60.041,59.504,58.999,59.119
8,X,False,60.067,60.44,60.837,60.315,60.779,60.331,60.482,60.682,60.807,60.313,60.153,60.041,59.504,58.999,59.119,59.29,58.754,58.727,58.312,58.415
9,X,False,56.958,56.773,57.003,57.085,57.313,57.702,57.943,58.21,58.573,59.076,59.271,59.248,59.625,59.644,60.247,60.392,60.215,60.212,60.361,60.149
10,X,False,39.573,39.463,39.73,39.197,39.719,39.464,39.49,40.768,40.963,41.242,41.374,42.004,42.553,42.452,43.484,43.161,42.889,43.255,43.122,42.656
11,X,True,49.429,45.02,42.869,38.761,35.353,35.481,33.626,30.971,30.886,31.346,30.315,29.885,30.151,30.789,30.705,30.398,30.526,30.655,31.202,30.815
12,X,True,50.418,50.548,50.835,50.851,50.882,50.874,51.241,50.841,50.822,50.957,50.85,49.984,49.537,49.41,48.913,47.98,47.397,47.303,46.811,46.846
13,X,False,35.407,34.687,34.5,34.861,34.72,34.37,34.753,34.359,34.195,33.888,33.738,33.638,33.322,32.988,33.265,32.69,32.692,32.451,32.192,33.011
14,X,False,49.664,49.558,49.519,49.283,49.522,49.588,49.233,49.592,49.435,49.498,49.816,49.642,49.899,50.117,50.518,50.998,51.345,51.331,51.702,52.217
15,X,False,65.067,64.835,65.433,65.911,66.286,65.857,65.549,65.149,64.817,64.593,64.127,63.324,62.82,62.39,62.028,61.99,61.498,61.97,62.379,62.788
16,X,False,66.801,67.613,67.692,67.809,68.519,68.463,68.679,68.908,69.229,69.543,69.802,69.759,69.369,68.807,68.474,68.129,67.747,67.382,67.035,66.935
17,X,False,45.517,45.372,45.092,44.697,44.45,44.875,44.8,45.0,44.784,44.252,44.336,44.11,44.392,44.314,44.454,44.454,44.759,44.713,45.057,45.533
18,X,False,57.091,57.434,57.763,58.229,58.611,59.005,59.11,59.437,59.077,59.391,59.427,59.034,59.052,58.475,58.112,58.053,57.975,57.33,57.187,56.875
19,X,False,21.894,22.405,22.366,22.389,22.851,22.67,22.886,22.887,22.363,21.824,22.786,22.991,22.348,23.938,24.573,24.853,25.089,24.465,25.173,26.179
20,X,False,34.002,33.589,33.961,34.578,34.815,35.071,35.225,35.254,35.599,35.821,35.833,36.854,37.032,37.741,37.564,38.279,39.045,38.692,38.909,38.899
21,X,False,35.537,35.819,35.407,36.21,36.717,35.913,37.365,36.743,37.661,38.608,38.231,37.941,38.387,38.28,38.633,39.806,40.214,38.898,39.031,40.475
22,X,False,35.53,36.956,35.529,37.085,35.66,35.633,35.436,35.715,36.464,36.837,35.472,35.81,35.88,35.92,35.996,36.631,36.445,36.904,37.018,36.889
23,X,True,59.806,59.724,59.802,59.927,59.76,59.798,59.568,59.549,59.143,58.998,58.599,58.392,58.324,57.948,58.039,58.455,58.458,58.909,59.179,59.515
24,X,True,54.653,54.574,54.571,54.396,54.151,53.888,53.916,53.864,53.833,53.819,54.033,54.139,54.212,54.019,54.026,54.135,54.264,54.313,54.285,54.359
25,X,True,49.835,50.002,50.147,50.314,50.554,50.721,50.862,51.038,50.91,50.925,51.035,50.755,50.419,50.164,49.843,49.58,48.977,48.775,48.51,48.201
26,X,False,47.999,47.512,47.682,47.83,47.714,47.685,48.317,48.467,48.996,49.521,49.743,50.439,50.508,51.129,51.965,52.441,52.938,53.217,53.35,53.438
27,X,False,54.681,54.694,54.308,54.097,54.124,53.877,53.801,53.757,53.821,53.712,53.855,53.767,53.91,53.843,53.816,53.968,53.995,53.894,53.579,53.083
28,X,True,57.209,56.84,56.312,56.113,56.536,57.481,57.781,58.074,58.883,59.933,60.962,61.966,62.251,62.781,63.102,63.835,63.179,62.393,61.693,61.278
29,X,False,42.29,41.744,44.034,42.796,53.705,40.268,36.808,33.895,32.327,30.482,30.866,31.482,31.618,31.095,31.929,32.984,33.297,34.691,37.005,37.741
30,X,True,74.477,75.662,74.949,74.852,74.526,74.188,74.256,74.826,74.013,74.403,75.308,75.253,75.175,75.054,75.674,75.092,74.88,74.591,74.171,74.436
31,X,True,75.674,75.092,74.88,74.591,74.171,74.436,74.477,74.116,73.992,73.054,74.334,74.15,73.62,73.759,73.696,73.44,73.517,74.48,74.631,74.154
32,X,False,73.185,74.428,74.397,73.623,74.297,74.668,73.863,73.292,73.713,75.045,74.286,74.417,74.722,74.369,73.832,73.983,73.101,72.609,71.971,72.667
33,X,False,38.984,39.558,39.402,39.114,38.879,40.53,40.141,39.554,39.588,38.472,37.65,37.855,37.093,37.54,38.219,37.158,36.4,36.589,36.449,36.672
34,M,False,62.333,62.781,62.429,61.171,61.188,60.876,61.378,60.703,61.127,61.566,62.524,61.423,63.167,63.936,63.102,62.435,64.271,65.845,65.7,64.517
35,M,False,48.468,46.638,48.74,50.162,49.295,48.858,47.116,44.778,44.561,44.841,44.347,43.214,45.003,43.606,43.587,43.694,44.562,41.262,42.501,43.016
36,M,False,39.771,39.371,39.346,39.4,38.819,38.981,38.73,38.951,39.222,39.686,39.466,39.769,40.125,40.357,41.094,41.102,41.095,40.997,41.362,41.234
37,M,True,31.663,27.586,32.655,27.728,27.39,26.325,26.289,27.866,27.997,32.253,28.723,29.113,28.755,29.492,29.328,29.227,28.843,29.614,28.383,30.008
38,M,False,35.611,35.276,35.262,35.234,35.137,35.972,34.607,34.601,34.346,34.363,34.354,34.582,34.485,33.597,33.738,34.54,34.139,34.502,35.169,35.268
39,M,False,32.576,32.508,32.791,32.557,32.028,31.855,32.802,32.411,32.232,32.527,32.057,32.565,32.314,32.96,32.395,34.123,32.81,32.703,32.719,32.574
40,M,False,41.403,40.112,41.637,41.425,42.028,41.0,41.307,41.305,41.734,41.526,42.415,42.23,41.538,41.122,41.546,42.528,43.327,44.063,43.353,44.945
41,M,True,77.349,78.803,77.425,77.272,78.757,80.294,79.92,79.739,79.204,80.134,80.272,80.305,80.577,79.063,77.318,77.072,76.73,76.857,76.283,76.512
42,M,True,79.392,79.369,80.432,81.244,81.344,80.51,80.711,81.11,80.477,79.913,79.665,78.707,78.486,77.854,76.874,76.74,76.502,76.22,75.754,75.299
43,M,False,56.309,55.372,54.719,53.708,52.797,52.653,52.612,52.571,52.513,52.754,52.728,52.607,52.962,53.937,54.981,55.742,56.834,57.428,57.013,57.74
44,M,False,66.699,67.047,67.005,66.912,67.524,67.046,67.374,68.005,68.578,68.185,68.644,69.116,69.152,69.016,69.406,69.499,69.313,69.341,69.324,68.734
45,M,True,62.152,62.466,62.375,62.339,62.707,63.362,62.834,62.584,62.283,62.172,61.523,61.702,61.826,61.979,62.204,61.964,62.105,61.72,61.582,62.038
46,M,True,63.688,63.421,62.902,62.298,62.505,62.774,63.024,63.073,63.821,64.161,63.725,63.708,64.222,64.635,64.873,65.371,65.283,65.377,65.197,64.636
47,M,False,61.964,62.105,61.72,61.582,62.038,62.147,62.105,62.46,62.859,63.065,63.118,63.285,63.683,63.8,63.708,63.872,64.069,63.782,63.932,64.066
48,M,False,65.197,64.636,65.396,63.986,64.453,64.584,64.458,64.088,64.111,64.557,64.572,64.247,63.938,64.411,64.834,65.004,65.181,66.307,67.413,67.243
49,M,False,62.953,63.62,63.837,62.918,63.672,63.77,64.882,65.845,66.595,67.024,67.103,68.736,69.635,70.607,70.868,71.462,71.71,72.389,72.304,72.37
50,M,False,40.81,41.467,40.617,40.498,40.555,40.582,40.483,40.519,40.64,41.042,40.548,40.588,40.577,40.847,41.134,40.865,40.886,40.746,40.652,40.123
51,M,True,58.381,58.377,58.353,57.709,57.163,56.742,56.282,55.802,54.327,53.719,53.363,52.986,52.709,53.073,53.344,53.212,53.287,54.009,54.095,54.194
52,M,True,53.601,53.991,53.007,52.795,53.512,53.511,53.311,53.388,53.36,53.226,53.764,53.499,53.163,52.528,52.346,52.022,51.802,51.445,51.684,51.589
53,M,False,53.212,53.287,54.009,54.095,54.194,54.689,55.299,55.727,55.546,55.596,55.213,54.808,54.951,54.613,54.339,53.798,53.593,53.354,53.489,52.942
54,M,False,55.299,55.727,55.546,55.596,55.213,54.808,54.951,54.613,54.339,53.798,53.593,53.354,53.489,52.942,52.715,52.577,52.357,52.072,51.852,51.67
55,M,False,56.12,55.63,56.066,56.175,56.639,56.684,56.422,56.267,56.551,56.646,56.196,56.034,55.631,55.862,56.44,56.254,55.495,55.482,55.611,56.127
56,M,False,49.002,49.61,49.56,50.059,50.584,50.701,50.727,50.964,51.101,50.208,49.998,49.743,48.821,47.955,47.837,47.366,47.274,46.717,46.429,46.318
57,M,True,48.882,48.953,48.58,47.992,48.213,49.05,48.252,47.356,48.323,48.921,48.877,48.709,48.454,48.629,49.844,49.135,48.911,48.955,48.69,48.521
58,M,False,49.24,49.423,48.655,49.525,48.399,48.608,48.68,48.356,48.629,48.257,47.997,48.57,48.407,48.476,48.555,48.224,49.006,49.029,48.659,48.5
59,M,False,45.721,45.168,45.989,44.738,44.329,44.317,43.493,43.344,43.798,43.741,43.241,42.67,43.045,43.629,43.256,42.77,42.6,42.715,42.782,42.305
60,M,False,39.887,39.968,40.336,40.651,41.178,41.362,41.752,41.174,42.716,42.511,42.381,42.051,43.252,42.099,40.789,41.842,41.86,42.795,43.271,44.037
61,M,False,42.716,42.511,42.381,42.051,43.252,42.099,40.789,41.842,41.86,42.795,43.271,44.037,41.337,38.033,41.712,42.583,41.773,41.381,41.148,42.394
62,M,True,66.752,66.171,66.813,67.189,67.211,67.309,67.822,68.063,68.543,68.483,68.903,69.019,69.159,69.533,69.15,69.265,69.293,69.121,69.127,69.017
63,M,False,69.533,69.15,69.265,69.293,69.121,69.127,69.017,68.944,68.928,68.818,68.924,68.772,68.625,68.595,68.512,69.297,69.643,69.598,70.39,70.963
64,M,True,54.884,56.21,56.834,57.645,58.39,58.393,59.422,59.134,58.864,58.243,57.944,57.075,56.311,56.113,55.825,54.44,54.421,54.189,54.203,53.334
65,M,False,52.923,53.445,53.682,53.27,53.736,53.016,52.883,53.336,54.174,53.905,53.821,53.826,52.915,52.954,53.283,53.359,53.59,52.976,53.666,53.819
66,M,False,34.666,35.098,34.674,35.091,35.13,34.889,35.636,35.141,34.696,34.512,34.494,35.425,35.083,36.01,35.609,35.349,35.483,36.337,36.732,36.579
67,M,False,39.082,39.608,39.802,39.553,39.605,39.483,39.848,39.962,39.668,39.765,39.799,40.27,40.265,40.134,40.316,40.258,40.237,41.114,40.639,40.698
68,M,False,44.471,44.778,45.017,45.34,45.985,46.337,46.234,46.309,46.22,46.176,46.018,46.047,46.135,45.723,46.027,45.728,45.556,45.464,45.113,45.094
69,M,False,76.203,74.988,73.113,72.58,71.47,70.113,69.024,69.128,69.075,69.83,69.416,69.409,71.449,72.309,73.486,74.217,74.658,75.269,75.837,76.028
70,M,True,41.942,42.685,42.902,42.76,42.918,43.491,43.485,43.323,42.778,42.243,42.197,41.725,41.655,41.128,40.983,40.876,40.533,40.603,40.772,40.933
71,M,False,42.222,42.439,42.227,42.635,42.627,42.558,42.918,43.002,43.376,43.813,43.946,44.508,44.633,45.021,45.306,45.427,45.367,45.374,45.397,45.01
72,M,True,38.789,37.78,39.433,39.576,38.806,38.85,38.517,38.261,38.393,38.595,38.453,38.09,37.801,39.032,38.579,38.834,38.847,39.019,39.644,39.345
73,M,False,43.441,44.001,44.055,43.668,45.278,44.069,43.907,44.684,43.979,44.374,44.817,43.437,44.146,43.6,44.747,43.866,44.121,45.0,44.573,43.853
74,M,False,48.554,47.727,47.602,47.451,47.489,47.538,47.758,47.898,48.205,47.945,48.261,48.336,48.464,48.498,48.325,48.819,48.944,48.675,49.242,49.332
75,M,False,31.306,31.335,32.025,33.04,30.953,30.628,31.143,30.992,32.024,32.569,31.4,30.601,30.792,31.379,30.545,30.5,29.801,29.69,30.12,31.402
76,M,False,55.614,55.13,54.856,54.615,54.343,54.476,54.372,54.358,53.993,54.158,54.478,54.607,54.878,54.812,55.712,55.694,55.529,55.379,56.837,58.347
77,M,False,51.269,51.558,51.381,51.44,51.776,52.552,52.697,53.037,53.197,53.617,53.367,53.95,54.121,54.372,54.683,54.895,54.645,55.016,54.803,55.625
78,M,True,73.832,74.298,74.687,74.506,75.313,75.841,76.459,76.988,78.133,78.211,78.639,78.727,79.979,79.411,80.029,80.36,80.492,79.984,79.327,79.377
79,M,True,77.924,77.945,77.961,78.314,78.209,78.106,77.68,77.048,76.742,76.5,76.116,76.449,76.266,75.736,75.352,74.935,75.087,74.902,74.155,74.636
80,M,False,60.225,60.248,60.402,60.717,61.059,61.745,62.146,62.535,63.217,63.07,63.295,62.83,63.014,62.981,62.89,62.926,62.613,62.787,63.112,62.184
81,M,True,74.135,73.404,74.002,73.681,73.728,73.488,73.414,72.888,72.884,72.953,73.272,72.149,72.164,71.604,71.944,72.257,72.629,72.664,72.909,72.825
82,M,False,69.93,69.95,70.452,70.121,70.016,69.854,68.949,68.767,68.404,67.849,67.352,66.652,66.488,66.486,66.091,66.056,65.317,64.591,64.295,64.315
83,M,True,50.525,50.639,50.356,49.371,48.843,48.852,48.424,48.426,48.589,48.263,48.258,48.036,48.235,48.434,48.434,48.693,48.756,48.671,49.187,49.079
84,M,False,47.48,47.537,47.517,47.91,48.033,48.091,48.184,48.367,47.561,47.454,46.904,46.506,46.435,46.057,45.832,45.206,44.678,44.429,44.21,44.062
85,M,True,49.7,49.248,49.233,49.161,49.001,49.074,49.102,48.409,48.256,48.512,47.829,47.54,47.689,47.444,47.627,47.658,47.597,47.352,47.142,47.483
86,M,False,44.825,44.476,44.33,43.576,43.162,42.024,41.201,40.524,39.695,39.361,38.585,38.545,37.863,37.85,37.828,38.09,38.913,38.887,39.45,39.606
87,M,False,38.913,38.887,39.45,39.606,40.002,40.536,40.683,40.544,41.061,40.614,40.597,40.335,39.946,39.274,38.927,38.58,38.082,37.721,37.286,37.061
88,M,True,71.121,70.128,70.5,70.65,70.639,70.373,70.378,69.98,69.486,68.836,69.461,68.916,68.531,68.675,68.175,67.447,67.193,66.933,67.569,67.979
89,M,True,58.443,58.61,58.822,59.118,59.479,59.873,60.913,61.891,62.502,62.667,62.832,62.525,61.438,59.84,59.428,59.3,58.55,57.752,57.635,52.271
90,M,False,55.99,54.985,54.43,54.152,54.049,54.368,54.407,54.762,56.327,57.212,57.09,57.251,58.07,58.512,58.306,57.983,57.496,57.124,55.862,55.262
91,M,True,52.731,52.758,52.759,52.844,52.662,52.748,53.115,53.203,52.934,52.837,52.885,53.649,53.307,53.368,53.791,54.23,54.979,54.541,54.397,55.12
92,M,False,47.916,48.074,48.829,49.313,49.871,49.226,49.617,49.517,49.659,49.634,49.597,49.259,48.423,48.327,47.958,47.372,46.713,46.87,45.764,45.367
93,M,False,34.612,34.931,35.071,35.037,34.881,34.956,35.33,35.438,34.8,35.214,35.005,34.847,34.926,35.163,35.224,35.163,35.329,35.647,36.178,36.224
94,M,True,49.17,49.265,49.497,49.688,49.778,50.503,50.793,50.951,50.93,51.114,51.352,51.201,51.206,50.667,49.965,49.2,48.651,47.779,47.322,46.33
95,M,True,43.348,42.944,42.551,42.028,41.234,41.152,40.397,40.407,40.234,40.413,40.2,40.343,40.328,40.367,40.038,40.325,39.946,40.017,40.365,39.909
96,M,True,41.803,42.515,41.743,42.124,41.974,42.471,42.05,42.733,42.481,42.789,42.032,42.603,42.947,42.584,42.998,43.305,43.157,43.37,43.633,44.28
97,M,False,45.558,45.349,45.268,45.328,45.043,45.127,44.792,45.795,45.659,45.779,46.142,46.471,46.724,46.675,47.115,47.059,47.658,47.941,47.937,47.998
98,M,False,38.275,38.455,38.545,38.384,38.048,37.998,37.891,37.029,36.303,35.681,35.943,35.63,35.191,35.244,35.451,35.39,35.443,35.964,36.573,37.026
99,M,True,48.531,48.485,48.14,48.1,47.65,47.361,48.102,49.242,48.016,48.673,48.663,49.091,49.39,50.037,50.658,52.199,51.487,51.972,51.518,52.192
100,M,False,48.1,47.65,47.361,48.102,49.242,48.016,48.673,48.663,49.091,49.39,50.037,50.658,52.199,51.487,51.972,51.518,52.192,51.156,51.146,50.822
101,M,False,48.673,48.663,49.091,49.39,50.037,50.658,52.199,51.487,51.972,51.518,52.192,51.156,51.146,50.822,51.687,50.668,50.592,49.981,51.698,50.533
102,M,False,52.199,51.487,51.972,51.518,52.192,51.156,51.146,50.822,51.687,50.668,50.592,49.981,51.698,50.533,50.735,50.817,50.523,50.768,51.133,50.131
103,M,True,51.686,51.718,51.414,51.62,51.769,51.652,52.013,51.775,51.963,52.102,51.786,51.762,51.569,51.793,51.632,51.168,51.506,51.507,51.556,52.235
104,M,False,53.489,49.761,49.641,52.657,52.787,51.306,50.973,50.974,51.681,53.053,52.863,49.727,50.005,51.372,51.366,51.941,51.147,52.101,51.783,51.924
105,M,False,57.884,57.725,57.605,57.863,57.654,57.672,58.415,57.801,57.924,58.058,58.052,58.217,58.343,58.73,58.67,58.095,58.116,58.565,58.397,58.084
106,M,False,60.3,60.454,60.958,61.199,60.973,61.004,60.858,60.828,60.856,61.054,61.049,60.863,61.187,60.879,61.012,61.031,60.792,60.642,60.467,59.988
107,M,True,63.951,62.95,62.923,62.476,62.615,63.113,63.142,61.632,60.575,61.176,60.321,60.355,60.005,60.629,60.857,60.822,62.073,62.48,64.216,63.348
108,M,True,60.247,62.166,62.594,60.744,64.852,64.169,61.556,64.231,63.894,63.683,62.193,63.03,64.81,63.723,63.984,64.445,64.084,65.012,64.284,63.705
109,M,False,68.465,68.731,68.392,67.464,67.499,67.538,66.863,65.786,65.091,65.266,66.067,65.638,66.048,66.051,65.132,64.114,64.142,64.245,64.949,63.755
110,M,False,54.41,54.148,53.453,52.729,51.912,51.375,51.185,51.147,50.866,51.274,51.062,51.994,52.389,53.137,53.053,53.789,53.983,54.427,54.438,54.548
111,M,False,34.934,35.181,35.287,35.316,35.333,35.476,35.403,35.497,35.654,36.031,36.107,36.079,36.149,36.564,36.637,36.974,36.878,37.096,36.921,36.906
112,M,False,31.361,31.16,31.296,31.237,30.969,31.085,31.284,31.008,31.133,30.912,30.644,30.498,30.556,30.693,30.288,30.194,30.533,30.517,30.29,30.343
113,M,True,31.52,32.194,31.997,31.779,32.251,32.462,32.605,33.72,33.594,33.355,33.584,34.027,34.464,34.399,34.788,34.531,34.79,35.18,35.119,35.095
114,M,True,36.698,36.447,37.155,37.364,36.514,36.576,36.306,36.275,36.215,36.49,37.317,37.326,36.406,36.197,36.623,36.566,36.727,36.702,37.375,36.526
115,M,True,40.915,40.802,40.843,41.037,41.237,41.491,41.348,41.786,41.538,41.381,41.398,41.291,41.814,41.871,42.195,42.504,42.675,42.376,42.768,42.033
116,M,True,46.693,45.953,46.505,45.861,45.637,45.573,45.307,45.847,45.143,45.862,45.779,45.779,45.781,45.217,45.151,45.25,45.541,45.296,45.253,45.447
117,M,True,47.046,47.154,47.231,47.797,47.355,47.162,47.206,46.93,46.734,46.527,46.335,45.931,45.986,45.647,45.444,45.457,45.227,45.498,45.724,46.244
118,M,True,46.49,46.336,46.529,46.548,46.51,46.585,46.465,46.629,46.922,46.906,47.033,47.037,47.202,47.46,47.585,47.789,48.167,48.366,48.509,48.558
119,M,False,50.517,50.458,50.209,50.198,49.698,49.649,49.469,49.622,49.453,49.273,49.163,49.204,49.313,49.085,49.159,49.039,48.924,49.125,48.838,48.935
120,M,False,49.543,49.796,50.09,50.448,50.436,50.55,50.801,51.153,51.277,51.553,51.906,51.838,52.225,52.489,52.594,52.651,52.93,53.078,53.072,52.589
121,M,False,50.609,50.544,50.762,51.11,51.425,51.433,51.756,52.083,52.165,52.793,52.76,52.8,52.917,53.195,52.923,53.037,52.91,52.578,53.07,52.701
122,M,False,44.715,44.678,44.52,44.593,45.039,45.338,45.766,45.659,45.791,45.959,46.138,46.059,45.747,45.515,45.336,45.065,44.732,44.367,44.343,44.535
123,M,True,31.571,32.177,32.251,31.736,32.385,33.15,32.105,33.145,32.711,32.943,33.6,33.185,34.451,33.443,33.299,34.466,33.633,34.064,33.513,33.814
124,M,False,41.191,41.782,42.215,42.614,43.042,43.241,43.562,43.623,43.483,43.698,43.576,43.558,43.583,43.414,43.694,43.379,42.967,42.802,42.573,41.673
125,M,False,37.073,38.556,37.685,37.703,38.554,38.433,38.29,38.491,38.278,37.899,38.227,38.405,38.706,38.902,40.065,40.333,40.911,40.382,41.773,41.737
126,M,True,70.828,71.533,71.964,71.401,71.677,70.609,69.908,69.082,67.888,68.114,70.104,69.033,67.317,67.608,69.335,67.806,67.693,67.865,67.324,67.111
127,M,False,79.738,79.715,80.463,80.587,79.604,80.572,80.347,79.342,79.208,80.207,81.529,82.296,80.95,82.38,83.083,82.235,82.149,83.373,82.209,82.485
128,M,True,32.315,32.335,32.387,32.136,32.175,32.214,32.094,32.391,31.992,32.216,31.989,32.429,32.141,32.248,32.173,32.228,31.494,30.77,30.424,30.517
129,M,False,33.617,33.734,34.05,33.972,34.289,33.945,33.842,33.387,33.391,33.202,33.648,34.052,34.182,34.044,34.4,33.701,33.611,33.862,33.941,33.984
130,M,False,35.101,35.334,35.402,35.213,35.746,35.49,35.884,35.969,35.88,35.9,36.033,35.988,36.12,36.129,35.743,35.43,36.122,35.71,35.483,35.358
131,M,True,44.509,44.296,44.325,44.136,44.362,44.523,44.615,44.505,44.311,44.005,44.343,44.077,43.933,43.819,43.707,43.485,43.269,43.284,43.19,42.904
132,M,False,43.485,43.269,43.284,43.19,42.904,42.77,43.082,43.25,43.359,43.38,43.746,43.698,43.979,44.164,44.511,44.096,44.329,44.46,44.885,45.108
133,M,False,37.785,38.071,38.26,38.303,38.605,38.296,38.804,38.365,38.814,38.189,37.906,37.943,38.186,37.932,37.881,38.199,38.136,37.959,38.097,37.892
134,M,False,44.153,42.239,42.314,45.281,45.183,45.771,45.772,46.21,46.584,46.762,46.763,46.574,46.432,46.271,45.887,45.685,45.19,44.986,44.861,44.494
135,M,False,61.113,61.192,61.198,60.915,60.311,60.102,59.721,59.359,58.816,57.973,57.589,57.314,56.81,56.019,55.886,55.895,55.718,55.453,55.358,55.303
136,M,False,36.198,36.514,36.841,36.996,37.727,38.545,39.154,38.927,39.434,39.841,40.027,40.035,40.358,40.039,39.984,39.385,39.19,38.821,38.386,38.036
137,M,True,35.354,35.216,35.219,35.632,35.174,35.059,35.512,36.179,36.046,36.254,35.82,36.007,36.398,36.833,37.17,36.556,37.208,36.873,37.78,36.068
138,M,True,53.57,54.265,54.562,54.035,54.272,54.652,55.67,54.952,54.838,54.895,54.988,54.136,54.263,53.286,53.328,54.084,54.147,54.334,54.584,54.518
139,M,False,54.265,54.562,54.035,54.272,54.652,55.67,54.952,54.838,54.895,54.988,54.136,54.263,53.286,53.328,54.084,54.147,54.334,54.584,54.518,55.23
140,M,False,54.147,54.334,54.584,54.518,55.23,54.928,55.294,55.865,56.267,56.838,56.966,56.487,57.041,57.031,57.175,57.428,57.489,57.362,57.497,57.259
141,M,True,56.966,56.487,57.041,57.031,57.175,57.428,57.489,57.362,57.497,57.259,57.574,57.644,57.778,57.578,58.13,57.483,58.615,58.31,57.479,57.297
142,M,False,57.489,57.362,57.497,57.259,57.574,57.644,57.778,57.578,58.13,57.483,58.615,58.31,57.479,57.297,56.678,57.357,57.424,57.927,57.653,58.729
143,M,False,57.479,57.297,56.678,57.357,57.424,57.927,57.653,58.729,58.714,59.429,59.733,59.355,59.146,59.292,58.653,58.637,58.702,59.122,58.315,57.63
144,M,False,57.63,57.752,57.074,56.879,57.183,57.004,57.456,57.585,58.026,57.987,58.373,59.158,59.539,59.07,59.617,58.934,58.301,59.028,58.923,59.259
145,M,False,58.89,58.934,58.535,58.525,58.667,58.906,58.713,59.197,59.136,58.958,59.371,59.932,60.271,60.5,60.237,60.386,60.739,60.39,59.745,59.773
146,M,False,59.007,59.386,59.397,59.039,59.762,59.547,59.814,60.255,59.904,60.302,59.895,60.067,60.44,60.837,60.315,60.779,60.331,60.482,60.682,60.807
147,M,False,63.846,63.716,63.036,63.16,62.776,62.011,61.671,61.254,60.501,60.367,60.282,60.211,60.305,61.05,60.85,61.395,61.683,62.529,63.316,63.689
148,M,False,42.663,42.0,41.314,40.96,40.875,40.656,40.732,40.611,40.81,40.693,41.171,41.807,41.923,42.654,43.058,42.981,43.122,42.956,42.64,42.046
149,M,True,65.327,66.198,65.436,66.422,66.038,65.964,67.226,67.757,67.86,67.371,68.007,68.748,70.234,71.311,72.345,71.764,73.097,72.688,72.464,70.933
150,M,False,77.622,78.001,78.6,78.827,78.296,77.459,76.9,77.87,78.069,76.292,75.433,75.024,75.173,74.708,75.103,72.712,74.996,76.174,75.373,75.376
151,M,False,71.77,73.219,73.553,73.414,72.738,72.787,73.552,72.119,70.954,70.008,68.861,70.195,69.141,69.277,68.847,68.673,69.049,68.615,68.825,68.418
152,M,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.502,25.801,18.475,18.305,23.467
153,M,False,55.258,55.11,55.568,55.322,55.567,55.057,54.806,54.448,54.341,53.677,53.215,53.071,52.558,51.237,51.046,51.732,51.266,50.295,50.537,50.405
154,M,True,51.413,51.393,51.482,51.241,51.637,52.017,51.673,50.996,51.069,50.805,50.764,50.653,50.961,50.415,50.52,50.577,50.737,50.805,50.944,50.758
155,M,True,56.265,56.705,56.607,56.846,56.883,56.792,56.859,57.285,57.122,56.637,56.832,56.61,56.467,56.291,56.517,56.785,56.57,56.763,56.843,56.652
156,M,False,57.122,56.637,56.832,56.61,56.467,56.291,56.517,56.785,56.57,56.763,56.843,56.652,57.026,57.464,57.928,58.288,58.579,58.783,59.408,59.759
157,M,False,61.689,62.289,62.921,63.424,63.68,63.983,63.914,64.65,64.778,64.555,64.852,64.716,64.798,64.417,64.192,63.487,63.285,62.609,62.508,62.477
158,M,False,33.902,33.516,33.587,33.513,33.745,33.671,33.893,34.033,34.142,34.391,34.682,35.026,35.267,34.823,35.097,34.901,34.584,34.343,34.277,33.97
159,M,False,37.84,38.145,38.518,38.558,38.584,38.954,39.053,39.387,39.389,39.744,40.14,40.212,40.5,40.681,40.544,40.687,40.267,40.232,40.092,39.93
