,FLARE_TYPE,COINCIDENCE,MEANPOT_1,MEANPOT_2,MEANPOT_3,MEANPOT_4,MEANPOT_5,MEANPOT_6,MEANPOT_7,MEANPOT_8,MEANPOT_9,MEANPOT_10,MEANPOT_11,MEANPOT_12,MEANPOT_13,MEANPOT_14,MEANPOT_15,MEANPOT_16,MEANPOT_17,MEANPOT_18,MEANPOT_19,MEANPOT_20
1153,B,True,2151.6,2128.8,2118.5,2077.1,1988.2,1928.7,1853.5,1806.7,1799.9,1800.7,1809.9,1797.3,1825.4,1858.4,1899.9,1955.2,2017.0,2111.6,2094.8,2116.2
1154,B,True,1402.1,1393.4,1470.4,1407.6,1380.8,1417.0,1409.6,1435.2,1468.2,1422.2,1394.7,1435.6,1392.4,1403.4,1412.5,1420.5,1394.0,1360.9,1397.6,1436.8
1155,B,False,4213.3,4211.1,4087.8,4087.1,3968.4,3910.8,3796.5,3746.7,3648.3,3593.0,3512.7,3600.2,3638.1,3610.4,3581.9,3560.7,3555.6,3702.9,3653.4,3599.7
1156,B,False,3146.9,3038.6,3092.5,3151.8,2956.3,2959.8,2975.6,2936.9,2831.4,2883.8,2788.2,2923.3,2924.9,2981.9,2947.1,3108.4,3197.8,3186.0,3312.0,3342.0
1157,B,True,1851.9,1891.1,1906.8,1945.1,1950.1,1936.6,1913.6,1913.7,1888.1,1877.5,1830.6,1805.9,1794.7,1750.6,1738.1,1716.1,1723.3,1722.7,1716.7,1670.0
1158,B,False,20911.0,21056.0,21279.0,21243.0,21390.0,21011.0,20970.0,20624.0,20517.0,20173.0,20268.0,19776.0,19665.0,19526.0,19296.0,19162.0,19166.0,19007.0,18724.0,18513.0
1159,B,False,1487.0,1535.1,1533.7,1557.8,1617.5,1642.7,1662.8,1651.8,1697.4,1632.1,1626.7,1592.9,1646.1,1552.5,1510.0,1511.7,1511.4,1465.7,1444.5,1382.6
1160,B,False,9329.0,9177.2,9161.6,9232.2,9241.9,9162.7,9086.2,9093.7,9175.2,9243.5,9299.6,9257.7,9359.9,9309.4,9308.2,9270.0,9270.2,9300.9,9344.7,9334.3
1161,B,False,1204.5,1201.0,1121.9,1167.9,1174.1,1196.3,1242.2,1286.0,1332.8,1357.7,1301.5,1306.8,1322.5,1304.2,1330.5,1374.9,1393.3,1431.9,1413.8,1467.2
1162,B,False,2800.4,2729.4,2721.2,2671.6,2665.7,2645.0,2629.1,2630.3,2627.2,2616.7,2605.2,2601.2,2576.3,2567.7,2556.0,2555.5,2534.3,2522.6,2531.0,2502.7
1163,B,False,7610.5,7555.7,7472.5,7198.3,7184.5,7074.0,6984.0,7094.4,6749.3,6598.5,6605.5,6627.3,6882.7,6989.7,6940.9,6856.5,6838.8,6858.7,7015.1,6887.3
1164,B,False,6813.6,6759.4,6646.2,6725.9,6662.1,6642.1,6656.2,6480.7,6533.9,6518.5,6489.3,6612.7,6559.5,6530.3,6567.8,6448.8,6434.6,6383.2,6387.7,6430.5
1165,B,True,5085.4,5097.1,5103.5,5083.9,5030.9,4880.6,4992.2,4830.7,4834.0,4723.6,4814.9,4723.1,4720.2,4535.9,4568.0,4616.3,4634.8,4671.9,4723.2,4740.0
1166,B,False,6887.7,6842.6,6923.6,6769.5,6937.2,6780.8,6848.7,6794.3,6624.8,6555.3,6544.9,6394.5,6403.0,6480.8,6378.9,6346.8,6467.8,6440.0,6482.5,6427.2
1167,B,True,5033.0,5530.0,4677.4,5307.9,4913.3,5736.8,4488.4,5039.4,4633.2,4478.3,4491.2,3971.7,4228.7,3883.1,4432.0,4166.5,4198.2,4257.9,4262.6,4475.4
1168,B,False,2676.8,2730.5,2762.0,2692.5,2732.8,2747.3,2708.9,2724.6,2813.8,2882.9,2890.4,3008.9,3063.6,3175.3,3056.7,3095.7,3222.1,3272.9,3370.2,3624.0
1169,B,True,3714.3,3729.9,3586.6,3518.4,3613.9,3562.3,3559.5,3561.0,3526.8,3442.4,3586.8,3612.3,3553.3,3567.4,3597.6,3477.0,3448.7,3539.8,3601.6,4332.4
1170,B,False,6107.3,5907.2,5954.7,5798.9,5640.1,5573.0,5632.0,5473.8,5409.9,5326.4,5346.0,5346.0,5234.1,5181.8,5248.3,5274.7,5202.7,5345.1,5388.0,5436.6
1171,B,False,9522.2,9564.2,9481.3,9488.4,9384.7,9376.3,9492.7,9352.9,9327.4,9243.6,8989.2,8990.3,9068.5,9076.2,9000.7,8993.4,9004.7,9019.9,8922.4,8938.0
1172,B,False,3432.2,3556.8,3592.4,3611.3,3590.8,3585.5,3504.4,3461.8,3522.0,3599.6,3432.0,3443.6,3348.0,3443.1,3380.0,3461.3,3448.5,3601.2,3517.9,3441.0
1173,B,False,3641.0,3704.8,3782.5,3932.0,3976.6,4070.9,4068.6,3993.0,4132.8,4062.6,4167.4,3967.8,4136.3,4085.6,4092.2,3889.9,3811.1,3906.7,3858.3,3818.7
1174,B,True,8712.4,8730.0,8612.6,8561.5,8569.4,8724.6,8709.4,8713.5,8568.5,8396.3,8432.1,8458.6,8363.3,8418.7,8389.4,8345.7,8245.4,8194.2,8128.2,8169.5
1175,B,False,2066.1,1995.3,2009.5,2092.4,2022.4,2077.7,2071.7,2148.0,2100.5,2283.6,2276.0,2257.1,2209.4,2466.2,2359.1,2535.6,2361.6,2414.3,2559.6,2553.9
1176,B,False,8738.4,8987.1,9135.9,9183.7,9309.1,9477.1,9504.6,9627.8,9772.0,9841.7,10095.0,10220.0,10262.0,10385.0,10285.0,10517.0,10512.0,10581.0,10601.0,10577.0
1177,B,False,3889.2,3912.5,3886.1,3792.1,3782.9,3813.2,3688.7,3660.1,3640.6,3669.8,3689.8,3746.4,3713.3,3645.9,3642.4,3811.9,3830.5,3850.0,3758.3,3871.1
1178,B,False,7843.1,7569.4,7325.2,7166.3,7190.5,6989.7,7022.3,6970.3,7007.6,7020.3,7135.4,7170.4,7154.1,7107.2,7221.3,7415.2,7505.2,7427.6,7558.4,7693.4
1179,B,False,1474.9,1473.9,1561.1,1474.6,1560.4,1534.2,1547.2,1702.1,1686.4,1784.5,1734.0,1539.9,1625.8,1625.5,1614.2,1550.7,1581.5,1587.1,1710.0,1669.3
1180,B,False,4073.1,4052.3,4383.4,4561.4,4360.7,4275.8,4199.6,4307.6,4108.3,4111.8,4069.6,3992.8,4335.9,4223.2,3945.9,4073.7,3896.1,3770.6,3814.6,3687.4
1181,B,True,2418.6,2449.2,2348.6,2413.8,2396.3,2457.4,2461.3,2485.7,2517.9,2500.9,2542.8,2579.2,2707.6,2798.1,2756.3,2750.1,2733.0,2732.2,2800.4,2850.3
1182,B,False,3718.4,3856.0,3702.3,3757.4,3808.0,3775.5,3848.5,4027.8,4104.1,4356.7,4346.7,4270.9,4274.6,4372.0,4340.7,4384.9,4239.3,4034.3,4041.3,3976.1
1183,B,False,4667.1,4683.9,4645.8,4502.7,4399.2,4367.4,4354.3,4314.0,4213.5,4228.9,4206.5,4268.9,4242.6,4212.1,4294.8,4219.6,4203.2,4297.3,4299.8,4303.8
1184,B,False,5300.8,5476.3,5616.3,5530.5,6100.3,6133.5,5826.4,5961.7,6265.1,6378.6,6299.2,6509.1,6762.2,6761.8,6748.3,6848.3,6896.5,6768.5,6929.2,6832.5
1185,B,False,1211.9,1203.5,1234.0,1247.0,1256.8,1268.1,1289.4,1296.6,1283.7,1274.7,1253.1,1217.2,1183.0,1163.2,1105.0,1050.1,1013.1,1008.9,980.3,985.02
1186,B,False,11062.0,10129.0,9986.7,10379.0,10081.0,10129.0,11412.0,10804.0,12075.0,12110.0,12024.0,10535.0,10473.0,10521.0,10219.0,10149.0,11687.0,11478.0,11929.0,9828.9
1187,B,False,2234.4,2268.4,2241.2,2225.5,2222.2,2221.1,2221.3,2201.5,2159.4,2182.2,2167.1,2157.8,2149.3,2161.0,2164.0,2191.1,2208.1,2265.8,2303.9,2328.3
1188,B,False,2041.5,2057.3,2066.5,1936.0,2021.8,1963.2,1928.8,1969.0,2019.6,1993.8,1998.8,1988.8,2020.5,2104.8,2028.8,2047.3,2059.0,2120.2,2315.2,2320.6
1189,B,False,1196.4,1177.1,1194.9,1193.2,1207.1,1236.2,1204.6,1226.4,1229.7,1194.9,1240.9,1227.7,1246.4,1259.9,1199.9,1207.2,1194.5,1146.5,1143.4,1119.2
1190,B,False,6192.4,6128.9,6320.6,6733.2,6647.1,6468.7,6559.7,6585.8,6805.9,6928.9,6810.8,6660.1,6683.7,6437.6,6520.2,6566.6,6520.7,6453.5,6497.7,6346.6
1191,B,True,2977.1,2902.7,2878.1,2801.6,2721.9,2764.3,2674.9,2604.4,2596.6,2609.0,2644.8,2571.6,2564.1,2568.5,2569.3,2525.7,2518.6,2481.8,2541.8,2543.8
1192,B,True,12296.0,12138.0,11933.0,11773.0,11684.0,11685.0,11654.0,11602.0,11513.0,11279.0,11308.0,11196.0,11065.0,10920.0,10951.0,10922.0,10807.0,10843.0,10739.0,10783.0
1193,B,False,773.95,794.28,800.92,817.87,850.21,877.3,888.63,891.47,908.15,929.09,920.34,887.72,873.12,808.72,791.86,759.66,735.86,702.46,679.88,662.88
1194,B,False,18178.0,18187.0,18122.0,17981.0,17871.0,17877.0,18017.0,18147.0,18055.0,17824.0,18077.0,18048.0,17947.0,17820.0,17982.0,18218.0,18261.0,18293.0,18288.0,18436.0
1195,B,False,1521.6,1500.7,1481.2,1476.5,1513.4,1541.7,1494.5,1533.4,1577.0,1611.5,1627.7,1669.6,1722.6,1626.3,1650.9,1613.7,1597.2,1571.2,1601.8,1535.1
1196,B,False,2064.4,2082.6,2125.2,1974.6,2059.4,1967.5,2041.8,1984.1,1964.2,2055.5,2025.2,2029.9,2010.7,1979.1,2008.5,2040.2,2043.5,2055.9,2073.4,2100.6
1197,B,False,9295.4,9557.6,9861.9,9984.3,10188.0,10293.0,10424.0,10361.0,10417.0,10154.0,10120.0,10110.0,9971.8,9760.4,9568.5,9480.4,9225.4,9236.6,9216.8,8973.7
1198,B,False,5319.1,5147.4,5287.2,5010.6,5094.9,5125.0,5011.3,4894.3,4868.8,4643.0,4839.9,4561.8,4360.0,4216.4,3978.2,3981.6,4042.2,4208.2,4308.6,4346.8
1199,B,False,5101.7,5709.4,5671.2,5505.1,5201.5,5093.3,5167.5,5215.8,5374.1,5272.4,5175.4,5344.5,5250.9,5040.8,5128.7,5241.1,5146.8,5359.2,5686.3,5887.8
1200,B,False,2400.7,2435.9,2436.9,2278.0,2316.5,2365.1,2269.2,2276.5,2203.2,2180.3,2216.6,2152.2,2086.7,2052.8,2081.3,2031.3,2006.5,2052.1,2084.4,2072.2
1201,B,True,1484.6,1484.3,1462.7,1473.8,1442.4,1413.0,1417.2,1442.9,1391.2,1404.1,1422.9,1389.0,1398.5,1389.1,1385.3,1381.4,1381.9,1410.4,1448.2,1473.4
1202,B,False,9975.8,9809.8,10005.0,9782.1,9805.2,9678.6,9433.3,9211.0,9041.7,8932.8,8906.5,8817.3,8714.1,8669.1,8526.6,8291.2,8375.8,8323.2,8325.8,8494.7
1203,B,False,11185.0,11162.0,11082.0,11074.0,10980.0,10921.0,10999.0,11022.0,11061.0,10979.0,11113.0,11138.0,11139.0,10849.0,10875.0,10701.0,10679.0,10616.0,10559.0,10505.0
1204,B,False,5813.1,5425.8,4933.7,4756.9,4715.0,4819.3,5031.5,5196.7,5445.2,5757.0,5573.7,5621.3,5510.0,5634.1,5845.8,5630.0,5700.0,5509.2,5325.4,5323.5
1205,B,True,5501.0,5616.8,5634.5,5673.5,5606.7,4748.2,6003.4,6067.1,6122.6,6109.0,6168.8,6173.3,6129.2,6085.2,6011.9,5762.6,5823.8,5760.3,5774.6,5616.0
1206,B,False,8194.2,8128.2,8169.5,8153.1,8090.8,8000.3,8053.5,7949.2,7921.2,7987.9,8055.6,8081.2,7863.4,8008.3,8119.9,7940.6,8074.7,8017.7,8029.2,7998.1
1207,B,False,9086.8,9331.1,9196.1,9203.9,9159.6,9139.6,9373.3,9241.6,9129.2,9232.6,9160.6,9052.5,8966.7,8922.7,9019.9,9040.3,9005.0,9008.5,8908.7,9009.1
1208,B,False,1299.4,1399.3,1430.0,1591.5,1357.2,1511.7,1568.3,1542.6,1399.0,1470.0,1525.1,1351.5,1305.2,1332.6,1381.4,1369.0,1317.0,1308.1,1246.7,1182.4
1209,B,False,1931.1,1880.5,1865.2,1822.1,1832.9,1812.8,1801.4,1775.6,1772.7,1782.2,1745.2,1748.2,1748.7,1755.3,1753.7,1743.7,1776.3,1797.6,1797.8,1820.0
1210,B,False,2229.9,2091.1,2105.2,2166.7,2094.7,1988.3,1876.9,1942.4,1889.2,1883.8,1836.2,1873.9,1818.2,1913.0,1936.1,1923.9,1946.9,1972.5,1987.1,2002.8
1211,B,True,8772.2,8802.8,8775.8,8734.3,8852.1,8818.8,8834.8,8875.3,9038.4,8975.7,8926.6,9022.9,8983.5,8944.8,9004.7,9006.5,8982.8,8990.3,8961.0,9058.9
1212,B,False,4994.7,5292.5,5165.3,5525.0,5796.1,5757.5,5633.5,6192.1,5791.4,5929.9,5101.7,5709.4,5671.2,5505.1,5201.5,5093.3,5167.5,5215.8,5374.1,5272.4
1213,B,False,9466.1,9846.9,9684.0,9456.3,9510.9,9909.4,9925.5,9798.3,9881.5,10011.0,10060.0,10322.0,10235.0,10069.0,10546.0,10049.0,10344.0,10210.0,10069.0,10001.0
1214,B,False,4403.2,4444.9,4445.1,4404.4,4522.5,4663.3,4626.2,4656.1,4621.2,4728.9,4799.1,4815.1,4764.5,4737.4,4697.2,4801.9,4820.2,4836.9,4852.6,4814.8
1215,B,False,5745.1,5861.0,6025.9,6059.0,6215.8,6200.8,6186.7,6167.4,6088.4,5871.7,5732.9,5522.2,5289.4,5107.5,4977.9,4861.9,4764.0,4827.6,4824.0,4909.4
1216,B,False,3013.7,2906.7,2739.5,2800.0,2813.9,2833.4,2921.9,2927.6,2991.7,3169.1,3194.0,3195.3,3076.8,3112.1,3075.4,3053.6,2886.1,2798.2,2771.1,2705.1
1217,B,True,3529.3,3541.5,3588.9,3663.1,3789.7,3596.4,3598.4,3553.7,3564.0,3550.6,3550.1,3531.9,3511.0,3346.6,3262.6,3505.0,3385.2,3249.1,2981.2,3071.7
1218,B,False,4263.6,4228.4,4219.1,4219.4,4198.8,4274.1,4239.6,4203.4,4202.3,4226.6,4227.4,4217.3,4210.8,4271.4,4247.6,4365.8,4368.3,4464.3,4615.9,4643.6
1219,B,False,2962.6,3158.5,2990.4,2909.5,2854.4,2864.0,2838.8,2841.7,2968.5,2927.4,2986.0,3041.1,2989.9,3049.8,3109.5,3151.2,3266.5,3310.0,3176.6,3070.5
1220,B,False,2106.5,2057.5,2104.6,2103.5,2099.1,2136.7,2154.2,2173.7,2119.0,2107.0,2128.0,2123.9,2121.3,2098.1,2084.7,2040.7,2058.3,2045.6,1965.5,1953.6
1221,B,False,3408.7,3239.3,3393.6,3312.5,3212.2,3021.0,3146.5,3211.5,3169.4,2989.9,2963.1,2972.8,2901.6,2780.3,2738.6,2780.6,2757.3,2738.9,2637.7,2529.2
1222,B,False,5736.6,5805.8,5806.3,5837.5,5876.1,5984.3,6076.0,5945.3,6081.4,6109.7,6151.5,6164.5,6154.8,6136.5,6212.2,6196.9,6264.0,6214.5,6178.5,6061.8
1223,B,True,5697.7,5733.3,5847.5,6009.7,6166.6,6244.9,6360.5,6328.3,5980.0,5911.4,5938.6,5944.3,5680.1,5443.3,5403.2,5321.5,5366.8,5369.5,5135.2,5221.7
1224,B,False,4458.7,4441.0,4314.6,4330.8,4377.0,4311.9,4300.8,4268.4,4280.4,4164.2,4183.7,4168.1,4303.3,4210.9,4207.8,4242.2,4236.7,4158.7,4158.5,4218.5
1225,B,False,10955.0,10993.0,10960.0,10507.0,10283.0,9922.9,9582.5,9278.1,9252.2,9076.9,9153.8,8972.0,8806.0,8831.7,8934.5,8917.5,8956.5,9058.4,9115.5,9107.1
1226,B,False,4531.6,4374.2,4503.9,4529.7,4591.1,4629.5,4656.1,4588.8,4594.3,4706.9,4719.7,4776.7,4850.8,4791.8,4776.9,4785.1,4793.1,4779.0,4820.6,4829.3
1227,B,False,3112.6,3107.9,3068.9,3072.4,3013.5,2990.4,2858.6,2792.1,2747.0,2768.3,2853.0,3131.2,3181.9,3241.1,3276.5,3281.8,3309.4,3535.4,3545.6,3503.6
1228,B,False,7346.9,7251.2,7348.0,7193.4,7359.0,7144.8,7120.7,7083.3,7357.0,7279.2,7346.6,7257.2,7611.6,7845.6,7907.2,8134.4,8051.1,8153.6,8782.3,8832.4
1229,B,False,20190.0,20180.0,19851.0,19700.0,20020.0,19643.0,19496.0,19338.0,19410.0,19164.0,18983.0,19015.0,18908.0,18791.0,18566.0,18403.0,18325.0,18326.0,18507.0,18382.0
1230,B,True,6693.3,6746.8,6593.6,6755.8,6831.5,6901.1,7011.9,7220.8,7308.6,7261.9,7326.5,7493.9,7494.3,7518.1,7492.4,7469.8,7400.2,7277.9,7244.0,7123.2
1231,B,False,1730.9,1699.6,1693.1,1685.7,1736.7,1714.3,1732.1,1699.4,1682.9,1711.4,1744.0,1772.3,1821.9,1863.2,1885.4,1819.1,1849.9,1812.6,1775.1,1710.0
1232,B,False,3574.8,3529.9,3562.8,3643.7,3693.8,3735.1,3767.2,3796.7,3456.6,3402.6,3383.1,3350.3,3246.9,3276.7,3146.8,3251.5,3191.2,3245.8,3242.5,3214.6
1233,B,False,812.27,805.16,752.93,726.45,706.94,720.14,695.38,681.91,671.07,675.6,679.69,711.67,722.52,744.84,783.61,817.05,858.74,868.52,872.76,829.09
1234,B,False,4172.1,4262.1,4256.1,4432.0,4034.5,3882.7,3663.1,3543.5,3612.2,3572.9,3602.0,3539.4,3327.0,3481.9,3696.6,3762.0,4116.3,4077.7,4434.5,4336.1
1235,B,False,9753.1,9491.6,9490.3,9462.4,9262.4,9217.1,9164.1,9075.0,9091.2,8957.8,8929.3,8939.8,9068.9,9047.6,8980.6,9002.3,9145.9,9326.0,9186.2,9266.7
1236,B,False,1442.4,1413.0,1417.2,1442.9,1391.2,1404.1,1422.9,1389.0,1398.5,1389.1,1385.3,1381.4,1381.9,1410.4,1448.2,1473.4,1505.2,1479.6,1527.5,1521.5
1237,B,False,4334.2,4359.0,4389.8,4413.1,4351.4,4467.5,4438.3,4473.4,4411.2,4464.3,4475.9,4425.3,4464.8,4465.4,4468.4,4581.5,4540.0,4430.6,4481.6,4430.5
1238,B,False,1746.8,1814.8,1834.5,1830.7,1853.6,1868.5,1930.2,1924.8,1990.1,1993.2,1996.2,2046.0,2056.3,2060.5,2045.8,2060.8,2026.9,1989.3,1941.9,1901.0
1239,B,False,3974.4,3960.5,4078.0,4113.6,4408.3,4280.9,4120.8,4367.2,4334.5,4380.9,4566.2,4657.1,4570.0,4573.6,4415.1,4338.5,4294.0,4476.8,4628.0,4721.5
1240,B,False,6504.6,6425.4,6504.5,6558.3,6500.0,6439.6,6484.3,6415.0,6304.7,6142.5,6060.3,6026.5,6019.6,6040.4,6021.7,5894.1,5915.4,5943.1,5993.0,6073.4
1241,B,False,6679.9,6658.5,6692.1,6629.4,6530.5,6720.3,6751.8,6632.4,6718.9,6564.6,6612.1,6561.9,6732.7,6656.9,6646.2,6625.4,6497.7,6701.8,6800.9,6781.7
1242,B,False,4687.8,4298.8,3946.8,4222.6,4230.5,4156.3,3872.0,3955.2,3754.4,3741.4,4002.5,4196.1,4127.9,4028.3,4577.2,4700.8,4690.3,5007.8,5079.6,4824.9
1243,B,False,5639.8,5789.0,5856.0,5926.5,5822.6,5782.6,5824.9,5713.6,5807.5,5710.0,5656.9,5724.6,5590.3,5569.0,5498.2,5556.3,5678.2,5567.4,5584.8,5517.5
1244,B,False,4980.6,4995.6,5109.4,5122.3,5142.7,5180.6,5282.8,5407.1,5372.6,5451.2,5556.0,5807.7,5784.5,5761.9,5892.7,5980.7,5988.6,6149.3,6205.7,6239.9
1245,B,False,2945.4,3020.5,3099.8,3214.9,3126.2,3063.2,3010.9,2888.8,2825.5,2672.2,2592.2,2565.1,2511.5,2477.2,2441.3,2379.8,2354.1,2366.9,2430.3,2470.5
1246,B,False,8923.3,8764.7,8711.3,8624.9,8539.5,8436.8,8287.3,8253.6,8088.2,7973.4,7866.6,7936.5,7804.0,7614.0,7447.6,7171.9,6990.2,7095.6,7284.1,7563.9
1247,B,False,1286.8,1264.3,1318.2,1368.7,1407.6,1363.0,1373.7,1482.5,1527.4,1405.2,1485.8,1473.0,1483.9,1487.1,1552.6,1603.0,1758.1,1638.7,1660.0,1638.6
1248,B,True,4371.8,4304.3,4280.7,4247.9,4293.3,4288.8,4248.3,4254.3,4248.2,4219.8,4170.2,4151.5,4101.7,4026.7,3999.1,3961.2,3897.9,3914.8,3881.5,3784.2
1249,B,True,1761.2,1767.0,1744.1,1766.5,1792.6,1841.2,1830.7,1852.1,1844.8,1772.8,1746.3,1808.0,1842.0,1888.6,1858.0,1791.8,1818.4,1820.9,1790.2,1754.3
1250,B,True,7250.9,2562.7,3144.5,6847.1,4673.5,4928.8,7907.9,10724.0,10091.0,11144.0,10822.0,8313.0,9455.5,8380.6,14996.0,9785.1,12815.0,8793.8,12565.0,12596.0
1251,B,False,6216.5,6240.3,6396.4,6480.5,6450.6,6587.4,6469.6,6441.4,6508.2,6330.1,6476.5,6638.5,6690.0,6743.4,6748.2,6902.5,6981.6,7120.9,7137.2,7161.9
1252,B,False,1863.1,1847.7,1842.5,1821.2,1792.4,1798.8,1762.4,1744.7,1701.1,1686.8,1678.0,1666.8,1633.8,1624.0,1610.3,1606.8,1568.2,1576.8,1566.7,1539.6
1253,B,False,4566.5,4418.8,4613.9,4627.9,4842.1,4990.6,4859.8,4974.1,5017.3,5010.8,4907.3,4944.0,4969.9,4722.0,4763.1,4724.8,4487.2,4385.6,4450.3,4383.4
1254,B,False,6634.6,6693.3,6746.8,6593.6,6755.8,6831.5,6901.1,7011.9,7220.8,7308.6,7261.9,7326.5,7493.9,7494.3,7518.1,7492.4,7469.8,7400.2,7277.9,7244.0
1255,B,False,7578.5,7343.8,7252.1,7336.1,7269.1,7125.6,7048.4,7030.2,7084.7,7102.9,7109.6,7115.9,6982.3,6911.5,6833.9,6964.5,6859.1,7059.0,6786.4,6836.8
1256,B,False,7518.5,7549.7,7593.4,7357.3,8558.4,7174.6,8220.0,8020.7,7196.3,6837.5,8506.5,6680.8,6614.7,6448.8,6665.1,6453.3,6603.5,6690.5,6660.4,6687.1
1257,B,False,5547.4,5526.8,5489.7,5432.4,5420.9,5455.3,5458.5,5481.4,5404.9,5536.3,5433.0,5498.5,5517.9,5539.2,5425.7,5509.0,5478.2,5542.3,5614.7,5769.6
1258,B,False,8183.7,8302.2,8360.6,8495.0,8441.1,8460.9,8457.8,8478.9,8666.4,8645.3,8880.5,8858.9,9081.3,9297.6,9495.5,9816.6,9944.8,9955.0,9910.6,9728.6
1259,B,False,3131.4,3159.8,3236.5,3334.6,3346.8,3425.1,3430.6,3449.6,3474.9,3450.2,3407.7,3349.7,3307.5,3203.6,3196.4,3202.6,3153.7,3138.1,3145.6,3200.1
1260,B,False,4746.0,4463.8,4544.5,4497.7,4455.6,4441.4,4405.8,4278.1,4181.1,4138.1,4118.4,4017.8,3793.1,3716.5,3904.6,3827.8,3871.7,3808.9,3931.3,3715.2
1261,B,False,4344.9,4569.9,4727.5,5021.1,5300.8,5476.3,5616.3,5530.5,6100.3,6133.5,5826.4,5961.7,6265.1,6378.6,6299.2,6509.1,6762.2,6761.8,6748.3,6848.3
1262,B,False,950.51,949.81,948.79,947.01,955.35,968.62,986.27,995.18,1008.3,1034.9,1044.5,1063.0,1088.5,1120.3,1117.7,1119.3,1101.0,1080.5,1066.0,1038.7
1263,B,False,12522.0,12835.0,11910.0,11531.0,10592.0,10993.0,10257.0,9525.3,9796.9,8924.3,8415.6,9803.1,9329.9,6474.0,6975.2,6093.6,5354.1,2851.5,2867.0,1868.4
1264,B,False,6519.3,6569.0,6753.2,6972.9,6977.5,6732.9,6670.9,6528.9,6544.5,6376.9,6200.0,6160.3,6043.5,5998.2,5946.7,5829.8,5825.3,5861.5,5857.7,5963.6
1265,B,False,7349.4,7372.2,7297.2,7467.9,7291.7,7054.0,7194.9,7154.5,7114.9,7093.2,6997.0,7049.4,6966.6,6931.3,6776.9,6765.9,6673.5,6555.6,6479.7,6386.4
1266,B,False,6322.2,6467.1,6607.2,6675.8,6606.1,6659.4,6595.7,6653.0,6593.2,6481.5,6523.7,6444.1,6437.3,6434.6,6428.8,6517.7,6330.7,6590.8,6574.1,6545.9
1267,B,False,2305.7,2277.6,2266.2,2308.7,2421.1,2378.5,2381.7,2419.6,2429.7,2365.0,2337.7,2284.8,2249.4,2219.4,2117.1,2061.9,2032.3,2002.9,1948.6,1950.6
1268,B,False,1942.4,1930.0,1850.1,1873.2,1881.3,1903.6,1965.1,1899.0,1882.6,1890.1,1840.3,1842.0,1785.3,1809.6,1859.6,1880.6,1884.4,1899.1,1914.4,1962.9
1269,B,False,4187.2,4184.9,4178.2,4204.8,4190.9,4117.7,4103.5,4074.0,3987.4,3984.7,3970.3,3978.6,3921.0,3906.3,3901.0,3861.8,3837.7,3884.8,3936.6,3776.6
1270,B,False,10223.0,10207.0,10182.0,10156.0,10191.0,10196.0,10048.0,10286.0,10522.0,10344.0,10298.0,10630.0,10738.0,10552.0,10437.0,10544.0,10498.0,10707.0,10895.0,10991.0
1271,B,False,2377.4,2425.3,2457.0,2408.3,2377.9,2356.2,2279.7,2250.0,2177.0,2153.3,2138.5,2134.1,2151.1,2162.9,2153.4,2108.5,2150.1,2193.3,2161.4,2117.7
1272,B,False,2778.9,2760.6,2830.7,2733.0,2623.8,2674.4,2639.6,2566.8,2497.4,2529.4,2501.4,2458.2,2372.0,2390.8,2459.1,2377.3,2316.8,2250.3,2287.8,2276.1
1273,B,False,7390.5,7414.1,7440.2,7396.0,7483.1,7465.4,7470.3,7357.9,7413.5,7399.7,7500.8,7504.4,7631.4,7636.2,7671.1,7816.8,7758.9,7850.1,8004.9,8145.1
1274,B,False,1808.1,1686.1,1738.2,1653.5,1640.9,1685.8,1548.6,2210.5,2097.7,1618.1,1643.7,1541.9,1713.6,2014.3,1711.5,1586.3,1704.7,1609.6,1742.2,1632.3
1275,B,True,4287.8,4362.6,4284.7,4244.3,4047.6,4078.3,4068.1,4035.1,4172.7,4139.7,4113.9,4070.7,3983.5,3990.6,4142.0,4036.8,4056.2,4124.2,4186.9,4043.7
1276,B,False,8175.0,8518.4,7927.4,7772.0,7934.3,7668.0,7525.8,7563.5,7343.7,7119.8,7098.7,6923.6,6554.6,6518.4,6410.3,8332.9,6355.9,6210.0,6046.3,5847.0
1277,B,False,2353.3,2398.6,2416.1,2540.7,2631.5,2699.7,2715.5,2648.2,2726.4,2674.4,3420.0,2515.0,3230.2,2665.3,2637.6,2715.0,2948.4,3389.8,3153.1,3057.9
1278,B,False,1069.1,1075.6,1065.5,1059.1,1066.2,1095.7,1131.9,1176.4,1218.0,1221.7,1256.7,1287.9,1295.4,1306.9,1310.2,1259.7,1248.5,1205.1,1169.9,1136.0
1279,B,False,3869.9,3833.0,3807.8,3920.5,3708.3,3834.3,3942.0,4005.9,4307.5,4151.7,4101.3,3924.1,3782.9,3826.0,3624.5,3711.4,3766.8,3803.4,3902.1,3491.6
1280,B,False,7574.7,7343.5,7477.5,7342.4,7440.6,7478.6,7065.5,7275.2,7395.4,7712.2,7356.1,7554.6,7838.3,7867.0,8277.3,8172.1,8463.8,8474.7,8597.4,8672.8
1281,B,False,4301.1,4264.3,4326.5,4396.4,4393.6,4440.4,4388.8,4505.2,4592.3,4722.0,4806.9,4802.4,4842.1,4979.4,4961.8,5055.5,5115.9,5085.9,5187.2,5087.5
