,FLARE_TYPE,COINCIDENCE,TOTUSJZ_1,TOTUSJZ_2,TOTUSJZ_3,TOTUSJZ_4,TOTUSJZ_5,TOTUSJZ_6,TOTUSJZ_7,TOTUSJZ_8,TOTUSJZ_9,TOTUSJZ_10,TOTUSJZ_11,TOTUSJZ_12,TOTUSJZ_13,TOTUSJZ_14,TOTUSJZ_15,TOTUSJZ_16,TOTUSJZ_17,TOTUSJZ_18,TOTUSJZ_19,TOTUSJZ_20
1049,B,True,12979000000000.0,12785000000000.0,11744000000000.0,13256000000000.0,12311000000000.0,12121000000000.0,12371000000000.0,11890000000000.0,13099000000000.0,12988000000000.0,12470000000000.0,13034000000000.0,13059000000000.0,12922000000000.0,13416000000000.0,13379000000000.0,13653000000000.0,13717000000000.0,13998000000000.0,14028000000000.0
1050,B,False,12746000000000.0,12431000000000.0,12028000000000.0,11592000000000.0,11477000000000.0,11643000000000.0,11428000000000.0,11062000000000.0,11060000000000.0,11046000000000.0,11056000000000.0,11242000000000.0,11044000000000.0,11236000000000.0,11310000000000.0,11455000000000.0,11840000000000.0,11901000000000.0,11832000000000.0,11663000000000.0
1051,B,False,6172700000000.0,6109700000000.0,6144600000000.0,5893900000000.0,6065600000000.0,6037300000000.0,5867200000000.0,5986200000000.0,6230600000000.0,5976500000000.0,5872000000000.0,5949800000000.0,6538200000000.0,6148600000000.0,5951000000000.0,6204700000000.0,6505600000000.0,6166800000000.0,6165300000000.0,6202200000000.0
1052,B,False,5228800000000.0,5241100000000.0,5674600000000.0,6075500000000.0,6535600000000.0,6990900000000.0,7197700000000.0,7150100000000.0,6931500000000.0,6634000000000.0,6476000000000.0,6331200000000.0,6299300000000.0,6023800000000.0,6076100000000.0,5879000000000.0,5899000000000.0,5821500000000.0,5380400000000.0,5324600000000.0
1053,B,True,3676100000000.0,3768500000000.0,3614100000000.0,3528200000000.0,3688800000000.0,3821000000000.0,3807000000000.0,3865000000000.0,3885600000000.0,3899600000000.0,4097200000000.0,3844100000000.0,3758700000000.0,3936800000000.0,4329500000000.0,4158100000000.0,4487200000000.0,4342900000000.0,4101600000000.0,4034700000000.0
1054,B,False,2228100000000.0,2188600000000.0,2114100000000.0,2077700000000.0,2013200000000.0,2156900000000.0,1947100000000.0,1869600000000.0,1905000000000.0,1807200000000.0,1716500000000.0,1561700000000.0,1509200000000.0,1463300000000.0,1417200000000.0,1318100000000.0,1415700000000.0,1417900000000.0,1525500000000.0,1313000000000.0
1055,B,False,52797000000.0,44754000000.0,69997000000.0,134730000000.0,149290000000.0,329290000000.0,377510000000.0,512510000000.0,586750000000.0,664360000000.0,845590000000.0,1061300000000.0,1230100000000.0,1333400000000.0,1212000000000.0,1759700000000.0,1914100000000.0,1609800000000.0,1831900000000.0,2049500000000.0
1056,B,False,12926000000000.0,12703000000000.0,13023000000000.0,12843000000000.0,12868000000000.0,12520000000000.0,12744000000000.0,12546000000000.0,12472000000000.0,12476000000000.0,12581000000000.0,12684000000000.0,12362000000000.0,12651000000000.0,12295000000000.0,12458000000000.0,12589000000000.0,12491000000000.0,12634000000000.0,12952000000000.0
1057,B,False,1716300000000.0,1418600000000.0,1493700000000.0,914370000000.0,1729800000000.0,1539400000000.0,1664900000000.0,1658200000000.0,1625900000000.0,1593900000000.0,1522300000000.0,1554900000000.0,1391800000000.0,1241600000000.0,1257500000000.0,1335200000000.0,1174500000000.0,1276900000000.0,1292800000000.0,1325900000000.0
1058,B,False,11553000000000.0,11739000000000.0,11685000000000.0,11435000000000.0,11905000000000.0,11729000000000.0,11923000000000.0,11930000000000.0,11965000000000.0,11831000000000.0,12198000000000.0,11986000000000.0,11875000000000.0,11747000000000.0,11364000000000.0,11631000000000.0,11769000000000.0,11809000000000.0,11950000000000.0,11803000000000.0
1059,B,True,11716000000000.0,12314000000000.0,12223000000000.0,12006000000000.0,12256000000000.0,12002000000000.0,12362000000000.0,12772000000000.0,12698000000000.0,12851000000000.0,12931000000000.0,12873000000000.0,12664000000000.0,12896000000000.0,12978000000000.0,12745000000000.0,12554000000000.0,12710000000000.0,12626000000000.0,12350000000000.0
1060,B,False,9910100000000.0,10024000000000.0,9991900000000.0,9857400000000.0,9496300000000.0,9513800000000.0,10109000000000.0,9498000000000.0,8984900000000.0,8391500000000.0,8532800000000.0,8657700000000.0,9316500000000.0,8438500000000.0,8915500000000.0,9645800000000.0,9510300000000.0,9459900000000.0,9422200000000.0,9327200000000.0
1061,B,False,11808000000000.0,11397000000000.0,11250000000000.0,11243000000000.0,11177000000000.0,11495000000000.0,11447000000000.0,11689000000000.0,11739000000000.0,11899000000000.0,12293000000000.0,12403000000000.0,12852000000000.0,12841000000000.0,13032000000000.0,12852000000000.0,12967000000000.0,12805000000000.0,12558000000000.0,12551000000000.0
1062,B,False,9739300000000.0,9928100000000.0,9845200000000.0,10102000000000.0,9815600000000.0,9794500000000.0,9795800000000.0,9907700000000.0,9711200000000.0,9310200000000.0,9362500000000.0,9696300000000.0,9463500000000.0,9496000000000.0,9131000000000.0,9216600000000.0,9220000000000.0,9092800000000.0,9250700000000.0,9229600000000.0
1063,B,False,15108000000000.0,15556000000000.0,15766000000000.0,44846000000000.0,15614000000000.0,15855000000000.0,15827000000000.0,15819000000000.0,15914000000000.0,16170000000000.0,16409000000000.0,16780000000000.0,17222000000000.0,17065000000000.0,17762000000000.0,18520000000000.0,18554000000000.0,18134000000000.0,17916000000000.0,17635000000000.0
1064,B,True,13158000000000.0,13342000000000.0,13481000000000.0,13401000000000.0,13276000000000.0,13152000000000.0,12756000000000.0,12566000000000.0,12385000000000.0,12334000000000.0,12442000000000.0,12350000000000.0,12045000000000.0,11900000000000.0,12039000000000.0,11783000000000.0,11519000000000.0,11662000000000.0,11631000000000.0,11546000000000.0
1065,B,True,7968400000000.0,7613400000000.0,7755100000000.0,7786000000000.0,8648400000000.0,7362700000000.0,6919800000000.0,7296000000000.0,7693600000000.0,7234600000000.0,7854100000000.0,7416500000000.0,6323800000000.0,6586500000000.0,6663300000000.0,6691300000000.0,6297700000000.0,6281000000000.0,6260200000000.0,6042800000000.0
1066,B,False,9522900000000.0,9651600000000.0,9415900000000.0,9860800000000.0,9637200000000.0,9962700000000.0,10357000000000.0,10301000000000.0,10691000000000.0,10370000000000.0,10549000000000.0,10475000000000.0,10404000000000.0,10596000000000.0,10710000000000.0,10660000000000.0,10891000000000.0,10463000000000.0,10868000000000.0,10594000000000.0
1067,B,False,9190400000000.0,9424700000000.0,9403200000000.0,9166200000000.0,9134900000000.0,8955300000000.0,8943400000000.0,8695800000000.0,8616000000000.0,8517000000000.0,8660700000000.0,8210300000000.0,8317500000000.0,8111900000000.0,7777600000000.0,7692800000000.0,7640000000000.0,7637200000000.0,7571000000000.0,7723700000000.0
1068,B,False,10775000000000.0,10552000000000.0,10566000000000.0,10648000000000.0,10426000000000.0,10710000000000.0,10635000000000.0,10759000000000.0,11050000000000.0,11005000000000.0,10988000000000.0,11148000000000.0,11271000000000.0,11072000000000.0,11274000000000.0,10849000000000.0,10633000000000.0,10339000000000.0,10500000000000.0,10214000000000.0
1069,B,False,8764300000000.0,8381700000000.0,8442200000000.0,8504400000000.0,8508800000000.0,8836900000000.0,8833700000000.0,9028900000000.0,8871900000000.0,8442700000000.0,8271600000000.0,7909800000000.0,7361700000000.0,7251000000000.0,7063600000000.0,6915900000000.0,6889000000000.0,7006800000000.0,7078600000000.0,7070700000000.0
1070,B,False,5678800000000.0,4471300000000.0,4579900000000.0,4604200000000.0,4815300000000.0,4689700000000.0,4594200000000.0,5221200000000.0,4803200000000.0,4598400000000.0,4472900000000.0,5204100000000.0,4379800000000.0,4472300000000.0,4376400000000.0,4718000000000.0,4236200000000.0,4232100000000.0,4245500000000.0,4436800000000.0
1071,B,True,1951700000000.0,2031300000000.0,2052900000000.0,1985600000000.0,1901800000000.0,1901100000000.0,1965200000000.0,1898900000000.0,1850600000000.0,1966900000000.0,1959300000000.0,2005400000000.0,1822000000000.0,1909800000000.0,1910400000000.0,1914700000000.0,1914500000000.0,1855100000000.0,1903100000000.0,1810400000000.0
1072,B,True,358350000000.0,400870000000.0,618690000000.0,620790000000.0,608120000000.0,917690000000.0,934550000000.0,1491300000000.0,2093000000000.0,2279200000000.0,2314600000000.0,2307600000000.0,2313500000000.0,2448600000000.0,2647400000000.0,2834000000000.0,2689400000000.0,3058300000000.0,3019500000000.0,3034100000000.0
1073,B,True,5985800000000.0,6270600000000.0,6339700000000.0,6250400000000.0,6552500000000.0,6528800000000.0,6507000000000.0,6614200000000.0,6323200000000.0,5984400000000.0,6082900000000.0,6083900000000.0,5961800000000.0,5932900000000.0,6020000000000.0,5610600000000.0,5473300000000.0,5694000000000.0,5652800000000.0,5452500000000.0
1074,B,True,306550000000.0,287290000000.0,367950000000.0,367510000000.0,337700000000.0,405450000000.0,470050000000.0,680040000000.0,803130000000.0,731380000000.0,863560000000.0,931210000000.0,1008100000000.0,1043200000000.0,1178900000000.0,1163900000000.0,1170400000000.0,1060000000000.0,1029800000000.0,1164500000000.0
1075,B,False,42351000000000.0,42340000000000.0,42588000000000.0,42963000000000.0,43684000000000.0,44923000000000.0,83112000000000.0,46601000000000.0,47966000000000.0,49440000000000.0,50622000000000.0,49707000000000.0,48750000000000.0,47472000000000.0,46481000000000.0,46027000000000.0,45344000000000.0,45263000000000.0,44753000000000.0,44627000000000.0
1076,B,False,2884100000000.0,3041100000000.0,2839000000000.0,3142200000000.0,3084400000000.0,3108100000000.0,3152400000000.0,3188800000000.0,3155200000000.0,3269400000000.0,3365300000000.0,3379400000000.0,3308000000000.0,3347000000000.0,3229800000000.0,3116300000000.0,3108200000000.0,2998600000000.0,3018100000000.0,2939600000000.0
1077,B,False,10590000000000.0,10901000000000.0,11320000000000.0,11575000000000.0,12067000000000.0,12184000000000.0,12573000000000.0,12768000000000.0,12813000000000.0,13245000000000.0,13204000000000.0,13132000000000.0,13167000000000.0,13698000000000.0,13896000000000.0,13830000000000.0,14545000000000.0,15033000000000.0,15190000000000.0,15283000000000.0
1078,B,False,2468600000000.0,2665600000000.0,2811200000000.0,2733600000000.0,3093100000000.0,3018500000000.0,3323200000000.0,3095400000000.0,3141400000000.0,3449500000000.0,3292600000000.0,3086600000000.0,3099500000000.0,3175700000000.0,3256600000000.0,3305800000000.0,3163300000000.0,3568900000000.0,3457500000000.0,3460500000000.0
1079,B,True,6291000000000.0,6484800000000.0,6330200000000.0,6218600000000.0,6248100000000.0,6131600000000.0,6038600000000.0,5950000000000.0,6103300000000.0,6081300000000.0,6005700000000.0,6014000000000.0,6142600000000.0,6106900000000.0,6112100000000.0,6230100000000.0,6280600000000.0,6319100000000.0,6083800000000.0,6241200000000.0
1080,B,True,652460000000.0,843300000000.0,1672600000000.0,656550000000.0,1363400000000.0,1837900000000.0,1958300000000.0,940950000000.0,2301500000000.0,994990000000.0,967790000000.0,1177000000000.0,1239000000000.0,1221400000000.0,1342000000000.0,3369800000000.0,3186100000000.0,5094900000000.0,1633100000000.0,1692000000000.0
1081,B,False,11713000000000.0,11915000000000.0,11771000000000.0,11699000000000.0,11647000000000.0,11437000000000.0,11149000000000.0,11273000000000.0,10983000000000.0,10797000000000.0,10448000000000.0,10382000000000.0,11054000000000.0,11251000000000.0,11690000000000.0,11471000000000.0,11685000000000.0,12348000000000.0,12090000000000.0,11808000000000.0
1082,B,False,27269000000000.0,27210000000000.0,27186000000000.0,27319000000000.0,27165000000000.0,27001000000000.0,27043000000000.0,26949000000000.0,26703000000000.0,27071000000000.0,27285000000000.0,26751000000000.0,26797000000000.0,26525000000000.0,26160000000000.0,26866000000000.0,26974000000000.0,27185000000000.0,26851000000000.0,27120000000000.0
1083,B,False,14469000000000.0,14366000000000.0,14777000000000.0,14709000000000.0,14876000000000.0,15118000000000.0,15337000000000.0,15373000000000.0,15236000000000.0,15329000000000.0,15307000000000.0,15330000000000.0,15551000000000.0,15380000000000.0,15538000000000.0,15562000000000.0,15115000000000.0,15192000000000.0,14981000000000.0,14774000000000.0
1084,B,False,7757100000000.0,6880600000000.0,6802300000000.0,6592600000000.0,7418800000000.0,6772800000000.0,7235200000000.0,6825700000000.0,7342000000000.0,6958200000000.0,6543900000000.0,7000700000000.0,7694900000000.0,6487100000000.0,6308200000000.0,6318200000000.0,5977500000000.0,6405300000000.0,6631300000000.0,6534600000000.0
1085,B,True,27455000000000.0,27046000000000.0,26890000000000.0,27029000000000.0,26740000000000.0,27078000000000.0,26834000000000.0,26655000000000.0,26694000000000.0,26842000000000.0,26617000000000.0,26795000000000.0,26751000000000.0,27221000000000.0,27056000000000.0,27213000000000.0,26841000000000.0,27268000000000.0,26800000000000.0,26497000000000.0
1086,B,False,5017300000000.0,5005600000000.0,5060900000000.0,5051200000000.0,5126300000000.0,5135300000000.0,5262300000000.0,5363300000000.0,5406700000000.0,5317100000000.0,5289000000000.0,5278900000000.0,5681900000000.0,5685300000000.0,5797400000000.0,5857900000000.0,5912400000000.0,5840700000000.0,6143600000000.0,5928100000000.0
1087,B,False,9997400000000.0,9710600000000.0,9728000000000.0,9486000000000.0,9394100000000.0,9570200000000.0,9333800000000.0,9337500000000.0,9157300000000.0,9223900000000.0,9373400000000.0,9191800000000.0,9194700000000.0,9248700000000.0,9126800000000.0,9216200000000.0,9194700000000.0,9033600000000.0,9012400000000.0,9169600000000.0
1088,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9498900000.0,17137000000.0,24674000000.0,2699600000.0,11198000000.0,16452000000.0,33359000000.0,27493000000.0,36538000000.0,45025000000.0,104220000000.0,62680000000.0,59241000000.0
1089,B,False,3631600000000.0,3494600000000.0,3870800000000.0,3899300000000.0,4033000000000.0,3931700000000.0,4223600000000.0,4292600000000.0,4398900000000.0,4405700000000.0,4588500000000.0,4641300000000.0,5038600000000.0,5271500000000.0,4974000000000.0,4634100000000.0,4431900000000.0,4148300000000.0,4150900000000.0,4060400000000.0
1090,B,False,11097000000000.0,11283000000000.0,11033000000000.0,11698000000000.0,11097000000000.0,10836000000000.0,11541000000000.0,11147000000000.0,11710000000000.0,12123000000000.0,12445000000000.0,12574000000000.0,12938000000000.0,13102000000000.0,13204000000000.0,13451000000000.0,13898000000000.0,13972000000000.0,14223000000000.0,14340000000000.0
1091,B,True,3115800000000.0,3016400000000.0,3157000000000.0,3030900000000.0,3064100000000.0,3175500000000.0,3082200000000.0,2917700000000.0,2891700000000.0,2998600000000.0,3116300000000.0,3196800000000.0,2846700000000.0,2860700000000.0,2951900000000.0,2909600000000.0,2920700000000.0,2963900000000.0,2940900000000.0,3041800000000.0
1092,B,False,895650000000.0,885390000000.0,937770000000.0,1009500000000.0,1019700000000.0,1013000000000.0,1111800000000.0,1007500000000.0,976000000000.0,930230000000.0,1006500000000.0,998670000000.0,988210000000.0,972770000000.0,999230000000.0,1040400000000.0,987880000000.0,1046200000000.0,1077600000000.0,1032600000000.0
1093,B,False,10649000000000.0,10407000000000.0,10587000000000.0,10537000000000.0,10741000000000.0,11009000000000.0,11087000000000.0,10936000000000.0,11531000000000.0,11610000000000.0,11292000000000.0,11420000000000.0,11428000000000.0,11641000000000.0,11636000000000.0,11388000000000.0,11753000000000.0,11288000000000.0,11217000000000.0,10899000000000.0
1094,B,False,4471700000000.0,4575400000000.0,4537400000000.0,4656100000000.0,4621900000000.0,4777700000000.0,6190100000000.0,4672900000000.0,4854300000000.0,4679700000000.0,4936300000000.0,4871500000000.0,4864300000000.0,4682900000000.0,4947900000000.0,4900600000000.0,5034500000000.0,5313100000000.0,5644800000000.0,5088900000000.0
1095,B,False,1080400000000.0,1119200000000.0,990150000000.0,996840000000.0,1147600000000.0,991580000000.0,907370000000.0,1035000000000.0,1083200000000.0,1043000000000.0,1564300000000.0,941110000000.0,1126400000000.0,1182700000000.0,1209200000000.0,1203200000000.0,1256900000000.0,1307200000000.0,1165600000000.0,1276700000000.0
1096,B,False,8116000000000.0,7812200000000.0,8412000000000.0,8095700000000.0,8222200000000.0,8413000000000.0,9791500000000.0,8776400000000.0,8839400000000.0,9586300000000.0,8043900000000.0,8676700000000.0,8062100000000.0,7717500000000.0,8630000000000.0,8023200000000.0,8030300000000.0,7619100000000.0,7019700000000.0,7973900000000.0
1097,B,False,7133700000000.0,6900800000000.0,6584100000000.0,6533100000000.0,5987600000000.0,6040000000000.0,6236300000000.0,6035800000000.0,6004700000000.0,6110300000000.0,6211600000000.0,6095100000000.0,6042100000000.0,5885400000000.0,6146400000000.0,6003900000000.0,5886600000000.0,5890700000000.0,6014300000000.0,6079100000000.0
1098,B,False,10587000000000.0,10906000000000.0,10710000000000.0,10924000000000.0,10814000000000.0,11252000000000.0,11223000000000.0,11026000000000.0,11195000000000.0,11313000000000.0,11317000000000.0,11269000000000.0,11728000000000.0,11633000000000.0,11807000000000.0,11940000000000.0,12304000000000.0,12623000000000.0,12131000000000.0,12078000000000.0
1099,B,True,4484400000000.0,4319000000000.0,4274900000000.0,4123400000000.0,4334900000000.0,4152900000000.0,4216500000000.0,4308200000000.0,4222400000000.0,4047200000000.0,3933700000000.0,3903500000000.0,3962100000000.0,4051200000000.0,4006200000000.0,3919300000000.0,3952100000000.0,3888300000000.0,4189400000000.0,4099600000000.0
1100,B,False,23335000000000.0,23136000000000.0,22841000000000.0,22949000000000.0,23110000000000.0,22562000000000.0,22610000000000.0,22367000000000.0,22594000000000.0,22611000000000.0,22629000000000.0,22908000000000.0,23072000000000.0,23251000000000.0,23396000000000.0,22582000000000.0,22503000000000.0,22231000000000.0,23110000000000.0,22533000000000.0
1101,B,False,15364000000000.0,15419000000000.0,15586000000000.0,15329000000000.0,15733000000000.0,15856000000000.0,16140000000000.0,16173000000000.0,16241000000000.0,16149000000000.0,16512000000000.0,16239000000000.0,16955000000000.0,16387000000000.0,16759000000000.0,17155000000000.0,17029000000000.0,17384000000000.0,17412000000000.0,17911000000000.0
1102,B,False,3275100000000.0,3627400000000.0,3975100000000.0,4027300000000.0,4164200000000.0,4384400000000.0,4704500000000.0,5133700000000.0,5242000000000.0,5691000000000.0,6244700000000.0,6573300000000.0,6724500000000.0,6851700000000.0,7944200000000.0,7483000000000.0,7823900000000.0,7893500000000.0,7754600000000.0,7861200000000.0
1103,B,False,17080000000000.0,16795000000000.0,17104000000000.0,17226000000000.0,17249000000000.0,17343000000000.0,17542000000000.0,17775000000000.0,18010000000000.0,17983000000000.0,17843000000000.0,17680000000000.0,17688000000000.0,17986000000000.0,17938000000000.0,17994000000000.0,18184000000000.0,17923000000000.0,17882000000000.0,17748000000000.0
1104,B,False,3595400000000.0,3628300000000.0,3667100000000.0,3843400000000.0,4251500000000.0,4052400000000.0,4255200000000.0,4167800000000.0,4376000000000.0,4186300000000.0,4179400000000.0,4133700000000.0,4071200000000.0,4043700000000.0,4049200000000.0,3880000000000.0,3937600000000.0,3774800000000.0,3962100000000.0,3984200000000.0
1105,B,True,8481300000000.0,8645200000000.0,8261900000000.0,8453600000000.0,8380800000000.0,8309600000000.0,8480200000000.0,8615900000000.0,8608000000000.0,8855400000000.0,8858700000000.0,9012300000000.0,8571400000000.0,8707200000000.0,8714300000000.0,9019600000000.0,9388100000000.0,9282000000000.0,9303200000000.0,9662600000000.0
1106,B,False,5953600000000.0,6039100000000.0,6004600000000.0,5818800000000.0,5619500000000.0,5586100000000.0,5530300000000.0,5383500000000.0,5322000000000.0,5034900000000.0,5045100000000.0,4821700000000.0,4921400000000.0,4776000000000.0,4614600000000.0,4519300000000.0,4650300000000.0,4524400000000.0,4230100000000.0,4222200000000.0
1107,B,False,4809000000000.0,4604000000000.0,4540800000000.0,4719100000000.0,4578200000000.0,4733400000000.0,4786600000000.0,4989900000000.0,5029000000000.0,4947900000000.0,4763600000000.0,4865800000000.0,5070300000000.0,5026100000000.0,5361800000000.0,5010400000000.0,5221000000000.0,4717400000000.0,4365200000000.0,4700600000000.0
1108,B,False,18114000000000.0,18636000000000.0,18352000000000.0,18409000000000.0,18396000000000.0,18711000000000.0,18655000000000.0,18501000000000.0,18462000000000.0,18618000000000.0,18702000000000.0,19009000000000.0,18786000000000.0,19289000000000.0,18873000000000.0,18652000000000.0,19262000000000.0,19133000000000.0,19571000000000.0,19222000000000.0
1109,B,False,6930900000000.0,6749500000000.0,7001800000000.0,7051800000000.0,7177800000000.0,7218600000000.0,7127700000000.0,7207000000000.0,7143400000000.0,7248700000000.0,7142700000000.0,7573700000000.0,7735800000000.0,7383100000000.0,7744500000000.0,7948600000000.0,7950300000000.0,8118300000000.0,8034300000000.0,8146600000000.0
1110,B,False,4428000000000.0,4210300000000.0,4173100000000.0,4200700000000.0,4190000000000.0,4114900000000.0,4209000000000.0,4418000000000.0,4522100000000.0,4539800000000.0,4691300000000.0,4521100000000.0,4599400000000.0,4607600000000.0,4727500000000.0,4750000000000.0,4678900000000.0,4443600000000.0,4280700000000.0,4459500000000.0
1111,B,False,6401100000000.0,6163000000000.0,6433500000000.0,6546200000000.0,6443200000000.0,6375400000000.0,6440400000000.0,6362800000000.0,6183100000000.0,5885400000000.0,5731300000000.0,5869100000000.0,5628200000000.0,5579400000000.0,5721400000000.0,5723500000000.0,5760500000000.0,5999400000000.0,6068800000000.0,6024400000000.0
1112,B,False,15705000000000.0,15953000000000.0,15939000000000.0,15869000000000.0,15622000000000.0,15750000000000.0,15562000000000.0,15442000000000.0,15708000000000.0,15315000000000.0,14843000000000.0,14910000000000.0,14760000000000.0,14788000000000.0,14552000000000.0,14972000000000.0,14902000000000.0,14825000000000.0,14499000000000.0,14429000000000.0
1113,B,True,13850000000000.0,13556000000000.0,13796000000000.0,14145000000000.0,13966000000000.0,14300000000000.0,14062000000000.0,14211000000000.0,14086000000000.0,13990000000000.0,13871000000000.0,14280000000000.0,14207000000000.0,14279000000000.0,14248000000000.0,13972000000000.0,13819000000000.0,13810000000000.0,14184000000000.0,13905000000000.0
1114,B,False,14886000000000.0,15196000000000.0,15232000000000.0,15180000000000.0,15328000000000.0,14944000000000.0,14803000000000.0,14913000000000.0,14749000000000.0,14649000000000.0,14314000000000.0,14853000000000.0,14535000000000.0,14396000000000.0,14446000000000.0,14541000000000.0,14673000000000.0,14533000000000.0,14245000000000.0,14353000000000.0
1115,B,False,2869100000000.0,2538100000000.0,2415800000000.0,2368200000000.0,2597700000000.0,2354000000000.0,2496500000000.0,2350700000000.0,2429400000000.0,2613300000000.0,2643000000000.0,2672000000000.0,2611200000000.0,2796900000000.0,2565900000000.0,2520600000000.0,2459100000000.0,2490900000000.0,2446700000000.0,2471900000000.0
1116,B,False,22163000000000.0,21955000000000.0,21830000000000.0,22159000000000.0,21900000000000.0,21475000000000.0,21436000000000.0,21312000000000.0,20990000000000.0,20897000000000.0,20852000000000.0,21177000000000.0,20534000000000.0,20593000000000.0,20757000000000.0,20714000000000.0,21131000000000.0,21010000000000.0,21368000000000.0,21408000000000.0
1117,B,True,6756000000000.0,6832000000000.0,6801000000000.0,6755800000000.0,7009800000000.0,6969800000000.0,6905400000000.0,6873000000000.0,6811100000000.0,6726100000000.0,6638300000000.0,6629500000000.0,6591800000000.0,6368000000000.0,6192600000000.0,6160700000000.0,6062100000000.0,6253800000000.0,6229700000000.0,6163000000000.0
1118,B,False,4904000000000.0,4697800000000.0,4873000000000.0,4805800000000.0,4780500000000.0,4988500000000.0,4928000000000.0,4822900000000.0,4802800000000.0,4804400000000.0,4800600000000.0,4796500000000.0,4813600000000.0,4781800000000.0,4865000000000.0,4830700000000.0,5040700000000.0,4954900000000.0,5072700000000.0,4908900000000.0
1119,B,False,11845000000000.0,12046000000000.0,12092000000000.0,11748000000000.0,11806000000000.0,12130000000000.0,12113000000000.0,12172000000000.0,12551000000000.0,12795000000000.0,12879000000000.0,13566000000000.0,13067000000000.0,13081000000000.0,13000000000000.0,13406000000000.0,12891000000000.0,12906000000000.0,12749000000000.0,12378000000000.0
1120,B,True,13468000000000.0,14027000000000.0,13866000000000.0,13811000000000.0,13860000000000.0,13630000000000.0,13232000000000.0,13135000000000.0,13664000000000.0,13369000000000.0,13790000000000.0,13498000000000.0,13476000000000.0,12913000000000.0,13226000000000.0,13051000000000.0,13047000000000.0,13093000000000.0,12726000000000.0,13035000000000.0
1121,B,False,7201700000000.0,7243800000000.0,7275800000000.0,7345100000000.0,7534000000000.0,7385100000000.0,7466500000000.0,7302400000000.0,7099900000000.0,7065700000000.0,6910100000000.0,6808800000000.0,7129600000000.0,6885900000000.0,7041200000000.0,7376800000000.0,7490200000000.0,7125600000000.0,7692900000000.0,7717100000000.0
1122,B,False,2175000000000.0,2226100000000.0,2305200000000.0,2238200000000.0,2332300000000.0,2382700000000.0,2475300000000.0,2426500000000.0,2520400000000.0,2657600000000.0,2750400000000.0,2782700000000.0,2903300000000.0,2907400000000.0,3011000000000.0,2967400000000.0,3159200000000.0,3897100000000.0,3175800000000.0,3101700000000.0
1123,B,False,8905000000000.0,9143600000000.0,9155400000000.0,9643700000000.0,9745000000000.0,9613900000000.0,9809300000000.0,9905600000000.0,10276000000000.0,10214000000000.0,10093000000000.0,10045000000000.0,9999400000000.0,10146000000000.0,10129000000000.0,9971100000000.0,10113000000000.0,10126000000000.0,9998800000000.0,9711500000000.0
1124,B,False,2513700000000.0,2561600000000.0,2570700000000.0,2516600000000.0,2642600000000.0,2749700000000.0,2513000000000.0,2500500000000.0,2520800000000.0,3157900000000.0,3318400000000.0,2555000000000.0,3394400000000.0,2787600000000.0,3009000000000.0,3667100000000.0,2924100000000.0,3086800000000.0,3818300000000.0,4103800000000.0
1125,B,False,14079000000000.0,13906000000000.0,13525000000000.0,13522000000000.0,13750000000000.0,13804000000000.0,13535000000000.0,13607000000000.0,13483000000000.0,13595000000000.0,13543000000000.0,13645000000000.0,13788000000000.0,13789000000000.0,13951000000000.0,13804000000000.0,13526000000000.0,13821000000000.0,13795000000000.0,13970000000000.0
1126,B,True,15804000000000.0,16354000000000.0,14906000000000.0,15354000000000.0,15037000000000.0,15010000000000.0,15099000000000.0,15159000000000.0,14330000000000.0,14562000000000.0,14745000000000.0,14185000000000.0,14285000000000.0,14068000000000.0,16037000000000.0,14359000000000.0,14575000000000.0,16154000000000.0,16505000000000.0,14665000000000.0
1127,B,True,1509500000000.0,1519900000000.0,1474400000000.0,1454400000000.0,1594800000000.0,1403200000000.0,1532500000000.0,1441700000000.0,1318300000000.0,1378800000000.0,1452000000000.0,1379200000000.0,1366100000000.0,1452900000000.0,1455100000000.0,1351000000000.0,1515300000000.0,1469500000000.0,1530700000000.0,1505100000000.0
1128,B,True,13149000000000.0,12974000000000.0,12677000000000.0,12308000000000.0,12230000000000.0,12491000000000.0,12405000000000.0,12582000000000.0,12014000000000.0,11965000000000.0,12074000000000.0,12236000000000.0,11968000000000.0,12019000000000.0,11787000000000.0,11935000000000.0,12146000000000.0,12190000000000.0,12316000000000.0,12363000000000.0
1129,B,False,11359000000000.0,11295000000000.0,11883000000000.0,11811000000000.0,12464000000000.0,12268000000000.0,12233000000000.0,12177000000000.0,12012000000000.0,11942000000000.0,12293000000000.0,11534000000000.0,11673000000000.0,11621000000000.0,11875000000000.0,11794000000000.0,12017000000000.0,12212000000000.0,12067000000000.0,12196000000000.0
1130,B,False,12758000000000.0,12565000000000.0,12540000000000.0,12669000000000.0,12491000000000.0,12109000000000.0,12036000000000.0,12038000000000.0,11989000000000.0,11602000000000.0,11286000000000.0,11172000000000.0,11043000000000.0,11064000000000.0,11172000000000.0,10885000000000.0,10682000000000.0,10923000000000.0,10972000000000.0,11212000000000.0
