,FLARE_TYPE,COINCIDENCE,TOTUSJZ_1,TOTUSJZ_2,TOTUSJZ_3,TOTUSJZ_4,TOTUSJZ_5,TOTUSJZ_6,TOTUSJZ_7,TOTUSJZ_8,TOTUSJZ_9,TOTUSJZ_10,TOTUSJZ_11,TOTUSJZ_12,TOTUSJZ_13,TOTUSJZ_14,TOTUSJZ_15,TOTUSJZ_16,TOTUSJZ_17,TOTUSJZ_18,TOTUSJZ_19,TOTUSJZ_20
0,X,False,49798000000000.0,50329000000000.0,50637000000000.0,49921000000000.0,50534000000000.0,50522000000000.0,50492000000000.0,49582000000000.0,49678000000000.0,49648000000000.0,50103000000000.0,49338000000000.0,49572000000000.0,49211000000000.0,49586000000000.0,50519000000000.0,50319000000000.0,49752000000000.0,49966000000000.0,50085000000000.0
1,X,False,62324000000000.0,61686000000000.0,62797000000000.0,61799000000000.0,62366000000000.0,61484000000000.0,60860000000000.0,61379000000000.0,60785000000000.0,60778000000000.0,60279000000000.0,60809000000000.0,60777000000000.0,60657000000000.0,59731000000000.0,59688000000000.0,60548000000000.0,61117000000000.0,59936000000000.0,59512000000000.0
2,X,False,41675000000000.0,42121000000000.0,42426000000000.0,42106000000000.0,42148000000000.0,42000000000000.0,41958000000000.0,40262000000000.0,40524000000000.0,39574000000000.0,39596000000000.0,39292000000000.0,39103000000000.0,38603000000000.0,39214000000000.0,38895000000000.0,38787000000000.0,39039000000000.0,39549000000000.0,39744000000000.0
3,X,False,35737000000000.0,35971000000000.0,36350000000000.0,36574000000000.0,35810000000000.0,35741000000000.0,35486000000000.0,35319000000000.0,35563000000000.0,34874000000000.0,34928000000000.0,34605000000000.0,34093000000000.0,33953000000000.0,34239000000000.0,34121000000000.0,34036000000000.0,34649000000000.0,34651000000000.0,34397000000000.0
4,X,True,29136000000000.0,29650000000000.0,29585000000000.0,28928000000000.0,28517000000000.0,28694000000000.0,28929000000000.0,28712000000000.0,28745000000000.0,28643000000000.0,28832000000000.0,28881000000000.0,29159000000000.0,29415000000000.0,29388000000000.0,28688000000000.0,28982000000000.0,28940000000000.0,28652000000000.0,28987000000000.0
5,X,False,78539000000000.0,78771000000000.0,82272000000000.0,77766000000000.0,81167000000000.0,78763000000000.0,79547000000000.0,79900000000000.0,80598000000000.0,82043000000000.0,83969000000000.0,83841000000000.0,83459000000000.0,82580000000000.0,81985000000000.0,82788000000000.0,83135000000000.0,83071000000000.0,83102000000000.0,82754000000000.0
6,X,True,35637000000000.0,35277000000000.0,35231000000000.0,35187000000000.0,34494000000000.0,35486000000000.0,35745000000000.0,34954000000000.0,35664000000000.0,35150000000000.0,35298000000000.0,35427000000000.0,35830000000000.0,35629000000000.0,35063000000000.0,35089000000000.0,35074000000000.0,34410000000000.0,34692000000000.0,34358000000000.0
7,X,False,77702000000000.0,77863000000000.0,77800000000000.0,78175000000000.0,78052000000000.0,78670000000000.0,79465000000000.0,78572000000000.0,79060000000000.0,79653000000000.0,80122000000000.0,79865000000000.0,79792000000000.0,80505000000000.0,80526000000000.0,80186000000000.0,80548000000000.0,81235000000000.0,80636000000000.0,80776000000000.0
8,X,False,78670000000000.0,79465000000000.0,78572000000000.0,79060000000000.0,79653000000000.0,80122000000000.0,79865000000000.0,79792000000000.0,80505000000000.0,80526000000000.0,80186000000000.0,80548000000000.0,81235000000000.0,80636000000000.0,80776000000000.0,82137000000000.0,82106000000000.0,82018000000000.0,81282000000000.0,81931000000000.0
9,X,False,139290000000000.0,138110000000000.0,137690000000000.0,137290000000000.0,137280000000000.0,137530000000000.0,135440000000000.0,135610000000000.0,135170000000000.0,134840000000000.0,134080000000000.0,134870000000000.0,132480000000000.0,133520000000000.0,134020000000000.0,133980000000000.0,133980000000000.0,133640000000000.0,135160000000000.0,134830000000000.0
10,X,False,23656000000000.0,23585000000000.0,23836000000000.0,23698000000000.0,23614000000000.0,24062000000000.0,24083000000000.0,23827000000000.0,23767000000000.0,24350000000000.0,23599000000000.0,24428000000000.0,24126000000000.0,24137000000000.0,24651000000000.0,24182000000000.0,24463000000000.0,24961000000000.0,25035000000000.0,24618000000000.0
11,X,True,3549500000000.0,3264000000000.0,3249300000000.0,3216000000000.0,3153900000000.0,3207400000000.0,3393400000000.0,2964600000000.0,3092800000000.0,3148500000000.0,3134300000000.0,3188900000000.0,3220800000000.0,3394200000000.0,3185500000000.0,3449200000000.0,3370900000000.0,3295700000000.0,3376300000000.0,3501900000000.0
12,X,True,71239000000000.0,70460000000000.0,69888000000000.0,69884000000000.0,70080000000000.0,69678000000000.0,69982000000000.0,69079000000000.0,69033000000000.0,68690000000000.0,69133000000000.0,69276000000000.0,69803000000000.0,69375000000000.0,69822000000000.0,69292000000000.0,68325000000000.0,68867000000000.0,69250000000000.0,69551000000000.0
13,X,False,65433000000000.0,64448000000000.0,63143000000000.0,64089000000000.0,63393000000000.0,61806000000000.0,62613000000000.0,61620000000000.0,59112000000000.0,59545000000000.0,58417000000000.0,57755000000000.0,56658000000000.0,56463000000000.0,55517000000000.0,56000000000000.0,55554000000000.0,55244000000000.0,54133000000000.0,54622000000000.0
14,X,False,93272000000000.0,93831000000000.0,93295000000000.0,94041000000000.0,93858000000000.0,93922000000000.0,93002000000000.0,93676000000000.0,94797000000000.0,95137000000000.0,95466000000000.0,94278000000000.0,94688000000000.0,95933000000000.0,94658000000000.0,96528000000000.0,97341000000000.0,95571000000000.0,96096000000000.0,97035000000000.0
15,X,False,84623000000000.0,84824000000000.0,84991000000000.0,85015000000000.0,84970000000000.0,84765000000000.0,83690000000000.0,83620000000000.0,83344000000000.0,83254000000000.0,83287000000000.0,83042000000000.0,82427000000000.0,82397000000000.0,82651000000000.0,83512000000000.0,82977000000000.0,82679000000000.0,84620000000000.0,85379000000000.0
16,X,False,64394000000000.0,64189000000000.0,63461000000000.0,63958000000000.0,63323000000000.0,63652000000000.0,63480000000000.0,62928000000000.0,63355000000000.0,62951000000000.0,62544000000000.0,63039000000000.0,62235000000000.0,62103000000000.0,61687000000000.0,61068000000000.0,61004000000000.0,61409000000000.0,61067000000000.0,61591000000000.0
17,X,False,56665000000000.0,57062000000000.0,57488000000000.0,56582000000000.0,55657000000000.0,55671000000000.0,56107000000000.0,56219000000000.0,56126000000000.0,56198000000000.0,55719000000000.0,54785000000000.0,55866000000000.0,56353000000000.0,57606000000000.0,57317000000000.0,57383000000000.0,57265000000000.0,56530000000000.0,57226000000000.0
18,X,False,147390000000000.0,147620000000000.0,148030000000000.0,147540000000000.0,146660000000000.0,149390000000000.0,147710000000000.0,148640000000000.0,147650000000000.0,147240000000000.0,147460000000000.0,146950000000000.0,147890000000000.0,148740000000000.0,147860000000000.0,148210000000000.0,148020000000000.0,148830000000000.0,147220000000000.0,146080000000000.0
19,X,False,2493500000000.0,2532300000000.0,2529200000000.0,2542700000000.0,2730600000000.0,2952400000000.0,3021100000000.0,3029100000000.0,3056500000000.0,3203700000000.0,3487500000000.0,3661000000000.0,3939500000000.0,4170300000000.0,4645500000000.0,5147700000000.0,5338200000000.0,5164900000000.0,5823000000000.0,6491100000000.0
20,X,False,34943000000000.0,34333000000000.0,34220000000000.0,34072000000000.0,33697000000000.0,33488000000000.0,33331000000000.0,33124000000000.0,33545000000000.0,33764000000000.0,34520000000000.0,35044000000000.0,34259000000000.0,34801000000000.0,34599000000000.0,34927000000000.0,34111000000000.0,33438000000000.0,32986000000000.0,33542000000000.0
21,X,False,15700000000000.0,15896000000000.0,16638000000000.0,16549000000000.0,17290000000000.0,17115000000000.0,17558000000000.0,18021000000000.0,18926000000000.0,19495000000000.0,19636000000000.0,20181000000000.0,19608000000000.0,19862000000000.0,18800000000000.0,19439000000000.0,20083000000000.0,19363000000000.0,19278000000000.0,20842000000000.0
22,X,False,98157000000000.0,103340000000000.0,99194000000000.0,105470000000000.0,100640000000000.0,103280000000000.0,103800000000000.0,106440000000000.0,109820000000000.0,112270000000000.0,108440000000000.0,112340000000000.0,111690000000000.0,111880000000000.0,112160000000000.0,113290000000000.0,111830000000000.0,112640000000000.0,109890000000000.0,108700000000000.0
23,X,True,211680000000000.0,212950000000000.0,213290000000000.0,213270000000000.0,215310000000000.0,216940000000000.0,217670000000000.0,220540000000000.0,219860000000000.0,221110000000000.0,221950000000000.0,220410000000000.0,219050000000000.0,217960000000000.0,215950000000000.0,215480000000000.0,214000000000000.0,214660000000000.0,214180000000000.0,214170000000000.0
24,X,True,235730000000000.0,236250000000000.0,235700000000000.0,235010000000000.0,236520000000000.0,238180000000000.0,237810000000000.0,239220000000000.0,238240000000000.0,239120000000000.0,239190000000000.0,239900000000000.0,242340000000000.0,240230000000000.0,239730000000000.0,240540000000000.0,240040000000000.0,238170000000000.0,238400000000000.0,239190000000000.0
25,X,True,229980000000000.0,229180000000000.0,229780000000000.0,229390000000000.0,229360000000000.0,228850000000000.0,227230000000000.0,227370000000000.0,225920000000000.0,226540000000000.0,227690000000000.0,227900000000000.0,228280000000000.0,229270000000000.0,229530000000000.0,231000000000000.0,231350000000000.0,232000000000000.0,233970000000000.0,234180000000000.0
26,X,False,73913000000000.0,73094000000000.0,72386000000000.0,71981000000000.0,70748000000000.0,69316000000000.0,69961000000000.0,69190000000000.0,68950000000000.0,68193000000000.0,67618000000000.0,68054000000000.0,67331000000000.0,67280000000000.0,67382000000000.0,67547000000000.0,67411000000000.0,67822000000000.0,68453000000000.0,68029000000000.0
27,X,False,152090000000000.0,152540000000000.0,151870000000000.0,151130000000000.0,151580000000000.0,151310000000000.0,150600000000000.0,150730000000000.0,149920000000000.0,149840000000000.0,149950000000000.0,150640000000000.0,149480000000000.0,149240000000000.0,149250000000000.0,150200000000000.0,150190000000000.0,149870000000000.0,149050000000000.0,153560000000000.0
28,X,True,51874000000000.0,51750000000000.0,51438000000000.0,51322000000000.0,51030000000000.0,50499000000000.0,49847000000000.0,48887000000000.0,48101000000000.0,48117000000000.0,47866000000000.0,47367000000000.0,46957000000000.0,46471000000000.0,46569000000000.0,46977000000000.0,46846000000000.0,46588000000000.0,47660000000000.0,48229000000000.0
29,X,False,1589900000000.0,1620600000000.0,2069600000000.0,2232500000000.0,3192800000000.0,2418400000000.0,2422000000000.0,2061700000000.0,2105800000000.0,2212600000000.0,2485200000000.0,2741200000000.0,3018700000000.0,3306600000000.0,3665600000000.0,3673400000000.0,4031700000000.0,4843500000000.0,5520100000000.0,5983700000000.0
30,X,True,83022000000000.0,80732000000000.0,79908000000000.0,79695000000000.0,79693000000000.0,80766000000000.0,81477000000000.0,82386000000000.0,82312000000000.0,82458000000000.0,83244000000000.0,83221000000000.0,81851000000000.0,82042000000000.0,83544000000000.0,82895000000000.0,81509000000000.0,81882000000000.0,82898000000000.0,82816000000000.0
31,X,True,83544000000000.0,82895000000000.0,81509000000000.0,81882000000000.0,82898000000000.0,82816000000000.0,83316000000000.0,83058000000000.0,83771000000000.0,83938000000000.0,83665000000000.0,83718000000000.0,83671000000000.0,83877000000000.0,83575000000000.0,83195000000000.0,83671000000000.0,84411000000000.0,83379000000000.0,82980000000000.0
32,X,False,96192000000000.0,96855000000000.0,97426000000000.0,96388000000000.0,96265000000000.0,95515000000000.0,94538000000000.0,93624000000000.0,94098000000000.0,94969000000000.0,93568000000000.0,93668000000000.0,92200000000000.0,92246000000000.0,92211000000000.0,91947000000000.0,90036000000000.0,91689000000000.0,91640000000000.0,96569000000000.0
33,X,False,41858000000000.0,41911000000000.0,41804000000000.0,39742000000000.0,39668000000000.0,39051000000000.0,38807000000000.0,38711000000000.0,38579000000000.0,38300000000000.0,35136000000000.0,34915000000000.0,35438000000000.0,34932000000000.0,33414000000000.0,31383000000000.0,29943000000000.0,29966000000000.0,28252000000000.0,28244000000000.0
34,M,False,12649000000000.0,13373000000000.0,13292000000000.0,13027000000000.0,13225000000000.0,13733000000000.0,13383000000000.0,12590000000000.0,12624000000000.0,12455000000000.0,12453000000000.0,12191000000000.0,11823000000000.0,11880000000000.0,12386000000000.0,11868000000000.0,12038000000000.0,11639000000000.0,11420000000000.0,11286000000000.0
35,M,False,3090500000000.0,2990900000000.0,3006800000000.0,3806200000000.0,3278800000000.0,3845900000000.0,4191500000000.0,3759700000000.0,3732700000000.0,3847200000000.0,4206600000000.0,4795100000000.0,4564700000000.0,4634700000000.0,4862800000000.0,5079700000000.0,5450300000000.0,4710300000000.0,5234400000000.0,5212500000000.0
36,M,False,20182000000000.0,19911000000000.0,19542000000000.0,19321000000000.0,18939000000000.0,18982000000000.0,18793000000000.0,18387000000000.0,18213000000000.0,18370000000000.0,18026000000000.0,17622000000000.0,17516000000000.0,17516000000000.0,17344000000000.0,17647000000000.0,17641000000000.0,17566000000000.0,18006000000000.0,18250000000000.0
37,M,True,1852200000000.0,1187700000000.0,2064500000000.0,1280000000000.0,1221300000000.0,1158700000000.0,1200600000000.0,1245200000000.0,1224100000000.0,1931700000000.0,1237600000000.0,1202900000000.0,1282700000000.0,1333500000000.0,1352900000000.0,1234800000000.0,1362400000000.0,1279800000000.0,1322900000000.0,1236700000000.0
38,M,False,20272000000000.0,20246000000000.0,20418000000000.0,20799000000000.0,21334000000000.0,22735000000000.0,21714000000000.0,21335000000000.0,22036000000000.0,21834000000000.0,22130000000000.0,22051000000000.0,21744000000000.0,21219000000000.0,20799000000000.0,20927000000000.0,21433000000000.0,21729000000000.0,22040000000000.0,21723000000000.0
39,M,False,14874000000000.0,14402000000000.0,13859000000000.0,13648000000000.0,13366000000000.0,13259000000000.0,13376000000000.0,12990000000000.0,13252000000000.0,13105000000000.0,13019000000000.0,13161000000000.0,13125000000000.0,13013000000000.0,13305000000000.0,14237000000000.0,12540000000000.0,12209000000000.0,12627000000000.0,12863000000000.0
40,M,False,10419000000000.0,10166000000000.0,10618000000000.0,11173000000000.0,11409000000000.0,10534000000000.0,11162000000000.0,11053000000000.0,11111000000000.0,11591000000000.0,11618000000000.0,11784000000000.0,12038000000000.0,12275000000000.0,12620000000000.0,12679000000000.0,12545000000000.0,13533000000000.0,13233000000000.0,14158000000000.0
41,M,True,10972000000000.0,11105000000000.0,11257000000000.0,11503000000000.0,11928000000000.0,12378000000000.0,12554000000000.0,13458000000000.0,14027000000000.0,14180000000000.0,13986000000000.0,14478000000000.0,15333000000000.0,15645000000000.0,16397000000000.0,16772000000000.0,16914000000000.0,17050000000000.0,17226000000000.0,17394000000000.0
42,M,True,45529000000000.0,46110000000000.0,46762000000000.0,46767000000000.0,46812000000000.0,46783000000000.0,47303000000000.0,47846000000000.0,48099000000000.0,47524000000000.0,48168000000000.0,47928000000000.0,48664000000000.0,48218000000000.0,48045000000000.0,47392000000000.0,47953000000000.0,47334000000000.0,46673000000000.0,46440000000000.0
43,M,False,16550000000000.0,16512000000000.0,16523000000000.0,16911000000000.0,17080000000000.0,17492000000000.0,18186000000000.0,19097000000000.0,19842000000000.0,20333000000000.0,20471000000000.0,20851000000000.0,21408000000000.0,21707000000000.0,22623000000000.0,22435000000000.0,22363000000000.0,22186000000000.0,21703000000000.0,21281000000000.0
44,M,False,52287000000000.0,52627000000000.0,52573000000000.0,53283000000000.0,53552000000000.0,52458000000000.0,52527000000000.0,53231000000000.0,53593000000000.0,53380000000000.0,53562000000000.0,53651000000000.0,53823000000000.0,53487000000000.0,53208000000000.0,53647000000000.0,53618000000000.0,54017000000000.0,54219000000000.0,54442000000000.0
45,M,True,52740000000000.0,52986000000000.0,52431000000000.0,52779000000000.0,53718000000000.0,53873000000000.0,53193000000000.0,53478000000000.0,53553000000000.0,53533000000000.0,53340000000000.0,53243000000000.0,53396000000000.0,53583000000000.0,53824000000000.0,53410000000000.0,52912000000000.0,52828000000000.0,52999000000000.0,53251000000000.0
46,M,True,25572000000000.0,25485000000000.0,26309000000000.0,25965000000000.0,26829000000000.0,26199000000000.0,26551000000000.0,26598000000000.0,26222000000000.0,26258000000000.0,26320000000000.0,25500000000000.0,25963000000000.0,25705000000000.0,25911000000000.0,25710000000000.0,25491000000000.0,25628000000000.0,25696000000000.0,24988000000000.0
47,M,False,53410000000000.0,52912000000000.0,52828000000000.0,52999000000000.0,53251000000000.0,53236000000000.0,53320000000000.0,54079000000000.0,53939000000000.0,53547000000000.0,54157000000000.0,53564000000000.0,53758000000000.0,53850000000000.0,53393000000000.0,53227000000000.0,53490000000000.0,53711000000000.0,53292000000000.0,53850000000000.0
48,M,False,25696000000000.0,24988000000000.0,25218000000000.0,25361000000000.0,25683000000000.0,25824000000000.0,25637000000000.0,25428000000000.0,25084000000000.0,25034000000000.0,24610000000000.0,24626000000000.0,24192000000000.0,23895000000000.0,23510000000000.0,23234000000000.0,23259000000000.0,22971000000000.0,23058000000000.0,22434000000000.0
49,M,False,26975000000000.0,27252000000000.0,27772000000000.0,27503000000000.0,27398000000000.0,27146000000000.0,27753000000000.0,28280000000000.0,28653000000000.0,28920000000000.0,28966000000000.0,29290000000000.0,29592000000000.0,29897000000000.0,29883000000000.0,30141000000000.0,30944000000000.0,30282000000000.0,30525000000000.0,31033000000000.0
50,M,False,28260000000000.0,28500000000000.0,27762000000000.0,27543000000000.0,27255000000000.0,27569000000000.0,27575000000000.0,27836000000000.0,27563000000000.0,27485000000000.0,27578000000000.0,27473000000000.0,27848000000000.0,28487000000000.0,28406000000000.0,28403000000000.0,28803000000000.0,28843000000000.0,29028000000000.0,28903000000000.0
51,M,True,83914000000000.0,83478000000000.0,82040000000000.0,81623000000000.0,80613000000000.0,79183000000000.0,80073000000000.0,79789000000000.0,78904000000000.0,79832000000000.0,80225000000000.0,80297000000000.0,80237000000000.0,81342000000000.0,81988000000000.0,82055000000000.0,82943000000000.0,83035000000000.0,81572000000000.0,80844000000000.0
52,M,True,38076000000000.0,39062000000000.0,38640000000000.0,38903000000000.0,38950000000000.0,38669000000000.0,38258000000000.0,37975000000000.0,37678000000000.0,37738000000000.0,37274000000000.0,36856000000000.0,37374000000000.0,37546000000000.0,36999000000000.0,37322000000000.0,36851000000000.0,36887000000000.0,37331000000000.0,37656000000000.0
53,M,False,82055000000000.0,82943000000000.0,83035000000000.0,81572000000000.0,80844000000000.0,80136000000000.0,79376000000000.0,78223000000000.0,77596000000000.0,77178000000000.0,77004000000000.0,76652000000000.0,76501000000000.0,77227000000000.0,76356000000000.0,76792000000000.0,76761000000000.0,77000000000000.0,76839000000000.0,76942000000000.0
54,M,False,79376000000000.0,78223000000000.0,77596000000000.0,77178000000000.0,77004000000000.0,76652000000000.0,76501000000000.0,77227000000000.0,76356000000000.0,76792000000000.0,76761000000000.0,77000000000000.0,76839000000000.0,76942000000000.0,76400000000000.0,76986000000000.0,77169000000000.0,77295000000000.0,76334000000000.0,77119000000000.0
55,M,False,32173000000000.0,33241000000000.0,33435000000000.0,33514000000000.0,33449000000000.0,33871000000000.0,33671000000000.0,33057000000000.0,33863000000000.0,34410000000000.0,35182000000000.0,35944000000000.0,35932000000000.0,35516000000000.0,35524000000000.0,35297000000000.0,34829000000000.0,34369000000000.0,33789000000000.0,33613000000000.0
56,M,False,75109000000000.0,75903000000000.0,76312000000000.0,76503000000000.0,77012000000000.0,76457000000000.0,77343000000000.0,77691000000000.0,77803000000000.0,78285000000000.0,78187000000000.0,77854000000000.0,77395000000000.0,76857000000000.0,76356000000000.0,74982000000000.0,74441000000000.0,73506000000000.0,73509000000000.0,72428000000000.0
57,M,True,54608000000000.0,53821000000000.0,53736000000000.0,53337000000000.0,53025000000000.0,55179000000000.0,53370000000000.0,52250000000000.0,52504000000000.0,53752000000000.0,53919000000000.0,53520000000000.0,54052000000000.0,53040000000000.0,54403000000000.0,53238000000000.0,53112000000000.0,52605000000000.0,51837000000000.0,52357000000000.0
58,M,False,54288000000000.0,53846000000000.0,53721000000000.0,54599000000000.0,54052000000000.0,54381000000000.0,54157000000000.0,54517000000000.0,55496000000000.0,55763000000000.0,55673000000000.0,55846000000000.0,56752000000000.0,57412000000000.0,57234000000000.0,57127000000000.0,58848000000000.0,57228000000000.0,54793000000000.0,55098000000000.0
59,M,False,50426000000000.0,50081000000000.0,51694000000000.0,49693000000000.0,49282000000000.0,49432000000000.0,48574000000000.0,48639000000000.0,48595000000000.0,47775000000000.0,47652000000000.0,46545000000000.0,47476000000000.0,47999000000000.0,47559000000000.0,46797000000000.0,47218000000000.0,47071000000000.0,47380000000000.0,46404000000000.0
60,M,False,48371000000000.0,48553000000000.0,47627000000000.0,48086000000000.0,46531000000000.0,46560000000000.0,46159000000000.0,44758000000000.0,47289000000000.0,47365000000000.0,48554000000000.0,48874000000000.0,51369000000000.0,51077000000000.0,49580000000000.0,50288000000000.0,48907000000000.0,50578000000000.0,50237000000000.0,51579000000000.0
61,M,False,47289000000000.0,47365000000000.0,48554000000000.0,48874000000000.0,51369000000000.0,51077000000000.0,49580000000000.0,50288000000000.0,48907000000000.0,50578000000000.0,50237000000000.0,51579000000000.0,47078000000000.0,57362000000000.0,46652000000000.0,46315000000000.0,44477000000000.0,44211000000000.0,43322000000000.0,44775000000000.0
62,M,True,58500000000000.0,58436000000000.0,59169000000000.0,59542000000000.0,60561000000000.0,60828000000000.0,60215000000000.0,60200000000000.0,60540000000000.0,61328000000000.0,60940000000000.0,61450000000000.0,61851000000000.0,61840000000000.0,61988000000000.0,61801000000000.0,61915000000000.0,62319000000000.0,62065000000000.0,61769000000000.0
63,M,False,61840000000000.0,61988000000000.0,61801000000000.0,61915000000000.0,62319000000000.0,62065000000000.0,61769000000000.0,61894000000000.0,62349000000000.0,62231000000000.0,61808000000000.0,61344000000000.0,60755000000000.0,60768000000000.0,60574000000000.0,60475000000000.0,60199000000000.0,59182000000000.0,59693000000000.0,60243000000000.0
64,M,True,33688000000000.0,33884000000000.0,34092000000000.0,34092000000000.0,34139000000000.0,34276000000000.0,34930000000000.0,35332000000000.0,35657000000000.0,36037000000000.0,35732000000000.0,35584000000000.0,35676000000000.0,35678000000000.0,34916000000000.0,34003000000000.0,33840000000000.0,33181000000000.0,33342000000000.0,33407000000000.0
65,M,False,33791000000000.0,33135000000000.0,33270000000000.0,33485000000000.0,33332000000000.0,33495000000000.0,33721000000000.0,34422000000000.0,34091000000000.0,34361000000000.0,34862000000000.0,34635000000000.0,34805000000000.0,34671000000000.0,35301000000000.0,35346000000000.0,35508000000000.0,35482000000000.0,35727000000000.0,36141000000000.0
66,M,False,15893000000000.0,16530000000000.0,17244000000000.0,16940000000000.0,17161000000000.0,17715000000000.0,18105000000000.0,18355000000000.0,18680000000000.0,19151000000000.0,18865000000000.0,19802000000000.0,20357000000000.0,21525000000000.0,21663000000000.0,20349000000000.0,21729000000000.0,21507000000000.0,21069000000000.0,20916000000000.0
67,M,False,35066000000000.0,35216000000000.0,35249000000000.0,35168000000000.0,35295000000000.0,35434000000000.0,35790000000000.0,36004000000000.0,36124000000000.0,36340000000000.0,36313000000000.0,36938000000000.0,36638000000000.0,36831000000000.0,36987000000000.0,37403000000000.0,37411000000000.0,38519000000000.0,39039000000000.0,40279000000000.0
68,M,False,66865000000000.0,67021000000000.0,67166000000000.0,67082000000000.0,68902000000000.0,69588000000000.0,69533000000000.0,69866000000000.0,70231000000000.0,70163000000000.0,70148000000000.0,71521000000000.0,71060000000000.0,69985000000000.0,70408000000000.0,69676000000000.0,70637000000000.0,70746000000000.0,69965000000000.0,69473000000000.0
69,M,False,50550000000000.0,51893000000000.0,51905000000000.0,53328000000000.0,53665000000000.0,55128000000000.0,55488000000000.0,54251000000000.0,53100000000000.0,52333000000000.0,52897000000000.0,52692000000000.0,51677000000000.0,51616000000000.0,53082000000000.0,52390000000000.0,53290000000000.0,53489000000000.0,53860000000000.0,54185000000000.0
70,M,True,51169000000000.0,51955000000000.0,51219000000000.0,50838000000000.0,50424000000000.0,50781000000000.0,50957000000000.0,49858000000000.0,50978000000000.0,50950000000000.0,51537000000000.0,51146000000000.0,52325000000000.0,53209000000000.0,54488000000000.0,54901000000000.0,55686000000000.0,56280000000000.0,56975000000000.0,57957000000000.0
71,M,False,61495000000000.0,62203000000000.0,61377000000000.0,61508000000000.0,60602000000000.0,60664000000000.0,59535000000000.0,58805000000000.0,58926000000000.0,59973000000000.0,59651000000000.0,59444000000000.0,61013000000000.0,60256000000000.0,59756000000000.0,60318000000000.0,60958000000000.0,61804000000000.0,63544000000000.0,64224000000000.0
72,M,True,12223000000000.0,13406000000000.0,13382000000000.0,14735000000000.0,14501000000000.0,15205000000000.0,15047000000000.0,14938000000000.0,15591000000000.0,16128000000000.0,15984000000000.0,16430000000000.0,16546000000000.0,17518000000000.0,17306000000000.0,17744000000000.0,18035000000000.0,18635000000000.0,19676000000000.0,19491000000000.0
73,M,False,26597000000000.0,26036000000000.0,26313000000000.0,25857000000000.0,28169000000000.0,26588000000000.0,26806000000000.0,28064000000000.0,27035000000000.0,27114000000000.0,27395000000000.0,26448000000000.0,26604000000000.0,26303000000000.0,26475000000000.0,27736000000000.0,28718000000000.0,27510000000000.0,27517000000000.0,29001000000000.0
74,M,False,31524000000000.0,31885000000000.0,31363000000000.0,31729000000000.0,31854000000000.0,32076000000000.0,32076000000000.0,32794000000000.0,32543000000000.0,32379000000000.0,31650000000000.0,31598000000000.0,31134000000000.0,30501000000000.0,30370000000000.0,30417000000000.0,30184000000000.0,29681000000000.0,29667000000000.0,29578000000000.0
75,M,False,7260200000000.0,7699400000000.0,7761800000000.0,8364400000000.0,8075500000000.0,9103600000000.0,9301000000000.0,9341800000000.0,10013000000000.0,10344000000000.0,10704000000000.0,10488000000000.0,10657000000000.0,11306000000000.0,10838000000000.0,10887000000000.0,10820000000000.0,10941000000000.0,11171000000000.0,11831000000000.0
76,M,False,22845000000000.0,23517000000000.0,23544000000000.0,23761000000000.0,24076000000000.0,24967000000000.0,25194000000000.0,25862000000000.0,25859000000000.0,25870000000000.0,25766000000000.0,25400000000000.0,25594000000000.0,25821000000000.0,25532000000000.0,25347000000000.0,24948000000000.0,24580000000000.0,24509000000000.0,25167000000000.0
77,M,False,34940000000000.0,34899000000000.0,35640000000000.0,35230000000000.0,35169000000000.0,35908000000000.0,35869000000000.0,35410000000000.0,35496000000000.0,35495000000000.0,35604000000000.0,35617000000000.0,35710000000000.0,35437000000000.0,34920000000000.0,34770000000000.0,34220000000000.0,34030000000000.0,33840000000000.0,33801000000000.0
78,M,True,55152000000000.0,56320000000000.0,56830000000000.0,57555000000000.0,58612000000000.0,57551000000000.0,55952000000000.0,54527000000000.0,53047000000000.0,52322000000000.0,52119000000000.0,51678000000000.0,51209000000000.0,51594000000000.0,52080000000000.0,51651000000000.0,51341000000000.0,51024000000000.0,50189000000000.0,50180000000000.0
79,M,True,46089000000000.0,45484000000000.0,45262000000000.0,45330000000000.0,45000000000000.0,45103000000000.0,45397000000000.0,45011000000000.0,44959000000000.0,45012000000000.0,45078000000000.0,45521000000000.0,46473000000000.0,47113000000000.0,47208000000000.0,47972000000000.0,48829000000000.0,49553000000000.0,50168000000000.0,49660000000000.0
80,M,False,47273000000000.0,47371000000000.0,48263000000000.0,48161000000000.0,48256000000000.0,48280000000000.0,48942000000000.0,48220000000000.0,48993000000000.0,47978000000000.0,47298000000000.0,47185000000000.0,47187000000000.0,46946000000000.0,47285000000000.0,46947000000000.0,46839000000000.0,46215000000000.0,46548000000000.0,46412000000000.0
81,M,True,42564000000000.0,43195000000000.0,43270000000000.0,43012000000000.0,42178000000000.0,42053000000000.0,42670000000000.0,42632000000000.0,42359000000000.0,42165000000000.0,42674000000000.0,42392000000000.0,43244000000000.0,41554000000000.0,41614000000000.0,41551000000000.0,40980000000000.0,40742000000000.0,41463000000000.0,41168000000000.0
