,FLARE_TYPE,COINCIDENCE,TOTPOT_1,TOTPOT_2,TOTPOT_3,TOTPOT_4,TOTPOT_5,TOTPOT_6,TOTPOT_7,TOTPOT_8,TOTPOT_9,TOTPOT_10,TOTPOT_11,TOTPOT_12,TOTPOT_13,TOTPOT_14,TOTPOT_15,TOTPOT_16,TOTPOT_17,TOTPOT_18,TOTPOT_19,TOTPOT_20
82,M,False,5.5763e+23,5.5985e+23,5.6113e+23,5.6098e+23,5.6075e+23,5.5766e+23,5.5285e+23,5.5165e+23,5.5137e+23,5.4907e+23,5.4613e+23,5.4581e+23,5.4725e+23,5.473e+23,5.4823e+23,5.5454e+23,5.5097e+23,5.5214e+23,5.5157e+23,5.5058e+23
83,M,True,8.4654e+23,8.4883e+23,8.496e+23,8.4421e+23,8.4981e+23,8.4592e+23,8.4282e+23,8.3675e+23,8.2574e+23,8.2967e+23,8.3073e+23,8.1795e+23,8.2161e+23,8.15e+23,8.1466e+23,8.1167e+23,8.0986e+23,8.0658e+23,7.9506e+23,8.04e+23
84,M,False,7.6641e+23,7.613e+23,7.5771e+23,7.5671e+23,7.5317e+23,7.5369e+23,7.4854e+23,7.4612e+23,7.3886e+23,7.3857e+23,7.348e+23,7.3022e+23,7.2711e+23,7.2822e+23,7.203e+23,7.2209e+23,7.2483e+23,7.2233e+23,7.2019e+23,7.18e+23
85,M,True,1.7281e+23,1.7234e+23,1.7327e+23,1.7414e+23,1.7428e+23,1.7328e+23,1.7216e+23,1.7275e+23,1.7207e+23,1.7212e+23,1.7147e+23,1.6986e+23,1.6862e+23,1.6793e+23,1.6862e+23,1.676e+23,1.6701e+23,1.6668e+23,1.6518e+23,1.6453e+23
86,M,False,1.6673e+23,1.6452e+23,1.6345e+23,1.6282e+23,1.6224e+23,1.6043e+23,1.592e+23,1.5981e+23,1.6278e+23,1.6205e+23,1.6106e+23,1.6175e+23,1.6282e+23,1.6435e+23,1.6557e+23,1.6585e+23,1.6654e+23,1.6668e+23,1.6548e+23,1.6373e+23
87,M,False,1.6654e+23,1.6668e+23,1.6548e+23,1.6373e+23,1.6397e+23,1.6313e+23,1.604e+23,1.5805e+23,1.5539e+23,1.5564e+23,1.5494e+23,1.55e+23,1.5386e+23,1.551e+23,1.5215e+23,1.5116e+23,1.5249e+23,1.5273e+23,1.528e+23,1.5343e+23
88,M,True,3.7076e+23,3.7043e+23,3.6979e+23,3.6681e+23,3.6594e+23,3.6714e+23,3.662e+23,3.6388e+23,3.6157e+23,3.5904e+23,3.5885e+23,3.5796e+23,3.5698e+23,3.5607e+23,3.5775e+23,3.5668e+23,3.5639e+23,3.5668e+23,3.5993e+23,3.576e+23
89,M,True,3.1414e+23,3.1205e+23,3.1078e+23,3.1228e+23,3.1168e+23,3.1115e+23,3.1009e+23,3.0868e+23,3.1019e+23,3.0834e+23,3.0567e+23,3.0554e+23,3.0306e+23,3.0352e+23,3.0575e+23,3.0733e+23,3.1106e+23,3.174e+23,3.1891e+23,3.3614e+23
90,M,False,3.2677e+23,3.2974e+23,3.3173e+23,3.2978e+23,3.3171e+23,3.3104e+23,3.3066e+23,3.2534e+23,3.1931e+23,3.1648e+23,3.1285e+23,3.1575e+23,3.1542e+23,3.1406e+23,3.1351e+23,3.1197e+23,3.1006e+23,3.1258e+23,3.0781e+23,3.0748e+23
91,M,True,3.1476e+23,3.1253e+23,3.1187e+23,3.1597e+23,3.146e+23,3.1272e+23,3.1384e+23,3.1664e+23,3.1778e+23,3.1539e+23,3.1703e+23,3.1024e+23,3.0766e+23,3.0682e+23,3.0284e+23,2.9892e+23,2.9624e+23,2.9846e+23,3.0449e+23,3.0391e+23
92,M,False,3.6888e+23,3.6755e+23,3.6487e+23,3.588e+23,3.623e+23,3.5407e+23,3.5244e+23,3.4794e+23,3.427e+23,3.4423e+23,3.4052e+23,3.4069e+23,3.439e+23,3.4672e+23,3.4585e+23,3.4659e+23,3.4556e+23,3.3932e+23,3.4884e+23,3.4669e+23
93,M,False,2.6533e+23,2.6556e+23,2.6441e+23,2.6565e+23,2.6448e+23,2.6615e+23,2.6371e+23,2.6462e+23,2.6339e+23,2.6188e+23,2.6176e+23,2.5656e+23,2.6021e+23,2.5946e+23,2.6004e+23,2.5834e+23,2.5592e+23,2.5743e+23,2.5768e+23,2.5698e+23
94,M,True,6.0104e+23,6.1391e+23,6.171e+23,6.2398e+23,6.0688e+23,6.1516e+23,6.256e+23,6.2807e+23,6.1927e+23,6.1995e+23,6.1866e+23,6.1423e+23,6.1251e+23,6.1773e+23,6.1301e+23,6.0834e+23,6.0898e+23,6.0477e+23,6.03e+23,6.0833e+23
95,M,True,6.4916e+23,6.4363e+23,6.4807e+23,6.3888e+23,6.4024e+23,6.386e+23,6.4292e+23,6.4339e+23,6.4687e+23,6.4379e+23,6.452e+23,6.4553e+23,6.5297e+23,6.5099e+23,6.3973e+23,6.4807e+23,6.5018e+23,6.55e+23,6.5426e+23,6.5972e+23
96,M,True,1.6632e+24,1.6489e+24,1.639e+24,1.6696e+24,1.6627e+24,1.6922e+24,1.6996e+24,1.6773e+24,1.6627e+24,1.6576e+24,1.6491e+24,1.6711e+24,1.6698e+24,1.6798e+24,1.6806e+24,1.6679e+24,1.6549e+24,1.6507e+24,1.6412e+24,1.6395e+24
97,M,False,1.5308e+24,1.5282e+24,1.5105e+24,1.5101e+24,1.5279e+24,1.5403e+24,1.5519e+24,1.538e+24,1.5485e+24,1.4997e+24,1.5555e+24,1.5551e+24,1.5242e+24,1.5533e+24,1.5599e+24,1.5273e+24,1.5559e+24,1.5614e+24,1.527e+24,1.5253e+24
98,M,False,8.3696e+23,8.4856e+23,8.5945e+23,8.8431e+23,8.649e+23,8.7951e+23,9.0461e+23,8.846e+23,8.8632e+23,8.9484e+23,8.9125e+23,8.8422e+23,8.8601e+23,8.84e+23,8.8867e+23,8.7934e+23,8.739e+23,8.7519e+23,8.8357e+23,8.7219e+23
99,M,True,1.604e+24,1.6072e+24,1.5977e+24,1.616e+24,1.6202e+24,1.6152e+24,1.6924e+24,1.747e+24,1.6225e+24,1.7482e+24,1.7346e+24,1.7418e+24,1.6433e+24,1.7524e+24,1.6433e+24,1.6613e+24,1.6593e+24,1.7761e+24,1.7873e+24,1.7158e+24
100,M,False,1.616e+24,1.6202e+24,1.6152e+24,1.6924e+24,1.747e+24,1.6225e+24,1.7482e+24,1.7346e+24,1.7418e+24,1.6433e+24,1.7524e+24,1.6433e+24,1.6613e+24,1.6593e+24,1.7761e+24,1.7873e+24,1.7158e+24,1.7141e+24,1.715e+24,1.7472e+24
101,M,False,1.7482e+24,1.7346e+24,1.7418e+24,1.6433e+24,1.7524e+24,1.6433e+24,1.6613e+24,1.6593e+24,1.7761e+24,1.7873e+24,1.7158e+24,1.7141e+24,1.715e+24,1.7472e+24,1.8668e+24,1.8713e+24,1.8449e+24,1.8709e+24,1.8269e+24,1.8784e+24
102,M,False,1.6613e+24,1.6593e+24,1.7761e+24,1.7873e+24,1.7158e+24,1.7141e+24,1.715e+24,1.7472e+24,1.8668e+24,1.8713e+24,1.8449e+24,1.8709e+24,1.8269e+24,1.8784e+24,1.8749e+24,1.8438e+24,1.8889e+24,1.8841e+24,1.8681e+24,1.9063e+24
103,M,True,1.872e+24,1.8799e+24,1.9173e+24,1.7655e+24,1.775e+24,1.7874e+24,1.8778e+24,1.8409e+24,1.7859e+24,1.8079e+24,1.8225e+24,1.8354e+24,1.8349e+24,1.8378e+24,1.8309e+24,1.8381e+24,1.8455e+24,1.8474e+24,1.9282e+24,1.8826e+24
104,M,False,8.318e+22,7.7035e+22,7.9336e+22,9.4708e+22,9.398e+22,9.5435e+22,1.0301e+23,1.0744e+23,1.1211e+23,9.9012e+22,1.0326e+23,1.156e+23,1.1958e+23,1.2465e+23,1.2795e+23,1.3122e+23,1.3428e+23,1.3876e+23,1.4238e+23,1.4735e+23
105,M,False,1.7523e+24,1.7415e+24,1.7487e+24,1.7549e+24,1.7491e+24,1.7481e+24,1.7511e+24,1.7401e+24,1.7457e+24,1.736e+24,1.7434e+24,1.7442e+24,1.7474e+24,1.7547e+24,1.7578e+24,1.7548e+24,1.7567e+24,1.7562e+24,1.7577e+24,1.7632e+24
106,M,False,1.553e+24,1.5512e+24,1.5532e+24,1.5511e+24,1.5558e+24,1.5568e+24,1.5649e+24,1.5686e+24,1.5698e+24,1.5705e+24,1.5737e+24,1.5745e+24,1.5671e+24,1.5731e+24,1.5702e+24,1.5652e+24,1.5588e+24,1.5564e+24,1.5514e+24,1.5429e+24
107,M,True,2.7479e+23,2.7858e+23,2.821e+23,2.8306e+23,2.8423e+23,2.8334e+23,2.8454e+23,2.8552e+23,2.8564e+23,2.8758e+23,2.8985e+23,2.8974e+23,2.8943e+23,2.8774e+23,2.8725e+23,2.8587e+23,2.8743e+23,2.8985e+23,2.8886e+23,2.8878e+23
108,M,True,3.0766e+23,2.9045e+23,2.927e+23,3.1357e+23,2.9852e+23,2.9819e+23,3.1483e+23,3.0107e+23,3.0133e+23,3.0123e+23,3.0371e+23,3.0517e+23,3.064e+23,3.0508e+23,3.0605e+23,3.0626e+23,3.0884e+23,3.0861e+23,3.09e+23,3.1041e+23
109,M,False,3.6396e+23,3.6326e+23,3.6222e+23,3.606e+23,3.5852e+23,3.5784e+23,3.5567e+23,3.5562e+23,3.5685e+23,3.5886e+23,3.5872e+23,3.5693e+23,3.559e+23,3.5436e+23,3.5038e+23,3.502e+23,3.5052e+23,3.5197e+23,3.5251e+23,3.5475e+23
110,M,False,8.8725e+23,8.9029e+23,9.009e+23,9.0177e+23,9.0557e+23,9.0753e+23,9.0713e+23,9.0734e+23,9.0696e+23,9.0268e+23,8.9928e+23,8.9829e+23,8.9639e+23,8.9292e+23,8.8822e+23,8.8635e+23,8.7957e+23,8.7373e+23,8.7026e+23,8.6701e+23
111,M,False,8.4413e+23,8.4267e+23,8.3908e+23,8.3682e+23,8.3904e+23,8.3904e+23,8.3408e+23,8.3273e+23,8.3368e+23,8.3227e+23,8.3422e+23,8.3538e+23,8.3572e+23,8.3704e+23,8.4042e+23,8.4689e+23,8.4387e+23,8.4631e+23,8.5324e+23,8.607e+23
112,M,False,8.2301e+23,8.2104e+23,8.2163e+23,8.1969e+23,8.1661e+23,8.1737e+23,8.1962e+23,8.1844e+23,8.1844e+23,8.1533e+23,8.134e+23,8.1513e+23,8.1672e+23,8.1529e+23,8.1278e+23,8.0959e+23,8.0822e+23,8.0617e+23,8.0166e+23,8.0194e+23
113,M,True,8.1175e+23,8.2577e+23,8.5375e+23,8.7546e+23,8.873e+23,8.9986e+23,9.3691e+23,9.4502e+23,9.8298e+23,9.9675e+23,1.0125e+24,1.0147e+24,1.0341e+24,1.0323e+24,1.0617e+24,1.087e+24,1.1239e+24,1.0992e+24,1.0931e+24,1.0958e+24
114,M,True,1.6155e+24,1.5693e+24,1.6346e+24,1.6325e+24,1.5865e+24,1.6257e+24,1.6286e+24,1.6416e+24,1.6488e+24,1.6856e+24,1.6713e+24,1.6807e+24,1.7233e+24,1.7096e+24,1.7389e+24,1.7406e+24,1.8033e+24,1.7564e+24,1.7507e+24,1.7884e+24
115,M,True,2.0093e+24,2.0239e+24,2.0252e+24,2.0115e+24,2.0108e+24,2.0239e+24,2.0221e+24,2.0259e+24,2.0328e+24,2.0366e+24,2.0339e+24,2.0221e+24,2.0286e+24,2.0234e+24,2.0128e+24,2.0276e+24,2.0116e+24,2.0097e+24,1.9934e+24,1.9998e+24
116,M,True,1.9012e+24,1.8732e+24,1.9108e+24,1.8823e+24,1.8888e+24,1.8931e+24,1.8987e+24,1.9521e+24,1.8917e+24,1.9202e+24,1.9357e+24,1.9374e+24,1.9292e+24,1.8943e+24,1.8954e+24,1.8945e+24,1.888e+24,1.8935e+24,1.8944e+24,1.8894e+24
117,M,True,1.8466e+24,1.8355e+24,1.834e+24,1.8266e+24,1.8256e+24,1.8211e+24,1.8139e+24,1.811e+24,1.8066e+24,1.8108e+24,1.8094e+24,1.8095e+24,1.8078e+24,1.8139e+24,1.8137e+24,1.8129e+24,1.8148e+24,1.8177e+24,1.8151e+24,1.8124e+24
118,M,True,1.7263e+24,1.7254e+24,1.735e+24,1.7341e+24,1.7261e+24,1.7248e+24,1.7336e+24,1.7268e+24,1.7277e+24,1.7279e+24,1.7229e+24,1.7129e+24,1.7211e+24,1.7167e+24,1.7114e+24,1.7153e+24,1.7167e+24,1.721e+24,1.7168e+24,1.7322e+24
119,M,False,1.8236e+24,1.8337e+24,1.8411e+24,1.8541e+24,1.854e+24,1.8586e+24,1.8563e+24,1.863e+24,1.8729e+24,1.8656e+24,1.8643e+24,1.8566e+24,1.8603e+24,1.8564e+24,1.8545e+24,1.8523e+24,1.8492e+24,1.8476e+24,1.849e+24,1.8512e+24
120,M,False,1.8506e+24,1.861e+24,1.8636e+24,1.8679e+24,1.8687e+24,1.8717e+24,1.8656e+24,1.8598e+24,1.8565e+24,1.8496e+24,1.8517e+24,1.8415e+24,1.8236e+24,1.8149e+24,1.8057e+24,1.8012e+24,1.7955e+24,1.7851e+24,1.786e+24,1.7816e+24
121,M,False,1.7819e+24,1.7819e+24,1.7878e+24,1.7839e+24,1.7824e+24,1.7766e+24,1.7841e+24,1.7797e+24,1.7791e+24,1.7721e+24,1.7626e+24,1.7534e+24,1.7453e+24,1.7363e+24,1.7268e+24,1.7244e+24,1.7227e+24,1.7243e+24,1.7179e+24,1.7224e+24
122,M,False,4.6441e+23,4.6215e+23,4.5946e+23,4.5845e+23,4.5972e+23,4.6038e+23,4.5829e+23,4.6405e+23,4.6137e+23,4.649e+23,4.6688e+23,4.692e+23,4.704e+23,4.7336e+23,4.8412e+23,4.8828e+23,4.8663e+23,4.8545e+23,4.8504e+23,4.8288e+23
123,M,True,5.2041e+23,5.1399e+23,5.0029e+23,4.8843e+23,4.8751e+23,4.8126e+23,4.6336e+23,4.5364e+23,4.4324e+23,4.2619e+23,4.1858e+23,3.9822e+23,3.8495e+23,3.6153e+23,3.5919e+23,3.5224e+23,3.3117e+23,3.1185e+23,3.0636e+23,3.0172e+23
124,M,False,1.8038e+23,1.7929e+23,1.8174e+23,1.8263e+23,1.8305e+23,1.8288e+23,1.8501e+23,1.899e+23,1.8812e+23,1.8911e+23,1.9301e+23,1.949e+23,1.9516e+23,1.9718e+23,1.9846e+23,2.0044e+23,2.0204e+23,2.0242e+23,2.0262e+23,2.0275e+23
125,M,False,2.464e+23,2.6713e+23,2.4727e+23,2.4677e+23,2.8185e+23,2.7439e+23,2.7406e+23,2.7444e+23,2.7153e+23,2.6528e+23,2.6982e+23,2.7418e+23,2.7416e+23,2.7806e+23,2.7469e+23,2.7482e+23,2.693e+23,2.8269e+23,2.9727e+23,2.8957e+23
126,M,True,2.7363e+22,2.7045e+22,2.6521e+22,2.7324e+22,2.7672e+22,2.8637e+22,2.9348e+22,2.9614e+22,2.9433e+22,3.0066e+22,2.9069e+22,3.0501e+22,3.2471e+22,3.2936e+22,3.2939e+22,3.4434e+22,3.6064e+22,3.7961e+22,4.0652e+22,4.0853e+22
127,M,False,1.8386e+23,1.8463e+23,1.8366e+23,1.8485e+23,1.8401e+23,1.81e+23,1.7978e+23,1.8262e+23,1.7968e+23,1.787e+23,1.8075e+23,1.7968e+23,1.8123e+23,1.7852e+23,1.7833e+23,1.7646e+23,1.7464e+23,1.7246e+23,1.6953e+23,1.6849e+23
128,M,True,5.3402e+23,5.5119e+23,5.4292e+23,5.5522e+23,5.6236e+23,5.6769e+23,5.6776e+23,5.7866e+23,5.8389e+23,5.905e+23,6.0852e+23,6.0672e+23,6.0799e+23,6.201e+23,6.2355e+23,6.3439e+23,6.3169e+23,6.2936e+23,6.3626e+23,6.2191e+23
129,M,False,6.5118e+23,6.5083e+23,6.657e+23,6.6047e+23,6.7889e+23,6.9615e+23,6.9767e+23,6.6494e+23,6.7613e+23,6.8001e+23,6.9709e+23,6.9243e+23,6.8425e+23,6.9831e+23,6.9996e+23,6.9083e+23,6.9421e+23,6.9313e+23,6.933e+23,7.007e+23
130,M,False,7.2156e+23,7.399e+23,7.2638e+23,7.0513e+23,7.0424e+23,7.123e+23,7.2153e+23,7.1507e+23,6.9969e+23,6.999e+23,7.1535e+23,7.0911e+23,7.1567e+23,7.1157e+23,7.0556e+23,7.1414e+23,7.3056e+23,7.3251e+23,7.2084e+23,7.2499e+23
131,M,True,7.3828e+23,7.383e+23,7.4575e+23,7.4285e+23,7.4297e+23,7.4559e+23,7.4697e+23,7.4738e+23,7.4982e+23,7.5043e+23,7.5612e+23,7.5397e+23,7.5612e+23,7.589e+23,7.5523e+23,7.6018e+23,7.5849e+23,7.5013e+23,7.5861e+23,7.4717e+23
132,M,False,7.6018e+23,7.5849e+23,7.5013e+23,7.5861e+23,7.4717e+23,7.5564e+23,7.424e+23,7.4731e+23,7.4541e+23,7.4033e+23,7.3783e+23,7.3847e+23,7.2872e+23,7.3031e+23,7.3154e+23,7.1798e+23,7.2051e+23,7.2057e+23,7.2395e+23,7.2229e+23
133,M,False,1.3077e+24,1.3024e+24,1.3046e+24,1.3008e+24,1.2933e+24,1.2958e+24,1.2811e+24,1.2764e+24,1.276e+24,1.2728e+24,1.2694e+24,1.2797e+24,1.2738e+24,1.2725e+24,1.276e+24,1.2806e+24,1.2798e+24,1.2792e+24,1.2746e+24,1.2756e+24
134,M,False,1.3875e+24,1.436e+24,1.4394e+24,1.3863e+24,1.3829e+24,1.388e+24,1.3847e+24,1.3963e+24,1.3958e+24,1.4025e+24,1.4088e+24,1.4219e+24,1.4228e+24,1.4261e+24,1.4336e+24,1.4315e+24,1.4293e+24,1.4334e+24,1.435e+24,1.4297e+24
135,M,False,9.797e+23,9.7596e+23,9.7406e+23,9.749e+23,9.7606e+23,9.7588e+23,9.758e+23,9.7652e+23,9.7518e+23,9.7263e+23,9.7179e+23,9.7044e+23,9.6766e+23,9.6675e+23,9.6703e+23,9.6461e+23,9.6546e+23,9.6765e+23,9.6848e+23,9.6588e+23
136,M,False,2.8186e+23,2.8434e+23,2.8742e+23,2.8813e+23,2.9208e+23,2.8927e+23,2.9164e+23,2.973e+23,2.9742e+23,3.0066e+23,3.0524e+23,3.1032e+23,3.1194e+23,3.1698e+23,3.1881e+23,3.2109e+23,3.2354e+23,3.2769e+23,3.2668e+23,3.2826e+23
137,M,True,8.7451e+23,9.2476e+23,8.7309e+23,8.9608e+23,9.0316e+23,8.7956e+23,8.7972e+23,8.8175e+23,8.8316e+23,8.9178e+23,8.8219e+23,8.9162e+23,8.618e+23,8.8658e+23,8.7803e+23,8.653e+23,9.08e+23,8.9699e+23,8.852e+23,8.6648e+23
138,M,True,9.2489e+23,9.3113e+23,9.2534e+23,9.3014e+23,9.3335e+23,9.3758e+23,9.5567e+23,9.5156e+23,9.9825e+23,9.9737e+23,1.0262e+24,1.05e+24,1.0611e+24,1.0616e+24,1.0668e+24,1.0689e+24,1.0819e+24,1.0732e+24,1.0652e+24,1.0932e+24
139,M,False,9.3113e+23,9.2534e+23,9.3014e+23,9.3335e+23,9.3758e+23,9.5567e+23,9.5156e+23,9.9825e+23,9.9737e+23,1.0262e+24,1.05e+24,1.0611e+24,1.0616e+24,1.0668e+24,1.0689e+24,1.0819e+24,1.0732e+24,1.0652e+24,1.0932e+24,1.089e+24
140,M,False,1.0819e+24,1.0732e+24,1.0652e+24,1.0932e+24,1.089e+24,1.1022e+24,1.1145e+24,1.1183e+24,1.1277e+24,1.1309e+24,1.1099e+24,1.1063e+24,1.1087e+24,1.1042e+24,1.1118e+24,1.1378e+24,1.1395e+24,1.1466e+24,1.1553e+24,1.1665e+24
141,M,True,1.1099e+24,1.1063e+24,1.1087e+24,1.1042e+24,1.1118e+24,1.1378e+24,1.1395e+24,1.1466e+24,1.1553e+24,1.1665e+24,1.1732e+24,1.1749e+24,1.177e+24,1.1984e+24,1.1956e+24,1.2038e+24,1.188e+24,1.1963e+24,1.1964e+24,1.2137e+24
142,M,False,1.1395e+24,1.1466e+24,1.1553e+24,1.1665e+24,1.1732e+24,1.1749e+24,1.177e+24,1.1984e+24,1.1956e+24,1.2038e+24,1.188e+24,1.1963e+24,1.1964e+24,1.2137e+24,1.2371e+24,1.2218e+24,1.2248e+24,1.2415e+24,1.2374e+24,1.2289e+24
143,M,False,1.1964e+24,1.2137e+24,1.2371e+24,1.2218e+24,1.2248e+24,1.2415e+24,1.2374e+24,1.2289e+24,1.2391e+24,1.2483e+24,1.2343e+24,1.2278e+24,1.2401e+24,1.2231e+24,1.2158e+24,1.2322e+24,1.2305e+24,1.2222e+24,1.2265e+24,1.2204e+24
144,M,False,1.2204e+24,1.2348e+24,1.2259e+24,1.2456e+24,1.2396e+24,1.2386e+24,1.2585e+24,1.2289e+24,1.2417e+24,1.232e+24,1.2248e+24,1.2361e+24,1.247e+24,1.2508e+24,1.2334e+24,1.2418e+24,1.2173e+24,1.2226e+24,1.2351e+24,1.2203e+24
145,M,False,1.2325e+24,1.242e+24,1.2406e+24,1.2434e+24,1.2351e+24,1.2614e+24,1.2575e+24,1.2576e+24,1.2689e+24,1.2826e+24,1.2854e+24,1.2959e+24,1.2974e+24,1.2924e+24,1.3123e+24,1.3237e+24,1.3227e+24,1.3475e+24,1.3515e+24,1.347e+24
146,M,False,1.5488e+24,1.5544e+24,1.5573e+24,1.5789e+24,1.5884e+24,1.59e+24,1.5854e+24,1.5896e+24,1.6047e+24,1.611e+24,1.6061e+24,1.6094e+24,1.6094e+24,1.5924e+24,1.6102e+24,1.601e+24,1.6131e+24,1.6135e+24,1.6212e+24,1.6172e+24
147,M,False,1.2467e+24,1.2385e+24,1.2398e+24,1.2368e+24,1.231e+24,1.2344e+24,1.2346e+24,1.2426e+24,1.2477e+24,1.2455e+24,1.2444e+24,1.2378e+24,1.2325e+24,1.2271e+24,1.2269e+24,1.227e+24,1.2294e+24,1.2288e+24,1.2264e+24,1.2215e+24
148,M,False,9.2412e+23,9.2035e+23,9.1712e+23,9.121e+23,9.0985e+23,9.0806e+23,9.0637e+23,9.0194e+23,9.0051e+23,8.9765e+23,8.913e+23,8.974e+23,8.9428e+23,8.9466e+23,8.9481e+23,8.9898e+23,9.0241e+23,9.036e+23,9.0148e+23,9.0425e+23
149,M,True,8.0677e+22,8.2387e+22,8.3109e+22,8.3288e+22,8.402e+22,8.2561e+22,8.1649e+22,8.0497e+22,8.1931e+22,8.0596e+22,7.902e+22,7.8449e+22,7.9059e+22,7.818e+22,7.5835e+22,7.567e+22,7.4015e+22,7.2936e+22,7.2916e+22,7.3656e+22
150,M,False,2.6378e+22,2.6716e+22,2.6869e+22,2.763e+22,2.7872e+22,2.8207e+22,2.7664e+22,2.7642e+22,2.7111e+22,2.6724e+22,2.6556e+22,2.6223e+22,2.5077e+22,2.4996e+22,2.4793e+22,2.5075e+22,2.5387e+22,2.5158e+22,2.6339e+22,2.5569e+22
151,M,False,1.7648e+23,1.7724e+23,1.7919e+23,1.7768e+23,1.7756e+23,1.7847e+23,1.7668e+23,1.7618e+23,1.7557e+23,1.7496e+23,1.7758e+23,1.7473e+23,1.7555e+23,1.7538e+23,1.7466e+23,1.7305e+23,1.7215e+23,1.7149e+23,1.7046e+23,1.7176e+23
152,M,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1104e+19,1.1676e+20,1.6912e+20,2.558e+20,7.277e+20
153,M,False,3.2435e+23,3.2103e+23,3.2325e+23,3.2187e+23,3.2135e+23,3.2103e+23,3.2128e+23,3.187e+23,3.1992e+23,3.1769e+23,3.1815e+23,3.2217e+23,3.2481e+23,3.3229e+23,3.2963e+23,3.3053e+23,3.3227e+23,3.3284e+23,3.3168e+23,3.2881e+23
154,M,True,1.204e+24,1.2064e+24,1.2127e+24,1.2145e+24,1.204e+24,1.1817e+24,1.2044e+24,1.208e+24,1.2179e+24,1.2339e+24,1.2388e+24,1.2345e+24,1.2376e+24,1.2259e+24,1.2234e+24,1.2278e+24,1.23e+24,1.2185e+24,1.2272e+24,1.2156e+24
155,M,True,1.339e+24,1.3429e+24,1.3478e+24,1.3463e+24,1.3492e+24,1.3568e+24,1.3596e+24,1.3719e+24,1.3671e+24,1.3797e+24,1.3691e+24,1.3849e+24,1.3878e+24,1.3947e+24,1.4e+24,1.4016e+24,1.3967e+24,1.4017e+24,1.4014e+24,1.402e+24
156,M,False,1.3671e+24,1.3797e+24,1.3691e+24,1.3849e+24,1.3878e+24,1.3947e+24,1.4e+24,1.4016e+24,1.3967e+24,1.4017e+24,1.4014e+24,1.402e+24,1.4058e+24,1.4134e+24,1.41e+24,1.4111e+24,1.4122e+24,1.4088e+24,1.4131e+24,1.414e+24
157,M,False,1.6422e+24,1.6351e+24,1.6303e+24,1.631e+24,1.6315e+24,1.6312e+24,1.6305e+24,1.6272e+24,1.6282e+24,1.6337e+24,1.6346e+24,1.6368e+24,1.6415e+24,1.6398e+24,1.6481e+24,1.6499e+24,1.6535e+24,1.6558e+24,1.6585e+24,1.6534e+24
158,M,False,5.9469e+23,6.0432e+23,6.0064e+23,5.961e+23,5.966e+23,5.9585e+23,5.9518e+23,6.0543e+23,6.0094e+23,6.0619e+23,5.9904e+23,5.9845e+23,5.9645e+23,5.953e+23,5.8859e+23,5.8963e+23,5.8241e+23,5.8077e+23,5.8084e+23,5.7315e+23
159,M,False,4.4316e+23,4.4007e+23,4.3914e+23,4.3493e+23,4.3178e+23,4.3135e+23,4.3577e+23,4.3653e+23,4.3545e+23,4.3269e+23,4.368e+23,4.4036e+23,4.4429e+23,4.458e+23,4.5605e+23,4.6584e+23,4.6663e+23,4.7187e+23,4.7744e+23,4.7504e+23
160,M,True,0.0,0.0,0.0,0.0,0.0,9.5619e+18,1.6127e+20,1.6451e+20,9.4822e+19,1.8978e+20,1.6702e+20,9.2646e+20,9.3941e+20,1.6954e+21,2.1556e+21,3.5471e+21,4.2565e+21,7.8007e+21,6.7374e+21,9.4772e+21
161,M,False,2.9357e+22,3.2221e+22,3.2565e+22,3.4164e+22,3.4913e+22,3.475e+22,2.8513e+22,3.0235e+22,3.2613e+22,3.3795e+22,3.3766e+22,3.3229e+22,3.3204e+22,2.7717e+22,3.1459e+22,4.6715e+22,4.1853e+22,4.2253e+22,3.4415e+22,3.4238e+22
162,M,False,1.1167e+23,1.0747e+23,1.0603e+23,1.1555e+23,1.0813e+23,1.0939e+23,1.1151e+23,1.1315e+23,1.2106e+23,1.1578e+23,1.1789e+23,1.1997e+23,1.2813e+23,1.2981e+23,1.3472e+23,1.3958e+23,1.399e+23,1.4532e+23,1.4642e+23,1.418e+23
163,M,False,6.5639e+23,6.5885e+23,6.6473e+23,6.6582e+23,6.7462e+23,6.7633e+23,6.7535e+23,6.8017e+23,6.7634e+23,6.8191e+23,6.8872e+23,6.9144e+23,7.0277e+23,7.0699e+23,7.0431e+23,7.069e+23,7.0766e+23,7.1107e+23,7.1895e+23,7.2465e+23
164,M,True,1.7568e+23,1.7825e+23,1.8074e+23,1.7873e+23,1.7687e+23,1.801e+23,1.7786e+23,1.7805e+23,1.7914e+23,1.7695e+23,1.7626e+23,1.7604e+23,1.7574e+23,1.7301e+23,1.7276e+23,1.7255e+23,1.7556e+23,1.7554e+23,1.7612e+23,1.7872e+23
165,M,False,2.1162e+23,2.1246e+23,2.1227e+23,2.1306e+23,2.1392e+23,2.1467e+23,2.1557e+23,2.1498e+23,2.1471e+23,2.1635e+23,2.0856e+23,2.0835e+23,2.0776e+23,2.0815e+23,2.0881e+23,2.0795e+23,2.0691e+23,2.0698e+23,2.0342e+23,2.0166e+23
