,FLARE_TYPE,COINCIDENCE,TOTUSJH_1,TOTUSJH_2,TOTUSJH_3,TOTUSJH_4,TOTUSJH_5,TOTUSJH_6,TOTUSJH_7,TOTUSJH_8,TOTUSJH_9,TOTUSJH_10,TOTUSJH_11,TOTUSJH_12,TOTUSJH_13,TOTUSJH_14,TOTUSJH_15,TOTUSJH_16,TOTUSJH_17,TOTUSJH_18,TOTUSJH_19,TOTUSJH_20
1189,B,False,103.82,101.9,105.61,102.09,101.15,103.59,101.06,99.869,101.01,101.67,102.09,96.285,94.756,95.588,101.0,96.295,97.721,93.966,93.115,91.439
1190,B,False,476.76,487.12,484.84,469.39,477.37,485.19,490.04,488.21,483.41,499.17,511.29,531.81,521.3,496.63,517.12,509.42,502.47,481.96,464.45,471.2
1191,B,True,604.71,609.79,601.63,611.83,616.06,590.29,597.56,603.6,600.91,594.82,607.61,609.42,620.46,611.16,606.65,605.69,590.15,593.02,592.86,593.55
1192,B,True,703.18,691.91,698.08,697.08,700.89,710.88,712.84,715.97,700.28,686.88,693.87,693.18,725.03,703.93,715.31,698.22,707.01,706.39,710.1,696.97
1193,B,False,142.45,146.42,146.13,145.61,150.17,152.53,148.37,152.13,147.74,145.57,147.86,145.22,131.25,127.34,126.3,123.69,115.51,109.7,110.18,107.44
1194,B,False,1186.5,1166.1,1180.3,1207.1,1204.1,1202.6,1224.1,1206.0,1234.6,1232.8,1239.4,1277.9,1281.1,1280.0,1280.2,1310.3,1386.5,1406.2,1437.0,1445.3
1195,B,False,54.687,55.093,58.808,56.0,58.262,64.024,58.322,59.236,61.146,62.703,65.275,64.393,61.796,65.419,69.922,67.313,71.134,70.04,70.705,73.993
1196,B,False,377.6,384.9,383.62,379.5,369.46,377.22,384.52,391.71,387.3,386.54,399.87,402.83,399.72,401.38,402.86,415.95,402.79,401.39,394.52,396.19
1197,B,False,1282.7,1305.0,1300.1,1309.8,1323.0,1320.6,1306.2,1288.6,1281.0,1241.0,1239.5,1254.9,1223.6,1214.7,1204.9,1207.9,1198.1,1201.3,1210.0,1234.2
1198,B,False,156.11,168.9,171.08,167.32,163.65,157.89,156.9,149.96,146.32,148.39,146.49,144.26,148.09,142.79,137.8,149.85,149.94,157.18,148.94,158.68
1199,B,False,209.4,234.13,236.09,235.3,235.79,249.38,233.29,235.56,234.41,223.09,218.5,232.67,218.86,229.91,227.7,230.71,235.23,250.63,268.45,267.1
1200,B,False,152.18,150.77,149.74,147.78,151.86,150.02,154.44,149.47,150.72,149.67,152.08,147.26,148.63,149.62,155.73,146.39,146.31,142.47,141.64,141.39
1201,B,True,269.78,271.06,260.16,264.46,263.88,262.99,261.16,257.86,264.45,259.92,266.63,265.55,262.94,263.29,262.46,258.85,256.92,273.92,278.36,285.49
1202,B,False,429.45,433.09,427.49,430.17,420.98,418.77,431.88,423.22,431.61,439.82,445.45,439.42,431.13,430.02,435.56,441.3,457.08,455.18,454.33,459.99
1203,B,False,1045.3,1026.5,1043.2,1027.6,1044.7,1034.2,1044.2,1028.4,1014.2,1009.6,1007.7,992.7,1012.6,1036.4,1033.1,1033.4,1041.9,1036.6,1039.0,1038.7
1204,B,False,209.89,197.25,211.4,213.53,203.11,196.84,196.9,189.44,198.33,195.34,205.51,201.94,205.47,197.16,195.1,200.03,200.74,197.39,193.37,198.47
1205,B,True,272.89,276.16,257.16,250.95,261.51,295.58,245.8,249.2,248.6,235.69,227.02,221.16,211.6,223.11,218.42,221.82,222.66,212.26,210.5,211.3
1206,B,False,438.4,451.22,457.54,441.4,452.81,451.09,463.25,446.99,458.36,455.65,453.5,456.49,462.13,451.76,441.21,452.54,455.52,457.43,455.17,452.83
1207,B,False,475.44,461.68,468.19,465.05,472.83,474.03,458.97,449.45,445.63,453.69,456.91,455.33,447.26,452.14,444.03,433.02,440.94,449.32,439.96,424.53
1208,B,False,28.424,24.983,24.148,21.218,20.61,23.178,24.967,23.446,20.934,21.902,22.987,21.469,21.796,22.219,24.731,24.465,23.84,23.386,25.388,25.294
1209,B,False,395.89,396.09,386.88,397.45,394.31,393.78,394.11,386.24,387.99,387.27,390.41,389.41,375.7,384.82,386.02,400.05,400.91,392.53,392.91,407.45
1210,B,False,176.34,177.49,180.61,186.06,187.89,184.34,183.47,189.96,179.23,178.16,176.99,183.38,177.66,176.14,175.71,179.26,177.96,183.25,176.56,178.84
1211,B,True,856.6,857.85,855.65,857.07,839.85,851.95,853.42,852.17,849.37,852.85,849.29,854.38,829.52,846.69,846.85,850.53,846.98,842.63,834.1,843.66
1212,B,False,142.46,165.58,160.76,149.43,171.27,191.89,200.35,207.31,207.64,219.05,209.4,234.13,236.09,235.3,235.79,249.38,233.29,235.56,234.41,223.09
1213,B,False,554.53,526.1,549.1,553.09,554.63,537.61,521.23,548.22,538.3,524.19,527.16,504.47,514.35,537.15,521.37,536.12,517.45,530.04,525.36,544.95
1214,B,False,646.25,650.15,637.28,634.74,633.68,628.65,646.5,641.13,631.39,625.83,640.22,636.98,628.16,632.52,623.47,627.55,634.72,621.0,605.31,598.78
1215,B,False,910.56,901.5,914.43,916.76,916.05,955.61,960.86,958.42,957.48,990.65,996.29,993.43,990.51,987.29,971.17,958.66,960.07,927.64,909.71,911.87
1216,B,False,117.59,117.07,125.71,124.61,123.75,128.32,127.29,125.67,126.83,125.48,125.53,121.39,124.16,123.6,125.39,124.45,123.46,128.12,124.72,129.1
1217,B,True,222.9,227.56,232.11,229.26,233.59,224.8,224.49,229.13,226.13,228.87,228.33,220.49,217.3,230.58,234.61,228.94,217.63,224.63,233.99,266.52
1218,B,False,552.21,541.67,540.29,538.18,536.1,531.45,529.78,526.36,532.21,538.86,544.08,546.51,550.66,548.13,548.93,545.35,543.01,550.24,535.81,531.5
1219,B,False,319.59,322.54,331.78,334.66,315.91,313.23,315.03,325.42,330.65,330.17,334.32,329.08,327.25,332.68,332.9,335.21,344.5,340.32,335.1,338.0
1220,B,False,398.97,391.58,385.92,391.19,387.94,388.88,386.95,378.88,377.39,390.87,384.19,381.42,379.35,374.14,380.51,374.16,381.84,375.67,378.1,376.41
1221,B,False,104.82,104.42,103.52,103.77,109.58,105.4,103.11,102.46,106.49,103.66,104.11,102.31,105.14,98.188,94.413,100.89,97.135,96.149,103.48,97.353
1222,B,False,292.86,293.57,289.65,299.17,293.12,297.3,282.76,281.16,273.12,269.35,260.85,266.05,271.91,258.45,260.4,264.14,266.67,269.43,260.53,263.34
1223,B,True,367.65,385.4,387.46,395.14,401.84,407.23,404.16,413.65,441.1,440.47,455.51,457.98,458.99,456.87,448.37,451.74,475.24,451.76,461.77,438.69
1224,B,False,321.81,327.91,329.85,325.42,318.0,332.78,331.09,337.54,335.47,343.36,345.43,350.37,340.98,345.19,342.21,340.7,347.75,347.66,343.04,354.93
1225,B,False,926.38,914.63,909.55,884.04,894.84,903.94,897.26,887.69,845.21,821.72,800.79,819.89,785.99,769.58,754.02,731.64,735.26,709.99,709.45,712.62
1226,B,False,1122.5,1093.9,1118.2,1109.7,1097.3,1117.1,1124.9,1139.6,1164.7,1165.0,1159.9,1187.4,1153.2,1180.2,1181.2,1196.4,1179.4,1135.9,1117.3,1114.3
1227,B,False,127.33,137.39,136.95,133.77,134.68,144.0,149.29,145.45,146.44,157.9,158.58,157.35,150.8,152.66,151.68,150.26,153.93,159.83,159.17,158.72
1228,B,False,400.64,414.42,424.53,431.42,423.34,444.8,472.37,473.26,467.73,491.12,506.87,533.5,523.52,529.6,530.68,538.35,563.0,593.96,568.14,574.36
1229,B,False,487.05,480.73,489.71,499.01,488.01,500.36,505.63,513.13,494.81,509.58,521.29,524.42,534.19,523.1,517.66,516.17,523.08,527.42,527.66,517.53
1230,B,True,1368.0,1386.6,1391.5,1420.5,1441.5,1455.3,1469.5,1480.4,1448.4,1453.4,1453.7,1433.6,1416.0,1420.3,1447.2,1409.7,1408.5,1422.8,1407.0,1401.1
1231,B,False,94.838,98.551,98.067,99.276,103.62,103.07,104.26,99.054,101.19,104.87,98.12,97.639,94.854,95.708,96.756,96.885,95.199,93.081,89.458,88.813
1232,B,False,236.5,236.15,237.86,248.23,261.28,260.45,273.55,277.18,282.83,282.7,288.7,301.4,305.39,299.54,280.1,267.99,262.02,249.3,244.94,241.32
1233,B,False,105.78,104.31,104.62,93.985,90.413,92.532,89.635,86.401,82.331,82.949,85.242,81.573,84.567,84.754,87.122,91.571,94.221,94.123,94.232,96.581
1234,B,False,123.32,136.18,138.01,138.88,144.9,142.91,145.53,143.51,140.25,146.69,146.41,144.05,143.56,142.1,145.5,153.59,170.26,185.69,187.2,177.87
1235,B,False,827.05,812.82,805.56,813.76,787.59,772.13,792.72,777.11,776.29,760.67,781.34,798.31,783.57,822.84,832.33,831.11,842.77,848.64,860.01,851.5
1236,B,False,263.88,262.99,261.16,257.86,264.45,259.92,266.63,265.55,262.94,263.29,262.46,258.85,256.92,273.92,278.36,285.49,281.03,290.68,282.94,283.47
1237,B,False,870.03,865.47,866.16,882.84,860.22,881.12,884.35,885.46,868.12,861.72,869.47,861.96,840.13,832.26,840.88,829.67,820.27,819.25,828.94,815.35
1238,B,False,146.44,144.62,148.79,148.08,147.57,143.71,144.42,143.58,137.72,145.46,143.24,142.05,143.27,144.07,146.9,145.17,149.85,148.21,150.15,148.87
1239,B,False,255.17,259.73,256.58,268.33,278.3,273.86,291.41,288.88,293.11,306.72,311.44,316.88,318.67,302.52,315.28,316.14,324.48,322.74,331.89,324.54
1240,B,False,951.22,936.0,951.54,929.92,921.27,906.1,896.75,888.16,884.98,888.0,863.83,872.8,874.9,865.17,854.83,853.83,864.81,873.22,868.31,878.31
1241,B,False,321.37,327.97,329.54,330.2,337.78,320.7,316.52,317.3,304.92,317.05,312.46,311.57,310.31,308.0,314.52,314.09,314.16,303.83,300.52,304.98
1242,B,False,89.726,90.502,99.904,99.534,116.85,119.48,127.03,138.98,146.83,150.11,159.9,171.44,171.48,175.28,175.5,187.34,196.81,186.25,176.79,185.32
1243,B,False,805.39,792.44,818.44,826.14,834.03,843.66,864.92,870.18,850.5,850.68,843.94,847.7,826.76,820.29,828.84,822.37,831.96,845.79,844.43,847.33
1244,B,False,568.45,551.78,553.04,544.64,556.72,546.2,553.07,551.83,556.09,551.48,556.23,550.58,547.78,574.04,572.45,567.74,572.78,603.71,584.32,608.92
1245,B,False,301.37,299.23,297.53,297.24,307.48,307.02,298.18,289.03,289.73,291.45,285.03,282.28,293.82,287.86,296.01,298.6,305.54,311.99,311.83,320.66
1246,B,False,526.38,527.01,531.52,536.37,532.39,535.15,524.02,517.24,516.06,499.89,496.51,493.92,498.65,495.02,485.68,488.55,508.2,508.04,529.17,539.87
1247,B,False,62.04,60.061,63.016,64.454,62.055,61.254,62.575,62.651,64.259,64.043,60.305,59.754,61.586,58.033,61.915,63.071,64.736,58.913,61.795,62.588
1248,B,True,1090.9,1090.4,1097.8,1113.6,1123.2,1102.7,1109.1,1112.2,1113.6,1097.7,1120.2,1112.0,1110.3,1108.6,1134.4,1137.6,1142.6,1138.0,1119.8,1128.1
1249,B,True,93.083,91.648,87.059,81.184,78.706,75.336,80.142,77.849,82.466,71.299,71.163,73.083,76.8,74.833,75.252,72.286,76.696,80.523,78.922,82.832
1250,B,True,19.722,24.577,23.801,23.751,32.789,35.642,37.846,43.948,40.519,46.391,41.001,44.804,60.0,58.575,86.532,61.149,96.083,63.026,100.61,103.33
1251,B,False,602.13,616.12,632.4,635.19,660.63,671.65,670.44,666.51,694.81,719.54,727.35,736.8,737.48,751.99,747.6,742.59,788.47,803.99,824.48,833.76
1252,B,False,449.32,442.72,434.95,430.21,416.27,412.01,414.45,411.49,418.8,419.51,422.12,406.26,415.71,418.21,417.83,419.65,415.33,410.57,409.63,410.34
1253,B,False,634.71,665.21,651.58,669.84,670.48,663.28,685.77,707.96,712.2,716.69,748.25,731.84,737.18,746.19,740.57,723.74,738.97,731.59,705.95,695.18
1254,B,False,1388.8,1368.0,1386.6,1391.5,1420.5,1441.5,1455.3,1469.5,1480.4,1448.4,1453.4,1453.7,1433.6,1416.0,1420.3,1447.2,1409.7,1408.5,1422.8,1407.0
1255,B,False,291.98,298.0,289.82,295.8,290.28,291.96,294.39,291.58,291.86,293.57,293.98,303.23,306.21,316.72,318.42,321.73,336.78,344.13,358.78,356.86
1256,B,False,116.51,116.97,119.58,121.75,141.62,119.5,131.7,133.3,111.93,115.84,141.16,118.24,115.94,115.78,115.16,118.93,123.4,115.31,117.14,115.19
1257,B,False,398.67,398.85,409.63,399.29,395.96,387.84,396.27,408.63,418.03,405.46,403.65,398.88,398.98,403.3,401.58,396.94,398.54,405.21,399.91,398.11
1258,B,False,260.05,254.56,253.68,252.77,256.63,259.51,250.97,244.77,251.76,255.74,252.98,250.41,251.81,252.49,244.88,244.63,247.55,251.92,255.63,271.61
1259,B,False,1446.9,1455.4,1473.9,1468.3,1478.0,1469.8,1492.7,1494.3,1498.2,1494.8,1543.8,1583.9,1564.6,1583.7,1585.0,1564.8,1549.2,1540.2,1510.5,1494.3
1260,B,False,123.23,120.38,119.94,110.67,109.34,106.59,103.71,100.96,95.243,91.042,92.723,91.544,87.996,91.428,89.712,86.277,90.648,90.678,90.37,89.867
1261,B,False,289.56,298.01,305.26,312.03,323.42,332.36,334.16,332.32,337.79,334.43,338.06,335.18,346.12,359.38,367.24,385.24,388.53,397.96,407.86,411.61
1262,B,False,753.7,751.55,754.61,754.32,751.29,756.97,764.32,746.86,762.58,772.88,790.52,789.11,808.19,808.98,818.62,835.2,864.14,867.06,861.4,845.14
1263,B,False,233.25,229.36,229.23,208.41,205.34,194.67,180.16,157.73,134.28,128.22,95.418,76.524,67.147,36.327,18.898,15.895,8.8065,4.8009,4.4672,4.402
1264,B,False,525.84,527.86,526.2,517.86,506.24,523.63,527.27,521.87,519.88,518.79,506.72,502.17,507.51,497.37,487.16,486.91,489.08,498.05,502.24,503.65
1265,B,False,862.35,874.38,878.42,864.6,869.51,880.91,871.63,877.49,888.23,888.85,891.2,883.54,877.77,861.36,875.24,872.86,874.35,871.5,861.01,873.35
1266,B,False,400.46,400.45,417.74,430.3,441.8,451.81,480.42,508.49,505.39,499.66,497.93,497.55,502.11,511.76,510.24,530.31,526.71,552.61,556.32,550.9
1267,B,False,646.28,632.19,633.22,633.62,639.11,633.65,632.19,631.33,624.7,626.5,626.7,619.04,604.91,607.7,604.91,609.76,593.13,576.88,587.03,577.06
1268,B,False,207.64,221.11,218.67,230.36,241.3,252.93,260.98,255.62,257.47,248.34,260.5,260.78,255.79,262.32,257.86,259.72,274.96,274.35,284.97,288.42
1269,B,False,414.2,415.43,411.23,407.36,416.63,408.25,414.58,408.83,405.58,396.98,394.48,393.74,388.51,393.08,393.92,387.14,393.58,378.91,384.31,375.51
1270,B,False,586.52,580.52,580.09,565.38,558.74,565.47,570.55,579.11,598.87,600.8,606.21,620.79,613.38,592.83,581.44,582.92,578.16,560.46,566.73,558.17
1271,B,False,551.5,557.5,572.62,571.09,577.7,571.23,561.15,541.57,528.86,522.11,519.16,517.66,507.1,497.2,494.22,476.16,465.88,466.17,467.73,460.31
1272,B,False,167.16,173.87,173.53,167.28,157.04,162.17,157.79,168.07,173.96,168.78,166.84,164.34,166.33,168.77,162.18,160.79,163.98,166.61,163.05,160.4
1273,B,False,769.28,759.31,785.68,789.9,790.95,779.63,782.46,796.13,778.37,764.4,762.88,768.56,769.36,793.9,811.94,792.77,779.57,783.42,792.75,766.19
1274,B,False,134.44,133.65,135.63,124.23,124.23,135.47,130.69,139.73,137.96,135.13,140.34,135.73,149.48,156.19,141.48,135.07,153.29,157.53,156.07,160.2
1275,B,True,411.55,422.86,425.17,421.79,429.87,434.06,448.15,439.36,437.1,449.25,445.78,460.18,461.01,473.14,471.17,477.6,482.69,470.34,473.86,469.76
1276,B,False,138.94,145.65,157.77,156.88,168.95,175.15,180.42,175.05,185.67,201.18,193.74,191.82,194.52,192.11,195.71,249.27,210.66,218.95,224.0,227.09
1277,B,False,415.78,425.3,434.34,423.49,426.3,432.34,437.38,432.64,433.06,419.97,469.38,413.28,492.75,431.32,445.5,474.88,462.53,501.48,480.86,456.76
1278,B,False,88.588,91.44,92.075,91.835,88.516,93.854,91.349,93.915,94.593,95.45,93.511,89.886,86.858,87.431,93.543,90.954,92.018,90.995,90.85,86.268
1279,B,False,44.151,42.426,50.356,44.783,45.147,46.08,50.004,47.618,47.343,46.475,42.159,47.24,49.081,51.403,53.414,48.554,45.453,45.896,46.812,43.246
1280,B,False,607.61,611.02,622.0,654.86,648.6,638.44,690.59,725.73,735.82,714.38,703.91,705.74,723.67,734.01,730.82,770.95,781.44,758.9,764.06,785.37
1281,B,False,527.18,527.43,520.41,519.76,525.85,516.98,520.62,524.63,520.73,522.68,524.58,531.78,538.3,530.2,544.66,542.57,551.07,548.14,550.59,543.72
1282,B,False,0.0,0.0,0.0,0.0,0.0,0.011157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1283,B,True,509.75,509.43,508.82,518.1,528.99,538.16,538.8,544.43,545.37,548.57,551.58,549.12,529.49,532.78,540.89,554.0,562.35,565.39,562.84,582.96
1284,B,False,437.72,444.19,428.65,434.17,430.94,417.8,432.04,433.32,442.25,435.41,440.72,451.52,457.14,451.8,440.1,442.43,438.97,443.77,449.07,447.89
1285,B,False,323.04,317.64,311.26,314.74,312.4,316.83,317.37,315.83,313.24,308.99,300.09,292.25,284.71,284.5,293.07,296.68,296.39,292.2,292.99,291.99
1286,B,False,883.35,878.26,869.38,887.69,879.37,872.7,883.97,884.09,891.9,889.94,895.7,899.52,903.61,894.84,900.26,902.27,908.92,886.59,882.92,858.84
1287,B,True,34.172,35.607,40.411,45.709,40.116,38.313,41.811,37.102,40.954,33.596,38.444,33.702,36.457,38.732,42.325,40.614,41.713,41.512,40.537,38.25
1288,B,True,65.268,71.204,78.518,89.773,105.37,106.72,121.86,138.84,145.78,163.78,177.52,173.21,180.45,191.13,224.94,229.4,237.63,262.62,267.75,263.97
1289,B,False,85.213,82.98,83.285,84.191,74.564,74.742,75.92,74.327,77.698,74.089,65.817,69.32,63.398,62.698,66.946,62.997,68.629,71.503,68.272,65.785
1290,B,False,653.71,635.33,640.4,644.42,645.85,639.21,639.87,649.84,655.2,650.36,660.81,656.67,651.79,649.68,672.76,674.0,679.77,685.1,687.27,699.53
1291,B,False,851.76,833.05,830.25,838.05,844.99,841.65,839.37,820.71,832.92,832.02,842.69,846.17,860.5,853.54,879.56,876.81,852.99,851.52,845.88,849.45
1292,B,True,79.994,83.718,85.89,91.965,84.396,92.745,97.274,94.954,95.419,99.156,102.92,105.09,99.849,103.89,107.46,107.48,100.41,99.712,104.17,101.78
1293,B,False,767.55,800.63,809.62,821.16,825.32,835.82,838.23,832.09,842.23,824.68,815.47,818.73,809.15,839.26,856.63,853.86,846.02,870.47,885.92,894.15
1294,B,False,634.67,633.03,635.95,618.97,624.84,635.15,619.16,634.16,630.01,630.42,620.43,624.95,625.57,616.37,613.1,594.82,580.59,593.01,588.3,581.2
1295,B,False,597.76,590.55,592.68,599.25,593.97,596.05,605.63,594.42,600.3,614.0,614.35,603.59,614.42,599.64,585.74,581.31,586.12,579.83,584.84,585.8
1296,B,False,88.227,95.71,99.952,107.57,110.92,115.66,125.32,128.67,120.41,121.82,131.38,132.63,134.39,140.6,145.02,152.52,157.99,153.89,152.22,155.08
1297,B,True,550.36,592.63,592.95,603.9,616.56,621.06,624.66,600.88,612.91,618.78,629.29,643.22,629.05,637.77,650.57,660.83,662.53,669.49,652.46,668.41
1298,B,True,61.858,74.121,73.209,71.952,94.494,94.068,91.527,98.227,98.345,88.275,94.225,105.14,106.01,93.037,122.07,114.24,102.17,125.67,130.01,153.92
1299,B,True,174.87,178.27,183.21,183.17,180.86,192.15,198.54,195.55,194.05,194.03,196.03,200.72,205.79,203.74,198.84,203.69,208.92,211.42,219.9,226.85
1300,B,True,702.44,715.63,711.91,716.28,714.11,703.3,720.4,713.6,733.5,730.92,733.89,742.3,737.1,754.91,768.5,774.19,770.94,789.21,796.75,806.4
1301,B,False,120.64,119.22,124.96,125.44,121.15,125.12,118.57,122.0,128.26,128.28,126.6,125.11,125.46,129.15,128.73,131.82,136.71,134.27,146.42,143.98
1302,B,False,163.91,149.2,162.75,166.19,173.43,170.88,179.74,153.19,173.49,157.85,182.53,157.38,158.47,158.11,156.46,154.14,162.06,164.1,158.3,156.93
1303,B,False,407.28,416.8,430.46,437.03,433.71,433.02,444.3,446.18,456.22,467.79,467.93,485.21,468.38,466.64,470.28,465.69,491.7,497.26,501.69,491.63
1304,B,False,767.89,779.13,787.76,810.52,842.4,860.97,893.06,890.76,909.98,898.01,910.92,920.82,904.67,896.86,879.82,859.14,868.93,888.85,893.06,868.42
1305,B,True,1041.5,1050.6,1094.6,1122.6,1118.1,1080.4,1084.2,1112.6,1068.0,1084.2,1112.6,1112.0,1100.7,1093.4,1108.0,1117.9,1116.9,1104.8,1103.4,1148.7
1306,B,False,320.52,319.48,323.1,323.29,324.44,322.85,319.98,312.25,318.5,317.5,319.87,312.19,315.61,315.21,324.36,323.37,317.9,318.58,316.1,324.16
1307,B,False,464.77,448.95,441.95,430.93,422.79,414.68,410.38,398.6,406.7,398.57,415.07,400.19,406.89,395.76,397.58,404.74,396.77,397.77,409.89,403.17
1308,B,False,191.34,191.97,195.73,188.98,192.13,186.69,190.19,201.09,203.83,203.16,199.91,211.99,211.13,219.1,233.34,230.45,235.26,229.06,230.1,241.86
1309,B,False,47.283,46.34,46.836,42.026,43.393,41.611,45.309,46.377,44.625,43.187,46.232,40.782,41.51,45.203,46.168,46.707,51.133,50.644,46.707,49.449
1310,B,True,331.81,341.88,338.92,351.68,361.92,372.05,376.78,385.04,392.11,388.04,400.42,412.64,410.61,418.0,424.6,447.25,457.65,469.03,480.95,496.48
1311,B,False,933.16,919.33,932.11,919.05,919.97,958.74,971.93,985.66,974.13,975.72,966.49,965.3,957.87,975.12,978.11,987.77,977.46,966.09,970.52,964.62
1312,B,False,33.181,55.587,56.002,64.908,73.497,84.492,95.273,93.593,89.808,93.24,96.174,105.62,112.77,107.66,112.94,115.31,115.32,123.52,138.87,133.81
1313,B,False,834.11,823.99,829.37,840.83,849.48,836.86,828.39,816.27,814.54,832.9,840.3,830.43,844.81,851.97,839.48,861.61,871.7,863.08,861.24,835.67
1314,B,False,229.42,237.76,229.66,230.53,228.32,229.81,229.39,238.9,230.39,225.7,225.74,231.26,229.49,242.65,238.61,244.14,254.29,253.4,250.0,254.22
1315,B,False,367.45,372.09,383.05,390.68,393.77,388.43,386.31,394.33,390.49,393.93,380.18,384.22,381.65,378.63,367.15,366.23,354.9,360.96,358.95,370.59
1316,B,True,249.86,251.84,255.24,251.07,250.98,258.85,254.54,264.46,270.08,278.68,281.57,287.09,299.97,307.36,300.39,290.13,285.58,288.35,294.04,284.77
1317,B,False,1103.3,1104.5,1164.7,1103.6,1084.8,1098.9,1073.6,1068.5,1016.5,1072.2,1040.2,1059.2,992.7,1009.4,1054.2,1044.4,984.16,972.43,958.39,936.64
1318,B,True,183.89,186.98,185.38,178.85,184.63,179.55,181.0,181.08,178.43,176.99,176.85,170.38,173.87,176.82,178.69,171.5,176.97,176.01,174.0,185.16
1319,B,False,390.24,384.6,378.21,390.7,380.08,380.45,379.24,370.32,363.15,360.92,372.51,376.79,386.52,392.53,390.02,388.51,397.37,405.86,418.53,425.05
1320,B,False,152.69,158.0,160.08,160.81,159.32,161.28,162.35,168.9,164.32,159.33,159.24,158.9,163.44,171.77,185.72,192.39,199.51,199.69,198.03,201.71
1321,B,False,400.26,406.08,411.2,413.89,431.69,434.47,437.79,425.02,427.45,429.09,428.39,441.55,423.26,423.95,419.52,410.6,406.0,387.78,386.07,386.07
1322,B,False,93.985,94.488,92.228,93.731,96.293,89.576,89.17,88.662,87.644,90.426,88.313,84.771,82.792,81.208,80.161,81.685,84.161,88.261,78.798,82.445
1323,B,False,118.46,121.0,123.23,125.04,133.01,130.25,139.79,140.57,139.66,146.9,145.35,145.87,150.55,147.99,154.49,161.77,165.84,166.78,175.56,185.94
1324,B,False,105.81,106.29,108.82,114.51,115.24,117.32,116.03,112.38,117.53,116.09,120.07,112.99,110.58,108.79,112.96,117.29,117.18,116.75,125.52,119.33
1325,B,False,478.56,464.79,458.93,449.1,449.29,449.17,441.61,457.9,460.98,460.19,465.71,485.06,486.7,499.87,493.6,508.42,505.26,514.06,515.42,515.35
1326,B,False,93.473,100.57,101.04,97.58,98.596,99.083,99.26,101.63,99.347,98.36,101.11,102.4,108.8,108.15,108.44,107.76,103.95,110.76,119.41,120.51
1327,B,False,333.43,323.1,328.33,348.74,347.86,347.7,351.95,353.34,351.39,354.03,358.94,366.97,358.05,355.13,362.66,365.1,362.54,355.22,360.81,357.21
1328,B,False,661.06,668.37,666.36,665.06,657.44,652.62,663.58,672.93,662.84,660.24,659.62,662.99,661.79,664.8,655.89,681.42,676.38,678.43,673.16,671.43
1329,B,False,121.97,115.82,114.0,111.21,111.58,112.39,112.34,109.48,109.18,109.6,107.26,104.16,105.02,99.007,98.255,99.923,96.771,97.234,92.96,90.558
1330,B,False,137.29,143.12,136.38,134.38,132.4,135.88,136.22,134.01,133.43,132.02,127.23,124.14,130.67,129.15,131.79,128.08,127.67,124.46,124.5,116.47
1331,B,False,252.67,256.57,245.57,232.68,218.89,220.92,202.91,209.67,209.79,206.11,204.11,199.48,204.83,198.05,200.29,200.84,211.66,197.57,197.55,203.38
1332,B,False,364.55,366.81,367.1,380.95,380.28,376.11,380.51,372.39,372.96,375.69,379.3,374.49,364.07,369.38,375.57,373.56,367.05,361.25,357.69,348.67
1333,B,False,487.52,492.98,498.41,482.36,497.87,487.66,485.28,478.51,476.56,471.3,477.3,464.64,477.18,466.73,470.53,470.22,480.83,486.44,487.64,488.39
1334,B,False,512.73,515.54,517.15,500.31,496.72,486.3,499.88,493.26,499.68,504.93,507.91,512.4,506.9,506.87,504.07,511.21,502.86,490.28,477.6,476.74
1335,B,True,183.62,183.14,195.98,204.8,208.88,222.28,223.59,227.04,232.52,231.78,231.06,237.83,236.69,240.74,242.08,238.5,259.03,257.75,251.96,265.97
1336,B,False,881.54,868.47,872.64,883.88,872.01,869.06,855.64,872.24,848.41,832.95,850.13,846.38,836.54,826.73,816.17,809.28,802.6,787.55,786.33,789.94
1337,B,True,255.26,261.27,266.6,256.7,253.98,260.53,254.17,261.24,269.65,262.21,269.19,277.3,276.93,287.06,293.6,292.9,295.94,309.31,320.23,321.01
1338,B,True,109.75,114.12,111.22,110.03,105.81,106.29,108.82,114.51,115.24,117.32,116.03,112.38,117.53,116.09,120.07,112.99,110.58,108.79,112.96,117.29
1339,B,True,99.979,102.6,104.66,105.72,107.54,105.05,102.6,100.27,95.629,98.396,101.32,96.988,95.283,94.154,92.531,93.731,93.393,89.433,88.62,83.92
1340,B,False,40.1,42.861,39.65,38.288,40.358,42.473,45.617,42.535,45.673,49.356,48.417,45.52,45.468,47.121,51.667,51.826,50.137,44.348,41.848,39.06
1341,B,False,685.1,687.27,699.53,712.05,706.56,717.74,702.34,713.31,734.08,755.42,759.93,760.63,749.69,767.01,748.05,736.21,734.7,747.02,733.74,719.65
1342,B,False,128.58,128.99,131.09,136.15,133.06,129.64,134.94,137.46,136.22,132.76,128.01,136.81,135.49,136.88,138.51,137.06,135.18,132.52,137.56,139.29
1343,B,False,980.36,982.98,986.72,974.94,968.45,970.35,965.72,957.07,961.22,957.39,958.58,950.46,951.67,943.5,953.68,932.25,935.24,943.67,939.9,939.13
1344,B,False,122.09,122.91,126.19,138.29,135.23,138.05,143.39,148.21,158.78,160.36,164.84,170.35,168.81,165.56,170.42,162.89,171.22,171.77,169.43,165.39
