,FLARE_TYPE,COINCIDENCE,ABSNJZH_1,ABSNJZH_2,ABSNJZH_3,ABSNJZH_4,ABSNJZH_5,ABSNJZH_6,ABSNJZH_7,ABSNJZH_8,ABSNJZH_9,ABSNJZH_10,ABSNJZH_11,ABSNJZH_12,ABSNJZH_13,ABSNJZH_14,ABSNJZH_15,ABSNJZH_16,ABSNJZH_17,ABSNJZH_18,ABSNJZH_19,ABSNJZH_20
1162,B,False,75.89,84.2,86.861,80.215,81.632,89.642,88.425,84.008,85.911,81.669,70.138,68.922,77.326,80.053,86.79,84.17,90.814,80.82,82.448,79.473
1163,B,False,89.545,55.882,43.95,60.205,71.732,68.67,63.648,72.015,60.722,54.843,61.059,72.484,67.072,50.061,39.352,56.841,53.227,44.337,44.303,38.71
1164,B,False,57.617,55.65,62.937,53.373,68.618,66.16,54.709,70.544,62.386,65.387,61.664,59.112,54.524,60.213,58.695,57.792,51.86,44.768,37.703,38.209
1165,B,True,88.107,91.69,89.02,104.53,103.97,115.17,111.43,117.85,114.89,113.25,114.47,112.91,105.6,101.74,97.751,90.323,98.626,99.219,85.033,91.69
1166,B,False,51.444,41.421,44.662,43.379,45.748,52.378,59.09,51.401,49.194,50.297,51.142,53.513,59.417,61.012,64.385,62.579,60.64,62.904,74.394,74.957
1167,B,True,28.126,16.055,28.17,24.717,22.594,5.5099,19.63,5.4485,4.6343,7.4451,11.641,27.085,28.646,36.318,13.04,14.087,41.88,18.985,6.3547,8.3517
1168,B,False,14.88,14.52,13.194,19.009,16.774,12.171,11.936,14.572,17.153,15.253,17.45,23.187,21.368,24.19,18.605,15.997,16.675,20.094,17.368,11.696
1169,B,True,12.14,12.249,11.162,11.889,6.9202,3.589,6.2235,11.117,7.3945,10.159,12.371,15.146,13.744,14.493,15.055,16.993,13.412,19.549,15.737,15.869
1170,B,False,197.98,185.5,188.86,176.99,182.69,169.4,181.63,171.86,168.35,164.07,166.98,169.0,154.22,157.91,153.02,153.38,156.6,157.11,155.35,171.21
1171,B,False,102.81,111.55,107.91,85.943,91.809,82.513,75.009,98.429,96.384,88.409,89.559,88.999,87.735,73.327,71.961,70.842,68.91,76.622,76.997,72.157
1172,B,False,11.652,12.734,3.8163,9.7006,0.5429,6.8169,0.87546,12.118,10.662,10.454,3.92,1.5729,1.3136,1.5527,0.46853,8.3336,6.9053,0.41358,6.1147,8.7557
1173,B,False,1.5677,12.531,7.7113,1.3579,5.0125,3.7591,28.518,24.952,28.21,27.109,15.346,28.538,9.8079,0.84356,10.118,13.341,12.471,33.259,12.561,19.464
1174,B,True,41.711,45.988,50.194,50.42,41.153,39.622,39.371,42.315,42.613,43.656,40.196,31.165,39.439,45.884,54.072,66.101,56.743,59.806,58.258,55.826
1175,B,False,24.005,22.127,22.682,22.758,21.27,21.533,23.939,25.482,22.997,27.687,31.571,30.796,29.373,30.947,28.867,33.528,39.36,34.779,38.31,27.805
1176,B,False,162.51,159.18,163.54,165.78,172.54,159.74,179.41,197.96,211.92,222.61,212.36,216.03,236.45,227.21,219.91,236.7,231.35,233.51,242.42,252.04
1177,B,False,26.861,26.279,17.746,13.885,19.088,16.978,15.787,12.131,11.363,16.073,16.931,12.674,10.087,15.06,13.477,8.9938,10.521,16.455,8.7552,12.818
1178,B,False,26.606,34.408,42.126,31.862,41.35,50.134,50.394,49.901,36.207,37.47,38.071,38.262,34.088,26.534,36.588,29.326,35.0,24.498,43.213,49.44
1179,B,False,0.22233,0.047126,1.6076,0.30485,0.046919,0.67091,1.1233,1.7888,1.8007,1.3892,2.4781,0.86122,1.8533,1.8692,1.5559,0.155,1.2667,0.52061,0.16773,1.9257
1180,B,False,5.1904,2.8916,2.4931,8.3706,9.6479,6.8156,3.2602,9.102,6.7348,6.273,5.7373,10.672,9.9089,6.943,2.8003,8.1274,2.708,3.7537,8.8536,2.2204
1181,B,True,7.6974,0.8752,2.7078,2.4398,4.0809,8.9133,8.2325,10.433,7.257,13.32,12.349,5.9784,8.5719,14.708,14.824,16.964,11.661,14.39,21.357,23.352
1182,B,False,40.574,39.598,38.958,31.234,35.581,36.037,35.939,37.796,35.533,34.622,30.348,34.864,33.749,39.313,38.517,39.857,31.78,35.204,34.044,39.949
1183,B,False,54.243,52.002,51.848,40.41,48.156,39.799,55.163,38.467,48.137,53.606,55.241,52.751,61.268,61.309,52.774,36.573,42.232,40.598,41.709,38.582
1184,B,False,46.07,52.724,59.859,55.029,55.546,47.785,57.449,40.656,68.963,85.765,84.188,105.37,111.99,114.35,122.77,117.69,119.02,119.06,97.042,102.52
1185,B,False,27.039,30.843,36.035,27.347,32.731,26.387,30.114,44.734,40.129,40.907,44.517,42.676,40.797,40.855,36.308,27.938,29.497,26.645,25.541,26.745
1186,B,False,20.392,4.4992,4.6304,6.1726,8.5511,6.7912,18.637,7.8577,11.084,6.2583,32.724,6.2383,6.5145,7.9386,11.563,12.089,105.8,9.6533,5.8136,2.5159
1187,B,False,47.818,47.202,46.015,45.858,45.955,44.066,43.676,47.253,49.953,56.007,51.901,51.227,53.604,58.213,59.553,58.249,63.648,60.309,58.382,61.35
1188,B,False,19.412,18.623,22.722,25.214,25.516,27.108,32.355,29.742,29.122,30.239,29.45,39.769,44.17,36.819,30.84,34.941,30.3,34.764,37.375,34.235
1189,B,False,0.71484,3.4015,1.467,0.48944,3.6525,0.87408,1.5023,1.2851,0.2437,2.8461,4.0067,5.065,1.8893,3.5132,6.2219,5.6796,7.9303,7.2855,8.2237,5.8018
1190,B,False,160.48,168.15,163.7,103.28,101.86,170.95,178.16,141.72,134.15,132.53,136.28,190.35,192.84,186.45,192.34,190.18,195.02,189.16,175.69,174.13
1191,B,True,105.4,99.381,100.94,102.79,108.4,112.2,112.04,109.5,115.09,110.86,105.18,108.62,123.27,122.37,115.19,117.79,114.42,107.22,107.52,112.67
1192,B,True,60.323,55.059,59.504,50.711,57.976,54.846,56.523,52.197,46.663,34.299,43.374,42.466,41.253,46.671,36.439,40.925,49.755,48.815,52.621,50.694
1193,B,False,10.423,11.643,10.839,12.883,13.674,17.89,16.259,18.649,17.978,11.777,14.178,16.06,15.58,14.159,13.681,11.383,12.921,9.5197,8.5293,12.683
1194,B,False,92.475,95.646,98.325,84.461,88.19,84.068,85.37,87.008,77.761,87.536,88.746,84.175,89.941,91.03,90.758,98.287,98.448,93.357,75.282,79.663
1195,B,False,4.4456,0.7239,2.024,1.0286,0.55994,0.92455,2.6669,2.1446,3.9539,0.32513,3.9166,3.0179,4.4264,3.4414,3.0714,3.455,2.1841,0.14843,2.8696,0.33097
1196,B,False,7.794,11.419,9.5339,12.506,7.8166,5.0469,13.636,19.695,12.567,15.849,17.996,21.871,18.088,20.011,21.44,24.083,19.713,23.071,20.859,18.488
1197,B,False,234.53,209.02,243.72,255.72,244.68,252.29,242.34,244.82,233.92,218.87,229.38,240.22,253.52,248.79,256.64,248.45,238.7,253.46,250.57,231.27
1198,B,False,18.372,34.38,33.376,23.839,21.333,30.088,27.304,25.942,26.518,27.989,34.448,31.705,24.504,22.457,30.944,31.222,33.191,35.984,44.999,53.606
1199,B,False,11.886,3.9519,18.191,11.482,10.79,10.655,20.682,20.686,15.628,17.455,23.659,16.869,6.2733,10.789,21.742,16.481,3.7563,12.301,4.813,5.5661
1200,B,False,22.509,20.252,25.771,24.25,20.725,19.865,21.824,21.52,20.081,21.103,23.638,22.069,20.875,23.544,23.023,23.416,24.998,25.029,25.584,23.181
1201,B,True,12.089,18.31,14.61,17.041,17.488,19.798,17.209,18.562,19.573,17.303,16.359,20.172,22.769,26.047,24.374,23.533,23.207,26.881,31.996,28.241
1202,B,False,33.549,28.981,35.183,36.566,39.143,33.551,42.096,37.459,39.001,42.577,49.533,45.054,44.586,47.305,38.543,34.715,43.885,42.592,41.79,38.411
1203,B,False,26.704,42.274,28.031,25.758,31.312,36.513,37.026,31.942,39.376,34.942,42.042,49.584,47.331,42.176,46.82,47.145,43.902,37.864,41.876,33.724
1204,B,False,16.394,21.711,14.632,4.3866,3.5808,0.79635,1.3219,9.6727,2.2795,6.3755,8.84,0.83751,3.3087,1.9933,2.0948,8.088,4.7457,2.8543,1.5011,2.3879
1205,B,True,25.763,32.215,28.359,30.9,26.381,31.178,30.049,32.272,29.991,24.158,28.699,24.144,21.448,16.693,20.954,15.504,15.97,24.628,21.3,16.774
1206,B,False,59.806,58.258,55.826,59.369,58.366,65.013,62.197,63.245,68.879,67.511,72.877,63.844,70.63,65.578,62.35,63.274,71.678,74.128,64.246,66.316
1207,B,False,67.059,67.244,59.495,56.892,53.446,62.924,63.869,57.213,58.329,65.109,69.324,69.533,69.433,68.298,62.677,68.121,68.47,66.871,66.376,69.19
1208,B,False,3.3876,4.3992,4.2116,1.6027,3.5131,3.6886,4.7961,0.7415,3.258,2.8007,3.1506,2.343,0.70291,0.036738,0.33913,2.3855,0.2352,1.4841,3.019,2.4828
1209,B,False,40.134,33.74,32.081,27.433,22.609,20.679,14.11,19.631,13.623,16.763,12.101,10.475,11.187,19.111,22.227,13.968,11.344,15.599,20.466,23.284
1210,B,False,4.457,5.4631,8.6695,3.7598,4.9724,4.6614,0.98992,2.9481,1.6844,2.6604,1.7078,1.2712,5.0923,4.9731,3.9315,4.9904,5.5376,4.8273,5.1519,8.177
1211,B,True,20.142,19.944,18.264,22.704,21.795,28.638,17.359,21.76,24.623,19.618,23.468,24.486,12.156,10.7,13.007,26.182,16.859,8.2907,8.7199,1.623
1212,B,False,4.5741,2.8603,0.13966,7.2126,3.0849,1.9546,10.685,5.2626,11.522,7.8433,11.886,3.9519,18.191,11.482,10.79,10.655,20.682,20.686,15.628,17.455
1213,B,False,101.73,99.713,102.26,104.01,86.453,85.406,94.062,96.176,93.877,80.23,84.293,101.15,105.68,92.715,96.084,90.87,83.072,80.776,89.243,96.82
1214,B,False,62.898,63.103,55.902,48.224,47.631,39.968,39.491,53.929,54.67,54.719,52.924,55.747,58.216,53.785,53.024,59.44,58.933,44.311,38.054,34.638
1215,B,False,14.303,23.354,23.665,15.013,13.29,10.672,9.1477,19.109,20.922,2.3993,4.9046,15.889,22.419,18.032,9.96,26.204,22.562,37.987,44.579,47.033
1216,B,False,27.191,21.288,29.947,26.878,28.53,29.49,25.102,25.344,24.122,16.006,19.249,19.281,15.599,19.924,22.175,24.502,21.437,25.005,24.268,24.657
1217,B,True,49.042,52.996,50.302,50.944,56.92,45.219,48.518,45.494,52.182,55.097,53.957,56.53,50.591,58.435,56.084,61.961,64.615,70.046,62.026,57.606
1218,B,False,99.908,97.688,88.896,90.027,91.388,92.404,96.131,89.821,90.547,89.632,90.459,96.365,95.64,90.776,82.221,75.217,85.878,84.586,74.907,72.895
1219,B,False,29.799,35.795,19.641,20.904,19.068,23.351,26.521,26.915,22.812,24.067,22.309,21.399,17.841,16.395,12.923,9.6847,23.272,27.536,19.539,14.477
1220,B,False,65.143,64.172,60.351,65.502,54.627,63.696,66.785,71.275,68.165,67.708,61.055,58.045,65.167,57.884,57.375,53.953,56.536,48.832,52.309,53.059
1221,B,False,11.818,15.106,14.663,12.404,11.332,10.788,16.662,6.7838,7.7389,8.5503,7.4371,5.5396,5.7489,4.6531,6.6394,6.1675,3.953,7.7781,1.6018,1.2297
1222,B,False,7.7182,7.0149,9.9428,10.395,5.2251,10.662,9.6043,7.9725,9.0318,11.157,12.642,13.61,11.174,15.272,17.714,14.317,16.662,18.501,12.312,11.925
1223,B,True,40.34,42.253,41.359,20.109,31.098,33.489,31.628,24.32,22.072,22.875,19.611,16.013,25.493,14.469,9.673,17.353,5.7488,19.986,19.455,9.2679
1224,B,False,17.416,31.988,32.534,30.671,34.116,32.824,30.215,41.784,32.641,38.137,45.246,40.336,42.793,35.983,38.489,46.661,52.552,48.183,44.448,55.272
1225,B,False,279.03,248.6,246.19,230.21,231.96,213.57,193.01,196.34,196.65,170.41,169.75,178.77,184.82,197.13,176.77,174.91,165.0,159.63,160.85,155.17
1226,B,False,10.8,2.5028,1.727,12.123,9.818,3.6951,11.024,23.135,3.7704,0.95551,1.4095,25.631,61.416,2.7945,26.701,6.2359,6.1739,55.435,62.591,45.105
1227,B,False,21.076,19.547,24.7,23.171,26.959,26.024,28.714,23.556,26.497,28.186,26.461,32.911,29.135,26.782,24.197,28.782,32.454,30.857,31.359,30.509
1228,B,False,85.985,103.41,103.18,103.77,102.53,107.67,109.99,98.692,80.538,71.445,63.022,67.161,54.702,52.931,62.455,59.946,64.792,89.533,49.252,46.636
1229,B,False,86.489,89.811,91.085,85.813,85.488,75.436,87.89,88.931,92.273,77.841,84.405,91.016,88.386,85.462,81.491,81.041,91.755,87.537,90.731,93.453
1230,B,True,310.77,317.63,315.92,348.02,349.36,342.98,341.51,337.67,352.07,341.82,343.76,325.79,309.46,322.47,334.54,314.73,300.47,304.45,286.45,309.75
1231,B,False,7.6518,8.5971,7.0818,10.489,14.65,9.8581,7.6032,5.4192,0.46839,0.064132,6.215,6.1945,2.0303,2.9136,2.5241,7.7448,6.0964,6.4169,6.6538,8.5846
1232,B,False,53.051,53.737,58.277,65.188,62.609,67.559,65.582,58.289,63.102,53.539,56.415,52.301,54.694,63.924,53.092,45.233,53.351,54.12,44.298,40.286
1233,B,False,6.1616,7.3086,4.7317,3.1316,5.4926,4.2357,5.4746,2.9,5.9649,3.9879,2.8341,2.749,3.3575,0.48865,4.0634,2.5572,4.2615,5.0977,3.9041,1.7121
1234,B,False,23.653,17.213,14.427,11.77,11.342,17.848,8.9766,0.047523,4.0993,7.1657,5.1282,11.383,8.5357,7.2886,5.392,5.8788,5.998,5.8353,2.815,0.12941
1235,B,False,121.1,136.96,124.43,130.73,128.98,141.11,121.59,138.02,143.82,139.9,144.92,156.1,181.39,192.11,208.21,202.44,197.14,197.05,196.09,186.39
1236,B,False,17.488,19.798,17.209,18.562,19.573,17.303,16.359,20.172,22.769,26.047,24.374,23.533,23.207,26.881,31.996,28.241,25.105,19.075,16.267,16.825
1237,B,False,97.794,93.167,90.356,67.988,93.264,82.931,96.148,73.377,100.39,103.06,90.017,81.247,96.748,101.81,100.72,94.667,87.781,84.497,84.794,79.87
1238,B,False,4.9697,4.4761,5.9466,7.3198,5.4229,5.0987,3.2344,4.8783,2.7371,1.1788,5.0912,2.7375,5.6207,6.5163,4.2633,3.0044,5.7179,7.3886,8.8899,4.8731
1239,B,False,37.428,37.182,35.489,48.064,47.776,61.959,68.901,76.711,72.28,74.433,82.002,79.949,78.178,72.801,72.98,65.885,71.079,74.059,78.121,77.239
1240,B,False,147.32,145.52,146.0,149.52,130.71,142.71,118.45,109.5,119.38,119.15,112.84,102.44,106.62,93.482,105.19,93.032,99.398,101.07,86.427,79.053
1241,B,False,9.634,14.232,9.9616,11.306,9.4881,11.962,10.883,13.52,11.117,11.895,9.1922,14.856,9.4094,8.1781,7.5927,5.8115,7.0244,10.252,7.4311,11.822
1242,B,False,14.747,10.411,15.121,6.3977,0.08477,7.3397,6.8356,7.9775,6.8899,12.247,16.754,19.315,21.588,17.526,25.773,44.69,41.834,47.496,46.116,43.7
1243,B,False,150.16,148.23,155.74,158.22,143.51,153.8,161.92,169.46,156.94,142.24,131.56,142.49,138.83,131.65,133.22,132.28,137.93,126.85,128.41,128.14
1244,B,False,49.186,47.834,55.148,35.1,49.084,38.875,33.032,40.454,50.65,51.569,49.993,51.576,64.028,66.873,68.359,58.652,64.68,57.208,62.944,59.387
1245,B,False,54.808,57.896,62.374,57.268,53.931,51.869,51.997,41.91,42.191,48.629,40.102,40.355,43.367,41.556,42.428,40.249,42.358,41.949,47.425,44.826
1246,B,False,143.89,136.29,130.1,146.13,146.19,148.84,143.07,146.58,139.96,123.23,118.02,98.801,108.55,104.98,105.18,104.32,111.62,112.08,118.35,118.85
1247,B,False,14.114,14.748,12.808,12.228,16.839,14.778,11.823,11.911,14.241,11.881,11.26,11.591,11.443,12.91,12.824,14.523,16.048,15.263,18.891,20.844
1248,B,True,5.0791,9.4203,15.456,14.624,6.642,11.179,1.0357,0.39246,10.744,2.6068,16.629,18.986,11.316,0.75944,10.249,2.026,20.796,33.303,9.9974,17.167
1249,B,True,9.8365,6.2992,5.2371,9.8298,5.8738,8.2721,7.4766,9.1202,7.6416,5.9809,10.051,6.1235,9.1379,6.7826,5.769,8.4273,8.6227,6.3079,9.5945,5.6463
1250,B,True,4.8274,0.93959,3.453,2.2849,6.7357,11.172,7.8353,9.6057,6.5602,8.8442,14.699,14.062,0.35111,0.082851,4.575,1.0644,14.977,1.6796,6.5634,0.91962
1251,B,False,50.839,51.933,67.018,61.472,73.32,69.521,66.037,88.725,93.974,93.923,87.511,96.803,75.306,75.801,99.408,97.537,93.035,105.39,120.78,122.86
1252,B,False,29.58,25.567,31.64,30.541,31.931,27.804,31.181,37.576,38.314,45.166,49.645,39.012,37.306,38.973,45.725,46.45,43.32,36.294,45.049,46.634
1253,B,False,195.16,190.7,187.3,179.6,205.56,200.03,182.13,189.08,195.02,173.98,190.88,191.61,184.93,171.15,162.75,174.36,151.23,147.04,146.32,144.6
1254,B,False,321.43,310.77,317.63,315.92,348.02,349.36,342.98,341.51,337.67,352.07,341.82,343.76,325.79,309.46,322.47,334.54,314.73,300.47,304.45,286.45
1255,B,False,24.368,31.054,28.522,36.286,34.126,41.469,41.036,39.128,46.59,40.742,43.658,42.41,35.906,41.041,46.133,43.599,42.571,44.923,38.179,43.217
1256,B,False,5.7376,7.2314,7.1734,9.5343,11.598,6.3705,2.0759,2.5112,9.6061,10.404,4.243,10.403,10.64,12.613,10.867,9.0507,9.4861,9.5503,9.4882,9.5061
1257,B,False,119.12,117.57,121.64,117.91,117.62,114.47,116.8,115.87,116.73,110.54,115.63,111.15,114.23,114.33,116.68,114.1,120.11,124.01,121.65,122.49
1258,B,False,87.58,87.473,87.004,84.585,86.08,91.145,87.49,81.672,84.955,81.971,80.04,81.98,83.542,85.817,85.472,88.509,85.854,88.26,91.543,93.606
1259,B,False,31.364,32.677,34.207,49.953,43.502,37.562,43.544,55.599,47.286,46.253,23.125,29.383,66.775,57.433,65.332,88.695,100.61,98.697,95.624,96.914
1260,B,False,14.891,14.206,18.987,13.628,13.583,12.92,12.988,4.9938,10.375,7.7191,6.0127,8.9297,6.0063,4.7662,5.5083,7.3469,5.0201,5.1846,4.7438,6.5015
1261,B,False,41.804,46.83,49.29,43.274,46.07,52.724,59.859,55.029,55.546,47.785,57.449,40.656,68.963,85.765,84.188,105.37,111.99,114.35,122.77,117.69
1262,B,False,42.007,21.579,40.855,38.925,43.067,48.903,57.861,45.766,61.501,48.249,60.05,57.281,87.144,79.497,89.53,87.648,91.125,77.128,67.466,59.481
1263,B,False,16.23,0.017033,8.417,7.0519,4.0771,5.244,2.6168,1.0103,3.9906,1.4111,0.9197,17.974,22.885,2.2144,1.7476,2.7991,0.057544,0.25977,0.41354,0.27765
1264,B,False,36.022,38.737,45.264,49.329,49.116,42.993,45.307,42.228,46.788,53.472,44.269,37.849,42.409,42.71,38.504,44.372,36.053,39.341,37.325,33.934
1265,B,False,161.08,159.19,153.99,142.59,138.65,134.96,140.82,147.93,144.39,142.01,149.4,152.05,142.62,148.2,147.88,148.68,141.43,143.52,132.7,127.39
1266,B,False,53.068,45.503,38.093,42.98,41.803,43.113,44.996,45.463,54.66,46.556,42.266,29.222,33.325,36.793,31.042,27.489,20.971,23.273,31.121,28.817
1267,B,False,80.991,72.295,60.155,59.81,64.938,66.095,70.163,68.739,69.079,63.335,68.954,77.878,59.136,59.795,53.882,61.484,52.665,60.449,60.639,58.548
1268,B,False,22.657,22.09,23.247,14.46,11.625,12.678,8.5733,11.152,16.487,14.823,15.813,18.57,24.133,29.179,28.092,26.008,13.386,21.096,27.417,33.723
1269,B,False,50.169,56.625,51.282,53.265,50.408,52.746,56.369,54.598,47.61,49.17,43.555,44.617,46.563,47.406,47.312,50.052,51.218,52.696,51.227,42.86
1270,B,False,41.512,34.423,32.083,39.759,32.03,38.241,43.236,35.702,13.976,27.829,45.47,15.004,25.616,49.995,50.039,48.455,45.041,45.839,41.257,35.847
1271,B,False,48.762,61.866,65.598,63.692,70.557,68.364,69.147,67.396,63.744,64.26,60.68,64.593,64.695,62.159,62.279,57.408,49.918,50.024,48.731,51.997
1272,B,False,0.14771,2.4154,7.0629,1.8816,5.1748,1.138,2.6311,2.8447,0.35335,1.9599,0.30845,1.3653,15.393,7.4346,9.0102,6.4124,1.289,0.21372,4.003,9.2443
1273,B,False,22.634,36.918,34.669,34.771,29.982,37.504,43.109,38.171,58.542,51.324,50.733,48.116,32.335,26.159,22.071,30.818,32.335,27.834,41.637,43.337
1274,B,False,3.0445,11.434,3.4678,4.4335,2.9179,1.0364,3.5038,6.1912,7.9744,6.8099,5.8537,8.4938,9.3076,1.033,4.818,3.4035,5.9233,9.4375,6.9659,12.388
1275,B,True,81.34,84.611,82.136,83.179,90.408,84.649,83.022,84.886,84.959,82.466,82.798,87.815,85.129,91.17,94.894,90.461,95.567,91.834,96.094,109.71
1276,B,False,28.528,26.875,29.26,29.941,29.833,35.679,37.203,40.305,41.723,43.962,37.802,36.513,40.877,41.846,40.101,67.712,45.707,51.205,42.752,42.713
1277,B,False,23.761,6.3177,7.9482,12.772,0.13435,4.5522,5.424,10.37,2.5442,5.3213,45.262,15.038,12.957,13.232,4.9428,22.235,28.258,59.538,33.912,54.333
1278,B,False,12.438,14.381,14.698,12.827,13.661,13.966,10.676,11.54,11.779,14.473,14.146,10.724,13.308,13.07,13.193,12.477,12.556,12.892,11.577,12.718
1279,B,False,3.1305,4.1072,3.0089,1.6349,2.0508,2.0646,1.2328,0.80532,1.3302,1.4067,2.788,2.9826,1.6361,1.3113,1.8456,2.1563,2.191,1.6053,1.4132,2.0994
1280,B,False,27.804,20.348,17.39,15.849,34.409,28.812,46.559,72.802,41.728,65.442,54.054,22.872,7.1687,15.069,22.532,12.029,18.372,19.676,5.636,11.644
1281,B,False,14.31,3.034,8.0191,11.495,5.4041,0.50844,8.4803,2.1671,6.2702,8.3448,10.992,8.5347,18.752,21.984,16.879,18.787,10.367,14.633,17.191,10.886
1282,B,False,0.0,0.0,0.0,0.0,0.0,0.0075657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1283,B,True,26.082,27.331,30.573,29.138,29.226,39.987,27.691,12.651,30.509,35.593,34.475,19.252,22.854,19.728,21.008,21.23,23.348,7.9307,4.1108,6.1968
1284,B,False,65.134,69.518,65.681,61.178,53.515,53.349,51.335,46.015,47.729,51.975,54.613,49.503,60.341,57.707,58.625,55.905,52.018,49.947,53.309,47.762
1285,B,False,16.859,18.69,16.498,18.61,19.3,19.089,16.526,17.369,17.866,15.071,18.919,22.373,21.743,18.605,24.664,20.198,22.948,18.903,24.694,26.727
1286,B,False,96.225,113.07,109.63,105.83,109.13,114.29,89.358,108.23,113.91,113.95,106.49,107.52,117.3,125.2,125.7,109.82,124.01,118.34,128.8,130.82
1287,B,True,0.95401,1.0353,1.3704,2.2741,0.22384,2.6967,3.9732,8.021,4.4183,0.84657,2.5302,0.42171,0.22654,2.341,0.38781,4.6104,7.1361,5.7684,2.7517,3.5376
1288,B,True,3.5489,0.55212,7.7329,14.178,11.798,16.61,21.177,29.412,34.359,36.876,49.312,46.838,42.153,41.074,61.047,66.699,44.512,71.848,60.43,60.263
1289,B,False,6.1754,8.6469,7.6329,9.2061,8.2497,11.081,11.889,11.106,18.664,20.629,19.178,19.536,16.133,15.736,14.901,14.71,14.178,12.805,12.293,11.654
1290,B,False,5.676,4.6081,4.8353,5.1871,0.9209,0.77741,2.3774,1.5793,9.0111,2.6677,2.9875,11.663,2.3918,7.8954,3.9906,8.5092,0.54245,13.678,10.4,1.5677
1291,B,False,13.421,17.881,22.995,16.815,16.363,24.178,25.348,19.758,9.3616,10.208,12.267,35.518,17.887,40.638,31.34,44.465,43.57,39.158,35.061,46.099
1292,B,True,10.613,13.575,11.772,10.789,18.455,11.551,17.431,16.172,9.9378,11.795,12.381,10.988,16.957,10.816,10.784,12.205,14.168,14.624,11.054,22.544
1293,B,False,93.865,109.44,109.75,102.46,98.537,97.376,103.78,92.508,86.095,86.468,75.671,81.004,69.369,79.49,78.906,62.294,45.48,47.863,48.2,51.015
1294,B,False,37.329,36.785,24.804,42.417,46.977,46.42,56.093,61.984,75.257,83.806,67.434,63.781,62.115,50.558,65.498,64.196,54.487,61.022,61.809,64.46
1295,B,False,72.053,84.854,82.045,96.187,107.62,113.05,108.07,103.31,119.43,110.7,111.8,106.45,100.92,94.437,104.5,106.17,114.63,114.44,116.42,106.76
1296,B,False,9.6703,0.62754,6.436,11.138,9.6363,12.158,16.945,18.259,10.849,18.568,13.793,15.668,6.7347,8.5465,9.237,7.3753,11.081,9.6271,7.6995,0.59893
1297,B,True,122.13,121.09,115.55,123.83,139.72,116.21,129.74,120.45,120.3,127.72,132.28,138.11,143.34,139.05,140.5,146.47,137.22,120.12,117.34,114.89
1298,B,True,5.5974,0.66545,2.5194,8.4624,1.2374,2.7869,0.48603,2.8186,10.996,10.906,4.1018,12.708,3.7789,11.586,23.656,17.885,16.273,13.937,9.4017,5.9619
1299,B,True,3.4608,2.9345,3.256,5.0662,7.8943,7.6539,10.258,4.1974,2.4354,0.99899,0.54814,3.6417,1.2643,2.5512,2.2414,1.3219,9.0429,7.1254,5.8633,10.775
1300,B,True,20.489,11.449,15.289,22.587,17.873,39.81,36.123,42.389,48.852,43.59,60.201,45.369,45.418,52.023,39.182,38.149,46.428,43.043,47.21,41.727
1301,B,False,4.4999,0.17491,0.75852,1.0684,0.9038,3.1482,4.4554,0.075312,7.6355,1.3398,4.8901,1.407,5.8953,10.001,3.1785,2.4711,11.384,11.871,11.251,9.3335
1302,B,False,10.461,15.54,8.1433,13.973,15.886,7.5861,4.9618,10.767,12.806,7.14,16.691,9.7365,4.6537,5.6905,6.3558,2.4415,2.3078,0.92305,1.7483,4.1942
1303,B,False,24.911,20.852,31.678,15.575,28.156,30.091,32.239,20.587,30.45,29.494,31.244,37.292,10.392,25.605,18.865,25.761,27.405,38.851,40.202,11.017
1304,B,False,210.75,220.68,190.76,176.1,183.52,185.79,187.41,186.27,195.12,177.54,159.02,161.29,150.21,146.12,163.53,163.2,166.68,152.84,148.41,129.64
1305,B,True,137.69,130.17,119.65,87.929,142.88,98.322,146.51,142.5,136.02,111.48,130.09,133.93,156.17,149.96,164.46,151.6,143.0,142.42,136.8,135.45
1306,B,False,13.011,23.806,24.334,25.294,31.587,34.718,38.629,34.61,31.73,34.051,27.798,25.578,31.336,25.768,30.255,28.692,28.684,29.018,28.982,26.682
1307,B,False,3.8948,4.6631,3.6602,16.268,3.9397,5.5512,11.157,3.1363,1.458,6.0605,3.7619,6.9127,3.3719,5.0336,0.78299,3.5693,3.1931,2.201,5.3892,5.4661
1308,B,False,19.232,19.983,31.429,34.505,43.221,26.468,29.827,33.094,36.839,32.407,31.796,42.523,37.984,46.416,44.727,49.424,46.49,36.885,33.341,30.47
1309,B,False,1.6854,2.2433,1.2473,1.1224,2.3047,0.81982,1.6291,2.6177,1.5812,1.9717,0.68056,1.1298,2.0102,1.5417,3.2853,4.1101,4.0256,5.2823,4.4235,4.9309
1310,B,True,38.89,49.623,59.615,63.841,66.506,74.485,86.603,84.464,88.584,84.824,93.434,104.27,102.27,95.798,102.2,107.73,107.34,112.09,115.34,123.76
1311,B,False,142.11,143.6,140.18,140.3,143.22,138.72,141.9,134.2,142.47,144.91,157.2,159.03,165.8,170.46,179.35,190.0,191.25,189.06,191.21,181.86
1312,B,False,1.7261,18.426,20.191,21.606,21.031,25.111,28.818,29.653,32.046,33.636,38.156,44.027,46.095,45.171,45.244,53.643,54.957,60.077,62.662,67.974
