,FLARE_TYPE,COINCIDENCE,MEANSHR_1,MEANSHR_2,MEANSHR_3,MEANSHR_4,MEANSHR_5,MEANSHR_6,MEANSHR_7,MEANSHR_8,MEANSHR_9,MEANSHR_10,MEANSHR_11,MEANSHR_12,MEANSHR_13,MEANSHR_14,MEANSHR_15,MEANSHR_16,MEANSHR_17,MEANSHR_18,MEANSHR_19,MEANSHR_20,MEANSHR_21,MEANSHR_22,MEANSHR_23,MEANSHR_24,MEANSHR_25,MEANSHR_26,MEANSHR_27,MEANSHR_28,MEANSHR_29,MEANSHR_30
0,X,False,50.356,50.329,50.44,50.601,50.497,50.519,50.635,50.621,50.859,50.918,51.096,51.283,51.385,51.531,51.529,51.447,51.264,51.289,51.407,51.53,51.445,51.61,51.664,51.521,51.718,51.693,51.676,51.821,51.531,51.598
1,X,False,50.115,50.201,50.097,49.974,49.751,49.746,49.843,49.637,49.636,49.84,49.792,49.576,49.622,49.503,49.518,49.41,49.629,49.874,49.891,50.027,49.982,50.133,50.204,50.209,50.316,50.263,50.276,50.36,50.238,50.387
2,X,False,38.993,39.151,39.317,39.399,39.261,39.188,39.279,39.22,39.266,39.307,39.215,39.319,39.388,39.069,39.248,39.241,39.122,39.155,39.252,39.193,38.788,38.713,38.72,38.691,38.592,38.723,38.833,39.052,38.931,38.936
3,X,False,43.866,43.994,43.996,43.732,44.165,44.152,44.101,43.962,44.199,44.445,44.442,44.243,44.09,44.372,44.467,44.418,44.542,44.437,44.392,44.045,44.363,44.231,44.322,44.009,43.78,43.571,43.524,43.662,43.304,43.128
4,X,True,39.761,39.341,39.202,39.252,38.756,39.043,38.829,38.889,38.859,39.081,39.014,38.917,39.208,38.808,38.881,38.878,38.863,38.911,38.748,38.828,38.976,39.117,38.989,38.852,39.121,38.889,38.694,38.942,38.813,38.973
5,X,False,41.175,40.776,40.9,40.485,40.714,40.702,40.635,40.399,40.267,40.313,40.177,40.116,40.037,39.897,39.976,40.026,39.781,39.805,40.21,39.555,39.722,39.652,39.621,39.714,39.916,39.892,40.115,39.744,39.799,39.92
6,X,True,44.422,44.898,44.984,44.424,44.609,44.532,44.248,44.408,43.869,43.906,43.88,44.661,44.346,43.616,43.623,43.337,43.186,43.396,43.656,43.44,43.579,43.783,43.851,43.775,43.765,43.387,43.567,43.143,42.818,42.586
7,X,False,45.82,45.717,45.734,46.155,45.898,45.938,46.017,45.675,45.84,45.895,46.017,45.935,45.983,45.908,45.878,45.795,46.16,45.99,45.783,45.885,45.582,45.941,46.055,45.957,46.048,46.252,46.153,46.22,45.912,46.04
8,X,False,45.938,46.017,45.675,45.84,45.895,46.017,45.935,45.983,45.908,45.878,45.795,46.16,45.99,45.783,45.885,45.582,45.941,46.055,45.957,46.048,46.252,46.153,46.22,45.912,46.04,45.945,45.745,46.005,45.928,45.78
9,X,False,45.286,45.451,45.516,45.648,45.703,45.79,45.792,45.767,45.671,45.7,45.832,45.877,45.707,0.0,45.466,45.332,45.302,45.264,45.118,45.019,44.772,44.679,44.594,44.583,46.754,44.749,45.013,45.192,45.353,45.429
10,X,False,38.886,37.619,37.761,37.395,37.576,37.475,37.243,37.14,36.739,36.676,37.106,36.743,36.607,36.051,36.123,35.811,36.808,37.159,37.27,36.178,37.35,36.77,0.0,36.868,37.202,36.63,36.551,36.671,35.658,36.058
11,X,True,37.736,37.491,37.391,37.855,37.918,37.975,37.669,37.757,37.648,37.44,37.591,37.437,37.012,36.932,36.615,36.611,36.37,36.937,36.486,36.643,36.268,36.293,36.432,36.261,36.482,36.487,36.394,36.693,36.501,36.534
12,X,False,35.581,35.609,35.381,35.478,35.56,35.59,0.0,35.929,35.598,35.845,36.055,36.071,36.114,35.745,36.261,36.304,36.743,36.477,36.15,36.395,35.463,36.238,35.804,36.193,36.22,0.0,36.31,36.136,36.437,36.161
13,X,False,38.599,38.622,38.601,38.657,38.533,38.35,38.432,38.469,38.348,38.462,38.259,38.299,38.307,38.408,38.512,38.316,37.947,38.526,38.727,38.601,38.625,38.66,38.66,38.806,38.781,38.914,38.793,38.917,38.797,38.966
14,X,False,44.19,44.219,44.121,44.2,44.32,44.359,44.373,44.584,44.644,44.676,44.887,44.929,44.974,44.827,44.915,44.955,44.834,44.918,44.852,44.814,44.766,44.731,44.654,44.908,44.815,44.711,44.75,44.738,44.812,44.795
15,X,False,44.453,44.461,44.499,44.707,44.403,44.668,44.736,44.856,44.889,45.056,44.881,44.9,44.873,45.108,45.008,45.008,45.045,45.167,45.236,44.957,45.065,44.921,44.827,44.805,44.71,44.481,44.234,44.271,44.28,44.181
16,X,False,32.363,0.0,32.224,32.77,32.398,32.253,32.622,32.553,32.621,32.51,32.578,32.495,32.557,32.395,32.448,32.432,32.718,31.965,31.975,32.067,32.302,32.131,31.866,32.09,32.017,32.013,32.043,31.677,31.461,31.662
17,X,False,48.282,48.385,48.266,48.143,48.267,48.225,48.382,48.341,48.377,48.202,47.84,47.866,47.792,47.877,48.093,48.139,48.464,48.432,48.498,48.616,48.683,48.603,48.601,48.503,48.474,48.394,48.37,48.442,48.44,48.565
18,X,False,13.479,13.787,13.292,13.561,14.056,14.961,14.474,13.979,14.844,14.777,15.878,16.541,16.66,17.064,18.713,19.422,20.031,17.934,19.122,19.85,19.95,19.598,18.399,18.536,18.903,18.7,17.977,17.944,17.548,16.211
19,X,False,26.058,25.632,25.84,26.22,25.925,25.829,25.567,26.004,26.243,25.947,26.262,26.329,25.999,26.325,25.928,26.016,25.744,25.89,25.555,26.012,25.729,25.317,25.645,25.857,24.985,25.575,24.83,24.378,24.588,24.171
20,X,False,44.793,42.833,42.925,42.74,42.862,42.23,41.619,41.672,41.783,41.516,40.695,41.833,39.894,41.158,39.224,39.725,38.543,38.745,37.681,39.667,39.58,39.136,39.827,39.002,39.896,39.495,38.433,39.446,40.001,39.34
21,X,False,38.165,38.071,37.772,38.12,37.459,37.438,37.632,37.434,37.734,37.658,37.028,36.86,36.784,36.717,36.932,36.999,36.778,36.978,37.056,37.183,37.15,37.842,0.0,37.516,37.507,37.426,37.079,37.214,36.762,36.914
22,X,True,44.958,44.918,44.801,44.727,44.658,44.603,44.596,44.52,44.52,44.427,44.387,44.353,44.45,44.274,44.263,44.205,44.176,44.19,44.068,43.965,44.115,44.047,43.991,43.958,43.967,43.861,43.982,43.969,43.877,43.844
23,X,True,39.494,39.545,39.655,39.563,39.607,39.621,39.605,39.587,39.619,39.605,39.474,39.542,39.538,39.49,39.319,39.188,39.087,39.052,39.027,38.934,38.76,38.707,38.598,38.536,38.537,38.567,38.564,38.552,38.565,38.514
24,X,False,33.325,33.123,33.325,33.076,33.251,33.19,33.16,33.015,32.857,32.946,32.9,32.868,32.844,32.807,32.776,32.929,32.837,33.168,32.818,32.837,32.554,32.593,32.847,32.965,33.02,33.108,33.238,33.159,33.111,33.336
25,X,True,39.5,39.706,39.643,39.796,39.867,39.559,39.47,39.695,39.835,39.732,39.684,39.701,39.618,39.78,39.406,39.24,39.323,39.109,39.12,39.227,39.524,39.885,40.199,40.08,40.314,40.186,40.576,40.877,41.041,41.308
26,X,False,44.594,40.079,42.416,44.943,51.721,46.15,47.95,47.671,46.273,47.234,45.819,45.622,44.48,44.257,44.601,43.488,43.067,43.647,42.846,43.752,43.949,44.378,42.692,42.85,42.968,43.314,42.025,42.869,41.066,40.554
27,X,True,49.695,49.148,49.141,48.902,48.839,48.866,49.065,49.064,49.221,49.113,49.021,49.016,49.056,48.894,48.791,48.974,48.482,48.629,48.687,48.607,48.704,48.913,48.871,48.936,48.877,48.774,48.865,48.917,48.879,48.817
28,X,True,48.791,48.974,48.482,48.629,48.687,48.607,48.704,48.913,48.871,48.936,48.877,48.774,48.865,48.917,48.879,48.817,48.648,48.547,48.41,48.196,48.261,48.156,47.99,47.697,47.755,47.617,47.433,47.383,47.555,47.268
29,X,False,36.691,37.143,37.508,36.718,36.9,35.971,35.854,36.516,0.0,36.352,35.392,36.461,37.184,36.296,36.486,35.855,36.188,36.167,35.186,36.105,35.512,35.375,36.065,35.468,35.526,35.234,35.963,35.808,35.164,35.068
30,M,False,34.321,36.054,34.564,34.931,34.115,35.031,33.985,33.368,33.126,33.049,33.635,32.729,31.565,32.273,33.241,33.187,33.955,32.746,32.461,32.921,33.11,32.076,33.094,28.26,32.62,31.917,32.313,31.97,32.251,32.05
31,M,False,26.255,25.691,25.107,27.569,25.501,29.096,29.509,26.859,25.512,24.963,25.469,28.254,25.547,28.304,29.365,29.036,26.747,25.791,26.731,28.518,28.802,29.644,28.515,25.505,29.026,29.619,29.293,28.281,29.341,29.713
32,M,False,32.235,31.996,31.719,31.488,31.534,31.573,31.555,31.623,31.623,31.395,31.787,31.955,31.882,31.908,32.022,31.912,32.046,32.241,32.676,32.866,32.934,32.81,32.924,32.774,32.818,32.797,32.498,32.627,32.772,32.271
33,M,True,39.145,34.934,36.917,35.563,34.27,33.753,34.576,35.055,34.986,38.617,34.35,33.942,35.533,35.694,34.255,33.199,32.016,31.7,33.428,32.331,33.11,31.783,32.697,31.507,31.82,31.246,29.389,30.305,30.707,30.921
34,M,False,21.587,21.728,22.115,21.884,22.063,22.146,22.091,21.652,21.885,21.469,21.73,22.179,21.983,21.847,21.72,22.221,22.01,21.845,21.833,21.728,22.45,22.536,22.47,22.198,22.33,22.224,22.708,22.396,22.136,22.451
35,M,False,30.387,29.979,30.062,30.697,30.807,30.867,31.746,31.22,31.856,31.774,32.111,32.545,32.203,32.203,32.306,32.717,32.502,33.044,33.434,33.746,33.739,34.63,34.204,35.816,35.411,35.389,35.016,35.13,35.735,34.844
36,M,False,26.693,26.689,26.982,27.666,28.139,26.887,27.022,27.307,27.432,27.728,27.874,27.548,28.066,28.809,29.146,29.377,28.629,29.614,29.25,29.333,29.386,29.8,29.988,29.278,29.594,29.759,29.81,29.692,30.249,29.745
37,M,True,40.993,40.947,41.845,42.306,42.431,41.993,42.605,42.502,42.99,43.101,42.014,41.431,42.159,42.816,43.475,43.769,44.395,44.352,44.749,44.795,45.453,44.991,45.189,44.953,44.974,45.338,45.146,44.806,44.661,45.015
38,M,True,50.653,50.588,50.041,49.822,49.844,50.118,50.028,50.127,49.923,49.957,49.749,49.925,50.162,50.368,50.693,50.808,51.098,50.97,50.943,51.236,51.16,51.195,51.204,51.259,51.024,50.795,50.815,50.709,50.841,50.638
39,M,False,29.803,29.142,28.739,29.326,29.327,29.761,30.77,31.134,31.513,31.68,31.306,31.468,31.515,32.266,33.393,32.938,33.712,33.523,32.905,33.625,33.679,33.638,33.693,33.217,32.812,32.479,32.209,32.833,32.746,33.035
40,M,False,50.865,50.719,50.635,50.75,50.731,50.648,50.702,50.501,50.449,50.649,50.454,50.526,50.305,50.175,49.935,49.934,49.894,49.804,49.747,49.589,49.677,49.633,49.795,49.879,50.018,50.166,50.074,49.866,50.004,49.631
41,M,True,41.791,41.557,41.791,41.734,41.821,41.722,41.48,41.494,41.368,41.513,41.263,41.039,40.936,40.972,41.084,40.848,40.373,40.654,40.647,40.728,40.433,40.51,40.638,40.49,40.59,40.744,40.757,40.358,40.33,40.53
42,M,True,41.291,41.202,41.37,41.347,41.477,41.228,41.342,41.128,41.12,41.245,41.453,41.401,41.798,41.673,41.336,41.55,41.335,41.659,41.525,41.447,41.395,41.535,41.488,41.593,41.356,41.283,40.867,40.8,41.23,41.013
43,M,False,40.848,40.373,40.654,40.647,40.728,40.433,40.51,40.638,40.49,40.59,40.744,40.757,40.358,40.33,40.53,40.929,40.651,40.746,40.829,40.936,40.542,40.618,40.293,40.665,40.502,40.578,40.546,40.597,40.631,40.742
44,M,False,41.525,41.447,41.395,41.535,41.488,41.593,41.356,41.283,40.867,40.8,41.23,41.013,41.206,41.093,41.146,40.661,40.823,40.474,40.724,40.597,40.31,40.3,40.364,40.27,40.036,40.232,39.99,39.958,40.218,40.924
45,M,False,41.876,42.142,42.34,42.165,42.155,42.055,42.077,42.546,42.287,42.309,42.544,41.621,41.748,41.865,41.935,42.121,42.181,41.588,41.718,41.508,41.709,41.997,42.483,42.031,41.989,41.967,41.722,42.321,42.228,42.413
46,M,False,27.329,27.776,27.438,27.31,27.526,27.478,27.59,27.399,27.275,27.388,27.364,27.557,27.713,27.499,27.627,27.642,27.371,27.478,27.5,27.414,27.637,27.198,27.039,26.94,26.818,26.835,26.935,27.045,26.821,26.712
47,M,True,39.937,39.701,39.616,39.395,39.289,38.912,38.693,38.562,38.408,38.612,38.575,38.22,38.388,38.43,38.647,38.49,38.558,39.121,39.487,39.563,39.528,39.543,39.216,39.391,39.486,38.903,38.843,38.601,38.682,38.652
48,M,True,31.655,31.685,32.004,31.173,31.462,31.875,31.798,31.457,31.68,31.442,31.063,30.704,31.277,31.77,31.669,31.286,31.349,31.231,31.462,31.638,30.926,31.091,31.405,32.131,31.767,32.103,31.857,31.869,32.246,31.143
49,M,False,38.49,38.558,39.121,39.487,39.563,39.528,39.543,39.216,39.391,39.486,38.903,38.843,38.601,38.682,38.652,0.0,38.277,37.779,37.536,37.317,37.081,37.355,37.645,37.618,37.566,37.356,37.426,37.478,37.477,37.293
50,M,False,39.543,39.216,39.391,39.486,38.903,38.843,38.601,38.682,38.652,0.0,38.277,37.779,37.536,37.317,37.081,37.355,37.645,37.618,37.566,37.356,37.426,37.478,37.477,37.293,36.976,37.276,37.078,37.025,36.917,37.249
51,M,False,43.344,43.983,43.945,43.617,43.479,43.472,43.451,43.614,43.463,43.632,43.792,43.943,44.04,43.687,43.529,43.677,43.787,43.613,43.764,43.831,43.736,43.93,43.939,43.69,43.601,43.538,43.571,43.637,43.415,43.087
52,M,False,35.933,36.151,35.873,0.0,35.873,36.189,36.339,36.515,36.634,36.467,36.499,36.836,36.938,36.251,36.222,35.738,35.606,34.926,35.178,35.085,34.739,34.847,34.434,34.875,34.473,34.282,34.038,34.35,33.948,34.06
53,M,True,33.812,33.657,33.326,33.193,33.59,33.987,32.875,33.223,33.168,33.44,32.887,33.283,33.31,33.606,34.061,33.603,33.307,33.254,33.407,33.266,33.293,33.574,32.97,33.274,33.147,33.241,33.423,32.987,33.075,33.029
54,M,False,33.274,33.147,33.241,33.423,32.987,33.075,33.029,33.129,33.001,33.81,33.515,33.326,33.624,33.643,33.833,33.829,33.83,33.483,33.585,33.753,33.689,33.334,33.673,33.489,33.231,33.157,33.23,33.173,32.851,33.213
55,M,False,33.653,33.982,34.067,34.104,34.387,34.251,33.993,34.223,34.103,34.422,34.756,34.717,34.987,35.035,35.012,34.326,34.476,34.544,34.535,34.171,34.542,34.592,34.558,35.182,35.312,35.44,35.231,35.143,34.827,35.053
56,M,False,35.865,35.994,35.658,35.577,35.094,35.38,35.428,35.06,35.238,35.562,35.757,35.916,36.306,36.281,36.424,36.227,35.414,35.848,35.581,36.073,35.588,39.044,36.106,36.665,36.321,36.375,36.057,36.957,36.53,35.876
57,M,False,35.238,35.562,35.757,35.916,36.306,36.281,36.424,36.227,35.414,35.848,35.581,36.073,35.588,39.044,36.106,36.665,36.321,36.375,36.057,36.957,36.53,35.876,35.685,36.165,35.995,35.58,35.633,35.525,36.936,37.012
58,M,True,51.453,51.402,51.332,51.289,51.416,51.431,51.402,51.515,0.0,51.273,51.418,51.387,51.352,51.228,51.299,51.192,51.222,51.302,51.347,51.542,51.384,51.31,51.429,51.218,51.298,51.484,51.412,51.346,51.276,51.249
59,M,False,51.228,51.299,51.192,51.222,51.302,51.347,51.542,51.384,51.31,51.429,51.218,51.298,51.484,51.412,51.346,51.276,51.249,51.39,51.271,51.395,51.356,51.066,51.256,51.01,51.062,51.104,50.92,50.739,50.924,50.818
60,M,True,36.179,35.912,36.307,35.635,35.965,36.062,36.278,35.977,35.933,36.098,35.777,35.793,35.346,35.275,35.16,34.899,34.973,34.049,34.306,34.092,33.919,34.292,33.843,33.686,33.022,33.543,33.799,33.264,33.197,33.058
61,M,False,33.022,33.543,33.799,33.264,33.197,33.058,33.066,33.68,33.511,33.456,33.671,33.71,33.736,34.285,34.333,34.484,35.188,36.047,35.379,36.795,37.022,36.848,37.45,37.494,36.954,37.51,36.937,37.076,36.687,36.333
62,M,False,34.987,35.011,34.551,35.111,35.026,34.631,34.671,34.262,34.442,34.459,34.467,34.311,34.517,34.321,34.753,34.429,34.39,34.54,34.151,34.313,34.573,34.241,33.984,34.077,33.938,34.001,33.926,33.638,33.647,33.562
63,M,False,32.742,32.832,32.754,32.787,33.018,33.032,32.958,32.815,33.107,32.942,32.889,32.769,32.608,32.605,32.747,32.591,32.703,32.639,32.718,32.633,32.697,32.797,32.722,32.753,32.81,32.858,33.094,33.193,33.374,33.562
64,M,False,39.446,39.622,39.593,39.652,39.993,40.221,40.197,40.01,39.926,39.815,39.75,39.718,39.715,39.739,40.035,40.103,40.233,40.078,39.919,40.121,39.751,39.441,38.878,38.815,38.768,38.594,38.49,38.709,38.719,38.53
65,M,True,27.764,27.383,27.605,26.984,27.503,27.035,26.939,27.272,26.622,26.703,26.725,26.629,26.865,27.158,26.806,27.345,27.133,26.898,27.134,27.497,27.48,27.376,27.522,27.527,27.554,27.47,27.249,27.277,27.317,27.331
66,M,False,27.65,27.411,27.225,27.424,27.202,27.404,27.016,27.217,27.018,27.158,27.109,27.174,27.676,27.581,27.512,27.61,28.068,28.582,28.426,28.594,28.639,28.633,28.532,28.48,28.463,28.326,28.42,28.366,28.172,28.143
67,M,True,44.653,43.378,44.398,45.084,43.956,45.325,43.944,43.658,43.802,44.253,44.491,44.245,43.618,43.634,42.853,42.362,42.201,42.768,41.891,41.255,41.412,40.839,41.225,41.108,40.772,41.549,40.6,40.563,41.454,40.76
68,M,False,40.966,40.362,40.125,39.834,41.058,39.557,39.265,39.208,39.659,39.674,39.687,39.62,39.863,39.456,39.145,39.877,39.708,39.407,39.097,39.646,39.131,39.186,39.464,39.847,40.296,40.198,40.183,40.379,40.142,40.878
69,M,False,28.376,28.656,28.525,28.844,28.673,28.795,28.423,28.599,28.779,28.656,28.639,28.657,28.403,28.342,28.463,28.244,28.179,28.132,28.009,28.106,27.993,27.884,27.86,27.704,27.376,27.449,27.213,27.208,27.219,27.232
70,M,False,42.647,42.332,41.721,41.734,42.119,43.425,42.998,41.718,0.0,40.662,40.499,40.309,38.943,40.28,39.496,38.754,38.331,39.365,39.683,39.678,40.771,39.952,40.598,39.884,39.498,41.094,40.715,40.386,41.0,39.881
71,M,False,29.982,30.872,31.551,31.487,31.891,32.21,31.946,31.912,32.379,32.472,32.755,32.64,32.598,32.469,32.54,32.234,32.181,32.731,32.354,32.298,32.512,32.205,32.236,32.54,32.525,32.625,32.886,32.68,32.708,32.985
72,M,False,37.69,37.582,37.639,38.032,37.945,37.879,38.116,37.865,38.059,38.018,38.252,0.0,38.341,38.288,38.052,38.434,38.214,37.974,37.841,37.891,38.166,38.378,38.302,38.219,38.025,38.323,38.333,38.645,38.261,38.345
73,M,True,46.231,45.959,45.592,45.45,45.473,45.327,45.696,45.722,45.876,46.158,46.418,46.083,45.792,45.971,46.02,46.107,45.989,46.407,46.585,46.991,47.044,46.916,46.918,46.724,46.532,46.456,46.44,45.975,45.753,45.63
74,M,True,45.677,45.459,45.411,45.259,45.111,44.933,44.947,45.13,45.032,44.951,44.788,44.915,44.764,44.452,44.346,44.201,43.885,43.736,43.871,43.832,43.848,44.113,44.185,44.322,44.315,44.254,44.565,44.425,44.341,44.406
75,M,False,53.472,53.553,53.805,53.591,53.615,53.424,53.315,53.539,53.488,53.704,53.693,53.982,53.785,53.919,53.986,53.953,53.938,54.005,53.897,54.091,54.08,54.096,54.202,54.136,54.069,54.054,54.192,54.046,54.015,53.895
76,M,True,43.947,43.987,43.967,43.929,43.845,44.034,43.95,44.036,44.076,43.981,43.987,44.371,44.676,45.037,44.659,44.744,45.065,45.312,45.611,45.434,45.099,45.23,45.324,45.409,45.576,45.55,45.514,45.456,45.422,45.388
77,M,False,43.618,43.674,43.442,43.064,43.132,43.03,43.129,42.935,42.988,43.004,42.722,42.669,42.554,42.592,42.125,42.023,42.404,42.524,42.188,42.271,42.641,42.813,42.552,42.587,42.492,42.728,42.265,42.233,42.13,41.999
78,M,True,43.355,43.195,42.912,42.74,42.802,42.579,42.433,42.264,41.936,42.067,42.169,41.879,42.064,41.989,42.043,41.846,41.925,42.13,41.902,41.853,42.041,41.999,41.88,41.646,41.735,41.487,42.143,42.099,41.756,41.848
79,M,False,40.187,40.025,39.943,39.899,40.103,39.951,39.93,40.11,39.812,39.688,39.587,39.356,39.214,39.131,38.911,38.79,38.98,38.609,38.692,38.451,38.81,38.907,38.993,39.151,39.317,39.399,39.261,39.188,39.279,39.22
80,M,True,28.87,29.085,29.373,29.297,29.556,29.515,29.275,29.608,29.587,29.506,29.258,28.96,28.753,28.737,28.804,28.558,28.463,28.682,28.342,28.36,28.307,28.191,27.859,28.033,28.063,28.184,28.153,28.585,28.668,28.606
81,M,False,27.359,26.982,26.772,26.661,26.314,26.339,26.205,26.049,26.091,25.971,25.713,25.878,25.981,26.011,26.219,26.159,26.165,26.34,26.286,26.27,26.337,26.203,25.983,25.946,25.91,25.751,25.813,25.768,25.563,25.644
82,M,False,26.165,26.34,26.286,26.27,26.337,26.203,25.983,25.946,25.91,25.751,25.813,25.768,25.563,25.644,25.398,25.505,25.526,25.409,25.506,25.622,25.645,25.648,25.545,25.441,25.562,25.522,25.638,25.568,25.617,25.82
83,M,True,42.011,41.929,41.468,41.589,0.0,41.446,41.297,41.353,41.194,41.42,41.155,41.236,41.331,41.115,41.168,41.002,40.823,40.795,40.65,40.508,40.357,40.22,40.475,40.971,41.099,41.525,41.915,41.928,42.192,42.382
84,M,True,38.299,38.407,38.242,38.562,38.72,38.828,38.639,38.437,38.442,38.414,38.396,38.765,38.502,38.336,38.231,38.474,38.285,37.945,37.55,40.634,37.46,37.395,37.106,36.956,37.166,37.413,37.134,37.158,37.435,37.606
85,M,False,35.099,35.294,35.287,35.468,35.528,35.487,35.966,35.838,35.982,35.929,35.86,36.157,36.295,36.478,36.365,36.561,36.259,36.422,35.946,36.036,36.101,36.264,36.571,36.38,36.839,36.794,36.719,36.891,36.821,36.878
86,M,False,32.852,32.85,33.082,32.764,33.182,32.66,32.847,32.799,32.369,32.477,32.328,32.058,32.487,32.328,32.531,32.063,31.861,31.837,32.064,32.152,32.072,31.885,31.723,31.937,31.924,31.719,31.507,31.93,31.697,31.381
87,M,False,26.531,26.611,26.608,26.357,26.239,26.135,26.113,26.098,26.311,26.248,26.487,26.464,26.061,26.128,26.24,26.418,26.444,26.113,26.325,26.264,25.987,25.894,26.307,26.688,26.446,26.804,27.04,27.155,27.601,27.444
88,M,True,30.459,30.324,30.434,30.206,30.173,29.991,30.09,29.971,30.036,29.922,29.819,29.856,29.769,29.692,29.53,29.578,29.54,29.711,29.626,29.734,29.875,30.026,30.581,30.77,30.457,30.502,31.286,30.815,30.787,30.563
89,M,True,42.249,42.235,41.912,42.237,42.129,42.438,42.067,42.089,41.737,41.705,41.835,41.844,41.987,42.071,41.971,41.974,41.772,41.757,41.411,41.511,41.612,41.411,41.505,42.155,42.3,42.09,41.797,41.832,41.873,41.891
90,M,False,40.611,40.751,40.319,40.798,40.828,41.136,41.264,40.982,41.245,40.402,40.976,40.956,40.857,41.092,41.279,41.173,41.668,41.78,41.373,41.457,41.505,41.46,41.367,41.379,41.277,41.011,41.012,41.359,41.401,41.295
91,M,False,30.306,30.444,30.546,30.704,30.331,30.27,30.477,30.109,30.032,30.053,30.13,29.793,30.21,30.275,30.089,30.0,30.037,30.028,30.211,30.136,30.231,30.774,30.784,30.99,30.755,31.056,31.511,31.629,31.858,31.53
92,M,True,41.277,41.011,41.012,41.359,41.401,41.295,41.539,41.828,41.146,42.103,41.763,41.869,41.669,42.444,41.569,41.982,41.886,42.564,43.088,42.671,42.59,42.304,42.316,42.594,42.671,42.145,42.247,42.049,42.548,42.139
93,M,False,41.359,41.401,41.295,41.539,41.828,41.146,42.103,41.763,41.869,41.669,42.444,41.569,41.982,41.886,42.564,43.088,42.671,42.59,42.304,42.316,42.594,42.671,42.145,42.247,42.049,42.548,42.139,42.174,42.354,42.355
94,M,False,42.103,41.763,41.869,41.669,42.444,41.569,41.982,41.886,42.564,43.088,42.671,42.59,42.304,42.316,42.594,42.671,42.145,42.247,42.049,42.548,42.139,42.174,42.354,42.355,42.051,42.706,42.486,42.169,42.823,42.933
95,M,False,41.982,41.886,42.564,43.088,42.671,42.59,42.304,42.316,42.594,42.671,42.145,42.247,42.049,42.548,42.139,42.174,42.354,42.355,42.051,42.706,42.486,42.169,42.823,42.933,42.692,42.666,42.409,42.436,42.565,42.472
96,M,True,45.362,45.632,45.835,45.123,45.364,45.474,46.0,45.582,44.976,45.312,45.458,45.362,45.191,45.162,44.932,44.79,45.068,44.994,45.262,45.099,45.219,44.959,44.924,45.241,45.52,45.389,45.652,45.694,45.23,45.281
97,M,False,33.445,33.193,32.602,33.631,33.113,33.264,34.507,35.21,35.397,37.2,37.92,36.125,36.862,36.629,36.382,36.523,36.283,37.048,37.651,38.314,38.072,38.327,38.291,38.255,38.441,38.525,38.325,38.129,38.22,38.5
98,M,False,48.032,48.286,48.182,48.497,48.478,48.401,48.512,48.361,48.497,48.132,48.246,48.132,48.018,48.048,48.2,48.258,48.252,48.126,48.224,48.292,48.118,48.121,48.097,47.965,48.126,48.154,48.361,48.438,48.472,48.549
99,M,False,53.842,53.866,54.059,53.827,54.105,53.943,53.924,53.793,53.669,53.53,53.378,53.396,53.055,52.893,52.788,52.991,53.025,53.19,53.382,53.536,53.787,53.746,53.824,53.76,53.863,53.809,53.855,53.723,53.671,54.001
100,M,True,48.414,48.777,48.938,48.768,48.541,48.349,47.959,47.443,47.614,47.556,47.936,47.773,47.307,47.358,47.218,47.138,47.05,47.377,46.97,47.293,47.784,47.16,47.616,46.979,47.364,46.951,46.792,46.787,46.773,47.204
101,M,True,51.607,49.729,50.408,52.356,50.619,50.668,52.462,51.668,51.486,51.37,51.993,52.271,52.184,51.555,51.667,51.448,51.564,51.298,51.535,51.825,51.617,51.343,51.594,52.075,51.98,52.329,52.539,52.427,51.869,52.223
102,M,False,41.829,41.922,42.392,42.3,42.166,41.802,41.584,41.47,41.265,41.591,41.319,41.592,41.507,41.352,41.31,41.724,41.301,41.451,41.599,41.622,41.743,41.459,41.694,41.794,41.653,42.032,41.657,41.899,41.647,41.418
103,M,False,29.466,29.524,29.324,29.21,29.334,29.254,29.099,29.242,29.254,29.242,29.298,29.411,29.432,29.517,29.537,29.749,29.664,29.635,29.626,29.604,29.692,29.582,29.383,29.274,29.061,28.861,28.667,28.698,28.773,28.531
104,M,False,28.857,28.897,28.853,28.764,28.799,28.949,29.028,28.983,28.931,29.124,29.023,29.302,29.284,29.394,29.437,29.483,29.541,29.399,29.471,29.569,29.676,29.742,29.943,30.162,30.102,30.291,30.38,30.161,30.155,30.274
105,M,True,48.218,48.18,47.807,47.247,47.22,47.105,47.05,46.351,46.772,46.836,46.344,46.272,46.675,46.492,46.819,46.536,47.224,46.739,46.619,46.304,46.992,46.828,46.447,46.953,47.193,46.663,47.314,47.671,47.039,47.189
106,M,True,44.61,44.332,44.529,44.134,42.825,43.521,43.167,42.936,42.86,43.575,42.981,43.25,43.299,42.979,43.432,42.927,43.466,42.745,43.136,42.312,42.781,42.252,42.452,42.16,42.014,41.74,42.205,41.95,41.917,41.912
107,M,True,39.781,39.805,40.21,39.555,39.722,39.652,39.621,39.714,39.916,39.892,40.115,39.744,39.799,39.92,39.746,39.821,39.86,39.786,39.765,0.0,40.203,40.357,40.239,40.281,40.231,40.454,40.49,40.278,40.197,40.187
