,FLARE_TYPE,COINCIDENCE,MEANSHR_1,MEANSHR_2,MEANSHR_3,MEANSHR_4,MEANSHR_5,MEANSHR_6,MEANSHR_7,MEANSHR_8,MEANSHR_9,MEANSHR_10,MEANSHR_11,MEANSHR_12,MEANSHR_13,MEANSHR_14,MEANSHR_15,MEANSHR_16,MEANSHR_17,MEANSHR_18,MEANSHR_19,MEANSHR_20,MEANSHR_21,MEANSHR_22,MEANSHR_23,MEANSHR_24,MEANSHR_25,MEANSHR_26,MEANSHR_27,MEANSHR_28,MEANSHR_29,MEANSHR_30
1871,N,False,26.811,26.797,27.169,27.482,26.831,26.192,25.003,24.753,24.548,24.45,23.346,23.258,24.16,24.778,24.689,24.098,24.402,22.878,22.91,22.535,23.044,23.204,23.414,23.51,23.519,22.799,22.768,22.926,22.366,22.135
1872,N,False,49.621,49.221,49.507,49.26,49.586,49.722,49.523,49.294,49.276,49.018,49.019,49.302,49.993,49.847,50.035,49.382,49.422,50.349,49.801,49.767,50.618,49.527,49.714,50.472,49.847,49.962,50.594,50.557,50.261,50.095
1873,N,False,22.475,22.932,22.919,23.087,23.179,23.21,23.616,23.936,23.429,23.558,24.249,24.33,24.413,24.862,24.566,24.771,24.559,24.86,24.96,25.122,24.865,24.859,24.762,24.895,25.072,25.479,25.259,24.927,24.867,24.732
1874,N,False,25.518,24.776,24.866,25.106,25.31,24.898,24.959,25.279,25.32,25.483,25.171,25.671,25.062,24.863,24.991,25.078,25.252,25.152,25.385,25.104,25.658,25.307,25.818,26.052,25.736,25.783,26.428,26.271,26.389,26.121
1875,N,False,35.006,34.524,34.443,34.984,35.088,35.38,35.541,36.12,35.805,35.667,35.408,35.782,35.86,36.182,35.605,35.655,36.026,35.78,35.496,35.481,35.909,35.503,35.524,35.915,35.41,35.673,35.367,35.204,35.125,34.889
1876,N,False,24.18,24.294,23.733,24.137,23.716,22.807,23.055,22.918,22.83,22.974,23.05,23.055,22.76,22.953,23.404,23.234,23.06,23.193,23.667,24.081,23.69,23.76,23.351,22.812,24.022,24.163,24.176,23.812,24.366,23.585
1877,N,False,38.092,38.177,37.239,37.65,36.567,36.79,36.765,36.892,35.258,34.423,35.367,34.707,35.427,34.829,33.41,33.678,34.752,34.488,33.654,33.823,33.831,34.781,34.278,33.564,34.161,32.545,33.098,33.542,34.436,33.489
1878,N,False,39.887,39.788,39.841,39.758,39.668,39.589,39.55,39.992,39.396,39.266,39.154,38.778,39.366,39.066,38.59,38.429,38.307,38.35,38.507,38.635,39.094,38.794,38.761,39.865,39.579,39.967,39.519,39.282,39.313,39.415
1879,N,False,23.242,22.737,22.937,22.14,22.908,22.389,23.087,23.018,23.071,23.139,23.899,24.201,24.533,25.125,26.076,25.73,25.476,25.525,25.764,26.582,27.065,27.112,27.24,26.76,26.773,26.555,26.497,25.896,24.313,25.984
1880,N,False,23.412,23.764,23.591,23.67,23.528,23.534,23.3,23.396,22.81,22.677,22.807,22.551,23.023,23.435,23.174,23.012,23.146,22.96,23.361,24.141,23.993,24.865,23.629,24.615,24.55,25.101,25.515,25.301,24.596,26.093
1881,N,False,28.648,28.698,28.533,28.894,28.414,28.482,28.384,28.326,28.374,28.224,28.044,28.081,28.358,28.296,28.275,28.217,28.142,28.136,27.979,27.966,28.193,28.253,28.234,28.206,27.92,27.839,27.816,27.77,28.048,28.091
1882,N,False,31.512,31.623,31.096,31.867,31.933,31.153,31.262,31.216,31.842,32.377,32.381,31.703,30.928,31.393,30.935,31.528,31.663,31.418,31.414,30.623,31.418,31.8,31.225,30.504,30.356,30.605,31.413,30.365,31.01,30.95
1883,N,False,34.427,34.298,34.077,34.234,34.295,35.368,35.127,34.472,34.666,35.127,34.643,34.342,34.127,34.139,34.011,33.596,33.385,33.517,33.47,33.686,33.831,33.426,33.712,33.85,33.385,33.112,33.582,32.949,33.294,33.544
1884,N,False,22.415,21.152,20.473,21.464,21.879,21.629,21.246,21.027,20.387,20.714,22.272,20.635,21.034,21.061,20.392,20.958,21.671,21.944,21.548,20.823,21.081,20.83,20.382,21.107,21.963,21.426,21.625,21.641,21.12,20.192
1885,N,False,26.75,26.073,26.962,25.525,25.442,26.836,27.816,28.66,25.979,27.081,28.316,27.987,25.505,24.507,25.504,24.914,23.473,25.377,26.651,26.858,29.471,32.708,35.018,34.043,35.061,34.3,35.522,34.234,31.83,33.575
1886,N,False,40.583,40.291,40.459,40.793,40.289,39.397,39.736,38.943,39.992,39.882,40.693,41.728,42.148,42.995,43.42,43.009,43.247,43.723,42.171,43.013,41.982,40.938,40.418,41.486,42.573,40.042,39.371,37.361,38.5,40.235
1887,N,False,21.574,21.45,21.956,0.0,0.0,0.0,0.0,0.0,0.0,23.168,22.43,23.942,24.433,25.963,27.21,0.0,25.513,28.869,0.0,0.0,0.0,0.0,29.7,29.963,30.21,23.585,25.954,24.044,28.077,30.663
1888,N,False,22.916,22.56,23.16,22.312,22.614,22.874,22.314,22.6,23.243,23.601,23.41,23.984,23.395,23.618,23.547,23.334,22.923,22.828,22.825,22.179,22.307,22.085,22.377,22.299,22.033,22.183,21.677,20.562,21.918,21.661
1889,N,False,22.029,22.124,22.095,22.342,22.16,22.139,22.556,21.923,22.046,21.851,22.416,22.522,22.372,22.426,22.403,22.666,22.412,22.025,21.987,22.414,22.28,22.203,22.112,22.053,21.852,22.269,21.99,21.939,21.376,21.463
1890,N,False,39.392,39.347,39.284,39.051,38.909,38.637,39.126,38.224,38.77,38.239,38.273,38.259,38.581,38.605,38.586,38.372,37.636,37.767,38.006,37.533,37.212,37.532,37.379,37.736,38.413,38.46,38.211,38.046,38.333,38.832
1891,N,False,42.151,42.544,42.372,42.551,41.913,42.764,42.45,42.494,41.913,42.352,42.573,42.239,42.274,42.375,42.518,42.54,41.796,42.014,42.129,42.407,41.9,42.473,42.563,42.857,42.567,42.463,42.053,41.751,42.079,41.62
1892,N,False,24.673,24.897,24.528,24.828,24.314,24.16,23.826,23.487,23.933,24.04,24.258,24.062,23.573,24.076,24.344,24.944,24.834,24.539,24.737,25.485,25.032,25.675,25.294,25.063,26.349,26.162,25.628,24.341,25.152,24.626
1893,N,False,28.28,28.387,28.145,28.046,28.183,28.509,28.305,28.151,27.9,27.924,28.2,28.36,28.688,28.207,27.905,27.957,28.092,27.971,27.914,28.275,28.244,28.479,28.521,28.224,28.031,28.229,28.174,28.229,28.724,28.467
1894,N,False,23.691,23.691,23.89,23.825,24.223,24.209,24.421,24.345,23.435,23.633,23.805,23.464,23.29,23.708,23.836,23.041,23.246,23.17,23.257,22.916,23.687,22.946,23.61,23.53,22.837,23.31,23.267,23.352,23.286,23.517
1895,N,False,38.892,38.842,38.675,38.871,38.906,39.144,39.147,39.166,39.615,39.267,39.269,39.072,39.219,39.188,39.571,39.492,39.454,39.898,39.915,39.716,39.737,39.444,39.647,39.78,39.369,39.267,39.319,39.49,39.28,39.24
1896,N,False,23.333,23.402,23.61,23.382,23.631,24.269,24.486,23.867,24.207,24.615,24.389,24.442,24.222,23.785,23.573,23.142,23.369,23.559,23.551,23.126,23.506,23.299,23.807,24.513,25.04,25.661,25.75,26.696,26.428,26.646
1897,N,False,23.333,23.402,23.61,23.382,23.631,24.269,24.486,23.867,24.207,24.615,24.389,24.442,24.222,23.785,23.573,23.142,23.369,23.559,23.551,23.126,23.506,23.299,23.807,24.513,25.04,25.661,25.75,26.696,26.428,26.646
1898,N,False,39.919,39.648,40.086,39.715,39.585,39.617,39.515,39.569,39.587,39.911,39.563,39.503,39.458,39.452,39.255,39.067,39.041,38.88,38.785,38.921,38.852,39.027,38.943,38.969,39.291,39.003,39.062,39.017,38.87,38.642
1899,N,False,40.261,40.234,39.896,40.143,39.952,40.491,39.981,39.878,40.441,39.944,40.482,41.126,40.95,39.814,40.478,40.145,39.681,40.183,39.435,39.44,39.302,40.347,40.222,39.824,40.239,39.89,39.867,39.967,39.172,39.597
1900,N,False,22.494,22.513,22.168,22.693,22.447,22.302,22.111,22.088,21.92,22.45,21.412,21.538,21.394,21.46,21.705,21.624,21.604,22.429,21.923,22.217,22.914,22.711,22.423,22.496,22.272,22.435,21.801,21.756,21.469,21.746
1901,N,False,36.495,36.499,36.426,36.491,36.601,36.611,36.697,36.703,36.679,36.671,36.753,36.774,36.654,36.847,36.625,36.686,36.758,37.11,36.916,36.87,36.992,36.856,36.851,36.886,36.829,36.583,36.621,36.742,36.748,36.96
1902,N,False,23.504,24.638,24.085,24.507,24.117,24.943,26.589,26.177,26.892,26.677,27.742,26.94,27.371,27.681,26.757,28.674,28.389,27.433,27.858,28.663,27.548,28.344,28.455,29.077,28.353,28.077,27.614,27.754,25.964,26.607
1903,N,False,21.943,22.258,22.553,22.973,23.366,23.862,23.522,22.871,23.698,23.206,22.898,23.522,23.483,23.016,23.153,23.0,23.722,24.106,23.461,24.078,24.144,23.648,22.989,22.987,22.382,22.342,22.233,23.012,22.878,22.045
1904,N,False,24.746,24.822,25.064,24.686,24.809,25.811,25.393,25.486,26.241,26.083,26.466,25.79,26.172,25.944,26.189,25.983,26.616,25.359,26.51,25.83,25.765,25.588,25.784,25.457,25.499,25.414,25.111,25.368,24.957,25.279
1905,N,False,22.118,21.909,22.927,23.053,22.161,21.589,21.906,22.424,22.253,22.52,22.801,21.957,22.206,22.052,21.812,22.008,22.785,22.159,22.378,22.299,22.503,21.883,22.266,22.309,22.468,22.807,22.611,22.331,22.722,22.713
1906,N,False,19.943,20.325,19.602,19.435,19.358,19.722,19.815,20.799,19.635,18.708,18.888,18.728,19.194,19.014,19.654,19.386,19.7,20.014,19.866,19.271,19.114,20.141,19.492,20.023,20.022,21.0,20.684,21.108,19.901,20.509
1907,N,False,23.649,23.978,23.609,23.493,23.351,23.472,23.439,23.478,23.593,23.343,23.212,23.177,23.094,23.337,23.302,23.148,23.362,23.141,23.125,23.192,23.305,22.995,22.944,22.896,22.999,22.728,22.995,22.734,23.072,23.158
1908,N,False,22.838,22.579,22.47,22.515,39.503,22.328,22.398,22.307,22.307,22.495,22.361,22.44,22.331,22.366,22.167,22.067,22.012,21.84,21.794,21.747,21.963,21.853,21.829,21.962,21.978,22.024,22.143,22.407,22.35,22.436
1909,N,False,17.566,17.067,16.386,15.927,15.284,16.347,19.633,19.852,18.144,20.488,18.049,20.131,17.848,18.242,20.192,20.684,20.122,19.51,20.055,19.101,20.137,19.445,21.91,19.989,19.425,16.256,16.054,17.734,18.632,16.732
1910,N,False,38.502,38.353,38.514,38.901,39.159,39.341,39.536,39.608,39.854,38.844,39.464,39.37,39.525,39.389,39.141,39.159,39.279,39.666,39.594,39.56,39.843,39.523,39.301,39.312,39.626,39.763,39.575,39.975,40.204,40.212
1911,N,False,21.422,20.716,20.712,20.79,21.429,21.067,20.539,20.748,20.849,20.684,20.686,20.368,21.074,20.587,21.595,22.423,20.545,21.066,20.53,20.169,20.502,19.944,19.797,20.833,20.302,20.4,20.026,19.92,20.015,20.233
1912,N,False,38.734,39.234,39.264,39.44,39.765,39.716,39.823,39.956,40.125,39.713,39.979,40.059,39.917,39.979,39.835,40.198,39.894,39.876,39.551,39.55,39.915,39.885,39.756,39.716,39.634,39.557,39.254,39.666,39.653,39.685
1913,N,False,26.971,26.862,26.599,26.625,26.153,26.147,27.442,27.8,27.247,27.696,26.946,27.087,27.403,27.39,27.515,27.383,26.932,26.341,26.261,26.608,26.452,25.827,25.957,26.45,26.056,25.172,25.753,25.671,26.539,26.157
1914,N,False,23.476,23.713,23.892,23.92,23.932,24.189,24.187,24.334,24.594,24.254,24.515,24.309,24.34,24.357,24.215,24.02,23.793,23.741,24.04,24.213,23.871,23.785,23.877,24.163,24.117,23.865,23.875,23.697,23.925,24.19
1915,N,False,39.028,39.0,40.192,39.945,39.294,38.729,38.951,39.186,39.106,38.121,38.028,39.271,39.579,38.309,38.764,37.799,38.407,37.153,37.749,36.904,38.032,36.401,37.285,37.358,37.151,37.115,37.375,38.662,38.25,36.89
1916,N,False,33.942,33.738,33.83,33.517,33.862,33.747,33.401,33.681,33.891,34.026,33.836,34.067,33.853,33.786,33.93,33.948,33.545,33.999,33.784,33.379,34.45,34.045,33.753,34.156,34.018,34.314,34.171,34.094,34.358,34.156
1917,N,False,23.529,23.694,23.966,23.708,23.863,23.999,24.114,23.844,23.879,24.093,24.003,23.936,23.616,23.821,23.83,23.92,23.744,24.348,23.447,23.66,24.099,23.938,23.225,23.509,23.407,23.655,23.431,23.359,23.208,23.629
1918,N,False,26.999,25.595,26.176,28.144,27.399,28.662,27.798,27.597,29.583,28.092,27.488,26.933,27.18,26.256,25.077,25.665,26.015,25.407,26.9,28.517,26.208,24.978,25.363,28.75,27.128,28.022,28.012,27.012,27.073,27.564
1919,N,False,45.043,44.341,43.918,44.041,44.668,45.229,45.028,44.842,44.938,44.792,45.11,45.123,45.206,44.98,44.863,44.751,44.714,44.533,44.817,44.813,44.803,44.79,44.671,44.581,44.355,44.077,43.611,43.664,43.838,43.426
1920,N,False,26.591,26.882,27.087,26.747,27.151,27.106,27.187,26.963,26.731,27.354,27.774,27.15,26.87,27.353,27.552,27.415,27.376,27.466,28.061,27.555,28.028,28.364,27.983,28.095,28.074,27.897,28.057,27.193,27.572,27.193
1921,N,False,27.69,27.85,27.072,26.7,26.715,28.319,26.32,28.175,28.329,27.476,27.637,27.278,27.563,27.387,28.486,26.826,26.447,26.81,26.945,25.691,25.757,26.395,26.12,26.426,26.981,24.984,25.885,25.984,24.725,25.037
1922,N,False,36.695,36.323,36.8,36.331,36.254,36.238,36.541,37.048,37.148,37.154,36.756,36.278,36.431,36.472,36.3,35.9,35.608,35.537,35.412,34.792,35.033,34.666,34.828,35.028,34.669,34.794,34.598,34.424,34.372,34.45
1923,N,False,23.935,23.686,23.209,23.304,23.589,23.425,23.342,23.274,23.4,23.642,23.383,23.363,23.332,23.103,23.436,23.258,23.395,23.623,23.975,24.211,23.828,23.957,23.648,23.819,23.79,23.657,23.721,23.913,24.24,24.065
1924,N,False,26.63,26.091,26.172,26.13,25.982,25.462,26.155,25.476,25.58,25.505,25.327,25.367,25.032,25.006,24.872,25.087,24.821,25.151,24.729,25.582,24.672,24.154,24.297,24.059,24.313,24.127,24.217,24.572,23.935,24.631
1925,N,False,30.007,29.796,28.902,29.576,28.75,28.848,28.681,29.121,28.771,29.143,28.31,27.947,29.011,29.321,29.841,29.488,28.757,28.944,29.085,29.521,30.27,29.588,29.326,29.321,29.739,30.224,29.256,29.051,29.452,28.924
1926,N,False,23.737,23.935,23.543,23.376,23.604,23.549,24.147,24.289,24.186,24.511,23.857,23.804,24.01,23.943,24.058,24.072,23.655,23.619,23.686,23.364,23.189,23.136,22.946,22.55,22.98,22.851,22.781,22.614,22.654,22.962
1927,N,False,26.074,24.952,24.315,24.521,24.352,23.235,22.784,24.276,24.918,24.597,24.822,24.936,25.739,26.167,26.762,26.417,25.931,27.221,25.7,24.803,24.339,25.463,25.035,24.645,24.76,23.693,23.417,23.546,23.903,25.743
1928,N,False,23.092,23.936,23.699,24.227,23.497,23.397,23.031,22.938,22.556,22.448,22.004,22.042,21.921,22.077,22.021,22.118,22.262,21.582,21.436,21.697,21.876,21.423,21.279,21.493,22.313,21.866,21.942,21.681,21.877,22.141
1929,N,False,31.601,31.72,32.34,30.98,31.727,32.645,33.626,32.118,31.657,30.965,31.539,32.346,30.508,30.414,29.631,28.703,29.572,28.266,28.49,28.011,27.965,28.852,27.195,27.723,27.739,27.715,28.521,28.528,27.781,27.068
1930,N,False,26.697,26.363,26.365,26.085,25.516,25.614,26.502,26.155,26.196,26.272,27.07,27.265,27.393,27.825,28.2,28.44,27.984,27.154,27.134,26.694,26.914,27.179,27.446,27.196,27.105,27.24,27.15,26.68,26.177,26.434
1931,N,False,37.003,37.211,37.127,37.21,37.524,37.336,37.283,37.103,37.109,36.822,36.786,36.857,36.943,36.972,36.681,36.768,36.669,36.858,36.633,36.671,37.153,37.164,37.073,37.372,37.232,37.513,36.891,37.027,36.951,36.971
1932,N,False,27.169,26.852,27.333,27.482,27.241,27.366,27.327,27.103,27.331,27.234,27.38,27.497,27.375,27.147,27.024,27.006,26.769,27.033,26.884,27.218,26.864,26.832,27.181,27.571,28.347,28.007,27.943,28.342,27.747,28.812
1933,N,False,49.35,49.219,49.102,48.871,48.616,48.76,48.92,49.018,48.898,48.719,49.213,49.49,49.448,49.271,49.217,49.286,48.982,49.642,48.99,48.943,49.613,49.694,49.868,49.928,49.279,49.405,50.148,49.646,49.661,50.144
1934,N,False,36.343,35.318,34.945,35.135,35.734,35.68,36.479,36.043,37.08,36.443,36.407,36.714,36.299,36.827,37.26,37.798,38.274,38.45,38.135,38.963,37.133,37.64,37.195,37.574,38.766,37.491,36.074,35.856,37.025,36.509
1935,N,False,26.314,26.871,27.146,27.148,26.175,26.403,25.622,26.819,26.662,25.992,25.584,26.341,25.77,25.548,25.144,25.598,24.875,24.466,24.201,24.726,25.094,25.616,25.622,25.691,25.778,25.533,26.125,26.218,25.456,26.021
1936,N,False,22.856,23.476,23.337,23.707,23.349,23.596,22.893,22.895,22.783,23.093,23.318,23.584,23.513,23.047,23.387,23.45,23.078,22.967,22.864,22.761,22.768,23.45,23.28,22.507,22.588,22.106,22.163,22.105,21.831,21.833
1937,N,False,25.654,25.834,25.845,26.501,26.262,25.373,24.874,26.053,25.936,26.778,25.182,26.861,26.171,26.214,25.396,24.732,26.025,25.038,25.472,24.688,25.15,24.278,24.219,24.088,23.918,24.673,24.645,24.231,24.908,24.567
1938,N,False,35.34,35.662,35.478,36.696,36.177,36.078,36.141,35.414,35.262,35.401,35.176,35.415,35.619,35.334,35.512,35.001,35.773,35.565,35.597,35.95,35.442,34.985,36.17,36.605,37.053,37.451,37.884,37.347,36.916,36.555
1939,N,False,31.309,30.921,30.91,30.201,29.984,30.782,32.183,31.665,31.724,32.129,32.268,31.982,31.553,31.057,30.308,30.476,31.522,31.89,32.585,34.084,34.202,33.683,33.418,34.455,34.837,34.615,33.925,33.878,34.508,34.268
1940,N,False,22.613,23.046,23.199,24.182,24.766,25.561,26.081,25.867,26.648,26.406,25.662,25.595,25.63,25.113,24.716,24.797,24.017,24.262,23.652,23.045,22.466,21.585,21.245,21.853,21.097,20.896,21.517,21.704,21.652,22.244
1941,N,False,43.517,43.204,43.361,43.441,43.621,44.106,44.065,44.138,44.549,43.949,43.922,43.601,43.438,43.554,43.781,44.11,44.645,44.347,44.543,44.429,44.345,44.647,45.067,44.756,44.734,44.538,44.01,43.496,43.387,43.334
1942,N,False,30.081,29.605,29.142,29.528,29.553,29.23,29.435,28.983,28.395,28.502,28.977,28.31,27.807,27.295,27.134,27.457,25.806,26.004,25.924,26.524,27.081,27.332,26.423,26.056,26.266,26.675,26.107,25.701,26.418,25.663
1943,N,False,24.003,23.561,24.909,25.831,24.874,25.466,26.252,28.501,26.871,27.658,28.032,28.001,27.978,29.727,27.467,26.992,27.147,27.137,25.733,26.516,27.883,25.483,25.703,25.379,25.218,25.088,24.89,24.356,25.296,24.872
1944,N,False,34.46,34.566,32.717,36.54,36.69,37.852,37.958,35.331,36.681,35.392,37.693,35.074,34.308,39.466,38.242,38.797,39.964,40.749,40.929,40.656,41.772,41.801,40.421,39.328,40.398,39.369,37.639,37.895,37.294,38.396
1945,N,False,38.817,38.741,39.019,38.691,38.584,38.434,38.295,38.154,37.89,37.778,37.878,37.87,37.583,37.54,37.831,37.684,37.598,37.663,37.872,37.794,38.287,38.232,38.226,38.165,38.63,38.244,38.528,38.09,37.783,37.667
1946,N,False,25.567,24.958,25.166,25.167,25.402,25.382,25.843,24.838,25.613,25.263,25.094,24.785,25.831,25.26,24.812,24.286,25.217,25.284,24.717,25.821,24.871,26.185,25.038,25.094,25.497,25.67,25.5,25.334,25.911,25.844
1947,N,False,31.999,31.632,30.598,32.371,30.277,31.654,29.319,28.147,28.067,26.305,26.444,27.162,26.694,26.304,26.25,27.021,25.918,25.767,25.395,24.829,25.021,25.641,25.751,24.363,23.343,24.432,25.228,25.006,23.94,23.433
1948,N,False,33.211,32.403,31.813,31.869,32.137,31.791,32.106,32.245,31.917,31.088,30.594,32.152,32.775,32.117,32.576,31.557,31.791,31.094,31.507,31.238,30.266,29.469,30.311,30.54,29.925,30.751,31.295,30.521,30.958,30.931
1949,N,False,37.822,37.815,37.848,37.944,38.065,38.279,38.433,38.129,38.231,38.372,38.25,38.101,38.077,38.21,38.363,38.486,38.639,38.902,38.984,39.111,39.337,39.204,39.329,39.291,39.345,39.226,39.176,39.376,39.479,39.488
1950,N,False,29.561,29.689,29.035,29.117,28.516,28.329,28.838,29.225,29.039,29.902,29.136,29.266,28.647,29.101,29.258,29.286,28.992,29.535,29.946,29.279,29.458,29.0,28.456,29.891,30.974,30.914,30.85,29.296,29.337,29.054
1951,N,False,40.948,40.43,41.013,41.17,40.778,40.354,40.481,40.6,40.356,40.47,40.62,39.985,39.89,40.279,39.383,39.893,39.811,39.585,39.254,39.576,39.38,39.502,39.59,39.67,39.448,39.093,38.472,39.084,38.931,39.126
1952,N,False,33.307,33.396,33.019,32.744,32.541,32.105,32.04,31.712,32.114,31.759,30.778,31.248,31.72,31.169,31.811,32.866,32.941,32.685,33.254,33.83,33.772,33.172,32.416,33.466,32.753,31.921,31.982,32.079,32.422,32.477
1953,N,False,24.773,24.485,23.985,24.372,24.592,24.372,24.616,23.517,23.561,23.334,23.518,23.637,23.961,23.639,23.773,23.382,23.405,23.191,23.282,24.038,23.783,23.228,23.882,23.764,23.576,23.708,23.505,23.171,23.457,23.377
1954,N,False,26.629,23.772,25.271,26.111,27.034,27.26,29.21,30.435,30.82,32.421,32.926,34.762,34.701,32.976,33.25,34.068,34.017,34.787,34.582,34.524,36.206,35.602,35.338,34.963,35.954,34.372,33.183,34.144,33.779,34.075
1955,N,False,25.89,25.669,25.35,25.556,25.433,25.147,24.734,24.534,24.541,24.486,24.445,24.304,24.399,24.294,24.29,24.476,24.16,24.339,24.28,24.828,24.674,24.911,25.28,25.227,24.762,24.65,24.318,24.192,24.376,24.386
1956,N,False,25.095,25.908,25.236,25.055,26.233,24.284,24.082,25.515,25.923,25.002,24.624,26.048,24.083,24.11,24.809,23.66,24.888,26.087,25.433,23.312,23.474,23.612,22.367,22.16,23.319,24.821,23.047,23.872,22.984,24.24
1957,N,False,37.306,37.2,37.147,37.206,37.189,37.155,37.241,37.304,37.347,37.096,36.848,37.187,37.125,37.163,37.253,36.78,37.038,36.849,36.53,36.474,36.204,36.224,35.778,35.911,35.89,36.156,36.411,36.652,36.146,36.121
1958,N,False,38.938,38.769,38.983,38.909,38.742,38.438,38.376,38.359,38.248,38.206,38.023,38.35,38.313,38.137,38.237,38.335,38.191,38.064,38.26,38.193,38.48,38.597,38.58,38.783,38.688,38.459,38.756,38.573,38.709,38.932
1959,N,False,38.784,38.675,38.925,39.259,39.25,39.3,39.194,39.423,39.109,39.161,38.981,39.098,38.573,38.76,38.688,38.73,39.156,38.949,38.932,38.993,38.767,38.922,39.015,38.926,39.246,39.226,38.996,39.113,38.83,38.992
1960,N,False,31.002,31.658,31.683,32.345,32.213,32.5,32.546,32.169,32.693,32.833,32.361,32.114,32.112,32.153,31.897,32.057,31.919,32.045,32.07,32.41,31.247,30.855,30.408,30.835,31.172,31.133,30.962,30.795,31.309,31.291
1961,N,False,48.322,48.381,48.405,48.399,48.395,48.295,48.282,48.385,48.266,48.143,48.267,48.225,48.382,48.341,48.377,48.202,47.84,47.866,47.792,47.877,48.093,48.139,48.464,48.432,48.498,48.616,48.683,48.603,48.601,48.503
1962,N,False,20.336,20.261,21.493,20.95,20.999,20.984,21.38,21.678,21.709,21.618,21.551,21.953,21.864,21.549,22.693,23.361,21.814,21.888,20.969,20.547,20.484,21.33,20.29,19.504,20.053,19.923,19.94,19.515,19.881,19.845
1963,N,False,42.674,42.225,42.635,42.671,43.204,43.026,42.964,43.093,42.876,42.619,42.553,42.709,42.468,42.999,43.284,42.902,42.849,42.816,43.167,42.948,43.546,42.507,42.788,42.522,42.796,42.991,42.884,42.56,42.513,42.968
1964,N,False,33.058,33.369,33.624,33.879,34.247,34.272,34.279,34.475,34.731,34.74,34.875,34.808,34.836,34.741,34.705,34.724,34.569,34.43,34.48,34.607,34.628,34.701,34.993,35.028,34.736,35.139,35.074,35.366,35.43,35.21
1965,N,False,39.309,38.383,37.061,36.927,37.271,36.851,36.349,36.719,36.465,36.768,36.525,37.494,37.884,37.871,37.835,37.996,37.852,37.941,36.927,37.069,36.139,35.846,36.337,36.575,37.391,36.339,36.011,35.371,35.515,35.231
1966,N,False,32.078,31.928,31.932,32.111,32.67,32.572,32.698,32.925,32.654,32.632,32.425,32.601,32.75,32.961,32.402,31.97,32.12,32.543,32.492,32.272,32.368,32.428,31.895,32.512,32.198,32.385,32.54,32.522,32.353,32.092
1967,N,False,32.263,32.282,32.31,32.548,32.538,32.461,32.484,32.584,32.625,32.986,32.954,32.996,32.758,32.918,32.588,32.479,32.457,32.432,32.156,32.131,31.942,31.757,31.669,31.504,31.389,31.381,31.303,31.376,31.572,31.504
1968,N,False,23.871,24.411,24.012,23.787,24.367,24.322,24.233,24.316,24.749,24.756,24.068,24.154,23.806,24.424,23.93,24.121,23.902,24.261,24.747,23.993,24.023,23.197,23.511,22.34,22.275,22.65,22.608,22.951,22.443,22.499
1969,N,False,37.357,37.386,37.301,37.196,37.129,37.226,37.272,37.127,37.093,37.031,37.083,37.051,37.005,36.965,37.042,37.147,37.101,37.232,37.608,37.65,37.938,37.848,37.848,37.873,38.003,37.855,37.921,38.032,38.123,37.786
1970,N,False,18.521,18.62,18.102,18.015,18.243,18.133,17.626,17.902,18.112,18.394,17.86,18.107,18.364,18.736,18.865,18.507,18.756,18.343,17.999,18.777,18.668,18.106,18.256,18.926,19.594,18.796,19.218,19.494,18.543,18.558
1971,N,False,31.029,30.645,30.449,30.653,30.817,30.692,30.58,30.594,29.625,29.645,29.164,28.85,29.379,29.406,29.101,29.362,27.82,28.432,29.595,28.695,28.886,27.66,27.965,27.915,26.613,26.152,26.903,25.872,25.943,26.095
1972,N,False,24.891,26.124,24.644,24.18,24.628,25.489,25.701,26.159,25.244,25.65,27.388,24.695,24.011,24.26,23.69,23.647,23.646,23.089,23.219,23.995,23.785,23.823,23.656,23.85,23.902,23.325,23.624,23.878,23.769,24.911
1973,N,False,23.857,24.735,26.064,24.455,24.497,25.087,26.104,25.025,24.99,24.451,25.971,25.25,26.148,26.829,24.852,24.005,25.1,25.514,26.376,26.358,25.139,24.396,25.622,27.213,26.041,25.994,25.323,24.473,24.145,25.313
1974,N,False,33.391,32.663,32.706,33.024,32.843,33.048,32.775,32.649,32.872,33.021,32.862,32.569,31.893,32.835,32.526,32.342,32.482,32.541,32.352,32.037,31.581,31.895,31.359,31.128,30.762,30.201,30.182,30.269,31.148,31.125
1975,N,False,47.277,47.355,47.211,47.236,47.019,46.897,46.747,46.684,46.551,46.162,45.997,45.752,45.926,45.648,45.548,45.3,45.318,45.165,45.102,44.972,44.821,44.887,44.773,44.838,45.026,44.942,44.969,45.11,45.157,45.31
1976,N,False,47.061,47.137,47.261,47.277,47.355,47.211,47.236,47.019,46.897,46.747,46.684,46.551,46.162,45.997,45.752,45.926,45.648,45.548,45.3,45.318,45.165,45.102,44.972,44.821,44.887,44.773,44.838,45.026,44.942,44.969
1977,N,False,28.431,27.91,28.538,28.888,28.393,27.638,27.143,27.179,26.804,27.134,26.45,26.592,26.412,25.159,25.798,25.871,25.59,25.161,25.334,25.311,25.119,25.917,25.333,24.885,24.413,24.833,25.298,24.208,24.611,24.767
