,FLARE_TYPE,COINCIDENCE,TOTUSJZ_1,TOTUSJZ_2,TOTUSJZ_3,TOTUSJZ_4,TOTUSJZ_5,TOTUSJZ_6,TOTUSJZ_7,TOTUSJZ_8,TOTUSJZ_9,TOTUSJZ_10,TOTUSJZ_11,TOTUSJZ_12,TOTUSJZ_13,TOTUSJZ_14,TOTUSJZ_15,TOTUSJZ_16,TOTUSJZ_17,TOTUSJZ_18,TOTUSJZ_19,TOTUSJZ_20,TOTUSJZ_21,TOTUSJZ_22,TOTUSJZ_23,TOTUSJZ_24,TOTUSJZ_25,TOTUSJZ_26,TOTUSJZ_27,TOTUSJZ_28,TOTUSJZ_29,TOTUSJZ_30
916,B,True,10655000000000.0,10542000000000.0,10981000000000.0,10487000000000.0,10111000000000.0,9836600000000.0,9479600000000.0,9083700000000.0,9198500000000.0,9340700000000.0,9629400000000.0,9564700000000.0,9684800000000.0,9168200000000.0,9458400000000.0,9411700000000.0,9302500000000.0,9426700000000.0,9468400000000.0,9461100000000.0,9600900000000.0,9623800000000.0,9976300000000.0,10295000000000.0,10198000000000.0,10222000000000.0,10509000000000.0,10438000000000.0,10346000000000.0,10391000000000.0
917,B,True,6942000000000.0,7060200000000.0,7315700000000.0,7636900000000.0,7636200000000.0,7660500000000.0,7793800000000.0,7956000000000.0,8160000000000.0,8530900000000.0,8508100000000.0,8447900000000.0,8408900000000.0,8729300000000.0,8553600000000.0,8500800000000.0,8625000000000.0,8352500000000.0,8513700000000.0,8752500000000.0,8803500000000.0,8553600000000.0,8665900000000.0,8354500000000.0,8759600000000.0,8215400000000.0,8154800000000.0,8124700000000.0,8587400000000.0,8180900000000.0
918,B,False,5897600000000.0,5868300000000.0,5818700000000.0,5794500000000.0,5565000000000.0,5367400000000.0,5479100000000.0,5436200000000.0,5264000000000.0,5335700000000.0,5316800000000.0,5284500000000.0,5519500000000.0,5478000000000.0,5828700000000.0,6001900000000.0,6220700000000.0,6342600000000.0,6148400000000.0,6098700000000.0,5753300000000.0,5604200000000.0,5487700000000.0,5008400000000.0,5021900000000.0,4716300000000.0,4657100000000.0,4619300000000.0,4681900000000.0,4867800000000.0
919,B,False,5911900000000.0,5887300000000.0,5882500000000.0,5786700000000.0,5796000000000.0,5761600000000.0,5895200000000.0,5918500000000.0,5885100000000.0,6058400000000.0,6099900000000.0,6084300000000.0,5970200000000.0,5990900000000.0,5992100000000.0,5733000000000.0,6002400000000.0,5687300000000.0,5760900000000.0,5754000000000.0,5908200000000.0,6082000000000.0,5845600000000.0,5958600000000.0,6097900000000.0,6270500000000.0,6059700000000.0,5908700000000.0,6049400000000.0,6098000000000.0
920,B,True,3279000000000.0,3178600000000.0,3165900000000.0,3259400000000.0,3360700000000.0,3378000000000.0,3373000000000.0,3416200000000.0,3415400000000.0,3259800000000.0,3215800000000.0,3218900000000.0,3348400000000.0,3264600000000.0,3271100000000.0,3221700000000.0,3306900000000.0,3248800000000.0,3362600000000.0,3305800000000.0,3325000000000.0,3196400000000.0,3322700000000.0,3115600000000.0,3237600000000.0,3065000000000.0,3114800000000.0,3046600000000.0,3187600000000.0,3291200000000.0
921,B,True,14143000000000.0,14841000000000.0,14323000000000.0,14545000000000.0,14659000000000.0,14565000000000.0,15397000000000.0,15374000000000.0,15270000000000.0,16119000000000.0,15611000000000.0,15904000000000.0,15679000000000.0,15832000000000.0,16812000000000.0,16194000000000.0,16704000000000.0,15763000000000.0,15562000000000.0,15908000000000.0,15659000000000.0,16141000000000.0,15715000000000.0,15252000000000.0,14964000000000.0,14712000000000.0,14970000000000.0,15244000000000.0,14770000000000.0,15038000000000.0
922,B,True,12801000000000.0,12593000000000.0,12372000000000.0,12170000000000.0,11977000000000.0,12397000000000.0,12121000000000.0,12289000000000.0,12263000000000.0,12335000000000.0,11996000000000.0,11988000000000.0,12161000000000.0,12902000000000.0,13005000000000.0,13350000000000.0,13767000000000.0,13598000000000.0,13384000000000.0,13268000000000.0,12808000000000.0,12908000000000.0,12830000000000.0,12838000000000.0,12318000000000.0,12167000000000.0,11792000000000.0,11683000000000.0,11751000000000.0,11972000000000.0
923,B,True,3028100000000.0,3070600000000.0,2966000000000.0,3101900000000.0,2842000000000.0,2981200000000.0,3048400000000.0,3060000000000.0,3022900000000.0,3090900000000.0,3258400000000.0,3424300000000.0,3296800000000.0,3198500000000.0,3342900000000.0,3241400000000.0,3065000000000.0,3201600000000.0,3116100000000.0,3079000000000.0,2848900000000.0,2793900000000.0,2672900000000.0,2885600000000.0,2862600000000.0,2874900000000.0,2830100000000.0,2913000000000.0,2870200000000.0,2987700000000.0
924,B,False,2486300000000.0,2429400000000.0,2482000000000.0,2439300000000.0,2369300000000.0,2443200000000.0,2502500000000.0,2559500000000.0,2471600000000.0,2470900000000.0,2631500000000.0,2454700000000.0,2391700000000.0,2363700000000.0,2302700000000.0,2219200000000.0,2149600000000.0,2174600000000.0,2094500000000.0,2199100000000.0,2156700000000.0,2152500000000.0,2142300000000.0,2175300000000.0,2274300000000.0,2228200000000.0,2214000000000.0,2199000000000.0,2226600000000.0,2354900000000.0
925,B,False,4551700000000.0,4712200000000.0,4543100000000.0,4837500000000.0,4854100000000.0,5140500000000.0,5004400000000.0,4867000000000.0,5142900000000.0,5251400000000.0,5450700000000.0,5514600000000.0,5781600000000.0,5755400000000.0,5788700000000.0,5598900000000.0,5683000000000.0,5845100000000.0,5844600000000.0,5706600000000.0,5862100000000.0,5905000000000.0,6349100000000.0,6199800000000.0,6138500000000.0,5951300000000.0,5985900000000.0,5901700000000.0,5710300000000.0,5635200000000.0
926,B,True,5514700000000.0,5493700000000.0,5587500000000.0,5418300000000.0,5283400000000.0,5539600000000.0,5309500000000.0,5593000000000.0,5380000000000.0,5419800000000.0,5332800000000.0,5270800000000.0,5452500000000.0,5604600000000.0,5302700000000.0,5381300000000.0,5380600000000.0,5270000000000.0,5494800000000.0,6294200000000.0,6005900000000.0,5985800000000.0,6132100000000.0,6290200000000.0,6326400000000.0,6471200000000.0,6706500000000.0,6819700000000.0,6758000000000.0,6768300000000.0
927,B,False,7636200000000.0,7660500000000.0,7793800000000.0,7956000000000.0,8160000000000.0,8530900000000.0,8508100000000.0,8447900000000.0,8408900000000.0,8729300000000.0,8553600000000.0,8500800000000.0,8625000000000.0,8352500000000.0,8513700000000.0,8752500000000.0,8803500000000.0,8553600000000.0,8665900000000.0,8354500000000.0,8759600000000.0,8215400000000.0,8154800000000.0,8124700000000.0,8587400000000.0,8180900000000.0,8075900000000.0,8373900000000.0,8196600000000.0,8291800000000.0
928,B,False,5022700000000.0,4981700000000.0,5185200000000.0,5159000000000.0,5195300000000.0,5184100000000.0,5039700000000.0,5095300000000.0,4958800000000.0,5051900000000.0,5009200000000.0,5024500000000.0,5006900000000.0,5040600000000.0,4948100000000.0,5098500000000.0,5049800000000.0,5022500000000.0,4998200000000.0,5039800000000.0,5092000000000.0,4942300000000.0,4751300000000.0,4616700000000.0,4809400000000.0,4612600000000.0,4656100000000.0,4612600000000.0,4579300000000.0,4418200000000.0
929,B,False,6748600000000.0,6883900000000.0,6921100000000.0,6833300000000.0,7035200000000.0,7244600000000.0,6995300000000.0,6670600000000.0,7203200000000.0,7116800000000.0,7230300000000.0,7258200000000.0,7524300000000.0,7490800000000.0,7730200000000.0,7443300000000.0,7559500000000.0,7507400000000.0,7408700000000.0,7674900000000.0,7708500000000.0,7476700000000.0,7940200000000.0,7871200000000.0,7670200000000.0,7797900000000.0,7655900000000.0,8036500000000.0,7971500000000.0,8048500000000.0
930,B,False,3732200000000.0,3577400000000.0,3763600000000.0,4289700000000.0,4461400000000.0,4650900000000.0,4265100000000.0,4974700000000.0,4841800000000.0,4366600000000.0,4942900000000.0,4799200000000.0,5206700000000.0,5709800000000.0,4906300000000.0,5609900000000.0,5061800000000.0,6589200000000.0,5948800000000.0,5726800000000.0,5369300000000.0,5477800000000.0,5719400000000.0,6929200000000.0,6158900000000.0,7227200000000.0,6027100000000.0,6177800000000.0,6838200000000.0,5599700000000.0
931,B,True,11790000000000.0,11658000000000.0,11935000000000.0,11741000000000.0,11944000000000.0,12059000000000.0,12148000000000.0,12028000000000.0,11918000000000.0,11501000000000.0,11609000000000.0,11485000000000.0,11728000000000.0,11558000000000.0,11533000000000.0,11544000000000.0,11448000000000.0,11478000000000.0,11125000000000.0,11080000000000.0,11107000000000.0,11306000000000.0,11321000000000.0,11248000000000.0,11155000000000.0,11059000000000.0,11350000000000.0,11540000000000.0,11814000000000.0,11780000000000.0
932,B,True,9014400000000.0,9266300000000.0,9601800000000.0,9323700000000.0,9172400000000.0,9146700000000.0,9169300000000.0,9069700000000.0,8952100000000.0,8509700000000.0,8300000000000.0,8357900000000.0,8271500000000.0,8275800000000.0,8322500000000.0,8074400000000.0,8090600000000.0,8039500000000.0,8258600000000.0,8226600000000.0,8195400000000.0,7842900000000.0,7876900000000.0,7878100000000.0,7830400000000.0,7610800000000.0,7443400000000.0,7591400000000.0,7393200000000.0,7474800000000.0
933,B,True,13227000000000.0,13450000000000.0,13668000000000.0,13619000000000.0,13977000000000.0,14230000000000.0,13962000000000.0,14147000000000.0,14192000000000.0,14025000000000.0,13637000000000.0,13738000000000.0,13954000000000.0,13939000000000.0,13733000000000.0,13541000000000.0,13941000000000.0,13966000000000.0,13953000000000.0,14026000000000.0,14478000000000.0,14338000000000.0,14729000000000.0,14984000000000.0,15193000000000.0,15372000000000.0,15027000000000.0,14890000000000.0,14664000000000.0,15081000000000.0
934,B,True,21444000000000.0,20993000000000.0,20824000000000.0,20917000000000.0,20450000000000.0,20226000000000.0,20051000000000.0,20163000000000.0,20760000000000.0,20830000000000.0,21486000000000.0,22511000000000.0,22048000000000.0,21937000000000.0,22117000000000.0,21739000000000.0,21968000000000.0,21590000000000.0,21271000000000.0,21061000000000.0,21034000000000.0,20995000000000.0,20987000000000.0,20645000000000.0,20362000000000.0,20844000000000.0,21168000000000.0,20678000000000.0,20899000000000.0,20897000000000.0
935,B,False,4704100000000.0,4407200000000.0,4544000000000.0,4370300000000.0,4159800000000.0,4173000000000.0,4058300000000.0,4168200000000.0,4120500000000.0,4204200000000.0,4209500000000.0,4395000000000.0,4519000000000.0,4515300000000.0,4565700000000.0,4606000000000.0,4518100000000.0,4559900000000.0,4573000000000.0,4698200000000.0,4837400000000.0,4715900000000.0,4624000000000.0,4575600000000.0,4397700000000.0,4585700000000.0,4580800000000.0,4686600000000.0,4746200000000.0,4492700000000.0
936,B,False,9985000000000.0,9979100000000.0,9982500000000.0,10515000000000.0,10743000000000.0,10537000000000.0,10495000000000.0,10242000000000.0,10059000000000.0,9781800000000.0,9753000000000.0,9592500000000.0,9810200000000.0,9621200000000.0,9653100000000.0,9565900000000.0,9404400000000.0,9501900000000.0,9777600000000.0,9731300000000.0,9530600000000.0,9903500000000.0,9930900000000.0,9708500000000.0,9576300000000.0,9965300000000.0,10019000000000.0,10272000000000.0,10355000000000.0,10470000000000.0
937,B,False,16514000000000.0,16837000000000.0,16856000000000.0,16860000000000.0,16913000000000.0,17120000000000.0,17004000000000.0,17556000000000.0,17478000000000.0,17490000000000.0,17152000000000.0,17548000000000.0,17127000000000.0,17574000000000.0,17328000000000.0,17227000000000.0,16977000000000.0,16937000000000.0,16564000000000.0,16672000000000.0,17009000000000.0,17144000000000.0,16970000000000.0,17141000000000.0,16988000000000.0,17135000000000.0,16886000000000.0,16444000000000.0,17022000000000.0,17241000000000.0
938,B,True,8328200000000.0,8532600000000.0,8111200000000.0,8433400000000.0,8058100000000.0,8199900000000.0,7919900000000.0,7959000000000.0,8344500000000.0,8250600000000.0,8471000000000.0,8376500000000.0,8406800000000.0,8709600000000.0,8629100000000.0,8718600000000.0,8774400000000.0,8469100000000.0,8939400000000.0,8991500000000.0,9306800000000.0,8875500000000.0,9242600000000.0,8856300000000.0,8678500000000.0,8754700000000.0,8877200000000.0,8768900000000.0,8618000000000.0,8662200000000.0
939,B,True,5777200000000.0,5761600000000.0,5933500000000.0,5944700000000.0,5788300000000.0,5681800000000.0,5914100000000.0,6068600000000.0,6361100000000.0,6633000000000.0,6656200000000.0,6616300000000.0,6833900000000.0,6689700000000.0,6689400000000.0,6814700000000.0,6843300000000.0,6991400000000.0,6977300000000.0,7025500000000.0,6666500000000.0,6603000000000.0,6700900000000.0,6778500000000.0,6673600000000.0,6579900000000.0,6386100000000.0,6603400000000.0,6764800000000.0,6597300000000.0
940,B,False,13835000000000.0,13891000000000.0,13697000000000.0,13963000000000.0,14141000000000.0,14421000000000.0,15060000000000.0,14953000000000.0,15180000000000.0,15307000000000.0,15534000000000.0,15358000000000.0,15423000000000.0,15231000000000.0,14774000000000.0,14832000000000.0,14533000000000.0,14203000000000.0,14276000000000.0,14254000000000.0,14000000000000.0,13838000000000.0,13475000000000.0,13265000000000.0,13367000000000.0,13249000000000.0,13618000000000.0,13613000000000.0,13800000000000.0,13580000000000.0
941,B,True,9926800000000.0,10698000000000.0,9900200000000.0,10359000000000.0,10405000000000.0,10586000000000.0,10826000000000.0,10880000000000.0,11160000000000.0,10854000000000.0,11015000000000.0,9950600000000.0,10358000000000.0,10023000000000.0,10196000000000.0,9984100000000.0,10819000000000.0,9934700000000.0,10318000000000.0,9965100000000.0,10104000000000.0,9841000000000.0,10087000000000.0,9813900000000.0,9551400000000.0,10335000000000.0,9917100000000.0,9801500000000.0,9861800000000.0,10583000000000.0
942,B,False,10088000000000.0,10426000000000.0,9972900000000.0,10169000000000.0,10224000000000.0,10357000000000.0,10884000000000.0,10770000000000.0,10702000000000.0,10702000000000.0,10656000000000.0,10883000000000.0,10960000000000.0,10244000000000.0,11165000000000.0,10870000000000.0,10278000000000.0,10660000000000.0,10718000000000.0,10375000000000.0,9923100000000.0,10026000000000.0,10121000000000.0,10524000000000.0,10711000000000.0,10588000000000.0,10332000000000.0,10383000000000.0,10040000000000.0,11086000000000.0
943,B,False,11303000000000.0,10591000000000.0,10528000000000.0,10628000000000.0,10120000000000.0,9933800000000.0,9563900000000.0,10327000000000.0,9503700000000.0,9599800000000.0,9238100000000.0,9311700000000.0,10436000000000.0,10241000000000.0,8819400000000.0,9025100000000.0,7727200000000.0,8541000000000.0,8081800000000.0,7854000000000.0,8292000000000.0,7586700000000.0,7400800000000.0,6934300000000.0,6759400000000.0,6737100000000.0,6244100000000.0,5693400000000.0,5823000000000.0,5467000000000.0
944,B,False,10883000000000.0,10986000000000.0,11396000000000.0,11597000000000.0,11812000000000.0,11379000000000.0,11738000000000.0,11671000000000.0,12050000000000.0,12417000000000.0,12276000000000.0,12349000000000.0,12398000000000.0,11838000000000.0,11860000000000.0,11720000000000.0,12083000000000.0,12113000000000.0,12000000000000.0,11704000000000.0,11936000000000.0,11767000000000.0,11469000000000.0,11134000000000.0,11459000000000.0,12092000000000.0,12276000000000.0,12229000000000.0,12003000000000.0,12365000000000.0
945,B,False,9774600000000.0,10136000000000.0,9923000000000.0,9729900000000.0,9720200000000.0,9880900000000.0,9464000000000.0,9354900000000.0,9292600000000.0,8978900000000.0,8937700000000.0,8535600000000.0,8519200000000.0,8317100000000.0,8104100000000.0,8304700000000.0,8202100000000.0,8348200000000.0,8343200000000.0,8449500000000.0,8416800000000.0,8524600000000.0,8359100000000.0,8508600000000.0,8829200000000.0,8479200000000.0,8817300000000.0,8214100000000.0,7950900000000.0,8036200000000.0
946,B,False,3608700000000.0,3595100000000.0,3424000000000.0,3462000000000.0,3427600000000.0,3673800000000.0,3564900000000.0,3469100000000.0,3528300000000.0,3728400000000.0,3703000000000.0,3754300000000.0,3814900000000.0,3823400000000.0,3830000000000.0,3741900000000.0,3968900000000.0,3896500000000.0,4232400000000.0,4026500000000.0,4005800000000.0,4429400000000.0,4586900000000.0,4739000000000.0,4768800000000.0,5488300000000.0,5546700000000.0,5349500000000.0,4997100000000.0,4578900000000.0
947,B,False,18607000000000.0,18297000000000.0,18124000000000.0,18089000000000.0,18261000000000.0,18424000000000.0,18699000000000.0,18423000000000.0,18949000000000.0,19128000000000.0,19396000000000.0,20118000000000.0,19892000000000.0,19363000000000.0,19250000000000.0,18871000000000.0,18177000000000.0,17465000000000.0,17041000000000.0,16949000000000.0,16523000000000.0,16393000000000.0,16484000000000.0,16427000000000.0,16323000000000.0,16482000000000.0,16461000000000.0,16869000000000.0,17191000000000.0,17466000000000.0
948,B,False,1825500000000.0,1657200000000.0,1739300000000.0,1598200000000.0,1576000000000.0,1561800000000.0,1584000000000.0,1421100000000.0,1440000000000.0,1335800000000.0,1349800000000.0,1358400000000.0,1379300000000.0,1361400000000.0,1410300000000.0,1417000000000.0,1435700000000.0,1384900000000.0,1348900000000.0,1407500000000.0,1333300000000.0,1455300000000.0,1470900000000.0,1465300000000.0,1375000000000.0,1449800000000.0,1372800000000.0,1423500000000.0,1415700000000.0,1395200000000.0
949,B,False,29564000000000.0,29393000000000.0,30820000000000.0,32179000000000.0,32228000000000.0,33020000000000.0,33155000000000.0,32917000000000.0,32643000000000.0,32436000000000.0,31751000000000.0,31017000000000.0,30852000000000.0,30676000000000.0,30620000000000.0,30319000000000.0,30040000000000.0,30083000000000.0,30350000000000.0,29890000000000.0,30547000000000.0,30690000000000.0,30703000000000.0,30930000000000.0,31327000000000.0,31223000000000.0,31949000000000.0,31356000000000.0,31774000000000.0,31924000000000.0
950,B,False,4894400000000.0,4845700000000.0,4743600000000.0,4900700000000.0,4622600000000.0,4928900000000.0,5182800000000.0,5100000000000.0,5171200000000.0,5295400000000.0,5378200000000.0,5817400000000.0,6181500000000.0,5902600000000.0,6416000000000.0,6991600000000.0,7088200000000.0,7634000000000.0,7762200000000.0,7688800000000.0,7308900000000.0,7099200000000.0,7215500000000.0,7285600000000.0,7368200000000.0,6971700000000.0,6860800000000.0,6767600000000.0,6745300000000.0,6855500000000.0
951,B,True,9807100000000.0,9873400000000.0,9805600000000.0,9893500000000.0,9968800000000.0,9771200000000.0,9841300000000.0,9571900000000.0,9420100000000.0,9259200000000.0,9177500000000.0,9198500000000.0,8853900000000.0,8924100000000.0,8852700000000.0,8972700000000.0,8998400000000.0,9108200000000.0,9331600000000.0,9211000000000.0,9287600000000.0,9447800000000.0,9438500000000.0,9513600000000.0,9491800000000.0,9550300000000.0,9535600000000.0,9682600000000.0,9413200000000.0,9645200000000.0
952,B,False,5809400000000.0,5861200000000.0,5974200000000.0,6155400000000.0,6406800000000.0,6468700000000.0,6373700000000.0,6347700000000.0,6357100000000.0,6249900000000.0,6390300000000.0,6692200000000.0,6878400000000.0,7155200000000.0,7096100000000.0,6990500000000.0,7383500000000.0,7429800000000.0,7235500000000.0,7082600000000.0,6986700000000.0,7395500000000.0,7250100000000.0,7181400000000.0,6947600000000.0,6782600000000.0,6908300000000.0,6978400000000.0,7190600000000.0,7505500000000.0
953,B,False,6365500000000.0,6539000000000.0,6581700000000.0,6885300000000.0,7010600000000.0,7269900000000.0,7224800000000.0,7508700000000.0,7667700000000.0,7984800000000.0,8255300000000.0,8345900000000.0,8818800000000.0,8810800000000.0,9310100000000.0,9783500000000.0,9746500000000.0,9721300000000.0,9741600000000.0,9624900000000.0,9762700000000.0,9584900000000.0,9427400000000.0,9340300000000.0,9664700000000.0,9266200000000.0,8977900000000.0,9600300000000.0,9450400000000.0,9471000000000.0
954,B,True,13596000000000.0,13894000000000.0,14007000000000.0,13609000000000.0,13309000000000.0,13520000000000.0,14098000000000.0,14299000000000.0,14569000000000.0,14673000000000.0,14757000000000.0,14741000000000.0,14814000000000.0,15256000000000.0,15161000000000.0,14972000000000.0,15113000000000.0,14849000000000.0,15231000000000.0,15558000000000.0,15547000000000.0,15398000000000.0,15947000000000.0,15774000000000.0,15937000000000.0,16388000000000.0,15815000000000.0,15413000000000.0,15738000000000.0,15472000000000.0
955,B,False,1628600000000.0,1718300000000.0,1671500000000.0,1612000000000.0,1369200000000.0,1434700000000.0,1509400000000.0,1572900000000.0,1486000000000.0,1535900000000.0,1551300000000.0,1519900000000.0,1663800000000.0,1564200000000.0,1401000000000.0,1348700000000.0,1398400000000.0,1362600000000.0,1251700000000.0,1272700000000.0,1237400000000.0,1207700000000.0,1186800000000.0,1277400000000.0,1252400000000.0,1225700000000.0,1177500000000.0,1203500000000.0,1095300000000.0,1056300000000.0
956,B,False,11677000000000.0,11869000000000.0,11802000000000.0,11663000000000.0,11738000000000.0,12012000000000.0,12250000000000.0,12623000000000.0,12302000000000.0,12546000000000.0,12712000000000.0,12211000000000.0,12189000000000.0,12441000000000.0,12218000000000.0,12219000000000.0,12113000000000.0,12228000000000.0,12698000000000.0,12581000000000.0,12690000000000.0,12700000000000.0,12458000000000.0,12421000000000.0,12656000000000.0,12620000000000.0,12707000000000.0,12441000000000.0,12315000000000.0,12290000000000.0
957,B,False,13478000000000.0,13603000000000.0,13801000000000.0,13976000000000.0,14126000000000.0,13852000000000.0,14501000000000.0,14398000000000.0,14237000000000.0,13614000000000.0,13859000000000.0,13866000000000.0,13696000000000.0,13511000000000.0,13732000000000.0,13527000000000.0,13418000000000.0,13175000000000.0,13090000000000.0,12975000000000.0,13276000000000.0,13182000000000.0,13112000000000.0,13037000000000.0,13119000000000.0,13568000000000.0,13854000000000.0,13645000000000.0,14203000000000.0,14091000000000.0
958,B,False,6136200000000.0,6060500000000.0,5980500000000.0,6071400000000.0,6141000000000.0,6253100000000.0,6111200000000.0,6042000000000.0,5966300000000.0,5918700000000.0,6085200000000.0,6129600000000.0,6061100000000.0,6006000000000.0,5943400000000.0,5986900000000.0,5533900000000.0,5715700000000.0,5663800000000.0,5638600000000.0,5749900000000.0,5666700000000.0,5669800000000.0,5668100000000.0,5609300000000.0,5844700000000.0,5967400000000.0,5842300000000.0,5540200000000.0,5646600000000.0
959,B,False,2223400000000.0,2219200000000.0,2165100000000.0,2148500000000.0,2074900000000.0,1963900000000.0,2087800000000.0,1887300000000.0,2097200000000.0,1887000000000.0,1987700000000.0,1968500000000.0,1968600000000.0,1955700000000.0,2006400000000.0,1949800000000.0,1876400000000.0,1947800000000.0,1904300000000.0,1850400000000.0,1878600000000.0,1964900000000.0,1940400000000.0,1905200000000.0,1813600000000.0,1924800000000.0,2117400000000.0,2162700000000.0,2344300000000.0,2260700000000.0
960,B,False,8440200000000.0,8601900000000.0,8847200000000.0,8998900000000.0,8914500000000.0,8741400000000.0,8631400000000.0,8905800000000.0,8843900000000.0,9086300000000.0,8887600000000.0,8797600000000.0,8854900000000.0,9005400000000.0,9065600000000.0,9046900000000.0,9025600000000.0,9078900000000.0,8987600000000.0,8646400000000.0,8945900000000.0,8928500000000.0,8645100000000.0,8790500000000.0,8856600000000.0,8891800000000.0,8980600000000.0,9170600000000.0,9518900000000.0,9894100000000.0
961,B,False,8569700000000.0,9007000000000.0,8486400000000.0,8326100000000.0,8598100000000.0,8751000000000.0,8850900000000.0,8856000000000.0,9672000000000.0,9691000000000.0,10153000000000.0,9918600000000.0,9924100000000.0,10199000000000.0,10050000000000.0,10311000000000.0,9974900000000.0,10004000000000.0,9758200000000.0,10558000000000.0,10651000000000.0,10243000000000.0,10197000000000.0,10139000000000.0,10523000000000.0,10667000000000.0,10737000000000.0,11423000000000.0,11358000000000.0,11072000000000.0
962,B,False,8356800000000.0,8096900000000.0,8382000000000.0,8612700000000.0,8308200000000.0,8322500000000.0,8296200000000.0,8477400000000.0,8240600000000.0,8258000000000.0,8127700000000.0,8053600000000.0,8124100000000.0,8066200000000.0,8131100000000.0,8162600000000.0,8132600000000.0,8143000000000.0,7687800000000.0,7757200000000.0,7556700000000.0,7669700000000.0,7647700000000.0,7560300000000.0,7227600000000.0,7535700000000.0,7403900000000.0,7270000000000.0,7028100000000.0,7300600000000.0
963,B,False,8236900000000.0,8048500000000.0,7949300000000.0,7839400000000.0,7988700000000.0,7886700000000.0,7866100000000.0,7954200000000.0,7825600000000.0,7969800000000.0,7735600000000.0,7818200000000.0,7986100000000.0,7860100000000.0,8020100000000.0,7885400000000.0,8134500000000.0,8096600000000.0,8182800000000.0,7915900000000.0,8016700000000.0,7871400000000.0,7810700000000.0,7759300000000.0,8030200000000.0,7944500000000.0,7654000000000.0,7602100000000.0,7339900000000.0,7571400000000.0
964,B,False,14100000000000.0,13132000000000.0,12396000000000.0,13735000000000.0,12943000000000.0,12838000000000.0,13155000000000.0,11664000000000.0,11203000000000.0,11502000000000.0,11477000000000.0,11768000000000.0,11743000000000.0,11572000000000.0,11818000000000.0,11257000000000.0,10868000000000.0,10208000000000.0,11000000000000.0,9556100000000.0,9916600000000.0,9680200000000.0,9036500000000.0,8757100000000.0,8772600000000.0,8669900000000.0,9136400000000.0,8042000000000.0,8306900000000.0,8123800000000.0
965,B,False,8718600000000.0,8754600000000.0,8784600000000.0,8435700000000.0,8421100000000.0,8267500000000.0,8405100000000.0,8595600000000.0,8712600000000.0,9067000000000.0,9285200000000.0,9684400000000.0,10105000000000.0,9966700000000.0,9846700000000.0,9613100000000.0,9025300000000.0,8254700000000.0,7712500000000.0,7546800000000.0,7475500000000.0,7270600000000.0,7207900000000.0,7368100000000.0,7398500000000.0,7591500000000.0,7502900000000.0,7539400000000.0,7544900000000.0,7677400000000.0
966,B,False,9160600000000.0,9223900000000.0,8974800000000.0,8893800000000.0,8793300000000.0,8790000000000.0,8531200000000.0,8425200000000.0,8328100000000.0,8236900000000.0,8048500000000.0,7949300000000.0,7839400000000.0,7988700000000.0,7886700000000.0,7866100000000.0,7954200000000.0,7825600000000.0,7969800000000.0,7735600000000.0,7818200000000.0,7986100000000.0,7860100000000.0,8020100000000.0,7885400000000.0,8134500000000.0,8096600000000.0,8182800000000.0,7915900000000.0,8016700000000.0
967,B,True,15028000000000.0,14828000000000.0,14995000000000.0,15147000000000.0,15208000000000.0,15227000000000.0,14959000000000.0,14406000000000.0,14337000000000.0,14126000000000.0,14079000000000.0,13846000000000.0,13784000000000.0,13344000000000.0,13312000000000.0,13184000000000.0,12937000000000.0,12995000000000.0,13301000000000.0,13555000000000.0,13615000000000.0,13622000000000.0,13603000000000.0,13857000000000.0,14087000000000.0,14137000000000.0,14226000000000.0,14356000000000.0,14377000000000.0,14741000000000.0
968,B,True,7901700000000.0,7610800000000.0,7413200000000.0,7372200000000.0,7295000000000.0,7264700000000.0,7507500000000.0,7406800000000.0,7463200000000.0,6971100000000.0,6888900000000.0,6896900000000.0,6771100000000.0,6581600000000.0,6385500000000.0,6370000000000.0,6350500000000.0,6694900000000.0,7013500000000.0,7110100000000.0,7026100000000.0,7020400000000.0,7255400000000.0,6930100000000.0,6854400000000.0,6826200000000.0,6764400000000.0,6803000000000.0,6907100000000.0,6764300000000.0
969,B,True,7837000000000.0,7978800000000.0,7965000000000.0,8552400000000.0,8765500000000.0,8631900000000.0,8749500000000.0,9072500000000.0,8613100000000.0,8456300000000.0,7948600000000.0,7859700000000.0,7379500000000.0,7211400000000.0,7224100000000.0,7250300000000.0,7013900000000.0,7138100000000.0,7099300000000.0,7050800000000.0,7149900000000.0,7229000000000.0,6833400000000.0,7033900000000.0,7168500000000.0,7267400000000.0,6907400000000.0,6856900000000.0,7062900000000.0,6999500000000.0
970,B,False,13857000000000.0,14196000000000.0,13687000000000.0,13214000000000.0,13706000000000.0,13956000000000.0,13637000000000.0,13604000000000.0,13325000000000.0,13483000000000.0,13457000000000.0,13388000000000.0,13459000000000.0,13959000000000.0,13377000000000.0,13565000000000.0,14038000000000.0,14437000000000.0,14082000000000.0,14176000000000.0,13546000000000.0,13266000000000.0,12834000000000.0,12921000000000.0,12828000000000.0,12693000000000.0,12971000000000.0,12830000000000.0,12464000000000.0,12692000000000.0
