,FLARE_TYPE,COINCIDENCE,SHRGT45_1,SHRGT45_2,SHRGT45_3,SHRGT45_4,SHRGT45_5,SHRGT45_6,SHRGT45_7,SHRGT45_8,SHRGT45_9,SHRGT45_10,SHRGT45_11,SHRGT45_12,SHRGT45_13,SHRGT45_14,SHRGT45_15,SHRGT45_16,SHRGT45_17,SHRGT45_18,SHRGT45_19,SHRGT45_20,SHRGT45_21,SHRGT45_22,SHRGT45_23,SHRGT45_24,SHRGT45_25,SHRGT45_26,SHRGT45_27,SHRGT45_28,SHRGT45_29,SHRGT45_30
1068,B,False,0.25864,0.18116,0.39975,0.29707,0.35363,0.45885,0.43277,0.37356,0.52187,0.31395,0.41699,0.29851,0.3956,0.44464,0.2055,0.43404,0.51434,0.42122,0.28156,0.16543,0.16775,0.20539,0.21879,0.18358,0.20068,0.16391,0.23021,0.13984,0.37755,0.24554
1069,B,False,56.589,56.544,57.327,57.287,56.883,57.06,56.39,55.269,57.049,56.591,56.669,56.574,56.74,57.007,56.963,57.735,57.092,58.878,58.646,57.337,56.318,57.042,57.07,57.326,57.816,57.07,56.484,56.562,56.973,55.111
1070,B,False,62.198,62.118,62.266,61.852,61.749,61.519,61.411,60.969,60.695,60.145,60.128,59.671,59.157,58.844,58.52,58.391,57.582,57.561,57.209,57.771,57.26,57.471,57.548,57.851,57.246,57.338,57.007,57.498,57.185,57.349
1071,B,False,7.9348,7.5502,8.6346,8.5756,9.2642,10.068,9.6674,9.9039,9.7448,8.8248,8.6573,9.9574,10.894,9.6768,11.333,12.116,11.322,13.102,12.354,12.582,9.6862,12.357,12.498,11.436,13.134,13.517,12.822,11.749,11.913,13.527
1072,B,False,16.974,15.266,16.62,16.966,15.524,16.255,15.857,14.979,13.627,15.394,15.775,14.36,15.102,15.103,14.905,13.842,14.133,14.208,12.44,14.709,13.523,13.732,14.531,14.679,13.841,12.604,12.899,13.156,12.958,14.0
1073,B,False,3.3333,3.0118,3.0971,3.3243,3.384,3.477,3.0251,3.1643,3.2755,3.0201,2.9538,3.2884,2.5492,2.9359,2.997,2.8986,2.8497,2.821,2.8295,2.3521,2.5321,2.3053,1.9312,2.1807,2.3728,2.1588,2.1874,2.2473,1.8206,1.8389
1074,B,False,23.365,23.765,24.034,24.337,23.953,24.635,23.867,24.12,24.645,23.752,23.102,24.571,22.491,22.764,23.601,24.011,24.757,24.185,24.032,22.705,23.187,21.681,21.081,21.186,21.331,21.749,22.133,21.791,22.0,22.074
1075,B,True,47.828,47.1,47.185,45.979,46.192,46.145,46.08,45.241,44.87,44.28,44.13,43.584,44.481,43.567,44.359,43.537,43.22,42.204,42.648,42.343,41.934,41.262,40.381,41.665,41.838,41.174,42.73,42.7,42.402,42.883
1076,B,False,20.412,22.423,21.899,21.287,20.337,20.33,20.883,20.037,19.621,19.31,19.549,19.851,20.264,20.319,21.48,20.418,20.768,20.905,20.48,21.929,22.742,22.501,21.713,21.47,21.355,21.424,21.434,20.975,21.24,21.802
1077,B,False,12.544,11.601,10.354,9.3621,11.011,7.5646,9.8891,8.578,9.8814,9.7027,8.7899,8.1311,8.4575,11.313,9.7024,6.8078,7.3536,9.6544,8.0515,6.6586,7.0536,7.6224,8.0312,7.3886,7.8095,8.1647,12.633,12.739,11.938,13.374
1078,B,True,22.923,22.704,22.488,22.634,23.473,24.22,23.677,24.041,24.981,25.384,25.003,24.24,23.969,24.922,24.151,24.928,24.154,24.886,25.034,25.096,24.39,25.317,24.483,25.618,25.842,24.857,24.426,25.917,25.352,25.812
1079,B,False,26.564,27.866,27.083,26.857,25.312,26.105,26.646,26.468,26.466,27.649,28.68,29.836,29.102,30.165,31.551,32.304,31.337,31.637,31.9,30.929,31.312,30.715,29.157,29.185,28.816,29.803,28.541,28.093,26.801,27.838
1080,B,True,38.523,38.238,37.938,38.988,39.129,39.081,39.367,39.115,39.563,40.216,41.307,41.798,41.035,41.097,41.169,40.778,41.657,42.656,42.554,43.309,43.547,44.067,44.019,44.299,45.362,44.924,45.81,45.974,46.146,47.144
1081,B,False,4.4038,4.8325,5.2475,4.9658,5.2143,5.3832,5.1782,4.9551,4.587,4.1656,4.6191,4.2536,5.2639,4.8087,5.4971,5.5251,6.0371,5.1264,5.7162,5.7676,5.4323,5.0293,5.323,5.4342,4.9916,5.1305,5.1208,4.4444,4.5408,4.9165
1082,B,False,5.335,5.3598,6.6328,5.4009,4.892,6.0694,6.7416,6.0864,6.9864,6.8313,8.2027,7.8234,9.2194,7.8072,7.1506,6.5571,5.6163,8.664,7.2515,7.763,7.0686,6.4826,9.1371,8.8321,7.4698,7.7747,7.735,9.3323,8.709,8.7867
1083,B,False,32.973,31.848,32.254,31.573,32.064,32.378,33.285,32.833,31.831,32.09,31.811,32.195,31.965,31.498,32.075,32.178,31.879,31.887,31.502,31.637,32.815,31.823,31.479,31.602,31.279,31.618,32.449,32.666,32.096,31.784
1084,B,False,9.1053,10.12,10.636,9.41,9.7071,10.859,9.6709,10.582,9.0666,12.739,13.257,7.1429,12.051,9.509,10.556,13.535,9.02,9.584,12.113,13.316,11.629,8.5554,7.2924,6.8462,8.5201,5.7833,7.6794,9.6358,5.6591,4.6658
1085,B,False,60.356,60.362,59.956,60.543,60.632,60.79,61.553,61.248,61.211,61.197,61.698,61.866,61.851,61.416,61.219,60.503,60.73,60.659,60.894,60.637,60.424,61.35,60.926,60.95,60.326,60.189,59.514,59.637,60.315,60.396
1086,B,True,17.238,17.276,16.768,16.895,17.368,17.446,17.449,17.499,16.883,16.962,16.786,17.262,17.919,17.171,17.422,16.93,17.633,18.71,18.66,17.165,17.944,18.272,18.717,17.95,19.292,17.158,17.668,17.169,17.705,17.988
1087,B,True,6.6105,7.2822,7.0302,5.2209,4.5543,3.5862,6.4249,4.2596,3.3898,3.0242,3.8995,3.5992,5.5858,5.3242,4.8815,3.982,7.483,6.8648,6.2898,6.8417,7.3388,6.0959,4.5865,6.445,7.3383,9.2478,11.019,12.544,14.011,18.757
1088,B,True,23.132,22.331,22.033,22.835,22.907,22.832,23.667,24.139,24.148,24.675,24.764,25.141,25.2,25.073,24.895,26.313,26.667,25.65,25.765,25.63,26.373,25.577,25.657,26.256,26.155,26.255,26.78,27.288,27.479,25.979
1089,B,False,33.02,33.551,33.636,31.521,32.64,31.974,32.696,32.27,32.593,32.378,31.98,31.511,31.277,30.891,30.36,30.81,30.364,30.336,29.956,29.517,30.204,28.183,28.616,29.093,28.686,28.233,27.912,28.046,27.497,26.509
1090,B,False,11.201,11.858,11.733,11.539,11.484,11.712,11.884,11.295,11.705,10.363,10.943,11.11,10.816,10.802,11.22,11.234,11.235,10.977,11.043,11.761,11.385,11.659,11.468,11.531,11.771,11.86,11.275,11.248,11.246,10.745
1091,B,False,21.472,21.738,21.644,21.228,21.356,20.821,21.134,20.882,21.515,21.508,21.535,21.767,21.328,21.188,20.952,21.2,21.633,20.803,21.005,20.584,20.71,20.685,21.195,21.18,21.474,20.844,21.57,20.959,21.015,21.368
1092,B,False,41.792,41.731,41.383,39.847,38.922,40.284,40.454,40.181,40.29,42.201,41.591,42.514,42.208,42.315,43.707,44.413,44.267,43.791,43.629,42.92,42.716,41.727,41.238,40.899,40.775,41.487,41.184,41.463,40.723,40.854
1093,B,False,7.1785,5.8734,5.355,5.7501,5.9021,5.0408,4.7641,4.5233,4.039,3.0711,3.6306,3.4351,3.9666,4.1774,3.9457,4.3596,4.5271,3.8299,4.0,3.7051,3.5079,3.2946,3.4386,3.1421,3.0936,2.7796,3.1198,3.6754,3.9506,3.3552
1094,B,False,33.753,31.499,32.384,31.3,31.098,31.539,30.566,31.687,32.795,31.721,31.913,32.756,34.468,33.57,33.538,34.106,35.191,34.459,34.637,35.012,35.657,35.063,36.133,36.641,36.626,36.311,37.26,37.532,37.66,38.087
1095,B,False,7.1916,6.3005,4.3542,4.8235,4.5806,5.2362,3.2865,4.207,3.5893,4.0556,3.7825,4.0331,3.4483,3.6618,4.8768,3.5246,2.6547,2.9816,5.0368,4.6689,4.4927,3.8411,4.908,3.58,3.9591,4.6799,4.9989,5.3155,6.5908,7.8649
1096,B,False,11.188,11.228,10.321,10.278,10.633,10.902,10.75,11.3,11.371,10.744,10.861,10.123,10.478,10.551,10.732,11.498,10.761,10.231,9.747,10.121,10.459,10.137,10.63,9.6847,9.4906,8.9344,8.4498,9.0583,9.2467,9.3473
1097,B,False,28.707,28.379,29.078,29.475,28.596,27.229,28.578,29.247,28.891,29.261,29.078,28.159,27.223,27.352,27.023,28.583,28.284,29.05,27.718,26.845,26.808,28.22,28.093,27.198,26.979,26.262,26.367,28.253,29.19,28.997
1098,B,True,35.795,34.696,36.204,36.7,36.448,35.877,35.245,36.262,36.606,37.541,36.768,37.068,36.758,36.22,36.551,36.944,37.164,37.814,37.808,37.424,36.927,37.512,37.428,37.037,37.072,37.787,36.951,36.779,36.117,36.149
1099,B,True,40.374,40.207,40.799,42.158,41.816,42.262,42.057,41.515,41.634,41.683,40.447,41.419,41.275,42.279,41.459,41.388,41.78,41.77,42.075,42.188,41.578,42.234,41.707,41.426,41.16,41.05,40.548,40.284,40.686,41.851
1100,B,True,5.3642,5.0265,7.9596,8.7408,6.4249,6.4858,6.6105,7.2822,7.0302,5.2209,4.5543,3.5862,6.4249,4.2596,3.3898,3.0242,3.8995,3.5992,5.5858,5.3242,4.8815,3.982,7.483,6.8648,6.2898,6.8417,7.3388,6.0959,4.5865,6.445
1101,B,False,2.6982,2.2491,2.449,3.6546,2.8812,2.7834,3.3156,3.8812,4.0599,3.9446,4.1924,3.5748,4.2787,4.3514,5.2519,3.9182,4.8203,5.2747,4.6239,4.4536,4.6093,4.4934,3.3857,3.9744,3.8137,3.6378,4.154,3.8198,5.9665,3.4972
1102,B,False,6.9347,6.9032,6.0634,6.6834,6.7713,6.5994,6.7439,6.639,6.8942,6.245,6.7475,7.187,7.486,7.7643,8.2598,7.8051,7.4709,7.1659,7.2614,7.4607,7.7853,6.842,6.5411,7.0145,6.8104,6.8552,6.7425,7.2226,6.7166,6.5483
1103,B,False,45.13,46.426,45.962,44.996,43.282,43.73,49.219,47.218,46.306,46.746,46.912,46.689,47.517,48.593,47.73,48.008,47.964,47.106,47.645,47.729,46.648,47.446,46.528,47.011,47.15,47.029,47.999,48.119,47.441,46.648
1104,B,False,26.431,27.268,26.823,27.291,28.153,27.785,27.942,27.457,27.45,27.412,28.272,29.285,28.506,28.137,28.675,28.598,27.577,29.122,28.436,27.002,27.817,27.089,27.988,27.538,27.846,28.235,27.652,28.663,29.204,28.79
1105,B,False,18.378,17.669,17.65,18.124,17.762,18.168,17.973,17.193,17.583,17.167,17.268,17.404,16.814,17.55,17.41,17.899,17.802,17.586,17.566,17.208,18.527,17.819,18.778,18.581,19.3,19.741,18.844,18.511,19.675,19.919
1106,B,False,9.6931,9.6745,9.8438,9.8446,10.47,9.7441,9.5348,9.3865,9.552,9.4389,9.8092,9.7977,9.8351,9.9208,9.992,9.6205,9.5321,10.21,9.6858,10.146,10.057,9.8475,10.378,10.519,10.666,10.504,10.514,10.325,10.376,10.124
1107,B,False,3.7732,4.8297,4.6147,4.0187,5.1111,3.5953,3.5472,3.6582,4.2187,4.7255,3.6837,4.6841,3.5169,3.2702,3.2172,4.1775,5.1596,6.1754,5.0775,5.6526,5.0129,5.8266,5.1161,5.1088,4.3622,3.9318,4.563,5.132,5.0761,4.9578
1108,B,False,15.135,14.08,13.642,14.893,13.748,14.91,15.689,15.35,16.918,18.238,16.366,15.049,14.641,15.58,16.805,17.267,16.902,18.233,17.83,17.825,18.925,17.99,19.621,18.405,19.781,20.584,21.302,20.753,21.515,21.211
1109,B,False,8.6466,8.5439,7.859,9.5476,9.9249,10.13,10.829,12.172,11.019,11.847,10.59,10.019,9.9429,8.8273,9.4761,9.4598,9.494,8.6565,7.8984,7.2825,6.4085,6.2963,5.7329,8.86,9.4563,6.217,6.386,7.9066,7.3812,8.7054
1110,B,True,0.31393,0.26793,0.22584,0.31227,0.27209,0.26627,0.22252,0.13313,0.15507,0.10065,0.06993,0.10872,0.068174,0.19989,0.10799,0.086796,0.054354,0.033363,0.04503,0.091638,0.10113,0.067735,0.0,0.011743,0.082218,0.011648,0.03568,0.047784,0.012038,0.060857
1111,B,False,51.174,50.865,51.298,52.869,54.113,54.543,53.843,56.307,56.289,57.615,59.283,59.724,61.226,61.262,61.642,61.984,63.8,63.556,64.437,63.55,63.29,61.83,62.077,61.784,62.26,61.533,62.154,64.464,63.427,62.418
1112,B,True,5.0585,5.1841,5.2964,5.85,6.0437,6.1902,6.5332,7.1131,6.659,7.0068,7.8575,7.7898,7.4811,7.0399,7.1829,6.8559,6.7316,6.1967,5.5531,5.3426,5.9844,6.2947,5.7146,5.9643,6.0457,6.7271,6.7486,6.6355,6.7371,7.4756
1113,B,True,3.4181,3.3681,4.0125,3.2781,2.7724,3.5579,3.3372,3.4523,3.7891,4.1973,3.2389,3.1395,4.038,3.6315,4.5916,4.1667,4.4356,4.457,6.853,5.5441,4.6632,3.925,5.1356,6.0224,3.4131,4.6512,4.3124,3.3306,2.5051,2.6147
1114,B,False,28.835,27.893,28.175,28.248,26.94,29.059,26.327,25.627,27.107,25.381,24.288,25.554,23.904,21.813,21.974,21.393,22.745,23.624,23.36,26.166,23.863,21.908,23.321,22.789,22.13,19.922,20.28,19.238,20.659,20.455
1115,B,True,3.8466,4.1,3.7716,4.0519,4.2717,4.6018,4.5909,4.3934,4.1307,4.6298,4.4019,4.2023,4.6268,4.3684,4.7574,4.4793,4.5999,4.5406,4.2809,4.2002,4.4434,4.2171,4.367,4.9105,4.7477,4.2258,4.2797,4.0025,3.87,3.9921
1116,B,False,65.744,66.004,65.635,65.73,66.647,65.429,65.185,65.185,65.427,65.506,65.805,65.672,65.793,66.157,66.234,65.964,67.223,67.139,66.179,66.439,66.895,66.794,66.364,66.073,66.043,66.11,66.754,66.157,66.307,66.53
1117,B,False,3.6929,3.3111,2.8199,2.8383,3.6892,3.3564,3.9428,3.2183,3.7172,3.1523,3.4235,2.9066,3.0632,2.6639,2.2993,2.0062,3.1215,3.2858,3.4724,2.6402,2.5005,2.2807,2.5016,2.4274,1.8244,2.2829,2.9505,2.8404,3.1986,2.4634
1118,B,False,47.27,46.988,47.43,47.311,48.151,48.262,48.761,49.332,49.239,48.993,49.646,49.821,49.76,50.474,50.313,50.707,50.421,50.427,50.183,49.553,49.282,49.771,50.062,50.174,50.431,49.944,50.021,50.794,50.082,50.623
1119,B,False,0.48501,0.80285,1.3761,0.62735,0.98928,0.58431,1.1608,1.9506,2.2636,1.5716,1.2281,1.3986,1.3115,0.74906,0.76009,1.2207,1.0934,0.5123,0.62241,1.4591,0.42418,0.31915,0.2139,1.2303,0.20704,0.27412,0.2181,0.10983,0.3252,0.26344
1120,B,False,15.489,15.11,14.898,14.62,14.733,14.91,14.846,14.981,15.034,14.794,15.105,14.897,14.677,14.753,14.523,14.41,14.387,14.258,15.01,14.446,14.02,14.126,13.799,13.28,12.869,13.045,13.455,12.882,12.373,12.328
1121,B,False,32.754,31.61,31.168,30.389,32.062,33.081,33.236,33.81,34.735,34.851,34.863,33.669,35.625,35.445,35.32,35.597,35.591,35.126,34.047,33.96,33.121,32.568,31.403,31.209,31.732,30.795,32.063,30.444,31.136,30.54
1122,B,False,29.421,29.193,29.76,29.605,29.109,29.234,29.865,29.117,28.699,29.471,29.18,29.931,29.998,29.892,30.296,30.097,29.297,29.416,29.76,30.358,30.558,30.87,30.35,30.1,29.764,31.203,30.683,31.135,31.722,31.285
1123,B,True,14.714,14.981,14.721,14.5,14.473,13.555,14.088,13.298,13.731,13.813,14.306,13.666,13.744,13.104,13.109,13.778,13.518,13.694,13.541,13.613,13.742,13.754,14.051,13.43,13.474,13.647,13.631,13.575,13.339,13.46
1124,B,False,32.702,32.117,31.635,32.98,32.854,31.818,29.936,30.621,30.852,30.03,30.384,29.911,30.366,29.733,29.502,29.743,30.334,30.731,31.147,30.788,30.265,29.755,29.752,29.839,30.433,30.218,29.805,30.155,29.451,30.272
1125,B,True,21.14,20.094,18.588,21.841,21.254,21.335,20.331,21.087,17.099,18.909,20.38,16.813,20.045,18.5,22.444,20.225,16.985,21.154,22.015,24.572,20.17,17.218,20.566,19.934,19.226,17.021,19.125,17.591,18.444,20.823
1126,B,False,18.924,21.707,18.581,23.348,25.853,25.959,22.288,22.694,20.747,19.097,20.619,21.306,21.791,19.683,24.284,21.363,16.688,16.317,14.683,14.403,11.959,12.598,11.987,13.653,14.782,13.591,10.787,10.866,12.718,15.889
1127,B,True,16.687,15.621,15.515,14.065,15.439,16.51,16.764,15.531,17.138,16.532,16.005,15.869,16.239,16.922,16.873,16.697,16.904,16.3,16.662,18.649,15.847,15.636,16.452,16.189,15.462,14.825,16.516,14.829,20.047,16.064
1128,B,False,22.413,21.543,21.686,21.891,20.705,20.412,22.423,21.899,21.287,20.337,20.33,20.883,20.037,19.621,19.31,19.549,19.851,20.264,20.319,21.48,20.418,20.768,20.905,20.48,21.929,22.742,22.501,21.713,21.47,21.355
1129,B,False,31.495,31.404,30.578,30.744,31.094,31.588,31.424,30.534,30.657,30.357,29.208,29.133,29.07,28.732,27.851,27.226,27.685,27.868,26.896,26.795,28.002,27.853,27.231,26.611,27.065,27.727,26.844,26.891,26.742,27.535
1130,B,False,10.126,9.0076,9.4102,10.226,9.0909,9.4178,10.952,10.022,10.206,11.819,10.52,9.0731,9.3905,9.8011,9.035,9.7342,9.8361,10.12,9.2207,9.8083,10.267,9.8328,9.5949,8.362,9.2712,9.4408,9.6783,9.4858,9.1326,8.9181
1131,B,False,14.641,15.58,16.805,17.267,16.902,18.233,17.83,17.825,18.925,17.99,19.621,18.405,19.781,20.584,21.302,20.753,21.515,21.211,21.759,20.204,20.594,20.843,20.855,20.523,21.697,20.62,21.888,21.377,22.478,22.54
1132,B,True,40.799,40.554,42.159,41.384,41.247,42.289,41.691,42.692,41.68,41.801,42.619,42.399,42.38,41.062,41.33,39.941,40.493,41.803,41.909,41.953,40.988,41.362,41.931,40.363,40.676,40.522,39.929,40.002,39.0,38.57
1133,B,False,7.1003,8.4978,6.6667,7.4778,7.1548,8.5941,11.57,14.604,17.155,15.871,19.065,18.079,18.53,21.487,19.866,19.278,16.645,17.83,20.255,24.704,25.177,20.006,23.905,24.674,25.781,25.184,25.839,25.148,24.78,25.784
1134,B,False,37.254,36.651,36.975,37.29,36.698,36.936,36.616,37.227,37.731,36.966,36.915,37.29,37.586,37.231,37.141,37.717,37.254,36.949,36.63,36.697,36.675,36.381,36.875,37.373,35.858,36.365,35.935,36.312,36.367,37.071
1135,B,False,10.834,9.8867,11.593,10.601,10.657,9.4858,10.632,8.4685,8.8898,9.0662,10.422,10.692,11.227,10.076,10.528,10.937,10.87,10.807,10.958,12.061,11.055,10.792,11.705,10.281,11.179,11.907,11.497,11.471,11.926,10.489
1136,B,False,28.466,28.695,27.809,27.737,27.685,27.998,28.306,28.617,28.674,27.7,28.145,27.915,28.231,27.594,27.989,28.38,29.121,29.989,30.039,30.232,30.188,29.554,29.697,29.981,29.783,30.446,30.308,30.355,30.039,29.837
1137,B,False,2.1536,2.317,3.3915,1.6175,2.1875,1.8438,1.1455,2.1531,2.1465,2.611,3.0726,2.5907,3.3248,4.534,3.672,3.3505,2.1935,4.4715,4.2017,2.7888,3.3058,3.0573,2.2253,2.7704,4.2027,3.7688,2.8117,1.8605,1.4201,1.5187
1138,B,False,35.024,34.499,33.4,37.768,34.723,33.775,34.135,29.095,30.199,33.165,31.157,31.597,29.954,27.179,27.485,25.391,25.436,25.011,21.125,24.035,19.545,17.381,16.159,13.919,15.545,15.652,12.781,14.53,14.08,12.819
1139,B,True,3.4556,3.8576,2.7147,3.0665,3.39,4.1927,5.1864,4.3938,4.9479,4.2235,4.6805,4.8075,5.4382,7.385,8.4949,7.8029,9.1169,7.8974,9.2544,8.12,9.7401,8.8287,9.9953,9.974,10.23,9.8252,9.1176,10.656,11.207,10.735
1140,B,False,24.256,23.893,24.545,25.105,22.724,21.837,24.664,24.732,23.219,22.292,22.222,21.854,20.367,20.409,19.678,18.521,18.264,18.47,18.341,21.02,19.186,17.935,18.407,19.579,22.451,21.631,21.886,19.886,20.428,20.922
1141,B,False,17.654,17.273,17.777,18.016,17.136,16.845,16.692,16.351,15.898,16.743,15.621,16.066,16.013,16.646,15.947,16.135,16.264,16.214,16.53,16.663,16.354,15.932,15.919,14.547,14.86,15.31,15.505,15.963,16.339,16.287
1142,B,False,20.29,20.138,19.688,21.24,20.11,21.052,19.618,20.967,20.113,20.109,20.624,19.683,20.434,21.517,20.071,21.026,19.832,21.39,22.812,22.215,24.783,24.055,25.0,25.909,24.858,26.015,25.221,23.653,23.245,21.708
1143,B,False,0.67636,0.57155,0.57029,0.54388,0.53912,0.48805,0.64484,0.67273,0.51085,0.4638,0.37576,0.38065,0.50351,0.54331,0.63411,0.54384,0.36086,0.49731,0.45185,0.45496,0.21969,0.47844,0.39713,0.47529,0.19019,0.28295,0.33746,0.37976,0.46819,0.60578
1144,B,False,45.384,49.472,49.658,49.932,48.407,49.741,48.851,46.947,48.421,49.848,48.165,44.699,45.415,39.007,39.601,36.858,43.986,42.261,44.0,38.939,42.435,31.805,29.878,32.353,26.008,30.968,49.275,31.884,0.0,0.0
1145,B,False,6.2783,6.7147,6.8601,6.6579,6.4012,6.4655,6.2476,5.5748,5.7161,6.287,6.073,5.299,6.0378,6.4321,6.4099,6.6972,6.5082,6.3989,7.186,6.779,6.025,6.0033,6.4364,6.6895,6.5111,7.1429,7.4426,7.4532,6.6041,7.2472
1146,B,False,3.2911,3.6968,4.3961,2.9113,3.8432,3.2184,3.0894,3.1878,3.3948,3.1986,2.721,2.5382,2.9475,3.5848,2.3854,2.7496,2.938,3.2422,4.2032,4.1973,3.9413,3.4341,3.3336,3.2993,2.844,3.9408,4.7116,4.6898,5.8737,6.0073
1147,B,False,0.5814,0.58442,0.41074,0.69009,0.50939,0.3714,0.30423,0.81843,1.3534,1.0551,0.91855,0.67734,0.54645,0.84977,0.47976,0.9515,0.95649,0.66245,0.30039,0.5988,0.82067,0.86789,0.76523,0.66922,0.97669,0.60222,0.89457,0.64725,0.52373,0.59211
1148,B,False,16.843,16.688,17.451,18.999,19.682,19.984,20.32,19.174,19.895,19.256,18.674,19.663,19.248,19.934,20.304,20.302,18.622,19.243,20.251,21.759,20.057,20.753,20.97,20.993,20.621,20.36,21.185,19.604,19.723,19.071
1149,B,True,9.0713,8.4759,8.2262,8.4644,8.3556,7.4574,7.7703,7.4021,7.7731,7.7776,7.6606,7.2431,7.2132,7.7599,7.3363,6.8697,6.2674,6.1985,5.2209,6.13,5.9485,5.601,5.2853,5.5023,5.3204,4.3261,5.433,5.3435,5.7018,5.3547
1150,B,True,50.039,50.39,50.242,50.044,50.127,50.1,49.941,49.06,49.921,50.515,49.654,50.436,49.799,49.793,49.721,49.532,49.972,49.422,49.074,49.167,48.962,49.443,48.296,48.353,48.708,48.183,48.914,48.719,47.984,48.144
1151,B,False,0.12445,0.013852,0.098287,0.070512,0.085592,0.31587,0.16631,0.14995,0.34093,0.14361,0.22198,0.12841,0.3097,0.082727,0.065595,0.098847,0.017132,0.0,0.033041,0.11515,0.082021,0.080038,0.082237,0.0,0.13316,0.033721,0.083556,0.0,0.036075,0.056169
1152,B,False,47.839,47.372,47.094,47.239,46.788,47.082,47.002,47.347,47.264,47.116,46.783,47.351,47.772,48.06,47.386,47.438,46.78,47.403,46.756,46.476,46.491,46.604,46.03,46.181,46.617,46.54,46.373,46.367,46.167,45.505
1153,B,False,7.6555,6.5987,7.0707,6.4794,3.7275,5.1817,5.1847,3.2075,4.9727,5.2789,4.1023,4.1741,7.4449,7.7511,6.3358,5.612,4.476,5.2056,4.5696,3.6668,5.1077,3.1754,4.3907,4.1931,4.8803,4.4559,3.7768,3.5559,1.873,2.7453
1154,B,False,8.1241,8.3266,8.3401,7.3907,7.3151,7.1818,8.2738,7.4796,7.5675,8.1257,8.8725,8.5361,8.0539,7.0969,7.1193,6.7258,6.6551,6.8042,6.2112,6.1515,6.1949,5.9693,5.599,5.8846,5.1752,5.0972,5.7469,4.8918,5.0193,4.898
1155,B,False,43.868,44.074,43.237,42.601,42.822,42.127,41.324,41.941,41.738,42.158,42.754,42.979,43.126,43.724,44.472,44.344,45.161,44.719,44.222,44.354,44.568,43.81,44.556,44.557,45.053,45.054,44.638,44.11,44.305,43.84
1156,B,False,26.238,28.541,24.982,22.48,24.578,22.631,22.81,21.761,19.944,19.729,18.027,17.593,18.189,17.923,16.722,18.65,15.297,15.468,14.83,16.122,16.385,15.84,16.13,15.609,14.504,15.159,14.593,12.96,13.468,15.956
1157,B,False,33.375,39.255,42.105,40.171,40.763,39.896,39.445,38.219,38.38,37.226,36.013,38.062,37.488,36.416,35.471,35.624,35.355,35.718,37.621,37.309,37.892,33.759,35.273,35.043,34.115,34.599,36.061,35.103,33.218,35.264
1158,B,False,5.6787,6.248,5.005,4.717,5.1996,6.9816,4.8569,5.2882,5.5178,5.6009,5.1067,4.7716,3.5703,5.5342,4.7114,5.8009,3.7031,3.3344,2.3722,3.3509,3.4633,4.1349,4.4366,4.4469,2.7199,3.123,3.0947,3.0697,2.9529,2.4434
1159,B,True,0.79063,0.91013,0.83209,0.80968,0.93179,0.76802,1.0689,0.90251,0.99538,1.2877,1.5596,0.93227,1.2271,0.95333,1.2938,1.6772,1.9943,1.7564,2.5714,2.881,2.962,3.2742,2.5049,2.2218,2.1856,1.9628,1.6059,1.457,1.5044,1.9201
1160,B,False,30.608,31.041,30.864,30.167,30.124,29.929,29.416,29.089,29.021,27.534,26.966,26.948,26.675,26.724,25.835,25.531,26.555,26.48,25.78,26.149,26.54,26.791,26.797,25.807,26.431,27.268,26.823,27.291,28.153,27.785
1161,B,False,33.219,33.705,33.007,33.298,32.545,32.05,32.032,32.69,32.922,33.012,32.651,32.458,32.695,31.46,31.659,31.052,30.804,30.891,31.078,30.4,30.471,31.35,31.02,31.369,31.388,30.738,31.629,30.379,30.022,30.791
1162,B,False,36.58,36.839,35.954,37.592,39.005,40.531,34.65,33.156,34.203,32.967,31.528,32.284,31.265,31.663,32.46,31.325,29.394,31.366,30.169,30.009,27.357,30.559,27.115,28.832,28.022,27.701,29.626,29.334,29.084,28.94
1163,B,True,19.466,20.581,21.177,20.646,19.26,21.238,20.206,19.953,20.949,20.446,20.696,20.727,20.889,21.893,22.138,22.324,21.723,22.73,20.292,20.565,19.36,19.614,20.76,20.763,20.35,20.956,20.444,21.66,22.115,20.013
1164,B,False,41.803,41.909,41.953,40.988,41.362,41.931,40.363,40.676,40.522,39.929,40.002,39.0,38.57,38.337,38.414,37.797,37.285,37.97,37.264,38.169,36.323,36.065,36.993,37.254,37.011,36.983,35.97,35.193,35.806,35.162
1165,B,False,32.663,33.761,33.443,33.075,33.323,33.517,33.391,32.58,32.567,32.829,32.673,32.579,32.913,32.544,32.513,32.982,32.323,32.152,30.843,33.353,33.276,33.11,33.457,33.588,33.607,33.157,32.731,32.505,33.012,33.248
1166,B,False,2.8476,4.4118,4.0486,4.3033,4.8828,5.2065,6.8266,3.8536,4.2169,3.2374,1.6636,1.1538,3.3989,6.9767,1.6529,2.3411,3.005,2.8333,1.2678,1.6768,1.6736,2.6786,5.5249,8.1395,8.286,6.0714,7.762,7.3431,5.1699,3.7915
1167,B,False,8.6397,8.5678,9.0192,9.7309,10.055,10.155,9.3317,9.6149,9.2091,10.106,9.8262,9.906,9.2765,9.7319,9.5519,9.6363,9.8708,10.178,9.081,8.8956,8.6364,8.1473,8.9722,8.6302,8.2076,6.8681,7.5625,6.9356,6.4565,6.6993
