,FLARE_TYPE,COINCIDENCE,MEANPOT_1,MEANPOT_2,MEANPOT_3,MEANPOT_4,MEANPOT_5,MEANPOT_6,MEANPOT_7,MEANPOT_8,MEANPOT_9,MEANPOT_10,MEANPOT_11,MEANPOT_12,MEANPOT_13,MEANPOT_14,MEANPOT_15,MEANPOT_16,MEANPOT_17,MEANPOT_18,MEANPOT_19,MEANPOT_20,MEANPOT_21,MEANPOT_22,MEANPOT_23,MEANPOT_24,MEANPOT_25,MEANPOT_26,MEANPOT_27,MEANPOT_28,MEANPOT_29,MEANPOT_30
205,M,False,3994.9,3950.1,3939.7,3864.3,3826.1,3803.4,3789.6,3699.9,3675.1,3527.7,3496.2,3428.1,3427.3,3456.8,3417.3,3405.4,3397.5,3383.2,3371.3,3297.1,3405.7,3419.0,3465.8,3468.2,3449.1,3532.8,3609.5,3653.4,3663.6,3649.7
206,M,True,10849.0,12406.0,15668.0,16792.0,22783.0,22959.0,25863.0,25020.0,23530.0,27104.0,25949.0,27056.0,28074.0,24091.0,27398.0,24933.0,26032.0,26996.0,25237.0,25340.0,25307.0,24812.0,24483.0,22625.0,21670.0,21395.0,21054.0,21290.0,19563.0,19370.0
207,M,True,10402.0,10200.0,10411.0,10282.0,9957.0,9908.4,10003.0,9903.9,9801.4,10233.0,9696.8,9648.6,9750.2,9484.2,9459.2,9383.0,9781.6,9948.0,9560.0,9509.5,9430.4,9431.8,9366.6,9273.8,9380.7,9100.9,8955.8,8845.4,8766.7,8734.5
208,M,False,9459.2,9383.0,9781.6,9948.0,9560.0,9509.5,9430.4,9431.8,9366.6,9273.8,9380.7,9100.9,8955.8,8845.4,8766.7,8734.5,8413.6,8359.5,8033.1,7914.0,7997.1,7782.5,7630.7,7459.5,7092.3,7176.9,6888.6,7033.3,7182.0,7117.2
209,M,True,7914.0,7997.1,7782.5,7630.7,7459.5,7092.3,7176.9,6888.6,7033.3,7182.0,7117.2,7374.2,7360.9,7403.6,7565.7,7526.2,7513.9,7515.1,7595.9,7644.3,7401.6,7481.7,7439.8,7298.7,7231.8,7242.9,7209.6,7217.0,7287.0,7142.0
210,M,False,7931.3,8029.6,7796.2,7676.5,7738.3,7635.3,7653.3,7724.2,7635.3,7802.0,7470.9,7319.0,7417.9,7089.6,7247.9,7267.7,7481.6,7317.7,7220.1,7335.2,7354.7,7294.8,7246.1,7353.0,7370.6,7368.2,7542.9,7735.1,7873.2,7796.4
211,M,False,7916.0,8049.9,7840.4,7675.6,7705.2,7510.0,7377.9,7389.1,7165.3,7006.9,7136.6,7086.2,7467.6,7174.9,7011.8,6972.8,6875.3,6762.6,6861.9,6550.7,6755.9,6490.2,6524.5,6358.0,6483.3,6526.5,6552.0,6658.6,6610.3,6657.4
212,M,True,5812.9,5783.4,5793.5,5814.2,5858.7,5842.8,5676.7,5614.4,5544.7,5378.7,5310.2,5133.0,5152.8,5143.7,5116.6,5184.9,5257.1,5260.7,5255.4,5223.8,5225.0,5259.3,5225.6,5281.0,5424.7,5360.8,5398.8,5560.2,5652.0,5683.2
213,M,False,6919.5,6953.0,6913.5,6932.9,6922.2,6868.0,6953.3,6923.7,7000.0,7046.3,7164.2,7160.3,7242.1,7581.5,7640.2,7798.8,7832.0,7954.3,7980.3,8108.0,8201.9,8088.5,8173.9,8332.1,8267.1,8304.4,8421.5,8565.7,8426.3,8572.7
214,M,False,7301.8,7247.9,7374.3,7363.4,7477.9,7537.9,7753.9,7811.8,7955.2,7995.1,8082.2,8155.1,8298.1,8265.2,8467.0,8621.7,8858.5,9046.5,9076.4,9127.5,9269.4,9228.4,9133.2,9094.7,8819.3,8757.0,8517.3,8283.6,8310.8,8284.7
215,M,False,3246.4,3188.6,3113.7,3119.2,3088.0,3040.3,2978.2,2989.9,2978.3,2919.6,2863.8,2850.7,2853.4,2900.2,2951.7,2891.5,2985.0,2921.8,2932.5,2978.3,3074.5,3088.1,3035.4,3122.0,3082.3,3177.3,3112.8,3118.0,3075.8,3065.7
216,M,False,10569.0,10723.0,10585.0,10612.0,10769.0,10934.0,11074.0,11142.0,10989.0,10995.0,11108.0,11146.0,11148.0,11069.0,10892.0,11096.0,10922.0,10929.0,10942.0,10861.0,10875.0,10887.0,10873.0,10705.0,10829.0,10900.0,10743.0,10730.0,10696.0,10754.0
217,M,False,9175.0,9215.9,9304.6,9376.1,9344.9,9241.6,9137.6,9368.6,9384.3,9149.5,9202.2,9241.5,9163.2,9139.1,9294.3,9196.4,9156.6,9090.3,9258.8,9256.6,9314.8,9329.1,9300.0,9308.7,9249.0,9214.2,9205.4,9166.4,9125.1,9029.4
218,M,True,11514.0,11461.0,11415.0,11446.0,11466.0,11516.0,11688.0,11769.0,11826.0,11927.0,12031.0,12231.0,12246.0,12359.0,12445.0,12474.0,12498.0,12526.0,12537.0,12452.0,12538.0,12589.0,12484.0,12442.0,12472.0,12486.0,12399.0,12407.0,12418.0,12469.0
219,M,False,12512.0,12529.0,12512.0,12397.0,12361.0,12431.0,12253.0,12101.0,12012.0,11867.0,11678.0,11521.0,11582.0,11543.0,11537.0,11527.0,11529.0,11526.0,11557.0,11647.0,11729.0,11876.0,11974.0,12153.0,12356.0,12537.0,12555.0,12694.0,12864.0,12954.0
220,M,True,6155.6,6178.7,6173.4,6186.5,6157.5,6163.3,6115.9,5986.5,5994.2,6012.1,5948.8,5914.7,5914.5,5883.5,5819.1,5692.5,5708.5,5642.8,5560.2,5450.9,5380.5,5353.4,5234.9,5088.9,5021.0,4912.5,4875.5,4696.9,4709.4,4668.5
221,M,False,5989.9,6086.5,6004.9,6005.0,5991.5,6050.4,5936.3,5919.5,5848.6,5691.2,5634.4,5641.7,5496.7,5417.6,5405.1,5391.2,5307.8,5177.6,5175.1,5092.5,4988.7,4978.3,4934.5,4928.1,4876.5,4903.0,4913.7,4945.3,4976.9,4987.2
222,M,False,3616.8,3256.0,3379.5,3328.4,3121.7,3106.2,3168.0,3400.2,3521.1,3442.5,3392.7,3591.8,3685.7,3666.7,4020.3,4296.6,4575.4,5143.3,5399.2,5870.7,6125.5,6190.0,6149.1,6382.9,5970.6,5583.8,5320.5,5355.6,5415.9,5081.9
223,M,False,7565.6,7501.0,7436.5,7313.7,7177.5,6978.2,6874.6,6748.4,6679.7,6625.5,6641.2,6603.7,6544.4,6541.2,6550.7,6372.0,6439.0,6538.9,6631.1,6679.2,6821.8,6738.1,6821.3,7004.2,6939.7,6962.9,6915.5,6929.1,6944.7,6939.1
224,M,False,9844.7,9944.1,10017.0,9954.0,9803.3,9881.7,9740.7,9667.0,9475.8,9296.7,9198.6,9261.6,9246.8,9133.3,9153.3,9201.8,9117.0,9145.0,9125.4,9177.6,9035.8,9018.6,9142.0,9234.4,9206.3,9239.6,9124.6,9179.6,9177.5,9173.8
225,M,False,12776.0,12835.0,12779.0,12749.0,12833.0,12942.0,12914.0,12973.0,12918.0,12950.0,12909.0,13031.0,13103.0,13262.0,13323.0,13275.0,13356.0,13569.0,13814.0,13784.0,13923.0,13871.0,14076.0,14125.0,14254.0,14368.0,14398.0,14445.0,14370.0,14572.0
226,M,False,8455.2,8490.0,8407.2,8321.7,8157.2,8138.0,8170.2,8267.5,8388.1,8705.0,8784.8,8951.4,8982.6,8958.8,8905.9,8973.6,8938.3,8807.8,8765.0,8687.1,8675.7,8673.2,8603.1,8538.2,8487.5,8466.1,8433.5,8338.9,8230.1,8127.1
227,M,False,4718.6,4623.9,4448.8,4403.1,4299.0,4287.2,4302.1,4332.2,4363.3,4348.1,4424.6,4436.1,4488.1,4547.4,4570.9,4621.7,4652.4,4678.1,4713.2,4693.1,4628.6,4569.7,4514.7,4463.6,4379.0,4285.1,4251.7,4187.1,4140.0,4090.6
228,M,False,4453.2,4460.8,4597.3,4627.1,4650.4,4758.6,4883.3,4809.0,4968.8,5014.2,4890.7,5010.9,4988.0,4962.0,4830.7,4595.2,4769.8,4696.9,4543.2,4629.6,4549.3,4646.4,4591.4,4525.4,4486.9,4582.8,4582.2,4424.3,4412.6,4511.1
229,M,True,6469.2,6401.5,6273.1,6416.2,6438.2,6353.2,6423.3,6381.0,6416.8,6274.1,6200.7,6298.8,6240.7,6424.6,6244.4,6212.8,6280.8,6380.4,6307.2,6368.2,6273.2,6284.9,6127.5,6281.2,6362.9,6323.7,6340.9,6675.6,6486.2,6421.9
230,M,False,5901.8,5929.4,5966.2,5998.1,6005.9,6001.6,6043.7,6107.7,6121.1,6159.5,6248.0,6200.1,6291.0,6297.7,6371.7,6372.4,6362.3,6387.8,6373.8,6347.2,6256.4,6300.8,6294.7,6295.9,6269.6,6081.0,6035.7,6127.7,6072.3,6106.4
231,M,False,2971.9,2945.2,2930.5,2944.6,2876.8,2881.5,2885.0,2871.1,2859.4,2837.1,2779.0,2755.0,2728.1,2696.0,2646.5,2616.6,2585.5,2583.3,2576.3,2579.0,2583.1,2607.7,2593.8,2582.3,2616.6,2659.4,2714.6,2708.4,2756.0,2751.3
232,M,False,2199.2,2260.8,2253.4,2289.9,2269.3,2321.0,2354.8,2285.7,2294.2,2262.8,2302.1,2284.0,2273.5,2254.5,2232.7,2183.5,2185.3,2184.5,2096.5,2120.7,2124.1,2079.2,2146.5,2111.1,2191.5,2204.0,2283.3,2272.7,2302.6,2266.0
233,M,False,8869.0,8978.9,9058.9,9127.1,9170.0,9179.7,9200.8,9211.6,9149.4,9110.6,8965.1,8983.1,9066.4,9048.3,9002.8,8966.5,8942.0,8959.0,8943.4,8868.6,8812.8,8827.9,8819.4,8797.5,8747.9,8608.1,8695.7,8706.0,8689.6,8591.0
234,M,False,5598.9,5730.3,5675.2,5581.6,5590.2,5626.3,5645.8,5716.0,5674.1,5720.7,5720.1,5635.0,5641.3,5657.3,5584.4,5590.8,5558.0,5615.8,5578.0,5640.2,5659.5,5638.2,5604.2,5721.5,5725.4,5723.8,5770.4,5808.3,5792.7,5923.1
235,M,False,15945.0,15431.0,15276.0,14882.0,15124.0,15454.0,15022.0,14921.0,14806.0,14749.0,14386.0,14152.0,13924.0,13848.0,13685.0,13544.0,13599.0,12954.0,12593.0,12384.0,12351.0,11945.0,11073.0,10998.0,10565.0,10409.0,9905.4,9903.1,9518.4,9628.0
236,M,False,4511.2,4489.8,4481.1,4408.1,4310.6,4430.8,4496.4,4432.0,4444.9,4534.6,4361.0,4438.2,4598.8,4348.6,4367.2,4278.4,4132.2,4228.4,4119.2,4006.8,4017.4,3968.8,3926.6,3958.5,3748.3,3743.3,3706.3,3690.7,3599.6,3587.6
237,M,False,8103.7,8218.1,8208.5,7940.2,8227.0,7853.5,8240.4,7808.0,7714.0,7812.9,7481.1,7525.5,7563.4,7591.4,7638.3,8062.4,7673.9,7678.0,7665.8,7686.9,7873.3,7912.9,7907.0,7881.1,7831.7,7984.3,7975.8,7929.4,8236.5,8044.6
238,M,False,6060.1,6139.9,6178.0,6451.4,6435.0,6582.3,6583.3,6633.9,6560.8,6570.7,6522.9,6598.9,6626.4,6643.1,6691.2,6626.9,6586.2,6626.3,6570.4,6623.2,6652.9,6658.0,6655.0,6775.7,6846.1,6826.0,6693.5,6776.3,6716.6,6547.6
239,M,True,15302.0,15419.0,15478.0,15607.0,15882.0,15664.0,15799.0,15453.0,14991.0,14716.0,14638.0,14584.0,14646.0,14605.0,14812.0,14946.0,15022.0,15187.0,15209.0,15098.0,15485.0,15625.0,15544.0,15503.0,15578.0,15722.0,15648.0,15883.0,15896.0,15927.0
240,M,False,15607.0,15882.0,15664.0,15799.0,15453.0,14991.0,14716.0,14638.0,14584.0,14646.0,14605.0,14812.0,14946.0,15022.0,15187.0,15209.0,15098.0,15485.0,15625.0,15544.0,15503.0,15578.0,15722.0,15648.0,15883.0,15896.0,15927.0,15700.0,15719.0,15753.0
241,M,False,3878.3,3654.5,3725.9,3671.5,3793.2,3801.5,3908.5,4178.7,4143.6,4206.2,4528.7,4463.1,5048.2,5341.5,5742.6,6073.5,6534.8,6830.2,7353.2,7460.4,7655.5,8705.6,8718.1,8836.0,9205.5,9660.0,8746.0,8744.1,9076.2,9453.1
242,M,False,7353.3,7334.9,7287.2,7263.2,7340.2,7216.3,7336.5,7332.3,7326.6,7436.8,7418.9,7482.5,7597.7,7589.1,7674.9,7743.9,7854.1,8018.3,8096.9,8285.7,8255.3,8569.9,8687.6,8742.2,8774.6,8775.3,8784.7,8786.2,8627.1,8523.3
243,M,True,6448.5,6458.3,6425.4,6525.5,6507.1,6513.3,6635.3,6719.7,6829.0,6782.7,6847.7,7108.9,7064.5,6970.2,7046.6,7070.5,7107.6,7112.3,7081.1,7080.8,7070.0,7123.0,7111.1,7120.8,7098.3,7069.0,7032.2,6987.5,6911.2,6992.1
244,M,False,7451.3,7445.9,7443.6,7431.7,7351.2,7386.9,7415.0,7231.1,7121.5,7200.7,7227.9,7275.0,7243.8,7133.9,7117.5,6982.3,6832.2,6820.5,6749.8,6582.9,6564.9,6556.8,6502.4,6276.5,6307.7,6314.7,6268.0,6330.6,6406.0,6693.8
245,M,True,4441.6,4488.3,4571.5,4577.8,4586.9,4667.5,4680.0,4717.8,4725.7,4734.7,4806.4,4895.3,5007.2,5033.4,5089.0,5091.3,5242.2,5496.1,5575.8,5724.0,5722.8,5823.9,5831.6,5819.2,5757.2,5669.6,5665.7,5562.7,5573.0,5497.0
246,M,False,8015.5,7987.3,7869.0,7647.6,7492.7,7498.5,7342.6,7320.8,7358.3,7376.3,7401.4,7471.0,7644.7,7756.9,7957.4,8080.3,8395.4,8481.5,8614.4,8714.0,8889.0,9066.9,9011.0,9175.5,9104.9,8933.3,8759.7,8483.6,8336.3,8170.5
247,M,True,8103.6,8095.9,8135.5,8196.7,8236.5,8207.4,8211.6,8143.7,8153.2,8202.8,8234.8,8264.6,8192.0,8266.5,8361.0,8346.3,8345.8,8357.5,8462.9,8435.5,8495.2,8404.9,8614.9,8612.6,8648.6,8635.1,8604.1,8574.7,8596.6,8700.2
248,M,True,11229.0,11502.0,11612.0,11655.0,11845.0,11910.0,12006.0,12194.0,12273.0,12333.0,12480.0,12564.0,12706.0,12887.0,12976.0,13045.0,13251.0,13277.0,13358.0,13429.0,13727.0,13869.0,13984.0,14059.0,14076.0,14038.0,14066.0,14059.0,14108.0,14021.0
249,M,False,13045.0,13251.0,13277.0,13358.0,13429.0,13727.0,13869.0,13984.0,14059.0,14076.0,14038.0,14066.0,14059.0,14108.0,14021.0,14172.0,14080.0,14061.0,14145.0,14037.0,14049.0,14043.0,14081.0,14171.0,14463.0,14806.0,15255.0,15755.0,16079.0,16194.0
250,M,False,13277.0,13358.0,13429.0,13727.0,13869.0,13984.0,14059.0,14076.0,14038.0,14066.0,14059.0,14108.0,14021.0,14172.0,14080.0,14061.0,14145.0,14037.0,14049.0,14043.0,14081.0,14171.0,14463.0,14806.0,15255.0,15755.0,16079.0,16194.0,16196.0,16228.0
251,M,False,10906.0,10883.0,10914.0,10856.0,10893.0,10925.0,10986.0,10875.0,10959.0,10903.0,10872.0,11050.0,11209.0,11296.0,11496.0,11473.0,11741.0,11834.0,11943.0,12280.0,12426.0,12397.0,12387.0,12254.0,12185.0,12014.0,11860.0,11711.0,11461.0,11350.0
252,M,False,15157.0,15494.0,15592.0,15727.0,15650.0,15950.0,16006.0,16063.0,16045.0,16152.0,16136.0,16068.0,16134.0,15972.0,15928.0,15657.0,15462.0,15552.0,15573.0,15274.0,15000.0,14818.0,14549.0,14573.0,14566.0,14426.0,14510.0,14612.0,14627.0,14698.0
253,M,False,15727.0,15650.0,15950.0,16006.0,16063.0,16045.0,16152.0,16136.0,16068.0,16134.0,15972.0,15928.0,15657.0,15462.0,15552.0,15573.0,15274.0,15000.0,14818.0,14549.0,14573.0,14566.0,14426.0,14510.0,14612.0,14627.0,14698.0,14694.0,14739.0,14748.0
254,M,True,0.0,0.0,0.0,0.0,0.0,83.669,101.27,1120.9,206.06,1822.2,1435.4,2327.3,2522.2,3133.7,3350.4,5648.7,5480.9,5276.3,6988.1,7778.3,8162.4,8383.3,8809.3,10474.0,10399.0,11350.0,10586.0,11234.0,10650.0,10439.0
255,M,True,16983.0,16136.0,16118.0,16329.0,16001.0,15970.0,15858.0,16151.0,15995.0,15577.0,16191.0,15651.0,15647.0,15143.0,15324.0,15447.0,15891.0,15487.0,15260.0,15228.0,15517.0,15701.0,14533.0,14576.0,14492.0,13842.0,14599.0,15165.0,13851.0,14621.0
256,M,False,13867.0,14372.0,13775.0,13606.0,14131.0,13616.0,14329.0,13967.0,13412.0,14325.0,15139.0,14833.0,14075.0,14859.0,14654.0,14731.0,14843.0,14385.0,14739.0,14637.0,14251.0,14381.0,13908.0,14369.0,13996.0,13706.0,13733.0,14438.0,13898.0,13359.0
257,M,False,14843.0,14385.0,14739.0,14637.0,14251.0,14381.0,13908.0,14369.0,13996.0,13706.0,13733.0,14438.0,13898.0,13359.0,13533.0,14206.0,13711.0,13983.0,13871.0,13989.0,14058.0,14071.0,14058.0,14302.0,14538.0,14429.0,14485.0,14567.0,14495.0,15308.0
258,M,False,13996.0,13706.0,13733.0,14438.0,13898.0,13359.0,13533.0,14206.0,13711.0,13983.0,13871.0,13989.0,14058.0,14071.0,14058.0,14302.0,14538.0,14429.0,14485.0,14567.0,14495.0,15308.0,15107.0,14824.0,14134.0,14167.0,14304.0,15129.0,14974.0,13461.0
259,M,False,14931.0,15041.0,15580.0,15611.0,15172.0,14515.0,14066.0,14442.0,14876.0,13855.0,14768.0,14105.0,13832.0,14033.0,12858.0,13994.0,14254.0,13680.0,14090.0,14820.0,13636.0,13662.0,13758.0,13861.0,13335.0,13607.0,11739.0,14344.0,12538.0,11195.0
260,M,True,11030.0,10972.0,11057.0,11093.0,11154.0,11205.0,11098.0,11167.0,11280.0,11444.0,11497.0,11517.0,11576.0,11765.0,11870.0,11932.0,11872.0,11981.0,11844.0,11798.0,11763.0,11566.0,11333.0,11161.0,10909.0,10763.0,10529.0,10515.0,10434.0,10323.0
261,M,False,10031.0,9980.8,10024.0,9810.3,9813.4,9762.1,9704.1,9734.9,9766.4,9922.5,9906.3,10126.0,10316.0,10404.0,10551.0,10633.0,10779.0,10885.0,10851.0,10777.0,10638.0,10596.0,10535.0,10467.0,10430.0,10366.0,10295.0,10263.0,10289.0,10177.0
262,M,False,8677.4,8674.5,8620.1,8660.2,8639.4,8595.2,8614.1,8641.3,8713.0,8704.7,8581.8,8577.0,8701.1,8622.1,8630.4,8549.2,8695.4,8734.6,8840.4,8880.1,9056.4,9178.0,9261.8,9334.0,9378.0,9395.9,9408.8,9427.7,9419.3,9166.1
263,M,False,10415.0,10553.0,10887.0,10862.0,10730.0,10913.0,11069.0,11000.0,11025.0,10967.0,11053.0,10900.0,10937.0,10644.0,10500.0,10473.0,10225.0,10144.0,10135.0,10093.0,10118.0,10147.0,10094.0,10209.0,10285.0,10403.0,10373.0,10505.0,10729.0,10553.0
264,M,True,14852.0,14752.0,14619.0,14475.0,14537.0,14133.0,14051.0,13836.0,13814.0,13613.0,13632.0,13594.0,13558.0,13485.0,13468.0,13634.0,13825.0,13802.0,13984.0,14146.0,14290.0,14397.0,14711.0,14787.0,14918.0,14925.0,15170.0,15218.0,15107.0,14989.0
265,M,False,14619.0,14475.0,14537.0,14133.0,14051.0,13836.0,13814.0,13613.0,13632.0,13594.0,13558.0,13485.0,13468.0,13634.0,13825.0,13802.0,13984.0,14146.0,14290.0,14397.0,14711.0,14787.0,14918.0,14925.0,15170.0,15218.0,15107.0,14989.0,15011.0,14685.0
266,M,False,10776.0,10873.0,10699.0,10580.0,10534.0,10363.0,10456.0,10378.0,10292.0,10267.0,10272.0,10124.0,10088.0,10137.0,10127.0,10166.0,10127.0,10095.0,10077.0,10160.0,10183.0,10233.0,10137.0,10225.0,10257.0,10447.0,10513.0,10550.0,10782.0,10788.0
267,M,False,10705.0,10539.0,10382.0,10374.0,10268.0,10307.0,10287.0,10261.0,10191.0,10239.0,10270.0,10298.0,10306.0,10291.0,10243.0,10322.0,10285.0,10292.0,10303.0,10267.0,10323.0,10259.0,10282.0,10283.0,10266.0,10228.0,10222.0,10192.0,10157.0,10217.0
268,M,True,9716.7,9779.9,9841.6,9878.4,9783.5,9865.4,9881.0,9926.8,9950.1,9937.5,9902.7,10017.0,9978.7,9924.4,9848.9,9857.0,9889.5,9985.0,9784.3,9847.8,9754.6,9733.1,9744.7,9765.6,9862.4,9789.2,9823.0,9757.5,9788.9,9709.2
269,M,False,10577.0,10717.0,10850.0,10870.0,10749.0,10640.0,10602.0,10327.0,10180.0,10132.0,10048.0,9916.1,9854.6,9870.1,9845.5,9866.7,9799.2,9766.2,9731.8,9590.5,9564.5,9582.9,9655.1,9621.9,9521.7,9498.0,9454.4,9557.1,9708.0,9829.2
270,M,True,10340.0,10452.0,10438.0,10370.0,10511.0,10380.0,10303.0,10339.0,10511.0,10345.0,10239.0,10124.0,10120.0,10053.0,10091.0,10087.0,9981.9,9944.4,9895.0,10028.0,9943.4,9914.8,9984.0,10042.0,10049.0,10090.0,10154.0,10218.0,10429.0,10596.0
271,M,True,10063.0,10031.0,10276.0,10474.0,10552.0,10653.0,10966.0,11003.0,11085.0,11138.0,11259.0,11419.0,11442.0,11331.0,11419.0,11489.0,11524.0,11375.0,11282.0,11202.0,11337.0,11337.0,11321.0,11304.0,11132.0,11127.0,11236.0,11171.0,11316.0,11297.0
272,M,True,11996.0,12142.0,12244.0,12126.0,12262.0,12144.0,12173.0,12072.0,11881.0,11607.0,11261.0,11259.0,11103.0,10959.0,10808.0,10722.0,10804.0,10787.0,10861.0,10994.0,11087.0,11074.0,11337.0,11488.0,11600.0,11849.0,11913.0,12116.0,12095.0,12351.0
273,M,True,12984.0,13104.0,13001.0,12934.0,12818.0,12801.0,12633.0,12538.0,12445.0,12310.0,12150.0,12005.0,11886.0,11733.0,11579.0,11503.0,11416.0,11353.0,11308.0,11323.0,11298.0,11364.0,11476.0,11590.0,11676.0,11885.0,12018.0,12236.0,12403.0,12536.0
274,M,False,9340.2,9547.0,9525.0,9405.8,9700.9,9618.7,9657.8,9521.0,9607.0,9755.5,9999.3,9990.7,9896.6,9784.1,9730.8,9659.6,9802.3,9914.1,9856.9,9822.0,9966.1,10113.0,10030.0,10108.0,9989.4,10057.0,9986.1,10058.0,10003.0,9876.9
275,M,False,5606.0,5564.3,5868.9,5755.3,5671.4,5849.5,5581.3,5546.7,5461.2,5644.9,6245.9,5756.9,5801.5,5921.2,6189.4,5992.6,6090.5,6142.3,6145.8,6087.2,6241.3,6400.5,6330.8,6397.3,6342.7,6608.4,6309.9,6394.7,6294.5,6284.0
276,M,False,7343.2,7316.2,7181.4,7104.8,7008.7,6924.0,6826.4,6725.7,6671.7,6649.9,6577.9,6577.5,6543.2,6596.4,6650.2,6671.8,6713.2,6803.0,6871.9,6937.9,7032.5,7122.0,7191.5,7302.3,7303.9,7364.8,7416.3,7494.0,7515.6,7526.3
277,M,False,14148.0,13990.0,13943.0,13947.0,13953.0,13915.0,13684.0,13638.0,13487.0,13474.0,13330.0,13279.0,13007.0,12850.0,12637.0,12559.0,12339.0,12346.0,12222.0,12229.0,12145.0,11918.0,11944.0,11957.0,12085.0,12127.0,12275.0,12605.0,12709.0,12973.0
278,M,True,10810.0,10847.0,11072.0,11206.0,11561.0,11651.0,11811.0,11918.0,11940.0,11835.0,11784.0,11672.0,11744.0,11675.0,11649.0,11578.0,11445.0,11317.0,11283.0,11263.0,11201.0,11185.0,11075.0,11088.0,10921.0,10896.0,10831.0,10762.0,10503.0,10548.0
279,M,True,11578.0,11445.0,11317.0,11283.0,11263.0,11201.0,11185.0,11075.0,11088.0,10921.0,10896.0,10831.0,10762.0,10503.0,10548.0,10492.0,10594.0,10627.0,10562.0,10278.0,10438.0,10435.0,10386.0,10265.0,10292.0,10339.0,10287.0,10339.0,10423.0,10317.0
280,M,False,9501.0,9588.5,9576.6,9509.2,9621.9,9656.0,9738.2,9903.0,9934.2,9849.3,9929.6,9884.1,9925.2,9888.7,9939.2,9629.5,9830.3,9633.2,9565.6,9520.0,9777.7,9688.1,9668.1,9639.5,9606.7,9630.1,9511.0,9668.7,9739.3,9634.3
281,M,False,11385.0,11359.0,10391.0,11866.0,11977.0,10645.0,11961.0,11702.0,11610.0,11805.0,11392.0,11300.0,10877.0,11069.0,10998.0,10772.0,8415.1,9642.5,8572.7,7974.7,8052.5,6682.4,5638.9,4990.2,3284.1,2767.0,2599.0,2031.8,1967.0,1420.2
282,M,True,17950.0,17936.0,17704.0,17471.0,17270.0,17009.0,16915.0,16602.0,16420.0,16117.0,15895.0,15813.0,15538.0,15428.0,15226.0,15121.0,15317.0,15127.0,15098.0,15097.0,15132.0,15312.0,15547.0,15874.0,16050.0,16396.0,16463.0,16726.0,16872.0,16999.0
283,M,False,14886.0,14939.0,14955.0,15097.0,15173.0,15150.0,15223.0,15256.0,10066.0,9851.2,15511.0,15567.0,15670.0,15642.0,15458.0,15477.0,15320.0,11364.0,14373.0,14496.0,14310.0,14011.0,13909.0,13573.0,13398.0,13328.0,13129.0,13111.0,13286.0,13232.0
284,M,False,5755.7,5862.2,5930.3,5979.3,5992.6,6064.2,6137.5,6134.3,6126.1,6045.9,5999.2,5963.2,5908.0,5836.9,5830.5,5697.1,5669.8,5572.5,5586.6,5570.6,5473.3,5538.8,5536.1,5465.6,5472.0,5416.0,5360.3,5295.8,5311.0,5333.5
285,M,True,15081.0,14827.0,15559.0,14977.0,15139.0,14898.0,14970.0,15019.0,14716.0,15011.0,15275.0,14949.0,14820.0,15088.0,15152.0,15106.0,15178.0,15390.0,15331.0,15153.0,15277.0,15422.0,15846.0,15482.0,15463.0,15523.0,15521.0,15302.0,15212.0,15132.0
286,M,False,15028.0,15083.0,15246.0,15014.0,15278.0,15128.0,15045.0,14840.0,14910.0,14943.0,14960.0,15021.0,15178.0,14979.0,15201.0,14931.0,14968.0,14900.0,14646.0,14665.0,15067.0,14121.0,13691.0,13592.0,13325.0,13047.0,12872.0,12643.0,12131.0,11783.0
287,M,True,8633.6,8740.5,8947.7,8869.2,8975.3,8934.8,8951.9,8922.3,9024.8,8920.2,9021.9,9081.7,9190.8,9124.9,9153.9,9254.1,9185.0,9169.2,9173.9,9185.4,9206.3,9198.1,9208.2,9144.8,9081.8,9165.1,9205.5,9110.2,9050.8,9102.5
288,M,False,8869.2,8975.3,8934.8,8951.9,8922.3,9024.8,8920.2,9021.9,9081.7,9190.8,9124.9,9153.9,9254.1,9185.0,9169.2,9173.9,9185.4,9206.3,9198.1,9208.2,9144.8,9081.8,9165.1,9205.5,9110.2,9050.8,9102.5,9059.1,8994.2,9020.0
289,M,False,6554.9,6418.8,6392.7,6400.1,6379.9,6344.5,6280.3,6226.0,6183.3,6147.0,6044.3,5978.9,5911.0,5861.1,5920.6,5853.3,5885.8,5926.8,5946.4,5986.1,6011.4,6048.7,6057.8,6153.8,6224.3,6350.6,6445.5,6579.5,6756.2,6813.3
290,M,True,9184.5,9222.5,9297.5,9351.5,9311.6,9356.1,9331.7,9360.9,9335.2,9168.8,9132.7,8982.8,8843.3,8822.7,8723.1,8605.2,8537.9,8515.7,8387.3,8351.9,8356.3,8384.5,8493.0,8416.0,8374.4,8503.6,8573.8,8578.6,8681.4,8755.3
291,M,False,8796.0,8829.2,8843.8,8933.2,8936.4,8855.6,8919.3,9012.9,9007.5,8735.7,8873.5,8803.9,8605.0,8693.0,8490.2,8523.1,8320.5,8497.6,8488.1,8467.0,8459.8,8517.6,8500.0,8501.6,8487.2,8392.8,8423.8,8393.3,8503.7,8612.6
