,FLARE_TYPE,COINCIDENCE,MEANPOT_1,MEANPOT_2,MEANPOT_3,MEANPOT_4,MEANPOT_5,MEANPOT_6,MEANPOT_7,MEANPOT_8,MEANPOT_9,MEANPOT_10,MEANPOT_11,MEANPOT_12,MEANPOT_13,MEANPOT_14,MEANPOT_15,MEANPOT_16,MEANPOT_17,MEANPOT_18,MEANPOT_19,MEANPOT_20,MEANPOT_21,MEANPOT_22,MEANPOT_23,MEANPOT_24,MEANPOT_25,MEANPOT_26,MEANPOT_27,MEANPOT_28,MEANPOT_29,MEANPOT_30
0,X,False,15349.0,15533.0,15759.0,15681.0,15720.0,15735.0,15749.0,15710.0,15815.0,15832.0,15739.0,15651.0,15552.0,15571.0,15584.0,15604.0,15551.0,15556.0,15360.0,15299.0,15244.0,15153.0,15145.0,15140.0,15177.0,15198.0,15345.0,15434.0,15480.0,15506.0
1,X,False,15412.0,15445.0,15265.0,15235.0,15166.0,15178.0,15090.0,15063.0,15159.0,14974.0,14997.0,14997.0,15013.0,14999.0,15020.0,14996.0,14997.0,14793.0,14987.0,15198.0,15310.0,15352.0,15468.0,15432.0,15460.0,15364.0,15312.0,15213.0,15129.0,15020.0
2,X,False,9899.8,9830.8,9886.4,9947.1,9971.9,10158.0,10188.0,10337.0,10405.0,10529.0,10483.0,10569.0,10533.0,10502.0,10430.0,10346.0,10268.0,10277.0,10176.0,10015.0,9965.5,10015.0,9995.8,10069.0,9978.8,9943.6,9919.5,9904.0,9850.4,9862.1
3,X,False,8343.0,8419.1,8420.2,8420.8,8547.5,8669.2,8894.0,8918.3,8870.3,9051.5,9074.7,9190.3,9327.2,9238.9,9207.6,9166.8,9307.9,9248.4,9540.9,9692.2,9675.9,9676.6,9620.0,9606.3,9576.1,9537.0,9540.4,9556.1,9488.3,9459.0
4,X,True,10300.0,10281.0,10439.0,10687.0,10940.0,10822.0,10955.0,10935.0,10968.0,10912.0,10913.0,10927.0,11034.0,10907.0,10880.0,11005.0,10925.0,10770.0,10875.0,10743.0,10912.0,10785.0,10635.0,10656.0,10449.0,10382.0,10454.0,10365.0,10363.0,10231.0
5,X,False,13658.0,13554.0,13999.0,13661.0,14048.0,13899.0,13799.0,13715.0,13606.0,13517.0,13539.0,13511.0,13539.0,13485.0,13470.0,13463.0,13467.0,13477.0,13483.0,13493.0,13494.0,13553.0,13504.0,13536.0,13658.0,13681.0,13675.0,13516.0,13662.0,13687.0
6,X,True,15410.0,15383.0,15478.0,15239.0,15160.0,15080.0,14686.0,14848.0,14635.0,14658.0,14780.0,15023.0,14834.0,14880.0,14875.0,14827.0,14747.0,14775.0,14791.0,14651.0,14586.0,14543.0,14403.0,14253.0,14130.0,13913.0,13779.0,13531.0,13500.0,13315.0
7,X,False,18090.0,18193.0,18207.0,18276.0,18218.0,18211.0,18190.0,18013.0,18155.0,17909.0,17933.0,18014.0,18168.0,18035.0,17933.0,17783.0,17804.0,17486.0,17385.0,17270.0,16987.0,16821.0,16794.0,16728.0,16713.0,16684.0,16597.0,16659.0,16642.0,16826.0
8,X,False,18211.0,18190.0,18013.0,18155.0,17909.0,17933.0,18014.0,18168.0,18035.0,17933.0,17783.0,17804.0,17486.0,17385.0,17270.0,16987.0,16821.0,16794.0,16728.0,16713.0,16684.0,16597.0,16659.0,16642.0,16826.0,16912.0,17010.0,17065.0,17282.0,17228.0
9,X,False,11917.0,11971.0,11998.0,12072.0,12153.0,12230.0,12369.0,12485.0,12619.0,12697.0,12789.0,12822.0,13075.0,13139.0,13239.0,13347.0,13420.0,13524.0,13549.0,13545.0,13507.0,13318.0,13153.0,13007.0,9377.2,12442.0,12269.0,12173.0,12139.0,12120.0
10,X,False,11203.0,11029.0,11223.0,10926.0,11427.0,11301.0,10730.0,11501.0,11306.0,11187.0,11821.0,11065.0,11600.0,11257.0,11584.0,11396.0,11490.0,11603.0,11872.0,11087.0,11406.0,11249.0,11206.0,11089.0,11217.0,10935.0,11232.0,11105.0,10754.0,10707.0
11,X,True,10298.0,10408.0,10628.0,10710.0,10743.0,10705.0,10770.0,10816.0,10814.0,10750.0,10742.0,10574.0,10355.0,10292.0,10188.0,10031.0,9980.8,10024.0,9810.3,9813.4,9762.1,9704.1,9734.9,9766.4,9922.5,9906.3,10126.0,10316.0,10404.0,10551.0
12,X,False,13032.0,13048.0,13109.0,13146.0,13099.0,13263.0,13142.0,13283.0,13364.0,13501.0,13505.0,13811.0,13528.0,13778.0,13805.0,13806.0,14226.0,13957.0,13915.0,14286.0,14079.0,14483.0,14498.0,14544.0,14756.0,14447.0,14547.0,14881.0,14549.0,14335.0
13,X,False,11337.0,11337.0,11321.0,11304.0,11132.0,11127.0,11236.0,11171.0,11316.0,11297.0,11055.0,11120.0,11125.0,11205.0,11145.0,11321.0,11033.0,11309.0,11513.0,11540.0,11664.0,11951.0,12226.0,12280.0,12315.0,12185.0,12159.0,12161.0,12091.0,12020.0
14,X,False,12896.0,12824.0,12818.0,12849.0,12748.0,12561.0,12529.0,12477.0,12363.0,12246.0,12128.0,12030.0,11930.0,11775.0,11672.0,11576.0,11474.0,11518.0,11473.0,11479.0,11481.0,11583.0,11641.0,11794.0,11990.0,12108.0,12234.0,12235.0,12385.0,12451.0
15,X,False,11886.0,12096.0,12232.0,12271.0,12284.0,12177.0,12021.0,11986.0,11937.0,11937.0,11828.0,11762.0,11726.0,11633.0,11532.0,11564.0,11513.0,11509.0,11433.0,11350.0,11308.0,11200.0,11287.0,11267.0,11101.0,11066.0,11094.0,11055.0,11024.0,11022.0
16,X,False,7726.3,7655.9,7595.1,7747.5,7718.9,7740.1,7786.0,7757.3,7782.1,7613.5,7691.0,7711.6,7770.5,7678.4,7554.7,7519.8,7641.1,7491.2,7635.2,7690.4,7763.9,7716.1,7695.7,7741.8,7771.5,7769.8,7857.3,7761.9,7798.6,7747.5
17,X,False,15737.0,15905.0,16111.0,16349.0,16618.0,16762.0,17001.0,17202.0,17330.0,17448.0,17535.0,17542.0,17448.0,17203.0,17054.0,16888.0,16772.0,16438.0,16369.0,16252.0,16160.0,16181.0,16136.0,16122.0,16185.0,16314.0,16303.0,16271.0,16173.0,16330.0
18,X,False,540.48,550.9,542.53,574.26,622.52,621.06,633.65,649.49,634.31,625.1,756.71,841.5,852.81,899.27,1076.2,1238.7,1290.6,1066.7,1100.0,1436.1,1292.9,1317.1,1271.6,1327.4,1312.5,1343.2,1266.7,1257.5,1292.1,1161.2
19,X,False,3670.5,3689.5,3655.7,3760.0,3575.7,3550.0,3531.5,3668.5,3633.0,3524.5,3559.6,3470.9,3395.7,3493.8,3389.2,3327.9,3320.6,3261.6,3315.2,3358.0,3381.2,3199.2,3259.3,3232.2,3195.9,3121.2,3114.8,2914.1,2895.9,2824.8
20,X,False,9947.8,9668.1,9442.2,9570.1,9579.4,9178.1,9270.0,9336.7,9195.6,9030.1,9022.8,9201.6,8982.9,8999.5,8397.2,9108.2,9034.8,8337.6,8280.4,8881.8,8610.6,8519.4,8626.8,8629.2,8545.0,8573.9,8448.5,8367.3,8264.1,8418.2
21,X,False,14022.0,14440.0,13704.0,14426.0,13458.0,13222.0,13114.0,13012.0,13756.0,13814.0,12603.0,12646.0,12521.0,12558.0,12624.0,12656.0,12680.0,12809.0,13213.0,13001.0,13303.0,14297.0,13263.0,13237.0,13229.0,13298.0,13084.0,13020.0,12952.0,12864.0
22,X,True,16434.0,16361.0,16342.0,16408.0,16298.0,16179.0,16136.0,16104.0,16103.0,16048.0,16073.0,16030.0,15997.0,16055.0,16063.0,16071.0,16182.0,16246.0,16174.0,16136.0,16212.0,16306.0,16434.0,16467.0,16521.0,16621.0,16716.0,16837.0,16905.0,16995.0
23,X,True,14860.0,14967.0,15030.0,15094.0,15194.0,15282.0,15425.0,15498.0,15608.0,15674.0,15708.0,15717.0,15679.0,15638.0,15519.0,15368.0,15235.0,15091.0,14936.0,14790.0,14680.0,14569.0,14454.0,14483.0,14499.0,14470.0,14529.0,14637.0,14702.0,14709.0
24,X,False,6490.9,6370.0,6376.3,6418.7,6447.2,6562.9,6630.9,6708.8,6775.7,6927.0,7037.3,7178.9,7196.3,7421.7,7567.0,7652.8,7773.5,7886.2,7870.8,7956.6,7952.9,7876.4,7894.3,7748.5,7807.3,7753.7,7643.5,7506.4,7489.5,7442.8
25,X,True,9957.1,9854.1,9791.2,9820.3,10011.0,10152.0,10366.0,10606.0,11001.0,11148.0,11522.0,11797.0,12035.0,12333.0,12549.0,12711.0,12831.0,12763.0,12465.0,12164.0,12021.0,11869.0,11794.0,11944.0,11991.0,11986.0,12031.0,12220.0,12322.0,12518.0
26,X,False,12172.0,9096.3,8527.6,8756.6,12283.0,8985.3,8548.9,8766.5,8454.6,8057.1,8074.6,7966.7,7954.4,7638.5,7834.6,7833.7,7817.0,7909.1,7939.1,8284.9,8432.9,9946.5,8698.2,8929.7,8949.7,9288.0,9514.1,9723.6,9899.7,9909.1
27,X,True,18783.0,19376.0,19209.0,19300.0,19341.0,19167.0,19344.0,19230.0,19145.0,18927.0,19367.0,19505.0,19613.0,19504.0,19804.0,19742.0,19947.0,19837.0,19725.0,19685.0,19753.0,19704.0,19714.0,19592.0,19576.0,19339.0,19272.0,19250.0,19053.0,18965.0
28,X,True,19804.0,19742.0,19947.0,19837.0,19725.0,19685.0,19753.0,19704.0,19714.0,19592.0,19576.0,19339.0,19272.0,19250.0,19053.0,18965.0,19031.0,19234.0,19147.0,19059.0,19392.0,19469.0,19306.0,19508.0,19785.0,19905.0,19973.0,20028.0,20445.0,20501.0
29,X,False,9974.0,9995.7,10086.0,9350.3,9266.7,9276.2,8986.8,9374.4,9365.7,9238.8,8910.9,8887.6,8814.7,8467.1,8530.5,8166.2,8159.2,8533.7,8149.3,8345.5,8085.3,8350.3,8560.3,8126.7,8087.7,8096.9,8273.0,7942.8,7949.5,7954.0
30,M,False,5456.5,5501.1,5370.6,5263.6,5273.8,5374.9,5324.5,5386.8,5447.1,5594.7,5639.3,5672.9,5696.5,5841.8,5696.2,5801.2,5994.1,6111.4,6247.7,6257.8,6397.6,6512.5,6492.2,9368.8,5913.8,6238.7,6120.5,6385.8,6365.5,6322.9
31,M,False,3562.9,3293.6,3552.8,4548.2,3325.0,4477.2,4568.2,3284.4,3275.8,3282.1,3280.8,4003.4,3648.5,4206.3,4639.9,4694.0,4026.7,3351.2,4049.8,4400.0,4224.0,4550.4,4299.9,4114.3,4415.7,4723.1,4178.8,4486.9,4299.6,4469.4
32,M,False,6323.4,6283.0,6295.1,6334.7,6289.2,6362.6,6394.2,6491.2,6646.0,6747.8,6884.3,7012.0,7183.0,7311.4,7547.6,7614.5,7652.7,7712.2,7820.8,7658.3,7637.8,7474.4,7389.1,7268.9,7182.7,7007.0,6794.2,6746.1,6616.3,6616.1
33,M,True,8206.8,5353.9,7606.3,5136.0,5250.9,5119.7,5078.5,5271.5,5064.9,8368.8,5365.9,5315.0,5314.4,5391.9,5242.1,5441.8,5004.8,5337.3,4935.2,5149.3,5117.6,5191.6,5077.3,4873.6,4794.9,4769.6,4341.7,4321.7,4226.1,4101.2
34,M,False,2749.3,2747.0,2783.2,2657.7,2706.7,2682.4,2569.3,2433.1,2449.1,2449.0,2534.6,2580.9,2480.0,2444.3,2479.8,2565.9,2527.4,2523.4,2581.3,2603.2,2811.7,2838.8,2861.1,2778.7,2795.1,2790.0,2839.5,2770.5,2643.5,2649.1
35,M,False,7592.3,7593.4,7673.5,7798.2,7890.9,7956.1,8108.6,8098.0,8115.1,8045.2,8156.8,8191.7,8104.4,8278.7,8254.9,8653.1,8367.6,8613.1,8558.0,8525.8,8536.4,8567.2,8595.6,8934.2,8537.1,8581.2,8578.9,8877.3,9117.8,9106.0
36,M,False,3740.5,3373.1,3783.2,3786.0,3889.5,3872.6,3752.3,3849.6,3895.1,3872.8,3852.9,3873.4,3916.2,3979.4,3971.2,4127.7,4108.8,4228.2,4210.1,4680.2,4681.7,4921.2,4947.0,5034.2,5133.6,5242.0,5424.5,5492.6,5535.3,5525.6
37,M,True,5043.7,5202.9,5248.6,5283.3,5421.9,5539.5,5651.0,5699.7,5668.9,5875.1,6037.3,6055.1,6122.9,6012.7,5901.9,6000.7,6089.9,6106.7,6181.3,6322.6,6532.9,6515.7,6534.3,6591.9,6627.8,6656.1,6839.4,6970.9,7035.3,7178.0
38,M,True,14078.0,14204.0,14522.0,14796.0,14824.0,14803.0,14898.0,14992.0,15048.0,15204.0,15140.0,15012.0,14897.0,14796.0,14656.0,14770.0,14698.0,14788.0,14749.0,14714.0,14819.0,14918.0,14962.0,14962.0,15097.0,15112.0,15173.0,15199.0,15169.0,15358.0
39,M,False,3865.8,3735.9,3636.3,3699.3,3632.9,3618.7,3747.3,3824.5,3849.8,3868.1,3921.9,3917.5,3968.0,4097.6,4363.2,4444.0,4799.9,4873.2,4829.3,5153.2,5219.0,5318.8,5294.5,5285.4,5262.6,5244.9,5243.5,5270.2,5407.1,5402.6
40,M,False,14985.0,15015.0,15064.0,14828.0,14932.0,14896.0,15036.0,15117.0,15039.0,14974.0,15033.0,15243.0,15232.0,15333.0,15337.0,15354.0,15400.0,15388.0,15343.0,15261.0,15114.0,14978.0,14787.0,14603.0,14425.0,14326.0,14301.0,14285.0,14426.0,14274.0
41,M,True,10860.0,10896.0,11025.0,10930.0,10965.0,11006.0,10999.0,10976.0,10984.0,10968.0,10810.0,10859.0,10810.0,10882.0,10934.0,10909.0,10960.0,11046.0,11001.0,11088.0,11174.0,11195.0,11293.0,11464.0,11598.0,11509.0,11606.0,11669.0,11775.0,11873.0
42,M,True,8984.4,9006.5,8916.8,8858.3,8812.6,8941.9,8979.5,9014.5,9158.5,9264.2,9229.5,9295.9,9308.5,9393.5,9487.9,9630.3,9579.0,9596.0,9615.0,9608.0,9628.8,9480.7,9466.5,9442.8,9298.6,9191.0,9103.9,9093.6,9098.2,9020.9
43,M,False,10909.0,10960.0,11046.0,11001.0,11088.0,11174.0,11195.0,11293.0,11464.0,11598.0,11509.0,11606.0,11669.0,11775.0,11873.0,12004.0,12064.0,12144.0,12275.0,12183.0,12115.0,12138.0,11847.0,11967.0,11633.0,11533.0,11450.0,11323.0,11139.0,11175.0
44,M,False,9615.0,9608.0,9628.8,9480.7,9466.5,9442.8,9298.6,9191.0,9103.9,9093.6,9098.2,9020.9,9048.0,9061.1,9211.0,9190.5,9222.3,9381.8,9559.1,9763.1,9945.7,10033.0,10235.0,10373.0,10464.0,10543.0,10715.0,10490.0,10343.0,9894.4
45,M,False,8282.0,8253.4,8182.4,8101.5,8127.2,8216.4,8304.6,8400.3,8422.9,8517.9,8525.7,8693.1,8823.3,8925.6,8934.9,8924.9,8948.9,9113.0,8996.3,8885.0,8724.0,8718.4,8831.7,8828.9,8938.1,8958.0,9011.5,9071.3,9097.7,9104.9
46,M,False,4816.1,5376.1,4869.4,4864.0,4918.8,4899.1,4921.3,4848.7,4848.5,4873.8,4898.1,4892.3,4873.2,4830.8,4870.8,4804.8,4799.6,4771.2,4729.6,4639.3,4553.3,4466.0,4342.2,4330.2,4280.8,4373.1,4360.8,4420.6,4326.7,4475.3
47,M,True,11836.0,11872.0,12014.0,11972.0,11921.0,11893.0,11573.0,11489.0,11329.0,11201.0,11138.0,10942.0,10928.0,10886.0,10988.0,10890.0,10984.0,11215.0,11499.0,11582.0,11713.0,11898.0,11835.0,11899.0,11982.0,11774.0,11749.0,11575.0,11545.0,11476.0
48,M,True,5339.2,5381.1,5449.9,5329.4,5481.1,5591.4,5643.4,5666.7,5776.3,5848.8,5908.1,5916.5,5996.4,5956.2,5904.7,5812.9,5768.3,5707.8,5783.2,5743.4,5674.9,5754.1,6088.3,6198.0,6147.6,6145.8,6054.8,6060.5,5932.5,5516.5
49,M,False,10890.0,10984.0,11215.0,11499.0,11582.0,11713.0,11898.0,11835.0,11899.0,11982.0,11774.0,11749.0,11575.0,11545.0,11476.0,11336.0,11197.0,10927.0,10915.0,10781.0,10721.0,10726.0,10795.0,10648.0,10565.0,10509.0,10504.0,10580.0,10626.0,10589.0
50,M,False,11898.0,11835.0,11899.0,11982.0,11774.0,11749.0,11575.0,11545.0,11476.0,11336.0,11197.0,10927.0,10915.0,10781.0,10721.0,10726.0,10795.0,10648.0,10565.0,10509.0,10504.0,10580.0,10626.0,10589.0,10536.0,10515.0,10578.0,10663.0,10585.0,10701.0
51,M,False,10973.0,10809.0,10817.0,10790.0,10914.0,10776.0,10690.0,10644.0,10483.0,10420.0,10121.0,9964.9,9832.9,9805.3,9868.0,9780.1,9727.2,9798.6,9809.6,9963.1,10143.0,10244.0,10433.0,10500.0,10772.0,10997.0,11060.0,11188.0,11268.0,11352.0
52,M,False,9875.8,9963.0,9912.4,9999.2,9953.5,10103.0,10032.0,9929.5,9939.2,9626.1,9580.4,9583.8,9470.9,9218.9,9189.5,9136.0,9035.8,8929.0,9061.3,9022.4,8813.8,8779.7,8749.6,8942.4,8735.2,8820.1,8773.6,8773.8,8585.0,8616.2
53,M,True,6491.2,6510.5,6482.4,6504.8,6593.0,6512.1,6559.6,6640.4,6660.1,6581.3,6820.0,6995.4,7065.5,7162.8,7172.6,7280.0,7247.8,7268.7,7287.8,7382.4,7428.3,7581.9,7382.2,7481.2,7504.6,7572.8,7771.5,7559.5,7562.0,7640.9
54,M,False,7481.2,7504.6,7572.8,7771.5,7559.5,7562.0,7640.9,7745.9,7660.4,7894.9,7769.3,7757.3,7847.1,7957.0,8005.8,7998.6,8302.0,8284.0,8449.4,8546.2,8643.5,8423.6,8646.5,8522.5,8532.3,8397.3,8243.0,8191.8,7921.7,8091.3
55,M,False,8509.8,8684.7,8777.5,8713.6,8703.1,8566.9,8473.1,8556.0,8601.8,8618.2,8774.1,8781.4,8923.7,8741.9,8830.7,8478.5,8581.5,8660.5,8695.4,8718.6,8708.5,8688.4,8654.9,8741.9,8826.6,8818.6,8803.3,8744.8,8648.4,8736.3
56,M,False,8981.1,9051.6,9204.0,9211.0,9041.1,9306.8,9481.1,9432.7,9666.9,9665.8,9492.6,9327.2,9486.4,9568.8,9352.1,9481.0,9461.8,9653.9,9677.8,10113.0,9604.9,8878.6,10024.0,10378.0,10085.0,10343.0,10417.0,10818.0,10762.0,10519.0
57,M,False,9666.9,9665.8,9492.6,9327.2,9486.4,9568.8,9352.1,9481.0,9461.8,9653.9,9677.8,10113.0,9604.9,8878.6,10024.0,10378.0,10085.0,10343.0,10417.0,10818.0,10762.0,10519.0,10312.0,11061.0,10984.0,10283.0,10683.0,10617.0,11323.0,10831.0
58,M,True,12682.0,12558.0,12736.0,12780.0,12871.0,12903.0,13058.0,13203.0,13277.0,13297.0,13342.0,13446.0,13440.0,13479.0,13453.0,13429.0,13365.0,13367.0,13346.0,13398.0,13318.0,13180.0,13174.0,13218.0,13316.0,13328.0,13275.0,13212.0,13371.0,13551.0
59,M,False,13479.0,13453.0,13429.0,13365.0,13367.0,13346.0,13398.0,13318.0,13180.0,13174.0,13218.0,13316.0,13328.0,13275.0,13212.0,13371.0,13551.0,13580.0,13768.0,13892.0,14049.0,14221.0,14233.0,14363.0,14561.0,14678.0,14856.0,14822.0,14714.0,14496.0
60,M,True,8589.2,8752.5,8902.2,8888.5,9107.7,9204.5,9289.2,9320.6,9348.2,9281.7,9205.9,8963.4,8790.4,8700.6,8755.9,8726.5,8686.6,8272.7,8696.7,8695.7,8564.2,8698.4,7791.5,8629.0,7704.8,8788.1,8861.9,8773.4,8405.5,8347.7
61,M,False,7704.8,8788.1,8861.9,8773.4,8405.5,8347.7,8224.1,8854.7,8986.2,8473.3,8899.5,8934.2,8848.6,8945.5,8911.9,9070.9,9189.1,9541.2,9280.8,9773.8,10096.0,9913.1,10446.0,10498.0,10426.0,10694.0,10511.0,10470.0,10453.0,10214.0
62,M,False,7715.0,7717.9,7686.0,7718.4,7656.7,7594.3,7619.9,7524.4,7518.7,7526.2,7553.6,7587.3,7665.1,7633.0,7809.0,7695.1,7684.0,7681.9,7535.6,7513.5,7392.5,7231.0,7035.9,7075.2,6929.4,6863.5,6853.0,6911.1,6965.7,7006.5
63,M,False,6251.2,6282.9,6340.0,6403.7,6447.7,6440.8,6435.7,6418.1,6449.4,6404.2,6385.2,6302.9,6308.3,6313.7,6317.3,6232.3,6145.1,6097.8,6053.1,6003.2,5989.2,5899.4,5896.5,5848.1,5916.9,5857.2,5901.2,5936.4,6006.4,6076.6
64,M,False,8078.1,7896.7,7667.2,7491.2,7342.1,7210.5,7027.5,7057.6,7082.1,7227.2,7107.3,7124.0,7336.4,7486.9,7546.9,7716.8,7740.4,7814.4,7855.7,8028.6,7992.7,8130.3,8009.9,7905.4,7785.7,7700.0,7610.8,7573.8,7498.8,7389.1
65,M,True,3890.9,3863.0,3977.1,3923.2,3957.8,3928.5,3903.1,3922.9,3720.6,3686.9,3580.9,3593.0,3542.4,3481.5,3379.6,3456.4,3321.8,3291.5,3328.0,3322.7,3362.2,3386.0,3430.1,3487.6,3526.5,3524.0,3567.6,3635.4,3682.5,3696.6
66,M,False,3320.4,3302.1,3287.6,3329.3,3308.7,3367.5,3340.6,3409.6,3420.3,3482.3,3533.5,3608.9,3670.3,3812.9,3867.9,3899.1,3969.2,4030.8,4059.1,3999.1,3917.1,3893.4,3824.6,3821.9,3778.3,3735.4,3752.6,3705.7,3670.1,3721.5
67,M,True,13290.0,12378.0,13271.0,13215.0,12666.0,12839.0,12321.0,12152.0,11933.0,11977.0,12387.0,11840.0,11749.0,11693.0,11752.0,11648.0,11528.0,11289.0,11301.0,11104.0,11150.0,10786.0,10627.0,11125.0,10555.0,10664.0,10725.0,10883.0,10593.0,10799.0
68,M,False,10405.0,10557.0,10778.0,10453.0,10899.0,10688.0,10669.0,10918.0,10708.0,10915.0,10564.0,10661.0,10597.0,10201.0,10451.0,10229.0,10279.0,10482.0,10213.0,9929.2,9774.8,10058.0,9565.5,9548.7,10066.0,9735.4,9626.5,9806.5,9870.3,10471.0
69,M,False,3740.2,3677.6,3703.9,3735.9,3730.3,3755.3,3779.6,3785.2,3861.4,3874.7,3902.3,3923.7,3909.9,3931.9,3875.6,3833.5,3862.5,3841.5,3763.4,3793.2,3773.2,3749.1,3726.5,3722.9,3648.7,3637.3,3659.0,3637.0,3592.1,3597.6
70,M,False,14768.0,14111.0,14300.0,14598.0,13883.0,13273.0,13054.0,12934.0,12544.0,12621.0,11868.0,11778.0,11445.0,11543.0,11187.0,10780.0,10598.0,10786.0,10707.0,11017.0,10882.0,10452.0,10789.0,10457.0,9980.6,10355.0,10351.0,10018.0,10243.0,9933.5
71,M,False,5433.0,5375.5,5510.4,5492.7,5510.8,5403.3,5318.0,5217.6,5198.8,5215.0,5331.1,5365.0,5393.8,5340.2,5465.8,5458.5,5559.6,5623.2,5745.2,5938.9,5942.7,6072.6,6132.4,6258.8,6427.2,6540.5,6737.5,6850.0,6861.6,6867.1
72,M,False,7749.5,7750.7,7659.3,7702.7,7676.8,7672.7,7747.7,7833.4,7943.2,7905.9,7916.3,7956.1,8035.5,8066.6,8116.3,8149.1,8192.1,8245.4,8132.4,8171.8,8136.2,8166.6,8155.1,8048.1,8003.1,7860.0,7832.8,7691.8,7490.6,7541.4
73,M,True,11597.0,11577.0,11659.0,11708.0,11886.0,12170.0,12643.0,13020.0,13510.0,13769.0,14071.0,14194.0,14228.0,14029.0,13948.0,13971.0,13805.0,13673.0,13495.0,13448.0,13449.0,13303.0,13126.0,12873.0,12890.0,12639.0,12674.0,12652.0,12637.0,12570.0
74,M,True,13520.0,13680.0,13596.0,13548.0,13516.0,13513.0,13496.0,13375.0,13375.0,13314.0,13225.0,13178.0,13025.0,12619.0,12480.0,12269.0,12102.0,12032.0,11903.0,12206.0,12549.0,12908.0,13353.0,13771.0,13689.0,13736.0,13770.0,13754.0,13581.0,13487.0
75,M,False,21550.0,21462.0,21360.0,21509.0,21631.0,21855.0,22077.0,22545.0,22707.0,23012.0,23115.0,23195.0,23230.0,23233.0,22995.0,22855.0,22818.0,22815.0,22759.0,22543.0,22498.0,22175.0,21911.0,21843.0,21917.0,21874.0,21647.0,21801.0,21729.0,21648.0
76,M,True,12262.0,12056.0,12215.0,12063.0,12093.0,12189.0,12083.0,11926.0,12071.0,11904.0,11803.0,11831.0,11712.0,11898.0,11877.0,12019.0,12103.0,12197.0,12276.0,12342.0,12207.0,12300.0,12300.0,12210.0,12193.0,12445.0,12530.0,12710.0,12705.0,12899.0
77,M,False,11909.0,12052.0,12020.0,11857.0,11848.0,11701.0,11499.0,11397.0,11338.0,11284.0,11093.0,10860.0,10904.0,10717.0,10578.0,10500.0,10258.0,10125.0,10055.0,10050.0,10276.0,10524.0,10833.0,11090.0,11395.0,11457.0,11469.0,11435.0,11240.0,11149.0
78,M,True,12177.0,12023.0,11808.0,11579.0,11503.0,11392.0,11251.0,11142.0,11037.0,11186.0,11196.0,11147.0,11274.0,11277.0,11370.0,11451.0,11578.0,11582.0,11481.0,11650.0,11695.0,11756.0,11788.0,11825.0,11645.0,11527.0,11569.0,11570.0,11466.0,11337.0
79,M,False,10632.0,10686.0,10685.0,10774.0,10781.0,10897.0,10939.0,10967.0,10815.0,10820.0,10789.0,10723.0,10659.0,10638.0,10458.0,10359.0,10230.0,10106.0,10065.0,9956.4,9819.6,9836.8,9899.8,9830.8,9886.4,9947.1,9971.9,10158.0,10188.0,10337.0
80,M,True,4477.5,4479.1,4459.1,4433.7,4411.3,4488.6,4431.6,4355.9,4351.6,4380.0,4317.5,4315.1,4320.0,4313.0,4301.3,4262.7,4269.9,4264.7,4255.6,4283.9,4280.2,4338.7,4435.0,4534.5,4520.8,4576.9,4645.7,4733.7,4803.6,4837.2
81,M,False,4600.6,4593.8,4570.7,4524.7,4465.5,4330.5,4254.9,4124.5,3994.9,4036.1,3920.5,3922.6,3876.7,3866.7,3823.5,3884.5,3953.9,4083.9,4131.2,4212.7,4343.2,4508.3,4558.5,4505.2,4471.6,4408.5,4387.6,4318.7,4262.7,4165.5
82,M,False,3953.9,4083.9,4131.2,4212.7,4343.2,4508.3,4558.5,4505.2,4471.6,4408.5,4387.6,4318.7,4262.7,4165.5,4097.1,4081.0,3975.8,3898.6,3884.1,3806.0,3753.8,3745.6,3729.4,3710.8,3656.9,3655.4,3672.7,3694.8,3696.7,3718.7
83,M,True,7942.9,7791.1,7858.4,7796.2,7689.2,7702.3,7701.5,7661.9,7540.5,7469.4,7468.2,7486.7,7354.9,7325.8,7209.3,7057.8,6904.6,6867.4,6808.0,6905.0,6990.7,7288.6,7751.2,7954.6,8182.1,8118.9,8080.8,8123.1,7969.2,7914.1
84,M,True,8249.9,8475.4,8480.4,8502.1,8567.0,8770.4,8919.8,9060.4,9168.7,9179.3,9206.9,9230.5,9210.5,9180.7,9076.5,8991.0,8677.3,8306.7,7898.7,5628.7,7430.5,7472.7,7508.5,7725.4,7753.1,7937.1,7978.1,8162.2,8225.0,8414.2
85,M,False,7678.2,7588.8,7446.4,7307.6,7331.3,7449.7,7759.1,8093.4,8346.5,8608.1,8744.7,8802.2,8806.6,8682.7,8626.4,8478.2,8308.3,8156.3,7887.5,7696.0,7632.9,7679.5,7469.5,7282.9,7225.4,7064.8,7012.2,6945.9,6799.0,6819.3
86,M,False,6363.9,6554.2,6771.8,6815.4,7021.5,6977.2,7043.8,6939.2,6834.4,6809.4,6580.3,6564.3,6418.8,6391.8,6427.9,6292.9,6089.7,5949.0,5991.1,5946.7,6033.8,5892.8,5853.3,5869.4,5824.6,5772.2,5689.6,5742.8,5678.9,5567.5
