,tss,validation_tss,hss,validation_hss,loss,validation_loss
0,0.40038585662841797,0.5631203651428223,0.4176175594329834,0.5947585105895996,0.5712050199508667,0.3702140152454376
1,0.5200226902961731,0.6800285577774048,0.5705989599227905,0.6750702857971191,0.38805362582206726,0.31565478444099426
2,0.6135136485099792,0.7162604331970215,0.636548638343811,0.7002415657043457,0.3542393147945404,0.2965855598449707
3,0.6842851042747498,0.7078063488006592,0.6697274446487427,0.6979663968086243,0.3246331810951233,0.27119410037994385
4,0.6675410866737366,0.8494729995727539,0.6683989763259888,0.7954206466674805,0.318882018327713,0.24436375498771667
5,0.6949971914291382,0.7216951847076416,0.6656583547592163,0.7091139554977417,0.3025934398174286,0.2565346360206604
6,0.6804300546646118,0.6796442866325378,0.6691641807556152,0.6474015712738037,0.29460176825523376,0.2858259975910187
7,0.6575429439544678,0.8494729995727539,0.674267590045929,0.7954206466674805,0.2915870249271393,0.22927168011665344
8,0.6847058534622192,0.8494729995727539,0.6591722965240479,0.7954206466674805,0.3079884648323059,0.24064242839813232
9,0.6395682096481323,0.8633618950843811,0.6417562365531921,0.8060028553009033,0.3074103593826294,0.24750134348869324
10,0.6956096887588501,0.749472975730896,0.6766306161880493,0.7308338284492493,0.30727043747901917,0.24686023592948914
11,0.6454010605812073,0.8494729995727539,0.6535454988479614,0.7954206466674805,0.2888764441013336,0.23233364522457123
12,0.7171975374221802,0.7355840802192688,0.7054190635681152,0.720068097114563,0.28119251132011414,0.23600217700004578
13,0.7104042768478394,0.8355841040611267,0.7016648650169373,0.7846549153327942,0.2744409441947937,0.23082751035690308
14,0.7244943380355835,0.6800285577774048,0.7199928760528564,0.6750702857971191,0.2731008529663086,0.25997915863990784
