,FLARE_TYPE,COINCIDENCE,TOTPOT_1,TOTPOT_2,TOTPOT_3,TOTPOT_4,TOTPOT_5,TOTPOT_6,TOTPOT_7,TOTPOT_8,TOTPOT_9,TOTPOT_10
162,M,False,1.3671e+24,1.3797e+24,1.3691e+24,1.3849e+24,1.3878e+24,1.3947e+24,1.4e+24,1.4016e+24,1.3967e+24,1.4017e+24
163,M,True,1.5378e+24,1.5367e+24,1.5476e+24,1.5453e+24,1.5308e+24,1.5434e+24,1.5464e+24,1.5425e+24,1.5481e+24,1.5495e+24
164,M,False,1.6422e+24,1.6351e+24,1.6303e+24,1.631e+24,1.6315e+24,1.6312e+24,1.6305e+24,1.6272e+24,1.6282e+24,1.6337e+24
165,M,False,1.7184e+24,1.7195e+24,1.7196e+24,1.7147e+24,1.7183e+24,1.7137e+24,1.7165e+24,1.7179e+24,1.716e+24,1.7236e+24
166,M,False,5.9469e+23,6.0432e+23,6.0064e+23,5.961e+23,5.966e+23,5.9585e+23,5.9518e+23,6.0543e+23,6.0094e+23,6.0619e+23
167,M,False,4.4316e+23,4.4007e+23,4.3914e+23,4.3493e+23,4.3178e+23,4.3135e+23,4.3577e+23,4.3653e+23,4.3545e+23,4.3269e+23
168,M,True,0.0,0.0,0.0,0.0,0.0,9.5619e+18,1.6127e+20,1.6451e+20,9.4822e+19,1.8978e+20
169,M,False,2.9357e+22,3.2221e+22,3.2565e+22,3.4164e+22,3.4913e+22,3.475e+22,2.8513e+22,3.0235e+22,3.2613e+22,3.3795e+22
170,M,False,1.1167e+23,1.0747e+23,1.0603e+23,1.1555e+23,1.0813e+23,1.0939e+23,1.1151e+23,1.1315e+23,1.2106e+23,1.1578e+23
171,M,False,6.5639e+23,6.5885e+23,6.6473e+23,6.6582e+23,6.7462e+23,6.7633e+23,6.7535e+23,6.8017e+23,6.7634e+23,6.8191e+23
172,M,True,1.7568e+23,1.7825e+23,1.8074e+23,1.7873e+23,1.7687e+23,1.801e+23,1.7786e+23,1.7805e+23,1.7914e+23,1.7695e+23
173,M,False,2.1162e+23,2.1246e+23,2.1227e+23,2.1306e+23,2.1392e+23,2.1467e+23,2.1557e+23,2.1498e+23,2.1471e+23,2.1635e+23
174,M,True,2.5974e+23,2.5988e+23,2.6019e+23,2.6269e+23,2.6196e+23,2.659e+23,2.6614e+23,2.6459e+23,2.6613e+23,2.702e+23
175,M,False,2.8428e+23,2.8368e+23,2.855e+23,2.8332e+23,2.8519e+23,2.8318e+23,2.8283e+23,2.8352e+23,2.8321e+23,2.8151e+23
176,M,True,2.704e+23,2.7055e+23,2.6989e+23,2.6912e+23,2.6892e+23,2.6959e+23,2.7131e+23,2.7127e+23,2.7548e+23,2.7623e+23
177,M,False,3.1148e+23,3.1385e+23,3.1548e+23,3.198e+23,3.2219e+23,3.2422e+23,3.2326e+23,3.2647e+23,3.3124e+23,3.3119e+23
178,M,True,7.4661e+23,7.462e+23,7.4657e+23,7.471e+23,7.5368e+23,7.5607e+23,7.5529e+23,7.5656e+23,7.5618e+23,7.577e+23
179,M,False,8.323e+23,8.3212e+23,8.3786e+23,8.3919e+23,8.4116e+23,8.4287e+23,8.4756e+23,8.5082e+23,8.4989e+23,8.4963e+23
180,M,False,8.5217e+23,8.516e+23,8.5244e+23,8.5428e+23,8.5588e+23,8.5433e+23,8.5195e+23,8.4706e+23,8.4867e+23,8.4719e+23
181,M,True,9.2877e+23,9.3178e+23,9.3375e+23,9.3321e+23,9.3757e+23,9.3627e+23,9.4244e+23,9.4382e+23,9.5033e+23,9.5288e+23
182,M,True,9.8385e+23,9.9057e+23,9.9145e+23,9.9336e+23,9.9479e+23,9.9247e+23,9.9912e+23,1.0024e+24,1.0061e+24,1.0087e+24
183,M,True,1.0273e+24,1.0307e+24,1.0377e+24,1.0463e+24,1.0472e+24,1.0513e+24,1.0574e+24,1.0641e+24,1.0673e+24,1.0713e+24
184,M,True,1.074e+24,1.0797e+24,1.0827e+24,1.0861e+24,1.0861e+24,1.0864e+24,1.0864e+24,1.0902e+24,1.0955e+24,1.1011e+24
185,M,False,4.6893e+23,4.7153e+23,4.7205e+23,4.7253e+23,4.7329e+23,4.7268e+23,4.6976e+23,4.698e+23,4.6614e+23,4.6663e+23
186,M,True,1.107e+24,1.1038e+24,1.106e+24,1.1019e+24,1.1024e+24,1.1037e+24,1.1035e+24,1.0991e+24,1.0959e+24,1.0986e+24
187,M,False,1.0986e+24,1.0899e+24,1.0877e+24,1.0868e+24,1.0839e+24,1.0915e+24,1.091e+24,1.089e+24,1.0909e+24,1.0915e+24
188,M,False,1.091e+24,1.089e+24,1.0909e+24,1.0915e+24,1.0878e+24,1.0972e+24,1.1074e+24,1.1052e+24,1.1064e+24,1.105e+24
189,M,True,1.1064e+24,1.105e+24,1.1064e+24,1.1115e+24,1.1022e+24,1.1074e+24,1.1054e+24,1.1055e+24,1.1007e+24,1.0959e+24
190,M,True,1.1022e+24,1.1074e+24,1.1054e+24,1.1055e+24,1.1007e+24,1.0959e+24,1.0965e+24,1.0986e+24,1.1022e+24,1.1061e+24
191,M,False,1.1362e+24,1.1352e+24,1.1307e+24,1.1267e+24,1.1244e+24,1.1159e+24,1.1128e+24,1.1166e+24,1.1101e+24,1.1158e+24
192,M,False,1.3417e+22,1.551e+22,2.0921e+22,2.7264e+22,3.2032e+22,3.9943e+22,4.2084e+22,5.1584e+22,5.7963e+22,5.5025e+22
193,M,True,1.1382e+24,1.1382e+24,1.1461e+24,1.1503e+24,1.1589e+24,1.166e+24,1.1599e+24,1.1553e+24,1.1578e+24,1.1596e+24
194,M,False,1.1589e+24,1.166e+24,1.1599e+24,1.1553e+24,1.1578e+24,1.1596e+24,1.1589e+24,1.1629e+24,1.1791e+24,1.1793e+24
195,M,False,1.1629e+24,1.1791e+24,1.1793e+24,1.1844e+24,1.1907e+24,1.1961e+24,1.2084e+24,1.2062e+24,1.2079e+24,1.2105e+24
196,M,True,1.3125e+24,1.3254e+24,1.3334e+24,1.3352e+24,1.3394e+24,1.3417e+24,1.3374e+24,1.3445e+24,1.3417e+24,1.3369e+24
197,M,False,1.3445e+24,1.3417e+24,1.3369e+24,1.3407e+24,1.3385e+24,1.33e+24,1.3272e+24,1.323e+24,1.3227e+24,1.318e+24
198,M,True,1.3174e+24,1.3137e+24,1.3089e+24,1.3107e+24,1.3097e+24,1.3196e+24,1.3192e+24,1.3097e+24,1.3206e+24,1.3259e+24
199,M,False,1.3192e+24,1.3097e+24,1.3206e+24,1.3259e+24,1.3253e+24,1.3362e+24,1.3439e+24,1.3463e+24,1.3387e+24,1.3406e+24
200,M,True,1.3247e+24,1.327e+24,1.3213e+24,1.3113e+24,1.3052e+24,1.3054e+24,1.2856e+24,1.302e+24,1.2947e+24,1.2953e+24
201,M,False,1.297e+24,1.3016e+24,1.3045e+24,1.3079e+24,1.3085e+24,1.3084e+24,1.3111e+24,1.3165e+24,1.3158e+24,1.313e+24
202,M,True,1.3094e+24,1.3071e+24,1.314e+24,1.3206e+24,1.3229e+24,1.3264e+24,1.3267e+24,1.3374e+24,1.3368e+24,1.3428e+24
203,M,False,1.4278e+24,1.4337e+24,1.4346e+24,1.4379e+24,1.4346e+24,1.4347e+24,1.4303e+24,1.4289e+24,1.4371e+24,1.4394e+24
204,M,False,1.5149e+24,1.5365e+24,1.5364e+24,1.5279e+24,1.5339e+24,1.5364e+24,1.5729e+24,1.5647e+24,1.5273e+24,1.5122e+24
205,M,False,8.3021e+23,8.237e+23,8.7425e+23,8.9136e+23,8.8869e+23,9.2049e+23,9.2019e+23,9.3022e+23,9.3466e+23,9.4509e+23
206,M,True,1.5511e+24,1.5553e+24,1.5523e+24,1.5543e+24,1.5586e+24,1.5514e+24,1.5496e+24,1.5482e+24,1.5458e+24,1.5416e+24
207,M,True,1.6242e+24,1.612e+24,1.6191e+24,1.6228e+24,1.6233e+24,1.6218e+24,1.6066e+24,1.6208e+24,1.6319e+24,1.624e+24
208,M,False,1.588e+24,1.5726e+24,1.5636e+24,1.5629e+24,1.5602e+24,1.5346e+24,1.5639e+24,1.5703e+24,1.5308e+24,1.511e+24
209,M,False,1.5317e+24,1.5242e+24,1.5138e+24,1.5368e+24,1.5244e+24,1.5296e+24,1.5427e+24,1.53e+24,1.5222e+24,1.5127e+24
210,M,False,1.5216e+24,1.5155e+24,1.5316e+24,1.5342e+24,1.531e+24,1.5255e+24,1.5419e+24,1.5411e+24,1.5415e+24,1.538e+24
211,M,True,2.414e+24,2.4207e+24,2.4487e+24,2.441e+24,2.4581e+24,2.4472e+24,2.461e+24,2.4658e+24,2.4648e+24,2.466e+24
212,M,False,2.5182e+24,2.5093e+24,2.5082e+24,2.498e+24,2.4827e+24,2.4701e+24,2.4662e+24,2.4668e+24,2.4646e+24,2.472e+24
213,M,False,2.4701e+24,2.4662e+24,2.4668e+24,2.4646e+24,2.472e+24,2.4709e+24,2.4694e+24,2.4711e+24,2.4664e+24,2.4763e+24
214,M,False,2.3104e+24,2.3057e+24,2.3071e+24,2.3023e+24,2.2982e+24,2.3037e+24,2.3017e+24,2.3093e+24,2.3052e+24,2.3059e+24
215,M,False,1.794e+24,1.7956e+24,1.7871e+24,1.7827e+24,1.7771e+24,1.7812e+24,1.7742e+24,1.7769e+24,1.774e+24,1.7687e+24
216,M,False,1.0415e+24,1.0195e+24,1.018e+24,9.9535e+23,9.8758e+23,9.6597e+23,9.6882e+23,9.5196e+23,9.429e+23,9.4719e+23
217,M,True,9.5433e+23,9.5246e+23,9.5999e+23,9.6866e+23,9.7645e+23,9.7925e+23,9.8589e+23,9.9711e+23,1.0023e+24,1.0041e+24
218,M,False,9.5916e+23,9.5611e+23,9.6304e+23,9.5362e+23,9.5304e+23,9.5539e+23,9.5276e+23,9.5754e+23,9.5893e+23,9.6387e+23
219,M,False,1.0444e+24,1.0482e+24,1.0536e+24,1.0645e+24,1.0679e+24,1.0746e+24,1.0812e+24,1.0877e+24,1.0899e+24,1.0955e+24
220,M,False,3.3261e+23,3.3456e+23,3.3385e+23,3.3306e+23,3.3251e+23,3.2986e+23,3.3184e+23,3.305e+23,3.2756e+23,3.2722e+23
221,M,False,1.0696e+21,1.757e+21,2.9498e+21,4.4055e+21,3.1352e+21,6.9072e+21,1.0723e+22,7.9515e+21,1.4022e+22,9.834e+21
222,M,False,2.9498e+21,4.4055e+21,3.1352e+21,6.9072e+21,1.0723e+22,7.9515e+21,1.4022e+22,9.834e+21,1.944e+22,2.0348e+22
223,M,False,2.0542e+23,2.0372e+23,2.0122e+23,2.011e+23,2.0201e+23,2.0473e+23,2.0648e+23,2.09e+23,2.0759e+23,2.0934e+23
224,M,False,2.6342e+23,2.6087e+23,3.2337e+23,2.5841e+23,2.5736e+23,2.5913e+23,2.6143e+23,2.6812e+23,2.7512e+23,2.7983e+23
225,M,False,3.7711e+23,3.7388e+23,3.7632e+23,3.7318e+23,3.7441e+23,3.7958e+23,3.8254e+23,3.814e+23,3.8185e+23,3.7368e+23
226,M,False,3.2486e+23,3.2553e+23,3.2337e+23,3.1973e+23,3.2139e+23,3.2724e+23,3.29e+23,3.3545e+23,3.3374e+23,3.3748e+23
227,M,True,1.2607e+22,2.1913e+22,3.3354e+22,4.7298e+22,7.2495e+22,8.4826e+22,1.2159e+23,1.3497e+23,1.3753e+23,1.7782e+23
228,M,True,6.6741e+23,6.6838e+23,6.427e+23,6.4756e+23,6.3406e+23,6.4323e+23,6.5114e+23,6.7973e+23,6.6427e+23,6.48e+23
229,M,True,1.7305e+23,1.7316e+23,1.7896e+23,1.7885e+23,1.7603e+23,1.7588e+23,1.8005e+23,1.8093e+23,1.8195e+23,1.8815e+23
230,M,False,1.8112e+23,1.796e+23,1.8406e+23,1.838e+23,1.786e+23,1.7838e+23,1.8215e+23,1.8195e+23,1.8317e+23,1.8725e+23
231,M,True,1.8877e+23,1.9439e+23,1.9081e+23,1.9162e+23,1.9245e+23,1.9378e+23,1.9739e+23,1.8943e+23,1.948e+23,1.9703e+23
232,M,False,2.5741e+23,2.619e+23,2.6283e+23,2.6365e+23,2.691e+23,2.6883e+23,2.7123e+23,2.7408e+23,2.7732e+23,2.8444e+23
233,M,False,2.5691e+23,2.5874e+23,2.5764e+23,2.5046e+23,2.5116e+23,2.4899e+23,2.5028e+23,2.4972e+23,2.4839e+23,2.4817e+23
234,M,True,1.6306e+23,1.6217e+23,1.6429e+23,1.6612e+23,1.707e+23,1.7241e+23,1.7235e+23,1.7703e+23,1.8424e+23,1.8612e+23
235,M,False,2.543e+23,2.5831e+23,2.607e+23,2.597e+23,2.6057e+23,2.6525e+23,2.6599e+23,2.666e+23,2.6852e+23,2.6973e+23
236,M,False,2.8551e+23,2.8613e+23,2.8696e+23,2.8681e+23,2.864e+23,2.8738e+23,2.9215e+23,2.9264e+23,2.9084e+23,2.8732e+23
237,M,False,1.885e+23,1.8822e+23,1.8674e+23,1.8738e+23,1.8718e+23,1.8546e+23,1.8279e+23,1.8229e+23,1.8023e+23,1.7699e+23
238,M,False,4.6253e+23,4.6966e+23,4.6333e+23,4.6376e+23,4.6934e+23,4.7886e+23,4.8077e+23,4.831e+23,4.7867e+23,4.8624e+23
239,M,False,5.1545e+23,5.1405e+23,5.1241e+23,5.1556e+23,5.127e+23,5.0903e+23,5.0914e+23,5.1045e+23,5.1322e+23,5.0355e+23
240,M,True,1.2614e+24,1.2644e+24,1.2682e+24,1.2681e+24,1.2711e+24,1.2746e+24,1.2752e+24,1.2758e+24,1.2658e+24,1.2672e+24
241,M,False,1.2421e+24,1.2446e+24,1.2389e+24,1.2434e+24,1.249e+24,1.2606e+24,1.2635e+24,1.2701e+24,1.2775e+24,1.2801e+24
242,M,True,2.8877e+23,2.8692e+23,2.8446e+23,2.8457e+23,2.864e+23,2.8389e+23,2.818e+23,2.7966e+23,2.7812e+23,2.7908e+23
243,M,False,2.3845e+23,2.3761e+23,2.3579e+23,2.3595e+23,2.3576e+23,2.3473e+23,2.3527e+23,2.3677e+23,2.336e+23,2.3275e+23
244,M,False,6.8207e+21,7.5154e+21,9.4429e+21,1.0591e+22,1.0535e+22,1.2904e+22,1.4317e+22,1.6658e+22,1.7877e+22,1.8424e+22
245,M,False,2.7279e+23,2.7228e+23,2.7437e+23,2.7537e+23,2.7401e+23,2.7344e+23,2.7103e+23,2.6913e+23,2.6905e+23,2.697e+23
246,M,False,4.6559e+23,4.654e+23,4.6464e+23,4.631e+23,4.655e+23,4.6469e+23,4.6227e+23,4.6433e+23,4.6218e+23,4.5915e+23
247,M,False,6.6354e+23,6.6656e+23,6.7055e+23,6.6994e+23,6.772e+23,6.8421e+23,6.8449e+23,6.8596e+23,6.9182e+23,6.921e+23
248,M,False,4.6969e+23,4.6955e+23,4.6892e+23,4.6632e+23,4.6782e+23,4.725e+23,4.6945e+23,4.6571e+23,4.657e+23,4.6462e+23
249,M,False,2.6786e+23,2.6888e+23,2.7006e+23,2.7141e+23,2.7079e+23,2.6971e+23,2.703e+23,2.6996e+23,2.6825e+23,2.6544e+23
250,M,False,2.439e+23,2.3854e+23,2.4181e+23,2.4048e+23,2.3969e+23,2.4018e+23,2.4523e+23,2.4254e+23,2.5061e+23,2.5608e+23
251,M,True,3.232e+23,3.2458e+23,3.2236e+23,3.2917e+23,3.2797e+23,3.2628e+23,3.2967e+23,3.236e+23,3.2734e+23,3.2389e+23
252,M,False,3.0509e+23,3.0642e+23,3.071e+23,3.0888e+23,3.0967e+23,3.0471e+23,3.0391e+23,3.0095e+23,2.9831e+23,2.9882e+23
253,M,False,1.6337e+23,1.617e+23,1.6229e+23,1.6324e+23,1.6236e+23,1.6273e+23,1.6277e+23,1.6238e+23,1.6171e+23,1.6175e+23
254,M,False,2.7857e+22,2.888e+22,2.9121e+22,2.9615e+22,3.0444e+22,3.0965e+22,3.2224e+22,3.2325e+22,3.3003e+22,3.2815e+22
255,M,False,5.1398e+23,5.1467e+23,5.0935e+23,5.0681e+23,5.0452e+23,5.0104e+23,4.9946e+23,4.9912e+23,4.9663e+23,4.8987e+23
256,M,False,3e+23,3.0593e+23,3.0648e+23,3.0148e+23,3.0196e+23,3.0165e+23,3.0319e+23,3.0404e+23,3.0003e+23,3.0231e+23
257,M,False,1.9714e+23,1.9659e+23,2.0127e+23,2.0753e+23,2.1093e+23,2.148e+23,2.1624e+23,2.108e+23,2.1619e+23,2.2806e+23
258,M,False,7.4571e+22,7.3853e+22,7.327e+22,7.4652e+22,7.5646e+22,7.649e+22,8.1194e+22,7.9883e+22,7.8994e+22,8.0263e+22
259,M,False,5.6308e+23,5.7502e+23,5.7524e+23,5.724e+23,6.0325e+23,5.7891e+23,5.9738e+23,5.8957e+23,5.8221e+23,5.8222e+23
260,M,False,1.5555e+23,1.5567e+23,1.5403e+23,1.545e+23,1.5312e+23,1.5588e+23,1.564e+23,1.5627e+23,1.5506e+23,1.5801e+23
261,M,True,4.4939e+23,4.4904e+23,4.4861e+23,4.4628e+23,4.4558e+23,4.4614e+23,4.4648e+23,4.4871e+23,4.4709e+23,4.491e+23
262,M,False,4.4628e+23,4.4558e+23,4.4614e+23,4.4648e+23,4.4871e+23,4.4709e+23,4.491e+23,4.5215e+23,4.5392e+23,4.5155e+23
263,M,False,6.637e+22,6.5476e+22,6.6018e+22,6.5181e+22,6.8792e+22,6.8434e+22,7.2321e+22,7.6782e+22,7.3034e+22,7.6148e+22
264,M,False,3.168e+23,3.1851e+23,3.1688e+23,3.1798e+23,3.1834e+23,3.2089e+23,3.2155e+23,3.2267e+23,3.2413e+23,3.225e+23
265,M,True,2.1642e+23,2.1607e+23,2.1698e+23,2.1577e+23,2.1329e+23,2.1434e+23,2.1374e+23,2.1018e+23,2.0714e+23,2.0623e+23
266,M,False,2.2677e+23,2.2496e+23,2.2556e+23,2.2666e+23,2.2398e+23,2.226e+23,2.2228e+23,2.2179e+23,2.2098e+23,2.2203e+23
267,M,True,2.3846e+23,2.4078e+23,2.4626e+23,2.468e+23,2.4877e+23,2.5379e+23,2.5924e+23,2.622e+23,2.6264e+23,2.6652e+23
268,M,False,4.0685e+23,4.1354e+23,4.1624e+23,4.2229e+23,4.2284e+23,4.2757e+23,4.2592e+23,4.2795e+23,4.3179e+23,4.333e+23
269,M,True,4.8224e+23,4.804e+23,4.8239e+23,4.8122e+23,4.8046e+23,4.7661e+23,4.7316e+23,4.7072e+23,4.7071e+23,4.7268e+23
270,M,True,7.6583e+23,7.7373e+23,7.8149e+23,7.8529e+23,7.9479e+23,7.998e+23,8.085e+23,8.1596e+23,8.2558e+23,8.3364e+23
271,M,False,8.9018e+23,8.9927e+23,9.1067e+23,9.1723e+23,9.2546e+23,9.4402e+23,9.5425e+23,9.5804e+23,9.6321e+23,9.6681e+23
272,M,False,9.1067e+23,9.1723e+23,9.2546e+23,9.4402e+23,9.5425e+23,9.5804e+23,9.6321e+23,9.6681e+23,9.6795e+23,9.7021e+23
273,M,False,8.3352e+23,8.3266e+23,8.336e+23,8.3171e+23,8.33e+23,8.388e+23,8.3708e+23,8.3996e+23,8.3467e+23,8.3249e+23
274,M,False,1.1004e+24,1.1026e+24,1.1032e+24,1.1069e+24,1.1124e+24,1.1107e+24,1.1145e+24,1.1191e+24,1.1227e+24,1.1209e+24
275,M,False,1.1069e+24,1.1124e+24,1.1107e+24,1.1145e+24,1.1191e+24,1.1227e+24,1.1209e+24,1.1257e+24,1.1224e+24,1.1221e+24
276,M,True,0.0,0.0,0.0,0.0,0.0,2.2223e+18,2.8243e+18,9.825e+19,3.7217e+19,4.3318e+20
277,M,True,7.337e+22,7.227e+22,7.3726e+22,7.391e+22,7.4304e+22,7.5005e+22,7.3375e+22,7.6405e+22,7.6868e+22,8.0321e+22
278,M,True,4.3231e+23,4.2103e+23,4.2341e+23,4.2809e+23,4.3082e+23,4.3283e+23,4.261e+23,4.3988e+23,4.4676e+23,4.42e+23
279,M,False,4.6068e+23,4.818e+23,4.6636e+23,4.6037e+23,4.709e+23,4.5032e+23,4.7549e+23,4.5805e+23,4.2528e+23,4.5992e+23
280,M,False,4.4779e+23,4.3489e+23,4.5662e+23,4.4805e+23,4.4128e+23,4.5164e+23,4.5073e+23,4.6454e+23,4.5088e+23,4.4467e+23
281,M,False,4.5088e+23,4.4467e+23,4.4219e+23,4.6148e+23,4.5179e+23,4.3934e+23,4.3847e+23,4.6286e+23,4.4913e+23,4.5178e+23
282,M,False,4.991e+23,4.9917e+23,5.1653e+23,5.1293e+23,5.0126e+23,4.8646e+23,4.6769e+23,4.8116e+23,4.989e+23,4.7592e+23
283,M,True,9.6977e+23,9.5888e+23,9.6353e+23,9.6525e+23,9.6675e+23,9.7715e+23,9.7974e+23,9.8011e+23,9.8474e+23,9.8475e+23
284,M,False,1.0453e+24,1.0439e+24,1.0604e+24,1.0511e+24,1.0568e+24,1.0571e+24,1.062e+24,1.0654e+24,1.067e+24,1.0804e+24
285,M,False,6.5888e+23,6.5585e+23,6.5726e+23,6.5366e+23,6.5153e+23,6.5337e+23,6.5034e+23,6.467e+23,6.4469e+23,6.412e+23
286,M,False,1.1212e+24,1.1407e+24,1.1482e+24,1.1472e+24,1.1365e+24,1.1538e+24,1.1646e+24,1.1569e+24,1.1584e+24,1.1586e+24
287,M,True,5.5718e+23,5.5601e+23,5.6118e+23,5.667e+23,5.7118e+23,5.6993e+23,5.7422e+23,5.7427e+23,5.7569e+23,5.7562e+23
288,M,False,5.6118e+23,5.667e+23,5.7118e+23,5.6993e+23,5.7422e+23,5.7427e+23,5.7569e+23,5.7562e+23,5.7624e+23,5.7632e+23
289,M,False,1.2198e+24,1.2292e+24,1.2353e+24,1.2341e+24,1.2405e+24,1.2267e+24,1.2469e+24,1.244e+24,1.2431e+24,1.2465e+24
290,M,False,3.3114e+23,3.2916e+23,3.3008e+23,3.3066e+23,3.2491e+23,3.256e+23,3.7513e+23,3.2432e+23,3.7426e+23,3.7243e+23
291,M,False,7.5356e+23,7.5216e+23,7.5565e+23,7.5685e+23,7.5849e+23,7.5876e+23,7.6102e+23,7.5586e+23,7.5218e+23,7.5253e+23
292,M,True,6.3967e+23,6.3748e+23,6.353e+23,6.3404e+23,6.3368e+23,6.3176e+23,6.2977e+23,6.3011e+23,6.3068e+23,6.2687e+23
293,M,False,5.7825e+23,5.7682e+23,5.7498e+23,5.7135e+23,5.6874e+23,5.7038e+23,5.6656e+23,5.6428e+23,5.6215e+23,5.6032e+23
294,M,True,1.2483e+24,1.2391e+24,1.2366e+24,1.2207e+24,1.2313e+24,1.2169e+24,1.2048e+24,1.1989e+24,1.2182e+24,1.2182e+24
295,M,True,1.3473e+24,1.3415e+24,1.3519e+24,1.3603e+24,1.362e+24,1.351e+24,1.371e+24,1.3697e+24,1.3602e+24,1.3694e+24
296,M,True,1.3514e+24,1.3471e+24,1.3487e+24,1.3422e+24,1.3566e+24,1.347e+24,1.3607e+24,1.3677e+24,1.3743e+24,1.3652e+24
297,M,True,1.3369e+24,1.3347e+24,1.324e+24,1.3189e+24,1.3127e+24,1.3207e+24,1.3171e+24,1.3188e+24,1.3214e+24,1.3188e+24
298,M,True,1.2475e+24,1.2474e+24,1.2445e+24,1.2443e+24,1.2462e+24,1.2483e+24,1.2488e+24,1.2441e+24,1.2469e+24,1.2418e+24
299,M,False,1.2468e+23,1.2698e+23,1.2643e+23,1.2609e+23,1.2918e+23,1.2915e+23,1.2893e+23,1.2694e+23,1.2741e+23,1.3032e+23
300,M,False,1.5125e+23,1.5211e+23,1.6326e+23,1.6798e+23,1.6816e+23,1.7692e+23,1.7182e+23,1.7552e+23,1.8003e+23,1.8501e+23
301,M,False,9.3326e+23,9.4283e+23,9.5394e+23,9.5164e+23,9.5558e+23,9.6284e+23,9.5695e+23,9.5764e+23,9.5356e+23,9.5249e+23
302,M,False,1.2494e+24,1.2422e+24,1.2409e+24,1.231e+24,1.2346e+24,1.235e+24,1.2328e+24,1.2336e+24,1.2366e+24,1.2401e+24
303,M,True,4.8758e+23,4.8298e+23,4.8038e+23,4.8428e+23,4.822e+23,4.8053e+23,4.7653e+23,4.7265e+23,4.7382e+23,4.7274e+23
304,M,True,4.7712e+23,4.7383e+23,4.7071e+23,4.7121e+23,4.7033e+23,4.7063e+23,4.7096e+23,4.6949e+23,4.7189e+23,4.7096e+23
305,M,False,5.5483e+23,5.5631e+23,5.5375e+23,5.5291e+23,5.4835e+23,5.4508e+23,5.4806e+23,5.4615e+23,5.4912e+23,5.4567e+23
306,M,False,3.2221e+23,3.0897e+23,2.6187e+23,2.852e+23,2.6204e+23,2.2724e+23,2.4363e+23,2.2948e+23,2.1086e+23,2.0697e+23
307,M,True,1.4086e+24,1.4099e+24,1.4119e+24,1.4144e+24,1.411e+24,1.4147e+24,1.4084e+24,1.4153e+24,1.4153e+24,1.4186e+24
308,M,False,1.3838e+24,1.3807e+24,1.3876e+24,1.3915e+24,1.3948e+24,1.3912e+24,1.3903e+24,1.3908e+24,1.5026e+24,1.5009e+24
309,M,False,1.8017e+23,1.7894e+23,1.7624e+23,1.7591e+23,1.7471e+23,1.7153e+23,1.7141e+23,1.7167e+23,1.7017e+23,1.7152e+23
310,M,True,3.0004e+23,2.9918e+23,3.1092e+23,3.0551e+23,3.0921e+23,3.0541e+23,3.0386e+23,3.0907e+23,3.0711e+23,3.0425e+23
311,M,False,2.9798e+23,2.9855e+23,2.9593e+23,2.9504e+23,2.9556e+23,2.9114e+23,2.9272e+23,2.9473e+23,2.941e+23,2.9442e+23
312,M,True,6.5436e+23,6.5982e+23,6.6031e+23,6.4965e+23,6.5128e+23,6.4436e+23,6.4159e+23,6.3578e+23,6.3788e+23,6.3311e+23
313,M,False,6.4965e+23,6.5128e+23,6.4436e+23,6.4159e+23,6.3578e+23,6.3788e+23,6.3311e+23,6.365e+23,6.4472e+23,6.4832e+23
314,M,False,5.3061e+23,5.2957e+23,5.3134e+23,5.3476e+23,5.3965e+23,5.4312e+23,5.481e+23,5.5072e+23,5.5326e+23,5.5695e+23
315,M,True,6.6201e+23,6.6446e+23,6.6643e+23,6.7284e+23,6.7583e+23,6.7322e+23,6.7729e+23,6.8367e+23,6.8238e+23,6.8816e+23
316,M,False,6.7524e+23,6.7263e+23,6.7332e+23,6.7391e+23,6.7705e+23,6.7957e+23,6.7825e+23,6.8556e+23,6.8524e+23,6.7359e+23
317,M,False,6.7651e+23,6.8681e+23,6.7143e+23,6.7647e+23,6.7293e+23,6.7702e+23,6.7624e+23,6.7318e+23,6.7264e+23,6.741e+23
318,M,False,7.1197e+23,7.0689e+23,7.0616e+23,7.15e+23,7.0851e+23,7.0288e+23,7.1062e+23,7.2068e+23,7.2001e+23,7.1101e+23
319,M,False,1.7105e+23,1.7074e+23,1.6943e+23,1.6859e+23,1.693e+23,1.6856e+23,1.6723e+23,1.6608e+23,1.6488e+23,1.6445e+23
320,M,True,5.0314e+23,5.0524e+23,5.0611e+23,5.1214e+23,5.1142e+23,5.188e+23,5.188e+23,5.1837e+23,5.1966e+23,5.2245e+23
321,M,False,5.45e+23,5.4864e+23,5.5091e+23,5.5112e+23,5.572e+23,5.5941e+23,5.5904e+23,5.6213e+23,5.6012e+23,5.5464e+23
322,M,True,6.5864e+22,6.5965e+22,6.0599e+22,5.8681e+22,5.8546e+22,5.824e+22,5.8417e+22,5.7835e+22,5.5776e+22,5.6937e+22
323,M,True,1.356e+24,1.3527e+24,1.3466e+24,1.3777e+24,1.4136e+24,1.4146e+24,1.4038e+24,1.4058e+24,1.4285e+24,1.4425e+24
324,M,True,1.7735e+24,1.8162e+24,1.78e+24,1.8181e+24,1.8128e+24,1.8006e+24,1.8052e+24,1.8058e+24,1.8172e+24,1.8133e+24
