,FLARE_TYPE,COINCIDENCE,MEANJZH_1,MEANJZH_2,MEANJZH_3,MEANJZH_4,MEANJZH_5,MEANJZH_6,MEANJZH_7,MEANJZH_8,MEANJZH_9,MEANJZH_10
0,X,False,0.022205,0.021724,0.022539,0.023239,0.024222,0.023233,0.023516,0.023874,0.024104,0.023511
1,X,False,-0.0036212,-0.0037767,-0.0037094,-0.0030731,-0.0026788,-0.0031772,-0.0034954,-0.0033839,-0.0033109,-0.0036003
2,X,False,0.014918,0.014699,0.014306,0.014452,0.014625,0.014985,0.014894,0.015452,0.015311,0.015436
3,X,False,0.006875,0.006112,0.0059356,0.0061404,0.0065258,0.0058851,0.0060678,0.0056883,0.0059153,0.0051044
4,X,True,0.014583,0.016122,0.016697,0.01694,0.017502,0.016689,0.01741,0.017551,0.018187,0.018166
5,X,False,0.0011629,0.0021336,-0.00037754,0.0011515,0.0011015,0.00055166,0.00024627,0.00079262,0.00073111,0.00049679
6,X,False,-0.0087541,-0.0083465,-0.008585,-0.0086268,-0.0086694,-0.0086222,-0.0084523,-0.0084823,-0.0089111,-0.0082536
7,X,True,-0.020673,-0.019924,-0.020424,-0.020339,-0.021371,-0.020168,-0.021251,-0.020736,-0.020737,-0.022603
8,X,False,-0.033816,-0.03346,-0.032106,-0.032672,-0.032561,-0.031694,-0.033009,-0.032496,-0.031975,-0.032008
9,X,False,-0.031694,-0.033009,-0.032496,-0.031975,-0.032008,-0.031481,-0.031985,-0.032647,-0.032105,-0.031374
10,X,False,-0.020058,-0.019596,-0.018669,-0.017574,-0.017927,-0.018767,-0.018929,-0.018472,-0.017349,-0.017663
11,X,False,0.0095649,0.0095283,0.0095258,0.0098069,0.0095646,0.0097648,0.00983,0.010058,0.010259,0.010167
12,X,False,-0.004922,-0.0095317,-0.008448,-0.007431,-0.0095639,-0.010024,-0.021119,-0.010747,-0.011063,-0.022133
13,X,True,0.00066591,0.0018514,0.0026573,0.0010243,0.0016997,2.3025e-05,0.0020141,0.0013774,0.0025724,0.0021338
14,X,True,-0.010708,-0.010774,-0.011211,-0.011213,-0.011614,-0.010797,-0.010595,-0.010395,-0.010488,-0.010229
15,X,False,-0.0044399,-0.00407,-0.0020353,-0.0027942,-0.0017931,-0.0025972,-0.00143,-0.0018489,-0.0017924,-0.0029113
16,X,False,0.010704,0.010827,0.010799,0.010854,0.011938,0.011943,0.012339,0.012707,0.011799,0.011418
17,X,False,0.0084404,0.0081428,0.0078152,0.0091983,0.0083803,0.0077028,0.007764,0.0081991,0.0077661,0.0077719
18,X,False,0.0097552,0.011344,0.011755,0.011532,0.012172,0.012182,0.011876,0.01161,0.011374,0.011527
19,X,False,0.0087187,0.0089337,0.0092435,0.0087867,0.0088053,0.0088081,0.0085263,0.0087526,0.0086766,0.0088011
20,X,False,0.013756,0.013999,0.014159,0.014613,0.014998,0.015436,0.015729,0.01575,0.015742,0.015818
21,X,False,0.00024922,-2.4541e-05,3.1736e-05,0.0004371,0.00024753,-0.00015752,0.0004254,0.00034504,4.4533e-05,0.00014333
22,X,False,0.0038556,0.0031738,0.0043151,0.0041996,0.0045109,0.0046258,0.0045331,0.0042038,0.0039802,0.0043853
23,X,False,0.018434,0.019108,0.02214,0.019958,0.019073,0.01939,0.0191,0.021025,0.020403,0.019395
24,X,False,-0.0062506,0.00014976,-0.0058481,0.0007632,-0.0056829,-0.0054376,-0.0050429,-0.0054671,0.0010671,0.0005005
25,X,True,-0.0059824,-0.0057342,-0.0061871,-0.0063538,-0.0061374,-0.0062951,-0.0059667,-0.0062029,-0.0061624,-0.0056659
26,X,True,-0.0023621,-0.0028133,-0.0028749,-0.0030081,-0.002882,-0.002807,-0.0027165,-0.0027175,-0.0027331,-0.0027373
27,X,True,-0.0020418,-0.0020319,-0.0018199,-0.0020982,-0.0020946,-0.0020769,-0.0019749,-0.0020556,-0.0020565,-0.0021601
28,X,True,-0.00025176,-8.36e-05,-0.00030012,-0.00021518,-0.00023822,-0.00021943,-0.00029999,-0.00026131,-0.00039528,0.00010911
29,X,False,0.021382,0.021503,0.020623,0.020972,0.021413,0.021942,0.021977,0.02288,0.023669,0.024172
30,X,False,0.0076518,0.0077101,0.0075538,0.0075152,0.0073377,0.0071992,0.0070574,0.0072059,0.0073566,0.0069604
31,X,True,0.039084,0.038283,0.038009,0.037844,0.038609,0.039391,0.040136,0.041341,0.043606,0.044144
32,X,False,0.0010429,-0.0057684,-0.0020477,-0.0032164,-0.01619,-0.004547,-0.0040626,-0.0043775,-0.0055756,-0.0048032
33,X,True,-0.049463,-0.052103,-0.050887,-0.051803,-0.051872,-0.05125,-0.051666,-0.050092,-0.050049,-0.045717
34,X,True,-0.052287,-0.053185,-0.052893,-0.053353,-0.054114,-0.053579,-0.054257,-0.053729,-0.053786,-0.053903
35,X,False,-0.060344,-0.058802,-0.057984,-0.057236,-0.058917,-0.058482,-0.056472,-0.057003,-0.058202,-0.061102
36,X,False,-0.0063132,-0.0099084,-0.0096551,-0.0078208,-0.0081492,-0.010055,-0.0084667,-0.0032482,-0.0072696,-0.0046876
37,M,False,-0.026659,-0.024196,-0.026369,-0.026217,-0.026725,-0.026867,-0.027216,-0.028334,-0.027015,-0.026173
38,M,False,-0.0064976,-0.0057177,-0.0065572,-0.010217,-0.0056703,-0.0063757,-0.01078,-0.0039551,-0.0043629,-0.0032129
39,M,False,-0.0049118,-0.0053353,-0.0053082,-0.0054182,-0.0057139,-0.0057834,-0.0058997,-0.0057495,-0.0059262,-0.0059734
40,M,True,0.016684,0.010916,0.0013572,0.010165,0.010823,0.010471,0.010261,0.011386,0.010755,0.017234
41,M,False,-0.0037179,-0.0034453,-0.0030137,-0.003199,-0.0030677,-0.0023736,-0.0031126,-0.0032003,-0.003782,-0.0035045
42,M,False,0.0018861,0.0055616,0.0053871,0.0059129,0.0052655,0.0050152,0.0049166,0.0047521,0.0047108,0.0008411
43,M,False,-0.0037638,-0.002347,-0.0031427,-0.0032725,-0.0022553,-0.0020712,-0.0043524,-0.0016189,-0.0021197,-0.0010521
44,M,True,-0.00030998,-0.0015713,-0.0012342,1.3662e-05,0.0002971,0.00065768,6.1675e-05,-0.0018761,-0.0021404,-0.00022526
45,M,True,0.023756,0.023815,0.027231,0.027663,0.027466,0.026179,0.026071,0.02538,0.024124,0.023988
46,M,False,-0.0076828,-0.008361,-0.0078693,-0.0087395,-0.008233,-0.0088157,-0.0089231,-0.0092828,-0.0097398,-0.0093724
47,M,False,0.024031,0.02442,0.024724,0.024394,0.025005,0.026673,0.026697,0.026951,0.027154,0.027114
48,M,True,0.018995,0.019456,0.019125,0.018527,0.018641,0.017998,0.018294,0.018046,0.017834,0.017317
49,M,True,-0.0067793,-0.0072091,-0.0071953,-0.0070432,-0.0071065,-0.0072345,-0.0070104,-0.0068124,-0.0071522,-0.0077452
50,M,False,0.015445,0.016053,0.0163,0.016241,0.016423,0.016137,0.01574,0.015958,0.01629,0.016596
51,M,False,-0.0091515,-0.0086477,-0.0086764,-0.0087024,-0.008379,-0.0080729,-0.0077082,-0.008757,-0.0079067,-0.0074925
52,M,False,-0.0051232,-0.006,-0.0061297,-0.0056425,-0.0050636,-0.0040599,-0.0048532,-0.0043387,-0.0047784,-0.0045449
53,M,False,0.015326,0.013093,0.015037,0.015426,0.015841,0.015244,0.014881,0.014743,0.014281,0.013658
54,M,True,0.010289,0.0099012,0.010256,0.0099906,0.0099658,0.010075,0.0095404,0.0095265,0.0088894,0.008762
55,M,True,-0.0079595,-0.0073091,-0.0064708,-0.0064154,-0.0065838,-0.0040905,-0.0041311,-0.0039011,-0.0045405,-0.0043937
56,M,False,0.0080919,0.0077534,0.0077601,0.0082142,0.0081132,0.0080372,0.0080389,0.0079266,0.0077434,0.0076605
57,M,False,0.0080389,0.0079266,0.0077434,0.0076605,0.0077702,0.0072813,0.0074515,0.0076484,0.0076721,0.0078322
58,M,False,-0.0018904,-0.0019252,-0.0015698,-0.0023438,-0.0019426,-0.0022243,-0.0026687,-0.0026669,-0.0026822,-0.0023226
59,M,False,0.0074564,0.0074939,0.0075353,0.0076127,0.0074771,0.0077045,0.0071871,0.0067937,0.0069117,0.0065108
60,M,True,0.0012645,0.00055802,-0.00066535,4.3361e-05,-9.6714e-05,0.0038592,0.00045854,0.001086,0.0010508,0.0039242
61,M,False,0.0083845,0.0087,0.0070107,0.009097,0.0097131,0.0096178,0.0089001,0.0075967,0.0098624,0.0088386
62,M,False,0.0060898,0.0061372,0.0076923,0.007863,0.0077464,0.0080478,0.0075799,0.0066875,0.007009,0.0078792
63,M,False,0.010013,0.0097739,0.011471,0.0128,0.012999,0.013294,0.013382,0.01475,0.014797,0.015928
64,M,False,0.014797,0.015928,0.015097,0.015101,0.016578,0.015044,0.014131,0.014538,0.014256,0.016515
65,M,True,0.0019606,0.0014404,0.0021085,0.0021657,0.0019485,0.0019223,0.001406,0.0017429,0.0012663,0.00045385
66,M,False,0.00081342,0.0009928,0.00078659,0.00095325,0.0011605,0.0014908,0.00098025,0.0012286,0.0016493,0.0021034
67,M,False,0.0016486,0.0015492,0.0011434,0.00076123,0.0011928,0.0011871,0.0012477,0.0016704,0.0012819,0.0017085
68,M,True,-0.020425,-0.020957,-0.020797,-0.021647,-0.022704,-0.023214,-0.02337,-0.023449,-0.024173,-0.023316
69,M,False,-0.013272,-0.020443,-0.020445,-0.020228,-0.015653,-0.015183,-0.014189,-0.020711,-0.020364,-0.014665
70,M,False,-8.7899e-05,-0.0010391,-0.0023525,0.0066103,-0.00081472,-0.0018122,-0.00054145,-0.0029026,-0.0019521,-0.00054869
71,M,False,0.00589,0.0059243,0.0057016,0.005942,0.005999,0.005953,0.006024,0.0058676,0.0056716,0.0056399
72,M,False,0.0043208,0.0043001,0.0043374,0.0044034,0.0052077,0.0045076,0.0041337,0.0043159,0.004648,0.0046935
73,M,False,-0.01051,-0.0095444,-0.00926,-0.0091223,-0.0082481,-0.0082799,-0.008119,-0.0083963,-0.0083495,-0.0082386
74,M,True,0.0050027,0.0052284,0.005319,0.0053401,0.0059279,0.0063194,0.006478,0.0062062,0.0061058,0.0057956
75,M,False,0.0048481,0.004931,0.0052625,0.005452,0.0051662,0.0055496,0.0054049,0.0054298,0.0054662,0.0059281
76,M,True,0.0074503,0.029232,0.0059643,0.0015544,0.0024171,0.0050974,0.006895,0.010017,0.0098178,0.010819
77,M,False,0.018528,0.017641,0.017115,0.018319,0.018399,0.017026,0.0183,0.015862,0.017614,0.017385
78,M,False,0.0097703,0.0089129,0.0096197,0.0094931,0.0097488,0.0097549,0.0099431,0.010179,0.010846,0.010928
79,M,False,0.00032333,-0.0016494,-0.00025506,-0.00056654,-0.0014339,-0.00056895,0.00017232,0.00081296,0.0010224,0.0018579
80,M,False,0.014738,0.014503,0.014037,0.013667,0.013235,0.013131,0.013411,0.012868,0.012796,0.01345
81,M,False,0.0023582,0.0024307,0.0026806,0.0021318,0.0020489,0.0024711,0.0031081,0.0022894,0.0028982,0.002767
82,M,True,-0.0017884,-0.0010882,-0.0012102,-0.00069062,-0.00093327,-0.00064868,0.00033684,0.00073651,0.00073555,0.0017241
83,M,True,0.032541,0.033748,0.033472,0.033318,0.03402,0.033765,0.032771,0.032617,0.033049,0.032629
84,M,False,0.017381,0.017725,0.018196,0.018252,0.018289,0.018335,0.018767,0.019267,0.019509,0.019972
85,M,True,0.032631,0.033139,0.033153,0.032849,0.032456,0.032875,0.032068,0.031608,0.032461,0.03174
86,M,False,0.031239,0.03353,0.034282,0.03378,0.034426,0.034484,0.033936,0.034301,0.032293,0.033209
87,M,True,0.019357,0.019339,0.019025,0.018728,0.018605,0.018486,0.018432,0.01835,0.018537,0.018144
88,M,False,0.017188,0.017226,0.016898,0.016822,0.016537,0.016859,0.017162,0.016748,0.016724,0.016796
89,M,True,-0.0026255,-0.0025911,-0.0024967,-0.0025831,-0.0022056,-0.0021038,-0.0026891,-0.0027275,-0.002234,-0.0026623
90,M,False,-0.003846,-0.0038335,-0.0035323,-0.0037006,-0.0032127,-0.0030231,-0.0026485,-0.0022707,-0.0024299,-0.0017708
91,M,False,-0.0021549,-0.0026014,-0.0025648,-0.0030125,-0.0029238,-0.0031767,-0.0033607,-0.0030313,-0.0028216,-0.0030548
92,M,True,-0.0014641,-0.0013295,-0.0020975,-0.0016883,-0.0010415,-0.00081105,-0.0010127,-0.0010579,-0.00048461,-0.00065085
93,M,True,0.0098359,0.010353,0.0098498,0.0096615,0.0089188,0.0088026,0.008906,0.0095199,0.0090917,0.0093424
94,M,False,0.0089234,0.0083326,0.0083873,0.0085925,0.008579,0.0080127,0.0082539,0.0087792,0.0091368,0.0096427
95,M,True,0.0071604,0.0073698,0.0068792,0.0071459,0.0070645,0.006878,0.0068821,0.0075875,0.0075521,0.0075896
96,M,False,0.0057163,0.0066135,0.0060058,0.0066148,0.0049197,0.0060806,0.0062224,0.0064418,0.0059634,0.006836
97,M,False,-0.0019396,-0.0020951,-0.0017475,-0.0020122,-0.0023354,-0.0020747,-0.0021321,-0.002375,-0.0023463,-0.0019736
98,M,True,0.0037169,0.0037843,0.0036967,0.0036344,0.0035206,0.0034907,0.0035223,0.0034066,0.0034409,0.0037433
99,M,True,0.0047297,0.0046287,0.0049743,0.0048532,0.0046332,0.0051213,0.0047267,0.0049733,0.0046504,0.0051344
100,M,True,-0.0067457,-0.0090913,-0.0078478,-0.0070742,-0.0069252,-0.005979,-0.011854,-0.0084532,-0.007838,-0.0077779
101,M,False,-0.006913,-0.0064888,-0.0074789,-0.0054943,-0.0041099,-0.0057319,-0.0092483,-0.0050638,-0.0058705,-0.0084891
102,M,False,0.00065957,0.00096513,0.00015239,0.0010804,0.000543,0.0007572,0.0013623,0.00089162,0.00089265,0.0011599
103,M,True,-0.0081979,-0.014669,-0.0080827,-0.0084158,-0.0076466,-0.0080628,-0.005725,-0.007506,-0.0080508,-0.0037046
104,M,False,-0.0084158,-0.0076466,-0.0080628,-0.005725,-0.007506,-0.0080508,-0.0037046,-0.0027942,-0.0036805,-0.0071375
105,M,False,-0.0037046,-0.0027942,-0.0036805,-0.0071375,-0.0027534,-0.0082037,-0.0092813,-0.01023,-0.0058976,-0.0037543
106,M,False,-0.0092813,-0.01023,-0.0058976,-0.0037543,-0.0077527,-0.0089999,-0.0081654,-0.018194,-0.0076293,-0.01316
107,M,False,-0.012688,-0.013439,-0.01272,-0.013083,-0.012495,-0.013074,-0.013058,-0.012728,-0.010504,-0.011963
108,M,True,-0.0052658,-0.0056284,-0.0058068,-0.0042537,-0.0038684,-0.0039888,-0.0057151,-0.0060008,-0.003762,-0.0032499
109,M,False,-0.0086483,-0.011818,-0.012398,-0.011267,-0.010602,-0.010098,-0.0098104,-0.010074,-0.01098,-0.011452
110,M,False,-0.006639,-0.0061653,-0.0057403,-0.0053101,-0.006259,-0.0075363,-0.0084426,-0.0072698,-0.0078823,-0.0067026
111,M,False,-0.0063997,-0.0061476,-0.0065924,-0.0069542,-0.0067155,-0.0067831,-0.0065097,-0.0069162,-0.0067564,-0.0068282
112,M,True,-0.014509,-0.014266,-0.013229,-0.015031,-0.014628,-0.015973,-0.015758,-0.014933,-0.01424,-0.013004
113,M,True,-0.013309,-0.02165,-0.021628,-0.013669,-0.022151,-0.022805,-0.014684,-0.022161,-0.022874,-0.02287
114,M,False,-0.030799,-0.031781,-0.031694,-0.031392,-0.031312,-0.030601,-0.031085,-0.030171,-0.029398,-0.02982
115,M,False,-0.01484,-0.014196,-0.014624,-0.013613,-0.012844,-0.012024,-0.011677,-0.011573,-0.011526,-0.011543
116,M,False,-0.0009104,-0.0010871,-0.0011294,-0.00127,-0.0011957,-0.0010395,-0.0010513,-0.0012349,-0.0011326,-0.0014975
117,M,False,-0.0023779,-0.0022372,-0.0022215,-0.0021398,-0.0020199,-0.0017058,-0.0017418,-0.0018072,-0.001854,-0.001609
118,M,True,-0.0032041,-0.0039294,-0.0026339,-0.0021957,-0.0039863,-0.0063965,-0.0023522,-0.0085027,-0.0014927,-0.002864
119,M,True,0.0025505,-0.0006541,0.0034591,0.0046324,0.003887,-0.00080989,0.00010964,-0.00080908,-0.00026046,-0.0026387
120,M,True,0.0015256,0.001603,0.0024388,0.0019106,0.0023221,0.0016821,0.0027949,0.0019843,0.0028388,0.0028314
121,M,True,-0.0019464,0.0005082,-0.0015083,0.0006542,0.00050842,0.00035654,0.00020244,-0.0020673,0.00077714,-0.00073572
122,M,True,-0.00012962,-0.00017774,-0.00015086,-0.00028177,-0.00047002,-0.00039556,-0.00024259,-0.00063753,-0.0008531,-0.00093607
123,M,True,-0.00050749,-0.00049918,-0.00060586,-0.00045476,-0.00054623,-0.00081866,-0.00066821,-0.00081293,-0.0007453,-0.00059382
124,M,False,-0.0012214,-0.0012735,-0.0014644,-0.0015485,-0.0013808,-0.0014359,-0.0015328,-0.0015481,-0.001525,-0.0018054
125,M,False,-0.0011545,-0.0011149,-0.0013525,-0.0013472,-0.001479,-0.00139,-0.00099921,-0.0012515,-0.0014749,-0.0016611
126,M,False,-0.0015939,-0.0012656,-0.0013322,-0.0010922,-0.0011908,-0.0011081,-0.00075894,-0.0011376,-0.0013211,-0.0013541
127,M,False,0.00069462,0.00097924,0.0011161,0.0012639,0.00090897,0.00073721,0.0010957,0.001139,0.0009786,0.00098898
128,M,True,-0.0058852,-0.0059835,-0.0054235,-0.0059253,-0.0054117,-0.0071821,-0.005743,-0.0050463,-0.0054293,-0.0050371
129,M,False,0.0044904,0.0045649,0.0043448,0.0045045,0.004532,0.0046212,0.0051835,0.004498,0.0039765,0.0040132
130,M,False,-0.0085598,-0.0039278,-0.0088755,-0.0099118,-0.0053303,-0.0055782,-0.0058111,-0.0063688,-0.0066391,-0.0066626
131,M,True,0.0050616,0.004367,0.0056502,0.0064522,0.0069756,0.008225,0.0089473,0.0093767,0.0095951,0.010423
132,M,False,0.029687,0.03036,0.030937,0.031589,0.02993,0.030523,0.030533,0.031129,0.030037,0.030062
133,M,True,0.0040692,0.0052919,0.0041421,0.0028349,0.0027438,0.0027292,0.0023016,0.0028005,0.0022349,0.0024432
134,M,False,0.0017674,0.0019048,0.0029249,0.0035293,0.0034251,0.0035885,0.0032488,0.0033037,0.0034333,0.0027644
135,M,False,0.0022575,0.0033436,0.003662,0.0023608,0.0031355,0.0038678,0.0037128,0.0036483,0.0025425,0.0028788
136,M,True,0.0032755,0.0036322,0.0035463,0.0034327,0.0034206,0.0032216,0.0034747,0.0032141,0.0031928,0.00291
137,M,False,0.0028118,0.0026302,0.0028169,0.0025828,0.0027593,0.0027577,0.0022356,0.0025518,0.0028495,0.0028353
138,M,False,-0.0070898,-0.0071838,-0.0072203,-0.0072909,-0.0071266,-0.0072122,-0.006897,-0.0071608,-0.0065223,-0.0068179
139,M,False,-0.0062347,-0.0049927,-0.0049747,-0.0061678,-0.0061768,-0.0063216,-0.00621,-0.0061314,-0.0060087,-0.0060145
140,M,False,-0.0096141,-0.010068,-0.010013,-0.0096274,-0.0095993,-0.0098635,-0.009525,-0.0091302,-0.0090061,-0.0086227
141,M,False,-0.00075282,-0.00077926,-0.00016733,-0.00039749,-0.0005097,-0.00062904,-0.0014595,-0.00091001,-0.0010588,-0.0010522
142,M,True,-0.013419,-0.010169,-0.014286,-0.010633,-0.011617,-0.011236,-0.011039,-0.011535,-0.011466,-0.010665
143,M,True,-0.019662,-0.020619,-0.020318,-0.021559,-0.021069,-0.021108,-0.021452,-0.022066,-0.021541,-0.02227
144,M,False,-0.020619,-0.020318,-0.021559,-0.021069,-0.021108,-0.021452,-0.022066,-0.021541,-0.02227,-0.021964
145,M,False,-0.022158,-0.022375,-0.022624,-0.022149,-0.022293,-0.022405,-0.022528,-0.023308,-0.022377,-0.022922
146,M,True,-0.024433,-0.024095,-0.024397,-0.024573,-0.024455,-0.025718,-0.026617,-0.026479,-0.026114,-0.025911
147,M,False,-0.026617,-0.026479,-0.026114,-0.025911,-0.024762,-0.025144,-0.024876,-0.024592,-0.025531,-0.024016
148,M,False,-0.025109,-0.024804,-0.024764,-0.024214,-0.023,-0.023539,-0.024935,-0.024103,-0.025364,-0.025771
149,M,False,-0.026915,-0.026269,-0.025861,-0.025741,-0.025665,-0.025852,-0.024599,-0.025235,-0.02514,-0.025746
150,M,False,-0.026561,-0.026767,-0.026484,-0.026506,-0.027679,-0.027025,-0.027346,-0.027596,-0.026766,-0.027203
151,M,False,-0.031988,-0.032994,-0.032189,-0.032361,-0.033204,-0.032684,-0.033816,-0.03346,-0.032106,-0.032672
152,M,False,-0.031378,-0.030666,-0.03076,-0.030479,-0.030112,-0.030165,-0.029521,-0.029107,-0.028815,-0.02864
153,M,False,-0.027935,-0.028234,-0.028669,-0.02874,-0.028189,-0.028184,-0.027479,-0.027069,-0.026222,-0.025439
154,M,False,-0.014186,-0.013833,-0.01367,-0.01366,-0.013882,-0.01373,-0.013818,-0.013856,-0.014062,-0.014099
155,M,True,0.0042924,0.0041164,0.0038909,0.0038256,0.0038611,0.0045943,0.0049365,0.0052207,0.0041903,0.005853
156,M,False,-0.0019498,-0.001742,-0.00081604,0.00054983,0.00026317,-0.00065624,-0.00023285,0.0013274,-0.0010443,-0.0016559
157,M,False,-0.0023733,-0.0018808,-0.0027797,-0.0013899,-0.0023666,-0.002383,-0.0023429,-0.0016013,-0.0029102,-0.0028049
158,M,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,M,False,0.0060037,0.0061093,0.0063869,0.0065809,0.0073675,0.0076213,0.0070157,0.0068458,0.0067493,0.0066131
160,M,True,-0.011515,-0.011936,-0.011512,-0.011516,-0.010647,-0.0097612,-0.010189,-0.0098508,-0.0099341,-0.010257
161,M,True,-0.011313,-0.011746,-0.011237,-0.011016,-0.011252,-0.011432,-0.011115,-0.010591,-0.011711,-0.010243
162,M,False,-0.011711,-0.010243,-0.011053,-0.010158,-0.011602,-0.011521,-0.011689,-0.011887,-0.012521,-0.012394
163,M,True,-0.018305,-0.017878,-0.016103,-0.018256,-0.01775,-0.016963,-0.018055,-0.018277,-0.018314,-0.01768
164,M,False,-0.01993,-0.020744,-0.020832,-0.020986,-0.020717,-0.021822,-0.022136,-0.021786,-0.02168,-0.021196
165,M,False,-0.020828,-0.021147,-0.020915,-0.020328,-0.020923,-0.022295,-0.023016,-0.023011,-0.02333,-0.02349
166,M,False,-0.002448,-0.0040618,-0.0024137,-0.0021588,-0.0020451,-0.002118,-0.0025602,-0.0042772,-0.0044528,-0.0042295
167,M,False,-0.0017251,-0.0018574,-0.0016119,-0.0014332,-0.0012531,-0.0011805,-0.00108,-0.0012078,-0.00052419,-0.00047294
168,M,True,0.0,0.0,0.0,0.0,0.0,6.5543e-05,0.0035204,-0.0038563,0.00059659,-0.0028158
169,M,False,-0.0058138,-0.0029274,-0.0083059,-0.010359,-0.0076227,-0.0068466,0.0011628,-0.0035977,-0.0056202,-0.0044436
170,M,False,0.0024328,-0.00032929,-0.00071731,0.0034598,-0.0014005,-0.0009763,-0.00071313,-0.00057213,0.0046689,-0.00047276
171,M,False,0.0077561,0.0081132,0.0084449,0.0087354,0.0084232,0.0087586,0.0087624,0.0087104,0.0092848,0.0092946
172,M,True,-0.0080406,-0.0078309,-0.0072453,-0.0084988,-0.0064625,-0.0068858,-0.005536,-0.0059647,-0.0062173,-0.0071946
173,M,False,-0.0094283,-0.0096781,-0.010039,-0.010328,-0.010117,-0.0099247,-0.0091995,-0.0098838,-0.0096338,-0.012317
174,M,True,-0.0074662,-0.0082511,-0.0080286,-0.0079307,-0.0078853,-0.0079559,-0.0077787,-0.0080782,-0.0080783,-0.0082961
175,M,False,-0.0081751,-0.0085969,-0.008869,-0.0092591,-0.0087702,-0.0089931,-0.0089605,-0.008786,-0.0089943,-0.0086209
176,M,True,-0.010316,-0.010714,-0.011182,-0.010934,-0.011176,-0.010123,-0.010497,-0.0098976,-0.008555,-0.0091583
177,M,False,-0.0082843,-0.0073957,-0.0076565,-0.007721,-0.0078419,-0.0083944,-0.0078773,-0.0080737,-0.0076053,-0.0077343
178,M,True,-0.0060378,-0.0062093,-0.0060332,-0.0062487,-0.0066614,-0.0066306,-0.0060399,-0.006868,-0.0073783,-0.0070575
179,M,False,-0.0097827,-0.010277,-0.010159,-0.01082,-0.010557,-0.0099106,-0.010217,-0.010146,-0.010074,-0.0096166
180,M,False,-0.010196,-0.010517,-0.010138,-0.0098198,-0.010427,-0.010025,-0.0096692,-0.0097372,-0.0093278,-0.0097895
181,M,True,-0.003753,-0.0038067,-0.0036412,-0.0038727,-0.0036656,-0.0034819,-0.0041952,-0.0034813,-0.0044648,-0.0042768
182,M,True,-0.0048476,-0.005288,-0.0048569,-0.0047676,-0.0054578,-0.0061009,-0.0056695,-0.004897,-0.0052485,-0.0061978
183,M,True,-0.0068405,-0.007036,-0.0065118,-0.0063702,-0.0063054,-0.0067971,-0.0061247,-0.0063734,-0.007045,-0.0072555
184,M,True,-0.0073529,-0.007392,-0.0078305,-0.0080664,-0.0082208,-0.0084686,-0.0087099,-0.0090968,-0.0093373,-0.0095411
185,M,False,-0.0073757,-0.0078495,-0.0082569,-0.0084402,-0.0080318,-0.0083858,-0.0080388,-0.0077795,-0.0083772,-0.0083856
186,M,True,-0.0073793,-0.0076271,-0.0073226,-0.0080882,-0.008125,-0.0087074,-0.0087909,-0.0095568,-0.0090206,-0.0083502
187,M,False,-0.0083502,-0.0079824,-0.0081267,-0.0082605,-0.0085692,-0.0089338,-0.0090703,-0.0086511,-0.0082477,-0.008295
188,M,False,-0.0090703,-0.0086511,-0.0082477,-0.008295,-0.0080086,-0.0080447,-0.0081858,-0.0079329,-0.0078701,-0.0073698
189,M,True,-0.0078701,-0.0073698,-0.0076089,-0.0077611,-0.0077278,-0.0074714,-0.0067533,-0.0069669,-0.0064774,-0.0064597
190,M,True,-0.0077278,-0.0074714,-0.0067533,-0.0069669,-0.0064774,-0.0064597,-0.0069794,-0.0078051,-0.0076633,-0.0082831
191,M,False,-0.0079056,-0.0073923,-0.0065888,-0.0068651,-0.0059047,-0.0060817,-0.0072654,-0.0059584,-0.0078444,-0.0077062
192,M,False,0.0052865,0.0082696,0.008318,0.00068942,0.010475,0.00034505,0.0022032,-0.0086729,0.0028812,0.0060309
193,M,True,-0.0082177,-0.008271,-0.0092744,-0.0099603,-0.0098059,-0.0094151,-0.0094542,-0.0083687,-0.0094063,-0.0089461
194,M,False,-0.0098059,-0.0094151,-0.0094542,-0.0083687,-0.0094063,-0.0089461,-0.0097515,-0.0096053,-0.0091798,-0.0097223
195,M,False,-0.0096053,-0.0091798,-0.0097223,-0.009671,-0.0096043,-0.010111,-0.0092414,-0.0087028,-0.0082969,-0.008635
196,M,True,-0.0071793,-0.0066863,-0.0070612,-0.0059787,-0.0053808,-0.0056034,-0.005655,-0.0041176,-0.0044559,-0.004861
197,M,False,-0.0041176,-0.0044559,-0.004861,-0.0053739,-0.0060396,-0.0065138,-0.0068494,-0.007125,-0.0068332,-0.0062248
198,M,True,-0.0086211,-0.0083252,-0.0086787,-0.008429,-0.0082568,-0.0073143,-0.008182,-0.0090847,-0.0093325,-0.0087739
199,M,False,-0.008182,-0.0090847,-0.0093325,-0.0087739,-0.0089181,-0.010415,-0.01111,-0.011173,-0.010617,-0.0098057
200,M,True,-0.010819,-0.011079,-0.010798,-0.011571,-0.012797,-0.012042,-0.014424,-0.013921,-0.013436,-0.012986
201,M,False,-0.012553,-0.012681,-0.011427,-0.012886,-0.013016,-0.012503,-0.013021,-0.013045,-0.013944,-0.013544
202,M,True,-0.013683,-0.014636,-0.015318,-0.014424,-0.015519,-0.014147,-0.015394,-0.013776,-0.014266,-0.014275
203,M,False,-0.012,-0.012128,-0.012401,-0.012904,-0.012729,-0.013126,-0.013429,-0.014559,-0.015883,-0.016275
