,FLARE_TYPE,COINCIDENCE,MEANJZH_1,MEANJZH_2,MEANJZH_3,MEANJZH_4,MEANJZH_5,MEANJZH_6,MEANJZH_7,MEANJZH_8,MEANJZH_9,MEANJZH_10
445,M,False,-0.00036034,-0.00054891,-0.00055191,-0.00064647,-0.00062563,-0.00064081,-0.00053381,-0.00063422,-0.00012389,-3.2425e-06
446,M,True,-0.00073223,-0.00087268,-0.00098352,-0.0010205,-0.0010717,-0.0010986,-0.0010205,-0.0010553,-0.00099582,-0.0011789
447,M,True,8.4305e-05,7.8831e-05,0.00014112,0.00041277,0.00021433,0.00024849,0.00037726,0.00026236,0.0004057,0.00067866
448,M,False,-0.00044847,-0.0003514,-0.00055987,-0.00076615,-0.00057768,-0.00049888,-0.0002976,-9.4226e-05,-3.2877e-06,-0.00051311
449,M,False,-8.7963e-05,-0.00030745,-0.0011243,-0.00082824,0.00032094,-0.00092429,-0.0011547,-0.00043855,-0.0014143,-0.001243
450,M,False,-0.001243,-0.0010031,-0.0009995,-0.00065078,-0.00084455,-0.00076676,-0.00090955,-0.00084088,-0.00068807,-0.00081373
451,M,False,-0.00059989,-0.0012691,0.00029818,-0.00092466,-0.00074176,-0.00067108,0.00034015,-0.0012632,-0.0008402,7.3868e-05
452,M,False,-0.0010806,0.0001295,0.00051564,-0.00088359,-0.00010535,-0.0001336,-0.001187,-0.00041485,0.00055193,-0.00029547
453,M,False,-0.0013723,-0.00033442,-0.00047261,-0.00098445,-0.0002936,-0.00011752,-0.0019202,-0.0003768,-0.0010007,-0.00017915
454,M,False,-0.0002936,-0.00011752,-0.0019202,-0.0003768,-0.0010007,-0.00017915,-0.00067419,-0.0011409,-0.00063121,-0.0018777
455,M,False,-0.00071462,-0.0018614,-0.0030047,-0.0015571,-0.0015531,-0.002003,-0.0034235,-0.0019736,-0.0018792,-0.0012237
456,M,True,0.0018047,-0.0011194,-0.0011863,-0.0022165,0.0015257,-0.0010075,-0.00059108,0.00083939,-0.00023838,-2.6703e-05
457,M,False,0.003433,0.0030712,0.0031035,0.002974,0.0069286,0.0032573,0.0068161,0.0033733,0.0059971,0.0066265
458,M,True,0.012251,0.0099576,0.01267,0.011289,0.0069151,0.012023,0.014851,0.011371,0.013233,0.012187
459,M,True,0.012324,0.011751,0.012522,0.011979,0.011896,0.013229,0.012761,0.011881,0.011453,0.010818
460,M,True,0.021024,0.021028,0.020577,0.020312,0.019553,0.019699,0.019654,0.017936,0.018259,0.017517
461,M,False,0.021571,0.021013,0.022434,0.022451,0.023471,0.023763,0.024194,0.024333,0.023951,0.025836
462,M,False,0.025696,0.025687,0.024173,0.024987,0.024723,0.024654,0.023794,0.02391,0.023852,0.023691
463,M,False,0.027609,0.027549,0.026438,0.026603,0.026255,0.025806,0.025536,0.025848,0.025418,0.025688
464,M,False,0.026458,0.02634,0.026137,0.026147,0.025697,0.025605,0.02538,0.025981,0.026749,0.027848
465,M,True,0.00016059,-0.00015355,0.0010035,0.0011729,-0.00027805,0.00113,0.0015832,0.00089048,0.00083118,0.0013082
466,M,True,0.0013999,0.0023618,0.0024541,0.00090824,0.0019229,0.0014282,0.0013684,0.0015693,0.0022801,0.0013374
467,M,False,0.0038847,0.0037793,0.0037831,0.003435,0.003885,0.0038649,0.0039279,0.0040031,0.0041867,0.0043886
468,M,False,-0.0036436,-0.0042897,-0.0039033,-0.0038355,-0.0038757,-0.0042881,-0.0040335,-0.0037904,-0.0040878,-0.0040985
469,M,True,-0.0034967,-0.0033236,-0.003604,-0.0037127,-0.0039583,-0.0040297,-0.004078,-0.0041937,-0.0040211,-0.0042295
470,M,False,-0.0010287,-0.0014801,-0.0017619,-0.0016108,-0.0013936,-0.0019193,-0.0018564,-0.0020524,-0.0021766,-0.0020598
471,M,False,-0.0035217,-0.0034221,-0.0036795,-0.0037683,-0.0036844,-0.003343,-0.0036378,-0.0038492,-0.0038816,-0.0039638
472,M,False,0.005263,0.0052004,0.0056155,0.0057924,0.0058617,0.0060591,0.0063754,0.0067855,0.0066907,0.0065825
473,M,True,0.0099892,0.0099962,0.0098175,0.0095102,0.0092712,0.0092681,0.0088547,0.0087593,0.0086833,0.0084891
474,M,True,0.012664,0.013182,0.013212,0.013088,0.0139,0.01478,0.014377,0.013901,0.013169,0.013837
475,M,False,0.0092034,0.009257,0.0092797,0.0090239,0.0096309,0.0097341,0.0095936,0.0098043,0.0099252,0.0089391
476,M,True,0.010368,0.010244,0.010163,0.0099046,0.0096421,0.0098339,0.009028,0.0092408,0.0091265,0.0087463
477,M,True,0.006443,0.0066521,0.0068976,0.0068641,0.0068811,0.0071997,0.0070219,0.0071961,0.0071979,0.0072057
478,M,False,0.015876,0.016052,0.016036,0.015687,0.015788,0.015767,0.015571,0.01594,0.015639,0.015799
479,M,False,0.0045558,0.0047783,0.0042873,0.0044983,0.0043457,0.0041892,0.0040468,0.0045083,0.0042127,0.0040076
480,M,False,0.0010762,0.0015364,0.0015948,0.0010763,0.0018271,0.0018215,0.0020319,0.0017379,0.0016591,0.0014735
481,M,False,0.0017861,0.0019623,0.0017209,0.0018287,0.0017679,0.0014303,0.0016393,0.0021441,0.0022628,0.0021897
482,M,False,0.0049103,0.0048306,0.0049023,0.0049115,0.0052133,0.0049389,0.0045223,0.0042691,0.0038573,0.0035102
483,M,False,0.0014429,0.0018343,0.0012096,0.00098323,0.0011321,0.0010814,0.00097953,0.00065434,0.00090027,0.00078556
484,M,False,-0.0031518,-0.0033359,-0.003302,-0.0021746,-0.0027414,-0.0027504,-0.0033051,-0.0029498,-0.0030573,-0.0029718
485,M,False,0.00082269,0.00075515,0.0012828,-0.0011336,-0.0012721,-0.0006551,1.3438e-05,-0.00035996,0.00026839,0.00051409
486,M,True,-0.0054212,-0.0065635,-0.0063633,-0.0063489,-0.0065841,-0.0068633,-0.0071091,-0.0067416,-0.0064237,-0.0063753
487,M,False,-0.0063957,-0.006687,-0.0068409,-0.0064708,-0.0062615,-0.0062705,-0.0059552,-0.0061685,-0.0062672,-0.005991
488,M,False,-0.0048822,-0.0050431,-0.004998,-0.0056378,-0.0056897,-0.0054535,-0.0055117,-0.0055306,-0.0059836,-0.0060651
489,M,False,0.0022622,0.0028963,0.0025328,0.0021895,0.0021607,0.0021957,0.0024283,0.0027896,0.0027095,0.0023411
490,M,False,-0.0072706,-0.0070961,-0.0071691,-0.0066614,-0.0073221,-0.0068485,-0.0062596,-0.0062401,-0.0062921,-0.0065329
491,M,False,0.0039302,0.0037302,0.0039925,0.0039264,0.0026152,0.0025217,0.0021992,0.0022189,0.0020177,0.0015938
492,M,False,0.0058692,0.0059917,0.0053531,0.0023228,0.0040572,0.0028777,0.0032108,0.0045372,0.0070676,0.0184
493,M,False,0.0056014,0.0052348,0.0053038,0.0055633,0.0063614,0.0052919,0.018045,0.0049597,0.0065083,0.0077578
494,M,False,0.0044688,0.0014008,0.00067102,0.0018686,-7.5126e-05,0.0035963,-0.0046503,0.00025215,-0.00076573,-0.0018403
495,M,False,0.013276,0.012917,0.013043,0.0045945,0.012607,0.012108,0.01149,0.011248,0.011662,0.012827
496,M,True,0.017442,0.017862,0.018126,0.017609,0.017749,0.017845,0.017433,0.017571,0.017493,0.01692
497,M,False,0.019475,0.020022,0.019204,0.017005,0.019817,0.018877,0.019506,0.021407,0.018735,0.021441
498,M,True,0.020659,0.020628,0.01972,0.018835,0.018571,0.018658,0.019058,0.019459,0.02048,0.020887
499,M,True,0.030609,0.031839,0.032619,0.03262,0.03318,0.034261,0.033977,0.034641,0.035236,0.034597
500,M,False,0.046331,0.047211,0.047049,0.04751,0.047827,0.047229,0.045269,0.044843,0.043976,0.043238
501,M,True,0.044727,0.04613,0.046177,0.047077,0.047993,0.048313,0.047981,0.047769,0.048104,0.047698
502,M,False,0.047077,0.047993,0.048313,0.047981,0.047769,0.048104,0.047698,0.047238,0.04806,0.047946
503,M,False,0.04806,0.047946,0.047199,0.047136,0.045927,0.044926,0.04395,0.043892,0.043083,0.0432
504,M,False,0.0583,0.058617,0.058569,0.060143,0.061647,0.061604,0.061777,0.062615,0.063235,0.062982
505,M,False,0.062791,0.061871,0.060722,0.06047,0.059812,0.060375,0.062155,0.062141,0.061699,0.062234
506,M,False,0.061948,0.060121,0.058657,0.057911,0.057056,0.05589,0.055756,0.055953,0.055342,0.055136
507,M,True,0.046758,0.046385,0.045653,0.04506,0.045382,0.044136,0.044581,0.044632,0.044092,0.044508
508,M,True,0.038565,0.039076,0.038858,0.039053,0.038288,0.037659,0.037184,0.037067,0.035627,0.035685
509,M,False,0.030333,0.02954,0.02852,0.028239,0.027634,0.027858,0.027593,0.027287,0.027381,0.027118
510,M,False,0.019554,0.019345,0.019441,0.018789,0.018726,0.01903,0.018891,0.018981,0.019011,0.018854
511,M,False,0.0073354,0.0078749,0.0083981,0.0083901,0.0080698,0.0085096,0.0095988,0.010095,0.010716,0.011227
512,M,False,-0.013662,-0.0030513,-0.0049228,-0.013329,-0.013728,-0.014268,-0.014808,-0.0060327,-0.0063376,-0.0065096
513,M,True,-0.010684,-0.010515,-0.01066,-0.0097936,-0.010051,-0.010424,-0.010053,-0.01157,-0.011794,-0.012572
514,M,True,-0.013455,-0.012294,-0.011346,-0.01046,-0.0094837,-0.0096908,-0.0097702,-0.0099944,-0.0081147,-0.010229
515,M,False,-0.0095109,-0.009838,-0.0079101,-0.0076248,-0.0086865,-0.0079774,-0.0053814,-0.0031881,-0.0078118,-0.0075307
516,M,False,-0.0078118,-0.0075307,-0.0060289,-0.0074567,-0.012553,-0.0078655,-0.0062368,-0.0069211,-0.0070185,-0.0070757
517,M,False,-0.00054565,-0.00023013,0.0014213,0.00071768,-0.0018182,-7.9758e-05,-0.0016672,-0.0027601,-0.0022193,-0.00047909
518,M,False,-0.0025021,-0.0065721,-0.0076341,-0.010187,0.0028755,-0.0012127,-0.0039348,-0.0017936,-0.00029456,0.00020478
519,M,True,0.0053863,0.0053068,0.0057269,0.0054166,0.0055723,0.0057009,0.0057722,0.0052601,0.005282,0.0055207
520,M,False,0.0057969,0.0058018,0.0059891,0.0060997,0.0062012,0.006676,0.0064853,0.0069598,0.0065251,0.0061733
521,M,False,-0.00028157,-0.0041533,-0.00022539,0.00018399,0.00077248,0.00045004,-0.00014119,-0.0013336,-0.0033994,-1.0878e-05
522,M,True,0.0012853,0.00151,0.002944,0.0024314,0.0024006,0.00226,0.0023965,0.0023355,0.0023242,0.0019248
523,M,False,0.001038,0.0014647,0.00066718,0.0013256,0.00042909,0.00095643,0.0013995,0.0011186,0.0015458,0.002193
524,M,False,0.0088493,0.0082273,0.0081283,0.0082472,0.0084582,0.0086475,0.0090099,0.0083328,0.0085713,0.0090681
525,M,False,-0.005414,-0.0054301,-0.0055607,-0.0056219,-0.0055577,-0.0054703,-0.0067765,-0.0066355,-0.0069053,-0.0068473
526,M,True,-0.0099049,-0.0098869,-0.010059,-0.0097016,-0.0093705,-0.0095651,-0.0094974,-0.0095159,-0.0090954,-0.0089964
527,M,False,-0.010827,-0.011644,-0.01187,-0.011669,-0.011863,-0.011832,-0.011024,-0.011279,-0.011058,-0.011469
528,M,False,-0.011024,-0.011279,-0.011058,-0.011469,-0.01122,-0.011225,-0.011082,-0.011132,-0.011261,-0.011255
529,M,True,0.0052786,0.005738,0.0055761,0.0058581,0.0051343,0.0051385,0.0048911,0.0057699,0.0058781,0.0056959
530,M,False,0.0044462,0.0043256,0.0037586,0.0036152,0.0032735,0.0035272,0.0036685,0.003212,0.0031998,0.0032271
531,M,False,-0.016335,-0.01644,-0.016793,-0.016908,-0.017186,-0.017475,-0.017606,-0.017254,-0.017145,-0.017634
532,M,False,-0.008606,-0.0087204,-0.0095067,-0.0097525,-0.0094167,-0.0095923,-0.0094343,-0.0097258,-0.0096697,-0.0096812
533,M,False,0.0080391,0.0075587,0.0078162,0.0088682,0.0084146,0.008006,0.007999,0.0088019,0.006826,0.0081701
534,M,True,-0.00026537,-0.00044748,-9.9009e-05,0.00017043,0.00012616,0.00036855,-4.3948e-05,-0.00042079,-0.00042112,0.00012493
535,M,False,-0.0046294,-0.0029819,-0.0036555,-0.0051857,-0.0027364,-0.0035758,-0.0048475,-0.0037559,-0.006516,-0.006082
536,M,True,0.0005854,0.0023565,0.00072091,0.0018427,0.0032196,0.002524,0.0013876,0.0022124,0.0020238,0.0026455
537,M,True,0.00058958,0.00067933,0.00032994,0.00069619,0.00064046,0.00056826,0.00050763,0.00040069,0.00040035,0.00055176
538,M,False,-0.0026171,-0.0024566,-0.0022275,-0.0018709,-0.0015838,-0.0017057,-0.0015766,-0.0018238,-0.0025428,-0.002899
539,M,True,-0.0028806,-0.0017656,-0.0025613,-0.0034644,-0.0028641,-0.003425,-0.002872,-0.0037202,-0.003646,-0.0032862
540,M,False,-0.0055589,-0.0051814,-0.0047464,-0.0049305,-0.00555,-0.0047359,-0.0059531,-0.0060018,-0.0060005,-0.0057104
541,M,True,0.0034845,0.0036067,0.0039386,0.0039094,0.003817,0.004007,0.0048223,0.0046213,0.0048496,0.0046755
542,M,False,0.0050092,0.005892,0.0056704,0.0059568,0.0062869,0.0066741,0.0072148,0.0073106,0.0069643,0.007516
543,M,False,-0.0014877,-0.0018423,-0.001981,-0.0022049,-0.0017559,-0.0017252,-0.0017051,-0.0017416,-0.0015406,-0.0016805
544,M,True,-0.0021448,-0.002147,-0.0014695,-0.0013603,-0.0010491,-0.0014191,-0.0014237,-0.0015617,-0.0017622,-0.0016662
545,M,False,-0.0031198,-0.0033112,-0.0032212,-0.0034811,-0.0032543,-0.0028031,-0.0023011,-0.0024011,-0.0033327,-0.0029568
546,M,False,0.0012372,0.00089994,0.00061419,0.00098039,0.0016724,0.00096419,0.0019848,0.0020319,0.0011766,0.0015425
547,M,False,-0.011437,-0.011723,-0.012154,-0.01171,-0.011526,-0.0039778,-0.011924,-0.011011,-0.010399,-0.010667
548,M,False,-0.011638,-0.011677,-0.011692,-0.011454,-0.011282,-0.010604,-0.010526,-0.010493,-0.010784,-0.010817
549,M,True,-0.013669,-0.013182,-0.013073,-0.012518,-0.012333,-0.012129,-0.012471,-0.012828,-0.012761,-0.01299
550,M,True,-0.0099862,-0.010178,-0.010035,-0.0098007,-0.01017,-0.009626,-0.0099578,-0.009391,-0.0093864,-0.0091027
551,M,True,0.0046346,0.0066693,0.003948,0.0030382,0.0020106,0.003376,0.0054693,0.0052047,0.004327,0.0036327
552,M,True,-0.012565,-0.012078,-0.012009,-0.012219,-0.01238,-0.012604,-0.01256,-0.012617,-0.012886,-0.013183
553,M,True,-0.014397,-0.014227,-0.014448,-0.014144,-0.013537,-0.013924,-0.014008,-0.014229,-0.013665,-0.013024
554,M,False,-0.013024,-0.012678,-0.012741,-0.012309,-0.012267,-0.012485,-0.011852,-0.011287,-0.011432,-0.011712
555,M,True,0.0074536,0.00087037,0.0035093,0.0051653,0.0085556,0.0088381,0.006888,0.0038799,0.0042673,0.0088483
556,M,True,-0.016765,-0.016966,-0.016385,-0.016263,-0.016293,-0.015816,-0.015847,-0.015809,-0.015792,-0.015887
557,M,False,-0.015809,-0.015792,-0.015887,-0.016674,-0.016959,-0.018185,-0.018417,-0.018408,-0.018824,-0.019278
558,M,False,0.0095867,0.0049802,0.0055751,0.0062297,0.0088563,0.0088052,0.0070613,0.0059197,0.0069368,0.0048896
559,M,False,-0.016959,-0.018185,-0.018417,-0.018408,-0.018824,-0.019278,-0.019355,-0.019142,-0.019932,-0.019735
560,M,False,-0.018824,-0.019278,-0.019355,-0.019142,-0.019932,-0.019735,-0.019816,-0.018969,-0.018527,-0.018498
561,M,False,0.0046832,0.0026675,0.005253,0.0041868,0.002772,-0.0047758,0.0048862,0.0031684,-0.0046181,-0.0035521
562,M,True,-0.016539,-0.016961,-0.017208,-0.01658,-0.01619,-0.015711,-0.015631,-0.016032,-0.015553,-0.014245
563,M,True,-0.011358,-0.012013,-0.011767,-0.011145,-0.011243,-0.011137,-0.011511,-0.010677,-0.010303,-0.0098879
564,M,False,-0.011674,-0.010511,-0.010363,-0.011512,-0.011815,-0.011689,-0.01187,-0.010506,-0.012762,-0.010882
565,M,True,-0.010591,-0.010185,-0.010166,-0.0093823,-0.0097941,-0.0098502,-0.0097812,-0.01093,-0.01078,-0.010926
566,M,True,-0.0025122,-0.0023664,-0.0025413,-0.0024483,-0.0019599,-0.0022952,-0.0017998,-0.0021876,-0.0019189,-0.0021267
567,M,True,9.318e-05,0.00014674,0.00022994,0.00063635,0.0017902,0.00062324,0.00093554,0.0006284,0.00098947,0.0018594
568,M,False,0.00047694,0.002117,0.0010277,0.0054456,0.0026351,0.0030805,-0.00014061,0.0026802,0.0026851,0.001275
569,M,False,0.0043119,0.0019012,-0.00035985,-0.00013515,0.0012301,0.0024929,0.005478,0.00094745,-0.0020017,0.002555
570,M,False,-0.01222,-0.0090288,-0.009242,-0.0061351,-0.010983,-0.011332,-0.011819,-0.013149,-0.0071213,-0.0011373
571,M,True,0.0088617,0.0087823,0.008457,0.0088159,0.0083402,0.0087079,0.0086346,0.0085408,0.0081772,0.0082564
572,M,False,0.0073575,0.0076969,0.0077172,0.0077436,0.0079032,0.0082058,0.0091171,0.0094009,0.0096069,0.0095021
573,M,True,0.005564,0.005703,0.0059334,0.0060486,0.0051777,0.0048667,0.0044879,0.0043395,0.0045135,0.004558
574,M,False,0.0059334,0.0060486,0.0051777,0.0048667,0.0044879,0.0043395,0.0045135,0.004558,0.0040819,0.0039548
575,M,False,0.00094883,-0.00083018,-0.0012206,-1.8914e-05,-0.001329,-0.0017072,-0.0012421,-0.0021065,-0.0017337,-0.0012965
576,M,True,0.0017851,0.0021654,0.002387,0.0026379,0.00079159,0.001889,0.0015581,0.0024814,0.0018429,0.0021598
577,M,False,0.0064494,0.0074912,0.0065668,0.0070884,0.0062397,0.0068969,0.0068384,0.0072602,0.0074958,0.0087434
578,M,False,3.2891e-05,0.00016479,0.000855,0.0007579,0.00050361,0.0001137,0.00076916,0.0010933,0.00074467,0.0010852
579,M,False,-0.0032088,-0.0031181,-0.0027683,-0.0022784,-0.002155,-0.0027832,-0.0026608,-0.0027167,-0.0025279,-0.0023632
580,M,False,-0.0048846,-0.0072662,-0.0060097,-0.0044345,-0.0078026,-0.0081674,-0.0038611,-0.0021815,-0.0019507,-0.0038131
581,M,False,0.015883,0.016422,0.016199,0.016021,0.01575,0.016629,0.016868,0.016011,0.016809,0.01616
582,M,False,0.0063244,0.006298,0.0063762,0.0061306,0.0058674,0.0057553,0.0061497,0.0059156,0.0059953,0.0066497
583,M,False,-0.0041493,-0.0039436,-0.0043985,-0.0041642,-0.0040778,-0.0038876,-0.0037505,-0.0035428,-0.0037767,-0.0045308
584,M,False,-0.014338,-0.014843,-0.015003,-0.015201,-0.015091,-0.014679,-0.015664,-0.016047,-0.015769,-0.016634
585,M,True,-0.0042528,-0.004602,-0.0058517,-0.0061554,-0.0047385,-0.0052955,-0.0052408,-0.0063566,-0.0076157,-0.0059822
586,M,False,-0.0025657,-0.00088717,-0.0020601,0.00035456,-0.0010753,-0.0025628,-0.0023389,-0.0024553,-0.0025095,-0.0022727
587,M,False,-0.0066561,-0.0067623,-0.0068039,-0.006869,-0.0066607,-0.0065671,-0.0066152,-0.0064447,-0.0064697,-0.0064886
588,M,True,-0.0035743,-0.0033394,-0.0036369,-0.003356,-0.0030227,-0.0028604,-0.0035366,-0.0033751,-0.0033283,-0.0031569
589,M,False,-0.0030227,-0.0028604,-0.0035366,-0.0033751,-0.0033283,-0.0031569,-0.0032769,-0.0030308,-0.0027914,-0.0024889
590,M,True,-0.0040368,-0.0038956,-0.0037898,-0.0039937,-0.0039373,-0.0035992,-0.0040105,-0.0034259,-0.0034488,-0.0038621
591,M,False,-0.0043334,-0.0042781,-0.0039562,-0.0038946,-0.0040734,-0.0041051,-0.0036161,-0.0034851,-0.0035148,-0.0031808
592,M,False,-0.0039562,-0.0038946,-0.0040734,-0.0041051,-0.0036161,-0.0034851,-0.0035148,-0.0031808,-0.003299,-0.0034461
593,M,True,-0.0039353,8.7202e-05,-0.0040907,-0.0035976,-0.0037899,-0.0036454,-0.0039981,-0.0036394,-0.0035679,-0.0037376
594,M,False,-0.002908,-0.0030452,-0.00081097,-0.0020947,-0.0040025,-0.0037628,-0.0041473,-0.0034203,-0.0035932,-0.00039434
595,M,True,-0.0052504,-0.0053201,-0.0057197,-0.0036963,-0.0035271,-0.0032885,-0.0028863,-0.0034528,-0.0038206,-0.001879
596,M,False,-0.0074185,-0.0085706,-0.0072535,-0.01077,-0.013036,-0.013882,-0.014399,-0.011018,-0.013069,-0.01107
597,M,True,0.0018614,0.0016766,0.0019262,0.0025369,0.0020977,0.0019341,0.0019017,0.0014003,0.0018017,0.0020985
598,M,True,0.0019937,0.0022434,0.0021784,0.0019244,0.0017102,0.0022219,0.0029255,0.0025729,0.0024202,0.0020695
599,M,False,0.0057502,0.006088,0.0063346,0.0055357,0.0059959,0.0060732,0.0075517,0.0074872,0.0081325,0.0080593
600,M,True,0.01093,0.010208,0.010809,0.011712,0.012321,0.011598,0.01079,0.01033,0.011525,0.0098402
601,M,False,0.0085075,0.0073451,0.0082398,0.0082292,0.0083398,0.0079096,0.0064749,0.0067259,0.0081634,0.0095031
602,M,False,0.0069613,0.0091156,0.0093962,0.0099665,0.0094655,0.0088746,0.0083625,0.0077419,0.0070867,0.0068556
603,M,False,0.0085039,0.0071362,0.0046566,0.0040784,0.0032972,0.0044814,0.0048374,0.0051304,0.005261,0.0049434
604,M,False,-0.008383,-0.0074078,-0.0068006,-0.0061746,-0.0065409,-0.0056272,-0.0049393,-0.0045562,-0.0040788,-0.0037228
605,M,False,-0.011051,-0.011239,-0.011114,-0.011041,-0.011279,-0.011531,-0.011422,-0.011496,-0.01123,-0.011621
606,M,True,-0.018364,-0.017253,-0.016982,-0.01661,-0.016927,-0.01655,-0.017028,-0.017372,-0.018056,-0.017964
607,M,True,-0.0202,-0.021299,-0.022058,-0.021757,-0.021619,-0.023551,-0.024164,-0.023416,-0.023154,-0.023041
608,M,False,-0.021619,-0.023551,-0.024164,-0.023416,-0.023154,-0.023041,-0.023199,-0.022621,-0.023407,-0.023644
609,M,False,-0.023199,-0.022621,-0.023407,-0.023644,-0.023413,-0.024139,-0.024301,-0.024976,-0.024237,-0.025239
610,M,False,-0.023407,-0.023644,-0.023413,-0.024139,-0.024301,-0.024976,-0.024237,-0.025239,-0.025824,-0.027615
611,M,False,-0.027615,-0.029235,-0.028717,-0.029312,-0.030572,-0.031223,-0.031866,-0.032367,-0.033826,-0.035147
612,M,False,-0.035196,-0.035666,-0.036125,-0.035533,-0.035844,-0.034984,-0.035472,-0.03543,-0.035094,-0.033852
613,M,False,-0.035021,-0.035081,-0.035592,-0.035421,-0.035481,-0.036219,-0.036793,-0.0371,-0.038089,-0.038934
614,M,True,-0.041336,-0.042939,-0.043098,-0.042916,-0.042868,-0.04316,-0.043551,-0.042071,-0.042285,-0.041942
615,M,True,-0.05476,-0.056097,-0.05086,-0.058037,-0.059604,-0.060022,-0.06176,-0.06072,-0.06128,-0.059929
616,M,False,-0.063228,-0.061809,-0.063179,-0.06297,-0.064776,-0.064451,-0.063436,-0.06576,-0.06618,-0.065912
617,M,True,-0.06669,-0.063798,-0.058049,-0.062185,-0.06152,-0.060434,-0.058946,-0.057895,-0.056485,-0.055505
618,M,False,-0.058049,-0.062185,-0.06152,-0.060434,-0.058946,-0.057895,-0.056485,-0.055505,-0.052107,-0.036974
619,M,True,-0.050791,-0.044389,-0.044255,-0.043931,-0.043545,-0.043925,-0.047396,-0.041956,-0.041873,-0.042401
620,M,False,-0.040161,-0.042895,-0.039803,-0.039594,-0.042573,-0.048059,-0.043027,-0.041231,-0.046583,-0.042316
621,M,False,-0.043027,-0.041231,-0.046583,-0.042316,-0.044895,-0.043337,-0.038081,-0.041734,-0.043128,-0.039213
622,M,True,-0.035782,-0.036709,-0.038159,-0.038322,-0.038954,-0.038808,-0.039639,-0.039194,-0.040351,-0.039737
623,M,True,-0.024018,-0.023854,-0.023865,-0.024229,-0.024389,-0.023627,-0.023873,-0.024217,-0.024186,-0.024004
624,M,False,-0.021587,-0.020632,-0.015759,-0.021143,-0.016836,-0.021246,-0.022265,-0.021639,-0.021617,-0.021019
625,M,False,-0.015436,-0.015055,-0.015897,-0.014797,-0.014362,-0.01425,-0.014635,-0.012664,-0.015143,-0.014258
626,M,True,-0.010398,-0.010544,-0.01011,-0.010877,-0.01095,-0.011304,-0.010953,-0.01053,-0.010081,-0.0092502
627,M,False,-0.0082784,-0.0087315,-0.0088354,-0.009312,-0.0085038,-0.0091276,-0.0096589,-0.0090963,-0.0088573,-0.0092003
628,M,True,-0.0038473,-0.0037654,-0.0040079,-0.00404,-0.0043404,-0.0049267,-0.0048351,-0.0053452,-0.0055625,-0.0057459
629,M,False,-0.0053139,-0.0054614,-0.0056537,-0.0053449,-0.0056168,-0.0054687,-0.0057223,-0.0058107,-0.0061193,-0.0065741
630,M,False,-0.0083555,-0.0084347,-0.0085105,-0.008399,-0.0087383,-0.008685,-0.0087525,-0.0089337,-0.0088517,-0.0093248
631,M,False,-0.008361,-0.0088175,-0.0073836,-0.0065238,-0.0081614,-0.0074045,-0.0098601,-0.007191,-0.0095154,-0.014083
632,M,False,-0.012032,-0.0072405,-0.0096983,-0.010943,-0.010363,-0.011453,-0.01015,-0.011837,-0.0094884,-0.0074532
633,M,False,0.019676,0.019882,0.020517,0.021479,0.023767,0.023608,0.023206,0.021627,0.021658,0.021019
634,M,False,0.027231,0.02696,0.027251,0.026829,0.026122,0.025415,0.02477,0.022632,0.02224,0.021662
635,M,False,-0.013385,-0.012794,-0.012221,-0.012128,-0.011722,-0.011868,-0.011685,-0.01198,-0.011891,-0.011957
636,M,False,-0.016792,-0.016248,-0.016558,-0.017094,-0.017195,-0.017071,-0.017376,-0.017319,-0.016564,-0.018538
637,C,True,-0.0027406,-0.002363,-0.0025079,-0.0023546,-0.002325,-0.0022623,-0.0022109,-0.0019773,-0.0021057,-0.0020756
638,C,True,-0.0028841,-0.0028334,-0.0019374,-0.0019507,-0.0031792,-0.00073186,-0.0023617,-0.0011346,0.00092699,0.0017438
639,C,False,0.0027915,0.0028676,0.0026625,0.0024458,0.0025702,0.0030735,0.0033035,0.0034248,0.0031521,0.003161
640,C,False,-0.0057754,-0.0032366,-0.0043885,-0.0022242,-0.0050845,-0.0041138,-0.0031876,-0.0050253,-0.0034305,-0.0024228
641,C,False,-0.00067156,-0.00059874,-0.00050019,-0.00070178,-0.0005217,-0.00035744,4.1132e-05,-8.5613e-05,-0.00033477,-0.00015675
642,C,False,0.0016727,0.0020888,0.0011556,0.0015965,0.0015865,0.0011322,0.001395,0.0011549,0.00062723,-0.00020488
643,C,False,-0.00091722,0.0023524,0.0018357,0.00085196,-0.0010341,0.000123,-0.00039742,-0.0013312,-0.0013263,-0.00056908
644,C,False,-0.0037041,-0.0020738,-0.000342,-0.001588,-0.0027828,-0.00023158,-0.001453,-0.0027655,-0.0028805,-0.0021793
645,C,False,-0.0030696,-0.0041164,-0.0040905,-0.0034554,-0.0044416,-0.0034371,-0.0049301,-0.0040669,-0.0046556,-0.0049671
646,C,True,0.0045642,0.004364,0.0044579,0.0045851,0.0045126,0.0044481,0.0045292,0.0047131,0.0046127,0.0043629
647,C,False,-0.0073872,-0.0073469,-0.0075301,-0.0072298,-0.0070846,-0.0077201,-0.0080632,-0.0083191,-0.0082671,-0.0085477
648,C,False,-0.0090027,-0.0089257,-0.0081395,-0.0078003,-0.007722,-0.0080512,-0.0078769,-0.0081478,-0.0074878,-0.0071442
649,C,False,0.00032839,-0.0018356,0.00074067,0.00063987,0.00097323,0.0012998,-0.0009132,0.0012535,0.0012917,0.0012772
