,FLARE_TYPE,COINCIDENCE,MEANJZD_1,MEANJZD_2,MEANJZD_3,MEANJZD_4,MEANJZD_5,MEANJZD_6,MEANJZD_7,MEANJZD_8,MEANJZD_9,MEANJZD_10
0,X,False,0.11124,0.10488,0.13981,0.18104,0.14171,0.14921,0.1414,0.1156,0.10094,0.058417
1,X,False,0.39676,0.45178,0.47101,0.44905,0.42835,0.50758,0.46046,0.51279,0.41747,0.47587
2,X,False,0.066541,0.064499,0.027927,0.045047,0.046233,0.02813,-0.013745,0.0088658,0.051629,0.039532
3,X,False,0.37759,0.43689,0.44408,0.47136,0.42905,0.37456,0.38685,0.41699,0.34251,0.34819
4,X,True,0.2471,0.16808,0.27453,0.22309,0.24328,0.27617,0.12947,0.33043,0.31094,0.33664
5,X,False,-0.028996,-0.0033343,-0.050259,-0.0084686,0.069043,-0.039216,-0.02834,-0.024848,-0.027795,-0.035258
6,X,False,-0.013727,0.015115,0.024974,0.046231,0.00053605,0.036306,0.045401,0.061635,0.068087,0.042537
7,X,True,0.088182,0.068162,-0.0069056,0.068125,0.074085,0.040607,0.034446,0.038883,0.070209,0.067126
8,X,False,0.026096,0.013547,-0.047343,0.00024238,-0.0013328,-0.025496,-0.03644,-0.0036902,-0.014751,0.015097
9,X,False,-0.025496,-0.03644,-0.0036902,-0.014751,0.015097,0.032818,0.025944,0.025114,-0.0026856,-0.0061804
10,X,False,-0.2113,-0.16079,-0.12979,-0.17618,-0.13679,-0.194,-0.19547,-0.14255,-0.088461,-0.068338
11,X,False,0.24945,0.26023,0.25616,0.27467,0.25066,0.24144,0.26593,0.25406,0.25838,0.23582
12,X,False,-0.084806,-0.089071,-0.057105,-0.099041,-0.057116,-0.19815,-0.027689,-0.16862,-0.23121,-0.13771
13,X,True,-0.36071,-0.053037,-0.049399,-0.05944,-0.010515,0.021039,0.19823,-0.0098901,0.10035,-0.084606
14,X,True,0.13647,0.18064,0.17251,0.18773,0.12359,0.12625,0.12006,0.1204,0.081548,0.11088
15,X,False,-0.0080651,0.0166,0.044873,0.05679,0.054917,0.0019969,-0.0084533,0.038668,0.002197,-0.020192
16,X,False,-0.071349,-0.067366,-0.045246,-0.033926,-0.045122,-0.045574,-0.10488,-0.088682,-0.069164,-0.055075
17,X,False,-0.040821,-0.040536,-0.052127,-0.12343,-0.057423,-0.059937,-0.067877,-0.077554,-0.057499,-0.036251
18,X,False,0.23124,0.19962,0.13257,0.16393,0.15869,0.15265,0.14565,0.13804,0.095986,0.0772
19,X,False,-0.14417,-0.21463,-0.18271,-0.15557,-0.20316,-0.15774,-0.17459,-0.20582,-0.21451,-0.22873
20,X,False,0.18994,0.20608,0.19843,0.1938,0.19995,0.17046,0.19537,0.19073,0.21186,0.1365
21,X,False,-0.080412,-0.065701,-0.05682,-0.03249,-0.15779,-0.1534,-0.022619,-0.1438,-0.02964,-0.1695
22,X,False,-0.066379,-0.057506,-0.05837,-0.070427,-0.036716,-0.068891,-0.104,-0.0349,-0.031451,-0.0098586
23,X,False,0.47934,0.5576,0.6568,0.60961,0.4609,0.45168,0.44165,0.37677,0.3715,0.089552
24,X,False,-0.034101,-0.085632,-0.07016,-0.061271,-0.057418,-0.022381,-0.037742,-0.036803,-0.0062619,-0.025456
25,X,True,0.060584,0.080046,0.10009,0.091575,0.087557,0.10571,0.11786,0.13295,0.13078,0.11825
26,X,True,0.073373,0.080457,0.058172,0.060684,0.041216,0.059304,0.063358,0.03542,0.043641,0.026675
27,X,True,0.10832,0.091256,0.11392,0.11016,0.11579,0.121,0.12522,0.12252,0.12798,0.1196
28,X,True,0.066035,0.052623,0.059599,0.079203,0.06265,0.060347,0.052164,0.043123,0.024953,0.0078262
29,X,False,0.017255,0.02227,0.0038469,0.018414,0.050084,0.02439,0.0077247,0.050562,0.033122,-0.016582
30,X,False,0.21326,0.19875,0.21198,0.21443,0.19487,0.1817,0.18079,0.21317,0.18793,0.20279
31,X,True,0.12352,0.15816,0.26462,0.16581,0.20941,0.20576,0.20364,0.24125,0.18536,0.1455
32,X,False,0.24106,0.1152,-0.24006,-0.51174,-0.51778,-0.41688,0.041553,0.14283,0.1469,0.11129
33,X,True,0.10294,0.023538,-0.00097538,-0.04241,0.061468,0.0066911,0.089318,0.088612,0.089011,0.063438
34,X,True,0.12661,0.11535,0.038478,0.073222,-0.0043441,0.029507,0.022344,0.017627,0.014844,0.019501
35,X,False,-0.33315,-0.19588,-0.32639,-0.24664,-0.19869,-0.26336,-0.22508,-0.23069,-0.18493,-0.21537
36,X,False,-0.2529,-0.29507,-0.406,-0.42005,-0.35676,-0.18942,-0.21776,-0.33786,-0.077164,-0.19525
37,M,False,-0.13928,-0.12102,-0.20535,-0.09096,-0.16092,-0.15269,-0.107,-0.12717,-0.085642,-0.21272
38,M,False,-0.36592,-0.74456,-0.83645,-0.61915,-0.503,-0.64891,-0.59689,-0.51658,-0.37667,-0.44262
39,M,False,-0.21485,-0.11105,-0.14628,-0.1472,-0.12457,-0.14593,-0.082339,-0.085854,-0.080621,-0.10075
40,M,True,0.35191,0.73354,0.0077968,0.68104,0.81349,0.69114,0.66685,0.73087,0.74849,0.68383
41,M,False,0.21497,0.11834,0.04523,0.13078,0.078544,0.13891,0.18277,0.13696,0.11729,0.082682
42,M,False,-0.30999,-0.3372,-0.30464,-0.31557,-0.22995,-0.31251,-0.28622,-0.27635,-0.30454,-0.14937
43,M,False,-0.35787,-0.19513,-0.32859,-0.26615,-0.19823,-0.096122,-0.19112,-0.20662,-0.2099,-0.2015
44,M,True,0.22749,0.25255,0.29752,0.11,0.079731,0.12627,-0.01505,0.16439,-0.024663,-0.058774
45,M,True,0.013596,0.078197,0.022146,-0.0017799,0.053234,0.013152,0.021643,0.025872,0.061696,0.051499
46,M,False,-0.27733,-0.23795,-0.22426,-0.20306,-0.24586,-0.25837,-0.21355,-0.26596,-0.31586,-0.21149
47,M,False,0.20009,0.19108,0.17003,0.18543,0.14537,0.15002,0.14139,0.16681,0.13634,0.21042
48,M,True,-0.090532,-0.10605,-0.10652,-0.092416,-0.027129,-0.040506,-0.092549,-0.054265,-0.10278,-0.089544
49,M,True,0.44324,0.34465,0.39161,0.34702,0.41112,0.42076,0.24296,0.29408,0.43627,0.31869
50,M,False,-0.018995,0.005152,-0.028279,-0.070775,-0.05068,-0.033057,-0.074287,-0.062213,-0.046059,-0.063992
51,M,False,0.36929,0.42551,0.37371,0.29728,0.40748,0.43573,0.52179,0.39512,0.5142,0.40848
52,M,False,0.49185,0.43945,0.38964,0.29875,0.36101,0.25779,0.30104,0.36191,0.28313,0.18453
53,M,False,-0.15971,-0.17853,-0.16718,-0.17831,-0.24411,-0.21877,-0.19493,-0.18743,-0.15389,-0.091297
54,M,True,-0.035897,-0.040305,-0.01738,-0.020016,0.028326,0.021244,0.045621,0.03148,0.025018,0.053054
55,M,True,-0.19164,-0.17553,-0.13665,-0.15652,-0.22605,-0.16495,-0.14005,-0.18966,-0.17563,-0.22408
56,M,False,0.069058,0.052544,0.036903,0.028504,0.0073888,-0.011742,-0.015001,0.0074687,-0.020595,-0.022002
57,M,False,-0.015001,0.0074687,-0.020595,-0.022002,-0.011165,0.0045703,0.04574,0.070664,0.066855,0.026766
58,M,False,0.080958,0.13154,0.23509,0.069231,0.13037,0.12949,0.081982,0.12426,0.078778,0.13693
59,M,False,-0.043055,-0.067878,-0.13113,-0.067931,-0.093325,-0.059787,-0.15259,-0.10191,-0.083118,-0.059678
60,M,True,-0.046988,-0.025751,-0.014154,-0.021734,-0.027579,-0.04363,-0.098198,-0.045909,-0.047948,0.010996
61,M,False,-0.016117,-0.01645,-0.019462,-0.0041246,-0.0049707,0.017382,-0.041252,-0.050912,-0.085761,-0.028656
62,M,False,-0.23379,-0.23787,-0.18564,-0.2315,-0.22624,-0.24566,-0.22384,-0.26402,-0.2261,-0.22469
63,M,False,-0.093265,-0.053961,-0.073806,-0.068239,-0.046165,-0.074606,-0.094947,-0.074496,-0.035346,0.0093915
64,M,False,-0.035346,0.0093915,-0.11164,-0.041631,0.072961,-0.056061,-0.10541,-0.049122,-0.042028,-0.11258
65,M,True,0.29088,0.23414,0.24488,0.27963,0.2797,0.2917,0.31068,0.30447,0.34192,0.32599
66,M,False,0.36805,0.31189,0.30096,0.30414,0.31321,0.28535,0.30021,0.34766,0.33146,0.29908
67,M,False,0.15408,0.17262,0.10839,0.15588,0.10819,0.13821,0.13113,0.15964,0.11495,0.12086
68,M,True,0.048934,-0.023026,-0.041376,-0.10559,-0.10785,-0.068507,0.0034089,-0.024145,0.018484,-0.004857
69,M,False,0.053005,0.11685,0.064456,0.10468,0.060521,0.058403,0.053727,0.1291,0.12138,0.059747
70,M,False,0.14867,0.19707,0.24849,0.087054,0.25345,0.29747,0.30494,0.16642,0.29907,0.28406
71,M,False,0.048067,0.10848,0.023652,0.076708,0.10513,0.1141,0.10373,0.076491,0.032288,0.066696
72,M,False,0.1334,0.13219,0.11667,0.07298,0.083689,0.10074,0.084544,0.075921,0.069724,0.11009
73,M,False,0.065555,0.085077,0.12617,0.14803,0.20394,0.18619,0.25923,0.27938,0.24814,0.2016
74,M,True,0.23047,0.22161,0.2029,0.19029,0.090267,0.13835,0.14237,0.21969,0.15645,0.18028
75,M,False,0.055825,0.059411,0.10158,0.034802,0.079039,0.072331,0.047119,0.079861,0.084863,0.073121
76,M,True,0.39521,0.17219,0.13281,0.20204,0.063568,0.07152,0.012276,0.0032464,0.054322,0.11247
77,M,False,-0.068505,-0.074103,-0.19397,-0.058568,-0.10878,-0.088077,-0.086523,0.012321,-0.11457,-0.054692
78,M,False,-0.0060028,0.082128,0.0045813,0.075405,0.029869,-0.01089,0.0085974,-0.014663,-0.094745,-0.090334
79,M,False,0.24743,0.20129,0.19144,0.18317,0.20623,0.0035802,-0.11417,0.01282,0.12936,0.19376
80,M,False,-0.17612,-0.31167,-0.19444,-0.10508,-0.16778,-0.28438,-0.11656,-0.060942,-0.08518,-0.12358
81,M,False,0.15591,0.089705,0.17538,0.070312,0.072725,0.080637,0.072438,0.047648,0.097495,0.095989
82,M,True,0.25207,0.30202,0.25511,0.29882,0.15864,0.29208,0.33364,0.40092,0.32004,0.31402
83,M,True,0.10859,0.026411,0.057117,0.10063,0.087448,0.15007,0.097522,0.25756,0.12341,0.15872
84,M,False,0.08608,0.030355,0.086279,0.061377,0.078544,0.051933,0.073692,0.06525,0.091907,0.11621
85,M,True,0.32462,0.28651,0.32386,0.32201,0.32616,0.39069,0.38143,0.29346,0.22374,0.25619
86,M,False,-0.01983,-0.036189,-0.034617,-0.091343,0.11539,0.086778,0.17425,0.10807,0.11096,0.10518
87,M,True,-0.008391,-0.027435,0.0023131,0.034166,-0.038812,-0.028242,-0.017396,-0.02393,0.0097796,-0.015433
88,M,False,0.024017,-0.031645,0.036318,0.012385,0.013001,0.031913,0.082988,0.078473,-0.0024513,0.0421
89,M,True,0.13234,0.082422,0.081139,0.074056,0.10358,0.09219,0.090493,0.026164,0.12725,0.025316
90,M,False,0.017623,-0.080147,-0.08978,-0.14962,-0.087714,-0.12412,-0.11996,-0.069101,-0.051018,-0.01263
91,M,False,-0.059472,-0.046463,-0.068652,-0.091329,-0.12899,-0.10704,-0.20133,-0.21126,-0.29456,-0.17626
92,M,True,0.43971,0.44681,0.43351,0.38353,0.38872,0.42161,0.40076,0.41063,0.39666,0.42486
93,M,True,0.34769,0.2678,0.29985,0.25552,0.21272,0.24441,0.33794,0.26121,0.22669,0.18744
94,M,False,0.15422,0.13929,0.10734,0.11538,0.11797,0.11299,0.14789,0.06345,-0.0034123,-0.090348
95,M,True,0.17242,0.10083,0.11303,0.095924,0.17757,0.14603,0.16139,0.10497,0.11139,0.14422
96,M,False,0.058485,0.031838,0.089737,-0.0026742,0.032784,-0.072698,-0.029903,-0.012301,0.025274,0.024555
97,M,False,-0.1157,-0.072263,-0.097051,-0.089025,-0.052747,-0.062491,-0.075347,-0.11751,-0.068283,-0.083429
98,M,True,0.069387,0.069591,0.033883,0.033915,0.013106,-0.014855,-0.017527,-0.02998,-0.012641,-0.057098
99,M,True,-0.060785,-0.042074,-0.031506,-0.018268,0.00013594,0.02457,-0.018972,-0.014634,0.010316,0.02702
100,M,True,0.043523,-0.011672,0.010172,0.0025446,0.0088568,0.025948,0.026751,-0.026974,-0.033942,-0.029397
101,M,False,0.11477,0.065849,0.10301,0.073708,0.0049924,0.043792,0.06521,0.06313,0.057151,0.033262
102,M,False,-0.046097,-0.077584,-0.061557,-0.06648,-0.071198,-0.050703,-0.050105,-0.014472,0.0091972,-0.015462
103,M,True,0.052352,0.044499,0.020446,0.041599,0.068189,0.10813,0.063803,0.0829,0.103,0.059934
104,M,False,0.041599,0.068189,0.10813,0.063803,0.0829,0.103,0.059934,0.09036,0.085399,0.063974
105,M,False,0.059934,0.09036,0.085399,0.063974,0.06784,0.027641,0.015885,0.038032,0.018329,0.09716
106,M,False,0.015885,0.038032,0.018329,0.09716,-0.01835,0.090611,0.088712,0.023504,0.088998,0.11234
107,M,False,0.089106,0.1193,0.16907,0.17863,0.15221,0.13654,0.11538,0.1175,0.1001,0.085115
108,M,True,0.070217,0.066713,0.026618,0.042908,0.073535,0.037426,0.029864,0.071473,0.018672,0.12767
109,M,False,-0.11405,-0.24353,-0.33173,-0.37406,-0.39538,-0.28273,-0.37507,-0.34693,-0.31161,-0.33316
110,M,False,0.15741,0.16548,0.1884,0.21554,0.22246,0.16287,0.21161,0.21209,0.19555,0.16368
111,M,False,0.29095,0.29971,0.29416,0.32688,0.29678,0.34774,0.33903,0.35642,0.32316,0.39612
112,M,True,0.49386,0.41033,0.41342,0.5326,0.56259,0.53184,0.46228,0.4788,0.47029,0.35723
113,M,True,0.13311,0.58325,0.62319,0.2865,0.70996,0.70445,0.37275,0.60677,0.69801,0.56412
114,M,False,0.46445,0.44883,0.47514,0.45942,0.33906,0.45415,0.56513,0.46194,0.41488,0.35331
115,M,False,0.14081,0.11314,0.10967,0.10004,0.060391,0.08167,0.12052,0.072272,0.078098,0.16222
116,M,False,0.053725,0.046754,0.045663,0.068319,0.098785,0.050524,0.049577,0.028196,0.025361,0.04185
117,M,False,0.017462,0.055853,0.015935,0.035427,0.053832,0.068628,0.055281,0.058214,0.074783,0.043068
118,M,True,-0.013125,-0.057591,0.070977,0.068762,0.070406,-0.044518,0.094428,-0.042107,0.081974,0.059149
119,M,True,0.15691,0.078579,0.18602,0.17489,0.0011169,-0.0042089,0.036868,0.06468,0.072621,0.031735
120,M,True,0.021931,0.041026,0.040051,-0.0071426,0.017641,-0.017557,-0.011438,-0.032872,-0.053903,-0.037704
121,M,True,-0.04627,-0.023186,-0.023378,0.018224,0.0047408,0.0097007,-0.010219,-0.00098773,-0.012241,-0.015137
122,M,True,-0.024442,0.0026484,-2.4001e-05,-0.033003,-0.007434,0.012994,0.011733,0.0017257,0.022682,0.012782
123,M,True,-0.018249,-0.021362,-0.023083,-0.004175,-0.0090557,-0.025711,-0.027304,-0.041785,-0.06701,-0.056375
124,M,False,0.01887,0.030216,0.026823,0.035092,0.012252,0.043661,0.033917,0.0057391,0.041465,0.02866
125,M,False,0.030099,0.032436,0.0006779,0.026663,0.028038,0.014556,0.022863,0.038949,0.014452,0.015099
126,M,False,0.074719,0.038137,0.064324,0.046511,0.053151,0.047982,0.049849,0.049892,0.08027,0.07769
127,M,False,0.052024,-0.024998,0.021586,0.071167,0.058029,-0.039384,0.020816,0.085888,0.0559,0.054887
128,M,True,-0.038767,-0.095671,-0.022764,-0.031728,-0.017819,0.12888,0.0080331,-0.060466,-0.054083,-0.05203
129,M,False,0.085319,0.092495,0.087087,0.074997,0.11433,0.10881,0.090061,0.12283,0.086844,0.10089
130,M,False,0.054792,0.042062,-0.037803,0.08121,-0.12974,0.013813,-0.011715,-0.074624,0.11725,0.08569
131,M,True,0.5394,0.31506,0.59105,0.58144,0.66433,0.56315,0.52328,0.63167,0.72471,0.59681
132,M,False,0.034114,0.14021,0.089709,0.020504,0.0076721,-0.0037461,-0.05957,0.037628,-0.055586,0.050128
133,M,True,-0.12237,-0.1016,-0.15613,-0.16354,-0.24734,-0.12749,-0.18188,-0.1453,-0.10317,-0.11406
134,M,False,-0.17131,-0.14848,-0.15089,-0.13417,-0.16506,-0.14457,-0.13513,-0.078587,-0.10885,-0.06458
135,M,False,-0.092545,-0.084178,-0.09075,-0.080306,-0.13066,-0.12129,-0.11903,-0.11347,-0.10559,-0.1721
136,M,True,-0.10618,-0.069728,-0.053264,-0.006528,-0.088635,-0.075226,-0.12294,-0.069817,-0.093443,-0.075531
137,M,False,-0.056602,-0.060061,-0.0069313,-0.019754,-0.0030709,0.0090199,-0.013517,-0.020397,-0.0041519,-0.023163
138,M,False,0.0054704,0.008937,0.01144,0.027682,0.016317,0.031281,0.0085677,0.0093475,0.013439,0.0050438
139,M,False,0.11091,0.039205,0.035228,0.079432,0.064144,0.12849,0.087994,0.094728,0.074018,0.080542
140,M,False,-0.019808,-0.050939,0.022653,0.063137,0.057004,0.063968,0.056293,0.092793,0.09798,0.15365
141,M,False,-0.10015,-0.1918,-0.13597,-0.1368,-0.19052,-0.20079,-0.20588,-0.19437,-0.16831,-0.17001
142,M,True,0.056236,0.076989,0.10311,-0.017353,0.034347,0.074983,0.025468,0.091327,0.096185,-0.015171
143,M,True,0.083021,0.094024,0.009543,0.056972,0.096133,0.0083613,0.042586,0.10432,0.044208,0.027539
144,M,False,0.094024,0.009543,0.056972,0.096133,0.0083613,0.042586,0.10432,0.044208,0.027539,0.010938
145,M,False,-0.036676,0.0099499,-0.017509,0.00018657,0.0066094,-0.00028346,-0.020367,-0.051892,-0.071243,-0.043689
146,M,True,-9.4441e-05,-0.02298,-0.0425,-0.0016025,-0.034581,-0.013713,-0.0015493,0.025832,0.016825,-0.0037951
147,M,False,-0.0015493,0.025832,0.016825,-0.0037951,0.034719,0.014814,-0.039106,0.037923,-0.01338,-0.0035205
148,M,False,-0.070561,-0.0098671,-0.049026,-0.033918,-0.0081902,-0.0099609,-0.023458,0.010463,-0.059008,-0.00015268
149,M,False,-0.027187,-0.034321,0.017461,0.041083,-0.017921,0.019216,-0.023317,-0.054557,-0.053,-0.049661
150,M,False,0.037932,0.061351,0.032134,0.082151,0.03859,-0.015126,0.011284,0.023742,0.0035606,0.002769
151,M,False,0.031445,0.025289,0.037625,0.02925,0.012926,-0.009125,0.026096,0.013547,-0.047343,0.00024238
152,M,False,-0.072984,-0.11385,-0.084517,-0.064859,-0.063332,-0.044351,-0.049553,-0.037749,-0.050186,-0.049105
153,M,False,0.12157,0.10988,0.1417,0.17256,0.1309,0.13113,0.18102,0.14266,0.17141,0.12581
154,M,False,-0.10684,-0.063184,-0.08403,-0.097343,-0.10874,-0.091892,-0.10107,-0.082968,-0.11429,-0.12355
155,M,True,0.25652,0.25323,0.1452,0.18971,0.20414,0.30412,0.31054,0.38091,0.22832,0.32092
156,M,False,0.51736,0.60917,0.5313,0.15385,0.52124,0.44288,0.64774,0.56056,0.8826,1.0835
157,M,False,0.29983,0.19832,0.23797,0.29944,0.16842,0.23695,0.22258,0.10564,0.11398,0.10998
158,M,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,M,False,0.13315,0.036259,0.11579,0.059943,-0.011219,0.017859,-0.022411,0.013486,0.049238,0.013553
160,M,True,-0.19333,-0.17196,-0.18844,-0.16158,-0.18601,-0.14298,-0.14481,-0.11436,-0.11512,-0.12117
161,M,True,-0.040219,-0.06462,-0.04725,-0.00021032,-0.031147,-0.0072321,0.019629,0.05495,-0.037745,0.036763
162,M,False,-0.037745,0.036763,0.011339,0.019575,-0.0033698,-0.031266,-0.01705,-0.0019005,-0.0035811,0.0038208
163,M,True,-0.057832,-0.1064,-0.025084,-0.071407,-0.05127,-0.066343,-0.0080467,-0.049901,-0.059996,-0.019588
164,M,False,0.013896,-0.01588,-0.0051532,-0.038093,-0.030889,0.0062976,0.022391,0.040175,-0.0039541,0.067821
165,M,False,0.10764,0.12695,0.11167,0.087553,0.10378,0.09982,0.12401,0.10433,0.12923,0.10166
166,M,False,-0.035567,-0.00045353,-0.058205,-0.046846,-0.077954,-0.12528,-0.084605,-0.11218,-0.10845,-0.06129
167,M,False,-0.10004,-0.068897,-0.09189,-0.089572,-0.068284,-0.11011,-0.19233,-0.1557,-0.16139,-0.22074
168,M,True,0.0,0.0,0.0,0.0,0.0,0.022411,-0.58779,-2.0805,-0.72382,0.046462
169,M,False,-0.34896,0.24118,0.089992,0.19276,0.11432,0.27548,0.22025,0.067193,0.19409,-0.033206
170,M,False,0.038669,0.068471,0.12221,-0.16714,0.06992,0.0086272,-0.044328,-0.00022808,-0.01789,-0.064445
171,M,False,0.024118,0.014839,-0.036508,0.027521,0.075283,-0.023258,-0.0042852,-0.040453,-0.054538,-0.085002
172,M,True,0.3524,0.27001,0.2965,0.28946,0.21108,0.26972,0.23875,0.24954,0.28854,0.33562
173,M,False,0.17853,0.2426,0.11326,0.097365,0.08913,0.15737,0.059804,0.024895,-0.045283,0.16193
174,M,True,-0.18598,-0.1027,-0.099538,-0.15679,-0.14796,-0.16953,-0.11301,-0.15219,-0.17074,-0.057431
175,M,False,0.079855,0.085359,0.067728,0.058306,0.050085,0.11343,0.064304,0.041334,0.070135,-0.048944
176,M,True,0.16307,0.26148,0.084116,0.082335,0.16225,0.13594,0.19488,0.15797,0.10214,0.055367
177,M,False,0.19633,0.22862,0.23434,0.18008,0.19894,0.20347,0.14387,0.14544,0.15051,0.14472
178,M,True,-0.050285,-0.056343,-0.099665,-0.10238,-0.13119,-0.10904,-0.10381,-0.060206,-0.055699,-0.099643
179,M,False,-0.10333,-0.17515,-0.14619,-0.14972,-0.14075,-0.17379,-0.11619,-0.080653,-0.11174,-0.098204
180,M,False,-0.09259,-0.11969,-0.055645,-0.087224,-0.04363,-0.057624,-0.052332,-0.069143,-0.10348,-0.093067
181,M,True,-0.11809,-0.16034,-0.17554,-0.21236,-0.098483,-0.072875,-0.16404,-0.12473,-0.088865,-0.082953
182,M,True,-0.14019,-0.14112,-0.12875,-0.065918,-0.11114,-0.10778,-0.10463,-0.081585,-0.090481,-0.068269
183,M,True,-0.090393,-0.094477,-0.021318,-0.043448,-0.046699,-0.015003,-0.041811,0.0002253,0.020508,-0.031554
184,M,True,-0.034117,-0.00079323,-0.02294,-0.085295,-0.038061,-0.061033,-0.11627,-0.094608,-0.12005,-0.071237
185,M,False,0.20831,0.18063,0.25589,0.19144,0.18092,0.22396,0.17408,0.26578,0.33285,0.35955
186,M,True,-0.10186,-0.093644,-0.066634,-0.078959,-0.089353,-0.12152,-0.14302,-0.11826,-0.14113,-0.10541
187,M,False,-0.10541,-0.079806,-0.11233,-0.12472,-0.14495,-0.09784,-0.12363,-0.10678,-0.085368,-0.074875
188,M,False,-0.12363,-0.10678,-0.085368,-0.074875,-0.085187,-0.086829,-0.09975,-0.098918,-0.11132,-0.11001
189,M,True,-0.11132,-0.11001,-0.12119,-0.12941,-0.18077,-0.14418,-0.15629,-0.051235,-0.10625,-0.056531
190,M,True,-0.18077,-0.14418,-0.15629,-0.051235,-0.10625,-0.056531,-0.073829,-0.067844,-0.056841,-0.099081
191,M,False,-0.051465,-0.055816,-0.045985,-0.00021074,-0.011744,-0.018277,-0.059833,-0.089821,-0.11548,-0.089617
192,M,False,0.46849,0.48857,0.67928,0.2861,0.80333,0.2175,0.30747,0.21053,0.1559,0.48921
193,M,True,-0.13755,-0.12856,-0.10936,-0.1817,-0.095057,-0.10409,-0.14382,-0.15868,-0.14177,-0.13843
194,M,False,-0.095057,-0.10409,-0.14382,-0.15868,-0.14177,-0.13843,-0.11771,-0.10347,-0.12867,-0.14376
195,M,False,-0.10347,-0.12867,-0.14376,-0.059488,-0.08292,-0.081556,-0.086278,-0.077884,-0.1067,-0.093377
196,M,True,-0.06768,-0.11695,-0.04958,-0.0074123,-0.044627,-0.057255,-0.046612,-0.05928,-0.074321,-0.14568
197,M,False,-0.05928,-0.074321,-0.14568,-0.10162,-0.078435,-0.10284,-0.14238,-0.13292,-0.11546,-0.10298
198,M,True,-0.1933,-0.18675,-0.12314,-0.16817,-0.1691,-0.15054,-0.18686,-0.17098,-0.19623,-0.21672
199,M,False,-0.18686,-0.17098,-0.19623,-0.21672,-0.15111,-0.13845,-0.2007,-0.23811,-0.25478,-0.21037
200,M,True,-0.093321,-0.078502,-0.021269,-0.087868,-0.12839,-0.099354,-0.073358,-0.1531,-0.11716,-0.097277
201,M,False,-0.14396,-0.15074,-0.098092,-0.13914,-0.10846,-0.083426,-0.10284,-0.13397,-0.089488,-0.099923
202,M,True,-0.14626,-0.12663,-0.12122,-0.1083,-0.1445,-0.16158,-0.16732,-0.14234,-0.16069,-0.20382
203,M,False,-0.05406,-0.070567,-0.058276,-0.054242,-0.066328,-0.097097,-0.020636,-0.079426,-0.017608,-0.014646
204,M,False,-0.15803,-0.11275,-0.15278,-0.18196,-0.18244,-0.1526,-0.063724,-0.097567,-0.15142,-0.12896
205,M,False,0.22148,0.25493,0.056413,0.14151,0.10944,0.1533,0.13103,0.15313,0.13542,0.16287
206,M,True,-0.1483,-0.14612,-0.18469,-0.20393,-0.12432,-0.17762,-0.13512,-0.15303,-0.13316,-0.11379
207,M,True,-0.1473,-0.12544,-0.11804,-0.10736,-0.046504,-0.04801,-0.050291,-0.078098,-0.024227,-0.063431
208,M,False,-0.1349,-0.094335,-0.094953,-0.096352,-0.078395,-0.086079,-0.15886,-0.19373,-0.13049,-0.14319
209,M,False,-0.16247,-0.10628,-0.15991,-0.1134,-0.15594,-0.14535,-0.20265,-0.10702,-0.12652,-0.07701
210,M,False,-0.10006,-0.19442,-0.1157,-0.10891,-0.12574,-0.061137,-0.070584,-0.083697,-0.082693,-0.082769
211,M,True,0.16081,0.16468,0.18639,0.15433,0.16855,0.11921,0.15697,0.13273,0.1581,0.14475
212,M,False,0.16216,0.18524,0.19016,0.1444,0.16466,0.16647,0.13414,0.12074,0.11564,0.12646
213,M,False,0.16647,0.13414,0.12074,0.11564,0.12646,0.12021,0.15467,0.13518,0.13708,0.12423
214,M,False,0.23974,0.25121,0.24135,0.24097,0.23925,0.21917,0.26071,0.25128,0.24666,0.2642
215,M,False,-0.14241,-0.12015,-0.092988,-0.11394,-0.14852,-0.14891,-0.10776,-0.081837,-0.076389,-0.056781
216,M,False,-0.053389,-0.082521,-0.086276,-0.094794,-0.09473,-0.085035,-0.12194,-0.11784,-0.15811,-0.073372
217,M,True,0.023169,-0.012167,0.018078,0.032113,0.036175,-0.004208,0.022086,0.030034,0.054228,0.081749
218,M,False,0.017575,0.0064139,-0.0025456,-0.019988,-0.0029274,0.025643,0.029145,0.033993,0.046011,0.090826
219,M,False,0.0089454,-0.026102,-0.0085106,0.022133,-0.00012574,0.039518,0.017511,0.028736,0.040482,0.023572
220,M,False,0.12525,0.088003,0.10198,0.095866,0.072501,0.061133,0.087068,0.049991,0.11485,0.069593
221,M,False,-1.8215,-0.076763,-1.194,0.5512,0.37841,0.184,-0.9431,0.43225,-0.23812,0.36878
222,M,False,-1.194,0.5512,0.37841,0.184,-0.9431,0.43225,-0.23812,0.36878,0.091594,0.038747
223,M,False,-0.27969,-0.2979,-0.30887,-0.21853,-0.24444,-0.26263,-0.15393,-0.19396,-0.16868,-0.16038
224,M,False,-0.01693,-0.028217,-0.014261,-0.074317,-0.061344,-0.015822,0.062885,0.064183,0.083075,0.12411
225,M,False,-0.14589,-0.15652,-0.15248,-0.073023,-0.083044,-0.097831,-0.067916,-0.08787,-0.087264,-0.080358
226,M,False,-0.18563,-0.16896,-0.15464,-0.072319,-0.061859,-0.063527,-0.043713,-0.026308,-0.023052,-0.060589
