,FLARE_TYPE,COINCIDENCE,MEANJZD_1,MEANJZD_2,MEANJZD_3,MEANJZD_4,MEANJZD_5,MEANJZD_6,MEANJZD_7,MEANJZD_8,MEANJZD_9,MEANJZD_10
1851,N,False,-0.039782,-0.13263,0.4721,0.066053,-0.18942,0.27949,0.22102,-0.63124,0.40739,0.16882
1852,N,False,-0.32852,-0.4606,-0.21453,-0.57394,-0.47553,-0.42785,-0.38355,-0.57737,-0.54057,-0.67271
1853,N,False,1.1224,0.60682,0.97341,2.1875,1.9207,1.2724,0.97388,1.1655,0.70294,0.51088
1854,N,False,0.99207,0.90866,0.9037,0.49782,1.0939,0.30364,0.72868,1.1022,0.69134,0.74237
1855,N,False,0.35625,0.0074228,0.28254,0.22193,0.50518,0.37545,0.18724,0.042578,-0.034536,0.34035
1856,N,False,0.44499,0.42294,0.40487,0.34429,0.16417,0.15232,0.48028,0.19423,0.51909,0.52197
1857,N,False,0.88864,0.99628,0.42782,0.96723,0.59133,0.83272,0.90263,0.26088,0.60562,0.49518
1858,N,False,-0.62647,-0.62296,-0.52374,-0.61369,-0.83312,-0.76661,-0.66971,-0.94078,-0.96699,-0.66187
1859,N,False,1.0936,0.87351,1.1342,1.4443,0.54772,0.45443,-0.19388,1.1316,1.0019,2.0838
1860,N,False,0.22398,0.2498,0.38139,0.40092,0.59222,0.16891,0.31925,0.21801,0.1393,0.25137
1861,N,False,0.77461,0.73907,0.54919,0.61648,0.8966,0.91446,0.77367,0.74181,0.7418,0.82682
1862,N,False,-0.23872,-0.39841,-0.34785,-0.37313,-0.24269,-0.42331,-0.32027,-0.41134,-0.39564,-0.59005
1863,N,False,0.85163,1.4308,1.3629,0.81877,0.94818,1.1644,1.2824,1.1794,1.501,1.8688
1864,N,False,0.34486,1.1723,0.98263,0.91055,1.3749,0.65165,0.84583,0.75645,1.0997,1.0802
1865,N,False,-0.73661,-0.27932,-0.64879,-0.41234,-0.74483,-0.88358,-0.47796,-0.33459,-0.12368,-0.5102
1866,N,False,0.11614,0.12458,0.11536,0.12024,0.30521,0.096156,0.20094,0.095464,0.22087,0.25867
1867,N,False,-0.011486,-0.19634,-0.093559,0.20002,-0.047764,0.44272,0.20123,0.58132,0.13987,0.014764
1868,N,False,-0.11677,1.5248,2.0357,1.235,1.4339,1.3023,2.6111,2.0173,0.038777,3.4814
1869,N,False,0.84395,0.79862,0.42651,0.94255,0.81693,0.82137,0.88225,0.81315,0.66209,0.24739
1870,N,False,0.14712,0.14929,0.269,0.20725,0.24821,0.38291,0.37532,0.39354,0.41925,0.30802
1871,N,False,0.25453,0.43865,0.27974,0.18838,0.42163,0.14154,0.32066,0.008008,0.29059,-0.13567
1872,N,False,1.5071,1.8813,0.46457,0.39551,0.59008,0.55948,0.2554,1.0994,0.45617,0.43623
1873,N,False,0.38767,0.44496,0.48969,0.39679,0.37423,0.41215,0.41568,0.43556,0.37314,0.38383
1874,N,False,0.1086,0.091365,0.13113,0.11729,0.1648,0.18969,0.094947,0.0803,0.12636,0.15494
1875,N,False,-0.087307,0.18465,-0.029194,-0.28241,-0.092953,0.063805,0.24707,0.085208,-0.11778,-0.016535
1876,N,False,0.43386,0.42512,0.40801,0.44909,0.35523,0.39086,0.42127,0.43671,0.45552,0.44055
1877,N,False,-0.42384,-0.29698,-0.34885,-0.63738,-0.27081,-0.4555,-0.7854,-0.53859,-0.39523,-0.23963
1878,N,False,0.17355,0.22557,0.31072,0.20137,0.22764,0.22266,0.22176,0.19158,0.29975,0.2701
1879,N,False,0.70161,0.91423,0.89938,0.77281,0.81582,0.99063,0.86185,0.84799,1.2453,1.0815
1880,N,False,-0.26378,-0.58228,-0.61406,-0.53062,-0.49305,-0.21877,-0.469,-0.26663,-0.54218,-0.49431
1881,N,False,0.079395,-0.027515,0.50235,0.15376,0.35324,-0.073932,0.29923,0.41164,0.24653,0.27569
1882,N,False,-0.20352,-0.094325,-0.026525,0.28322,-0.17828,-0.1224,-0.42704,-0.18464,0.41733,0.41245
1883,N,False,0.15497,0.27145,0.13736,-0.026837,0.40529,0.039452,0.3298,0.17301,0.046333,-0.020012
1884,N,False,-3.2241,-2.7452,-2.2979,-1.7629,-1.2698,-1.1733,-1.7379,-1.2943,-1.8227,-1.4802
1885,N,False,-0.13096,-0.073036,0.023189,-0.0097866,-0.23087,-0.14488,-0.10744,-0.15586,-0.12327,-0.058653
1886,N,False,0.31607,0.36487,0.36615,0.42468,0.43559,0.57943,0.52189,0.56421,0.51634,0.48534
1887,N,False,0.010007,-0.4847,-0.11261,-0.073821,0.42927,0.30577,0.20992,0.58948,0.094527,0.56633
1888,N,False,-0.048075,-0.081534,-0.018148,0.0090001,0.13642,0.071307,0.16796,0.11221,0.052205,0.10746
1889,N,False,1.2933,1.4895,1.7797,1.8389,1.9988,2.2815,2.3976,1.947,1.4923,2.3738
1890,N,False,1.1095,0.51018,-0.37636,0.95885,0.52775,0.75268,0.74512,0.5543,1.6589,1.1562
1891,N,False,0.18407,0.6899,0.35845,0.66491,0.48221,0.24147,-0.31686,0.22129,-0.035628,0.3553
1892,N,False,0.1577,0.21257,0.27756,0.21991,0.19857,0.1982,0.21949,0.20812,0.27233,0.24734
1893,N,False,0.20327,0.12712,0.15244,0.2009,0.16988,0.17883,0.20523,0.18273,0.22451,0.25905
1894,N,False,0.20327,0.12712,0.15244,0.2009,0.16988,0.17883,0.20523,0.18273,0.22451,0.25905
1895,N,False,1.2806,0.9428,0.94498,0.78447,0.3583,0.76961,1.0497,0.78853,0.48737,0.93115
1896,N,False,0.7395,0.58536,0.69154,0.65816,0.68203,0.67359,0.90375,0.94208,0.81735,0.8379
1897,N,False,-0.21084,0.13644,0.25674,0.26893,0.32178,0.70059,0.35044,0.66672,0.8058,1.1052
1898,N,False,-0.16894,-0.14964,-0.090336,-0.27577,0.017917,0.14393,0.17776,0.012402,0.26717,0.00098884
1899,N,False,0.67546,0.72036,0.85464,0.72101,0.64973,0.80368,0.71842,0.82718,0.72855,0.70863
1900,N,False,-0.13361,-0.12404,-0.035082,-0.01863,-0.05825,-0.12085,-0.085566,-0.075427,-0.083724,-0.051472
1901,N,False,0.23302,0.29578,0.35317,-0.030037,0.15562,-0.02159,0.12628,0.014482,0.07068,0.32541
1902,N,False,0.4699,0.56612,0.4754,0.43215,0.55636,0.46049,0.46866,0.37408,0.38211,0.28277
1903,N,False,0.15266,-0.06329,0.60498,1.3066,0.33587,0.0022889,-0.20054,-0.87116,-0.97957,-0.30501
1904,N,False,2.1603,2.0653,1.4616,2.1495,2.5234,2.7322,2.0332,1.6218,2.2584,2.0908
1905,N,False,0.046098,0.11625,0.062004,0.079049,0.11266,0.055789,0.029791,0.046733,0.050783,0.1004
1906,N,False,-0.23022,-0.12427,-0.15841,-0.11488,-0.02076,0.18428,0.16164,0.16951,-0.21099,0.060403
1907,N,False,-0.049921,-0.041877,0.092428,0.061935,0.0076215,-0.044732,0.16297,0.024004,0.085953,0.065313
1908,N,False,-0.3843,-0.21524,-0.31692,-0.34979,-0.36873,-0.19137,-0.15787,-0.0409,-0.17325,-0.24253
1909,N,False,0.18177,0.078984,0.41035,0.2362,0.29227,0.2601,0.35203,0.42793,0.26581,0.33896
1910,N,False,0.66189,0.65866,0.89839,0.69678,0.64054,0.70417,0.75335,0.76737,0.54772,0.92769
1911,N,False,0.22994,0.26243,0.1877,0.18331,0.21569,0.10491,0.13633,0.085326,-0.089403,0.072121
1912,N,False,0.20068,0.28837,0.22425,0.29255,0.19693,0.20775,0.34669,0.30093,0.087846,0.18001
1913,N,False,0.23559,0.27376,0.37204,0.11051,0.19103,0.040078,0.059258,0.081372,0.077058,0.17546
1914,N,False,-0.092928,-0.08635,-0.026115,-0.091961,-0.051276,-0.1084,-0.11595,-0.04109,-0.046361,-0.14666
1915,N,False,-0.31391,-0.40619,-0.3591,-0.43452,-0.44545,-0.5235,-0.68677,-0.62714,-0.62671,-0.44115
1916,N,False,0.78741,0.91631,0.79176,0.87651,0.83833,0.72893,0.75304,0.63877,0.65879,0.84481
1917,N,False,0.40122,0.21612,0.10006,0.069003,0.35003,-0.14468,-0.19592,-0.015971,-0.069004,0.28744
1918,N,False,0.12255,0.088921,0.10852,0.19965,0.17879,0.22317,0.30787,0.248,0.069693,0.14366
1919,N,False,0.91475,1.2243,1.0886,1.0416,1.1375,1.3528,1.088,1.0303,1.254,1.2832
1920,N,False,-0.14888,-0.19798,-0.15144,-0.14028,-0.074876,-0.0834,-0.1047,-0.063031,-0.21625,-0.18294
1921,N,False,-0.12693,-0.062817,0.017401,0.01612,-0.057433,-0.054789,-0.052233,-0.13233,-0.14328,-0.12716
1922,N,False,0.059207,-0.0080154,-0.048307,0.048506,0.07916,0.15389,-0.057967,0.059294,0.052694,0.10032
1923,N,False,0.82965,0.79689,0.9381,0.98097,0.78451,0.8618,0.98745,0.83358,0.66773,0.75057
1924,N,False,0.82965,0.79689,0.9381,0.98097,0.78451,0.8618,0.98745,0.83358,0.66773,0.75057
1925,N,False,0.48014,0.35845,0.48685,0.53319,0.44215,0.5008,0.49367,0.39251,0.32127,0.362
1926,N,False,0.97463,0.88281,0.88094,0.98215,0.98357,0.90161,0.80662,0.74247,0.74944,0.75262
1927,N,False,0.010218,0.0095848,0.0029137,-0.029737,-0.041639,-0.12268,-0.097812,-0.067129,-0.033573,-0.063973
1928,N,False,0.40531,0.33582,0.19454,0.1121,0.040054,-0.064096,-0.14132,-0.017267,-0.59442,-0.066229
1929,N,False,0.32105,0.38631,0.34299,0.25547,0.34365,0.40108,0.40159,0.4209,0.33066,0.48011
1930,N,False,0.36066,0.41877,0.48909,0.39238,0.50635,0.41833,0.44608,0.42597,0.44719,0.39326
1931,N,False,0.32446,0.34553,0.33374,0.30883,0.32912,0.3401,0.32548,0.3456,0.32346,0.32286
1932,N,False,0.27113,0.31888,0.25283,0.30974,0.32707,0.34945,0.33617,0.23419,0.24955,0.27154
1933,N,False,0.61622,0.97207,0.7158,0.85106,0.89157,1.0736,0.97579,1.1049,0.76201,0.81411
1934,N,False,0.29753,0.31687,0.30293,0.32611,0.30842,0.24669,0.2977,0.36258,0.35735,0.34006
1935,N,False,0.29753,0.31687,0.30293,0.32611,0.30842,0.24669,0.2977,0.36258,0.35735,0.34006
1936,N,False,1.3321,0.84598,0.89662,0.69369,0.79632,1.0638,0.8069,1.0105,0.88923,0.93402
1937,N,False,1.3321,0.84598,0.89662,0.69369,0.79632,1.0638,0.8069,1.0105,0.88923,0.93402
1938,N,False,0.22358,0.35498,0.33629,0.238,0.34724,0.35495,0.53394,0.34652,0.83173,0.57974
1939,N,False,0.043771,0.050789,0.059662,0.054765,0.040069,-0.045605,0.048235,0.032934,0.033778,0.018379
1940,N,False,-0.033579,-0.0083286,-0.26204,-0.18939,-0.050643,-0.07308,-0.39442,0.017673,-0.13303,0.0083108
1941,N,False,0.28089,0.26309,0.30161,0.29389,0.28564,0.2462,0.26504,0.22784,0.24382,0.26324
1942,N,False,0.37386,0.35335,0.26179,0.33752,0.37993,0.40614,0.34991,0.29964,0.35103,0.39587
1943,N,False,0.47839,0.94226,0.82623,1.0607,0.96218,1.4378,1.0,1.2597,1.3793,1.4595
1944,N,False,-0.31715,0.56515,-0.23292,0.097872,0.95904,0.10964,0.16942,-0.59846,-0.26412,0.35777
1945,N,False,1.7131,1.1224,1.7572,1.1321,1.3913,1.7744,1.4288,1.3958,0.53279,0.71065
1946,N,False,0.17145,0.41891,0.35278,0.25843,0.039991,0.1618,0.56997,0.37851,0.50558,0.6933
1947,N,False,0.31381,0.31073,0.33541,0.33783,0.34055,0.31505,0.31736,0.28026,0.28686,0.29515
1948,N,False,0.026492,-0.086326,-0.0011355,-0.19879,-0.058803,0.19299,-0.080357,-0.2566,-0.36351,-0.22054
1949,N,False,-0.0042829,0.012175,0.073594,0.026988,0.053508,0.030753,0.031965,0.047896,0.090336,0.12217
1950,N,False,-0.051989,0.039442,-0.05229,0.1471,0.21501,0.17503,0.010185,0.19652,0.12953,0.30485
1951,N,False,0.039717,0.059522,0.034321,0.15201,0.075958,0.083784,0.073802,-0.14295,0.046166,-0.097271
1952,N,False,-1.8284,-0.17799,-0.39186,0.65142,0.27323,0.30445,-0.030965,0.45992,0.66178,0.99109
1953,N,False,0.043841,0.057033,-0.054761,-0.12308,-0.065823,-0.064672,-0.019665,-0.10983,-0.090031,-0.081694
1954,N,False,0.24844,0.14713,0.15179,0.21465,0.36997,0.16897,0.21052,0.37217,0.23091,0.13401
1955,N,False,0.028767,-0.11752,0.23311,-0.046126,-0.030379,-0.095601,-0.15039,0.061493,0.082951,0.17707
1956,N,False,1.0345,1.0514,1.555,1.1865,0.64369,1.4759,0.36922,-0.43675,-0.30851,0.29877
1957,N,False,0.013252,-0.098794,-0.025497,0.18909,-0.13298,0.097508,-0.18438,0.10091,0.0011923,-0.057666
1958,N,False,-0.093836,-0.10319,-0.046888,0.05933,-0.0087716,-0.098395,-0.088938,-0.21333,-0.16856,-0.25502
1959,N,False,0.38489,0.45091,0.47256,0.36537,0.19979,0.11186,0.27149,0.27333,0.25557,0.2779
1960,N,False,0.42949,0.70766,0.59787,0.62081,0.5178,0.62675,0.57727,0.51743,0.47202,0.49851
1961,N,False,-0.11227,0.039246,0.073237,0.31276,0.41954,0.66677,0.65455,0.322,0.61232,0.43686
1962,N,False,0.67231,0.62266,0.43167,0.64748,0.72017,0.67145,0.32269,0.35445,0.07201,0.62508
1963,N,False,0.32365,0.39402,0.48506,0.28726,0.051652,0.24412,0.22404,0.37719,0.5612,0.28776
1964,N,False,-0.15166,0.43347,0.43154,-0.32725,0.27379,0.1325,-0.96955,-0.64552,-0.42472,-0.33382
1965,N,False,0.5258,0.18756,0.35958,0.41729,0.093055,0.59717,0.14054,0.39374,0.23193,0.61014
1966,N,False,-0.90267,-0.87097,-0.80404,-0.60502,-0.65946,-0.29968,-0.21472,-0.32735,-0.32221,-0.26358
1967,N,False,0.73975,0.84823,0.8238,0.87729,0.90772,0.60695,0.87643,0.87931,0.94662,1.0041
1968,N,False,-0.020048,0.022707,0.0081489,0.0042402,0.0086115,0.098169,0.047177,0.056716,0.034398,-0.00079748
1969,N,False,-0.020048,0.022707,0.0081489,0.0042402,0.0086115,0.098169,0.047177,0.056716,0.034398,-0.00079748
1970,N,False,1.187,0.95291,1.3251,1.6781,0.73984,0.62164,1.2554,1.2065,1.2752,0.50023
1971,N,False,0.201,0.11542,-0.0040167,0.042883,0.27325,0.1169,0.078985,0.23425,0.2085,0.016076
1972,N,False,0.38026,0.22861,0.27394,0.15872,0.15789,0.3159,0.20341,0.3226,0.20327,0.3268
1973,N,False,0.19141,0.011514,0.13906,0.27203,-0.034153,0.11722,0.23361,-0.0051614,0.22244,0.20079
1974,N,False,-0.094911,-0.036786,0.0092325,0.038535,0.027859,0.12005,0.11916,0.13551,0.16207,0.12829
1975,N,False,0.45387,0.62948,0.35965,0.31185,0.23906,0.4373,0.34987,0.42718,0.3424,0.30244
1976,N,False,0.55298,0.59913,0.63764,0.63501,0.62668,0.59571,0.6634,0.6668,0.66381,0.66554
1977,N,False,0.45387,0.62948,0.35965,0.31185,0.23906,0.4373,0.34987,0.42718,0.3424,0.30244
1978,N,False,-0.10781,-0.036908,-0.065888,-0.043136,-0.11163,-0.047574,-0.15195,-0.057376,-0.060239,-0.081747
1979,N,False,1.3939,0.97961,1.4727,1.2023,1.355,1.1621,1.1715,0.75519,1.2572,1.7503
1980,N,False,0.54693,0.40352,-0.020485,-0.063905,0.25319,0.28745,0.73185,0.44031,0.77338,0.54369
1981,N,False,0.12308,0.15772,0.13106,0.052746,0.10909,0.1724,0.13838,0.1381,0.23873,0.18309
1982,N,False,0.49176,0.34907,0.25817,0.36954,0.21905,0.41541,0.38311,0.51611,0.51273,0.45911
1983,N,False,0.25923,0.33827,0.35035,0.42219,0.45593,0.35199,0.51133,0.39908,0.40661,0.40009
1984,N,False,0.064883,0.0048793,0.068599,0.070699,0.066282,0.097466,0.070107,0.057781,0.060908,0.063453
1985,N,False,0.84972,0.90743,0.72366,0.66972,0.72919,0.83773,0.59599,0.73318,0.47799,0.41956
1986,N,False,-0.14422,-0.049633,-0.16491,-0.24739,-0.31068,-0.3145,-0.2188,-0.16717,-0.12927,-0.17115
1987,N,False,0.23114,0.26181,0.26245,0.27808,0.2586,0.25969,0.24683,0.25951,0.24524,0.26273
1988,N,False,-0.1555,-0.21268,-0.22477,-0.31442,-0.23027,-0.3332,-0.20818,-0.34944,-0.35625,-0.22287
1989,N,False,-0.37195,-0.071536,-0.13572,-0.24819,-0.21547,-0.14576,-0.16593,-0.42946,-0.35927,-0.48709
1990,N,False,0.29514,0.59876,0.6809,0.60497,0.43555,0.58136,1.1052,0.43162,1.1461,0.53247
1991,N,False,-0.63483,-0.49034,-0.54524,-0.37973,-0.19922,-0.14897,-0.24692,-0.2963,-0.37114,-0.2513
1992,N,False,0.63946,0.66297,0.52551,0.52561,0.29499,0.68561,0.72649,0.59341,0.37015,0.82031
1993,N,False,0.87047,1.1278,0.76639,1.1733,1.1275,0.80644,1.1074,0.83057,0.87461,0.60774
1994,N,False,0.085637,0.25778,0.15729,0.29114,0.29253,0.44469,0.44338,0.51214,0.40179,0.4367
1995,N,False,1.1908,1.2077,1.1253,1.1808,1.0879,1.0182,1.1904,1.0258,0.82917,1.0954
1996,N,False,-0.25149,0.064458,0.30739,0.17623,0.1121,-0.055264,0.24262,-0.012727,-0.27663,-0.028304
1997,N,False,-0.090594,-0.062854,-0.081514,-0.043566,-0.12408,-0.048706,-0.11408,-0.015076,-0.012497,-0.042838
1998,N,False,-0.16905,-0.34764,-0.43037,-0.2627,-0.22908,-0.15376,-0.30919,-0.2935,-0.21396,-0.19693
1999,N,False,-0.26165,-0.25649,-0.0094758,-0.048975,-0.078368,0.025119,0.088636,0.25119,0.13746,0.19974
2000,N,False,1.5267,0.76545,0.65869,0.13463,-0.45362,-0.99977,0.68307,0.91684,-0.30628,1.0448
2001,N,False,-0.1421,-0.46953,-0.39586,-0.20053,-0.643,-0.33021,-0.060621,0.12753,0.26493,0.38803
2002,N,False,-0.57882,-0.80925,-1.0007,-0.98227,-1.0477,-0.65794,-0.63428,-0.63224,-0.70213,-0.13774
2003,N,False,0.41965,0.55164,0.68294,0.5325,0.6792,0.36101,0.14029,0.15388,0.050784,0.19593
2004,N,False,0.47028,0.56009,0.99635,0.72284,0.97675,0.6317,0.77803,0.78378,1.3765,0.9213
2005,N,False,0.20496,0.1951,0.19553,0.2173,0.1035,-0.03347,-0.041156,-0.031962,-0.070596,0.062497
2006,N,False,0.56874,0.32683,0.89996,-0.013326,0.43964,0.0088422,0.5309,0.19846,0.37726,0.52874
2007,N,False,-0.056411,-0.061586,-0.050026,-0.050134,-0.13416,-0.0060822,-0.05415,-0.088061,-0.091054,-0.10052
2008,N,False,-0.074916,-0.078989,-0.07605,-0.12811,-0.052124,-0.056484,-0.1137,-0.070301,-0.12311,-0.066284
2009,N,False,0.066372,0.08977,0.081634,0.041325,0.10044,0.065696,0.021757,0.0096041,0.023839,0.0591
2010,N,False,0.19381,0.28788,-0.056095,0.0014495,-0.083273,-0.026429,-0.24184,-0.22941,-0.122,-0.017738
2011,N,False,0.1059,0.11506,0.3819,0.34091,0.58084,1.0456,0.95183,0.69486,0.59182,1.223
2012,N,False,0.71623,0.28155,0.066743,-0.34074,0.14613,0.19442,0.29707,0.14267,-0.12101,-0.027698
2013,N,False,0.27342,0.77548,0.76781,0.63749,0.46036,0.21659,0.73868,0.32978,0.42905,0.31676
2014,N,False,-0.40704,-0.36983,-0.37761,-0.46131,-0.40074,-0.36111,-0.40293,-0.34062,-0.29613,-0.29386
2015,N,False,-0.074896,-0.14665,-0.061355,-0.11022,-0.079393,-0.075042,-0.159,-0.072655,-0.077084,-0.11628
2016,N,False,0.40929,0.36549,0.44305,0.57805,0.6237,0.3497,0.77341,0.83746,0.73986,0.75104
2017,N,False,0.27626,0.25313,0.18067,0.11037,0.20896,0.41808,0.1519,0.37217,0.079024,0.20414
2018,N,False,0.84441,0.46159,0.94394,0.84893,0.45001,0.60361,0.90072,0.66548,0.70044,0.59564
2019,N,False,0.10441,0.24469,0.26816,0.30903,0.30249,0.16415,0.15295,0.25151,0.27528,0.22579
2020,N,False,0.34089,0.39082,0.28033,0.36212,0.24226,0.30017,0.36385,0.28265,0.14934,0.36809
2021,N,False,-0.14404,-0.24782,-0.20602,-0.18133,-0.20231,-0.25043,-0.094174,-0.047915,0.0058165,-0.14603
2022,N,False,-0.067243,-0.011548,0.23744,0.30285,0.14313,0.38366,0.003155,-0.012208,0.23866,0.25395
2023,N,False,0.52499,0.3918,0.67031,0.36513,0.54355,0.50919,0.54604,0.56631,0.42143,0.54498
2024,N,False,0.44759,0.4473,0.61365,0.27231,0.61051,1.2946,0.80022,0.64565,0.72469,0.35084
2025,N,False,-0.0042374,0.062985,0.26244,0.2427,-0.14389,-0.21209,-0.19901,-0.15813,-0.19025,-0.58913
2026,N,False,0.134,0.21666,0.1826,0.17512,0.21859,0.14554,0.20012,0.13787,0.062236,0.077797
2027,N,False,0.22355,0.18094,-0.28401,0.35779,-0.19222,-0.11908,-0.20245,0.13601,0.17114,-0.40102
2028,N,False,0.084344,0.22794,-0.10287,-0.21646,0.0074584,-0.17877,-0.0091191,-0.27512,-0.063182,0.1118
2029,N,False,0.3097,0.43115,0.48484,0.37102,0.3138,0.37205,0.43928,0.5338,0.40441,0.25364
2030,N,False,-0.19022,-0.10396,0.041358,-0.12889,-0.25999,-0.179,-0.1483,-0.14343,-0.24312,-0.26723
2031,N,False,0.96087,1.0064,1.0114,1.1394,1.1077,1.7051,1.0123,1.31,1.3621,1.6477
2032,N,False,-0.11318,0.42284,-0.31136,0.02413,0.82311,-0.072395,-0.15267,0.65932,1.4254,0.56476
2033,N,False,0.63418,0.47485,0.31064,0.15867,0.66473,0.474,0.43969,0.51659,0.6659,0.73732
2034,N,False,1.4397,1.1409,0.52033,0.0,0.0,0.0,0.0,0.0,0.0,0.81625
2035,N,False,-0.56077,-0.20462,-0.6255,0.47307,0.0036449,-0.2638,-0.129,-0.071851,0.28599,0.28591
2036,N,False,0.798,0.55687,0.7595,0.99099,0.87363,0.80278,0.89641,0.8695,0.62619,0.49413
2037,N,False,0.33435,0.54285,0.5917,0.67009,0.72365,0.59288,0.37401,0.39381,0.40716,0.61897
2038,N,False,0.38786,0.35515,0.37393,0.264,0.38973,0.40917,0.45415,0.48849,0.47183,0.47497
2039,N,False,-0.023671,-0.16432,-0.10147,-0.16064,0.0096472,-0.0212,-0.0093584,-0.16703,-0.050746,0.048958
2040,N,False,0.19975,0.16736,0.15043,0.16504,0.17017,0.10058,0.25436,0.16554,0.20229,0.23711
2041,N,False,1.1827,0.9825,0.88893,1.0439,1.3607,1.1881,1.277,1.0877,1.3391,1.09
2042,N,False,-0.040009,-0.0037802,0.065677,0.02267,-0.013272,0.038096,-0.011947,0.030449,-0.067393,0.037625
2043,N,False,-0.17459,-0.24463,0.0563,0.059784,-0.031945,-0.14099,0.0049376,-0.14702,0.20723,-0.00049087
2044,N,False,0.25107,0.20249,0.039246,0.39653,0.34316,0.19157,0.23525,0.30701,0.38677,0.30012
2045,N,False,0.25107,0.20249,0.039246,0.39653,0.34316,0.19157,0.23525,0.30701,0.38677,0.30012
2046,N,False,-0.013893,-0.034751,-0.00077932,-0.12464,-0.08745,-0.075791,-0.04739,-0.017429,0.026579,0.0096352
2047,N,False,0.4266,0.42545,0.50274,0.12684,0.27628,0.30321,0.20902,0.21975,0.23593,0.36793
2048,N,False,1.2882,1.7206,1.187,0.73239,0.9108,1.3176,1.4186,1.3338,1.6089,1.3302
2049,N,False,-0.34128,-0.55932,-0.1428,0.13838,0.10974,0.08716,0.021913,-0.23153,0.05356,-0.10873
2050,N,False,0.1815,0.18511,0.2066,0.14078,0.12822,0.1581,0.080823,0.18348,0.24011,0.21169
2051,N,False,-0.064181,0.4603,0.65689,0.53952,0.65078,0.80082,0.85289,0.18246,0.12484,0.58421
2052,N,False,0.58944,0.5861,0.52186,-0.097988,-0.054215,0.24339,0.29882,0.68197,0.65607,0.93911
2053,N,False,0.94366,0.94559,1.154,0.53838,0.81017,0.54088,0.93649,0.50712,0.079019,-0.16478
2054,N,False,-0.53602,-0.36726,-0.44402,-0.48649,-0.17456,-0.29611,-0.62278,-0.29917,-0.27194,-0.39375
2055,N,False,-0.31112,0.37725,0.54049,-0.19921,0.57081,-0.00042414,0.19973,0.57553,0.53231,0.38057
2056,N,False,-0.35325,-0.21805,-0.38585,-0.24457,-0.13354,-0.93594,-0.46522,-0.21711,-0.23982,-0.69171
2057,N,False,0.73422,0.63381,0.71342,0.69647,0.72164,0.62567,0.62673,0.57879,0.66305,0.78882
2058,N,False,0.31363,0.18232,0.30986,0.27679,-0.13093,0.38408,0.30893,0.16061,0.22239,0.16789
2059,N,False,1.3262,0.74933,0.12177,0.69229,0.92113,0.0087227,0.57935,0.51428,0.069191,0.52497
2060,N,False,0.32965,0.22266,0.22919,0.22059,0.22502,0.34003,0.31919,0.32153,0.34886,0.30683
2061,N,False,0.61962,1.3321,0.92339,0.59365,0.7989,1.2208,1.2531,1.121,1.928,1.5022
2062,N,False,0.16788,0.16146,0.16428,0.2133,0.080799,0.084258,0.13346,0.12182,0.042432,0.043856
2063,N,False,0.023073,0.35879,-0.014237,-0.05047,0.21971,0.10424,0.058619,0.040437,0.1185,0.13382
2064,N,False,0.28993,0.41513,0.42565,0.41093,0.35451,0.35143,0.36403,0.36215,0.3232,0.32537
2065,N,False,-0.12488,0.077095,0.024843,0.21882,0.42892,0.31833,0.32229,0.34964,0.037859,0.17454
2066,N,False,-0.40078,-0.43146,-0.3822,-0.38358,-0.22851,-0.22405,-0.24943,-0.27648,-0.28702,-0.2888
2067,N,False,-0.16374,-0.11006,-0.14099,-0.11953,-0.07438,-0.040812,-0.16744,-0.1501,-0.17486,-0.0521
2068,N,False,0.66309,0.83453,0.64771,1.1627,1.0676,0.71593,-0.02193,0.30656,-0.067127,0.61959
2069,N,False,0.06405,0.16661,0.16865,0.20867,0.27554,0.25345,0.11957,0.29451,0.34673,0.24557
2070,N,False,0.16756,0.22111,0.28816,0.1515,0.051463,0.18995,0.15534,0.043567,-0.01833,0.13058
2071,N,False,-0.068894,-0.0020537,-0.13,-0.2178,-0.11487,0.058116,0.04783,0.0351,0.0047614,0.016894
2072,N,False,0.40649,0.53118,0.47421,0.47086,0.54611,0.53378,0.3005,0.41657,0.40823,0.47277
2073,N,False,0.29762,0.4203,0.40663,0.34178,0.38197,0.52586,0.63562,0.49649,0.45832,0.32308
2074,N,False,0.15793,0.45416,-0.21693,0.12585,0.39024,0.097375,0.34026,-0.05012,0.012911,0.39142
2075,N,False,0.060796,0.10556,0.041778,-0.15043,-0.043564,-0.20781,-0.16707,-0.15233,-0.20832,-0.10311
2076,N,False,0.51002,0.37933,0.47317,0.77824,0.55545,0.59226,0.66919,0.50618,0.61047,0.44194
2077,N,False,0.87104,0.97987,0.82167,1.0223,0.76224,1.4652,0.37118,0.41591,0.56707,0.74725
2078,N,False,-0.17789,-0.0069552,0.081725,0.20617,0.019225,-0.012982,-0.15237,-0.051683,-0.060569,-0.083679
2079,N,False,-0.31311,-0.48387,-0.76182,-0.5333,-0.83605,-0.47682,-0.49577,-0.65308,-0.81756,-0.90398
2080,N,False,0.3421,0.1989,0.41563,0.02284,-0.072893,-0.10584,-0.21284,0.1552,0.18158,0.048448
2081,N,False,0.00058923,0.066358,0.027276,0.11373,0.12049,0.10765,0.041956,0.014076,0.037855,0.12469
2082,N,False,1.4277,1.5087,1.3031,1.5357,1.4028,1.4629,1.4025,1.5457,1.2097,1.3319
