,FLARE_TYPE,COINCIDENCE,slf_1,slf_2,slf_3,slf_4,slf_5,slf_6,slf_7,slf_8,slf_9,slf_10
979,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
980,B,False,36.823,38.51,38.461,37.762,40.609,36.644,35.074,37.285,38.317,38.309
981,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
982,B,True,20.956,21.216,21.914,22.001,22.064,22.38,22.715,22.476,22.289,22.321
983,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
984,B,True,0.0,19.211,0.0,0.0,0.0,0.0,19.085,0.0,0.0,0.0
985,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
986,B,True,8.6999,9.1028,9.3411,9.3457,9.4887,9.5493,9.2173,8.7794,8.824,9.1147
987,B,False,2.9047,2.1601,2.8586,2.2256,2.2068,2.1237,2.8025,2.7533,2.6431,2.8311
988,B,False,17.64,18.262,17.721,17.581,17.898,18.013,17.999,0.0,18.15,8.2113
989,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
990,B,False,1.8065,0.0,0.0,0.0,0.0,0.0,0.0,1.9211,0.0,0.0
991,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
992,B,True,19.895,19.444,19.435,18.946,18.181,18.281,18.62,18.601,18.939,19.045
993,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
994,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
995,B,True,4.0777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
996,B,False,89.045,93.365,96.519,90.196,86.92,85.618,89.489,87.503,88.458,95.928
997,B,True,13.485,12.939,12.853,12.707,12.737,12.766,12.077,11.847,12.089,12.011
998,B,True,39.163,37.274,37.583,37.447,39.649,40.334,37.423,40.4,44.306,45.669
999,B,True,24.312,24.184,24.551,24.699,24.164,24.612,25.002,25.278,25.459,26.045
1000,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1001,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1002,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1003,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1004,B,False,18.181,18.281,18.62,18.601,18.939,19.045,18.606,19.079,19.137,19.848
1005,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1006,B,False,33.044,33.496,33.954,34.019,33.373,34.474,34.62,34.298,34.045,34.806
1007,B,False,11.525,13.353,12.914,8.4883,9.3104,7.7589,10.952,13.544,9.2787,7.2875
1008,B,True,21.615,21.487,22.287,22.294,23.145,23.003,23.202,22.847,22.748,22.141
1009,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1011,B,True,12.352,12.548,12.426,12.282,12.27,12.485,12.594,12.599,12.663,12.385
1012,B,False,0.0,31.183,29.583,0.0,31.38,32.092,33.351,34.81,34.967,37.835
1013,B,False,139.28,139.92,117.86,117.86,133.95,126.29,0.0,0.0,0.0,0.0
1014,B,False,4.773,2.0851,5.0808,33.138,41.996,48.635,46.823,47.658,47.834,37.07
1015,B,True,21.17,20.913,21.86,21.766,21.229,22.064,21.15,21.47,22.102,22.189
1016,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1017,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1018,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1019,B,False,92.693,5.2162,107.65,2.7622,108.11,5.2251,4.3243,4.7145,0.0,148.35
1020,B,False,166.52,83.668,19.589,43.674,6.4372,2.6641,2.3329,1.5133,3.5256,4.3125
1021,B,False,23.321,23.489,23.962,23.925,23.748,23.275,23.017,23.392,23.084,23.05
1022,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1023,B,False,21.478,20.614,21.747,28.197,25.171,23.401,23.058,23.278,19.627,17.106
1024,B,False,5.5336,4.9882,4.8289,4.5958,4.8988,5.1419,5.3951,5.4479,10.96,4.8079
1025,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1026,B,False,67.672,64.533,62.144,63.943,64.994,66.909,65.762,39.054,42.22,46.219
1027,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.066,9.2378
1028,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1029,B,False,43.078,42.577,40.888,38.984,42.586,40.683,39.831,42.124,43.875,44.67
1030,B,False,16.135,16.158,16.298,15.36,15.384,15.194,15.357,15.362,15.65,15.945
1031,B,False,14.728,14.522,14.172,14.482,15.077,15.006,14.604,14.067,14.713,14.462
1032,B,False,17.976,17.855,17.613,18.105,17.947,18.147,18.362,18.384,18.314,18.19
1033,B,True,19.01,18.769,18.907,19.489,19.922,20.86,20.706,20.546,21.187,21.696
1034,B,False,67.816,74.602,72.088,0.0,0.0,0.0,73.428,75.487,77.396,83.593
1035,B,False,1.9429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1036,B,False,2.7603,2.7454,2.8049,2.803,2.8214,2.8005,2.81,2.8125,2.8452,2.8735
1037,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1038,B,False,22.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8096,2.9844
1039,B,False,46.224,46.922,47.23,48.582,49.412,48.051,49.416,49.416,49.416,50.309
1040,B,False,17.753,17.359,17.306,17.425,17.449,17.81,17.756,17.558,17.096,16.703
1041,B,False,47.624,46.636,46.406,46.542,47.458,46.611,46.773,46.982,47.624,47.479
1042,B,False,51.628,54.945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1043,B,False,19.086,35.815,32.075,27.764,8.853,20.977,20.845,7.9859,13.5,6.4928
1044,B,False,42.881,41.551,42.502,42.889,42.197,41.705,43.686,43.255,41.807,42.973
1045,B,False,44.225,44.252,44.93,45.749,45.127,46.685,46.21,46.684,48.413,51.628
1046,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1047,B,True,0.0,0.0,4.5166,4.043,4.1673,0.0,0.0,0.0,0.0,0.0
1048,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1049,B,True,22.419,26.366,26.095,26.647,26.326,26.449,26.214,26.61,26.528,26.34
1050,B,True,2.8977,2.9572,2.9378,2.8881,2.8465,3.5479,4.0599,2.5443,0.0,0.0
1051,B,False,28.371,28.364,27.676,27.34,26.822,26.818,27.042,27.117,25.893,26.358
1052,B,False,0.0,2.3663,2.2444,2.448,1.9945,2.4803,2.4688,2.4839,2.4664,2.3864
1053,B,False,26.077,27.605,26.674,27.022,26.916,26.074,24.669,25.663,25.437,25.55
1054,B,False,28.225,28.259,28.304,28.528,28.509,28.828,29.109,29.355,29.013,28.828
1055,B,True,5.1712,4.7867,2.48,2.5461,2.5896,2.572,2.5377,5.5115,6.86,7.6633
1056,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1057,B,False,2.9226,3.0154,3.0128,5.8082,2.894,2.9843,3.0035,5.785,6.0375,5.6607
1058,B,True,15.09,14.782,14.156,14.437,14.352,13.938,13.929,14.107,14.225,14.727
1059,B,True,17.901,18.278,18.036,18.365,18.383,18.206,18.447,18.519,18.556,18.404
1060,B,True,30.043,34.48,38.188,35.528,39.866,37.537,41.2,38.325,41.748,40.342
1061,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1062,B,False,19.362,19.369,19.487,19.407,19.441,19.444,19.569,19.443,19.729,19.772
1063,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1637
1064,B,False,44.879,46.54,43.36,41.983,49.22,44.236,42.594,40.671,45.954,52.871
1065,B,False,13.52,13.717,13.383,13.557,13.755,13.972,13.845,13.662,13.478,13.535
1066,B,False,24.218,16.414,15.638,23.569,24.255,24.765,24.844,26.247,25.72,25.66
1067,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1068,B,False,48.287,47.279,49.521,51.615,49.577,47.589,48.28,48.158,47.609,47.653
1069,B,True,23.049,23.37,23.458,23.75,24.169,23.992,24.374,24.205,24.09,24.113
1070,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1071,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1072,B,False,5.1409,5.2345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1073,B,False,97.302,102.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1074,B,False,8.7285,14.219,14.58,15.163,9.1138,10.064,9.9996,9.6384,10.238,10.683
1075,B,True,10.957,8.2922,8.8448,9.3597,3.3425,7.7921,9.8463,13.728,8.4483,10.7
1076,B,False,31.031,27.614,26.309,25.424,23.8,22.927,22.222,22.69,23.162,23.347
1077,B,False,27.569,27.378,29.269,29.817,29.749,29.887,30.952,29.245,27.717,26.449
1078,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1079,B,False,17.438,16.821,16.969,17.008,0.0,0.0,2.3345,0.0,2.4653,2.3916
1080,B,True,20.973,20.819,20.859,20.826,20.906,20.859,20.878,20.98,20.811,20.867
1081,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1082,B,False,9.4356,9.8168,9.9235,10.005,10.011,10.421,10.512,10.352,10.186,10.21
1083,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1084,B,False,9.1937,3.9406,8.1216,7.7437,7.03,10.762,6.398,10.649,11.381,9.0416
1085,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1086,B,True,47.216,46.734,44.739,45.941,45.87,45.047,43.901,48.018,24.154,49.358
1087,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.444
1088,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1089,B,False,5.6778,5.7458,5.6545,5.1543,5.2159,5.5452,4.8408,5.3293,5.1797,5.0378
1090,B,False,10.523,10.377,8.8366,8.9674,10.782,10.804,10.866,10.909,10.921,10.887
1091,B,False,3.4607,3.4855,3.4808,3.4381,3.4802,4.2427,3.5272,3.5452,3.5916,3.4845
1092,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1093,B,True,77.932,76.045,77.177,78.052,76.701,74.153,75.842,77.519,71.846,72.246
1094,B,True,26.657,27.378,26.965,27.021,26.127,26.464,25.859,26.225,27.017,27.38
1095,B,False,17.53,16.763,16.092,16.214,15.782,15.526,15.695,15.671,15.995,15.536
1096,B,True,4.8348,4.8102,4.979,5.0038,4.6655,4.5512,0.0,0.0,0.0,0.0
1097,B,True,0.0,0.0,0.0,9.9511,9.8634,0.0,9.8713,9.8271,9.6562,9.4496
1098,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1099,B,True,19.639,19.865,18.341,18.097,18.025,18.19,18.07,18.08,17.884,17.926
1100,B,False,0.0,0.0,0.0,34.798,0.0,0.0,0.0,0.0,0.0,0.0
1101,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1102,B,False,22.891,22.856,21.898,21.02,27.901,27.73,27.509,27.563,27.13,27.622
1103,B,True,55.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8815
1104,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1105,B,False,17.062,17.102,17.228,17.056,17.003,17.342,17.822,17.917,17.549,17.425
1106,B,False,1.1666,2.7698,6.3321,2.9877,2.5752,1.4608,3.0662,3.9486,1.4747,7.7294
1107,B,False,39.735,40.22,40.611,40.812,41.605,41.633,42.244,41.576,42.06,41.027
1108,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1109,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1110,B,True,27.349,28.441,26.873,28.241,29.048,27.93,28.882,29.916,30.276,30.24
1111,B,False,29.995,33.272,26.997,25.607,35.123,30.543,30.014,33.768,37.193,34.615
1112,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1113,B,False,9.3457,9.4887,9.5493,9.2173,8.7794,8.824,9.1147,9.161,9.4932,9.6141
1114,B,False,23.408,23.387,23.404,23.868,24.11,24.416,24.082,24.801,24.536,24.319
1115,B,True,10.434,10.266,10.554,10.659,10.664,10.762,10.903,11.038,10.859,10.774
1116,B,True,1.9863,2.0674,2.0798,2.3363,2.488,3.287,2.9676,2.9146,2.5946,2.9316
1117,B,False,21.588,21.549,21.675,22.067,21.799,19.505,18.847,18.432,18.331,18.344
1118,B,False,4.0785,2.4097,4.9129,4.9244,4.9027,4.9868,5.1444,5.1492,0.0,5.2022
1119,B,False,9.8634,0.0,9.8713,9.8271,9.6562,9.4496,9.4803,9.4395,9.1798,9.2636
1120,B,False,39.033,38.705,40.101,39.108,38.944,41.679,42.154,41.492,41.251,39.901
1121,B,False,18.383,19.09,20.246,19.5,20.595,20.675,19.608,20.416,19.402,19.129
1122,B,True,24.824,24.91,24.806,24.754,24.632,24.548,25.092,24.374,24.372,24.143
1123,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1124,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1125,B,True,3.9433,3.6586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1126,B,True,39.849,39.605,42.086,45.951,46.585,0.0,0.0,0.0,0.0,0.0
1127,B,False,16.485,16.366,16.455,16.435,16.431,16.461,16.754,16.697,16.876,16.908
1128,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1129,B,False,4.9936,5.0934,5.0803,4.9077,4.972,4.8969,4.9267,4.8989,4.9629,4.987
1130,B,False,20.339,19.913,20.373,21.625,20.522,20.61,20.195,22.191,22.788,22.186
1131,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1132,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1133,B,False,17.559,17.727,17.874,17.997,18.069,17.901,17.965,17.872,17.713,17.61
1134,B,True,5.063,4.9349,3.2548,3.4205,4.2259,3.6084,5.8359,7.1033,0.0,6.137
1135,B,False,19.382,19.057,18.586,18.375,18.471,18.709,18.445,18.922,18.802,19.407
1136,B,False,31.536,31.231,30.541,30.125,30.487,30.08,30.257,30.696,30.31,31.48
1137,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1138,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1139,B,True,68.798,68.61,67.917,67.008,67.917,68.03,67.103,65.252,65.868,66.105
1140,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1141,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1142,B,False,2.6149,5.5014,4.6349,2.6212,11.79,11.999,11.397,8.003,4.7957,12.26
1143,B,False,20.827,20.934,20.432,20.846,20.501,20.761,20.898,21.246,21.349,21.631
1144,B,False,16.271,15.875,16.021,15.968,16.282,16.213,16.223,15.897,16.124,16.197
1145,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1146,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1147,B,False,2.2379,4.6217,2.2642,4.6579,4.5896,4.8055,2.1781,2.2855,2.3049,5.5096
1148,B,False,50.415,66.173,57.089,68.464,71.085,58.126,63.286,61.168,61.841,57.594
1149,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1150,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1151,B,False,5.1046,4.8518,4.5571,4.7631,4.5231,4.3173,4.0876,3.814,3.1682,3.4128
1152,B,False,20.446,19.617,20.748,20.818,21.834,21.447,22.414,22.416,22.759,22.364
1153,B,True,20.072,20.258,20.331,21.744,21.536,21.322,21.314,21.967,21.763,22.282
1154,B,False,15.523,15.616,32.82,32.941,32.541,31.671,31.918,32.51,31.795,31.771
1155,B,False,34.257,34.195,33.247,32.48,31.496,30.933,32.028,31.948,32.82,32.66
1156,B,False,12.764,14.743,13.466,14.22,15.279,15.662,21.411,36.224,15.15,32.95
1157,B,False,33.65,32.36,35.592,33.799,32.427,31.659,31.569,28.57,28.098,27.592
1158,B,False,2.9595,0.0,0.0,0.0,3.0725,3.2766,2.8325,0.0,0.0,2.6613
1159,B,True,0.0,0.0,0.0,0.0,2.1344,2.0461,0.0,0.0,0.0,0.0
1160,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1162,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1163,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1164,B,False,0.0,0.0,2.9742,3.4455,0.0,0.0,2.5321,0.0,0.0,0.0
1165,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1166,B,False,17.729,18.226,17.465,18.101,17.788,17.956,18.309,18.091,17.89,17.78
1167,B,True,17.88,18.322,18.114,18.233,18.179,17.842,18.103,18.276,18.105,18.447
1168,B,False,10.765,10.883,10.979,11.27,11.235,11.434,10.933,10.889,10.807,10.434
1169,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.605,0.0,32.947
1170,B,False,22.294,21.971,22.634,22.646,23.476,24.03,25.643,20.627,19.74,18.94
1171,B,True,3.46,3.3884,3.9622,3.2676,3.1741,3.3105,3.7456,3.6533,3.2749,3.1956
1172,B,False,43.829,6.2486,6.411,5.8913,46.14,63.192,62.087,11.719,9.1037,0.0
1173,B,False,11.699,11.846,12.357,12.523,12.753,12.7,12.741,12.972,12.923,12.939
1174,B,True,3.3575,3.4897,3.4181,3.5175,3.5365,3.5538,3.5061,3.4861,3.4496,3.4303
1175,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1176,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1177,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1178,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1180,B,False,20.627,20.558,20.666,20.685,20.604,20.622,20.552,20.501,20.454,18.867
1181,B,True,0.0,4.5705,0.0,0.0,0.0,0.0,3.3759,2.91,3.2246,2.9811
1182,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1183,B,True,21.64,21.534,22.164,22.122,21.494,22.142,22.384,22.631,22.108,23.336
1184,B,False,3.1917,3.236,3.1292,3.3648,3.35,3.4103,3.5036,3.5828,3.4146,3.0915
1185,B,False,9.3789,19.592,19.091,18.976,20.525,22.629,20.845,13.537,11.988,9.8574
1186,B,False,6.5419,0.0,6.5263,6.6959,6.6146,6.4979,6.5207,6.7394,0.0,6.8051
1187,B,False,30.873,30.461,30.661,31.124,30.747,30.929,31.441,31.724,31.351,31.777
1188,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1189,B,False,17.074,17.271,17.146,17.185,16.747,16.894,16.646,16.381,16.443,15.827
1190,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1191,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1192,B,False,22.064,21.15,21.47,22.102,22.189,21.655,23.122,22.489,22.66,23.085
1193,B,True,17.484,16.951,17.388,17.313,17.78,17.692,18.11,18.109,18.277,18.445
1194,B,True,10.583,10.293,10.386,10.808,10.566,10.386,10.984,10.177,10.602,10.086
1195,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1196,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1197,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1198,B,False,7.7531,7.8405,7.7521,7.7521,7.8585,7.9134,7.9854,7.6949,7.8276,7.7562
1199,B,False,12.66,12.489,12.602,12.263,12.385,12.106,12.136,12.493,12.102,12.052
1200,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1201,B,False,16.34,17.335,15.424,13.435,11.046,12.854,12.954,13.49,11.698,11.391
1202,B,False,31.533,32.751,33.209,33.034,32.894,33.853,33.388,33.429,32.725,32.925
1203,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1204,B,False,13.275,12.442,11.184,12.904,14.361,14.966,15.474,15.901,15.032,13.645
1205,B,False,8.9023,8.5399,8.5399,7.968,0.0,34.876,32.83,35.137,38.438,39.57
1206,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1207,B,False,15.005,13.84,16.408,15.496,13.919,14.065,13.688,15.443,16.69,15.574
1208,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1209,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1210,B,False,20.493,19.999,20.167,20.294,20.072,20.258,20.331,21.744,21.536,21.322
1211,B,False,32.519,32.09,33.192,41.658,40.629,40.405,47.417,48.2,53.082,46.149
1212,B,True,9.8972,9.5649,9.7998,8.713,8.3076,9.5197,9.4338,8.8231,9.709,0.0
1213,B,False,1.7385,1.8065,0.0,0.0,0.0,0.0,0.0,0.0,1.9211,0.0
1214,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1215,B,False,12.054,11.933,11.831,11.97,11.824,11.876,11.338,11.458,11.568,11.635
1216,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1217,B,False,28.114,29.558,29.701,29.079,28.648,28.666,29.529,29.287,30.849,30.272
1218,B,False,15.968,16.282,16.213,16.223,15.897,16.124,16.197,16.56,17.16,17.599
1219,B,False,12.774,12.667,12.85,12.847,12.718,12.682,12.767,13.007,13.096,13.094
1220,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1221,B,False,28.557,28.788,28.904,28.296,28.179,28.3,27.996,28.282,28.565,28.736
1222,B,True,22.289,18.09,26.743,8.5976,20.639,15.746,40.641,18.444,0.0,14.086
1223,B,False,42.38,39.134,38.304,37.554,39.301,40.017,45.048,49.348,49.976,43.178
1224,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1225,B,False,11.216,10.656,11.52,11.481,10.995,10.765,10.883,10.979,11.27,11.235
1226,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1227,B,False,15.02,16.014,15.381,12.494,11.519,10.725,12.335,13.324,14.754,0.0
1228,B,False,14.915,16.993,15.586,15.25,15.443,14.87,14.657,14.393,13.638,13.296
1229,B,True,30.175,29.829,30.05,29.805,29.516,29.314,29.647,28.975,28.564,28.669
1230,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1231,B,False,19.145,19.295,19.382,19.209,18.879,18.583,18.762,18.906,18.813,18.988
1232,B,False,38.105,35.848,32.674,33.648,33.111,39.803,41.608,6.9673,6.257,6.8576
1233,B,False,23.431,23.369,23.328,23.397,23.219,23.053,23.01,22.972,23.332,23.108
1234,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1235,B,False,21.997,4.9527,4.8493,5.1073,5.0015,5.0856,4.685,4.9411,4.9647,4.8639
1236,B,True,73.003,70.932,67.911,65.587,69.564,70.616,67.189,69.549,67.844,70.742
1237,B,False,22.064,22.363,22.04,22.335,23.192,21.754,22.327,22.423,22.047,0.0
1238,B,False,4.2888,0.0,4.5452,3.7927,3.4273,3.1635,2.9009,2.6956,0.0,0.0
1239,B,False,4.23,4.0838,4.0838,4.0796,4.0838,4.1184,4.0967,4.1594,4.0762,4.0243
1240,B,False,17.693,17.773,18.18,17.915,18.334,17.633,18.239,18.964,19.275,19.647
1241,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1242,B,False,167.72,111.66,7.3768,0.0,6.4992,109.88,91.87,27.51,87.481,66.184
1243,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1244,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1245,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1246,B,False,21.758,21.964,22.47,22.207,22.594,22.089,21.962,22.256,21.778,21.683
1247,B,True,14.756,14.757,15.082,15.28,15.549,16.472,15.988,15.785,14.79,15.304
1248,B,True,15.119,15.282,15.417,15.246,15.516,15.334,15.251,15.448,15.397,15.54
1249,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1250,B,False,0.0,0.0,0.0,0.0,1.9622,1.9974,1.9533,0.0,2.1372,0.0
1251,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1252,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1253,B,False,23.75,24.169,23.992,24.374,24.205,24.09,24.113,24.025,24.339,24.585
1254,B,False,19.854,20.084,20.132,24.092,24.209,22.768,23.394,23.773,25.215,23.765
1255,B,False,17.604,0.0,17.246,17.358,17.457,17.488,11.995,14.97,13.532,13.16
1256,B,False,9.4085,2.5341,4.6224,22.527,3.1696,28.513,4.6965,16.472,24.372,11.971
1257,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.505,8.2849,0.0
1258,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1259,B,False,0.0,0.0,0.0,2.3663,2.2444,2.448,1.9945,2.4803,2.4688,2.4839
1260,B,False,22.076,22.114,22.054,22.204,22.739,22.803,22.934,23.063,22.868,23.287
1261,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1262,B,False,26.578,26.432,26.167,27.005,26.699,26.646,27.038,28.135,27.497,28.6
1263,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1264,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1265,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1266,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1267,B,True,13.968,13.982,13.983,14.051,14.014,14.107,14.087,14.145,14.237,14.221
