,FLARE_TYPE,COINCIDENCE,MEANPOT_1,MEANPOT_2,MEANPOT_3,MEANPOT_4,MEANPOT_5,MEANPOT_6,MEANPOT_7,MEANPOT_8,MEANPOT_9,MEANPOT_10
527,M,False,17781.0,17699.0,17640.0,17677.0,17768.0,17765.0,17766.0,17719.0,17702.0,17717.0
528,M,False,17766.0,17719.0,17702.0,17717.0,17599.0,17521.0,17586.0,17701.0,17576.0,17388.0
529,M,True,5176.7,5334.5,5319.7,5329.5,5339.5,5377.0,5262.5,5232.1,5241.3,5186.9
530,M,False,4487.4,4426.7,4404.9,4314.0,4261.8,4249.6,4261.6,4253.5,4263.9,4279.4
531,M,False,19771.0,19944.0,20183.0,20327.0,20522.0,20689.0,20769.0,20791.0,20767.0,20821.0
532,M,False,13455.0,13463.0,13546.0,13758.0,13818.0,14018.0,14116.0,14318.0,14534.0,14532.0
533,M,False,5713.0,5592.7,5435.2,5532.8,5552.1,5496.4,5342.1,5386.8,5879.1,5483.1
534,M,True,4629.1,4570.2,4598.1,4592.8,4564.8,4539.3,4721.2,4750.3,4803.4,4921.4
535,M,False,10579.0,10694.0,10812.0,11096.0,11242.0,11408.0,11378.0,11590.0,11450.0,12119.0
536,M,True,6439.6,6329.0,6375.1,6267.7,6320.9,6336.6,6421.1,6387.3,6448.0,6471.9
537,M,True,6879.3,6952.5,6798.6,6815.7,6858.3,6893.0,6954.0,6907.2,6767.6,6699.6
538,M,False,6945.9,7053.2,7337.1,7576.5,7692.6,7860.3,7974.4,7908.7,7791.1,7778.5
539,M,True,8828.2,8549.4,8450.9,8413.9,8402.8,8352.8,8198.8,8071.4,8074.8,8045.6
540,M,False,10654.0,10551.0,10438.0,10385.0,10372.0,10537.0,10516.0,10507.0,10545.0,10590.0
541,M,True,13593.0,13387.0,13370.0,13194.0,13182.0,13104.0,13031.0,12988.0,12913.0,12938.0
542,M,False,13893.0,14086.0,14221.0,14516.0,14642.0,14861.0,15010.0,15120.0,15136.0,15097.0
543,M,False,15343.0,15230.0,15068.0,14906.0,14735.0,14596.0,14486.0,14418.0,14348.0,14315.0
544,M,True,11671.0,11666.0,11561.0,11443.0,11376.0,11300.0,11245.0,11156.0,11407.0,11310.0
545,M,False,11268.0,11357.0,11321.0,11539.0,11398.0,11432.0,11619.0,11644.0,11600.0,11722.0
546,M,False,10188.0,9967.2,9974.5,9996.8,10178.0,10146.0,9989.0,9979.4,9939.9,9975.1
547,M,False,7667.0,7757.0,8053.5,8056.2,8220.9,8226.2,8271.0,8195.7,8160.1,8250.1
548,M,False,8114.0,8014.5,7940.0,7778.9,7547.7,7402.0,7206.0,7074.3,7013.1,6972.5
549,M,True,16025.0,15944.0,16078.0,16042.0,16078.0,16130.0,16033.0,16009.0,16034.0,16073.0
550,M,True,15525.0,15521.0,15679.0,15506.0,15778.0,15850.0,15898.0,15950.0,15985.0,15997.0
551,M,True,3982.9,4012.9,4053.4,4043.3,3898.1,4202.6,4060.4,4004.4,3905.5,3853.9
552,M,True,17291.0,17147.0,17049.0,17081.0,17068.0,16939.0,17083.0,17186.0,17090.0,17058.0
553,M,True,18015.0,17845.0,17812.0,17602.0,17574.0,17399.0,17340.0,17405.0,17156.0,16955.0
554,M,False,16955.0,16694.0,16727.0,16631.0,16591.0,16793.0,16770.0,16639.0,16723.0,16920.0
555,M,True,8945.5,10470.0,9577.4,9585.0,9806.7,9701.3,9586.6,9276.6,9007.4,8874.7
556,M,True,16872.0,16829.0,16650.0,16587.0,16570.0,16604.0,16384.0,16217.0,16169.0,16257.0
557,M,False,16217.0,16169.0,16257.0,16391.0,16757.0,16970.0,17103.0,17280.0,17488.0,17574.0
558,M,False,8455.9,9101.3,8678.7,7950.6,8595.5,8276.9,8320.0,8164.3,8895.7,9416.1
559,M,False,16757.0,16970.0,17103.0,17280.0,17488.0,17574.0,17615.0,17558.0,17437.0,17328.0
560,M,False,17488.0,17574.0,17615.0,17558.0,17437.0,17328.0,17258.0,17071.0,16850.0,16743.0
561,M,False,8646.9,9645.9,8791.8,8952.7,8438.7,8785.6,8777.9,8918.2,8890.6,8177.6
562,M,True,16593.0,16644.0,16842.0,16710.0,16787.0,16914.0,16956.0,17006.0,16851.0,16769.0
563,M,True,16372.0,16293.0,16247.0,16346.0,16518.0,16563.0,16720.0,16708.0,16659.0,16770.0
564,M,False,15047.0,14948.0,14873.0,14773.0,14804.0,14717.0,14748.0,14758.0,14678.0,14638.0
565,M,True,14559.0,14537.0,14573.0,14486.0,14619.0,14476.0,14390.0,14480.0,14403.0,14489.0
566,M,True,12684.0,12614.0,12602.0,12691.0,12578.0,12739.0,12756.0,12583.0,12592.0,12558.0
567,M,True,11091.0,10921.0,10900.0,10991.0,10919.0,11018.0,10974.0,10841.0,10884.0,10801.0
568,M,False,9778.7,9694.8,9489.5,9332.9,9579.8,9476.7,9793.7,9407.6,9634.0,10043.0
569,M,False,10150.0,10075.0,9864.1,9967.4,9771.5,9814.3,10068.0,9835.7,9943.2,9913.1
570,M,False,8844.5,8707.6,8770.3,8883.3,9507.1,8659.4,8366.6,8666.3,8822.0,8700.3
571,M,True,3800.3,3765.9,3766.9,3769.0,3837.5,3788.6,3836.6,3831.1,3824.2,3862.9
572,M,False,3610.2,3684.3,3690.4,3724.6,3808.7,3899.7,3861.7,3931.9,4008.7,4008.0
573,M,True,3877.4,3893.9,3840.9,3728.1,3528.2,3406.7,3314.2,3231.0,3186.7,3131.9
574,M,False,3840.9,3728.1,3528.2,3406.7,3314.2,3231.0,3186.7,3131.9,2977.9,2799.5
575,M,False,8498.4,8550.8,8543.5,8725.7,8671.4,8684.0,8802.5,8978.9,9210.4,9244.2
576,M,True,9912.7,9876.3,9757.8,9685.2,9425.8,9599.2,9555.8,9472.6,9370.9,9378.8
577,M,False,9034.9,9054.9,8836.5,9048.5,8877.7,8899.1,8870.0,8993.7,8979.3,8984.1
578,M,False,10793.0,10601.0,10437.0,10150.0,10064.0,9896.2,9817.4,9861.2,9704.1,9637.8
579,M,False,5601.5,5596.3,5499.3,5437.0,5432.0,5427.5,5459.9,5425.2,5481.8,5509.4
580,M,False,9821.3,9912.4,9456.5,10144.0,10083.0,9307.7,9258.1,9855.8,9144.6,10157.0
581,M,False,13013.0,13113.0,13237.0,13365.0,13312.0,13382.0,13445.0,13626.0,13714.0,13747.0
582,M,False,4284.4,4218.2,4116.8,4109.4,4024.6,4007.5,3970.6,3928.0,3896.6,3839.1
583,M,False,4923.3,4696.4,4652.4,4696.3,4699.1,4629.8,4596.5,4555.6,4600.6,4576.5
584,M,False,5526.4,5550.1,5717.8,5765.1,5799.6,5798.2,5909.3,5969.4,6025.2,6194.6
585,M,True,5657.4,5683.1,5888.4,6022.2,6157.3,6260.9,6379.3,6468.8,6582.4,6561.8
586,M,False,6305.0,6291.3,6313.7,6273.7,6223.7,6129.3,5865.9,5924.3,5866.2,5899.5
587,M,False,14344.0,14368.0,14315.0,14285.0,14250.0,14185.0,14213.0,14166.0,14155.0,14190.0
588,M,True,15463.0,15465.0,15484.0,15592.0,15472.0,15498.0,15492.0,15473.0,15529.0,15456.0
589,M,False,15472.0,15498.0,15492.0,15473.0,15529.0,15456.0,15449.0,15452.0,15603.0,15604.0
590,M,True,9279.9,9336.4,9372.6,9482.7,9415.8,9377.5,9425.5,9480.9,9415.4,9751.1
591,M,False,9927.2,9956.5,10065.0,9902.5,9984.6,9909.1,9726.0,9754.2,9554.4,9526.6
592,M,False,10065.0,9902.5,9984.6,9909.1,9726.0,9754.2,9554.4,9526.6,9446.4,9347.0
593,M,True,8890.5,8901.5,8829.5,8743.5,8753.6,8677.4,8603.5,8588.2,8607.7,8507.1
594,M,False,8048.1,8277.9,7738.4,7847.9,7874.3,7811.1,7760.2,7584.1,7651.1,7857.4
595,M,True,2571.8,2689.4,2657.7,2603.9,2665.1,2474.4,2515.9,2532.8,2460.2,2740.5
596,M,False,3284.6,3137.9,3041.0,2994.8,3117.3,3087.2,3058.2,2964.7,3141.4,2885.8
597,M,True,9737.1,9737.7,9713.5,9401.7,9432.4,9543.9,9651.5,9483.2,9410.8,9224.0
598,M,True,7894.6,7841.3,7840.2,7872.8,8033.7,8030.2,8052.4,7975.5,8134.0,8047.6
599,M,False,7531.8,7534.0,7471.5,7472.7,7451.9,7575.9,7456.4,7538.6,7459.6,7468.0
600,M,True,6982.0,6855.6,6888.1,7029.5,7088.0,7012.6,6959.5,6875.0,6942.4,6870.0
601,M,False,6926.2,6834.0,6616.2,6577.6,6591.7,6471.0,6433.1,6399.6,6558.0,6706.0
602,M,False,6799.5,7032.0,7187.7,7288.0,7166.3,7265.7,7094.3,7190.2,6934.7,6861.3
603,M,False,11506.0,11442.0,11461.0,11222.0,11138.0,11361.0,11431.0,11478.0,11333.0,11367.0
604,M,False,11573.0,11650.0,11763.0,11810.0,11848.0,12024.0,11934.0,12130.0,12249.0,12337.0
605,M,False,15970.0,16058.0,15813.0,15878.0,16000.0,16157.0,15995.0,15964.0,15843.0,15881.0
606,M,True,11164.0,11035.0,10985.0,10924.0,11082.0,11119.0,11232.0,11278.0,11232.0,11484.0
607,M,True,12435.0,12576.0,12905.0,13371.0,13469.0,13553.0,13625.0,13452.0,13290.0,13396.0
608,M,False,13469.0,13553.0,13625.0,13452.0,13290.0,13396.0,13458.0,13501.0,13728.0,13977.0
609,M,False,13458.0,13501.0,13728.0,13977.0,14370.0,14615.0,15001.0,15043.0,15209.0,15367.0
610,M,False,13728.0,13977.0,14370.0,14615.0,15001.0,15043.0,15209.0,15367.0,15614.0,15782.0
611,M,False,15782.0,16053.0,16053.0,16341.0,16617.0,16651.0,16822.0,16866.0,17019.0,17169.0
612,M,False,17445.0,17441.0,17501.0,17624.0,17588.0,17546.0,17637.0,17671.0,17630.0,17665.0
613,M,False,17431.0,17391.0,17388.0,17329.0,17337.0,17316.0,17444.0,17289.0,17241.0,17377.0
614,M,True,19454.0,19717.0,19917.0,20002.0,20021.0,20150.0,20199.0,19994.0,19817.0,19644.0
615,M,True,19392.0,19469.0,19306.0,19508.0,19785.0,19905.0,19973.0,20028.0,20445.0,20501.0
616,M,False,20417.0,20290.0,20341.0,20533.0,20433.0,20710.0,20548.0,20727.0,20968.0,21028.0
617,M,True,21445.0,21341.0,20623.0,20935.0,20885.0,20810.0,20863.0,20682.0,20385.0,20637.0
618,M,False,20623.0,20935.0,20885.0,20810.0,20863.0,20682.0,20385.0,20637.0,20414.0,21631.0
619,M,True,18805.0,18286.0,18163.0,18318.0,18093.0,17863.0,18397.0,18064.0,18217.0,17980.0
620,M,False,17940.0,17803.0,18291.0,18183.0,18279.0,18653.0,18126.0,18122.0,18229.0,17857.0
621,M,False,18126.0,18122.0,18229.0,17857.0,18133.0,17954.0,17652.0,18142.0,17740.0,17393.0
622,M,True,15225.0,15238.0,15144.0,15305.0,15363.0,15432.0,15634.0,15540.0,15556.0,15466.0
623,M,True,13290.0,12980.0,12993.0,12938.0,12906.0,12769.0,12841.0,12914.0,12922.0,12819.0
624,M,False,13552.0,13170.0,13680.0,13067.0,13568.0,12951.0,12830.0,12728.0,12685.0,12612.0
625,M,False,12622.0,12747.0,12695.0,12528.0,12639.0,12897.0,12491.0,12916.0,12674.0,12893.0
626,M,True,11281.0,11262.0,11038.0,10805.0,10870.0,10727.0,10640.0,10519.0,10476.0,10717.0
627,M,False,5055.1,5043.4,5091.1,5089.2,5026.9,5108.1,5096.2,5100.8,5049.0,5144.7
628,M,True,6482.6,6525.9,6472.9,6513.3,6632.0,6802.9,6881.8,7015.4,7125.7,7269.3
629,M,False,7158.9,7010.9,7012.5,6949.2,6922.8,6944.1,6802.2,6911.6,6924.9,7008.9
630,M,False,7216.9,7265.3,7243.8,7219.6,7354.3,7457.6,7524.8,7572.8,7605.6,7671.2
631,M,False,2042.8,2005.7,2195.6,2083.6,2254.7,2278.2,2256.6,2305.8,2375.7,3417.8
632,M,False,5321.2,6303.3,6224.5,6455.1,6313.1,6078.1,6281.2,6359.8,6293.7,6184.3
633,M,False,8710.3,8905.2,9117.3,9242.8,9511.6,9518.4,9443.7,9233.8,9085.2,8848.0
634,M,False,6557.9,6628.4,6557.0,6421.2,6515.4,6462.6,6222.8,6076.7,6098.5,6083.9
635,M,False,17780.0,17534.0,17357.0,17167.0,17138.0,16829.0,16642.0,16462.0,16325.0,16180.0
636,M,False,7196.5,7215.9,7308.4,7265.4,7309.3,7403.8,7350.5,7378.2,7406.1,7304.5
637,C,True,5921.2,5985.8,6046.1,6040.0,6107.4,6263.5,6335.7,6422.7,6440.3,6465.2
638,C,True,3988.6,3971.9,4007.2,4015.1,4023.8,3830.0,3866.6,3838.8,3826.3,3955.6
639,C,False,1729.1,1702.7,1720.4,1743.0,1742.2,1724.9,1733.3,1762.6,1765.8,1746.0
640,C,False,4887.3,4601.3,4494.1,4573.8,4549.7,5084.2,5013.5,4903.2,4863.0,4927.1
641,C,False,3360.2,3354.6,3371.3,3363.5,3398.6,3416.3,3351.3,3389.9,3367.6,3354.9
642,C,False,948.33,1324.4,878.87,1068.9,1121.8,844.68,930.16,956.29,1050.7,1338.3
643,C,False,5789.0,6459.7,6366.1,5583.6,5193.9,5108.1,5100.5,4870.8,4879.5,5052.1
644,C,False,3029.7,3040.8,3005.8,3038.8,3264.1,3425.4,3575.7,3594.2,3679.3,3585.6
645,C,False,13352.0,13050.0,13062.0,13101.0,12942.0,12839.0,12879.0,12866.0,12971.0,12858.0
646,C,True,9445.7,9374.2,9357.7,9465.9,9475.0,9463.2,9472.4,9481.5,9394.0,9344.5
647,C,False,4789.6,4771.2,4820.4,4825.7,4889.8,4886.6,4953.8,5012.4,5066.2,5089.9
648,C,False,10713.0,10626.0,10529.0,10602.0,10297.0,10059.0,9657.6,9589.6,9330.2,9313.3
649,C,False,3798.5,4131.4,3913.5,3724.2,3322.3,3285.4,3890.8,3237.7,3216.3,3189.5
650,C,False,5729.9,5760.5,5805.8,5789.9,5779.2,5879.7,5845.5,5822.6,5812.9,5772.4
651,C,True,2138.9,2157.2,2199.2,2217.6,2183.4,2343.6,2247.3,2243.6,2373.0,2464.7
652,C,True,7947.3,8074.7,8048.3,8226.3,8135.1,8186.6,8322.2,8283.3,8225.7,8264.8
653,C,False,5416.3,5409.2,5285.6,5316.3,5259.6,5192.9,5234.8,5189.6,5196.7,5351.8
654,C,False,3146.3,3163.1,3212.5,3310.5,3409.2,3536.3,3697.7,3752.0,3808.2,3818.9
655,C,False,3720.9,3714.3,3731.7,3725.8,3781.9,3789.5,3803.6,3923.2,3904.9,3868.8
656,C,True,5096.6,5036.5,5097.1,5092.7,4818.5,5022.6,4983.6,5062.1,5065.9,4916.6
657,C,False,10638.0,10670.0,10903.0,10845.0,10860.0,10796.0,10736.0,10844.0,10901.0,11058.0
658,C,False,9455.2,9454.2,9445.0,9369.0,9461.2,9521.7,9801.1,9778.8,9964.1,10055.0
659,C,False,2908.5,2888.6,2862.5,2814.7,2830.7,2748.3,2778.3,2707.6,2644.9,2612.2
660,C,False,2204.0,2293.7,2264.9,2174.1,2117.4,2148.2,2072.0,2062.0,2066.8,2019.8
661,C,False,4445.8,4345.3,4232.9,4161.4,4062.2,3988.2,3955.6,3811.1,3804.3,3796.4
662,C,False,4527.6,4483.2,4441.7,4391.6,4343.1,4316.6,4276.3,4241.4,4186.4,4176.7
663,C,True,8099.2,8009.6,7978.7,7909.2,7844.4,7760.3,7615.2,7370.6,7132.1,7150.7
664,C,False,4399.0,4523.4,4429.1,4535.7,4552.4,4618.8,4667.8,4696.2,4747.8,4721.2
665,C,False,2163.1,2179.3,2229.5,2203.7,2160.8,2204.5,2321.9,2280.1,2236.3,2218.9
666,C,False,8461.1,8362.6,8321.0,8505.1,8299.9,8227.6,8239.2,8291.1,8310.1,8213.8
667,C,False,7264.5,7234.2,7272.2,7264.7,7192.1,7358.5,7347.6,7185.8,7218.5,7245.3
668,C,True,7871.2,7771.0,7878.3,7794.2,7781.3,7818.3,7872.3,7743.3,7664.5,7582.5
669,C,False,3500.3,3470.7,3505.2,3550.5,3584.5,3426.7,3244.6,3255.3,3214.3,3078.1
670,C,False,13772.0,13933.0,13991.0,14191.0,14295.0,14474.0,14833.0,14828.0,14733.0,14651.0
671,C,False,5096.6,5036.5,5097.1,5092.7,4818.5,5022.6,4983.6,5062.1,5065.9,4916.6
672,C,False,0.0,825.0,5892.5,310.36,555.48,109.33,1167.1,129.22,174.61,1098.9
673,C,True,9197.9,9243.9,9364.9,9361.1,9386.2,9374.7,9468.6,9447.8,9474.1,9410.5
674,C,False,4103.4,3969.6,4039.5,4321.8,4342.6,4658.5,4756.2,4986.5,4550.2,4919.0
675,C,False,5141.3,5061.8,5089.2,5151.8,4788.4,4645.6,4770.1,5088.0,4747.3,4076.5
676,C,False,9055.3,10350.0,10883.0,10912.0,10899.0,10832.0,9724.1,11229.0,9951.8,10393.0
677,C,False,3449.3,3471.7,3561.0,3680.4,3729.8,3664.7,3692.4,3686.2,3955.6,3995.8
678,C,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679,C,False,3758.1,3861.6,3790.8,3858.4,3875.2,3988.8,4020.5,4102.5,4124.5,4225.2
680,C,False,6510.0,6501.8,6548.7,6554.3,6447.0,6449.4,6550.2,6576.3,6612.5,6642.0
681,C,False,895.39,927.28,949.97,990.42,1029.4,1042.4,1089.4,1145.8,1103.8,1070.4
682,C,False,11054.0,11084.0,11079.0,10968.0,10979.0,11065.0,11186.0,11270.0,11407.0,11699.0
683,C,False,6880.8,6775.9,6730.4,6742.7,6738.8,6650.3,6604.8,6606.3,6561.5,6588.1
684,C,False,2384.7,2371.3,2395.1,2427.7,2451.7,2496.6,2541.2,2585.3,2556.0,2559.4
685,C,False,2919.8,2948.8,2936.6,2980.6,3063.1,3127.4,3144.9,3221.9,3213.7,3257.9
686,C,False,1720.2,1768.7,1818.0,1811.8,1832.3,1850.0,1883.8,1878.4,1925.9,1909.9
687,C,False,2288.2,2198.8,2220.5,2186.7,2162.0,2213.7,2081.2,2027.9,1995.2,1921.4
688,C,True,5718.9,5873.7,5692.1,4702.0,4885.8,5656.1,5185.8,4992.3,4881.7,4567.2
689,C,False,12048.0,12010.0,12034.0,12093.0,12134.0,12060.0,12058.0,11971.0,12016.0,12095.0
690,C,False,3593.9,3647.6,3690.5,3487.0,2923.4,3462.6,2969.8,3124.0,3030.9,3201.6
691,C,False,11774.0,11623.0,11563.0,11469.0,11440.0,11347.0,11165.0,11165.0,11015.0,10998.0
692,C,False,7197.8,7208.4,5863.4,7098.3,7062.2,6997.8,6979.7,6809.4,6804.7,6709.3
693,C,False,5097.3,5142.6,4983.5,4956.5,4914.2,4968.8,5045.7,4926.1,4879.4,4923.9
694,C,False,5213.2,5106.4,5101.6,5112.5,5102.6,5130.0,5285.2,5390.1,5521.1,5690.2
695,C,False,1873.3,1845.2,1889.1,1857.3,1875.0,1830.3,1885.1,1901.3,1895.4,1930.9
696,C,True,2774.6,2770.7,2744.9,2688.9,2647.8,2641.6,2597.3,2507.4,2501.7,2493.1
697,C,False,2724.1,2469.0,2486.0,3031.9,2752.9,2531.6,2780.6,2818.8,2519.7,2687.3
698,C,False,9577.4,9791.1,9879.4,9976.1,10067.0,10091.0,10121.0,10041.0,9858.5,9799.6
699,C,False,13783.0,13684.0,13643.0,13536.0,13564.0,13484.0,13503.0,13434.0,13304.0,13290.0
700,C,False,3749.3,3757.6,3766.5,3776.3,3792.1,3785.5,3803.9,3831.4,3869.9,3905.2
701,C,False,9373.0,9634.9,9936.5,10086.0,10339.0,10437.0,10648.0,10730.0,10529.0,10584.0
702,C,False,6076.0,6045.1,6069.1,6144.2,6112.2,6085.3,5998.7,5942.6,5892.2,5783.9
703,C,False,3879.6,3823.7,3840.6,3850.3,3917.2,4003.1,3987.7,4101.6,4156.0,4203.6
704,C,True,2274.2,2247.0,2215.1,2211.4,2119.8,2097.2,2022.3,1977.0,2161.0,2223.8
705,C,False,7171.3,7110.0,7471.2,7480.2,7361.6,7214.1,7355.4,7124.4,7146.2,7871.3
706,C,False,3342.0,3316.3,3151.0,2995.6,2960.6,2875.8,2810.7,2774.2,2850.6,3008.9
707,C,False,2211.6,2161.9,2191.1,2219.8,2196.1,2178.3,2174.4,2114.5,2130.3,2092.0
708,C,False,6018.7,5946.3,5736.5,5730.3,5709.8,5537.0,5898.6,5925.8,5627.0,5764.4
709,C,False,8662.8,8635.5,8578.6,8621.7,8589.5,8632.4,8652.2,8707.3,8743.4,8779.9
710,C,False,1685.1,1686.9,1645.4,1621.1,1651.6,1673.1,1623.0,1644.2,1649.1,1659.6
711,C,True,5533.9,5693.8,5467.5,5627.6,5932.7,5365.2,5674.0,5095.7,5358.5,5164.9
712,C,False,5842.7,5724.0,5747.3,5816.2,5855.6,5992.5,6078.7,6276.0,6381.8,6465.4
713,C,False,3659.6,3616.0,3588.6,3591.2,3619.0,3606.8,3578.4,3614.9,3643.5,3643.1
714,C,False,4976.3,4916.3,4807.4,4712.8,4682.6,4601.2,4519.7,4421.8,4320.3,4265.7
715,C,False,3864.7,3768.1,3744.4,3897.8,3873.5,3867.4,3975.1,3921.1,3971.1,3821.4
716,C,False,6133.9,6125.8,6023.2,6073.5,5963.6,6047.3,5957.9,5994.5,6166.9,6149.7
717,C,False,5271.9,5297.9,5334.9,5305.1,5338.2,5376.1,5437.4,5426.2,5460.2,5378.2
718,C,False,8142.3,8108.2,7938.7,7893.7,7868.6,7860.1,7852.6,7767.0,7711.0,7730.9
719,C,False,12150.0,12315.0,12224.0,12188.0,12252.0,12203.0,12161.0,12109.0,12086.0,11935.0
720,C,False,1384.2,1348.7,1296.5,1236.6,1219.2,1193.3,1168.8,1173.1,1168.8,1161.5
721,C,False,5921.2,5985.8,6046.1,6040.0,6107.4,6263.5,6335.7,6422.7,6440.3,6465.2
722,C,False,8322.2,8283.3,8225.7,8264.8,8144.4,8152.8,7981.6,8041.2,8110.1,7918.3
723,C,False,10586.0,10458.0,10202.0,10014.0,10015.0,9591.8,9641.4,9052.6,9297.4,9025.9
724,C,False,4314.6,4273.0,4255.5,4276.5,4228.3,4056.0,3981.9,3965.1,3922.3,3926.0
725,C,False,1942.8,1883.6,1850.5,1836.2,1824.4,1799.0,1796.5,1801.4,1800.8,1817.2
726,C,False,6562.3,6347.3,6278.6,6060.5,5972.2,5947.1,5869.1,5928.0,5823.3,5919.4
727,C,False,9999.7,10098.0,10108.0,10165.0,10257.0,10219.0,10174.0,10162.0,10125.0,10122.0
728,C,False,8266.3,8184.1,8384.0,8427.1,8316.4,8405.1,8307.4,8472.6,8347.9,8433.5
729,C,False,9271.8,9327.9,9278.3,5193.8,9275.5,9310.9,9298.4,9325.8,9351.1,9350.7
730,C,False,5944.2,5974.3,5950.1,5835.5,5819.5,5776.9,5707.3,5773.5,5763.3,5615.2
731,C,False,5629.3,5785.4,5773.0,5849.8,5943.7,5908.8,6083.6,6042.4,6005.7,5985.1
732,C,False,9445.7,9374.2,9357.7,9465.9,9475.0,9463.2,9472.4,9481.5,9394.0,9344.5
733,C,False,5591.4,5619.7,5694.4,5739.2,5821.3,5824.0,5922.2,5939.1,5854.1,5897.9
734,C,False,4998.0,5016.9,4995.0,5022.5,4999.2,4939.3,4854.2,4798.2,4709.5,4693.0
735,C,False,2013.3,2058.8,2141.0,2167.4,2218.8,2262.7,2225.1,2260.3,2269.8,2260.0
736,C,False,7302.1,7330.2,7439.6,7497.8,7507.9,7463.4,7406.0,7462.1,7462.6,7378.3
737,C,False,6036.5,5984.0,6093.5,6163.9,6287.1,6425.2,6576.5,6623.0,6926.0,7104.1
738,C,False,7766.5,7698.3,7631.5,7679.5,7747.9,7735.1,7891.1,7794.5,7860.6,8020.8
739,C,False,2722.9,2939.2,3553.9,4494.9,4502.6,5329.0,5543.1,7314.8,6896.3,7944.0
740,C,False,6234.5,6145.0,6395.9,6415.8,6618.8,6632.9,6775.5,6821.7,6930.1,6928.8
741,C,False,7665.2,7755.2,7810.0,7973.2,8113.5,8091.0,8217.1,8250.9,8261.5,8263.5
742,C,False,2529.9,2561.3,2584.1,2588.9,2634.7,2676.4,2702.7,2816.5,2846.6,2865.2
743,C,False,5855.8,5874.0,5576.4,5566.8,5564.6,5552.7,5595.0,5587.8,5587.2,5825.6
744,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,943.7,669.48,876.03
745,C,False,2138.9,2157.2,2199.2,2217.6,2183.4,2343.6,2247.3,2243.6,2373.0,2464.7
746,C,False,11180.0,11232.0,11158.0,11360.0,11391.0,11597.0,11604.0,11693.0,11713.0,11852.0
747,C,False,5807.1,5916.4,5964.6,6045.4,5986.0,6093.4,6030.5,5832.2,5647.6,5506.8
748,C,False,6019.7,6103.0,6160.9,6092.5,6181.2,6214.7,6295.0,6284.2,6241.5,6271.5
749,C,False,9624.2,9290.7,9458.7,9385.4,9464.8,9923.8,9305.6,9530.0,9897.3,9923.0
750,C,False,7177.7,7154.5,7079.4,7022.7,7057.9,7018.0,6846.1,6774.3,6623.2,6532.4
751,C,False,7871.2,7771.0,7878.3,7794.2,7781.3,7818.3,7872.3,7743.3,7664.5,7582.5
752,C,False,1794.4,1779.7,1777.3,1765.2,1732.0,1737.6,1698.6,1662.8,1671.0,1674.1
753,C,False,4621.0,4711.6,4660.6,4745.0,4735.5,5145.8,5075.3,4973.6,4903.9,4917.8
754,C,False,11202.0,11170.0,10933.0,10753.0,10573.0,10243.0,9927.8,9660.3,9501.0,9375.6
755,C,False,5533.9,5693.8,5467.5,5627.6,5932.7,5365.2,5674.0,5095.7,5358.5,5164.9
756,C,False,14340.0,14307.0,14446.0,14334.0,14367.0,14308.0,14297.0,14221.0,14224.0,14184.0
757,C,False,9997.7,9893.9,9759.9,9729.1,9707.7,9632.1,9585.7,9603.9,9591.2,9716.7
758,C,False,4909.1,4406.2,4407.9,4290.5,4195.4,4227.4,3993.3,4306.9,3963.4,3989.6
759,C,False,9786.4,9833.7,9846.2,9731.6,9821.6,9863.1,9958.5,10043.0,10166.0,10199.0
760,C,False,1962.3,2017.5,1963.7,1996.7,2065.7,2047.8,2099.4,2097.8,2152.9,2173.7
761,C,False,2453.5,3086.8,3701.2,2271.2,3109.9,3690.2,9047.3,5502.7,7140.3,7214.5
762,C,False,3863.9,3815.2,3850.1,3852.8,3947.5,3900.4,3879.3,3785.3,3787.4,3776.8
763,C,False,10373.0,10007.0,9718.2,9412.9,9210.9,9171.0,9320.3,9462.2,9549.9,9730.8
764,C,False,4495.8,4388.9,4331.6,4274.6,4180.9,4195.2,4104.3,4060.3,4043.1,3999.6
765,C,False,3773.0,3055.0,3180.3,2898.3,3016.5,2942.8,3207.2,2829.8,2908.6,2719.3
766,C,False,2519.8,2555.3,2551.2,2495.0,2505.4,2523.8,2483.7,2441.6,2394.0,2358.1
767,C,False,3422.9,3471.8,3501.4,3549.0,3487.2,3462.0,3423.9,3460.6,3477.6,3462.3
768,C,False,0.0,0.0,3582.9,691.59,208.81,305.69,719.05,1248.8,428.91,467.63
769,C,False,9109.7,8965.2,8822.3,8698.2,8588.9,8458.0,8447.6,8368.9,8267.3,8174.6
770,C,False,6949.5,7062.2,7250.2,7345.2,7547.5,7615.6,7642.6,7494.5,7517.2,7290.3
771,C,False,6496.7,6398.9,6416.3,6370.1,6306.7,6236.7,6257.8,6327.8,6313.6,6348.3
772,C,True,4038.2,4023.7,3982.8,4005.9,4001.0,3998.7,3956.4,4026.8,4017.8,4046.2
773,C,False,4925.4,4907.6,4897.9,4896.3,4912.2,4916.9,4758.2,4746.0,4734.6,4667.5
774,C,False,8265.2,8046.2,8113.1,8033.6,7998.3,7969.5,7887.5,7861.8,7975.3,7893.8
