,FLARE_TYPE,COINCIDENCE,MEANPOT_1,MEANPOT_2,MEANPOT_3,MEANPOT_4,MEANPOT_5,MEANPOT_6,MEANPOT_7,MEANPOT_8,MEANPOT_9,MEANPOT_10
0,X,False,15349.0,15533.0,15759.0,15681.0,15720.0,15735.0,15749.0,15710.0,15815.0,15832.0
1,X,False,15412.0,15445.0,15265.0,15235.0,15166.0,15178.0,15090.0,15063.0,15159.0,14974.0
2,X,False,9899.8,9830.8,9886.4,9947.1,9971.9,10158.0,10188.0,10337.0,10405.0,10529.0
3,X,False,8343.0,8419.1,8420.2,8420.8,8547.5,8669.2,8894.0,8918.3,8870.3,9051.5
4,X,True,10300.0,10281.0,10439.0,10687.0,10940.0,10822.0,10955.0,10935.0,10968.0,10912.0
5,X,False,13658.0,13554.0,13999.0,13661.0,14048.0,13899.0,13799.0,13715.0,13606.0,13517.0
6,X,False,4549.0,4491.2,4521.1,4544.4,4513.7,4526.5,4564.7,4615.3,4662.8,4614.0
7,X,True,15410.0,15383.0,15478.0,15239.0,15160.0,15080.0,14686.0,14848.0,14635.0,14658.0
8,X,False,18090.0,18193.0,18207.0,18276.0,18218.0,18211.0,18190.0,18013.0,18155.0,17909.0
9,X,False,18211.0,18190.0,18013.0,18155.0,17909.0,17933.0,18014.0,18168.0,18035.0,17933.0
10,X,False,14371.0,14403.0,14362.0,14240.0,14330.0,14200.0,14134.0,14122.0,14267.0,14045.0
11,X,False,11917.0,11971.0,11998.0,12072.0,12153.0,12230.0,12369.0,12485.0,12619.0,12697.0
12,X,False,11203.0,11029.0,11223.0,10926.0,11427.0,11301.0,10730.0,11501.0,11306.0,11187.0
13,X,True,11350.0,10586.0,11234.0,10650.0,10439.0,10794.0,10707.0,10207.0,9832.6,10067.0
14,X,True,10298.0,10408.0,10628.0,10710.0,10743.0,10705.0,10770.0,10816.0,10814.0,10750.0
15,X,False,13032.0,13048.0,13109.0,13146.0,13099.0,13263.0,13142.0,13283.0,13364.0,13501.0
16,X,False,11337.0,11337.0,11321.0,11304.0,11132.0,11127.0,11236.0,11171.0,11316.0,11297.0
17,X,False,12896.0,12824.0,12818.0,12849.0,12748.0,12561.0,12529.0,12477.0,12363.0,12246.0
18,X,False,11886.0,12096.0,12232.0,12271.0,12284.0,12177.0,12021.0,11986.0,11937.0,11937.0
19,X,False,7726.3,7655.9,7595.1,7747.5,7718.9,7740.1,7786.0,7757.3,7782.1,7613.5
20,X,False,15737.0,15905.0,16111.0,16349.0,16618.0,16762.0,17001.0,17202.0,17330.0,17448.0
21,X,False,540.48,550.9,542.53,574.26,622.52,621.06,633.65,649.49,634.31,625.1
22,X,False,3670.5,3689.5,3655.7,3760.0,3575.7,3550.0,3531.5,3668.5,3633.0,3524.5
23,X,False,9947.8,9668.1,9442.2,9570.1,9579.4,9178.1,9270.0,9336.7,9195.6,9030.1
24,X,False,14022.0,14440.0,13704.0,14426.0,13458.0,13222.0,13114.0,13012.0,13756.0,13814.0
25,X,True,18846.0,18781.0,18762.0,18729.0,18549.0,18490.0,18331.0,18124.0,17913.0,17765.0
26,X,True,19267.0,19318.0,19357.0,19344.0,19392.0,19420.0,19453.0,19512.0,19470.0,19501.0
27,X,True,16434.0,16361.0,16342.0,16408.0,16298.0,16179.0,16136.0,16104.0,16103.0,16048.0
28,X,True,14860.0,14967.0,15030.0,15094.0,15194.0,15282.0,15425.0,15498.0,15608.0,15674.0
29,X,False,6490.9,6370.0,6376.3,6418.7,6447.2,6562.9,6630.9,6708.8,6775.7,6927.0
30,X,False,8796.8,8724.6,8676.9,8626.4,8600.6,8597.0,8583.9,8582.2,8602.1,8596.3
31,X,True,9957.1,9854.1,9791.2,9820.3,10011.0,10152.0,10366.0,10606.0,11001.0,11148.0
32,X,False,12172.0,9096.3,8527.6,8756.6,12283.0,8985.3,8548.9,8766.5,8454.6,8057.1
33,X,True,18783.0,19376.0,19209.0,19300.0,19341.0,19167.0,19344.0,19230.0,19145.0,18927.0
34,X,True,19804.0,19742.0,19947.0,19837.0,19725.0,19685.0,19753.0,19704.0,19714.0,19592.0
35,X,False,19707.0,20121.0,20330.0,19916.0,20547.0,20025.0,19383.0,19179.0,20530.0,20639.0
36,X,False,9974.0,9995.7,10086.0,9350.3,9266.7,9276.2,8986.8,9374.4,9365.7,9238.8
37,M,False,5456.5,5501.1,5370.6,5263.6,5273.8,5374.9,5324.5,5386.8,5447.1,5594.7
38,M,False,3562.9,3293.6,3552.8,4548.2,3325.0,4477.2,4568.2,3284.4,3275.8,3282.1
39,M,False,6323.4,6283.0,6295.1,6334.7,6289.2,6362.6,6394.2,6491.2,6646.0,6747.8
40,M,True,8206.8,5353.9,7606.3,5136.0,5250.9,5119.7,5078.5,5271.5,5064.9,8368.8
41,M,False,2749.3,2747.0,2783.2,2657.7,2706.7,2682.4,2569.3,2433.1,2449.1,2449.0
42,M,False,7592.3,7593.4,7673.5,7798.2,7890.9,7956.1,8108.6,8098.0,8115.1,8045.2
43,M,False,3740.5,3373.1,3783.2,3786.0,3889.5,3872.6,3752.3,3849.6,3895.1,3872.8
44,M,True,5043.7,5202.9,5248.6,5283.3,5421.9,5539.5,5651.0,5699.7,5668.9,5875.1
45,M,True,14078.0,14204.0,14522.0,14796.0,14824.0,14803.0,14898.0,14992.0,15048.0,15204.0
46,M,False,3865.8,3735.9,3636.3,3699.3,3632.9,3618.7,3747.3,3824.5,3849.8,3868.1
47,M,False,14985.0,15015.0,15064.0,14828.0,14932.0,14896.0,15036.0,15117.0,15039.0,14974.0
48,M,True,10860.0,10896.0,11025.0,10930.0,10965.0,11006.0,10999.0,10976.0,10984.0,10968.0
49,M,True,8984.4,9006.5,8916.8,8858.3,8812.6,8941.9,8979.5,9014.5,9158.5,9264.2
50,M,False,10909.0,10960.0,11046.0,11001.0,11088.0,11174.0,11195.0,11293.0,11464.0,11598.0
51,M,False,9615.0,9608.0,9628.8,9480.7,9466.5,9442.8,9298.6,9191.0,9103.9,9093.6
52,M,False,8282.0,8253.4,8182.4,8101.5,8127.2,8216.4,8304.6,8400.3,8422.9,8517.9
53,M,False,4816.1,5376.1,4869.4,4864.0,4918.8,4899.1,4921.3,4848.7,4848.5,4873.8
54,M,True,11836.0,11872.0,12014.0,11972.0,11921.0,11893.0,11573.0,11489.0,11329.0,11201.0
55,M,True,5339.2,5381.1,5449.9,5329.4,5481.1,5591.4,5643.4,5666.7,5776.3,5848.8
56,M,False,10890.0,10984.0,11215.0,11499.0,11582.0,11713.0,11898.0,11835.0,11899.0,11982.0
57,M,False,11898.0,11835.0,11899.0,11982.0,11774.0,11749.0,11575.0,11545.0,11476.0,11336.0
58,M,False,10973.0,10809.0,10817.0,10790.0,10914.0,10776.0,10690.0,10644.0,10483.0,10420.0
59,M,False,9875.8,9963.0,9912.4,9999.2,9953.5,10103.0,10032.0,9929.5,9939.2,9626.1
60,M,True,6491.2,6510.5,6482.4,6504.8,6593.0,6512.1,6559.6,6640.4,6660.1,6581.3
61,M,False,7481.2,7504.6,7572.8,7771.5,7559.5,7562.0,7640.9,7745.9,7660.4,7894.9
62,M,False,8509.8,8684.7,8777.5,8713.6,8703.1,8566.9,8473.1,8556.0,8601.8,8618.2
63,M,False,8981.1,9051.6,9204.0,9211.0,9041.1,9306.8,9481.1,9432.7,9666.9,9665.8
64,M,False,9666.9,9665.8,9492.6,9327.2,9486.4,9568.8,9352.1,9481.0,9461.8,9653.9
65,M,True,12682.0,12558.0,12736.0,12780.0,12871.0,12903.0,13058.0,13203.0,13277.0,13297.0
66,M,False,13479.0,13453.0,13429.0,13365.0,13367.0,13346.0,13398.0,13318.0,13180.0,13174.0
67,M,False,14184.0,14345.0,14352.0,14386.0,14407.0,14244.0,14100.0,14040.0,13832.0,13680.0
68,M,True,8589.2,8752.5,8902.2,8888.5,9107.7,9204.5,9289.2,9320.6,9348.2,9281.7
69,M,False,7704.8,8788.1,8861.9,8773.4,8405.5,8347.7,8224.1,8854.7,8986.2,8473.3
70,M,False,12687.0,12614.0,12525.0,12541.0,12780.0,12279.0,12401.0,12456.0,12457.0,12313.0
71,M,False,7715.0,7717.9,7686.0,7718.4,7656.7,7594.3,7619.9,7524.4,7518.7,7526.2
72,M,False,6251.2,6282.9,6340.0,6403.7,6447.7,6440.8,6435.7,6418.1,6449.4,6404.2
73,M,False,8078.1,7896.7,7667.2,7491.2,7342.1,7210.5,7027.5,7057.6,7082.1,7227.2
74,M,True,3890.9,3863.0,3977.1,3923.2,3957.8,3928.5,3903.1,3922.9,3720.6,3686.9
75,M,False,3320.4,3302.1,3287.6,3329.3,3308.7,3367.5,3340.6,3409.6,3420.3,3482.3
76,M,True,13290.0,12378.0,13271.0,13215.0,12666.0,12839.0,12321.0,12152.0,11933.0,11977.0
77,M,False,10405.0,10557.0,10778.0,10453.0,10899.0,10688.0,10669.0,10918.0,10708.0,10915.0
78,M,False,3740.2,3677.6,3703.9,3735.9,3730.3,3755.3,3779.6,3785.2,3861.4,3874.7
79,M,False,14768.0,14111.0,14300.0,14598.0,13883.0,13273.0,13054.0,12934.0,12544.0,12621.0
80,M,False,5433.0,5375.5,5510.4,5492.7,5510.8,5403.3,5318.0,5217.6,5198.8,5215.0
81,M,False,7749.5,7750.7,7659.3,7702.7,7676.8,7672.7,7747.7,7833.4,7943.2,7905.9
82,M,True,11597.0,11577.0,11659.0,11708.0,11886.0,12170.0,12643.0,13020.0,13510.0,13769.0
83,M,True,13520.0,13680.0,13596.0,13548.0,13516.0,13513.0,13496.0,13375.0,13375.0,13314.0
84,M,False,21550.0,21462.0,21360.0,21509.0,21631.0,21855.0,22077.0,22545.0,22707.0,23012.0
85,M,True,12262.0,12056.0,12215.0,12063.0,12093.0,12189.0,12083.0,11926.0,12071.0,11904.0
86,M,False,11909.0,12052.0,12020.0,11857.0,11848.0,11701.0,11499.0,11397.0,11338.0,11284.0
87,M,True,12177.0,12023.0,11808.0,11579.0,11503.0,11392.0,11251.0,11142.0,11037.0,11186.0
88,M,False,10632.0,10686.0,10685.0,10774.0,10781.0,10897.0,10939.0,10967.0,10815.0,10820.0
89,M,True,4477.5,4479.1,4459.1,4433.7,4411.3,4488.6,4431.6,4355.9,4351.6,4380.0
90,M,False,4600.6,4593.8,4570.7,4524.7,4465.5,4330.5,4254.9,4124.5,3994.9,4036.1
91,M,False,3953.9,4083.9,4131.2,4212.7,4343.2,4508.3,4558.5,4505.2,4471.6,4408.5
92,M,True,7942.9,7791.1,7858.4,7796.2,7689.2,7702.3,7701.5,7661.9,7540.5,7469.4
93,M,True,8249.9,8475.4,8480.4,8502.1,8567.0,8770.4,8919.8,9060.4,9168.7,9179.3
94,M,False,7678.2,7588.8,7446.4,7307.6,7331.3,7449.7,7759.1,8093.4,8346.5,8608.1
95,M,True,6948.0,6845.6,6872.4,6970.4,6913.2,6807.7,6817.6,6807.6,6802.7,6756.8
96,M,False,6363.9,6554.2,6771.8,6815.4,7021.5,6977.2,7043.8,6939.2,6834.4,6809.4
97,M,False,3217.5,3223.7,3215.7,3196.8,3167.5,3161.0,3142.5,3148.7,3127.4,3082.8
98,M,True,5391.8,5521.9,5566.0,5678.8,5620.0,5753.7,5971.9,6020.0,5972.5,6062.7
99,M,True,5729.0,5601.8,5583.2,5467.1,5313.8,5247.0,5242.5,5242.7,5207.0,5244.1
100,M,True,16268.0,16021.0,15842.0,16114.0,16208.0,16299.0,16379.0,16159.0,16136.0,16062.0
101,M,False,14483.0,14462.0,14334.0,14317.0,14452.0,14479.0,14671.0,14593.0,14772.0,14398.0
102,M,False,7034.3,7106.7,7156.2,7253.6,7021.4,6977.3,7022.7,6744.8,6724.9,6730.0
103,M,True,15260.0,14922.0,14588.0,14483.0,14432.0,14493.0,15308.0,15892.0,15024.0,16281.0
104,M,False,14483.0,14432.0,14493.0,15308.0,15892.0,15024.0,16281.0,16286.0,16586.0,15745.0
105,M,False,16281.0,16286.0,16586.0,15745.0,17042.0,16114.0,16515.0,16434.0,17665.0,17821.0
106,M,False,16515.0,16434.0,17665.0,17821.0,17018.0,16721.0,16541.0,16782.0,17711.0,17647.0
107,M,False,17669.0,17684.0,17873.0,17842.0,18166.0,18257.0,18589.0,18660.0,18734.0,19056.0
108,M,True,19493.0,19711.0,20409.0,19031.0,19109.0,19229.0,20090.0,19499.0,18693.0,18446.0
109,M,False,5747.2,5231.9,5360.1,6212.0,6024.7,6060.7,6303.1,6351.4,6353.6,5637.4
110,M,False,20273.0,20369.0,20419.0,20554.0,20641.0,20691.0,20938.0,20748.0,20698.0,20366.0
111,M,False,20598.0,20584.0,20831.0,20908.0,20920.0,21112.0,21299.0,21284.0,21075.0,21083.0
112,M,True,13886.0,13906.0,14004.0,14186.0,14027.0,13658.0,13015.0,12376.0,11828.0,11431.0
113,M,True,9565.8,14698.0,15122.0,9868.7,16026.0,16653.0,11793.0,17149.0,17093.0,17221.0
114,M,False,16699.0,16824.0,16656.0,16543.0,16522.0,16276.0,15941.0,15735.0,15675.0,15659.0
115,M,False,12921.0,12761.0,12522.0,12135.0,11587.0,11215.0,11063.0,10970.0,10995.0,11128.0
116,M,False,5834.8,5866.0,5879.8,5887.6,5914.4,5938.9,5968.1,6032.9,6120.9,6148.0
117,M,False,6666.5,6588.9,6565.5,6475.8,6461.8,6509.0,6532.2,6522.1,6536.4,6538.6
118,M,True,15894.0,15755.0,16102.0,15865.0,16065.0,15757.0,16003.0,16084.0,16331.0,16487.0
119,M,True,14811.0,14285.0,14842.0,14621.0,13835.0,14181.0,13933.0,13962.0,13765.0,14069.0
120,M,True,13467.0,13477.0,13483.0,13493.0,13494.0,13553.0,13504.0,13536.0,13658.0,13681.0
121,M,True,13303.0,13045.0,13215.0,12975.0,12923.0,12816.0,12755.0,13036.0,12645.0,12755.0
122,M,True,12997.0,13048.0,13113.0,13033.0,12952.0,12880.0,12826.0,12672.0,12592.0,12413.0
123,M,True,11999.0,12052.0,12086.0,12060.0,11954.0,11963.0,11971.0,11911.0,11974.0,12000.0
124,M,False,12783.0,12655.0,12556.0,12466.0,12288.0,12219.0,12163.0,12133.0,12098.0,12106.0
125,M,False,11986.0,12102.0,12196.0,12201.0,12241.0,12299.0,12356.0,12449.0,12532.0,12681.0
126,M,False,12044.0,12009.0,11998.0,11997.0,12059.0,12056.0,12132.0,12227.0,12401.0,12604.0
127,M,False,6152.9,6148.6,6123.8,6113.1,6146.4,6189.0,6220.8,6178.7,6216.2,6210.8
128,M,True,5803.1,5739.6,5677.0,5575.2,5473.9,5360.0,5174.0,5123.7,5036.9,4863.1
129,M,False,4073.2,4169.8,4177.4,4207.8,4215.0,4229.2,4321.9,4341.6,4269.4,4299.9
130,M,False,3971.2,4310.8,4013.3,4079.6,4675.8,4649.7,4665.0,4754.2,4719.7,4668.5
131,M,True,3732.5,3678.6,3550.2,3517.6,3479.2,3502.2,3454.0,3452.4,3314.8,3306.9
132,M,False,9674.0,9776.7,9860.3,9960.1,9836.0,9858.1,9645.5,9783.6,9804.2,9726.7
133,M,True,6225.8,6378.5,6151.7,6257.8,6257.3,6177.7,5979.4,6015.6,5887.4,5924.0
134,M,False,5851.8,5711.3,5772.6,5709.0,5775.5,5900.1,5865.7,5509.6,5586.7,5574.5
135,M,False,5730.8,5941.9,5877.6,5741.8,5807.6,5893.1,5985.6,5994.6,5873.3,5902.4
136,M,True,6449.9,6420.6,6485.9,6421.9,6418.0,6390.5,6392.8,6436.2,6341.7,6304.4
137,M,False,6068.6,6007.0,5932.2,5925.4,5894.2,5943.7,5932.1,6016.7,6044.7,6110.2
138,M,False,8876.2,8895.0,9021.2,9038.8,8938.8,9051.9,8976.6,8984.2,8937.5,8960.7
139,M,False,8914.9,7230.2,7201.5,9229.6,9218.7,9421.6,9462.7,9519.3,9611.0,9594.7
140,M,False,8177.7,8158.5,8185.3,8113.1,8055.0,8018.6,7922.0,7894.6,7799.7,7647.2
141,M,False,5006.0,5121.0,5158.3,5238.1,5365.9,5473.2,5548.8,5562.6,5656.2,5653.0
142,M,True,17414.0,18598.0,17692.0,18384.0,18338.0,17878.0,17819.0,17955.0,18132.0,18105.0
143,M,True,13193.0,13338.0,13361.0,13499.0,13491.0,13535.0,13696.0,13421.0,13852.0,13607.0
144,M,False,13338.0,13361.0,13499.0,13491.0,13535.0,13696.0,13421.0,13852.0,13607.0,13830.0
145,M,False,14134.0,14001.0,13845.0,14283.0,14270.0,14428.0,14462.0,14580.0,14707.0,14670.0
146,M,True,14309.0,14224.0,14271.0,14226.0,14159.0,14479.0,14508.0,14541.0,14600.0,14585.0
147,M,False,14508.0,14541.0,14600.0,14585.0,14652.0,14711.0,14526.0,14740.0,14687.0,14695.0
148,M,False,14435.0,14667.0,14900.0,14808.0,14671.0,15162.0,15132.0,15050.0,15426.0,15687.0
149,M,False,15167.0,15182.0,14862.0,14946.0,14774.0,14702.0,14860.0,14480.0,14772.0,14701.0
150,M,False,16026.0,16121.0,16101.0,16098.0,15975.0,16319.0,16256.0,16397.0,16368.0,16467.0
151,M,False,17438.0,17584.0,17596.0,17934.0,18133.0,18059.0,18090.0,18193.0,18207.0,18276.0
152,M,False,16505.0,16438.0,16383.0,16315.0,16120.0,15970.0,15791.0,15700.0,15642.0,15463.0
153,M,False,13626.0,13605.0,13499.0,13537.0,13355.0,13137.0,12889.0,12601.0,12378.0,12123.0
154,M,False,8651.2,8459.8,8246.2,8182.2,8162.2,8150.0,8236.5,8189.8,8282.1,8346.8
155,M,True,3346.5,3338.0,3324.3,3343.7,3339.3,3307.1,3354.4,3367.6,3453.1,3437.8
156,M,False,4796.4,4901.7,4951.6,5095.6,5070.6,5161.5,5076.9,5210.0,5118.9,5027.0
157,M,False,8079.7,8158.0,8175.7,8055.2,7976.5,7864.0,7819.7,7754.5,7671.2,7492.1
158,M,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,M,False,7981.9,7972.4,8075.0,8061.1,8159.6,8128.7,8242.8,8175.9,8140.0,8103.3
160,M,True,11937.0,11962.0,11951.0,11801.0,11711.0,11361.0,11497.0,11391.0,11348.0,11335.0
161,M,True,13711.0,13698.0,13710.0,13617.0,13668.0,13579.0,13546.0,13519.0,13457.0,13286.0
162,M,False,13457.0,13286.0,13043.0,13140.0,13090.0,13084.0,13201.0,13200.0,13197.0,13249.0
163,M,True,14481.0,14431.0,14646.0,14621.0,14626.0,14793.0,14926.0,15013.0,15069.0,15203.0
164,M,False,16009.0,16277.0,16659.0,17046.0,17443.0,17770.0,17868.0,18128.0,18041.0,17888.0
165,M,False,16973.0,17148.0,17317.0,17516.0,17632.0,17721.0,17917.0,18139.0,18254.0,18337.0
166,M,False,6031.1,6108.8,6038.8,6066.4,6055.1,6033.9,6059.4,6178.4,6205.8,6303.3
167,M,False,3305.4,3363.3,3400.3,3433.3,3473.7,3479.0,3575.2,3614.6,3612.3,3656.1
168,M,True,0.0,0.0,0.0,0.0,0.0,378.95,2529.8,2528.1,506.38,860.85
169,M,False,6559.5,6616.4,6306.9,6442.6,6190.0,6156.9,4745.7,5104.6,5070.6,5156.5
170,M,False,4831.0,4640.7,4787.5,5032.6,4879.8,4771.4,4926.2,5006.6,5190.0,4985.4
171,M,False,10020.0,9986.0,10073.0,10249.0,10375.0,10301.0,10355.0,10341.0,10297.0,10377.0
172,M,True,6614.0,6564.1,6486.5,6381.0,6295.9,6266.0,6236.3,6289.2,6219.0,6228.0
173,M,False,6016.6,5961.8,5879.8,5848.2,5920.4,5873.8,5879.2,6006.7,6013.2,6108.7
174,M,True,5369.7,5404.4,5441.0,5464.1,5451.6,5552.0,5509.7,5464.2,5462.2,5502.1
175,M,False,5313.3,5424.9,5568.6,5643.8,5673.0,5775.1,5833.4,6016.6,6038.4,6076.4
176,M,True,6789.1,6980.0,7045.4,7270.3,7177.3,7223.6,7167.8,7102.8,7020.8,6932.3
177,M,False,5908.8,5943.4,6021.0,6024.5,6048.9,6089.9,6108.6,6031.4,6089.9,6074.0
178,M,True,11245.0,11210.0,11208.0,11216.0,11312.0,11351.0,11394.0,11441.0,11448.0,11388.0
179,M,False,13630.0,13474.0,13237.0,13088.0,12770.0,12577.0,12480.0,12416.0,12331.0,12326.0
180,M,False,12384.0,12344.0,12343.0,12315.0,12365.0,12379.0,12348.0,12303.0,12300.0,12294.0
181,M,True,11107.0,11096.0,10993.0,10879.0,10902.0,10810.0,10789.0,10775.0,10859.0,10919.0
182,M,True,12137.0,12160.0,12027.0,11980.0,11950.0,11907.0,11804.0,11784.0,11849.0,11896.0
183,M,True,11957.0,12075.0,12062.0,12010.0,11966.0,12058.0,12125.0,12057.0,12113.0,12202.0
184,M,True,12308.0,12383.0,12456.0,12609.0,12754.0,12731.0,12732.0,12874.0,13001.0,13092.0
185,M,False,10574.0,10764.0,10670.0,10748.0,10763.0,10904.0,10894.0,10862.0,10736.0,10634.0
186,M,True,12146.0,12173.0,12236.0,12178.0,12303.0,12405.0,12434.0,12464.0,12464.0,12512.0
187,M,False,12512.0,12507.0,12459.0,12505.0,12534.0,12592.0,12624.0,12611.0,12589.0,12613.0
188,M,False,12624.0,12611.0,12589.0,12613.0,12624.0,12697.0,12830.0,12814.0,12723.0,12620.0
189,M,True,12723.0,12620.0,12559.0,12550.0,12519.0,12476.0,12411.0,12356.0,12249.0,12170.0
190,M,True,12519.0,12476.0,12411.0,12356.0,12249.0,12170.0,12180.0,12236.0,12212.0,12253.0
191,M,False,12064.0,12052.0,12161.0,12360.0,12581.0,12883.0,12933.0,13141.0,13156.0,13259.0
192,M,False,2367.6,2567.3,3058.3,3932.1,3994.0,4726.0,4929.8,5544.1,5891.7,5036.2
193,M,True,13003.0,12990.0,13020.0,13002.0,12968.0,12953.0,12788.0,12795.0,12843.0,12833.0
194,M,False,12968.0,12953.0,12788.0,12795.0,12843.0,12833.0,12792.0,12801.0,12898.0,12977.0
195,M,False,12801.0,12898.0,12977.0,13005.0,13190.0,13246.0,13286.0,13276.0,13297.0,13309.0
196,M,True,13082.0,13248.0,13347.0,13495.0,13644.0,13864.0,13986.0,14072.0,14154.0,14195.0
197,M,False,14072.0,14154.0,14195.0,14195.0,14230.0,14183.0,14243.0,14285.0,14321.0,14368.0
198,M,True,14240.0,14226.0,14156.0,14152.0,14228.0,14276.0,14250.0,14166.0,14233.0,14232.0
199,M,False,14250.0,14166.0,14233.0,14232.0,14143.0,14227.0,14127.0,14127.0,13981.0,13968.0
200,M,True,13455.0,13612.0,13683.0,13705.0,13921.0,14077.0,13906.0,14009.0,13964.0,14013.0
201,M,False,13948.0,13888.0,13917.0,13879.0,13827.0,13768.0,13773.0,13646.0,13638.0,13541.0
202,M,True,13448.0,13422.0,13435.0,13539.0,13510.0,13529.0,13585.0,13611.0,13774.0,13965.0
203,M,False,13216.0,13050.0,13047.0,13087.0,13063.0,13096.0,13036.0,13090.0,13256.0,13342.0
204,M,False,14261.0,14534.0,14413.0,14312.0,14388.0,14383.0,14750.0,14427.0,14172.0,13839.0
205,M,False,7187.0,7008.2,7367.7,7489.0,7341.1,7476.5,7371.8,7451.6,7539.7,7699.0
206,M,True,14032.0,13925.0,13830.0,13871.0,13781.0,13733.0,13653.0,13516.0,13467.0,13399.0
207,M,True,12914.0,12740.0,12738.0,12712.0,12592.0,12523.0,12333.0,12341.0,12347.0,12148.0
208,M,False,12368.0,12409.0,12386.0,12435.0,12492.0,12348.0,12523.0,12548.0,12233.0,12115.0
209,M,False,12363.0,12255.0,12197.0,12302.0,12162.0,12227.0,12270.0,12131.0,12148.0,12020.0
210,M,False,11866.0,11758.0,11811.0,11758.0,11629.0,11382.0,11470.0,11338.0,11343.0,11100.0
211,M,True,11837.0,11533.0,11807.0,11693.0,11740.0,11598.0,11651.0,11654.0,11596.0,11579.0
212,M,False,12473.0,12538.0,12659.0,12732.0,12786.0,12804.0,12759.0,12738.0,12726.0,12746.0
213,M,False,12804.0,12759.0,12738.0,12726.0,12746.0,12683.0,12575.0,12475.0,12376.0,12306.0
214,M,False,12418.0,12284.0,12207.0,12202.0,12108.0,12034.0,11896.0,11778.0,11685.0,11629.0
215,M,False,8251.5,8216.0,8210.5,8183.6,8135.8,8198.1,8162.3,8152.8,8104.1,8114.7
216,M,False,7887.8,7849.2,7963.8,7874.3,7873.6,7892.6,8064.8,8073.5,8147.9,8327.9
217,M,True,6304.5,6376.1,6400.5,6477.5,6423.1,6431.7,6409.6,6368.7,6328.9,6253.9
218,M,False,6697.8,6691.4,6680.8,6618.6,6554.4,6539.3,6510.1,6427.9,6314.1,6273.9
219,M,False,8017.3,7918.0,7870.7,7821.8,7820.6,7722.6,7701.6,7587.8,7577.4,7528.1
220,M,False,3750.7,3769.9,3747.4,3750.0,3699.2,3708.6,3685.3,3685.6,3666.9,3687.1
221,M,False,2070.5,2029.2,2644.2,3249.1,2091.1,3386.1,5129.6,3405.8,5266.1,3387.4
222,M,False,2644.2,3249.1,2091.1,3386.1,5129.6,3405.8,5266.1,3387.4,5860.0,5881.7
223,M,False,5704.0,5783.8,5721.1,5679.0,5683.7,5626.4,5529.5,5506.6,5445.9,5428.3
224,M,False,3541.3,3523.6,2645.5,3526.8,3523.7,3469.0,3457.7,3419.5,3341.2,3257.8
225,M,False,3994.9,3950.1,3939.7,3864.3,3826.1,3803.4,3789.6,3699.9,3675.1,3527.7
226,M,False,4546.1,4448.3,4331.5,4274.7,4221.0,4175.6,4117.2,4066.7,4018.0,4021.0
227,M,True,10849.0,12406.0,15668.0,16792.0,22783.0,22959.0,25863.0,25020.0,23530.0,27104.0
228,M,True,10962.0,10987.0,10640.0,10814.0,10730.0,11004.0,11140.0,11825.0,11647.0,11446.0
229,M,True,10402.0,10200.0,10411.0,10282.0,9957.0,9908.4,10003.0,9903.9,9801.4,10233.0
230,M,False,9459.2,9383.0,9781.6,9948.0,9560.0,9509.5,9430.4,9431.8,9366.6,9273.8
231,M,True,7914.0,7997.1,7782.5,7630.7,7459.5,7092.3,7176.9,6888.6,7033.3,7182.0
232,M,False,7931.3,8029.6,7796.2,7676.5,7738.3,7635.3,7653.3,7724.2,7635.3,7802.0
233,M,False,7916.0,8049.9,7840.4,7675.6,7705.2,7510.0,7377.9,7389.1,7165.3,7006.9
234,M,True,5812.9,5783.4,5793.5,5814.2,5858.7,5842.8,5676.7,5614.4,5544.7,5378.7
235,M,False,6919.5,6953.0,6913.5,6932.9,6922.2,6868.0,6953.3,6923.7,7000.0,7046.3
236,M,False,7301.8,7247.9,7374.3,7363.4,7477.9,7537.9,7753.9,7811.8,7955.2,7995.1
237,M,False,3246.4,3188.6,3113.7,3119.2,3088.0,3040.3,2978.2,2989.9,2978.3,2919.6
238,M,False,10569.0,10723.0,10585.0,10612.0,10769.0,10934.0,11074.0,11142.0,10989.0,10995.0
239,M,False,9175.0,9215.9,9304.6,9376.1,9344.9,9241.6,9137.6,9368.6,9384.3,9149.5
240,M,True,11514.0,11461.0,11415.0,11446.0,11466.0,11516.0,11688.0,11769.0,11826.0,11927.0
241,M,False,12512.0,12529.0,12512.0,12397.0,12361.0,12431.0,12253.0,12101.0,12012.0,11867.0
242,M,True,6155.6,6178.7,6173.4,6186.5,6157.5,6163.3,6115.9,5986.5,5994.2,6012.1
243,M,False,5989.9,6086.5,6004.9,6005.0,5991.5,6050.4,5936.3,5919.5,5848.6,5691.2
244,M,False,3616.8,3256.0,3379.5,3328.4,3121.7,3106.2,3168.0,3400.2,3521.1,3442.5
245,M,False,7565.6,7501.0,7436.5,7313.7,7177.5,6978.2,6874.6,6748.4,6679.7,6625.5
246,M,False,9844.7,9944.1,10017.0,9954.0,9803.3,9881.7,9740.7,9667.0,9475.8,9296.7
247,M,False,12776.0,12835.0,12779.0,12749.0,12833.0,12942.0,12914.0,12973.0,12918.0,12950.0
