,FLARE_TYPE,COINCIDENCE,R_VALUE_1,R_VALUE_2,R_VALUE_3,R_VALUE_4,R_VALUE_5,R_VALUE_6,R_VALUE_7,R_VALUE_8,R_VALUE_9,R_VALUE_10
823,C,False,4.3441,4.3393,4.391,4.4073,4.4314,4.4954,4.504,4.47,4.5021,4.5379
824,B,True,3.6997,3.5884,3.5778,3.6864,3.5963,3.5969,3.5278,3.5935,3.6781,3.6523
825,B,False,4.1456,4.1644,4.1359,4.127,4.0332,4.0503,4.0761,3.9877,4.133,4.1544
826,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
827,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828,B,True,4.4743,4.5431,4.5352,4.4035,4.2522,4.3048,4.1233,3.809,4.1855,4.2446
829,B,True,4.1714,4.2324,4.2364,4.236,4.1524,4.2188,4.1753,4.1311,4.1489,4.13
830,B,False,3.4187,3.6772,3.5653,3.504,3.6706,3.6427,3.6677,3.6932,3.6385,3.9155
831,B,False,4.0296,3.9981,3.9976,3.95,4.0245,4.0283,4.0697,4.11,4.1168,4.0957
832,B,False,1.87,1.9282,2.4838,2.8886,2.3984,1.7984,2.7081,2.0786,2.1439,2.1663
833,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834,B,True,4.9562,5.0186,4.9036,4.9564,4.9991,5.0042,4.9511,4.9651,4.966,4.956
835,B,False,2.6318,3.2815,3.0141,2.9494,2.8807,2.9149,2.8021,2.873,2.7543,2.7639
836,B,True,3.5695,3.5232,3.5294,3.5093,3.5436,3.5864,3.4828,3.4944,3.5691,3.5479
837,B,False,0.0,0.0,0.0,2.398,2.7031,2.4082,2.6884,2.5921,0.0,2.7194
838,B,False,2.4977,3.2727,3.3529,3.2982,2.8039,2.5609,3.0939,3.092,2.9365,2.0059
839,B,True,3.2912,3.4093,3.4803,3.3487,3.4885,3.4448,3.4965,3.5891,3.5052,3.4755
840,B,True,4.0418,4.0026,4.0202,4.0851,4.0935,4.0371,4.0277,4.0525,4.0868,4.0911
841,B,True,3.5615,3.3769,3.5494,3.5806,3.5856,3.6141,3.6311,3.6823,3.6278,3.5813
842,B,True,3.5355,3.6083,3.6658,3.554,3.5294,3.5722,3.5296,3.4804,3.5629,3.5605
843,B,False,2.3196,2.3168,2.1416,2.437,2.1421,0.0,2.137,0.0,0.0,0.0
844,B,False,3.4073,3.2534,3.6,3.6546,3.5492,3.6024,3.3887,3.5617,3.6355,3.5594
845,B,True,3.7744,3.7961,3.7806,3.7061,3.7062,3.7295,3.7502,3.6769,3.6972,3.59
846,B,True,2.6488,2.6447,2.1608,2.5029,2.5941,2.6367,2.8148,2.5267,2.5131,2.8372
847,B,False,3.8641,3.8677,3.8899,3.9005,3.7564,3.7,3.7487,3.7034,3.8667,3.8866
848,B,True,3.2736,3.4319,3.4278,3.5299,3.4727,3.3868,3.3887,3.375,3.2403,3.4138
849,B,True,3.4437,3.5352,3.3614,3.429,3.4673,3.3207,3.4409,3.2197,3.3144,3.2624
850,B,True,2.6844,2.7536,2.7687,2.7534,2.5273,2.5537,2.166,0.0,2.1287,2.0105
851,B,True,3.5694,3.5516,3.5898,3.7288,3.77,3.6615,3.6422,3.5576,3.6063,3.6395
852,B,True,3.417,3.3355,3.2358,3.2394,3.4176,3.1853,3.2334,3.1141,3.3541,3.3549
853,B,True,3.4235,3.0328,2.9167,3.2883,3.133,3.13,3.2587,3.1172,3.1103,2.711
854,B,True,4.5418,4.5665,4.4512,4.5388,4.5368,4.5894,4.6367,4.6517,4.7577,4.7816
855,B,True,3.0504,3.3367,3.2141,3.0717,3.1423,3.15,2.7747,2.6908,2.4055,2.4204
856,B,False,3.7873,3.4121,3.609,3.6685,3.3668,3.6694,3.7719,3.6925,3.8232,3.8273
857,B,False,3.9684,4.0251,4.0161,4.0712,4.155,4.0385,3.9499,4.0703,4.0364,4.111
858,B,True,0.0,0.0,0.0,0.0,0.0,2.7344,2.6524,0.0,1.9672,2.755
859,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
860,B,False,0.0,0.0,0.0,0.0,0.0,2.1056,2.1684,0.0,1.92,1.9443
861,B,True,3.7425,3.7676,3.9107,3.9217,3.9128,3.8895,3.9441,3.9758,3.9015,3.8856
862,B,True,3.8509,3.9441,3.9829,3.924,3.9786,3.9878,4.0349,4.0707,4.0768,4.0427
863,B,False,0.0,0.0,0.0,2.564,2.4431,2.4265,2.4302,2.4172,2.5071,2.528
864,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
865,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2326,0.0,0.0
866,B,True,3.9043,3.9221,3.9084,3.9124,3.9429,3.932,3.9802,3.9646,4.0107,4.0421
867,B,False,3.5863,3.5914,3.4821,3.5406,3.6136,3.5206,3.4011,3.1959,3.1933,3.0896
868,B,True,2.1744,2.1821,2.1708,2.1616,0.0,0.0,0.0,0.0,0.0,0.0
869,B,True,3.1589,3.1545,3.0992,3.155,3.098,3.0979,3.0997,3.1509,2.8574,3.0936
870,B,True,5.0445,5.0415,5.0506,5.0359,4.9834,4.7782,4.8845,4.86,4.9169,4.8835
871,B,True,3.6393,3.5985,3.4754,3.5344,3.6728,3.617,3.7451,3.82,3.9261,3.7843
872,B,False,2.095,2.6087,2.9634,2.5496,2.1629,0.0,2.4748,2.4781,2.8616,2.6201
873,B,False,3.2845,3.3031,3.2827,3.0716,3.0674,3.0804,3.4084,3.3423,3.4955,3.6994
874,B,False,0.0,0.0,0.0,2.2844,2.2844,0.0,0.0,0.0,0.0,0.0
875,B,False,3.8338,3.8069,3.7462,3.7268,3.6853,3.7731,3.7594,3.784,3.8192,3.7348
876,B,False,4.1846,4.26,4.2744,4.3078,4.4144,4.479,4.3807,4.259,4.3497,4.2828
877,B,False,3.9309,3.9201,3.9471,3.8859,3.8977,3.8606,3.8453,3.8423,3.8129,3.7544
878,B,False,2.9537,2.9787,3.4175,3.324,3.0186,3.3613,3.2638,3.2194,3.468,3.4808
879,B,False,4.1986,4.208,4.2626,4.2017,4.1903,4.1801,4.2381,4.2244,4.1611,4.1632
880,B,True,3.0544,3.0699,3.2321,3.2315,3.0257,1.8764,0.0,0.0,0.0,0.0
881,B,True,2.0802,2.1005,2.437,2.45,1.8724,1.8829,2.2481,2.4201,2.0678,1.5856
882,B,False,2.5123,2.5806,2.5839,2.4036,2.4079,2.4092,2.4075,2.6518,2.523,2.5117
883,B,False,2.2161,2.2196,2.2156,0.0,0.0,0.0,1.8734,1.8818,0.0,2.1489
884,B,True,3.774,3.7734,3.6961,3.7259,3.7391,3.7969,3.7242,3.8141,3.6446,3.6547
885,B,False,3.4427,3.2174,3.3043,3.4607,3.2044,3.3568,3.2653,3.5217,3.4528,3.392
886,B,True,2.9191,2.8202,3.1604,2.8274,3.2807,3.2754,3.2501,3.1242,2.827,2.8311
887,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
888,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1727,2.1627,2.1651
889,B,True,0.0,2.0033,0.0,0.0,0.0,2.3388,2.0696,0.0,0.0,2.0504
890,B,False,3.0276,2.6381,0.0,0.0,0.0,0.0,0.0,0.0,2.5355,0.0
891,B,False,3.8186,3.8102,3.667,3.6503,3.6087,3.6683,3.6128,3.5283,3.632,3.6097
892,B,True,0.0,0.0,0.0,0.0,0.0,2.1458,0.0,2.0413,2.0407,2.0355
893,B,False,3.5,2.7847,3.1953,3.5245,3.5437,3.5848,3.0434,2.8466,2.9664,2.6769
894,B,False,3.1837,3.3731,3.2933,3.3674,3.4501,3.4493,3.3449,3.4358,3.3308,2.9638
895,B,False,2.8155,3.1675,2.8476,2.8964,2.7358,2.4089,2.5509,0.0,0.0,2.5455
896,B,False,3.9011,3.8569,3.9115,3.883,3.9196,3.8907,3.8356,3.8445,3.8101,3.8411
897,B,False,3.6191,3.601,3.5771,3.7277,3.7568,3.8752,3.8025,3.8166,3.8305,3.725
898,B,False,3.16,2.9013,3.21,3.1047,3.0716,3.2018,2.8215,3.2211,3.1056,3.098
899,B,False,2.2049,1.8466,1.8612,0.0,0.0,1.8734,0.0,1.9226,1.9157,1.9022
900,B,True,0.0,0.0,2.2698,1.7709,2.1019,0.0,2.566,2.0669,2.0705,0.0
901,B,False,2.3644,0.0,0.0,0.0,0.0,0.0,2.1755,2.1831,0.0,2.7222
902,B,True,3.177,3.1473,3.1961,3.1426,3.19,3.1116,3.3985,3.4015,3.2135,3.1886
903,B,False,3.7706,3.6906,3.5914,3.6969,3.7782,3.6554,3.6358,3.7073,3.9061,3.8973
904,B,False,2.9239,2.8258,2.7395,2.9043,2.7292,2.8335,2.8454,2.9246,2.9245,2.833
905,B,True,0.0,0.0,0.0,0.0,2.288,2.3028,0.0,0.0,0.0,0.0
906,B,True,2.6787,2.5876,2.303,3.0121,2.9762,2.9768,3.0469,2.9456,2.7384,1.7268
907,B,False,1.9373,1.9388,1.943,1.955,0.0,2.4069,2.3979,0.0,2.5558,2.2741
908,B,False,2.9592,3.0861,3.3292,3.1206,3.3067,3.3011,3.6426,3.66,3.5906,3.5497
909,B,False,4.1486,4.087,4.2136,3.9011,3.4978,3.6383,4.0456,3.3195,3.9127,3.076
910,B,False,4.0516,3.935,3.9786,3.634,3.5263,3.919,3.8617,3.9293,3.7983,3.9293
911,B,True,4.7409,4.7298,4.721,4.7617,4.7688,4.7172,4.7155,4.7506,4.5794,4.5625
912,B,False,1.1498,1.1563,0.0,0.0,0.0,0.0,0.0,0.0,2.2028,2.3123
913,B,True,3.1879,3.1981,3.2702,2.524,2.6478,2.8971,2.8941,3.626,3.7942,3.3609
914,B,False,1.9661,1.9363,2.1036,0.0,0.0,0.0,2.4008,2.464,2.8532,2.7875
915,B,False,2.6346,2.7488,2.6691,2.6907,2.8228,2.8862,2.9576,2.8054,2.9112,2.8427
916,B,False,3.7728,3.8204,3.7257,3.658,3.6222,3.6745,3.6953,3.6356,3.6048,3.6561
917,B,True,3.8232,3.8206,3.8488,3.7616,3.7644,3.8259,3.6647,3.7502,3.8485,3.8447
918,B,False,2.9541,2.8848,3.3196,3.4957,3.3694,2.8923,2.8841,2.8818,2.753,2.7525
919,B,False,2.1619,0.0,1.9907,1.9891,1.9698,2.1359,2.1209,2.1384,2.1419,2.1388
920,B,False,3.5363,3.3435,3.2221,3.4249,3.4235,3.6427,3.6821,3.6967,3.5718,3.5053
921,B,False,3.1256,3.0525,2.8255,2.8615,2.8613,2.8991,2.8833,3.1291,3.1981,3.2411
922,B,True,4.1695,4.254,4.0722,4.1899,4.0596,4.1801,4.1002,3.9787,4.1508,4.0036
923,B,False,3.0195,2.4623,3.1636,1.9321,3.3818,3.2649,2.935,3.1533,2.2331,2.765
924,B,True,3.1654,3.292,2.9595,3.0043,2.9581,3.0016,3.0565,3.1459,3.0665,3.13
925,B,False,3.01,2.8111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
926,B,True,3.9617,4.033,3.9784,4.0515,3.9058,4.0567,4.1128,4.0939,4.0009,4.0268
927,B,False,4.0638,3.9846,3.8524,3.878,3.9058,3.8724,3.8953,3.9565,3.9528,3.7966
928,B,False,0.0,2.5835,2.5118,2.6102,0.0,0.0,2.5987,2.7324,0.0,2.2429
929,B,False,0.0,0.0,0.0,0.0,0.0,2.3811,2.3769,2.3659,0.0,0.0
930,B,True,3.723,3.5286,3.4564,3.382,3.4059,3.4859,3.5427,3.701,3.5514,3.4951
931,B,True,4.1143,4.194,4.226,4.1936,4.2333,4.2495,4.2076,4.1796,4.1719,4.2133
932,B,False,3.6453,3.6636,3.6385,3.6262,3.6467,3.6352,3.5809,3.5592,3.4905,3.4833
933,B,False,3.9961,3.9827,3.9677,3.9599,3.9475,4.0114,3.9991,4.0235,4.0176,4.038
934,B,False,3.2193,3.2867,3.4029,2.7217,2.673,2.8484,3.105,2.9999,2.8075,2.7305
935,B,False,4.3188,4.3513,4.3373,4.3593,4.351,4.31,4.3598,4.325,4.3587,4.3199
936,B,True,4.225,4.1554,4.177,4.1325,4.0877,4.1423,4.1461,4.1866,4.2347,4.2358
937,B,False,4.6754,4.779,4.7632,4.8186,4.7981,4.7607,4.654,4.7198,4.6312,4.6937
938,B,True,4.7835,4.712,4.3909,4.3356,4.3771,4.3587,4.4647,4.5096,4.3611,4.3022
939,B,False,1.7447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
940,B,True,2.4736,1.9745,1.955,2.2692,2.2752,2.4612,0.0,0.0,0.0,2.6604
941,B,True,3.1829,3.2306,3.3472,3.443,3.5311,3.5261,3.6256,3.5651,3.4994,3.3671
942,B,False,3.098,3.0979,3.0997,3.1509,2.8574,3.0936,3.2128,3.2857,3.1278,3.1956
943,B,True,3.4374,3.2477,3.2764,3.1529,3.1829,2.9851,3.2334,3.3024,3.0799,3.0832
944,B,True,3.6538,3.7139,3.8215,3.8107,3.7811,3.8107,3.9025,3.8828,3.8884,3.8453
945,B,True,3.8503,3.7799,3.5565,3.5908,3.5528,3.5418,3.3837,3.7369,3.65,3.8747
946,B,True,3.737,3.6203,3.8363,3.5931,3.7247,3.9479,3.7325,3.8158,3.6819,3.6979
947,B,False,2.857,2.9046,3.0624,3.1592,2.8619,3.0276,2.6381,0.0,0.0,0.0
948,B,False,3.3686,3.3661,3.3308,3.3387,3.3375,3.3845,3.3863,3.4644,3.4274,3.4695
949,B,True,0.0,2.4752,2.7132,0.0,2.7022,2.7021,0.0,0.0,0.0,0.0
950,B,False,2.9023,2.9434,2.8703,2.929,1.9797,2.8849,2.4728,3.175,2.4809,2.3939
951,B,False,3.8682,3.8433,3.8782,3.821,3.8618,3.9465,3.9558,3.967,3.9523,3.7419
952,B,False,0.0,1.9729,1.9537,0.0,0.0,0.0,0.0,1.4552,0.0,0.0
953,B,True,3.5982,3.6221,3.6423,3.5638,3.5683,3.5214,3.5348,3.5735,3.6353,3.642
954,B,True,3.7375,3.743,3.7548,3.6696,3.7827,3.7095,3.6689,3.6817,3.7404,3.672
955,B,False,4.0542,4.0236,3.7485,3.8224,3.9287,3.9637,3.9482,3.9576,4.04,3.9885
956,B,False,4.0205,4.0121,3.9901,4.0272,3.9663,3.9934,3.9917,4.0099,3.9156,3.9618
957,B,False,4.6933,4.6567,4.687,4.5046,4.5061,4.4783,4.4179,4.5251,4.6151,4.5225
958,B,True,2.4582,2.8215,3.101,3.0627,2.8575,3.1245,2.9649,2.9569,3.0263,3.2796
959,B,False,2.0882,0.0,1.7962,0.0,2.3868,0.0,0.0,0.0,0.0,0.0
960,B,False,0.0,0.0,0.0,0.0,0.0,1.9682,1.9704,1.983,2.6748,0.0
961,B,False,2.8808,2.7454,2.9334,3.0293,2.6304,2.8047,2.6353,2.7239,2.7449,2.7552
962,B,True,4.1452,4.0963,4.1004,4.1254,4.0845,4.084,4.1132,4.0931,4.0766,4.1462
963,B,False,3.2061,3.2101,3.1317,3.058,3.1601,3.0818,2.7003,3.077,3.1549,3.031
964,B,False,4.0628,4.0645,4.0833,4.0934,4.092,4.0936,4.0886,4.0992,4.0377,4.0826
965,B,True,2.7635,2.9227,2.9422,3.2257,2.9911,2.8888,2.3995,2.7034,2.0765,2.3751
966,B,True,3.0301,3.0502,2.8147,0.0,0.0,2.2802,0.0,2.4455,2.2517,2.4257
967,B,False,3.999,4.0023,3.9536,4.0366,4.0095,3.9621,3.8224,3.83,3.8448,3.9744
968,B,False,3.5134,3.4647,3.3018,3.2915,3.346,3.3131,3.3159,3.4857,3.3397,3.3267
969,B,False,2.4725,2.3568,2.5474,2.6493,2.2276,3.2047,3.2351,3.4859,3.4307,3.4538
970,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
971,B,False,3.4546,3.4178,3.4531,3.4292,3.498,3.4824,3.4877,3.5384,3.5654,3.5008
972,B,False,3.9764,4.0339,3.9431,3.9591,3.9363,3.8282,3.9057,4.0448,4.0153,3.8048
973,B,True,2.6763,3.1647,2.9248,2.9515,3.133,3.4902,3.3397,3.3117,3.429,2.8921
974,B,False,3.6472,3.6747,3.6763,3.5974,3.7082,3.6172,3.7335,3.3605,3.7469,3.3499
975,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
976,B,True,3.2754,2.8083,2.5852,2.6033,2.9185,3.336,3.2538,2.8101,3.2408,3.1882
977,B,True,3.1955,3.4718,3.2068,3.2679,3.2649,3.3687,3.253,3.2451,3.3518,3.2188
978,B,True,3.567,3.6416,3.6492,3.5377,3.4995,3.2767,3.5271,3.5124,3.4082,3.6461
979,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
980,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
981,B,False,3.6666,3.7381,3.4882,3.4961,3.5786,3.5791,3.5301,3.5001,3.532,3.5295
982,B,True,2.8637,3.127,3.2976,3.0158,3.102,3.1739,3.6502,3.2345,3.6501,3.7413
983,B,False,0.0,0.0,0.0,0.0,0.0,0.0,2.1959,2.4059,2.3986,2.405
984,B,True,2.8379,2.8577,2.9364,2.6665,3.1411,3.1969,3.0168,2.7373,2.5833,0.0
985,B,False,2.85,2.9676,2.8552,2.616,2.7715,2.5908,2.5825,3.1455,3.0442,2.5144
986,B,True,3.6808,3.7103,3.653,3.639,3.6173,3.6211,3.5296,3.7826,3.7558,3.6865
987,B,False,4.1035,4.1519,4.1594,4.154,4.1474,4.1458,4.1143,4.1304,4.1409,4.1542
988,B,False,2.1484,2.1613,2.1647,2.2838,3.1468,3.1479,3.2144,2.5087,1.8485,0.0
989,B,False,3.0291,3.2114,3.2091,3.2813,3.1542,3.2897,3.3483,3.3686,3.3802,3.3544
990,B,False,2.467,3.0019,2.789,2.6318,3.2815,3.0141,2.9494,2.8807,2.9149,2.8021
991,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
992,B,True,3.7129,3.7926,3.7944,3.8285,3.8343,3.9107,3.8971,3.8165,3.8386,3.9712
993,B,False,2.685,2.7851,2.6568,2.7249,2.9131,2.6935,2.635,2.4919,2.2734,1.533
994,B,False,3.2236,3.1309,3.3544,2.1951,2.2083,0.0,2.0422,1.6551,2.6525,1.6839
995,B,True,2.8467,2.9736,2.9041,2.8315,2.6558,3.0581,3.2229,2.9861,2.9505,2.9616
996,B,False,4.5821,4.5647,4.5144,4.5536,4.5935,4.3709,4.4576,4.6029,4.5885,4.608
997,B,True,3.9542,3.9669,3.8536,3.7842,3.7762,4.0229,4.0597,3.8554,3.9253,4.0779
998,B,True,4.4465,4.6571,4.6331,4.7417,4.5781,4.567,4.5818,4.4281,4.3605,4.2888
999,B,True,3.2427,3.3469,3.4319,3.4612,3.6882,3.16,2.8554,2.7637,2.6883,3.2986
1000,B,True,2.3325,2.3425,2.685,2.4124,2.3934,2.7249,2.3843,2.3601,0.0,2.6925
1001,B,False,0.0,2.3217,2.4441,2.436,2.4305,2.6652,2.655,2.6593,2.6463,0.0
1002,B,False,2.4443,1.9831,0.0,0.0,1.8945,1.8952,1.8955,1.8845,2.3056,1.8687
1003,B,True,0.0,0.0,2.6411,0.0,0.0,2.0103,2.0047,1.9991,0.0,0.0
1004,B,False,3.8343,3.9107,3.8971,3.8165,3.8386,3.9712,4.06,3.9555,3.9244,3.8993
1005,B,False,2.3814,2.3781,2.5591,2.5618,2.1033,2.3636,2.0967,2.0893,0.0,0.0
1006,B,False,3.2944,3.3059,3.2105,3.1934,3.1936,3.1749,3.1766,3.1486,3.1813,3.1878
1007,B,False,4.6184,4.3547,4.2848,4.3073,4.2698,4.1542,4.3436,4.1621,4.0919,4.3846
1008,B,True,2.7056,3.322,2.8085,2.806,2.7064,2.6947,2.7009,2.6353,2.6171,2.6033
1009,B,True,3.6436,3.6104,3.5123,3.5124,3.456,3.4281,3.4658,3.5309,3.4683,3.4677
1010,B,True,3.5001,3.4136,3.3468,3.3674,3.1802,3.1989,3.1755,3.3558,3.3519,3.3495
1011,B,True,4.141,4.249,4.19,4.2438,4.2686,4.2662,4.217,4.2054,4.2637,4.1777
1012,B,False,3.2025,3.107,3.2475,3.2142,3.1954,3.1877,3.127,3.0704,3.1119,3.0829
1013,B,False,3.4025,3.3311,3.2803,3.4472,3.4629,3.2592,3.1648,3.1889,3.4959,3.0874
1014,B,False,4.0199,3.9683,4.0027,3.9768,3.9251,3.9818,3.9102,3.9697,3.921,3.9845
1015,B,True,2.0431,2.0361,2.0208,2.0166,2.0066,0.0,1.9662,1.9525,1.9591,1.9475
1016,B,True,3.0137,3.1195,2.84,2.9533,3.0448,2.4653,2.4565,2.4557,0.0,0.0
1017,B,False,3.443,3.5311,3.5261,3.6256,3.5651,3.4994,3.3671,3.4314,3.5175,3.3383
1018,B,True,3.8737,3.8862,3.8803,3.858,3.8538,3.8387,3.8396,3.8697,3.8498,3.932
1019,B,False,3.7056,3.7567,3.6968,3.6697,3.6907,3.6972,3.6317,3.7532,3.6341,3.6871
1020,B,False,3.1619,3.1027,3.4433,3.0952,2.8613,3.883,3.1673,2.0312,2.5588,3.3787
1021,B,False,3.1736,3.134,3.2555,3.426,3.4322,3.5276,3.3588,3.4032,3.352,3.43
1022,B,False,3.7937,3.8337,3.7425,3.672,3.6628,3.6583,3.6061,3.6427,3.6509,3.7143
1023,B,False,3.1412,3.0757,2.7189,2.7922,2.7995,2.7137,2.7908,2.8596,2.7142,2.7032
1024,B,False,3.3753,3.4689,3.4258,3.2539,3.5364,3.2649,3.5158,3.5285,3.4517,3.5191
1025,B,False,2.5903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1026,B,False,4.0983,4.107,4.1467,3.9913,4.0866,4.0992,4.1111,4.0072,3.9773,4.0322
1027,B,False,2.1579,2.0523,2.4547,2.6785,2.2781,3.0584,3.0607,2.7503,2.9136,2.8962
1028,B,True,3.544,3.5295,3.5059,3.5053,3.5286,3.4903,3.5063,3.4104,3.3161,3.3119
1029,B,False,3.3193,3.2217,3.2494,2.9966,2.9878,3.3007,3.405,3.4363,3.2492,3.3975
1030,B,False,3.3846,3.3746,3.4017,3.2051,3.2351,3.2656,3.5141,3.3808,3.1025,3.0142
1031,B,False,2.7888,2.8004,2.9886,2.8328,2.0684,3.287,0.0,3.1784,2.693,2.5528
1032,B,False,3.8831,3.8943,3.8176,3.8676,3.8671,3.8318,3.9063,3.8341,3.8673,3.7733
1033,B,True,3.9083,3.922,4.0322,4.0268,4.0422,3.9528,3.9344,3.9559,4.0155,4.0647
1034,B,False,2.8832,2.5768,2.0543,2.4518,2.2099,2.1564,2.1553,1.7792,2.2434,1.7965
1035,B,False,3.9632,3.7608,3.5831,3.7143,3.5999,3.782,3.6389,3.9036,3.9717,4.0277
1036,B,False,4.08,4.0914,4.0505,4.0671,4.0375,4.0458,4.0359,4.0263,4.0385,4.0294
1037,B,False,2.5184,2.6745,2.9814,2.9836,2.9361,2.2376,0.0,2.4517,2.4582,2.4707
1038,B,False,0.0,0.0,2.4199,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1039,B,False,2.571,2.751,2.58,0.0,2.0021,0.0,1.9828,0.0,2.0032,0.0
1040,B,False,3.7139,3.8215,3.8107,3.7811,3.8107,3.9025,3.8828,3.8884,3.8453,3.9563
1041,B,False,3.4299,3.5711,3.543,3.5584,3.507,3.4945,3.474,3.4824,3.4669,3.4323
1042,B,False,3.4891,3.4759,3.5316,3.5588,3.5822,3.5943,3.6678,3.6252,3.5282,3.5767
1043,B,False,3.8181,4.0227,4.0343,3.9703,3.9912,4.0438,4.1504,4.2671,4.0494,4.2465
1044,B,False,3.0078,2.9468,2.9099,2.9488,3.1347,3.0021,3.1055,3.0286,3.0255,3.3392
1045,B,False,3.5418,3.5119,3.5604,3.4893,3.4719,3.6023,3.515,3.5984,3.544,3.4891
1046,B,False,3.3537,3.3452,3.3148,3.3883,3.457,3.4024,3.4168,3.4232,3.4436,3.448
1047,B,True,2.8584,2.9188,3.0682,3.0667,2.991,2.9825,2.9913,2.9953,2.8996,3.0327
1048,B,False,1.9479,2.2397,2.4123,1.9469,1.938,2.5599,2.7268,2.7295,2.9216,2.7739
1049,B,True,3.7423,3.7649,3.7661,3.7231,3.7296,3.7805,3.7645,3.7786,3.7256,3.6725
1050,B,True,2.6601,2.7276,2.5645,2.6305,2.6258,2.5346,2.6083,2.447,2.4397,2.5788
1051,B,False,3.7361,3.7733,3.6858,3.7561,3.7021,3.6202,3.7047,3.6895,3.7273,3.5182
1052,B,False,4.0817,4.0999,4.1176,4.0772,4.0907,4.084,4.1061,4.1253,4.1833,4.2093
1053,B,False,3.7923,3.6059,3.5358,3.5373,3.6991,3.7676,3.5644,3.5621,3.4654,3.6685
1054,B,False,2.5646,2.8453,3.0476,3.0539,3.1855,2.2233,3.0655,2.9905,2.6763,3.1647
1055,B,True,3.0569,3.366,3.2538,3.16,3.3584,3.2795,3.2316,3.5735,3.2644,3.4538
1056,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1057,B,False,3.0665,2.6753,2.7495,2.754,2.788,3.1809,2.5422,2.208,2.1883,0.0
1058,B,True,3.7445,3.6788,3.8165,3.7753,3.7823,3.6868,3.9715,3.8142,3.7558,3.8803
1059,B,True,2.9842,2.6885,2.4875,3.1997,3.6684,3.6821,3.7479,3.7524,3.7697,3.7509
1060,B,True,4.4899,4.2895,4.2908,4.2285,4.0882,4.277,4.39,4.3866,4.346,4.3495
1061,B,False,2.5103,2.3447,2.3493,2.9055,2.8438,2.7124,2.6311,2.5743,2.6784,2.617
1062,B,False,3.8585,3.7974,3.831,3.9697,3.9241,3.8699,3.9862,3.9546,3.991,3.8907
1063,B,True,0.0,2.4915,2.3283,2.3259,2.3374,2.4193,0.0,0.0,2.1634,2.1777
1064,B,False,4.3032,4.3632,4.2414,3.9465,3.9573,4.2803,4.2074,3.931,4.2169,4.276
1065,B,False,4.0403,4.0341,4.0364,4.0533,4.0904,4.0863,4.0349,4.0904,4.0906,4.0833
1066,B,False,3.8142,3.7517,3.7596,3.8695,3.8016,3.768,3.8401,3.8192,3.8034,3.8218
1067,B,False,2.6121,0.0,1.9585,0.0,0.0,2.2846,0.0,0.0,0.0,0.0
1068,B,False,2.1768,2.1686,2.7003,3.0344,3.3197,2.5532,2.4786,2.1532,3.3938,3.1411
1069,B,True,3.9072,3.8539,3.9234,3.8646,3.9084,3.8383,3.7639,3.6682,3.5037,3.5707
1070,B,False,3.8117,3.8501,3.824,3.8018,3.7601,3.8002,3.8477,3.8202,3.7377,3.8067
1071,B,False,3.3553,3.3604,3.3996,3.4023,3.4032,3.4048,3.4098,3.4419,3.4101,3.418
1072,B,False,2.9717,3.0207,3.0012,3.0,3.0187,2.8475,2.898,2.9161,2.8577,2.971
1073,B,False,2.2149,2.2091,1.82,1.8142,1.8056,2.2683,0.0,2.0482,0.0,0.0
1074,B,False,3.4938,3.6449,3.2394,3.03,3.2975,3.6108,3.6304,3.1934,3.5868,3.6321
1075,B,True,4.5074,4.4054,4.4304,4.4549,4.3582,4.3116,4.319,4.2549,4.3324,4.5771
1076,B,False,3.4705,3.5456,3.5968,3.4241,3.4914,3.5873,3.5445,3.5992,3.6052,3.4802
1077,B,False,3.8158,3.7706,3.6906,3.5914,3.6969,3.7782,3.6554,3.6358,3.7073,3.9061
1078,B,False,2.6784,2.2414,2.2391,2.7604,2.8506,2.9009,2.6879,1.998,2.3378,2.3665
1079,B,False,3.1141,3.0125,3.2428,3.255,3.2333,3.2352,3.1508,3.0412,2.8793,2.968
