,FLARE_TYPE,COINCIDENCE,d_l_f_1,d_l_f_2,d_l_f_3,d_l_f_4,d_l_f_5,d_l_f_6,d_l_f_7,d_l_f_8,d_l_f_9,d_l_f_10
1194,B,True,91.71,88.665,89.867,90.909,92.575,89.803,95.041,88.843,91.943,86.75
1195,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1196,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1197,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1198,B,False,38.471,38.639,38.639,38.639,38.639,38.639,39.623,39.623,39.623,38.833
1199,B,False,106.31,106.03,105.99,104.76,105.39,104.52,105.08,105.66,104.95,105.74
1200,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1201,B,False,102.18,109.02,95.762,84.374,71.776,82.082,80.892,84.838,75.613,71.739
1202,B,False,218.0,218.91,220.02,219.42,220.13,221.14,220.65,220.63,220.63,220.62
1203,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1204,B,False,81.701,76.463,63.128,75.099,85.344,85.36,85.495,87.211,82.138,76.345
1205,B,False,19.026,18.028,18.028,17.029,0.0,86.331,86.977,86.977,88.888,88.6
1206,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1207,B,False,210.06,206.95,211.47,214.63,216.22,220.5,224.98,232.52,235.29,238.78
1208,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1209,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1210,B,False,92.279,92.014,92.049,91.38,90.132,90.72,88.218,89.479,89.205,85.994
1211,B,False,86.833,86.354,87.235,86.833,86.833,86.354,88.119,88.119,88.589,78.543
1212,B,True,23.592,23.677,23.587,22.714,22.009,22.468,21.587,21.84,21.739,0.0
1213,B,False,23.087,24.187,0.0,0.0,0.0,0.0,0.0,0.0,25.456,0.0
1214,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1215,B,False,154.25,154.61,153.55,154.28,154.57,154.03,152.64,154.22,153.77,153.92
1216,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1217,B,False,188.38,198.06,197.53,199.62,192.67,192.79,198.59,200.57,207.47,208.79
1218,B,False,147.61,150.9,150.75,149.28,148.48,150.78,149.63,151.78,156.13,157.18
1219,B,False,137.83,136.8,136.92,136.75,136.7,137.03,136.36,137.76,138.37,138.27
1220,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1221,B,False,242.64,243.28,243.88,239.67,237.76,238.96,237.69,236.37,240.07,241.51
1222,B,True,77.673,83.228,117.74,50.035,91.129,56.606,149.83,70.999,0.0,43.601
1223,B,False,101.02,102.02,103.08,104.12,104.12,105.17,104.17,104.17,104.17,102.92
1224,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1225,B,False,93.666,92.337,96.973,95.266,90.934,90.257,91.533,91.611,94.646,93.826
1226,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1227,B,False,19.416,20.0,19.209,20.0,18.439,18.601,18.868,18.868,19.698,0.0
1228,B,False,79.654,83.745,83.234,80.484,81.5,81.251,79.187,78.354,72.26,69.179
1229,B,True,252.4,253.84,252.95,254.41,254.06,252.89,252.48,251.63,250.99,251.54
1230,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1231,B,False,226.2,226.87,226.43,225.41,223.95,222.09,223.61,224.26,222.36,223.53
1232,B,False,108.67,110.32,106.3,105.35,106.58,109.55,111.97,16.279,14.318,15.524
1233,B,False,239.02,239.02,240.25,241.59,242.37,243.45,243.23,243.2,243.92,243.05
1234,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1235,B,False,79.076,17.804,17.804,18.439,18.439,18.439,17.692,18.439,18.601,18.439
1236,B,True,194.93,195.23,193.67,193.34,192.87,194.37,194.22,194.22,194.8,198.96
1237,B,False,75.822,76.485,77.156,77.833,77.795,79.209,80.61,80.61,80.61,0.0
1238,B,False,11.18,0.0,12.042,11.18,10.296,9.8489,9.4868,9.2195,0.0,0.0
1239,B,False,30.083,29.833,29.833,29.833,29.833,29.833,29.833,29.614,28.862,29.12
1240,B,False,107.44,108.42,110.4,108.96,110.83,111.2,111.59,113.05,112.73,113.58
1241,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1242,B,False,296.22,288.69,9.8489,0.0,8.9443,272.0,267.32,98.895,256.22,255.72
1243,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1244,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1245,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1246,B,False,133.52,134.18,134.37,133.63,134.9,133.53,132.96,133.51,132.85,132.86
1247,B,True,69.479,68.784,70.118,70.486,70.208,75.983,76.961,75.436,70.68,75.594
1248,B,True,183.13,183.13,184.1,183.34,185.07,186.16,186.2,187.27,187.0,187.38
1249,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1250,B,False,0.0,0.0,0.0,0.0,31.831,32.016,31.241,0.0,34.67,0.0
1251,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1252,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1253,B,False,351.49,354.68,356.16,358.24,356.95,355.71,356.77,359.6,362.58,363.47
1254,B,False,74.68,74.647,75.127,82.006,82.006,82.201,83.006,83.6,85.0,85.802
1255,B,False,80.994,0.0,82.62,83.356,82.198,82.342,58.293,72.235,68.497,67.194
1256,B,False,44.963,14.796,14.959,72.9,10.202,137.91,18.614,76.383,93.817,48.775
1257,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.705,11.402,0.0
1258,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1259,B,False,0.0,0.0,0.0,35.322,33.242,36.257,30.032,37.336,37.336,37.336
1260,B,False,98.858,99.85,99.85,99.985,100.98,100.98,100.98,101.83,101.83,102.83
1261,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1262,B,False,238.86,237.56,236.31,241.53,239.79,239.97,243.67,249.52,249.83,253.11
1263,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1264,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1265,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1266,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1267,B,True,170.72,170.07,170.21,170.21,170.21,171.01,171.6,171.6,171.6,171.6
1268,B,False,0.0,0.0,0.0,0.0,0.0,0.0,80.994,80.156,80.156,80.994
1269,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1270,B,False,139.66,139.53,140.04,140.13,142.12,144.41,145.02,147.27,147.81,148.01
1271,B,False,151.69,151.31,153.11,152.58,151.52,149.96,150.13,150.46,149.7,150.78
1272,B,False,9.2195,9.2195,10.198,0.0,13.153,13.038,13.038,13.153,13.038,13.038
1273,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1274,B,False,108.76,108.88,107.89,108.37,107.3,107.16,105.48,104.81,105.23,105.7
1275,B,False,17.029,18.028,18.028,17.029,17.029,17.029,16.031,0.0,0.0,17.0
1276,B,False,10.817,10.817,11.402,11.402,0.0,0.0,0.0,0.0,0.0,0.0
1277,B,False,10.77,10.77,10.296,9.8489,9.4868,0.0,0.0,0.0,0.0,0.0
1278,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1279,B,True,107.33,108.35,106.64,107.01,107.63,108.9,107.2,106.99,107.49,107.02
1280,B,False,191.02,191.32,193.23,191.97,192.92,194.18,195.44,196.09,196.09,197.04
1281,B,False,190.35,187.67,188.86,187.6,192.31,187.46,189.88,191.18,193.5,195.84
1282,B,False,255.09,259.14,261.09,259.14,260.67,258.63,259.61,261.98,263.02,268.94
1283,B,False,0.0,0.0,0.0,0.0,0.0,0.0,8.9443,8.544,0.0,0.0
1284,B,False,241.57,244.67,245.91,245.51,244.24,246.04,245.38,247.07,245.83,244.55
1285,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.804,21.84
1286,B,True,389.68,389.14,391.04,392.49,385.54,384.76,388.66,388.73,390.05,393.58
1287,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1288,B,False,87.426,87.32,87.384,87.595,89.142,88.577,88.074,88.811,88.688,88.42
1289,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1290,B,False,56.275,58.354,61.602,63.648,65.0,65.697,67.779,69.289,69.394,69.57
1291,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1292,B,False,263.28,264.96,267.83,270.63,271.85,272.13,269.63,272.48,276.77,275.15
1293,B,False,0.0,0.0,0.0,11.705,11.402,0.0,11.402,11.045,11.18,12.166
1294,B,False,300.3,301.61,302.41,267.5,245.38,255.32,255.53,305.29,83.02,260.49
1295,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1296,B,False,55.691,57.04,57.56,58.235,58.808,56.365,56.365,0.0,0.0,0.0
1297,B,False,77.916,77.635,73.993,71.821,72.763,72.725,70.883,71.512,69.588,69.851
1298,B,False,195.96,192.98,198.63,204.36,205.03,207.36,204.65,205.82,205.42,213.29
1299,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1300,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.762
1301,B,False,129.53,130.21,128.78,129.01,129.88,132.6,133.86,132.02,133.82,135.81
1302,B,False,190.81,193.54,193.66,193.56,193.63,194.22,190.58,191.19,191.2,191.31
1303,B,False,91.946,92.512,92.608,92.496,93.463,94.256,94.071,13.603,17.598,93.818
1304,B,False,114.88,115.32,115.84,116.38,115.62,116.37,116.03,116.76,117.65,117.15
1305,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1306,B,True,194.97,198.92,200.84,199.07,196.37,193.43,196.68,193.16,144.4,138.9
1307,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1308,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1309,B,False,179.66,181.0,181.73,179.78,181.31,179.36,178.5,180.47,181.37,182.3
1310,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1311,B,False,94.109,94.132,94.029,90.56,88.841,93.894,96.204,95.833,93.981,95.849
1312,B,False,387.96,389.68,389.14,391.04,392.49,385.54,384.76,388.66,388.73,390.05
1313,B,False,126.95,126.88,126.91,127.45,127.89,127.51,127.44,128.4,127.73,128.25
1314,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1315,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1316,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1317,B,False,500.5,489.82,484.68,485.68,476.51,483.8,482.58,496.29,480.22,452.33
1318,B,False,0.0,0.0,0.0,11.705,0.0,12.083,11.705,10.77,10.77,0.0
1319,B,False,103.8,104.97,105.64,105.97,107.44,108.42,110.4,108.96,110.83,111.2
1320,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1321,B,False,0.0,4.2426,3.6056,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1322,B,False,34.005,17.205,18.028,18.028,18.028,18.028,39.024,49.535,55.981,61.356
1323,B,False,219.13,212.17,214.41,210.73,207.6,214.62,209.11,206.3,213.4,215.5
1324,B,False,154.2,154.42,154.97,154.59,154.06,154.0,156.2,156.39,156.68,158.22
1325,B,False,98.615,98.732,99.725,100.72,101.6,101.71,101.71,101.71,101.6,102.59
1326,B,False,93.776,93.984,95.273,0.0,0.0,0.0,99.005,100.09,100.09,101.39
1327,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1328,B,False,136.26,136.83,137.25,136.02,136.23,134.46,135.22,135.27,138.46,138.05
1329,B,False,489.3,486.67,504.66,512.65,509.55,513.99,539.53,546.59,544.42,139.72
1330,B,False,0.0,0.0,23.022,0.0,0.0,24.083,0.0,0.0,0.0,0.0
1331,B,False,0.0,357.41,0.0,359.18,0.0,0.0,0.0,0.0,0.0,0.0
1332,B,False,244.05,243.33,242.7,242.9,243.2,243.13,242.47,241.96,241.47,240.97
1333,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1334,B,True,35.201,35.366,36.182,35.442,35.669,34.671,35.355,36.069,36.069,36.069
1335,B,False,69.896,87.287,76.743,100.26,142.22,97.085,116.76,115.92,105.13,99.71
1336,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1337,B,True,51.552,24.32,35.282,29.759,32.601,78.173,48.815,25.89,29.125,73.135
1338,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1339,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1340,B,False,139.92,139.29,140.29,141.79,143.04,143.99,144.37,144.8,147.37,142.26
1341,B,False,47.074,46.098,46.098,46.098,46.098,46.098,46.098,45.494,45.468,44.904
1342,B,False,12.488,20.65,8.2933,36.472,9.5947,47.588,46.737,17.572,18.995,11.849
1343,B,True,131.65,131.61,137.9,138.21,138.83,142.76,147.9,130.42,130.85,125.68
1344,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1345,B,False,181.37,180.06,180.35,181.95,181.18,181.73,180.77,182.21,183.96,183.96
1346,B,False,201.83,201.75,201.32,202.16,202.3,203.27,204.02,248.34,220.8,247.75
1347,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1348,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.03,82.006
1349,B,False,0.0,0.0,0.0,0.0,0.0,93.776,93.984,95.273,0.0,0.0
1350,B,False,75.275,76.26,82.892,79.883,77.471,82.955,88.433,81.701,76.463,63.128
1351,B,False,123.76,126.8,131.02,130.02,139.69,143.61,136.54,147.58,150.85,151.08
1352,B,True,40.268,39.976,7.0711,38.637,39.205,39.825,40.608,40.608,39.825,39.051
1353,B,False,159.84,161.2,160.39,160.01,161.61,160.6,168.56,168.19,169.87,163.03
1354,B,False,192.85,196.28,195.42,194.93,192.25,193.74,193.63,193.39,194.86,194.04
1355,B,False,142.5,142.14,144.26,144.66,143.9,142.89,142.95,142.85,144.55,145.93
1356,B,False,0.0,0.0,0.0,0.0,0.0,100.24,99.725,102.2,101.92,102.88
1357,B,True,113.68,112.68,113.32,113.47,110.89,114.6,116.06,113.73,114.13,110.57
1358,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1359,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1360,B,True,141.73,139.7,139.02,140.2,139.33,133.1,133.36,131.32,132.58,133.32
1361,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1363,B,False,18.811,20.047,17.082,15.811,46.567,24.187,91.782,0.0,82.65,79.534
1364,B,False,212.72,211.42,217.84,218.07,218.19,215.56,215.64,216.97,215.92,217.89
1365,B,True,679.86,683.63,686.7,735.76,697.01,694.71,0.0,0.0,0.0,776.23
1366,B,False,165.39,141.77,140.94,131.12,158.01,151.21,150.19,130.16,134.37,126.87
1367,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1368,B,False,97.854,99.482,101.4,101.78,103.82,105.48,106.57,106.57,107.67,108.78
1369,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1370,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,193.0,0.0
1371,B,False,124.64,125.54,126.12,127.01,127.42,125.47,125.95,125.82,125.25,124.67
1372,B,False,0.0,0.0,0.0,0.0,0.0,10.817,11.18,0.0,12.042,11.18
1373,B,False,183.55,182.96,184.1,184.54,182.38,182.41,180.73,182.9,181.74,183.42
1374,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1375,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1376,B,False,479.87,483.71,485.09,489.57,485.04,471.87,479.35,488.28,482.07,480.91
1377,B,True,120.67,120.67,120.58,120.65,120.37,120.54,120.61,119.78,120.79,121.19
1378,B,False,307.77,246.73,263.95,290.42,145.81,208.73,192.49,176.14,254.48,174.49
1379,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1380,B,False,141.39,141.05,141.07,142.82,143.29,145.2,145.77,145.34,145.78,146.91
1381,B,False,118.52,118.7,120.1,121.24,118.85,121.04,121.75,124.0,125.47,124.84
1382,B,False,248.9,247.37,247.84,248.49,248.45,248.72,249.48,248.34,247.53,247.41
1383,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1384,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1385,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1386,B,False,124.41,124.32,125.15,124.85,126.2,127.67,127.7,127.84,128.51,128.86
1387,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1388,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1389,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1390,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1391,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1392,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1393,B,False,0.0,103.97,103.97,77.48,106.1,106.08,104.66,103.95,0.0,0.0
1394,B,False,210.12,211.12,211.09,211.09,211.09,211.09,212.08,213.08,212.06,202.4
1395,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1396,B,True,34.67,33.838,33.838,0.0,35.0,51.2,60.374,78.262,71.197,71.197
1397,B,False,33.728,33.966,34.253,34.342,33.743,33.765,33.723,34.176,33.7,33.691
1398,B,True,97.042,98.046,98.082,98.082,98.082,99.081,99.182,99.126,100.18,84.16
1399,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1400,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1401,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1402,B,False,80.389,81.644,79.654,83.745,83.234,80.484,81.5,81.251,79.187,78.354
1403,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1404,B,False,185.91,191.39,189.04,184.22,185.5,198.56,191.75,205.24,206.85,198.03
1405,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1406,B,False,204.21,204.47,203.95,210.29,215.79,211.95,215.35,216.24,219.9,216.23
1407,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1408,B,False,536.47,536.58,536.47,537.06,536.18,535.16,535.9,535.76,536.1,536.81
1409,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1410,B,False,163.91,163.45,164.41,163.45,162.15,162.63,164.34,164.66,164.37,165.42
1411,B,False,37.943,38.939,38.828,38.892,38.387,38.487,38.378,38.197,38.186,38.825
1412,B,False,239.97,243.67,249.52,249.83,253.11,253.44,249.89,255.04,256.24,251.65
1413,B,False,0.0,0.0,196.03,0.0,0.0,0.0,0.0,217.92,201.55,0.0
1414,B,False,104.02,104.04,0.0,103.04,104.04,105.02,0.0,0.0,0.0,104.04
1415,B,False,35.057,35.128,35.128,35.128,35.128,35.057,35.057,34.887,35.057,35.057
1416,B,False,176.21,176.21,176.21,175.6,176.21,176.21,176.82,176.82,176.82,177.61
1417,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1418,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1419,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1420,B,False,8.0623,8.0623,7.2111,6.7082,6.4031,5.831,0.0,0.0,0.0,0.0
1421,B,False,110.01,48.148,139.76,125.13,111.1,125.89,112.38,121.54,88.991,134.32
1422,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1423,B,False,95.444,95.58,96.032,92.927,81.654,89.728,92.186,86.981,87.169,85.384
1424,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1425,B,False,344.07,341.3,340.48,339.01,339.46,337.88,336.15,336.12,335.36,332.57
1426,B,False,141.9,140.78,141.46,139.61,145.72,148.78,143.33,143.35,146.77,140.16
1427,B,False,137.35,138.16,134.08,132.86,128.4,129.07,129.0,129.68,130.39,130.21
1428,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1429,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1430,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1431,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1432,B,False,98.44,97.117,98.867,97.218,98.719,98.444,98.41,99.866,99.479,98.25
1433,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1434,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1435,B,False,9.0554,10.44,10.427,11.705,12.083,12.083,13.928,0.0,0.0,0.0
1436,B,False,48.247,49.666,49.072,49.229,49.428,51.375,54.148,50.394,54.148,55.145
1437,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1438,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1439,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1440,B,False,120.27,121.94,121.06,122.33,122.04,122.34,122.36,122.44,123.2,123.14
1441,B,False,637.66,656.68,660.13,651.79,645.87,643.77,640.36,636.79,651.04,644.09
1442,B,False,55.67,55.759,55.458,55.327,54.231,56.572,55.392,55.202,55.275,55.254
1443,B,False,210.28,210.28,210.46,212.43,212.43,213.23,213.23,213.41,213.41,214.33
1444,B,False,41.11,41.195,64.36,56.282,55.041,57.293,52.903,55.134,48.393,50.859
1445,B,True,76.769,76.498,76.573,76.52,59.969,63.656,77.666,77.666,59.306,77.243
1446,B,False,120.01,121.02,120.97,121.75,121.55,121.68,123.92,123.55,123.5,122.96
1447,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1448,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1449,B,False,139.11,139.78,140.1,139.71,140.9,144.21,142.09,142.55,142.81,144.0
1450,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1451,B,False,142.89,165.76,126.97,48.356,126.95,136.05,99.515,125.77,142.24,104.09
1452,B,True,25.495,25.495,25.495,25.495,24.759,24.759,60.784,56.713,25.456,0.0
1453,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1454,B,False,262.92,261.14,260.3,259.59,261.32,262.86,264.44,264.55,264.82,265.47
1455,B,False,88.028,89.25,87.698,87.566,89.166,89.97,91.333,91.876,92.158,94.328
1456,B,False,126.27,123.6,120.0,123.81,132.36,132.75,135.54,130.19,130.14,129.6
1457,B,False,377.96,376.88,312.05,377.97,378.51,378.64,0.0,375.11,0.0,374.81
1458,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1459,B,True,111.04,0.0,0.0,112.02,106.47,0.0,108.76,107.56,0.0,0.0
1460,B,False,121.95,125.72,126.14,127.05,127.05,127.48,113.86,114.13,128.38,114.44
1461,B,False,158.92,159.9,156.6,158.91,161.64,164.13,162.89,163.7,162.05,163.74
1462,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1463,B,False,86.29,98.267,98.559,96.062,81.7,99.273,93.766,78.648,79.795,94.807
1464,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1465,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1466,B,True,197.09,197.06,198.06,198.06,199.06,200.06,200.04,200.06,200.04,200.04
1467,B,False,20.616,20.616,20.881,20.881,20.616,20.616,20.616,20.616,20.616,20.616
1468,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1469,B,False,265.76,263.04,268.98,267.63,267.12,265.76,267.57,266.61,258.29,257.71
1470,B,False,88.441,87.385,87.966,88.955,89.764,89.499,90.523,90.577,90.891,91.504
1471,B,False,0.0,0.0,0.0,0.0,46.519,45.188,162.74,148.18,143.18,140.44
1472,B,False,120.77,119.83,74.571,119.71,119.01,88.378,60.61,43.233,16.971,15.556
1473,B,False,41.104,41.012,41.012,42.012,42.012,42.048,42.012,42.048,42.048,42.012
1474,B,False,0.0,0.0,18.248,18.028,18.111,18.0,18.111,18.248,18.111,18.111
1475,B,True,0.0,0.0,0.0,21.401,22.204,22.204,20.809,0.0,20.809,20.809
1476,B,False,214.12,216.21,224.62,219.67,193.74,193.74,192.84,194.16,195.07,194.16
1477,B,False,24.759,23.345,24.839,264.06,264.19,260.43,259.59,262.11,263.8,261.11
1478,B,False,28.16,28.862,27.893,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1479,B,False,27.731,31.068,26.401,30.871,9.6773,11.446,35.234,29.62,36.014,39.035
1480,B,False,15.232,15.232,16.155,264.08,16.492,15.524,227.73,223.07,221.32,221.05
1481,B,True,7.2843,0.0,11.182,38.782,14.78,0.0,25.975,10.668,0.0,23.854
1482,B,False,105.35,108.98,109.96,104.89,102.13,100.57,100.42,100.11,105.2,106.81
1483,B,False,196.14,196.7,196.31,196.52,197.99,196.76,198.81,198.6,199.25,197.97
1484,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1485,B,False,13.407,12.373,15.911,13.086,14.191,15.922,13.303,16.184,14.522,12.894
1486,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1487,B,False,70.153,80.62,44.747,71.098,85.541,59.112,83.104,88.727,83.683,85.626
1488,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
