,FLARE_TYPE,COINCIDENCE,SHRGT45_1,SHRGT45_2,SHRGT45_3,SHRGT45_4,SHRGT45_5,SHRGT45_6,SHRGT45_7,SHRGT45_8,SHRGT45_9,SHRGT45_10
1207,B,False,51.174,50.865,51.298,52.869,54.113,54.543,53.843,56.307,56.289,57.615
1208,B,True,5.0585,5.1841,5.2964,5.85,6.0437,6.1902,6.5332,7.1131,6.659,7.0068
1209,B,True,3.4181,3.3681,4.0125,3.2781,2.7724,3.5579,3.3372,3.4523,3.7891,4.1973
1210,B,False,28.835,27.893,28.175,28.248,26.94,29.059,26.327,25.627,27.107,25.381
1211,B,False,11.022,11.27,8.058,7.7617,11.006,11.839,11.543,12.39,8.1516,9.9882
1212,B,True,3.8466,4.1,3.7716,4.0519,4.2717,4.6018,4.5909,4.3934,4.1307,4.6298
1213,B,False,65.744,66.004,65.635,65.73,66.647,65.429,65.185,65.185,65.427,65.506
1214,B,False,3.6929,3.3111,2.8199,2.8383,3.6892,3.3564,3.9428,3.2183,3.7172,3.1523
1215,B,False,47.27,46.988,47.43,47.311,48.151,48.262,48.761,49.332,49.239,48.993
1216,B,False,0.48501,0.80285,1.3761,0.62735,0.98928,0.58431,1.1608,1.9506,2.2636,1.5716
1217,B,False,15.489,15.11,14.898,14.62,14.733,14.91,14.846,14.981,15.034,14.794
1218,B,False,32.754,31.61,31.168,30.389,32.062,33.081,33.236,33.81,34.735,34.851
1219,B,False,29.421,29.193,29.76,29.605,29.109,29.234,29.865,29.117,28.699,29.471
1220,B,True,14.714,14.981,14.721,14.5,14.473,13.555,14.088,13.298,13.731,13.813
1221,B,False,32.702,32.117,31.635,32.98,32.854,31.818,29.936,30.621,30.852,30.03
1222,B,True,21.14,20.094,18.588,21.841,21.254,21.335,20.331,21.087,17.099,18.909
1223,B,False,18.924,21.707,18.581,23.348,25.853,25.959,22.288,22.694,20.747,19.097
1224,B,True,16.687,15.621,15.515,14.065,15.439,16.51,16.764,15.531,17.138,16.532
1225,B,False,22.413,21.543,21.686,21.891,20.705,20.412,22.423,21.899,21.287,20.337
1226,B,False,31.495,31.404,30.578,30.744,31.094,31.588,31.424,30.534,30.657,30.357
1227,B,False,10.126,9.0076,9.4102,10.226,9.0909,9.4178,10.952,10.022,10.206,11.819
1228,B,False,14.641,15.58,16.805,17.267,16.902,18.233,17.83,17.825,18.925,17.99
1229,B,True,40.799,40.554,42.159,41.384,41.247,42.289,41.691,42.692,41.68,41.801
1230,B,False,7.1003,8.4978,6.6667,7.4778,7.1548,8.5941,11.57,14.604,17.155,15.871
1231,B,False,37.254,36.651,36.975,37.29,36.698,36.936,36.616,37.227,37.731,36.966
1232,B,False,10.834,9.8867,11.593,10.601,10.657,9.4858,10.632,8.4685,8.8898,9.0662
1233,B,False,28.466,28.695,27.809,27.737,27.685,27.998,28.306,28.617,28.674,27.7
1234,B,False,2.1536,2.317,3.3915,1.6175,2.1875,1.8438,1.1455,2.1531,2.1465,2.611
1235,B,False,35.024,34.499,33.4,37.768,34.723,33.775,34.135,29.095,30.199,33.165
1236,B,True,3.4556,3.8576,2.7147,3.0665,3.39,4.1927,5.1864,4.3938,4.9479,4.2235
1237,B,False,24.256,23.893,24.545,25.105,22.724,21.837,24.664,24.732,23.219,22.292
1238,B,False,45.077,41.24,40.692,36.655,36.396,43.201,38.955,36.159,35.694,39.989
1239,B,False,17.654,17.273,17.777,18.016,17.136,16.845,16.692,16.351,15.898,16.743
1240,B,False,20.29,20.138,19.688,21.24,20.11,21.052,19.618,20.967,20.113,20.109
1241,B,False,0.67636,0.57155,0.57029,0.54388,0.53912,0.48805,0.64484,0.67273,0.51085,0.4638
1242,B,False,45.384,49.472,49.658,49.932,48.407,49.741,48.851,46.947,48.421,49.848
1243,B,False,6.2783,6.7147,6.8601,6.6579,6.4012,6.4655,6.2476,5.5748,5.7161,6.287
1244,B,False,3.2911,3.6968,4.3961,2.9113,3.8432,3.2184,3.0894,3.1878,3.3948,3.1986
1245,B,False,0.5814,0.58442,0.41074,0.69009,0.50939,0.3714,0.30423,0.81843,1.3534,1.0551
1246,B,False,16.843,16.688,17.451,18.999,19.682,19.984,20.32,19.174,19.895,19.256
1247,B,True,9.0713,8.4759,8.2262,8.4644,8.3556,7.4574,7.7703,7.4021,7.7731,7.7776
1248,B,True,50.039,50.39,50.242,50.044,50.127,50.1,49.941,49.06,49.921,50.515
1249,B,False,0.12445,0.013852,0.098287,0.070512,0.085592,0.31587,0.16631,0.14995,0.34093,0.14361
1250,B,False,47.839,47.372,47.094,47.239,46.788,47.082,47.002,47.347,47.264,47.116
1251,B,False,7.6555,6.5987,7.0707,6.4794,3.7275,5.1817,5.1847,3.2075,4.9727,5.2789
1252,B,False,8.1241,8.3266,8.3401,7.3907,7.3151,7.1818,8.2738,7.4796,7.5675,8.1257
1253,B,False,43.868,44.074,43.237,42.601,42.822,42.127,41.324,41.941,41.738,42.158
1254,B,False,26.238,28.541,24.982,22.48,24.578,22.631,22.81,21.761,19.944,19.729
1255,B,False,33.375,39.255,42.105,40.171,40.763,39.896,39.445,38.219,38.38,37.226
1256,B,False,5.6787,6.248,5.005,4.717,5.1996,6.9816,4.8569,5.2882,5.5178,5.6009
1257,B,True,0.79063,0.91013,0.83209,0.80968,0.93179,0.76802,1.0689,0.90251,0.99538,1.2877
1258,B,False,30.608,31.041,30.864,30.167,30.124,29.929,29.416,29.089,29.021,27.534
1259,B,False,33.219,33.705,33.007,33.298,32.545,32.05,32.032,32.69,32.922,33.012
1260,B,False,36.58,36.839,35.954,37.592,39.005,40.531,34.65,33.156,34.203,32.967
1261,B,True,19.466,20.581,21.177,20.646,19.26,21.238,20.206,19.953,20.949,20.446
1262,B,False,41.803,41.909,41.953,40.988,41.362,41.931,40.363,40.676,40.522,39.929
1263,B,False,32.663,33.761,33.443,33.075,33.323,33.517,33.391,32.58,32.567,32.829
1264,B,False,2.8476,4.4118,4.0486,4.3033,4.8828,5.2065,6.8266,3.8536,4.2169,3.2374
1265,B,False,8.6397,8.5678,9.0192,9.7309,10.055,10.155,9.3317,9.6149,9.2091,10.106
1266,B,False,2.878,2.0664,1.822,3.4509,2.9325,3.2183,2.9889,2.5193,2.3088,2.2891
1267,B,True,27.009,27.613,27.476,27.562,27.569,27.559,28.053,28.15,28.573,28.849
1268,B,False,37.894,38.74,39.959,40.144,41.087,42.59,38.434,40.397,41.568,40.922
1269,B,False,34.896,36.249,35.02,34.607,33.566,34.539,34.74,33.575,35.139,35.641
1270,B,False,18.602,20.097,19.665,18.706,19.996,19.904,19.297,19.745,18.846,18.824
1271,B,False,30.882,30.25,29.973,30.892,30.693,30.058,29.616,29.113,28.665,28.643
1272,B,False,10.256,9.2528,9.38,9.5018,9.9411,10.768,10.134,11.261,9.3986,10.141
1273,B,True,11.189,11.435,10.819,9.8453,12.201,9.9786,11.7,11.763,11.404,10.818
1274,B,False,12.701,12.82,13.839,13.901,13.175,12.991,12.544,13.249,13.394,14.059
1275,B,False,12.274,12.944,12.955,13.804,13.192,14.063,11.486,11.26,15.529,16.143
1276,B,False,6.2315,5.5612,6.0314,6.4338,5.4673,5.8413,6.0921,5.2838,5.4276,5.3274
1277,B,False,13.967,13.271,11.125,8.7708,12.055,11.863,14.11,14.017,12.004,12.022
1278,B,False,20.063,20.102,19.714,20.09,20.14,20.348,20.775,19.802,21.479,22.142
1279,B,True,29.857,29.885,30.166,31.8,29.699,30.966,31.329,28.966,31.241,31.552
1280,B,False,17.59,17.594,17.991,18.041,17.888,19.225,17.555,17.912,17.35,17.138
1281,B,False,43.669,42.52,43.065,43.388,44.518,44.798,45.509,46.974,47.993,48.071
1282,B,False,13.762,14.11,13.907,14.279,14.231,13.896,14.191,14.41,13.69,14.208
1283,B,False,9.228,8.4181,9.001,7.1235,9.0316,5.8236,5.611,7.7258,7.6657,7.8236
1284,B,False,43.615,43.534,42.167,40.414,44.818,43.17,42.213,43.066,45.905,46.213
1285,B,False,55.01,54.511,54.997,54.758,54.54,54.434,54.418,54.348,53.208,52.706
1286,B,True,38.38,38.447,38.527,38.621,38.042,37.396,36.701,36.587,36.313,35.614
1287,B,False,2.7237,2.534,3.5661,4.1214,3.1191,4.0717,4.5626,4.1379,4.4181,3.5484
1288,B,False,35.389,34.353,32.607,30.533,29.432,29.975,27.266,28.024,27.651,27.318
1289,B,False,0.019387,0.039078,0.074864,0.0,0.20885,0.038842,0.019301,0.0387,0.0,0.0
1290,B,False,21.833,22.007,25.358,23.509,24.284,28.313,26.524,25.706,29.031,26.886
1291,B,False,31.159,31.1,29.169,29.707,30.122,28.688,28.738,28.379,28.872,26.483
1292,B,False,43.074,43.187,44.741,44.065,44.153,44.111,44.292,44.214,43.589,44.607
1293,B,False,0.93179,0.76802,1.0689,0.90251,0.99538,1.2877,1.5596,0.93227,1.2271,0.95333
1294,B,False,18.388,18.578,18.205,18.223,18.492,18.784,19.11,19.263,18.733,18.708
1295,B,False,6.6377,6.842,5.624,6.702,7.1284,5.7041,5.9488,6.4405,6.0049,6.4289
1296,B,False,17.804,21.79,22.345,17.502,14.833,12.873,17.914,12.671,15.855,16.895
1297,B,False,25.684,26.241,27.153,26.081,27.036,28.037,26.731,27.016,26.513,25.781
1298,B,False,30.114,30.536,31.507,31.743,31.888,31.829,32.065,32.088,31.794,32.646
1299,B,False,26.422,25.492,26.118,26.113,24.972,25.402,25.285,24.619,24.772,25.393
1300,B,False,33.083,28.164,34.334,40.499,40.025,40.629,37.528,35.743,33.888,31.941
1301,B,False,25.504,26.987,26.073,26.405,25.306,24.6,25.767,25.875,25.995,23.36
1302,B,False,27.973,25.772,26.778,28.182,27.202,27.937,27.39,28.374,28.759,29.193
1303,B,False,10.03,9.8116,9.209,11.193,11.544,11.242,10.946,11.007,11.318,10.689
1304,B,False,48.278,49.098,50.726,50.79,51.515,53.251,53.436,51.827,50.77,52.121
1305,B,False,2.6205,3.1944,3.2973,3.5827,4.7386,4.5664,3.731,4.3962,6.0735,5.0945
1306,B,True,16.669,15.081,14.755,13.994,14.048,13.873,13.559,13.883,13.455,13.432
1307,B,True,5.8426,4.3292,2.8571,3.2392,3.6433,2.7268,2.7138,4.0165,4.0185,3.1183
1308,B,True,4.4444,0.60606,0.0,6.4356,0.0,0.0,7.2961,5.2045,5.614,10.239
1309,B,False,43.912,43.611,42.63,42.822,42.482,43.488,43.26,44.553,45.054,42.911
1310,B,False,5.4564,5.6551,5.3937,5.4594,4.99,5.17,5.8608,5.6081,5.0925,5.6088
1311,B,False,13.861,12.336,13.086,12.511,13.864,15.029,13.05,12.881,14.094,14.938
1312,B,False,38.669,38.38,38.447,38.527,38.621,38.042,37.396,36.701,36.587,36.313
1313,B,False,37.727,36.989,37.101,36.737,35.808,36.564,36.722,36.619,37.939,37.482
1314,B,False,35.085,34.036,36.613,36.314,35.943,34.287,34.641,37.203,34.287,31.182
1315,B,False,24.415,23.003,24.064,24.264,23.741,23.828,23.266,23.262,23.786,22.8
1316,B,False,36.143,35.164,35.025,35.545,35.721,35.515,34.009,34.703,34.326,35.214
1317,B,False,13.641,12.84,13.113,13.378,12.565,12.757,13.169,13.101,13.454,13.057
1318,B,False,15.218,16.62,17.4,17.958,18.437,19.991,21.008,17.878,16.618,17.153
1319,B,False,20.406,18.552,19.225,18.071,20.29,20.138,19.688,21.24,20.11,21.052
1320,B,False,0.403,0.36057,0.41415,0.43477,0.36554,0.46622,0.40441,0.44985,0.46064,0.35312
1321,B,False,50.812,52.487,48.152,49.751,47.39,47.29,49.916,45.765,49.016,47.246
1322,B,False,29.408,28.587,29.263,27.81,28.672,28.069,27.71,27.832,27.67,27.107
1323,B,False,22.689,21.949,21.303,22.026,21.422,20.254,21.619,20.785,21.278,20.596
1324,B,False,45.125,46.004,44.908,45.008,47.043,48.264,48.937,48.868,48.733,48.895
1325,B,False,8.725,8.7165,8.631,9.122,9.0921,9.0109,10.063,10.46,9.2813,9.9108
1326,B,False,14.826,13.563,15.128,22.132,19.403,19.639,16.367,16.0,22.967,18.411
1327,B,False,3.8857,4.8248,5.5118,4.9065,5.6243,5.3081,7.0645,5.9376,6.5877,5.9704
1328,B,False,18.846,18.821,18.669,17.583,18.496,17.912,16.882,16.922,17.139,18.423
1329,B,False,35.91,34.751,35.103,33.831,34.471,35.265,35.062,35.231,35.618,34.401
1330,B,False,5.6517,6.0063,6.0178,5.6954,5.577,5.2587,5.235,5.2088,5.0533,5.2635
1331,B,False,15.105,13.055,11.989,11.354,10.733,8.8446,9.0984,10.232,8.6469,7.9807
1332,B,False,31.866,31.909,31.124,31.473,31.725,31.965,32.025,32.013,32.343,32.434
1333,B,False,4.0035,4.3315,5.4254,3.179,3.8012,4.5799,3.0446,7.0256,4.9315,3.8455
1334,B,True,13.432,12.661,13.83,13.247,12.751,13.231,11.947,12.39,11.881,12.314
1335,B,False,41.27,40.972,40.585,41.525,42.018,39.042,40.467,40.043,40.592,37.643
1336,B,False,4.6239,4.4536,4.6093,4.4934,3.3857,3.9744,3.8137,3.6378,4.154,3.8198
1337,B,True,20.508,19.538,20.819,19.532,21.486,20.03,19.726,20.515,19.798,18.936
1338,B,False,0.99683,1.1426,1.2815,0.94467,1.2454,0.88677,0.88814,1.2916,1.0511,0.9434
1339,B,False,9.8214,14.147,12.028,12.874,7.888,8.493,9.71,6.4144,9.1405,7.2529
1340,B,False,26.044,25.335,24.625,23.15,26.019,28.053,26.615,27.558,26.426,24.751
1341,B,False,16.114,16.067,16.068,15.6,15.597,16.257,16.043,16.773,16.916,16.846
1342,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1343,B,True,13.793,13.45,14.517,15.329,15.526,15.962,15.063,14.27,15.508,16.423
1344,B,False,30.364,30.343,30.353,30.456,30.981,31.034,30.991,31.58,30.976,31.536
1345,B,False,12.238,11.846,11.571,11.498,11.337,11.922,11.414,12.103,11.5,11.713
1346,B,False,17.482,17.851,16.886,16.688,17.303,17.452,18.069,17.54,17.949,17.824
1347,B,True,6.8913,7.0644,7.7901,9.6037,10.632,12.349,9.8226,11.283,7.9529,8.2569
1348,B,True,47.314,44.514,42.417,42.994,43.111,41.922,41.202,42.015,40.128,37.047
1349,B,False,19.963,13.724,12.615,12.19,13.519,14.826,13.563,15.128,22.132,19.403
1350,B,False,12.719,12.266,12.645,13.677,13.112,13.55,13.526,15.135,14.08,13.642
1351,B,False,23.706,23.052,23.926,24.049,23.77,23.328,25.582,24.51,26.962,26.239
1352,B,True,17.03,20.209,21.154,17.373,21.027,17.605,17.473,19.155,14.367,18.286
1353,B,False,21.038,20.085,19.771,19.932,19.972,19.691,18.611,19.584,20.135,20.433
1354,B,False,28.333,27.71,27.428,28.062,29.143,29.431,28.438,27.8,28.442,27.433
1355,B,False,28.856,29.481,28.59,29.737,28.834,29.102,28.266,27.453,28.61,28.597
1356,B,False,33.777,28.911,34.981,33.893,37.867,37.886,34.693,29.715,30.749,27.809
1357,B,True,14.795,14.786,15.421,14.416,14.489,14.919,13.117,15.412,15.59,14.561
1358,B,True,13.019,9.1811,8.805,8.9837,11.182,13.077,8.0085,11.51,7.444,4.98
1359,B,True,2.2618,3.4061,2.0,2.0101,2.0357,2.8805,5.1106,2.7147,3.1687,3.8034
1360,B,True,22.043,22.14,22.949,23.205,23.202,22.865,22.449,22.173,22.35,22.434
1361,B,False,2.454,2.5974,2.2727,2.9972,2.0187,2.4878,2.2222,2.6559,2.9474,2.3285
1362,B,False,12.661,9.309,10.974,11.146,10.76,8.7155,11.775,7.7715,10.542,7.9433
1363,B,False,18.359,17.786,17.793,20.022,19.422,18.994,20.136,20.78,21.177,20.492
1364,B,False,44.106,43.542,45.663,44.372,44.54,44.279,45.046,43.543,41.696,41.976
1365,B,True,11.121,10.205,11.591,12.561,10.651,12.998,11.659,11.185,12.298,12.867
1366,B,False,17.925,19.108,19.216,18.577,19.003,19.434,18.867,19.296,19.318,20.202
1367,B,False,5.1341,4.4794,3.6826,3.7177,3.9646,3.5344,4.4026,3.7863,3.6717,4.7113
1368,B,False,23.24,25.0,21.781,21.583,23.646,26.305,25.323,26.665,24.41,23.474
1369,B,False,0.76492,0.96251,1.6161,0.1494,0.14955,0.39196,1.1321,1.0705,0.89166,0.96419
1370,B,True,16.256,15.927,13.788,12.618,12.782,12.958,13.562,15.513,13.859,15.112
1371,B,False,24.472,24.16,24.309,24.513,24.514,24.127,24.221,24.365,25.145,25.109
1372,B,False,54.757,48.123,40.747,43.258,43.997,44.397,45.077,41.24,40.692,36.655
1373,B,False,44.724,45.093,44.541,44.181,44.486,44.617,44.67,44.335,43.582,43.919
1374,B,False,22.115,21.501,21.949,22.946,20.956,22.564,22.739,21.825,20.768,21.875
1375,B,False,14.349,13.253,14.416,13.756,14.193,14.57,14.74,15.57,15.973,14.535
1376,B,False,20.142,20.232,20.147,20.069,19.92,19.923,19.801,19.971,19.849,19.681
1377,B,True,22.112,24.001,23.268,23.359,22.581,21.708,21.8,23.527,21.438,22.24
1378,B,False,14.08,14.339,16.644,14.302,14.688,15.107,15.365,14.416,14.92,15.087
1379,B,True,17.555,16.44,16.408,17.025,16.932,16.619,17.394,16.847,17.302,16.982
1380,B,False,6.2439,6.3026,7.1752,7.536,6.8706,6.495,5.2286,5.3149,4.37,4.8302
1381,B,False,17.501,16.065,16.915,16.684,20.425,20.026,17.98,20.276,19.431,18.041
1382,B,False,19.995,19.836,19.532,19.768,18.647,20.101,20.409,19.216,19.488,18.646
1383,B,False,7.8695,9.4503,7.4396,9.9405,5.6138,5.11,7.8796,5.3642,5.0265,7.9596
1384,B,False,43.972,43.273,43.706,42.048,43.719,44.094,42.825,41.826,42.963,40.95
1385,B,False,3.4181,3.3681,4.0125,3.2781,2.7724,3.5579,3.3372,3.4523,3.7891,4.1973
1386,B,False,14.124,15.541,15.467,16.202,15.136,15.266,15.414,17.347,17.912,17.594
1387,B,False,4.5679,6.4516,4.181,5.5884,7.5685,7.9324,7.0985,6.3153,5.6604,5.867
1388,B,False,26.422,26.746,26.822,26.504,26.557,26.222,25.734,25.306,25.236,24.749
1389,B,False,36.07,35.815,35.646,35.625,35.919,36.29,35.946,36.321,35.797,35.534
1390,B,False,0.59654,0.59134,0.66198,0.80829,0.66084,0.45583,0.51077,0.22401,0.36044,0.38262
1391,B,False,17.234,17.682,16.25,16.952,19.176,17.612,18.43,18.394,16.744,17.729
1392,B,False,5.5321,5.802,5.2999,4.7084,6.0518,7.4466,8.0346,8.4203,8.3352,8.6176
1393,B,False,17.13,18.58,18.505,18.635,18.459,18.504,18.022,17.898,17.6,18.762
1394,B,False,6.5723,7.0933,7.2925,7.1534,7.3115,7.402,8.3429,8.6155,7.8286,6.7684
1395,B,False,8.3862,7.6961,7.759,8.1736,8.427,7.7208,7.9693,6.9544,7.0842,7.4213
1396,B,True,21.166,21.525,20.475,22.253,23.74,24.869,21.765,22.131,22.486,22.447
1397,B,False,9.4157,9.451,9.1701,9.2513,8.9689,9.6767,8.983,9.921,9.9438,10.573
1398,B,True,37.266,33.085,34.516,35.556,34.244,33.743,34.803,37.402,39.652,43.881
1399,B,True,3.103,2.9424,3.684,4.3028,3.4181,3.3681,4.0125,3.2781,2.7724,3.5579
1400,B,True,1.3256,1.7043,1.8137,1.8399,1.3841,2.2889,2.3256,1.7116,1.6498,1.4545
1401,B,False,7.565,9.276,11.392,13.841,10.024,13.872,11.111,6.1538,7.9245,5.3165
1402,B,False,16.366,15.049,14.641,15.58,16.805,17.267,16.902,18.233,17.83,17.825
1403,B,False,0.53214,0.65706,0.92807,0.74922,0.74704,0.56806,0.86644,0.96822,0.51151,0.58901
1404,B,False,11.027,11.078,11.09,11.132,11.345,11.118,11.717,11.875,11.505,11.619
1405,B,False,1.2541,2.6543,2.5966,2.5187,3.481,2.83,2.9757,3.1694,2.7521,3.3982
1406,B,False,11.612,12.095,12.592,12.202,11.419,11.768,11.511,11.594,11.315,11.753
1407,B,False,51.768,51.92,52.341,52.706,52.644,52.274,52.178,53.169,53.158,53.932
1408,B,False,23.163,23.598,23.255,23.473,23.575,24.064,23.877,24.173,23.714,24.081
1409,B,False,11.929,30.326,23.704,16.996,25.618,32.834,26.905,29.635,28.44,28.812
1410,B,False,38.897,37.938,37.311,39.423,38.981,38.013,38.623,39.955,37.749,38.167
1411,B,False,37.938,38.988,39.129,39.081,39.367,39.115,39.563,40.216,41.307,41.798
1412,B,False,41.931,40.363,40.676,40.522,39.929,40.002,39.0,38.57,38.337,38.414
1413,B,False,47.246,51.794,61.825,54.854,49.23,46.868,50.337,53.177,37.6,42.07
1414,B,False,24.584,24.294,23.699,23.519,23.019,21.726,22.486,25.896,24.717,25.238
1415,B,False,36.298,36.616,36.191,36.304,36.214,36.787,36.562,37.312,38.104,38.01
1416,B,False,32.856,32.806,33.062,33.94,34.493,34.198,34.534,34.511,35.399,34.894
1417,B,False,16.651,13.0,16.434,17.167,13.816,10.438,9.4017,6.8932,12.625,10.827
1418,B,False,3.5895,3.3808,3.2861,2.9959,3.6759,2.9092,2.6824,2.9667,2.8411,2.3908
1419,B,False,3.2429,3.3182,4.2387,3.9265,3.7599,3.9587,4.9656,5.7667,6.3744,5.6137
1420,B,False,1.0395,0.99382,0.92706,0.73148,0.89103,0.94261,0.90695,0.92065,0.77706,0.93096
1421,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1422,B,False,6.3712,7.3383,5.8824,7.4878,6.8809,7.2063,6.0676,6.9176,5.6537,5.3702
1423,B,False,27.433,27.549,27.893,27.582,27.582,27.497,28.117,28.706,28.449,28.456
1424,B,False,4.3296,4.4082,4.4505,4.899,4.0963,4.4603,4.3951,4.3573,4.6331,5.791
1425,B,False,51.21,51.424,51.785,51.992,51.779,52.304,52.546,52.758,52.794,52.678
1426,B,False,19.495,19.948,19.552,18.431,19.037,18.308,18.485,18.321,17.893,18.036
1427,B,False,24.01,25.675,23.796,27.438,28.271,29.724,31.475,38.136,35.482,35.456
1428,B,False,16.25,16.952,19.176,17.612,18.43,18.394,16.744,17.729,16.446,15.963
1429,B,False,63.756,63.206,62.958,63.247,64.467,63.964,63.909,63.052,62.556,62.996
1430,B,False,17.612,18.43,18.394,16.744,17.729,16.446,15.963,16.649,19.144,17.477
1431,B,False,3.8781,3.9056,3.4609,1.785,3.0714,2.3441,3.3156,3.3761,3.3737,3.049
1432,B,False,12.31,12.249,12.609,12.354,13.429,12.827,13.404,13.226,13.866,14.027
1433,B,False,45.845,47.525,47.37,47.781,48.422,47.883,49.88,47.12,47.921,47.734
1434,B,False,15.513,14.651,11.813,11.244,11.68,11.314,13.32,13.357,12.243,10.48
1435,B,False,29.056,27.771,27.082,27.877,27.49,29.429,29.55,29.47,28.1,29.28
1436,B,False,40.14,40.394,41.334,41.156,40.985,41.481,40.698,40.401,40.787,41.839
1437,B,False,3.4057,2.7042,3.9055,2.9285,2.7276,1.4839,3.5227,1.6482,2.6167,3.2824
1438,B,False,3.7037,4.2918,4.0586,4.4271,4.2254,3.9948,4.0661,4.764,3.7587,5.0272
1439,B,False,41.925,37.514,42.139,35.997,32.741,32.76,32.025,28.674,30.408,29.041
1440,B,False,24.858,26.015,25.221,23.653,23.245,21.708,20.917,19.462,19.879,17.525
1441,B,False,12.565,12.675,12.983,12.742,13.114,12.647,13.126,12.666,12.682,12.078
1442,B,False,33.994,34.161,34.677,34.074,33.915,33.71,33.838,33.917,34.076,33.464
1443,B,False,10.599,10.508,10.673,10.481,11.008,10.704,10.21,9.8888,9.9562,10.09
1444,B,False,10.543,9.5506,10.114,10.027,10.913,10.609,10.942,11.991,11.718,11.268
1445,B,True,40.26,40.472,40.014,39.432,40.345,39.809,40.292,39.934,40.571,41.232
1446,B,False,42.618,43.614,43.815,44.285,43.866,44.607,43.913,43.83,45.264,45.078
1447,B,False,5.7107,3.6615,6.255,3.1676,2.6362,3.1481,2.6216,3.1708,1.5732,1.2541
1448,B,True,1.269,2.0288,1.4073,1.2383,2.3911,2.047,3.613,2.6481,2.4384,2.1493
1449,B,False,17.403,17.7,16.94,17.3,18.439,19.01,17.909,18.128,18.861,19.688
1450,B,False,5.2964,5.85,6.0437,6.1902,6.5332,7.1131,6.659,7.0068,7.8575,7.7898
1451,B,False,32.337,34.474,32.146,32.582,30.917,29.211,35.584,28.813,26.813,28.763
1452,B,True,6.8444,7.6272,7.1881,7.5813,7.0164,7.116,7.3555,7.6168,7.4118,7.3444
1453,B,False,2.6813,2.8401,2.6187,2.9313,3.2373,3.1374,3.2208,3.1373,4.0476,3.4573
1454,B,False,47.331,47.977,46.989,46.382,47.279,47.081,46.631,46.465,46.85,46.36
1455,B,False,25.868,25.21,21.535,22.542,23.903,25.149,25.076,25.726,26.036,27.338
1456,B,False,22.362,22.335,22.917,22.227,22.069,22.335,22.665,21.584,22.461,22.274
1457,B,False,51.311,51.072,50.534,50.627,50.549,50.322,49.892,49.739,49.269,49.126
1458,B,False,4.0489,3.4164,2.9818,3.193,3.0152,3.5008,3.5983,3.3369,4.3667,3.9162
1459,B,True,8.0323,7.7419,6.9565,8.1707,7.5279,7.9731,8.118,8.7649,8.462,7.8457
1460,B,False,25.775,29.12,31.715,30.801,30.025,31.904,32.335,33.086,33.576,32.957
1461,B,False,45.996,45.804,46.049,46.682,46.353,45.992,45.841,45.634,45.991,45.448
1462,B,False,9.5189,11.682,9.4742,8.8629,8.6217,7.6923,7.1903,7.5249,6.6998,6.3898
1463,B,False,45.053,44.628,45.623,45.403,45.349,45.322,45.011,44.959,44.981,45.054
1464,B,False,1.0286,1.414,1.5446,1.9014,1.3514,2.3407,1.4465,2.0584,2.1902,1.648
1465,B,False,8.4088,6.9508,6.7133,2.2907,4.0306,3.6208,5.3672,5.0173,3.1551,3.1289
1466,B,True,7.1078,7.0925,8.3116,7.4807,7.1463,7.8907,8.0614,7.6326,7.1863,7.8794
1467,B,False,52.131,51.902,52.878,53.464,53.539,53.496,52.963,54.006,53.561,53.37
1468,B,False,4.0261,3.7889,4.0033,3.9333,3.5091,3.2173,2.8788,2.9734,3.0633,2.8561
1469,B,False,33.676,33.306,32.925,32.967,34.391,35.429,34.418,33.306,33.291,33.856
1470,B,False,29.349,31.75,29.453,29.433,27.012,28.773,24.504,28.039,27.978,25.134
1471,B,False,9.4408,9.6783,9.4858,9.1326,8.9181,9.3983,8.3661,8.6259,8.8883,8.5635
1472,B,False,20.869,23.586,24.31,24.577,23.939,24.747,26.193,24.167,24.938,26.196
1473,B,False,16.672,16.729,16.436,16.144,15.954,15.774,15.691,15.794,16.179,15.749
1474,B,False,17.557,16.893,14.897,14.067,14.289,13.153,11.873,11.503,11.816,11.654
1475,B,True,68.151,68.885,68.377,68.913,69.817,69.21,69.001,69.199,69.573,68.879
1476,B,False,22.787,23.842,22.569,21.886,22.995,22.502,23.067,23.587,23.744,22.855
1477,B,False,5.8225,5.3913,5.494,5.4143,5.3604,5.6658,5.7722,5.7011,5.7446,5.6408
1478,B,False,66.051,66.189,65.545,65.52,65.53,65.43,65.229,65.501,65.112,65.707
1479,B,False,36.799,36.667,37.054,37.268,37.422,38.314,38.854,38.986,39.651,39.548
1480,B,False,7.8759,6.7775,6.3181,6.4614,6.7088,7.4503,6.5298,6.6355,7.557,7.4742
1481,B,True,11.276,11.589,11.266,9.9952,11.463,10.177,12.603,9.8829,10.951,10.162
1482,B,False,20.361,21.09,20.424,21.06,21.84,20.754,20.273,19.929,20.383,19.757
1483,B,False,6.1985,6.3639,6.0574,6.1918,6.6101,6.768,6.186,5.7508,5.4937,5.8295
1484,B,False,20.134,19.251,19.682,14.265,16.339,16.797,14.398,15.374,15.976,13.943
1485,B,False,13.396,12.943,11.35,11.149,10.503,10.95,9.9562,10.209,11.274,10.184
