,FLARE_TYPE,COINCIDENCE,MEANGAM_1,MEANGAM_2,MEANGAM_3,MEANGAM_4,MEANGAM_5,MEANGAM_6,MEANGAM_7,MEANGAM_8,MEANGAM_9,MEANGAM_10
1779,B,False,33.508,33.375,32.801,32.744,32.958,32.776,32.499,32.577,32.823,32.576
1780,B,False,39.763,39.296,39.981,41.186,39.21,40.088,39.521,41.066,39.899,39.802
1781,B,False,37.266,37.306,37.084,36.725,36.238,36.584,36.802,36.783,36.86,36.329
1782,B,False,46.408,47.072,46.932,46.79,46.682,46.949,46.79,48.642,49.841,50.506
1783,B,False,34.638,34.377,34.192,34.253,34.735,34.717,35.278,35.648,36.004,37.046
1784,B,False,46.58,46.493,46.113,45.795,45.949,46.095,45.726,45.424,45.706,45.335
1785,B,False,31.274,31.856,32.216,32.221,31.984,32.12,31.861,31.844,31.518,32.279
1786,B,False,45.289,45.267,45.722,45.688,45.645,45.803,46.031,45.994,46.129,46.515
1787,B,False,32.918,33.764,33.458,33.041,33.504,32.259,31.977,31.96,31.797,31.806
1788,B,False,54.463,54.036,52.727,53.073,52.59,52.759,53.225,53.703,53.706,54.25
1789,B,False,32.246,32.164,32.14,32.219,32.06,31.909,32.024,32.415,31.879,31.578
1790,B,False,36.494,35.678,35.273,35.527,35.025,34.976,35.185,35.371,35.803,36.763
1791,B,False,41.587,41.592,41.457,41.345,41.223,41.42,41.272,41.218,41.243,41.346
1792,B,False,40.059,39.756,38.968,38.985,39.233,38.751,38.624,38.508,38.411,38.218
1793,B,False,46.26,45.821,45.717,46.206,46.018,46.021,45.852,44.943,45.327,44.831
1794,B,False,34.078,34.535,33.991,33.813,33.631,32.561,32.683,33.473,33.46,32.725
1795,B,False,33.109,33.506,33.043,33.135,33.39,33.128,33.048,33.343,33.465,33.473
1796,B,False,44.487,45.172,44.762,44.57,44.957,45.516,44.678,44.726,44.705,44.954
1797,B,False,54.061,54.17,54.106,53.968,53.677,54.067,53.643,52.989,52.433,53.034
1798,B,False,56.765,57.223,57.264,57.073,56.871,57.162,57.668,57.995,58.022,58.148
1799,B,False,47.005,47.117,47.067,46.442,46.19,45.57,45.859,45.599,45.632,45.53
1800,B,False,45.137,45.58,45.034,45.772,46.504,45.579,46.214,46.452,46.794,46.365
1801,B,False,54.378,54.348,54.179,53.82,53.282,53.51,53.793,53.361,53.623,53.479
1802,B,False,32.95,31.815,31.74,32.985,33.873,33.802,33.725,31.462,31.286,30.773
1803,B,False,53.275,53.643,53.945,54.205,54.816,54.036,54.575,54.391,53.646,54.127
1804,B,False,30.998,31.049,30.584,30.591,30.276,30.487,30.082,30.406,30.153,30.606
1805,B,False,53.47,53.065,53.236,52.982,53.383,53.361,53.31,53.109,53.488,52.948
1806,B,False,45.324,45.749,45.438,44.201,44.463,43.9,43.267,43.039,42.737,42.324
1807,B,False,39.57,40.505,40.258,39.662,41.985,42.803,41.715,40.85,39.538,40.393
1808,B,False,31.037,29.28,29.285,29.823,30.238,30.498,30.997,30.209,30.703,29.591
1809,B,False,31.132,30.943,30.394,30.582,30.301,30.474,30.505,29.881,30.02,29.825
1810,B,False,42.827,42.451,42.309,42.145,41.845,41.69,42.072,42.03,39.799,41.132
1811,B,False,41.715,40.85,39.538,40.393,40.42,42.281,41.034,42.827,42.451,42.309
1812,B,False,52.018,52.269,52.441,52.483,52.597,52.087,52.27,52.181,52.786,52.995
1813,B,False,43.543,43.453,43.762,43.204,43.411,43.534,44.108,43.371,43.381,43.842
1814,B,False,66.552,66.539,66.581,66.404,66.09,66.153,66.148,66.476,66.308,66.27
1815,B,False,47.661,47.308,46.92,47.829,47.849,47.595,48.22,47.994,47.632,47.191
1816,B,False,30.026,29.077,29.354,29.358,29.027,28.93,29.22,29.74,30.461,29.887
1817,B,False,55.665,55.65,55.771,56.055,55.995,56.809,56.367,56.181,55.762,55.998
1818,B,False,31.842,31.99,31.572,31.617,31.57,32.126,31.885,32.383,32.319,32.704
1819,B,False,26.165,26.045,26.06,26.275,26.397,26.497,26.422,26.556,26.398,26.474
1820,B,False,46.054,45.838,44.934,45.749,45.888,45.964,45.932,45.719,45.029,44.648
1821,B,False,39.094,39.245,38.951,38.906,38.67,38.395,38.296,38.494,38.529,38.382
1822,B,False,30.123,29.928,30.167,30.441,30.056,30.149,30.347,30.595,30.756,30.404
1823,B,False,32.81,32.465,32.442,31.974,31.489,31.562,31.819,31.263,31.597,31.558
1824,B,False,28.452,28.183,27.752,28.251,29.268,29.681,29.423,30.371,30.657,30.2
1825,B,False,0.0,20.892,0.0,0.0,36.64,32.875,44.633,36.477,46.029,42.332
1826,B,False,45.738,44.638,45.336,45.163,45.202,45.141,45.352,46.446,46.706,46.511
1827,B,False,38.148,37.766,38.284,38.832,38.081,38.18,37.975,37.272,38.011,38.53
1828,B,False,40.963,40.977,40.68,40.668,41.424,41.294,41.461,42.029,42.298,42.64
1829,B,False,39.982,40.579,40.736,40.507,40.178,40.38,40.185,40.435,39.785,40.377
1830,B,False,30.98,31.236,30.713,30.836,30.897,30.869,30.489,30.179,30.557,30.005
1831,B,False,44.039,43.825,44.039,44.348,44.471,44.984,45.451,45.315,45.239,45.287
1832,B,False,33.982,34.751,34.978,34.57,34.062,33.71,33.534,33.349,32.521,33.052
1833,B,False,38.507,37.942,38.128,38.454,38.54,38.526,38.683,39.508,39.124,38.571
1834,B,False,40.166,40.25,40.005,40.083,40.184,40.017,39.847,40.093,40.292,40.359
1835,B,False,27.444,27.548,27.896,27.86,27.249,27.375,27.197,26.868,26.947,26.687
1836,B,False,47.272,47.028,47.393,47.211,47.161,47.103,46.962,47.141,47.107,46.695
1837,B,False,32.208,32.318,32.253,31.875,31.704,31.528,31.3,31.711,31.966,31.705
1838,B,False,31.779,30.673,31.796,32.113,31.52,31.16,31.241,32.694,32.891,34.06
1839,B,False,35.363,35.647,35.423,35.718,36.019,36.267,36.66,35.678,35.306,35.462
1840,B,False,29.384,29.754,30.007,30.196,30.382,30.11,30.124,29.672,29.507,29.58
1841,B,False,61.522,62.048,61.167,60.406,60.034,58.82,59.174,58.089,57.985,57.834
1842,B,False,45.407,43.858,44.661,44.004,44.991,44.363,43.127,41.458,43.403,43.028
1843,B,False,31.679,32.23,32.249,32.357,31.82,33.045,32.659,32.489,31.982,31.546
1844,B,False,39.883,40.422,41.688,41.546,40.136,40.006,39.985,38.86,39.984,39.018
1845,B,False,25.684,24.833,25.672,25.349,25.043,24.449,24.972,25.68,25.567,26.946
1846,B,False,44.763,45.032,45.236,44.853,45.739,45.971,46.071,47.321,47.448,47.702
1847,B,False,58.166,58.498,58.686,58.778,58.558,58.689,58.115,58.366,58.555,58.084
1848,B,False,28.501,28.173,28.3,28.277,28.452,28.183,27.752,28.251,29.268,29.681
1849,N,False,28.416,28.505,28.359,28.812,28.897,28.664,28.916,28.802,28.631,28.092
1850,N,False,41.457,39.907,40.461,41.612,41.864,41.347,40.11,38.762,38.235,40.198
1851,N,False,33.471,33.118,32.546,34.13,33.368,35.205,34.166,33.128,32.923,33.647
1852,N,False,29.294,29.813,29.566,30.674,29.662,29.143,28.872,28.864,28.875,28.74
1853,N,False,33.97,33.094,32.887,32.378,32.523,34.225,38.661,39.757,37.137,34.81
1854,N,False,29.665,30.077,30.601,29.603,30.348,31.329,31.638,32.446,30.611,31.573
1855,N,False,31.818,31.992,31.885,31.404,32.592,32.138,32.493,32.661,33.206,31.884
1856,N,False,28.616,28.508,29.266,29.241,29.009,29.396,29.438,29.215,29.068,28.808
1857,N,False,29.905,29.172,29.55,29.389,29.4,29.39,29.813,29.646,29.989,29.717
1858,N,False,32.041,32.143,32.764,31.3,31.384,32.404,32.503,31.915,30.821,29.851
1859,N,False,44.546,41.962,42.418,45.152,45.629,43.18,42.489,44.377,45.501,43.954
1860,N,False,29.345,29.645,29.64,29.639,29.974,29.895,29.894,30.023,29.783,29.855
1861,N,False,50.105,51.5,51.867,52.965,52.546,53.782,55.363,55.223,53.478,51.644
1862,N,False,28.952,28.732,28.246,28.998,28.538,28.67,28.929,28.934,28.79,28.387
1863,N,False,35.534,35.042,34.453,34.567,34.714,33.741,32.509,32.5,33.625,33.326
1864,N,False,33.437,33.298,33.053,33.185,33.113,33.05,33.649,33.545,33.248,33.987
1865,N,False,32.542,31.761,31.369,31.459,32.093,32.699,31.88,30.916,30.737,31.409
1866,N,False,42.915,42.791,42.355,41.775,41.774,41.055,40.894,40.975,40.223,39.623
1867,N,False,37.381,37.154,36.727,36.427,36.483,36.061,36.966,35.364,35.072,35.14
1868,N,False,32.55,31.669,33.313,33.985,32.462,33.711,32.725,33.093,33.043,31.485
1869,N,False,38.583,40.411,40.214,40.34,39.996,39.524,40.208,42.711,41.709,41.4
1870,N,False,30.777,31.757,31.594,31.306,30.858,30.717,30.283,30.339,30.312,30.039
1871,N,False,35.815,36.307,37.818,37.39,36.005,35.182,34.805,34.804,35.177,34.918
1872,N,False,46.446,51.201,53.746,56.484,53.063,55.509,51.456,54.654,55.536,56.336
1873,N,False,37.551,37.635,37.27,37.03,39.221,37.457,36.976,36.856,37.316,37.121
1874,N,False,47.256,46.936,47.098,47.228,46.975,46.885,47.016,46.843,46.83,47.006
1875,N,False,33.979,35.479,35.169,33.559,33.912,33.482,33.46,34.102,33.474,33.395
1876,N,False,44.234,44.341,44.193,44.145,44.188,44.307,44.34,44.462,44.451,44.334
1877,N,False,28.187,28.474,28.153,28.547,27.822,27.456,28.814,28.388,27.847,27.352
1878,N,False,44.235,44.548,44.614,44.31,44.393,44.821,44.608,44.618,44.805,44.792
1879,N,False,28.85,28.965,29.069,29.108,29.293,29.185,29.063,29.218,29.073,29.319
1880,N,False,35.062,35.679,35.764,34.975,35.423,34.196,33.731,33.047,33.414,33.442
1881,N,False,32.044,31.678,31.437,31.846,32.031,30.9,31.35,31.275,31.942,32.834
1882,N,False,29.382,28.997,29.284,29.325,28.225,28.092,27.773,28.35,27.963,28.479
1883,N,False,28.611,28.731,28.887,29.208,29.306,29.184,28.791,29.479,29.637,29.079
1884,N,False,43.566,44.594,42.83,42.29,43.224,37.364,39.285,39.591,40.544,36.435
1885,N,False,49.882,50.092,49.757,50.317,49.761,50.328,50.345,51.061,51.736,51.586
1886,N,False,39.875,39.676,40.214,39.914,39.786,40.17,39.98,39.811,39.999,40.106
1887,N,False,33.642,33.68,33.503,33.639,33.48,33.058,34.366,34.606,35.518,35.578
1888,N,False,38.403,38.34,38.532,38.489,38.493,38.233,38.089,38.335,38.114,38.379
1889,N,False,34.079,33.734,33.41,33.709,33.569,33.45,33.644,33.069,32.735,33.583
1890,N,False,36.642,39.318,36.813,37.926,37.521,36.52,34.627,34.701,33.393,33.055
1891,N,False,28.359,27.805,27.893,27.843,28.24,27.108,27.278,27.551,27.547,27.236
1892,N,False,53.109,53.134,53.121,52.892,52.743,52.688,52.476,52.429,52.368,52.371
1893,N,False,34.511,34.637,34.699,34.737,34.76,34.633,34.978,34.864,34.799,34.885
1894,N,False,34.511,34.637,34.699,34.737,34.76,34.633,34.978,34.864,34.799,34.885
1895,N,False,31.378,31.776,32.626,32.964,33.302,32.663,32.486,32.77,33.648,32.67
1896,N,False,33.817,33.987,34.461,34.043,33.943,33.996,33.779,33.32,33.513,32.827
1897,N,False,28.293,28.226,28.418,28.191,28.667,28.914,29.251,29.186,29.516,29.052
1898,N,False,39.04,38.908,38.924,37.995,39.528,39.775,40.487,39.395,39.622,40.519
1899,N,False,30.49,30.223,30.097,30.177,30.021,30.178,30.119,30.119,30.094,30.463
1900,N,False,43.549,43.435,43.463,43.099,43.007,42.705,42.866,43.048,42.7,42.71
1901,N,False,31.646,31.43,31.76,32.083,31.705,31.899,30.908,31.929,31.972,31.809
1902,N,False,52.113,52.817,52.95,53.306,53.283,54.036,53.964,53.84,54.912,54.613
1903,N,False,30.935,30.721,30.836,29.947,32.604,32.846,34.143,30.542,32.185,31.358
1904,N,False,31.289,30.352,30.529,30.946,31.203,30.172,32.425,32.189,31.36,31.477
1905,N,False,56.123,56.275,55.948,56.174,56.385,56.131,56.077,56.038,56.029,56.041
1906,N,False,43.934,42.489,42.382,42.803,42.637,41.469,41.442,42.453,43.189,42.645
1907,N,False,44.994,44.372,45.212,45.043,45.223,45.213,45.341,45.179,44.926,44.874
1908,N,False,43.578,43.278,43.559,42.058,42.866,42.961,43.278,43.048,43.2,44.857
1909,N,False,56.006,49.927,49.589,54.932,48.792,48.214,48.086,47.877,48.67,48.67
1910,N,False,46.754,46.515,46.007,45.784,46.587,47.086,47.206,47.777,48.039,47.267
1911,N,False,26.567,26.524,26.311,26.258,26.365,26.257,26.106,26.613,26.36,26.313
1912,N,False,34.693,34.345,34.089,34.09,33.502,33.459,33.621,33.852,33.294,32.942
1913,N,False,47.3,46.342,46.364,46.716,46.631,47.359,48.192,47.81,47.643,46.828
1914,N,False,38.199,38.559,38.405,38.701,38.736,38.794,38.372,38.449,38.304,37.69
1915,N,False,37.727,37.897,37.67,37.285,37.27,37.389,36.943,37.136,36.757,36.871
1916,N,False,32.163,32.285,32.565,32.278,32.189,32.117,32.29,32.091,31.876,32.516
1917,N,False,38.644,38.413,39.578,39.158,39.457,37.9,37.535,39.044,36.163,36.171
1918,N,False,53.726,53.572,53.193,53.192,53.3,53.189,52.728,52.975,52.231,52.574
1919,N,False,33.638,33.592,33.879,33.502,32.584,32.247,32.797,32.575,31.927,32.192
1920,N,False,37.158,37.499,37.777,37.444,37.423,37.423,37.237,37.316,37.361,37.301
1921,N,False,35.026,34.617,33.958,34.273,35.283,34.937,35.684,35.618,36.57,36.63
1922,N,False,42.114,42.491,41.355,41.374,41.598,40.542,39.53,39.848,39.51,39.541
1923,N,False,34.282,33.934,33.296,33.585,33.288,32.724,32.866,32.858,33.494,34.107
1924,N,False,34.282,33.934,33.296,33.585,33.288,32.724,32.866,32.858,33.494,34.107
1925,N,False,56.289,56.551,56.236,55.737,55.766,55.745,55.641,56.149,55.844,55.293
1926,N,False,44.328,44.347,44.76,44.917,44.908,44.944,44.837,44.88,44.722,44.679
1927,N,False,34.322,34.248,34.353,34.375,34.399,34.463,34.28,34.228,34.51,34.421
1928,N,False,45.978,46.635,45.787,46.361,44.585,45.172,46.419,45.832,45.61,46.719
1929,N,False,39.069,38.971,38.873,38.625,38.214,38.319,38.53,38.773,38.216,38.36
1930,N,False,36.964,37.079,37.166,37.211,37.448,37.644,37.661,37.599,37.586,37.572
1931,N,False,45.913,45.703,45.677,45.665,45.878,45.897,45.614,45.492,45.187,45.246
1932,N,False,34.465,34.32,34.146,34.206,34.081,33.953,33.846,33.885,33.984,33.838
1933,N,False,34.686,33.939,34.986,34.456,33.872,33.172,32.805,32.516,33.29,33.341
1934,N,False,35.093,34.993,34.927,34.998,35.281,35.213,35.064,35.125,35.009,35.081
1935,N,False,35.093,34.993,34.927,34.998,35.281,35.213,35.064,35.125,35.009,35.081
1936,N,False,32.475,32.45,32.032,33.101,33.445,33.559,33.693,32.739,33.024,34.018
1937,N,False,32.475,32.45,32.032,33.101,33.445,33.559,33.693,32.739,33.024,34.018
1938,N,False,29.233,29.286,29.382,29.323,29.378,29.525,29.524,29.494,29.884,29.739
1939,N,False,53.276,53.362,53.113,52.993,53.123,53.33,53.446,53.396,53.486,53.565
1940,N,False,41.389,41.534,41.829,42.287,43.27,42.85,42.627,41.711,41.406,41.163
1941,N,False,43.817,43.696,43.691,44.017,43.781,43.832,43.845,43.921,43.997,44.001
1942,N,False,51.637,51.705,51.816,51.663,51.894,51.785,52.039,51.836,52.009,51.992
1943,N,False,36.789,36.36,36.554,36.177,34.935,33.751,34.577,34.553,34.566,34.735
1944,N,False,30.983,32.519,30.749,31.197,30.982,30.121,30.549,32.03,31.468,31.105
1945,N,False,41.732,41.535,42.405,40.308,42.303,43.565,41.582,41.267,43.085,40.019
1946,N,False,42.794,43.226,43.026,42.237,42.94,40.466,39.591,39.643,38.225,38.878
1947,N,False,47.989,48.258,48.219,48.122,48.114,48.263,48.232,48.337,48.261,48.341
1948,N,False,38.366,37.337,36.849,36.2,36.451,36.772,36.462,36.319,35.967,36.304
1949,N,False,41.508,41.476,41.303,41.238,41.234,41.012,40.799,40.773,40.681,40.558
1950,N,False,42.619,42.585,42.599,42.507,43.473,42.652,42.735,42.253,42.328,41.976
1951,N,False,24.91,25.046,25.133,24.921,24.815,25.139,24.954,24.658,24.717,25.009
1952,N,False,77.627,65.606,65.389,64.872,63.764,60.5,59.594,61.565,62.078,60.665
1953,N,False,30.893,31.664,31.847,31.606,31.358,31.839,31.986,31.002,30.962,31.445
1954,N,False,46.23,45.982,44.754,44.993,43.676,43.372,44.005,44.657,44.551,45.889
1955,N,False,29.698,29.682,29.245,29.291,29.77,29.289,28.911,29.447,29.176,29.428
1956,N,False,28.048,27.804,28.071,29.007,28.748,29.355,30.491,29.817,30.419,29.191
1957,N,False,39.362,38.544,38.655,40.135,40.369,40.77,41.171,41.337,39.433,40.981
1958,N,False,27.469,27.309,27.433,27.508,27.018,28.134,28.456,29.103,29.428,29.258
1959,N,False,37.977,38.475,38.509,38.815,38.629,38.526,38.556,38.699,38.815,38.268
1960,N,False,30.639,31.075,31.451,30.671,30.983,30.895,31.14,31.41,31.326,31.142
1961,N,False,43.247,43.44,42.495,42.406,42.794,41.685,42.259,43.197,42.18,40.979
1962,N,False,33.645,34.791,34.361,34.049,33.815,34.225,33.508,34.481,35.822,34.664
1963,N,False,30.07,31.128,31.351,30.504,30.411,30.353,30.58,30.275,30.39,30.889
1964,N,False,45.926,45.908,45.863,43.262,40.261,42.376,39.914,41.898,42.001,42.64
1965,N,False,30.298,30.722,30.002,30.051,30.246,30.705,31.701,31.042,31.434,31.313
1966,N,False,27.157,26.814,27.219,27.31,27.097,27.508,27.716,28.017,27.593,27.377
1967,N,False,40.146,40.134,40.377,40.27,39.971,40.268,40.134,40.197,39.456,39.517
1968,N,False,43.21,43.405,43.177,43.057,43.466,43.306,43.097,43.067,43.047,43.376
1969,N,False,43.21,43.405,43.177,43.057,43.466,43.306,43.097,43.067,43.047,43.376
1970,N,False,37.258,38.428,40.651,40.252,40.222,39.257,40.193,39.052,37.837,39.104
1971,N,False,37.926,37.353,36.821,37.898,37.177,37.797,37.61,37.346,37.304,38.498
1972,N,False,53.979,54.225,54.282,54.361,53.973,54.174,54.104,54.417,54.114,53.678
1973,N,False,41.479,41.983,42.152,42.337,41.937,41.327,41.5,41.654,41.649,42.188
1974,N,False,57.387,57.228,56.976,56.998,56.698,56.751,56.697,56.644,56.788,56.833
1975,N,False,44.612,44.73,44.467,42.943,42.908,41.682,40.866,41.283,40.318,40.308
1976,N,False,45.577,46.046,45.872,45.907,46.051,45.914,45.9,45.989,45.798,45.595
1977,N,False,44.612,44.73,44.467,42.943,42.908,41.682,40.866,41.283,40.318,40.308
1978,N,False,45.111,45.196,45.075,45.204,45.137,45.193,45.091,45.207,45.197,45.254
1979,N,False,32.736,33.115,33.805,32.751,32.988,32.901,33.152,32.781,32.782,33.527
1980,N,False,41.585,41.941,43.093,42.219,44.645,44.685,43.474,43.672,43.546,42.23
1981,N,False,50.321,50.409,50.019,50.148,50.254,50.161,50.358,50.585,50.587,50.96
1982,N,False,33.197,34.069,34.232,34.62,34.985,34.898,34.792,35.253,35.089,35.396
1983,N,False,43.521,43.554,43.443,43.79,43.18,43.882,43.541,43.71,43.335,42.905
1984,N,False,38.624,38.572,38.72,38.751,38.624,38.694,38.885,39.027,39.102,39.284
1985,N,False,30.968,30.842,31.477,31.223,31.439,31.599,31.364,31.236,30.908,31.436
1986,N,False,62.787,61.658,62.095,61.788,61.366,61.535,61.374,62.344,61.872,61.914
1987,N,False,35.975,36.152,36.273,36.212,36.222,36.202,36.429,36.595,36.635,36.902
1988,N,False,45.084,45.022,45.621,45.003,44.782,45.091,45.049,44.498,45.588,44.797
1989,N,False,38.68,38.393,39.742,39.316,38.99,39.052,38.958,39.44,38.969,39.112
1990,N,False,32.367,32.542,31.669,31.177,31.525,32.475,33.813,33.148,33.794,32.903
1991,N,False,37.517,36.82,36.849,36.091,35.306,35.441,34.533,35.759,35.138,35.249
1992,N,False,48.794,48.149,48.102,48.164,48.123,46.9,47.392,46.615,47.03,46.136
1993,N,False,40.142,39.281,40.125,39.03,39.442,37.991,37.134,36.941,38.678,37.395
1994,N,False,30.182,30.191,30.454,30.599,30.91,30.959,31.586,32.129,32.007,32.381
1995,N,False,43.754,44.555,43.636,41.903,42.295,41.72,42.04,44.052,44.977,45.069
1996,N,False,35.393,35.105,35.548,36.199,35.029,35.778,35.18,34.782,33.908,34.079
1997,N,False,39.002,39.379,39.409,39.265,39.295,39.044,39.32,39.648,39.481,39.492
1998,N,False,29.633,28.946,28.357,28.151,28.113,27.882,28.031,28.07,28.149,27.942
1999,N,False,52.307,52.244,53.078,51.679,51.219,52.013,53.035,53.814,52.895,53.322
2000,N,False,38.577,44.295,51.969,57.035,56.77,52.319,38.732,38.547,40.403,37.594
2001,N,False,30.587,31.242,31.045,31.54,30.943,30.506,30.342,30.137,30.377,30.108
2002,N,False,31.486,31.28,31.98,31.77,31.687,30.336,30.165,30.933,31.208,30.385
2003,N,False,45.137,44.58,45.159,45.155,45.802,45.838,45.774,46.379,46.005,46.425
2004,N,False,35.584,36.3,36.267,35.865,35.234,35.525,35.041,34.85,35.025,35.875
2005,N,False,35.311,35.258,35.636,35.399,35.34,35.531,35.378,35.693,35.015,35.301
2006,N,False,28.24,28.89,28.131,27.825,27.614,28.276,28.918,28.492,28.284,28.492
2007,N,False,48.153,47.881,48.013,47.759,47.694,47.92,48.201,48.389,48.569,48.701
2008,N,False,58.404,58.243,58.165,58.286,58.558,58.45,58.581,58.675,58.756,58.851
2009,N,False,52.13,52.005,52.205,52.245,52.58,52.582,52.771,52.48,52.434,52.471
2010,N,False,30.885,31.443,31.588,31.061,31.429,30.916,32.047,31.061,31.283,31.607
2011,N,False,37.443,35.273,35.305,35.675,35.113,35.932,36.038,35.381,37.461,36.827
2012,N,False,33.504,33.526,33.228,33.978,33.938,31.761,33.369,34.767,34.197,34.408
2013,N,False,41.707,43.335,42.901,44.95,42.981,44.877,45.328,44.826,45.971,44.263
2014,N,False,41.183,40.832,41.163,41.313,41.234,41.157,41.514,41.27,41.47,41.295
2015,N,False,34.472,34.267,34.552,34.552,34.847,34.231,34.28,34.509,34.577,33.992
2016,N,False,37.983,38.419,38.551,38.635,38.268,37.832,37.266,36.424,35.673,35.946
2017,N,False,60.909,61.482,61.627,61.33,61.383,61.33,61.159,60.979,60.92,60.809
2018,N,False,28.285,28.407,28.724,29.117,28.942,28.872,29.37,29.876,29.045,29.114
2019,N,False,31.81,31.452,31.651,32.031,31.934,31.657,31.378,32.187,32.257,32.531
2020,N,False,42.179,41.808,41.959,42.581,42.639,42.4,42.878,43.42,42.813,42.878
2021,N,False,30.288,30.162,30.106,30.425,30.385,29.546,30.085,30.267,30.256,30.203
2022,N,False,52.184,51.828,50.794,50.361,50.119,49.662,50.427,49.811,48.535,47.99
2023,N,False,47.752,47.453,47.668,47.593,47.711,47.675,47.774,48.233,47.729,47.701
2024,N,False,30.969,31.082,30.823,30.705,31.27,30.93,31.484,31.199,30.747,31.15
2025,N,False,28.88,29.482,29.352,29.24,29.157,29.102,28.761,29.0,28.303,28.438
2026,N,False,36.783,36.995,36.951,37.344,36.85,36.941,36.957,37.004,36.985,36.888
2027,N,False,29.733,29.129,29.84,28.931,28.581,28.401,29.776,27.927,27.988,28.6
2028,N,False,42.924,42.686,42.112,42.812,42.88,42.053,42.057,41.542,42.48,42.816
2029,N,False,44.782,44.179,45.097,45.238,45.468,46.705,45.974,45.723,45.79,47.502
2030,N,False,43.08,42.512,42.094,42.697,42.747,43.537,43.182,42.721,42.955,43.438
2031,N,False,36.844,35.532,34.827,35.456,35.931,35.733,35.518,34.912,35.208,36.208
2032,N,False,44.312,42.301,43.576,41.709,42.315,43.215,44.744,45.021,43.489,44.751
2033,N,False,55.066,54.783,54.8,54.745,54.691,53.712,54.422,54.505,55.729,55.979
2034,N,False,29.893,29.812,28.836,0.0,0.0,0.0,0.0,0.0,0.0,29.607
2035,N,False,30.23,29.659,30.136,30.381,30.895,30.322,29.866,30.503,30.46,30.665
2036,N,False,31.465,31.638,32.03,31.924,31.762,32.228,32.266,32.181,32.217,32.315
2037,N,False,49.832,49.713,49.662,49.434,49.239,49.201,49.152,48.637,49.032,48.383
2038,N,False,52.728,53.07,52.681,52.927,52.655,53.195,52.961,52.827,52.619,52.778
2039,N,False,31.411,31.436,30.966,30.301,30.894,30.475,30.78,30.388,30.863,30.422
2040,N,False,34.701,34.884,35.017,34.754,34.835,35.172,34.895,34.67,34.31,34.541
2041,N,False,30.891,30.631,30.743,30.507,30.825,31.084,30.723,30.659,30.529,30.657
2042,N,False,46.627,46.688,46.544,46.646,46.731,46.99,47.092,47.167,47.415,47.255
2043,N,False,37.904,35.539,36.161,34.987,35.895,37.264,40.36,40.346,37.149,37.378
2044,N,False,31.395,31.128,31.143,30.903,31.121,31.941,32.071,31.705,31.804,32.488
2045,N,False,31.395,31.128,31.143,30.903,31.121,31.941,32.071,31.705,31.804,32.488
2046,N,False,49.419,49.305,49.786,49.641,49.493,49.406,49.281,49.239,49.177,49.493
2047,N,False,48.879,49.018,49.034,49.139,48.913,49.353,48.873,48.771,49.272,48.997
2048,N,False,28.982,28.821,27.508,28.434,28.714,28.869,28.175,28.875,29.046,28.843
2049,N,False,28.788,29.833,29.885,28.928,28.745,28.804,29.143,29.076,29.141,29.011
2050,N,False,44.363,44.418,44.226,44.433,44.424,44.575,44.484,44.467,44.558,44.452
2051,N,False,31.287,31.69,31.495,31.804,32.047,32.71,34.708,34.032,35.851,32.583
2052,N,False,28.095,28.033,28.761,28.492,28.631,29.03,28.824,28.687,28.643,28.532
2053,N,False,34.81,35.453,35.089,34.612,34.43,34.966,34.36,34.383,34.893,35.519
2054,N,False,26.918,26.912,27.61,27.449,26.992,26.966,26.957,28.264,27.396,27.641
2055,N,False,32.517,31.923,31.837,31.643,32.031,32.057,32.742,33.054,31.794,31.414
2056,N,False,35.32,35.524,35.692,35.043,34.547,34.636,34.563,33.743,35.256,34.166
2057,N,False,29.921,30.329,29.902,29.85,29.818,29.787,29.749,29.618,30.044,29.769
2058,N,False,27.179,26.937,26.808,27.022,40.293,26.726,26.891,26.885,26.956,27.142
2059,N,False,35.125,35.634,35.247,33.832,33.973,34.998,37.977,34.069,35.064,38.417
2060,N,False,46.548,46.344,46.629,46.913,47.212,47.497,47.591,47.689,47.889,46.915
2061,N,False,31.086,30.855,30.706,30.037,30.397,29.866,30.868,30.202,29.435,29.762
2062,N,False,48.688,48.836,48.942,49.068,49.173,49.348,49.207,49.5,49.517,49.28
2063,N,False,36.125,36.35,36.106,36.286,36.076,36.391,36.509,37.048,37.52,37.356
2064,N,False,30.694,30.759,30.755,30.848,30.907,30.918,31.172,31.09,31.49,31.077
2065,N,False,49.902,50.882,51.855,51.536,51.392,50.99,50.146,50.503,50.55,49.481
2066,N,False,39.986,39.795,39.816,39.836,39.688,39.847,39.611,39.903,39.87,40.056
2067,N,False,28.756,28.783,28.947,28.888,28.963,29.182,29.308,28.85,29.208,29.516
2068,N,False,40.307,39.121,39.408,40.317,40.574,41.457,42.114,41.616,42.915,42.473
2069,N,False,54.896,54.199,54.038,53.763,54.382,54.466,54.541,54.82,54.709,54.91
2070,N,False,34.087,33.663,34.285,34.26,34.365,34.672,34.656,34.453,34.144,34.739
2071,N,False,34.182,34.536,34.213,33.652,33.233,34.477,32.72,33.758,34.333,34.004
2072,N,False,49.32,48.541,49.184,48.474,48.453,48.109,48.825,49.154,49.335,49.59
2073,N,False,29.834,29.789,29.625,29.388,29.62,29.576,29.523,29.606,29.529,29.584
