,FLARE_TYPE,COINCIDENCE,MEANGBZ_1,MEANGBZ_2,MEANGBZ_3,MEANGBZ_4,MEANGBZ_5,MEANGBZ_6,MEANGBZ_7,MEANGBZ_8,MEANGBZ_9,MEANGBZ_10
0,X,False,116.17,117.58,117.63,115.9,115.69,115.35,115.13,114.56,113.81,113.53
1,X,False,111.2,111.31,110.64,110.88,110.62,110.19,109.55,109.23,109.59,108.42
2,X,False,81.416,81.235,81.149,81.004,81.401,82.767,83.161,83.244,83.291,83.35
3,X,False,109.42,109.62,110.12,110.79,110.44,111.22,112.5,112.35,112.23,111.68
4,X,True,118.31,118.77,119.91,120.94,122.47,122.02,122.57,122.7,123.47,121.51
5,X,False,78.691,78.185,83.238,78.156,85.101,79.517,79.514,79.392,79.939,79.51
6,X,False,70.139,69.345,68.07,67.348,68.234,67.388,66.749,66.032,73.603,68.375
7,X,True,80.036,77.638,77.277,76.947,76.072,76.63,76.547,76.632,79.403,79.075
8,X,False,107.21,107.37,106.74,107.35,106.86,107.42,107.9,108.45,107.08,107.23
9,X,False,107.42,107.9,108.45,107.08,107.23,106.56,106.81,107.5,107.3,106.96
10,X,False,123.21,123.65,122.78,122.07,122.76,122.7,121.82,121.74,121.93,121.06
11,X,False,98.249,97.593,97.562,97.653,97.855,97.95,98.634,99.094,99.655,99.833
12,X,False,95.425,95.694,95.912,89.913,96.495,95.759,91.317,99.294,96.483,97.867
13,X,True,105.68,87.265,94.002,84.37,74.717,83.655,88.576,61.1,66.536,65.784
14,X,True,99.216,99.768,100.17,100.67,101.11,100.84,100.82,100.89,101.06,101.47
15,X,False,84.695,83.945,85.766,85.556,83.332,84.084,83.948,84.512,81.759,82.031
16,X,False,94.745,94.483,94.761,94.154,94.472,94.648,94.141,94.628,94.549,94.422
17,X,False,108.75,107.87,108.36,108.35,108.02,106.77,106.34,105.46,104.7,103.97
18,X,False,111.59,112.56,112.8,112.67,113.35,112.45,111.65,111.03,110.87,110.41
19,X,False,96.496,96.208,95.595,93.899,93.579,94.087,93.799,94.531,94.382,94.035
20,X,False,93.251,93.856,94.491,95.612,96.056,97.084,97.943,98.438,98.567,99.413
21,X,False,57.567,58.836,57.486,59.755,61.213,63.792,63.621,63.56,64.63,60.09
22,X,False,83.497,83.531,82.271,87.454,84.652,86.021,85.058,87.631,87.42,87.692
23,X,False,83.24,77.927,78.007,81.612,85.594,81.606,85.035,84.831,90.26,88.084
24,X,False,75.414,80.828,73.837,81.849,74.366,74.851,74.556,75.873,78.517,79.516
25,X,True,109.54,109.51,109.81,109.93,109.5,109.5,109.07,108.81,108.13,107.81
26,X,True,104.78,104.48,104.97,104.41,104.3,104.41,104.55,104.89,104.45,105.02
27,X,True,102.78,102.57,102.6,102.83,102.85,102.64,102.73,102.59,102.62,102.62
28,X,True,98.036,98.146,98.713,99.174,99.381,99.637,99.882,100.21,100.52,100.27
29,X,False,99.661,99.266,99.729,99.792,99.772,100.64,101.45,102.8,103.49,104.73
30,X,False,109.76,109.58,109.02,108.79,109.35,109.08,109.16,109.1,109.09,109.03
31,X,True,107.09,106.16,105.59,105.02,105.71,106.15,107.4,107.56,108.26,110.1
32,X,False,159.88,90.752,82.224,69.889,117.33,69.059,61.838,53.913,49.331,47.247
33,X,True,119.97,122.0,121.24,121.67,121.75,122.0,122.99,123.31,122.84,124.21
34,X,True,126.67,126.08,126.25,125.98,125.37,125.16,125.31,123.78,123.75,122.91
35,X,False,119.24,120.31,120.21,120.72,121.51,122.36,122.72,123.55,123.66,125.8
36,X,False,91.602,89.029,93.11,87.775,90.413,93.843,91.981,94.161,99.157,97.932
37,M,False,126.36,125.33,125.36,123.37,123.01,124.0,124.29,123.58,122.39,122.01
38,M,False,126.28,116.27,122.06,140.14,117.53,137.82,135.4,111.3,112.05,111.76
39,M,False,90.062,89.621,89.782,90.123,89.626,90.782,90.649,91.605,92.809,93.053
40,M,True,101.19,51.856,99.673,56.076,52.373,53.132,53.567,54.413,54.13,104.19
41,M,False,85.076,84.64,84.797,83.931,84.394,86.07,83.419,82.449,81.955,81.291
42,M,False,70.959,68.417,68.277,66.973,68.276,66.897,70.405,68.778,68.262,67.456
43,M,False,92.471,88.18,91.024,91.321,92.126,92.869,92.729,93.246,93.048,92.126
44,M,True,117.25,119.24,117.45,117.87,118.87,121.5,123.05,123.07,122.61,123.44
45,M,True,112.61,113.73,116.56,117.9,118.57,118.32,119.21,119.36,119.94,120.69
46,M,False,118.56,117.05,115.66,115.07,112.13,111.45,110.74,108.65,108.57,108.23
47,M,False,100.39,100.52,100.94,100.41,100.76,100.66,101.23,102.65,102.71,102.42
48,M,True,110.68,111.35,110.85,110.77,110.94,111.98,111.63,111.09,111.15,109.99
49,M,True,108.67,109.03,108.33,108.39,108.71,109.21,109.51,109.9,110.75,110.69
50,M,False,110.89,110.84,110.25,110.13,110.48,110.61,110.59,111.56,112.56,112.68
51,M,False,112.81,112.63,112.8,111.48,111.88,112.56,111.64,110.66,110.0,110.84
52,M,False,109.69,109.65,110.79,109.07,110.12,110.57,111.3,111.39,113.25,114.32
53,M,False,83.41,85.6,82.414,82.068,82.926,83.434,82.602,82.778,82.903,83.524
54,M,True,109.69,110.0,109.7,109.4,108.41,108.02,107.63,106.94,104.89,104.16
55,M,True,108.11,108.22,107.39,107.24,108.51,108.34,107.15,108.29,107.94,108.02
56,M,False,103.15,103.37,104.41,104.41,104.84,106.3,107.19,107.14,106.91,106.22
57,M,False,107.19,107.14,106.91,106.22,105.95,105.96,106.28,106.03,105.31,104.83
58,M,False,98.02,96.411,96.918,97.876,99.163,99.22,98.286,98.125,97.375,97.444
59,M,False,98.673,99.62,100.01,100.48,101.52,101.43,101.38,100.98,100.95,99.566
60,M,True,99.148,98.001,96.583,97.263,96.666,99.425,95.567,94.86,96.641,97.751
61,M,False,97.099,97.823,96.825,97.017,96.874,96.628,97.037,97.855,97.667,96.051
62,M,False,96.865,95.99,97.877,95.251,93.51,95.91,92.507,91.983,92.301,92.375
63,M,False,84.412,84.692,86.221,87.024,85.414,87.772,88.889,87.057,94.094,94.666
64,M,False,94.094,94.666,94.3,91.711,98.743,98.471,93.055,94.802,92.955,94.214
65,M,True,97.255,97.06,97.787,98.305,98.882,98.62,99.081,99.941,100.74,100.65
66,M,False,102.12,102.24,102.3,102.16,102.62,101.77,101.08,101.13,100.89,100.42
67,M,False,106.6,107.47,107.32,106.85,106.01,104.84,104.03,103.19,102.23,101.4
68,M,True,111.03,112.26,112.86,115.31,115.13,115.59,117.81,118.42,117.5,116.22
69,M,False,108.05,107.68,107.66,108.04,108.88,107.98,107.93,108.25,109.38,109.75
70,M,False,74.313,73.836,72.211,62.702,75.645,73.103,74.474,74.628,74.82,75.8
71,M,False,77.672,78.441,78.758,77.767,78.329,78.183,79.048,79.755,78.607,79.238
72,M,False,97.498,97.74,98.348,98.874,99.522,99.508,99.329,100.01,99.874,99.488
73,M,False,130.3,129.46,128.53,127.29,124.69,123.4,121.56,121.07,120.54,120.78
74,M,True,97.247,97.937,99.371,99.475,100.42,101.59,100.57,99.123,98.196,98.112
75,M,False,93.157,93.695,93.457,94.092,93.806,94.309,94.614,95.365,96.672,97.642
76,M,True,94.445,85.627,97.788,100.54,94.81,100.14,89.911,92.997,93.82,92.871
77,M,False,92.693,94.282,95.3,91.784,104.77,92.021,90.064,99.598,90.462,93.076
78,M,False,112.7,110.7,110.94,110.77,111.39,111.19,112.31,111.72,112.01,112.24
79,M,False,62.87,56.949,60.406,69.432,62.037,72.489,69.005,65.812,68.96,70.485
80,M,False,115.56,114.79,113.82,113.47,113.64,113.25,112.73,112.54,111.64,112.6
81,M,False,99.818,99.913,99.076,99.013,99.318,100.46,100.82,101.74,102.63,102.44
82,M,True,114.73,115.16,117.01,117.09,118.63,119.24,120.64,121.01,121.92,121.67
83,M,True,118.69,119.49,119.64,120.01,119.52,119.26,118.78,118.49,118.69,119.26
84,M,False,94.013,93.319,93.792,94.313,95.378,96.156,97.188,97.459,98.092,97.553
85,M,True,117.44,116.58,116.6,115.87,115.98,116.03,116.27,115.11,114.69,114.63
86,M,False,118.41,118.33,118.35,117.71,117.9,117.27,116.16,116.07,115.18,114.49
87,M,True,91.595,91.476,91.045,90.152,89.089,89.153,88.694,88.62,88.377,87.9
88,M,False,87.325,87.361,87.852,88.599,88.814,89.467,89.252,89.705,88.617,88.814
89,M,True,108.63,108.43,107.71,108.33,107.58,108.04,108.25,106.08,105.89,106.23
90,M,False,105.77,105.34,104.97,103.89,102.93,101.03,100.05,98.291,96.68,96.73
91,M,False,94.601,95.478,96.481,97.096,97.708,98.808,98.719,98.8,98.707,98.606
92,M,True,115.79,114.55,115.45,114.88,114.98,114.68,114.29,113.97,113.55,112.41
93,M,True,108.67,109.27,108.97,108.99,108.98,109.26,110.93,112.95,114.61,114.91
94,M,False,114.01,112.55,112.37,113.24,113.33,113.37,112.77,114.01,115.46,116.9
95,M,True,107.97,107.56,107.62,108.06,108.0,108.14,108.17,108.9,108.56,108.37
96,M,False,106.33,106.86,108.31,109.84,110.29,109.41,109.82,109.76,110.48,110.21
97,M,False,76.304,76.665,76.79,77.048,77.354,77.318,78.119,78.464,77.779,78.209
98,M,True,105.64,106.32,106.68,107.4,107.62,108.62,109.06,109.43,109.12,109.46
99,M,True,97.945,97.375,96.715,95.872,93.965,93.605,91.975,91.805,90.957,91.312
100,M,True,89.66,90.359,86.004,90.135,88.591,89.684,88.088,88.372,90.009,89.559
101,M,False,86.997,86.517,85.498,83.013,84.085,85.583,86.677,87.174,85.902,82.71
102,M,False,86.102,86.538,86.969,86.653,85.043,84.832,84.975,82.195,80.91,79.295
103,M,True,87.976,87.327,87.053,86.578,86.975,85.229,86.789,89.484,87.023,87.504
104,M,False,86.578,86.975,85.229,86.789,89.484,87.023,87.504,87.798,88.684,89.462
105,M,False,87.504,87.798,88.684,89.462,90.13,89.762,93.514,91.106,92.312,91.228
106,M,False,93.514,91.106,92.312,91.228,92.952,91.172,91.237,90.844,92.398,91.251
107,M,False,92.647,92.896,92.047,92.709,93.665,93.367,93.559,94.139,95.626,94.69
108,M,True,92.932,93.411,92.736,92.466,92.849,92.56,93.497,93.459,93.478,92.799
109,M,False,108.1,99.716,99.966,106.94,106.51,106.98,105.3,104.25,104.01,108.45
110,M,False,96.304,96.11,96.121,95.595,95.388,95.54,96.308,96.705,97.117,96.959
111,M,False,90.779,91.11,91.667,92.234,92.005,92.457,92.677,92.825,92.666,93.157
112,M,True,98.868,99.069,98.601,100.47,102.4,103.24,104.09,103.11,101.26,100.47
113,M,True,83.151,95.644,95.106,82.232,96.13,96.534,85.97,95.885,94.8,93.696
114,M,False,99.473,101.1,101.58,100.76,100.45,100.11,100.04,98.969,98.017,97.152
115,M,False,99.508,99.112,98.227,97.168,96.226,95.965,95.784,95.651,96.362,95.973
116,M,False,82.461,82.163,82.212,82.747,82.883,82.808,83.059,83.025,83.188,83.797
117,M,False,70.451,70.441,70.764,70.693,69.127,69.827,69.709,69.227,68.53,68.824
118,M,True,59.919,65.559,60.322,60.497,62.974,67.075,64.948,68.058,69.997,71.762
119,M,True,78.865,75.369,80.362,77.953,70.104,74.134,72.487,71.046,70.941,75.622
120,M,True,78.685,78.374,78.539,77.644,79.642,79.048,78.876,80.064,79.883,79.105
121,M,True,85.683,84.273,85.505,84.524,84.22,84.005,83.694,84.688,83.676,85.08
122,M,True,87.829,87.747,87.696,88.329,88.111,88.032,87.856,87.676,87.72,87.186
123,M,True,87.181,87.264,87.298,87.783,87.747,87.761,87.571,87.652,88.027,87.779
124,M,False,95.522,95.338,94.784,95.014,94.164,94.079,94.163,93.815,93.592,93.492
125,M,False,93.426,93.927,94.192,94.56,94.51,94.545,94.906,95.52,95.754,96.617
126,M,False,93.701,93.332,93.329,93.457,93.698,94.35,94.901,95.417,95.888,96.816
127,M,False,94.796,95.238,95.289,95.527,95.99,96.061,97.625,97.155,97.545,97.609
128,M,True,70.824,74.407,75.045,72.381,75.096,78.619,72.342,75.849,75.86,72.705
129,M,False,99.661,101.04,101.4,102.33,102.92,103.25,104.29,103.83,103.32,103.46
130,M,False,86.981,92.365,87.289,87.652,89.792,91.158,89.071,91.77,90.455,87.984
131,M,True,133.85,134.95,135.62,134.21,132.77,131.49,129.96,130.24,128.25,127.67
132,M,False,132.79,133.58,134.87,136.95,134.93,135.2,135.35,135.02,136.71,137.91
133,M,True,86.799,87.629,87.022,84.856,83.802,83.576,83.582,82.051,80.69,82.488
134,M,False,83.018,81.589,84.172,83.291,84.468,83.81,83.983,79.708,80.336,79.502
135,M,False,86.088,87.419,85.295,85.878,85.646,84.531,85.98,87.256,86.393,87.286
136,M,True,96.212,96.144,96.308,95.475,95.871,95.838,96.133,95.658,95.15,95.099
137,M,False,93.835,93.33,93.679,92.738,92.711,92.123,93.408,93.895,93.898,94.254
138,M,False,70.438,70.724,71.477,71.486,71.601,71.394,72.582,70.757,73.377,70.881
139,M,False,88.087,81.813,81.248,89.694,90.095,90.749,90.669,90.454,90.697,90.56
140,M,False,117.01,117.24,117.45,116.51,115.83,115.12,114.7,114.66,114.09,112.99
141,M,False,90.255,90.69,90.951,91.486,92.66,95.388,95.897,95.333,96.0,96.397
142,M,True,81.924,77.215,78.834,77.671,75.427,79.225,78.779,83.62,81.306,80.103
143,M,True,95.638,97.396,98.1,96.466,96.895,97.153,98.656,95.931,95.99,96.462
144,M,False,97.396,98.1,96.466,96.895,97.153,98.656,95.931,95.99,96.462,96.731
145,M,False,96.438,96.969,97.11,96.773,97.892,97.881,97.459,98.67,100.54,100.44
146,M,True,101.46,101.4,101.5,101.61,102.7,101.96,101.78,101.61,101.84,102.26
147,M,False,101.78,101.61,101.84,102.26,102.38,101.16,102.06,101.89,103.04,101.42
148,M,False,102.21,102.51,101.31,102.23,102.95,103.24,103.02,105.01,105.45,106.4
149,M,False,102.99,102.49,101.46,100.7,100.05,99.728,101.08,100.77,100.91,100.32
150,M,False,101.54,101.68,101.6,101.69,102.31,103.34,103.3,103.49,103.3,103.01
151,M,False,105.16,106.04,105.91,105.6,106.7,106.03,107.21,107.37,106.74,107.35
152,M,False,108.77,108.07,107.62,106.87,105.82,105.61,105.13,105.39,105.08,104.59
153,M,False,107.01,108.66,108.83,109.76,110.05,109.5,109.06,108.47,107.78,107.08
154,M,False,90.737,89.952,88.759,87.548,87.558,87.144,86.48,86.497,87.135,87.416
155,M,True,124.94,124.77,123.94,124.29,123.62,123.48,125.03,126.27,126.34,125.7
156,M,False,136.9,137.94,137.93,138.37,138.82,137.19,138.18,139.64,143.08,142.41
157,M,False,112.62,113.76,113.89,113.48,111.91,111.18,111.76,110.09,108.69,106.73
158,M,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,M,False,109.91,109.53,110.5,110.79,110.31,110.68,110.79,111.12,111.43,111.53
160,M,True,94.134,94.783,94.148,93.112,94.18,94.141,94.201,92.764,92.681,92.399
161,M,True,100.6,100.46,100.83,101.33,101.23,100.95,101.54,101.59,101.36,100.31
162,M,False,101.36,100.31,100.64,100.25,100.38,100.56,100.4,100.5,100.63,100.33
163,M,True,104.55,105.03,103.86,104.19,104.97,105.55,106.05,106.21,105.99,106.57
164,M,False,109.55,110.57,111.58,112.21,112.56,113.27,113.02,113.47,113.06,112.35
165,M,False,110.25,110.71,110.99,110.7,111.37,111.65,112.18,112.7,113.22,113.51
166,M,False,74.099,73.141,74.019,74.356,74.786,74.929,75.415,76.432,76.393,77.075
167,M,False,86.901,87.867,88.737,89.498,90.312,90.033,90.653,91.175,91.311,92.012
168,M,True,0.0,0.0,0.0,0.0,0.0,28.108,178.05,184.18,85.715,87.083
169,M,False,117.9,115.21,119.41,103.76,113.39,106.24,69.975,99.702,105.16,100.28
170,M,False,85.095,80.482,77.227,86.551,76.865,73.728,73.33,73.94,81.259,75.563
171,M,False,102.82,102.72,101.83,102.26,102.23,103.34,102.71,103.15,103.6,104.36
172,M,True,96.68,95.8,94.046,95.587,93.538,90.906,91.277,92.882,91.697,92.657
173,M,False,100.68,100.98,100.94,101.56,102.09,101.16,101.35,102.62,101.44,102.58
174,M,True,102.1,102.31,103.02,102.13,102.71,102.87,101.97,102.68,102.27,102.36
175,M,False,101.97,102.94,104.73,105.76,105.26,105.32,105.96,107.01,106.85,107.82
176,M,True,112.19,113.44,112.8,113.61,112.79,112.57,112.38,113.48,113.87,112.25
177,M,False,108.25,107.98,109.17,107.77,107.76,108.59,109.83,109.83,108.96,109.82
178,M,True,102.11,101.37,101.68,102.43,103.73,103.91,103.94,104.39,104.64,104.48
179,M,False,112.16,112.33,111.13,110.65,110.24,110.23,109.61,107.89,107.81,107.95
180,M,False,106.31,105.7,105.94,105.98,105.88,106.43,106.96,106.74,106.65,106.8
181,M,True,104.11,103.87,103.76,103.4,103.86,103.63,103.76,104.25,104.83,105.74
182,M,True,106.73,106.87,105.75,105.28,104.91,104.97,104.01,103.5,103.75,103.84
183,M,True,103.61,104.38,103.63,103.22,103.73,104.07,104.56,104.55,104.9,104.68
184,M,True,105.83,106.27,106.71,107.2,107.86,108.4,108.32,109.37,109.93,109.93
185,M,False,106.0,105.86,106.29,106.86,107.05,109.04,109.02,108.79,109.08,108.7
186,M,True,107.12,107.79,108.49,109.12,110.0,110.53,110.85,111.71,112.23,112.46
187,M,False,112.46,112.56,112.9,114.03,113.63,113.13,113.27,113.68,113.49,113.94
188,M,False,113.27,113.68,113.49,113.94,114.11,113.95,114.06,114.56,113.65,113.2
189,M,True,113.65,113.2,112.9,112.94,112.57,112.58,112.71,112.62,112.58,111.89
190,M,True,112.57,112.58,112.71,112.62,112.58,111.89,111.97,112.06,111.36,111.62
191,M,False,112.47,113.0,113.95,114.96,116.6,117.58,117.57,118.12,118.65,118.28
192,M,False,78.208,83.893,83.238,96.237,98.055,94.307,94.74,96.694,92.143,77.276
193,M,True,114.98,114.7,114.91,114.23,113.67,113.44,113.02,113.31,114.42,114.67
194,M,False,113.67,113.44,113.02,113.31,114.42,114.67,114.73,115.57,115.53,115.58
195,M,False,115.57,115.53,115.58,115.85,116.57,117.14,116.11,116.26,116.5,116.94
196,M,True,118.3,117.97,118.41,119.26,119.35,120.4,120.8,121.64,121.67,121.82
197,M,False,121.64,121.67,121.82,121.82,122.5,122.62,123.3,124.61,124.79,125.64
198,M,True,126.46,126.6,127.17,127.16,127.44,127.18,126.83,126.61,127.12,127.06
199,M,False,126.83,126.61,127.12,127.06,126.31,125.65,125.52,125.36,125.27,125.21
200,M,True,123.46,123.01,123.19,123.82,124.36,124.87,125.22,124.88,125.13,124.86
201,M,False,124.5,123.14,121.95,121.71,121.9,122.58,122.65,121.97,121.91,122.57
202,M,True,122.88,123.35,122.61,123.6,123.4,123.52,123.65,123.38,123.5,124.59
203,M,False,120.96,120.61,120.97,121.24,121.23,121.47,120.19,120.93,122.05,121.6
204,M,False,120.8,120.65,120.07,119.91,119.67,119.99,119.16,119.03,120.91,119.38
205,M,False,77.664,73.561,75.325,75.555,70.52,75.639,74.716,72.334,74.078,74.854
206,M,True,113.95,114.44,113.98,114.53,113.87,113.99,113.18,113.57,112.71,112.61
207,M,True,107.74,106.06,106.43,105.83,105.87,105.07,106.1,103.44,103.9,103.86
208,M,False,103.24,104.01,104.09,104.02,104.51,105.5,103.58,103.78,103.84,104.66
209,M,False,102.72,102.46,101.76,102.75,101.17,101.22,100.36,101.82,101.58,101.52
210,M,False,99.154,99.628,97.907,97.95,96.544,96.724,96.303,96.42,96.108,94.52
211,M,True,103.48,102.71,103.06,102.57,102.67,102.91,103.01,103.35,103.15,102.8
212,M,False,104.96,105.59,105.81,106.19,106.87,106.65,106.77,106.5,106.33,106.24
213,M,False,106.65,106.77,106.5,106.33,106.24,106.65,105.68,105.47,105.23,105.09
214,M,False,102.42,102.11,101.75,101.86,101.51,101.8,101.68,101.15,101.5,101.29
215,M,False,85.833,85.914,85.685,85.282,85.332,84.855,85.283,84.964,84.882,83.669
216,M,False,66.609,70.905,71.137,72.384,71.491,70.753,69.996,68.31,68.257,63.387
217,M,True,91.874,92.98,93.882,94.675,95.108,94.488,94.746,94.836,94.849,93.511
218,M,False,96.65,95.979,96.167,96.506,95.53,95.204,94.837,94.386,94.472,94.024
219,M,False,105.8,104.98,104.93,104.84,105.22,105.81,105.45,104.79,104.03,103.65
220,M,False,105.42,105.33,105.21,105.29,105.03,105.05,105.21,105.21,105.36,105.32
221,M,False,44.342,76.927,98.122,92.519,72.801,100.89,113.58,88.361,107.91,65.485
222,M,False,98.122,92.519,72.801,100.89,113.58,88.361,107.91,65.485,115.9,115.32
223,M,False,109.15,110.54,110.62,110.49,110.06,108.78,107.33,106.44,106.02,105.3
224,M,False,122.08,122.98,99.819,122.78,123.07,122.28,121.85,120.49,119.0,117.52
225,M,False,111.97,111.21,110.41,109.5,108.84,108.37,107.95,107.23,106.67,105.9
226,M,False,104.99,103.99,102.61,102.6,101.34,99.691,98.615,97.367,97.177,96.842
227,M,True,78.576,91.396,106.38,114.98,165.66,162.53,176.71,164.53,154.58,178.7
228,M,True,81.493,85.372,85.755,84.332,83.692,84.103,86.435,86.115,89.263,88.28
229,M,True,92.828,92.403,96.306,97.993,92.974,93.687,98.729,98.769,93.828,105.2
230,M,False,97.507,96.156,105.37,103.42,97.981,98.814,104.16,105.22,105.7,106.0
231,M,True,105.06,101.16,103.32,100.2,99.926,102.04,101.71,96.648,98.65,100.98
232,M,False,109.48,108.42,108.2,106.76,106.55,106.44,105.28,106.65,107.15,108.65
233,M,False,112.64,112.98,110.32,112.37,111.81,111.16,109.07,109.35,109.12,107.63
234,M,True,133.58,133.43,132.21,132.58,132.28,132.63,130.94,129.09,127.3,125.54
235,M,False,120.99,120.91,119.99,120.59,120.09,117.91,118.59,118.63,119.51,119.19
236,M,False,117.47,116.85,116.52,115.43,115.12,114.97,115.57,115.94,117.77,119.99
237,M,False,86.719,85.267,84.657,84.581,83.536,83.125,81.845,81.068,81.722,81.806
238,M,False,115.94,116.1,116.11,115.35,116.55,117.15,119.41,120.16,119.58,121.08
239,M,False,111.47,111.66,112.16,111.69,112.12,112.37,112.3,112.62,111.99,110.97
240,M,True,89.553,89.071,88.972,89.492,89.301,89.734,90.179,90.292,90.566,90.285
241,M,False,94.785,94.662,94.719,94.576,94.883,95.04,95.035,95.416,94.826,95.121
242,M,True,124.76,125.86,125.86,126.57,125.28,125.57,125.35,125.03,124.72,125.36
243,M,False,130.05,130.28,129.44,129.0,129.38,127.72,127.47,126.64,126.33,124.4
244,M,False,146.23,143.99,127.54,125.42,123.97,117.08,114.36,115.62,118.12,118.32
245,M,False,113.73,113.08,112.86,111.99,110.65,109.7,109.72,108.52,107.55,107.39
246,M,False,106.67,108.27,109.27,109.56,108.54,109.14,107.97,107.08,106.0,104.98
247,M,False,117.68,117.52,117.0,117.41,116.98,116.47,117.01,116.94,116.01,115.63
248,M,False,117.59,118.3,117.87,118.6,118.46,119.26,120.16,120.87,122.23,124.1
249,M,False,122.57,122.14,120.46,119.2,118.34,118.82,117.83,118.1,118.35,118.02
250,M,False,99.822,101.77,103.15,102.62,103.12,104.25,105.31,104.16,104.74,103.71
251,M,True,96.397,96.567,97.352,96.881,96.465,96.596,96.186,95.488,94.76,95.043
252,M,False,97.301,97.475,98.643,99.294,98.846,99.377,100.02,100.25,100.29,101.5
253,M,False,87.548,86.923,87.079,87.019,86.501,86.023,85.946,85.999,86.372,85.776
254,M,False,107.11,107.47,106.93,107.62,106.68,107.73,106.29,105.91,107.34,106.01
255,M,False,107.96,107.82,108.36,109.12,108.88,109.6,109.83,109.93,109.9,109.52
256,M,False,77.263,79.749,78.564,75.254,79.907,79.743,75.57,73.868,73.261,73.774
257,M,False,52.739,51.321,68.786,54.75,59.74,67.721,76.091,56.376,60.039,74.042
258,M,False,62.411,66.592,64.963,66.604,67.826,69.502,76.464,74.03,68.343,75.746
259,M,False,82.235,82.307,78.709,83.385,82.4,77.34,80.775,78.473,77.051,77.077
260,M,False,125.79,126.52,127.47,129.22,129.53,130.68,129.32,129.16,127.02,127.21
261,M,True,101.94,101.7,101.8,103.3,103.23,102.82,103.98,102.05,103.24,102.16
262,M,False,103.3,103.23,102.82,103.98,102.05,103.24,102.16,100.46,100.25,99.444
263,M,False,69.58,64.776,67.416,69.798,73.196,72.011,75.471,78.306,79.223,76.077
264,M,False,114.69,113.74,114.41,113.95,114.87,114.87,115.02,114.74,114.47,115.14
265,M,True,121.38,122.4,123.08,123.55,124.01,123.94,125.68,127.08,128.13,127.73
266,M,False,135.78,134.22,134.77,133.9,133.68,134.71,135.39,134.94,133.4,132.37
267,M,True,111.22,111.65,111.33,111.76,111.76,111.91,111.22,111.21,111.8,112.5
268,M,False,117.58,116.5,116.12,114.94,113.72,113.7,113.01,113.13,112.89,111.8
269,M,True,114.19,113.62,114.19,114.04,114.07,114.57,114.02,113.4,112.88,113.47
270,M,True,116.3,116.28,115.92,116.28,116.5,116.18,115.75,115.95,116.19,116.89
271,M,False,117.47,118.01,117.37,117.11,116.6,117.16,118.11,118.55,118.39,117.9
272,M,False,117.37,117.11,116.6,117.16,118.11,118.55,118.39,117.9,117.78,117.37
273,M,False,100.3,99.752,100.11,99.805,100.06,100.06,100.29,100.7,101.15,101.2
274,M,False,114.94,115.49,115.5,115.22,114.74,115.26,115.0,114.71,114.41,115.22
275,M,False,115.22,114.74,115.26,115.0,114.71,114.41,115.22,114.84,114.78,115.06
276,M,True,0.0,0.0,0.0,0.0,0.0,46.107,48.536,114.03,66.029,106.78
277,M,True,61.871,59.622,60.228,61.541,59.668,68.341,71.647,64.875,69.126,68.896
278,M,True,103.7,109.66,112.54,111.81,110.96,111.78,114.61,118.81,114.46,115.3
279,M,False,105.81,103.9,106.64,110.05,110.47,109.1,112.16,110.41,112.59,106.25
280,M,False,111.58,109.75,108.82,110.43,106.75,108.82,109.99,112.23,109.32,107.26
281,M,False,109.32,107.26,108.19,106.1,107.67,106.43,106.04,102.2,104.15,105.95
282,M,False,105.44,105.95,104.32,105.68,108.99,109.71,109.82,109.4,110.97,111.33
283,M,True,101.32,101.45,101.91,102.48,102.72,102.79,102.69,103.21,103.26,104.12
284,M,False,97.508,96.576,96.184,95.066,94.781,95.186,95.416,94.998,95.117,96.467
285,M,False,99.196,99.736,99.843,100.8,100.95,100.38,100.66,101.48,101.34,101.61
286,M,False,93.217,93.267,93.459,93.526,93.63,93.88,93.743,93.942,93.928,93.586
287,M,True,107.59,108.05,107.91,107.92,108.51,107.51,105.84,105.57,105.42,105.18
288,M,False,107.91,107.92,108.51,107.51,105.84,105.57,105.42,105.18,104.64,104.99
289,M,False,88.157,88.819,87.388,86.887,86.865,86.202,85.103,84.121,83.725,83.517
290,M,False,69.982,69.956,69.913,71.499,70.628,71.679,81.295,71.747,85.566,85.874
291,M,False,103.63,102.13,101.57,101.94,101.28,100.93,100.46,100.73,100.35,100.54
292,M,True,104.42,105.0,105.92,105.49,105.9,106.4,106.35,107.05,106.92,107.28
293,M,False,111.32,111.76,111.51,110.61,109.7,109.17,109.0,107.66,107.32,106.88
294,M,True,86.24,86.891,86.584,86.179,85.67,85.892,84.612,84.149,84.536,84.212
295,M,True,88.719,88.985,90.175,90.673,91.527,91.827,92.587,93.21,94.247,94.497
296,M,True,99.799,100.18,100.18,100.84,100.61,101.14,100.92,101.06,101.21,100.6
297,M,True,108.87,109.34,109.12,109.7,109.64,109.29,108.75,108.08,108.23,107.33
298,M,True,106.69,106.06,105.1,105.53,105.21,103.97,103.27,102.56,103.0,102.6
299,M,False,126.33,127.96,128.6,126.64,125.97,127.43,127.35,127.44,128.74,127.09
300,M,False,64.789,61.216,69.038,65.565,62.303,71.613,60.113,62.845,66.349,66.354
