,FLARE_TYPE,COINCIDENCE,MEANGBZ_1,MEANGBZ_2,MEANGBZ_3,MEANGBZ_4,MEANGBZ_5,MEANGBZ_6,MEANGBZ_7,MEANGBZ_8,MEANGBZ_9,MEANGBZ_10
562,M,True,107.08,107.21,107.41,107.46,107.71,107.95,108.39,108.8,109.08,109.01
563,M,True,109.67,109.53,109.53,109.62,109.98,110.35,111.33,110.93,111.34,111.0
564,M,False,110.63,110.76,110.86,110.92,111.18,111.14,110.81,111.39,111.18,111.31
565,M,True,109.16,109.07,108.52,109.52,109.82,109.48,109.14,109.81,109.88,110.15
566,M,True,102.97,103.34,103.25,104.2,104.16,103.23,103.88,103.0,103.08,103.35
567,M,True,97.2,97.221,97.234,96.912,97.458,97.288,98.261,97.736,96.966,96.601
568,M,False,93.609,93.549,92.407,93.875,94.095,91.544,93.566,91.657,92.7,94.036
569,M,False,97.766,94.264,97.517,95.556,94.131,95.342,98.898,94.403,97.201,93.626
570,M,False,82.713,86.613,84.069,82.472,98.517,83.607,72.154,79.885,83.319,79.057
571,M,True,82.689,82.647,82.601,82.367,83.037,82.896,83.665,83.977,84.178,84.16
572,M,False,84.824,85.566,85.943,87.223,87.117,88.396,89.357,90.505,91.264,90.971
573,M,True,63.256,62.103,65.732,60.835,59.509,58.879,57.588,62.47,62.784,64.109
574,M,False,65.732,60.835,59.509,58.879,57.588,62.47,62.784,64.109,61.643,54.795
575,M,False,87.812,88.149,87.501,89.348,88.477,89.375,89.89,92.238,91.623,92.596
576,M,True,96.217,95.491,95.472,94.964,95.033,95.293,93.965,93.929,93.614,93.689
577,M,False,91.763,91.105,90.505,91.767,91.753,91.568,91.582,92.139,92.369,93.92
578,M,False,111.04,110.54,109.21,108.16,107.4,106.2,105.67,104.97,104.03,103.58
579,M,False,93.815,93.842,94.173,94.265,95.718,94.184,94.487,94.251,95.564,95.713
580,M,False,129.0,127.12,127.09,140.47,127.09,119.24,117.77,132.18,120.76,128.8
581,M,False,98.401,97.563,97.207,96.686,96.855,98.201,98.134,97.509,98.016,98.035
582,M,False,100.12,98.952,97.751,96.692,95.969,95.985,95.915,95.031,94.161,94.223
583,M,False,115.4,114.42,114.22,114.71,114.45,114.26,114.03,115.08,116.01,116.04
584,M,False,127.38,126.56,127.95,127.44,128.92,129.51,129.73,130.37,130.61,132.48
585,M,True,122.18,122.82,123.99,124.61,125.5,126.8,127.76,129.07,129.05,128.84
586,M,False,124.78,124.07,124.68,123.53,122.86,122.49,120.74,120.3,119.8,119.05
587,M,False,86.714,86.554,87.044,87.204,86.484,87.132,87.058,87.588,87.256,87.418
588,M,True,90.077,90.066,89.551,90.034,90.074,89.799,90.246,90.517,91.22,90.923
589,M,False,90.074,89.799,90.246,90.517,91.22,90.923,90.817,90.469,91.439,91.809
590,M,True,76.683,76.252,76.611,76.629,76.635,76.534,76.698,76.584,76.654,77.425
591,M,False,79.69,80.145,80.634,80.767,80.753,81.02,80.27,80.298,78.889,78.406
592,M,False,80.634,80.767,80.753,81.02,80.27,80.298,78.889,78.406,77.685,77.652
593,M,True,75.272,79.676,75.132,75.074,72.759,71.987,72.384,73.074,72.009,72.341
594,M,False,81.91,91.727,85.993,85.834,87.767,85.146,90.371,90.947,94.242,94.55
595,M,True,120.47,122.77,120.8,117.04,116.36,114.67,115.24,112.56,112.79,113.47
596,M,False,125.41,119.94,120.08,119.84,120.62,119.37,118.95,115.64,115.47,113.55
597,M,True,86.941,86.083,86.699,86.205,86.84,86.378,86.945,87.25,87.323,87.968
598,M,True,94.529,94.96,95.742,96.929,98.048,97.315,97.395,97.107,99.374,100.38
599,M,False,103.71,103.96,104.17,104.43,105.69,105.96,106.4,107.35,107.22,107.27
600,M,True,105.61,107.36,107.24,108.81,109.06,109.83,109.51,110.15,110.4,108.8
601,M,False,107.69,107.24,107.76,104.82,104.64,102.44,102.11,103.36,104.13,102.84
602,M,False,103.07,102.16,103.36,103.61,102.96,101.8,100.98,102.68,102.81,102.15
603,M,False,116.48,114.49,113.64,111.9,110.8,110.39,109.74,109.46,108.68,109.22
604,M,False,95.415,95.439,95.481,95.559,95.801,96.531,96.997,97.648,97.955,98.264
605,M,False,94.015,94.176,94.254,94.067,94.305,95.303,95.683,95.677,95.6,95.472
606,M,True,122.82,122.01,120.61,119.5,118.23,118.38,116.86,115.55,114.38,114.84
607,M,True,119.2,121.46,121.44,121.41,122.25,121.39,120.89,119.74,119.01,117.45
608,M,False,122.25,121.39,120.89,119.74,119.01,117.45,117.08,115.87,115.52,114.39
609,M,False,117.08,115.87,115.52,114.39,114.86,114.26,113.84,113.18,114.38,115.4
610,M,False,115.52,114.39,114.86,114.26,113.84,113.18,114.38,115.4,116.6,117.34
611,M,False,117.34,118.14,117.62,118.94,120.09,120.43,120.59,120.52,121.32,122.08
612,M,False,121.71,120.96,121.72,121.15,120.31,120.67,120.97,120.28,119.43,119.54
613,M,False,116.67,115.08,114.28,114.16,113.87,114.2,114.8,115.83,115.53,116.25
614,M,True,116.37,118.77,119.77,120.72,120.81,120.89,120.65,119.51,118.74,117.64
615,M,True,119.57,119.88,120.48,121.24,122.13,123.69,124.61,125.36,125.64,127.27
616,M,False,120.48,119.88,118.96,119.9,119.41,120.89,120.71,120.88,122.05,122.84
617,M,True,121.59,120.23,118.89,118.98,118.08,117.81,117.8,118.01,118.41,118.77
618,M,False,118.89,118.98,118.08,117.81,117.8,118.01,118.41,118.77,118.72,126.38
619,M,True,112.6,112.36,112.72,111.67,111.13,111.08,110.33,110.07,109.9,110.26
620,M,False,110.59,110.95,111.45,111.49,111.67,111.72,111.58,112.41,112.91,112.89
621,M,False,111.58,112.41,112.91,112.89,113.19,113.27,112.86,112.92,111.72,111.69
622,M,True,104.4,105.58,106.02,106.72,106.7,107.49,107.83,106.88,107.91,106.61
623,M,True,99.315,98.952,98.674,98.427,98.842,97.513,97.936,98.07,97.156,97.269
624,M,False,104.69,104.54,105.17,102.9,105.45,102.23,100.32,99.84,99.09,97.809
625,M,False,97.597,96.886,95.623,96.366,95.216,94.48,94.422,94.266,93.755,93.84
626,M,True,83.605,81.13,81.564,82.878,81.908,81.813,81.923,81.488,85.266,82.803
627,M,False,117.17,118.53,118.1,117.71,117.54,118.83,118.18,118.26,119.56,120.62
628,M,True,93.063,93.962,94.083,94.641,95.933,98.014,98.907,100.02,101.67,101.91
629,M,False,96.119,95.7,96.62,97.023,96.945,96.633,97.091,97.892,98.456,98.411
630,M,False,99.144,100.21,100.7,101.04,100.74,101.02,102.24,101.94,102.27,102.85
631,M,False,103.97,101.57,109.29,108.4,110.54,107.46,104.98,102.2,102.43,113.99
632,M,False,101.81,117.67,107.16,108.45,107.01,104.99,110.21,110.71,104.09,105.61
633,M,False,112.96,114.59,117.01,118.79,120.58,121.17,121.42,120.99,119.25,118.07
634,M,False,112.55,113.24,113.46,113.15,114.24,114.5,113.05,112.76,109.74,108.28
635,M,False,96.425,95.641,93.53,92.102,92.541,90.98,90.841,90.061,89.486,90.076
636,M,False,88.829,90.587,89.51,88.988,90.209,89.45,88.779,88.746,89.157,88.054
637,C,True,63.847,64.32,64.926,64.628,65.31,66.472,67.486,67.607,66.92,68.534
638,C,True,111.38,111.84,116.02,117.89,115.51,112.26,112.62,113.77,114.05,115.44
639,C,False,116.33,114.42,114.58,114.21,114.01,114.37,114.92,112.99,111.74,110.48
640,C,False,91.558,91.909,92.91,95.796,94.647,89.031,95.65,86.792,88.799,95.915
641,C,False,78.651,78.585,78.73,79.515,78.91,79.406,79.484,81.095,80.418,79.889
642,C,False,57.666,71.314,52.164,60.705,61.129,44.684,51.098,52.739,58.167,72.53
643,C,False,81.498,85.599,81.405,76.472,72.987,76.322,74.917,77.942,76.121,79.908
644,C,False,120.58,116.54,121.58,121.7,126.57,126.05,133.17,130.28,128.83,129.14
645,C,False,97.507,95.191,94.163,95.267,94.723,93.324,93.602,94.246,95.929,95.313
646,C,True,110.27,110.44,110.35,110.58,110.63,110.62,110.23,110.23,110.02,108.98
647,C,False,121.66,121.79,122.84,122.81,123.29,123.5,124.17,125.5,126.46,126.73
648,C,False,96.665,97.665,98.117,96.35,97.21,97.493,96.052,94.816,94.086,93.468
649,C,False,77.757,80.017,85.243,75.815,67.07,66.954,82.453,62.773,63.333,65.321
650,C,False,105.07,105.21,105.77,105.67,105.34,105.5,105.8,105.44,105.16,104.88
651,C,True,114.7,120.88,122.57,123.32,126.77,129.82,128.95,124.86,133.0,129.31
652,C,True,82.648,83.417,83.663,83.634,83.24,84.37,84.677,85.756,86.417,85.672
653,C,False,105.73,106.23,105.82,105.34,105.69,104.74,105.45,105.31,104.63,105.73
654,C,False,118.08,119.71,121.62,123.31,125.41,129.75,130.19,131.22,132.12,131.49
655,C,False,97.463,97.223,98.735,98.885,98.981,100.2,100.38,101.89,101.45,102.12
656,C,True,81.542,80.399,81.289,80.234,77.445,81.138,81.167,83.948,82.364,83.152
657,C,False,97.644,96.574,95.939,95.574,96.651,97.359,97.713,98.399,99.424,99.935
658,C,False,104.51,105.44,106.23,107.05,108.6,109.82,111.63,112.78,113.17,113.74
659,C,False,125.72,126.43,124.89,125.6,125.33,124.3,123.94,120.36,119.51,118.62
660,C,False,136.76,135.37,139.09,143.05,141.17,150.33,147.78,147.29,151.21,146.15
661,C,False,123.61,122.51,120.99,119.65,119.02,117.68,117.16,115.78,115.43,115.4
662,C,False,95.48,95.064,94.169,93.646,93.021,93.015,92.249,91.792,91.5,91.148
663,C,True,97.212,95.489,95.272,94.945,95.356,94.702,96.444,94.706,94.021,93.79
664,C,False,84.086,84.374,83.61,84.479,84.584,85.817,86.075,86.55,87.501,88.298
665,C,False,133.75,135.02,132.6,133.26,130.75,132.87,132.29,133.73,135.57,133.17
666,C,False,59.654,60.52,60.903,62.092,63.806,64.609,64.099,66.512,63.326,66.923
667,C,False,86.385,86.807,87.06,86.947,86.963,87.495,87.432,87.326,86.524,87.319
668,C,True,107.51,107.03,106.85,107.92,106.52,106.08,105.48,104.95,104.8,104.61
669,C,False,136.26,139.92,142.73,144.24,143.36,138.94,136.87,137.73,136.57,135.11
670,C,False,94.883,94.917,96.367,96.955,97.739,98.527,99.83,99.9,99.489,99.167
671,C,False,81.542,80.399,81.289,80.234,77.445,81.138,81.167,83.948,82.364,83.152
672,C,False,0.0,93.972,166.17,26.259,57.339,42.234,87.675,22.613,29.77,109.03
673,C,True,110.51,110.7,111.61,111.51,111.47,111.52,111.81,112.09,112.5,112.49
674,C,False,123.14,124.42,128.4,127.97,136.94,134.26,138.46,143.46,143.31,137.02
675,C,False,81.572,71.922,74.757,95.442,87.518,78.367,81.732,103.84,94.762,76.27
676,C,False,68.4,98.743,100.02,101.29,100.52,102.18,84.915,104.87,86.86,88.339
677,C,False,135.7,138.3,135.67,138.18,139.75,145.05,143.66,144.78,146.6,146.49
678,C,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679,C,False,119.31,120.13,119.6,119.38,119.67,120.01,121.28,121.24,121.49,122.59
680,C,False,119.89,119.73,121.11,120.21,120.5,120.65,121.64,121.88,122.54,122.41
681,C,False,82.341,84.48,85.011,86.32,87.203,89.308,89.929,92.152,91.249,89.812
682,C,False,103.83,103.97,104.26,104.11,104.56,104.45,105.08,105.75,106.85,108.36
683,C,False,121.68,120.45,121.29,121.95,121.8,121.28,120.78,120.29,119.57,118.28
684,C,False,68.566,67.568,67.369,67.761,67.321,67.944,68.581,69.599,69.29,70.686
685,C,False,97.29,97.492,97.762,98.945,100.05,100.88,101.59,102.98,103.47,103.93
686,C,False,132.27,135.8,137.39,136.26,137.97,137.65,136.17,138.63,139.61,138.67
687,C,False,86.278,85.745,86.72,85.8,85.989,86.122,83.729,82.85,82.488,80.524
688,C,True,112.42,118.25,110.69,111.65,106.08,116.8,124.55,127.98,128.67,107.54
689,C,False,94.354,94.157,94.545,94.21,93.672,93.482,93.568,93.116,93.301,93.464
690,C,False,99.293,94.204,98.152,96.378,87.78,96.223,85.475,84.12,86.154,88.905
691,C,False,99.53,99.16,99.366,98.986,98.768,97.679,97.458,96.116,95.545,94.732
692,C,False,91.765,91.543,85.504,90.941,90.593,91.34,90.329,90.194,89.042,88.975
693,C,False,122.82,123.79,121.42,123.92,123.85,125.03,124.85,124.09,124.28,123.89
694,C,False,109.84,109.08,108.73,108.53,108.35,108.96,110.02,110.58,111.27,112.57
695,C,False,88.801,89.66,90.673,89.159,90.279,89.587,89.027,89.739,90.029,90.212
696,C,True,94.783,94.345,93.843,93.226,92.204,91.251,90.182,89.637,89.322,88.667
697,C,False,68.764,67.558,66.108,77.317,72.674,67.174,73.288,79.374,69.686,75.887
698,C,False,112.03,113.34,113.8,114.08,113.81,113.27,113.43,112.47,111.74,110.91
699,C,False,106.76,106.42,105.59,104.89,105.49,104.42,104.8,105.07,104.32,103.99
700,C,False,108.04,107.43,107.8,107.92,108.3,108.05,107.55,107.88,108.2,108.95
701,C,False,107.61,108.26,108.89,110.73,111.85,112.51,114.46,114.05,113.35,113.28
702,C,False,115.31,115.38,114.82,115.38,115.77,116.27,114.94,114.08,114.35,114.13
703,C,False,85.638,85.671,85.898,86.205,86.449,86.657,86.994,88.073,88.618,89.159
704,C,True,94.534,90.637,88.375,87.993,88.893,89.519,87.09,89.614,87.339,88.862
705,C,False,75.857,80.315,88.503,79.6,77.078,75.263,81.012,73.816,72.147,88.849
706,C,False,114.59,115.77,112.31,108.8,105.68,107.89,103.22,98.587,98.938,100.18
707,C,False,135.34,136.87,135.55,133.99,133.69,131.73,131.01,130.27,130.08,129.86
708,C,False,75.141,71.658,69.874,72.669,74.586,75.841,82.54,82.234,87.159,87.488
709,C,False,97.566,96.147,94.067,91.008,91.688,93.595,92.284,92.482,92.044,91.291
710,C,False,118.25,117.13,117.99,118.83,116.37,116.12,113.63,117.29,116.78,118.36
711,C,True,126.13,136.79,132.79,138.7,148.56,135.49,150.01,124.39,130.96,124.0
712,C,False,84.181,83.796,84.687,84.602,84.72,84.665,85.061,85.548,87.2,88.046
713,C,False,101.1,101.07,100.41,100.43,100.65,100.91,100.45,100.64,101.36,101.28
714,C,False,119.1,118.59,117.31,118.32,118.67,118.57,118.78,117.99,118.61,118.27
715,C,False,130.14,131.19,131.07,131.86,131.47,130.88,131.12,129.33,128.11,126.8
716,C,False,70.266,69.709,67.258,68.063,68.566,68.532,67.657,68.822,69.125,68.001
717,C,False,119.0,120.05,121.33,121.0,119.63,120.29,121.01,119.79,120.85,120.2
718,C,False,82.292,81.78,81.288,80.095,79.849,80.613,80.451,79.054,78.736,79.59
719,C,False,101.4,102.37,101.88,101.76,101.43,101.09,100.27,99.762,99.03,98.127
720,C,False,86.8,86.881,85.203,82.63,81.482,81.612,80.605,80.747,80.081,80.558
721,C,False,63.847,64.32,64.926,64.628,65.31,66.472,67.486,67.607,66.92,68.534
722,C,False,84.677,85.756,86.417,85.672,85.645,86.613,84.756,85.478,82.901,84.211
723,C,False,94.778,96.164,95.656,95.662,97.884,94.639,91.53,87.409,93.398,93.104
724,C,False,121.1,120.14,120.27,120.47,118.42,116.44,116.68,114.55,115.02,114.51
725,C,False,117.22,115.87,115.92,114.84,114.0,113.85,114.26,115.2,115.74,116.29
726,C,False,118.39,116.38,117.74,115.59,114.58,113.15,113.93,112.45,109.83,109.27
727,C,False,109.84,110.06,109.93,109.8,110.35,110.51,110.34,110.16,110.24,110.35
728,C,False,123.31,123.22,122.54,122.19,120.9,121.27,120.8,121.02,119.39,119.31
729,C,False,110.55,109.89,109.6,78.912,109.68,109.88,109.16,109.53,109.23,109.48
730,C,False,73.204,72.481,72.604,71.983,71.203,70.834,70.795,71.456,70.284,68.62
731,C,False,116.47,116.43,116.14,117.32,117.06,118.4,120.15,118.8,119.37,120.74
732,C,False,110.27,110.44,110.35,110.58,110.63,110.62,110.23,110.23,110.02,108.98
733,C,False,98.965,100.09,101.18,101.57,101.47,101.6,102.0,102.21,102.28,102.57
734,C,False,118.56,118.79,118.78,118.58,118.47,118.19,116.98,116.31,116.07,115.26
735,C,False,102.81,102.61,104.55,104.54,105.86,106.61,106.38,104.81,104.3,103.15
736,C,False,93.13,93.524,92.316,92.536,93.414,92.947,92.453,92.013,92.478,92.315
737,C,False,101.4,99.513,100.19,101.31,101.42,103.37,103.16,104.49,104.19,106.85
738,C,False,78.177,77.894,79.797,77.489,77.445,76.622,78.941,76.008,76.972,78.34
739,C,False,50.171,51.332,56.418,84.962,59.514,56.502,56.593,74.465,63.224,64.34
740,C,False,108.94,108.23,109.53,109.06,109.55,111.41,112.61,111.49,111.87,113.4
741,C,False,107.63,108.74,108.07,109.3,110.02,109.75,110.92,110.63,111.72,112.08
742,C,False,104.28,105.16,106.42,107.57,108.48,109.95,110.71,113.25,113.83,114.6
743,C,False,89.277,87.284,81.776,80.167,79.551,80.258,80.093,78.473,79.102,80.478
744,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.48,75.945,86.305
745,C,False,114.7,120.88,122.57,123.32,126.77,129.82,128.95,124.86,133.0,129.31
746,C,False,103.76,105.08,103.13,104.71,103.63,103.92,104.29,105.01,106.05,105.33
747,C,False,67.265,68.333,66.394,70.477,66.112,74.537,70.992,68.139,69.018,66.119
748,C,False,100.89,101.42,100.86,101.15,101.4,101.81,101.58,102.17,102.27,101.85
749,C,False,73.187,68.1,76.362,59.886,60.389,66.346,59.142,59.669,64.867,80.663
750,C,False,126.23,125.33,124.78,125.2,124.01,122.21,120.1,120.6,118.24,118.47
751,C,False,107.51,107.03,106.85,107.92,106.52,106.08,105.48,104.95,104.8,104.61
752,C,False,126.42,126.37,125.86,124.22,123.34,123.49,122.68,121.11,120.87,122.3
753,C,False,123.75,126.88,127.65,128.74,128.08,126.63,129.09,132.5,128.39,128.46
754,C,False,104.48,104.13,103.31,102.75,101.84,100.53,98.877,97.995,96.952,96.418
755,C,False,126.13,136.79,132.79,138.7,148.56,135.49,150.01,124.39,130.96,124.0
756,C,False,102.09,101.98,102.88,103.05,103.14,104.08,103.67,103.49,103.34,102.82
757,C,False,106.26,105.72,105.08,104.79,104.3,104.38,104.67,104.75,104.6,104.67
758,C,False,75.185,57.875,63.687,63.422,60.739,71.368,61.385,69.21,62.207,65.937
759,C,False,110.96,111.34,111.14,110.73,111.33,112.0,112.15,113.44,114.05,114.54
760,C,False,109.18,109.98,109.24,109.63,110.57,111.31,111.71,110.51,111.45,112.31
761,C,False,168.38,168.19,96.41,54.237,68.204,69.993,163.13,108.56,127.33,122.31
762,C,False,75.849,75.82,75.971,75.409,76.29,76.996,76.208,76.935,76.518,76.015
763,C,False,115.49,112.6,111.89,109.29,108.13,107.16,106.76,106.8,106.86,107.17
764,C,False,92.641,91.818,90.657,89.398,88.747,88.495,88.507,87.889,87.84,87.557
765,C,False,97.508,82.13,84.231,80.794,83.204,79.501,87.04,74.206,74.019,74.812
766,C,False,116.98,117.76,116.72,116.92,117.15,116.86,116.35,116.48,115.55,115.83
767,C,False,85.059,85.045,85.785,83.898,83.663,84.668,87.047,87.422,87.981,87.059
768,C,False,0.0,0.0,272.64,75.531,30.08,34.525,86.824,85.142,51.924,60.476
769,C,False,96.289,95.411,95.009,93.83,93.634,92.61,93.394,92.342,91.757,91.44
770,C,False,78.252,77.761,80.71,80.813,85.389,82.973,87.329,84.085,86.374,83.712
771,C,False,95.087,94.357,94.465,94.296,93.846,93.315,93.203,94.156,95.251,95.588
772,C,True,122.6,123.0,121.87,121.9,121.38,121.12,121.39,121.49,120.81,120.69
773,C,False,118.36,117.58,117.88,117.71,117.92,117.23,116.44,116.36,115.92,115.83
774,C,False,89.095,89.27,89.576,87.55,88.393,87.858,87.653,86.362,88.051,87.337
775,C,False,109.39,109.01,108.18,106.86,107.23,107.5,107.09,107.01,107.07,107.24
776,C,False,105.43,104.74,104.36,104.07,103.93,103.25,102.92,102.57,102.81,102.86
777,C,False,94.534,90.637,88.375,87.993,88.893,89.519,87.09,89.614,87.339,88.862
778,C,False,83.175,62.813,56.564,59.534,57.238,67.699,58.048,73.194,57.579,74.433
779,C,False,105.88,104.54,103.4,102.07,101.74,101.56,101.21,101.03,101.7,102.1
780,C,False,98.321,98.739,98.44,99.03,98.983,97.943,98.167,98.266,97.783,98.269
781,C,False,82.546,82.307,82.617,84.596,83.81,82.963,84.041,83.414,84.158,84.001
782,C,False,112.41,103.0,99.354,113.23,111.54,84.199,80.438,87.539,77.485,84.655
783,C,False,89.194,89.723,89.717,89.994,89.494,89.564,90.209,90.387,90.23,91.163
784,C,False,138.46,137.62,137.53,137.03,135.43,129.88,134.36,139.27,144.76,148.95
785,C,False,103.03,101.8,101.04,99.433,99.237,98.212,96.581,97.964,97.711,96.846
786,C,False,104.03,104.05,102.69,102.66,102.15,101.22,101.6,101.63,101.8,101.2
787,C,False,83.942,83.194,82.709,81.911,80.06,78.918,78.445,77.683,77.882,76.661
788,C,False,110.69,111.65,106.08,116.8,124.55,127.98,128.67,107.54,83.996,84.514
789,C,False,99.742,99.462,99.527,99.342,99.592,98.943,98.842,98.299,97.802,96.83
790,C,True,78.275,76.361,72.41,71.551,71.129,69.095,69.066,70.817,69.281,70.918
791,C,False,129.0,129.24,130.39,130.72,129.48,131.09,130.92,129.28,130.88,130.62
792,C,True,106.69,105.01,104.48,104.61,104.54,103.12,102.74,102.63,102.16,103.67
793,C,False,85.801,83.706,81.464,89.616,77.778,86.867,85.374,78.131,85.928,75.047
794,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
795,C,False,111.38,111.84,116.02,117.89,115.51,112.26,112.62,113.77,114.05,115.44
796,C,False,90.295,88.691,87.22,85.696,85.262,85.552,86.198,85.589,85.601,85.564
797,C,False,99.926,102.82,102.21,104.26,106.81,107.23,106.82,102.79,94.4,102.53
798,C,False,117.09,117.83,119.04,119.0,120.74,121.12,121.65,122.87,123.19,123.62
799,C,False,78.275,76.361,72.41,71.551,71.129,69.095,69.066,70.817,69.281,70.918
800,C,False,77.373,75.957,77.275,74.92,74.319,74.665,74.014,75.046,73.347,76.638
801,C,False,106.85,106.37,106.95,107.0,107.19,106.66,106.6,107.23,107.26,106.3
802,C,False,115.61,118.19,115.99,116.26,117.12,118.88,119.42,120.9,119.91,118.99
803,C,False,117.77,117.37,118.87,120.58,121.53,122.34,123.49,124.72,125.87,125.81
804,C,False,90.793,90.795,90.056,89.71,89.388,89.419,89.506,88.224,88.586,88.985
805,C,False,58.958,61.052,64.548,68.343,66.738,67.715,67.399,63.579,66.339,65.331
806,C,False,116.35,120.96,119.05,121.39,117.53,120.12,119.36,121.97,117.95,113.37
807,C,False,72.858,76.477,74.965,77.649,66.663,65.678,69.81,65.38,76.051,72.363
808,C,False,86.321,86.609,86.555,86.029,86.495,86.261,86.205,85.926,85.701,85.93
809,C,False,74.236,74.702,73.763,73.704,73.48,73.162,73.101,73.085,72.014,72.526
810,C,False,115.38,114.63,114.37,114.16,112.92,112.48,112.24,111.83,110.88,111.17
811,C,False,117.88,116.97,116.92,115.42,114.56,113.4,112.28,111.17,111.18,111.99
812,C,False,131.65,129.1,126.97,125.97,123.63,122.92,120.6,118.62,118.02,116.34
813,C,False,115.61,111.43,114.31,113.7,114.76,115.48,117.44,118.51,119.25,121.4
814,C,False,99.693,99.051,98.769,98.25,98.041,98.071,97.518,97.606,97.974,98.299
815,C,False,132.14,132.33,132.9,132.42,132.61,131.05,130.58,130.48,131.36,130.07
816,C,False,118.2,116.97,115.71,118.49,121.1,119.04,121.3,123.12,125.11,125.57
817,C,False,106.69,105.01,104.48,104.61,104.54,103.12,102.74,102.63,102.16,103.67
818,C,False,99.057,98.74,99.512,100.28,100.87,101.11,101.52,101.78,101.85,101.7
819,C,False,113.82,113.58,113.35,112.15,111.05,110.41,110.93,110.31,110.64,110.43
820,C,False,97.212,95.489,95.272,94.945,95.356,94.702,96.444,94.706,94.021,93.79
821,C,False,114.26,114.21,113.0,113.82,114.63,115.08,115.65,116.07,117.39,117.8
822,C,False,112.35,112.03,112.32,112.31,112.48,112.17,112.16,112.77,112.39,112.77
823,C,False,94.783,94.345,93.843,93.226,92.204,91.251,90.182,89.637,89.322,88.667
824,B,True,141.9,142.51,141.6,142.98,144.78,142.06,145.46,143.31,149.25,149.57
825,B,False,132.61,131.39,130.48,128.21,128.43,127.94,125.78,124.52,123.13,122.55
826,B,False,148.38,149.23,149.78,147.73,143.72,149.27,144.61,137.98,134.89,130.98
827,B,False,99.354,99.486,100.24,101.43,100.28,97.997,97.358,98.093,97.402,98.587
828,B,True,0.0,0.0,0.0,0.0,0.0,8.146,0.0,20.341,61.376,96.7
829,B,True,132.05,132.8,134.46,132.46,131.53,133.04,131.12,129.89,128.73,128.28
830,B,False,125.33,125.77,131.39,132.79,134.75,134.86,134.26,135.37,138.18,134.04
831,B,False,82.231,82.699,82.889,82.834,82.899,83.196,83.085,82.929,82.892,84.211
832,B,False,113.86,131.88,135.89,147.91,138.38,144.22,149.65,155.18,149.21,133.1
833,B,False,135.03,135.55,134.21,132.18,132.27,133.04,131.41,129.22,129.41,127.4
834,B,True,61.504,62.097,53.97,58.962,57.106,54.054,56.059,58.178,55.307,55.313
835,B,False,71.906,72.852,72.725,72.04,72.243,71.339,71.463,71.501,72.233,72.07
836,B,True,90.106,89.155,88.99,88.009,87.818,85.606,83.933,83.586,83.445,83.724
837,B,False,110.7,110.75,107.92,108.79,109.02,111.02,112.32,110.48,109.74,109.48
838,B,False,134.98,134.46,136.14,134.64,135.75,105.62,103.27,135.32,133.32,131.21
839,B,True,69.238,65.399,65.774,66.651,67.253,66.2,66.12,64.745,64.019,65.226
840,B,True,67.62,67.138,67.21,67.984,68.466,68.469,68.934,68.071,69.286,69.417
841,B,True,128.05,152.62,153.58,148.85,118.44,148.9,147.07,147.02,114.79,141.3
842,B,True,72.941,74.058,74.301,74.15,76.229,75.608,77.34,78.802,77.271,76.008
843,B,False,124.93,125.52,127.39,126.5,126.96,127.99,128.36,130.27,129.22,129.42
844,B,False,122.9,125.08,124.83,123.75,122.28,121.77,120.19,119.52,117.17,118.27
845,B,True,66.03,66.213,66.627,65.587,65.814,65.999,65.773,66.035,67.988,66.93
846,B,True,139.19,144.1,144.59,146.09,148.25,149.92,148.97,147.76,142.67,143.24
847,B,False,135.9,136.12,135.92,136.15,136.82,136.23,135.35,134.85,138.62,137.98
848,B,True,96.361,96.412,95.663,93.877,93.126,91.279,88.957,89.784,89.281,89.971
849,B,True,120.14,119.44,119.31,119.78,120.69,118.77,118.68,118.95,116.25,118.12
850,B,True,125.75,128.18,128.4,127.63,128.53,128.42,128.67,127.76,129.43,130.26
851,B,True,111.57,110.97,110.78,112.63,111.57,109.92,110.02,109.39,108.44,108.95
852,B,True,95.453,96.531,99.071,101.18,102.85,103.39,104.1,103.4,104.83,105.16
853,B,True,107.1,107.89,106.16,110.14,110.93,113.0,112.93,113.49,116.91,114.37
854,B,True,46.115,49.46,49.896,47.56,50.56,49.489,50.338,46.052,48.839,51.121
855,B,True,129.81,131.35,128.43,123.52,123.39,125.02,128.73,129.69,125.6,131.14
856,B,False,108.69,109.87,108.58,108.76,108.71,108.18,108.8,108.53,108.07,107.78
857,B,False,122.62,123.05,119.8,118.23,116.38,116.06,114.02,111.81,111.66,110.63
858,B,True,115.4,114.9,116.18,116.56,116.85,118.69,118.96,119.02,119.29,121.77
859,B,False,129.39,130.52,130.06,129.63,129.91,128.01,127.71,126.02,125.57,125.44
860,B,False,134.59,139.83,141.3,130.95,132.08,132.5,140.51,137.36,143.44,142.07
861,B,True,120.92,120.47,120.34,117.96,119.42,118.29,118.45,117.47,116.2,115.55
862,B,True,139.45,135.89,136.14,135.45,133.47,136.39,138.19,138.19,137.83,133.03
