,FLARE_TYPE,COINCIDENCE,MEANGBH_1,MEANGBH_2,MEANGBH_3,MEANGBH_4,MEANGBH_5,MEANGBH_6,MEANGBH_7,MEANGBH_8,MEANGBH_9,MEANGBH_10
1818,B,False,46.418,47.03,46.925,47.583,47.141,46.449,46.406,46.67,46.473,44.998
1819,B,False,31.291,31.296,31.657,31.165,31.633,30.622,29.41,29.001,28.756,28.65
1820,B,False,74.853,72.998,74.725,74.53,73.128,72.231,70.981,70.701,71.099,71.187
1821,B,False,54.371,53.765,53.493,53.835,53.268,52.828,52.505,51.887,51.959,50.993
1822,B,False,39.889,40.666,40.908,41.119,41.635,41.996,40.867,41.612,41.519,41.952
1823,B,False,47.134,46.801,47.021,47.45,48.008,48.888,49.15,49.376,49.91,51.021
1824,B,False,39.488,40.075,40.399,40.84,41.287,40.748,40.531,39.836,39.586,38.811
1825,B,False,33.155,10.027,12.511,0.0,22.637,20.487,27.472,20.31,23.461,22.483
1826,B,False,68.372,69.343,68.144,68.309,68.084,69.047,69.305,67.961,69.504,68.197
1827,B,False,80.206,79.634,78.381,77.576,78.066,76.477,72.599,71.209,69.577,69.529
1828,B,False,48.302,48.624,49.31,50.028,50.418,50.605,50.685,49.749,49.072,49.037
1829,B,False,50.9,51.172,50.216,50.827,50.993,49.081,48.168,48.005,47.404,47.994
1830,B,False,32.878,32.761,33.025,33.638,33.134,33.796,34.022,33.924,34.157,34.02
1831,B,False,57.75,56.773,55.683,55.044,53.992,53.331,52.317,52.369,52.744,52.224
1832,B,False,57.84,56.487,56.552,56.638,55.983,57.235,57.85,58.925,59.468,60.969
1833,B,False,62.643,62.631,64.002,63.773,63.482,62.563,62.772,62.536,61.576,61.865
1834,B,False,47.066,47.375,48.056,47.938,47.961,48.121,48.455,48.326,48.863,48.854
1835,B,False,33.243,35.258,35.288,34.112,34.357,34.76,34.924,36.413,36.188,36.214
1836,B,False,57.084,56.551,56.573,57.575,58.211,58.607,59.89,60.352,61.748,62.88
1837,B,False,42.14,41.765,41.531,41.153,40.74,41.17,40.916,40.994,40.743,40.546
1838,B,False,37.827,34.701,34.103,34.237,34.608,33.485,32.763,32.35,31.933,31.058
1839,B,False,80.329,81.788,79.631,80.157,79.017,77.393,78.079,78.084,77.476,77.077
1840,B,False,49.761,49.625,50.558,50.822,49.728,49.569,48.341,48.5,48.584,48.732
1841,B,False,31.488,36.753,33.874,33.324,35.724,35.321,35.542,35.661,34.106,35.438
1842,B,False,70.053,70.305,68.584,69.426,69.176,69.77,68.871,70.747,70.342,70.557
1843,B,False,69.566,68.078,71.392,68.834,67.199,63.737,62.476,61.597,61.577,58.563
1844,B,False,71.022,70.048,69.712,68.631,68.149,68.618,68.151,68.918,68.641,68.815
1845,B,False,33.765,34.537,33.992,34.617,36.062,35.888,36.375,36.807,36.664,37.118
1846,B,False,29.854,27.494,28.351,25.998,25.572,26.356,25.398,26.501,25.816,26.386
1847,B,False,73.339,73.793,73.58,73.967,74.404,74.66,74.065,74.408,73.425,73.838
1848,B,False,38.077,38.019,38.546,39.082,39.488,40.075,40.399,40.84,41.287,40.748
1849,N,False,54.615,55.181,55.112,56.296,53.007,53.0,51.86,50.003,50.76,50.872
1850,N,False,106.61,99.255,97.716,93.706,93.967,89.146,93.752,92.245,92.771,96.304
1851,N,False,79.933,79.527,75.568,74.877,75.959,76.524,74.693,70.173,71.766,71.395
1852,N,False,51.273,50.97,50.438,50.412,50.695,51.527,49.687,49.738,50.815,50.747
1853,N,False,58.494,58.592,59.641,58.245,55.228,57.358,55.432,55.326,52.741,54.834
1854,N,False,62.294,59.62,59.344,58.551,58.7,55.562,56.785,53.123,51.026,50.12
1855,N,False,62.277,58.66,59.79,60.194,59.416,60.325,62.298,63.699,58.913,60.205
1856,N,False,40.292,40.477,41.264,40.876,41.74,41.332,41.378,41.959,40.628,39.815
1857,N,False,46.305,46.119,46.75,48.227,49.96,51.617,51.492,53.425,53.572,54.357
1858,N,False,56.764,59.608,58.645,59.984,59.614,60.65,57.706,57.426,59.675,61.66
1859,N,False,101.49,107.78,105.42,105.48,102.53,99.197,103.26,102.29,102.59,102.74
1860,N,False,48.806,48.823,49.549,47.188,46.321,47.247,46.753,45.28,46.016,46.236
1861,N,False,98.4,97.501,98.998,97.938,103.03,97.818,91.74,91.85,97.851,102.22
1862,N,False,52.052,50.692,51.233,51.409,52.901,52.139,51.27,50.954,52.555,51.038
1863,N,False,71.825,71.264,71.279,72.788,72.697,72.22,71.953,72.148,74.027,72.19
1864,N,False,67.459,65.099,66.915,66.733,67.419,67.241,64.793,64.609,67.423,69.464
1865,N,False,84.387,85.826,81.098,84.264,81.367,80.667,79.956,80.565,81.419,79.073
1866,N,False,72.442,71.512,70.577,70.758,70.493,71.47,71.584,70.167,71.268,72.245
1867,N,False,72.298,69.018,69.773,69.936,71.289,73.226,70.013,68.415,65.606,67.266
1868,N,False,72.886,72.916,80.448,80.71,80.125,79.914,80.831,83.519,87.582,88.711
1869,N,False,74.354,71.11,71.778,72.988,72.697,73.772,74.001,74.209,73.784,72.965
1870,N,False,55.557,56.158,56.291,55.639,56.166,56.319,56.527,55.545,55.394,55.695
1871,N,False,64.541,63.107,64.137,64.067,66.111,66.561,67.668,68.867,68.576,66.457
1872,N,False,65.026,64.593,62.555,61.229,61.54,59.919,59.038,57.806,54.181,53.104
1873,N,False,61.727,61.546,61.046,61.439,58.551,60.45,60.378,60.997,61.059,61.485
1874,N,False,72.37,72.204,70.624,69.417,68.598,67.923,66.739,66.376,66.606,66.164
1875,N,False,72.129,71.244,72.338,72.298,71.108,71.044,69.302,67.585,66.016,65.468
1876,N,False,55.322,55.305,55.199,55.347,55.243,55.33,55.254,55.592,56.066,56.719
1877,N,False,55.083,56.206,55.343,54.885,53.749,52.914,52.317,51.397,51.847,50.69
1878,N,False,56.563,56.458,56.704,55.916,56.58,55.804,56.621,56.538,56.677,56.445
1879,N,False,52.286,52.619,53.652,53.833,52.894,53.214,54.015,54.314,54.355,54.705
1880,N,False,63.349,62.269,63.823,65.301,64.316,64.108,65.519,67.179,66.361,65.798
1881,N,False,63.895,62.26,63.354,61.569,62.645,62.416,62.204,64.702,66.645,65.831
1882,N,False,53.31,53.873,53.552,54.906,53.066,50.55,50.907,49.405,50.786,49.596
1883,N,False,57.921,60.073,56.818,57.527,56.833,56.907,57.732,57.894,60.093,59.334
1884,N,False,55.411,52.467,56.884,53.774,50.063,51.728,48.31,50.147,53.13,56.854
1885,N,False,56.791,56.279,57.489,56.833,58.178,57.878,57.492,57.235,55.978,57.154
1886,N,False,56.944,56.583,55.984,55.485,54.878,54.203,53.545,54.284,53.403,53.477
1887,N,False,62.035,61.719,58.68,60.351,60.724,61.639,60.22,59.879,59.366,58.591
1888,N,False,54.999,55.006,54.754,54.134,53.469,52.766,52.401,52.018,52.236,51.942
1889,N,False,77.551,84.361,82.749,82.898,84.968,85.054,83.874,81.887,78.637,75.982
1890,N,False,89.438,90.282,88.432,83.585,87.53,85.243,88.355,84.634,82.951,83.096
1891,N,False,48.962,45.646,46.626,46.704,46.765,47.987,46.576,45.981,45.661,46.382
1892,N,False,56.856,57.48,56.535,57.207,58.126,58.519,58.412,57.961,59.436,58.911
1893,N,False,41.959,42.019,42.192,42.4,42.42,42.543,42.819,42.616,42.653,42.797
1894,N,False,41.959,42.019,42.192,42.4,42.42,42.543,42.819,42.616,42.653,42.797
1895,N,False,64.164,62.162,60.574,62.032,61.113,58.81,61.054,61.862,62.37,61.958
1896,N,False,66.613,67.022,67.783,67.56,68.367,67.079,67.022,65.682,66.703,66.162
1897,N,False,51.568,54.634,54.402,54.85,52.925,53.831,55.798,56.173,53.557,52.234
1898,N,False,83.665,81.745,81.496,82.935,79.91,80.987,80.614,80.721,81.635,81.114
1899,N,False,53.179,52.104,52.658,52.387,52.37,52.856,53.2,53.432,51.622,51.867
1900,N,False,62.761,62.637,62.229,61.848,61.399,60.98,60.556,59.652,59.294,58.995
1901,N,False,63.881,63.784,63.538,62.659,62.665,59.587,60.723,59.569,59.034,57.871
1902,N,False,53.904,53.613,53.451,53.317,53.121,53.246,52.831,52.747,53.086,53.945
1903,N,False,61.022,63.988,66.729,60.396,60.34,62.531,62.143,65.062,64.646,69.861
1904,N,False,57.295,61.573,66.382,67.302,65.106,60.974,62.379,64.499,64.3,64.905
1905,N,False,59.732,59.758,60.228,59.514,59.157,59.036,60.067,60.204,59.922,59.253
1906,N,False,71.334,73.325,72.789,72.33,71.869,71.744,71.078,70.086,70.171,69.514
1907,N,False,75.608,75.751,74.018,73.797,73.469,72.99,71.405,71.056,70.594,71.083
1908,N,False,56.694,57.971,58.658,59.009,59.096,58.522,57.919,58.429,57.998,57.03
1909,N,False,69.141,76.937,77.622,68.654,77.387,78.691,79.644,78.796,79.526,79.045
1910,N,False,58.68,58.441,59.056,60.412,60.768,61.801,63.062,62.655,64.506,64.498
1911,N,False,40.685,40.659,41.234,42.288,42.682,43.544,42.692,43.431,43.736,43.864
1912,N,False,58.394,57.341,56.792,55.99,56.42,55.758,55.609,56.433,57.253,57.913
1913,N,False,59.245,59.14,60.087,59.521,59.308,59.04,58.668,57.965,58.03,57.359
1914,N,False,50.854,50.843,50.915,50.191,50.466,49.778,49.766,49.796,49.885,50.087
1915,N,False,46.141,45.307,45.767,46.477,47.054,47.208,47.947,47.396,47.504,47.277
1916,N,False,53.014,53.459,53.502,52.888,53.975,53.291,53.404,53.888,54.447,54.24
1917,N,False,63.099,62.539,59.901,60.442,59.599,59.905,61.76,58.803,63.619,64.61
1918,N,False,64.682,65.141,65.563,65.324,65.087,65.084,65.641,64.794,65.132,65.145
1919,N,False,68.465,69.235,67.734,67.999,66.35,65.627,63.757,62.007,60.776,59.322
1920,N,False,46.777,46.171,46.095,46.555,46.327,45.523,45.126,44.874,44.572,44.57
1921,N,False,38.777,39.062,40.328,40.29,39.636,40.998,41.614,41.349,40.994,40.42
1922,N,False,43.116,42.729,41.3,41.552,42.08,40.184,40.088,40.044,39.352,38.77
1923,N,False,59.903,59.546,60.817,60.431,60.594,59.58,58.741,58.275,57.13,56.74
1924,N,False,59.903,59.546,60.817,60.431,60.594,59.58,58.741,58.275,57.13,56.74
1925,N,False,51.403,50.836,51.29,52.609,52.939,51.943,51.603,50.782,49.959,51.057
1926,N,False,47.865,48.424,48.898,48.808,49.931,49.431,49.346,50.048,50.103,50.417
1927,N,False,43.589,43.718,43.968,44.165,44.262,44.372,44.817,44.998,45.16,45.352
1928,N,False,90.545,89.311,88.207,88.713,90.615,90.875,90.674,93.765,87.429,88.097
1929,N,False,61.346,61.149,61.533,60.423,60.532,60.811,60.919,61.401,61.39,62.099
1930,N,False,57.869,57.802,58.441,58.408,58.564,59.063,59.314,59.956,59.759,59.75
1931,N,False,57.803,57.835,58.019,58.344,57.952,58.371,58.361,58.25,58.319,58.498
1932,N,False,48.678,48.666,48.032,47.972,47.868,47.686,47.716,47.905,47.893,48.231
1933,N,False,72.863,73.536,72.958,72.78,75.182,77.055,76.467,77.91,77.088,76.67
1934,N,False,51.156,50.965,50.584,51.076,51.075,50.819,50.769,51.077,51.268,51.156
1935,N,False,51.156,50.965,50.584,51.076,51.075,50.819,50.769,51.077,51.268,51.156
1936,N,False,58.824,59.173,58.631,60.302,58.823,59.48,59.907,61.688,62.867,61.956
1937,N,False,58.824,59.173,58.631,60.302,58.823,59.48,59.907,61.688,62.867,61.956
1938,N,False,51.223,49.795,49.282,50.728,50.748,51.187,51.803,51.426,50.632,50.328
1939,N,False,53.794,53.656,53.632,53.708,53.734,53.966,53.791,54.362,54.486,53.988
1940,N,False,66.191,66.716,67.347,67.348,65.981,67.068,68.649,70.782,70.083,72.77
1941,N,False,55.065,55.275,55.285,55.532,55.606,56.088,56.282,56.844,57.157,57.697
1942,N,False,55.287,54.963,55.101,55.376,55.113,55.124,55.716,55.882,55.985,55.641
1943,N,False,80.908,79.575,77.431,76.226,79.905,78.71,79.375,79.492,76.487,74.469
1944,N,False,53.673,56.446,52.487,48.375,50.467,59.966,65.426,59.906,64.761,64.198
1945,N,False,78.713,80.272,84.11,86.953,86.185,86.342,83.945,94.306,92.328,95.879
1946,N,False,81.203,78.023,75.482,80.03,75.959,79.379,82.665,82.072,87.518,89.7
1947,N,False,58.012,58.218,59.006,59.079,59.48,59.4,59.419,59.528,59.573,59.273
1948,N,False,54.462,55.397,54.75,54.395,53.827,53.47,53.556,54.964,54.166,54.235
1949,N,False,56.336,56.155,55.98,55.929,55.276,54.885,54.351,53.771,53.223,52.961
1950,N,False,72.149,73.515,74.718,75.496,74.447,74.416,75.711,75.156,75.18,75.578
1951,N,False,34.379,34.748,34.802,34.88,34.95,35.951,36.087,35.925,35.954,35.786
1952,N,False,54.98,75.666,79.369,77.466,88.997,86.941,93.253,87.208,88.198,86.637
1953,N,False,59.648,57.175,57.715,56.478,57.078,55.561,53.863,54.224,53.721,53.086
1954,N,False,72.373,72.779,73.259,72.142,74.081,76.057,75.979,73.515,76.3,74.313
1955,N,False,50.066,49.791,48.208,47.912,48.063,49.476,49.586,48.644,47.935,49.315
1956,N,False,49.784,47.145,49.962,48.87,50.851,51.998,55.516,56.976,60.825,57.562
1957,N,False,43.038,42.597,41.214,43.011,41.703,42.838,42.714,42.692,39.53,41.42
1958,N,False,37.857,38.421,39.53,39.024,40.269,39.928,40.891,40.289,41.452,40.821
1959,N,False,66.566,68.023,69.054,68.735,69.735,69.24,68.902,68.688,68.145,67.94
1960,N,False,54.402,54.339,55.521,55.914,56.306,55.119,56.106,56.09,55.946,56.463
1961,N,False,81.716,82.459,84.008,81.51,83.124,80.487,79.628,79.228,78.122,80.676
1962,N,False,62.059,62.295,61.034,62.176,62.466,63.377,63.115,64.179,64.061,64.897
1963,N,False,53.671,53.802,52.856,53.021,53.389,52.945,51.505,52.312,51.949,51.738
1964,N,False,89.676,93.22,92.124,96.191,101.09,95.377,101.22,102.35,97.341,96.562
1965,N,False,58.111,55.199,55.641,53.571,52.595,52.631,52.557,55.558,55.175,54.896
1966,N,False,44.008,43.934,42.995,43.026,43.314,42.567,43.538,42.783,43.718,42.24
1967,N,False,75.038,75.156,74.548,74.932,74.635,73.872,72.531,72.283,72.536,72.452
1968,N,False,50.144,49.98,49.714,49.39,49.438,49.279,49.352,49.07,48.904,48.24
1969,N,False,50.144,49.98,49.714,49.39,49.438,49.279,49.352,49.07,48.904,48.24
1970,N,False,92.141,90.185,93.969,96.655,96.053,97.246,97.636,99.594,99.921,98.075
1971,N,False,53.927,55.205,54.694,54.037,56.434,58.698,58.362,58.82,57.039,57.57
1972,N,False,52.725,52.235,52.509,51.837,52.103,51.929,51.322,51.411,50.87,51.117
1973,N,False,80.295,80.043,79.441,77.626,77.958,78.334,77.12,75.773,75.9,74.998
1974,N,False,72.542,72.791,73.664,74.214,73.484,73.713,73.536,74.632,74.332,75.352
1975,N,False,70.727,71.121,71.736,72.131,73.505,73.411,75.116,75.138,75.279,77.414
1976,N,False,63.166,63.03,63.177,64.074,63.919,64.171,64.35,64.637,65.384,66.052
1977,N,False,70.727,71.121,71.736,72.131,73.505,73.411,75.116,75.138,75.279,77.414
1978,N,False,68.519,67.432,67.329,67.145,67.863,67.753,67.164,67.513,67.515,67.927
1979,N,False,82.386,80.096,77.357,75.519,76.57,78.474,77.879,74.507,71.198,73.403
1980,N,False,104.05,99.214,94.408,95.49,90.387,87.967,90.968,91.442,94.604,99.295
1981,N,False,64.323,63.451,63.403,62.977,62.798,61.945,61.491,62.15,61.778,61.554
1982,N,False,62.666,62.104,62.382,61.79,60.195,59.265,59.75,59.329,59.633,59.118
1983,N,False,66.543,66.557,66.487,64.898,64.348,62.218,62.446,62.169,62.098,62.442
1984,N,False,48.007,47.645,47.595,47.432,47.322,47.484,47.285,47.486,47.27,47.748
1985,N,False,55.694,54.76,56.868,57.324,59.004,59.266,60.983,62.575,62.031,64.191
1986,N,False,63.142,64.919,64.009,62.916,64.722,64.838,64.531,61.593,61.905,62.889
1987,N,False,47.599,47.618,47.799,47.745,47.793,47.913,48.129,48.36,48.657,48.632
1988,N,False,44.646,44.705,45.005,44.325,44.312,43.951,43.953,43.436,43.283,43.468
1989,N,False,76.577,81.196,80.374,81.276,82.023,81.325,85.104,85.639,86.111,87.958
1990,N,False,71.227,70.2,73.036,70.46,68.446,69.108,72.03,68.29,69.115,66.26
1991,N,False,45.896,44.6,44.244,43.918,43.999,44.07,44.695,43.667,43.355,44.334
1992,N,False,92.518,93.375,92.944,93.608,92.25,93.378,88.884,86.261,86.363,86.174
1993,N,False,78.715,80.944,82.624,84.914,82.5,86.061,86.139,84.715,85.587,87.606
1994,N,False,51.306,50.466,50.772,50.256,50.25,50.387,49.8,49.383,49.559,49.541
1995,N,False,80.835,79.704,83.043,84.326,88.831,89.168,90.996,89.57,89.356,89.598
1996,N,False,82.688,84.207,82.978,80.947,80.255,78.471,75.775,75.949,80.056,76.026
1997,N,False,47.257,47.604,47.811,47.341,47.537,47.875,48.264,48.346,48.643,48.735
1998,N,False,41.697,42.19,41.517,40.769,41.618,40.77,41.611,42.21,43.176,42.127
1999,N,False,42.395,42.424,41.888,42.52,43.137,42.865,42.549,40.924,41.328,41.981
2000,N,False,92.284,83.456,66.747,64.193,55.401,62.933,79.398,87.675,80.599,90.497
2001,N,False,61.821,64.219,63.735,63.273,64.221,63.574,60.257,62.633,59.422,59.607
2002,N,False,50.665,52.279,54.058,54.237,53.791,57.963,56.506,55.775,53.328,52.883
2003,N,False,86.58,84.058,85.032,86.593,88.69,90.761,91.211,90.16,89.396,89.943
2004,N,False,61.852,61.374,62.29,61.531,60.395,60.429,62.875,62.878,62.266,62.745
2005,N,False,49.192,49.107,48.938,49.717,49.902,49.931,50.3,50.696,50.586,50.772
2006,N,False,51.536,50.773,50.323,51.402,52.223,50.511,53.688,53.735,51.554,53.508
2007,N,False,67.682,69.164,69.79,69.949,70.939,70.443,70.819,71.616,72.266,72.907
2008,N,False,55.935,56.594,57.155,57.186,56.779,56.69,56.365,56.339,56.29,55.81
2009,N,False,67.981,68.966,69.805,70.212,70.681,70.302,70.673,71.34,71.418,71.163
2010,N,False,56.076,56.029,57.64,56.545,55.569,57.81,56.775,57.346,56.19,57.596
2011,N,False,91.682,95.738,96.066,91.339,92.646,91.402,91.034,92.115,91.166,92.702
2012,N,False,62.688,62.62,60.986,62.104,61.64,63.714,63.531,61.738,61.984,63.036
2013,N,False,97.034,93.988,97.833,93.147,100.69,104.8,105.87,106.04,105.23,107.86
2014,N,False,43.899,43.261,43.75,43.429,43.686,43.551,43.566,43.58,43.887,43.567
2015,N,False,45.171,45.31,45.014,45.076,45.627,46.284,45.373,45.466,46.173,47.637
2016,N,False,58.335,57.976,59.457,58.56,58.786,59.755,60.989,61.342,61.932,62.977
2017,N,False,62.007,61.157,60.577,60.278,60.243,59.58,60.467,60.542,59.962,60.261
2018,N,False,50.706,50.212,50.402,48.405,49.682,47.519,46.806,46.581,46.841,47.093
2019,N,False,52.24,51.467,52.7,53.19,52.501,52.627,52.665,52.932,53.02,53.39
2020,N,False,50.707,51.395,51.543,53.019,52.642,52.632,53.133,53.224,53.571,53.934
2021,N,False,44.04,43.645,43.322,42.776,42.986,43.198,42.493,42.224,41.843,41.891
2022,N,False,87.168,88.138,89.814,92.279,92.797,92.086,91.115,92.327,94.766,95.92
2023,N,False,52.518,52.887,52.436,53.178,53.203,52.926,53.014,52.798,53.223,52.517
2024,N,False,64.212,63.944,63.49,64.168,63.304,64.402,63.065,62.231,60.897,60.9
2025,N,False,45.392,46.574,46.92,47.51,47.599,48.273,49.419,49.695,50.084,52.742
2026,N,False,58.203,58.676,58.902,58.896,59.9,60.501,60.663,60.81,61.192,62.325
2027,N,False,47.8,46.867,43.766,44.82,47.427,42.968,46.944,45.208,44.438,46.268
2028,N,False,70.855,72.669,74.061,72.219,71.164,71.605,70.091,67.974,66.209,64.883
2029,N,False,68.437,67.96,69.784,68.28,69.257,67.859,68.795,68.476,67.749,66.464
2030,N,False,65.241,63.839,63.451,62.95,62.287,59.793,59.587,60.92,61.303,60.931
2031,N,False,73.674,76.606,78.526,77.709,75.62,76.873,73.028,74.47,73.199,73.981
2032,N,False,90.099,94.378,95.34,95.982,99.362,97.476,102.03,98.695,107.11,101.55
2033,N,False,77.639,79.425,79.491,79.672,77.188,80.864,81.834,83.064,82.747,84.742
2034,N,False,52.208,52.161,50.249,0.0,0.0,0.0,0.0,0.0,0.0,49.252
2035,N,False,58.384,59.085,57.667,57.794,56.753,57.985,56.245,55.571,55.25,57.005
2036,N,False,55.787,55.882,56.022,56.582,57.663,58.127,59.031,60.67,61.619,63.342
2037,N,False,66.798,65.854,66.101,65.692,64.52,65.53,65.094,66.172,66.141,66.418
2038,N,False,67.656,66.349,65.917,65.562,66.462,65.615,66.09,65.91,66.336,66.23
2039,N,False,43.521,43.398,44.022,43.442,41.925,42.541,43.069,43.399,42.611,43.001
2040,N,False,45.468,46.542,47.261,48.662,49.248,49.369,50.944,52.519,53.156,53.24
2041,N,False,52.175,52.951,52.71,50.471,52.132,51.255,51.756,53.093,52.27,52.823
2042,N,False,55.153,55.203,55.298,54.934,54.659,55.084,54.746,54.915,54.881,55.167
2043,N,False,57.147,57.729,57.847,59.073,61.333,58.7,53.022,52.888,56.353,55.662
2044,N,False,59.614,58.682,57.997,57.12,56.033,56.4,55.077,55.269,56.59,55.891
2045,N,False,59.614,58.682,57.997,57.12,56.033,56.4,55.077,55.269,56.59,55.891
2046,N,False,66.849,66.998,67.047,67.237,66.532,66.46,65.729,65.638,65.472,65.091
2047,N,False,61.368,60.974,61.269,60.558,61.493,61.267,61.324,60.463,60.243,59.813
2048,N,False,53.53,51.027,48.682,51.879,51.101,50.125,53.262,52.515,50.315,49.26
2049,N,False,50.453,50.217,51.733,50.071,51.356,51.264,52.214,50.366,50.349,49.293
2050,N,False,58.586,58.571,58.423,58.074,57.976,58.12,58.691,58.404,58.504,58.803
2051,N,False,62.135,60.556,59.177,61.328,63.196,61.465,59.869,61.118,59.231,61.119
2052,N,False,48.533,47.697,48.773,48.519,48.036,48.36,47.761,47.923,48.318,48.116
2053,N,False,67.003,68.191,68.091,65.975,69.062,67.056,68.471,68.048,68.883,69.363
2054,N,False,46.07,49.461,45.571,45.477,46.349,47.939,46.629,44.665,44.166,45.325
2055,N,False,63.157,64.948,64.845,65.773,65.388,68.49,68.356,66.675,69.577,68.87
2056,N,False,69.841,71.758,72.515,73.227,73.194,71.689,70.308,72.359,71.452,71.358
2057,N,False,51.307,50.642,51.142,50.637,50.938,50.58,50.193,50.4,49.74,49.71
2058,N,False,43.114,43.417,43.395,43.435,41.07,43.34,43.35,43.329,43.124,43.165
2059,N,False,78.3,80.225,78.983,83.462,84.004,79.837,79.807,75.839,83.977,75.203
2060,N,False,64.504,64.975,65.593,65.468,65.453,66.312,65.965,66.446,66.982,67.978
2061,N,False,60.169,60.637,59.03,61.301,56.171,53.977,53.926,54.884,55.086,56.999
2062,N,False,67.368,67.017,66.311,66.113,65.685,65.14,65.064,65.489,65.376,65.326
2063,N,False,72.592,74.69,72.608,73.179,73.501,74.804,73.214,73.308,73.387,73.232
2064,N,False,53.36,52.751,52.456,52.317,52.597,53.737,53.371,53.752,53.723,54.767
2065,N,False,76.126,76.791,74.466,74.842,76.829,78.637,80.171,79.111,82.937,83.34
2066,N,False,54.62,53.511,53.725,52.991,52.698,51.98,52.001,51.507,51.2,50.505
2067,N,False,40.893,40.218,41.69,41.119,40.043,39.859,40.2,39.666,40.145,40.772
2068,N,False,72.089,75.599,77.019,76.292,72.619,73.429,75.12,75.252,72.002,71.908
2069,N,False,62.636,62.314,62.737,62.518,62.407,61.999,60.866,61.012,61.189,60.621
2070,N,False,37.082,37.565,37.284,36.502,35.991,35.785,36.711,36.371,36.675,36.928
2071,N,False,56.061,54.366,53.356,52.761,54.108,53.312,53.789,53.105,53.9,52.979
2072,N,False,69.605,69.52,68.137,68.942,69.802,69.363,67.681,68.422,68.6,68.872
2073,N,False,48.934,48.244,48.457,49.758,50.104,50.384,51.111,52.521,53.154,53.628
2074,N,False,65.193,67.868,69.76,68.622,69.433,68.88,69.083,69.831,67.212,70.767
2075,N,False,53.971,54.38,55.933,55.854,58.914,58.946,59.457,59.968,62.234,61.063
2076,N,False,45.264,44.664,44.262,44.092,43.629,44.027,44.48,44.196,44.9,45.125
2077,N,False,79.888,82.402,82.981,80.422,80.08,85.024,83.46,81.497,78.979,76.894
2078,N,False,46.58,47.322,47.186,47.478,47.945,48.617,50.249,50.35,50.06,49.626
2079,N,False,67.492,67.938,69.145,69.535,68.543,67.105,67.148,69.559,70.771,71.786
2080,N,False,79.247,78.926,78.439,78.733,78.437,77.642,73.933,73.467,73.132,73.837
2081,N,False,64.608,64.993,64.902,64.609,64.61,65.274,65.203,65.045,65.261,65.512
2082,N,False,62.516,62.358,62.899,63.031,63.815,64.356,64.416,64.301,64.65,65.424
2083,N,False,52.289,53.061,54.067,53.504,54.154,54.364,54.333,54.134,53.461,54.778
2084,N,False,81.052,81.829,79.551,76.62,75.956,75.737,74.332,75.82,74.045,74.886
2085,N,False,72.811,71.588,69.877,71.533,71.817,69.061,69.532,69.475,69.744,69.837
2086,N,False,63.434,63.61,63.871,64.175,63.488,63.222,63.632,63.194,63.047,63.671
2087,N,False,81.513,79.969,80.553,80.308,78.571,79.549,80.263,81.052,80.212,79.533
2088,N,False,72.717,73.021,71.836,71.627,70.316,73.777,74.271,71.77,72.074,70.699
2089,N,False,54.277,52.965,53.512,54.762,54.477,54.455,56.818,57.095,55.669,56.313
2090,N,False,90.695,89.825,90.4,87.418,87.768,86.994,86.695,88.031,87.839,87.411
2091,N,False,76.006,72.943,71.379,70.942,70.553,69.363,67.312,67.267,66.256,67.614
2092,N,False,49.213,47.479,49.477,50.792,51.222,48.817,47.096,48.494,48.999,49.209
2093,N,False,56.332,55.696,55.246,55.953,55.546,54.603,54.636,54.757,55.298,56.506
2094,N,False,77.695,80.491,82.499,80.92,80.041,81.155,80.872,81.972,82.745,84.744
2095,N,False,65.787,66.768,64.445,63.923,63.999,64.811,63.161,62.516,62.874,63.243
2096,N,False,88.578,88.568,89.544,89.163,88.784,85.603,81.819,86.421,87.923,89.623
2097,N,False,68.442,67.765,67.378,66.94,65.491,66.208,66.442,66.418,65.981,66.043
2098,N,False,86.476,86.617,88.805,87.801,86.568,89.654,88.187,88.39,88.271,87.225
2099,N,False,80.58,82.024,82.81,81.913,82.497,85.007,85.187,82.347,81.73,83.326
2100,N,False,82.848,82.726,82.575,82.431,81.837,80.236,83.812,85.057,85.335,87.871
2101,N,False,59.953,60.755,60.25,59.438,60.343,59.468,59.634,60.344,60.375,60.058
2102,N,False,55.077,55.343,55.581,55.711,55.464,55.151,55.307,56.155,55.708,55.683
2103,N,False,72.607,73.319,75.194,75.151,74.269,74.514,71.515,71.132,70.69,71.671
2104,N,False,68.97,69.058,68.478,68.609,68.907,69.262,69.818,68.992,68.481,66.393
2105,N,False,76.019,76.166,77.07,77.31,77.778,77.748,77.121,76.506,74.883,74.654
2106,N,False,58.918,58.744,59.248,58.84,59.389,59.463,58.204,57.78,57.871,57.426
2107,N,False,47.303,48.206,51.512,50.605,51.952,52.639,50.525,52.515,52.046,51.114
2108,N,False,62.206,62.622,61.781,61.76,62.322,62.489,61.869,62.409,62.6,63.119
2109,N,False,111.44,112.77,112.47,120.4,118.38,118.45,119.76,114.47,117.66,120.85
2110,N,False,59.437,59.07,58.82,58.536,58.352,58.095,57.505,57.255,56.773,56.67
2111,N,False,59.92,60.139,59.803,59.485,58.941,59.269,58.971,58.327,57.96,57.38
2112,N,False,75.135,74.369,74.505,73.094,72.972,73.011,73.138,73.014,73.463,73.618
