,FLARE_TYPE,COINCIDENCE,USFLUX_1,USFLUX_2,USFLUX_3,USFLUX_4,USFLUX_5,USFLUX_6,USFLUX_7,USFLUX_8,USFLUX_9,USFLUX_10
1079,B,False,4.6997e+21,4.7427e+21,4.7268e+21,4.7269e+21,4.7232e+21,4.6392e+21,4.6908e+21,4.6384e+21,4.6363e+21,4.6788e+21
1080,B,True,1.1972e+22,1.1926e+22,1.1818e+22,1.1765e+22,1.1701e+22,1.177e+22,1.1646e+22,1.1649e+22,1.166e+22,1.1599e+22
1081,B,True,9.9348e+21,1.0103e+22,1.0202e+22,1.0195e+22,1.0269e+22,1.0369e+22,1.0488e+22,1.0552e+22,1.07e+22,1.0604e+22
1082,B,False,7.8854e+21,8.0488e+21,8.0736e+21,8.2174e+21,8.202e+21,8.3614e+21,8.4963e+21,8.6219e+21,8.6897e+21,8.7388e+21
1083,B,False,1.0107e+21,1.045e+21,1.1006e+21,1.1831e+21,1.2445e+21,1.3014e+21,1.345e+21,1.3964e+21,1.3444e+21,1.31e+21
1084,B,False,1.9368e+21,2.0717e+21,2.1573e+21,2.273e+21,2.371e+21,2.4277e+21,2.4755e+21,2.5258e+21,2.6084e+21,2.68e+21
1085,B,False,2.1775e+20,2.5851e+20,2.9377e+20,3.102e+20,3.2451e+20,3.4586e+20,3.7391e+20,3.8548e+20,3.9458e+20,4.4065e+20
1086,B,True,2.3826e+22,2.3763e+22,2.3549e+22,2.3487e+22,2.3766e+22,2.3612e+22,2.3696e+22,2.3588e+22,2.366e+22,2.3762e+22
1087,B,False,3.3932e+21,3.3541e+21,3.32e+21,3.3002e+21,3.3184e+21,3.3714e+21,3.5082e+21,3.5757e+21,3.7634e+21,3.9775e+21
1088,B,False,5.5578e+21,5.5121e+21,5.4683e+21,5.4903e+21,5.5629e+21,5.6096e+21,5.624e+21,5.7612e+21,5.8036e+21,5.8434e+21
1089,B,False,8.8631e+21,8.8255e+21,8.7794e+21,8.7898e+21,8.8116e+21,8.838e+21,8.7557e+21,8.814e+21,8.8349e+21,8.78e+21
1090,B,False,1.2151e+22,1.2221e+22,1.2174e+22,1.2181e+22,1.2127e+22,1.2082e+22,1.2092e+22,1.2083e+22,1.1987e+22,1.2006e+22
1091,B,False,1.855e+22,1.8407e+22,1.8422e+22,1.8762e+22,1.8652e+22,1.8907e+22,1.8561e+22,1.8777e+22,1.8978e+22,1.902e+22
1092,B,False,9.2717e+20,9.2779e+20,1.0297e+21,1.0487e+21,1.1076e+21,1.1488e+21,1.1156e+21,1.1392e+21,1.1242e+21,1.1709e+21
1093,B,True,1.2601e+22,1.2709e+22,1.2817e+22,1.3034e+22,1.2928e+22,1.3188e+22,1.3375e+22,1.3477e+22,1.3741e+22,1.3754e+22
1094,B,True,5.6553e+21,5.6936e+21,5.729e+21,5.6068e+21,5.6433e+21,5.5921e+21,5.6251e+21,5.5291e+21,5.4409e+21,5.4602e+21
1095,B,False,9.0232e+21,9.0802e+21,9.1761e+21,9.1194e+21,9.1972e+21,9.211e+21,9.2883e+21,9.1722e+21,9.2212e+21,9.1584e+21
1096,B,True,1.1356e+21,1.1336e+21,1.1108e+21,1.1049e+21,1.0969e+21,1.129e+21,1.1314e+21,1.1331e+21,1.1354e+21,1.1492e+21
1097,B,True,9.1491e+21,9.1262e+21,9.1945e+21,9.1646e+21,9.2599e+21,9.146e+21,9.1257e+21,9.1894e+21,9.1452e+21,9.1887e+21
1098,B,False,4.128e+21,4.0714e+21,4.1587e+21,4.1075e+21,4.1084e+21,4.1258e+21,4.116e+21,4.1037e+21,4.1383e+21,4.1176e+21
1099,B,True,8.0295e+21,8.174e+21,8.3398e+21,8.3368e+21,8.5307e+21,8.6537e+21,8.7778e+21,8.7203e+21,8.9579e+21,9.0598e+21
1100,B,False,1.0641e+22,1.0587e+22,1.0461e+22,1.0321e+22,1.0173e+22,1.0062e+22,9.9038e+21,9.6512e+21,9.4949e+21,9.3867e+21
1101,B,False,6.3562e+21,6.4397e+21,6.4098e+21,6.3235e+21,6.3365e+21,6.4042e+21,6.3532e+21,6.3771e+21,6.3584e+21,6.2983e+21
1102,B,False,2.8142e+21,2.8036e+21,3.001e+21,3.0856e+21,3.264e+21,3.4796e+21,3.4859e+21,3.514e+21,3.6026e+21,3.5599e+21
1103,B,True,2.3136e+21,2.3492e+21,2.3222e+21,2.3261e+21,2.3851e+21,2.4014e+21,2.4119e+21,2.4569e+21,2.4916e+21,2.5043e+21
1104,B,False,3.4064e+21,3.497e+21,3.4199e+21,3.3139e+21,3.2368e+21,3.1595e+21,3.1757e+21,3.0316e+21,3.0026e+21,2.8889e+21
1105,B,False,1.0116e+22,1.0133e+22,1.0136e+22,1.0228e+22,1.0292e+22,1.0343e+22,1.0304e+22,1.0242e+22,1.0186e+22,1.0209e+22
1106,B,False,3.3958e+19,6.1487e+19,1.145e+20,1.6568e+20,2.6552e+20,3.5574e+20,4.4493e+20,6.7026e+20,7.6149e+20,9.7528e+20
1107,B,False,1.5432e+22,1.5294e+22,1.5255e+22,1.5102e+22,1.5013e+22,1.487e+22,1.4749e+22,1.4645e+22,1.4531e+22,1.4452e+22
1108,B,False,8.8957e+20,8.5671e+20,8.4566e+20,6.0203e+20,8.696e+20,8.5289e+20,8.677e+20,8.8483e+20,8.6823e+20,8.9995e+20
1109,B,False,8.0521e+21,8.0267e+21,8.0468e+21,7.8897e+21,7.9482e+21,8.0234e+21,8.1403e+21,8.2045e+21,8.2468e+21,8.356e+21
1110,B,True,6.3865e+21,6.4476e+21,6.4568e+21,6.4946e+21,6.51e+21,6.4868e+21,6.5127e+21,6.5735e+21,6.5688e+21,6.5778e+21
1111,B,False,1.2115e+22,1.2257e+22,1.1998e+22,1.1964e+22,1.1903e+22,1.1651e+22,1.1604e+22,1.1601e+22,1.1411e+22,1.1356e+22
1112,B,False,1.5484e+22,1.5269e+22,1.5044e+22,1.5024e+22,1.478e+22,1.4744e+22,1.4634e+22,1.4551e+22,1.4558e+22,1.4687e+22
1113,B,False,4.9941e+21,5.0587e+21,5.1417e+21,5.165e+21,5.1676e+21,5.1721e+21,5.14e+21,5.1763e+21,5.1965e+21,5.1345e+21
1114,B,False,9.6841e+21,9.8247e+21,9.7876e+21,1.398e+22,9.7605e+21,9.7242e+21,9.6836e+21,9.7003e+21,9.6067e+21,9.6456e+21
1115,B,True,7.1343e+21,7.192e+21,7.0909e+21,7.0585e+21,7.0977e+21,7.0827e+21,7.0361e+21,6.9674e+21,7.0547e+21,6.9979e+21
1116,B,True,9.9382e+21,9.7822e+21,9.5822e+21,9.3792e+21,8.8244e+21,9.1383e+21,8.9398e+21,8.7327e+21,8.6823e+21,8.4943e+21
1117,B,False,6.9039e+21,6.9848e+21,6.9782e+21,7.228e+21,7.3135e+21,7.4553e+21,7.6525e+21,7.7706e+21,7.8401e+21,8.0127e+21
1118,B,False,5.6144e+21,5.7017e+21,5.6253e+21,5.6122e+21,5.6693e+21,5.6995e+21,5.6045e+21,5.5931e+21,5.5634e+21,5.5769e+21
1119,B,False,9.2599e+21,9.146e+21,9.1257e+21,9.1894e+21,9.1452e+21,9.1887e+21,9.1481e+21,9.1476e+21,9.1953e+21,9.1637e+21
1120,B,False,5.0637e+21,4.9677e+21,5.0473e+21,4.9911e+21,4.9878e+21,4.9813e+21,5.0146e+21,5.0128e+21,4.8419e+21,4.6928e+21
1121,B,False,2.2823e+21,2.1508e+21,2.1323e+21,2.1176e+21,2.1517e+21,2.1554e+21,2.1238e+21,2.1734e+21,2.1188e+21,2.063e+21
1122,B,True,1.5539e+22,1.5533e+22,1.5577e+22,1.5719e+22,1.5802e+22,1.5932e+22,1.6022e+22,1.6156e+22,1.62e+22,1.6275e+22
1123,B,True,1.365e+21,1.3802e+21,1.3797e+21,1.3708e+21,1.3373e+21,1.3682e+21,1.3592e+21,1.3299e+21,1.3183e+21,1.3298e+21
1124,B,True,2.3529e+20,2.525e+20,3.6294e+20,3.6815e+20,3.6131e+20,4.5307e+20,4.4497e+20,5.3006e+20,7.7908e+20,9.064e+20
1125,B,True,7.7309e+21,7.7253e+21,7.6981e+21,7.7095e+21,7.6627e+21,7.6668e+21,7.7592e+21,7.8559e+21,7.7692e+21,7.851e+21
1126,B,True,1.3918e+20,1.5505e+20,2.2297e+20,2.2484e+20,2.0195e+20,2.2909e+20,2.5628e+20,3.2989e+20,3.5678e+20,3.7396e+20
1127,B,False,2.4515e+22,2.4491e+22,2.452e+22,2.4583e+22,2.4685e+22,2.5251e+22,3.0706e+22,2.5818e+22,2.6407e+22,2.7023e+22
1128,B,False,1.9059e+21,1.9605e+21,1.9518e+21,1.9839e+21,2.0209e+21,2.0226e+21,2.0582e+21,2.0779e+21,2.1157e+21,2.1616e+21
1129,B,False,6.6888e+21,6.7184e+21,6.71e+21,6.7677e+21,6.7571e+21,6.7633e+21,6.7391e+21,6.7711e+21,6.8232e+21,6.8333e+21
1130,B,False,5.1995e+21,5.2684e+21,5.2757e+21,5.3197e+21,5.3931e+21,5.4455e+21,5.546e+21,5.6135e+21,5.5713e+21,5.6229e+21
1131,B,False,2.7544e+21,2.9647e+21,3.0566e+21,3.2214e+21,3.2915e+21,3.501e+21,3.5746e+21,3.6809e+21,3.7733e+21,3.7891e+21
1132,B,True,7.7724e+21,7.85e+21,7.7885e+21,7.6737e+21,7.694e+21,7.613e+21,7.5554e+21,7.5692e+21,7.6007e+21,7.5523e+21
1133,B,False,8.4515e+21,8.5268e+21,8.4643e+21,8.4637e+21,8.4385e+21,8.4442e+21,8.3841e+21,8.4245e+21,8.3689e+21,8.4258e+21
1134,B,True,4.0403e+20,5.0392e+20,4.9977e+20,8.8274e+20,7.9277e+20,9.564e+20,1.1751e+21,1.6069e+21,1.2565e+21,1.7712e+21
1135,B,False,6.8274e+21,6.8476e+21,6.6688e+21,6.6372e+21,6.6167e+21,6.6629e+21,6.6958e+21,6.6224e+21,6.6267e+21,6.5923e+21
1136,B,False,1.7674e+22,1.7709e+22,1.7719e+22,1.7844e+22,1.779e+22,1.7783e+22,1.7961e+22,1.7899e+22,1.7835e+22,1.7789e+22
1137,B,False,1.5055e+22,1.4885e+22,1.5086e+22,1.5042e+22,1.515e+22,1.5378e+22,1.5523e+22,1.5659e+22,1.5719e+22,1.5947e+22
1138,B,False,8.215e+21,8.347e+21,8.3641e+21,8.1918e+21,8.1584e+21,8.1707e+21,8.1226e+21,7.9367e+21,8.081e+21,8.18e+21
1139,B,True,1.9912e+22,1.986e+22,1.9869e+22,1.9992e+22,1.9848e+22,1.9868e+22,1.9762e+22,1.9667e+22,1.9573e+22,1.9563e+22
1140,B,False,5.1122e+21,5.1409e+21,5.1531e+21,5.2162e+21,5.2443e+21,5.2461e+21,5.2644e+21,5.2849e+21,5.3149e+21,5.327e+21
1141,B,False,9.3402e+21,9.2623e+21,9.309e+21,9.3394e+21,9.3355e+21,9.4369e+21,9.4418e+21,9.4444e+21,9.4604e+21,9.5532e+21
1142,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6224e+19,6.4555e+18,1.7706e+19
1143,B,False,1.9695e+21,1.9372e+21,1.9715e+21,2.0112e+21,1.9912e+21,2.0152e+21,2.0434e+21,2.0788e+21,2.1287e+21,2.1469e+21
1144,B,False,6.9347e+21,6.9148e+21,6.8913e+21,6.904e+21,6.9982e+21,6.9625e+21,7.1574e+21,7.2025e+21,7.3888e+21,7.5126e+21
1145,B,True,2.6658e+21,2.6051e+21,2.5552e+21,2.4876e+21,2.442e+21,2.4327e+21,2.4266e+21,2.3529e+21,2.3231e+21,2.3581e+21
1146,B,False,8.1844e+20,8.1825e+20,8.3661e+20,8.4385e+20,8.241e+20,8.4293e+20,8.3958e+20,8.2424e+20,8.1294e+20,8.1584e+20
1147,B,False,6.8163e+21,6.8106e+21,6.8108e+21,6.7987e+21,6.8102e+21,6.8651e+21,6.8115e+21,6.6966e+21,6.8e+21,6.7688e+21
1148,B,False,5.9512e+21,6.0618e+21,6.2183e+21,6.254e+21,6.4567e+21,6.4247e+21,6.3321e+21,6.5702e+21,6.6827e+21,6.6357e+21
1149,B,False,4.5424e+20,5.1276e+20,5.1556e+20,5.1239e+20,5.262e+20,5.2886e+20,5.0728e+20,5.4762e+20,5.6947e+20,5.5649e+20
1150,B,False,1.1889e+22,1.1881e+22,1.1948e+22,1.1637e+22,1.1798e+22,1.1759e+22,1.1918e+22,1.18e+22,1.1814e+22,1.1623e+22
1151,B,False,3.6131e+21,3.522e+21,3.4352e+21,3.4233e+21,3.3418e+21,3.3631e+21,3.3616e+21,3.3459e+21,3.3606e+21,3.3653e+21
1152,B,False,5.8304e+21,5.917e+21,5.9594e+21,5.9218e+21,6.0115e+21,6.0159e+21,6.0458e+21,6.0213e+21,6.1091e+21,6.2076e+21
1153,B,True,2.1587e+21,2.1081e+21,2.1234e+21,2.0737e+21,2.0909e+21,2.1089e+21,2.1299e+21,2.1431e+21,2.1111e+21,2.0871e+21
1154,B,False,1.4941e+22,1.4808e+22,1.4725e+22,1.4642e+22,1.4528e+22,1.433e+22,1.4288e+22,1.4201e+22,1.4185e+22,1.4247e+22
1155,B,False,1.4935e+22,1.4932e+22,1.4925e+22,1.4923e+22,1.4956e+22,1.4908e+22,1.4973e+22,1.5023e+22,1.4974e+22,1.4869e+22
1156,B,False,4.7056e+21,5.09e+21,5.3453e+21,5.5908e+21,6.0031e+21,6.3716e+21,6.5538e+21,6.9168e+21,7.0565e+21,7.5931e+21
1157,B,False,1.881e+22,1.8728e+22,1.8864e+22,1.8948e+22,1.8968e+22,1.9131e+22,1.9236e+22,1.9266e+22,1.9293e+22,1.9268e+22
1158,B,False,2.2648e+21,2.2838e+21,2.3712e+21,2.4332e+21,2.5564e+21,2.532e+21,2.6107e+21,2.6086e+21,2.6619e+21,2.6665e+21
1159,B,True,8.2735e+21,8.3162e+21,8.2357e+21,8.2e+21,8.2145e+21,8.2116e+21,8.229e+21,8.2623e+21,8.2649e+21,8.2693e+21
1160,B,False,7.0235e+21,7.0693e+21,6.8797e+21,6.7809e+21,6.6354e+21,6.504e+21,6.3671e+21,6.1904e+21,6.0677e+21,5.8915e+21
1161,B,False,5.7592e+21,5.718e+21,5.6954e+21,5.751e+21,5.7317e+21,5.7907e+21,5.8609e+21,5.9382e+21,5.8689e+21,5.8822e+21
1162,B,False,1.57e+22,1.5743e+22,1.574e+22,1.5772e+22,1.574e+22,1.5801e+22,1.5782e+22,1.5751e+22,1.578e+22,1.5879e+22
1163,B,False,8.0131e+21,7.9116e+21,7.8681e+21,8.0824e+21,8.1892e+21,8.1979e+21,8.2918e+21,8.3622e+21,8.2572e+21,8.2731e+21
1164,B,False,5.2117e+21,5.1339e+21,4.9834e+21,4.8761e+21,4.8819e+21,4.8765e+21,4.9474e+21,5.056e+21,5.1155e+21,5.0695e+21
1165,B,False,5.4846e+21,5.4045e+21,5.5171e+21,5.5416e+21,5.499e+21,5.4638e+21,5.415e+21,5.317e+21,5.1851e+21,5.0265e+21
1166,B,False,1.2889e+22,1.3002e+22,1.296e+22,1.2988e+22,1.303e+22,1.3046e+22,1.3161e+22,1.3175e+22,1.3019e+22,1.3103e+22
1167,B,True,8.4146e+21,8.4061e+21,8.4439e+21,8.4689e+21,8.4627e+21,8.4667e+21,8.4711e+21,8.4704e+21,8.5204e+21,8.4751e+21
1168,B,False,1.1286e+22,1.1207e+22,1.132e+22,1.1387e+22,1.1546e+22,1.1556e+22,1.1442e+22,1.1608e+22,1.1591e+22,1.1536e+22
1169,B,False,1.7588e+21,1.6959e+21,1.664e+21,1.6171e+21,1.6746e+21,1.6227e+21,1.6425e+21,1.6154e+21,1.6461e+21,1.7023e+21
1170,B,False,1.6605e+22,1.6438e+22,1.6553e+22,1.6648e+22,1.6567e+22,1.6645e+22,1.6537e+22,1.6506e+22,1.6502e+22,1.6338e+22
1171,B,True,4.9764e+21,4.9334e+21,4.9436e+21,4.8903e+21,4.8713e+21,4.8679e+21,4.845e+21,4.7484e+21,4.7276e+21,4.6507e+21
1172,B,False,5.5319e+21,5.4075e+21,5.4526e+21,5.3962e+21,5.4493e+21,5.4225e+21,5.4488e+21,5.4104e+21,5.403e+21,5.4268e+21
1173,B,False,6.357e+21,6.3864e+21,6.3813e+21,6.4e+21,6.4377e+21,6.422e+21,6.4469e+21,6.4914e+21,6.5756e+21,6.5835e+21
1174,B,True,1.8817e+22,1.8801e+22,1.8862e+22,1.8668e+22,1.8632e+22,1.8603e+22,1.8401e+22,1.8582e+22,1.8675e+22,1.8492e+22
1175,B,False,4.9694e+21,4.9656e+21,4.8889e+21,4.9423e+21,4.9114e+21,4.8555e+21,4.8066e+21,4.7509e+21,4.6376e+21,4.6327e+21
1176,B,False,5.9714e+21,6.0124e+21,5.9931e+21,6.0056e+21,5.9783e+21,5.9634e+21,5.8581e+21,5.8763e+21,5.7814e+21,5.753e+21
1177,B,False,3.3528e+21,3.3801e+21,3.4491e+21,3.419e+21,3.5098e+21,3.6454e+21,3.6584e+21,3.6389e+21,3.8647e+21,3.955e+21
1178,B,False,5.5815e+21,5.7134e+21,5.728e+21,5.8032e+21,5.8407e+21,5.8233e+21,5.7945e+21,5.814e+21,5.8869e+21,5.8503e+21
1179,B,False,4.0544e+21,4.0164e+21,4.0942e+21,4.0892e+21,4.0761e+21,4.1823e+21,4.1976e+21,4.0857e+21,4.0589e+21,3.9662e+21
1180,B,False,1.1579e+22,1.1552e+22,1.149e+22,1.1475e+22,1.1466e+22,1.1484e+22,1.1402e+22,1.1435e+22,1.1438e+22,1.1383e+22
1181,B,True,1.9284e+22,1.9243e+22,1.9083e+22,1.8969e+22,1.8881e+22,1.9038e+22,1.8823e+22,1.8874e+22,1.878e+22,1.877e+22
1182,B,True,1.1656e+21,1.1522e+21,1.1535e+21,1.1553e+21,1.1711e+21,1.1297e+21,1.1411e+21,1.1204e+21,1.0965e+21,1.1401e+21
1183,B,True,8.719e+21,8.6067e+21,8.4518e+21,8.2626e+21,8.2375e+21,8.196e+21,8.1038e+21,8.0452e+21,7.9769e+21,7.9574e+21
1184,B,False,1.4955e+22,1.499e+22,1.5196e+22,1.5343e+22,1.5526e+22,1.5618e+22,1.5631e+22,1.5569e+22,1.547e+22,1.535e+22
1185,B,False,1.3904e+22,1.3764e+22,1.3763e+22,1.373e+22,1.3521e+22,1.3423e+22,1.3236e+22,1.308e+22,1.2986e+22,1.2837e+22
1186,B,False,7.4571e+21,7.3716e+21,7.3438e+21,7.3793e+21,7.3247e+21,7.2855e+21,7.3307e+21,7.3103e+21,7.2587e+21,7.3965e+21
1187,B,False,6.2137e+21,6.1959e+21,6.1832e+21,6.1559e+21,6.0944e+21,5.9953e+21,5.9004e+21,5.861e+21,5.8963e+21,5.8131e+21
1188,B,False,5.2344e+21,5.2643e+21,5.2597e+21,5.3011e+21,5.3158e+21,5.303e+21,5.3083e+21,5.2921e+21,5.3397e+21,5.3066e+21
1189,B,False,1.017e+22,1.0337e+22,1.0332e+22,1.0396e+22,1.0384e+22,1.0358e+22,1.0478e+22,1.0347e+22,1.0265e+22,1.0358e+22
1190,B,False,2.2915e+21,2.3313e+21,2.271e+21,2.2646e+21,2.2647e+21,2.2198e+21,2.219e+21,2.1908e+21,2.2411e+21,2.2322e+21
1191,B,False,6.5945e+21,6.6796e+21,6.7768e+21,6.8474e+21,6.9012e+21,6.9304e+21,6.9171e+21,6.9035e+21,6.8944e+21,6.9655e+21
1192,B,False,5.372e+21,5.2851e+21,5.2392e+21,5.3284e+21,5.3507e+21,5.3655e+21,5.3897e+21,5.3389e+21,5.3937e+21,5.4347e+21
1193,B,True,1.0152e+22,1.0304e+22,1.0184e+22,1.0185e+22,1.009e+22,1.0041e+22,1.0017e+22,1.0021e+22,9.921e+21,9.9339e+21
1194,B,True,6.5925e+21,6.5985e+21,6.4888e+21,6.4257e+21,6.4724e+21,6.4372e+21,6.4843e+21,6.4708e+21,6.5324e+21,6.4989e+21
1195,B,True,1.1682e+21,1.163e+21,1.1709e+21,1.1862e+21,1.1809e+21,1.1612e+21,1.1656e+21,1.1522e+21,1.1535e+21,1.1553e+21
1196,B,False,1.1371e+21,1.1004e+21,1.1095e+21,1.111e+21,1.104e+21,1.0491e+21,1.0846e+21,1.0763e+21,1.0726e+21,1.0913e+21
1197,B,False,6.7466e+21,6.6771e+21,6.716e+21,6.7601e+21,6.8312e+21,6.8605e+21,7.0243e+21,7.0456e+21,7.2122e+21,7.3131e+21
1198,B,False,9.949e+21,9.9534e+21,9.885e+21,9.9741e+21,9.988e+21,1.0071e+22,1.0198e+22,1.026e+22,1.0374e+22,1.0394e+22
1199,B,False,4.0803e+21,4.1464e+21,4.1469e+21,4.1813e+21,4.1976e+21,4.1877e+21,4.3328e+21,4.2707e+21,4.2972e+21,4.3554e+21
1200,B,False,1.0626e+22,1.0471e+22,1.0577e+22,1.0448e+22,1.0272e+22,1.0238e+22,1.0236e+22,1.0247e+22,1.0226e+22,1.0175e+22
1201,B,False,1.4142e+22,1.4272e+22,1.4158e+22,1.4183e+22,1.4015e+22,1.3978e+22,1.3947e+22,1.3995e+22,1.3762e+22,1.3771e+22
1202,B,False,3.7407e+22,3.7419e+22,3.7386e+22,3.7202e+22,3.7089e+22,3.6975e+22,3.694e+22,3.6949e+22,3.6563e+22,3.645e+22
1203,B,False,2.6082e+21,2.5972e+21,2.6686e+21,2.6304e+21,2.6345e+21,2.5761e+21,2.5961e+21,2.5043e+21,2.4947e+21,2.4494e+21
1204,B,False,9.4544e+21,9.5421e+21,9.5624e+21,9.542e+21,9.6138e+21,9.6014e+21,9.6483e+21,9.7236e+21,9.7227e+21,9.662e+21
1205,B,False,2.8434e+21,2.888e+21,2.8531e+21,2.8163e+21,2.8717e+21,2.836e+21,2.8598e+21,2.8223e+21,2.8723e+21,2.8692e+21
1206,B,True,5.1783e+21,5.1582e+21,5.2404e+21,5.2101e+21,5.2361e+21,5.2729e+21,5.3609e+21,5.3549e+21,5.3381e+21,5.2935e+21
1207,B,False,3.2252e+21,3.5591e+21,3.9628e+21,4.3135e+21,4.7748e+21,5.135e+21,5.5476e+21,5.8383e+21,6.111e+21,6.398e+21
1208,B,True,5.4736e+21,5.4195e+21,5.4145e+21,5.4525e+21,5.6617e+21,5.6948e+21,5.8317e+21,5.9336e+21,5.9321e+21,6.0574e+21
1209,B,True,1.488e+21,1.4958e+21,1.5292e+21,1.5245e+21,1.5293e+21,1.5696e+21,1.5554e+21,1.5481e+21,1.5177e+21,1.5917e+21
1210,B,False,2.098e+21,2.1362e+21,2.1143e+21,2.1166e+21,2.1587e+21,2.1081e+21,2.1234e+21,2.0737e+21,2.0909e+21,2.1089e+21
1211,B,False,1.1922e+21,1.2168e+21,1.1576e+21,1.1483e+21,1.1679e+21,1.1968e+21,1.1885e+21,1.1853e+21,1.1629e+21,1.127e+21
1212,B,True,1.1512e+22,1.1385e+22,1.1423e+22,1.1336e+22,1.1275e+22,1.1376e+22,1.1473e+22,1.161e+22,1.1797e+22,1.1997e+22
1213,B,False,8.0432e+21,8.0224e+21,7.9947e+21,7.9977e+21,7.9427e+21,8.0029e+21,8.0087e+21,8.0552e+21,7.9908e+21,8.0181e+21
1214,B,False,7.7982e+21,7.8496e+21,7.8453e+21,7.8847e+21,7.8865e+21,7.8992e+21,7.967e+21,8.01e+21,8.0367e+21,8.144e+21
1215,B,False,1.2204e+22,1.2257e+22,1.2231e+22,1.2243e+22,1.2264e+22,1.2295e+22,1.2372e+22,1.2423e+22,1.2392e+22,1.2388e+22
1216,B,False,1.4013e+21,1.397e+21,1.4582e+21,1.456e+21,1.4757e+21,1.4755e+21,1.4474e+21,1.4557e+21,1.4382e+21,1.4498e+21
1217,B,False,2.1137e+22,2.1341e+22,2.1311e+22,2.1376e+22,2.1387e+22,2.1403e+22,2.1293e+22,2.1442e+22,2.1391e+22,2.1318e+22
1218,B,False,6.904e+21,6.9982e+21,6.9625e+21,7.1574e+21,7.2025e+21,7.3888e+21,7.5126e+21,7.4446e+21,7.5786e+21,7.7806e+21
1219,B,False,1.6086e+22,1.6051e+22,1.6034e+22,1.5921e+22,1.5986e+22,1.5856e+22,1.5719e+22,1.5833e+22,1.5688e+22,1.5725e+22
1220,B,True,1.8886e+22,1.8862e+22,1.9033e+22,1.9092e+22,1.9163e+22,1.9569e+22,1.9388e+22,1.9677e+22,1.9617e+22,1.9822e+22
1221,B,False,6.668e+21,6.6889e+21,6.6293e+21,6.754e+21,6.7318e+21,6.7661e+21,6.7635e+21,6.8332e+21,6.8145e+21,6.8952e+21
1222,B,True,5.0548e+21,4.9834e+21,5.1202e+21,5.0234e+21,5.0522e+21,5.2028e+21,5.4126e+21,5.8153e+21,5.9206e+21,6.1017e+21
1223,B,False,1.2878e+21,1.2611e+21,1.3213e+21,1.3288e+21,1.3594e+21,1.3321e+21,1.3648e+21,1.3778e+21,1.3903e+21,1.3985e+21
1224,B,True,7.2928e+21,7.237e+21,7.259e+21,7.2746e+21,7.141e+21,7.1054e+21,7.0486e+21,7.1271e+21,7.0551e+21,7.0776e+21
1225,B,False,1.0568e+22,1.077e+22,1.0819e+22,1.0983e+22,1.1204e+22,1.1286e+22,1.1207e+22,1.132e+22,1.1387e+22,1.1546e+22
1226,B,False,1.348e+22,1.3609e+22,1.3787e+22,1.3874e+22,1.3924e+22,1.4019e+22,1.3897e+22,1.4097e+22,1.4117e+22,1.4246e+22
1227,B,False,6.9001e+21,6.7682e+21,6.7964e+21,6.7965e+21,6.7962e+21,6.7152e+21,6.8271e+21,6.818e+21,6.8496e+21,6.827e+21
1228,B,False,9.6861e+21,9.6717e+21,9.5696e+21,9.5177e+21,9.4272e+21,9.3215e+21,9.3119e+21,9.4019e+21,9.2601e+21,9.2702e+21
1229,B,True,5.6803e+21,5.6914e+21,5.7115e+21,5.767e+21,5.7827e+21,5.7454e+21,5.8047e+21,5.7886e+21,5.8203e+21,5.876e+21
1230,B,False,1.4916e+21,1.5095e+21,1.4722e+21,1.4772e+21,1.4859e+21,1.4737e+21,1.4939e+21,1.5048e+21,1.5753e+21,1.5755e+21
1231,B,False,1.2803e+22,1.262e+22,1.2482e+22,1.24e+22,1.2364e+22,1.2354e+22,1.2364e+22,1.2295e+22,1.2278e+22,1.2424e+22
1232,B,False,5.3847e+21,5.3569e+21,5.3462e+21,5.3332e+21,5.3988e+21,5.411e+21,5.535e+21,5.495e+21,5.4579e+21,5.5025e+21
1233,B,False,1.2554e+22,1.2812e+22,1.3026e+22,1.3211e+22,1.3232e+22,1.3378e+22,1.3333e+22,1.3388e+22,1.3249e+22,1.3266e+22
1234,B,False,6.2521e+20,6.2008e+20,6.0684e+20,6.1424e+20,5.8147e+20,5.5488e+20,5.3656e+20,5.2741e+20,5.0271e+20,4.9208e+20
1235,B,False,1.0127e+21,1.023e+21,1.0315e+21,1.0294e+21,1.076e+21,1.0994e+21,1.0874e+21,1.0903e+21,1.1327e+21,1.1345e+21
1236,B,True,6.4119e+21,6.4282e+21,6.4895e+21,6.4717e+21,6.5415e+21,6.4507e+21,6.4911e+21,6.5031e+21,6.436e+21,6.4419e+21
1237,B,False,1.6442e+21,1.6335e+21,1.6397e+21,1.6573e+21,1.683e+21,1.6776e+21,1.6655e+21,1.6597e+21,1.6873e+21,1.6775e+21
1238,B,False,7.5421e+20,7.9495e+20,7.9662e+20,8.5004e+20,8.8118e+20,9.0434e+20,9.5065e+20,9.1349e+20,9.4221e+20,1.0038e+21
1239,B,False,1.0243e+22,1.0218e+22,1.0205e+22,1.0283e+22,1.0395e+22,1.0386e+22,1.0408e+22,1.0524e+22,1.0666e+22,1.0668e+22
1240,B,False,3.5318e+21,3.5482e+21,3.5564e+21,3.5952e+21,3.5457e+21,3.5821e+21,3.6444e+21,3.6867e+21,3.7019e+21,3.7505e+21
