,FLARE_TYPE,COINCIDENCE,USFLUX_1,USFLUX_2,USFLUX_3,USFLUX_4,USFLUX_5,USFLUX_6,USFLUX_7,USFLUX_8,USFLUX_9,USFLUX_10
458,M,True,4.362e+22,4.4054e+22,4.3175e+22,4.2716e+22,4.2715e+22,4.2077e+22,4.1955e+22,4.2019e+22,4.1885e+22,4.1706e+22
459,M,True,4.1848e+22,4.1823e+22,4.1975e+22,4.2525e+22,4.2677e+22,4.2395e+22,4.2872e+22,4.3322e+22,4.3722e+22,4.405e+22
460,M,True,4.9152e+22,4.9309e+22,4.9535e+22,5.0003e+22,5.0388e+22,5.0573e+22,5.088e+22,5.0965e+22,5.1179e+22,5.1559e+22
461,M,False,4.967e+22,4.9768e+22,4.9033e+22,4.867e+22,4.8279e+22,4.8003e+22,4.7618e+22,4.7493e+22,4.7297e+22,4.7481e+22
462,M,False,4.7439e+22,4.7558e+22,4.7918e+22,4.8135e+22,4.8775e+22,4.9047e+22,4.8944e+22,4.945e+22,4.9663e+22,4.9424e+22
463,M,False,4.3996e+22,4.3894e+22,4.3991e+22,4.3722e+22,4.3681e+22,4.339e+22,4.3358e+22,4.3459e+22,4.3503e+22,4.34e+22
464,M,False,3.0694e+22,3.1028e+22,3.1002e+22,3.1045e+22,3.0877e+22,3.0804e+22,3.0782e+22,3.0455e+22,3.0034e+22,2.9863e+22
465,M,True,1.0541e+23,1.0561e+23,1.0625e+23,1.063e+23,1.0592e+23,1.0626e+23,1.0614e+23,1.0504e+23,1.0567e+23,1.0556e+23
466,M,True,1.1015e+23,1.1078e+23,1.1127e+23,1.1177e+23,1.1252e+23,1.1378e+23,1.1434e+23,1.1548e+23,1.1596e+23,1.1627e+23
467,M,False,1.3215e+23,1.3149e+23,1.2998e+23,1.2884e+23,1.2833e+23,1.2716e+23,1.2621e+23,1.2495e+23,1.2401e+23,1.2388e+23
468,M,False,3.5861e+22,3.5845e+22,3.5782e+22,3.588e+22,3.5825e+22,3.5944e+22,3.5988e+22,3.5956e+22,3.5958e+22,3.6021e+22
469,M,True,3.388e+22,3.4027e+22,3.4173e+22,3.4206e+22,3.4265e+22,3.429e+22,3.4235e+22,3.4211e+22,3.4311e+22,3.4405e+22
470,M,False,3.6538e+22,3.6485e+22,3.6508e+22,3.6418e+22,3.6364e+22,3.6305e+22,3.6243e+22,3.6022e+22,3.6187e+22,3.6139e+22
471,M,False,3.4849e+22,3.4786e+22,3.485e+22,3.4808e+22,3.4777e+22,3.4741e+22,3.4832e+22,3.4721e+22,3.4737e+22,3.4769e+22
472,M,False,5.6023e+22,5.5608e+22,5.4789e+22,5.4419e+22,5.4434e+22,5.4466e+22,5.4175e+22,5.4325e+22,5.4372e+22,5.4504e+22
473,M,True,5.9325e+22,5.9415e+22,5.9123e+22,5.9392e+22,5.9461e+22,5.9252e+22,5.9476e+22,5.9642e+22,5.9729e+22,5.9893e+22
474,M,True,2.0902e+22,2.1121e+22,2.1257e+22,2.127e+22,2.1388e+22,2.1456e+22,2.1359e+22,2.1179e+22,2.1198e+22,2.1037e+22
475,M,False,6.0429e+22,6.0098e+22,6.0063e+22,6.0413e+22,6.0104e+22,6.026e+22,6.0314e+22,6.0178e+22,5.9895e+22,5.9877e+22
476,M,True,8.798e+22,8.7664e+22,8.7406e+22,8.7291e+22,8.7015e+22,8.715e+22,8.7419e+22,8.7364e+22,8.7418e+22,8.7732e+22
477,M,True,1.0364e+23,1.0342e+23,1.0322e+23,1.0326e+23,1.0276e+23,1.0226e+23,1.013e+23,1.0108e+23,1.0034e+23,9.9778e+22
478,M,False,2.6993e+22,2.698e+22,2.6886e+22,2.6952e+22,2.6894e+22,2.6886e+22,2.6842e+22,2.6839e+22,2.6812e+22,2.6766e+22
479,M,False,9.3678e+22,9.3928e+22,9.3852e+22,9.367e+22,9.3803e+22,9.3361e+22,9.3264e+22,9.2838e+22,9.2711e+22,9.1982e+22
480,M,False,1.7694e+22,1.7747e+22,1.7824e+22,1.7841e+22,1.7807e+22,1.7848e+22,1.7948e+22,1.8004e+22,1.7952e+22,1.804e+22
481,M,False,4.0691e+22,4.071e+22,4.0717e+22,4.0676e+22,4.0778e+22,4.0625e+22,4.0606e+22,4.0451e+22,4.0427e+22,4.0213e+22
482,M,False,3.5917e+22,3.5942e+22,3.5888e+22,3.5919e+22,3.5742e+22,3.568e+22,3.5655e+22,3.5362e+22,3.5153e+22,3.5112e+22
483,M,False,2.9751e+22,3.0032e+22,3.029e+22,3.0356e+22,3.0428e+22,3.0478e+22,3.0484e+22,3.0453e+22,3.0387e+22,3.0178e+22
484,M,False,2.8447e+22,2.8442e+22,2.8382e+22,2.8341e+22,2.8406e+22,2.8589e+22,2.857e+22,2.8595e+22,2.8541e+22,2.872e+22
485,M,False,8.5672e+21,9.1132e+21,9.6708e+21,1.034e+22,1.0897e+22,1.1483e+22,1.2287e+22,1.3388e+22,1.4026e+22,1.4774e+22
486,M,True,2.3842e+22,2.3838e+22,2.3905e+22,2.4022e+22,2.4001e+22,2.4185e+22,2.4233e+22,2.417e+22,2.4228e+22,2.4367e+22
487,M,False,2.4918e+22,2.4845e+22,2.4944e+22,2.4995e+22,2.4978e+22,2.4961e+22,2.4882e+22,2.5047e+22,2.5007e+22,2.5063e+22
488,M,False,2.5667e+22,2.5671e+22,2.5765e+22,2.5742e+22,2.5912e+22,2.6074e+22,2.6224e+22,2.6502e+22,2.6718e+22,2.6865e+22
489,M,False,7.0896e+22,7.0645e+22,7.0844e+22,7.0876e+22,7.0765e+22,7.0769e+22,7.0871e+22,7.1032e+22,7.0963e+22,7.1098e+22
490,M,False,2.6047e+22,2.6055e+22,2.6099e+22,2.6002e+22,2.5857e+22,2.6208e+22,2.5847e+22,2.5658e+22,2.5911e+22,2.5969e+22
491,M,False,1.03e+22,1.0275e+22,1.027e+22,1.0148e+22,1.1334e+22,1.1523e+22,1.1658e+22,1.1751e+22,1.1747e+22,1.1915e+22
492,M,False,1.2916e+22,1.3071e+22,1.3135e+22,1.3501e+22,1.3626e+22,1.3862e+22,1.3838e+22,1.4065e+22,1.4301e+22,1.4418e+22
493,M,False,1.4072e+22,1.4185e+22,1.4416e+22,1.4708e+22,1.4943e+22,1.4887e+22,1.4972e+22,1.4487e+22,1.4311e+22,1.4276e+22
494,M,False,8.2599e+21,7.9012e+21,7.7582e+21,7.6692e+21,7.6712e+21,7.6012e+21,6.8629e+21,6.9013e+21,6.691e+21,6.8023e+21
495,M,False,3.153e+22,3.2063e+22,3.2716e+22,3.2809e+22,3.3207e+22,3.3244e+22,3.3561e+22,3.3439e+22,3.3284e+22,3.3312e+22
496,M,True,3.0177e+22,3.0229e+22,3.0079e+22,3.0158e+22,3.0197e+22,3.0413e+22,3.0819e+22,3.1114e+22,3.1663e+22,3.203e+22
497,M,False,3.2769e+22,3.2409e+22,3.2514e+22,3.2254e+22,3.2371e+22,3.2066e+22,3.1912e+22,3.1786e+22,3.1876e+22,3.1565e+22
498,M,True,3.2324e+22,3.2411e+22,3.2477e+22,3.2445e+22,3.2644e+22,3.2463e+22,3.2537e+22,3.2472e+22,3.2401e+22,3.2361e+22
499,M,True,2.9378e+22,2.9031e+22,2.8979e+22,2.8855e+22,2.8786e+22,2.8806e+22,2.9066e+22,2.8806e+22,2.8664e+22,2.8636e+22
500,M,False,2.4752e+22,2.4412e+22,2.4447e+22,2.4435e+22,2.4411e+22,2.4658e+22,2.5123e+22,2.5395e+22,2.5568e+22,2.5719e+22
501,M,True,2.3711e+22,2.3717e+22,2.37e+22,2.3715e+22,2.3726e+22,2.3767e+22,2.3673e+22,2.377e+22,2.3702e+22,2.373e+22
502,M,False,2.3715e+22,2.3726e+22,2.3767e+22,2.3673e+22,2.377e+22,2.3702e+22,2.373e+22,2.3921e+22,2.3969e+22,2.3964e+22
503,M,False,2.3969e+22,2.3964e+22,2.4182e+22,2.4183e+22,2.4435e+22,2.4847e+22,2.4991e+22,2.5197e+22,2.5311e+22,2.5496e+22
504,M,False,2.5434e+22,2.5518e+22,2.5449e+22,2.5283e+22,2.5152e+22,2.501e+22,2.5108e+22,2.5073e+22,2.5201e+22,2.5043e+22
505,M,False,2.5834e+22,2.5853e+22,2.6011e+22,2.6049e+22,2.6118e+22,2.5995e+22,2.6142e+22,2.6073e+22,2.6167e+22,2.6152e+22
506,M,False,2.3232e+22,2.3183e+22,2.3277e+22,2.3086e+22,2.3136e+22,2.3111e+22,2.3128e+22,2.2939e+22,2.2952e+22,2.3014e+22
507,M,True,2.353e+22,2.3519e+22,2.3598e+22,2.3619e+22,2.3541e+22,2.3724e+22,2.3725e+22,2.3812e+22,2.3926e+22,2.3834e+22
508,M,True,2.7861e+22,2.7874e+22,2.7555e+22,2.7569e+22,2.7668e+22,2.7755e+22,2.7682e+22,2.7557e+22,2.7666e+22,2.7564e+22
509,M,False,2.7485e+22,2.7663e+22,2.7722e+22,2.7727e+22,2.7635e+22,2.7773e+22,2.7869e+22,2.7964e+22,2.7949e+22,2.7964e+22
510,M,False,3.5923e+22,3.5847e+22,3.54e+22,3.5596e+22,3.593e+22,3.5604e+22,3.5537e+22,3.5388e+22,3.5534e+22,3.5512e+22
511,M,False,1.686e+22,1.6735e+22,1.6828e+22,1.6837e+22,1.6724e+22,1.6692e+22,1.6541e+22,1.6536e+22,1.6215e+22,1.6233e+22
512,M,False,2.6585e+22,2.6479e+22,2.6337e+22,2.6522e+22,2.6675e+22,2.6814e+22,2.6664e+22,2.6299e+22,2.6446e+22,2.6607e+22
513,M,True,8.4554e+21,8.3884e+21,8.5686e+21,8.5968e+21,8.748e+21,8.9313e+21,8.9627e+21,9.0682e+21,9.108e+21,9.1916e+21
514,M,True,1.2033e+22,1.2305e+22,1.2478e+22,1.2779e+22,1.2826e+22,1.3337e+22,1.3197e+22,1.3865e+22,1.4024e+22,1.397e+22
515,M,False,1.6847e+22,1.7503e+22,1.7834e+22,1.8201e+22,1.8525e+22,1.8864e+22,1.9341e+22,1.9375e+22,1.956e+22,1.9532e+22
516,M,False,1.956e+22,1.9532e+22,1.9793e+22,2.0043e+22,2.0305e+22,2.0356e+22,2.0801e+22,2.1045e+22,2.0632e+22,2.0736e+22
517,M,False,2.314e+22,2.3708e+22,2.3753e+22,2.3849e+22,2.3858e+22,2.3891e+22,2.3729e+22,2.3683e+22,2.3372e+22,2.2783e+22
518,M,False,2.4779e+22,2.4805e+22,2.4879e+22,2.4611e+22,2.4466e+22,2.4557e+22,2.465e+22,2.4689e+22,2.4076e+22,2.3921e+22
519,M,True,2.6491e+22,2.6435e+22,2.6333e+22,2.6238e+22,2.6305e+22,2.6165e+22,2.5989e+22,2.5935e+22,2.563e+22,2.5527e+22
520,M,False,2.535e+22,2.5246e+22,2.5075e+22,2.4668e+22,2.4631e+22,2.4571e+22,2.4691e+22,2.4621e+22,2.4973e+22,2.5183e+22
521,M,False,2.9819e+22,3.0101e+22,3.0768e+22,3.0771e+22,3.1408e+22,3.1764e+22,3.2239e+22,3.2851e+22,3.2904e+22,3.3367e+22
522,M,True,5.6997e+22,5.7626e+22,5.8591e+22,5.9278e+22,5.9227e+22,5.8677e+22,5.8717e+22,5.8599e+22,5.8877e+22,5.8568e+22
523,M,False,6.5856e+22,6.574e+22,6.5788e+22,6.6021e+22,6.5623e+22,6.6093e+22,6.6215e+22,6.6386e+22,6.6487e+22,6.6568e+22
524,M,False,9.8121e+21,9.7601e+21,9.8112e+21,9.9197e+21,9.8293e+21,9.9048e+21,9.7607e+21,9.7499e+21,9.7692e+21,9.6884e+21
525,M,False,4.8755e+22,4.9389e+22,4.9369e+22,4.9556e+22,4.9459e+22,4.9344e+22,4.9507e+22,4.8962e+22,4.9045e+22,4.9344e+22
526,M,True,5.0796e+22,5.0366e+22,5.0303e+22,5.0402e+22,5.0832e+22,5.0606e+22,5.0804e+22,5.096e+22,5.0891e+22,5.1259e+22
527,M,False,4.9792e+22,4.9827e+22,4.9971e+22,4.992e+22,4.9891e+22,4.9785e+22,5.003e+22,5.0046e+22,5.0128e+22,5.0075e+22
528,M,False,5.003e+22,5.0046e+22,5.0128e+22,5.0075e+22,5.0159e+22,5.0255e+22,5.0188e+22,5.007e+22,5.0259e+22,5.0284e+22
529,M,True,4.3939e+22,4.3412e+22,4.3322e+22,4.3111e+22,4.2826e+22,4.2577e+22,4.2728e+22,4.2556e+22,4.2494e+22,4.2867e+22
530,M,False,4.8133e+22,4.8609e+22,4.8586e+22,4.8893e+22,4.9002e+22,4.9073e+22,4.8865e+22,4.8655e+22,4.8686e+22,4.8446e+22
531,M,False,4.1591e+22,4.1706e+22,4.1644e+22,4.1648e+22,4.1597e+22,4.1588e+22,4.1523e+22,4.1523e+22,4.1471e+22,4.1414e+22
532,M,False,4.1767e+22,4.1587e+22,4.1419e+22,4.1133e+22,4.0883e+22,4.0556e+22,4.0375e+22,4.006e+22,3.9675e+22,3.9676e+22
533,M,False,1.4707e+22,1.5092e+22,1.5408e+22,1.5319e+22,1.5476e+22,1.574e+22,1.5879e+22,1.6022e+22,1.5638e+22,1.5986e+22
534,M,True,1.1542e+22,1.1778e+22,1.185e+22,1.2047e+22,1.2112e+22,1.2313e+22,1.2193e+22,1.2339e+22,1.2371e+22,1.2318e+22
535,M,False,1.7032e+22,1.7087e+22,1.734e+22,1.7348e+22,1.7514e+22,1.7507e+22,1.7518e+22,1.7698e+22,1.8034e+22,1.7919e+22
536,M,True,3.2004e+22,3.1991e+22,3.2174e+22,3.2436e+22,3.2397e+22,3.2564e+22,3.2429e+22,3.2493e+22,3.242e+22,3.2317e+22
537,M,True,3.2622e+22,3.2336e+22,3.2507e+22,3.2354e+22,3.2285e+22,3.2147e+22,3.2111e+22,3.2314e+22,3.2589e+22,3.2617e+22
538,M,False,3.4785e+22,3.4621e+22,3.4124e+22,3.353e+22,3.3359e+22,3.3094e+22,3.2789e+22,3.3148e+22,3.3381e+22,3.3417e+22
539,M,True,3.4586e+22,3.5179e+22,3.5529e+22,3.5657e+22,3.573e+22,3.5677e+22,3.6068e+22,3.5983e+22,3.5998e+22,3.6338e+22
540,M,False,3.8919e+22,3.9304e+22,3.9449e+22,3.9688e+22,3.9694e+22,3.9574e+22,3.9562e+22,3.9515e+22,3.9545e+22,3.9659e+22
541,M,True,4.495e+22,4.5144e+22,4.5077e+22,4.515e+22,4.4993e+22,4.4943e+22,4.4958e+22,4.487e+22,4.5101e+22,4.5179e+22
542,M,False,4.855e+22,4.8698e+22,4.8757e+22,4.8813e+22,4.9e+22,4.9067e+22,4.9187e+22,4.911e+22,4.925e+22,4.9415e+22
543,M,False,6.1806e+22,6.1962e+22,6.2219e+22,6.2503e+22,6.2514e+22,6.2709e+22,6.291e+22,6.3099e+22,6.3204e+22,6.3479e+22
544,M,True,6.8839e+22,6.88e+22,6.9187e+22,6.9455e+22,6.9662e+22,6.982e+22,6.9809e+22,6.9967e+22,6.8821e+22,6.9526e+22
545,M,False,7.277e+22,7.2455e+22,7.2373e+22,7.1581e+22,7.1852e+22,7.143e+22,7.0942e+22,7.0833e+22,7.0929e+22,7.0587e+22
546,M,False,6.3409e+22,6.3697e+22,6.3703e+22,6.3719e+22,6.3342e+22,6.3178e+22,6.3426e+22,6.339e+22,6.3324e+22,6.333e+22
547,M,False,1.5885e+22,1.5857e+22,1.5668e+22,1.5603e+22,1.5485e+22,1.5504e+22,1.5334e+22,1.5289e+22,1.537e+22,1.5275e+22
548,M,False,1.9972e+22,2.0282e+22,2.0571e+22,2.0842e+22,2.1292e+22,2.1509e+22,2.1811e+22,2.2109e+22,2.2041e+22,2.199e+22
549,M,True,2.7684e+22,2.7758e+22,2.7777e+22,2.7717e+22,2.767e+22,2.7662e+22,2.7799e+22,2.7856e+22,2.7862e+22,2.7827e+22
550,M,True,3.164e+22,3.1679e+22,3.1683e+22,3.1825e+22,3.1746e+22,3.1797e+22,3.1831e+22,3.1819e+22,3.1817e+22,3.1876e+22
551,M,True,6.9462e+21,7.0383e+21,7.1544e+21,7.3906e+21,7.5397e+21,7.5837e+21,7.8171e+21,7.9749e+21,8.0588e+21,8.3047e+21
552,M,True,3.1727e+22,3.1826e+22,3.184e+22,3.1793e+22,3.1734e+22,3.1851e+22,3.1811e+22,3.1825e+22,3.1967e+22,3.2028e+22
553,M,True,3.2115e+22,3.223e+22,3.2436e+22,3.2673e+22,3.2756e+22,3.2877e+22,3.2973e+22,3.3058e+22,3.3165e+22,3.3341e+22
554,M,False,3.3341e+22,3.3572e+22,3.3624e+22,3.3718e+22,3.3777e+22,3.3648e+22,3.367e+22,3.3872e+22,3.3956e+22,3.3881e+22
555,M,True,2.1952e+22,2.1119e+22,2.1796e+22,2.1705e+22,2.1695e+22,2.2032e+22,2.2005e+22,2.211e+22,2.2404e+22,2.2458e+22
556,M,True,3.9065e+22,3.9182e+22,3.9308e+22,3.9439e+22,3.9703e+22,3.9736e+22,3.9963e+22,4.0211e+22,4.0384e+22,4.0421e+22
557,M,False,4.0211e+22,4.0384e+22,4.0421e+22,4.0385e+22,4.0138e+22,3.9987e+22,3.9971e+22,3.9726e+22,3.9624e+22,3.9438e+22
558,M,False,2.2462e+22,2.2439e+22,2.2752e+22,2.3621e+22,2.3291e+22,2.3603e+22,2.3645e+22,2.3607e+22,2.3153e+22,2.3076e+22
559,M,False,4.0138e+22,3.9987e+22,3.9971e+22,3.9726e+22,3.9624e+22,3.9438e+22,3.9486e+22,3.9556e+22,3.9615e+22,3.9811e+22
560,M,False,3.9624e+22,3.9438e+22,3.9486e+22,3.9556e+22,3.9615e+22,3.9811e+22,3.9816e+22,3.9926e+22,4.009e+22,4.0139e+22
561,M,False,2.2949e+22,2.261e+22,2.3027e+22,2.3136e+22,2.3463e+22,2.3296e+22,2.3231e+22,2.315e+22,2.3237e+22,2.3693e+22
562,M,True,4.1477e+22,4.1608e+22,4.1375e+22,4.1497e+22,4.1592e+22,4.1539e+22,4.1698e+22,4.173e+22,4.1815e+22,4.1916e+22
563,M,True,4.6979e+22,4.711e+22,4.7119e+22,4.705e+22,4.7109e+22,4.7109e+22,4.7061e+22,4.7157e+22,4.725e+22,4.7001e+22
564,M,False,5.464e+22,5.4959e+22,5.5171e+22,5.5444e+22,5.5606e+22,5.6055e+22,5.6105e+22,5.6093e+22,5.6361e+22,5.6449e+22
565,M,True,5.6879e+22,5.6804e+22,5.6848e+22,5.7205e+22,5.6992e+22,5.722e+22,5.7317e+22,5.739e+22,5.7623e+22,5.7734e+22
566,M,True,6.2526e+22,6.2532e+22,6.2468e+22,6.2299e+22,6.2468e+22,6.2065e+22,6.19e+22,6.2141e+22,6.1981e+22,6.2173e+22
567,M,True,6.6436e+22,6.7063e+22,6.7022e+22,6.6639e+22,6.6947e+22,6.6627e+22,6.6564e+22,6.6917e+22,6.6655e+22,6.6788e+22
568,M,False,6.5438e+22,6.5046e+22,6.5791e+22,6.5004e+22,6.5081e+22,6.5475e+22,6.5241e+22,6.5188e+22,6.4622e+22,6.4025e+22
569,M,False,6.5215e+22,6.6296e+22,6.6279e+22,6.6601e+22,6.6443e+22,6.6423e+22,6.5571e+22,6.6475e+22,6.6109e+22,6.6164e+22
570,M,False,2.9376e+22,2.9077e+22,2.8676e+22,2.7936e+22,2.729e+22,2.6835e+22,2.6141e+22,2.5318e+22,2.4989e+22,2.4549e+22
571,M,True,3.8116e+22,3.826e+22,3.8322e+22,3.8284e+22,3.8169e+22,3.8161e+22,3.8321e+22,3.8395e+22,3.8438e+22,3.8226e+22
572,M,False,3.8773e+22,3.8866e+22,3.8923e+22,3.8977e+22,3.9059e+22,3.8693e+22,3.8352e+22,3.7861e+22,3.7144e+22,3.6936e+22
573,M,True,4.3257e+21,4.3789e+21,4.5381e+21,4.631e+21,4.8762e+21,5.0785e+21,5.2114e+21,5.478e+21,5.6795e+21,5.8581e+21
574,M,False,4.5381e+21,4.631e+21,4.8762e+21,5.0785e+21,5.2114e+21,5.478e+21,5.6795e+21,5.8581e+21,6.0755e+21,6.219e+21
575,M,False,5.6853e+22,5.6732e+22,5.6556e+22,5.6219e+22,5.6294e+22,5.6369e+22,5.6025e+22,5.5516e+22,5.4975e+22,5.5022e+22
576,M,True,2.2138e+22,2.2167e+22,2.2456e+22,2.2437e+22,2.2761e+22,2.2592e+22,2.2493e+22,2.2596e+22,2.2838e+22,2.2889e+22
577,M,False,2.3241e+22,2.3203e+22,2.3401e+22,2.3204e+22,2.3555e+22,2.3477e+22,2.3432e+22,2.3506e+22,2.3672e+22,2.375e+22
578,M,False,3.3053e+22,3.3154e+22,3.3091e+22,3.3205e+22,3.3154e+22,3.3194e+22,3.3226e+22,3.2874e+22,3.2866e+22,3.2964e+22
579,M,False,2.3798e+22,2.373e+22,2.4401e+22,2.4525e+22,2.4529e+22,2.4587e+22,2.4476e+22,2.4597e+22,2.4556e+22,2.4515e+22
580,M,False,1.7827e+22,1.797e+22,1.8555e+22,1.8397e+22,1.8612e+22,1.8946e+22,1.9339e+22,1.9694e+22,2.0166e+22,2.0078e+22
581,M,False,3.221e+22,3.2247e+22,3.2186e+22,3.2219e+22,3.2426e+22,3.2354e+22,3.2367e+22,3.208e+22,3.2235e+22,3.2258e+22
582,M,False,3.3172e+22,3.3337e+22,3.3705e+22,3.3815e+22,3.409e+22,3.4343e+22,3.438e+22,3.4649e+22,3.4728e+22,3.5075e+22
583,M,False,2.0353e+22,2.06e+22,2.0701e+22,2.0654e+22,2.0632e+22,2.087e+22,2.1153e+22,2.1355e+22,2.1259e+22,2.1308e+22
584,M,False,2.6395e+22,2.6121e+22,2.5819e+22,2.5785e+22,2.5832e+22,2.5904e+22,2.556e+22,2.5468e+22,2.5581e+22,2.5396e+22
585,M,True,3.7045e+22,3.6874e+22,3.6467e+22,3.6219e+22,3.5893e+22,3.5416e+22,3.5386e+22,3.5319e+22,3.5076e+22,3.5005e+22
586,M,False,3.7669e+22,3.7894e+22,3.7942e+22,3.7776e+22,3.7769e+22,3.8162e+22,3.8667e+22,3.8641e+22,3.8658e+22,3.8806e+22
587,M,False,5.0274e+22,5.0262e+22,5.0472e+22,5.0537e+22,5.0615e+22,5.0752e+22,5.0728e+22,5.0797e+22,5.0772e+22,5.0799e+22
588,M,True,3.5953e+22,3.5987e+22,3.6101e+22,3.6112e+22,3.6344e+22,3.6337e+22,3.6358e+22,3.6381e+22,3.6533e+22,3.6678e+22
589,M,False,3.6344e+22,3.6337e+22,3.6358e+22,3.6381e+22,3.6533e+22,3.6678e+22,3.6641e+22,3.6749e+22,3.6738e+22,3.68e+22
590,M,True,4.8023e+22,4.7995e+22,4.799e+22,4.75e+22,4.7625e+22,4.7925e+22,4.7855e+22,4.7678e+22,4.8076e+22,4.7369e+22
591,M,False,4.7341e+22,4.7473e+22,4.7067e+22,4.7458e+22,4.7557e+22,4.7674e+22,4.8142e+22,4.8084e+22,4.8561e+22,4.8382e+22
592,M,False,4.7067e+22,4.7458e+22,4.7557e+22,4.7674e+22,4.8142e+22,4.8084e+22,4.8561e+22,4.8382e+22,4.87e+22,4.8946e+22
593,M,True,4.4983e+22,4.4933e+22,4.485e+22,4.4936e+22,4.4753e+22,4.4869e+22,4.4775e+22,4.4493e+22,4.4801e+22,4.4935e+22
594,M,False,3.9672e+22,3.9022e+22,3.8912e+22,3.8236e+22,3.7808e+22,3.7436e+22,3.6723e+22,3.626e+22,3.5807e+22,3.452e+22
595,M,True,3.2408e+21,3.3428e+21,3.4704e+21,3.5555e+21,3.5253e+21,3.593e+21,3.6313e+21,3.6353e+21,3.6756e+21,3.6154e+21
596,M,False,4.1905e+21,4.2904e+21,4.4503e+21,4.5823e+21,4.6973e+21,4.7666e+21,4.7253e+21,4.8601e+21,4.8464e+21,4.9173e+21
597,M,True,1.2711e+22,1.2697e+22,1.2745e+22,1.3085e+22,1.3185e+22,1.31e+22,1.297e+22,1.3158e+22,1.327e+22,1.341e+22
598,M,True,1.5659e+22,1.5752e+22,1.5834e+22,1.5881e+22,1.5668e+22,1.5698e+22,1.5685e+22,1.5794e+22,1.5607e+22,1.5801e+22
599,M,False,1.7358e+22,1.7493e+22,1.7582e+22,1.7488e+22,1.7668e+22,1.7758e+22,1.7964e+22,1.8065e+22,1.831e+22,1.8403e+22
600,M,True,2.2834e+22,2.3259e+22,2.3528e+22,2.3174e+22,2.334e+22,2.3533e+22,2.3878e+22,2.4056e+22,2.4139e+22,2.4335e+22
601,M,False,2.4587e+22,2.4674e+22,2.5192e+22,2.5675e+22,2.5638e+22,2.6058e+22,2.6352e+22,2.6509e+22,2.6464e+22,2.6368e+22
602,M,False,2.8962e+22,2.9053e+22,2.8914e+22,2.871e+22,2.9208e+22,2.9246e+22,2.967e+22,2.9527e+22,2.985e+22,3.0233e+22
603,M,False,3.9142e+22,3.9332e+22,3.9292e+22,4.0011e+22,4.0372e+22,4.0598e+22,4.0954e+22,4.138e+22,4.1723e+22,4.1749e+22
604,M,False,2.9306e+22,2.9191e+22,2.9188e+22,2.919e+22,2.9267e+22,2.9175e+22,2.9311e+22,2.9159e+22,2.8988e+22,2.8864e+22
605,M,False,2.7989e+22,2.7914e+22,2.813e+22,2.8152e+22,2.8063e+22,2.8015e+22,2.8102e+22,2.8108e+22,2.8268e+22,2.8152e+22
606,M,True,1.3514e+22,1.377e+22,1.4026e+22,1.4231e+22,1.4321e+22,1.4468e+22,1.4602e+22,1.468e+22,1.4769e+22,1.4876e+22
607,M,True,1.6178e+22,1.6538e+22,1.6777e+22,1.6978e+22,1.7179e+22,1.7426e+22,1.7628e+22,1.7922e+22,1.8225e+22,1.8446e+22
608,M,False,1.7179e+22,1.7426e+22,1.7628e+22,1.7922e+22,1.8225e+22,1.8446e+22,1.8624e+22,1.8729e+22,1.88e+22,1.8943e+22
609,M,False,1.8624e+22,1.8729e+22,1.88e+22,1.8943e+22,1.9019e+22,1.9224e+22,1.93e+22,1.9694e+22,1.9967e+22,2.0343e+22
610,M,False,1.88e+22,1.8943e+22,1.9019e+22,1.9224e+22,1.93e+22,1.9694e+22,1.9967e+22,2.0343e+22,2.064e+22,2.1035e+22
611,M,False,2.1035e+22,2.1262e+22,2.1599e+22,2.1829e+22,2.2114e+22,2.2395e+22,2.2642e+22,2.2843e+22,2.3132e+22,2.331e+22
612,M,False,2.4095e+22,2.4219e+22,2.4368e+22,2.442e+22,2.4534e+22,2.4691e+22,2.4819e+22,2.4905e+22,2.4973e+22,2.503e+22
613,M,False,2.5209e+22,2.5182e+22,2.5146e+22,2.5209e+22,2.5324e+22,2.5581e+22,2.5866e+22,2.6262e+22,2.6508e+22,2.6722e+22
614,M,True,3.2717e+22,3.2866e+22,3.2943e+22,3.2988e+22,3.3045e+22,3.306e+22,3.3071e+22,3.3178e+22,3.3174e+22,3.3223e+22
615,M,True,3.8688e+22,3.8881e+22,3.8882e+22,3.9169e+22,3.9176e+22,3.9305e+22,3.9439e+22,3.9369e+22,3.9448e+22,3.9607e+22
616,M,False,3.9966e+22,3.9793e+22,3.9875e+22,3.9827e+22,3.9966e+22,3.9989e+22,4.0168e+22,4.0294e+22,4.0301e+22,4.0377e+22
617,M,True,4.5715e+22,4.5824e+22,4.5946e+22,4.5976e+22,4.6433e+22,4.6404e+22,4.644e+22,4.6531e+22,4.6626e+22,4.6549e+22
618,M,False,4.5946e+22,4.5976e+22,4.6433e+22,4.6404e+22,4.644e+22,4.6531e+22,4.6626e+22,4.6549e+22,4.6693e+22,4.5331e+22
619,M,True,5.3602e+22,5.3795e+22,5.3858e+22,5.3663e+22,5.3973e+22,5.4205e+22,5.3832e+22,5.423e+22,5.3997e+22,5.4005e+22
620,M,False,5.4057e+22,5.4175e+22,5.393e+22,5.3867e+22,5.3626e+22,5.3755e+22,5.3691e+22,5.386e+22,5.3736e+22,5.3949e+22
