,FLARE_TYPE,COINCIDENCE,TOTUSJH_1,TOTUSJH_2,TOTUSJH_3,TOTUSJH_4,TOTUSJH_5,TOTUSJH_6,TOTUSJH_7,TOTUSJH_8,TOTUSJH_9,TOTUSJH_10
1194,B,True,499.45,499.63,487.65,496.24,477.24,479.0,495.75,488.67,504.51,495.6
1195,B,True,88.662,87.644,90.426,88.313,84.771,82.792,81.208,80.161,81.685,84.161
1196,B,False,84.313,82.671,78.128,82.206,84.149,79.346,82.254,81.323,84.908,82.85
1197,B,False,319.75,315.92,323.86,317.91,318.56,321.39,340.92,344.57,358.83,359.45
1198,B,False,552.7,549.16,552.96,561.45,564.44,575.88,581.45,583.56,578.19,573.48
1199,B,False,391.68,387.99,379.1,384.59,381.04,370.6,386.18,377.85,384.72,391.23
1200,B,False,460.52,463.21,472.66,462.47,459.14,464.81,459.02,443.76,451.58,456.29
1201,B,False,914.9,917.72,908.62,914.97,917.13,907.04,928.4,936.85,951.97,971.83
1202,B,False,2187.8,2205.4,2220.6,2202.3,2215.3,2235.4,2242.6,2272.1,2275.2,2288.8
1203,B,False,193.32,192.69,200.01,201.45,197.81,193.82,191.26,183.92,191.21,186.4
1204,B,False,649.84,655.2,650.36,660.81,656.67,651.79,649.68,672.76,674.0,679.77
1205,B,False,213.26,209.07,204.74,200.62,205.81,204.74,207.89,207.86,208.13,209.63
1206,B,True,219.85,222.78,228.33,232.2,226.77,226.47,222.67,218.65,212.67,201.79
1207,B,False,181.44,211.09,249.93,282.46,276.84,296.42,334.68,366.95,383.83,406.13
1208,B,True,391.55,384.29,384.62,394.75,399.77,390.18,396.98,408.1,409.11,429.8
1209,B,True,105.81,106.29,108.82,114.51,115.24,117.32,116.03,112.38,117.53,116.09
1210,B,False,222.69,225.66,223.92,232.56,225.85,215.11,216.1,203.87,214.84,206.73
1211,B,False,90.039,97.656,89.459,90.897,91.781,93.44,87.43,92.688,93.165,90.501
1212,B,True,660.59,658.15,673.28,687.89,682.82,682.54,685.1,686.73,675.25,681.54
1213,B,False,467.35,466.57,453.2,458.82,451.78,447.29,450.72,445.47,424.24,423.95
1214,B,False,320.92,331.21,333.89,330.32,324.39,328.68,337.64,351.86,362.53,368.6
1215,B,False,1024.1,1022.7,1018.2,1020.9,1027.3,1050.5,1047.0,1024.7,1029.4,1038.3
1216,B,False,64.087,61.577,63.122,64.725,62.917,63.75,64.879,64.45,64.325,64.293
1217,B,False,1227.9,1248.9,1240.3,1234.3,1220.4,1213.9,1196.0,1201.3,1199.0,1198.9
1218,B,False,634.81,646.79,638.16,656.72,627.24,647.93,674.34,677.11,669.41,685.28
1219,B,False,984.91,989.76,983.71,985.91,982.36,986.42,983.19,993.77,985.25,978.89
1220,B,True,841.77,836.07,838.16,838.66,862.62,903.01,868.87,892.43,878.23,874.74
1221,B,False,466.32,466.27,469.33,478.55,473.99,466.28,464.7,465.74,464.24,467.82
1222,B,True,236.01,228.2,226.73,236.38,235.43,278.78,234.03,298.12,278.83,290.63
1223,B,False,117.53,110.8,115.7,120.32,122.18,116.04,120.55,121.87,124.82,125.0
1224,B,True,313.77,308.89,315.11,315.58,310.86,311.06,316.18,306.94,294.73,299.13
1225,B,False,725.3,727.96,735.74,742.38,747.36,739.21,735.11,734.91,730.88,734.48
1226,B,False,702.04,710.89,721.65,726.22,735.88,738.27,735.45,727.37,727.94,754.58
1227,B,False,451.38,441.12,438.35,430.29,431.47,416.41,416.44,417.62,422.3,420.47
1228,B,False,699.53,712.05,706.56,717.74,702.34,713.31,734.08,755.42,759.93,760.63
1229,B,True,432.16,443.56,445.17,443.36,437.2,441.44,429.93,432.04,437.66,443.72
1230,B,False,130.14,124.87,124.44,124.45,122.5,116.46,123.84,126.1,134.66,138.88
1231,B,False,985.85,949.22,948.3,932.37,928.95,937.99,938.99,948.38,946.18,979.22
1232,B,False,282.83,279.01,283.21,276.74,281.62,281.44,274.69,266.89,265.23,264.15
1233,B,False,843.09,845.18,841.44,852.99,834.78,836.19,832.65,840.38,825.95,833.32
1234,B,False,32.681,32.703,32.939,32.935,32.102,30.771,28.118,30.609,27.6,28.565
1235,B,False,125.47,127.11,126.14,124.1,137.88,130.84,130.06,133.05,134.98,136.36
1236,B,True,378.06,374.9,388.53,390.39,384.5,378.33,382.83,391.24,388.48,382.49
1237,B,False,161.31,166.05,165.04,165.9,178.23,177.75,176.17,181.3,192.49,189.95
1238,B,False,95.273,93.593,89.808,93.24,96.174,105.62,112.77,107.66,112.94,115.31
1239,B,False,664.68,658.87,651.11,655.54,661.43,657.31,651.84,652.29,676.58,665.32
1240,B,False,323.42,332.36,334.16,332.32,337.79,334.43,338.06,335.18,346.12,359.38
1241,B,False,331.94,342.16,337.4,339.4,344.72,336.1,346.23,344.42,357.84,353.79
1242,B,False,207.49,220.42,231.65,228.64,244.35,248.85,230.78,254.0,236.11,247.44
1243,B,False,453.82,452.53,450.78,448.73,451.0,450.06,450.65,456.68,454.88,456.74
1244,B,False,424.88,425.76,434.63,431.46,414.44,417.35,407.06,404.96,404.82,404.99
1245,B,False,103.82,101.9,105.61,102.09,101.15,103.59,101.06,99.869,101.01,101.67
1246,B,False,476.76,487.12,484.84,469.39,477.37,485.19,490.04,488.21,483.41,499.17
1247,B,True,604.71,609.79,601.63,611.83,616.06,590.29,597.56,603.6,600.91,594.82
1248,B,True,703.18,691.91,698.08,697.08,700.89,710.88,712.84,715.97,700.28,686.88
1249,B,False,142.45,146.42,146.13,145.61,150.17,152.53,148.37,152.13,147.74,145.57
1250,B,False,1186.5,1166.1,1180.3,1207.1,1204.1,1202.6,1224.1,1206.0,1234.6,1232.8
1251,B,False,54.687,55.093,58.808,56.0,58.262,64.024,58.322,59.236,61.146,62.703
1252,B,False,377.6,384.9,383.62,379.5,369.46,377.22,384.52,391.71,387.3,386.54
1253,B,False,1282.7,1305.0,1300.1,1309.8,1323.0,1320.6,1306.2,1288.6,1281.0,1241.0
1254,B,False,156.11,168.9,171.08,167.32,163.65,157.89,156.9,149.96,146.32,148.39
1255,B,False,209.4,234.13,236.09,235.3,235.79,249.38,233.29,235.56,234.41,223.09
1256,B,False,152.18,150.77,149.74,147.78,151.86,150.02,154.44,149.47,150.72,149.67
1257,B,True,269.78,271.06,260.16,264.46,263.88,262.99,261.16,257.86,264.45,259.92
1258,B,False,429.45,433.09,427.49,430.17,420.98,418.77,431.88,423.22,431.61,439.82
1259,B,False,1045.3,1026.5,1043.2,1027.6,1044.7,1034.2,1044.2,1028.4,1014.2,1009.6
1260,B,False,209.89,197.25,211.4,213.53,203.11,196.84,196.9,189.44,198.33,195.34
1261,B,True,272.89,276.16,257.16,250.95,261.51,295.58,245.8,249.2,248.6,235.69
1262,B,False,438.4,451.22,457.54,441.4,452.81,451.09,463.25,446.99,458.36,455.65
1263,B,False,475.44,461.68,468.19,465.05,472.83,474.03,458.97,449.45,445.63,453.69
1264,B,False,28.424,24.983,24.148,21.218,20.61,23.178,24.967,23.446,20.934,21.902
1265,B,False,395.89,396.09,386.88,397.45,394.31,393.78,394.11,386.24,387.99,387.27
1266,B,False,176.34,177.49,180.61,186.06,187.89,184.34,183.47,189.96,179.23,178.16
1267,B,True,856.6,857.85,855.65,857.07,839.85,851.95,853.42,852.17,849.37,852.85
1268,B,False,142.46,165.58,160.76,149.43,171.27,191.89,200.35,207.31,207.64,219.05
1269,B,False,554.53,526.1,549.1,553.09,554.63,537.61,521.23,548.22,538.3,524.19
1270,B,False,646.25,650.15,637.28,634.74,633.68,628.65,646.5,641.13,631.39,625.83
1271,B,False,910.56,901.5,914.43,916.76,916.05,955.61,960.86,958.42,957.48,990.65
1272,B,False,117.59,117.07,125.71,124.61,123.75,128.32,127.29,125.67,126.83,125.48
1273,B,True,222.9,227.56,232.11,229.26,233.59,224.8,224.49,229.13,226.13,228.87
1274,B,False,552.21,541.67,540.29,538.18,536.1,531.45,529.78,526.36,532.21,538.86
1275,B,False,319.59,322.54,331.78,334.66,315.91,313.23,315.03,325.42,330.65,330.17
1276,B,False,398.97,391.58,385.92,391.19,387.94,388.88,386.95,378.88,377.39,390.87
1277,B,False,104.82,104.42,103.52,103.77,109.58,105.4,103.11,102.46,106.49,103.66
1278,B,False,292.86,293.57,289.65,299.17,293.12,297.3,282.76,281.16,273.12,269.35
1279,B,True,367.65,385.4,387.46,395.14,401.84,407.23,404.16,413.65,441.1,440.47
1280,B,False,321.81,327.91,329.85,325.42,318.0,332.78,331.09,337.54,335.47,343.36
1281,B,False,926.38,914.63,909.55,884.04,894.84,903.94,897.26,887.69,845.21,821.72
1282,B,False,1122.5,1093.9,1118.2,1109.7,1097.3,1117.1,1124.9,1139.6,1164.7,1165.0
1283,B,False,127.33,137.39,136.95,133.77,134.68,144.0,149.29,145.45,146.44,157.9
1284,B,False,400.64,414.42,424.53,431.42,423.34,444.8,472.37,473.26,467.73,491.12
1285,B,False,487.05,480.73,489.71,499.01,488.01,500.36,505.63,513.13,494.81,509.58
1286,B,True,1368.0,1386.6,1391.5,1420.5,1441.5,1455.3,1469.5,1480.4,1448.4,1453.4
1287,B,False,94.838,98.551,98.067,99.276,103.62,103.07,104.26,99.054,101.19,104.87
1288,B,False,236.5,236.15,237.86,248.23,261.28,260.45,273.55,277.18,282.83,282.7
1289,B,False,105.78,104.31,104.62,93.985,90.413,92.532,89.635,86.401,82.331,82.949
1290,B,False,123.32,136.18,138.01,138.88,144.9,142.91,145.53,143.51,140.25,146.69
1291,B,False,158.81,164.06,167.4,165.52,168.29,166.29,157.92,154.11,154.27,153.05
1292,B,False,827.05,812.82,805.56,813.76,787.59,772.13,792.72,777.11,776.29,760.67
1293,B,False,263.88,262.99,261.16,257.86,264.45,259.92,266.63,265.55,262.94,263.29
1294,B,False,870.03,865.47,866.16,882.84,860.22,881.12,884.35,885.46,868.12,861.72
1295,B,False,146.44,144.62,148.79,148.08,147.57,143.71,144.42,143.58,137.72,145.46
1296,B,False,139.08,147.61,147.54,151.46,143.55,140.5,138.55,146.92,141.7,139.56
1297,B,False,255.17,259.73,256.58,268.33,278.3,273.86,291.41,288.88,293.11,306.72
1298,B,False,951.22,936.0,951.54,929.92,921.27,906.1,896.75,888.16,884.98,888.0
1299,B,False,321.37,327.97,329.54,330.2,337.78,320.7,316.52,317.3,304.92,317.05
1300,B,False,89.726,90.502,99.904,99.534,116.85,119.48,127.03,138.98,146.83,150.11
1301,B,False,805.39,792.44,818.44,826.14,834.03,843.66,864.92,870.18,850.5,850.68
1302,B,False,568.45,551.78,553.04,544.64,556.72,546.2,553.07,551.83,556.09,551.48
1303,B,False,301.37,299.23,297.53,297.24,307.48,307.02,298.18,289.03,289.73,291.45
1304,B,False,526.38,527.01,531.52,536.37,532.39,535.15,524.02,517.24,516.06,499.89
1305,B,False,62.04,60.061,63.016,64.454,62.055,61.254,62.575,62.651,64.259,64.043
1306,B,True,1090.9,1090.4,1097.8,1113.6,1123.2,1102.7,1109.1,1112.2,1113.6,1097.7
1307,B,True,93.083,91.648,87.059,81.184,78.706,75.336,80.142,77.849,82.466,71.299
1308,B,True,19.722,24.577,23.801,23.751,32.789,35.642,37.846,43.948,40.519,46.391
1309,B,False,602.13,616.12,632.4,635.19,660.63,671.65,670.44,666.51,694.81,719.54
1310,B,False,449.32,442.72,434.95,430.21,416.27,412.01,414.45,411.49,418.8,419.51
1311,B,False,634.71,665.21,651.58,669.84,670.48,663.28,685.77,707.96,712.2,716.69
1312,B,False,1388.8,1368.0,1386.6,1391.5,1420.5,1441.5,1455.3,1469.5,1480.4,1448.4
1313,B,False,291.98,298.0,289.82,295.8,290.28,291.96,294.39,291.58,291.86,293.57
1314,B,False,116.51,116.97,119.58,121.75,141.62,119.5,131.7,133.3,111.93,115.84
1315,B,False,398.67,398.85,409.63,399.29,395.96,387.84,396.27,408.63,418.03,405.46
1316,B,False,260.05,254.56,253.68,252.77,256.63,259.51,250.97,244.77,251.76,255.74
1317,B,False,1446.9,1455.4,1473.9,1468.3,1478.0,1469.8,1492.7,1494.3,1498.2,1494.8
1318,B,False,123.23,120.38,119.94,110.67,109.34,106.59,103.71,100.96,95.243,91.042
1319,B,False,289.56,298.01,305.26,312.03,323.42,332.36,334.16,332.32,337.79,334.43
1320,B,False,753.7,751.55,754.61,754.32,751.29,756.97,764.32,746.86,762.58,772.88
1321,B,False,233.25,229.36,229.23,208.41,205.34,194.67,180.16,157.73,134.28,128.22
1322,B,False,525.84,527.86,526.2,517.86,506.24,523.63,527.27,521.87,519.88,518.79
1323,B,False,862.35,874.38,878.42,864.6,869.51,880.91,871.63,877.49,888.23,888.85
1324,B,False,400.46,400.45,417.74,430.3,441.8,451.81,480.42,508.49,505.39,499.66
1325,B,False,646.28,632.19,633.22,633.62,639.11,633.65,632.19,631.33,624.7,626.5
1326,B,False,74.742,75.92,74.327,77.698,74.089,65.817,69.32,63.398,62.698,66.946
1327,B,False,207.64,221.11,218.67,230.36,241.3,252.93,260.98,255.62,257.47,248.34
1328,B,False,414.2,415.43,411.23,407.36,416.63,408.25,414.58,408.83,405.58,396.98
1329,B,False,586.52,580.52,580.09,565.38,558.74,565.47,570.55,579.11,598.87,600.8
1330,B,False,551.5,557.5,572.62,571.09,577.7,571.23,561.15,541.57,528.86,522.11
1331,B,False,167.16,173.87,173.53,167.28,157.04,162.17,157.79,168.07,173.96,168.78
1332,B,False,769.28,759.31,785.68,789.9,790.95,779.63,782.46,796.13,778.37,764.4
1333,B,False,134.44,133.65,135.63,124.23,124.23,135.47,130.69,139.73,137.96,135.13
1334,B,True,411.55,422.86,425.17,421.79,429.87,434.06,448.15,439.36,437.1,449.25
1335,B,False,138.94,145.65,157.77,156.88,168.95,175.15,180.42,175.05,185.67,201.18
1336,B,False,415.78,425.3,434.34,423.49,426.3,432.34,437.38,432.64,433.06,419.97
1337,B,True,327.39,354.38,337.57,336.55,394.72,372.23,348.09,403.18,367.9,357.04
1338,B,False,88.588,91.44,92.075,91.835,88.516,93.854,91.349,93.915,94.593,95.45
1339,B,False,44.151,42.426,50.356,44.783,45.147,46.08,50.004,47.618,47.343,46.475
1340,B,False,607.61,611.02,622.0,654.86,648.6,638.44,690.59,725.73,735.82,714.38
1341,B,False,527.18,527.43,520.41,519.76,525.85,516.98,520.62,524.63,520.73,522.68
1342,B,False,0.0,0.0,0.0,0.0,0.0,0.011157,0.0,0.0,0.0,0.0
1343,B,True,509.75,509.43,508.82,518.1,528.99,538.16,538.8,544.43,545.37,548.57
1344,B,False,437.72,444.19,428.65,434.17,430.94,417.8,432.04,433.32,442.25,435.41
1345,B,False,323.04,317.64,311.26,314.74,312.4,316.83,317.37,315.83,313.24,308.99
1346,B,False,883.35,878.26,869.38,887.69,879.37,872.7,883.97,884.09,891.9,889.94
1347,B,True,34.172,35.607,40.411,45.709,40.116,38.313,41.811,37.102,40.954,33.596
1348,B,True,65.268,71.204,78.518,89.773,105.37,106.72,121.86,138.84,145.78,163.78
1349,B,False,85.213,82.98,83.285,84.191,74.564,74.742,75.92,74.327,77.698,74.089
1350,B,False,653.71,635.33,640.4,644.42,645.85,639.21,639.87,649.84,655.2,650.36
1351,B,False,851.76,833.05,830.25,838.05,844.99,841.65,839.37,820.71,832.92,832.02
1352,B,True,79.994,83.718,85.89,91.965,84.396,92.745,97.274,94.954,95.419,99.156
1353,B,False,767.55,800.63,809.62,821.16,825.32,835.82,838.23,832.09,842.23,824.68
1354,B,False,634.67,633.03,635.95,618.97,624.84,635.15,619.16,634.16,630.01,630.42
1355,B,False,597.76,590.55,592.68,599.25,593.97,596.05,605.63,594.42,600.3,614.0
1356,B,False,88.227,95.71,99.952,107.57,110.92,115.66,125.32,128.67,120.41,121.82
1357,B,True,550.36,592.63,592.95,603.9,616.56,621.06,624.66,600.88,612.91,618.78
1358,B,True,61.858,74.121,73.209,71.952,94.494,94.068,91.527,98.227,98.345,88.275
1359,B,True,174.87,178.27,183.21,183.17,180.86,192.15,198.54,195.55,194.05,194.03
1360,B,True,702.44,715.63,711.91,716.28,714.11,703.3,720.4,713.6,733.5,730.92
1361,B,False,120.64,119.22,124.96,125.44,121.15,125.12,118.57,122.0,128.26,128.28
1362,B,False,163.91,149.2,162.75,166.19,173.43,170.88,179.74,153.19,173.49,157.85
1363,B,False,407.28,416.8,430.46,437.03,433.71,433.02,444.3,446.18,456.22,467.79
1364,B,False,767.89,779.13,787.76,810.52,842.4,860.97,893.06,890.76,909.98,898.01
1365,B,True,1041.5,1050.6,1094.6,1122.6,1118.1,1080.4,1084.2,1112.6,1068.0,1084.2
1366,B,False,320.52,319.48,323.1,323.29,324.44,322.85,319.98,312.25,318.5,317.5
1367,B,False,464.77,448.95,441.95,430.93,422.79,414.68,410.38,398.6,406.7,398.57
1368,B,False,191.34,191.97,195.73,188.98,192.13,186.69,190.19,201.09,203.83,203.16
1369,B,False,47.283,46.34,46.836,42.026,43.393,41.611,45.309,46.377,44.625,43.187
1370,B,True,331.81,341.88,338.92,351.68,361.92,372.05,376.78,385.04,392.11,388.04
1371,B,False,933.16,919.33,932.11,919.05,919.97,958.74,971.93,985.66,974.13,975.72
1372,B,False,33.181,55.587,56.002,64.908,73.497,84.492,95.273,93.593,89.808,93.24
1373,B,False,834.11,823.99,829.37,840.83,849.48,836.86,828.39,816.27,814.54,832.9
1374,B,False,229.42,237.76,229.66,230.53,228.32,229.81,229.39,238.9,230.39,225.7
1375,B,False,367.45,372.09,383.05,390.68,393.77,388.43,386.31,394.33,390.49,393.93
1376,B,False,1213.6,1206.0,1186.2,1182.2,1176.5,1167.6,1178.7,1181.0,1167.1,1166.7
1377,B,True,249.86,251.84,255.24,251.07,250.98,258.85,254.54,264.46,270.08,278.68
1378,B,False,1103.3,1104.5,1164.7,1103.6,1084.8,1098.9,1073.6,1068.5,1016.5,1072.2
1379,B,True,183.89,186.98,185.38,178.85,184.63,179.55,181.0,181.08,178.43,176.99
1380,B,False,390.24,384.6,378.21,390.7,380.08,380.45,379.24,370.32,363.15,360.92
1381,B,False,152.69,158.0,160.08,160.81,159.32,161.28,162.35,168.9,164.32,159.33
1382,B,False,400.26,406.08,411.2,413.89,431.69,434.47,437.79,425.02,427.45,429.09
1383,B,False,93.985,94.488,92.228,93.731,96.293,89.576,89.17,88.662,87.644,90.426
1384,B,False,118.46,121.0,123.23,125.04,133.01,130.25,139.79,140.57,139.66,146.9
1385,B,False,105.81,106.29,108.82,114.51,115.24,117.32,116.03,112.38,117.53,116.09
1386,B,False,478.56,464.79,458.93,449.1,449.29,449.17,441.61,457.9,460.98,460.19
1387,B,False,93.473,100.57,101.04,97.58,98.596,99.083,99.26,101.63,99.347,98.36
1388,B,False,333.43,323.1,328.33,348.74,347.86,347.7,351.95,353.34,351.39,354.03
1389,B,False,661.06,668.37,666.36,665.06,657.44,652.62,663.58,672.93,662.84,660.24
1390,B,False,121.97,115.82,114.0,111.21,111.58,112.39,112.34,109.48,109.18,109.6
1391,B,False,137.29,143.12,136.38,134.38,132.4,135.88,136.22,134.01,133.43,132.02
1392,B,False,252.67,256.57,245.57,232.68,218.89,220.92,202.91,209.67,209.79,206.11
1393,B,False,364.55,366.81,367.1,380.95,380.28,376.11,380.51,372.39,372.96,375.69
1394,B,False,487.52,492.98,498.41,482.36,497.87,487.66,485.28,478.51,476.56,471.3
1395,B,False,512.73,515.54,517.15,500.31,496.72,486.3,499.88,493.26,499.68,504.93
1396,B,True,183.62,183.14,195.98,204.8,208.88,222.28,223.59,227.04,232.52,231.78
1397,B,False,881.54,868.47,872.64,883.88,872.01,869.06,855.64,872.24,848.41,832.95
1398,B,True,255.26,261.27,266.6,256.7,253.98,260.53,254.17,261.24,269.65,262.21
1399,B,True,109.75,114.12,111.22,110.03,105.81,106.29,108.82,114.51,115.24,117.32
1400,B,True,99.979,102.6,104.66,105.72,107.54,105.05,102.6,100.27,95.629,98.396
1401,B,False,40.1,42.861,39.65,38.288,40.358,42.473,45.617,42.535,45.673,49.356
1402,B,False,685.1,687.27,699.53,712.05,706.56,717.74,702.34,713.31,734.08,755.42
1403,B,False,128.58,128.99,131.09,136.15,133.06,129.64,134.94,137.46,136.22,132.76
1404,B,False,980.36,982.98,986.72,974.94,968.45,970.35,965.72,957.07,961.22,957.39
1405,B,False,122.09,122.91,126.19,138.29,135.23,138.05,143.39,148.21,158.78,160.36
1406,B,False,1131.9,1122.8,1107.3,1103.9,1126.7,1120.9,1123.4,1124.7,1121.1,1123.9
1407,B,False,240.82,236.31,241.26,238.68,235.9,240.63,241.97,236.03,241.18,239.27
1408,B,False,2560.6,2565.5,2523.3,2488.9,2498.4,2483.8,2511.8,2486.3,2529.4,2513.7
1409,B,False,15.162,17.84,19.768,22.687,25.341,27.07,29.723,29.003,33.756,34.679
1410,B,False,1324.3,1363.7,1375.3,1339.6,1333.3,1360.2,1328.5,1297.6,1338.2,1326.3
1411,B,False,796.96,793.24,805.53,790.69,776.9,786.55,797.84,786.0,782.65,781.38
1412,B,False,451.09,463.25,446.99,458.36,455.65,453.5,456.49,462.13,451.76,441.21
1413,B,False,128.22,95.418,76.524,67.147,36.327,18.898,15.895,8.8065,4.8009,4.4672
1414,B,False,272.73,277.28,271.23,261.12,274.24,268.25,279.49,286.0,278.16,288.58
1415,B,False,843.39,849.46,832.18,826.68,818.55,825.36,832.33,819.99,816.39,809.06
1416,B,False,772.79,770.21,783.35,762.5,765.77,762.59,750.21,762.51,747.92,745.3
1417,B,False,60.582,64.883,67.52,60.65,66.967,57.868,61.351,60.678,54.14,57.923
1418,B,False,357.21,347.78,347.26,339.52,331.47,339.08,346.97,346.93,342.19,340.7
1419,B,False,630.37,635.83,636.74,616.78,612.66,611.29,591.31,606.77,618.91,607.73
1420,B,False,387.43,391.24,389.89,386.21,381.88,376.53,375.35,380.1,371.02,373.12
1421,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1422,B,False,119.53,117.86,119.11,119.37,118.92,121.02,118.59,112.57,118.77,115.8
1423,B,False,1106.1,1112.6,1102.1,1093.4,1110.8,1126.4,1145.0,1144.9,1140.5,1148.8
1424,B,False,451.67,449.37,454.98,464.07,471.04,484.71,494.37,507.03,516.31,537.02
1425,B,False,1668.5,1639.5,1649.3,1626.4,1637.3,1630.2,1608.4,1614.8,1593.3,1595.2
1426,B,False,496.67,498.67,504.29,509.4,514.51,514.87,504.79,523.62,532.74,543.24
1427,B,False,206.24,223.12,233.3,236.87,258.21,259.65,262.98,267.31,285.95,322.22
1428,B,False,136.38,134.38,132.4,135.88,136.22,134.01,133.43,132.02,127.23,124.14
1429,B,False,282.5,290.94,290.11,282.89,279.54,285.5,277.86,288.71,287.48,291.27
1430,B,False,135.88,136.22,134.01,133.43,132.02,127.23,124.14,130.67,129.15,131.79
1431,B,False,98.622,96.736,96.996,99.636,98.479,99.657,95.405,97.235,94.306,98.387
1432,B,False,511.13,513.5,520.2,522.42,526.95,521.95,522.66,532.48,533.31,532.6
1433,B,False,183.82,177.41,188.9,192.05,186.38,183.3,177.72,190.44,184.39,178.18
1434,B,False,208.95,205.45,216.75,215.34,221.21,219.89,219.64,220.87,214.12,213.72
1435,B,False,168.83,171.53,181.33,182.2,180.6,177.74,184.51,180.79,179.84,187.27
1436,B,False,770.76,783.89,788.12,785.71,804.12,805.09,797.79,793.93,771.79,771.08
1437,B,False,170.35,168.81,165.56,170.42,162.89,171.22,171.77,169.43,165.39,172.55
1438,B,False,96.481,91.56,97.703,98.799,92.764,98.449,97.69,96.329,87.928,89.155
1439,B,False,15.734,24.046,29.678,48.408,51.155,55.207,58.704,58.893,61.467,63.996
1440,B,False,474.98,495.86,509.88,501.24,508.14,525.38,521.96,525.31,525.58,527.94
1441,B,False,1582.6,1563.8,1565.0,1554.2,1565.1,1564.1,1569.1,1574.5,1560.3,1552.0
1442,B,False,800.08,798.28,800.22,794.58,800.22,790.77,794.96,803.94,810.32,816.3
1443,B,False,694.19,678.03,695.74,673.53,682.52,704.82,718.84,727.28,745.9,753.09
1444,B,False,509.91,513.9,524.45,517.68,513.17,512.01,523.14,523.07,514.71,532.21
1445,B,True,448.88,457.35,465.57,478.81,478.41,491.26,481.26,485.3,466.24,440.14
1446,B,False,500.33,493.43,479.6,489.05,463.62,476.69,459.96,458.34,436.93,423.47
1447,B,False,77.661,85.786,80.034,102.06,109.98,107.3,110.74,119.65,113.4,122.09
1448,B,True,177.15,175.89,176.74,183.98,178.11,165.43,171.57,170.55,176.55,173.82
1449,B,False,665.5,659.31,666.98,663.85,672.51,677.52,698.45,709.43,710.49,727.47
1450,B,False,384.62,394.75,399.77,390.18,396.98,408.1,409.11,429.8,435.14,443.32
1451,B,False,54.429,61.292,60.446,65.367,69.333,74.654,111.98,84.776,85.547,86.967
1452,B,True,458.76,440.28,432.32,415.36,398.55,384.0,381.34,379.47,386.39,382.92
1453,B,False,112.67,111.33,114.61,127.69,137.05,135.3,134.39,132.93,131.34,131.38
1454,B,False,1191.3,1207.9,1228.0,1241.1,1256.5,1296.0,1232.9,1219.1,1227.2,1212.1
1455,B,False,543.93,549.52,576.26,587.65,608.49,621.59,643.67,632.52,642.43,625.29
1456,B,False,774.19,770.94,789.21,796.75,806.4,810.09,818.98,805.75,816.88,812.07
1457,B,False,739.03,745.31,734.65,730.83,739.08,740.29,775.56,774.54,780.04,776.17
1458,B,False,252.15,256.9,254.51,258.96,256.2,255.24,260.03,260.54,257.77,255.32
1459,B,True,185.33,170.32,180.44,184.02,175.97,186.67,177.34,175.21,166.16,171.84
1460,B,False,201.36,196.27,212.0,198.32,198.29,188.99,189.61,194.02,185.37,176.55
1461,B,False,747.6,742.59,788.47,803.99,824.48,833.76,857.27,885.17,902.23,912.32
1462,B,False,80.75,77.065,77.218,75.444,77.411,75.407,77.244,72.527,72.359,74.508
1463,B,False,1097.3,1111.4,1098.9,1098.9,1092.8,1088.5,1074.0,1070.0,1071.7,1073.1
1464,B,False,93.731,93.393,89.433,88.62,83.92,84.566,86.097,80.761,81.684,81.533
1465,B,False,133.34,127.64,131.45,112.5,112.4,110.31,99.281,104.66,105.69,106.73
1466,B,True,447.12,455.28,452.81,474.53,470.87,469.95,482.35,479.59,489.67,490.56
1467,B,False,319.03,317.79,316.88,311.17,318.74,317.68,330.24,319.78,311.58,310.59
1468,B,False,383.23,389.49,393.08,390.08,392.42,388.0,387.03,389.74,384.65,384.28
1469,B,False,713.54,718.91,725.33,701.96,698.13,707.74,712.63,711.53,719.54,726.17
1470,B,False,164.46,159.97,154.18,158.81,150.89,147.43,136.27,144.84,147.09,153.19
1471,B,False,471.25,472.36,470.59,476.78,475.57,459.4,459.56,457.53,453.57,442.15
1472,B,False,266.84,259.14,265.65,247.23,248.43,243.04,232.23,229.96,225.89,238.24
1473,B,False,511.96,516.64,510.6,511.08,518.0,513.8,516.57,512.16,519.27,523.51
1474,B,False,419.79,436.34,427.97,437.29,446.02,453.97,457.5,454.96,444.69,448.69
1475,B,True,301.06,289.05,290.43,287.3,294.34,294.19,293.9,294.85,280.23,288.41
1476,B,False,469.04,475.74,466.9,463.11,468.44,470.35,483.44,474.12,474.5,476.54
1477,B,False,964.42,947.04,969.03,960.52,970.93,987.63,986.45,972.18,985.69,988.5
1478,B,False,634.04,635.72,651.43,650.57,638.25,650.72,654.38,641.07,636.63,638.03
1479,B,False,1178.7,1187.7,1174.9,1191.1,1210.5,1172.7,1175.6,1175.6,1180.6,1186.5
1480,B,False,532.15,535.44,516.96,501.8,500.38,493.12,493.42,494.08,513.63,511.35
1481,B,True,336.64,352.09,366.96,398.64,412.27,427.13,421.46,395.81,408.86,396.26
1482,B,False,458.22,432.23,428.71,411.59,411.51,400.79,388.84,396.0,399.45,403.89
1483,B,False,485.78,482.18,481.42,488.04,479.28,463.06,457.32,453.83,452.61,444.26
