,FLARE_TYPE,COINCIDENCE,AREA_ACR_1,AREA_ACR_2,AREA_ACR_3,AREA_ACR_4,AREA_ACR_5,AREA_ACR_6,AREA_ACR_7,AREA_ACR_8,AREA_ACR_9,AREA_ACR_10
0,X,False,942.44,945.31,946.55,947.42,946.52,952.37,956.45,961.74,962.37,964.36
1,X,False,1395.5,1401.9,1407.3,1400.0,1403.0,1400.9,1394.0,1391.5,1393.2,1402.8
2,X,False,1095.0,1098.4,1088.3,1080.2,1072.5,1068.5,1067.0,1065.7,1060.9,1067.1
3,X,False,1386.9,1386.2,1382.2,1379.6,1383.7,1374.7,1375.0,1373.1,1367.6,1366.2
4,X,True,1212.4,1213.1,1209.6,1208.1,1209.1,1207.2,1209.3,1205.2,1198.6,1193.4
5,X,False,2655.3,2643.5,2650.9,2666.4,2653.7,2677.6,2665.3,2675.5,2685.6,2672.9
6,X,False,1052.7,1050.2,1033.9,1023.7,1024.8,1027.6,1032.6,1028.4,1012.8,1016.1
7,X,True,1139.0,1143.0,1148.1,1152.5,1139.4,1141.1,1151.3,1150.2,1152.7,1156.0
8,X,False,1704.3,1713.0,1720.5,1724.5,1730.8,1737.0,1736.2,1744.9,1751.8,1754.5
9,X,False,1737.0,1736.2,1744.9,1751.8,1754.5,1765.4,1765.0,1769.2,1771.8,1769.6
10,X,False,2216.8,2217.6,2219.3,2242.8,2238.4,2236.4,2230.6,2239.9,2240.8,2251.3
11,X,False,4558.6,4560.0,4566.9,4569.7,4568.4,4577.0,4573.3,4577.3,4588.0,4584.5
12,X,False,827.95,838.45,846.02,842.72,844.96,844.17,848.82,855.06,855.22,855.09
13,X,True,411.93,429.1,431.68,451.05,460.05,471.16,488.28,500.65,511.52,522.36
14,X,True,1909.1,1909.1,1930.8,1933.3,1923.0,1923.1,1911.3,1915.0,1927.2,1930.3
15,X,False,2157.9,2143.0,2145.5,2129.3,2143.0,2130.9,2143.4,2129.2,2119.7,2153.2
16,X,False,2338.0,2334.4,2333.7,2322.2,2331.7,2330.6,2329.5,2330.5,2341.4,2348.8
17,X,False,2366.6,2373.5,2376.2,2379.1,2375.3,2382.6,2373.1,2373.9,2378.5,2375.9
18,X,False,2177.5,2171.4,2176.2,2170.5,2169.6,2172.4,2156.9,2162.0,2163.1,2160.8
19,X,False,1513.6,1504.7,1490.5,1504.4,1515.5,1520.5,1513.4,1515.6,1522.4,1530.7
20,X,False,4538.5,4545.5,4556.8,4566.7,4556.3,4563.3,4552.4,4542.2,4552.1,4541.3
21,X,False,89.82,89.58,103.24,108.87,112.23,116.21,127.03,146.89,148.47,172.25
22,X,False,1443.5,1410.5,1388.7,1368.6,1357.7,1313.1,1307.9,1268.6,1256.4,1215.1
23,X,False,408.5,402.58,400.8,386.99,383.22,380.21,385.79,391.58,388.11,369.87
24,X,False,3656.5,3642.1,3649.7,3652.5,3648.5,3618.7,3639.0,3642.6,3627.4,3663.8
25,X,True,5911.5,5936.1,5950.8,5953.5,5966.9,5943.3,5967.2,5977.6,5993.4,5987.3
26,X,True,6857.7,6848.8,6846.5,6840.3,6839.2,6838.3,6823.8,6818.6,6811.4,6816.1
27,X,True,7153.5,7126.6,7138.2,7136.3,7138.4,7142.9,7123.0,7132.4,7127.3,7134.1
28,X,True,6808.2,6833.4,6837.2,6823.0,6802.2,6818.7,6800.4,6793.5,6787.0,6775.5
29,X,False,1408.9,1417.1,1412.1,1404.9,1410.3,1421.9,1411.1,1405.2,1414.8,1415.7
30,X,False,4611.6,4591.7,4591.9,4591.2,4591.1,4591.1,4580.7,4575.2,4551.7,4530.2
31,X,True,1213.8,1218.6,1229.8,1233.9,1236.6,1238.1,1235.1,1235.2,1248.2,1250.0
32,X,False,188.9,215.99,242.22,259.14,277.4,306.41,320.53,342.53,365.3,380.2
33,X,True,1483.2,1492.0,1492.9,1494.1,1500.9,1491.2,1493.9,1495.1,1502.2,1502.3
34,X,True,1506.8,1510.1,1509.8,1512.0,1516.2,1523.8,1536.0,1541.4,1540.6,1550.5
35,X,False,1720.3,1725.2,1730.7,1735.6,1749.3,1749.7,1752.2,1757.9,1763.3,1776.5
36,X,False,1763.1,1759.3,1756.6,1767.5,1767.5,1776.2,1764.9,1778.9,1772.9,1781.5
37,M,False,164.03,171.01,171.18,169.53,173.93,174.22,175.39,174.06,179.17,177.46
38,M,False,48.476,50.121,51.489,51.712,53.285,60.28,68.363,70.523,79.266,81.741
39,M,False,471.86,473.45,470.63,468.91,471.01,467.64,468.27,466.94,468.47,474.34
40,M,True,63.677,65.126,61.973,61.163,63.613,60.48,61.802,65.313,65.083,63.054
41,M,False,422.14,430.61,428.99,424.92,424.41,420.07,420.92,437.04,430.28,426.21
42,M,False,528.4,515.14,514.26,518.12,516.2,510.46,510.05,520.75,523.44,525.65
43,M,False,242.96,240.66,243.66,245.29,250.75,242.25,241.13,242.16,239.23,246.74
44,M,True,301.05,302.57,302.68,309.29,315.17,318.66,321.97,325.36,333.53,341.74
45,M,True,837.61,844.88,848.57,853.25,854.26,856.14,861.7,863.81,871.75,879.8
46,M,False,348.72,356.13,351.15,358.8,356.2,360.24,368.74,377.71,389.7,398.77
47,M,False,1096.3,1101.1,1103.3,1101.4,1102.9,1102.7,1098.7,1095.4,1099.1,1102.1
48,M,True,1106.2,1103.5,1105.1,1111.4,1119.1,1122.2,1121.9,1130.1,1124.7,1123.7
49,M,True,720.14,716.9,722.06,710.82,713.41,717.54,726.02,731.0,730.64,726.72
50,M,False,1120.8,1117.8,1119.2,1125.9,1129.7,1130.4,1125.9,1132.2,1131.8,1129.0
51,M,False,707.44,707.71,711.83,716.97,709.54,707.1,711.13,709.24,709.12,712.15
52,M,False,744.29,745.41,748.02,750.46,753.06,761.18,764.8,766.61,763.47,767.84
53,M,False,591.66,597.54,594.07,591.11,595.15,600.49,600.84,598.06,600.26,599.6
54,M,True,2066.4,2068.2,2067.2,2071.6,2070.9,2072.3,2067.8,2073.1,2082.0,2086.1
55,M,True,913.34,918.82,915.47,907.71,919.64,924.02,924.82,936.15,943.4,938.19
56,M,False,2116.0,2116.9,2112.2,2113.0,2114.2,2111.5,2107.0,2114.2,2126.5,2128.0
57,M,False,2107.0,2114.2,2126.5,2128.0,2129.0,2126.2,2132.9,2132.4,2127.5,2130.6
58,M,False,962.46,961.67,960.64,961.95,961.5,958.65,961.15,959.74,952.79,951.18
59,M,False,1960.8,1949.7,1934.4,1922.2,1921.4,1909.2,1905.0,1889.1,1892.5,1874.5
60,M,True,1281.5,1292.0,1289.6,1273.5,1283.8,1297.3,1298.7,1316.8,1291.1,1294.0
61,M,False,1376.0,1366.3,1356.9,1361.9,1379.8,1374.1,1381.0,1383.1,1400.6,1422.2
62,M,False,1553.4,1555.7,1562.7,1555.0,1563.2,1553.5,1570.2,1570.6,1562.9,1558.1
63,M,False,1673.5,1681.9,1682.8,1698.6,1687.1,1680.9,1671.7,1677.9,1677.4,1682.7
64,M,False,1677.4,1682.7,1692.5,1685.7,1702.8,1698.3,1693.1,1687.4,1688.0,1708.8
65,M,True,1334.0,1340.0,1338.2,1343.0,1340.0,1335.7,1336.9,1342.9,1347.5,1343.9
66,M,False,1355.8,1356.0,1361.0,1361.8,1364.2,1369.3,1361.9,1368.9,1368.1,1372.9
67,M,False,1596.7,1596.2,1590.4,1590.2,1593.0,1595.4,1598.6,1597.4,1608.3,1607.4
68,M,True,917.15,916.4,911.38,909.64,904.76,905.35,905.42,908.92,918.44,909.05
69,M,False,865.09,859.22,863.81,867.32,862.7,861.49,860.24,863.45,860.64,866.82
70,M,False,972.48,978.25,985.97,994.31,1015.0,1017.5,1023.6,1026.4,1026.4,1032.2
71,M,False,925.79,913.59,913.87,916.37,920.37,937.13,944.06,943.99,938.59,949.27
72,M,False,1497.8,1498.5,1498.5,1497.0,1496.2,1518.8,1516.1,1522.1,1522.4,1535.0
73,M,False,1566.1,1565.8,1579.9,1579.7,1584.4,1591.1,1586.8,1590.0,1591.1,1592.0
74,M,True,1319.1,1320.0,1319.3,1330.9,1327.8,1338.8,1337.9,1340.7,1352.9,1352.3
75,M,False,1467.9,1472.8,1482.0,1488.8,1492.7,1515.5,1515.7,1511.1,1535.2,1534.1
76,M,True,821.33,822.2,822.33,831.99,840.72,844.95,853.13,856.12,859.45,882.23
77,M,False,1030.3,1030.6,1033.3,1024.9,1022.7,1025.5,999.1,1016.8,999.16,1007.6
78,M,False,967.03,961.84,970.55,968.1,968.71,972.8,965.37,966.01,958.39,959.92
79,M,False,576.92,598.13,609.4,606.47,616.51,634.77,640.65,661.28,659.4,682.13
80,M,False,463.96,469.34,473.51,475.15,480.81,481.88,473.26,479.31,474.15,473.56
81,M,False,783.91,786.62,788.56,794.25,796.53,800.34,802.06,810.69,820.15,810.03
82,M,True,1312.6,1315.8,1319.0,1314.3,1320.8,1322.2,1319.7,1317.9,1321.2,1317.6
83,M,True,1275.3,1276.6,1281.5,1276.5,1278.3,1280.2,1276.4,1283.7,1281.2,1278.7
84,M,False,1082.4,1080.5,1077.7,1080.6,1088.0,1085.1,1083.9,1085.0,1081.0,1082.1
85,M,True,1258.7,1261.4,1263.2,1259.1,1259.5,1256.6,1253.7,1254.1,1247.0,1250.9
86,M,False,1295.9,1288.1,1285.5,1288.6,1280.8,1285.6,1283.1,1290.1,1291.5,1293.6
87,M,True,1186.0,1192.3,1194.5,1199.2,1203.1,1185.1,1184.5,1186.6,1186.7,1183.7
88,M,False,1130.7,1136.4,1137.5,1135.4,1129.5,1133.1,1141.3,1138.6,1132.0,1138.4
89,M,True,793.81,784.72,781.24,782.59,783.14,772.29,779.84,768.83,769.32,767.59
90,M,False,636.85,632.89,623.87,620.17,619.15,622.31,621.47,619.18,628.3,623.79
91,M,False,601.24,600.68,600.56,594.34,593.35,597.51,595.7,591.15,594.07,595.52
92,M,True,1445.3,1444.3,1442.3,1444.4,1441.6,1440.9,1441.8,1447.7,1454.9,1457.2
93,M,True,1126.4,1133.6,1132.3,1134.2,1126.1,1121.5,1118.9,1109.1,1116.6,1114.2
94,M,False,1045.9,1049.5,1056.9,1050.4,1047.0,1053.6,1058.9,1064.3,1060.1,1066.5
95,M,True,1024.0,1020.2,1018.8,1024.6,1025.1,1019.7,1030.0,1030.1,1025.5,1022.0
96,M,False,1035.1,1045.8,1053.7,1058.8,1057.0,1062.4,1062.5,1066.1,1066.3,1064.6
97,M,False,1010.3,1010.4,1016.8,1028.7,1033.8,1035.3,1034.4,1021.6,1017.3,1013.4
98,M,True,2040.7,2043.7,2044.2,2035.9,2042.8,2028.4,2021.7,2030.4,2040.2,2027.5
99,M,True,1847.8,1842.9,1831.0,1851.7,1849.2,1853.5,1849.8,1860.8,1855.8,1876.9
100,M,True,1938.6,1934.3,1924.4,1917.5,1915.1,1907.9,1918.0,1918.4,1910.8,1899.0
101,M,False,1936.7,1920.8,1934.4,1936.5,1952.9,1934.5,1935.7,1936.0,1934.4,1939.1
102,M,False,1898.1,1903.5,1898.4,1898.0,1887.4,1884.1,1882.8,1889.6,1890.7,1887.8
103,M,True,1944.6,1955.6,1954.8,1957.1,1959.3,1949.3,1945.7,1941.7,1929.1,1917.5
104,M,False,1957.1,1959.3,1949.3,1945.7,1941.7,1929.1,1917.5,1929.2,1929.2,1939.7
105,M,False,1917.5,1929.2,1929.2,1939.7,1937.2,1953.9,1947.6,1931.6,1938.0,1949.8
106,M,False,1947.6,1931.6,1938.0,1949.8,1939.3,1933.4,1937.4,1921.1,1918.7,1910.2
107,M,False,1932.6,1947.4,1945.2,1942.5,1938.5,1947.1,1946.0,1960.2,1942.4,1938.1
108,M,True,1910.3,1908.9,1920.3,1917.4,1923.4,1921.3,1920.7,1924.0,1927.3,1927.5
109,M,False,112.11,118.26,118.37,128.37,131.39,134.09,142.6,144.47,153.28,158.53
110,M,False,1813.9,1821.5,1827.2,1817.9,1826.1,1813.8,1811.8,1815.5,1818.6,1807.4
111,M,False,1907.0,1904.7,1903.5,1896.4,1894.2,1889.2,1888.7,1893.8,1879.6,1884.3
112,M,True,474.34,479.95,484.63,487.91,491.1,492.55,491.26,490.35,489.68,491.35
113,M,True,512.29,510.17,510.18,506.13,511.76,507.86,503.47,505.01,504.22,504.41
114,M,False,596.86,596.81,598.51,599.61,601.62,596.36,599.81,604.32,607.5,607.67
115,M,False,1571.7,1570.2,1566.4,1557.2,1559.1,1561.8,1557.1,1565.2,1546.7,1543.7
116,M,False,2075.3,2073.5,2052.0,2065.2,2047.5,2043.2,2038.1,2022.8,2027.9,2024.0
117,M,False,1677.7,1667.5,1665.7,1665.1,1664.8,1665.2,1666.9,1660.1,1647.5,1651.5
118,M,True,1644.2,1663.0,1676.1,1699.7,1709.5,1708.0,1735.2,1761.0,1790.4,1816.8
119,M,True,2586.3,2597.9,2599.1,2603.8,2593.7,2594.8,2595.9,2582.5,2589.4,2600.4
120,M,True,2677.0,2689.9,2672.2,2668.8,2652.5,2655.2,2664.4,2653.0,2652.8,2647.2
121,M,True,2569.8,2572.0,2571.3,2576.4,2585.4,2580.8,2593.4,2583.6,2578.4,2567.2
122,M,True,2644.5,2648.6,2652.7,2651.2,2643.4,2650.8,2657.8,2660.4,2660.7,2661.6
123,M,True,2721.6,2714.9,2721.9,2714.1,2725.8,2717.6,2733.4,2742.8,2733.6,2746.6
124,M,False,2813.6,2829.4,2832.6,2838.7,2849.9,2839.3,2847.1,2848.0,2856.1,2846.6
125,M,False,2849.5,2838.1,2849.2,2840.6,2843.1,2832.5,2818.6,2826.9,2823.3,2814.6
126,M,False,2847.5,2837.2,2838.5,2831.6,2844.0,2844.1,2853.5,2846.1,2850.9,2851.6
127,M,False,1338.6,1344.7,1337.7,1352.2,1357.6,1360.9,1348.1,1356.8,1354.0,1351.8
128,M,True,1140.1,1139.3,1148.3,1148.2,1176.7,1199.3,1205.3,1212.1,1208.7,1229.9
129,M,False,682.6,680.66,671.08,688.9,688.16,690.11,686.52,689.9,685.45,690.34
130,M,False,969.08,963.89,957.68,945.08,939.11,932.29,929.52,918.17,916.05,914.9
131,M,True,200.48,202.23,200.37,204.19,202.48,204.54,208.7,214.33,215.36,214.21
132,M,False,355.36,351.23,355.33,354.32,349.97,349.52,349.98,353.04,354.98,355.93
133,M,True,1488.7,1462.2,1476.3,1493.4,1506.3,1505.1,1520.8,1512.8,1502.1,1518.9
134,M,False,1633.8,1630.4,1636.1,1644.1,1645.5,1663.7,1656.5,1655.4,1665.7,1660.8
135,M,False,1709.3,1743.2,1729.6,1720.6,1738.9,1749.5,1750.4,1742.4,1726.0,1733.5
136,M,True,2069.3,2066.8,2074.2,2075.3,2064.2,2066.8,2065.0,2060.0,2056.5,2049.1
137,M,False,2062.0,2061.9,2055.2,2060.7,2060.5,2070.1,2072.9,2072.6,2090.4,2079.5
138,M,False,2162.9,2156.9,2175.0,2169.1,2179.5,2179.7,2192.4,2199.2,2196.3,2206.4
139,M,False,2410.3,2419.8,2423.5,2413.0,2423.6,2440.5,2432.2,2456.2,2453.4,2462.8
140,M,False,3163.2,3155.2,3152.7,3168.1,3185.4,3173.5,3181.6,3183.6,3199.6,3194.2
141,M,False,691.43,697.62,696.77,702.24,693.41,701.58,695.03,703.94,701.47,708.1
142,M,True,1176.8,1174.9,1180.3,1192.9,1183.5,1188.1,1198.6,1195.6,1195.5,1188.0
143,M,True,1324.4,1318.6,1328.9,1331.2,1338.5,1338.6,1344.0,1338.6,1351.9,1347.6
144,M,False,1318.6,1328.9,1331.2,1338.5,1338.6,1344.0,1338.6,1351.9,1347.6,1352.3
145,M,False,1379.1,1379.7,1378.8,1390.4,1388.8,1386.5,1402.3,1395.5,1403.8,1414.5
146,M,True,1422.0,1430.2,1433.0,1428.8,1440.4,1457.6,1455.4,1461.0,1463.7,1469.9
147,M,False,1455.4,1461.0,1463.7,1469.9,1468.4,1472.3,1479.5,1500.0,1500.6,1501.2
148,M,False,1499.6,1504.2,1500.2,1496.2,1498.7,1516.3,1531.5,1539.4,1532.9,1540.7
149,M,False,1561.7,1564.0,1565.5,1566.5,1558.5,1564.7,1566.1,1554.6,1548.2,1556.3
150,M,False,1552.4,1552.7,1555.8,1557.7,1559.2,1554.8,1556.2,1560.3,1565.0,1583.3
151,M,False,1696.2,1694.9,1698.2,1707.9,1698.2,1702.1,1704.3,1713.0,1720.5,1724.5
152,M,False,2305.8,2305.8,2318.0,2324.1,2329.6,2329.8,2323.2,2327.5,2324.1,2329.2
153,M,False,2392.0,2393.1,2392.3,2391.0,2386.6,2379.4,2365.0,2366.0,2363.1,2377.9
154,M,False,1829.9,1834.8,1830.7,1836.6,1821.3,1821.8,1813.5,1791.1,1784.9,1778.4
155,M,True,643.42,642.78,649.99,649.82,652.33,651.34,647.81,650.08,647.75,643.19
156,M,False,241.33,238.86,237.77,239.33,237.13,236.79,238.27,236.42,233.02,232.99
157,M,False,639.78,640.43,646.18,641.45,642.53,648.51,644.51,646.13,650.04,647.6
158,M,True,51.417,62.687,77.743,89.404,118.04,144.87,159.48,181.77,208.4,229.31
159,M,False,1053.2,1054.1,1054.8,1043.4,1049.7,1047.7,1042.6,1033.2,1036.7,1032.5
160,M,True,2067.3,2070.2,2078.0,2072.6,2067.8,2065.3,2073.3,2059.8,2064.5,2070.7
161,M,True,2094.8,2101.6,2109.1,2100.5,2095.7,2096.5,2097.9,2100.0,2098.3,2103.2
162,M,False,2098.3,2103.2,2110.5,2103.8,2104.1,2104.9,2106.8,2110.5,2106.3,2106.5
163,M,True,2200.8,2202.3,2207.9,2202.6,2210.9,2207.6,2215.4,2217.2,2223.5,2212.7
164,M,False,2231.7,2241.9,2241.2,2248.2,2241.3,2253.9,2254.2,2246.4,2251.9,2261.7
165,M,False,2265.8,2258.2,2250.0,2249.3,2245.7,2241.8,2242.4,2242.3,2241.1,2235.1
166,M,False,1120.0,1101.4,1108.4,1112.2,1098.0,1097.3,1088.4,1090.3,1086.1,1089.9
167,M,False,1571.3,1579.6,1584.8,1590.3,1574.4,1583.0,1580.9,1594.7,1590.7,1584.3
168,M,True,24.064,22.884,29.174,31.193,39.36,39.356,39.535,41.207,44.593,51.633
169,M,False,120.22,129.13,139.43,140.1,155.31,161.87,169.43,171.8,160.37,162.62
170,M,False,227.84,232.43,248.39,246.39,233.11,234.96,248.92,248.68,233.23,237.31
171,M,False,1298.9,1293.2,1291.3,1297.1,1302.9,1310.8,1320.2,1321.2,1319.3,1325.5
172,M,True,275.47,271.31,271.49,273.95,272.23,275.42,276.44,282.61,278.65,281.54
173,M,False,443.28,447.58,452.91,457.88,458.22,469.9,471.5,476.6,482.09,489.16
174,M,True,804.45,804.58,805.17,808.15,817.36,823.3,823.29,818.78,817.34,813.4
175,M,False,830.29,831.18,834.02,834.34,833.1,841.63,831.18,835.86,844.17,840.75
176,M,True,1009.0,1014.0,1012.2,1011.7,1017.3,1022.7,1024.1,1027.3,1014.7,1026.5
177,M,False,1139.5,1143.0,1153.4,1156.2,1161.4,1173.0,1175.8,1180.8,1182.6,1186.7
178,M,True,1408.6,1404.7,1404.4,1406.1,1410.7,1424.8,1420.5,1426.6,1429.7,1430.1
179,M,False,1506.5,1514.5,1517.4,1521.9,1531.8,1531.5,1535.2,1533.0,1529.3,1531.4
180,M,False,1545.2,1541.7,1550.4,1547.9,1552.0,1560.8,1570.7,1578.1,1580.5,1602.7
181,M,True,1699.6,1705.9,1711.7,1711.2,1724.9,1717.9,1726.3,1728.3,1724.6,1727.5
182,M,True,1761.4,1772.0,1768.2,1765.9,1777.1,1781.8,1783.4,1796.7,1795.3,1793.4
183,M,True,1799.9,1801.3,1803.9,1809.0,1817.6,1812.2,1816.1,1820.1,1823.2,1824.6
184,M,True,1835.4,1846.9,1848.4,1851.2,1859.9,1855.7,1863.7,1864.4,1868.8,1872.7
185,M,False,1611.1,1610.8,1608.4,1621.6,1621.8,1621.0,1619.7,1622.0,1631.2,1635.9
186,M,True,1883.0,1879.8,1871.1,1872.0,1872.8,1872.3,1871.6,1875.4,1877.0,1871.0
187,M,False,1871.0,1873.2,1876.7,1881.6,1873.6,1884.0,1879.7,1877.6,1871.8,1871.8
188,M,False,1879.7,1877.6,1871.8,1871.8,1869.7,1877.4,1882.5,1879.7,1879.3,1882.1
189,M,True,1879.3,1882.1,1887.0,1886.9,1893.3,1896.2,1894.3,1896.1,1890.3,1895.2
190,M,True,1893.3,1896.2,1894.3,1896.1,1890.3,1895.2,1903.7,1892.6,1896.4,1894.6
191,M,False,1917.3,1916.8,1922.3,1916.7,1919.5,1910.5,1916.2,1920.8,1911.1,1919.6
192,M,False,222.08,209.18,228.97,226.14,224.64,214.38,216.86,217.21,196.35,203.48
193,M,True,1964.5,1955.1,1952.3,1965.3,1959.0,1967.1,1971.3,1975.0,1987.2,1995.7
194,M,False,1959.0,1967.1,1971.3,1975.0,1987.2,1995.7,2001.5,2001.2,2009.3,2018.4
195,M,False,2001.2,2009.3,2018.4,2022.7,2026.9,2027.1,2021.2,2023.6,2041.2,2048.7
196,M,True,2083.5,2084.7,2100.1,2094.2,2089.9,2094.7,2099.9,2091.1,2088.7,2078.7
197,M,False,2091.1,2088.7,2078.7,2067.5,2073.8,2068.9,2072.1,2070.6,2063.7,2065.2
198,M,True,2062.8,2066.6,2071.3,2079.9,2068.4,2087.8,2088.6,2075.8,2085.6,2081.9
199,M,False,2088.6,2075.8,2085.6,2081.9,2075.8,2081.6,2080.8,2085.8,2088.0,2095.4
200,M,True,2159.4,2157.7,2161.4,2165.2,2151.7,2156.9,2155.9,2157.4,2155.6,2155.2
201,M,False,2160.4,2158.2,2159.1,2163.6,2173.0,2171.8,2180.3,2178.6,2187.5,2191.3
202,M,True,2208.2,2223.5,2219.9,2225.8,2224.4,2235.0,2236.5,2232.0,2225.7,2221.0
203,M,False,2242.9,2249.9,2244.8,2247.7,2243.5,2241.4,2235.8,2227.6,2215.7,2213.8
204,M,False,2264.9,2259.6,2275.7,2277.2,2280.1,2292.5,2296.4,2306.3,2317.2,2318.1
205,M,False,2356.3,2362.1,2381.9,2409.3,2445.2,2459.6,2478.8,2511.0,2512.7,2529.5
206,M,True,2434.9,2449.0,2451.0,2453.1,2463.6,2471.5,2483.4,2493.3,2504.5,2501.9
207,M,True,2558.3,2555.5,2573.8,2578.9,2593.1,2586.7,2616.8,2620.2,2605.4,2605.8
208,M,False,2639.2,2643.5,2633.6,2633.3,2630.1,2637.4,2636.5,2643.2,2641.7,2635.3
209,M,False,2612.7,2611.0,2605.4,2621.1,2618.0,2616.8,2620.4,2612.2,2602.2,2599.1
210,M,False,2554.6,2576.7,2565.7,2567.7,2558.2,2569.5,2572.3,2569.5,2582.9,2582.5
211,M,True,4253.9,4251.1,4247.0,4249.8,4261.9,4269.9,4285.5,4283.7,4297.7,4317.5
212,M,False,4461.3,4476.9,4498.6,4494.3,4487.6,4480.8,4482.5,4507.8,4491.2,4494.0
213,M,False,4480.8,4482.5,4507.8,4491.2,4494.0,4506.9,4512.5,4517.0,4530.7,4533.0
214,M,False,4301.8,4308.3,4285.3,4286.6,4278.9,4286.1,4282.4,4293.2,4303.0,4317.1
215,M,False,3394.7,3390.9,3390.4,3364.9,3377.9,3387.3,3397.0,3388.3,3377.4,3358.3
216,M,False,1621.9,1626.8,1603.8,1621.1,1647.0,1622.9,1614.7,1604.1,1608.1,1596.0
217,M,True,2722.9,2705.2,2708.5,2707.7,2695.0,2704.3,2715.4,2715.5,2727.0,2744.6
218,M,False,2875.7,2878.0,2874.2,2875.9,2887.1,2891.6,2889.6,2883.4,2893.6,2908.1
219,M,False,3298.9,3290.3,3286.8,3290.7,3298.2,3300.3,3299.1,3306.4,3332.1,3320.0
220,M,False,1785.0,1786.5,1791.4,1783.9,1779.9,1777.7,1775.1,1763.5,1760.4,1756.1
221,M,False,88.117,108.41,115.37,134.05,146.92,151.59,167.16,178.76,191.75,213.09
222,M,False,115.37,134.05,146.92,151.59,167.16,178.76,191.75,213.09,224.74,222.66
223,M,False,622.34,625.64,618.31,608.07,611.1,608.17,612.79,618.29,613.87,622.44
224,M,False,2106.4,2108.4,2109.8,2107.9,2112.2,2119.8,2120.1,2120.6,2119.2,2112.5
225,M,False,1918.7,1906.4,1906.0,1917.3,1923.1,1911.5,1908.8,1896.8,1880.5,1883.0
226,M,False,1198.3,1196.2,1198.2,1217.8,1221.8,1216.3,1214.0,1210.7,1211.3,1220.4
227,M,True,559.23,589.04,611.82,632.61,658.68,685.18,707.48,732.89,758.92,787.02
228,M,True,1210.3,1200.4,1214.8,1206.7,1208.4,1204.1,1210.2,1207.2,1207.8,1216.2
229,M,True,275.25,276.57,274.47,272.65,281.0,275.88,276.55,281.35,287.85,294.52
230,M,False,296.14,299.18,300.15,296.77,298.85,295.32,299.6,315.98,307.07,311.53
231,M,True,326.91,316.67,321.34,330.28,335.06,341.81,347.35,347.71,348.69,344.17
232,M,False,474.45,471.61,468.35,480.83,495.59,496.12,501.65,498.81,499.88,504.99
233,M,False,535.37,547.9,542.4,539.3,538.11,543.97,543.77,539.86,538.04,539.22
234,M,True,719.39,724.97,731.68,733.51,740.81,739.06,755.82,766.07,771.27,774.02
235,M,False,892.4,888.0,886.63,891.66,895.04,897.93,897.5,898.0,900.18,897.19
236,M,False,915.87,914.51,919.81,921.32,921.35,919.38,917.49,922.69,925.38,930.21
237,M,False,593.9,587.66,576.99,578.96,571.14,570.11,567.82,557.92,562.12,544.93
238,M,False,882.92,894.76,898.64,898.86,901.09,904.9,906.76,920.26,922.45,928.76
239,M,False,1082.0,1083.8,1079.7,1079.8,1081.6,1089.6,1087.8,1087.8,1084.1,1081.2
240,M,True,1737.0,1734.5,1737.7,1732.4,1738.9,1739.5,1744.6,1745.6,1749.5,1743.9
241,M,False,1846.1,1847.2,1848.3,1847.5,1863.8,1865.3,1873.9,1868.0,1879.5,1870.0
242,M,True,1575.4,1575.8,1573.1,1574.1,1565.8,1560.6,1561.2,1566.5,1559.2,1551.1
243,M,False,1569.9,1570.2,1574.6,1567.7,1568.5,1558.4,1555.8,1557.8,1557.6,1555.0
244,M,False,33.392,38.352,36.879,43.096,45.369,53.014,57.671,60.065,66.572,70.291
245,M,False,1122.7,1129.6,1130.4,1139.7,1136.9,1134.9,1134.4,1128.8,1132.1,1131.9
246,M,False,953.82,952.06,951.99,953.28,944.35,939.95,945.41,942.36,943.63,938.15
247,M,False,1029.2,1035.4,1035.8,1037.1,1037.9,1040.1,1035.8,1037.9,1033.8,1038.7
248,M,False,1853.7,1848.7,1851.1,1859.4,1862.5,1864.6,1875.4,1871.6,1878.6,1877.0
249,M,False,1678.5,1685.6,1686.6,1688.3,1684.6,1673.1,1680.8,1675.3,1666.2,1661.6
250,M,False,677.14,667.36,670.44,673.68,684.76,665.41,664.35,662.04,660.17,661.79
251,M,True,807.83,817.57,812.93,815.17,816.88,820.66,814.73,820.63,827.04,825.93
252,M,False,789.49,795.95,805.15,808.23,809.78,808.95,807.56,805.77,809.22,810.66
253,M,False,682.95,672.46,672.54,671.47,663.21,659.95,667.34,658.85,651.36,650.53
254,M,False,169.83,170.2,170.11,172.17,178.41,179.57,182.66,181.12,182.06,180.86
255,M,False,1098.5,1108.2,1093.3,1096.7,1099.8,1092.2,1090.0,1102.2,1096.7,1090.7
256,M,False,639.8,645.21,638.6,639.58,637.26,640.36,629.82,618.89,609.23,605.19
257,M,False,388.78,395.05,393.08,398.22,399.58,395.35,375.26,387.35,383.83,385.39
258,M,False,214.16,199.7,199.47,199.82,188.85,190.68,202.28,200.33,187.07,189.36
259,M,False,1322.0,1332.1,1336.1,1344.9,1353.0,1337.7,1338.6,1337.7,1357.1,1334.5
260,M,False,548.54,552.72,554.83,560.25,561.56,567.02,569.49,564.95,578.65,586.04
261,M,True,805.02,801.63,804.74,810.96,808.23,806.89,801.67,799.59,798.65,792.73
