,FLARE_TYPE,COINCIDENCE,AREA_ACR_1,AREA_ACR_2,AREA_ACR_3,AREA_ACR_4,AREA_ACR_5,AREA_ACR_6,AREA_ACR_7,AREA_ACR_8,AREA_ACR_9,AREA_ACR_10
568,M,False,1800.5,1790.9,1781.6,1774.0,1773.2,1771.7,1783.7,1783.1,1794.1,1779.9
569,M,False,1815.4,1825.2,1816.7,1821.3,1804.8,1791.1,1806.5,1795.7,1801.4,1805.3
570,M,False,1189.4,1182.4,1193.1,1180.9,1199.4,1174.1,1160.0,1168.0,1143.0,1132.2
571,M,True,713.56,720.43,718.66,730.66,732.09,732.14,738.79,743.57,746.73,748.63
572,M,False,804.36,810.39,812.55,813.84,819.67,833.81,833.57,848.52,837.12,838.98
573,M,True,79.798,85.508,86.295,91.185,84.318,87.767,85.396,87.931,87.364,88.593
574,M,False,86.295,91.185,84.318,87.767,85.396,87.931,87.364,88.593,87.36,89.097
575,M,False,1442.3,1464.7,1455.9,1455.4,1458.0,1463.5,1474.4,1459.0,1467.7,1465.9
576,M,True,594.8,592.37,591.25,594.03,589.26,589.17,596.75,607.04,608.81,609.43
577,M,False,653.76,656.03,649.04,650.8,655.36,666.79,658.06,667.85,668.41,663.61
578,M,False,2160.0,2151.4,2148.9,2143.1,2150.8,2147.8,2146.8,2156.3,2154.3,2152.1
579,M,False,684.9,682.81,706.01,699.43,698.17,697.6,707.4,709.14,704.49,704.28
580,M,False,651.31,657.25,663.14,665.13,680.39,682.43,689.33,704.27,725.94,737.98
581,M,False,1052.9,1070.5,1076.5,1078.2,1091.1,1098.6,1092.8,1091.5,1105.7,1121.1
582,M,False,876.35,883.5,884.95,891.97,901.41,892.07,899.72,908.83,898.14,893.78
583,M,False,1684.2,1678.2,1691.2,1687.7,1671.9,1670.5,1673.0,1677.1,1676.0,1674.2
584,M,False,1727.3,1726.6,1726.6,1730.0,1719.4,1720.1,1719.7,1715.8,1713.2,1709.5
585,M,True,1530.6,1532.1,1519.2,1520.0,1521.0,1514.1,1508.2,1511.8,1511.9,1495.5
586,M,False,1371.1,1386.9,1369.0,1378.1,1363.7,1362.5,1359.1,1349.9,1347.8,1355.1
587,M,False,1914.2,1908.8,1905.5,1912.3,1901.5,1908.5,1907.0,1899.6,1908.7,1917.4
588,M,True,1467.5,1469.8,1477.5,1475.7,1480.8,1479.8,1476.8,1481.2,1479.4,1487.2
589,M,False,1480.8,1479.8,1476.8,1481.2,1479.4,1487.2,1492.6,1498.5,1509.4,1505.5
590,M,True,1373.3,1374.4,1376.2,1363.3,1378.9,1391.8,1384.7,1377.6,1390.6,1400.2
591,M,False,1418.0,1411.1,1410.6,1422.7,1429.4,1428.4,1420.6,1426.5,1419.1,1425.2
592,M,False,1410.6,1422.7,1429.4,1428.4,1420.6,1426.5,1419.1,1425.2,1431.2,1422.1
593,M,True,1312.9,1302.1,1317.5,1302.1,1307.8,1317.8,1328.0,1317.0,1309.8,1322.9
594,M,False,1534.3,1528.5,1542.4,1515.4,1528.5,1530.8,1540.0,1563.1,1565.2,1574.3
595,M,True,48.762,46.788,51.926,50.327,46.492,47.086,48.921,46.971,47.712,54.289
596,M,False,64.994,69.756,75.653,76.896,77.74,78.133,76.411,82.832,73.792,79.178
597,M,True,426.03,427.89,425.83,431.47,432.11,437.09,431.59,432.61,430.98,430.48
598,M,True,520.25,514.76,521.46,525.84,524.96,530.81,530.82,537.61,539.12,542.14
599,M,False,568.08,571.57,567.4,565.77,566.85,581.35,589.55,605.5,614.71,608.03
600,M,True,747.4,749.72,761.06,768.96,773.36,775.03,776.06,788.58,797.08,800.57
601,M,False,796.75,798.76,793.14,794.77,790.26,783.64,801.63,804.54,804.66,814.77
602,M,False,872.69,865.98,888.2,900.17,896.64,911.84,919.01,930.73,923.79,922.63
603,M,False,1364.1,1359.3,1377.0,1386.9,1389.2,1390.1,1406.3,1410.2,1424.4,1424.2
604,M,False,943.6,945.58,939.28,946.43,945.24,943.85,948.96,946.88,955.21,956.35
605,M,False,1263.6,1263.5,1281.5,1281.5,1274.3,1275.1,1279.3,1281.1,1278.7,1285.0
606,M,True,572.76,577.62,590.51,594.07,603.83,606.54,615.24,624.03,627.65,634.63
607,M,True,680.53,688.35,702.4,708.96,711.82,716.13,725.84,738.27,743.61,758.33
608,M,False,711.82,716.13,725.84,738.27,743.61,758.33,765.31,772.39,779.52,785.72
609,M,False,765.31,772.39,779.52,785.72,799.72,809.3,815.39,826.34,833.61,843.82
610,M,False,779.52,785.72,799.72,809.3,815.39,826.34,833.61,843.82,858.08,868.94
611,M,False,868.94,873.24,881.51,895.31,897.66,906.93,919.18,923.05,930.88,938.42
612,M,False,961.84,969.13,971.17,981.78,988.43,989.08,998.37,1009.9,1016.8,1024.1
613,M,False,1034.6,1037.5,1045.9,1049.6,1059.6,1071.2,1076.9,1077.3,1085.4,1090.3
614,M,True,1335.8,1330.0,1322.2,1324.8,1323.8,1322.4,1318.7,1325.4,1327.4,1328.7
615,M,True,1560.7,1558.1,1570.0,1574.1,1571.4,1572.4,1573.0,1580.7,1587.5,1580.8
616,M,False,1562.5,1556.7,1554.4,1552.5,1543.5,1536.7,1536.1,1532.3,1530.2,1535.4
617,M,True,1695.5,1700.5,1702.9,1718.1,1728.1,1724.1,1727.8,1730.0,1729.9,1730.0
618,M,False,1702.9,1718.1,1728.1,1724.1,1727.8,1730.0,1729.9,1730.0,1732.6,1717.9
619,M,True,1741.4,1733.6,1736.5,1742.4,1747.5,1748.0,1757.7,1756.0,1758.9,1757.3
620,M,False,1767.4,1771.9,1767.3,1759.4,1774.0,1779.5,1790.2,1798.6,1797.9,1807.6
621,M,False,1790.2,1798.6,1797.9,1807.6,1811.4,1822.3,1829.9,1839.0,1850.6,1858.3
622,M,True,1899.7,1897.1,1901.4,1905.8,1913.1,1904.2,1905.4,1895.4,1888.9,1895.2
623,M,True,1841.3,1837.0,1821.9,1815.5,1827.5,1835.1,1831.8,1822.3,1829.1,1825.4
624,M,False,1863.6,1864.4,1860.5,1859.3,1858.6,1851.2,1852.4,1858.3,1874.8,1873.7
625,M,False,1860.0,1862.4,1858.7,1858.2,1861.3,1862.8,1871.1,1862.1,1870.5,1869.4
626,M,True,1806.1,1811.2,1805.4,1799.8,1794.9,1782.3,1784.5,1769.4,1754.9,1741.7
627,M,False,350.06,348.26,352.14,345.05,343.12,346.16,345.59,346.06,344.37,343.61
628,M,True,600.6,597.4,606.17,604.48,608.69,609.9,616.14,619.76,614.52,611.06
629,M,False,620.52,617.44,617.79,627.72,626.41,632.87,632.59,634.05,638.59,650.02
630,M,False,710.82,717.2,718.36,721.09,722.5,722.3,728.23,728.28,732.28,733.77
631,M,False,33.467,34.57,37.882,36.429,39.717,45.659,49.506,67.067,72.476,84.365
632,M,False,303.16,299.28,301.97,307.35,304.01,300.89,289.3,286.6,281.87,288.31
633,M,False,735.51,734.42,744.01,747.1,750.59,755.43,753.71,752.81,762.72,759.21
634,M,False,582.76,581.09,579.6,581.28,587.29,587.3,591.07,588.77,589.37,595.7
635,M,False,650.59,653.87,648.97,647.9,652.07,655.44,655.51,661.17,658.13,657.24
636,M,False,634.16,629.36,625.53,638.65,629.2,627.0,627.49,625.94,624.98,615.63
637,C,True,284.07,277.52,277.93,281.89,278.13,277.43,280.09,273.72,272.65,271.23
638,C,True,86.944,90.918,91.274,92.608,92.636,93.341,96.708,95.055,93.46,92.99
639,C,False,578.09,578.13,575.77,569.38,575.12,570.54,567.91,567.36,560.55,558.43
640,C,False,759.36,761.56,760.14,784.33,776.09,788.31,790.13,811.48,803.96,819.2
641,C,False,444.35,446.21,441.65,439.49,442.48,444.27,442.66,439.27,445.29,440.33
642,C,False,104.43,121.55,136.35,156.04,158.81,170.77,201.6,219.02,229.02,243.04
643,C,False,748.42,748.87,741.57,755.83,736.41,735.6,766.04,775.89,786.78,789.99
644,C,False,90.204,91.204,94.48,94.504,94.547,95.213,97.364,100.1,103.8,105.68
645,C,False,737.61,745.84,742.17,736.29,737.23,727.04,740.63,747.45,748.22,750.96
646,C,True,2784.0,2788.4,2788.1,2786.2,2780.5,2783.9,2775.3,2781.0,2778.1,2775.5
647,C,False,2639.3,2646.9,2635.6,2637.1,2625.5,2630.0,2616.2,2603.2,2609.7,2605.8
648,C,False,526.8,520.02,523.26,521.01,523.46,518.72,517.23,518.59,517.01,523.26
649,C,False,208.05,210.76,201.03,201.45,197.07,196.14,194.05,194.18,186.36,184.9
650,C,False,2055.3,2050.6,2046.4,2046.7,2049.2,2046.8,2041.4,2038.7,2046.9,2026.0
651,C,True,35.305,32.814,32.768,34.229,34.418,33.359,33.995,34.906,37.223,38.606
652,C,True,769.18,766.77,770.52,759.07,749.6,752.29,748.95,743.81,743.07,748.12
653,C,False,1080.8,1071.4,1080.4,1074.4,1072.7,1071.4,1062.1,1053.9,1060.7,1069.9
654,C,False,1476.9,1474.1,1472.0,1482.1,1473.5,1473.8,1474.5,1474.4,1471.1,1465.0
655,C,False,233.74,236.17,237.41,241.9,238.94,242.62,245.8,245.09,244.25,245.39
656,C,True,250.99,252.09,255.23,253.91,250.22,250.79,251.45,250.93,248.91,248.24
657,C,False,459.81,455.85,458.23,461.17,460.93,458.17,454.35,450.84,450.49,447.33
658,C,False,1722.7,1727.4,1727.4,1723.2,1728.9,1735.0,1732.4,1742.5,1745.2,1740.1
659,C,False,284.19,282.55,281.77,276.64,282.31,283.16,279.27,280.5,277.51,278.06
660,C,False,152.38,151.79,146.94,148.09,150.93,152.23,155.28,153.41,154.01,155.01
661,C,False,1704.6,1710.3,1707.5,1711.7,1702.0,1711.3,1711.1,1718.4,1713.9,1718.3
662,C,False,1967.7,1963.4,1950.1,1948.6,1950.7,1937.7,1944.3,1936.2,1930.3,1927.7
663,C,True,740.07,742.47,743.96,738.71,743.77,747.21,747.68,741.52,747.72,746.88
664,C,False,1117.1,1113.7,1115.9,1115.6,1117.9,1115.2,1113.8,1118.0,1116.3,1117.1
665,C,False,286.08,292.02,294.97,295.74,297.35,296.94,297.68,294.48,297.78,298.54
666,C,False,133.01,138.27,135.33,137.37,137.56,141.34,141.18,139.92,144.28,144.55
667,C,False,982.47,975.24,986.04,985.89,975.53,982.7,977.1,975.83,976.88,968.92
668,C,True,684.31,679.43,681.25,679.96,684.64,678.14,681.86,682.59,690.47,688.57
669,C,False,112.73,112.19,111.45,112.07,110.8,110.12,110.6,109.35,106.8,108.44
670,C,False,1174.9,1177.0,1186.0,1190.1,1200.9,1208.0,1208.0,1202.3,1206.5,1200.7
671,C,False,250.99,252.09,255.23,253.91,250.22,250.79,251.45,250.93,248.91,248.24
672,C,False,38.546,52.625,55.275,53.171,55.705,54.708,51.88,50.851,50.441,65.962
673,C,True,2802.5,2810.6,2814.1,2803.0,2799.2,2806.4,2816.6,2811.4,2813.4,2808.4
674,C,False,102.42,104.86,104.76,105.11,106.54,108.35,112.28,111.56,115.54,113.13
675,C,False,195.61,193.49,187.53,193.3,196.73,218.28,230.4,239.25,257.0,259.09
676,C,False,948.76,972.37,980.57,1000.6,1018.1,1041.5,1050.0,1070.3,1056.2,1071.5
677,C,False,90.286,92.106,90.465,88.609,90.331,87.982,88.157,89.193,86.845,87.244
678,C,True,72.784,77.186,85.835,94.751,95.927,104.91,107.61,120.91,120.6,126.83
679,C,False,1000.1,1001.1,993.7,995.01,991.33,990.95,984.46,985.34,990.64,981.57
680,C,False,1811.7,1816.0,1820.1,1830.4,1835.1,1840.2,1845.3,1853.8,1867.2,1869.7
681,C,False,64.159,63.833,60.909,64.282,65.772,64.962,60.105,61.502,61.719,58.669
682,C,False,1526.2,1531.4,1524.9,1536.3,1531.6,1536.9,1537.3,1547.3,1553.7,1547.7
683,C,False,583.26,580.36,578.99,581.06,582.46,583.84,581.07,578.04,574.49,573.06
684,C,False,244.71,240.57,236.37,228.73,236.13,234.52,235.15,232.02,234.75,233.51
685,C,False,1407.2,1420.6,1428.0,1425.1,1435.3,1443.5,1443.4,1449.4,1444.6,1440.0
686,C,False,450.37,446.48,448.75,448.84,447.61,449.19,447.07,442.46,441.83,436.32
687,C,False,559.96,555.96,542.23,535.22,543.55,532.85,527.13,526.13,519.35,517.18
688,C,True,174.11,193.06,195.28,202.56,197.02,208.95,208.21,210.38,219.51,228.19
689,C,False,1601.2,1596.9,1600.7,1592.6,1597.4,1601.6,1602.1,1600.5,1597.8,1598.7
690,C,False,118.05,116.31,113.43,114.26,114.53,113.37,116.17,118.64,115.38,120.79
691,C,False,1157.3,1158.3,1165.3,1170.6,1184.8,1188.7,1194.3,1204.1,1201.5,1209.3
692,C,False,825.59,812.08,808.32,821.51,824.87,815.5,813.68,810.43,805.22,813.87
693,C,False,173.76,178.01,179.31,177.02,176.11,175.11,177.27,184.04,181.76,182.98
694,C,False,1324.1,1334.6,1328.3,1320.9,1331.1,1328.7,1333.6,1331.7,1333.1,1330.7
695,C,False,99.028,104.06,104.21,103.68,100.52,99.68,100.99,101.82,101.25,100.03
696,C,True,1379.8,1378.7,1375.7,1374.4,1377.5,1372.8,1373.3,1371.3,1364.5,1354.6
697,C,False,600.23,578.35,587.18,602.31,600.56,585.1,601.36,603.39,587.98,577.54
698,C,False,2943.5,2951.5,2941.3,2940.6,2925.6,2932.4,2937.3,2929.3,2939.5,2946.3
699,C,False,881.22,876.97,876.24,874.19,876.51,879.4,883.61,888.26,889.81,892.67
700,C,False,2579.7,2584.7,2579.0,2591.2,2605.8,2610.0,2619.8,2610.4,2606.3,2626.6
701,C,False,688.54,686.41,686.86,689.38,694.56,702.01,697.7,699.43,699.46,701.94
702,C,False,1169.1,1173.1,1183.8,1180.6,1187.2,1182.6,1185.4,1178.7,1173.7,1183.1
703,C,False,812.38,805.23,803.17,797.67,789.87,783.7,785.4,791.57,781.21,780.55
704,C,True,50.531,50.213,47.883,46.029,46.428,45.633,46.9,50.05,47.016,50.894
705,C,False,628.44,643.87,657.48,653.18,650.71,658.59,647.99,651.66,661.4,665.2
706,C,False,20.223,20.421,21.024,20.846,20.748,22.741,22.196,21.564,21.456,21.826
707,C,False,422.44,424.47,422.84,424.91,424.06,426.23,427.34,425.78,421.11,417.71
708,C,False,545.5,556.07,562.23,579.1,584.21,580.53,591.04,579.72,579.41,580.73
709,C,False,910.01,914.73,915.56,912.87,922.96,934.27,932.07,932.95,923.31,916.31
710,C,False,96.324,99.171,100.14,101.58,102.03,105.07,109.71,109.03,110.96,107.91
711,C,True,301.44,281.26,325.4,325.55,325.34,322.49,331.74,321.12,325.88,330.55
712,C,False,844.21,839.97,836.41,849.67,848.22,849.68,852.85,853.28,846.42,843.05
713,C,False,1821.8,1817.5,1804.1,1801.7,1800.4,1791.1,1777.0,1770.7,1764.2,1758.4
714,C,False,555.6,558.48,553.56,552.59,555.01,556.49,558.18,554.78,552.13,557.68
715,C,False,1042.6,1044.0,1040.3,1041.9,1035.8,1047.5,1040.6,1040.4,1051.1,1053.1
716,C,False,225.6,227.68,227.63,228.07,232.53,230.56,230.25,232.09,233.42,228.37
717,C,False,1541.4,1540.5,1535.6,1529.7,1525.5,1523.1,1515.7,1520.9,1520.2,1516.7
718,C,False,1329.6,1316.2,1306.4,1293.5,1305.1,1295.8,1295.1,1299.6,1281.3,1269.1
719,C,False,1214.9,1204.2,1204.1,1199.2,1187.2,1177.3,1177.4,1180.0,1183.3,1183.5
720,C,False,48.063,46.862,45.925,43.893,42.567,42.835,42.487,42.551,42.636,43.505
721,C,False,284.07,277.52,277.93,281.89,278.13,277.43,280.09,273.72,272.65,271.23
722,C,False,748.95,743.81,743.07,748.12,751.53,751.9,754.32,759.12,760.95,753.21
723,C,False,1090.6,1108.6,1122.5,1129.1,1152.2,1163.5,1151.1,1150.4,1169.3,1150.3
724,C,False,333.09,332.28,335.68,338.0,334.33,340.27,338.84,336.23,337.29,331.92
725,C,False,856.0,863.46,863.15,858.74,859.4,863.27,860.04,867.65,869.0,861.24
726,C,False,154.1,155.12,151.9,156.05,152.02,152.99,154.53,155.65,159.86,161.23
727,C,False,5663.6,5673.5,5677.6,5668.7,5670.8,5664.1,5692.3,5670.9,5682.5,5675.7
728,C,False,545.7,549.53,555.26,554.5,560.92,566.72,574.74,570.39,568.44,572.98
729,C,False,2811.4,2811.8,2815.0,2807.6,2799.7,2791.7,2806.5,2806.3,2791.7,2776.6
730,C,False,549.59,549.2,544.03,538.06,533.91,534.01,532.71,537.63,536.91,535.18
731,C,False,1005.0,1008.2,1019.3,1023.5,1021.7,1021.6,1013.0,1017.9,1018.7,1024.0
732,C,False,2784.0,2788.4,2788.1,2786.2,2780.5,2783.9,2775.3,2781.0,2778.1,2775.5
733,C,False,1292.2,1292.1,1279.2,1278.1,1278.8,1285.3,1286.3,1278.1,1264.2,1274.5
734,C,False,2697.3,2693.9,2687.6,2690.4,2683.1,2679.0,2680.8,2669.2,2645.8,2631.9
735,C,False,205.97,206.88,209.17,214.64,216.84,215.71,215.22,215.17,215.12,212.9
736,C,False,545.79,533.8,537.26,526.74,537.19,543.46,536.55,538.2,529.37,524.49
737,C,False,349.95,356.45,352.39,359.15,358.98,356.52,355.24,357.18,354.96,353.67
738,C,False,1430.9,1460.7,1463.5,1474.6,1496.4,1494.0,1507.2,1534.6,1541.6,1562.5
739,C,False,299.26,314.27,327.85,348.31,364.17,375.72,397.07,415.26,435.62,444.88
740,C,False,438.8,439.2,437.93,446.68,449.69,445.29,438.85,443.23,444.99,445.69
741,C,False,1385.9,1390.4,1392.0,1387.5,1387.5,1393.1,1397.9,1404.2,1398.9,1396.3
742,C,False,609.52,614.04,613.73,615.9,625.59,626.94,629.64,640.48,644.86,653.12
743,C,False,1229.7,1241.0,1253.9,1266.7,1289.5,1297.5,1292.0,1294.8,1278.5,1260.8
744,C,False,7.1873,23.646,36.239,37.31,60.604,71.259,80.675,86.685,104.01,109.6
745,C,False,35.305,32.814,32.768,34.229,34.418,33.359,33.995,34.906,37.223,38.606
746,C,False,651.35,656.61,656.47,662.3,661.75,658.95,659.78,654.16,657.17,656.48
747,C,False,133.88,141.83,154.71,165.46,177.81,181.66,193.9,198.92,201.22,214.18
748,C,False,686.07,681.92,693.17,697.79,700.35,702.67,696.05,703.55,703.55,711.75
749,C,False,440.43,422.33,414.65,415.6,413.29,404.31,407.8,410.59,406.69,402.29
750,C,False,524.97,522.98,523.68,520.75,520.63,522.8,527.09,521.64,526.7,522.68
751,C,False,684.31,679.43,681.25,679.96,684.64,678.14,681.86,682.59,690.47,688.57
752,C,False,377.37,373.58,374.14,369.66,366.29,367.55,367.35,371.18,368.83,368.96
753,C,False,61.76,65.482,66.217,66.029,67.78,73.944,75.254,78.407,82.847,85.278
754,C,False,2726.2,2733.4,2733.2,2725.1,2733.5,2721.1,2718.7,2710.3,2707.1,2702.8
755,C,False,301.44,281.26,325.4,325.55,325.34,322.49,331.74,321.12,325.88,330.55
756,C,False,2380.7,2379.2,2374.3,2367.1,2361.5,2362.9,2358.0,2354.1,2362.9,2354.7
757,C,False,2785.5,2785.7,2791.6,2786.5,2799.4,2793.9,2790.8,2786.4,2791.3,2790.9
758,C,False,166.3,169.59,175.08,178.74,182.73,184.83,183.32,187.74,196.65,197.59
759,C,False,2782.8,2773.4,2785.1,2783.1,2773.9,2766.9,2768.2,2769.4,2778.1,2768.2
760,C,False,656.13,669.42,681.87,677.68,686.41,686.94,685.08,695.7,707.77,709.04
761,C,False,143.11,151.62,146.34,160.96,163.43,164.82,168.78,161.27,164.91,175.57
762,C,False,379.81,382.17,371.99,366.65,367.38,377.43,380.7,373.95,378.62,374.5
763,C,False,898.92,891.37,889.39,888.24,883.64,880.22,883.72,885.54,878.62,876.92
764,C,False,556.07,553.65,552.59,550.77,542.08,548.3,540.76,529.87,529.61,530.75
765,C,False,159.03,145.98,149.84,158.15,159.26,159.97,154.91,156.92,159.57,159.65
766,C,False,834.45,838.95,846.3,842.26,841.75,848.23,845.13,855.91,850.08,848.28
767,C,False,185.8,186.25,183.22,184.99,193.58,187.82,188.49,187.3,186.04,181.76
768,C,False,128.02,132.52,143.49,154.31,158.74,170.57,167.8,181.99,184.72,179.84
769,C,False,1052.3,1054.5,1053.4,1061.0,1058.8,1060.9,1059.8,1055.3,1059.1,1064.7
770,C,False,520.96,528.53,540.19,540.27,549.67,549.5,563.79,570.63,580.65,587.16
771,C,False,1074.9,1074.3,1076.5,1086.7,1086.8,1082.9,1070.6,1081.6,1079.9,1071.4
772,C,True,931.5,927.51,932.21,929.37,930.78,940.48,942.39,943.62,944.12,946.7
773,C,False,841.14,850.15,856.45,851.13,851.09,847.75,848.41,846.2,841.85,841.61
774,C,False,515.08,508.79,515.6,516.71,509.07,516.87,525.31,519.24,532.59,526.59
775,C,False,1447.2,1457.0,1458.9,1457.3,1452.7,1462.5,1455.0,1448.5,1452.7,1454.6
776,C,False,1819.9,1818.3,1815.1,1820.9,1819.2,1819.9,1818.4,1820.9,1821.1,1817.8
777,C,False,50.531,50.213,47.883,46.029,46.428,45.633,46.9,50.05,47.016,50.894
778,C,False,313.87,322.55,314.98,326.2,330.89,343.12,345.35,336.19,329.28,347.38
779,C,False,830.22,830.17,822.83,820.77,822.64,819.95,821.03,821.79,821.83,823.84
780,C,False,1573.4,1567.9,1563.7,1560.5,1557.1,1556.2,1548.0,1556.1,1553.5,1549.6
781,C,False,350.16,351.59,362.03,359.43,364.74,365.46,367.24,360.58,354.94,363.11
782,C,False,668.81,673.66,671.73,676.08,674.07,658.23,649.51,644.05,635.36,631.5
783,C,False,528.89,524.36,518.3,527.26,528.72,531.83,531.96,534.96,535.48,535.34
784,C,False,87.394,87.68,87.718,88.033,89.159,90.45,88.947,88.578,86.102,82.285
785,C,False,406.18,404.19,407.13,406.19,406.37,409.23,411.74,416.69,415.83,418.81
786,C,False,1321.4,1322.6,1320.5,1320.8,1320.6,1323.4,1325.3,1324.2,1333.7,1339.8
787,C,False,139.17,135.11,133.51,132.58,130.89,129.82,123.49,127.99,125.74,123.21
788,C,False,195.28,202.56,197.02,208.95,208.21,210.38,219.51,228.19,219.73,223.55
789,C,False,2233.4,2244.6,2238.2,2248.4,2254.0,2245.3,2261.5,2264.7,2269.9,2286.6
790,C,True,809.38,808.92,819.74,820.44,814.02,811.55,807.97,803.28,804.56,826.2
791,C,False,674.14,677.97,676.6,685.41,693.6,691.92,698.54,701.37,705.5,701.31
792,C,True,498.38,501.32,502.27,501.34,496.4,504.75,508.02,497.79,495.23,495.46
793,C,False,900.74,913.83,900.15,894.12,897.88,897.42,900.54,900.33,915.93,920.67
794,C,False,45.987,50.662,55.527,59.217,73.917,83.737,77.066,84.964,90.985,99.619
795,C,False,86.944,90.918,91.274,92.608,92.636,93.341,96.708,95.055,93.46,92.99
796,C,False,440.84,440.38,437.85,436.95,438.94,439.38,438.8,438.13,434.29,432.8
797,C,False,338.31,336.16,342.65,348.38,357.1,358.95,358.7,362.64,364.59,368.23
798,C,False,437.64,437.78,436.87,435.93,434.17,434.26,437.92,434.43,439.97,438.81
799,C,False,809.38,808.92,819.74,820.44,814.02,811.55,807.97,803.28,804.56,826.2
800,C,False,461.46,465.1,471.43,477.34,465.84,461.35,469.76,469.9,472.26,465.24
801,C,False,1253.9,1257.9,1256.3,1256.3,1265.6,1266.3,1263.4,1272.6,1280.4,1278.9
802,C,False,105.76,104.09,101.62,100.94,97.648,100.97,101.85,100.03,100.56,100.48
803,C,False,1656.0,1648.4,1643.8,1651.6,1644.9,1656.9,1648.3,1648.6,1646.7,1640.2
804,C,False,2381.3,2385.0,2377.3,2382.6,2380.3,2385.8,2385.4,2390.7,2378.5,2380.0
805,C,False,1320.3,1335.4,1363.3,1364.6,1364.8,1385.9,1395.1,1398.5,1384.8,1394.7
806,C,False,69.956,70.798,69.455,70.273,69.953,68.686,69.478,68.813,68.737,68.217
807,C,False,357.65,363.92,356.57,357.72,345.17,345.24,343.51,340.34,339.66,342.8
808,C,False,1158.8,1162.9,1163.3,1169.2,1173.4,1180.6,1192.5,1202.9,1197.9,1188.4
809,C,False,344.64,356.01,344.99,349.96,339.06,341.48,346.25,349.53,351.9,349.7
810,C,False,745.04,747.98,750.05,751.16,754.31,760.47,761.73,766.56,776.41,784.9
811,C,False,951.12,952.27,948.75,955.29,963.54,963.94,967.61,973.4,980.34,985.95
812,C,False,331.58,335.69,336.32,331.88,327.13,327.85,329.43,331.06,332.66,336.38
813,C,False,93.28,93.546,96.523,96.677,101.29,103.1,105.96,106.06,106.89,110.45
814,C,False,1633.0,1633.0,1634.9,1630.2,1629.7,1633.1,1627.0,1627.1,1632.2,1627.9
815,C,False,443.31,439.95,435.09,436.93,436.44,439.82,438.03,434.03,427.97,428.02
816,C,False,135.12,137.69,142.14,145.99,146.58,147.71,155.74,156.9,163.31,162.18
817,C,False,498.38,501.32,502.27,501.34,496.4,504.75,508.02,497.79,495.23,495.46
818,C,False,482.32,498.23,494.17,493.98,488.78,493.9,494.83,493.96,498.81,501.38
819,C,False,1015.2,1016.3,1020.1,1016.9,1010.5,1007.7,1011.2,1007.6,1014.6,1006.6
820,C,False,740.07,742.47,743.96,738.71,743.77,747.21,747.68,741.52,747.72,746.88
821,C,False,550.25,556.43,559.95,566.83,561.02,569.82,570.24,579.9,592.14,597.84
822,C,False,1861.3,1862.1,1866.5,1869.1,1859.0,1865.8,1867.4,1874.1,1897.7,1896.9
823,C,False,1379.8,1378.7,1375.7,1374.4,1377.5,1372.8,1373.3,1371.3,1364.5,1354.6
824,B,True,123.47,125.88,128.81,129.48,132.82,130.78,131.12,131.37,131.52,130.46
825,B,False,479.87,481.37,481.63,477.7,478.08,480.02,483.6,480.84,481.8,477.51
826,B,False,78.494,79.275,79.573,77.925,79.602,80.946,80.199,80.833,82.439,83.148
827,B,False,48.298,48.028,47.81,47.893,31.196,47.509,30.872,31.899,33.342,35.579
828,B,True,19.059,27.324,35.764,40.81,44.895,52.747,52.964,51.69,71.939,73.596
829,B,True,261.41,257.89,261.47,264.55,264.5,264.93,257.68,256.61,257.23,261.13
830,B,False,441.68,444.78,450.07,449.43,451.88,447.88,452.08,454.15,455.6,453.31
831,B,False,392.84,398.22,402.17,402.09,405.02,400.4,401.14,399.84,405.8,406.54
832,B,False,4.6763,9.0612,13.754,15.507,16.448,16.873,20.513,23.318,23.787,24.185
833,B,False,256.03,254.52,252.73,251.91,249.41,248.94,243.24,246.82,247.0,243.88
834,B,True,722.38,722.09,708.81,701.49,678.84,669.35,673.44,672.67,674.1,663.97
835,B,False,462.29,466.46,463.27,466.22,465.11,462.08,466.17,465.47,464.46,466.34
836,B,True,295.12,288.95,289.45,291.69,289.98,287.24,286.17,283.51,280.87,277.9
837,B,False,116.83,115.52,117.46,116.06,114.88,113.72,115.49,117.7,117.42,117.64
838,B,False,265.83,271.96,271.52,271.17,272.61,270.36,267.82,269.32,270.54,267.08
839,B,True,243.95,242.84,237.48,238.53,239.5,237.41,238.76,238.47,244.74,242.73
840,B,True,514.45,509.26,515.31,506.31,504.4,502.61,501.76,501.31,500.4,504.27
841,B,True,207.0,208.5,210.31,207.91,209.99,208.21,206.72,206.73,207.15,208.14
842,B,True,229.91,232.52,238.2,228.0,235.05,245.54,249.94,244.08,234.58,233.9
843,B,False,419.32,412.67,417.34,409.14,412.53,413.26,414.14,411.17,412.93,411.49
844,B,False,146.96,151.44,150.35,147.67,151.17,154.33,152.24,153.48,152.78,157.39
845,B,True,300.62,297.29,292.77,297.13,288.72,294.97,293.0,300.08,304.6,300.27
846,B,True,286.58,286.1,287.98,289.79,288.07,285.37,281.85,286.77,285.82,287.32
847,B,False,154.22,154.91,156.61,159.9,159.2,162.83,163.0,161.48,162.8,164.7
848,B,True,105.18,105.52,107.82,107.5,108.56,106.56,103.15,105.95,105.61,106.05
