,FLARE_TYPE,COINCIDENCE,g_s_1,g_s_2,g_s_3,g_s_4,g_s_5,g_s_6,g_s_7,g_s_8,g_s_9,g_s_10
503,M,False,80987.0,81604.0,74059.0,74027.0,66875.0,65606.0,79385.0,86835.0,98241.0,89237.0
504,M,False,67491.0,67782.0,101720.0,103480.0,81169.0,76336.0,84125.0,74006.0,92772.0,80839.0
505,M,False,96459.0,72664.0,101070.0,75782.0,82581.0,79752.0,87817.0,120020.0,111760.0,98023.0
506,M,False,99893.0,96198.0,103680.0,97711.0,109560.0,103940.0,106750.0,95160.0,85238.0,88721.0
507,M,True,76233.0,68827.0,76399.0,74236.0,75543.0,74107.0,82223.0,83496.0,83579.0,88523.0
508,M,True,50068.0,51543.0,52536.0,47709.0,54019.0,53588.0,59562.0,51730.0,52452.0,49998.0
509,M,False,32556.0,35448.0,38799.0,35422.0,35327.0,32259.0,31740.0,32710.0,32803.0,35656.0
510,M,False,17328.0,19610.0,19051.0,21075.0,20748.0,23708.0,22361.0,23061.0,23561.0,20919.0
511,M,False,8011.0,7875.7,8196.4,7886.5,7713.9,8392.7,9719.9,9255.8,8981.9,8671.6
512,M,False,23024.0,12307.0,8907.5,13583.0,22383.0,12878.0,23782.0,40643.0,22026.0,20860.0
513,M,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
514,M,True,57.013,61.502,87.581,118.33,121.81,209.6,179.86,190.29,208.83,257.43
515,M,False,134.12,150.96,165.6,168.5,157.55,174.39,165.93,200.81,168.24,215.65
516,M,False,168.24,215.65,152.52,155.78,133.59,138.19,101.55,96.037,84.253,82.486
517,M,False,275.13,271.58,228.67,166.22,206.89,256.72,398.69,348.96,251.55,442.96
518,M,False,6177.9,3971.2,3940.5,1561.3,4693.8,1367.3,945.68,785.7,1225.7,825.76
519,M,True,24742.0,24674.0,24075.0,26356.0,23716.0,23899.0,22076.0,23843.0,19740.0,20000.0
520,M,False,21744.0,21889.0,21871.0,21160.0,22220.0,23426.0,27150.0,25041.0,26910.0,28055.0
521,M,False,36300.0,41638.0,43699.0,43910.0,45278.0,36101.0,20023.0,5734.4,11483.0,16633.0
522,M,True,3152.2,3409.1,2889.5,3177.1,4043.0,3744.4,3699.2,4142.8,6124.9,5087.2
523,M,False,26014.0,30210.0,42971.0,47633.0,28939.0,41007.0,22225.0,32038.0,22260.0,20843.0
524,M,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
525,M,False,24178.0,25766.0,27697.0,26681.0,31559.0,28953.0,28511.0,25856.0,30382.0,24528.0
526,M,True,137510.0,133390.0,128090.0,122930.0,139130.0,133070.0,120100.0,119920.0,113520.0,119520.0
527,M,False,140570.0,142550.0,119800.0,115320.0,108710.0,123940.0,120440.0,113800.0,126360.0,146520.0
528,M,False,120440.0,113800.0,126360.0,146520.0,125130.0,119450.0,121250.0,131160.0,126900.0,120290.0
529,M,True,7768.1,8101.8,7976.9,9687.5,9442.1,9749.0,10035.0,10246.0,9445.6,9637.0
530,M,False,4918.5,3467.1,4853.3,4810.6,3552.5,3414.8,3413.4,3206.8,3232.2,3236.9
531,M,False,79356.0,87450.0,111000.0,101430.0,98376.0,97743.0,87451.0,83454.0,81495.0,86620.0
532,M,False,39824.0,39151.0,30036.0,36443.0,39718.0,40968.0,36461.0,35035.0,38034.0,34763.0
533,M,False,4504.7,3828.8,10420.0,2221.4,0.0,5536.0,0.0,2472.0,0.0,606.94
534,M,True,575.21,886.79,917.04,869.78,840.65,851.83,859.14,789.54,1327.9,1143.9
535,M,False,12494.0,12244.0,12582.0,11854.0,12833.0,12586.0,12515.0,10356.0,11048.0,10576.0
536,M,True,5747.8,6370.6,7367.3,8632.5,8087.8,8243.5,8762.8,8233.1,8533.0,7768.0
537,M,True,9683.9,9873.7,10988.0,9074.4,11460.0,11775.0,10258.0,12205.0,11457.0,12800.0
538,M,False,19674.0,17849.0,19242.0,19588.0,20644.0,19074.0,19109.0,22385.0,24437.0,23682.0
539,M,True,37229.0,38499.0,38150.0,39578.0,37420.0,34976.0,39872.0,34987.0,35159.0,34644.0
540,M,False,42662.0,38500.0,37426.0,49818.0,51635.0,54201.0,45820.0,54225.0,41879.0,37431.0
541,M,True,93157.0,72586.0,79922.0,74262.0,77713.0,80137.0,74951.0,69443.0,94648.0,90659.0
542,M,False,110950.0,95952.0,108510.0,105940.0,106220.0,116220.0,121540.0,126290.0,109190.0,140090.0
543,M,False,82087.0,76543.0,83354.0,77357.0,75636.0,85443.0,77100.0,74501.0,76440.0,74237.0
544,M,True,77387.0,67725.0,86562.0,82042.0,77956.0,65638.0,76882.0,88087.0,90503.0,92006.0
545,M,False,39033.0,39002.0,37351.0,36803.0,40448.0,38039.0,33175.0,36350.0,33194.0,28554.0
546,M,False,8154.9,9365.7,5302.4,6340.2,7456.6,10716.0,15580.0,12264.0,11492.0,7939.0
547,M,False,14035.0,16022.0,15921.0,16413.0,15329.0,15237.0,15589.0,16119.0,15595.0,15196.0
548,M,False,4596.5,4513.1,4642.7,4773.2,4630.5,4549.2,2962.1,2884.6,4227.0,4173.9
549,M,True,72271.0,65188.0,64708.0,58518.0,57856.0,54904.0,52922.0,50276.0,54960.0,60128.0
550,M,True,57308.0,51125.0,54445.0,48886.0,51735.0,51504.0,56018.0,60304.0,58350.0,56658.0
551,M,True,897.16,871.87,857.19,869.65,905.43,937.99,919.66,918.39,934.57,924.66
552,M,True,52411.0,59519.0,59787.0,55917.0,54661.0,62131.0,56153.0,57507.0,62499.0,70154.0
553,M,True,57983.0,63619.0,60491.0,60158.0,63969.0,66099.0,58255.0,70555.0,66726.0,59998.0
554,M,False,59998.0,63614.0,56966.0,63288.0,62082.0,57729.0,58531.0,56528.0,58292.0,55061.0
555,M,True,1917.3,2015.4,2193.9,2186.5,2369.8,2399.8,2786.3,2316.5,2511.2,2566.2
556,M,True,61466.0,64066.0,63325.0,66228.0,59896.0,74939.0,75508.0,77648.0,76411.0,75524.0
557,M,False,77648.0,76411.0,75524.0,80066.0,86531.0,80539.0,75077.0,81466.0,80811.0,83422.0
558,M,False,2459.6,3199.7,2506.2,2726.9,2760.0,2854.0,2934.6,4765.4,4149.9,4860.5
559,M,False,86531.0,80539.0,75077.0,81466.0,80811.0,83422.0,72007.0,64666.0,68837.0,74654.0
560,M,False,80811.0,83422.0,72007.0,64666.0,68837.0,74654.0,73320.0,72397.0,63326.0,66165.0
561,M,False,3020.9,2563.8,2494.1,2396.0,2371.6,2324.3,2299.7,2107.3,2192.9,1724.8
562,M,True,70911.0,80842.0,71794.0,76123.0,78061.0,70434.0,74733.0,71974.0,73615.0,72122.0
563,M,True,89587.0,92523.0,87091.0,97116.0,66471.0,68509.0,80712.0,77678.0,80815.0,75184.0
564,M,False,101390.0,109800.0,93510.0,90210.0,92481.0,112040.0,103100.0,98039.0,91921.0,91145.0
565,M,True,102030.0,106230.0,100880.0,105790.0,116060.0,97183.0,114620.0,110210.0,118120.0,124110.0
566,M,True,100500.0,87325.0,88155.0,87446.0,93975.0,82652.0,100030.0,111550.0,90835.0,88302.0
567,M,True,43801.0,47198.0,53466.0,57510.0,62790.0,61494.0,58435.0,56651.0,58264.0,65036.0
568,M,False,22966.0,22476.0,20662.0,22051.0,23674.0,25250.0,24344.0,26295.0,24867.0,28256.0
569,M,False,24384.0,22923.0,24051.0,21341.0,19439.0,21615.0,16856.0,20205.0,17870.0,20885.0
570,M,False,30644.0,20812.0,38225.0,34764.0,35227.0,54516.0,59362.0,76628.0,152430.0,136770.0
571,M,True,0.0,0.0,115.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
572,M,False,2099.7,2117.4,1140.2,1095.9,0.0,0.0,1034.4,0.0,0.0,0.0
573,M,True,18686.0,12122.0,25801.0,20157.0,9604.6,2790.9,503.86,1189.5,36430.0,5144.3
574,M,False,25801.0,20157.0,9604.6,2790.9,503.86,1189.5,36430.0,5144.3,5033.2,8933.4
575,M,False,16563.0,14911.0,16214.0,15885.0,13165.0,16516.0,19142.0,20813.0,17611.0,18501.0
576,M,True,8287.7,7285.6,7021.3,4627.5,3750.1,4904.7,4587.0,4425.5,3754.2,3840.7
577,M,False,5681.9,5832.2,6254.0,5962.1,6463.8,6324.4,7120.3,6603.8,6727.0,6725.8
578,M,False,22969.0,23375.0,22441.0,22697.0,22473.0,22416.0,23118.0,27506.0,29531.0,27933.0
579,M,False,2829.9,3184.5,3274.1,3078.7,3371.2,3081.8,3335.3,3609.0,4209.7,3774.6
580,M,False,9159.9,6301.6,7825.9,736.82,1767.3,2055.7,367.68,4484.3,963.13,270.48
581,M,False,26263.0,26611.0,31603.0,30339.0,26681.0,31000.0,22135.0,22325.0,30786.0,30878.0
582,M,False,0.0,0.0,0.0,320.92,0.0,0.0,0.0,324.51,316.93,324.18
583,M,False,7017.2,7139.9,8519.0,7417.7,8057.3,7825.0,8040.0,9362.0,8836.0,8136.5
584,M,False,28149.0,29185.0,31360.0,30846.0,29310.0,27661.0,27034.0,30073.0,27917.0,31188.0
585,M,True,45148.0,38055.0,38227.0,41497.0,39899.0,38665.0,38394.0,39685.0,39940.0,36915.0
586,M,False,47837.0,43689.0,40721.0,41790.0,48243.0,48672.0,46941.0,41998.0,47328.0,39768.0
587,M,False,9442.0,9588.9,9348.3,6879.6,6815.5,6804.5,6950.9,6718.1,7009.7,6918.4
588,M,True,60530.0,43139.0,44265.0,44663.0,62392.0,59204.0,51329.0,50427.0,43730.0,52965.0
589,M,False,62392.0,59204.0,51329.0,50427.0,43730.0,52965.0,55682.0,57423.0,53345.0,54722.0
590,M,True,9131.0,8852.8,8766.3,8540.5,9135.1,9548.5,8567.1,8777.3,9117.4,8700.0
591,M,False,7383.5,7408.5,8556.8,13352.0,14913.0,13264.0,13068.0,13367.0,13603.0,13644.0
592,M,False,8556.8,13352.0,14913.0,13264.0,13068.0,13367.0,13603.0,13644.0,14309.0,13303.0
593,M,True,5720.7,5841.1,5671.2,6001.9,5537.3,5874.0,5831.8,6214.2,6164.3,6111.4
594,M,False,5571.3,4587.8,5029.6,5469.5,5458.7,3697.0,3613.8,3510.8,41250.0,2946.7
595,M,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
596,M,False,19.527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
597,M,True,1129.2,1126.8,1714.3,957.6,1388.3,2871.1,1345.0,1336.0,1337.5,1316.7
598,M,True,1824.6,1810.8,2202.2,2188.1,2195.6,1609.4,1629.7,1584.9,1590.1,1597.5
599,M,False,2256.0,2226.4,2000.4,1998.7,2189.6,1984.7,1767.2,1572.9,3431.2,2891.0
600,M,True,3867.2,3717.8,3706.4,3636.4,3541.6,3555.5,4087.7,3542.8,3471.7,3744.5
601,M,False,3587.5,3565.4,4588.5,4639.5,4869.4,4595.6,5463.3,4028.5,2989.8,4564.3
602,M,False,6263.9,4668.0,6032.3,5071.4,5777.6,6673.9,5536.9,6203.9,5466.7,6000.2
603,M,False,30657.0,32425.0,32300.0,31573.0,32868.0,34455.0,34399.0,39438.0,33733.0,33432.0
604,M,False,22873.0,22265.0,22121.0,22949.0,20214.0,24989.0,30716.0,26682.0,26296.0,28032.0
605,M,False,28396.0,30102.0,34418.0,33404.0,32877.0,34260.0,29714.0,36864.0,31275.0,31580.0
606,M,True,25478.0,26711.0,30482.0,32340.0,31510.0,31237.0,38484.0,37435.0,30612.0,33862.0
607,M,True,40235.0,37362.0,45378.0,46751.0,50736.0,50271.0,49473.0,52460.0,55119.0,56239.0
608,M,False,50736.0,50271.0,49473.0,52460.0,55119.0,56239.0,61255.0,60842.0,61664.0,71802.0
609,M,False,61255.0,60842.0,61664.0,71802.0,71960.0,64661.0,64804.0,62427.0,63384.0,80753.0
610,M,False,61664.0,71802.0,71960.0,64661.0,64804.0,62427.0,63384.0,80753.0,78596.0,82171.0
611,M,False,82171.0,84120.0,87694.0,93500.0,94774.0,93016.0,96698.0,111990.0,107370.0,104420.0
612,M,False,99470.0,108580.0,122730.0,101530.0,115820.0,112180.0,121390.0,110220.0,114690.0,111340.0
613,M,False,111380.0,118680.0,111720.0,101160.0,99940.0,111570.0,123880.0,125420.0,115500.0,121590.0
614,M,True,164210.0,169870.0,163950.0,174640.0,158190.0,183170.0,199070.0,211550.0,223770.0,199880.0
615,M,True,189070.0,196550.0,180240.0,184070.0,170430.0,162770.0,157460.0,153530.0,169530.0,165200.0
616,M,False,200250.0,192030.0,182430.0,187490.0,204030.0,213780.0,203600.0,203100.0,197870.0,198950.0
617,M,True,188310.0,190900.0,190350.0,212400.0,200280.0,206100.0,223110.0,210370.0,227930.0,208060.0
618,M,False,190350.0,212400.0,200280.0,206100.0,223110.0,210370.0,227930.0,208060.0,215270.0,215770.0
619,M,True,140520.0,147050.0,139470.0,160030.0,154390.0,157060.0,158560.0,160190.0,158460.0,156160.0
620,M,False,148410.0,146930.0,144090.0,148440.0,146270.0,132490.0,145510.0,143770.0,150860.0,130470.0
621,M,False,145510.0,143770.0,150860.0,130470.0,126850.0,127290.0,130670.0,125090.0,136690.0,118760.0
622,M,True,107730.0,124270.0,96980.0,100380.0,116790.0,125690.0,119010.0,100850.0,92210.0,105030.0
623,M,True,75163.0,71411.0,67005.0,79510.0,88971.0,72757.0,79795.0,71414.0,63628.0,73015.0
624,M,False,73577.0,76513.0,83647.0,74031.0,72783.0,78440.0,77697.0,65801.0,70439.0,71189.0
625,M,False,71473.0,68007.0,55907.0,70130.0,56743.0,60141.0,51498.0,53853.0,56532.0,54926.0
626,M,True,19789.0,19661.0,21456.0,24417.0,22622.0,19595.0,16449.0,16630.0,16188.0,14664.0
627,M,False,2186.6,1888.8,2170.2,1482.6,1788.6,1767.8,1792.1,1729.7,1399.1,1374.9
628,M,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
629,M,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
630,M,False,2144.5,5324.0,5311.9,5296.0,5270.8,5246.4,7436.2,3100.5,5392.1,5473.9
631,M,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
632,M,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
633,M,False,16861.0,15788.0,17645.0,16972.0,19281.0,19696.0,16896.0,17795.0,15125.0,16364.0
634,M,False,5821.7,5721.5,6252.3,5592.7,5561.6,5925.7,5775.9,5288.2,5458.6,5483.7
635,M,False,16393.0,19677.0,19286.0,20477.0,20386.0,19891.0,19972.0,17083.0,10755.0,16430.0
636,M,False,4385.3,4417.1,4685.1,4592.6,4392.1,4841.0,5884.0,4458.8,4646.9,4682.8
637,C,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
638,C,True,824.28,793.45,817.89,814.11,794.32,766.97,867.25,812.59,755.13,685.75
639,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
640,C,False,7693.9,10742.0,9747.0,10266.0,9018.5,14959.0,21059.0,17402.0,3932.9,8592.7
641,C,False,218.21,211.18,207.67,213.72,204.18,207.42,205.26,208.76,206.55,201.03
642,C,False,46109.0,60054.0,67547.0,94475.0,93346.0,58565.0,63862.0,37132.0,21276.0,24236.0
643,C,False,2165.6,2383.0,123.87,544.67,551.14,61.137,325.83,343.84,370.86,523.34
644,C,False,0.0,0.0,0.0,0.0,54.084,43.899,88.725,153.39,175.19,201.02
645,C,False,6704.3,6895.1,6480.4,12975.0,12497.0,12228.0,10945.0,11561.0,10984.0,10713.0
646,C,True,62012.0,55477.0,58277.0,62173.0,65302.0,66401.0,66115.0,61252.0,64011.0,59415.0
647,C,False,10124.0,10710.0,9658.3,10049.0,9585.3,9797.7,9341.3,9857.9,9674.4,9262.5
648,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
649,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
650,C,False,11344.0,12249.0,9747.2,10941.0,13942.0,14496.0,14419.0,14842.0,11151.0,10563.0
651,C,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
652,C,True,2379.5,2372.6,2394.2,2390.9,2543.8,1760.2,1827.6,2580.0,2650.1,2651.1
653,C,False,7943.9,9142.9,8382.4,8089.4,6940.2,7738.9,8621.8,8569.2,8634.2,7793.3
654,C,False,766.62,595.88,636.69,604.24,618.41,583.56,594.12,617.24,502.82,740.07
655,C,False,133.32,126.28,135.14,137.05,138.56,135.56,129.24,128.92,130.07,128.54
656,C,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
657,C,False,2826.0,2728.9,3026.7,3001.1,2875.3,2116.5,2012.0,1679.6,1609.7,2035.9
658,C,False,25014.0,28395.0,29888.0,33286.0,28104.0,25783.0,24815.0,26513.0,25386.0,26365.0
659,C,False,34.921,49.167,31.381,0.0,0.0,0.0,102.39,0.0,0.0,0.0
660,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
661,C,False,2579.7,3056.2,2728.8,3049.1,2743.7,2908.9,3739.8,3110.6,3138.1,3054.9
662,C,False,6161.8,6898.6,7136.9,6897.2,7324.9,7981.1,10050.0,10868.0,10325.0,11369.0
663,C,True,2254.8,923.01,695.98,699.07,0.0,0.0,692.95,0.0,697.73,686.15
664,C,False,4459.4,5385.6,4577.0,4430.6,4170.9,5079.8,7295.1,5983.5,16149.0,15699.0
665,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
666,C,False,9134.1,11131.0,13887.0,14968.0,9104.5,9257.2,8214.2,7496.8,5248.2,5039.7
667,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
668,C,True,0.0,1222.1,1203.5,1204.1,1212.9,1210.9,1240.3,1229.1,0.0,0.0
669,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
670,C,False,31886.0,31824.0,37624.0,35795.0,33894.0,34881.0,33890.0,35927.0,36239.0,32295.0
671,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
672,C,False,9543.7,4394.7,879.6,4737.7,3739.6,3438.2,6349.3,5291.1,0.0,3450.6
673,C,True,81614.0,79236.0,76098.0,74559.0,73697.0,74165.0,77279.0,79418.0,78983.0,83693.0
674,C,False,459.07,520.43,373.75,379.04,587.69,645.9,437.54,632.01,800.17,843.6
675,C,False,1841.8,859.92,547.86,1296.5,10822.0,7318.4,8445.8,6073.1,12039.0,8453.5
676,C,False,42595.0,39272.0,40525.0,26413.0,47360.0,38451.0,36949.0,99611.0,60251.0,101100.0
677,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
678,C,True,792.43,504.42,380.41,874.45,189.96,0.0,538.41,1281.3,0.0,0.0
679,C,False,1862.4,1801.5,1301.6,1263.9,701.74,727.36,695.84,1411.0,1350.5,791.18
680,C,False,17340.0,18561.0,18935.0,20400.0,19229.0,20184.0,17784.0,22332.0,20249.0,21797.0
681,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
682,C,False,47600.0,44167.0,40283.0,43974.0,44520.0,47987.0,47552.0,48415.0,51306.0,47873.0
683,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
684,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
685,C,False,282.85,291.82,788.53,665.7,606.68,664.82,717.93,673.39,509.58,531.07
686,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
687,C,False,3236.4,4767.1,4457.1,4529.9,4912.3,3749.5,7697.2,6741.0,4781.5,4147.3
688,C,True,2200.6,9536.0,11899.0,3718.2,10603.0,13241.0,9534.4,7716.6,1492.4,1656.4
689,C,False,10691.0,10369.0,9921.6,12532.0,10415.0,8819.8,10006.0,8820.3,9425.9,9046.8
690,C,False,14.323,14.589,0.0,0.0,0.0,0.0,0.0,13.227,17.17,23.134
691,C,False,28499.0,30891.0,31118.0,31598.0,27406.0,30770.0,32176.0,30359.0,30423.0,29524.0
692,C,False,2386.7,1433.8,1027.6,1277.9,1127.2,1281.3,1299.6,1673.0,2032.3,1114.5
693,C,False,266.32,268.4,326.32,278.69,300.83,291.7,306.43,301.19,308.49,307.5
694,C,False,3051.9,2975.0,1930.2,2259.6,2585.2,2560.8,2225.2,2102.7,2064.3,1780.3
695,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
696,C,True,2439.8,4794.7,4815.0,4828.2,4824.6,4717.7,5908.2,4797.1,4780.1,5862.9
697,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698,C,False,43527.0,43631.0,41766.0,38590.0,44123.0,45508.0,41551.0,43297.0,43636.0,43863.0
699,C,False,23115.0,36926.0,32884.0,32880.0,33820.0,34061.0,32273.0,31543.0,31769.0,37150.0
700,C,False,3117.9,3055.0,2879.4,2891.2,2871.9,2894.5,3825.8,3855.1,4082.2,4266.9
701,C,False,8514.8,8666.5,8486.3,8479.4,9074.3,8986.3,9271.8,7867.0,9441.1,10510.0
702,C,False,9295.1,9121.9,8378.3,8220.1,6876.5,7107.1,7065.4,6533.5,6666.9,5919.1
703,C,False,1827.3,1806.9,1790.7,1833.6,2331.1,2390.0,2343.1,2302.7,2344.4,2276.7
704,C,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
705,C,False,162.44,150.7,152.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0
706,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
707,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
708,C,False,16634.0,4704.4,17814.0,43587.0,40390.0,8516.2,16588.0,61294.0,73530.0,34319.0
709,C,False,1133.7,901.03,685.56,793.26,875.7,863.54,1733.1,770.82,1715.9,1852.9
710,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
711,C,True,2951.6,0.0,2791.2,0.0,1232.2,5111.3,0.0,8250.4,0.0,0.0
712,C,False,4917.4,7825.0,4854.3,8632.7,5572.8,5415.5,5928.7,9051.4,9149.1,9540.4
713,C,False,7408.8,7220.0,8312.8,8148.4,7441.0,8255.5,6819.0,6387.6,6874.8,7057.1
714,C,False,0.0,585.13,566.11,557.77,571.14,0.0,0.0,0.0,0.0,0.0
715,C,False,149.92,402.18,387.39,665.72,1024.7,749.84,1079.1,891.63,899.83,858.8
716,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
717,C,False,5476.0,4637.4,5258.0,4553.0,4602.9,4305.0,3670.3,3637.7,4402.9,4698.1
718,C,False,57475.0,7955.6,7350.9,7794.3,7161.9,7324.5,7454.4,7275.9,7501.0,7275.5
719,C,False,41515.0,38791.0,38616.0,39629.0,38971.0,37948.0,37468.0,34839.0,31149.0,34423.0
720,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
721,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
722,C,False,1827.6,2580.0,2650.1,2651.1,2743.0,3325.2,3259.9,3279.0,2625.3,2628.4
723,C,False,20029.0,12033.0,12051.0,16744.0,20532.0,23641.0,18549.0,15033.0,16456.0,19384.0
724,C,False,1479.3,1227.8,1035.1,998.41,1198.0,1470.5,1399.3,1242.4,1374.8,1413.3
725,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
726,C,False,437.75,441.19,448.99,463.6,871.2,837.02,866.31,829.95,828.48,1442.7
727,C,False,82238.0,80780.0,85341.0,82806.0,104930.0,89032.0,89955.0,82461.0,79979.0,80112.0
728,C,False,10826.0,11847.0,11188.0,11116.0,13415.0,12930.0,11412.0,11662.0,10751.0,12268.0
729,C,False,71008.0,64912.0,68508.0,70086.0,69516.0,70444.0,73992.0,69051.0,68803.0,66058.0
730,C,False,2273.1,4525.6,2342.7,2310.1,2350.4,2434.6,2447.3,2407.4,2428.9,2322.5
731,C,False,5658.7,6652.6,6593.3,6046.5,5720.5,6668.3,6843.7,5873.8,5676.7,5881.4
732,C,False,62012.0,55477.0,58277.0,62173.0,65302.0,66401.0,66115.0,61252.0,64011.0,59415.0
733,C,False,10100.0,10722.0,11025.0,9227.9,8423.3,8742.5,9140.4,8443.7,8012.4,8103.8
734,C,False,6832.7,6685.7,6744.3,6691.1,6100.0,4621.6,4643.0,4586.6,3307.8,4206.8
735,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
736,C,False,2093.8,2606.4,2109.5,2150.6,2138.6,1670.2,1695.0,1642.9,1974.3,1946.4
737,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
738,C,False,14066.0,13787.0,39577.0,11200.0,9137.8,8977.8,14781.0,16659.0,17912.0,26821.0
739,C,False,12464.0,17853.0,8920.7,4199.8,6929.7,14794.0,13277.0,10769.0,11425.0,26890.0
740,C,False,3390.1,2930.7,2918.9,3787.0,2870.8,3772.8,2738.2,3604.3,3898.2,4086.7
741,C,False,12801.0,11276.0,10539.0,11055.0,10974.0,10982.0,10775.0,11188.0,10391.0,10699.0
742,C,False,4538.5,4789.8,4804.3,4025.1,4862.6,4692.1,4341.8,4564.0,4937.6,5225.7
743,C,False,427.14,297.83,494.14,347.18,188.45,3336.6,1542.4,243.26,1928.7,1290.7
744,C,False,118630.0,89298.0,68702.0,60774.0,70619.0,70177.0,60985.0,35853.0,33480.0,32298.0
745,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
746,C,False,8698.5,7791.3,8892.5,8051.9,7875.0,8287.8,7734.8,7087.9,7684.7,6929.5
747,C,False,2336.6,7808.6,16677.0,8224.2,13748.0,6998.4,16268.0,31437.0,15375.0,11823.0
748,C,False,491.31,494.99,500.13,500.27,501.65,505.83,1041.6,521.34,1533.6,1062.9
749,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
750,C,False,3363.8,2681.0,3972.2,3280.7,3574.8,3014.7,3016.4,3897.9,3693.2,4059.9
751,C,False,0.0,1222.1,1203.5,1204.1,1212.9,1210.9,1240.3,1229.1,0.0,0.0
752,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
753,C,False,342.58,365.05,357.94,363.27,350.01,365.57,395.37,412.7,426.23,396.19
754,C,False,66108.0,64728.0,67637.0,69302.0,70042.0,61044.0,59423.0,61932.0,58880.0,66599.0
755,C,False,2951.6,0.0,2791.2,0.0,1232.2,5111.3,0.0,8250.4,0.0,0.0
756,C,False,4576.4,4511.4,4527.7,4766.4,4618.4,4563.7,4571.3,4501.8,4389.8,4204.2
757,C,False,10726.0,11065.0,8887.3,8891.8,9153.7,8447.5,9578.0,8902.9,9187.9,9588.0
758,C,False,0.0,0.0,1744.1,248.04,0.0,661.13,0.0,0.0,0.0,0.0
759,C,False,71530.0,69257.0,65161.0,70796.0,64540.0,60983.0,64175.0,58927.0,60124.0,57889.0
760,C,False,65.548,79.612,184.11,205.08,223.9,282.89,428.07,673.57,820.3,653.79
761,C,False,414.16,1994.1,0.0,827.42,0.0,311.03,159.25,0.0,0.0,0.0
762,C,False,524.76,484.3,470.92,485.09,469.12,475.15,456.23,456.38,459.06,450.58
763,C,False,18367.0,17783.0,17620.0,18647.0,18582.0,15144.0,15882.0,18626.0,17343.0,17427.0
