,FLARE_TYPE,COINCIDENCE,ABSNJZH_1,ABSNJZH_2,ABSNJZH_3,ABSNJZH_4,ABSNJZH_5,ABSNJZH_6,ABSNJZH_7,ABSNJZH_8,ABSNJZH_9,ABSNJZH_10
572,M,False,427.52,445.84,445.9,446.14,451.55,460.11,498.54,502.27,496.81,491.76
573,M,True,34.797,35.604,37.476,39.122,35.343,34.223,32.941,33.796,36.803,38.529
574,M,False,37.476,39.122,35.343,34.223,32.941,33.796,36.803,38.529,36.761,36.091
575,M,False,74.888,64.867,94.76,1.4558,101.1,128.7,92.13,154.41,125.9,94.11
576,M,True,51.411,62.748,68.961,77.003,22.995,56.085,46.509,74.617,56.086,66.367
577,M,False,197.02,232.76,206.62,220.55,193.85,214.07,211.33,222.13,232.17,269.77
578,M,False,1.8007,9.1245,47.75,42.931,28.665,6.5664,44.767,62.907,43.337,63.531
579,M,False,107.25,104.67,94.907,78.606,73.966,96.445,92.317,94.133,86.475,81.068
580,M,False,101.04,150.85,128.3,91.226,166.53,176.95,84.176,48.397,44.099,85.985
581,M,False,624.26,649.87,642.27,627.46,625.23,657.87,670.6,628.39,660.25,633.22
582,M,False,306.98,309.99,319.77,311.22,301.15,299.88,321.03,311.1,316.02,356.99
583,M,False,149.0,146.69,164.03,154.07,151.22,147.5,144.7,137.82,145.21,175.33
584,M,False,627.72,644.65,634.91,640.39,629.88,610.49,635.53,639.97,630.17,647.31
585,M,True,243.84,261.53,323.97,336.53,252.92,274.99,270.17,323.0,384.16,298.77
586,M,False,136.19,47.815,111.58,19.13,58.628,141.88,133.06,140.08,143.9,130.57
587,M,False,497.54,504.19,509.1,514.5,500.96,494.4,496.88,483.91,485.9,486.5
588,M,True,198.43,185.53,203.36,186.74,169.41,160.31,197.21,188.27,185.32,177.24
589,M,False,169.41,160.31,197.21,188.27,185.32,177.24,183.67,170.57,156.06,139.0
590,M,True,298.77,287.62,278.92,292.7,288.37,263.49,293.8,249.89,253.18,277.38
591,M,False,302.92,298.4,274.2,271.83,283.6,287.55,254.33,247.28,252.03,230.6
592,M,False,274.2,271.83,283.6,287.55,254.33,247.28,252.03,230.6,240.66,252.72
593,M,True,254.02,5.6851,267.24,235.69,247.33,240.98,265.74,241.46,238.08,250.76
594,M,False,160.81,168.25,44.733,113.79,217.89,203.61,220.97,183.41,192.2,20.701
595,M,True,23.827,24.249,27.175,18.6,17.445,16.909,15.081,18.555,20.429,9.8481
596,M,False,41.633,50.138,43.884,69.249,85.269,93.674,92.166,73.82,87.042,74.325
597,M,True,37.094,34.104,39.328,51.861,42.731,39.757,39.359,29.285,37.626,43.816
598,M,True,50.964,57.509,55.816,49.569,42.964,56.163,73.264,63.947,59.379,51.278
599,M,False,155.3,164.84,170.62,149.06,161.62,163.86,206.24,203.25,225.38,221.56
600,M,True,398.91,373.66,394.48,424.48,448.51,418.14,392.13,380.05,426.98,369.37
601,M,False,319.84,276.91,318.92,319.43,328.5,318.16,262.2,270.75,326.83,382.06
602,M,False,294.77,385.64,393.62,421.45,404.73,380.28,363.7,336.59,309.65,302.68
603,M,False,432.95,364.18,243.0,215.62,175.24,241.35,262.95,283.75,292.41,277.93
604,M,False,344.27,304.05,279.38,252.23,267.42,227.21,199.12,181.94,161.93,146.67
605,M,False,485.84,490.15,492.91,489.63,496.47,502.56,501.13,506.28,497.72,512.53
606,M,True,436.43,420.68,422.5,424.03,434.14,427.49,446.86,460.82,482.33,482.79
607,M,True,560.88,592.2,618.93,611.75,611.29,678.35,701.52,701.11,711.25,718.98
608,M,False,611.29,678.35,701.52,701.11,711.25,718.98,732.79,722.53,748.99,765.14
609,M,False,732.79,722.53,748.99,765.14,756.18,786.2,793.83,835.61,813.75,854.3
610,M,False,748.99,765.14,756.18,786.2,793.83,835.61,813.75,854.3,876.69,948.4
611,M,False,948.4,1007.5,1007.3,1026.3,1070.6,1103.3,1136.8,1162.9,1226.1,1280.4
612,M,False,1316.9,1341.8,1360.0,1341.9,1361.8,1330.9,1350.8,1354.6,1348.8,1307.6
613,M,False,1365.0,1381.4,1405.8,1403.2,1414.3,1452.1,1478.9,1512.7,1566.9,1603.7
614,M,True,2000.3,2052.8,2050.9,2030.5,2036.0,2040.9,2059.9,2013.1,2039.4,2043.9
615,M,True,2992.9,3070.8,2787.4,3163.3,3210.9,3194.3,3248.4,3169.1,3216.0,3100.9
616,M,False,3477.7,3380.8,3472.6,3435.7,3525.6,3486.7,3452.4,3579.3,3563.9,3528.5
617,M,True,3953.2,3824.6,3521.8,3783.3,3785.0,3737.6,3652.2,3584.3,3494.2,3417.2
618,M,False,3521.8,3783.3,3785.0,3737.6,3652.2,3584.3,3494.2,3417.2,3226.3,2271.4
619,M,True,3344.0,2933.0,2929.9,2905.4,2900.1,2935.2,3169.3,2790.4,2783.7,2819.2
620,M,False,2670.7,2842.4,2641.5,2621.2,2786.2,3160.6,2840.6,2707.6,3062.8,2802.1
621,M,False,2840.6,2707.6,3062.8,2802.1,2968.7,2880.8,2542.5,2815.0,2925.9,2676.6
622,M,True,2578.4,2620.7,2719.4,2703.3,2745.3,2711.5,2740.3,2685.5,2765.2,2705.5
623,M,True,1802.3,1798.8,1804.0,1842.1,1853.6,1805.3,1820.3,1843.3,1841.2,1832.5
624,M,False,1588.1,1520.7,1170.8,1572.8,1263.5,1606.9,1701.6,1669.4,1672.9,1636.2
625,M,False,1190.3,1166.8,1230.7,1154.7,1110.1,1108.6,1143.8,989.2,1181.5,1110.9
626,M,True,807.0,822.25,796.33,856.83,866.97,894.06,869.44,845.15,811.97,743.51
627,M,False,117.96,124.9,125.55,133.82,120.35,126.02,135.57,128.11,124.44,128.56
628,M,True,120.73,116.61,125.07,125.34,131.86,146.36,142.65,155.66,159.67,160.67
629,M,False,154.11,161.43,165.61,158.54,166.75,161.22,171.44,170.93,178.32,190.39
630,M,False,229.03,230.93,235.69,235.25,240.26,234.95,235.07,236.95,235.76,249.34
631,M,False,19.774,24.336,23.546,20.615,30.173,29.884,39.697,33.769,48.776,74.428
632,M,False,134.34,82.288,110.07,124.62,115.76,129.04,112.67,132.49,107.75,83.095
633,M,False,561.07,556.33,563.98,578.66,623.61,621.89,619.64,597.73,608.36,605.3
634,M,False,674.68,667.95,665.42,652.85,639.8,628.26,624.14,583.2,585.99,583.58
635,M,False,306.24,297.55,287.73,288.28,279.82,288.45,287.91,297.94,298.42,303.28
636,M,False,536.2,515.28,522.62,539.99,537.22,537.95,548.17,547.03,522.17,582.08
637,C,True,47.33,40.44,42.185,39.909,39.154,37.401,36.071,32.6,34.689,34.118
638,C,True,15.049,15.003,10.117,10.064,16.945,4.0479,13.204,6.2777,5.142,9.4897
639,C,False,59.917,62.241,57.646,53.223,56.453,67.263,72.201,76.568,71.509,73.18
640,C,False,226.48,128.87,172.75,88.524,206.59,169.6,133.19,215.55,148.85,107.05
641,C,False,19.992,17.829,14.719,20.654,15.328,10.369,1.1971,2.4319,9.4273,4.3602
642,C,False,3.6849,5.5584,3.6956,5.6212,6.0146,4.4813,5.9596,5.3519,2.9254,1.0027
643,C,False,22.947,57.573,44.15,20.33,23.853,2.8153,8.7031,27.72,26.972,11.388
644,C,False,17.613,10.807,1.6994,7.6429,14.031,1.2309,7.5193,14.71,15.969,12.546
645,C,False,85.797,115.69,115.09,97.801,124.83,98.401,140.97,115.64,131.8,139.53
646,C,True,370.59,355.58,364.33,371.34,364.44,358.27,363.48,377.87,371.76,351.44
647,C,False,411.59,409.74,413.61,397.88,387.26,420.63,431.15,437.74,426.55,436.74
648,C,False,77.612,77.252,70.431,67.082,68.247,71.253,71.215,73.958,68.671,66.134
649,C,False,4.8813,27.31,10.967,9.5405,14.296,19.566,13.63,18.908,18.987,18.979
650,C,False,170.3,205.23,216.05,188.88,204.65,234.73,217.31,227.3,228.07,252.87
651,C,True,8.2482,10.309,11.592,9.0504,11.621,11.267,10.79,13.996,12.735,17.087
652,C,True,35.584,34.672,0.095995,30.17,24.414,54.628,40.567,50.011,71.123,65.636
653,C,False,60.014,73.84,51.437,61.036,43.912,44.387,56.239,33.344,14.052,49.574
654,C,False,10.133,5.9339,3.2722,17.513,17.202,10.508,40.659,54.772,52.938,48.369
655,C,False,52.391,55.679,51.364,46.01,50.328,54.376,52.008,56.421,50.377,53.145
656,C,True,137.32,140.07,141.51,135.55,137.4,140.43,143.87,88.79,142.86,84.198
657,C,False,45.114,48.291,47.518,45.668,43.992,41.544,42.52,23.864,24.066,21.748
658,C,False,46.233,37.462,45.57,8.4925,9.1856,4.2218,2.7206,4.7022,12.7,34.202
659,C,False,171.69,165.89,163.28,164.96,164.87,166.06,154.85,160.88,149.85,147.89
660,C,False,7.3782,9.793,10.646,10.424,16.195,12.621,17.734,14.902,19.653,18.886
661,C,False,293.51,282.24,315.22,280.12,289.65,305.59,287.38,305.02,316.77,330.29
662,C,False,45.319,45.904,26.847,52.359,36.339,43.591,40.037,19.782,1.4495,20.539
663,C,True,130.08,133.77,134.64,121.53,130.1,128.6,133.66,133.08,140.28,139.42
664,C,False,219.65,204.04,214.28,204.84,205.51,216.58,224.71,207.71,222.43,199.19
665,C,False,11.953,8.7232,10.922,10.704,16.145,21.96,15.366,13.675,8.4776,12.105
666,C,False,120.91,126.12,128.47,134.61,131.69,130.09,134.38,136.57,138.86,136.96
667,C,False,105.89,118.28,97.448,117.63,115.59,107.99,123.25,140.84,145.14,142.75
668,C,True,101.07,94.403,93.865,93.268,76.911,77.471,94.531,92.322,104.13,100.23
669,C,False,27.308,30.292,28.126,25.654,27.486,30.614,25.572,21.779,18.579,18.499
670,C,False,84.702,90.584,62.043,81.658,99.606,136.66,128.75,116.63,145.33,135.41
671,C,False,137.32,140.07,141.51,135.55,137.4,140.43,143.87,88.79,142.86,84.198
672,C,False,0.0,0.32947,71.935,0.073184,0.13971,0.034773,0.12547,0.20488,0.38811,0.63144
673,C,True,707.81,691.67,663.57,681.47,653.28,650.04,630.47,628.62,632.82,640.55
674,C,False,33.089,34.537,34.964,28.368,39.308,40.616,47.062,44.316,25.391,37.227
675,C,False,63.436,92.299,80.578,12.072,51.907,103.74,117.63,5.304,37.328,69.882
676,C,False,95.899,179.31,186.3,113.55,174.13,159.2,111.22,137.93,100.43,158.0
677,C,False,91.195,87.666,88.216,91.85,97.263,96.611,97.837,98.004,107.7,107.58
678,C,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679,C,False,70.933,50.307,60.849,59.3,62.594,72.449,62.053,71.642,61.616,60.748
680,C,False,670.44,655.74,683.73,677.03,683.36,689.89,657.35,667.24,677.28,667.68
681,C,False,39.639,43.904,44.753,39.642,49.576,42.972,43.87,43.725,42.302,41.372
682,C,False,143.03,140.0,105.33,148.1,171.98,174.01,158.58,165.39,102.28,167.32
683,C,False,129.74,133.84,127.87,128.38,133.12,132.82,127.24,124.28,121.01,123.16
684,C,False,113.0,111.99,112.66,111.42,105.92,107.4,103.93,107.25,97.363,99.306
685,C,False,106.51,116.97,74.155,99.597,72.967,78.441,72.725,74.923,63.39,84.829
686,C,False,35.31,37.709,36.325,38.698,42.2,44.35,40.283,31.239,40.309,41.464
687,C,False,100.97,67.362,67.5,71.763,68.73,88.4,70.744,62.051,80.188,71.345
688,C,True,159.25,164.07,160.71,184.74,180.57,143.45,166.87,143.69,126.41,184.42
689,C,False,31.142,63.114,73.655,77.517,61.369,77.04,66.862,68.913,60.045,50.816
690,C,False,24.125,34.996,24.563,26.641,64.554,26.038,67.374,67.197,64.388,66.004
691,C,False,529.85,527.39,538.95,533.77,523.48,525.19,495.72,532.89,545.93,544.65
692,C,False,264.94,279.17,309.22,286.65,269.22,270.4,287.15,274.02,287.91,290.08
693,C,False,4.631,10.081,9.7302,5.5951,9.5249,4.8952,0.35186,1.2667,4.7729,1.9388
694,C,False,48.871,44.349,33.236,41.152,47.002,53.351,46.021,59.798,90.07,98.709
695,C,False,84.142,82.359,86.141,86.614,85.712,84.782,84.998,84.378,82.011,84.329
696,C,True,277.76,255.6,261.89,256.82,253.82,266.63,287.63,257.6,267.92,280.13
697,C,False,56.525,8.7548,47.586,32.861,2.0635,0.59313,16.06,18.185,59.778,87.139
698,C,False,216.93,188.92,133.78,127.86,91.933,93.686,78.046,66.962,72.47,69.632
699,C,False,305.88,311.1,307.03,303.87,297.28,282.6,276.78,287.77,303.22,316.54
700,C,False,213.66,199.78,191.24,212.79,217.32,216.59,200.92,231.42,224.72,236.13
701,C,False,35.155,41.306,34.965,41.477,52.978,34.5,38.175,21.183,22.808,41.423
702,C,False,544.71,529.72,509.65,501.55,501.22,500.37,468.78,454.17,428.58,434.07
703,C,False,373.63,377.81,385.95,391.32,383.45,385.67,383.42,364.74,371.08,362.04
704,C,True,5.4678,15.636,6.307,12.307,6.1727,6.5738,17.018,14.618,6.4955,12.21
705,C,False,2.5917,10.495,42.49,43.137,5.6684,22.587,35.188,26.57,20.558,112.1
706,C,False,5.754,3.7034,4.2837,4.503,4.0194,3.0677,3.0662,0.11553,1.4767,1.596
707,C,False,32.288,32.419,34.729,31.367,23.049,26.575,29.578,25.706,27.026,21.503
708,C,False,71.077,85.059,87.957,89.27,78.302,85.864,73.521,34.07,70.122,83.203
709,C,False,94.317,0.24881,51.182,67.047,44.262,50.264,64.598,90.208,93.282,108.88
710,C,False,24.856,13.569,17.602,20.365,20.979,18.437,19.822,24.602,23.724,18.195
711,C,True,10.581,32.59,31.982,10.622,65.237,6.8931,25.94,12.422,14.07,49.086
712,C,False,110.19,111.2,90.196,93.56,90.63,143.61,142.9,136.43,69.894,101.34
713,C,False,82.158,61.72,91.93,108.29,118.8,117.94,102.72,77.674,101.56,121.24
714,C,False,36.271,35.396,45.286,40.358,48.148,47.481,58.395,70.758,72.645,55.898
715,C,False,5.9279,3.0,7.1926,25.161,43.561,30.269,42.173,26.596,10.834,5.8122
716,C,False,93.797,85.612,78.828,80.397,85.412,83.116,80.802,83.763,82.562,80.006
717,C,False,497.3,476.96,507.9,488.42,478.73,500.42,469.46,444.83,455.02,477.64
718,C,False,14.458,17.521,14.644,15.163,22.813,8.8145,26.703,28.266,20.368,27.042
719,C,False,313.9,342.5,342.97,324.09,357.02,348.2,378.26,376.72,384.42,380.02
720,C,False,9.4496,8.7495,7.2911,6.681,7.6213,5.7296,5.0819,4.3418,4.2115,2.8631
721,C,False,47.33,40.44,42.185,39.909,39.154,37.401,36.071,32.6,34.689,34.118
722,C,False,40.567,50.011,71.123,65.636,70.284,69.995,53.903,50.152,32.811,59.838
723,C,False,689.37,343.81,532.66,541.12,601.22,479.14,807.79,543.79,574.75,533.3
724,C,False,5.9872,2.2481,5.4153,13.296,7.5059,0.37218,11.517,4.4015,13.189,4.8306
725,C,False,12.757,16.383,13.127,18.092,17.46,20.604,16.832,18.279,25.137,17.436
726,C,False,118.95,123.5,123.29,115.64,113.81,113.48,113.58,119.25,122.61,116.58
727,C,False,167.36,146.84,178.62,186.43,188.35,191.06,170.96,174.98,139.37,173.21
728,C,False,189.02,182.39,243.33,226.3,236.73,246.01,237.2,232.8,249.71,264.81
729,C,False,395.44,399.45,385.29,492.56,379.97,358.78,386.88,383.41,361.93,350.81
730,C,False,164.26,166.92,160.2,173.28,172.11,172.42,172.97,174.61,155.84,178.75
731,C,False,10.487,17.194,20.805,8.0604,14.704,13.437,5.8708,12.096,0.46426,4.3489
732,C,False,370.59,355.58,364.33,371.34,364.44,358.27,363.48,377.87,371.76,351.44
733,C,False,170.89,169.34,134.15,145.31,146.12,151.32,140.53,130.9,138.75,152.77
734,C,False,369.78,395.25,403.49,401.11,401.3,457.57,452.84,449.72,437.64,430.19
735,C,False,14.008,9.4906,11.236,3.6502,8.8766,5.6437,8.4915,1.223,6.5721,8.1846
736,C,False,39.244,40.422,33.641,31.771,45.49,35.882,40.123,33.575,42.787,34.779
737,C,False,1.46,3.8286,0.29052,3.7908,5.9798,8.4298,14.99,15.09,13.027,17.247
738,C,False,457.35,470.64,489.57,489.23,497.19,454.43,415.85,461.43,494.24,492.08
739,C,False,2.9433,6.9334,9.773,14.632,20.489,29.581,32.221,25.68,37.663,43.788
740,C,False,143.88,137.05,132.48,151.94,144.78,147.17,154.99,160.42,161.07,168.26
741,C,False,47.089,39.509,39.806,46.189,35.408,23.739,21.821,25.298,12.154,16.505
742,C,False,112.67,114.9,118.92,131.99,133.42,149.4,134.98,140.7,132.06,144.14
743,C,False,73.566,66.3,30.897,10.431,16.376,61.462,54.319,43.603,40.532,55.612
744,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028854,0.97563,0.1123
745,C,False,8.2482,10.309,11.592,9.0504,11.621,11.267,10.79,13.996,12.735,17.087
746,C,False,113.38,131.34,126.31,108.62,90.891,81.391,101.71,73.48,96.794,79.135
747,C,False,42.326,44.972,46.014,43.596,45.881,40.879,40.652,41.162,44.892,42.893
748,C,False,12.157,19.017,26.228,39.76,40.318,39.159,27.968,33.914,40.061,50.101
749,C,False,40.298,54.571,27.393,51.751,59.8,24.425,62.367,72.635,60.772,75.704
750,C,False,80.721,83.732,80.101,75.219,74.834,91.737,101.8,112.02,102.0,105.59
751,C,False,101.07,94.403,93.865,93.268,76.911,77.471,94.531,92.322,104.13,100.23
752,C,False,32.846,36.177,36.083,30.078,30.053,35.145,36.643,29.908,34.197,38.03
753,C,False,80.34,78.398,85.443,86.589,91.533,98.937,91.656,86.903,95.314,89.28
754,C,False,539.3,540.54,529.21,527.64,510.07,528.11,494.82,524.81,495.8,496.65
755,C,False,10.581,32.59,31.982,10.622,65.237,6.8931,25.94,12.422,14.07,49.086
756,C,False,302.95,328.66,329.98,332.51,349.25,360.68,360.16,365.75,350.52,337.85
757,C,False,285.88,275.4,271.55,273.4,274.28,259.06,255.26,243.09,239.83,254.82
758,C,False,70.979,80.206,86.55,85.112,87.517,80.345,90.917,86.373,87.41,91.783
759,C,False,798.93,797.96,848.86,815.8,804.76,807.57,811.91,821.44,838.98,809.85
760,C,False,40.782,41.431,33.683,38.775,36.821,36.609,44.646,43.184,35.971,22.898
761,C,False,0.098392,1.4393,2.6583,2.0362,5.3207,3.9156,15.716,3.432,8.2751,2.8176
762,C,False,120.96,118.74,109.29,119.73,115.74,108.09,110.38,106.12,99.507,97.042
763,C,False,42.281,55.293,62.323,51.008,44.784,34.455,42.561,34.68,26.269,31.587
764,C,False,84.374,81.914,65.256,40.456,59.637,71.44,63.92,62.596,43.134,47.725
765,C,False,124.19,148.58,147.63,152.49,148.45,176.12,139.36,153.06,144.01,158.43
766,C,False,135.85,129.65,132.7,130.39,130.06,140.56,131.88,136.2,139.58,134.45
767,C,False,17.989,18.177,21.374,23.651,21.198,18.57,22.197,22.802,20.364,22.257
768,C,False,0.0,0.0,0.090089,0.22091,0.14003,0.61835,0.1825,0.59481,0.57084,1.4269
769,C,False,110.2,97.869,86.536,85.916,91.219,86.217,99.002,83.855,88.845,77.513
770,C,False,272.5,253.8,255.63,245.13,225.65,260.56,166.43,250.31,197.9,247.54
771,C,False,443.52,452.69,459.44,425.1,425.6,434.18,426.1,412.15,414.29,410.29
772,C,True,24.015,27.119,37.365,36.476,59.274,48.415,63.561,53.237,55.945,49.202
773,C,False,54.961,64.113,56.397,49.259,55.41,69.979,73.194,61.04,62.284,56.225
774,C,False,69.169,33.72,60.03,57.166,60.484,42.563,45.573,63.563,64.122,51.699
775,C,False,57.49,83.253,61.291,67.111,61.642,57.665,53.573,66.54,87.212,94.477
776,C,False,182.05,188.02,199.38,179.84,168.35,173.74,164.1,184.86,190.41,192.01
777,C,False,5.4678,15.636,6.307,12.307,6.1727,6.5738,17.018,14.618,6.4955,12.21
778,C,False,17.859,42.421,44.371,42.68,45.434,35.508,45.709,46.11,45.761,20.467
779,C,False,78.035,84.709,84.216,68.687,61.686,70.127,69.277,85.464,92.206,81.01
780,C,False,148.88,133.97,127.77,134.69,120.77,103.99,109.46,110.09,129.28,131.64
781,C,False,219.66,221.05,207.45,240.19,262.65,247.69,260.74,255.98,261.39,254.05
782,C,False,77.345,131.79,116.0,69.755,66.291,111.69,112.35,58.236,113.19,94.346
783,C,False,204.49,208.87,221.93,213.42,237.77,251.9,252.35,250.69,243.77,232.75
784,C,False,2.5023,6.372,2.6804,2.2249,0.035351,1.681,4.0791,4.0531,3.0713,3.9427
785,C,False,30.553,31.464,24.196,27.098,23.586,3.6739,6.7711,15.227,3.2892,6.2271
786,C,False,19.467,15.992,37.652,23.242,7.9098,14.39,6.8304,11.678,7.7741,0.92827
787,C,False,30.611,29.411,29.22,27.914,28.59,28.148,24.648,23.961,28.46,25.156
788,C,False,160.71,184.74,180.57,143.45,166.87,143.69,126.41,184.42,181.85,173.92
789,C,False,0.8453,7.2043,4.5209,23.894,5.402,23.189,4.5997,6.4997,6.3524,2.5512
790,C,True,1.4671,5.8951,15.375,67.342,79.526,89.325,79.164,80.52,72.21,64.908
791,C,False,121.76,124.17,114.07,112.65,112.12,118.32,111.41,136.27,122.38,131.2
792,C,True,32.886,23.018,21.972,17.267,13.973,25.368,10.474,7.1404,14.407,1.1777
793,C,False,81.95,83.54,109.88,97.648,43.592,113.18,92.222,77.165,90.192,99.784
794,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
795,C,False,15.049,15.003,10.117,10.064,16.945,4.0479,13.204,6.2777,5.142,9.4897
796,C,False,95.578,89.49,80.894,70.754,77.272,71.831,71.037,70.259,70.806,77.238
797,C,False,106.46,120.08,121.17,134.79,140.85,112.37,111.12,105.79,109.64,118.75
798,C,False,76.02,40.276,45.453,71.222,41.294,40.162,67.219,87.544,79.046,73.831
799,C,False,1.4671,5.8951,15.375,67.342,79.526,89.325,79.164,80.52,72.21,64.908
800,C,False,6.6838,16.381,1.2979,9.3622,7.1451,1.3916,6.8153,3.3791,1.4748,23.606
801,C,False,191.02,197.54,194.06,243.62,230.21,229.28,244.03,247.95,250.42,259.33
802,C,False,21.166,20.632,22.525,24.975,25.31,26.965,26.552,30.146,27.593,26.952
803,C,False,58.704,65.412,75.685,90.037,70.972,63.449,79.257,68.479,122.9,67.52
804,C,False,36.809,42.265,4.5465,36.675,58.598,28.665,1.1535,46.064,16.089,42.613
805,C,False,92.299,104.09,113.34,95.295,89.727,44.403,152.32,92.644,96.822,64.395
806,C,False,4.8455,5.9967,4.7084,6.3376,2.9876,2.1192,3.4779,3.877,1.1322,4.505
807,C,False,48.153,9.3794,26.551,45.759,36.626,36.973,42.71,28.193,7.8288,24.667
808,C,False,385.86,387.83,355.91,358.79,363.87,373.89,353.05,369.36,372.27,356.89
809,C,False,29.701,31.936,30.601,27.053,16.662,19.159,21.369,26.004,16.588,29.959
810,C,False,14.814,41.314,25.738,28.493,42.159,43.258,43.446,39.446,58.745,33.915
811,C,False,226.61,220.17,237.85,221.66,219.28,222.47,209.32,227.01,207.62,193.04
812,C,False,204.51,220.42,249.46,248.85,242.83,234.83,240.52,235.17,226.02,209.95
813,C,False,9.3983,4.0429,5.5062,9.3306,7.5254,0.69334,12.835,3.9427,12.068,18.835
814,C,False,323.64,309.96,302.66,288.17,298.01,297.38,286.23,288.6,291.55,289.98
815,C,False,88.157,86.364,87.948,81.947,74.978,70.714,76.736,75.518,76.446,77.618
816,C,False,94.754,100.06,116.25,115.14,106.94,131.68,122.85,107.6,104.2,104.19
817,C,False,32.886,23.018,21.972,17.267,13.973,25.368,10.474,7.1404,14.407,1.1777
818,C,False,14.553,9.5872,11.147,6.3022,20.6,1.4105,4.86,19.766,8.7122,16.005
819,C,False,63.454,45.847,58.773,48.371,52.987,50.86,50.028,57.602,42.751,42.227
820,C,False,130.08,133.77,134.64,121.53,130.1,128.6,133.66,133.08,140.28,139.42
821,C,False,34.035,31.793,45.705,32.974,21.104,24.501,32.37,22.603,29.958,29.157
822,C,False,162.52,167.95,198.68,222.46,219.95,234.27,232.25,227.9,210.26,209.39
823,C,False,277.76,255.6,261.89,256.82,253.82,266.63,287.63,257.6,267.92,280.13
824,B,True,39.893,41.999,53.107,55.76,55.044,57.563,56.498,53.898,52.023,46.291
825,B,False,59.737,70.907,69.89,64.582,73.858,62.618,77.445,78.51,78.214,82.345
826,B,False,7.5936,10.057,2.649,3.5404,9.9406,8.2615,4.6653,9.3805,4.9805,9.9454
827,B,False,3.4015,1.467,0.48944,3.6525,0.87408,1.5023,1.2851,0.2437,2.8461,4.0067
828,B,True,0.0,0.0,0.0,0.0,0.0,0.0048983,0.0,0.014365,0.15513,0.33435
829,B,True,85.011,80.795,76.217,73.367,74.685,83.057,79.694,78.07,73.616,71.889
830,B,False,1.1886,5.4851,6.9509,10.923,11.96,10.217,13.066,26.922,20.633,38.378
831,B,False,84.607,71.776,73.465,78.117,90.959,83.057,75.805,74.896,76.371,78.381
832,B,False,0.45996,5.9098,18.324,17.174,16.93,16.347,14.084,9.2497,9.8789,12.533
833,B,False,28.046,20.733,27.942,32.597,29.164,30.059,32.673,37.362,35.991,24.167
834,B,True,68.861,66.67,42.116,66.827,67.331,59.852,43.27,47.893,65.123,56.892
835,B,False,64.181,60.633,64.032,62.163,65.502,63.606,53.388,56.864,57.784,55.615
836,B,True,63.678,57.775,58.225,58.253,68.75,69.887,54.175,56.081,62.293,74.931
837,B,False,29.379,35.178,32.406,40.407,35.503,33.91,35.422,34.246,33.668,36.703
838,B,False,94.291,83.724,63.028,68.428,78.967,65.737,79.276,79.404,77.185,83.834
839,B,True,74.367,65.311,58.176,58.681,63.067,62.082,63.239,58.066,60.232,56.462
840,B,True,88.97,83.434,71.434,83.357,82.582,85.775,82.124,83.758,82.491,82.706
841,B,True,131.42,128.48,130.48,131.23,138.52,134.2,126.88,118.44,118.15,110.97
842,B,True,74.425,76.64,85.857,76.204,91.829,80.901,97.285,92.825,85.663,81.288
843,B,False,32.187,32.404,26.799,24.331,27.185,26.158,31.526,30.025,32.195,19.583
844,B,False,7.2946,6.8926,7.5064,5.2435,2.9829,2.6862,6.9189,8.9809,11.251,8.7525
845,B,True,56.246,49.47,56.809,60.145,57.753,61.793,61.196,63.868,61.847,65.216
846,B,True,58.269,54.17,52.549,46.703,55.185,53.427,56.839,44.711,39.212,35.573
847,B,False,76.192,62.568,61.095,55.28,64.941,73.823,66.55,65.41,60.718,75.253
848,B,True,7.9159,10.506,14.065,10.005,7.0101,7.9255,14.349,17.962,6.2315,18.208
849,B,True,48.49,46.087,49.946,50.018,52.41,49.748,53.237,45.691,51.265,56.929
850,B,True,23.965,31.536,26.906,21.083,31.733,31.824,23.298,30.223,32.875,30.094
851,B,True,53.105,50.287,40.557,47.92,59.282,56.434,55.254,47.025,42.511,47.688
852,B,True,87.637,87.403,86.09,88.501,92.168,87.786,87.402,92.373,90.987,88.046
853,B,True,31.164,29.491,28.512,19.509,26.769,25.166,26.434,27.007,23.357,22.984
854,B,True,26.624,23.811,24.585,16.906,28.952,24.767,28.578,25.495,21.337,30.679
855,B,True,42.642,37.951,21.238,29.089,25.59,17.11,20.415,14.325,16.134,17.62
856,B,False,42.425,34.917,58.202,81.99,76.866,71.58,85.081,57.675,36.785,50.664
857,B,False,34.635,22.379,22.677,1.4576,2.9338,3.0828,4.6895,5.5508,35.332,30.145
858,B,True,7.8021,9.8228,15.683,12.241,23.114,18.477,17.092,19.864,20.877,24.299
859,B,False,7.271,3.8882,0.63436,2.8539,9.7377,5.4429,2.5049,0.7661,2.9094,8.2301
860,B,False,6.6024,5.4305,4.9509,5.7593,4.5994,7.4362,5.2926,2.7935,2.8371,8.4624
861,B,True,2.9837,3.0562,9.1019,0.92483,5.676,4.6081,4.8353,5.1871,0.9209,0.77741
862,B,True,30.091,32.239,20.587,30.45,29.494,31.244,37.292,10.392,25.605,18.865
863,B,False,5.2096,0.16643,8.5904,0.21771,5.9542,5.5206,7.6933,5.5717,5.7267,5.8862
