,FLARE_TYPE,COINCIDENCE,MEANSHR_1,MEANSHR_2,MEANSHR_3,MEANSHR_4,MEANSHR_5,MEANSHR_6,MEANSHR_7,MEANSHR_8,MEANSHR_9,MEANSHR_10
1805,B,False,44.7,44.266,44.79,44.336,44.49,44.421,44.406,44.186,44.425,43.889
1806,B,False,39.209,41.051,38.198,38.006,38.248,38.066,36.87,37.155,36.512,35.56
1807,B,False,30.496,31.336,30.487,29.928,32.14,32.985,32.028,30.533,29.192,30.142
1808,B,False,22.834,21.302,21.336,21.911,22.071,22.427,23.052,22.663,22.708,21.378
1809,B,False,26.256,25.95,25.436,25.594,25.309,25.253,25.648,25.15,25.391,24.73
1810,B,False,32.643,32.25,32.174,31.947,32.122,31.712,32.325,33.099,31.35,32.736
1811,B,False,32.028,30.533,29.192,30.142,30.071,32.166,31.0,32.643,32.25,32.174
1812,B,False,42.395,42.46,42.596,42.665,42.72,43.026,43.127,42.663,43.233,43.43
1813,B,False,34.556,34.697,34.892,34.253,34.471,34.601,35.202,34.587,34.493,34.643
1814,B,False,57.484,57.694,58.13,57.677,57.182,57.843,57.389,57.783,57.637,57.45
1815,B,False,40.146,39.814,39.271,40.179,40.38,40.01,40.503,40.023,40.073,39.67
1816,B,False,23.163,23.21,22.443,22.414,21.605,21.783,21.416,22.954,23.547,22.649
1817,B,False,43.1,43.024,43.007,43.299,42.987,43.994,43.707,43.758,43.423,43.841
1818,B,False,26.329,26.107,25.761,25.618,25.641,25.8,25.532,25.955,25.689,26.114
1819,B,False,22.952,22.928,22.924,23.172,23.017,23.302,23.081,23.285,23.169,23.011
1820,B,False,35.261,34.996,34.566,35.179,35.116,35.371,35.726,35.339,35.144,34.793
1821,B,False,31.577,31.694,31.441,31.54,31.624,31.461,31.237,31.542,31.741,31.661
1822,B,False,24.889,24.609,24.818,25.215,24.87,24.833,25.017,25.333,25.159,24.996
1823,B,False,26.105,25.922,26.071,25.466,25.189,25.202,25.57,25.155,25.406,25.573
1824,B,False,23.058,22.977,22.981,23.316,24.3,24.572,24.417,25.14,25.1,25.053
1825,B,False,6.2173,15.332,12.2,0.0,37.121,24.008,38.684,32.091,45.815,34.113
1826,B,False,34.628,33.468,33.952,34.449,34.087,33.971,33.823,34.981,35.392,35.417
1827,B,False,26.804,26.655,27.156,27.325,26.876,26.666,26.603,26.126,26.529,27.237
1828,B,False,34.303,34.505,34.369,34.54,35.032,35.161,35.396,35.656,35.963,36.395
1829,B,False,33.626,33.618,33.826,33.672,33.391,33.663,33.323,33.66,33.383,33.935
1830,B,False,23.565,23.858,23.324,23.448,23.812,23.668,23.449,23.359,23.623,23.191
1831,B,False,37.403,36.839,37.372,37.701,37.798,38.334,38.524,38.432,38.314,38.527
1832,B,False,26.22,27.27,26.819,26.314,25.946,25.734,25.546,25.028,24.316,24.546
1833,B,False,31.027,30.284,30.434,30.794,30.915,30.981,31.23,32.019,31.388,31.085
1834,B,False,33.691,33.896,33.709,33.801,33.978,33.851,33.711,34.063,34.223,34.336
1835,B,False,20.702,21.359,21.511,21.439,20.794,20.96,20.945,20.999,21.116,20.901
1836,B,False,38.13,38.011,38.243,37.985,38.03,37.916,37.844,37.856,37.652,37.494
1837,B,False,25.997,26.016,26.264,25.734,25.615,25.651,25.411,25.777,25.87,25.83
1838,B,False,26.523,22.546,25.389,23.537,23.542,23.1,21.975,23.421,23.79,25.861
1839,B,False,23.817,24.292,24.41,24.457,24.989,25.074,25.716,24.696,24.393,24.089
1840,B,False,24.164,24.475,24.753,24.904,25.139,24.898,24.553,24.23,24.043,24.302
1841,B,False,57.65,57.141,56.633,55.6,56.337,53.632,53.983,53.587,52.669,53.004
1842,B,False,35.068,33.331,34.581,34.024,34.185,33.562,33.106,31.598,33.047,32.792
1843,B,False,25.295,25.13,24.82,25.389,24.916,25.74,25.442,25.006,25.079,24.867
1844,B,False,26.015,26.501,27.408,27.593,26.385,26.234,25.958,25.49,26.354,25.587
1845,B,False,20.458,19.573,20.262,19.725,19.83,19.433,19.408,19.861,19.075,20.714
1846,B,False,37.109,34.502,37.359,35.567,36.208,36.899,36.921,37.43,37.724,37.537
1847,B,False,43.998,44.114,44.598,44.665,44.177,44.125,43.706,43.623,43.885,44.415
1848,B,False,22.984,22.887,22.803,22.78,23.058,22.977,22.981,23.316,24.3,24.572
1849,N,False,22.526,22.768,22.255,22.398,22.382,22.427,22.29,22.576,22.569,22.071
1850,N,False,25.392,25.318,26.572,26.242,25.461,26.069,24.99,24.82,24.447,25.904
1851,N,False,24.305,24.433,23.184,24.82,24.267,24.875,24.737,23.722,23.717,24.981
1852,N,False,22.599,22.976,22.841,23.95,23.201,22.775,22.652,22.383,22.163,22.095
1853,N,False,25.506,25.131,23.89,24.116,24.089,26.122,29.685,30.964,28.091,26.572
1854,N,False,21.689,22.553,23.13,22.549,22.808,24.32,23.959,25.262,25.455,25.38
1855,N,False,24.276,25.02,24.756,24.31,24.63,24.614,24.058,23.352,24.083,23.977
1856,N,False,25.509,25.163,25.907,25.589,25.642,26.086,25.97,25.835,25.38,25.006
1857,N,False,24.587,23.973,24.085,23.936,23.664,23.038,23.051,23.418,24.026,23.111
1858,N,False,24.748,25.312,25.377,24.073,24.281,25.104,25.329,24.401,23.609,23.457
1859,N,False,28.958,26.753,26.082,29.308,31.1,31.932,31.115,28.17,30.426,29.033
1860,N,False,23.864,23.78,23.561,23.642,24.592,24.779,24.843,24.801,24.645,25.001
1861,N,False,34.401,35.21,34.89,36.502,35.657,37.027,39.705,40.424,37.592,36.662
1862,N,False,21.842,21.976,21.58,22.542,22.157,22.388,23.076,22.418,22.299,21.848
1863,N,False,24.552,24.105,24.044,24.272,24.19,23.467,22.787,22.802,23.193,22.9
1864,N,False,23.884,23.841,24.259,23.853,23.637,23.048,23.956,23.464,23.13,23.164
1865,N,False,22.005,22.174,22.002,22.01,22.469,22.421,21.876,21.865,21.809,22.046
1866,N,False,32.773,32.376,32.104,31.598,31.916,31.443,31.365,31.682,30.82,30.272
1867,N,False,28.375,27.936,28.495,28.063,27.837,27.511,28.097,27.033,26.697,26.318
1868,N,False,26.439,23.502,25.011,25.95,24.387,24.25,22.946,24.231,26.007,22.372
1869,N,False,28.101,30.167,29.281,29.223,29.679,28.372,29.211,30.848,30.374,30.041
1870,N,False,25.406,25.858,25.972,25.835,25.406,25.049,24.86,24.58,24.683,24.422
1871,N,False,28.809,28.632,29.682,29.192,28.059,27.136,26.879,27.329,27.538,27.205
1872,N,False,35.38,38.717,40.105,41.735,39.539,41.656,39.451,41.005,40.132,40.808
1873,N,False,30.091,30.43,30.004,29.833,32.517,30.179,29.685,29.614,29.868,29.694
1874,N,False,38.637,38.414,38.669,0.0,38.67,38.743,38.846,38.912,38.825,39.143
1875,N,False,24.713,26.045,25.792,24.61,25.116,24.842,24.67,25.308,25.012,24.592
1876,N,False,36.673,36.737,36.403,36.337,36.446,36.426,36.43,36.637,36.589,36.384
1877,N,False,22.069,22.429,22.11,22.564,21.915,22.014,22.987,22.749,22.466,22.357
1878,N,False,36.27,36.607,36.664,36.451,36.332,36.772,36.373,36.334,36.518,36.574
1879,N,False,22.483,22.658,22.602,22.439,22.845,22.612,22.688,22.716,22.443,22.645
1880,N,False,26.172,26.182,26.315,26.3,26.384,25.927,25.796,25.309,25.776,25.591
1881,N,False,22.341,21.995,22.281,22.678,23.184,22.085,23.033,22.099,23.35,23.79
1882,N,False,23.432,23.331,23.399,23.512,22.75,23.011,23.149,23.411,22.915,22.37
1883,N,False,20.78,21.382,21.703,21.523,21.553,21.555,21.869,21.828,21.026,20.972
1884,N,False,35.779,36.679,33.469,34.391,34.406,29.506,32.525,33.411,32.009,28.212
1885,N,False,40.462,40.958,40.026,40.578,39.817,40.137,40.734,40.912,41.615,41.339
1886,N,False,32.663,32.65,33.112,32.93,32.882,33.174,33.058,32.753,33.135,33.031
1887,N,False,27.058,27.192,27.223,27.521,27.342,26.993,26.966,28.54,28.517,27.548
1888,N,False,31.421,31.431,31.47,31.391,31.518,31.493,31.34,31.541,31.37,31.516
1889,N,False,23.175,21.856,22.513,21.733,22.15,21.638,21.115,21.407,21.272,21.292
1890,N,False,22.058,23.288,24.367,23.864,23.477,22.39,19.87,20.042,19.779,18.866
1891,N,False,24.763,23.851,23.914,23.286,23.979,23.036,23.544,22.863,23.24,22.463
1892,N,False,43.953,44.154,43.923,43.981,43.877,44.189,43.751,44.15,43.647,43.84
1893,N,False,29.46,29.549,29.584,29.526,29.485,29.412,29.529,29.551,29.564,29.699
1894,N,False,29.46,29.549,29.584,29.526,29.485,29.412,29.529,29.551,29.564,29.699
1895,N,False,21.216,22.373,22.828,23.385,23.946,23.756,23.046,22.974,23.364,22.675
1896,N,False,24.861,25.095,24.637,24.901,24.42,24.546,24.405,24.336,24.078,24.476
1897,N,False,22.286,21.905,22.475,22.067,22.206,22.637,22.615,22.69,22.903,22.326
1898,N,False,26.633,26.783,26.879,26.689,27.807,28.171,28.881,27.918,27.82,28.639
1899,N,False,23.15,23.251,23.017,23.14,22.827,22.972,22.764,22.554,23.092,23.545
1900,N,False,35.197,35.212,34.952,34.816,34.59,34.391,34.43,34.853,34.645,34.576
1901,N,False,20.972,20.976,21.01,20.974,21.707,21.835,20.961,21.878,22.368,22.217
1902,N,False,42.623,43.243,43.419,43.762,43.781,44.596,44.466,44.588,45.395,45.152
1903,N,False,22.666,22.362,23.706,22.541,24.319,24.486,25.035,22.609,23.297,22.913
1904,N,False,21.001,20.529,20.964,21.916,21.702,20.821,22.148,20.583,20.633,20.649
1905,N,False,47.816,48.001,47.565,47.889,47.826,47.699,47.555,47.564,47.64,47.601
1906,N,False,33.185,31.552,31.399,32.031,31.761,31.368,31.387,32.104,32.641,32.217
1907,N,False,33.99,33.408,34.397,34.241,34.162,34.216,34.503,34.326,33.958,33.833
1908,N,False,36.379,36.227,36.31,35.026,35.92,35.967,36.257,36.25,36.295,38.223
1909,N,False,45.092,36.914,36.784,43.513,36.046,35.972,35.517,35.568,36.384,36.111
1910,N,False,36.815,36.464,36.517,35.915,36.447,36.975,36.494,37.118,36.623,36.399
1911,N,False,21.982,21.845,21.775,21.743,21.661,21.561,21.459,21.799,21.783,21.782
1912,N,False,26.999,26.705,26.517,26.5,26.204,25.862,25.925,26.192,25.809,25.884
1913,N,False,37.774,37.215,37.385,37.684,37.54,38.241,39.036,38.783,38.912,37.991
1914,N,False,31.673,32.066,31.787,32.176,32.226,32.369,31.888,31.947,31.817,31.485
1915,N,False,29.906,30.161,29.62,29.519,29.684,29.705,29.196,29.519,28.87,29.293
1916,N,False,25.62,25.856,26.146,26.147,25.698,25.54,25.224,24.883,24.631,25.015
1917,N,False,30.447,30.435,31.796,30.949,31.535,30.242,30.382,32.459,29.021,28.75
1918,N,False,44.004,43.874,43.733,43.547,43.661,43.691,43.378,43.746,43.08,43.447
1919,N,False,22.359,22.266,22.52,22.554,21.846,21.987,22.064,22.195,22.001,22.819
1920,N,False,30.439,30.835,31.459,31.659,31.246,30.877,30.843,30.844,30.967,30.81
1921,N,False,27.212,26.676,26.448,26.312,27.242,26.866,27.79,27.593,28.286,28.58
1922,N,False,34.369,34.424,33.801,33.471,33.873,32.875,32.366,32.608,32.041,32.05
1923,N,False,26.969,26.65,25.864,26.278,26.088,25.629,25.732,25.746,26.403,27.063
1924,N,False,26.969,26.65,25.864,26.278,26.088,25.629,25.732,25.746,26.403,27.063
1925,N,False,48.051,47.915,47.431,47.238,47.098,47.263,47.227,47.36,47.591,46.449
1926,N,False,37.942,37.801,38.228,37.999,37.855,37.943,37.733,37.76,37.547,37.335
1927,N,False,27.517,27.571,27.548,27.671,27.71,27.75,27.755,27.722,27.89,27.964
1928,N,False,31.655,31.955,31.101,31.936,30.061,31.738,31.58,30.876,32.447,32.409
1929,N,False,30.559,30.424,30.083,30.06,29.958,30.349,30.07,30.365,29.848,29.553
1930,N,False,28.848,28.773,29.061,29.066,29.14,29.579,29.328,29.308,29.062,29.318
1931,N,False,36.915,36.807,36.761,0.0,36.879,36.872,36.791,36.682,36.369,36.41
1932,N,False,27.117,26.926,26.844,26.904,26.853,26.741,26.766,26.774,26.88,26.758
1933,N,False,24.644,23.981,24.328,24.183,23.52,22.85,23.103,22.284,22.516,22.482
1934,N,False,26.994,26.853,26.807,26.956,27.147,27.202,27.05,27.13,27.028,27.284
1935,N,False,26.994,26.853,26.807,26.956,27.147,27.202,27.05,27.13,27.028,27.284
1936,N,False,23.273,23.11,22.96,23.313,23.765,23.639,23.581,22.845,23.179,23.768
1937,N,False,23.273,23.11,22.96,23.313,23.765,23.639,23.581,22.845,23.179,23.768
1938,N,False,22.791,23.025,22.841,22.971,23.03,23.134,23.164,23.16,23.205,23.295
1939,N,False,45.296,45.31,45.129,44.968,45.088,45.156,45.286,45.161,45.206,45.216
1940,N,False,30.906,30.318,30.685,31.047,32.099,31.822,32.013,31.129,30.731,30.084
1941,N,False,36.384,36.239,36.157,36.618,36.346,36.399,36.389,36.393,36.511,36.319
1942,N,False,44.268,44.156,44.32,44.106,44.287,44.005,44.193,44.068,44.148,44.22
1943,N,False,22.837,23.082,23.223,23.386,21.955,21.374,21.425,21.7,22.132,22.77
1944,N,False,21.868,21.618,22.144,23.219,22.168,23.923,23.237,22.734,21.879,21.933
1945,N,False,26.531,25.344,25.122,23.894,25.637,26.653,25.597,24.51,26.073,24.617
1946,N,False,30.764,30.689,30.823,30.179,30.57,28.979,27.232,27.589,25.802,26.384
1947,N,False,41.078,41.258,41.26,41.097,41.141,41.191,41.112,41.195,41.123,0.0
1948,N,False,31.274,29.857,30.044,29.403,30.202,30.299,30.081,30.05,29.597,29.489
1949,N,False,34.685,34.607,34.396,34.367,34.33,34.114,0.0,33.961,33.894,33.749
1950,N,False,32.717,32.63,32.756,32.497,33.22,32.496,32.364,31.489,31.797,31.299
1951,N,False,21.16,21.251,21.568,21.241,21.229,21.629,21.539,21.283,21.275,21.33
1952,N,False,58.616,45.633,47.542,45.665,44.194,40.183,39.705,42.55,42.333,41.853
1953,N,False,23.891,24.414,24.85,24.885,24.555,24.868,25.021,23.942,24.248,24.453
1954,N,False,34.341,34.092,33.056,33.423,32.429,31.551,32.059,32.876,32.358,33.675
1955,N,False,24.111,24.429,24.145,24.18,24.161,23.752,23.738,23.893,23.623,23.669
1956,N,False,21.376,21.538,20.857,22.168,21.417,21.286,22.205,23.102,23.091,22.611
1957,N,False,31.618,30.409,30.313,31.808,31.566,32.438,33.063,34.466,30.884,34.096
1958,N,False,20.491,20.206,20.567,20.309,19.886,21.098,21.761,21.7,22.237,22.091
1959,N,False,29.409,30.046,29.757,29.891,29.556,29.551,30.007,29.997,29.955,29.464
1960,N,False,24.418,24.312,24.596,23.921,24.302,24.33,24.177,24.157,24.086,23.574
1961,N,False,30.261,30.156,28.429,28.704,29.413,28.888,29.642,29.942,29.375,28.39
1962,N,False,22.387,23.3,22.977,22.62,22.543,22.302,21.548,22.216,23.573,22.468
1963,N,False,24.281,24.802,24.86,24.526,24.447,24.389,24.496,24.064,24.325,24.592
1964,N,False,29.636,28.639,28.68,27.004,24.431,27.168,23.836,24.844,25.49,24.548
1965,N,False,23.491,23.576,23.042,23.433,23.509,24.271,24.633,24.566,24.517,24.243
1966,N,False,22.224,21.765,22.321,22.979,22.852,23.32,23.592,23.828,23.447,23.618
1967,N,False,29.85,29.392,29.891,29.695,29.532,29.968,29.737,29.702,29.224,29.198
1968,N,False,35.843,35.769,35.707,35.63,35.994,35.889,35.587,35.425,35.642,35.968
1969,N,False,35.843,35.769,35.707,35.63,35.994,35.889,35.587,35.425,35.642,35.968
1970,N,False,21.349,22.976,24.513,24.626,24.336,24.519,24.743,23.838,24.262,23.969
1971,N,False,29.537,29.106,28.925,29.255,29.027,29.566,29.266,29.093,29.102,29.999
1972,N,False,45.462,45.522,45.373,45.59,44.865,45.239,45.358,45.824,45.648,45.067
1973,N,False,29.781,29.848,30.21,29.986,30.338,29.802,30.144,29.958,29.759,30.105
1974,N,False,46.54,46.368,46.012,45.951,45.699,45.696,45.668,45.462,45.45,45.258
1975,N,False,33.765,33.337,33.171,32.304,32.231,31.076,30.537,30.345,29.174,29.414
1976,N,False,35.399,35.853,35.562,35.653,35.684,35.857,35.806,35.835,35.504,35.257
1977,N,False,33.765,33.337,33.171,32.304,32.231,31.076,30.537,30.345,29.174,29.414
1978,N,False,35.348,35.598,35.566,35.648,35.587,35.577,35.511,35.677,35.721,35.683
1979,N,False,21.174,21.534,21.961,21.669,21.233,22.077,21.568,22.208,22.134,22.587
1980,N,False,26.879,26.795,27.605,27.199,29.695,29.594,29.319,28.629,28.037,27.445
1981,N,False,40.917,40.97,40.558,40.845,40.847,40.862,41.116,41.223,41.078,41.306
1982,N,False,25.27,26.074,26.342,26.625,26.994,26.912,26.985,27.251,27.337,27.618
1983,N,False,34.431,34.496,34.451,34.897,34.588,35.101,34.881,34.801,34.798,34.325
1984,N,False,32.421,32.393,32.47,32.537,32.447,32.562,32.751,32.893,33.024,33.233
1985,N,False,22.164,22.335,22.12,22.29,22.218,21.872,22.295,21.814,21.997,22.437
1986,N,False,51.165,50.198,49.943,49.383,49.132,49.442,49.314,50.023,49.319,49.392
1987,N,False,29.666,29.794,29.953,29.937,29.908,29.92,30.106,30.354,30.423,30.629
1988,N,False,37.826,37.94,38.386,37.749,37.504,37.856,37.71,37.225,38.37,37.96
1989,N,False,23.79,23.564,24.076,24.069,23.379,23.671,23.296,23.014,23.276,23.103
1990,N,False,24.309,24.081,23.603,23.505,24.094,24.64,24.513,25.4,25.198,24.835
1991,N,False,29.807,29.088,29.666,28.706,28.071,28.612,27.731,28.565,27.797,28.721
1992,N,False,33.096,32.194,31.887,31.861,32.775,31.805,32.634,31.793,32.523,31.867
1993,N,False,28.376,27.704,28.142,27.145,27.849,26.304,26.07,25.986,27.066,25.805
1994,N,False,24.425,24.52,24.896,24.844,24.698,24.925,25.461,26.489,26.414,26.909
1995,N,False,30.472,30.962,30.079,28.932,28.642,28.687,28.503,30.414,31.203,31.744
1996,N,False,25.897,25.051,25.556,26.388,25.909,26.407,26.188,26.093,24.845,25.026
1997,N,False,33.027,33.43,33.353,33.283,33.321,33.099,33.163,33.452,33.461,33.16
1998,N,False,23.57,23.004,22.648,22.531,22.029,22.165,22.036,22.005,21.884,21.823
1999,N,False,44.223,44.234,44.344,43.453,42.986,43.683,44.212,44.725,44.375,44.47
2000,N,False,21.503,25.744,34.486,43.771,42.72,38.674,24.855,25.472,26.823,25.091
2001,N,False,22.538,23.265,23.392,23.618,22.669,22.536,22.598,22.446,22.918,23.028
2002,N,False,25.742,25.577,24.915,25.39,25.679,24.148,24.134,24.618,24.819,24.224
2003,N,False,28.89,29.427,29.069,28.889,29.259,28.907,29.332,29.268,28.864,29.583
2004,N,False,25.839,25.823,25.681,25.393,24.991,25.286,24.152,23.692,23.803,24.585
2005,N,False,29.071,29.045,29.64,29.108,29.266,29.389,29.217,29.409,28.828,29.111
2006,N,False,22.999,23.047,22.719,22.237,22.015,22.209,22.311,22.08,21.54,21.898
2007,N,False,38.845,38.767,38.563,38.354,38.202,38.365,38.47,38.688,38.91,38.755
2008,N,False,48.526,48.397,48.502,48.553,48.742,48.521,48.643,48.92,49.003,49.222
2009,N,False,41.724,41.683,41.856,41.886,41.994,42.055,42.347,42.133,42.27,42.487
2010,N,False,24.909,24.919,24.519,24.511,24.525,23.871,24.887,24.058,24.702,25.035
2011,N,False,24.924,23.304,23.364,23.863,22.897,23.641,24.05,23.609,25.527,24.618
2012,N,False,26.498,26.309,26.128,26.602,26.779,25.026,26.026,27.241,26.942,26.447
2013,N,False,27.259,27.85,26.768,28.692,27.205,26.178,28.372,27.283,28.376,26.931
2014,N,False,34.931,34.763,34.894,35.152,34.88,35.007,35.388,35.317,0.0,35.205
2015,N,False,26.938,26.922,27.144,27.601,27.955,27.273,27.228,27.622,27.374,26.662
2016,N,False,26.811,26.797,27.169,27.482,26.831,26.192,25.003,24.753,24.548,24.45
2017,N,False,49.621,49.221,49.507,49.26,49.586,49.722,49.523,49.294,49.276,49.018
2018,N,False,22.475,22.932,22.919,23.087,23.179,23.21,23.616,23.936,23.429,23.558
2019,N,False,25.518,24.776,24.866,25.106,25.31,24.898,24.959,25.279,25.32,25.483
2020,N,False,35.006,34.524,34.443,34.984,35.088,35.38,35.541,36.12,35.805,35.667
2021,N,False,24.18,24.294,23.733,24.137,23.716,22.807,23.055,22.918,22.83,22.974
2022,N,False,38.092,38.177,37.239,37.65,36.567,36.79,36.765,36.892,35.258,34.423
2023,N,False,39.887,39.788,39.841,39.758,39.668,39.589,39.55,39.992,39.396,39.266
2024,N,False,23.242,22.737,22.937,22.14,22.908,22.389,23.087,23.018,23.071,23.139
2025,N,False,23.412,23.764,23.591,23.67,23.528,23.534,23.3,23.396,22.81,22.677
2026,N,False,28.648,28.698,28.533,28.894,28.414,28.482,28.384,28.326,28.374,28.224
2027,N,False,23.733,23.816,23.828,23.575,22.527,22.147,23.001,20.923,22.077,22.222
2028,N,False,31.512,31.623,31.096,31.867,31.933,31.153,31.262,31.216,31.842,32.377
2029,N,False,35.054,34.513,35.477,35.683,36.105,36.667,36.289,36.156,36.53,37.837
2030,N,False,34.427,34.298,34.077,34.234,34.295,35.368,35.127,34.472,34.666,35.127
2031,N,False,22.415,21.152,20.473,21.464,21.879,21.629,21.246,21.027,20.387,20.714
2032,N,False,26.75,26.073,26.962,25.525,25.442,26.836,27.816,28.66,25.979,27.081
2033,N,False,40.583,40.291,40.459,40.793,40.289,39.397,39.736,38.943,39.992,39.882
2034,N,False,21.574,21.45,21.956,0.0,0.0,0.0,0.0,0.0,0.0,23.168
2035,N,False,22.916,22.56,23.16,22.312,22.614,22.874,22.314,22.6,23.243,23.601
2036,N,False,22.029,22.124,22.095,22.342,22.16,22.139,22.556,21.923,22.046,21.851
2037,N,False,39.392,39.347,39.284,39.051,38.909,38.637,39.126,38.224,38.77,38.239
2038,N,False,42.151,42.544,42.372,42.551,41.913,42.764,42.45,42.494,41.913,42.352
2039,N,False,24.673,24.897,24.528,24.828,24.314,24.16,23.826,23.487,23.933,24.04
2040,N,False,28.28,28.387,28.145,28.046,28.183,28.509,28.305,28.151,27.9,27.924
2041,N,False,23.691,23.691,23.89,23.825,24.223,24.209,24.421,24.345,23.435,23.633
2042,N,False,38.892,38.842,38.675,38.871,38.906,39.144,39.147,39.166,39.615,39.267
2043,N,False,29.702,28.418,29.349,28.138,28.856,29.616,34.011,34.203,29.671,29.801
2044,N,False,23.333,23.402,23.61,23.382,23.631,24.269,24.486,23.867,24.207,24.615
2045,N,False,23.333,23.402,23.61,23.382,23.631,24.269,24.486,23.867,24.207,24.615
2046,N,False,39.919,39.648,40.086,39.715,39.585,39.617,39.515,39.569,39.587,39.911
2047,N,False,40.261,40.234,39.896,40.143,39.952,40.491,39.981,39.878,40.441,39.944
2048,N,False,22.494,22.513,22.168,22.693,22.447,22.302,22.111,22.088,21.92,22.45
2049,N,False,23.978,24.349,24.35,23.461,23.274,23.451,23.479,23.569,23.665,24.038
2050,N,False,36.495,36.499,36.426,36.491,36.601,36.611,36.697,36.703,36.679,36.671
2051,N,False,23.504,24.638,24.085,24.507,24.117,24.943,26.589,26.177,26.892,26.677
2052,N,False,21.943,22.258,22.553,22.973,23.366,23.862,23.522,22.871,23.698,23.206
2053,N,False,24.746,24.822,25.064,24.686,24.809,25.811,25.393,25.486,26.241,26.083
2054,N,False,22.118,21.909,22.927,23.053,22.161,21.589,21.906,22.424,22.253,22.52
2055,N,False,19.943,20.325,19.602,19.435,19.358,19.722,19.815,20.799,19.635,18.708
2056,N,False,26.397,26.668,26.577,25.935,25.291,25.611,25.947,25.322,26.535,25.234
2057,N,False,23.649,23.978,23.609,23.493,23.351,23.472,23.439,23.478,23.593,23.343
2058,N,False,22.838,22.579,22.47,22.515,39.503,22.328,22.398,22.307,22.307,22.495
2059,N,False,17.566,17.067,16.386,15.927,15.284,16.347,19.633,19.852,18.144,20.488
2060,N,False,38.502,38.353,38.514,38.901,39.159,39.341,39.536,39.608,39.854,38.844
2061,N,False,21.422,20.716,20.712,20.79,21.429,21.067,20.539,20.748,20.849,20.684
2062,N,False,38.734,39.234,39.264,39.44,39.765,39.716,39.823,39.956,40.125,39.713
2063,N,False,26.971,26.862,26.599,26.625,26.153,26.147,27.442,27.8,27.247,27.696
2064,N,False,23.476,23.713,23.892,23.92,23.932,24.189,24.187,24.334,24.594,24.254
2065,N,False,39.028,39.0,40.192,39.945,39.294,38.729,38.951,39.186,39.106,38.121
2066,N,False,33.942,33.738,33.83,33.517,33.862,33.747,33.401,33.681,33.891,34.026
2067,N,False,23.529,23.694,23.966,23.708,23.863,23.999,24.114,23.844,23.879,24.093
2068,N,False,26.999,25.595,26.176,28.144,27.399,28.662,27.798,27.597,29.583,28.092
2069,N,False,45.043,44.341,43.918,44.041,44.668,45.229,45.028,44.842,44.938,44.792
2070,N,False,26.591,26.882,27.087,26.747,27.151,27.106,27.187,26.963,26.731,27.354
2071,N,False,27.69,27.85,27.072,26.7,26.715,28.319,26.32,28.175,28.329,27.476
2072,N,False,36.695,36.323,36.8,36.331,36.254,36.238,36.541,37.048,37.148,37.154
2073,N,False,23.935,23.686,23.209,23.304,23.589,23.425,23.342,23.274,23.4,23.642
2074,N,False,26.63,26.091,26.172,26.13,25.982,25.462,26.155,25.476,25.58,25.505
2075,N,False,30.007,29.796,28.902,29.576,28.75,28.848,28.681,29.121,28.771,29.143
2076,N,False,23.737,23.935,23.543,23.376,23.604,23.549,24.147,24.289,24.186,24.511
2077,N,False,26.074,24.952,24.315,24.521,24.352,23.235,22.784,24.276,24.918,24.597
2078,N,False,23.092,23.936,23.699,24.227,23.497,23.397,23.031,22.938,22.556,22.448
2079,N,False,31.601,31.72,32.34,30.98,31.727,32.645,33.626,32.118,31.657,30.965
2080,N,False,26.697,26.363,26.365,26.085,25.516,25.614,26.502,26.155,26.196,26.272
2081,N,False,37.003,37.211,37.127,37.21,37.524,37.336,37.283,37.103,37.109,36.822
2082,N,False,27.169,26.852,27.333,27.482,27.241,27.366,27.327,27.103,27.331,27.234
2083,N,False,49.35,49.219,49.102,48.871,48.616,48.76,48.92,49.018,48.898,48.719
2084,N,False,36.343,35.318,34.945,35.135,35.734,35.68,36.479,36.043,37.08,36.443
2085,N,False,26.314,26.871,27.146,27.148,26.175,26.403,25.622,26.819,26.662,25.992
2086,N,False,44.805,44.797,44.776,44.799,45.063,44.807,44.695,44.801,44.731,44.638
2087,N,False,22.856,23.476,23.337,23.707,23.349,23.596,22.893,22.895,22.783,23.093
2088,N,False,25.654,25.834,25.845,26.501,26.262,25.373,24.874,26.053,25.936,26.778
2089,N,False,26.008,26.489,25.977,25.861,25.685,26.415,25.43,25.252,24.426,23.992
2090,N,False,35.34,35.662,35.478,36.696,36.177,36.078,36.141,35.414,35.262,35.401
2091,N,False,31.309,30.921,30.91,30.201,29.984,30.782,32.183,31.665,31.724,32.129
2092,N,False,22.613,23.046,23.199,24.182,24.766,25.561,26.081,25.867,26.648,26.406
2093,N,False,43.517,43.204,43.361,43.441,43.621,44.106,44.065,44.138,44.549,43.949
2094,N,False,30.081,29.605,29.142,29.528,29.553,29.23,29.435,28.983,28.395,28.502
2095,N,False,24.003,23.561,24.909,25.831,24.874,25.466,26.252,28.501,26.871,27.658
2096,N,False,34.46,34.566,32.717,36.54,36.69,37.852,37.958,35.331,36.681,35.392
2097,N,False,38.817,38.741,39.019,38.691,38.584,38.434,38.295,38.154,37.89,37.778
2098,N,False,25.567,24.958,25.166,25.167,25.402,25.382,25.843,24.838,25.613,25.263
2099,N,False,36.009,35.289,35.363,35.952,34.563,33.797,33.238,33.973,34.767,34.639
